app.softwork	postgres-native-sqldelight-driver-linuxarm64	0.0.11		N/A
com.websudos	reactiveneo-testing_2.10	0.3.1		a97d46abf3bdaddf425563215146d95082004325
com.yomahub	liteflow-script-javax-pro	2.13.0		c981e5804bf5314145293dd405e01b86b874ebd0
com.yomahub	liteflow-script-javax-pro	2.13.1		7f0d1c7a09c8a2c98159ce7cc5e88c410c4879d6
com.yomahub	liteflow-script-javax-pro	2.13.1.1		6cd39f5dc732310f049273ae16599b3e8ef2c00d
com.yomahub	liteflow-script-javax-pro	2.13.1.2		254fddddf9802e46ed0a965533627feb583386b7
com.yomahub	liteflow-script-javax-pro	2.13.1.3		b630beac2dcf3128a17099eda01207fba14dc8dd
de.chojo.sadu	sadu-sqlite	1.3.1		bec9bb95d50c6bdbe284f124a1b7aafcd07dae21
de.chojo.sadu	sadu-sqlite	1.4.0		2d1f587484c7b4c46eab74ae2002eadb48f91551
de.chojo.sadu	sadu-sqlite	1.4.1		2d1f587484c7b4c46eab74ae2002eadb48f91551
de.chojo.sadu	sadu-sqlite	2.0.0		067c88dda229a614691311cd7c9bdf2390cd8870
de.chojo.sadu	sadu-sqlite	2.1.0		659e10bb58c7924e3b19cfc1dbdd97a6fbc2c615
de.chojo.sadu	sadu-sqlite	2.2.0		6f8cb3dc118c45ec232d5eb5eebac67c27896818
de.chojo.sadu	sadu-sqlite	2.2.1		20caf8e73a4a1ed5942ccfb3af529a8717d12470
de.chojo.sadu	sadu-sqlite	2.2.2		c29baa946afc13049ec57cf63a2f6fcbb2e753c3
de.chojo.sadu	sadu-sqlite	2.2.3		37fec22282fb1fa3682247a29c6b47d54ad4ea27
de.chojo.sadu	sadu-sqlite	2.2.4		07588319b398db5c7fbf164f1a98929d7a100f17
de.chojo.sadu	sadu-sqlite	2.2.5		4f6972804d3b67f163a25c8adfa07a9c82abe42c
de.chojo.sadu	sadu-sqlite	2.2.6		a8e68cbbb3dc50d687c532f007b23985c41d5db3
de.chojo.sadu	sadu-sqlite	2.3.0		9836b0a5c996bdf861951e05658521dccf8ba0db
de.chojo.sadu	sadu-sqlite	2.3.1		ebf055e9bdfa668604be62f944db1fd827841738
de.chojo.sadu	sadu-sqlite	2.3.2		24ef4070d66aee980366301ced377fb86ed503da
de.sciss	scalacollider_3.0.0-M3	2.6.1		a30682fafc1b17d14bc4b54f759c1ad69626e27b
dev.cerus.advance	api-18R2	1.1.0		e70cfe2837c3262c3df74ad7904362278cc714c9
dev.cerus.advance	api-18R2	1.2.0		d679e91db56220701aaf7f8eab8296b6a3b6c5e1
dev.cerus.advance	api-18R2	1.3.0		5490250baccfffdcb5b55db4e24a1ee0b904a0ec
dev.cerus.advance	api-18R2	1.3.1		303b435bc51a22fd88170410be3fefc1a1d04e28
dev.cerus.advance	api-18R2	1.3.2		a1840ed78e41a14e94bb41109b0e50a308493194
dev.stateholder	core-iossimulatorarm64	1.0.0		N/A
dev.stateholder	core-iossimulatorarm64	1.0.0	metadata	15177a80642c295f53157be4a8a5ecc3deb25bbb
dev.stateholder	core-iossimulatorarm64	1.0.0-alpha01		N/A
dev.stateholder	core-iossimulatorarm64	1.0.0-alpha01	metadata	447654e17ba12d8cce076956de0e68539d493cfa
dev.stateholder	core-iossimulatorarm64	1.0.0-alpha02		N/A
dev.stateholder	core-iossimulatorarm64	1.0.0-alpha02	metadata	9f1be8f59836074d246966a7d3e7e80f291862b3
dev.stateholder	core-iossimulatorarm64	1.0.0-alpha03		N/A
dev.stateholder	core-iossimulatorarm64	1.0.0-alpha03	metadata	293fd1c85cc342e0bc5035e4818ab0f338b46a9f
dev.stateholder	core-iossimulatorarm64	1.0.1		N/A
dev.stateholder	core-iossimulatorarm64	1.0.1	metadata	7b38111d46b63fd4ac9dcc2b9dbc50f877e51a02
dev.stateholder	core-iossimulatorarm64	1.0.2		N/A
dev.stateholder	core-iossimulatorarm64	1.0.2	metadata	4c4036184de68f2a3f5670da16c79fdecd906d6f
dev.stateholder	core-iossimulatorarm64	1.0.3		N/A
dev.stateholder	core-iossimulatorarm64	1.0.3	metadata	c7c2d66d5d09d3e21b7c595f227fafb80e7d09f9
dev.stateholder	core-iossimulatorarm64	1.1.0		N/A
dev.stateholder	core-iossimulatorarm64	1.1.0	metadata	2eaafc816987af4f1bc40278b94b568bb955f11c
dev.stateholder	core-iossimulatorarm64	1.2.0		N/A
dev.stateholder	core-iossimulatorarm64	1.2.0	metadata	9ca68b7c4ed4f4e2f969b5f6bf93cca0032d3d59
eu.hansolo	toolbox	11.0.0		dfe06660b7ce57698281e340a2d3b23b5793f792
eu.hansolo	toolbox	11.0.1		4a44c18a9145e0f2c33f2618761fab8597cbd1ab
eu.hansolo	toolbox	17.0.0		40b0d9d0eb1871a6d754a7ed38a35733e19f1265
eu.hansolo	toolbox	17.0.1		912bb6bf9de9b444e827665b1512a5d6e15204af
eu.hansolo	toolbox	17.0.11		b683751299bfd3e40b5aa1d2954cdfc373a0cc36
eu.hansolo	toolbox	17.0.12		036771dcbdd3435f3f62ca5903e0a78ee40f1ab0
eu.hansolo	toolbox	17.0.13		cadff5a8795fc6dc4fa4035f4fdc6b5cc7f497b8
eu.hansolo	toolbox	17.0.14		00aa805d98f15c52f93f9cb7fb88f4323bdd04f3
eu.hansolo	toolbox	17.0.17		8f87d79be89e50fd7d8644649d427c35b52612eb
eu.hansolo	toolbox	17.0.18		9aaf6962b7f10ba066831be44b86a008263a1b85
eu.hansolo	toolbox	17.0.19		edc5083736b355a19051147a0d2ba53b3787eb91
eu.hansolo	toolbox	17.0.2		2a4b47b999b357b526ac002dd8b05534e3c93ad1
eu.hansolo	toolbox	17.0.20		b4206c000b64cd91f1b7a23a1ead0908c7256310
eu.hansolo	toolbox	17.0.21		15e66a5843ff00231223baff376f65dec7dc331c
eu.hansolo	toolbox	17.0.22		717782da8a581417c61cb1d0172b12c0cfe49861
eu.hansolo	toolbox	17.0.23		5a97f41ee7f1da2e494cab31d182a08c6a9751e5
eu.hansolo	toolbox	17.0.24		fdc45308331c4b0c48550baca4f3f674fc42738e
eu.hansolo	toolbox	17.0.25		03843934f37250a9c8afa1b41b6e7ce7cbf07296
eu.hansolo	toolbox	17.0.26		62798b8b272b94e0c97a02add5383e82a4f89313
eu.hansolo	toolbox	17.0.27		b37de1941c667d2d9a4a094ea82b4df809583019
eu.hansolo	toolbox	17.0.29		85d84e466a24b4ee63c29f534abb6b123e06b119
eu.hansolo	toolbox	17.0.3		8af7a1427e63758f04df369228b54b4d0d9147ca
eu.hansolo	toolbox	17.0.31		4ea83b8958a0ebbfaaed32c617874c33913f9a9d
eu.hansolo	toolbox	17.0.33		f684e6920ea792baffa5359e8a1a21e4c642cc9c
eu.hansolo	toolbox	17.0.35		3222184f320fc64e2365deeb6deab76079ff8a79
eu.hansolo	toolbox	17.0.4		ea8a9f578c62059d7e2ef8a1aaa5c59828fd6b41
eu.hansolo	toolbox	17.0.41		ccffb0efae7d1fe0692d968348294bc2359b8157
eu.hansolo	toolbox	17.0.43		1e777e46d27ef565c118317e50d9c891d3e2dbc4
eu.hansolo	toolbox	17.0.45		112b3c458ff70fdf0c9c50e0b16a033d87bba4cf
eu.hansolo	toolbox	17.0.47		b32b8539ff39d411e9961d6cd8504515c561138a
eu.hansolo	toolbox	17.0.49		565ba892efed2737cf4b8e98ba1f427da991b667
eu.hansolo	toolbox	17.0.5		182cb9adeaa48113a11d8fe5d2ed728d501d6fe7
eu.hansolo	toolbox	17.0.51		0e0c304e0d5f452d2071957af6bde55a217bfd84
eu.hansolo	toolbox	17.0.53		8256c694000c2b44e6856543d4e58e6664b40958
eu.hansolo	toolbox	17.0.55		faceefc627cbb0257f1289a66498cf7c9e298843
eu.hansolo	toolbox	17.0.57		40faef76c5073583729dc1bbde907fd2038c903a
eu.hansolo	toolbox	17.0.6		d86bc50ae5e682ab5d87d2657f481025d88a8ce1
eu.hansolo	toolbox	17.0.7		820967b7082c12a1c5f909344feb06d8c538618c
eu.hansolo	toolbox	17.0.8		7a2fb795285f89f23f8dbc654b01c5dc5435d6a3
eu.hansolo	toolbox	17.0.9		75dc026ef49a50c4ff83849a07e77c1acac8806c
eu.hansolo	toolbox	21.0.0		82423212ccac078f75a1a5e51ce3509769ef363e
eu.hansolo	toolbox	21.0.1		955d340a6dd78431446c8e71631c308e08ba4981
eu.hansolo	toolbox	21.0.11		4fd7dad244b70a9d627f1f412ea4f1c7d79952af
eu.hansolo	toolbox	21.0.15		9d0dd161f4c33b5aaf5dd5867574c9621351c2b2
eu.hansolo	toolbox	21.0.17		ca67ded43198ba9dc8963d06a9d910dd533b7ef0
eu.hansolo	toolbox	21.0.3		48f3afdf6e0644e5fabe8bd1f9f69b75663f3f4b
eu.hansolo	toolbox	21.0.5		b0fc9f2e9a0c61f078c45664d1951690a03dbb3e
eu.hansolo	toolbox	21.0.9		c72c83ee5ac586d61977e820dd078fa0218cca81
fish.payara.arquillian	arquillian-payara-server-4-embedded	1.0.Beta1		f73878e9cef270c7ba69296b802194afad1a6118
fish.payara.arquillian	arquillian-payara-server-4-embedded	1.0.Beta2		23f67532fb0a7852de6fbf084242491beb7d5bea
fish.payara.arquillian	arquillian-payara-server-4-embedded	1.0.Beta3		63c89e2561daad6a9403611c8d28f7c1e1685f8f
fish.payara.arquillian	arquillian-payara-server-4-embedded	1.1		baeff45d843462bb12b7d5b861ee1bcea2410f18
io.bitbucket.afischl	simplemoney	0.9		533b9473f3b695b7f947824cb950a15a96a335f1
io.bitbucket.afischl	simplemoney	1.0		7b9bd8319ee913cb615b2fe5979797afcc9a4f5e
io.bootique.cayenne	bootique-cayenne	0.16		6163b088b871a3efcc271cf430dc2443b340d077
io.bootique.cayenne	bootique-cayenne	0.17		4ec03e4bd2b841506da0140439aa59f05908f7bc
io.bootique.cayenne	bootique-cayenne	0.18		ccc87a0c3a26c564b949b6ddb9f9ef40402b7f18
io.bootique.cayenne	bootique-cayenne	0.19		294410a5e45bac1c3551ad5bdceb795f08873fb0
io.bootique.cayenne	bootique-cayenne	0.20		0fd7d69c0c8b267e7d384665dc4405065f76d2ea
io.bootique.cayenne	bootique-cayenne	0.24		8937998c350b98c17e555c9feb92bb696087e96d
io.bootique.cayenne	bootique-cayenne	0.25		4af21021e769a8b41bbc7510dd251e988fe1b075
io.bootique.cayenne	bootique-cayenne	1.0		0e6539e80be855de804a34555f0f9ade11d53970
io.bootique.cayenne	bootique-cayenne	1.0.RC1		7f39d8d081670c841432415011f7ed9b7cad22b5
io.bootique.cayenne	bootique-cayenne	1.1		6b8b720d87e2c4217a389ee561f327fff3509072
io.bootique.cayenne	bootique-cayenne	1.2		7175d02c25420fda97ce62a3d20661513eb20aa3
io.bootique.cayenne	bootique-cayenne	1.3		42866d4780301022c3779e3ef11291787d4d7ffb
io.bootique.cayenne	bootique-cayenne	2.0		6b9b6728f53d778bfe07582b7dc5aa503fe9b77c
io.bootique.cayenne	bootique-cayenne	2.0.1		b6c29648f4c7f338fdf1452078c4bc06b6a2ce6e
io.bootique.cayenne	bootique-cayenne	2.0.B1		107500b12a6fb422eb162c1ed685b45a37cb64bb
io.bootique.cayenne	bootique-cayenne	2.0.M1		232915f6bc2d2f674fcdec40579f4f50d3cbc79d
io.bootique.cayenne	bootique-cayenne	2.0.RC1		e5be900f5bcd593491cd06a435219af03d150bf2
io.fabric8	ianaservicehelper	0.0.1		7d7b144020ee0682fbdea774f9dd750759c048d4
io.github.aclisp	jlisp	1.0.12		N/A
io.github.aclisp	jlisp	1.0.13		N/A
io.github.aclisp	jlisp	1.0.14		N/A
io.github.cdklabs.cdk_cloudformation	fastly-services-backend	1.0.0-alpha.5		100c97e18b1e49fe1c00cfee263e413392d03b46
io.github.cdklabs.cdk_cloudformation	fastly-services-backend	1.0.0-alpha.6		e4baa895b24eea821b3a6c06f8f4594bbb959055
io.github.cdklabs.cdk_cloudformation	fastly-services-backend	1.0.0-alpha.7		17d2ade126c60b4321c245db91e9cdf387b66f05
io.github.cdklabs.cdk_cloudformation	fastly-services-backend	1.2.0-alpha.7		26af9f585101d6db96e03bec06c9701a15b7a10c
io.github.cdklabs.cdk_cloudformation	fastly-services-backend	1.4.0-alpha.7		5c26e65ce9425d00def0800377f54eaaa828e6f6
io.github.cdklabs.cdk_cloudformation	fastly-services-backend	1.5.0-alpha.7		8c14f75dd3f35ade7c8ac75d64de66cf1ec7dd33
io.github.devngho	kt_kisopenapi-ksp-annotations	0.2.10		4efaa7f1698229138c39ae4f49dcceb04703ad1c
io.github.devngho	kt_kisopenapi-ksp-annotations	0.2.8		3afc909972d214d2e266a7ef8cfad4f1a5820d79
io.github.devngho	kt_kisopenapi-ksp-annotations	0.2.9		4efaa7f1698229138c39ae4f49dcceb04703ad1c
io.github.excitedkettle	functional-utils	2.0		2d1da171fc727c0b8bdc800a9847c8baa9352104
io.github.harvies.charon	charon-elk-spring-boot-starter	0.0.6		34b52aa5cb5e66068b3447a17efc64fc4f11b38c
io.github.harvies.charon	charon-elk-spring-boot-starter	0.0.7		7d36eb16cf8cb3404d5b5c9546cc35710094480d
io.github.harvies.charon	charon-elk-spring-boot-starter	0.0.8		8cd9d714325b9dd98e92bfdd0d1477e68fe3ed2a
io.github.luca992.getenv-kt	getenv-tvossimulatorarm64	0.1.0		N/A
io.github.luca992.getenv-kt	getenv-tvossimulatorarm64	0.1.0	metadata	bafb113aea704c20e97d77bc5f59b97d2d03fa05
io.github.luca992.getenv-kt	getenv-tvossimulatorarm64	0.2.0		N/A
io.github.luca992.getenv-kt	getenv-tvossimulatorarm64	0.2.0	metadata	eb7d0b14abf2e4be6ab902329005ab61d9e3eaef
io.github.luca992.getenv-kt	getenv-tvossimulatorarm64	0.3.0		N/A
io.github.luca992.getenv-kt	getenv-tvossimulatorarm64	0.3.0	metadata	454d0c52357e3f0c934fe06c9b7acdae71ff979f
io.github.luca992.getenv-kt	getenv-tvossimulatorarm64	0.4.0		N/A
io.github.luca992.getenv-kt	getenv-tvossimulatorarm64	0.4.0	metadata	8cb99486a4c793c436df07b856fae5dcb14c8250
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0	metadata	6c92192a4f48a4afb96fa4ed097154fb7c76554d
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test08		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test08	metadata	ebfcd404aa88cb2978d5c8ea2e01442ccad0836c
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test10		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test10	metadata	0990ef60d2a2b061c2650f4722f6df22f5317836
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test11		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test11	metadata	01b2c3620721bade55b1067807c0f52f1da8fa78
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test13		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test13	metadata	ef32cad8e83743578f4c5d13c9c80354582e758b
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test14		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test14	metadata	1bdb1a86fd3a0eb63dad13e1c9a9f7822bf15cbf
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test16		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test16	metadata	2f83805f1647847b5ee7cfe09007b8cbe7ca99d0
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test17		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test17	metadata	0a345b1b0a6df04a2106f28c3d92cf1ccfacee1f
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test18		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test18	metadata	4afeb221d4a181fd229a94ae465f40c7ac5ac8d7
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test19		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test19	metadata	98357575921ccfa5b5feba3e0eb279b559ceb512
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test20		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.0-test20	metadata	067d5e2ee521a47491b98e9b556534155283bcac
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.1		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.1	metadata	867ff806f01d6628b3d421fefa705d59146a7eb6
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.2		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.2	metadata	f1478c84c74c1efe7e57d66ac75c5ac8b6e764da
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.3		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.3	metadata	d52dfba41cb9c13e1b18dff735153e75fb5c7318
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.4		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.0.4	metadata	f9ca13bfcdd4c7293bd0b8695b53af0e5ae7bc88
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.1.0		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.1.0	metadata	987c7bfd34ed5bb6dd2e02b0b39d8140d570adb8
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.1.1		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.1.1	metadata	b3c93941388f1ba05feb08ceb283fbe56c8d0651
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.1.2		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.1.2	metadata	8299457e068f8d6283e4ad6f8ccb8c3643772719
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.1.3		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.1.3	metadata	86dd282be7eea535e04cc7ac48ddbf7e95e420af
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.1.3-test		N/A
io.github.mflisar.composedialogs	core-iossimulatorarm64	2.1.3-test	metadata	fdf928e86f477bd9bde7e41bf7f14f35acb4738a
io.github.shogowada	statictags_2.12	1.1.1		6e47b249c94807223f8fd1705a930c3670903313
io.github.shogowada	statictags_2.12	2.0.0		eb450137068ca7a78be8c9db0f1a071ea9528008
io.github.shogowada	statictags_2.12	2.1.0		ca5ad233f9266537644cbe0750a9a70e8fce07c1
io.github.shogowada	statictags_2.12	2.1.1		82f42366132896d63a9e97843d9aa8140f125edd
io.github.shogowada	statictags_2.12	2.1.2		1c9096cee41792c5156682bd320c3c2f467352be
io.github.shogowada	statictags_2.12	2.2.0		363c66850849697318b62a3a725fc0e3d4392478
io.github.shogowada	statictags_2.12	2.3.0		5bea7a354dca73353a0d3d1d18ab79f3c56b706c
io.github.shogowada	statictags_2.12	2.4.0		d0b84fbcc18ed23b497330be272b13a27c991a61
io.github.shogowada	statictags_2.12	2.5.0		2842adb8dc20944c145003af7e0d9c48d90de8b0
io.github.ssttkkl	mahjong-utils	0.2.2		48a55c444defe73829983974f83cc753dd30afd6
io.github.ssttkkl	mahjong-utils	0.2.3		48a55c444defe73829983974f83cc753dd30afd6
io.github.ssttkkl	mahjong-utils	0.2.4		be4abe61607bb0cecb0f2e0c60fd0469b46a2ded
io.github.ssttkkl	mahjong-utils	0.5.0		a5d7b59045afc4d664a892f891e6e97e67168bb0
io.github.ssttkkl	mahjong-utils	0.5.2		edc03df5aec7ba5bd60ad6794bdbae35484ccb5d
io.github.ssttkkl	mahjong-utils	0.6.1		5182f9174b61db7a734ec84ec9e9656ed28a2ade
io.github.ssttkkl	mahjong-utils	0.6.2		3dfd8648e8586d91bb89782719d5b5ea0b225e91
io.github.ssttkkl	mahjong-utils	0.6.3		3dfd8648e8586d91bb89782719d5b5ea0b225e91
io.github.ssttkkl	mahjong-utils	0.6.4		5be3a5f684546e865ba736ca84315795f418364f
io.github.ssttkkl	mahjong-utils	0.6.5		5be3a5f684546e865ba736ca84315795f418364f
io.github.ssttkkl	mahjong-utils	0.7.2		f47337448b61fbd15c3a67f13bcdefd20870dd5d
io.github.ssttkkl	mahjong-utils	0.7.3		f47337448b61fbd15c3a67f13bcdefd20870dd5d
io.github.ssttkkl	mahjong-utils	0.7.4		f11b102c722f15855863c507867d173760fd9128
io.github.ssttkkl	mahjong-utils	0.7.6		f11b102c722f15855863c507867d173760fd9128
io.github.ssttkkl	mahjong-utils	0.7.7		f11b102c722f15855863c507867d173760fd9128
io.github.t83714	elastic4s-domain_3	8.11.6		59558748973114a4a1784452cc1f53579b668668
io.github.t83714	elastic4s-domain_3	8.11.6-alpha.2		bf0271ef452143a7ddd419f470c49fd5d91f86b2
io.github.t83714	elastic4s-domain_3	8.11.7		699e5d28d7ef46b1fcd194c5fdc400f0b23c76f3
io.github.vigoo	zio-aws-connectcampaigns_2.12	4.17.280.4		86484143bcb1d4be391ee971e003ca3e3785c7b9
io.joyfill	compose-jvm	0.1.0-RC1		3d65cf75e6132b261e79c5c4057543ae4957b09d
io.joyfill	compose-jvm	1.0.0		8639bd81418321f32e9f0e5779e82e8cc86f7a0f
io.joyfill	compose-jvm	1.0.0-K2.0		8639bd81418321f32e9f0e5779e82e8cc86f7a0f
io.joyfill	compose-jvm	1.0.1		d5511b0f3bbb46fc3c507eaea4e7a03a6793317c
io.joyfill	compose-jvm	1.0.2		10c68548b5b91001ef76acea280ba4e20437e4da
io.joyfill	compose-jvm	1.0.3		992f35e1b9ca90e945e0941089bc5ea90ca004ed
io.joyfill	compose-jvm	1.0.4		1b9d031e04b6400e924daad8ece17fb94ab8dec5
io.joyfill	compose-jvm	1.0.5		b2268564bece66c4b4406b896fb2de437e377e8a
io.joyfill	compose-jvm	1.0.6		101bdce6731cbbb9a109ad63669456b97714f15f
io.joyfill	compose-jvm	1.1.0		4ee15233347b4dfb33649ae9c7931b4544aa0705
io.joyfill	compose-jvm	1.1.1		4ee15233347b4dfb33649ae9c7931b4544aa0705
io.joyfill	compose-jvm	1.1.10		38ca0df932bcf2a2c54b903ce8ce27f9be885ae6
io.joyfill	compose-jvm	1.1.11		710578739eea823376d4907de2c0f2a7f286cb43
io.joyfill	compose-jvm	1.1.12		caf2f5fa8ba0a49eb1421854114f579fe4094343
io.joyfill	compose-jvm	1.1.13		10aa7d6d5f79b21f3c1cfb88e62911097bf69326
io.joyfill	compose-jvm	1.1.14		da9c79bac7bcaf63a054a669f7f214908f3127b3
io.joyfill	compose-jvm	1.1.2		4ee15233347b4dfb33649ae9c7931b4544aa0705
io.joyfill	compose-jvm	1.1.3		731efe23c837a3b955857e6a0a1680d77f04e79e
io.joyfill	compose-jvm	1.1.4		731efe23c837a3b955857e6a0a1680d77f04e79e
io.joyfill	compose-jvm	1.1.5		898f8f938750f233eb76d03a63102ff66cbb113a
io.joyfill	compose-jvm	1.1.6		c08f29569163d46c8cf8819beb63b538c17c36e3
io.joyfill	compose-jvm	1.1.8		c6b2f037c500e19aeb1e249dc815907c39b96297
io.joyfill	compose-jvm	1.1.9		d19f07052448fb8c3e944ea0d5e1ec247314fff5
io.joyfill	compose-jvm	2.0.0-Beta01		bf9bbdc17cf1c9cfa5939317daa92d907b63eda0
io.joyfill	compose-jvm	2.0.0-Beta02		64486dd8fa92c356f8e5be1dd6dca862682d0b44
io.joyfill	compose-jvm	2.0.0-Beta03		413b7e63ca4674116e88edcb12fc689d9632d577
io.kamon	kamon-annotation_2.11	0.4.0		88fe5104af148c95ca2ba942d83f1d116b7ddf8a
io.kamon	kamon-annotation_2.11	0.5.0		12dca4e88bf9c48aa571c3957a36cb011ca1c015
io.kamon	kamon-annotation_2.11	0.5.1		ab0ca83cc507aa2f434fa8f3fae53b329bf70dca
io.kamon	kamon-annotation_2.11	0.5.2		b54941acd26d3e0a707b4fb5d60a65614dbf7dc4
io.kamon	kamon-annotation_2.11	0.6.0		eee5049901fe0ceaca8f6d2c662aee9f93b81bac
io.kamon	kamon-annotation_2.11	0.6.1		24a8fc41d1c6b4c411997cba5c209178440a8a80
io.kamon	kamon-annotation_2.11	0.6.2		6c97f631e19e2724ea5e0e2e3dfebb57d56b8b26
io.kamon	kamon-annotation_2.11	0.6.3		1107c1dc8dca54224b614fd60d4234d3403be36c
io.kamon	kamon-annotation_2.11	0.6.6		0dfb5c87230ba4b91311f6c360a3d7ae100502c5
io.kamon	kamon-annotation_2.11	0.6.7		f4b7d736a7b621f48011305c5a3c39bde7f45c68
io.kamon	kamon-annotation_2.11	2.0.0		e82d7a581cf668216ed664627d4940615f1c55cd
io.kamon	kamon-annotation_2.11	2.0.0-RC1		35ed66e03689382cf8823616b55396d0ca5cd8ae
io.kamon	kamon-annotation_2.11	2.0.1		5b741532d0720d3d3999d67953d1c633747f5abd
io.kamon	kamon-annotation_2.11	2.1.0		77bd444d03a748c6ed095673367f39e99f6cf199
io.kamon	kamon-annotation_2.11	2.1.1		9c7a9666504d052b48ee4f3e90aae8c339dc2d0e
io.kamon	kamon-annotation_2.11	2.1.10		a161d218ac6603ea8bd5e41398c3136c54026cd5
io.kamon	kamon-annotation_2.11	2.1.11		65a3aafc228da97537925c3d208a9e9563cd1f31
io.kamon	kamon-annotation_2.11	2.1.12		7f3bea0682d85f5ed24c73d7350890672345fac0
io.kamon	kamon-annotation_2.11	2.1.13		0f282f1f3578c8218032e12f6ed63885736d46c3
io.kamon	kamon-annotation_2.11	2.1.14		4a4e9020ede6196941b6142b816ec18dd732aaa0
io.kamon	kamon-annotation_2.11	2.1.15		a72ad699941dc5816fc0ef200b09517a23aaa163
io.kamon	kamon-annotation_2.11	2.1.16		7303c83ee4f16c04e9b7ab95360af6af113583c4
io.kamon	kamon-annotation_2.11	2.1.17		5c645e42f608a4e75e47a041389f21cee5f7e4fd
io.kamon	kamon-annotation_2.11	2.1.18		fb69977776b88dd8a141f5ba698cc58a0b167776
io.kamon	kamon-annotation_2.11	2.1.19		7c7afc0e6d8f878a53df6db7c25393ef1051eca6
io.kamon	kamon-annotation_2.11	2.1.2		d899b95f875d7addf571455d06ca341939bbe251
io.kamon	kamon-annotation_2.11	2.1.20		17ebb18abafaaeb0980c97a0df9813b66504456e
io.kamon	kamon-annotation_2.11	2.1.21		f340e498a1005956f79c4a416b87d8eb8fe15653
io.kamon	kamon-annotation_2.11	2.1.3		fd837db21ef0923f31cdaafc404c232a6fd5864b
io.kamon	kamon-annotation_2.11	2.1.4		aac31a2a20b27034572d7522ba90fcdc2cfd74a9
io.kamon	kamon-annotation_2.11	2.1.5		aace1942dc7d72c2c4c59188fdc49dea588b7722
io.kamon	kamon-annotation_2.11	2.1.6		e0f2f828800effaa439dc6e2193a9ab74b00e8bf
io.kamon	kamon-annotation_2.11	2.1.7		dcb5dc909d43f48a1744a60cd4432e107c5da529
io.kamon	kamon-annotation_2.11	2.1.8		926048ee34143ed39ceef9e371f4ad8de13aafa6
io.kamon	kamon-annotation_2.11	2.1.9		73a15552cf2e58876475462ad9a0e2ac88495e97
io.kamon	kamon-annotation_2.11	2.2.0		53261ea3eb18fb80ce713ead5dbf54119169dfc8
io.kamon	kamon-annotation_2.11	2.2.1		ab9925c1173362592e0a0cc72ed6814e4b558756
io.kamon	kamon-annotation_2.11	2.2.2		4a90045f93834cf418d3a147553b2713476b4454
io.kamon	kamon-annotation_2.11	2.2.3		b71e15833fbd202b85a3fce76f881f15f58c79d0
io.kamon	kamon-annotation_2.11	2.3.0		b2c979c8ca2718760283500fcf57d9e5415adbf4
io.kamon	kamon-annotation_2.11	2.3.1		a11c61e5d32484af2bb07e0d3b5d32ceb8ed0475
