cn.spatiotemporal	spatiotemporal-commons-register	1.0.0-RELEASE		b745ebc771faf945484bcb6b32718a38dc4077ec
com.liferay	com.liferay.adaptive.media.image.service	1.0.16		1aff60d45a3eb153b409fcf4e2cfa59fabcf9a6a
com.liferay	com.liferay.adaptive.media.image.service	1.0.17		9534c922d614b07d7adb5b91440736027b5e1ec4
com.liferay	com.liferay.adaptive.media.image.service	1.0.18		e3f1311e729b1b00e4f453197b51285af6d66a77
com.liferay	com.liferay.adaptive.media.image.service	1.0.19		e7108c66f1b102512e701d1663c0eae68e37fecf
com.liferay	com.liferay.adaptive.media.image.service	1.0.2		e17e4f88cc567892f329dc6e304ac37f7f863021
com.liferay	com.liferay.adaptive.media.image.service	1.0.20		d6a6b5d743c4f674cdf45e61a2243365a1324959
com.liferay	com.liferay.adaptive.media.image.service	1.0.21		5332cea21ca6bb6e3e0e1bbc3a5ebfce7d4186d7
com.liferay	com.liferay.adaptive.media.image.service	1.0.22		4056694651aad7ed7a8436c376ae480160073a23
com.liferay	com.liferay.adaptive.media.image.service	1.0.23		603cfb4048d11c08ef59ebeee8c234b900b4e5cf
com.liferay	com.liferay.adaptive.media.image.service	1.0.24		45feffdc242916fb74bda7df3f2e3429601342e6
com.liferay	com.liferay.adaptive.media.image.service	1.0.25		126aa63c503d922b1cd01c2d7cc9aad410c3eb90
com.liferay	com.liferay.adaptive.media.image.service	1.0.26		d520a43683db8a12e79f5dd1a1fa04e0872571c8
com.liferay	com.liferay.adaptive.media.image.service	1.0.27		e502f68170fb47eef322b30336af10f100e50520
com.liferay	com.liferay.adaptive.media.image.service	1.0.28		405a6de88ab21f662506a4d36a728a4402b1524d
com.liferay	com.liferay.adaptive.media.image.service	1.0.29		7071f3fcdcdda16225e8d4549cd4260c75ab083c
com.liferay	com.liferay.adaptive.media.image.service	1.0.3		f381af108fceb70ee8e21ad71da59c8ea66ff592
com.liferay	com.liferay.adaptive.media.image.service	1.0.30		18f48cf00d723d7206efaf749783e299698e53d2
com.liferay	com.liferay.adaptive.media.image.service	1.0.31		9abcc1d3766d641459ff3e9b7374f7e5cb541a3a
com.liferay	com.liferay.adaptive.media.image.service	1.0.32		1bf2c52c11418c96c231d457c81a870d8889a6e0
com.liferay	com.liferay.adaptive.media.image.service	1.0.33		93091fb2b992fc24aa2647c0084383d679f1d4a0
com.liferay	com.liferay.adaptive.media.image.service	1.0.34		274b99cb844c3cf36c9eb60065fec2398ee2ac6f
com.liferay	com.liferay.adaptive.media.image.service	1.0.35		053ac4d923d0abdfa9a3138a99cc9b6fd91c96d4
com.liferay	com.liferay.adaptive.media.image.service	1.0.36		738aa06610278e4eb59e44e823c1cb21525a4bd8
com.liferay	com.liferay.adaptive.media.image.service	1.0.37		330acab52df902d7cb84515296c71b7159e35066
com.liferay	com.liferay.adaptive.media.image.service	1.0.38		c3bf3fb912979772fca4414d2f1d1aa3c73b41df
com.liferay	com.liferay.adaptive.media.image.service	1.0.39		8e4d461f4134e8745c6f2be1796c1347b9274279
com.liferay	com.liferay.adaptive.media.image.service	1.0.4		0ddf05ed2e9e18165225a75a19e832ed6bf873cf
com.liferay	com.liferay.adaptive.media.image.service	1.0.40		21dac22dd6989892d913ecb4e9814e11be3d35bc
com.liferay	com.liferay.adaptive.media.image.service	1.0.41		17e5838b147e5c2d265c9b9e09cebe6b67598f38
com.liferay	com.liferay.adaptive.media.image.service	1.0.42		8ea9b86204deb6493d8754330b38e9b230772921
com.liferay	com.liferay.adaptive.media.image.service	1.0.43		4e2d7e1ca43d7148227c1d1a2220e759f192e847
com.liferay	com.liferay.adaptive.media.image.service	1.0.44		e5d846d062b090cbeb464e04a9c4c0fc4187538d
com.liferay	com.liferay.adaptive.media.image.service	1.0.45		5dedbca6aef6c4e1378b21d4c8344f1c3843a199
com.liferay	com.liferay.adaptive.media.image.service	1.0.46		3a07888812f34add1f80a85b8d3ed26cced48028
com.liferay	com.liferay.adaptive.media.image.service	1.0.47		e3b492612b140afe847af92d4bb741a1737ebb76
com.liferay	com.liferay.adaptive.media.image.service	1.0.48		0a627eedb41413153f12b6aa8c7946b1b543af7a
com.liferay	com.liferay.adaptive.media.image.service	1.0.49		2e813410504b4b928405da76e411524e6c7268de
com.liferay	com.liferay.adaptive.media.image.service	1.0.5		12726a9486619414bedac700b7a3e6a18b067c2d
com.liferay	com.liferay.adaptive.media.image.service	1.0.50		721ff94edeedaa846b1d3cc3202e766156d254e0
com.liferay	com.liferay.adaptive.media.image.service	1.0.51		6834a6d95dba08c22def2bd9a4c0a506c8607059
com.liferay	com.liferay.adaptive.media.image.service	1.0.52		7f8958a8b1322cb60c9437de82351db2be7cfc34
com.liferay	com.liferay.adaptive.media.image.service	1.0.53		520d1137dbace3ab47a79482ee7e9897a104f497
com.liferay	com.liferay.adaptive.media.image.service	1.0.54		3346ae0716e3de75e09a0f1430ed17885c00301a
com.liferay	com.liferay.adaptive.media.image.service	1.0.55		a56841e9de220a31df9389cef5eb5324ed02b639
com.liferay	com.liferay.adaptive.media.image.service	1.0.56		878d3da9158e422ba5a4d8e7ae13ecb904dd2033
com.liferay	com.liferay.adaptive.media.image.service	1.0.6		44c24ed6241c8906548bff35498ba7f7572057bf
com.liferay	com.liferay.adaptive.media.image.service	1.0.7		8eaaf15ba24ae4d392fcd6b861e6055eda6ef101
com.liferay	com.liferay.adaptive.media.image.service	1.0.8		0cb401438581e1a2e35f043902f7b8bea147c559
com.liferay	com.liferay.adaptive.media.image.service	1.0.9		273b858abe47e8df5592ad4984bc236c6079b3df
com.liferay	com.liferay.adaptive.media.image.service	2.0.0		4a11185ed3378a578a0fbd05e71c9fdbeeb1accd
com.liferay	com.liferay.adaptive.media.image.service	2.0.1		1a027ae2fbdf10cec6f3a6b563f3670373c7e1de
com.liferay	com.liferay.adaptive.media.image.service	2.0.10		e50baa9ff10335b8f185d98da2a53c7bdcfa557b
com.liferay	com.liferay.adaptive.media.image.service	2.0.11		4f2e6b3c9da7e3de65ff7855940975369ecc0a3a
com.liferay	com.liferay.adaptive.media.image.service	2.0.12		3bf1636345df613867e130a33bf341d6b581bd50
com.liferay	com.liferay.adaptive.media.image.service	2.0.13		efa9dc2b3d475a4f35ef6bd023e8d0e3f8977291
com.liferay	com.liferay.adaptive.media.image.service	2.0.14		349817595213c97455df28e2d91462a06881da70
com.liferay	com.liferay.adaptive.media.image.service	2.0.15		f7623d9741bb6be852a81f065dbc5b3fbdad87fe
com.liferay	com.liferay.adaptive.media.image.service	2.0.16		daf7a96025b955d6aa9c4d92a126f47f75159c6c
com.liferay	com.liferay.adaptive.media.image.service	2.0.17		187d944f34e8c233b2bc03434572a90197f3d5a8
com.liferay	com.liferay.adaptive.media.image.service	2.0.18		1aff17bdfa061b3faccf69f2eb471fed150275eb
com.liferay	com.liferay.adaptive.media.image.service	2.0.19		462be2693f6ca86cb2dfa80c170887d464b7a120
com.liferay	com.liferay.adaptive.media.image.service	2.0.2		8a9a6f4111f39e73932f39057162d508c641918a
com.liferay	com.liferay.adaptive.media.image.service	2.0.20		bf1d0995be67af3693a794e690372ccf5fa3e58a
com.liferay	com.liferay.adaptive.media.image.service	2.0.21		a18253fb8596c640c9790a36ac970a88c6b228a0
com.liferay	com.liferay.adaptive.media.image.service	2.0.22		e980d785f6580a73195e8d82401c3293e38601dc
com.liferay	com.liferay.adaptive.media.image.service	2.0.23		66f6188c0181b315dcd481738ec8bcaca9686b07
com.liferay	com.liferay.adaptive.media.image.service	2.0.24		0596ef8273294cd1954af812b3f88cd76ca4db21
com.liferay	com.liferay.adaptive.media.image.service	2.0.25		fdff1c89069165ca17fc7885f37d454a14e4af35
com.liferay	com.liferay.adaptive.media.image.service	2.0.26		6993c8943aaabed8310a8e3a15a7ae7b2e581d2c
com.liferay	com.liferay.adaptive.media.image.service	2.0.27		bf5e31ccafcb1a4868108b191d7c5d752101394d
com.liferay	com.liferay.adaptive.media.image.service	2.0.28		6361fb6daec58c78b4d07e7f226cff1a7422bc01
com.liferay	com.liferay.adaptive.media.image.service	2.0.29		095458d06522bed0024b9a66a4a33acb92f733c3
com.liferay	com.liferay.adaptive.media.image.service	2.0.3		a4f1116d182a65b9152b8568e2e13f261c2b1f41
com.liferay	com.liferay.adaptive.media.image.service	2.0.30		c5ad414beabec2de82f37ae6e800b9141f1745e8
com.liferay	com.liferay.adaptive.media.image.service	2.0.31		9473af7110f050691972273d6769ecacbac35c70
com.liferay	com.liferay.adaptive.media.image.service	2.0.32		a3580a63690f4442c2c55acaee5e909eedabd229
com.liferay	com.liferay.adaptive.media.image.service	2.0.33		283103fa2c15970c2a16d27710b84d97305117cc
com.liferay	com.liferay.adaptive.media.image.service	2.0.34		470b859670c3c40674fd30047a2d0744d008c826
com.liferay	com.liferay.adaptive.media.image.service	2.0.35		791efdffaf82dfb22f7c211b304691efbe516291
com.liferay	com.liferay.adaptive.media.image.service	2.0.36		88abea6eff0385955f7a49bd416779a5d2f355c7
com.liferay	com.liferay.adaptive.media.image.service	2.0.37		f361c9f88385a13c61384b0c0a34129022237c09
com.liferay	com.liferay.adaptive.media.image.service	2.0.38		99142eb3dbea3ce0365a561cb6d81177bfdca614
com.liferay	com.liferay.adaptive.media.image.service	2.0.39		9cfcc3c15fc737b33db972d964c5204b780c3a68
com.liferay	com.liferay.adaptive.media.image.service	2.0.4		1d87edd241da5967c150bb9709583be057370a28
com.liferay	com.liferay.adaptive.media.image.service	2.0.40		374caefe94f917f72834464d647a9b54d43b3f4d
com.liferay	com.liferay.adaptive.media.image.service	2.0.41		d93acd6061fd55f56fff7fc0b590995a1395793f
com.liferay	com.liferay.adaptive.media.image.service	2.0.42		c22ad13960a91fd11aed36b326a5a5486308f6ed
com.liferay	com.liferay.adaptive.media.image.service	2.0.43		1f79f0a429ad6443925380d49acd05990b2b4315
com.liferay	com.liferay.adaptive.media.image.service	2.0.44		0add469dbf72f8298c8a520c00526efeb94d19dd
com.liferay	com.liferay.adaptive.media.image.service	2.0.45		d4eb726e40f6fdfcb29ac7bf4b0e00d26b9c9a48
com.liferay	com.liferay.adaptive.media.image.service	2.0.46		fb8966dade4864503e30b4710c40db36014895df
com.liferay	com.liferay.adaptive.media.image.service	2.0.47		857324a0acaf00d8d310483de736b4e702415258
com.liferay	com.liferay.adaptive.media.image.service	2.0.48		43102a666093d6769e493b66ad7b66c72ca2a198
com.liferay	com.liferay.adaptive.media.image.service	2.0.49		0b9989a9a69a1577f7e2e4337646165919a51e4f
com.liferay	com.liferay.adaptive.media.image.service	2.0.5		ef60d5d305ca371ae6cab486f0ba1a33e534cbd2
com.liferay	com.liferay.adaptive.media.image.service	2.0.50		0537dba2a4563868132171b7f1e0752cae73b3be
com.liferay	com.liferay.adaptive.media.image.service	2.0.51		ebce8cf1dc912196b7aa361e3ccc0c6d1f930e43
com.liferay	com.liferay.adaptive.media.image.service	2.0.52		2c484686983a23c8e58b034e882b4697adf9d5e8
com.liferay	com.liferay.adaptive.media.image.service	2.0.6		8ceea6167844fe8cd0278c5ccd3085598af9218e
com.liferay	com.liferay.adaptive.media.image.service	2.0.7		5dfd5f3ccefc2b4385a28487d4965a71bf384a5f
com.liferay	com.liferay.adaptive.media.image.service	2.0.8		75bc0a7f94c92645d08e2804d0856adf2addb520
com.liferay	com.liferay.adaptive.media.image.service	2.0.9		201c9188db9bc1a9f0b328ac5213bd63868ffb47
com.liferay	com.liferay.adaptive.media.image.service	3.0.0		295d8374d701112f485d32febb5735ae761328cf
com.liferay	com.liferay.adaptive.media.image.service	3.0.1		69c355939889b421e34c03892c6d4349db5b079c
com.liferay	com.liferay.adaptive.media.image.service	3.0.10		67f7eb32f45b8ac94edd277ba876d889494681f5
com.liferay	com.liferay.adaptive.media.image.service	3.0.11		0af09903ae046ba58660fd39606dd95497665b4c
com.liferay	com.liferay.adaptive.media.image.service	3.0.12		e84f327fdc898ff47e9370eb16e617bc1e59a6dd
com.liferay	com.liferay.adaptive.media.image.service	3.0.13		65d6dc4009591b91c95fb89f988fa95ffaa5e5f5
com.liferay	com.liferay.adaptive.media.image.service	3.0.14		1ded950d2a4597ff0f1b4fbcd3fe7f1e438e8201
com.liferay	com.liferay.adaptive.media.image.service	3.0.15		e984888071e9cb9183f11c8f37e4b862f927bc44
com.liferay	com.liferay.adaptive.media.image.service	3.0.16		58471fdd289c4f57597623ba104a6745f266f22b
com.liferay	com.liferay.adaptive.media.image.service	3.0.17		ed95c27eb26276c3f0ae390a121f2d3a3d2ee2f4
com.liferay	com.liferay.adaptive.media.image.service	3.0.18		8d82ecb5c9d562ddc800cedb6c2d31e913e6425c
com.liferay	com.liferay.adaptive.media.image.service	3.0.19		74ff0c1b14c588021cdd8d54ad658e5ef80f27c8
com.liferay	com.liferay.adaptive.media.image.service	3.0.2		5691f784139c01050d02b2fbd9904023b0b62f97
com.liferay	com.liferay.adaptive.media.image.service	3.0.20		2fea244366f84ec845d12a7471337becd27d176f
com.liferay	com.liferay.adaptive.media.image.service	3.0.21		b330294f5ee76df47eda19046ab1b2240f6beb5f
com.liferay	com.liferay.adaptive.media.image.service	3.0.22		985156dd6aa7c7db990859623cd39718e86ad284
com.liferay	com.liferay.adaptive.media.image.service	3.0.23		8bef6df443a2d88c1ac6f2b98ee7a8240baca4d5
com.liferay	com.liferay.adaptive.media.image.service	3.0.24		fab1f8ccd6450b3f89699965a161b0cc477188d9
com.liferay	com.liferay.adaptive.media.image.service	3.0.25		e45a3fad8b60e8266da43cf361036ab168c5193f
com.liferay	com.liferay.adaptive.media.image.service	3.0.26		de2a0201d011ffc0a35694cbe1808c9c19185519
com.liferay	com.liferay.adaptive.media.image.service	3.0.27		d257a2b5b0add8ea7a2157d0a9e2e645dc6343bc
com.liferay	com.liferay.adaptive.media.image.service	3.0.28		a95ab3d4a679886c52fd9189604297b89d5fe1c5
com.liferay	com.liferay.adaptive.media.image.service	3.0.29		92695e862fb6d979e4ec810e2773283c2f654099
com.liferay	com.liferay.adaptive.media.image.service	3.0.3		c809e0fc7ca2bedf5f3cf0186e39c44cb54ecf22
com.liferay	com.liferay.adaptive.media.image.service	3.0.30		9ff80727e8011ad790a419c81526189ca11949c6
com.liferay	com.liferay.adaptive.media.image.service	3.0.31		3bc737314534f18cbbff392891233da4612b7883
com.liferay	com.liferay.adaptive.media.image.service	3.0.32		7863ac3430b6f3d2eaa7a66679f99a58d4541522
com.liferay	com.liferay.adaptive.media.image.service	3.0.33		99015a32358ab0e43883742278a150de18ecebc3
com.liferay	com.liferay.adaptive.media.image.service	3.0.34		298f283839bc7f1af8dc3bf508476b5b373efac1
com.liferay	com.liferay.adaptive.media.image.service	3.0.35		9e93909a42a22d3f9c84b464f735342323e98da9
com.liferay	com.liferay.adaptive.media.image.service	3.0.36		042d55d50a27ff4701001d305e3fe305cbda2cac
com.liferay	com.liferay.adaptive.media.image.service	3.0.37		84be744a8d9e8003c1d16853f23d03b257057b87
com.liferay	com.liferay.adaptive.media.image.service	3.0.38		772182e6be42281b411bc9208c40dacee152362e
com.liferay	com.liferay.adaptive.media.image.service	3.0.39		fd1d5af02d06bd6e96b44f95f088081649abbc38
com.liferay	com.liferay.adaptive.media.image.service	3.0.4		c62b57db33232c070149f1173ec9598e2101e4a4
com.liferay	com.liferay.adaptive.media.image.service	3.0.40		92e988729c82ec7d31f8f45bcc753ca07c1ca541
com.liferay	com.liferay.adaptive.media.image.service	3.0.5		3578056b69779c5afeb192a0a600a2a7e287b5d9
com.liferay	com.liferay.adaptive.media.image.service	3.0.6		329d72cfebff957590eb9bc433c58e8e6efe5dee
com.liferay	com.liferay.adaptive.media.image.service	3.0.7		d18aa9ccd2eb09ad65e6f44722616065efd492b1
com.liferay	com.liferay.adaptive.media.image.service	3.0.8		1c59af38684b26d337355503b290cfdb0d91977a
com.liferay	com.liferay.adaptive.media.image.service	3.0.9		2cef67536907e7d61882214d40fe5a84154f577b
com.liferay	com.liferay.adaptive.media.image.service	4.0.0		61854433d5c9aac6c04cde910e4d34e87ca72e41
com.liferay	com.liferay.adaptive.media.image.service	4.0.1		ccf06a74324495f757f67bd089932be338a59ecd
com.liferay	com.liferay.adaptive.media.image.service	4.0.10		cf6e6219010632181e544a4fcdd16d2367e50a8b
com.liferay	com.liferay.adaptive.media.image.service	4.0.11		da5af73821f86f5de55a30b8c208ce0201eb414d
com.liferay	com.liferay.adaptive.media.image.service	4.0.12		1d975ad4a1ddfe2999f232a7f76262812c909c19
com.liferay	com.liferay.adaptive.media.image.service	4.0.13		cb8eca576ff70339eea06c3e8508acad1fb11fb6
com.liferay	com.liferay.adaptive.media.image.service	4.0.14		e1335102c8a281f2de44583e764778a4d8ac930e
com.liferay	com.liferay.adaptive.media.image.service	4.0.15		197e40262c69dbe97d9d6d2b43bf05d92187a0d3
com.liferay	com.liferay.adaptive.media.image.service	4.0.16		cd0567293b4d8c12b6e0470c0efdbc83a8e9ca5b
com.liferay	com.liferay.adaptive.media.image.service	4.0.17		012a5c612617c52f7b073a038f3320f957e29f3d
com.liferay	com.liferay.adaptive.media.image.service	4.0.18		a4a55cfa76021a484ccada5228bd3082b6f0d5e5
com.liferay	com.liferay.adaptive.media.image.service	4.0.19		5d469c8378aee3f6f48808864957ea95d5983f71
com.liferay	com.liferay.adaptive.media.image.service	4.0.2		eb9ddb4c1b2ba5e089dfdf62e7bd013625319cbf
com.liferay	com.liferay.adaptive.media.image.service	4.0.20		2a32b15d487911b9932af254b2952021109e8b97
com.liferay	com.liferay.adaptive.media.image.service	4.0.21		b72aeb1a49a49db0d8e69802dff4a878a4ea18df
com.liferay	com.liferay.adaptive.media.image.service	4.0.22		f2128b20f7fe178fdbdf5a0b2a6cea213e38ccb6
com.liferay	com.liferay.adaptive.media.image.service	4.0.23		6b314c67126c013f83d788aab36ef184ec6bc7c6
com.liferay	com.liferay.adaptive.media.image.service	4.0.24		d755667ce240594ac0843c3094ca370024800355
com.liferay	com.liferay.adaptive.media.image.service	4.0.25		829c4e2b904ea76d6dc135c835cf027f003812ea
com.liferay	com.liferay.adaptive.media.image.service	4.0.26		30913fb04aaac7bc91d924ed0fdf2f4316727b41
com.liferay	com.liferay.adaptive.media.image.service	4.0.27		e113fa37ec28dd621756ec1df1706fc16893531c
com.liferay	com.liferay.adaptive.media.image.service	4.0.28		9360d05d6fa7ac894ba093b346c43921bed7e838
com.liferay	com.liferay.adaptive.media.image.service	4.0.29		353a676a7e1ccd958004af2599745db256e45534
com.liferay	com.liferay.adaptive.media.image.service	4.0.3		ea2be591afb9f1724af87cfe923a03a5de8ea15b
com.liferay	com.liferay.adaptive.media.image.service	4.0.30		c1c0baa0f3cb472471e9fbf929dbab15947ca963
com.liferay	com.liferay.adaptive.media.image.service	4.0.31		1084e71180422d8fbf275e39ce76f996f4915f88
com.liferay	com.liferay.adaptive.media.image.service	4.0.32		af6474ff7ac9964048c86b27f7c7059a3a2ea14c
com.liferay	com.liferay.adaptive.media.image.service	4.0.33		d4a76498d167c09296ea7197b312789de57bc0b6
com.liferay	com.liferay.adaptive.media.image.service	4.0.34		5aa7e11b1758184d591297760700058961a3ad93
com.liferay	com.liferay.adaptive.media.image.service	4.0.35		dcf851a623f013f7ea5a16324da0f76e7869b535
com.liferay	com.liferay.adaptive.media.image.service	4.0.36		2ae3a9a058ca0418c983f7bfedbe2fca13529792
com.liferay	com.liferay.adaptive.media.image.service	4.0.37		42c84c8176787cf84202b2cc38d68d9ba200d5bd
com.liferay	com.liferay.adaptive.media.image.service	4.0.38		d179b25fdd643e51f9cda08ef73363582ec6d426
com.liferay	com.liferay.adaptive.media.image.service	4.0.39		b6604b5b22ae741aac95bdba2b5946f90f00c478
com.liferay	com.liferay.adaptive.media.image.service	4.0.4		245fcd9ebb5aeb165bcb7de87dcd79f326e4b567
com.liferay	com.liferay.adaptive.media.image.service	4.0.40		ec03bb9d24554ebd9aa09948a88884a160aa770e
com.liferay	com.liferay.adaptive.media.image.service	4.0.41		9250fdd61822c147a601b701acb564e5d37a6102
com.liferay	com.liferay.adaptive.media.image.service	4.0.42		ec4c16895c20e9eb685aa494e7b04c209e115a52
com.liferay	com.liferay.adaptive.media.image.service	4.0.5		875af43d339eda1c5838926b722c413028348b34
com.liferay	com.liferay.adaptive.media.image.service	4.0.6		f605535027cfebff48cf49560951e6d3eb66bf4b
com.liferay	com.liferay.adaptive.media.image.service	4.0.7		3d3700ca374f6399da0b649db089b0d4c61ad5b7
com.liferay	com.liferay.adaptive.media.image.service	4.0.8		46ebe0a8c8edeeb228bf21019e7c4b6b3d6d2c0b
com.liferay	com.liferay.adaptive.media.image.service	4.0.9		237df1709ae9dc21b9804572ebdd0b17306fc147
com.liferay	com.liferay.adaptive.media.image.service	5.0.0		86129c90bf7ea2b2520615a39771d681acf0ba38
com.liferay	com.liferay.adaptive.media.image.service	5.0.1		16efddc412490894fad5ae563f09d04c3eae656d
com.liferay	com.liferay.adaptive.media.image.service	5.0.10		43e2d4fe3c7d405e3a58ceacd58e50bb6949ce9a
com.liferay	com.liferay.adaptive.media.image.service	5.0.11		6ca30675086cda2d449e1ef383f2a28f535a8f47
com.liferay	com.liferay.adaptive.media.image.service	5.0.12		2826c0f8adaa4566c7e86c0d1efa5805cd46c63a
com.liferay	com.liferay.adaptive.media.image.service	5.0.13		0535dd7b4df9e42e558029d8a67b739d448ce1d8
com.liferay	com.liferay.adaptive.media.image.service	5.0.14		6fbd18e82ca988d071d4225dca926dfd4749ae2f
com.liferay	com.liferay.adaptive.media.image.service	5.0.15		5e66df8aa53809536ac98861e0746f71842d8668
com.liferay	com.liferay.adaptive.media.image.service	5.0.16		89676a95bec292467645d2599f014f7884ee9f52
com.liferay	com.liferay.adaptive.media.image.service	5.0.17		cae333dd20f4cb174c464b4c0916173a334f1ef7
com.liferay	com.liferay.adaptive.media.image.service	5.0.18		68a7695365687a4e296d8b29a64e2b56a6e7ecc8
com.liferay	com.liferay.adaptive.media.image.service	5.0.19		74aa49821ee671903ff995c546d63e23e50b34f2
com.liferay	com.liferay.adaptive.media.image.service	5.0.2		6dcfeb498d81f97ddff94c9194e7ce94dd72ff31
com.liferay	com.liferay.adaptive.media.image.service	5.0.20		f23cb77a2b73a22399a911f549640785147675a9
com.liferay	com.liferay.adaptive.media.image.service	5.0.21		e33388a5f98eac50e827e6059160d2b4ad0eea79
com.liferay	com.liferay.adaptive.media.image.service	5.0.22		d56dcd247ade4694592723fec5edb44df35350b0
com.liferay	com.liferay.adaptive.media.image.service	5.0.23		15f9ec1a88f9062368d53b3e4f2cb9c8590c7816
com.liferay	com.liferay.adaptive.media.image.service	5.0.24		69107fd595463e4580da9b9f5260dfe58fb4c2ee
com.liferay	com.liferay.adaptive.media.image.service	5.0.25		b52838aab161547aa047d59bc5ba3f33a36f4b9e
com.liferay	com.liferay.adaptive.media.image.service	5.0.26		507f9e12c8abc9887e39c9c29ef93e1501649ed6
com.liferay	com.liferay.adaptive.media.image.service	5.0.27		db21fc035f02d52c72481c1cd487cc72ed747399
com.liferay	com.liferay.adaptive.media.image.service	5.0.28		0ba81642f3c8913fd82a177dd904b4a3da84962a
com.liferay	com.liferay.adaptive.media.image.service	5.0.29		56b580ca8887c52e7f73810365ff332f9bef8271
com.liferay	com.liferay.adaptive.media.image.service	5.0.3		e3955621a5edfef4e4c949f421dc072030e9641b
com.liferay	com.liferay.adaptive.media.image.service	5.0.30		a63f6accf1c571b946578f076aff628d849cdb9b
com.liferay	com.liferay.adaptive.media.image.service	5.0.31		b65472189de296a2f5d3217ebe279509df1b05c6
com.liferay	com.liferay.adaptive.media.image.service	5.0.32		eda15ac42ff6be758ab9f4af2371df68c35dde99
com.liferay	com.liferay.adaptive.media.image.service	5.0.33		172ed16ddf95c2bdcb4f8490e40a61b1578ef635
com.liferay	com.liferay.adaptive.media.image.service	5.0.34		6272cb439b9d2e2219d038438ead46c36a08fd97
com.liferay	com.liferay.adaptive.media.image.service	5.0.35		1b5e78fc0915007a0e3c13c415eb01c0eb24ec03
com.liferay	com.liferay.adaptive.media.image.service	5.0.36		4a55368b3f1cbf7bbe56ba009061acedb5a6db06
com.liferay	com.liferay.adaptive.media.image.service	5.0.37		d632b0099dc510adaf99f792d38b1e872da1537d
com.liferay	com.liferay.adaptive.media.image.service	5.0.38		ab977a7183faeb1a59511aead5990c5cc87b07b4
com.liferay	com.liferay.adaptive.media.image.service	5.0.39		5cc713170d37d4a268ccae23b00c8c37e802e236
com.liferay	com.liferay.adaptive.media.image.service	5.0.4		bc0c89b2ec27b394044a4af60badd4dee6e39f95
com.liferay	com.liferay.adaptive.media.image.service	5.0.40		3dce5c59d9e62f014141f2e7a1d3d2484d55e746
com.liferay	com.liferay.adaptive.media.image.service	5.0.41		e8cac96f9c84a23f38e13165c3db74283c20734f
com.liferay	com.liferay.adaptive.media.image.service	5.0.42		08fde208c6b1f413a5e3dd1ef2e5567ec0bf6c70
com.liferay	com.liferay.adaptive.media.image.service	5.0.43		6a17005c5867d1865f21f7ec16316168ab27469a
com.liferay	com.liferay.adaptive.media.image.service	5.0.44		7dfb77571e67ab55a58facb4985244a7e0dc55ee
com.liferay	com.liferay.adaptive.media.image.service	5.0.45		0f72133abc50fce954a62ccfee8739ca9cb8b96b
com.liferay	com.liferay.adaptive.media.image.service	5.0.46		0d4a25f80b73c5de096e13e1a1a3aa3bd0f6bc62
com.liferay	com.liferay.adaptive.media.image.service	5.0.47		69f83808056f8272b43324f67c4135666b7d793d
com.liferay	com.liferay.adaptive.media.image.service	5.0.48		d12a701b624a1aa3b7db83d56354970a3e81a805
com.liferay	com.liferay.adaptive.media.image.service	5.0.5		5ea6647cc725f720b10e3858c0b12545b7c674f5
com.liferay	com.liferay.adaptive.media.image.service	5.0.6		fe97b72a152c225623502b1794042d1407dced14
com.liferay	com.liferay.adaptive.media.image.service	5.0.7		631b7bf3eddf8088fdc8f21448b281872677dbc1
com.liferay	com.liferay.adaptive.media.image.service	5.0.8		ec4d5b7087b492580e1cf91a882a1683fb8faa60
com.liferay	com.liferay.adaptive.media.image.service	5.0.9		47e85d7d51bf9d7a3c6ef6c3854fe582abeeba7b
com.linkedin.dagli	liblinear	14.0.0-beta1		835554e6edaa3e0737607d250efec9491eaa1c3d
com.linkedin.dagli	liblinear	14.0.0-beta2		cbfcc7b58fc3869dd764e192f37d3a06ebba3f45
com.linkedin.dagli	liblinear	15.0.0-beta3		4ccec6b7d0f71442a74fd6db1ed5a0af015a2daf
com.linkedin.dagli	liblinear	15.0.0-beta4		27bbf7146e82bba106215aea585ea2797a095996
com.linkedin.dagli	liblinear	15.0.0-beta5		2028faf694e2b0d7bf5e5647927fa12ed29268b4
com.linkedin.dagli	liblinear	15.0.0-beta6		80f247ef6c069d13d734a41eba3519ea85c56d68
com.linkedin.dagli	liblinear	15.0.0-beta7		cd0d13b75823c0e2cc67a96854ef2fff802983b0
com.linkedin.dagli	liblinear	15.0.0-beta8		e76efbb9bea5001c3e5d62c17fbd2acca5508ce4
com.linkedin.dagli	liblinear	15.0.0-beta9		aaaf0de34e3926e07f8aede23d4ad177007a4685
com.mayhoo	mayhoo-parent	2.7.5		N/A
com.mayhoo	mayhoo-parent	3.0.0		N/A
com.mayhoo	mayhoo-parent	3.0.1		N/A
com.mayhoo	mayhoo-parent	3.0.2		N/A
com.mayhoo	mayhoo-parent	3.0.2-1		N/A
com.mayhoo	mayhoo-parent	3.1.4		N/A
com.mayhoo	mayhoo-parent	3.2.5		N/A
com.mayhoo	mayhoo-parent	3.3.4		N/A
com.microsoft.azure.sessionmanager	sessionmanager-datastore-azurecacheforredis	1.0.0-beta.1		73d95f5dee80b5157e68e4e60388d9f2d4c72db4
com.networknt	memory-assault	2.0.23		d62c6a522c5bccc50cb683554e2087180e06fbb3
