ai.latta	latta-spring-recorder	1.0		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	2.6.3		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	2.7.0		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	3.0.0		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	3.0.0-Beta		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	3.0.0-Beta2		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	3.0.0-Beta3		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	3.0.0-Beta4		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	3.0.0-Beta5		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	3.0.0-Beta6		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	3.0.0-Beta7		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	3.0.1		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	3.1.0		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	3.2.0		N/A
com.soywiz.korlibs.korge2	korge-box2d-mingwx64	3.3.0		N/A
com.sqlapp	sqlapp-core-mdb	0.10.0		66e298a0ae7adb0fcb9a63c3fb0379ab31427aa8
com.sqlapp	sqlapp-core-mdb	0.12.0		98fc26ff265b7f43397957da8853d96dad216c17
com.sqlapp	sqlapp-core-mdb	0.12.1		fc87763779bd0ad3b62aa1f2b82e529f03158c26
com.sqlapp	sqlapp-core-mdb	0.12.16		fb50d487699fbf09df5856b110b40f01fd3b247f
com.sqlapp	sqlapp-core-mdb	0.12.17		4f83b85d9b4743b74e0b8b68e983e66925760bae
com.sqlapp	sqlapp-core-mdb	0.12.18		86d04b9cdc2cb42e8b8b80c92c01461c220af25b
com.sqlapp	sqlapp-core-mdb	0.12.19		1b7d8aacac90cb89a4bd510ba758370fa61fb35b
com.sqlapp	sqlapp-core-mdb	0.12.2		ffb00594cc4169f4d8373659b4e1230c478afef2
com.sqlapp	sqlapp-core-mdb	0.12.20		24e743b7e1eda5cd1821c1b4aa67aac033e2121c
com.sqlapp	sqlapp-core-mdb	0.12.22		ab388c772356fc14a15440d172822bb448b7d78a
com.sqlapp	sqlapp-core-mdb	0.12.23		1cce405c8387552b5b6cc1355c91c4aed4436d8b
com.sqlapp	sqlapp-core-mdb	0.12.24		65cbb8675a77a2e7ab8a7ae6c9424ef73305b026
com.sqlapp	sqlapp-core-mdb	0.12.25		a8e64a849d1dbdcd209bb8da8ef31d9bac747a2e
com.sqlapp	sqlapp-core-mdb	0.12.26		e5270a351935ecc1f81b94b7546fc696a0c11c08
com.sqlapp	sqlapp-core-mdb	0.12.27		c7b3cec5271795a2b28d90d21f1b01f611b8a894
com.sqlapp	sqlapp-core-mdb	0.12.28		d35ca592aa28ab6036b0d472efb947029f1f3c85
com.sqlapp	sqlapp-core-mdb	0.12.29		2d19a8b83b8280a969cdbb875a70a73a1d102c3a
com.sqlapp	sqlapp-core-mdb	0.12.30		c7067ec796d549024bd34980cedf572fd1a984d0
com.sqlapp	sqlapp-core-mdb	0.12.31		715d34bd6aff61de8ca19286559153115acbdeeb
com.sqlapp	sqlapp-core-mdb	0.12.32		2fff90cd23119dc53738da8347060adeda5f44df
com.sqlapp	sqlapp-core-mdb	0.12.33		defb98ad7499fe0726f7cb698154e9dd37840d89
com.sqlapp	sqlapp-core-mdb	0.12.34		8b7c0f08702b1dab9ef9c584612c1a54d7e9ea9c
com.sqlapp	sqlapp-core-mdb	0.12.35		03cfd21dd84ae7ec45423d9203474aa9be99a4bf
com.sqlapp	sqlapp-core-mdb	0.12.36		6ec55093b02393eb3a5f9bb9f776109aa2638194
com.sqlapp	sqlapp-core-mdb	0.12.37		a303c39849128dee73f7d9b2af89763e5d59c70e
com.sqlapp	sqlapp-core-mdb	0.12.4		ad88662cc029be9cf6103660a95ad79e8876418a
com.sqlapp	sqlapp-core-mdb	0.30.0		390898b867deca366f3c9e2b26cccd2e02b9dc44
com.sqlapp	sqlapp-core-mdb	0.30.1		269c969a732c8e6922e8c6d786fe1703ca1eb69c
com.sqlapp	sqlapp-core-mdb	0.30.2		ca44239c9844c203701c45751644f3cec9524f43
com.sqlapp	sqlapp-core-mdb	0.30.3		e92571c520f1b0338c22e6b96cdcd1834cf44b13
com.sqlapp	sqlapp-core-mdb	0.30.4		26309f96dda49e17e22961fdeafcd9631349bf8f
com.sqlapp	sqlapp-core-mdb	0.31.1		2d013c84ec2716c3e4bc693828a5dc038a794801
com.sqlapp	sqlapp-core-mdb	0.31.10		60fcdeffda7479cc706b89154b9dbfd0e590eecd
com.sqlapp	sqlapp-core-mdb	0.31.11		dadb56d4c4490cbed66b983b36d19786afaeb6ab
com.sqlapp	sqlapp-core-mdb	0.31.12		5ad21362c8eb258bcd034daa85838b0b57377d17
com.sqlapp	sqlapp-core-mdb	0.31.3		7686fbe17643fd192aee0c57d779c91e5d3800af
com.sqlapp	sqlapp-core-mdb	0.31.4		472a13706459769c6e2abfe184f74c0a0f587e31
com.sqlapp	sqlapp-core-mdb	0.31.5		31ae8976e257922a7f073ebade4f1e23b3d716be
com.sqlapp	sqlapp-core-mdb	0.31.6		8dfd63be8aca67b14733e85963e4cab34fd46b16
com.sqlapp	sqlapp-core-mdb	0.31.7		66c053a3c90acae2ac67f3b04cd5035a19c2fb6f
com.sqlapp	sqlapp-core-mdb	0.31.8		ac7d569f54f19a989d895a60e440d0c576fb324b
com.sqlapp	sqlapp-core-mdb	0.31.9		f9e5e42499cbc504683e012dab0017759df56da9
com.sqlapp	sqlapp-core-mdb	0.4.9		9bb3b7cebdeb6e0daf17b10a43853928b42024b1
com.sqlapp	sqlapp-core-mdb	0.8.1		c92413379661d57e35a613f60e42f3f577eac82c
com.sqlapp	sqlapp-core-mdb	0.8.10		bb16a0f8f0a97eb31c464bc92c41a6106b8678ca
com.sqlapp	sqlapp-core-mdb	0.8.12		41f04e34d3e7399e70fcfcfe8a80fc092e891ec9
com.sqlapp	sqlapp-core-mdb	0.8.13		da941efaccc1c108adcc1976095295bfa37ac1ab
com.sqlapp	sqlapp-core-mdb	0.8.14		ddde91f132da654476b822d910b21de075bae748
com.sqlapp	sqlapp-core-mdb	0.8.15		329a051e4f3a63894d600cacbeede19c4898414a
com.sqlapp	sqlapp-core-mdb	0.8.17		be2af6f41e31c7b740337ed7565e2441051144f5
com.sqlapp	sqlapp-core-mdb	0.8.18		eedfdd33796b9da9a5dc8e4cc879e77a7bb69b4c
com.sqlapp	sqlapp-core-mdb	0.8.19		34c01d95bf92c940987d954a85cf151d1648a078
com.sqlapp	sqlapp-core-mdb	0.8.2		eb10d8bd09f3d2be27c230d2468be1f9ef6b95dc
com.sqlapp	sqlapp-core-mdb	0.8.3		3a801bd7d9a575be3b1a46a74b0a743597256b12
com.sqlapp	sqlapp-core-mdb	0.8.4		31e200c925c7d7574a584583322aa35656661a8f
com.sqlapp	sqlapp-core-mdb	0.8.5		53e4c5b2bb811092fabae74095a9d1869c7bcaee
com.sqlapp	sqlapp-core-mdb	0.8.6		1b5a18acc832eadeb8d7bc09c5b1c538ceb90438
com.sqlapp	sqlapp-core-mdb	0.8.7		6b9e67ed3564b8ac80d731012c5019c130ce0152
com.sqlapp	sqlapp-core-mdb	0.8.8		1e353c1ce7540bdc1fbc9c6401517ee887a24feb
com.sqlapp	sqlapp-core-mdb	0.8.9		cb8ba28db56a34088b9277b2bed690d1f6a2dbf3
com.sqlapp	sqlapp-core-mdb	0.9.1		cfd84f4bd3e608bee81ecd05854ddd3c960b8a1e
com.sqlapp	sqlapp-core-mdb	0.9.10		f8e6c0487ab0bd17989172760e3a475629bbd5f1
com.sqlapp	sqlapp-core-mdb	0.9.11		0be2adda102c1621e19a9c195963435183150310
com.sqlapp	sqlapp-core-mdb	0.9.12		b1e853a2fd916497c537d7baf7146d635fbcc275
com.sqlapp	sqlapp-core-mdb	0.9.13		c8d553561ad7be417fbd95a631f3a3fa4510fb19
com.sqlapp	sqlapp-core-mdb	0.9.14		ddc4f22659707403ed2038011a41aae3209da78c
com.sqlapp	sqlapp-core-mdb	0.9.15		52c110f84e1ac74013ebaa753f7a697ffc98762d
com.sqlapp	sqlapp-core-mdb	0.9.16		fcf905cc28f77801488c83abfa44e2eb03adbb48
com.sqlapp	sqlapp-core-mdb	0.9.17		30a1e02e6d40717d0c682e62e50dde21c5710d8f
com.sqlapp	sqlapp-core-mdb	0.9.18		81323db10496b279c7ea5d7f3d1e955cea764f32
com.sqlapp	sqlapp-core-mdb	0.9.19		60248df22c920d5d428be850d8403a923ba23943
com.sqlapp	sqlapp-core-mdb	0.9.2		97a7f5841d3bfaf8d3e0efc6c1eab6eb27d23c31
com.sqlapp	sqlapp-core-mdb	0.9.20		22781bf94ac9eee6aa8e0b228f52405e8e8ab9fd
com.sqlapp	sqlapp-core-mdb	0.9.3		62ef0ed6e37d97cae8325a2af89679e12420d8c4
com.sqlapp	sqlapp-core-mdb	0.9.4		c9c7729fee64b52651b129be2502f647b5d25237
com.sqlapp	sqlapp-core-mdb	0.9.5		9712d90999906f4a7468f6e58fd6e645812bf272
com.sqlapp	sqlapp-core-mdb	0.9.6		c28cddfed38f9353b054a45f12abce08a3f34274
com.sqlapp	sqlapp-core-mdb	0.9.7		715a7cce47dbe4fe36c4baa542a7e397dfdf2e0c
com.sqlapp	sqlapp-core-mdb	0.9.8		a4db00e74c6098b1df505194f71a64f7dac7b216
com.sqlapp	sqlapp-core-mdb	0.9.9		144d257240861504687037df78b3b9aaa8d8a9cd
com.tomtom.speedtools	json	3.0.0		049f6133e8f7affb2d1c6bbef128c2187f0afa92
com.tomtom.speedtools	json	3.0.1		43eb8b7dbcbe5ff1955ee5fad64a573ddf0ec21d
com.tomtom.speedtools	json	3.0.10		c50596ea01edf0c98cee4d95e85231c6f3021b68
com.tomtom.speedtools	json	3.0.11		54c7c529dad96f33688278f1bd4a95b54961dfa6
com.tomtom.speedtools	json	3.0.12		ce66fb98295cbd818f6bea839fd1cef371694851
com.tomtom.speedtools	json	3.0.13		08d53df9312b8769b786155f900d0ae8ff349685
com.tomtom.speedtools	json	3.0.14		ded7ec3622ecb9e4b7075dd43e6eddceecc768d4
com.tomtom.speedtools	json	3.0.15		fe09587c02435a303d0a37ada97cdf8f54d2519c
com.tomtom.speedtools	json	3.0.16		bb759e589a8f2573de84cdc6a156bdf9367c0ebb
com.tomtom.speedtools	json	3.0.17		224d97d02a954b14d9261de726d71f47fb9f7f19
com.tomtom.speedtools	json	3.0.18		a0ba3beb98e9c67a069227b3e9e9b94541ec7502
com.tomtom.speedtools	json	3.0.19		3c7631bc71365053f6e3abd7a026c2c1dc8eaf74
com.tomtom.speedtools	json	3.0.2		ebe29c5b0bd45e90c1b5ec3e2c369b58c375a60b
com.tomtom.speedtools	json	3.0.20		597f72309d786657cead3ebb8031138bbc144c10
com.tomtom.speedtools	json	3.0.21		7ecc5215da5f88133c0d2684e6574f24bb3500f1
com.tomtom.speedtools	json	3.0.23		77fe0556bcb85ff2e351fbc5568236f2f09af946
com.tomtom.speedtools	json	3.0.24		27bee7ef17d63e397f537fa1d40884737a47d0e8
com.tomtom.speedtools	json	3.0.25		c9d080c24408c92be1e95b8be2446caffa66d528
com.tomtom.speedtools	json	3.0.26		95bfc8029dbd260fdb46e22bf91b4544b278825f
com.tomtom.speedtools	json	3.0.3		959bdb28bfa2817e6146d705abdd2fcf4ccd4e82
com.tomtom.speedtools	json	3.0.4		7cca52c720ba127e5a77d23676269e29617aac45
com.tomtom.speedtools	json	3.0.5		b2938dd28a8e373109e7e75a8ab4c0f47dbe0fc7
com.tomtom.speedtools	json	3.0.6		d81ef2f0de265ff30d81048a60b01dbe143ab175
com.tomtom.speedtools	json	3.0.7		db3ce653fa123aa3928c352fdece4699fce1c7a9
com.tomtom.speedtools	json	3.0.8		884019850981cb26368b415617d4032a8172763f
com.tomtom.speedtools	json	3.0.9		8056946439706ad9200385c50639043e12272569
com.tomtom.speedtools	json	3.1.0		5db65259b9175d91f188b82b19f98efd9ff3e07d
com.tomtom.speedtools	json	3.1.1		8382a7f6e783434d95121183dad8e25619892a25
com.tomtom.speedtools	json	3.2.0		d293a47ec6a0ccf2d58d652b7e368ac4f2df543f
com.tomtom.speedtools	json	3.2.1		072aac1111c7d8713fc1de9f12521b928368f0ba
com.tomtom.speedtools	json	3.2.10		c6438c67e5f2527f71ddcd27b18fe23abc4654c4
com.tomtom.speedtools	json	3.2.11		2295fbc97ef7cf26b2a284e4d3cbd936015f5722
com.tomtom.speedtools	json	3.2.12		01877503d987c56d01090bc41b706db34245032b
com.tomtom.speedtools	json	3.2.13		6f9f9f8f8bdeab608f03703d4b0ca3db024e9433
com.tomtom.speedtools	json	3.2.14		0af17f16927cc82b88694c54422ad2667ecea2ab
com.tomtom.speedtools	json	3.2.16		e3634ca98a9efd7df1665900893c58528c4d8b56
com.tomtom.speedtools	json	3.2.17		d537d2ce434fc714fbacc27c40097b07279579bd
com.tomtom.speedtools	json	3.2.18		67cebfa339cc8c755d817a311a39a227ead54085
com.tomtom.speedtools	json	3.2.19		6501e1fbe42cc3d8915e9c8c64ddd2e2e9c105cb
com.tomtom.speedtools	json	3.2.2		8d5732d35dcc274fac08ed02f39b5c157e85b293
com.tomtom.speedtools	json	3.2.20		13d3fa8793eb569f340600b9ce5959b7dc111007
com.tomtom.speedtools	json	3.2.21		1cd06ea92065700f6d0a5ee1ec849d777460b3bc
com.tomtom.speedtools	json	3.2.22		d186c21f68689f4e654095a0e327d91f31a2ce21
com.tomtom.speedtools	json	3.2.23		ecd1ba5b362e9969280206f73488725193847556
com.tomtom.speedtools	json	3.2.3		2ae733636917ff75cbc5bd6cc4b923c80a780bf5
com.tomtom.speedtools	json	3.2.4		630a58c578937a61b29ca81407af8f7df5f9ee64
com.tomtom.speedtools	json	3.2.5		dc2303de489117a93ae5d84c3b8b1d906a175624
com.tomtom.speedtools	json	3.2.6		7c12aaa9205b0f2f7d90a3ba2fda94ec373d1209
com.tomtom.speedtools	json	3.2.7		399e7d13c804c771c959a9ec5c0db2425177c599
com.tomtom.speedtools	json	3.2.8		e3745efc2a5ba9d2b4bf4a711fcdfd075c063d52
com.tomtom.speedtools	json	3.2.9		140a09e2f49e84d5c45cbd72136bb0ccc8c7b2de
com.tomtom.speedtools	json	3.3.0		46520955e4107a9fbd4e2ed809f2591d784890f1
com.tomtom.speedtools	json	3.4.2		adad3080495b106be514e0fe739c6a5b0daf9437
com.tomtom.speedtools	json	3.4.3		0fca72a007dd1c78f05fc938addfaa18467fc7b4
com.tomtom.speedtools	json	3.4.4		3085e7252763e5f58c1b7ea0cb4cb3759a73832e
com.wueasy	wueasy-data-configure	3.1.0		d9a0db429c7b334727229cfc1aeacd4a0314c51e
com.wueasy	wueasy-data-configure	3.1.1		3a7c09d4a1f56bc473dad0bb1571547cb02c4f9e
com.wueasy	wueasy-data-configure	3.1.2		7608dca682dd97496fc570d7cf8ad73cd080ae0c
com.wueasy	wueasy-data-configure	3.2.0		ae0f9d88b5c218e91b551a486ad83ed04b7e4f90
com.wueasy	wueasy-data-configure	3.2.1		b14f15047fc306319af6e01969a7b83e259acb77
com.wueasy	wueasy-data-configure	3.2.2		69e4ee936d4f3c55790e7c6514a4278ed050b744
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.3.0		8226774c2b38316683841568eb72cd3f612ef98c
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.3.1		0af8c72a2ddd699e9ca0830af8cd156e81f2043b
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.3.2		5fda6cf5aeae3ae1a2754635ff55f30770b77931
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.3.3		d9b339e4518a3de5ff63607b7ee38f0cb9e67d96
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.3.3-jdk6on		9c8a145a1a2e07c953de7a9e6436231c286120ba
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.3.4-jdk6on		6d29710c131c8ebaa9332c8824e470294212e000
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.0		799710cbd6610eea594d560bff5a655690883002
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.1		f2c42f7a7bb9d459ee53c4a4e773c71ba22eaa7b
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.10		e426973d99604e3ba6def6778e3a097a11c3265c
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.11		9290b440fb9a6250a595bfcd2915973dc71fae76
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.12		b835e8910b6a6adea9b08417504dffb9a9cbf956
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.13		6baa5d9060a9f503f6941f0ed442d42887e754b3
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.14		6a289ec7ea1738348a398b86474940faab67385b
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.15		fdad36afb38fae4eacb88af3302b41fdccef271a
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.2		65ff3cc23720b8e813da74e49d67a76fd1e8853e
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.3		8993bab5acfae21cff3a178065a2afe0c6b006f1
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.4		5e77f7ddec98414991228aaf68a5f6a6241484f3
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.5		0f8fb69d108cce64e270097a47553ec4e6c5a8b3
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.6		e9101d8b73292fd6c7f645434ac1a6c54a7d82c6
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.7		c65b38b322c4b65128fb6c2ebebee8dd1592873b
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.8		046b6c8cb2d163196145c2d6faf4ec1ddc8b2adc
com.yeepay.yop.sdk	yop-java-sdk-crypto-gm-base	4.4.9		edd3ffafffe417f776e96de30e6bd16f19e7c338
com.yugabyte	cassandra-driver-parent	3.10.3-yb-1		N/A
com.yugabyte	cassandra-driver-parent	3.10.3-yb-1-RC1		N/A
com.yugabyte	cassandra-driver-parent	3.10.3-yb-2		N/A
com.yugabyte	cassandra-driver-parent	3.10.3-yb-2-alpha.1		N/A
com.yugabyte	cassandra-driver-parent	3.10.3-yb-3		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-10		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-11		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-12		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-13		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-14		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-15		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-16		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-17		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-18		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-19		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-20-test		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-8		N/A
com.yugabyte	cassandra-driver-parent	3.2.0-yb-9		N/A
com.yugabyte	cassandra-driver-parent	3.8.0-yb-2-RC1		N/A
com.yugabyte	cassandra-driver-parent	3.8.0-yb-3-RC2		N/A
com.yugabyte	cassandra-driver-parent	3.8.0-yb-4		N/A
com.yugabyte	cassandra-driver-parent	3.8.0-yb-5		N/A
com.yugabyte	cassandra-driver-parent	3.8.0-yb-6		N/A
com.yugabyte	cassandra-driver-parent	3.8.0-yb-7		N/A
de.humanfork.asciidoctorj.bootconfig2adoc	bootconfig2adoc-libdef	0.1.1		N/A
de.learnlib.testsupport	learnlib-test-support	0.14.0		81f9b16fd33211ec75a425f64c896e4a3b12ae06
de.learnlib.testsupport	learnlib-test-support	0.15.0		d25384b1fed8438b190d095034449861ee862b73
de.learnlib.testsupport	learnlib-test-support	0.16.0		352a59f8ad0c6e8c7082d9f05d1e8f359c3fa38b
de.learnlib.testsupport	learnlib-test-support	0.17.0		c3042530961dd7b71d55b573d63ea79a11ed7f7e
de.learnlib.testsupport	learnlib-test-support	0.18.0		9b5482adfb5e3f4c898e0a86c9de0226498712f8
dev.costas	javahelpers	1.0.2		100a6618822fe30de5a53d5afd8024916da438ad
dev.snipme	kodeview-iosx64	0.5.0		N/A
dev.snipme	kodeview-iosx64	0.5.0	metadata	8b58894c0f91f3ea24bc09728f446df7ebe2af9b
dev.snipme	kodeview-iosx64	0.6.0		N/A
dev.snipme	kodeview-iosx64	0.6.0	metadata	6d9215aff91e78d1ce322a9f5a426461c1128802
dev.snipme	kodeview-iosx64	0.7.0		N/A
dev.snipme	kodeview-iosx64	0.7.0	metadata	2d95ac1848a24f6615a9ad045690f983bd10d186
dev.snipme	kodeview-iosx64	0.8.0		N/A
dev.snipme	kodeview-iosx64	0.8.0	metadata	750142f15dfa44ec3254d3901e57ec6fcb3d4615
dev.snipme	kodeview-iosx64	0.9.0		N/A
dev.snipme	kodeview-iosx64	0.9.0	metadata	47aa2ed02537e051ee60073187fe1a6848e95cd9
fr.janalyse	json2props_2.12	0.5.0		bdd63e2689c4a5b331f9bb45f3cefef61a431aad
fr.janalyse	json2props_2.12	0.5.1		26aaa8c31161a7d398752498fab1f04e96722c2e
fr.janalyse	json2props_2.12	0.5.2		7d9e41c88667c54cb32faecd08ecfdf2258ba0a2
fr.janalyse	json2props_2.12	1.0.0		1b62053132bd9baa180b11bd5606ea5c7f031c2a
fr.janalyse	json2props_2.12	1.0.1		eee3bdc3fe064b23665114fd5ab2eaa80d6f1d86
fr.mmarie	gitlab-jira-integration-api	0.2.0		eec56443e407ba3cad6ec5fcc802d1002c6d2b48
fr.mmarie	gitlab-jira-integration-api	0.3.0		bbb4d4d3ce63d54d239cf3f6948d1db9b4b0383c
fr.mmarie	gitlab-jira-integration-api	0.3.1		a131092f4f8faf259d0bf816a730c9df9c11442d
fr.mmarie	gitlab-jira-integration-api	0.4.0		4a8a1d428a84e07c32fcfb72b7991243b3e4cfef
fr.mmarie	gitlab-jira-integration-api	0.5.0-RC1		6df69afe3cf4430863e759749ab31b01ab20e4c1
io.cucumber	junit-xml-formatter	0.1.0		963b79f6e165c13470ef52779308ecd89b673afb
io.cucumber	junit-xml-formatter	0.2.0		b5602d3fa7a1bdc1531ed92e4c02886708b98788
io.cucumber	junit-xml-formatter	0.2.1		68eaf64f35758645fa577387fbc79486921d561d
io.cucumber	junit-xml-formatter	0.3.0		d9452cd2e0828341a7bd870d0b9cdef2776ea01e
io.cucumber	junit-xml-formatter	0.4.0		599967bdb47119b2d6dfa987a5c5230f0526fa15
io.cucumber	junit-xml-formatter	0.5.0		a3ecc37ce04a66ec679f9d1710a6891d2c703cc3
io.cucumber	junit-xml-formatter	0.6.0		ddf94308123b9116c5ea3f6f9974964b0d338643
io.cucumber	junit-xml-formatter	0.7.0		82a7b67f56e20920064731092ba01484e4b6d1f0
io.cucumber	junit-xml-formatter	0.7.1		2a406c203ed0ec6daeff37f0c64d9f3d2d90ee1d
io.gitee.yuygoi	easy-testing-registry	1.3.0.0		8110c79c93636f1b41095f9d145080ec537b1891
io.github.985892345	provider-manager-js	1.3.0		N/A
io.github.985892345	provider-manager-js	1.3.1		N/A
io.github.985892345	provider-manager-js	1.3.2		N/A
io.github.985892345	provider-manager-js	1.4.0		N/A
io.github.985892345	provider-manager-js	1.4.1		N/A
io.github.985892345	provider-manager-js	1.4.2		N/A
io.github.andreypfau	kotlinx-crypto-salsa20-tvosx64	0.0.3		N/A
io.github.andreypfau	kotlinx-crypto-salsa20-tvosx64	0.0.3	metadata	317258139436fcca1fb03b8552acecd5a9b37b03
io.github.andreypfau	kotlinx-crypto-salsa20-tvosx64	0.0.4		N/A
io.github.andreypfau	kotlinx-crypto-salsa20-tvosx64	0.0.4	metadata	61f578860c539239396df2742409d4a4fa378265
io.github.dbeaudoinfortin	maven-aar-unpack-plugin	0.0.1		d2a2e6020a15f6f84f9bb3ddb6f4922cc0f5db7f
io.github.dbeaudoinfortin	maven-aar-unpack-plugin	0.0.2		e11981ee82d0b2c95e7ac98083a60ac51970ceb5
io.github.dbeaudoinfortin	maven-aar-unpack-plugin	0.0.3		3a4a112d68d8bed6d4a0444b674ae460e84a42db
io.github.dbstarll.flink	flink-fs-jdbc	1.0.0		0fa975f085e4ed32ac2e5d463b455e37289c7543
io.github.dbstarll.flink	flink-fs-jdbc	1.0.1		44750464212962044cbdd52b3758a0c36312b9b1
io.github.estivensh4	aws-common-iosarm64	0.1.0		N/A
io.github.estivensh4	aws-common-iosarm64	0.1.0	metadata	172a4e5d193235babc12b2f062c585d7b1141a8b
io.github.estivensh4	aws-common-iosarm64	0.2.0		N/A
io.github.estivensh4	aws-common-iosarm64	0.2.0	metadata	3de1884374a0a4bcdecba816b1b07e9217e97075
io.github.estivensh4	aws-common-iosarm64	0.3.0		N/A
io.github.estivensh4	aws-common-iosarm64	0.3.0	metadata	11d0189d0358ffdc3aec79be413de2ef3095be78
io.github.estivensh4	aws-common-iosarm64	0.3.1		N/A
io.github.estivensh4	aws-common-iosarm64	0.3.1	metadata	b08293b69670a30e84ba8ddff932b4158f8b67ad
io.github.estivensh4	aws-common-iosarm64	0.3.2		N/A
io.github.estivensh4	aws-common-iosarm64	0.3.2	metadata	c76b7ae449a0338cb2da12544b7886ae6144eaa0
io.github.estivensh4	aws-common-iosarm64	0.4.0		N/A
io.github.estivensh4	aws-common-iosarm64	0.4.0	metadata	cb974cd30df13886c922674537e0f6de7ac2ac2d
io.github.estivensh4	aws-common-iosarm64	0.4.1		N/A
io.github.estivensh4	aws-common-iosarm64	0.4.1	metadata	8b3f95aed0365dfeb9856ad21744cc69afd90adb
io.github.estivensh4	aws-common-iosarm64	0.4.2		N/A
io.github.estivensh4	aws-common-iosarm64	0.4.2	metadata	6370a6f74ec430593191350cf85b7575d604eba8
io.github.estivensh4	aws-common-iosarm64	0.4.3		N/A
io.github.estivensh4	aws-common-iosarm64	0.4.3	metadata	51afac5b4c9290d1e09af6960cac282424c55b0f
io.github.estivensh4	aws-common-iosarm64	0.4.4		N/A
io.github.estivensh4	aws-common-iosarm64	0.4.4	metadata	d4d378a13c4aaeeda0f430a86f1d8a67f6f648bb
io.github.estivensh4	aws-common-iosarm64	0.5.0		N/A
io.github.estivensh4	aws-common-iosarm64	0.5.0	metadata	0bd40fc81015960ba0f622c2755005a4bfc313b0
io.github.estivensh4	aws-common-iosarm64	0.5.1		N/A
io.github.estivensh4	aws-common-iosarm64	0.5.1	metadata	7e2564c1715409248f1215ed4c1060486353fe99
io.github.estivensh4	aws-common-iosarm64	0.5.2		N/A
io.github.estivensh4	aws-common-iosarm64	0.5.2	metadata	b636ec0f57128f53bc21da4528c1fe69d8641a0d
io.github.estivensh4	aws-common-iosarm64	0.5.3		N/A
io.github.estivensh4	aws-common-iosarm64	0.5.3	metadata	8f92c2a1647e1992ff712171a61dbb61206ab47c
io.github.estivensh4	aws-common-iosarm64	0.5.4		N/A
io.github.estivensh4	aws-common-iosarm64	0.5.4	metadata	588d0372faa7e65c89fc359abcdff6a8a3c62c26
io.github.estivensh4	aws-common-iosarm64	0.5.5		N/A
io.github.estivensh4	aws-common-iosarm64	0.5.5	metadata	937875abec0b1db5b2525a13ab4dbf6321894882
io.github.estivensh4	aws-common-iosarm64	0.5.6		N/A
