bouncycastle	bcprov-jdk12	140		368ad02ad6a0e9945698acf36b935b0f3a947bc7
org.signserver.deploytools	DeployTools-CLI	2.0		6461891986a715c229736beeb5490b962c408b4e
org.signserver.deploytools	DeployTools-CLI	2.0.2		e7e4f83eccadf8bcb6d1f665e446e6152e785bb9
org.signserver.deploytools	DeployTools-CLI	2.0.3		21a1e39d604ca2b14b17c897c758d22a8adf89cc
org.signserver.deploytools	DeployTools-CLI	2.2		5576cbe0a8ff1d0e0d57708a0d8bd8627eed7ac5
org.signserver.deploytools	DeployTools-CLI	2.2.1		1248d06df7540985f7f73b6a682049c30c1660aa
org.springframework.security.experimental	spring-security-oauth2-authorization-server	0.0.1		651eae720617c245a6246bb2a7a57c5e5807f253
org.springframework.security.experimental	spring-security-oauth2-authorization-server	0.0.2		e5ac66fd591a9dc62e4f1ebd773ba61edc2966aa
org.springframework.security.experimental	spring-security-oauth2-authorization-server	0.0.3		1d31b742be488e3e7b851887ebb6b20888f7d23d
org.springframework.security.experimental	spring-security-oauth2-authorization-server	0.1.0		325b18a533f16610d1982a4ad9e7386a6e537e21
org.springframework.security.experimental	spring-security-oauth2-authorization-server	0.1.1		52ab14f7374dd17cc2bf16f1dea9c14f37e36830
org.springframework.security.experimental	spring-security-oauth2-authorization-server	0.1.2		80640cc39fe9ae91e7cf473cd43e129e61099dcc
org.webjars.bower	github-com-marklagendijk-angular-recursion	1.0.4		2c9035b829931f53489bb3b4c6fd122dedc599d2
org.webjars.bower	pivottable	1.6.3		cfeeecaa2f0ff0380fd01791110afedee51248ef
org.webjars.bower	pivottable	2.0.2		d166e1adc9b0b7f2066f202afa7593c3829ce8bc
org.webjars.bower	pivottable	2.1.0		3ff0dbab4291259b7ff5d8359b99cdd44c7d9b69
org.webjars.bower	pivottable	2.11.0		2763eae630045f2c20a8aecd09855a372de671a4
org.webjars.bower	pivottable	2.13.0		07f476f880d0e00878cb275e1776d16c7d0d07f1
org.webjars.bower	pivottable	2.14.0		bb3693f030595aa00cd9114b2d1e695d3197cdb1
org.webjars.bower	pivottable	2.20.0		62fc3f18d5fdc241ae5b317403db59b7d5d9a6ea
org.webjars.bower	pivottable	2.21.0		c1b23de2de4fd15b1a032043ad0fde9152a073bf
org.webjars.bower	pivottable	2.23.0		5446a9f456f501b85ccc115783ac2a7af97e6956
org.webjars.bower	pivottable	2.4.0		6572fd94ed370b339b3ef21a3d3bd56167871ba2
org.webjars.bower	pivottable	2.7.0		fdcaa417bb691baf86eee5ea49c9a8d7e5fc3126
org.webjars.bower	pivottable	2.9.0		5f1543465393114eb83e08c53926a4e7296723c6
org.webjars.bowergithub.kenwheeler	cash	1.3.7		0a875097e2b47e5b97146fdb0bcc3d1798b52486
org.webjars.npm	awesome-bootstrap-checkbox	0.3.7		71f4167246f4ab259d766cb5decb1cd933f10a1e
org.webjars.npm	awesome-bootstrap-checkbox	1.0.0		4ea87562b930af254f27e6c5bdddc7392f954f4e
org.webjars.npm	awesome-bootstrap-checkbox	1.0.1		9b3e5f4d25f4f088e33a4f83d75e2f1e827db3bf
org.webjars.npm	awesome-bootstrap-checkbox	2.0.1		0163f03e52d07c37c9e39f990cbe29fc052a4c4b
org.webjars.npm	webvr-polyfill	0.10.10		84ec7bef94760fd6ec021cdd2d0d4c68e17251f0
org.webjars.npm	webvr-polyfill	0.10.11		df9a33dc6f8fc368beee4464d80bc1ee10a13eb9
org.webjars.npm	webvr-polyfill	0.10.12		53df72ff9c046ab60c98301862c332abcea7c2f6
org.webjars.npm	webvr-polyfill	0.10.6		f73449ace13d8d2c7a394e153f772d65a76f07fb
org.webjars.npm	webvr-polyfill	0.9.39		a1fcf9bbcd59041f2750c0004087f9b711ab1d47
org.webjars.npm	webvr-polyfill	0.9.41		d43749d97b2f0a39215c3955eed6ae22d37d44cd
org.wixtoolset.sdk.nar	dutil-vc13	3.10.2		N/A
org.wso2.orbit.graphQL	graphQL	13.0.wso2v2		81320771d818950e39ca93542dbe39bb1b20ea25
org.wso2.orbit.graphQL	graphQL	17.3.wso2v1		701fb1e2d6b23010ead7fe5931cf18e1029a653c
org.wso2.orbit.graphQL	graphQL	18.2.wso2v1		473c52200e13e7034bea4c2813fa4604c8228a68
org.wso2.orbit.graphQL	graphQL	18.3.wso2v1		05c7c0896fd3a12393ca3198e3c03d370a3e5406
org.wso2.orbit.graphQL	graphQL	19.2.wso2v1		24398fa1d8ba04108a484f767f48b93116a86675
org.wso2.orbit.graphQL	graphQL	19.2.wso2v2		86835708b05633837e341419b093d315cedcb349
se.alipsa.matrix	matrix-bom	1.0.0		N/A
se.alipsa.matrix	matrix-bom	1.1.0		N/A
se.alipsa.matrix	matrix-bom	1.1.1		N/A
se.alipsa.matrix	matrix-bom	1.1.2		N/A
se.alipsa.matrix	matrix-bom	2.0.0		N/A
se.alipsa.matrix	matrix-bom	2.1.0		N/A
se.alipsa.matrix	matrix-bom	2.2.0		N/A
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.0		d8e2eb58ffcb43a877586b951b18d37da142377e
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.1		94a07f45722dcc56da2261ed5fc9d6fc630a1eab
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.10		898ecde2b364a134e8750f954a1dc20dbf4284d1
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.11		d378434993b62b7aa62f79fee75ea5292fc903ae
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.12		c184def4a00553484707bf525b1790db23d568f5
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.13		98c416c4afb3fafb45b7caa625e2da53ea5a7468
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.14		652f0253bada900e9998c2462c4bc057590e1ee3
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.15		2d0d7f76fd1a285756ef09939dc33fe7adcd8f82
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.16		94db157bc9e96bc1ceaf09e02a2945097669a5d9
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.17		af613a0b4f8fabccc54ee4ea3ef8fc6f25340422
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.18		a97eaf9c85c8c8cfdcabad0c59c1c8808a2f5507
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.19		68ca2cad207f5d19c1cad5f0ae7ac1aa6856c89c
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.2		188deb90f8ac0c19401f7dd6290008587f06b42b
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.20		0c20d8237475af269157ed22b53acdb857a72528
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.21		0ceb4c3c8b04ea4a0124a1b257c2fffbfa14ea48
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.22		9514d4bd509260e91f01f76b4d074fa725eeda7e
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.23		ef5cec10fc1274fcf8a090e3c9d8ed0a6ab7e335
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.24		7b87c9eb948e85cdc10703fd5acceb6dceca286e
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.25		8dacc12655b6cfb115a02254719565bbcca33a9a
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.26		a905a518c803c3e83fb0fb0eb5f1876de4e02621
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.27		54192891652071e4733a2794dc064e7a05fce2ac
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.28		71a4e3d229913c09158323259dd27a3e94b33266
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.29		33be2e0e2975bf2670cd2abf6d0acec0a35a7813
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.3		a205f37941f4b05632b79d533e269e4062ff5902
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.30		da73f5b939f9a8db61fbe7b57732121ded529211
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.31		d98d672772c4d387516a2a2c0fe4297cc5fe5dda
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.32		b40544a56cb0046d31738d8f8fb2386be5381c9a
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.33		9e47a5e0bffeff0a9c4c31ce67d8e736adeb4d83
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.34		d0be48f98c79a8a20b1c7a318f175512edca1f10
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.35		f5e7d6351326d8672c997bb35585b66b62def81c
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.36		e61407b26308843d21e5ef91cb475ea70fdf0dd2
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.37		dfd443a97c2a86e81565307eb8472a323894ae65
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.38		a08e6512c251fa7fda840da9d7ab85c137b4858a
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.4		e4c1872a17ba174741c16d4a1c7ab670f2da77d9
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.40		d9f6a34777f4d150337780907bcf3fa918928774
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.41		78dfb5ce038c868b27086d82b2efeab44980a42f
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.42		bb853c93ef434636a970034b6bee91b7c2fd067e
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.44		af9dba10c6ad22c702737071c97ba19dfd4a55a7
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.45		2ca604f92803b83f403b83494226ed2b77f60c35
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.46		68cea2956af1faf1b80f49314029a2b4b6b3270a
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.47.0		d6f15fb6a08b8edad8e83c755eaa9d69da65eed2
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.48.1		bb9e23ce8a342a1412ab0d9b2369943fd58a7e5f
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.48.2		b2987fc22e025ed588c2623c02e5d11319e92dd6
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.5		f83b66dcb053fb6eeb0d46ddfd8459ab1f00c823
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.6		dbc6517a67ecdb922afeb82b978355d6c30714de
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.7		8b91f1ddf7ec6a051724568a7cb22493f08d768c
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.8		f3deccedda16c5d8b5985fac689d9855b32e1e0a
se.bjurr.violations	violation-comments-to-gitlab-maven-plugin	1.9		aa37ac22c9e16c5d934d1a45051953dcb8655b4f
space.iseki.executables	executables-files-wasm-wasi	0.0.19		N/A
space.iseki.executables	executables-files-wasm-wasi	0.0.20		N/A
space.iseki.executables	executables-files-wasm-wasi	0.0.21		N/A
top.crystalx	crystal-core-cloud	1.2.6		c731ac6d3720bd8e65e34aed930a9107f6a3ff1d
