activemq	xsdlib	20050407		bafe37188ccc6b64e8fd7be6ac362f9fa6a13315
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	1.3.2		2ee623b29e26cf2d3633686f1e47c8b383ad26db
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	1.3.3		49cf2834290b7efc441a6e536bd17f3c64c0e71f
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	1.3.4		e623b9ada504d6b823d9e656df60151d753a0bf4
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	1.4.0		fbd14123d0a7824baccb6eaf5a468c962818cf02
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	1.5.0		1cb2bf42e2f31c19505e9fd713f6ee9bef236a43
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	1.6.0		3e11c95ced19be09c488e74ef0b4d9ff637abb3b
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	1.6.1		ea9b6fe61eb54703f1b38f9f4b58540d73e010db
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	1.6.2		b1d91b8d11b65e55f98d6b9db1ded6f0eb54f267
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.0.0		d3c0276bfd4224f0cda20ea94ca327df428f40ee
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.0.1		75117082f8f3017f1106896e50c51bd88df50ea1
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.0.2		427aa63d8640fb5668282d8ee21d116d07ca7f0e
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.0.3		a0daf56e57fde5b8dfe0fd220beaac97c2a9353c
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.0.4		ca06f42a47b353fed494843da951fb8d8a22ac6b
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.0.5		4bf2478009155886e272e00612e57728c97b85b8
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.0.6		7c9fd53b8dd72b7aa758009a79e7eef584ea0bae
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.0.7		c707e333aed5e816ce84faa08f6a144106d2c7b1
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.1.0		63318cfc325f0fd75fdebc4c29a9b293b2b96115
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.2.0		bf7c4348cda1325f2bef2877c6723f605e92a926
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.2.1		05097c631bef813467639820c76e37e06e5ba91e
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.2.2		83c33e049226cde82d1dc138833eacf8efdbdfad
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.3.0		43013c1c80410c7d4fe11347d124f1e017605e1c
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.4.0		7200d47acf16aac1431e55f4692537477db7ae0a
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.5.0		ef3ed12026432e54e63fba82b553fa9c2775f5d6
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.6.0		3e23d344a02175dfb3f10ae02ca327f3c0e3806c
com.thoughtworks.sbt-best-practice	travis_2.10_0.13	2.6.1		8d5a1442aab244e771d1065b40294d3278cfdd1b
com.velocidi	apso-io_2.12	0.15.0		2c1b2049c69331a28b525a40c1058951ecb07662
com.velocidi	apso-io_2.12	0.15.1		456ad8268e21db78e49f9739bcae45f7dd5e2ef5
com.velocidi	apso-io_2.12	0.15.2		4b0c709f86e33b65b12269b32f15c86dad587c23
com.velocidi	apso-io_2.12	0.15.3		1fc8ba318db18f02556e049b3757be46c1917a11
com.velocidi	apso-io_2.12	0.16.0		5913661e232ed5f3dff159017ddf555f92c13a17
com.velocidi	apso-io_2.12	0.16.1		daca03d838948c3c7a305581c56e1af5fa33b4f9
com.velocidi	apso-io_2.12	0.16.10		166c9aa1e6f1de8260e5f48ca6085c93c1e9e656
com.velocidi	apso-io_2.12	0.16.11		6f40e84364c0ef0e8c20216a7a64a4b01c563045
com.velocidi	apso-io_2.12	0.16.2		09bd57638c5e0f0c4c600ff84cf7bf3ea89067c8
com.velocidi	apso-io_2.12	0.16.3		e87f179e75600fe3b1a06dff3b518e77cebd1d95
com.velocidi	apso-io_2.12	0.16.4		4fb8a0c951f94987cd96f531412c69e1283ccd58
com.velocidi	apso-io_2.12	0.16.5		3382a9a2a0220cb2ceeacea39d6494bcae9a4828
com.velocidi	apso-io_2.12	0.16.6		7e5827a67d4a5b2cab9614590b8611ed6ef0ac30
com.velocidi	apso-io_2.12	0.16.7		6daaa503db7aea010780180110cba76b4156900c
com.velocidi	apso-io_2.12	0.16.8		1e560ae7c4d2f43515a9a5a398b3e923f09fcf25
com.velocidi	apso-io_2.12	0.16.9		8bcce40dda3da989a109553cc56b1a57768cae82
com.velocidi	apso-io_2.12	0.17.0		5da91cf1b0dbfda65123f3db2fc2a7fdb2acccac
com.velocidi	apso-io_2.12	0.18.0		e03329fc22147b4f3427883d3a9cae6bc929541d
com.velocidi	apso-io_2.12	0.18.1		8f3a24f6b4f0daaaaddc4910316e664a22ea6f62
com.velocidi	apso-io_2.12	0.18.2		5d8e43749849d867ea99b68dc3b2743661cb3fad
com.velocidi	apso-io_2.12	0.18.3		0e65b29df2f54a7717f83376410d3afefcb3d714
com.velocidi	apso-io_2.12	0.18.4		6561c70c6c4af48cfb00ee0dbe50a82f62463b92
com.velocidi	apso-io_2.12	0.18.5		ebfd73cb42b0d2dac1e841ae88fe576cadcf35b0
com.velocidi	apso-io_2.12	0.18.6		0344b82cc80590b339ae93c5d1f85652aab2a4a6
com.velocidi	apso-io_2.12	0.18.7		af9aa2ac25e8b1dcc87a05cfb6873b72654d297b
com.velocidi	apso-io_2.12	0.18.8		0fe90957ca11acafd7743daf6745d3246a47a13c
com.velocidi	apso-io_2.12	0.19.0		cbb71c0d263df149e0fd9c4ce84964a82ce8dc8c
com.velocidi	apso-io_2.12	0.19.1		6b36f28f4bbf28b84ef081e982737bb913c20351
com.velocidi	apso-io_2.12	0.19.2		e17498632bc462509916bffcaa0d7387ff7550d3
com.velocidi	apso-io_2.12	0.19.3		6694dee100729326b312b3066b90376a076b09a0
com.velocidi	apso-io_2.12	0.19.4		485d24d3cb022df93270bc8ad08af01a685fe6ce
com.velocidi	apso-io_2.12	0.19.5		e9a37872f706f6d59cd502c559e5f06e4b7aa892
com.velocidi	apso-io_2.12	0.19.6		307f8714d02153628e93adf223c4e3909b3b7534
com.velocidi	apso-io_2.12	0.19.7		e00b0d382ee5786f297f0433db7d5edba2f69b6e
de.sciss	fscapejobs_2.12	1.6.0		393d8f8dd5c781716833a803076c4d68c8c97ccc
de.tum.ei.lkn.eces	graph	2.0.0		3d5ef3345b1d333564dffbd7a0b1b021c205a12a
de.tum.ei.lkn.eces	graph	2.0.1		3f2a46d8e322004157fbe602af8bbb8c004c6ee2
de.tum.ei.lkn.eces	graph	2.0.2		3418faa55cf792315b2751c2b075506640c21e33
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2		ba84376640cbab05adf3e9d91b19485518e7b487
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2-RC1		1992432afdd447b7a4f1ba61e9ad2f2cbd42bd31
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2-RC2		f4b7fb1ad9824a06e37bb0583206aa5a7bd4a870
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2-RC3		7f56f8e95bbc6605a22d5bc8af89f1470a31842c
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2-alpha2		d10a4eb52beceb53a38ca63d423cc1cd567921de
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2.1		6650613c71e2725b8e9f15665fc1bfe4e0d0193e
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2.1-RC1		c6c37eedcc0af50056da6b0598a60d967c1b054a
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2.2		553caffb5f9974d88beb61d0844299a64b587db0
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2.2-RC1		b368f655f17128d9770426372f418405b7062fb3
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2.3		488fa5aeeeb446203d547f1961512fe124e07979
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2.4		86a9899883aff80b2597aa30b5389bdf5e9764bc
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2.5		9e5fb35ba5bae658214f3eaaddfc8842a63725fa
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2.6		200ec35ba049cf1b99c5707cd6322b71b824a587
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.2.8		fd56e90f77ab81462ed2a88e9cd5d52424901d7e
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.3		3a7e469db233ce97d35fcd4af51c01377505d1cc
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.3.1		8c90320ea9713ae4e75e7bd43a11a19f0f16cffc
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.5		61476207547a77d92d17fdc22e18dfdf99c468b8
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.5.1		b6bc1989475c41cd3a3f50a1d974096002c638bf
de.wayofquality.blended	blended.websocket_sjs1_2.13	3.5.2		6b0650e8d90a0114427d208765962811010e4641
dev.opensavvy.prepared	compat-parameterize-watchosarm32	1.5.0		N/A
dev.opensavvy.prepared	compat-parameterize-watchosarm32	1.5.0	metadata	3bb450c8e09f5e717429c40ee811dc2e434ade4c
dev.opensavvy.prepared	compat-parameterize-watchosarm32	1.5.0-rc.1		N/A
dev.opensavvy.prepared	compat-parameterize-watchosarm32	1.5.0-rc.1	metadata	920a043e5db21e34f8360ae96ee3191cf6d47d9b
dev.opensavvy.prepared	compat-parameterize-watchosarm32	1.5.1		N/A
dev.opensavvy.prepared	compat-parameterize-watchosarm32	1.5.1	metadata	e97613b2aa13871927cc41d596e82f4b7f675a3f
dev.opensavvy.prepared	compat-parameterize-watchosarm32	1.5.2		N/A
dev.opensavvy.prepared	compat-parameterize-watchosarm32	1.5.2	metadata	cb29a532b3674cfbef0acc3be6a2857707087f29
dev.opensavvy.prepared	compat-parameterize-watchosarm32	2.0.0		N/A
dev.opensavvy.prepared	compat-parameterize-watchosarm32	2.0.0	metadata	e287feb17e87d5f8478f6018a1aeb9c77361b855
dev.opensavvy.prepared	compat-parameterize-watchosarm32	2.0.0-alpha.1		N/A
dev.opensavvy.prepared	compat-parameterize-watchosarm32	2.0.0-alpha.1	metadata	d5a3e8bb94edaa9223cb75da6da0ff04adce5146
dev.opensavvy.prepared	compat-parameterize-watchosarm32	2.0.0-alpha.2		N/A
dev.opensavvy.prepared	compat-parameterize-watchosarm32	2.0.0-alpha.2	metadata	2c16cccdfcd5a8a188f023af0551ae8ea68a790a
dev.opensavvy.prepared	compat-parameterize-watchosarm32	2.0.0-rc.1		N/A
dev.opensavvy.prepared	compat-parameterize-watchosarm32	2.0.0-rc.1	metadata	9f052afec1af6ea90695b6995f157f8efce4e2f6
dev.opensavvy.prepared	compat-parameterize-watchosarm32	2.0.1	metadata	7c72a25df9d7df27ae2391887364174e3a018ba9
dev.zio	zio-opentelemetry_2.13	0.3.0		a9dd2e266deb14203574b867c2722114e6822ced
dev.zio	zio-opentelemetry_2.13	0.4.0		563460ad02345461de5f9c4bb2115494e29dc7ee
dev.zio	zio-opentelemetry_2.13	0.5.0		291d8f699d423ad67f91ce3ab53f4885ac55a81b
dev.zio	zio-opentelemetry_2.13	0.6.0		773f520fc6a14d90aeef44d5f6d41a6b2e840820
dev.zio	zio-opentelemetry_2.13	0.7.0		8dc6b17f4f254523eacacefe79bf4adbfd7cd378
dev.zio	zio-opentelemetry_2.13	0.7.1		ffa22b0bcac08dad451ce8dd7f3ea0ee37696fae
dev.zio	zio-opentelemetry_2.13	0.7.2		f030ad70be309fe3054555b54521dddad830522e
dev.zio	zio-opentelemetry_2.13	0.8.0		b645c88291e7b0ccf2896d2a607d9b556320fb4f
dev.zio	zio-opentelemetry_2.13	0.8.1		afd9aaa3832f4af484bfaa1e4f12dc72ef4dbf21
dev.zio	zio-opentelemetry_2.13	0.8.2		b04d90034fec111fc6b3dcf549374a19cb50c096
dev.zio	zio-opentelemetry_2.13	0.8.3		f710a572e957505462ca7b8411f4154af9b8db3e
dev.zio	zio-opentelemetry_2.13	0.9.0		db56e6938f7a699f6ed0f3d61bd1f4580d37dda7
dev.zio	zio-opentelemetry_2.13	1.0.0		f278346223a0e2374ac395ac144ef2b9718f2e9e
dev.zio	zio-opentelemetry_2.13	2.0.0		4d4ccbccfbfade8be609eea49df7668ad08b76dc
dev.zio	zio-opentelemetry_2.13	2.0.0-RC1		13b82f292971f2b62ea26d26052185eebfe6f32d
dev.zio	zio-opentelemetry_2.13	2.0.0-RC2		f8a20c3560d8fdb3e92d54d64d2a8414e0a41136
dev.zio	zio-opentelemetry_2.13	2.0.0-RC3		ce2af8ef57d6801a048d8ea50ebced9d872c62aa
dev.zio	zio-opentelemetry_2.13	2.0.1		8837e70767c425a4141a9d1cb5354262757f72aa
dev.zio	zio-opentelemetry_2.13	2.0.2		a27462ae26431f2628fd8b589ecc360dea4c76eb
dev.zio	zio-opentelemetry_2.13	2.0.3		a20b24844e55828ecf315b69b88e772f533acb8e
dev.zio	zio-opentelemetry_2.13	3.0.0		67e5afdb7eb0ec8985ef838374b9a0560eaeac75
dev.zio	zio-opentelemetry_2.13	3.0.0-RC1		08f28301b64b33ae7df02f97779cba1f3010a107
dev.zio	zio-opentelemetry_2.13	3.0.0-RC10		0f9dc7916af21135e7b85873301078591c32e6bf
dev.zio	zio-opentelemetry_2.13	3.0.0-RC11		cf5a50628a45dc2a58dd1515b7651c4c52127f87
dev.zio	zio-opentelemetry_2.13	3.0.0-RC12		481560381e2eea0d2184307fe1e83a719382e1bb
dev.zio	zio-opentelemetry_2.13	3.0.0-RC13		700a0eea72d47ccbcced72e266051b3c4ba80c32
dev.zio	zio-opentelemetry_2.13	3.0.0-RC14		5723eab1e1e51a38d1fb2a628341ae95c940b09d
dev.zio	zio-opentelemetry_2.13	3.0.0-RC15		f0a705b2b36c6e0ce9c0ca134f9ab15d53d915a0
dev.zio	zio-opentelemetry_2.13	3.0.0-RC16		399bdaec7dd49e7d9956775f2b3f61daaffbdaa1
dev.zio	zio-opentelemetry_2.13	3.0.0-RC17		d86ab0129ce719c3c15ae1bc2b9402a215921d15
dev.zio	zio-opentelemetry_2.13	3.0.0-RC18		67d894545fb37058448bded8058e1863cc5c78f2
dev.zio	zio-opentelemetry_2.13	3.0.0-RC19		ec50c0ab09c73781aa90462f8c46d8fe4a1a4f39
dev.zio	zio-opentelemetry_2.13	3.0.0-RC2		7bc5c491278b498f0bbde34cd3c5284daef198cc
dev.zio	zio-opentelemetry_2.13	3.0.0-RC20		5b27e39a3eb041f193aace821fe61bf70c73b182
dev.zio	zio-opentelemetry_2.13	3.0.0-RC21		17b58c02ef6b6dee82f1821767c6cc09c01c54b5
dev.zio	zio-opentelemetry_2.13	3.0.0-RC22		85ea274c87a0b2c7b181d4aed8a143c25dd9ff22
dev.zio	zio-opentelemetry_2.13	3.0.0-RC23		e1797b21d2964ec50df24f21a9cf91120e193849
dev.zio	zio-opentelemetry_2.13	3.0.0-RC24		2960c17e0468302ba61d0b7933918265903df011
dev.zio	zio-opentelemetry_2.13	3.0.0-RC25		a055180762dc9480045de4a5f387278ad339e0fc
dev.zio	zio-opentelemetry_2.13	3.0.0-RC26		94386d296a94bb89ffa1a22135ce01bf4fa5e26f
dev.zio	zio-opentelemetry_2.13	3.0.0-RC3		66423087149dcabede6bee77051e26246abe556b
dev.zio	zio-opentelemetry_2.13	3.0.0-RC5		824d8c7c75b16c75ea7f2a5e32211f5c1ac553fc
dev.zio	zio-opentelemetry_2.13	3.0.0-RC6		649e72acbb674192b47916be11e4cbb6d632d476
dev.zio	zio-opentelemetry_2.13	3.0.0-RC7		5c5ee22a8d02f540a382ae090a35e03a5d7effa9
dev.zio	zio-opentelemetry_2.13	3.0.0-RC8		e0859bd4d2524ccc13b1aaaa359677fa3e680b9a
dev.zio	zio-opentelemetry_2.13	3.0.0-RC9		9ae9b836c62ce3f166192d8a1e924d7cc1862235
dev.zio	zio-opentelemetry_2.13	3.0.1		569ce7e22eb399ff62b398396db75de4cc5bb6af
dev.zio	zio-opentelemetry_2.13	3.0.2		e4786ab90f97aa5eabadccfdc9c0f61c13779a90
dev.zio	zio-opentelemetry_2.13	3.1.0		f3625772d78736961d7224e5fd567221e28b0a11
dev.zio	zio-opentelemetry_2.13	3.1.1		12be22f95cc0dc4af00134e4f3adf76c32931c3d
dev.zio	zio-opentelemetry_2.13	3.1.2		550cb4daf71e9606abf86554f41e264e55cf1152
dev.zio	zio-opentelemetry_2.13	3.1.3		58ab7503ff817840b3eef30277e388e93c2878cf
dev.zio	zio-opentelemetry_2.13	3.1.4		f6fe0dd1a3672d8603e400eb9e0888f2270a8f0e
dev.zio	zio-opentelemetry_2.13	3.1.5		c28a96032dddd8136087e1cddbab8ca4d92645d7
dev.zio	zio-opentelemetry_2.13	4.0.0-RC1		99e128ad8c7d01e6246291a27ae4f40e8d2c38d8
dev.zio	zio-opentelemetry_2.13	4.0.0-RC2		05404a27af1258b3a14ab0a8b021addb8996ffe9
dev.zio	zio-opentelemetry_2.13	4.0.0-RC3		243d72c56c08b484468f73d7655bc4c52843809f
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0-RC		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0-RC3		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.10		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.11		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.12		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.13		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.14		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.15		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.16		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.17		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.18		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.19		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.20		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.6		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.7		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.2-alpha.9		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.3-alpha.1		N/A
io.arrow-kt	arrow-analysis-laws-linuxx64	2.0.3-alpha.2		N/A
io.exoquery	decomat-core-androidnativearm64	0.3.0		N/A
io.exoquery	decomat-core-androidnativearm64	0.4.0		N/A
io.exoquery	decomat-core-androidnativearm64	0.5.0		N/A
io.gitee.sections	sequence-demo-spring-boot-standalone	1.0		d9fb6f28cc38ffa38b7b7abd032f907c189e5f46
io.github.copper-leaf	json-forms-compose-core-js	0.5.0		N/A
io.github.copper-leaf	json-forms-compose-core-js	0.6.0		N/A
io.github.crystailx	scalaflagr-client-sttp1_2.13	0.9.1		b950b6dcd27c68b89c1b7d5fe8630b5c06b35e30
io.github.crystailx	scalaflagr-client-sttp1_2.13	1.0.0		64a14446279f20196e983e8d2ddebe98cbbdd14f
io.github.crystailx	scalaflagr-client-sttp1_2.13	1.1.0		11702ffbecc200f234448e99bc7922cb09643a69
io.github.crystailx	scalaflagr-client-sttp1_2.13	1.2.0		831819c7c8a6fa96741e70e8dd9d7c9213113327
io.github.crystailx	scalaflagr-client-sttp1_2.13	1.2.1		7838739354d7d6f7994893087abb5426f8f2e0da
io.github.crystailx	scalaflagr-client-sttp1_2.13	1.2.2		79d09f10329d09fd46796f8f4f1b14b86ab38c48
io.github.crystailx	scalaflagr-client-sttp1_2.13	1.2.3		ac50c5bd5a66205025d37a8d91361b0e180d4d92
io.github.crystailx	scalaflagr-client-sttp1_2.13	1.3.0		f114d140046c84ba845e6732f16ac4e17805197a
io.github.crystailx	scalaflagr-client-sttp1_2.13	1.4.0		3379e483e3b63d023374bbaaa82e330796913d42
io.github.darkokoa	pangu-iosx64	0.1.0		N/A
io.github.darkokoa	pangu-iosx64	0.1.0	metadata	76e607886ff26c278e9b01285a52f44f9e90181f
io.github.darkokoa	pangu-iosx64	0.2.0		N/A
io.github.darkokoa	pangu-iosx64	0.2.0	metadata	f441fa618c1ca78140c4414da4e7cce99200e9de
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.1		e52e7f804905ebdfbadef94b5450f41d67ebabdf
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.10		31a2b33928e063508a0194882f4edbb209d537e9
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.11		2bd6a62bbe73a49b1e7abf12c0549829baf08e39
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.13		701c54a5cf476e66420905093583b5b2ad9cb397
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.14		bcf911a6cec279e361aa6b1c2705c47a68e80c24
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.15		740aa714bbced01ef286ee80a1c7ae751d92065c
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.16		3576dd3a911e1c1cfb3162a93dd3a2df88719125
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.17		c9ee05e4fdb30da7403456096f3b649fda496a33
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.18		3ea46e642b5d11f6926ce0533b60720c8d8a7a02
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.19		d31eb6ca75b0f8727b560264e22e5352a8f21448
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.2		4b287cde9da38acbe3715336d678e252c2a44361
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.20		a28f41af815ad17063dee1cc3d466511521f8955
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.21		92255721d57cd51b27f67a00eb0ce7cdf5486a1f
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.22		c9a7e60ffb5815e7037c6135fcbc37472d03941d
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.23		080624d933ae116833e37a1c6163ba2195d159e9
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.24		8e6d68579be67401d57d4309d2a591e0e41517ad
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.25		583be6852224ddd5b55efea9f6ddb6a495de3730
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.26		f1d7f5822d15563f53e41ab94c3d8ecc2dc645be
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.27		5c091dfd355539bf08d337eccf05f0cf6aeecce6
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.28		ff37a882a063fa09d4660c706f042a3caa773682
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.29		b0b96f4bfead6ffac0812ac448ee9eb0f95d155c
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.3		9b27ab0b8506dcb724e6fcfd5c52786f5fda188e
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.30		bd41d1bee9c7b722a5cafcd0c091fea30914f64d
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.32		218d7fc61c6c7ac6615a190b243eed39c8558dfe
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.33		5211ad188bb4ae4ad24d600bcf71ad5de07b23f6
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.4		b10639c87ab3cd978db228a59a5cd8b0bc3c96fb
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.5		5aac01bbed3b6062316f3a53e3dc05a47b295366
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.6		2d15ba9346a2971d89e3b6419c010cccadb15b15
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.7		b94fd2ba7939c2ab2cdb840442b43e823b3affa0
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.8		ac47d6f1c4ed70328f0f7888b7b47320ebcea032
io.github.etspaceman	kinesis4cats-kcl_2.12	0.0.9		a48f70ac9fac241f8df68ecefe2a4c98d4a515a6
io.github.etspaceman	kinesis4cats-kcl_2.12	0.1.0		7b4ef3dae2fa59741d21bfaf25bd198ad4d4c51f
io.github.etspaceman	kinesis4cats-kcl_2.12	0.1.1		bdf027d62b18150658a448c6e3a1e5f88778c0d2
io.github.etspaceman	kinesis4cats-kcl_2.12	0.1.2		ff9306d1253f664d0ead972381916ecc82d7d821
io.github.hezd	flowlayout	1.0.0		N/A
io.github.hezd	flowlayout	1.0.1		N/A
io.github.hezd	flowlayout	1.0.2		N/A
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.545		29a78215c2d39d4287a443d83ee00fe1958da6dc
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.546		22d6a6798b2a9db7a3d8fdeec5cf81a25fe94cd5
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.547		708035b9bbc1e7c3d40863f60e89bfc6e6b21b97
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.550		1458a18d02075194316f99323c4c821b7dd0de0b
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.551		8b00f5f6ee2fb13cbfdca7bb7abd873bdeaed3f2
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.552		a1919ebb7c69c71dbd5a135eaf40ac13ac703478
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.553		99a522441c6fd9572bc5aeeb8d5f41f80931d4ab
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.554		970ad09d54e26a153bd1978c722539bf783a273d
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.555		a4bd7b1094ea425cc57d878c9905fb8041da6845
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.556		d802ace4350934e7bb867c8d26b04b3d9929b091
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.559		1745bfeb1e821fa2a043f53e2d02fd8e03dc3f4b
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.560		192f63016bdd4c5612c411910f515b1014132cca
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.561		019370900e8967937479b4ae75c48d251ebc18db
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.562		7b145338c1ec07f6bbb6eed7c0d2f4c2454f33b4
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.563		4797fc4e5a2ad800d4a6ebf1a0ff66f5f82f9f7c
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.564		be64f2d09c28c5777c62e6cdea1b9de56cc597a2
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.565		785fabcd77301c0c5cb3b8daf9adda65fb081b1a
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.566		1ab0da3918430e2e9198895bc28a4fabd4d7bfd8
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.567		dc42b131ed6ccec3cbfc368554864b2fc8426885
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.569		7dccc70934d19fae703aff3abe6ad1fcbf50c632
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.570		0c73ac76853624d70175527f74f4a13d594496ee
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.572		0cc5be8bcb71f355d6aebc77c2eab2ed07660130
