at.released.weh	filesystem-linuxx64	0.1-alpha01		N/A
com.liferay	com.liferay.analytics.message.sender.api	1.5.4		4c90639facc955f95a5aa82a510d4d3c3f592a52
com.liferay	com.liferay.analytics.message.sender.api	10.0.0		43d240e7b3cf641a6231d91494b6fa9edfc7ac40
com.liferay	com.liferay.analytics.message.sender.api	10.0.1		497818e6948aaf00dcf8548b5563a832165ba1d3
com.liferay	com.liferay.analytics.message.sender.api	11.0.0		797ed516dc05c147457d3f2cb18aa022360512c5
com.liferay	com.liferay.analytics.message.sender.api	12.0.0		a76285b31893f084a8111450a1ffb367b52a6767
com.liferay	com.liferay.analytics.message.sender.api	2.0.0		a8fa01b9fa0acad1e01b03247fc0d59720ec0af6
com.liferay	com.liferay.analytics.message.sender.api	2.0.1		9ee5041a8b9b7b3165980d88658ac9e6de49a8d8
com.liferay	com.liferay.analytics.message.sender.api	2.1.0		6f71f8914397ff56bebb5e2f11449fb1a662816b
com.liferay	com.liferay.analytics.message.sender.api	2.2.0		82993912987b3d2db997859862cd05a687f86997
com.liferay	com.liferay.analytics.message.sender.api	2.3.0		a5b2e38d6df65d68d1d36a78abab57104af18ec7
com.liferay	com.liferay.analytics.message.sender.api	2.4.0		c8988d55dcca069ec2875e3b40c12e3a1386dcb1
com.liferay	com.liferay.analytics.message.sender.api	2.5.0		286204eba03b91e29d34a5521fe5ac865b4abc91
com.liferay	com.liferay.analytics.message.sender.api	2.5.1		ad4693bb137b95f1452cecb8dd870159c952830f
com.liferay	com.liferay.analytics.message.sender.api	2.5.2		804993844ecabb544ea174c9b4aed538dadefed5
com.liferay	com.liferay.analytics.message.sender.api	2.5.3		9e9098d9f580d69c8299521c0eb0cdaf910b86c8
com.liferay	com.liferay.analytics.message.sender.api	2.5.4		27d7af7e207330a55d19f501c72a2cb4efe9aacb
com.liferay	com.liferay.analytics.message.sender.api	2.5.5		e9f5ec32b219ac2bb4264f6670a273b17382cade
com.liferay	com.liferay.analytics.message.sender.api	2.5.6		7a66aff7a2852aa290161eaf03d4b26eba04d578
com.liferay	com.liferay.analytics.message.sender.api	2.5.7		a791f05a5be4fa590a2b13cc193bdfad4509a32d
com.liferay	com.liferay.analytics.message.sender.api	3.0.0		86b22fd65b6aaaed5fa88d260486ade5a35f6ce1
com.liferay	com.liferay.analytics.message.sender.api	3.0.1		447bad504b0ea3dbab5e725ef0ece06c61497dd2
com.liferay	com.liferay.analytics.message.sender.api	3.1.0		30743c01fd8c996474398a4992f58f6002d9e88c
com.liferay	com.liferay.analytics.message.sender.api	3.2.0		c338ee4ff85c2abb6d66ee042aa3f70c5884a7bc
com.liferay	com.liferay.analytics.message.sender.api	3.2.1		6eeaea750698e1015ca289eff4c6b832dfb5efa0
com.liferay	com.liferay.analytics.message.sender.api	3.3.0		69ea325e5ec405c791c76a1c92015c81bf79d0ac
com.liferay	com.liferay.analytics.message.sender.api	3.4.0		90927bf6bbcc66ff960c6539ba09ccaa0372c7f9
com.liferay	com.liferay.analytics.message.sender.api	3.5.0		f8fcfbb591a60187af91d905732b8eec200f2b4c
com.liferay	com.liferay.analytics.message.sender.api	3.5.1		cc95280115d193d1627357209f111fc9d3e80747
com.liferay	com.liferay.analytics.message.sender.api	3.5.2		a4cf35bb4f649051227a845fef2ce11465461b4d
com.liferay	com.liferay.analytics.message.sender.api	3.5.3		bdb4113de55578bebba8ef23e6f7a79b17a06768
com.liferay	com.liferay.analytics.message.sender.api	3.5.4		f75f520e49559fc6f7b0d557229743027a0a2afb
com.liferay	com.liferay.analytics.message.sender.api	3.5.5		e93252ffaaaf74cec3d88368175ba4b5dd2cebeb
com.liferay	com.liferay.analytics.message.sender.api	3.5.6		ad34b8dc33d3369e739463a6317e57082113e577
com.liferay	com.liferay.analytics.message.sender.api	3.5.7		1127cb8fa3fc3c0564409b65a7d5416d943fa02a
com.liferay	com.liferay.analytics.message.sender.api	4.0.0		3191da4f3b5dc1e7eb593279084ce0924a5b4b7c
com.liferay	com.liferay.analytics.message.sender.api	4.0.1		7b5e6e4480750601e7e0c153f42f3159fb81d0fa
com.liferay	com.liferay.analytics.message.sender.api	4.1.0		835e9046410aff285a2a71ddbf95a1377a99d77c
com.liferay	com.liferay.analytics.message.sender.api	4.2.0		a199980266ed55878dd7b5ef7e3db501a0f328fc
com.liferay	com.liferay.analytics.message.sender.api	4.2.1		9f3a797a783e722a9968ad284de7aea82654ee6d
com.liferay	com.liferay.analytics.message.sender.api	4.3.0		bf3068ae42cd7c919c27ab711fce994b3a2b507c
com.liferay	com.liferay.analytics.message.sender.api	4.3.1		5d55ebe7252394b230e0ff0c534657d20f4b3992
com.liferay	com.liferay.analytics.message.sender.api	4.3.2		d8a3626f80dd0b856116873d7b81eea6cf921070
com.liferay	com.liferay.analytics.message.sender.api	4.4.0		cb0f6cf16de608f3d5bc526898e27f65b68a2268
com.liferay	com.liferay.analytics.message.sender.api	4.4.1		af11ceb14a8bc9d99de5c338a0624da1c9a8075b
com.liferay	com.liferay.analytics.message.sender.api	4.4.2		270f1cf966794958d186e92b366c06f92c8b3a66
com.liferay	com.liferay.analytics.message.sender.api	4.4.3		d4a058080ad7fc67dce6b3f200d7cd20cd0dab50
com.liferay	com.liferay.analytics.message.sender.api	4.4.4		fb9cc9670c20eede748de1d3bb42e2f70cc45d8e
com.liferay	com.liferay.analytics.message.sender.api	4.4.5		c7a12891b0493b028b12dde0ac532622b8ed8e61
com.liferay	com.liferay.analytics.message.sender.api	4.4.6		ea3e2548995c5783d37fccc8cc31e9fe29b8cd6f
com.liferay	com.liferay.analytics.message.sender.api	4.4.7		79f9b7f69afacfa22a3baccb5c035a42a8957a6a
com.liferay	com.liferay.analytics.message.sender.api	4.4.8		63d707478e611905ad59a3baad86d7823fdb2dbd
com.liferay	com.liferay.analytics.message.sender.api	4.4.9		feabe220c50f4aaccf9bd407ac9977fbacb0f14e
com.liferay	com.liferay.analytics.message.sender.api	5.0.0		bf8f707e52e23dad141c457f0eafa0e7ae889ec2
com.liferay	com.liferay.analytics.message.sender.api	5.0.1		0789aca79357b8504faecdfbbd7f84a79b61cf0c
com.liferay	com.liferay.analytics.message.sender.api	5.0.2		fad8f644581b6f8e6f95169de2dada9a5d1314c2
com.liferay	com.liferay.analytics.message.sender.api	6.0.0		63d99ba34fac3ffbf09ce96a24d5552e98ded62b
com.liferay	com.liferay.analytics.message.sender.api	6.0.1		8a95a8afce27ae988f3f535fcbb0fb261b7e2436
com.liferay	com.liferay.analytics.message.sender.api	6.0.10		de9dbe8c751e4e8f0f363b67903cba3955e136f2
com.liferay	com.liferay.analytics.message.sender.api	6.0.11		33ceb47b76a9cf938ef1a5e8b87eba8e5b1edbb1
com.liferay	com.liferay.analytics.message.sender.api	6.0.12		071a54394aee7c7df004c2b65eec914f363276ea
com.liferay	com.liferay.analytics.message.sender.api	6.0.2		7b16d1e1ed302800ce67000ee9585a7aff0573d4
com.liferay	com.liferay.analytics.message.sender.api	6.0.3		a5790268693a91a957eb3d99cf6d7be364ddf2c9
com.liferay	com.liferay.analytics.message.sender.api	6.0.4		1341b81b0cfa642d037be3f9fb93ec00e055e731
com.liferay	com.liferay.analytics.message.sender.api	6.0.5		1d689119490261e2fda8f12392fd9833c651b9e6
com.liferay	com.liferay.analytics.message.sender.api	6.0.6		7f73d5956d2133d9cc5a40f1d7969f234dedc0ee
com.liferay	com.liferay.analytics.message.sender.api	6.0.7		bad03e4bd9d62d987ddfbb792374ebbb5604d861
com.liferay	com.liferay.analytics.message.sender.api	6.0.8		456f44f320981ed33dc9dc751a63b8f488e63121
com.liferay	com.liferay.analytics.message.sender.api	6.0.9		23be45e34079d68c5b45089ab62409f97601d5d5
com.liferay	com.liferay.analytics.message.sender.api	6.1.0		5d8ed673576d68d0b1bb5c4526c6391791da046e
com.liferay	com.liferay.analytics.message.sender.api	6.1.1		c5456b2864224f0bf90b76ffea07f9426be21605
com.liferay	com.liferay.analytics.message.sender.api	6.1.2		23d312725e61848b99f2450137bf4d853a945307
com.liferay	com.liferay.analytics.message.sender.api	6.1.3		5858792c35753e98d4ee419fccd1edad151230b1
com.liferay	com.liferay.analytics.message.sender.api	6.1.4		e9880ca53f882dadd9accfc0aeaba8b825bd2650
com.liferay	com.liferay.analytics.message.sender.api	7.0.0		d88d2f7e73318b8d81e0140be0f47936aacc5e5d
com.liferay	com.liferay.analytics.message.sender.api	7.0.1		b08756e629b30cf1e90f003267120702e5a8b046
com.liferay	com.liferay.analytics.message.sender.api	8.0.0		8d9b5f6ca2dbd2bbded5dcd75e1969a79617e308
com.liferay	com.liferay.analytics.message.sender.api	8.0.1		c334dcaaf57e512862a614a55eede332275b678b
com.liferay	com.liferay.analytics.message.sender.api	8.0.2		6637544963c7ef876a92e3a8d3d8f13f30bbb3b1
com.liferay	com.liferay.analytics.message.sender.api	9.0.0		03af6ff3ae0f1aa3e5318a10c65538e6709109bc
com.liferay	com.liferay.analytics.message.sender.api	9.0.1		20f4ea332d6ecc1bde596cc7607a0c2042fd677a
com.liferay	com.liferay.analytics.message.sender.api	9.0.2		912576888df981dbecbcd9963759aa237d2a49a5
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	1.1.17		N/A
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	1.1.17	metadata	526e318b1acbf86f9fe9026d90ff93e0be9a4a75
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	1.1.18		N/A
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	1.1.18	metadata	482cf45b6feb25daa922fad6b18e3b523bc518ef
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	1.1.19		N/A
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	1.1.19	metadata	5bc54e733430a627cad7d40c2e89e25a9bd2044e
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	1.1.20		N/A
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	1.1.20	metadata	7ed983ee17bd8395bc394aadd280c7c477fbb6fd
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	1.1.21		N/A
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	1.1.21	metadata	0c8c5b71eb1e808fd2471d765ace211509ef66ae
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	2.0.0		N/A
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	2.0.0	metadata	8be964a1d0dd4b526cfe53b9cb3b3e9408265e77
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	2.0.1		N/A
com.michael-bull.kotlin-result	kotlin-result-coroutines-watchosx64	2.0.1	metadata	7f5cf9847fa1b67213acd5e5bf44d3d1aabd3c7b
com.pragmatickm	pragmatickm-task-bom	1.3.1		N/A
com.pragmatickm	pragmatickm-task-bom	1.4.0		N/A
com.pragmatickm	pragmatickm-task-bom	1.5.0		N/A
com.pragmatickm	pragmatickm-task-bom	1.6.0		N/A
com.pragmatickm	pragmatickm-task-bom	1.6.1		N/A
com.pragmatickm	pragmatickm-task-bom	1.7.0		N/A
com.pragmatickm	pragmatickm-task-bom	1.7.1		N/A
com.pragmatickm	pragmatickm-task-bom	1.7.2		N/A
com.pragmatickm	pragmatickm-task-bom	1.7.3		N/A
com.pushtorefresh.storio	content-resolver-annotations	1.10.0		82aac8f2e2bddba6d19050f748d813aa70714556
com.pushtorefresh.storio	content-resolver-annotations	1.11.0		308e05b8270b87cf0570ceaf6835b3da7ee876d3
com.pushtorefresh.storio	content-resolver-annotations	1.12.0		67a25765092406032fdd397b2349d8665b9b30bb
com.pushtorefresh.storio	content-resolver-annotations	1.12.1		987d8ef6f44cd0a3832ffa4e98b8cb42c6a09f07
com.pushtorefresh.storio	content-resolver-annotations	1.12.2		2dfca7a7f1e0af75bb000dd66349a7a5461bc4a1
com.pushtorefresh.storio	content-resolver-annotations	1.12.3		a7ee36a2d17ade348e11262ff790aefb5d02e85c
com.pushtorefresh.storio	content-resolver-annotations	1.13.0		6e3329cc28af1da1cf9db5d6f060a949b16355f6
com.pushtorefresh.storio	content-resolver-annotations	1.7.0		9d825a14db375e3b4764aba3e53aa2fa3c164f15
com.pushtorefresh.storio	content-resolver-annotations	1.8.0		3d2d7c63b3e7d12e094555a2a902d00f6ddad4af
com.pushtorefresh.storio	content-resolver-annotations	1.9.0		d1b8b5d672db65b822c1e28ad78e1ecc516361a0
com.pushtorefresh.storio	content-resolver-annotations	1.9.1		2f128331230bf5ecbd7d8bcc523159afe4429568
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.10.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.10.0	metadata	6c0a7cc2bf572927d6ad3cf619e38ad428cb2a0d
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.10.0-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.10.0-kotlin-1.6.0	metadata	93be6b987c9153869ae61405382670f89a16d9e0
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.10.0-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.10.0-new-mm	metadata	c8160a8e23b9f003aa746a05dff2cdab568a1b86
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.10.1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.10.1	metadata	5eb7f93b84cf37d38987852407a21073adcfd5ae
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.10.1-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.10.1-kotlin-1.6.0	metadata	e933e91a46b041e3216757bcc0c6735d18cd5e9e
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.10.1-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.10.1-new-mm	metadata	496c8fd3e1b55e86ff6b411708064c93848b0ae1
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.0	metadata	3e9f443afb82870e05ceb649a6df3f5c7030464c
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.0-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.0-kotlin-1.6.0	metadata	90a7522a2d6d0bbabf7b841662faca10f22ceb40
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.0-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.0-new-mm	metadata	74276c694483e3ddb2a5e38d3bbe6f0d9fd26575
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.1	metadata	d35dc9b0141328fa373304601ff037804937aaf1
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.1-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.1-kotlin-1.6.0	metadata	214c78ba670d59cf02f86054d707401fdd0d8d86
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.1-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.1-new-mm	metadata	d89b1282a08123dcc4fd4d618d4d0b5718b8101d
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.2	metadata	560af9e56de05048935a3237bbd7d55233d9cdba
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.2-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.2-kotlin-1.6.0	metadata	344df2b4649ed9f4451c218ee3537ade4b1c09f6
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.2-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.2-new-mm	metadata	96a70bb234700a68701e506021e59746516469a9
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.3		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.3	metadata	9f512dcb9832331fc6e9aa2e39d9f2d088fd378d
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.3-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.3-kotlin-1.6.0	metadata	3a8656b6bc02746d4f10b1d579a97baa207d73a0
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.3-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.3-new-mm	metadata	4b540a8cd41f1113c7a64de2c3bfcd927f2fb5c1
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.4		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.4	metadata	6d97bc6f740b9d364aedaa34cbcb251f63266136
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.4-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.4-kotlin-1.6.0	metadata	7c2d78e09a323eaceef52df55e6a4d41cee9b292
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.4-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.11.4-new-mm	metadata	abd3676b684e30f82ec226867b9864557386f800
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.0	metadata	3a40b6e22bb7fbcfed84851f04664268ea4463e8
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.0-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.0-new-mm	metadata	7047e191bf864915348776dbd1ef7388ccf2cc8a
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.1	metadata	df410daf3004ea975567a1ae946c924fc28644cc
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.1-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.1-new-mm	metadata	6206a1bcdc11900b2744e22089888055bcc0ee11
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2	metadata	050a0f4224f89f2619d0d2309c8908a7d3fc504e
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-kotlin-1.7.0-Beta		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-kotlin-1.7.0-Beta	metadata	dbfeadebc32164df10e703ae7991394edbc11d07
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-kotlin-1.7.0-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-kotlin-1.7.0-RC	metadata	9f14820f945285e588dca68ac63f56e3f9075ad8
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-kotlin-1.7.0-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-kotlin-1.7.0-RC2	metadata	93467ebf2a73dc2d97bcf6248b1a2756f36eb2c2
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-new-mm	metadata	9c7c3b2d9687737ccbbdcedb886adf1e56d791d9
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-new-mm-kotlin-1.7.0-Beta		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-new-mm-kotlin-1.7.0-Beta	metadata	459ab7729c78d6eddedbd334523aa067306ba6b5
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-new-mm-kotlin-1.7.0-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-new-mm-kotlin-1.7.0-RC	metadata	bcac04a2b56006d381ff656be675b2618bf73031
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-new-mm-kotlin-1.7.0-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.2-new-mm-kotlin-1.7.0-RC2	metadata	d6d2a417f4c53e9f307a4f81801365104f1e4d3d
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.3		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.3	metadata	638fd55fdc98062820bb78c1fe3ab3128381905f
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.3-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.3-new-mm	metadata	c187bea20ec3adc1b590dbeb6b282ee34ed37075
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.4		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.4	metadata	2a2d2a70b46797595f45677268121ddea108714b
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.4-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.4-new-mm	metadata	c37f81842248956e41d9e3c2e8514eef637992e2
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.5		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.5	metadata	e5ab72939bbe1b9194f414497df6efce4ae0504d
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.5-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.5-new-mm	metadata	c5bca4eec07c7d5f02a895deb899a0babb370273
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.6		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.6	metadata	ef71c2343e33801ef63da2c624b493df5970bf40
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.6-kotlin-1.7.20-Beta		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.6-kotlin-1.7.20-Beta	metadata	e0b44f6b6bcdd72b0dc4dc1ab2e45c5c7a94ddbf
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.6-kotlin-1.7.20-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.6-kotlin-1.7.20-RC	metadata	184e67b9923c8cce509ca33974e73672627ac4c9
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.6-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.12.6-new-mm	metadata	e5b52c126290fcbf0dce9e6acaa2891593e1a9df
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.0	metadata	2d88a81e87dd4926c7949d62dc89c407ec452033
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.0-kotlin-1.7.20-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.0-kotlin-1.7.20-RC	metadata	577bbcfb4cbc7ff27fce0e19f57e27e4fedafb59
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.1	metadata	fb48a37cd02f8f1adf9fda6866f8edf848a93d16
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.2	metadata	517b9fcb5001f790d72a774b4ce010be0fe5b166
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.2-kotlin-1.8.0-Beta		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.2-kotlin-1.8.0-Beta	metadata	8241d9e86ffc24774bd4e5d044b60f44112faa23
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.2-kotlin-1.8.0-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.2-kotlin-1.8.0-RC	metadata	57b20e473d577a32de400692011736b1b1d975e4
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.2-kotlin-1.8.0-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.2-kotlin-1.8.0-RC2	metadata	e8b872ab0614376e9a7d85cfdc35ca156d65aaca
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.3		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.13.3	metadata	2c45e22c5093f4a93e322cdba852808107734b26
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.6.0	metadata	ae9ae42fb2721de9340f9085c50b603563f5fdcd
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.7.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.7.0	metadata	4baad16bedd2953c6e5323c8a04837079f70fc56
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.8.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.8.0	metadata	eba2a0335d95a5b63d7112c478b576fc5bcd1cde
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.8.0-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.8.0-kotlin-1.6.0	metadata	6861bc7f858c09f3139d1165a253cd5bf43129d3
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.8.0-kotlin-1.6.0-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.8.0-kotlin-1.6.0-new-mm	metadata	5fe787992132381ca03672916c051b56859c9eda
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.9.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.9.0	metadata	21d023de933382f604b275af43a4b182305c0fb1
com.rickclephas.kmp	kmp-nativecoroutines-core-tvossimulatorarm64	0.9.0-kotlin-1.6.10		N/A
