au.com.dius	core	4.0.0-beta.0		22375fc9c9508bebc0be7119ce3996b3c8a859af
com.vertispan.j2cl	minifier	0.11.0-9336533b6		add3349484c01a2d194dcd3ef2b60dd04568363c
com.vertispan.j2cl	minifier	v20230718-1		760407cbb5e658cd8479f0e653ac288938cca4d1
com.walterjwhite.java.modules.file.modules	watcher	0.0.17		e556fffbc0a29ecac284d09512788b4683dbd325
com.willowtreeapps.hyperion	hyperion-plugin	0.9.10		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.11		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.12		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.13		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.14		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.15		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.16		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.17		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.18		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.19		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.20		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.21		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.22		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.23		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.24		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.25		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.26		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.27		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.29		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.3		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.30		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.31		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.32		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.33		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.34		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.36		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.37		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.38		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.4		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.5		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.6		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.7		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.8		N/A
com.willowtreeapps.hyperion	hyperion-plugin	0.9.9		N/A
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.30		d58bdeaf2493d5b1bfbfd65a3cb692dd1713f409
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.31		a504928a7a92269ae52176696ba8356498645d4a
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.32		f59cf7f2eb8ce58d1fd4bbe22e7dd57c36bfd13b
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.33		30517548f37f3aa1d264537d8c06f5dbc97814da
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.34		a4f1bbabf4f261f2784a15c81e47130b7d27e11b
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.35		b68a8ff35d1b74a19bd00c7aa5027cbd86570b2d
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.36		8b3521b08e5645518dddbcabfd640ea991be7671
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.37		069ec5cfb9136e9967fbccb9229ffdbf93987e44
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.38		98df6debead18f792ef6d69133ea173b405df29b
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.39		145e7a934e7e8117cb08ac2ca1e1514ea67c0003
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.40		23a3a2526b983df1020502ca4ec4e93797ee27d7
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.41		789066c3656bc907429a0bf19ebfb116a0ffc29f
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.42		63b126c2378bfbf84fc0abd140f41f054e400a56
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.42.1		b7a5af357d598e032a749680e837497657ce434b
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.43		e24e949f1c837e80bc1be08eabd769bc39e02800
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	0.9.44		4302d82f9c845412a4bde93e9de511055478fcbc
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	8.0.0		0dff616bdb016a5ada2aa32f7c6dc1d1d24ace4e
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	8.1.0		0357a89e893e1d3bbd61cf70fff6948272feb4df
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	8.1.1		a78c3ab52939891ef11f64523e35da590c0fa2b8
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	8.2.0		228dca71e30dd70c0e715de16be4f176d71b92b1
de.huxhorn.lilith	de.huxhorn.lilith.xml-logging	8.3.0		06886d96655a97fc0d362362771e0f80a9ac1f0f
dev.medzik	libcrypto	0.1.2		fa9463a0b016b6577691174f79f8e1c2ed3b8e5b
dev.medzik	libcrypto	0.1.3		e3087be011744e6a34498b6353527fded42118f5
dev.medzik	libcrypto	0.2.0		1de2ca7eb30d7c15a713fc95271762c07b57eb46
dev.medzik	libcrypto	0.2.1		7cb5ac90a4d3644a9584082ceda876af40a861df
dev.medzik	libcrypto	0.3.0		fb2230f975703ed89c6743a1b298c95fc92dbcfe
dev.medzik	libcrypto	0.3.1		fdd68147a173c589b9cf871022d63b57b49d5b95
dev.medzik	libcrypto	0.3.2		eaa64e0c0c908b96b7bedb3104496e38159f9a33
dev.medzik	libcrypto	0.4.0		a5f5a20c40ed67b901789b16cfd96b0c12afcaff
dev.medzik	libcrypto	0.5.0		4fdff540c56a67c0b16484423ec12b463531a656
dev.medzik	libcrypto	0.5.1		2bede54c3d20ddf837cf6f4a5c1cf8764b756cff
dev.medzik	libcrypto	0.5.2		6ba4854e7f5d791b2f0a70a6970addd1aa06c435
dev.medzik	libcrypto	0.5.3		c387955e9651bfa514dd37b1e8da8bf80c4e8781
dev.medzik	libcrypto	1.0.0		c7cb08021cde0cc13f0670f9dcafcaaea640051e
dev.medzik	libcrypto	1.1.0		8adc041ae1c9c5425b816c37ab01e69dbe0cac7b
dev.medzik	libcrypto	1.2.0		39188137eefd1fcfd315dd663312434c59ca0e6f
dev.zio	zio-aws-redshiftserverless_2.12	5.17.224.2		57b21903af1a7eb6d88cb0e8c96e3901e504c0b6
dev.zio	zio-aws-redshiftserverless_2.12	5.17.224.3		4ad189b26752016acbc1ac0b7b741be0b9e5f393
dev.zio	zio-aws-redshiftserverless_2.12	5.17.224.4		564243ffa2370adc4df463a8ad7a8658acf5c86b
dev.zio	zio-aws-redshiftserverless_2.12	5.17.225.1		4aef0a47fc8bf4ba8b03ec46bfd57fd46c8f1972
dev.zio	zio-aws-redshiftserverless_2.12	5.17.225.2		e2edd3dfe593eb30ed05a1ef149699a8e5039696
dev.zio	zio-aws-redshiftserverless_2.12	5.17.233.1		2ff2c94cd7ee51d088a872840b25a39ec8e7c90d
dev.zio	zio-aws-redshiftserverless_2.12	5.17.234.1		61a96f7a3e2cac5f3e377926c2fb5633230bbea7
dev.zio	zio-aws-redshiftserverless_2.12	5.17.239.1		42db8897b85822c3291951d501adb869f5ee57aa
dev.zio	zio-aws-redshiftserverless_2.12	5.17.239.4		1c9589cccf7ef374df8e604186f53082cd84fcd8
dev.zio	zio-aws-redshiftserverless_2.12	5.17.252.1		075966ed04629b7207f77dae0f2e73affcfebc0f
dev.zio	zio-aws-redshiftserverless_2.12	5.17.257.1		0ebe6dd13544e3bee4c0ff2b1a5472c653f25149
dev.zio	zio-aws-redshiftserverless_2.12	5.17.265.1		569e5d9eb2480daf0042ad3618ed5fdd696ca23b
dev.zio	zio-aws-redshiftserverless_2.12	5.17.267.1		4ade12f2503b93a39455a9d35b9965f784c1a32d
dev.zio	zio-aws-redshiftserverless_2.12	5.17.267.4		1d293e610043670c0b98b0a77e797388a97d48dd
dev.zio	zio-aws-redshiftserverless_2.12	5.17.267.6		e65ff9a84bb56cbddaac60953518cb475790b53b
dev.zio	zio-aws-redshiftserverless_2.12	5.17.267.7		eec8c6553517164d734fcfe3da2c74f7f6008798
dev.zio	zio-aws-redshiftserverless_2.12	5.17.269.1		79b1b2f536d533966e427bf6c488c5050e2a2eef
dev.zio	zio-aws-redshiftserverless_2.12	5.17.271.1		04f23a2d5b33097bc1e270f6eccad4bcca785619
dev.zio	zio-aws-redshiftserverless_2.12	5.17.280.1		6864975af099cc4f033bdec3ed384ba5fa23a704
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.1		2e39e42c8f33a51060bf50c740f55781ec833b67
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.10		d988a30348e26d486afe0da8c205950a167d9755
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.11		48b07e92f5c31482889c1d3cda83826aab962e76
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.12		d9cad27ce22588622363cefe8f16a5ba6c6653f3
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.13		86165e0c1024b24014887b9946e799094cacec8b
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.14		d88a8c121b22a1dba2930e1b1aa0e4b604979adc
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.15		3ab7f1459a8db28b854b8465e8a4b792e3af7712
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.16		2411a27d1dbdf2869fb646ef58adcde5cb4190bb
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.17		1fa578ecb3ce8402801d041b27775f3ca1cb3b67
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.18		03cbe27be4898fe9e2f8c5682e46972358de193a
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.19		e28d7035899dac220b4832a814427a093edb06f6
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.2		157acba03abb9d3db252460c4667520c4e9440b1
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.20		6bf7b32477472584630e68a3cf41e5c140c18cae
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.22		1481c76384f5e018b483917b81703e5e5ad19556
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.3		a581e4f542008ebf093cf283cc14daf43b29bfd0
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.4		01503ea1e62ac0057451e7ba6aeb5e908fe8249a
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.5		5a05b8057421ccac61b10291d384498c20af00fc
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.6		e01d609de777618cd4bbb77f1b2ae0cf7a24ef0e
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.8		ad79733d489a0d4edc30b06965c60192bf78e8cf
dev.zio	zio-aws-redshiftserverless_2.12	5.17.295.9		990cf8285aed6d5393136d88354573541a03c056
dev.zio	zio-aws-redshiftserverless_2.12	5.19.12.1		59933c244bacdb8db8dc3b652434a7f068ff63ae
dev.zio	zio-aws-redshiftserverless_2.12	5.19.17.1		517b71f7623ac7cc862466d63dee6412f7ad39e4
dev.zio	zio-aws-redshiftserverless_2.12	5.19.17.2		cd26b5b271ace7d98b1e3cf0e2261adeb3589b11
dev.zio	zio-aws-redshiftserverless_2.12	5.19.26.1		658966b3c39b56e27f957f41e5dbf5fb99b294b4
dev.zio	zio-aws-redshiftserverless_2.12	5.19.31.1		7b839c93d69890bc72841d01b1762005dcb8db48
dev.zio	zio-aws-redshiftserverless_2.12	5.19.31.2		911c48de75562f16f01f15aa2212451315cedd0c
dev.zio	zio-aws-redshiftserverless_2.12	5.19.31.3		cdc96bf7b825c247b8eca2ed3c8c8d3ad5cc80dc
dev.zio	zio-aws-redshiftserverless_2.12	5.19.31.4		f215dd560d48ec273627ca1afdcc89d7ee30583a
dev.zio	zio-aws-redshiftserverless_2.12	5.19.31.5		bb56cce6e367a0195f946e69ad6b2d5b3cbfac31
dev.zio	zio-aws-redshiftserverless_2.12	5.19.33.1		072af5d7704c02255cc22a45e0439e4a02ea11ff
dev.zio	zio-aws-redshiftserverless_2.12	5.19.33.2		69cd8bb827d33fdec4e29b054f715bb11a59453c
dev.zio	zio-aws-redshiftserverless_2.12	5.19.7.1		cc71980cf5d09f846f96e4d817b46004bf8565a7
dev.zio	zio-aws-redshiftserverless_2.12	5.19.7.2		fb2f2d6ae5d73284d5d79638fba33e2a0809cbf1
dev.zio	zio-aws-redshiftserverless_2.12	5.19.7.3		26324e3699c56c814fed2d4a97766bf3e62d1468
dev.zio	zio-aws-redshiftserverless_2.12	5.19.7.4		fbfb1e5bdb835d4fed200da0b075a663d8ce143c
dev.zio	zio-aws-redshiftserverless_2.12	5.19.7.5		f9206bd2d722249532907bfdd215acb4bf2c9596
dev.zio	zio-aws-redshiftserverless_2.12	5.19.7.6		7d27b29d79b827154ed27aab8ec83121b6aed2b3
dev.zio	zio-aws-redshiftserverless_2.12	5.19.8.1		6af7b5d8f0eab3c6b8d8f96b43b3cbf08244859b
dev.zio	zio-aws-redshiftserverless_2.12	5.19.8.2		57e0567bbb9e3cf7bed44802ae9b950e3058d1e7
dev.zio	zio-aws-redshiftserverless_2.12	5.19.8.3		d07bf1fdcdc30fc3bc2a5b1f2abd8803eab2b9ec
dev.zio	zio-aws-redshiftserverless_2.12	5.19.8.4		f606a3c4c75d93c07e6f68265bd43329d4a4d70e
dev.zio	zio-aws-redshiftserverless_2.12	5.20.17.1		6cfa41d7dd3f73572739b278316309de1d10abde
dev.zio	zio-aws-redshiftserverless_2.12	5.20.17.2		c09fd744d288c8e78e67106f0e8b8f8c97376a64
dev.zio	zio-aws-redshiftserverless_2.12	5.20.22.1		ab5d6dcda2c68f3a2bcf77ddea32a30b483844a6
dev.zio	zio-aws-redshiftserverless_2.12	5.20.22.2		6d4665c1405c5047f51879969f738a22e51d61c8
dev.zio	zio-aws-redshiftserverless_2.12	5.20.22.3		cbe283b37f531b8c91c8483c406150f98f1eb408
dev.zio	zio-aws-redshiftserverless_2.12	5.20.32.1		8dbc940a31c52f53c387adb5d1c5001fb59aa61b
dev.zio	zio-aws-redshiftserverless_2.12	5.20.32.2		61c8986afc1d21610d8a4a2cdc58ca9b09eb2a57
dev.zio	zio-aws-redshiftserverless_2.12	5.20.37.1		9af9a09fa68369c33e66f42031ebf52f0e4c085b
dev.zio	zio-aws-redshiftserverless_2.12	5.20.42.1		71c0231e24df833df400f8ad867a7bf2bc7fa5e0
dev.zio	zio-aws-redshiftserverless_2.12	5.20.7.1		a9dc6a9033d98c17df144e4f4eea7ae1a46fd64b
dev.zio	zio-aws-redshiftserverless_2.12	5.20.7.2		553335104e3b8d8939f60bfcadb807e877024185
dev.zio	zio-aws-redshiftserverless_2.12	5.20.7.3		942794c9ca3799f7fd2e705374f4262a96a5089d
dev.zio	zio-aws-redshiftserverless_2.12	6.20.103.1		9cd6ce783d67986ade5150777b2f87834c8be877
dev.zio	zio-aws-redshiftserverless_2.12	6.20.103.2		45bc1d5baaabbd187b75b3567bdff48031a18ca9
dev.zio	zio-aws-redshiftserverless_2.12	6.20.115.1		0999102b1a33927340e84d847572f89badc14b92
dev.zio	zio-aws-redshiftserverless_2.12	6.20.115.2		290024b8c8e86da9d54c5271091577072f5cb0e6
dev.zio	zio-aws-redshiftserverless_2.12	6.20.120.1		3729c0ca111633280f6d91586a0f8e97e4239066
dev.zio	zio-aws-redshiftserverless_2.12	6.20.149.1		c1b4cadce79b2794bbf7deaa9b5d9a30042af1f5
dev.zio	zio-aws-redshiftserverless_2.12	6.20.149.2		7a162cf54da0771b2510fa2406b2cf56cd6ef88c
dev.zio	zio-aws-redshiftserverless_2.12	6.20.162.1		9013ce8fab5360d5822bc90cf81522918b3df705
dev.zio	zio-aws-redshiftserverless_2.12	6.20.162.2		78bd054d5792cf726df65f22a7e1e37bb2048c49
dev.zio	zio-aws-redshiftserverless_2.12	6.20.42.1		cbc15c175a911753ba03a2ae22331b07d06aaecc
dev.zio	zio-aws-redshiftserverless_2.12	6.20.42.2		b6d3667d4402adc25eaf9391b5d0d5b6dea2e1ea
dev.zio	zio-aws-redshiftserverless_2.12	6.20.47.1		4840cccab6e6ff0a24e3ef85b438dc06adf70eae
dev.zio	zio-aws-redshiftserverless_2.12	6.20.56.2		01493e42cfa7a53c5c073bb10477a98a2d86d8c9
dev.zio	zio-aws-redshiftserverless_2.12	6.20.58.1		3d4a4a39fe018f4c1d1eb30bc271063e078042f3
dev.zio	zio-aws-redshiftserverless_2.12	6.20.58.2		351176064a45d1b590ecdd60f8d8a57049bf3386
dev.zio	zio-aws-redshiftserverless_2.12	6.20.58.3		3bea15da709bb121846602a3ff61b16d7971133b
dev.zio	zio-aws-redshiftserverless_2.12	6.20.61.1		39d0adeab46201457eeed0b7c40d4e3e19522950
dev.zio	zio-aws-redshiftserverless_2.12	6.20.69.1		ff071dbea5286de11d11956c64fc801e96b4b128
dev.zio	zio-aws-redshiftserverless_2.12	6.20.69.2		8c4b2b50b24e745ba3eeac5fe2e32c82e9ce5c40
dev.zio	zio-aws-redshiftserverless_2.12	6.20.74.1		27cde34a77427ce587e780e192ec67baf51df5d0
dev.zio	zio-aws-redshiftserverless_2.12	6.20.74.2		a8406fc14b2899fbf13fceac0b98d9b5fc9ab34c
dev.zio	zio-aws-redshiftserverless_2.12	6.20.78.1		db1499458b6602d8626869c4428420a8ab21e4d9
dev.zio	zio-aws-redshiftserverless_2.12	6.20.78.2		d6d0381e98e3a35c1f041402ed97b52efddb8250
dev.zio	zio-aws-redshiftserverless_2.12	6.20.78.3		3f8ab5deea994383836a19a243bde4a0d04136cf
dev.zio	zio-aws-redshiftserverless_2.12	6.20.83.1		aa80131e7a6a43e48c6e6c536e0bfc11484f268c
dev.zio	zio-aws-redshiftserverless_2.12	6.20.83.2		6f85fbba24c5ef1452b3615a9287049d0cf3cfc9
dev.zio	zio-aws-redshiftserverless_2.12	6.20.97.2		f63b0034958382736b7e5422c00d2ab4c667ddf5
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.1		ab734a52fac812f58d55778055592390310c9d38
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.10		70e897bff644e0f8bd35b3baf768a82f4f9361c8
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.11		c9410f1cb8a9aaa63301e2c3931f3ee7be8021bf
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.12		12019576efee61b7ffad9be43c70930b876f182e
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.13		8e1a871e6610df7f278643b062c3448e05115926
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.15		6e00c3b32b66ae10b03370c9f74f501c202c553c
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.2		9e795994efc4aba814c5f521c000a712f5e17056
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.3		3cd509f33864ed72e5acfc232e9ac2778d6a845c
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.4		aef2da4d71ca34b2cb7438f29348fbdb72fb64f5
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.5		970461e72e068f2f17674d5ab641084a4db94d61
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.7		4073b6d244b160be6c6ca0bcb8b004a7556a7b33
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.8		aae056c0ec45e228e0d5f8e270d1a412505b8adf
dev.zio	zio-aws-redshiftserverless_2.12	7.21.15.9		d56edcac00b852d44d516a4bf3f0113effe775d4
dev.zio	zio-aws-redshiftserverless_2.12	7.28.24.2		86c3d9f15194a7d5dcb71a15ec2d3b700c1671bb
dev.zio	zio-aws-redshiftserverless_2.12	7.28.26.1		4318fa079f713ca68d578785fd44864efcc8f2ff
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.1		e0f779e9a474e8276c498aa1085be978d0686622
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.10		fb198938786d112858a0ba1acfaa53828e21db74
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.11		06b45ed9e4a97de084a800cdf057375b7ae5f1b0
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.12		d4c02895f9cc8f53ed542a7a123733ac0ab1f7ac
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.13		c6d34984ae189c70c2e226dcd8096640a27bb153
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.14		ca71dbd5ee31aab6217f6cf1d022998f124f36f4
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.15		3f8b309260abcfca788d69d79f161af0679fa443
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.16		eb62efc330073132ba9c7115a743ef37e22bf407
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.17		7c2f292fe08cbc123644421a6b2b4bcbba9e25dd
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.18		5f9ba17293888990ba45c57c094745ab1575a0d8
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.19		6d82777e3915c212374a9155426776d92763523f
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.2		b9e389111e44f3833b57b33c61accc831ccd54db
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.3		97b2a6233b0083c76d896eac2d10dea0b9bee245
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.4		f59fecfa6dcd3b262079e86c1e0ef7d0de2dd039
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.5		58fe37ff33291e839c98dd869dad1b6ea5f1e2ba
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.6		803cd77b8e2c929631a4f24022ae5a013a84dae3
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.7		3533a6117cbf22498e4573f20e47367405664c7a
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.8		0428bb5f7241b3f1c32fa79d8b38b432bf32a531
dev.zio	zio-aws-redshiftserverless_2.12	7.28.29.9		60fc07ffea63158fac6d6242c87179cc41611e4b
dev.zio	zio-aws-redshiftserverless_2.12	7.30.15.1		b90d5ec014b6bdf4ec78f1cf704e06cf065f0bca
dev.zio	zio-aws-redshiftserverless_2.12	7.30.15.2		40df1f1504461dc35dd0f4f1695040017f5c0e50
dev.zio	zio-aws-redshiftserverless_2.12	7.30.16.1		75dcb74da00d105338f3b8bf00591a08332f95b8
dev.zio	zio-aws-redshiftserverless_2.12	7.30.16.2		392cc15d25911cdd107b98fdd5ece8c5554ea03e
dev.zio	zio-aws-redshiftserverless_2.12	7.30.16.3		ac0f258e251f41c3ac5467c904e58ab51760bbd0
dev.zio	zio-aws-redshiftserverless_2.12	7.30.16.4		e04100cbbb23db320425c0e19f28266203289720
dev.zio	zio-aws-redshiftserverless_2.12	7.30.20.1		5a3e4a9f0f521e94ad2f59423799453078eccea5
dev.zio	zio-aws-redshiftserverless_2.12	7.30.22.1		a9211d7bf6209e7de2737bc819d74628a4a77ff8
dev.zio	zio-aws-redshiftserverless_2.12	7.30.22.2		f01cff2da571f865dd8a3d2ff8a032890030ccae
dev.zio	zio-aws-redshiftserverless_2.12	7.30.23.1		0a2af608fe99b7f6095cda3a3f2924cffe6b8cc7
dev.zio	zio-aws-redshiftserverless_2.12	7.30.24.1		75ff3f3ccd11c29d2dbb88c697c389f99b1ecbee
dev.zio	zio-aws-redshiftserverless_2.12	7.30.24.2		c55fe4ee15f037fef2ad0b8260dee34d4a414408
dev.zio	zio-aws-redshiftserverless_2.12	7.30.25.1		01e3070dc990e22468e09e1e1635961a826cb2c7
dev.zio	zio-aws-redshiftserverless_2.12	7.30.26.1		31188c7a8bbe03f0e276c3f687f24913cc608c62
dev.zio	zio-aws-redshiftserverless_2.12	7.30.27.1		d1d085b09aa21cfa7eabf8799bf728e34ac51a6e
dev.zio	zio-aws-redshiftserverless_2.12	7.30.27.2		24edd123050c34fc4fd32c0b4dbe8b43e439dd52
dev.zio	zio-aws-redshiftserverless_2.12	7.30.29.1		79840e99c1d14714c74648724c1731b362f18ff0
dev.zio	zio-aws-redshiftserverless_2.12	7.30.30.1		5e0de6e740620177c9ae241081f7dc47239ee3d2
dev.zio	zio-aws-redshiftserverless_2.12	7.30.31.1		bb21a2583c44d19814b0718e503a21c7c94e52f9
dev.zio	zio-aws-redshiftserverless_2.12	7.30.31.2		498233ef7d547abf6a83e9d2b05629e9307ff8a7
dev.zio	zio-aws-redshiftserverless_2.12	7.30.32.1		529757d1c7be68530aef04ac084d344d3dc9c905
dev.zio	zio-aws-redshiftserverless_2.12	7.30.33.1		0afb6d451678644447d88d6f6abc49033235a7c9
dev.zio	zio-aws-redshiftserverless_2.12	7.30.34.1		a0dee950a642b29e8a9ce4aea18ce7cccf87d7d8
dev.zio	zio-aws-redshiftserverless_2.12	7.30.34.2		a1a5775bb10e84c2b80e2110d9fcd3dbb489d4f4
dev.zio	zio-aws-redshiftserverless_2.12	7.30.35.1		aaa4f6b48030ca51271d4267e48a74f75d025f96
dev.zio	zio-aws-redshiftserverless_2.12	7.30.36.1		c40b0bbe25492f150699f4aa9296ee32d23f8bdd
dev.zio	zio-aws-redshiftserverless_2.12	7.30.37.1		75eb01ea708e511d5fc8c9553188bf09880b4e6c
dev.zio	zio-aws-redshiftserverless_2.12	7.30.38.1		fb58f859714affb3390a12b3b50baa8019e72711
dev.zio	zio-aws-redshiftserverless_2.12	7.30.38.2		95fe41ee47b4d10b54c38085f0147f32d9013036
dev.zio	zio-aws-redshiftserverless_2.12	7.31.0.1		fe0bd255b69eab0ce57c4180b460efc9d4322e35
dev.zio	zio-aws-redshiftserverless_2.12	7.31.1.1		ea7c9c67eb00d37d096000395e4c3b98233c2ea5
dev.zio	zio-aws-redshiftserverless_2.12	7.31.1.3		2a25dee4c995278f87288102e1c99106b98174c1
dev.zio	zio-aws-redshiftserverless_2.12	7.31.1.4		9d5def6c592c1f76239c00c328870668d0bea6ae
dev.zio	zio-aws-redshiftserverless_2.12	7.31.1.5		836ee8d4cd63e9101da37b5270013a5d9d77b25a
dev.zio	zio-aws-redshiftserverless_2.12	7.31.10.1		5aedbd5da61524e60a20f2151f1a25a0b984611f
dev.zio	zio-aws-redshiftserverless_2.12	7.31.11.1		6b198dc7b220cc5aabc4c1f7c5f95fbed77a7e94
dev.zio	zio-aws-redshiftserverless_2.12	7.31.13.1		2a954ba4781954a48db3a196c7451cd7c92cd2ba
dev.zio	zio-aws-redshiftserverless_2.12	7.31.14.1		8a5f627b4efd96f1babdff76aa8bb76b90c1eaae
dev.zio	zio-aws-redshiftserverless_2.12	7.31.15.1		9e49a83fa711d9933c04342bad9ad4ec8e61e74b
dev.zio	zio-aws-redshiftserverless_2.12	7.31.16.1		9a1a11539d92081e3793bb130fb6e722e75b12f8
dev.zio	zio-aws-redshiftserverless_2.12	7.31.16.2		d6b31dbfc98c2b51c2024c6e2cb309b1c22a3c26
dev.zio	zio-aws-redshiftserverless_2.12	7.31.17.1		fbcca77fb8bd5b4ef47fea686b6764e6d30e68d0
dev.zio	zio-aws-redshiftserverless_2.12	7.31.18.1		54c56aa13420cb0a076fcb8240ab041816bb7842
dev.zio	zio-aws-redshiftserverless_2.12	7.31.19.1		77ccb6480dfcf3e048e380cbc21d3c638abd34fc
dev.zio	zio-aws-redshiftserverless_2.12	7.31.2.1		6a891c16f331b227d0121baca843ba29594603d3
