cc.xbyter.cloud	xbyter-dependencies	0.0.1		N/A
io.ebean	ebean-platform-h2	13.1.0		a540f15722909ab6c9a549e6f6bec5521860d2b0
io.ebean	ebean-platform-h2	13.10.0		a93dd598db2dba176f3841d5762c3c9ea610ebb6
io.ebean	ebean-platform-h2	13.10.1		dfdbe9ccf4feb6cf4282f252c1991dfd9a86424e
io.ebean	ebean-platform-h2	13.10.2		8c4c8518c744e737a6edc9fbf80e83e7c04f0ddf
io.ebean	ebean-platform-h2	13.11.0		e18dccd11336ec7dc9d5afab2e97c355389b1dfb
io.ebean	ebean-platform-h2	13.11.1		a0eaa3c11cb7cb63347961e1ca468922cef8b432
io.ebean	ebean-platform-h2	13.11.2		1c8a31a7055e1f75565f535b798aa396d3e03197
io.ebean	ebean-platform-h2	13.11.2-beta-jakarta		7763b8975efff44c82016394fe2e6e90b5e86ba6
io.ebean	ebean-platform-h2	13.11.3		3bd26a426a2384a91f46576d5e78092bf3eb4c85
io.ebean	ebean-platform-h2	13.11.4		9ccb5e03964a7e7a0d924a1851093f02743e0a20
io.ebean	ebean-platform-h2	13.12.0		0d6192a1ddfb75e9f0b94e27b7d4abda42d6080d
io.ebean	ebean-platform-h2	13.13.0		c45c6c9cb02ea0850fa6b1eb11cbc75bc519904d
io.ebean	ebean-platform-h2	13.13.1		a6bfb8cfbc2ac3a076aee62b034526b32717cd87
io.ebean	ebean-platform-h2	13.13.1-beta-jakarta		991232f2ebd287a43ce0129b3a8bdc14debd6e4a
io.ebean	ebean-platform-h2	13.13.1-jakarta-beta		0c42160006a4042f3162a64e5cb46956da7b5dfd
io.ebean	ebean-platform-h2	13.13.2		b571de804121ad67b10abd09f6c820eaf263095d
io.ebean	ebean-platform-h2	13.14.0		f9184361e5e5c5e9ee9e1462df483e600ac5af2f
io.ebean	ebean-platform-h2	13.14.0-jakarta		06f8b9577e99964ce37836e781561bf09cc665b5
io.ebean	ebean-platform-h2	13.14.1		bf165d8fbaf8a939236fbe75715c255ece940a72
io.ebean	ebean-platform-h2	13.14.1-jakarta		c386d6f61f32130216a648e8d4adc38589c81cf2
io.ebean	ebean-platform-h2	13.15.0		93466e495992e529ecc0bf21c52da7f61bbf072d
io.ebean	ebean-platform-h2	13.15.0-jakarta		11b234f2f6d6067e9c76638f0fdcac62e9f4b9cc
io.ebean	ebean-platform-h2	13.15.1		7dd517d9de429316351a4eb24ed6c0f85ff238dc
io.ebean	ebean-platform-h2	13.15.1-jakarta		91f7c9df46dc14140fa0ae1353311dc4149a868c
io.ebean	ebean-platform-h2	13.15.2		85361b5d904353ec905a96ac079e7fc36fe08c81
io.ebean	ebean-platform-h2	13.15.2-jakarta		eb3e4f45d58c785ebd37639e1a7c00f58150029d
io.ebean	ebean-platform-h2	13.16.0		8e7a9bab9ba7828844130942e73f8beee0b264fc
io.ebean	ebean-platform-h2	13.16.0-jakarta		4c56db13e1bbdfbe3ef1a76679652daa85d2324d
io.ebean	ebean-platform-h2	13.17.0		0c03ad7edf06203d75a096f64ec6c97e052e1bd9
io.ebean	ebean-platform-h2	13.17.0-jakarta		bd8f395f4656d17589548be52359066b191f2f97
io.ebean	ebean-platform-h2	13.17.1		d7eb11e19aec20d0b6d95dbb1230c8455410a7d3
io.ebean	ebean-platform-h2	13.17.1-jakarta		9eadec88dffd8386a254b100ee12bcaad920eb44
io.ebean	ebean-platform-h2	13.17.1.1		96e539b868ae9f1a581e64f11594a2e9c8c26989
io.ebean	ebean-platform-h2	13.17.2		47e64a4f2fbf35d0897b9ed3d6abd08500ffc14c
io.ebean	ebean-platform-h2	13.17.2-jakarta		9ea2b778f57d64643e764f2a23729507efd03e66
io.ebean	ebean-platform-h2	13.17.3		a249e07678eaa792e3d3701696002d7571693eb2
io.ebean	ebean-platform-h2	13.17.3-jakarta		289aec58d7d949c0854805fbc70f259b2d4901e5
io.ebean	ebean-platform-h2	13.17.4		50d9b1d5d3e41c942945192ceb55e8a24b9550cc
io.ebean	ebean-platform-h2	13.17.4-jakarta		2e684bf3578d75086e55d015c03fb91aced9735f
io.ebean	ebean-platform-h2	13.18.0		c4fcd756687d2c2497bae1c21877872e43bc7fdd
io.ebean	ebean-platform-h2	13.18.0-jakarta		2a4ea11a09c254e0e6633e597c01757385dd24ce
io.ebean	ebean-platform-h2	13.19.0		cd04932642c12ff0ffe06ae45a95eaeaff7a4996
io.ebean	ebean-platform-h2	13.19.0-jakarta		9c96e8cd3429e15591113cfbee99b7ecac334e4d
io.ebean	ebean-platform-h2	13.2.0		5fc31f75b606838102998bf3decb97010432b198
io.ebean	ebean-platform-h2	13.20.0		9656d084fb13da0701eed89419362796270f13c8
io.ebean	ebean-platform-h2	13.20.0-jakarta		77ee21f382a13f76d62f7f4b0d2b7ab3a690f19c
io.ebean	ebean-platform-h2	13.20.1		d9e513d5f4814920fa3d2aa38408924758f51710
io.ebean	ebean-platform-h2	13.20.1-jakarta		fed0c1cb28d0099d15f0e6e06bb4293d6e6dd39a
io.ebean	ebean-platform-h2	13.21.0		e4bbbf2cc1e757c248ebe3a871ca53c1801b65f0
io.ebean	ebean-platform-h2	13.21.0-jakarta		2f4a2a5baab51a7858ce8b78d1be03f9a42edbe6
io.ebean	ebean-platform-h2	13.22.0		e6b5ac4ab18621336fbff3a69f70c53ed35b3882
io.ebean	ebean-platform-h2	13.22.0-jakarta		32b8784ba52ba1ff46860528fe439c1708fbcab3
io.ebean	ebean-platform-h2	13.22.1		1ed256e3b34a055abeb6212cad135853be81a223
io.ebean	ebean-platform-h2	13.22.1-jakarta		1cb82c2e45a7a727e020de9a4aebd3fc8df0e216
io.ebean	ebean-platform-h2	13.23.0		9825cfe30843b09bb50dde14c627b76ca975e970
io.ebean	ebean-platform-h2	13.23.0-jakarta		37307cef2ae40986ab396b03b89a0ae938f9b3fe
io.ebean	ebean-platform-h2	13.23.1		23adcc73abd3b5960df6442ae195a15eeab02753
io.ebean	ebean-platform-h2	13.23.1-jakarta		f0b9398483a525aa287afe927e20a0fc38eb2b50
io.ebean	ebean-platform-h2	13.23.2		777bde355105433c7f617328dae0ba4995e6419a
io.ebean	ebean-platform-h2	13.23.2-jakarta		2f2c253a425e903c96c7ae5987cbba367b65e33b
io.ebean	ebean-platform-h2	13.24.0		aec852fdee5594d5b60d78c6da0da7fb11426a3b
io.ebean	ebean-platform-h2	13.24.0-jakarta		101ef49ad83103a2f5302846ec9efb3272499db7
io.ebean	ebean-platform-h2	13.25.0		dbecc8205661fe8b7e542f1e2be01d6770865590
io.ebean	ebean-platform-h2	13.25.0-jakarta		755452d8be43a4b18d09d1f95ceb4dcd0070a937
io.ebean	ebean-platform-h2	13.25.1		1b642f07a8989fd9410468fc73f5af9371cb6583
io.ebean	ebean-platform-h2	13.25.1-jakarta		dda8c89c5fddf649060d0fc6a3e20602478dc33e
io.ebean	ebean-platform-h2	13.25.2		21e8fa79e4634b1d936eafd133328c276215d672
io.ebean	ebean-platform-h2	13.25.2-jakarta		e91f1e8984610a90cbe867249ab2aee72b498294
io.ebean	ebean-platform-h2	13.26.0		a1ae5f2df56166b41b26125edb17c4520abfc882
io.ebean	ebean-platform-h2	13.26.0-jakarta		9f2bce4bbb11011780ad2e2ccd1ed709cca9fe2d
io.ebean	ebean-platform-h2	13.26.1		3bd4a83f91470ec4eb753d403a5bbf3b4dd2ca7b
io.ebean	ebean-platform-h2	13.26.1-jakarta		ad1a79b422301c5369a6b5608ad3a1e738c1ff3d
io.ebean	ebean-platform-h2	13.26.1-jakarta-rc1		73d2650a65264f184ba20c81d4f9a85b262b7be9
io.ebean	ebean-platform-h2	13.3.0		c0594444682d169b4233199c6f016a41a1fcd425
io.ebean	ebean-platform-h2	13.3.1		5b1af4a48a7d0f7ecc722247c9daa2b9d1c6f51a
io.ebean	ebean-platform-h2	13.4.0		05ec20d1cecbdbfa320cc480566b66212b6e5404
io.ebean	ebean-platform-h2	13.4.1		03e4a9d36fb9aa2517c003140cb9b3303dcfeb9a
io.ebean	ebean-platform-h2	13.5.0		e6dcf96c97f843f67075315120ad277603955ddc
io.ebean	ebean-platform-h2	13.6.0		850d2f77e6a550e9b3bd558c5baf24e9077df0d1
io.ebean	ebean-platform-h2	13.6.1		7b1f65689e047f73e3c486a13a36d0462eb5ea0f
io.ebean	ebean-platform-h2	13.6.2		8b34e0195d7bf74465b24998fd2fa747c3318db0
io.ebean	ebean-platform-h2	13.6.3		e59875c3acfe1950244fad3972335faa7830fc32
io.ebean	ebean-platform-h2	13.6.4		1b91be69ca0b762d794a61685ccf1c694da47c64
io.ebean	ebean-platform-h2	13.6.5		cdc55e48b17c50144ad77f3fbb833e63180a497a
io.ebean	ebean-platform-h2	13.6.6		ebe414f81cb9fb5a21296fd0489a254ed7abe7df
io.ebean	ebean-platform-h2	13.7.0		e663746544ecc996ea4ba951179755a8a0a217f6
io.ebean	ebean-platform-h2	13.8.0		b2d326e741e6eb40be10ec1d1540752365ea9651
io.ebean	ebean-platform-h2	13.8.1		bee85992bbd24d26df89d35dc49301d17c579cb5
io.ebean	ebean-platform-h2	13.9.0		c325cfd0b084eed27744ddaa82b7840fba55640e
io.ebean	ebean-platform-h2	13.9.1		d20f917bf1cbfa25e3ebf3982acd9ee35ddc6a77
io.ebean	ebean-platform-h2	13.9.2		24dd9fc1856d9002e7ed957eebd779a4fad8fae0
io.ebean	ebean-platform-h2	13.9.3		4439546bda72537487b1a52accce47b4d9dabe91
io.ebean	ebean-platform-h2	14.0.0		bbf3c9d3b6d5b6e2fef9187175338160d12ce4b0
io.ebean	ebean-platform-h2	14.0.0-javax		0e79ea2a4ae8d56aa3ba90954926279142ad4f38
io.ebean	ebean-platform-h2	14.0.1		6773965c788ce501f12371ff30732b94e6bfb5db
io.ebean	ebean-platform-h2	14.0.1-javax		9dea8860ffdfa3613bc6880c6dcc8375a6545814
io.ebean	ebean-platform-h2	14.0.2		8cf0db9abfaf1b20c84e12cea119d434c7bc1282
io.ebean	ebean-platform-h2	14.0.2-javax		693bbba2ec76a446c69a2ca8bc0435e7a6bde0a2
io.ebean	ebean-platform-h2	14.0.2.1		287ff127aca442cb5a4ca25bd126c8df57ecaaa5
io.ebean	ebean-platform-h2	14.0.2.1-javax		001ae70c3d6b6563af4b806356cf9a676050f214
io.ebean	ebean-platform-h2	14.1.0		c1b68ca8210e6454227e63af45c7113aa063271c
io.ebean	ebean-platform-h2	14.1.0-javax		3d94a7d44158f47ddf86382f7ce235a164ebc2ad
io.ebean	ebean-platform-h2	14.10.0		6ce4db3cf0f3aa130aebebe756d4f3d90ad72251
io.ebean	ebean-platform-h2	14.10.0-javax		8850094b338fe524920de53dd6c5da9003077e18
io.ebean	ebean-platform-h2	14.11.0		f10c92cac3f4987b1b9f08d2ac648a6ea472a7e1
io.ebean	ebean-platform-h2	14.11.0-javax		61c7341b40220d85effd9b34dd69b7d67590b162
io.ebean	ebean-platform-h2	14.3.0		92488bcbbbf648d5b043956668ef87a8efc719fe
io.ebean	ebean-platform-h2	14.3.0-javax		bacff4e8a9bb5649439fcb8198bf9e82f03d017f
io.ebean	ebean-platform-h2	14.3.1		c6b642430497a3351c6952a46f828f904c7eac39
io.ebean	ebean-platform-h2	14.3.1-javax		a666a740372f477a6fc1d7899600acdbe186d075
io.ebean	ebean-platform-h2	14.4.0		ba70d8e9f98cb86194681a67c1ed180585111c59
io.ebean	ebean-platform-h2	14.4.0-javax		3646d40dec550b42a6864afd9093a34d4dfc7522
io.ebean	ebean-platform-h2	14.5.0		7b8e1796dfafa93b27958941ec72794d24f18f28
io.ebean	ebean-platform-h2	14.5.0-javax		9a9c92cf7acb356c97ddc24731cd2259e45f2b08
io.ebean	ebean-platform-h2	14.5.1		151a1ba307850239162f3439633d36b09f05b93b
io.ebean	ebean-platform-h2	14.5.1-javax		3086a0631150c958b2782fb4b9ccc3b2c7c17264
io.ebean	ebean-platform-h2	14.5.2		db2cedebc745739699574d6b8c33c787676a9e12
io.ebean	ebean-platform-h2	14.5.2-javax		acbbc22abe4cca0b511ce514e6be8b87ff1f5b89
io.ebean	ebean-platform-h2	14.6.0		ac5878f420624959df5496dd2c0f3483005b94d5
io.ebean	ebean-platform-h2	14.6.0-javax		9baf6911eb1080cc2bfde9e17bceb3c8af533e58
io.ebean	ebean-platform-h2	14.7.0		8650a3e3d1fa510428fb03f93552c998e12d1533
io.ebean	ebean-platform-h2	14.7.0-javax		5aede65a178daa8e3e8a63a0bf6ca34e2562aef1
io.ebean	ebean-platform-h2	14.8.0		0f7337aea9fe9a610d9e53bb754c82c2747b358b
io.ebean	ebean-platform-h2	14.8.0-javax		7885aa69d3b337a48a3f1bf9290f5ccfe25a1b4f
io.ebean	ebean-platform-h2	14.8.1		2b569272a8aac6e93dd65b39ad0925b609fd017d
io.ebean	ebean-platform-h2	14.8.1-javax		557aae92ad7f738533f02f2f25a230e1a5f2677f
io.ebean	ebean-platform-h2	14.8.2		70ca008f03281150c2ece16c1c45b41ddeb484ae
io.ebean	ebean-platform-h2	14.8.2-javax		d254026ec435322d30ae490e9b5c62efa6d95af5
io.ebean	ebean-platform-h2	14.9.0		a067e7775ef53c7a2692709c1b5ee0e2c8c67ec0
io.ebean	ebean-platform-h2	14.9.0-javax		cdfa8ac83f0066cbe542a5208be1f3fa7cbfedf9
io.ebean	ebean-platform-h2	15.0.0-RC		68ed9841643360cea9312284d5ad8ae538d8ab13
io.ebean	ebean-platform-h2	15.0.1		f97ca85e20ceadcf35d152f97ad668d6abda0386
io.ebean	ebean-platform-h2	15.0.2		3b12b56677ba92df2ece4dbe014f372d0d3e62dc
io.ebean	ebean-platform-h2	15.1.0		c602055f5077a899f55faabd0690c5600e7f333e
io.ebean	ebean-platform-h2	15.10.0		7ee93c52be1f71ebca617372678a2478e9d1218e
io.ebean	ebean-platform-h2	15.11.0		43bf5cc8aefd842505510e84248518ba2eeb7163
io.ebean	ebean-platform-h2	15.3.0		2d3123e4bca42213d5a12fc90a52d571949eec3d
io.ebean	ebean-platform-h2	15.3.1		a1ecd2c8477462e7e71211f09ebaf9a48351ac08
io.ebean	ebean-platform-h2	15.4.0		495b05a58f6b08dfc4ed116b2afb675a335c9d00
io.ebean	ebean-platform-h2	15.5.0		996aa4caf1167e4db51ffad1a62bac69579d1da2
io.ebean	ebean-platform-h2	15.5.1		26dfaf91033720d7a926b5d8ccdb463a49cda28b
io.ebean	ebean-platform-h2	15.5.2		c2fdd7f16fa79ca9c6643a8464bac6ebf27311ff
io.ebean	ebean-platform-h2	15.6.0		dc34223dfb1716d78564788ab6e9f7fa66b8e8e0
io.ebean	ebean-platform-h2	15.7.0		0817c8196251eb46d343379b2b6c0c1549a81d27
io.ebean	ebean-platform-h2	15.8.0		4a0facbd762cd6f0336cc7683700828e3f1a47fc
io.ebean	ebean-platform-h2	15.8.1		16af9970aa84b41901ec9cb0a6ff0ae461ba1d05
io.ebean	ebean-platform-h2	15.8.2		39ada73e440a7b92310727dfacbdefdec4328abd
io.ebean	ebean-platform-h2	15.9.0		ce210f0d45de4bb1c7fc9499a1803ca68be175fb
io.ebean	ebean-platform-h2	16.0.0-RC2		ec5ead2919eedf29472af15c7bc63c90e4e27e91
io.ebean	ebean-platform-h2	16.0.0-beta1		44a999a485df540b8962e98c8a28eb58d420a73d
io.ebean	ebean-platform-h2	16.0.0-rc1		4a09c2afbd0fbd85550483d42cf4eeded726b6c9
io.ebean	ebean-platform-h2	17.0.0-RC1		9933f5a058ceb537045324ae8c9e1face35495eb
io.ebean	ebean-platform-h2	17.0.0-RC2		0e88e2a00b49c750a7d4585d435e139a4b8b51d5
io.ebean	ebean-platform-h2	17.0.0-beta1		8d2630d0bd2e49d8acf5dbb92fe299d808fbb59f
io.github.ReleaseStandard.CodeEditorlogger-debug	logger-debug	1.0.0		dd07ce906c5b0ae0bba3db8dbdd21b1a619aaadb
io.github.ReleaseStandard.CodeEditorlogger-debug	logger-debug	1.0.0	onlyView	b92a08e848c4faee9919e6744e1475b6b1c5a3e0
io.github.ReleaseStandard.CodeEditorlogger-debug	logger-debug	62.65.0		dd07ce906c5b0ae0bba3db8dbdd21b1a619aaadb
io.github.ReleaseStandard.CodeEditorlogger-debug	logger-debug	62.65.0	onlyView	b92a08e848c4faee9919e6744e1475b6b1c5a3e0
io.github.breninsul	WebPDecoderJN	1.3-b		94df0907849315cee5a661713639aa8031b05ab0
io.github.danicma	connectivity-core-iosx64	1.1.4		N/A
io.github.danicma	connectivity-core-iosx64	1.1.4	metadata	f24f27873f562870fa1ff1552f4c6f48b96a7104
io.github.egonw.bacting	bioclipse	2.8.0.10		N/A
io.github.egonw.bacting	bioclipse	2.8.0.11		N/A
io.github.egonw.bacting	bioclipse	2.8.0.12		N/A
io.github.egonw.bacting	bioclipse	2.8.0.13		N/A
io.github.egonw.bacting	bioclipse	2.8.0.14		N/A
io.github.egonw.bacting	bioclipse	2.8.0.15		N/A
io.github.egonw.bacting	bioclipse	2.8.0.16		N/A
io.github.egonw.bacting	bioclipse	2.8.0.17		N/A
io.github.egonw.bacting	bioclipse	2.8.0.18		N/A
io.github.egonw.bacting	bioclipse	2.8.0.19		N/A
io.github.egonw.bacting	bioclipse	2.8.0.2		N/A
io.github.egonw.bacting	bioclipse	2.8.0.20		N/A
io.github.egonw.bacting	bioclipse	2.8.0.21		N/A
io.github.egonw.bacting	bioclipse	2.8.0.22		N/A
io.github.egonw.bacting	bioclipse	2.8.0.23		N/A
io.github.egonw.bacting	bioclipse	2.8.0.24		N/A
io.github.egonw.bacting	bioclipse	2.8.0.25		N/A
io.github.egonw.bacting	bioclipse	2.8.0.3		N/A
io.github.egonw.bacting	bioclipse	2.8.0.4		N/A
io.github.egonw.bacting	bioclipse	2.8.0.6		N/A
io.github.egonw.bacting	bioclipse	2.8.0.7		N/A
io.github.egonw.bacting	bioclipse	2.8.0.8		N/A
io.github.egonw.bacting	bioclipse	2.8.0.9		N/A
io.github.egonw.bacting	bioclipse	2.8.1.0		N/A
io.github.egonw.bacting	bioclipse	2.8.1.1		N/A
io.github.egonw.bacting	bioclipse	2.8.1.2		N/A
io.github.egonw.bacting	bioclipse	2.8.1.3		N/A
io.github.egonw.bacting	bioclipse	2.8.1.4		N/A
io.github.goudai	spring-boot-starter-kafka-transaction-producer	2.2.0		bdb1cc303bfac4e11614d0991bed208e911fcd78
io.github.goudai	spring-boot-starter-kafka-transaction-producer	2.2.1		ae3b12d140d921674e110dfacdfe5bc61edc3472
io.github.goudai	spring-boot-starter-kafka-transaction-producer	2.2.2		70c5a97adc1bb4c188547e04273b07fa63a9c268
io.github.gzaccaroni.smartparking	backend-app	1.0.0		5fe4a028df8ad3ad032983d450152d29ba625884
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.2.1		6ffd2851dc68a190e4b1fce832cc07d416cee56c
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.2.2		774f8507f39e1c26af51491df901f9569369d71e
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.2.3		3315b36c41447a26ea41e764059feec78c73d3e4
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.2.5		bb932b4df0fe6c8cc31033a0c67a1ed9430310a0
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.3.0		190c4748e6cd87c97fa53539ed97ddfdf3dc7053
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.4.0		3ee886f3a59603b1dbff143c2ef55603ad081eaa
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.4.1		15005ecf8c948c0ebf0c3c717c9f0bc2face2de3
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.4.2		14503ead8d771b886a071aec9efc6af219644949
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.5.0		0459326607b087f4f7e044d5a3ca2f4249dc2a7e
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.6.0		f0f7511b5caff289f953aaf6c46be79b2565b56f
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.6.1		c1145ff31d5283e528dc835e87975667754c471b
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.6.2		85adac9c84591995bdf9fe516ee0d670aff90a93
io.github.kalin-rudnicki	harness-csv_native0.4_3	4.6.3		a9e0afe5445b34cb7e662c352530d4fe1f817a83
io.github.kalin-rudnicki	harness-csv_native0.4_3	5.0.0		b3c42bc077a54806f6c3a51024bd8f3724eb30a9
io.github.kalin-rudnicki	harness-csv_native0.4_3	5.0.1		10db17ec8e55c4b7104ed7b00cff4e33f50a16a4
io.github.kalin-rudnicki	harness-csv_native0.4_3	5.0.2		23ce63119c0c841ed62bdee644e99e2cca50dc68
io.github.kalin-rudnicki	harness-csv_native0.4_3	5.0.3		5e7cf6e68023d865a32d64a0b17b05a94b8f9590
io.github.kalin-rudnicki	harness-csv_native0.4_3	5.0.4		7b2574488e8965682bc8ce8fe6502e16e5ffbd41
io.github.kalin-rudnicki	harness-csv_native0.4_3	5.1.0		5e29e19f2944c0ba4346257e73b53334b1fd9784
io.github.kalin-rudnicki	harness-csv_native0.4_3	5.1.1		e513c6e4e0b8135e395ad524b047eecd2ad993ad
io.github.kalin-rudnicki	harness-csv_native0.4_3	5.1.2		0b141c24e43c7f394d947347721d77dc8a1fcbca
io.github.kalin-rudnicki	harness-csv_native0.4_3	5.1.3		499b2fab2ce81b4fbeabea95b28cd3659fc2a39a
io.github.matrixainetwork	infura	1.0.0		e5a6a02863dbd74b3c9d03e620a652bca8ce6f07
io.github.open-coap	coap-netty	0.1.0-unknown		e3f21e8acb72fbe91bdd51880bb866504507cf2b
io.github.open-coap	coap-netty	6.14.0		aee1d62ee4442e74bcff020c5bafd1a41fccd40c
io.github.open-coap	coap-netty	6.14.1		7f5bcf88a919d7e06b2095ff686520517d8f748e
io.github.open-coap	coap-netty	6.15.0		d5805cdda279c0a59e3be7beef8014f27e95628d
io.github.open-coap	coap-netty	6.16.0		c13015818ac02691c4ad80b37c3c175e783d72c8
io.github.open-coap	coap-netty	6.16.1		af4b5538816149f6cdb561d8c459ff4267fb79e7
io.github.open-coap	coap-netty	6.16.2		f1a9a1da4de1aca339abd028be061f4deebcdf44
io.github.open-coap	coap-netty	6.17.0		0da28be98a4d887f95131720743fee01f27a984a
io.github.open-coap	coap-netty	6.17.1		50309e5c6c7f22feb8b79d55c83af051d229dac0
io.github.open-coap	coap-netty	6.18.0		f28799da86561507fc7b118388926e485df1f783
io.github.open-coap	coap-netty	6.19.0		57c7fbb371d2b28640f43372441c06fa1c1de258
io.github.open-coap	coap-netty	6.20.0		3372a515f6ba9f9ede4553d29c7df29310459247
io.github.open-coap	coap-netty	6.21.0		17c78abba5cac10ab4d6cc994f5d2ec047626c45
io.github.open-coap	coap-netty	6.22.0		00b02116fe2284f7cd2b02ff90cb7555d9e9d91f
io.github.open-coap	coap-netty	6.22.1		296b5b9b6ccd7c21672388dc8b688535cb9d1767
io.github.open-coap	coap-netty	6.22.2		c3f1d602be66e366719d185fce4ee188189eb16d
io.github.open-coap	coap-netty	6.22.3		2c3cfb73bbcce10bec7cab6127666af1b103f2b9
io.github.open-coap	coap-netty	6.23.0		b1c7831c3b86ff01b3fcb535d44973687eca19dd
io.github.open-coap	coap-netty	6.24.0		73598ef9d320898c64edc3566b753376448f8019
io.github.open-coap	coap-netty	6.24.1		e6775a4319bc32f5d356a80646844813cd5fa0a9
io.github.open-coap	coap-netty	6.24.2		79e8ba10fcd035ef00ae009e3c0fc8f61a81679e
io.github.open-coap	coap-netty	6.25.0		d876336ba711a31a5014616e079e25a0034f69c7
io.github.open-coap	coap-netty	6.25.2		4ccf80df32b988ac5446d03c620441a8cdb359dd
io.github.open-coap	coap-netty	6.26.0		10a7b85fbd0ea06cffa92cb5d5f11d792ae46c42
io.github.thebesteric.framework.agile	agile-logger-example	1.0.0		2c61a924e5bb4b472529af873352fd06ee17f946
io.github.thebesteric.framework.agile	agile-logger-example	1.0.1		84a433548084e074e410efdb1f4af5575b783205
io.github.thebesteric.framework.agile	agile-logger-example	1.0.10		967d8cd52d2ba58d4acb54ec36c986609fb3f4c3
io.github.thebesteric.framework.agile	agile-logger-example	1.0.11		1f3a78a49b3b48a00150bb2539da230dc8f76fc4
io.github.thebesteric.framework.agile	agile-logger-example	1.0.12		951d2550c7407058317cc306a9b9253bc144cbce
io.github.thebesteric.framework.agile	agile-logger-example	1.0.13		04a44451e0652efd7d2dd512f60488f438ec3d16
io.github.thebesteric.framework.agile	agile-logger-example	1.0.14		b172704aef785822329d65f4999406032d200dc5
io.github.thebesteric.framework.agile	agile-logger-example	1.0.15		625901a6d2ded064be84305f72dcf00d10581c44
io.github.thebesteric.framework.agile	agile-logger-example	1.0.16		e3a1c2e638390a44077e13c7e5885e045cefeb73
io.github.thebesteric.framework.agile	agile-logger-example	1.0.2		a71cd3250fa4e836dd5b0499450ea31431a2b37c
io.github.thebesteric.framework.agile	agile-logger-example	1.0.3		4fbf69a9e1a8a6222bc9a6a2ac4d1c96b9e76faf
io.github.thebesteric.framework.agile	agile-logger-example	1.0.4		87e093f19b4ae24a3514567ea9237222cfd80015
io.github.thebesteric.framework.agile	agile-logger-example	1.0.5		337d28f7a0dc432b392b04b29bd0eeb11c90d704
io.github.thebesteric.framework.agile	agile-logger-example	1.0.6		465e443d5d992c25062f670677da61538eaa005a
io.github.thebesteric.framework.agile	agile-logger-example	1.0.7		6f2dcb2a6a49484c61679d274b4c6e204a889664
io.github.thebesteric.framework.agile	agile-logger-example	1.0.8		c4d8821383fee9e35e207dc7e189fe180f1fc0ab
io.github.thebesteric.framework.agile	agile-logger-example	1.0.9		bd0fd99b6f3c7db83e8fb9444aaa946ff3807648
io.micronaut.views	micronaut-views-htmx	5.2.0		9e41ea08c5dc63d5332a2348e5397c31266c4403
io.micronaut.views	micronaut-views-htmx	5.2.1		c3a31a14fd2f16c0e31caee3bec75f7e1bc1b1f2
io.micronaut.views	micronaut-views-htmx	5.2.2		ac8f84c5979d9d5b067e3c72a76747d849d84060
io.micronaut.views	micronaut-views-htmx	5.3.0		cd602436f09ac585c88e7bb2d2d327b4cef2b78d
io.micronaut.views	micronaut-views-htmx	5.4.0		803ffc6391a645f18376650be115d45a206ae579
io.micronaut.views	micronaut-views-htmx	5.4.1		1c4051def6655686d8d99e8901317ce95c4d63d1
io.micronaut.views	micronaut-views-htmx	5.4.2		8a77c7dbafadefdf8c1487001fef2070d7882fe8
io.micronaut.views	micronaut-views-htmx	5.4.3		727b69afdc5286ba49ad77b3c1465a3181dde854
io.micronaut.views	micronaut-views-htmx	5.4.4		1aae81ddb295d17c99e43ee5b3cfd3ab9539534e
io.micronaut.views	micronaut-views-htmx	5.5.0		4bc9931fabf0a658dc4496e86bf5cf8a43c78cef
io.micronaut.views	micronaut-views-htmx	5.5.1		80921cebd579491e8087ada89e9e7ed00b66f998
io.micronaut.views	micronaut-views-htmx	5.6.0		3040c69c56cea2f66cc669168e2acb3a1e246544
io.micronaut.views	micronaut-views-htmx	5.7.0		c5b7d553e827f6c9fb7beb413e8e112607d159f8
io.polygenesis.generators	polygenesis-generator-spreadsheet	0.0.1		5da0e33135e5bd6775ea69b8218db106e17e0ebe
io.polygenesis.generators	polygenesis-generator-spreadsheet	0.0.2		a544315cb91b4fc1a3e9a58b0c84390c738f5355
io.polygenesis.generators	polygenesis-generator-spreadsheet	0.0.3		f171965686f19edc75a655a4b91a8f7c7937f97e
io.redlink.nlp	nlp-stanfordnlp-de	3.0.0		f028663807e0fadc1ab8812285726e4d339b9e6b
it.netgrid	jwcrc	0.0.2		56cf3aabba9404739144f50b328ee3774ba9cab4
it.netgrid	jwcrc	0.3.1		fd2ef58ff93206e8aea376403aa6622e1d39a9ce
it.netgrid	jwcrc	1.1.4		5c72099b18ec98934835b078e4d2b1abedb66d05
