app.summation.android	android-client	1.0		dc884fb9892f5da325b9374ee24cae05f9ed1169
com.github.duxvfeng	autoId-spring-boot-starter	1.0.0		N/A
com.github.duxvfeng	autoId-spring-boot-starter	1.0.1-RELEASE		255acf3031abee90b8620153706d8901447e06b1
com.github.duxvfeng	autoId-spring-boot-starter	1.0.2-RELEASE		ea4e1a976b22e228f765e64903a88201927f0ccf
com.github.stone1234	EcoRestProxy	1.1.2		2217508d82f01c23179bb04fae702d8ae43a877c
com.github.tkrs	fluflu-sf_2.12	0.5.10		133d3e445374d07305003b47ef7937df6448d655
com.github.tkrs	fluflu-sf_2.12	0.5.11		fc3c4bd2e0192b04ffc908bb6509b1789fcbf6ec
com.github.tkrs	fluflu-sf_2.12	0.5.5		6f72f7f1b58460b798b4dbb222ab3d18976b008c
com.github.tkrs	fluflu-sf_2.12	0.5.6		95afbda474edb7cc986b37c93db1639b47cf557d
com.github.tkrs	fluflu-sf_2.12	0.5.7		b85ff7a1c0173c41a29df76ddc93551a9390fbda
com.github.tkrs	fluflu-sf_2.12	0.5.8		11e8b519efc6399fc9cffa1946255880f7d5f4c4
com.github.tkrs	fluflu-sf_2.12	0.5.9		4026504e8aab6aba27e8f152a4ad79b46e3476ee
com.github.yongyongwang	servlet-cors	0.0.1		0a4c9ca08b16ee44742c5495be8e42019157b600
com.github.yongyongwang	servlet-cors	0.0.2		86c2d6ee2fc895eeb00b74c678b13eccba769cb0
com.github.yongyongwang	servlet-cors	0.0.3		e2ee1c6fe29afcc77409ba23d1a04fa972d4e61d
com.github.yongyongwang	servlet-cors	0.0.4		4bb4241ea1a5ddee67c68961f0fea55fb5854479
com.github.yongyongwang	servlet-cors	0.0.5		aba61bb9f1b17c2730ac2ebb8dc97f87bf30cb9e
com.github.yongyongwang	servlet-cors	0.0.6		7fa3c22004ad3a50654e02674d43bb0de63ec407
com.github.yongyongwang	servlet-cors	0.0.7		492f0ed18484d52d64e38ac543557a6ef419a1a7
com.github.yongyongwang	servlet-cors	0.0.8		09451a6a71017aabb935b7fdc121e3ce6ffa2860
com.github.yongyongwang	servlet-cors	0.1.0		ad11344e7e5252b6ece9d585e0f975d31a1f721a
com.github.yongyongwang	servlet-cors	0.1.1		a58d62231c58878606a37e96f30561564ef24a84
com.github.yongyongwang	servlet-cors	0.1.2		fe200a3c43e3671634e217e7a9d7a5f831775a0e
com.github.yongyongwang	servlet-cors	0.1.3		e92d19660652340b3af50cd146fc3109f868bfbc
com.github.yongyongwang	servlet-cors	0.1.4		5905a57d572e1d36ab6b3fd1c2188d343d8798da
com.github.yongyongwang	servlet-cors	0.1.5		90d8f0a7a50ea937f56891941491168b8b86a9f6
com.github.yongyongwang	servlet-cors	0.1.6		ec4a88f87447b62f2438ed72190a099fc29f43dd
com.github.yongyongwang	servlet-cors	0.2.0		f4be87f9b3e10e44d0f293b3c98da2e94238c4db
com.github.yongyongwang	servlet-cors	0.2.1		51ddadd266bfb7ee3b4b13ab7b455040eebe9f95
com.github.yongyongwang	servlet-cors	0.2.2		f161d00e3bff7825620bb2811be8bcd7a5b35c45
com.github.yongyongwang	servlet-cors	0.2.3		5787bc196f09e222d4e7a8ef6c3fb5fcbb22f360
com.github.yongyongwang	servlet-cors	0.2.4		b7ef659453ee291ac26a623a3a9a682b5c9b0d51
com.gitlab.samarkand-nomad	nomad-cbec-id-cli	1.1.0		8fff6a09a62e6e3602d6ea5225398231a105b8de
com.gitlab.samarkand-nomad	nomad-cbec-id-cli	1.2.0		845edd766389ebdfcba3e1a9dfec55b5c3ea448d
com.gitlab.samarkand-nomad	nomad-cbec-id-cli	1.4.0		331607c2accad98d6b376d79e84f3023c8786014
com.gitlab.samarkand-nomad	nomad-cbec-id-cli	1.5.0		4c692e20d09ec09f98d428fbadb391808d373056
com.google.appengine.archetypes	appengine-standard-archetype	0.1.0		e6e07b80808aa648396ecd497552b1d7c211c623
com.google.appengine.archetypes	appengine-standard-archetype	0.1.1		83cc4574aab6d18cdaf359b6f819ccba71962b91
com.google.appengine.archetypes	appengine-standard-archetype	0.2.0		633bacb3d8d476460b9268145238a2f2ba63c599
com.google.appengine.archetypes	appengine-standard-archetype	0.3.0		10072467159b77e3718852e64d5a07e08aa08566
com.google.appengine.archetypes	appengine-standard-archetype	0.4.0		dd76958b522de96ff6e08d439a8c7440ac149025
com.google.appengine.archetypes	appengine-standard-archetype	1.0.0		cd15388865e26b0ddc8f83c73a09c686a8311a80
com.google.appengine.archetypes	appengine-standard-archetype	1.0.1		dbeb4a17f14e233b585f79d8f4e2e5da06ef75ba
com.google.appengine.archetypes	appengine-standard-archetype	1.0.2		76235eb7487ee8ccdd9c53185dbd80df7814251f
com.gu	cross-platform-navigation_2.12	1.0		7bd1671f444e46a4b6bf24cc03e1c8d18e0c57c7
com.gu	cross-platform-navigation_2.12	1.1		b4c0369ab9f149ccb6d8f0cf498d70a458ee1c06
com.gu	cross-platform-navigation_2.12	1.2		590b2a5e31a484a98453ee419a6c8dace6b5b31d
com.gu	cross-platform-navigation_2.12	1.3.0		f72ff9d3239ca0ed4030899da173f55c0629fd40
com.gu	cross-platform-navigation_2.12	1.3.1		2b415844ac87bfefff8ec0b9b3b7f416b891e4c1
com.intel.analytics.zoo	zoo-core-mkl-rh5	0.10.0		59e0a6fbaacc304e17e687f851a62347dfa9551d
com.intel.analytics.zoo	zoo-core-mkl-rh5	0.11.0		6077efd335fa9ed30278d2a7b0b6ff13afc73ff8
com.intel.analytics.zoo	zoo-core-mkl-rh5	0.9.1		bcbccace2fa28915494115a6cf2a885c6041dda9
com.intel.analytics.zoo	zoo-core-mkl-rh5	2.0.0		270944b5ce443d661be7aca217621dbef1bc1e0d
com.intel.analytics.zoo	zoo-core-mkl-rh5	2.1.0		0d18eb47aceaca82b4d88cca9647df2bad831c18
com.intel.analytics.zoo	zoo-core-mkl-rh5	2.2.0		3482f665b5efbb34800eeeef9a8f0d2cc6b252f2
com.intel.analytics.zoo	zoo-core-mkl-rh5	2.3.0		a9b3fba79fb9c62d2963362d2f988b34ca096e60
com.javasolver	jsr331-coin	2.0.1		0702d41faa5962206dcfc114f9b1888fde3df45c
com.javasolver	jsr331-coin	2.0.2		d1f0d4bafa157c35691fce98d67adfb595b901df
com.javasolver	jsr331-coin	2.0.3		2f0330f7fdcc7cc79c7907a5555f2e5adf4c4671
com.javasolver	jsr331-coin	2.0.4		50ef6b262f110e8a7d6c4dd2c88428433d258f58
com.javasolver	jsr331-coin	2.1.0		8d966d5e8eee4fcfeaabb760f41e36f4289d3dbd
com.javasolver	jsr331-coin	2.2.0		42f94074d32fd91e0a9162d3b5524b9b2ed1e64b
com.javasolver	jsr331-coin	2.3.0		80367ca7c9b9f33dee9af93043fba93d54bb735a
com.javasolver	jsr331-coin	2.3.1		814911dabc3fb79919bdc0adfd616d9dbeca01f3
com.javasolver	jsr331-coin	2.3.2		9e866166ba7ff659bfdd1ced3273fe4d5615d22a
com.javasolver	jsr331-coin	2.3.3		2ba2a8f12d6fa9678c633414ce25c3f15938adbe
com.lbayer	appup	0.1.10		26ba2fb2420891f67947a41891dafa7f86b31266
com.lbayer	appup	0.1.11		a02fdc1a01759dffda236dc933bdf0271e4ba965
com.lbayer	appup	0.1.12		6438f53b9a45367791b646ac32b8676d65b733c0
com.lbayer	appup	0.1.13		be98f3c28a1347f029f452a2a8f58aae3aa52bd9
com.lbayer	appup	0.1.14		948ea2de2f47a84b5040d1bd101d8e7e9d1728c0
com.lbayer	appup	0.1.2		b828d64d807523696c7f421dbbb9dfa9f909e1e4
com.lbayer	appup	0.1.3		68e36d871bb1ccb27aea944544322bf82ac8cdcc
com.lbayer	appup	0.1.4		7fc335711599ae9b7598fbf8790ea197c24fd1ed
com.lbayer	appup	0.1.5		d7b5b621c23463e29ff89d39dc09960a08da60bc
com.lbayer	appup	0.1.6		16394227099237d4be4fd9358fbba382ab73f3e2
com.lbayer	appup	0.1.7		75b8b7e530586c030bedb0700fb7902a9784aef6
com.lbayer	appup	0.1.8		9aa29e69bbeea7409db5e94e862ceb3998dd3e11
com.lbayer	appup	0.1.9		48d1895ba5b102c4e3010579a98b176f808030df
com.madgag.sample-gslrw	extra_3	0.0.3		f69ba683ec41dce8fb0fb040b2b53efabef47b4a
com.madgag.sample-gslrw	extra_3	0.1.0		440e535278413e514b4bd2b62778f9f6fe0a3036
com.madgag.sample-gslrw	extra_3	0.2.0		9789086d43122b867195721ea1f900e9b9388914
com.madgag.sample-gslrw	extra_3	0.3.0		ccafb5e960c5ea3704f7d46fcf66b2dd2039213e
com.madgag.sample-gslrw	extra_3	0.4.0		2018636826a3e438dc49d00cccfc5d1a86772427
com.madgag.sample-gslrw	extra_3	0.5.0		6e07139ea9e1e7470a2e7d03ce62397f9b9db495
com.madgag.sample-gslrw	extra_3	1.0.0		1fa93047fdf6ed0cc1911d460baa5e6570a6ca5f
com.madgag.sample-gslrw	extra_3	1.0.1		25fed5c77a6d1dbed9b1419d4d2756ba1710790d
com.madgag.sample-gslrw	extra_3	1.0.12		51b62dedf3b4118f3dd56d00686375dfbe61e869
com.madgag.sample-gslrw	extra_3	1.0.13		a182636252fc43f6a067f0da64f576177c08bfeb
com.madgag.sample-gslrw	extra_3	1.0.14		b91caf8051e030fcacca16a7f4940af16b989b17
com.madgag.sample-gslrw	extra_3	1.0.14-PREVIEW.feature1.2024-06-26T1201.254d3e67		880b874a839c8f9b668b830ef22f4f660239cb8f
com.madgag.sample-gslrw	extra_3	1.0.2		660166cae6068457685d011cc7cd23f7f71bc4f9
com.madgag.sample-gslrw	extra_3	1.0.5		e6a63f545f74fd66313a3aed742d79f2b763678f
com.madgag.sample-gslrw	extra_3	1.0.6		a34dd9f1dcc63631bb106c8d19c5d4bf284f7aa2
com.madgag.sample-gslrw	extra_3	1.0.6-PREVIEW.feature1.2023-12-31T1334.fd006d63		3aa39d26e42a923aaca7f21a37f0a4cd4ea79e0f
com.madgag.sample-gslrw	extra_3	1.0.6-PREVIEW.feature1.2024-01-03T1210.fd006d63		b30fccc59051021e8f70b355129928bf61819304
com.madgag.sample-gslrw	extra_3	1.0.7		430ab41da747b418e5e535caabf9eb83d0ce801a
com.madgag.sample-gslrw	extra_3	1.0.7-PREVIEW.feature1.2024-01-03T1621.42ed11d4		774c1193956657100ed9fbc53a925b68246b0693
com.madgag.sample-gslrw	extra_3	1.0.7-PREVIEW.feature1.2024-01-03T1627.42ed11d4		90d2352f246f5a667a2784305ccda0aa84ec1e07
com.madgag.sample-gslrw	extra_3	1.0.7-PREVIEW.feature1.2024-01-03T1735.42ed11d4		4ef54ea5dc9c1c635ed0a2209e434b7b69289af0
com.madgag.sample-gslrw	extra_3	1.0.7-PREVIEW.feature1.2024-01-03T1814.42ed11d4		b9aef8d26cc1faece4cd9163c8adb2f771ec1fd5
com.madgag.sample-gslrw	extra_3	1.0.7-PREVIEW.feature1.2024-01-03T1819.42ed11d4		5be36954bd8c9660b3f02e1693ad6a50ecffbdd6
com.madgag.sample-gslrw	extra_3	1.0.7-PREVIEW.feature1.2024-01-04T1013.42ed11d4		0075a108a0f97837b4c0a2852a24793f3a844359
com.madgag.sample-gslrw	extra_3	1.0.7-PREVIEW.feature1.2024-01-04T1204.42ed11d4		bb2ebb16718f1826caabbe8d5e2a7c3995fdfcce
com.madgag.sample-gslrw	extra_3	1.0.7-PREVIEW.feature1.2024-01-04T1230.42ed11d4		2c86caf226bb4945ef901f322c51cb686f2a6a88
com.madgag.sample-gslrw	extra_3	1.0.7-PREVIEW.feature1.2024-01-04T1650.42ed11d4		379cd12d0e7be932269821b9206eee895fd7230a
com.madgag.sample-gslrw	extra_3	1.0.8		1b13596e8698c7a2d54563653e94913bcad2cd8c
com.madgag.sample-gslrw	extra_3	1.0.9-PREVIEW.feature1.2024-01-04T1659.e6ec7f68		5c1053abf087fb94b9f5c74940c0d9530829263f
com.madgag.sample-gslrw	extra_3	1.0.9-PREVIEW.feature1.2024-01-09T1241.e6ec7f68		b72aa1e04681667492585a762d2619f279c12217
com.madgag.sample-gslrw	extra_3	1.0.9-PREVIEW.feature1.2024-01-13T1351.5cb54c31		83cec15b38ab6809254a316416f73c5436fc109b
com.mahdix	active-queue	0.1.0		c1a3e85b5f29b05fdb24273c0b153a01f6f09160
com.mahdix	active-queue	0.1.1		7e4da1dd5dd1e82f5d9891efd11c86d3bc445f77
com.mahdix	active-queue	0.1.2		b3e8afcc301483ae0792412d2551632aa8c593f2
com.mashape.analytics.agent	analytics-java-agent	1.0.0-alpha-1		bc1aa50fda01628c7dfc018989afa451cae2496d
com.mashape.analytics.agent	analytics-java-agent	1.0.0-alpha-2		bd42cb1ae5a2a4ac639ab5b859227006db2cea08
com.northdata.jhyphenator	jhyphenator	1.0.0		8395fe3d363567e38efb04ce14e2c45c4ede1f07
com.orange.labs.quickpass.tm	tm-api	1.4.5		953ebf633e1792d5c2a90ae45cdb7123a3f00527
com.seepine	tool	0.0.1		37d90a4a781bf604298bcddaceef5c14ee30983b
com.seepine	tool	0.0.10		c93b372e6acda8d4a7ecc60f0e0d24a30c4a81c8
com.seepine	tool	0.0.2		dda4cfcc6c973d54df828f95838fb422cf5e9770
com.seepine	tool	0.0.3		fc26b7ba9062b8235bc60e945e458571a7cfd9be
com.seepine	tool	0.0.4		a2ba4aa30998d1fc2d22c216612762ba6ca09302
com.seepine	tool	0.0.5		fd423808f352714d297d61e3682090f7d90dd663
com.seepine	tool	0.0.6		bd3d38ea2a4a51dd71677afdeaae1198fb514471
com.seepine	tool	0.0.7		827023ee6684a24ad76487c690fd330c901d6c64
com.seepine	tool	0.0.8		29f684b08460dc40a1c8ab3a7bf9ac9b370dfb63
com.seepine	tool	0.0.9		b162801af2c0d727a6e9fcbf1b389c3c8b677465
com.seepine	tool	0.1.0		e5421cbc4f059b09d511b879698d1c20c505b389
com.seepine	tool	0.2.0		2a1537cacb6bdd1b71825641bc5cda1d9a01dd85
com.seepine	tool	0.2.1		b86066a99ef33b032904bce197a207f1478e0c03
com.seepine	tool	0.2.2		508a2a0f4ec29f3a0e79d339ad072054446f2e7d
com.seepine	tool	0.2.3		bfc9c101a96674f7ca3a3d7c3c3afb57bdee0a5c
com.seepine	tool	0.2.4		13ef88ce43949f4eb000a81e2d6043769d3c1c7c
com.seepine	tool	0.2.5		6775aa56d2279193258f9ff74bdf0f0fcc80bcec
com.seepine	tool	0.2.6		93570751910915fbcfe2124579a6b457153817f8
com.seepine	tool	0.3.0		2d591989dc497b425fa88292843eea10bcd28e00
com.seepine	tool	0.3.1		c916b3f03f8f1a35819df7e28a141ce73a7d9fad
com.seepine	tool	0.3.10		7bc99f47db5e792085f4fb6b3856f5f7c5deac42
com.seepine	tool	0.3.11		9baacd2b77ada5eb1e6735ae3a121ec6c70ecbc3
com.seepine	tool	0.3.12		bfce75dbdc1e7a0f8b6a7ab68ee82985a31a202c
com.seepine	tool	0.3.13		c16a760840b1b159564cd43c7c84895672a1412b
com.seepine	tool	0.3.14		a4fef1a14913cc78bb3ae4c027d38536b398b933
com.seepine	tool	0.3.15		e10e8add5cb6adf6f385d81e144cea8bcb057139
com.seepine	tool	0.3.16		f7c20ef356c7d200ce41168a53dcda9eb84fd508
com.seepine	tool	0.3.17		a23ed312bd5a19a45f7bc5475e03110c6dfeb36f
com.seepine	tool	0.3.18		6302dfded24fd2d14b8a0edee16c706e0a8a86a1
com.seepine	tool	0.3.2		345c82079ea6ab6f3696d5a24da05c6b60acdcfb
com.seepine	tool	0.3.3		8489552eff3db1b9697ead35dddd528583502bac
com.seepine	tool	0.3.4		29acab73a7da648cc4d0d518264ec770dbf2fc74
com.seepine	tool	0.3.5		3792f735c20b567e53b082caf0bbaa780e3393c6
com.seepine	tool	0.3.6		ef5173b31b85b094576068a9c234e4736e8777f8
com.seepine	tool	0.3.7		c04580ce3403c52846b6d109008388cd4ec5830a
com.seepine	tool	0.3.8		75b5a3e61f7677a88f98982b85503d45316c9e87
com.seepine	tool	0.3.9		6b625620926d8b148f0ab2300bac44835e70a4eb
com.siashan	toolkit-image	1.0.8		f117507f8c6123e5562983b6a11a6c135b6d0845
com.siashan	toolkit-image	1.0.9		48af8739a8fcef05f925e6e9ce69aeb5331368da
com.siashan	toolkit-image	1.1.0		98326534abbbe20f08b3781ba29c1136fda479e3
com.siashan	toolkit-image	1.1.1		72c8dca1e1f28d4d071c6de31228fc64162dc8f2
com.siashan	toolkit-image	1.1.3		dc7cd419ce3f0128b0bf6d156913b3b44961318d
com.siashan	toolkit-image	1.1.4		ba4f6ed4bd6fbdd9e74b21e646dcadb4c41ebee8
com.siashan	toolkit-image	1.1.6		7479463f26dc6ba58794ad42c2dc5eb5b62083c9
com.siashan	toolkit-image	1.1.7		290a107b9416167a833839466f4f4d7de206f47b
com.siashan	toolkit-image	1.1.8		7a951d7c71521a34e16edede95d4bb19370f43e5
com.siashan	toolkit-image	1.1.9		5f7ed7903bca2dd805a914273ebdb986e772e120
com.siashan	toolkit-image	1.2.0		92cb1c221b87689f2ed3015d28ef68e0e1d84b14
com.siashan	toolkit-image	1.2.1		e34bc689b0e0d6cf40f3e91c42fc2733216d0a38
com.siashan	toolkit-image	1.2.2		94a21e9a7635901be0d02a45b19199c97f63fe60
com.siashan	toolkit-image	1.2.3		3ef37001cd3a8096c4a8fd5b0fa782da8eb79819
com.siashan	toolkit-image	1.2.4		ee7e7fe9645647235aa310f93582c698a90f742c
com.siashan	toolkit-image	1.2.5		b7883972af5154050fd35cb45ed7e353cb6c64f0
com.sigpwned	espresso	0.0.0		d854b0a67eb1bc3a4e1fe761dd3d85d8bb4b72eb
com.socialmetrix	mail-sender	0.5.0		62056047ea225cfcc873824d28bb5f8327ab481b
com.socialmetrix	mail-sender	0.5.1		a58c2fd0f48314f565c4a278fdf0fec3f4e9e5c1
com.soywiz	korlibs-chartype-tvossimulatorarm64	6.0.0-alpha2		N/A
com.soywiz	korlibs-chartype-tvossimulatorarm64	6.0.0-alpha2	metadata	0e32bce3cb3fd48ebf770014e0ac8a8d3d059c09
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.0-2020.0.6		f956ffdafef915ab22d139777df7e9517a6d614d
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.0-2021.0.9		e179b648ebadaeeeedcf1af16fcd87c82cab0f1f
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.0-2022.0.4		0c24028d09a4e55a966af92c4177e0eb392fb2a5
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.0-Hoxton.SR12		84d3b451f664c51c2221177dc971426ed9e8ef88
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.1-2020.0.6		e2be1f13ff47e377fb16bee7e5592e4b1517f283
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.1-2021.0.9		97b6b79a0657d2f5ebcc4f0f35408c407749cfad
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.1-2022.0.4		74381f52c5df2dac251c73ca592b0c520d91dd27
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.1-2023.0.0		bdc042b09cbe25512e7c3887a53657d109cb26b4
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.1-Hoxton.SR12		bbfefa7468304c017a3f0189839bf9829a243470
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.2-2020.0.6		464d11cf384c50cdcca4cf95adc131dd49474c75
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.2-2021.0.9		e8bc60619aece6b70bac4294434697ae96442dbe
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.2-2022.0.4		ea4621df083b41702c87953d8af75c38437c056a
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.2-2023.0.0		fb5a00cb251ab006932ba66580681e138236fa29
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.2-Hoxton.SR12		31c47a28ba09f6f17378f8673b433d3564ea2547
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.3-2021.0.9		2569cc01c470010569f14a274a989dcd6a0e947b
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.3-Hoxton.SR12		96edeecbd051c67530f97206598c627b9bb339cc
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.13.4-Hoxton.SR12		4ae4f9965d2777e5e7fdfcaaaf8c1521f05700ee
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.14.0-2022.0.5-RC2		b73c1cf0eac8fe74190f0ba8ea9404a95119b5d6
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.14.0-2022.0.5.RC1		93782eff5574747322438d6803f85a6fd125ee39
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.14.0-2023.0.0-RC1		28abe885be310fff5b0138d97496ab11d5a7cfaa
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.14.0-2023.0.0-RC2		6a566fe80c95837b707fd18f0b44c1d185a08b3e
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.14.0-Hoxton.SR12-RC1		a77f315d3474601650d50e370d3b1e6cc9bd7a20
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.14.0-Hoxton.SR12-RC2		8d5f649ea989c5e1a4d2d68f50576d2636a81daa
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	1.14.0-Hoxton.SR12-RC3		0250c71a3924cca443c131747d201e298d1f0a2a
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	2.0.0.0-2020.0.6		bdabb69fc9c5d92a11b015d767c933de90223fa8
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	2.0.0.0-2021.0.9		0eef4d9aa1c08feec3c7be3c587a9efbcf9248cc
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	2.0.0.0-2021.0.9-RC1		c71f15747bb17f3cd78a5ee2f62a0dd3aaedfeac
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	2.0.0.0-2022.0.5		2e7740286b53445511e641fb9ee0793ad1b47e6e
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	2.0.0.0-2022.0.5-RC1		5eb6bd899f6fbaf0f602b90b4027af8ee0206041
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	2.0.0.0-2022.0.5-RC2		82634132c6a87c345f53f9ff21adce697680df6c
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	2.0.0.0-2022.0.5-RC3		d9f20665daa83d60cf95fc693205fa08cf51a8a8
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	2.0.0.0-2022.0.5-RC4		73f5f0325f4e1a4a0ef3793ad3914986821b5112
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	2.0.0.0-Hoxton.SR12		56b35f39ea1afb98dfb9d076537b2ea40cd3b97b
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	2.0.0.1-Hoxton.SR12		4f0842c547f51845cf9ed3fc8c57bd134f25fba4
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	2.0.1.0-2021.0.9-RC1		765bbb2d61f449cddc49b8335b2da4a1b6be3de0
com.tencent.cloud	spring-cloud-starter-tencent-polaris-contract	2.0.1.0-2021.0.9-RC2		711d0b6d45900ff6e4b5092c8bf0d649c2c343a0
com.tlv8.chromium	tlv8.swt.browser.chromium.win32.win32.x86_64	1.0.0-RELEASE		b7754b22545e8c46fef5cb3ac8ab3c8d69549d48
com.tlv8.chromium	tlv8.swt.browser.chromium.win32.win32.x86_64	2.0.0		5e63f8e3b83f70223b2c42b3a3a61b6efa1d0c41
com.tlv8.chromium	tlv8.swt.browser.chromium.win32.win32.x86_64	2.1.0		b27852e542c0f261a0cf763d7dd73b9ec2a15689
com.tlv8.chromium	tlv8.swt.browser.chromium.win32.win32.x86_64	2.1.1		934f28e9089afe0de43adce341641a1ec3d958e1
com.tlv8.chromium	tlv8.swt.browser.chromium.win32.win32.x86_64	2.2.0		f987319167bc014f6032f0e827eeb85644631032
com.xebia	xef-filesystem-mingwx64	0.0.1		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.28		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.29		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.30		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.31		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.32		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.33		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.34		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.35		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.36		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.37		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.38		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.39		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.40		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.50		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.51		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.52		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.53		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.54		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.55		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.56		N/A
com.xebia	xef-filesystem-mingwx64	0.0.1-alpha.57		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.1		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.10		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.11		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.12		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.13		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.14		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.15		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.16		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.17		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.18		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.19		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.2		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.20		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.21		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.22		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.23		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.25		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.26		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.27		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.28		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.29		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.3		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.30		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.31		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.32		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.33		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.36		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.37		N/A
com.xebia	xef-filesystem-mingwx64	0.0.2-alpha.38		N/A
