ch.epfl.scala	zinc-ivy-integration_2.11	1.0.3+30-660ed3cb		7874c8addabba00f7dcd17538d8afb9dbf816892
com.avast	sst-jvm-pureconfig_2.12	0.6.5		f0690fc4bd3b420b0e034a9112f6b65ab0f244f2
com.avast	sst-jvm-pureconfig_2.12	0.6.6		441d3fadf5710d928e9a0a4de8985e76537379ea
com.avast	sst-jvm-pureconfig_2.12	0.7.0		fa07713bb0fb33d3d9d1fa8b19bca4a35b1ddcbd
com.avast	sst-jvm-pureconfig_2.12	0.7.1		e4d26c2701e1e98a95c9ea204c72edf30b52e4cf
com.avast	sst-jvm-pureconfig_2.12	0.7.2		f99a68518c86a6120fc4d956fad4c1b2a89f3111
com.avast	sst-jvm-pureconfig_2.12	0.7.3		840b9c365acd10837bd0b766940528b8fb32b865
com.avast	sst-jvm-pureconfig_2.12	0.8.0		e69f0f57490c90dd46c802db3f2f1c940fe8a304
com.avast	sst-jvm-pureconfig_2.12	0.9.0		c4b6c49a40e6ccc61bdc8416cfb666bc84bbe463
com.avast	sst-jvm-pureconfig_2.12	0.9.1		87e53c7815ba369b93b28084a6b1bcb18d7c73ab
com.belerweb	url-converter	1.0.0		5b2cd998e349354dbe22671692e6766820607177
com.claireneveu	macrame_2.11	1.2.6		8f903c81dd16e892b1c1081e2abf672f2290d8b9
com.d3xsystems	morpheus-excel	1.0.2		c797acc21fe8232450b30fd399d1c0190a51c0ea
com.d3xsystems	morpheus-excel	1.0.3		313661fd1895b8aa1ff8eb6223248e3d8ef82f7c
com.eed3si9n.eval	eval_3.2.0	0.2.0		9df6f46c05466e279b7b3677815ddff0601a485e
com.github.MDingas	ALTO	1.0.0		e1875269e115833f716b0f1785dd93dbd7463299
com.github.MDingas	ALTO	1.0.1		09ca78c463f7842d6aa6079269a822203f9ded8a
com.github.MDingas	ALTO	1.0.2		81da03523044acb0aed07dff8ec39df10467ab57
com.github.MDingas	ALTO	1.0.3		0f5c866c2c52604072fd966d6629cdee75efcd5d
com.github.adejanovski	cassandra-jdbc-wrapper	2.1.9		3291faae0ea1622cf138c34c72a0ba1fd88d34de
com.github.adejanovski	cassandra-jdbc-wrapper	3.0.0		1931d9e385aafbb58bec0e27b09c86f68f32a24f
com.github.adejanovski	cassandra-jdbc-wrapper	3.0.3		53b321c991ada3dce79b78aba97d796f8b02296e
com.github.adejanovski	cassandra-jdbc-wrapper	3.1.0		7e24f5667030b17f698167ac8664fe0304082ebf
com.github.jtakakura	gradle-robovm-plugin	0.0.1		b1004b7fa9e4a90bd3db1c69b0d01d9df79d88bb
com.github.jtakakura	gradle-robovm-plugin	0.0.10		f7290ab5128cb7ef3ec64dc8902aa75712af24d2
com.github.jtakakura	gradle-robovm-plugin	0.0.2		071a61de2651840281a5c6b4d97c9313e215032f
com.github.jtakakura	gradle-robovm-plugin	0.0.3		dd329891e300e81835e1c5263cae16a6df3fadc2
com.github.jtakakura	gradle-robovm-plugin	0.0.4		ff779b8d08d12bdcade61875cbca60dd1f4b43a5
com.github.jtakakura	gradle-robovm-plugin	0.0.5		7e5aefea386333b7f87cb61c7e4a85e59629cfc6
com.github.jtakakura	gradle-robovm-plugin	0.0.6		6a2c8f982a4b2164b189f590d16cf2e1ed5cc92b
com.github.jtakakura	gradle-robovm-plugin	0.0.7		67d375d8789bd629b82a2c3d471897c186e44b48
com.github.jtakakura	gradle-robovm-plugin	0.0.8		5775ffe979ff544974c952a5ca17bec6ff4c3802
com.github.jtakakura	gradle-robovm-plugin	0.0.9		7556a32796dff2a3eacf788ef17aef47eed6e9e9
com.github.julien-truffaut	monocle-unsafe_sjs1_2.12	1.6.3		1fb7e4ba2dfbdf9f3ede2e52f717e8f8baf0e737
com.github.julien-truffaut	monocle-unsafe_sjs1_2.12	1.7.0		70c6ce39a63a3ab406bc84c9011e7f5ec7073fa5
com.github.julien-truffaut	monocle-unsafe_sjs1_2.12	1.7.3		a6523813b3f7eb431f15c1bde84b6eb80c3fa623
com.github.julien-truffaut	monocle-unsafe_sjs1_2.12	2.0.3		b2d178a45eff1917091c4090ff898c1e7b6a7c02
com.github.julien-truffaut	monocle-unsafe_sjs1_2.12	2.0.4		3d80ab551dd61a3ecbddb1c8495c13da90b071e5
com.github.julien-truffaut	monocle-unsafe_sjs1_2.12	2.0.5		51ef7a3c842f2efd9a79d589d123ae57227ef268
com.github.julien-truffaut	monocle-unsafe_sjs1_2.12	2.1.0		c5192888246a5041f1d538756be61265f31b7dc5
com.github.seratch	ltsv4s_2.9.1	0.2.2		5c2df4d78250293e0553d1c9481a5320eff5109a
com.github.tminglei	slick-pg_joda-time_2.13	0.18.0		4aaf82212b3bb573ced4e54e4385c8a0832e77fe
com.github.tminglei	slick-pg_joda-time_2.13	0.18.1		e5ad75aecda5a789fe68bc4006e0e73d68c69bee
com.github.tminglei	slick-pg_joda-time_2.13	0.19.0		b487fdd3406b83e3a652fd1c26db22b3d33f0e23
com.github.tminglei	slick-pg_joda-time_2.13	0.19.1		9a8037d4998a469903ed57877df040fe1bc00056
com.github.tminglei	slick-pg_joda-time_2.13	0.19.2		8f07725f371617b0665fbbabfc88cefce330e38c
com.github.tminglei	slick-pg_joda-time_2.13	0.19.3		d6e95c0f111f3e29cc3adbafb17f73573fe59841
com.github.tminglei	slick-pg_joda-time_2.13	0.19.4		af02e60d659904bd1f9435ed3c623cd09df1cd9c
com.github.tminglei	slick-pg_joda-time_2.13	0.19.5		74064d6b23219d4f133964abe3871ed6190e936d
com.github.tminglei	slick-pg_joda-time_2.13	0.19.6		0d64a6a012604c56b8285267fde70c8dc9d777ea
com.github.tminglei	slick-pg_joda-time_2.13	0.19.7		8671567bf0b46b0b55f5564fb3d7b2b869b74c9c
com.github.tminglei	slick-pg_joda-time_2.13	0.20.0		b402b35a5fd698a05a36cf613fb28ea27e9ef7d9
com.github.tminglei	slick-pg_joda-time_2.13	0.20.1		6e0ce12dd3144398b45d39eca7df0464c27a9683
com.github.tminglei	slick-pg_joda-time_2.13	0.20.2		367f15fa1cd3bf0d4eefc777929604e4df7e9c67
com.github.tminglei	slick-pg_joda-time_2.13	0.20.3		397c72afaeeab4890d0ffca34855474c1b7ea9d7
com.github.tminglei	slick-pg_joda-time_2.13	0.20.4		b12909693f60e75369a9c53dc77fb4e7aaf0fe07
com.github.tminglei	slick-pg_joda-time_2.13	0.21.0		4c5e0e29aea46edb14cbe26bb77d054d050f46b8
com.github.tminglei	slick-pg_joda-time_2.13	0.21.0-M1		d0e893f43a9d2bd2eac28b5054eebcb8e947bf3d
com.github.tminglei	slick-pg_joda-time_2.13	0.21.1		e6f0d26d73c6b1c770bfbdead35d3db67ec28869
com.github.tminglei	slick-pg_joda-time_2.13	0.22.0		ddf6d8933c5894214090187f68bd42fecff83451
com.github.tminglei	slick-pg_joda-time_2.13	0.22.0-M1		db2fd3db62c5de98d9de1915431c491fc3e96fc3
com.github.tminglei	slick-pg_joda-time_2.13	0.22.0-M2		47e6433db6f23036d744d322a017c1fca8b52228
com.github.tminglei	slick-pg_joda-time_2.13	0.22.0-M3		28b927bd0397407e3472e98216292fb5026f0ff0
com.github.tminglei	slick-pg_joda-time_2.13	0.22.0-M4		107e44f35a5e114daaa2ba27ffdab8e1a5e2e144
com.github.tminglei	slick-pg_joda-time_2.13	0.22.0-M5		9c149ff07a41ddd910eb7194290a0ca66e8e8609
com.github.tminglei	slick-pg_joda-time_2.13	0.22.1		b183b6084b5bc0eeafd4d1109e2d7f8a949b9214
com.github.tminglei	slick-pg_joda-time_2.13	0.22.2		1c5e7b8e87e782b80efa4bed758a60e5b719389d
com.github.tminglei	slick-pg_joda-time_2.13	0.23.0		d1084f34f96bedfca4014d95fd99547eadb5c20a
com.guicedee.services	logback-core	1.2.0.0-jre16		474ecbf48b7a1c44200c9a445d94b7d63728ef59
com.guicedee.services	logback-core	1.2.0.1-jre11		e0b6b12d808a5fbad966cfd006397ecd8fc24999
com.guicedee.services	logback-core	1.2.0.1-jre15		cfdae63e551c6575f18d61aca4a052654ffa6071
com.guicedee.services	logback-core	1.2.0.1-jre16		60fa64a027fa43c877c85fd3cf3cd7d9152369b5
com.guicedee.services	logback-core	1.2.0.2-jre16		304b801a6e2e4c51596bddfbc62398b189e083b4
com.guicedee.services	logback-core	1.2.0.3-jre17-rc1		7dd8925c7843fdd6de4b89af9c44515838333cec
com.guicedee.services	logback-core	1.2.1.1-jre17		711ba24ca71265dc8122c697e6d3d698bc55abfd
com.guicedee.services	logback-core	1.2.1.2-jre17		313edfde208c2e2d4a8a7c7f6e599f403dc70f44
com.guicedee.services	logback-core	1.2.2.1		2bf257f2103559f4608d3bd89d01f5a98f916695
com.guicedee.services	logback-core	1.2.2.1-jre17		06807066035b4ccec0531becd2baa91366adf0b5
com.helger.bdve	ph-bdve-teapps	5.3.0		82d28ab1f580a9cb0c83103369aa1aebd448e05c
com.helger.bdve	ph-bdve-teapps	5.3.1		4c5fb6ee80a84d55a42079b51572509a09c1d18b
com.hypertino	language-utils_2.12	0.1.0		32311dd521e6f008df9491773e4835cfb58026a9
com.hypertino	language-utils_2.12	0.1.1		29a0c2349404a3cc27d18d13bab02529e33b68d7
com.hypertino	language-utils_2.12	0.1.2		c2f919682d46b2a8a5067b30ce3896256350b6c4
com.hypertino	language-utils_2.12	0.1.3		8eb94c8e951fcdc5819dc7ee22aa772cf4bcf40e
com.innoventsolutions.birt.runtime	org.apache.batik.dom.svg_1.7.0.v201011041433	4.8.0		1885836fe09a5b0ac7e5a68e6272276a91e62feb
com.legsem.legstar	legstar-coxbrt	1.5.10		11256a829bc66b3646b1ba2dafef8d7a68e0f246
com.legsem.legstar	legstar-coxbrt	1.5.2		e12a3fbcfd122a9b1128e6d04317fc5c533effe8
com.legsem.legstar	legstar-coxbrt	1.5.3		08fdecd870985a84c6335d0f0f3a67345a84e32d
com.legsem.legstar	legstar-coxbrt	1.5.4		5dc722e8da3522409d2ffe3b81e2a557a70237a3
com.legsem.legstar	legstar-coxbrt	1.5.5		7d2b4733efd936b394b507d3540ff98159c8c6e0
com.legsem.legstar	legstar-coxbrt	1.5.6		0b891cae269e687d0455bcfbf233fe1731589a4f
com.legsem.legstar	legstar-coxbrt	1.5.7		ecaf9ffe2fd49f54ca11b2a1ee62f92a2addc59f
com.legsem.legstar	legstar-coxbrt	1.5.8		485da4b06c130c3e6d258eb0569e0d28a605387f
com.legsem.legstar	legstar-coxbrt	1.5.9		fc63900b68c96e3723690e09b51fb783aada66db
com.legsem.legstar	legstar-coxbrt	1.6.0		4dadaf34e184a599fd9a932e5b5cc6a2618167c0
com.liferay	com.liferay.exportimport.changeset.web	1.0.0		57eeb86c17c44b9fe09c8157af67557972cbd49c
com.liferay	com.liferay.exportimport.changeset.web	1.0.0	jspc	25fcb2a32ab01b752db263a5ac2a12ebccfd06a4
com.liferay	com.liferay.exportimport.changeset.web	1.0.1		dbfd9ff49767a8b9c3b599abd0c812ca8e0a2bab
com.liferay	com.liferay.exportimport.changeset.web	1.0.1	jspc	40922e0144496e142c2e839659f00f6d70ed1683
com.liferay	com.liferay.exportimport.changeset.web	1.0.10		1b1113b4b04eca18c1e43b2b76dd4bad94d0b8de
com.liferay	com.liferay.exportimport.changeset.web	1.0.10	jspc	071eadd64f59927905ea7bfd0488373c33ecf7cb
com.liferay	com.liferay.exportimport.changeset.web	1.0.11		719fe15e18e6f4ddefba31423a8ca582d6eb15e4
com.liferay	com.liferay.exportimport.changeset.web	1.0.11	jspc	3050696e6e77ba7929c862242d6f4899ac958b8a
com.liferay	com.liferay.exportimport.changeset.web	1.0.12		4b91998d16f4daf6ed34a538fb886d0d6ddbf014
com.liferay	com.liferay.exportimport.changeset.web	1.0.12	jspc	39b2f39eaec3495cdd6409a949005fc2805220a5
com.liferay	com.liferay.exportimport.changeset.web	1.0.13		0614c3556240abcd8b8339c83bb8bcace2c43327
com.liferay	com.liferay.exportimport.changeset.web	1.0.13	jspc	2af556fc28b12a24b797b29c07d0af19ae234daa
com.liferay	com.liferay.exportimport.changeset.web	1.0.14		a7c07174991f2c4a1992ad611dafcd6626657066
com.liferay	com.liferay.exportimport.changeset.web	1.0.14	jspc	562c2bf3bdc72ecf8197663d7602d3f2144ab042
com.liferay	com.liferay.exportimport.changeset.web	1.0.15		0f447962e5ecbebaab2bd8fb27b4f3ea9fff6e0b
com.liferay	com.liferay.exportimport.changeset.web	1.0.15	jspc	c8bb2edfd819d8844db3870f8c50d4b705523b16
com.liferay	com.liferay.exportimport.changeset.web	1.0.16		71d466ff9f44aea610e937d62031328c6489b4a5
com.liferay	com.liferay.exportimport.changeset.web	1.0.16	jspc	60afe4fd6f684018213b10b5e14a302a3e1ed82a
com.liferay	com.liferay.exportimport.changeset.web	1.0.17		afdf0b7d9b9ae52df27ff59206f676cb4e63be22
com.liferay	com.liferay.exportimport.changeset.web	1.0.17	jspc	575aa516f3d380bc0a266f3a0288cd4de7360035
com.liferay	com.liferay.exportimport.changeset.web	1.0.18		523f9fd46760093d4f0939ad8c818e353a22f0f3
com.liferay	com.liferay.exportimport.changeset.web	1.0.18	jspc	dd3ae1c32a225e96314f3314d038b0ffff59287e
com.liferay	com.liferay.exportimport.changeset.web	1.0.19		64e60a7700c8236fc16123104d53849434e69a28
com.liferay	com.liferay.exportimport.changeset.web	1.0.19	jspc	206538246e8d90b678d3f70c159d0652d8aa5504
com.liferay	com.liferay.exportimport.changeset.web	1.0.2		f848608109605fe510e46b20fbd763b13ce44a21
com.liferay	com.liferay.exportimport.changeset.web	1.0.2	jspc	e7c647aad97f8970fa351a77f69a0d8b48de3c2b
com.liferay	com.liferay.exportimport.changeset.web	1.0.20		2a3f2b5b97fe188e194fa0f8997fa2e5a1f81578
com.liferay	com.liferay.exportimport.changeset.web	1.0.20	jspc	37a2147416aff09c4530c9fa0ce2c5485203cf3c
com.liferay	com.liferay.exportimport.changeset.web	1.0.21		169417fe9dbf57695aea1807f851ba070e74c7ac
com.liferay	com.liferay.exportimport.changeset.web	1.0.21	jspc	240ff139b0be57ec448e0d40c24c601dfc012964
com.liferay	com.liferay.exportimport.changeset.web	1.0.22		d079666b0423c747c23426ff98ae0d620e62c3df
com.liferay	com.liferay.exportimport.changeset.web	1.0.22	jspc	2865d286b450090dacfdd5e3f0ad759c3c50e1b9
com.liferay	com.liferay.exportimport.changeset.web	1.0.23		65cfd3c802314de0d7bb67626cbb295862836557
com.liferay	com.liferay.exportimport.changeset.web	1.0.23	jspc	0aa5b32fe66a5557b87642ae6d92b41991f27595
com.liferay	com.liferay.exportimport.changeset.web	1.0.24		a30361ade0d555ff9dfc9bf97afd3b74942dccd4
com.liferay	com.liferay.exportimport.changeset.web	1.0.24	jspc	4c14bd8b4617c01e67ab6fdba2778e06b3105ec0
com.liferay	com.liferay.exportimport.changeset.web	1.0.25		7b5894171952ea816b42ef3b8231b39a74e75eac
com.liferay	com.liferay.exportimport.changeset.web	1.0.25	jspc	eedc1613209df48f55c99c10dcb9828cbe608ed8
com.liferay	com.liferay.exportimport.changeset.web	1.0.26		5ad8f32520d723da01696ae1dbd9c727de2c0bfb
com.liferay	com.liferay.exportimport.changeset.web	1.0.26	jspc	b1cb54b1febbfe327aa3d794668be4b1e92e9d60
com.liferay	com.liferay.exportimport.changeset.web	1.0.3		487e518d5123b710f5c6765eb35bbc90fc82273d
com.liferay	com.liferay.exportimport.changeset.web	1.0.3	jspc	9a5678c8dabd0d9c8576a5e541c65354a42ac4f4
com.liferay	com.liferay.exportimport.changeset.web	1.0.4		45e678e415b5af0907ba5bb22a7f5eb9f1d4778f
com.liferay	com.liferay.exportimport.changeset.web	1.0.4	jspc	22df68caf6a4703d443fcb824f7f7b39cfcb1730
com.liferay	com.liferay.exportimport.changeset.web	1.0.5		25aff5c52aeeab8e468d299095ea06a6dd818381
com.liferay	com.liferay.exportimport.changeset.web	1.0.5	jspc	3e4884c699ef4a47c90ebcc179bc9f0616a8c73b
com.liferay	com.liferay.exportimport.changeset.web	1.0.6		ff2f7e039f32bcfa60ee83de60870d9b26868d76
com.liferay	com.liferay.exportimport.changeset.web	1.0.6	jspc	71ea529630b27de07f69261aabda7c5534b236c5
com.liferay	com.liferay.exportimport.changeset.web	1.0.7		f79f7a5299d4c73ff0759813b94d2be2c9cca773
com.liferay	com.liferay.exportimport.changeset.web	1.0.7	jspc	270281000e70e341b4f977e812b847675f24b45e
com.liferay	com.liferay.exportimport.changeset.web	1.0.8		023ec0c58fd90e2cf49e8994231d22019aa47a57
com.liferay	com.liferay.exportimport.changeset.web	1.0.8	jspc	8aab82b930d77279a25e28c4944dc85e8d772f3d
com.liferay	com.liferay.exportimport.changeset.web	1.0.9		8f4ba1486853ee82d9f609db3b7074d6b84d55fd
com.liferay	com.liferay.exportimport.changeset.web	1.0.9	jspc	b1af3fb6e1eae45f2fdfb4e83878d06e7cf00bec
com.liferay	com.liferay.exportimport.changeset.web	2.0.0		41f9d8a9818fbef4d714d0c3b4eca9bcc0c166be
com.liferay	com.liferay.exportimport.changeset.web	2.0.0	jspc	91fde777cd2bbba8fe1398166d873fb1a8b93f25
com.liferay	com.liferay.exportimport.changeset.web	2.0.1		afa8fe3951deceb3d70d418dfc5b901dde12eda0
com.liferay	com.liferay.exportimport.changeset.web	2.0.1	jspc	9c6dbbaf8d687f45057b29b9b98187045560a6cc
com.liferay	com.liferay.exportimport.changeset.web	2.0.10		10793e66bd2f2ba96c780ae93e2cf9533bdbe09d
com.liferay	com.liferay.exportimport.changeset.web	2.0.10	jspc	b6858e58c0e1e8b30a2dfcd3b10c06e3f1529106
com.liferay	com.liferay.exportimport.changeset.web	2.0.11		21c940b015ee3cb574f56668b34ba8ed38893789
com.liferay	com.liferay.exportimport.changeset.web	2.0.11	jspc	6f4636d0555174ddbfec7cc9b8a2735289099a51
com.liferay	com.liferay.exportimport.changeset.web	2.0.12		2d83552073a568aa27757eecc58d40bf1b3dbff5
com.liferay	com.liferay.exportimport.changeset.web	2.0.12	jspc	f758d6b37c4cfd578ffd7d49860034d5fbe841cd
com.liferay	com.liferay.exportimport.changeset.web	2.0.13		508718460dcf8294d6e3675b703f159f0da2ba3b
com.liferay	com.liferay.exportimport.changeset.web	2.0.13	jspc	6c567a32403eec0976d8d7cc26b464f41745c62b
com.liferay	com.liferay.exportimport.changeset.web	2.0.14		8a75b01354ae1630d944693fc716d799569e2285
com.liferay	com.liferay.exportimport.changeset.web	2.0.14	jspc	930e8b7175130b6e91c89fa3e46ff246cd10cb73
com.liferay	com.liferay.exportimport.changeset.web	2.0.2		07a0d3606bcabae7c831b4b088a1e61a22622040
com.liferay	com.liferay.exportimport.changeset.web	2.0.2	jspc	cca912fbea1922fe1d08ce606af720a8529921ca
com.liferay	com.liferay.exportimport.changeset.web	2.0.3		707074a53051da165efdaeeef17cfc541a42a5ca
com.liferay	com.liferay.exportimport.changeset.web	2.0.3	jspc	45dfa65c0d3bc33709db48c3e1a96008ec0bc260
com.liferay	com.liferay.exportimport.changeset.web	2.0.4		c64e345fc86ec792aaabf516c3a48d0e12ca8750
com.liferay	com.liferay.exportimport.changeset.web	2.0.4	jspc	0f9c995fc2fd84c6979e00f8ac491e22e1ea1317
com.liferay	com.liferay.exportimport.changeset.web	2.0.5		43bc9892aff8491c21afa304a90e263c538d844a
com.liferay	com.liferay.exportimport.changeset.web	2.0.5	jspc	418980004e38c14ac100a370236dabc1b596fee1
com.liferay	com.liferay.exportimport.changeset.web	2.0.6		012c999f24da4f5b8928e492656b8418885c507d
com.liferay	com.liferay.exportimport.changeset.web	2.0.6	jspc	540c36493a76b3ae953fb6df62586efd499d3851
com.liferay	com.liferay.exportimport.changeset.web	2.0.7		f4824bb226401bc7ca29416c69c727d5f4a417b8
com.liferay	com.liferay.exportimport.changeset.web	2.0.7	jspc	a4a5eacf20cae7609bba07d8f0b940d2a8455b70
com.liferay	com.liferay.exportimport.changeset.web	2.0.8		b8ee58bddb2f72f330c54d375e714ce37785d5e2
com.liferay	com.liferay.exportimport.changeset.web	2.0.8	jspc	f30857826830ab5b0880917ae585f3801dee49ed
com.liferay	com.liferay.exportimport.changeset.web	2.0.9		1276431f14534d611b187ceda49367de7cb003d8
com.liferay	com.liferay.exportimport.changeset.web	2.0.9	jspc	8a89a7f8216a8976bbaff067eb12b705104259b8
com.liferay	com.liferay.exportimport.changeset.web	3.0.0		46a8315fc13bf961c2cc9087012476f2a5265631
com.liferay	com.liferay.exportimport.changeset.web	3.0.0	jspc	c5230ed00bd15bd48a56d8093a01d5bd76e5b475
com.liferay	com.liferay.exportimport.changeset.web	3.0.1		903a1d7270ecc8e0fde3adbdee652f45829c3d5a
com.liferay	com.liferay.exportimport.changeset.web	3.0.1	jspc	5767402856aee555fd26aa228f17de9e415e6e2d
com.liferay	com.liferay.exportimport.changeset.web	3.0.10		ad9cd2aeba7429d36bfda52f4c7bd6d7f97e40d2
com.liferay	com.liferay.exportimport.changeset.web	3.0.10	jspc	1235c5baadf901fe6c25d06d06367f24c0a3aa2c
com.liferay	com.liferay.exportimport.changeset.web	3.0.11		ced1335a85ec612bde2584c6ddef606ef6645ce8
com.liferay	com.liferay.exportimport.changeset.web	3.0.11	jspc	ef4eb895f3c59bdfacd411eb96d7ffbc38a07ef5
com.liferay	com.liferay.exportimport.changeset.web	3.0.12		829c47a7e14255f8391ae6e518c5214edb6af2e9
com.liferay	com.liferay.exportimport.changeset.web	3.0.12	jspc	5f0913749a801051c3ae1cfaae6ff37388eaabac
com.liferay	com.liferay.exportimport.changeset.web	3.0.13		7da75b101162d56e1bb0f966b647952bd081aa0b
com.liferay	com.liferay.exportimport.changeset.web	3.0.13	jspc	7a909de433e33a7f4effc74fe18be69aeca8423d
com.liferay	com.liferay.exportimport.changeset.web	3.0.14		9b13b31c96b397b5ceeed0349c6ab217ea7208ab
com.liferay	com.liferay.exportimport.changeset.web	3.0.14	jspc	7ad9f06d61260a409a00060e81c6e0b52afb7c11
com.liferay	com.liferay.exportimport.changeset.web	3.0.15		30ebfda04b319c83744304dce8ea052c56df715a
com.liferay	com.liferay.exportimport.changeset.web	3.0.15	jspc	576674a6ace6f1679e6afe91888edc915dc25229
com.liferay	com.liferay.exportimport.changeset.web	3.0.2		a3a5c3f1451f478190ee7d01006a393d4b942988
com.liferay	com.liferay.exportimport.changeset.web	3.0.2	jspc	a29cfaef69e0038c43789bfb99a3072694efad60
com.liferay	com.liferay.exportimport.changeset.web	3.0.3		ffcd9b18211faf46740dc151a524fb8c2ea37afe
com.liferay	com.liferay.exportimport.changeset.web	3.0.3	jspc	7d5b9682bec6a1e39e0513302bb2effa2932c3d4
com.liferay	com.liferay.exportimport.changeset.web	3.0.4		35996cf8e996bae9660bb6c45bbf11126cf04ae1
com.liferay	com.liferay.exportimport.changeset.web	3.0.4	jspc	8045c241d24fbc8e48d284dab85fd8ec89660ee4
com.liferay	com.liferay.exportimport.changeset.web	3.0.5		e132660428e9072089ccaa80ccb10170a399c9cb
com.liferay	com.liferay.exportimport.changeset.web	3.0.5	jspc	3ccf2d9d86b3d1403e957c501a658dce4a558626
com.liferay	com.liferay.exportimport.changeset.web	3.0.6		35dad83fd2186b3d236855c7a00997035823fecc
com.liferay	com.liferay.exportimport.changeset.web	3.0.6	jspc	9170219d64a16ceb2724a1d5cfbdefa642f56a48
com.liferay	com.liferay.exportimport.changeset.web	3.0.7		5ce2f511ca6aa82a8a95e20ed5ac7258126dc253
com.liferay	com.liferay.exportimport.changeset.web	3.0.7	jspc	97824250fb69535508321ca223b080afbffcddb4
com.liferay	com.liferay.exportimport.changeset.web	3.0.8		a31ac430d0d3d42918a60df881e59cf06f875531
com.liferay	com.liferay.exportimport.changeset.web	3.0.8	jspc	3da6c0e6ff8f90cec3dcf7d9bd2e3172a94dc3f4
com.liferay	com.liferay.exportimport.changeset.web	3.0.9		07a38f6eeba9a790cc54a096f22d86eb2705f2f6
com.liferay	com.liferay.exportimport.changeset.web	3.0.9	jspc	f72f75af93306774aec691e39aba3f1bcc538d2e
com.liferay	com.liferay.exportimport.changeset.web	4.0.0		fff551e95f9c9beee1d1147c1a6da179547639eb
com.liferay	com.liferay.exportimport.changeset.web	4.0.0	jspc	7736ec24fbeb68d0914a2b64ae7aae62d0e26177
com.liferay	com.liferay.exportimport.changeset.web	4.0.1		76485cb40951fb06f0a70840d7a71d21c9e2f275
com.liferay	com.liferay.exportimport.changeset.web	4.0.1	jspc	208d00890d18d826da978d6b223622f583613aab
com.liferay	com.liferay.exportimport.changeset.web	4.0.10		538076a11fec9fca1e805826ebb562f4e29a7814
com.liferay	com.liferay.exportimport.changeset.web	4.0.10	jspc	03092893f9570e438105e5d9b6b6dffff565a8bf
com.liferay	com.liferay.exportimport.changeset.web	4.0.11		4b139f449f90eac4ef218b68ef09140249d0eeb1
com.liferay	com.liferay.exportimport.changeset.web	4.0.11	jspc	2878ca05758b1544e0e4af997744429488d780df
com.liferay	com.liferay.exportimport.changeset.web	4.0.12		9f5c7d72b137bb5f6a7129ff48ea2d07a2c5c21b
com.liferay	com.liferay.exportimport.changeset.web	4.0.12	jspc	4443b064a22a4b2690169f87c023845c6310afcd
com.liferay	com.liferay.exportimport.changeset.web	4.0.13		5de26eae33ea144db3aed41ccfb0a04613921dec
com.liferay	com.liferay.exportimport.changeset.web	4.0.13	jspc	dbfffccb27225297f3bef827b095eacdc6805569
com.liferay	com.liferay.exportimport.changeset.web	4.0.14		3987b8754f269cd7167e19402acfc4effd9c6691
com.liferay	com.liferay.exportimport.changeset.web	4.0.14	jspc	daca1715fd8284a768d2dfec0c4a827183b98231
com.liferay	com.liferay.exportimport.changeset.web	4.0.15		6a18531b8d478e3c125aca5313cf1452bd432e29
com.liferay	com.liferay.exportimport.changeset.web	4.0.15	jspc	86ee4d110aab2aed55edd19e39c7960f7efd4291
com.liferay	com.liferay.exportimport.changeset.web	4.0.16		7a000cce39c5ab332a6b3c5e66c766cb60408346
com.liferay	com.liferay.exportimport.changeset.web	4.0.16	jspc	87fc646dbc576abbbf237e384f91d4d1d2cf8082
com.liferay	com.liferay.exportimport.changeset.web	4.0.17		d4a03638a560df9142f77a56a93d4eff7cc31086
com.liferay	com.liferay.exportimport.changeset.web	4.0.17	jspc	bba5bbc8ca5f58ca5b630f0422a0b4c6d738d92f
com.liferay	com.liferay.exportimport.changeset.web	4.0.18		f40dc9ac674df060aee70884e69a78b4d1d95406
com.liferay	com.liferay.exportimport.changeset.web	4.0.18	jspc	4804130324a97554ce4f5a3a7bbc51ac8dd6aedd
com.liferay	com.liferay.exportimport.changeset.web	4.0.19		3801bd0d8d1e8b0a53bba90aa32ddeba1845e527
com.liferay	com.liferay.exportimport.changeset.web	4.0.19	jspc	c94652ccad8be9def549ac9d4e0eeec56002071b
com.liferay	com.liferay.exportimport.changeset.web	4.0.2		2409c63e634e9f7719c3d3ff61307c132a025169
com.liferay	com.liferay.exportimport.changeset.web	4.0.2	jspc	425b91f5e4c2066a3ff6b41fef3bc5f2bb548547
com.liferay	com.liferay.exportimport.changeset.web	4.0.20		e7b5729ec87d3c14b6517c7ee7fe425ab1102427
com.liferay	com.liferay.exportimport.changeset.web	4.0.20	jspc	b217562d02b845cc0da9b531bf3dc6c876b04983
com.liferay	com.liferay.exportimport.changeset.web	4.0.21		11865ea24dc31633c17acead2607c089dac78584
com.liferay	com.liferay.exportimport.changeset.web	4.0.21	jspc	6b6517cd979e2dce49a0216104c23aae4428059a
com.liferay	com.liferay.exportimport.changeset.web	4.0.22		9b161f53073b54265bc990f2e21c2bbde9df3915
com.liferay	com.liferay.exportimport.changeset.web	4.0.22	jspc	59e96a683de9cc1efd861a1d05ecb414c5e22521
com.liferay	com.liferay.exportimport.changeset.web	4.0.23		919e32dade7efcf9854077d82ca53b07c73631e3
