ai.yda-framework	openai-assistant-generator	0.1.0		267dd6fa50cfd4d5bd4b9f92de38de62d5ad8fd3
com.glue42.gateway.client	gateway-connection-local	1.4.2		dc9f7f8b418d0bc5b9362f9694df71ae9ec7a0c0
com.glue42.gateway.client	gateway-connection-local	1.4.3		833a51660cbbd02b03ecf7baf9faaaf6250dd9c8
com.guizmaii	jwt-json-common_2.12	10.0.5		53c7705135901647ec0fe6ff33452c418b9aa1f1
com.hypercubetools	ktor-moshi	3.0.0		d3039d8f627596a3c65b31c3d3df7a162d703568
com.hypercubetools	ktor-moshi	4.0.0		04fc865387c09fe3efd486a6d09ad1cdb3c842b8
com.inkapplications.regolith	data-js	1.3.0		N/A
com.inkapplications.regolith	data-js	1.4.0		N/A
com.inkapplications.regolith	data-js	1.5.0		N/A
com.inkapplications.regolith	data-js	1.6.0		N/A
com.javaaidev.easyllmtools	agent-tool-spec	0.1.0		545ebaccd023bb5d3e3b16d7e70b1ce49cb9a751
com.javaaidev.easyllmtools	agent-tool-spec	0.1.1		b5b246502e65a676360abed39c925b6b440423a0
com.javaaidev.easyllmtools	agent-tool-spec	0.1.2		8e980f3e9d8bfb2cc769d34026041daa82751cb6
com.onecampus	tenant	1.0.0		a627101f8217a907ef2625a517393b178e9abeda
com.onecampus	tenant	1.0.1		f59a8c7937156750938a7606fa4d5a3fdb8081cc
com.onecampus	tenant	1.0.2		312e5259ca4af14bd2dd0e4c76f23e272ff30cfa
com.onecampus	tenant	1.1.2		3883e19b3d3d473a75de2c85f9c9ebff12dd55da
com.onecampus	tenant	1.1.3		aa03ccc9ed3302326dffaad0016c46654dba4c42
com.onecampus	tenant	1.1.4		4e578ebc4dfaa022b0c5f1f04d23565d44cd4c6e
com.onecampus	tenant	1.1.5		2558d763eeb6cab644695406aefac4b71bc07d02
com.onecampus	tenant	1.1.6		72235ad0fd94a8fc4ebd5893af551c54f65a3515
com.onecampus	tenant	1.1.7		738d1229d3cee99b69d87f1d75f458483ac1fadd
com.onecampus	tenant	1.1.8		d5bb60392b612e65ef8576e250e6dc33fa29e237
com.onecampus	tenant	2.0.0		e3a1fec8b93cec0b4a35b6d7bd95618fd02d4a8c
com.onecampus	tenant	2.1.0		f73ea52480ded43c97cb86f9537ad6f87e856bd3
com.onecampus	tenant	2.2.4		f2debb6f5046c9af64d3d8c6252dd3229d28bbe0
com.onecampus	tenant	2.2.6		fe75c1dff4383c1bb3babe2e9fbffa47e44be2ad
com.onecampus	tenant	2.2.8		ea556fa76fca6d8d6f37cd408fb5f693ee24f585
com.onecampus	tenant	3.0.0		47f239b58a07b367f6d8a5c44fdc1073523110c5
com.outr	scribe-log4j_3	3.10.4		91aa8575b8505a3c099f33c09d43f65f1c6ea7d6
com.outr	scribe-log4j_3	3.10.5		7a59dd3913c6062bf25f6485bae383ecc90d2d8a
com.outr	scribe-log4j_3	3.10.6		96788617fd050a227e92cd7ac0953cb4841b591b
com.outr	scribe-log4j_3	3.10.7		c03f9c19fe9b2a03db984ba5b35c35bae43df686
com.outr	scribe-log4j_3	3.11.0		716d46f1791a6f6b260f887ff5629b99c6294b4f
com.outr	scribe-log4j_3	3.11.1		ff16a070e21bd15340ae2bccb89ad5033b25e291
com.outr	scribe-log4j_3	3.11.2		f79c2db5ff078d1bd4e33f63f722158f70b32b11
com.outr	scribe-log4j_3	3.11.3		9041670ec91f2cf63ab0a1930851ff39a703a9b7
com.outr	scribe-log4j_3	3.11.4		6efbd8415269022b422ee5d533987ccc50a739c0
com.outr	scribe-log4j_3	3.11.5		746c1943f986d057a974af6573b2491f9d77b1d1
com.outr	scribe-log4j_3	3.11.6		03cfe4268a9446de22cc98f302b7ec2730f2084f
com.outr	scribe-log4j_3	3.11.7		6b8122c5ca459997c3a68658527998b470fb13d4
com.outr	scribe-log4j_3	3.11.8		54e153c4990ea8f107cb80d73ec8a749d6a733cc
com.outr	scribe-log4j_3	3.11.9		b3c67f623db4bd8c3004846bd4a7192c1ec8ea1b
com.outr	scribe-log4j_3	3.12.0		cf2bb684d4cef57fd008b61d3ef71122b797d0d5
com.outr	scribe-log4j_3	3.12.1		d799ef2ac4a4048b3615b848101fed2571baf5e1
com.outr	scribe-log4j_3	3.12.2		fde1806f891edbad52202707f059fa53fd157da3
com.outr	scribe-log4j_3	3.13.0		dc015d73e2f37b07b1eed6baaad7a789ee2fbc9c
com.outr	scribe-log4j_3	3.13.1		f2e9385b77154b3aebde0da030bad603e8dd7135
com.outr	scribe-log4j_3	3.13.2		65a2e6c088ab4db25bf20df72162fb25e5991e97
com.outr	scribe-log4j_3	3.13.3		f1c6b37c593ac593377d1a4b85aa608f697cb698
com.outr	scribe-log4j_3	3.13.4		86901916ebe306e8588d61d6194f5efdb123127a
com.outr	scribe-log4j_3	3.13.5		c93020ac6bedc811250d67d10518b9f1ff3dce9e
com.outr	scribe-log4j_3	3.14.0		15016fc8702cb4df17841f268da77a80743a1c44
com.outr	scribe-log4j_3	3.15.0		1afe000b27446c05f24c7f137fa15776fb64833c
com.outr	scribe-log4j_3	3.15.1		ac542d35f3796ccf2560f032c864362e012655e8
com.outr	scribe-log4j_3	3.15.2		6abc61ca553b1a9b1c28143d7372d7f0b5699039
com.outr	scribe-log4j_3	3.15.3		f7a114425ecc78b3aba9200205a4c2395201edfa
com.outr	scribe-log4j_3	3.16.0		348667940b3b40fcc54dced9ca9a608142649ae2
com.outr	scribe-log4j_3	3.16.1		c05ef431f48e8a8bbd77fbc944489ac65b9b27a0
com.plutolib	pluto	0.0.1-testing1		N/A
com.plutolib	pluto	0.0.1-testing2		N/A
com.plutolib	pluto	0.0.1-testing3		N/A
com.plutolib	pluto	1.1.2-alpha		N/A
com.plutolib	pluto	1.1.3-alpha		N/A
com.plutolib	pluto	1.1.4-alpha		N/A
com.plutolib	pluto	1.1.5-alpha		N/A
com.plutolib	pluto	1.1.6-alpha		N/A
com.plutolib	pluto	1.1.7-alpha		N/A
com.plutolib	pluto	1.1.8-alpha		N/A
com.plutolib	pluto	1.2.0		N/A
com.plutolib	pluto	2.0.0		N/A
com.plutolib	pluto	2.0.1-beta		N/A
com.plutolib	pluto	2.0.2-beta2		N/A
com.plutolib	pluto	2.0.3		N/A
com.plutolib	pluto	2.0.4		N/A
com.plutolib	pluto	2.0.5		N/A
com.plutolib	pluto	2.0.6		N/A
com.plutolib	pluto	2.0.7		N/A
com.plutolib	pluto	2.0.8		N/A
com.plutolib	pluto	2.0.9		N/A
com.plutolib	pluto	2.1.0		N/A
com.plutolib	pluto	2.1.1		N/A
com.plutolib	pluto	2.1.2		N/A
com.plutolib	pluto	2.1.3		N/A
com.plutolib	pluto	2.1.3-test1		N/A
com.plutolib	pluto	2.1.4		N/A
com.plutolib	pluto	2.1.5		N/A
com.plutolib	pluto	2.1.6		N/A
com.plutolib	pluto	2.1.7		N/A
com.plutolib	pluto	2.1.8		N/A
com.plutolib	pluto	2.1.9		N/A
com.plutolib	pluto	2.2.0		N/A
com.plutolib	pluto	2.2.1		N/A
com.plutolib	pluto	2.2.2		N/A
com.softwaremill.common	tagging_sjs0.6_2.11	2.2.1		886a2d25b7ff3f4e5a8fe79ff01d9f1aea776f57
com.solace	solace-opentelemetry-jcsmp-integration	1.0.0		2f5d0969065ee8a711a94a00412dbd6a8a35932d
com.solace	solace-opentelemetry-jcsmp-integration	1.1.0		583f8c8d34f4605f053105492b881a5e1eb0f938
com.solace	solace-opentelemetry-jcsmp-integration	1.2.0		fe5108d00b5d3b96e7c4e0cc551c9a7f0d86866f
com.sschr15.annotations	jb-annotations-kmp-watchosdevicearm64	24.1.0+apple		N/A
com.sschr15.annotations	jb-annotations-kmp-watchosdevicearm64	24.1.0+apple	metadata	252fcd4b7e19e2042356ef0626f84bb30a6a21d2
com.twitter	bijection-hbase_2.9.3	0.5.3		884bd68f52c677a89105418924b7c82cdcd784dc
com.twitter	bijection-hbase_2.9.3	0.5.4		c239c579682e9d361869bfe9098a8fb0f2eec1e0
com.twitter	bijection-hbase_2.9.3	0.6.0		25eabf997f39f7e3a75c9665144aec02562e63df
com.twitter	bijection-hbase_2.9.3	0.6.1		5bd5b9dc3ffd714fd4972195127aa6f34e361cd3
com.twitter	bijection-hbase_2.9.3	0.6.2		9e5979cd06deb08572924637c732321ea4ed2e7a
com.twitter	bijection-hbase_2.9.3	0.6.3		0da1b796db65c7bd0ba42592ea07a2383ca98af6
com.twosixlabs.dart.elasticsearch	es-util_2.12	3.1.11		64721dae44ed0190b2a3d5ebddddcf6339ba06df
com.twosixlabs.dart.elasticsearch	es-util_2.12	3.1.13		2fbe8049c80b88021b2ad985895cc29a791fd857
com.twosixlabs.dart.elasticsearch	es-util_2.12	3.1.4		d20512763faeea55ccd3f9b22914f5711a9ac3da
com.twosixlabs.dart.elasticsearch	es-util_2.12	3.1.6		d20bc3967fd1a9b4d7393b27bbd5b107d478728f
com.twosixlabs.dart.elasticsearch	es-util_2.12	3.1.8		a1c65a07da6b5bf2e6f3f4dd28d3daaee70d6645
de.acosix.alfresco.utility	de.acosix.alfresco.utility.core.share.jakarta	1.4.0		b8b6f7af939b93fd89e858e380b1d54888ce6887
de.acosix.alfresco.utility	de.acosix.alfresco.utility.core.share.jakarta	1.4.1		867cb8c6f38a9e9e908e3923904598ff0863171d
de.acosix.alfresco.utility	de.acosix.alfresco.utility.core.share.jakarta	1.4.2		cc50fc99568846d8e13c5dd0235a35e14eeeb789
de.acosix.alfresco.utility	de.acosix.alfresco.utility.core.share.jakarta	1.4.3		64746d9ebb9022273d0c012c69b0e05a3a86ddc3
de.acosix.alfresco.utility	de.acosix.alfresco.utility.core.share.jakarta	1.4.4		7fbefaa404f7f5757fadb895b3250a2769909bf9
de.acosix.alfresco.utility	de.acosix.alfresco.utility.core.share.jakarta	1.4.5		f2f7a2428787fdf0148910fceff272abbdac8380
dev.profunktor	fs2-rabbit-test-support_2.12	2.0.0		872ce69d617b0f0267f2eebf5fa04c2eb1eda582
dev.profunktor	fs2-rabbit-test-support_2.12	2.0.0-RC2		ae70fe4bedffadf731a86010107b694c33a5fac7
dev.profunktor	fs2-rabbit-test-support_2.12	2.0.0-RC3		b8298812ba2535d790134183260fe1ce99717b23
dev.profunktor	fs2-rabbit-test-support_2.12	2.1.0		039dddcdb6774e5230f43ef859f9f29dc012a756
dev.profunktor	fs2-rabbit-test-support_2.12	2.1.1		985e92e1a4003fd9dc716f876dc28634c948e74e
dev.struchkov.yookassa	yookassa-model	0.1.0		69ec9654c46af088ad7faf2ee1ae35a60959f154
dev.struchkov.yookassa	yookassa-model	1.0.0		fa475e1ab4f59f589fcf2b040a765c6c17f9936e
io.github.benas.cb4j	cb4j-tutorials	1.4.0		d3174c464dc96be742c0f49dcec9f650fa7c2db4
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.2-jdk1.8-RELEASES		2706ae066bc7f578e572ac4fea8af07af90b1d3e
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.2-jdk17-RELEASES		ed95a6d56e06414ece4ef8fea2c7b77f8915abc1
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.2-jdk21-RELEASES		e78d6ddc84ad90e8eeb359dc340481a8afc1922a
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.4-jdk1.8-RELEASES		5af8d02dfac9d662e6f88f716307b13b9f7a33dc
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.6-jdk1.8-RELEASES		e9e7acca81fd6a97286039120422d55317163ef7
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.6-jdk17-RELEASES		0498db933d492c90666d6738085f8fd04ec8304b
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.6-jdk21-RELEASES		6223cf88c30452077ec6c36321f43fb32cf1ee05
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.7-jdk1.8-RELEASES		fe6730784bf785f96746f9c88ca3e7554e16eee9
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.7-jdk17-RELEASES		f158bec6d960625c89dbb4347aeec5a49a1bd129
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.7-jdk21-RELEASES		d01454fd32c08edac66a8e9b45a2aedebc5a6cfa
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.8-jdk1.8-RELEASES		35e1d3d9d6b2dd0861300074c062446b1f43d263
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.8-jdk17-RELEASES		0b94a8ea3f65fab8540dd0a5ab75d4aa26202ea6
io.github.dawdler-series	dawdler-distributed-transaction-core	1.0.8-jdk21-RELEASES		a74ca1898a6e33e57ec8cbf3c81027ceb0b9f437
io.github.dawdler-series	dawdler-distributed-transaction-core	1.8.2-jdk1.8-RELEASES		1aadfdcb5cd9b94effd519779d3c91a60965dd4e
io.github.dawdler-series	dawdler-distributed-transaction-core	1.8.4-jdk1.8-RELEASES		ad9ac153883eef8717d9d3b76fdf32624c72e58d
io.github.dawdler-series	dawdler-distributed-transaction-core	17.2-jdk17-RELEASES		d8445132d7ab8c59e654932b4497da40f2d32128
io.github.dawdler-series	dawdler-distributed-transaction-core	17.4-jdk17-RELEASES		80c78b37daacae30cec35dcb114e9f4633acf0d3
io.github.dawdler-series	dawdler-distributed-transaction-core	21.2-jdk21-RELEASES		a67c8e07840a2fcb11f426a9a6a889b14fa216fa
io.github.dawdler-series	dawdler-distributed-transaction-core	21.4-jdk21-RELEASES		18e59dcbb73d6ea8b464fe08547ae901b119a8da
io.github.jan-tennert.supabase	storage-kt	0.5.0		e29d4a7d594f0ed2d69337ddfec40672ee848757
io.github.jan-tennert.supabase	storage-kt	0.5.0-RC		649936203fe23cd6b40320474732d54d13a3c946
io.github.jan-tennert.supabase	storage-kt	0.5.0-RC-2		b3a6d3c351b24a1de020388baea8dbf9eadd738c
io.github.jan-tennert.supabase	storage-kt	0.5.0-beta-1		aea802923950e784f00b95066152f382968dc6aa
io.github.jan-tennert.supabase	storage-kt	0.5.0-beta-2		beaf3b3904bc7650a0e9c66a08bec3e99af1c94f
io.github.jan-tennert.supabase	storage-kt	0.5.0-beta-3		d399daffe0a03a32a1be1d49bc77d7ad6d345fd7
io.github.jan-tennert.supabase	storage-kt	0.5.0-beta-4		107df8a632ef27e23b5476e412411323d1767765
io.github.jan-tennert.supabase	storage-kt	0.5.1		1b8210e624d35e35ebd34dc51eb3a08eef551cc9
io.github.jan-tennert.supabase	storage-kt	0.6.0		9beffbf4a4031de6b166ba13fa2be0c7c729b9b6
io.github.jan-tennert.supabase	storage-kt	0.6.0-RC-1		9beffbf4a4031de6b166ba13fa2be0c7c729b9b6
io.github.jan-tennert.supabase	storage-kt	0.6.0-alpha-1		9beffbf4a4031de6b166ba13fa2be0c7c729b9b6
io.github.jan-tennert.supabase	storage-kt	0.6.0-alpha-2		9beffbf4a4031de6b166ba13fa2be0c7c729b9b6
io.github.jan-tennert.supabase	storage-kt	0.6.0-alpha-3		9beffbf4a4031de6b166ba13fa2be0c7c729b9b6
io.github.jan-tennert.supabase	storage-kt	0.6.0-alpha-4		9beffbf4a4031de6b166ba13fa2be0c7c729b9b6
io.github.jan-tennert.supabase	storage-kt	0.6.0-alpha-5		9beffbf4a4031de6b166ba13fa2be0c7c729b9b6
io.github.jan-tennert.supabase	storage-kt	0.6.0-alpha-6		9beffbf4a4031de6b166ba13fa2be0c7c729b9b6
io.github.jan-tennert.supabase	storage-kt	0.6.0-alpha-7		9beffbf4a4031de6b166ba13fa2be0c7c729b9b6
io.github.jan-tennert.supabase	storage-kt	0.6.0-alpha-8		9beffbf4a4031de6b166ba13fa2be0c7c729b9b6
io.github.jan-tennert.supabase	storage-kt	0.6.0-beta-1		9beffbf4a4031de6b166ba13fa2be0c7c729b9b6
io.github.jan-tennert.supabase	storage-kt	0.6.1		9beffbf4a4031de6b166ba13fa2be0c7c729b9b6
io.github.jan-tennert.supabase	storage-kt	0.7.0		85fbad2bad26b68730a28ecc1534a134f3d04b81
io.github.jan-tennert.supabase	storage-kt	0.7.0-RC-1		095c21764468da1d3e465f5801a79405a0a68841
io.github.jan-tennert.supabase	storage-kt	0.7.0-alpha-1		68d19d71c27f51d52a8ec5015ddd31ee6c58f645
io.github.jan-tennert.supabase	storage-kt	0.7.0-alpha-2		f95d93eee2042915ed0da81f377095ee48b9a486
io.github.jan-tennert.supabase	storage-kt	0.7.0-beta-1		f95d93eee2042915ed0da81f377095ee48b9a486
io.github.jan-tennert.supabase	storage-kt	0.7.0-beta-2		095c21764468da1d3e465f5801a79405a0a68841
io.github.jan-tennert.supabase	storage-kt	0.7.0-beta-3		095c21764468da1d3e465f5801a79405a0a68841
io.github.jan-tennert.supabase	storage-kt	0.7.1		85fbad2bad26b68730a28ecc1534a134f3d04b81
io.github.jan-tennert.supabase	storage-kt	0.7.2		85fbad2bad26b68730a28ecc1534a134f3d04b81
io.github.jan-tennert.supabase	storage-kt	0.7.3		85fbad2bad26b68730a28ecc1534a134f3d04b81
io.github.jan-tennert.supabase	storage-kt	0.7.4		193ee3361218ba5c1222053e2437e968f15e854a
io.github.jan-tennert.supabase	storage-kt	0.7.4-alpha		85fbad2bad26b68730a28ecc1534a134f3d04b81
io.github.jan-tennert.supabase	storage-kt	0.7.5		1c0be37740b5bf497181b85652fc47a3f134325b
io.github.jan-tennert.supabase	storage-kt	0.7.6		1c0be37740b5bf497181b85652fc47a3f134325b
io.github.jan-tennert.supabase	storage-kt	0.8.0		7c738e9c37e946841f7166af9495f3511d631ec6
io.github.jan-tennert.supabase	storage-kt	0.8.0-alpha-1		1c0be37740b5bf497181b85652fc47a3f134325b
io.github.jan-tennert.supabase	storage-kt	0.8.0-beta-1		46a837c0f992b97a6daab4149e6ecc00420d9934
io.github.jan-tennert.supabase	storage-kt	0.8.0-beta-2		7c738e9c37e946841f7166af9495f3511d631ec6
io.github.jan-tennert.supabase	storage-kt	0.8.0-beta-2-ios		e21419b9b228243ed500af6f805a4a97fe8d9f7b
io.github.jan-tennert.supabase	storage-kt	0.8.0-ios		e21419b9b228243ed500af6f805a4a97fe8d9f7b
io.github.jan-tennert.supabase	storage-kt	0.8.1		0ea88f7e38792074a5d763840f6b061c0b054931
io.github.jan-tennert.supabase	storage-kt	0.8.1-dev		8a76855711b5bd8ba938e5d41532855ae7714bf6
io.github.jan-tennert.supabase	storage-kt	0.8.1-dev-2		8a76855711b5bd8ba938e5d41532855ae7714bf6
io.github.jan-tennert.supabase	storage-kt	0.8.1-dev-3		0ea88f7e38792074a5d763840f6b061c0b054931
io.github.jan-tennert.supabase	storage-kt	0.8.2		0ea88f7e38792074a5d763840f6b061c0b054931
io.github.jan-tennert.supabase	storage-kt	0.8.3		0ea88f7e38792074a5d763840f6b061c0b054931
io.github.jan-tennert.supabase	storage-kt	0.8.3-dev-1		0ea88f7e38792074a5d763840f6b061c0b054931
io.github.jan-tennert.supabase	storage-kt	0.8.3-dev-2		0ea88f7e38792074a5d763840f6b061c0b054931
io.github.jan-tennert.supabase	storage-kt	0.8.4		7b229baeb44141dd6347e15c3ac4bdbda26f2af8
io.github.jan-tennert.supabase	storage-kt	0.8.4-dev-1		0ea88f7e38792074a5d763840f6b061c0b054931
io.github.jan-tennert.supabase	storage-kt	0.8.4-dev-2		0ea88f7e38792074a5d763840f6b061c0b054931
io.github.jan-tennert.supabase	storage-kt	0.8.4-ios		1dcfaf836ffefc789e10c32f8647d035b0f2247d
io.github.jan-tennert.supabase	storage-kt	0.8.4-ios-2		588812bae8767eefb210ba81526b4eeaece8abcf
io.github.jan-tennert.supabase	storage-kt	0.8.5		7b229baeb44141dd6347e15c3ac4bdbda26f2af8
io.github.jan-tennert.supabase	storage-kt	0.8.5-ios		588812bae8767eefb210ba81526b4eeaece8abcf
io.github.jan-tennert.supabase	storage-kt	0.8.6-dev		7b229baeb44141dd6347e15c3ac4bdbda26f2af8
io.github.jan-tennert.supabase	storage-kt	0.9.0		a6e59dd3f672ce8edf8bd59b9569450e1b6922e6
io.github.jan-tennert.supabase	storage-kt	0.9.0-alpha-1		7b229baeb44141dd6347e15c3ac4bdbda26f2af8
io.github.jan-tennert.supabase	storage-kt	0.9.0-alpha-2		8ae9391cc5915e0b6df2265f184014ebe4ef365b
io.github.jan-tennert.supabase	storage-kt	0.9.0-alpha-3		8ae9391cc5915e0b6df2265f184014ebe4ef365b
io.github.jan-tennert.supabase	storage-kt	0.9.0-alpha-4		8ae9391cc5915e0b6df2265f184014ebe4ef365b
io.github.jan-tennert.supabase	storage-kt	0.9.0-beta-1		3decf6fbfc7f6db7dbef22843b81f526a9b9266a
io.github.jan-tennert.supabase	storage-kt	0.9.0-beta-2		0bd60c89e183e6f0558a519805d057a2ca184826
io.github.jan-tennert.supabase	storage-kt	0.9.0-beta-3		ffc0fac1153657c3cb6c0b9717db1122cfd96284
io.github.jan-tennert.supabase	storage-kt	0.9.0-beta-4		a6e59dd3f672ce8edf8bd59b9569450e1b6922e6
io.github.jan-tennert.supabase	storage-kt	0.9.0-dev-1		bb26d59d48919a8141b4485d8238b16c223d4c21
io.github.jan-tennert.supabase	storage-kt	0.9.0-dev-2		3d8540eda33856158d987fcc91b1d02666b9332b
io.github.jan-tennert.supabase	storage-kt	0.9.0-rc-1		a6e59dd3f672ce8edf8bd59b9569450e1b6922e6
io.github.jan-tennert.supabase	storage-kt	0.9.1		a6e59dd3f672ce8edf8bd59b9569450e1b6922e6
io.github.jan-tennert.supabase	storage-kt	0.9.2		8d5fddb9862b9a2df9e2349ae4ff1e15aa1731de
io.github.jan-tennert.supabase	storage-kt	0.9.2-dev		8d5fddb9862b9a2df9e2349ae4ff1e15aa1731de
io.github.jan-tennert.supabase	storage-kt	0.9.3		8d5fddb9862b9a2df9e2349ae4ff1e15aa1731de
io.github.jan-tennert.supabase	storage-kt	0.9.4		016ddc4810c858b1537df4488edc7d6fbafef52e
io.github.jan-tennert.supabase	storage-kt	0.9.4-dev-1		8d5fddb9862b9a2df9e2349ae4ff1e15aa1731de
io.github.jan-tennert.supabase	storage-kt	0.9.4-dev-2		8d5fddb9862b9a2df9e2349ae4ff1e15aa1731de
io.github.jan-tennert.supabase	storage-kt	0.9.5		bf09db304917e674e690f3104c1e550d43e94140
io.github.jan-tennert.supabase	storage-kt	0.9.5-dev-1		bf09db304917e674e690f3104c1e550d43e94140
io.github.jan-tennert.supabase	storage-kt	1.0.0		139c79d603ccc64ea5b36607b399dfb0e7ad0c61
io.github.jan-tennert.supabase	storage-kt	1.0.0-alpha-1		bf09db304917e674e690f3104c1e550d43e94140
io.github.jan-tennert.supabase	storage-kt	1.0.0-alpha-2		aed956e2c091f5050fa89642dd48cba08dd6dd40
io.github.jan-tennert.supabase	storage-kt	1.0.0-alpha-3		aed956e2c091f5050fa89642dd48cba08dd6dd40
io.github.jan-tennert.supabase	storage-kt	1.0.0-alpha-4		aed956e2c091f5050fa89642dd48cba08dd6dd40
io.github.jan-tennert.supabase	storage-kt	1.0.0-alpha-5		aed956e2c091f5050fa89642dd48cba08dd6dd40
io.github.jan-tennert.supabase	storage-kt	1.0.0-beta-1		aed956e2c091f5050fa89642dd48cba08dd6dd40
io.github.jan-tennert.supabase	storage-kt	1.0.0-rc-1		f48ca721ced5135ab86e94a14095e47bb07ba750
io.github.jan-tennert.supabase	storage-kt	1.0.0-rc-2		f48ca721ced5135ab86e94a14095e47bb07ba750
io.github.jan-tennert.supabase	storage-kt	1.0.1		139c79d603ccc64ea5b36607b399dfb0e7ad0c61
io.github.jan-tennert.supabase	storage-kt	1.0.2		139c79d603ccc64ea5b36607b399dfb0e7ad0c61
io.github.jan-tennert.supabase	storage-kt	1.0.3		139c79d603ccc64ea5b36607b399dfb0e7ad0c61
io.github.jan-tennert.supabase	storage-kt	1.0.3-dev		139c79d603ccc64ea5b36607b399dfb0e7ad0c61
io.github.jan-tennert.supabase	storage-kt	1.0.4		3c510b43cac2d874981af4b1b6340c1c3dcb54fa
io.github.jan-tennert.supabase	storage-kt	1.0.4-dev		3c510b43cac2d874981af4b1b6340c1c3dcb54fa
io.github.jan-tennert.supabase	storage-kt	1.1.0		f2dd3374593b48463e9e451fbdbe498ccb8d650f
io.github.jan-tennert.supabase	storage-kt	1.1.0-alpha-1		f2dd3374593b48463e9e451fbdbe498ccb8d650f
io.github.jan-tennert.supabase	storage-kt	1.1.0-beta-1		f2dd3374593b48463e9e451fbdbe498ccb8d650f
io.github.jan-tennert.supabase	storage-kt	1.1.0-beta-2		f2dd3374593b48463e9e451fbdbe498ccb8d650f
io.github.jan-tennert.supabase	storage-kt	1.1.0-rc-1		f2dd3374593b48463e9e451fbdbe498ccb8d650f
io.github.jan-tennert.supabase	storage-kt	1.1.1		f2dd3374593b48463e9e451fbdbe498ccb8d650f
io.github.jan-tennert.supabase	storage-kt	1.1.1-dev		f2dd3374593b48463e9e451fbdbe498ccb8d650f
io.github.jan-tennert.supabase	storage-kt	1.1.1-dev-2		f2dd3374593b48463e9e451fbdbe498ccb8d650f
io.github.jan-tennert.supabase	storage-kt	1.2.0		f8a9b05353a926f2f3291f02eb9f6b69c8d8533f
io.github.jan-tennert.supabase	storage-kt	1.2.0-alpha-1		f8a9b05353a926f2f3291f02eb9f6b69c8d8533f
io.github.jan-tennert.supabase	storage-kt	1.2.0-alpha-2		f8a9b05353a926f2f3291f02eb9f6b69c8d8533f
io.github.jan-tennert.supabase	storage-kt	1.2.0-alpha-3		f8a9b05353a926f2f3291f02eb9f6b69c8d8533f
io.github.jan-tennert.supabase	storage-kt	1.2.0-krollback		3f4f51d4398eebd1211697f2e0915e2e38c24a12
io.github.jan-tennert.supabase	storage-kt	1.3.0		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.3.0-alpha-1		f8a9b05353a926f2f3291f02eb9f6b69c8d8533f
io.github.jan-tennert.supabase	storage-kt	1.3.0-alpha-2		f8a9b05353a926f2f3291f02eb9f6b69c8d8533f
io.github.jan-tennert.supabase	storage-kt	1.3.0-alpha-3		f8a9b05353a926f2f3291f02eb9f6b69c8d8533f
io.github.jan-tennert.supabase	storage-kt	1.3.0-alpha-4		f8a9b05353a926f2f3291f02eb9f6b69c8d8533f
io.github.jan-tennert.supabase	storage-kt	1.3.0-beta-1		a2c580a725cd3d53c62ab4928b2f3d0a4705e4e8
io.github.jan-tennert.supabase	storage-kt	1.3.0-beta-2		a2c580a725cd3d53c62ab4928b2f3d0a4705e4e8
io.github.jan-tennert.supabase	storage-kt	1.3.0-rc-1		a2c580a725cd3d53c62ab4928b2f3d0a4705e4e8
io.github.jan-tennert.supabase	storage-kt	1.3.0-rc-2		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.3.1		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.3.1-rollback		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.3.2		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.3.2-dev-1		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.3.2-k2		f615fa7116f10b938c8c54abb713a9ac51dcd65b
io.github.jan-tennert.supabase	storage-kt	1.3.2-no-port		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.4.0		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.4.0-rc-1		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.4.1		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
