au.net.causal.shoelaces	shoelaces-logconfig-integration-tests-common	2.0		N/A
org.openrewrite	rewrite-java-test	8.38.3		3b6221e70a6eeab76142a6fad1c24e9b388ecd77
org.openrewrite	rewrite-java-test	8.39.0		83516513993e29b4cc7116576c60b089974ced37
org.openrewrite	rewrite-java-test	8.4.0		bae126571984ab286a4f51b1c72a5cd8817d36ee
org.openrewrite	rewrite-java-test	8.4.1		fb5e3ff6f324cdcf64570f3bd033ecf05a20968c
org.openrewrite	rewrite-java-test	8.4.2		ee417de4359d31684ce44aa7e27adb9a956737f8
org.openrewrite	rewrite-java-test	8.40.0		01824a69344788586e5588b1de179a145ea51810
org.openrewrite	rewrite-java-test	8.40.1		a80230b2323dafcde1a749d5b92e0d7e7243254f
org.openrewrite	rewrite-java-test	8.40.2		f3dbe8e4c10ede61c429fa0c6ceafeec82aa4fa3
org.openrewrite	rewrite-java-test	8.40.3		db5878ede52118f2f7315d7fa307e853b2bb6cc6
org.openrewrite	rewrite-java-test	8.41.0		131d46c0dbf697ae51142ad00e8ca7434603cbaf
org.openrewrite	rewrite-java-test	8.41.1		1e0143aee65ef5a5fe7cc31ee79a603d45ba98b8
org.openrewrite	rewrite-java-test	8.41.2		16383b35c7a85d609aa921265c9a5fcfa896f456
org.openrewrite	rewrite-java-test	8.41.3		87531cb36bc1f447ed48de0b6e86418bbfe890e5
org.openrewrite	rewrite-java-test	8.42.0		d830e46104de66bd1283cd0e11c692857176b10b
org.openrewrite	rewrite-java-test	8.42.1		19dea5df515e73c77f289682163e06c80ef8c89f
org.openrewrite	rewrite-java-test	8.42.2		169880cc3c2b26358901aaccba180ebdcb084aa0
org.openrewrite	rewrite-java-test	8.42.3		1edf65c65e34ad0fcf7668a4316d53e4b797f066
org.openrewrite	rewrite-java-test	8.42.4		f51984bf06a73b243d7b0145a0f796a6e9fedb81
org.openrewrite	rewrite-java-test	8.42.5		392dbc12737a2de5746785a463e25113ae8f0f36
org.openrewrite	rewrite-java-test	8.43.0		73c46b35eb3fdf7c2d4aa3df0bc6430c9b325efb
org.openrewrite	rewrite-java-test	8.43.1		7a8c078c7bd6539a7ab62983b680f5fd8fb7c393
org.openrewrite	rewrite-java-test	8.43.2		6baaadc45dcaf1d8bbd118fedfd5556a66afdcd4
org.openrewrite	rewrite-java-test	8.43.3		c5caf71a87f2b72ce5f313b3398b160850845323
org.openrewrite	rewrite-java-test	8.43.4		30de98631b05fb5549d6b4ae2e0d7e46eae364e6
org.openrewrite	rewrite-java-test	8.44.0		90255a8cae4513556563158c9944b0a3bfa47721
org.openrewrite	rewrite-java-test	8.44.1		7341c00aab845749c6c8a7bb9329a794b85c757d
org.openrewrite	rewrite-java-test	8.44.2		47585e70c3b62bdc1ab8682e62bbd484a02dc32b
org.openrewrite	rewrite-java-test	8.45.0		5898a6e0c790abe0ed6e89c663821e809fde4443
org.openrewrite	rewrite-java-test	8.45.1		d5e56a5d266fe5de3f9088794018a71de410e0f9
org.openrewrite	rewrite-java-test	8.45.2		49c203065ac4b4c660273e3ed931ed32c947210a
org.openrewrite	rewrite-java-test	8.45.3		56550c67a16c2f29bc05c3e97885bedc4a8ac6cc
org.openrewrite	rewrite-java-test	8.45.4		41260b6ea77d916847d5f41c14356f415f582eab
org.openrewrite	rewrite-java-test	8.45.5		b66214541c1d4b20c2f157c83966c114cc999bfa
org.openrewrite	rewrite-java-test	8.46.0		1b7bdd9f145ed58586edaf8ebdb32794d70dad68
org.openrewrite	rewrite-java-test	8.46.1		0e577143e06c36285904cc82cbc4dfa8b892bb13
org.openrewrite	rewrite-java-test	8.47.1		5123e72cfc2e032241824c7b48ea1e3e3b6779b8
org.openrewrite	rewrite-java-test	8.47.2		4b50d8379bfe49bfca8196c1e1b6bc1c35ffd5ca
org.openrewrite	rewrite-java-test	8.47.3		68621d62124e43bdfdf8b9709f20317862858c0e
org.openrewrite	rewrite-java-test	8.47.4		529405241ee31d8566e3fcf60dac982ebd84f2ff
org.openrewrite	rewrite-java-test	8.48.0		3a465fd6030d0e99e65de4f3eecf2efcf59ad2e3
org.openrewrite	rewrite-java-test	8.48.1		51bdc533d5a43a83d1c1c420ab6256a0ee0fc31d
org.openrewrite	rewrite-java-test	8.49.0		0fec8c16d9e0d1416edad04fc346f027c558d058
org.openrewrite	rewrite-java-test	8.5.0		c5797b3714fcc34295216ef80f8cc447bd39d28b
org.openrewrite	rewrite-java-test	8.5.1		cdecf399605f47c5941d07eb5cf07f1b2f5750c3
org.openrewrite	rewrite-java-test	8.5.2		edf1b512c4f0d9305779a1b5305ff2debbb74d48
org.openrewrite	rewrite-java-test	8.50.0		6c5a856331112d5da1652fde5807de0ba732925c
org.openrewrite	rewrite-java-test	8.50.1		e0cffbdd79af0203eb9473353daca248f40345d2
org.openrewrite	rewrite-java-test	8.50.2		bc830fb59fc60b64595e30cf11d5884b19446a9c
org.openrewrite	rewrite-java-test	8.51.0		83732c7e39f85c7693eb10a70051814755b68909
org.openrewrite	rewrite-java-test	8.6.0		db63e815ac957132401597a235bcba14c83d4168
org.openrewrite	rewrite-java-test	8.6.1		6ae3db49ee120ddad4ca0d9f35e00b763d37787c
org.openrewrite	rewrite-java-test	8.6.2		7b8d0603bc8e708bea062e3d95ddb4e49b6908c7
org.openrewrite	rewrite-java-test	8.7.0		5dcb57ae93f5247ce1c838db734c62f20e2d559c
org.openrewrite	rewrite-java-test	8.7.1		934b6ba6de076038268256cba56619f2dee9fd50
org.openrewrite	rewrite-java-test	8.7.2		1bc75958807d5e9fc10d8f12f30fc7975189df46
org.openrewrite	rewrite-java-test	8.7.3		d0c2bb402a49b034e09a9084765bf91024dd2ab3
org.openrewrite	rewrite-java-test	8.7.4		34c570141a835356ef60c7f3779e3538a2f6c2ca
org.openrewrite	rewrite-java-test	8.8.0		8835c9ed8275ab4631347426090b1e7fbbb305dc
org.openrewrite	rewrite-java-test	8.8.1		7bbb1b1941de3e1bdbad9b9ffd1733a24f68b99d
org.openrewrite	rewrite-java-test	8.8.2		d6008ff44929202599112679b950f075da1621d6
org.openrewrite	rewrite-java-test	8.8.3		5903f6a6d8959d64c693d8b1d377e2d1130bfd91
org.openrewrite	rewrite-java-test	8.8.4		25ba3e7206ab33028865e29b383a4ad1288c2681
org.openrewrite	rewrite-java-test	8.9.0		5f901c3871f0d4759f454cfe0088fb2a99ee692a
org.openrewrite	rewrite-java-test	8.9.1		d3ebb2d462162f8c6de3982fcf85b1764c75b5b3
org.openrewrite	rewrite-java-test	8.9.2		999b3c7d2aeae7de26c105d2bb63c81cb6d89757
org.openrewrite	rewrite-java-test	8.9.3		3c1abc448f33a6aee5a9b84d6fa968f161eae2f8
org.openrewrite	rewrite-java-test	8.9.4		b4a4a9eb43502f4a231988b212ae8c67c9fe4fc3
org.openrewrite	rewrite-java-test	8.9.5		ea128ff563a639b490fc9adde0881f61ae069e19
org.openrewrite	rewrite-java-test	8.9.6		723bf05a919a848f5106f3da960226a3c91887c4
org.openrewrite	rewrite-java-test	8.9.7		f84274ef44e374e22f3a91e3b90eb8d9ea64cd0a
org.openrewrite	rewrite-java-test	8.9.8		37abd0ee180ce83c55a511f3dcc1b5b7646d87d1
org.openrewrite	rewrite-java-test	8.9.9		8d1a8d54a6533d69f1b8c75dbe106558abefae4c
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.10		ddfd00eb174fde69448047e4d1d04c9296097db0
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.11		3fba4aecf6aad5cfe4289273479852bee812e146
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.12		ab703a9282f4a4bbfe961ae4f46722d185bcb9f5
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.13		8ec49104080e00b4a2489c26f65d7463046a2f27
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.14		fa2a4d3a0e33ee78962da67dd270132f61cdc682
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.15		92d76555ca5c29e62faec5c24011b665fbee23ee
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.16		629850e6e166f13993f98d645f76d79dfbe40856
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.17		3c557bc23060ce5b0d17c4265773fae884fad7f6
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.18		96673f023d3738fccb10808d4cbcc20f0b7d1bf9
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.19		6adc1ad4b51fa59e49fe2cd4d1d76e019748951d
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.20		1bc9bb06fa5b5dbc4ce575645f904df1de705474
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.21		d7b9000d959ae1a3a6ad08e20998c77fcb7db86b
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.22		3d442412d04bf38a6de7ef71a62d1acd00f9bfd0
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.23		68b085ffcf38d2d999cb7a62586d998713662532
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.24		22016b0d4ead2c95ea8f7289238ab37e6e7bd429
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.25		6b527fa24fa4b053151e54b057b30598a1c71659
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.26		d49b1b73636705f5d60af0537a48257e97da574e
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.27		71fc42af65f54fa18bb3fba6ea3caf39219a3cd5
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.28		dba9818f74788dc095bb3b7eee3bffceb6dfb52f
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.29		0d93f47bc012e513e504fc6d3cbdcbfc48cd2da6
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.30		014daf369c97b7952baf92319df2359c2a94137c
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.31		461575698fe2c4ec09b61d9aa6e1946536a02ef1
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.32		2bfb0b0cb8477a064d9d40794d0fa3fd69330a6f
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.33		8e6de39e6d2cc1657c8bb154ea98b05f6834bd50
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.6		082d7fb56ae2a5d4b8afc3e798cfb5dc3931402d
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.7		5c1770f4749a39cf1588440baf43e225a499951e
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.8		867cc215d819b440085ee8a74bf7e71b461189b5
org.scala-js	scalajs-junit-test-plugin_2.11.2	0.6.9		419bec454d33288ece597a43b9426af379da77d1
org.scala-js	scalajs-junit-test-plugin_2.11.2	1.0.0-M1		81c1f8c0ed059718ef99e41c2c2fc0fc6c3f65f3
org.scala-js	scalajs-junit-test-plugin_2.11.2	1.0.0-M2		6dddf80b69bd87e56cbe78f5693f6d3e44e00367
org.scala-js	scalajs-junit-test-plugin_2.11.2	1.0.0-M3		52d5e77ff90c700328e505975d5c925404313e25
org.scala-js	scalajs-junit-test-plugin_2.11.2	1.0.0-M4		fbecd1b650974f3d90d0efbaf18ea978638abbd7
org.scala-js	scalajs-junit-test-plugin_2.11.2	1.0.0-M5		e467d61a15f442f1a5800083529c019462f02283
org.scala-js	scalajs-junit-test-plugin_2.11.2	1.0.0-M6		e33f6efd4108002726abd6a545ab43d4918c5f6d
org.scala-js	scalajs-junit-test-plugin_2.11.2	1.0.0-M7		a0c75783b41a1a651343799c402e57e93f1f4a1b
org.scala-js	scalajs-junit-test-plugin_2.11.2	1.0.0-M8		db1e3139c284b586d7e6e032db52e2050fe33358
org.scodec	scodec-cats_2.12	0.2.0		f1864ac30d6d54d9f0bb09e374d78234a6a41543
org.scodec	scodec-cats_2.12	0.3.0		b6c2c3db293e2bc2ec1ab8c4bfd38ca48ee08b79
org.scodec	scodec-cats_2.12	0.4.0		32f05e1b3953a3b6e914274586fde41a40db126c
org.scodec	scodec-cats_2.12	0.5.0		2e9ae82f61be0962b8d3d3911b1ef1aa10d401c2
org.scodec	scodec-cats_2.12	0.6.0		b843e3b3182d1914573d94c9f3ade86bba64ec01
org.scodec	scodec-cats_2.12	0.7.0		bf0c38591b5d5794fea60be9623ef84ece68e6ae
org.scodec	scodec-cats_2.12	0.8.0		530d3d76fc196383fd108a77a0154f5214fc924a
org.scodec	scodec-cats_2.12	1.0.0		5f54d70cbf8c50dc539c0161d9558b0a64da8a46
org.scodec	scodec-cats_2.12	1.1.0		743d7816af55da52c2eccd9f0d463edb8289e457
org.scodec	scodec-cats_2.12	1.1.0-M2		5d573dd7c9f38c71f4f722a3a7fbf669cde002a0
org.scodec	scodec-cats_2.12	1.1.0-M3		bbac1286af695bd2181697f6b9ecab65c123055d
org.scodec	scodec-cats_2.12	1.1.0-M4		838fcc3c1e2d2e345432a6a457d2c03a564c5759
org.scodec	scodec-cats_2.12	1.1.0-RC1		68d7ae8d49a2a738cfba3c3a6ba2a4949533e130
org.scodec	scodec-cats_2.12	1.1.0-RC2		2e21cfcf3bb00627e0b89a1ec0a71a697e52f97f
org.scodec	scodec-cats_2.12	1.1.0-RC3		abc4b23a083b2cf2dfdd93cb8249bb641c3caa72
org.scodec	scodec-cats_2.12	1.2.0		4ddadeb03c004bd81e5d9ddb3af8ef80f9abfaa6
org.webjars	bootswatch-solar	4.0.0		3c104b86b9247b4bee9cb6f35fbc9277ea4cac08
org.webjars	bootswatch-solar	4.1.3		fd79ec4fc0698390db74f56e736b962ee4b21d81
org.webjars	bootswatch-solar	4.2.1		aabe1ad9c5979a56b2be72b7e8b9232dce53b450
org.webjars	bootswatch-solar	5.0.2		49290f2eb039388ec944b8df90af709d7385c4f4
org.webjars	bootswatch-solar	5.3.3		83f930d114c4549ddd51e0d8ab258ebb5aac83fd
org.webjars.npm	github-com-JSteunou-webstomp-client	1.0.6		32cad99b402b25bbbbeae5b13c8d60f2ef33c694
org.webjars.npm	github-com-JSteunou-webstomp-client	1.2.4		57560f7ea59e500eafb97492a6ecb3aa7a5dc937
org.webjars.npm	graphql-request	1.6.0		92c625ec2b563dce0722178da583b4e508725f45
org.webjars.npm	graphql-request	1.8.1		c0c0d61b4fc342f492af92af3d4f6c00641f19c2
org.webjars.npm	graphql-request	1.8.2		3e2bc0c6464acb70c122c5bcf51ed771a7795a71
org.webjars.npm	graphql-request	3.3.0		3ee89ed8508c4a9da5b5ea418f4b12f969eab7a0
org.webjars.npm	graphql-request	3.4.0		cef0d7fc0ba70b9358f4cbb0ed6995d7a31a4786
org.webjars.npm	path-posix	1.0.0		3c7c303b713c85c475f141c3614b7e50402d635c
org.webjars.npm	vaadin__icons	23.2.1		e9e8981704bb88adf3209d41f4917586832148b1
org.webjars.npm	vaadin__icons	23.2.3		eda7f391b41583a90475e3b5cf55756ee4fc9421
org.webjars.npm	vaadin__icons	23.3.0-alpha1		bf67846fa8e65278af48e02fe1d92205ea6ec289
se.kb	oai4j	0.6b1		d85d7bcd76826e63018c1b11115d155726bd6394
sh.almond	kernel-cross-3.3.0_2.13	0.14.0-RC11		3c694bfddd1f08740f0b53660708c85e186fe83f
sh.almond	kernel-cross-3.3.0_2.13	0.14.0-RC12		40a46360546bf2ec252e12b2bc941569c801ec97
sh.almond	kernel-cross-3.3.0_2.13	0.14.0-RC13		d1f1d87a6035a2b76df88807f2690e14e59ea839
sh.almond	kernel-cross-3.3.0_2.13	0.14.0-RC14		ac3456a421b6890ac80076c8612f8753710733dc
uk.co.optimisticpanda	atom-archive-traverser	0.0.1		0aa6b073e1c4e595be2b23eed74914446cd49ae4
uk.co.optimisticpanda	atom-archive-traverser	0.0.2		ed2a44d99a335c98a98934c58f671913391c549d
uk.gov.gchq.gaffer	array-list-store	0.5.0		df55bd392247bc9f59f8fc33f1c6c86798227e87
uk.gov.gchq.gaffer	array-list-store	0.5.1		53ac396ca27854cb94744bfdcc5a6bfaa646313a
uk.gov.gchq.gaffer	array-list-store	0.6.0		f71ebc46bd8f7d22ee3122b31fb99b0baf7b0208
uk.gov.gchq.gaffer	array-list-store	0.6.1		aa9a6de59ca8b1520cd9a9d978ccba8255c67c31
uk.gov.gchq.gaffer	array-list-store	0.6.2		e16c6315b5e8a485a6177c77beecf35f94a65711
uk.gov.gchq.gaffer	array-list-store	0.6.3		fce35070af5e8f85accf174e8757ccf331a2741c
