br.com.thiagomoreira.liferay.plugins.setup-brazilian-regions-app	setup-brazilian-regions-hook	1.0.0		N/A
io.wcm	io.wcm.parent_toplevel	1.6.10		N/A
io.wcm	io.wcm.parent_toplevel	1.6.2		N/A
io.wcm	io.wcm.parent_toplevel	1.6.4		N/A
io.wcm	io.wcm.parent_toplevel	1.6.6		N/A
io.wcm	io.wcm.parent_toplevel	1.6.8		N/A
io.wcm	io.wcm.parent_toplevel	1.7.0		N/A
io.wcm	io.wcm.parent_toplevel	2.0.0		N/A
io.wcm	io.wcm.parent_toplevel	2.0.2		N/A
io.wcm	io.wcm.parent_toplevel	2.1.0		N/A
io.wcm	io.wcm.parent_toplevel	2.2.0		N/A
io.wcm	io.wcm.parent_toplevel	2.2.2		N/A
io.wcm	io.wcm.parent_toplevel	2.2.4		N/A
io.wcm	io.wcm.parent_toplevel	2.2.6		N/A
io.wcm	io.wcm.parent_toplevel	2.2.8		N/A
io.wcm	io.wcm.parent_toplevel	2.3.0		N/A
io.wcm	io.wcm.parent_toplevel	2.3.2		N/A
io.wcm	io.wcm.parent_toplevel	2.3.4		N/A
io.wcm	io.wcm.parent_toplevel	2.4.0		N/A
io.wcm	io.wcm.parent_toplevel	2.4.2		N/A
io.wcm	io.wcm.parent_toplevel	2.4.4		N/A
it.mulders.stryker	pit-dashbard-reporter	0.1.1		3611137abd617f8a696675d406ae3f2550802cc2
link.thingscloud	spring-boot-common-vertx	1.4.1-RELEASE		0b44444b42f55c0c2b495bfdebf5596300c88572
me.proton.core	biometric-data	31.0.0		N/A
me.proton.core	biometric-data	32.0.0		N/A
me.proton.core	biometric-data	32.0.1		N/A
net.databinder	unfiltered-netty_2.9.0	0.3.2		bdd5e25162fa16765c6c572fc3a13d545c4afde6
net.databinder	unfiltered-netty_2.9.0	0.3.3		8bac98dee4438bc6a90a3e18d3cbb81a15a04b10
net.databinder	unfiltered-netty_2.9.0	0.3.4		1bcec395d9af0da2b041d2fcbcc33fa90ce273db
net.databinder	unfiltered-netty_2.9.0	0.4.0		a463156997f2f6138898b019ff419982ecca5ccc
net.databinder	unfiltered-netty_2.9.0	0.4.1		dea1415f7384b1278faf345b5d6539d305e0d2fa
net.databinder	unfiltered-netty_2.9.0	0.5.0		a5c1e4953eb7cc5c990271117230e1ff3241a997
net.databinder	unfiltered-netty_2.9.0	0.5.1		506d9e46dcf0ecf9aa9f5b10ae1fe1094135ebeb
net.databinder	unfiltered-netty_2.9.0	0.5.2		7dfb8b3e263636ed7bbd6448091c5e29e9c84c7a
net.databinder	unfiltered-netty_2.9.0	0.5.3		0dd2f8a5e904620947ba76b8d2d5c9048ffacc46
net.databinder	unfiltered-netty_2.9.0	0.6.0		90ce425218d1070be23cbe5bb1efc105f69a60d0
net.databinder	unfiltered-netty_2.9.0	0.6.1		d5c6116942f26e6a2ee71f541fead06e1410b893
net.databinder	unfiltered-netty_2.9.0	0.6.2		50d561150bd8f5ca9c2a74a1485d8843eb4611c6
net.folivo	client-repository-test-linuxx64	4.10.0		N/A
net.folivo	client-repository-test-linuxx64	4.11.0		N/A
net.folivo	client-repository-test-linuxx64	4.11.1		N/A
net.folivo	client-repository-test-linuxx64	4.11.2		N/A
net.folivo	client-repository-test-linuxx64	4.12.0		N/A
net.folivo	client-repository-test-linuxx64	4.12.1		N/A
net.folivo	client-repository-test-linuxx64	4.12.2		N/A
net.folivo	client-repository-test-linuxx64	4.12.3		N/A
net.folivo	client-repository-test-linuxx64	4.13.0		N/A
net.folivo	client-repository-test-linuxx64	4.13.1		N/A
net.folivo	client-repository-test-linuxx64	4.13.2		N/A
net.folivo	client-repository-test-linuxx64	4.13.3		N/A
net.folivo	client-repository-test-linuxx64	4.13.4		N/A
net.folivo	client-repository-test-linuxx64	4.13.5		N/A
net.folivo	client-repository-test-linuxx64	4.14.0		N/A
net.folivo	client-repository-test-linuxx64	4.14.1		N/A
net.folivo	client-repository-test-linuxx64	4.14.2		N/A
net.folivo	client-repository-test-linuxx64	4.14.3		N/A
net.folivo	client-repository-test-linuxx64	4.14.4		N/A
net.folivo	client-repository-test-linuxx64	4.15.0		N/A
net.folivo	client-repository-test-linuxx64	4.15.1		N/A
net.folivo	client-repository-test-linuxx64	4.7.0		N/A
net.folivo	client-repository-test-linuxx64	4.7.1		N/A
net.folivo	client-repository-test-linuxx64	4.7.2		N/A
net.folivo	client-repository-test-linuxx64	4.7.3		N/A
net.folivo	client-repository-test-linuxx64	4.8.0		N/A
net.folivo	client-repository-test-linuxx64	4.8.1		N/A
net.folivo	client-repository-test-linuxx64	4.9.0		N/A
net.folivo	client-repository-test-linuxx64	4.9.1		N/A
net.folivo	client-repository-test-linuxx64	4.9.2		N/A
net.sf.sprockets	sprockets	0.0.0		50357ffcfd27f00d7f358ddb7080901b442c3ec2
net.sf.sprockets	sprockets	1.0.0		66242aa046379cf1d3c74dda12c1b37fbecd9c6e
net.sf.sprockets	sprockets	1.1.0		2c903877e75fff32254d6306564f563b2948b08f
net.sf.sprockets	sprockets	1.2.0		d5d163c4e6d3de7e042af700541f1c35097da86c
net.sf.sprockets	sprockets	1.3.0		35696c5db83b0bb60ce1941e04b0f35bdfa99765
net.sf.sprockets	sprockets	1.4.0		f15363b4452801bc1f8951cc8e0f656c8a19afc3
net.sf.sprockets	sprockets	1.5.0		6e98b9d1cbbc26920b2f261676d3985cc416b377
net.sf.sprockets	sprockets	1.6.0		26fd89580b405281d79119d3a0459375bd25edca
net.sf.sprockets	sprockets	2.0.0		aab17dbd25966a33088e4d0d5daf6609614cbce1
net.sf.sprockets	sprockets	2.1.0		4b3919b2adf3cc8e6f5935406517b1e70125efb3
net.sf.sprockets	sprockets	2.2.0		bc4d8d256062f926e95e63cc2a157645ced45785
net.sf.sprockets	sprockets	2.3.0		bcabc35bc6efd0756d6007f8e3e0a6ea10cd4f12
net.sf.sprockets	sprockets	2.4.0		01ba43b013c6fcdbd76b889e9cc85cb7193615f7
net.sf.sprockets	sprockets	2.5.0		9b7c6a7ac991aad04cd3126daa4861744180c0c8
net.sf.sprockets	sprockets	2.6.0		bde582558a51cc2bb5cda32f8b347400429ff63a
net.sf.sprockets	sprockets	3.0.0		22369d43a0f1e46151dfcf0fa8ff4b946fce337a
net.sf.sprockets	sprockets	3.1.0		68f3a03f70084679e7a328da1703b439fa0f590a
net.sf.sprockets	sprockets	4.0.0		e99205cb5b019e2b2d8f9a9effc5b68db25dddb6
net.sourceforge.ctakesresources	ctakes-resources-rxnorm-hsqldb-2011ab	3.1.2		ba1e4c4230d2ccc70b0905216b25ba4cf69b4184
net.sourceforge.ctakesresources	ctakes-resources-rxnorm-hsqldb-2011ab	3.1.3		423ceeea9969cf42ad07cee8e0aa21fa36846dc1
net.sourceforge.ctakesresources	ctakes-resources-rxnorm-hsqldb-2011ab	3.2.0		fbfe7d1c11236a14e932445d3e75828fc0f0f6c8
net.sourceforge.ctakesresources	ctakes-resources-rxnorm-hsqldb-2011ab	3.2.1		f52b04295cb2072db98aebe261000c8c5ac428e8
net.sourceforge.ctakesresources	ctakes-resources-rxnorm-hsqldb-2011ab	3.2.1.1		56f37881ec9b50649b8818d92ef3ee67f84229ae
net.sourceforge.ctakesresources	ctakes-resources-rxnorm-hsqldb-2011ab	4.0.0		6e95452a4c2192c87eca8d3c84f276392ce1e2c9
one.irradia.mime	one.irradia.mime.api	0.0.1		N/A
one.irradia.mime	one.irradia.mime.api	0.0.2		N/A
one.irradia.mime	one.irradia.mime.api	0.0.3		N/A
one.irradia.mime	one.irradia.mime.api	0.0.4		N/A
one.irradia.mime	one.irradia.mime.api	0.0.5		0631e272ac9a9af6691e5b68f9d5a8fc8d9e250a
one.irradia.mime	one.irradia.mime.api	0.0.6		1e2ee67bc8df30a9bbad0e7a71019ae226fafc94
one.irradia.mime	one.irradia.mime.api	1.0.0		be54033a32e536bf8112af8498cf571dcc6c07f8
one.irradia.mime	one.irradia.mime.api	1.1.0		a8fff3a24f65ba70a9a726c5107838ca501e6273
one.irradia.mime	one.irradia.mime.api	1.1.1		06d4b5dc19e0613be1a829d5adcf8d15fd39290d
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.10.0		6583c9624bc176cf3bfdc9731c86d8ade1806081
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.11.0		c124f8a3c7108a0d08d7178526218179f8f0ccc7
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.12.0		0232af8307c81b733bbfa05d743ab882118f3d7e
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.13.0		b24508bbb831aa83727666f7e6ecc3e111342975
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.14.0		8306bd1134fb9d15a65c3108492e1952c7ea990a
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.4.0		23204f81b4954d496140f0ff0a322423d6d6e6cb
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.5.0		d137abb88b025a182f11a307f4710c6982d6b759
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.6.0		e33709376c8c31ac68e86ed09ba85d273fc872f2
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.7.0		6e668ab3dcafa7df69b934223992f58766e5f5da
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.8.0		5a2bc927c4adbab7cf91d8e98c44d02e267583f1
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.8.1		a3edaf0624c82fc871967319f00a496de33d5892
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.8.2		ad6b571ee2cbef47db477ff07ce0d2c9ec13b00c
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.8.3		50b98447f4b8bbc18761c6963617e21429ae1b5e
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.8.4		4d8234071ebe7944cecb2d6abd6dab07ef23edae
org.apache.camel.quarkus	camel-quarkus-camel-k-maven-plugin	3.9.0		24b58255866127bb11cf7ffc4ccd9aa275aec64e
org.apache.karaf.decanter	org.apache.karaf.decanter.kibana-3.x	1.1.0		98bdd8b740a1c98b87ce2a6e867069ffe8eac605
org.apache.karaf.decanter	org.apache.karaf.decanter.kibana-3.x	1.2.0		283809b8fce5d974767910eab96a6d973679d579
org.apache.karaf.decanter	org.apache.karaf.decanter.kibana-3.x	1.3.0		5b2625aa58bb05e3f8020e8b6a6bdadde2b9dd59
org.apache.karaf.decanter	org.apache.karaf.decanter.kibana-3.x	1.4.0		f7d85b805ad6f216f91511e967d7fd9085fe17cb
org.apache.karaf.decanter	org.apache.karaf.decanter.kibana-3.x	2.0.0		f0b0788b4c5a10d8ed7ca0b8755197408e9dc289
org.apache.karaf.decanter	org.apache.karaf.decanter.kibana-3.x	2.1.0		576dc0c8294be4ceb3866ec1057e552d66dd8f32
org.apache.karaf.decanter	org.apache.karaf.decanter.kibana-3.x	2.2.0		60dd9fd10aeb9f11462c3c836990bebc58030a46
org.apache.tuscany.sca	tuscany-implementation-python-runtime	2.0		8f5c3fb9845b55ee257ecf00fd6ccea5126017de
org.apache.tuscany.sca	tuscany-implementation-python-runtime	2.0-Beta1		d5cb67ed77b878d0f32697d8856b7b8b6cbc49f9
org.apache.tuscany.sca	tuscany-implementation-python-runtime	2.0-Beta2		96278aa65e9714314719bfb3e4d95d9855bc0d49
org.apache.tuscany.sca	tuscany-implementation-python-runtime	2.0-Beta3		43bd8348e9e9f11d4cb9bae89276c7e41c8bf997
org.apache.tuscany.sca	tuscany-implementation-python-runtime	2.0.1		4284c4523c51448a1ae2faf365dbbd35fb74bafb
org.appfuse	appfuse-light-spring-security	2.1.0		N/A
org.appfuse	appfuse-light-spring-security	2.1.0-M1		N/A
org.appfuse	appfuse-light-spring-security	2.1.0-M2		N/A
org.appfuse	appfuse-light-spring-security	2.2.1		N/A
org.appfuse	appfuse-light-spring-security	3.5.0		N/A
org.buldakov.huawei.modem.client	huawei-api-client	1.0		36eb50325caf8fb6a9a0f92049a56dec4e4e26c1
org.buldakov.huawei.modem.client	huawei-api-client	1.0.2		53c563d6be3bdb3b34d9280a5631d9ca801cc3de
org.buldakov.huawei.modem.client	huawei-api-client	1.0.3		e598b29f8d73f68ea62a1fddc4a7b41aa333d808
org.buldakov.huawei.modem.client	huawei-api-client	1.0.4		c0eab6fe04c97d8e4c279f2933a393428ec17cfa
org.buldakov.huawei.modem.client	huawei-api-client	1.0.5		d25341daa9f0fa49e663da4aed2d4d5c5192d4ad
org.buldakov.huawei.modem.client	huawei-api-client	1.0.6		37f0bad8c5f4d6279d91774330898a829e6bb439
org.buldakov.huawei.modem.client	huawei-api-client	1.0.7		dab5b2ab432a2b00d9472468c42b07865f2f9860
org.buldakov.huawei.modem.client	huawei-api-client	1.0.9		33ab9a8d5b1d2a7e16e0db4bcb4a572aa105348f
org.buldakov.huawei.modem.client	huawei-api-client	1.01		fa1fff36bead278dce90b5a548098773d9814be1
org.codehaus.guessencoding	guessencoding	1.0		1fe2e4d257fe91628b4ff965dac83c5b7261a15a
org.codehaus.guessencoding	guessencoding	1.1		f5bf0168fe2730c7baaf5777e908233402d6c347
org.codehaus.guessencoding	guessencoding	1.2		71676da20cdc7c96ae626dd38bbd1e7f54ac653c
org.codehaus.guessencoding	guessencoding	1.4		28fae7da30e019a9b07bf6e0ea21eb44577eae51
org.eclipse.birt	org.eclipse.birt.report.engine.emitter.ppt	4.9.0		541578ff9887727b87268298a9755f0ba0499513
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-wasm-js	1.6.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-wasm-js	1.6.2		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-wasm-js	1.6.3		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-wasm-js	1.7.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-wasm-js	1.7.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-wasm-js	1.7.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-wasm-js	1.7.2		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-wasm-js	1.7.3		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-wasm-js	1.8.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-wasm-js	1.8.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-wasm-js	1.8.1		N/A
org.lujian.cloud	dubbo-boot-parent	0.0.2		N/A
org.lujian.cloud	dubbo-boot-parent	0.0.3		N/A
org.lujian.cloud	dubbo-boot-parent	0.0.4		N/A
org.mvnpm	smart-webcomponents	18.0.26		b28d29870081fa05b8565d559659cfeec6841d81
org.neo4j	neo4j-bolt	2025.01.0		a2afaca9217cdc0913c6acb2b4c0ef15519f30ff
org.neo4j	neo4j-bolt	2025.02.0		e2abd192a61d935c954f525ada634efc7d82ce43
org.neo4j	neo4j-bolt	2025.03.0		3c55987a701ade4bf40ab90b96224cc0ad902842
org.neo4j	neo4j-bolt	2025.04.0		0a3334a5e4970724108a7a48cf2c3d28703e0a3d
org.neo4j	neo4j-bolt	3.0.0		ead52c5ff71e2268189528d70501204a7e36dab1
org.neo4j	neo4j-bolt	3.0.0-M01		b3472914ff97eaa8b79c66561ed9372bff907d49
org.neo4j	neo4j-bolt	3.0.0-M02		d953b4d62b3e8e941a5c460a9349aae7c6548f64
org.neo4j	neo4j-bolt	3.0.0-M03		4fc9507b0d828386a261d759e2bc1fc7d4d2dff6
org.neo4j	neo4j-bolt	3.0.0-M04		0420f1369b0897f755f20eee59e165e1bf7a7cc4
org.neo4j	neo4j-bolt	3.0.0-M05		ef4e39171f886f65b6ae4a4366ef1894f61b9d55
org.neo4j	neo4j-bolt	3.0.0-RC1		8e4bd92bd70cc41ebff0c41e5e0cc86acceef302
org.neo4j	neo4j-bolt	3.0.1		be8721b61c1df33237a3832ec62867881c7f8b87
org.neo4j	neo4j-bolt	3.0.10		7b49e68cbc22034e5cb8514efe0b7dd1f6c8fcd9
org.neo4j	neo4j-bolt	3.0.11		a693513a36c076081a02d5ce156369c57ccc31f9
org.neo4j	neo4j-bolt	3.0.12		ea6e5cd057a97e1544f9dd4471dc2b1b2b62ff84
org.neo4j	neo4j-bolt	3.0.2		0a7fa5ae4e3cf3960823ff4c366664ec64246bbe
org.neo4j	neo4j-bolt	3.0.3		ac3377e0542316241d6c55a076f50101ea9e4865
org.neo4j	neo4j-bolt	3.0.4		91e550bc7d134fbe20a73e755a62b23b9d760077
org.neo4j	neo4j-bolt	3.0.5		e60a1892367879194b0d6834a0953365694428d4
org.neo4j	neo4j-bolt	3.0.6		917a09b99e8347619d8a178bbe6c19beb8778007
org.neo4j	neo4j-bolt	3.0.7		512417265645166044cb63767cc526b36f68b089
org.neo4j	neo4j-bolt	3.0.8		5886d5251ab65cabacfd15503118793f0bc66183
org.neo4j	neo4j-bolt	3.0.9		c5feeaaf4e29a278f13898f9d83b226244d819ac
org.neo4j	neo4j-bolt	3.1.0		6d7f95966b9f16272364aaa81758dbc545af39ea
org.neo4j	neo4j-bolt	3.1.0-BETA1		61ef99cbf5da54360f08cfb4afc888cde7d156db
org.neo4j	neo4j-bolt	3.1.0-M01		a1bed7a053d57f90fc18d12acd92e907accbaef2
org.neo4j	neo4j-bolt	3.1.0-M02		0d5efc082e33074c01c6399ff0e33bddc6f28a53
org.neo4j	neo4j-bolt	3.1.0-M03		c231ae5a25d0584d703de19588a8dc19c9e23d6a
org.neo4j	neo4j-bolt	3.1.0-M04		4e1d5e44784b52ed31d31ad3f2cb80501015642c
org.neo4j	neo4j-bolt	3.1.0-M05		4e639efd9c4991ddfb43e150eb6f554f00d1b89b
org.neo4j	neo4j-bolt	3.1.0-M06		1db9cf6c57f9d992b8abe430384f726860e1252e
org.neo4j	neo4j-bolt	3.1.0-M07		139f2154e9f9d8d2a71c726468119f87e987ca45
org.neo4j	neo4j-bolt	3.1.0-M08		5c38489f8f0288620c731004bb2f3810c9b186fc
org.neo4j	neo4j-bolt	3.1.0-M09		7a58e16dea8a4c547493953de3d53c1965e3b2cb
org.neo4j	neo4j-bolt	3.1.0-M10		bc9c538a441c0cd927e9294626199134cb7fe423
org.neo4j	neo4j-bolt	3.1.0-M12-beta2		2975a79275ce06dd768c8df5be14aa1850396f0b
org.neo4j	neo4j-bolt	3.1.0-M13-beta3		dfa1aca7f4cb7c3f2e94b3bf0a6d292e9d4cf554
org.neo4j	neo4j-bolt	3.1.0-RC1		809d93639a81f5a014fdea632ece02066190510a
org.neo4j	neo4j-bolt	3.1.1		63e3f7deef84c6bf3a74d3bfc112343572532d06
org.neo4j	neo4j-bolt	3.1.2		69d5602b163b311a67ba6d5b2ce6725afcf49b04
org.neo4j	neo4j-bolt	3.1.3		67924bb45bd7ad04e10fc2e57b589748c0e8a35d
org.neo4j	neo4j-bolt	3.1.4		22586aa76a9791590cdf24e051579f22b3feb118
org.neo4j	neo4j-bolt	3.1.5		0701280f32f5a7dfbbc03914ccd64e66278cdf60
org.neo4j	neo4j-bolt	3.1.6		9b895015c73a358c9454407524fb5a00948e7b28
org.neo4j	neo4j-bolt	3.1.7		73afe38b0b255bacd4c925f23e3f42558e62e6cf
org.neo4j	neo4j-bolt	3.1.8		fdb4781ec520421200c390a34637ad7651111999
org.neo4j	neo4j-bolt	3.1.9		d9ef5b30eb99f41957f2022e0206ca784354fc8e
org.neo4j	neo4j-bolt	3.2.0		3d5e423e71095a07f274b652a62f674e60f926b7
org.neo4j	neo4j-bolt	3.2.0-alpha01		edcd2728cd712329834665ca606e12f0003a011d
org.neo4j	neo4j-bolt	3.2.0-alpha02		635e9adf1fce1cd983ec8830ae4d2fc424bece5a
org.neo4j	neo4j-bolt	3.2.0-alpha03		55126863e0b89bfcc8981cb64afeee9bbf6882a9
org.neo4j	neo4j-bolt	3.2.0-alpha04		4c9c77d171cbc5d99a655c209cd9637ec130804d
org.neo4j	neo4j-bolt	3.2.0-alpha05		c0b04b33a313bdbb60badc4998bf5b167e47bd3f
org.neo4j	neo4j-bolt	3.2.0-alpha06		88e854a96dbe61602ed8f9f30df758326c489b2d
org.neo4j	neo4j-bolt	3.2.0-alpha07		b8926631eb5891926c711c7eeece03c46bfd4153
org.neo4j	neo4j-bolt	3.2.0-alpha08		e38f896f8cb914b559b1cf1cb164e3d436cc0d44
org.neo4j	neo4j-bolt	3.2.0-rc1		9c6270ce98e26d3781bc0db192c9f010923fa912
org.neo4j	neo4j-bolt	3.2.0-rc2		c8e30e53728e05750dfe66cb392053446360470b
org.neo4j	neo4j-bolt	3.2.0-rc3		5065ae284ebde9c4cb7b7a2ece6818b01e049608
org.neo4j	neo4j-bolt	3.2.1		804077eb8762aad1c2b645088d400972d2e58e54
org.neo4j	neo4j-bolt	3.2.10		e5a1ff0618ea2ca1a52662029ce98bd0f8111c97
org.neo4j	neo4j-bolt	3.2.11		8441c2315dc3621c3a1588d34ed0c7ef360a220d
org.neo4j	neo4j-bolt	3.2.12		cf86691416913d456343b625e66e8c6f9fa24b15
org.neo4j	neo4j-bolt	3.2.13		5307dae46fcb5c34d8d79a70921cc5342e942af9
org.neo4j	neo4j-bolt	3.2.14		b99a8b64e2dfcb6981adb838c70936a0edcd162b
org.neo4j	neo4j-bolt	3.2.2		2d5432353d561b2bbffa0d15b63ee6e1994810e4
org.neo4j	neo4j-bolt	3.2.3		725288cd66073a0ec06b3858a2929fcd66c6e873
org.neo4j	neo4j-bolt	3.2.4		c48610f04b5bae560f56b7f43502d5ca9bec5c76
org.neo4j	neo4j-bolt	3.2.5		dda79b706fe5a7f296170cb9f003bde03e2d4a20
org.neo4j	neo4j-bolt	3.2.6		3d056a94a24f8c63269d439c47a9c08ea7a85e5f
org.neo4j	neo4j-bolt	3.2.7		64a011a5922491016aab20e932acf7cbc80f4035
org.neo4j	neo4j-bolt	3.2.8		e279572173c9c305e18e3d76a0346a4b898e55d4
org.neo4j	neo4j-bolt	3.2.9		27da02850345e4e38fb9ee69fe69966c3774645f
org.neo4j	neo4j-bolt	3.3.0		4133e9aa903012dedd52adf6661af65fcc5d43ef
org.neo4j	neo4j-bolt	3.3.0-alpha01		b342ed194f9be19ae5c582a6b62696c07d0861fc
org.neo4j	neo4j-bolt	3.3.0-alpha02		f2a04369b96473f8cae7a339264ce57856f265e4
org.neo4j	neo4j-bolt	3.3.0-alpha03		259dc59dbc5a9316a0887be5d533ec2353fcca00
org.neo4j	neo4j-bolt	3.3.0-alpha04		ff25513ecaad2f37fdc7eda34fe96a90983db7fe
org.neo4j	neo4j-bolt	3.3.0-alpha05		ad013cbcff19609f5c54520a7b0b6a5ae4dd5bce
org.neo4j	neo4j-bolt	3.3.0-alpha06		0dd10ce9e6b639ae402c714004d9cd3d34319487
org.neo4j	neo4j-bolt	3.3.0-alpha07		473df3ea96ae2ed8ded95234bfc3e1b52c3228b0
org.neo4j	neo4j-bolt	3.3.0-beta01		2df55fa7d820ce4194e2c021e480b981888245ca
org.neo4j	neo4j-bolt	3.3.0-beta02		c3868b12121f2831b8dced5438a61749edfaa8cc
org.neo4j	neo4j-bolt	3.3.0-rc1		43fe9ae2582d26875e11be4161038cbb813342e6
org.neo4j	neo4j-bolt	3.3.1		c9427b2686fdc5044cb39e0de151bcf44a49ef99
org.neo4j	neo4j-bolt	3.3.2		bdf9dbd2648e79a655b344826d6e2fe9db38e4b6
org.neo4j	neo4j-bolt	3.3.3		65f6f10d14335d46ccc3572e3653f1246857d889
org.neo4j	neo4j-bolt	3.3.4		1ad30036411520b2153ef9e535079b85416c20bb
org.neo4j	neo4j-bolt	3.3.5		9c72e4d0bd3d35b441a56fd46d9895fd9562952c
org.neo4j	neo4j-bolt	3.3.6		8317926f60569f9667d2f005556c5f68c092e0bf
org.neo4j	neo4j-bolt	3.3.7		199f0c023876a52e9a646022f5960da6dfc95336
org.neo4j	neo4j-bolt	3.3.8		f0086b27e68e8e4adeb9b757790e46a28c5e817e
org.neo4j	neo4j-bolt	3.3.9		485b5f2dddc20e0f98024869cb2c7a9b82acd635
org.neo4j	neo4j-bolt	3.4.0		daace30e2acc48362737f63b6acac598883c3ac2
org.neo4j	neo4j-bolt	3.4.0-alpha01		3b95f7169861128794fc7c8240fab80a20d73b00
org.neo4j	neo4j-bolt	3.4.0-alpha02		304dbf63e6387844eb987814c3b38f575e88ced7
org.neo4j	neo4j-bolt	3.4.0-alpha03		d6835063030442b09eef120c01d03f342c9c4096
org.neo4j	neo4j-bolt	3.4.0-alpha04		26ad47bf2d0a3bcf8032402a792c21abc9e3d14d
org.neo4j	neo4j-bolt	3.4.0-alpha05		d9935d3fe95da14b5c3879276b523e3b3ec5882a
org.neo4j	neo4j-bolt	3.4.0-alpha06		36a325ce950b08d1fb08128b088c03da3b230322
org.neo4j	neo4j-bolt	3.4.0-alpha07		79b75727b9ee4262aecb9beb58b936b3531873c3
org.neo4j	neo4j-bolt	3.4.0-alpha08		591f8b3007ef1d6423205ad1c68ae7ecf3e71af1
org.neo4j	neo4j-bolt	3.4.0-alpha09		8821c0d231559b1d5a7dbb4457e17ab475a67f0f
org.neo4j	neo4j-bolt	3.4.0-alpha10		ffae29a9d91c3b8435c85d9268884b8b511359e3
org.neo4j	neo4j-bolt	3.4.0-beta01		73ce2e9a67e6d06b4bb2bc3f2e3b50bbb4fed59c
org.neo4j	neo4j-bolt	3.4.0-beta02		efc205a23c0b113db373ad9d15398fb746a39056
org.neo4j	neo4j-bolt	3.4.0-rc01		a3a86e348f92641bd6c689466ebf727444afd400
org.neo4j	neo4j-bolt	3.4.0-rc02		e05ffadd979584ba7c58d59664eea1a2f9ae7ca8
org.neo4j	neo4j-bolt	3.4.1		8376a8e163180151e7b134fcf196f8dcc26a8558
org.neo4j	neo4j-bolt	3.4.10		28367ab42af7df8a15b2dc5db2c6d1e8ded6e1d4
org.neo4j	neo4j-bolt	3.4.11		a1c13791c035579c7fc3c140759bd6402905028c
org.neo4j	neo4j-bolt	3.4.12		f88a4195f109e54b0e87c05463b450ff5858c85e
org.neo4j	neo4j-bolt	3.4.13		06051086d470ee7fb3fde408539371f2b5f4170c
org.neo4j	neo4j-bolt	3.4.14		13b20aff44f645e038fbfce9bc2a73af063817d2
org.neo4j	neo4j-bolt	3.4.15		e54e8ca8a3f4e89c05bdfdd35fac7a08fab264e5
org.neo4j	neo4j-bolt	3.4.16		675c410e5a40f137e6897a4975eaf09fde8d146d
org.neo4j	neo4j-bolt	3.4.17		73789d9cfd14b3fad6762c75f995b3db471cb0d2
org.neo4j	neo4j-bolt	3.4.18		3ef9f317529b3e47fcbd9dbeaddcf16fd91c9dbc
org.neo4j	neo4j-bolt	3.4.3		fc590fdb3afc99fa56912e538a5cfd73028e5081
org.neo4j	neo4j-bolt	3.4.4		4e2017a1c8ec85c5c50af293b3f1811eae54d1cc
org.neo4j	neo4j-bolt	3.4.5		e445416a3fac4c14c02f6e8ac0062017a0241326
org.neo4j	neo4j-bolt	3.4.6		84af4eaad41aa3ce69e5ff6c65acd522956a5fd5
org.neo4j	neo4j-bolt	3.4.7		b09b5f81fcc2c0573aa2577edf750e5fd409f1c2
org.neo4j	neo4j-bolt	3.4.8		64f4ec1ed76ff94c6d90878da28da994778dd113
org.neo4j	neo4j-bolt	3.4.9		009b0323488fa0eddbcea5ce4875b74e98992791
org.neo4j	neo4j-bolt	3.5.0		923ced5d16ad49234bee91b37b2db5dcf93c08dc
org.neo4j	neo4j-bolt	3.5.0-alpha01		a576d38c78a91c181524762065f7f06b90c5e5f0
org.neo4j	neo4j-bolt	3.5.0-alpha02		408404aee8b53995249c76ea83c5bbf824ad528b
