app.softwork	kotlinx-serialization-flf-wasm-js	0.0.20		N/A
com.amazonaws	aws-java-sdk-translate	1.11.966		8dc843aac55a2cd2395286b8524c8c4236265193
com.amazonaws	aws-java-sdk-translate	1.11.967		fc0ed35303f22e167f3f3842fbb842312ee04515
com.amazonaws	aws-java-sdk-translate	1.11.968		b09ee40ed8dbe4845a2b1ba66caaf2e44a601349
com.amazonaws	aws-java-sdk-translate	1.11.969		917a159afe421d944dac5d070ca0d665664d3939
com.amazonaws	aws-java-sdk-translate	1.11.970		833f34a6bcd53e44daeb205c33ef1abf9f39b3ef
com.amazonaws	aws-java-sdk-translate	1.11.971		76022084a0ff56cfba2c31663ad257b3220d87bf
com.amazonaws	aws-java-sdk-translate	1.11.972		ea522d14f368f4c38415eaa70d194e08321d4085
com.amazonaws	aws-java-sdk-translate	1.11.973		a6d0839fcbed780ee506c27983c2c31d9273a4a4
com.amazonaws	aws-java-sdk-translate	1.11.974		9dc381342bedc99952720dc69db3e0e192fe6a42
com.amazonaws	aws-java-sdk-translate	1.11.975		f73eab4c23b9145e8144c6c0bdca9892122c2270
com.amazonaws	aws-java-sdk-translate	1.11.976		c911bf8c12dd99a5f14c8e0302f93e84a63dee4d
com.amazonaws	aws-java-sdk-translate	1.11.977		71c861cfbab0c904d6492b0330fd9ad6b9bbe559
com.amazonaws	aws-java-sdk-translate	1.11.978		4ae016632c63cb3edbf80befe8b8fdb57eacb7c0
com.amazonaws	aws-java-sdk-translate	1.11.979		f001011b90fd55fc6be81c81436f48cdc64cd838
com.amazonaws	aws-java-sdk-translate	1.11.980		6adb2a8fa071946adb5fbb7798e8b7a68893ce3b
com.amazonaws	aws-java-sdk-translate	1.11.981		44dc9e774369c01f3fd5a64aa5e18b034401564e
com.amazonaws	aws-java-sdk-translate	1.11.982		8eaeca059397c3945c6b964094f8102ada20c995
com.amazonaws	aws-java-sdk-translate	1.11.983		47c1d9b81e03a88336274a2241a0a3ac209af03d
com.amazonaws	aws-java-sdk-translate	1.11.984		418ad1d1d4046fae183f4d2f3744470fac6d2250
com.amazonaws	aws-java-sdk-translate	1.11.985		c2cbb0828bce058b38fbd81e0d8ed184351843e6
com.amazonaws	aws-java-sdk-translate	1.11.986		58760259c62fe162577227f7d75bdd007915b40c
com.amazonaws	aws-java-sdk-translate	1.11.987		7144d4af27a9ad3cb0a51d64df58d024a8577304
com.amazonaws	aws-java-sdk-translate	1.11.988		323a7272bfcf535007bc0cfa8ddaecf8bb661d59
com.amazonaws	aws-java-sdk-translate	1.11.989		9884fd019709cb6b820404d3aef6cfe969c1f53a
com.amazonaws	aws-java-sdk-translate	1.11.990		ddc86a69490eb79a8d76be149347f196620395a1
com.amazonaws	aws-java-sdk-translate	1.11.991		6cc995b60b675024dfc7591eb3981b630160d0fe
com.amazonaws	aws-java-sdk-translate	1.11.992		2a9513f65acc9565ea96bb071f6edd59d27695c9
com.amazonaws	aws-java-sdk-translate	1.11.993		2970f1b02df8c2c1ceebba783ccd731cb5c6484d
com.amazonaws	aws-java-sdk-translate	1.11.994		f743782ae0382d975246619133f736ce563153dc
com.amazonaws	aws-java-sdk-translate	1.11.995		79249fe18030cb74521493c325740cd614c3412a
com.amazonaws	aws-java-sdk-translate	1.11.996		7b32095cc2c01a04570c3a0af324a6827ce15221
com.amazonaws	aws-java-sdk-translate	1.11.997		a36b26254e87a88329ff94c44e4fed2b8b48e108
com.amazonaws	aws-java-sdk-translate	1.11.998		d8ef7a36ff0fdf79cf1bf93b078bcd408ea9186c
com.amazonaws	aws-java-sdk-translate	1.11.999		cb9b3c56d6e6e94a01b1dfca1d6c6ef80f827743
com.amazonaws	aws-java-sdk-translate	1.12.1		1808bd234f814bcccb7a02463e7128d3ecf49632
com.amazonaws	aws-java-sdk-translate	1.12.10		83cf8c146d0c48bfd74fd36f4733c598a3e9632b
com.amazonaws	aws-java-sdk-translate	1.12.100		7f3254f2bf584101e638f27ed495e32f61533530
com.amazonaws	aws-java-sdk-translate	1.12.101		f075316b6ca889e92b423a21a4710319c5d05d52
com.amazonaws	aws-java-sdk-translate	1.12.102		10327b7c8cf0e879c84eb23165af3b04ed937bb3
com.amazonaws	aws-java-sdk-translate	1.12.103		89fe17c1f64aca22e99e3feceea01d91bc000f81
com.amazonaws	aws-java-sdk-translate	1.12.104		f2987e688cc89475a16247c8d78e56670dd39a13
com.amazonaws	aws-java-sdk-translate	1.12.105		3f1a1dd64cbfbf92493ba48e891f3c6fc4c43860
com.amazonaws	aws-java-sdk-translate	1.12.106		5dbe776bb2c6c76d6800e42362fe1792c327b98f
com.amazonaws	aws-java-sdk-translate	1.12.107		4d63156f553571b57e8266ab4da68fdc9c168a4a
com.amazonaws	aws-java-sdk-translate	1.12.108		b01e243a33169c2498d73078a3110ffd15bcf1f7
com.amazonaws	aws-java-sdk-translate	1.12.109		6eb0b28e34756a833635d5cbc83626816394a8fd
com.amazonaws	aws-java-sdk-translate	1.12.11		47b18875666a711b27fa6be35b47e3dd2c5eaab4
com.amazonaws	aws-java-sdk-translate	1.12.110		d43145acd79ec26fc84129752a07d9181390bd54
com.amazonaws	aws-java-sdk-translate	1.12.111		e7fed3be9d440fe94504b8465da45e06c5294ac8
com.amazonaws	aws-java-sdk-translate	1.12.112		199e3e0fe88c1667ae37a4e649a853d91845efa6
com.amazonaws	aws-java-sdk-translate	1.12.113		d74f88433c2a365d49a82d792939c3d762b14e3f
com.amazonaws	aws-java-sdk-translate	1.12.114		3cb4adc41e78e6a0580b75c97d075ce9af369f3f
com.amazonaws	aws-java-sdk-translate	1.12.115		43c7c8476c75d9a0701bb4653ed65761f8319cc2
com.amazonaws	aws-java-sdk-translate	1.12.116		1bc98a2cc6f8deb1b5f21d4a5154b5e39bb36663
com.amazonaws	aws-java-sdk-translate	1.12.117		ccda57ac9e60dc11dbbfc4114f1be6998ea1b560
com.amazonaws	aws-java-sdk-translate	1.12.118		4f75831c4034f81f13df95fb08490b182d57b5a1
com.amazonaws	aws-java-sdk-translate	1.12.119		d6cfbfee5cecef3131ed011b081691b9e898fdd5
com.amazonaws	aws-java-sdk-translate	1.12.12		b1226edccf7962a97f6b58a71f0f57804504fe5a
com.amazonaws	aws-java-sdk-translate	1.12.120		6178bf3c33b37bc1760ad5fbb62f7c0e96ddef2a
com.amazonaws	aws-java-sdk-translate	1.12.121		547d67006bc487e94c55aca51566c34bdeccf839
com.amazonaws	aws-java-sdk-translate	1.12.122		2a9b42ab53d0858253162745613ac941858aa12a
com.amazonaws	aws-java-sdk-translate	1.12.123		82e519884f6281bb3016e5104e24bd8245ff8ee9
com.amazonaws	aws-java-sdk-translate	1.12.124		778b3bfd10401b264adc66110f1623a3ea4733ae
com.amazonaws	aws-java-sdk-translate	1.12.125		177866988e35a99f8dbd0fac0bbd595a8ce7d7d6
com.amazonaws	aws-java-sdk-translate	1.12.126		6d6895ac79fe4379daf7cc52d21705556fb7c0c5
com.amazonaws	aws-java-sdk-translate	1.12.127		8ba7aac9e258249ada49bf34295f64371270d0bd
com.amazonaws	aws-java-sdk-translate	1.12.128		a119c3185d85b91b5a4bd5b57a3d10bb384b4950
com.amazonaws	aws-java-sdk-translate	1.12.129		ea1814bd2418a91f6ea9f1800031d26792d2fd57
com.amazonaws	aws-java-sdk-translate	1.12.13		06e043520486dde2bf59777258810e0274da477b
com.amazonaws	aws-java-sdk-translate	1.12.130		cd605fd90cec2bda06be0122339b8b71997660bd
com.amazonaws	aws-java-sdk-translate	1.12.131		d7ec30cdaa131e68526c329c212891ca2dae01f6
com.amazonaws	aws-java-sdk-translate	1.12.132		818c3be713ad94712560b55bdb2e2de61318cc0a
com.amazonaws	aws-java-sdk-translate	1.12.133		aef5e632fc83cc99ec9c874b581daab0e9e35d3f
com.amazonaws	aws-java-sdk-translate	1.12.134		37ea1b08ffb6b02e0d43037ca751251df749425c
com.amazonaws	aws-java-sdk-translate	1.12.135		8aa0f0d74ff540acde18429fe6f68a4746302a13
com.amazonaws	aws-java-sdk-translate	1.12.136		71cbe5cd69af3db2fdd17258a5e6619d7bf0a550
com.amazonaws	aws-java-sdk-translate	1.12.137		175316d5cbf48279e2d4d775a4d2f14be2d981c5
com.amazonaws	aws-java-sdk-translate	1.12.138		5c2ff860e13b96bd6b5d2973ba65e4f247be4061
com.amazonaws	aws-java-sdk-translate	1.12.139		d7a5044a12b566fe50be0531887a7d0580d12b7a
com.amazonaws	aws-java-sdk-translate	1.12.14		b9c72ba4ca255af69f580a892089493bef61b77e
com.amazonaws	aws-java-sdk-translate	1.12.140		060946834862d3b584b880e6b229eed42c6d6284
com.amazonaws	aws-java-sdk-translate	1.12.141		f7a80130273186bf5ed6b346488bdf72559b5ea9
com.amazonaws	aws-java-sdk-translate	1.12.142		876bc42dbffbb740a60bb846be8757161e0d19d4
com.amazonaws	aws-java-sdk-translate	1.12.143		2935200163e212c70336072b5e542e7c5465b4ae
com.amazonaws	aws-java-sdk-translate	1.12.144		9a8297d575627305a648c082a4acccec84e903d4
com.amazonaws	aws-java-sdk-translate	1.12.145		b7ee4567792342b9f3969b33787a0e247a4f773d
com.amazonaws	aws-java-sdk-translate	1.12.146		33f4d1ef5bfbeda80abc03807a60e91894a37dca
com.amazonaws	aws-java-sdk-translate	1.12.147		67e45fe18a5c3c7214d99ff18b3a5b84163879a6
com.amazonaws	aws-java-sdk-translate	1.12.148		e825946dae00f1f74eed87264919eb5e6ec46c1d
com.amazonaws	aws-java-sdk-translate	1.12.149		da3f7eadf782233692371a312bceb2e489f75333
com.amazonaws	aws-java-sdk-translate	1.12.15		832463c6a917d5ef67f08c16912c30a6c46b39d5
com.amazonaws	aws-java-sdk-translate	1.12.150		8620faa3d760125833a03bcc884d06156fd0a4f4
com.amazonaws	aws-java-sdk-translate	1.12.151		6e9ba63bc5e68d7980d78a2871975dd1e19718e9
com.amazonaws	aws-java-sdk-translate	1.12.152		0e07693c43540d8c29a79bd7391bdad79f1373ae
com.amazonaws	aws-java-sdk-translate	1.12.153		bd3e0c4edc7a50f4ee8cd272444e1b34530ded4d
com.amazonaws	aws-java-sdk-translate	1.12.154		0621ed68d3760b4f1b1e9338e6f91c974979c76f
com.amazonaws	aws-java-sdk-translate	1.12.155		4ab3d77e6b72c9dd46e002143d88396b89c3c539
com.amazonaws	aws-java-sdk-translate	1.12.156		af4988b102b4413a488ad9e94c1d3d903d3d4c4b
com.amazonaws	aws-java-sdk-translate	1.12.157		901f7296fbf50cb2289248aeb780ec005a40cadf
com.amazonaws	aws-java-sdk-translate	1.12.158		df21bea2bbbc58e395ffa0960f3a379315496728
com.amazonaws	aws-java-sdk-translate	1.12.159		a91af80490a4d5c992936fa08c59d6ad363cd1f3
com.amazonaws	aws-java-sdk-translate	1.12.16		f06e56acb50962e1c37db2f7c4af922131067fc9
com.amazonaws	aws-java-sdk-translate	1.12.160		44c6f0b564a75384ebffce2282ef7d00dac073de
com.amazonaws	aws-java-sdk-translate	1.12.161		05c4f31a46e8d7021ea49eae0e6c0b9802d59719
com.amazonaws	aws-java-sdk-translate	1.12.162		71967db7b74ab564f86bf9228175859f85863a0d
com.amazonaws	aws-java-sdk-translate	1.12.163		6bbfe62a886aabfc1279ff7287b3f2855832c2af
com.amazonaws	aws-java-sdk-translate	1.12.164		f9445891f9931cafa71a1898f2776c4a676b9fdc
com.amazonaws	aws-java-sdk-translate	1.12.165		da1f9b3a2ed3b6d6c493be7c4e8ad976c03986a5
com.amazonaws	aws-java-sdk-translate	1.12.166		c41c85d38c4854ccd0edc0175a81baf63dad8679
com.amazonaws	aws-java-sdk-translate	1.12.167		3c64e13ed4ce59a6cd92efd5fd7251faf2c318dc
com.amazonaws	aws-java-sdk-translate	1.12.168		f092eb452446d119f184f82b7fa98f97ba4d33bb
com.amazonaws	aws-java-sdk-translate	1.12.169		1fdf1a1cf039bd1032efd1ff6b9d4b8a595bc4a7
com.amazonaws	aws-java-sdk-translate	1.12.17		be1a3f7ae9954a36dcba43fac8a486a7fddbfc05
com.amazonaws	aws-java-sdk-translate	1.12.170		5ddb6292506df8e3eb0e51f91afca03dc9f9f3a3
com.amazonaws	aws-java-sdk-translate	1.12.171		44fb0cf74e6183b77ee723b1b93164ebfa6c2592
com.amazonaws	aws-java-sdk-translate	1.12.172		048a1d6f0a9e93a6c749cb94b828f262d5cff879
com.amazonaws	aws-java-sdk-translate	1.12.173		9905663dec31b1ebd44f29de72fc0f25fcc876aa
com.amazonaws	aws-java-sdk-translate	1.12.174		61cbccf9739cd113d7247e41390969ba18877a52
com.amazonaws	aws-java-sdk-translate	1.12.175		bce1d82c6fe793e4b899c6026babb978205d8c28
com.amazonaws	aws-java-sdk-translate	1.12.176		5f68acc9a4836f061fd2f363cbafa4a47fbebfa9
com.amazonaws	aws-java-sdk-translate	1.12.177		c171ddc7a38ba7382155afa686ac8f100e65265e
com.amazonaws	aws-java-sdk-translate	1.12.178		3924e2c3cadbac8cabb81145e4405dfdc979e04c
com.amazonaws	aws-java-sdk-translate	1.12.179		b1798442e0c184bfa2b17fdeec42b52d6a3e2567
com.amazonaws	aws-java-sdk-translate	1.12.18		4f53247a49b43865fb2095396aeffdb845815c22
com.amazonaws	aws-java-sdk-translate	1.12.180		f280d98c280c655d87e3618e1a70daf140b28d84
com.amazonaws	aws-java-sdk-translate	1.12.181		f7ecdc439e2fc193872a349c9d27d7784b0f22f5
com.amazonaws	aws-java-sdk-translate	1.12.182		a0e23082b553ac16e59e5e28239a9b4aa7a98bc6
com.amazonaws	aws-java-sdk-translate	1.12.183		f5f4d27041702657efb431e51ab76a7894c9b49a
com.amazonaws	aws-java-sdk-translate	1.12.184		ff20fe7d142c8eb358c0db6e73d5b65d9fe1cf59
com.amazonaws	aws-java-sdk-translate	1.12.185		fc53f0ae002f0666965211a5c059809618677c63
com.amazonaws	aws-java-sdk-translate	1.12.186		d62b815be9663f848319737aebe3d14edfbab610
com.amazonaws	aws-java-sdk-translate	1.12.187		93dc3ad98ba687b6df4077afb0e88e07c4c56d80
com.amazonaws	aws-java-sdk-translate	1.12.188		2d0679dd2f2a96772201e2c60ef719ab37266030
com.amazonaws	aws-java-sdk-translate	1.12.189		3301b5318b5fa90b270996cfa5405473ce791169
com.amazonaws	aws-java-sdk-translate	1.12.19		d240ca13d0d891a7cbd3f05e0ede2f2b738984c9
com.amazonaws	aws-java-sdk-translate	1.12.190		ba378403ed0966b13dd4ff5bb204b72c2ca19782
com.amazonaws	aws-java-sdk-translate	1.12.191		71d246546fefec691501ffe71d534f307588d122
com.amazonaws	aws-java-sdk-translate	1.12.192		1ffe3812d3763277bc4f329026a11f14a33c638d
com.amazonaws	aws-java-sdk-translate	1.12.193		4db75ce01231081dac1bb723df5d374054a6ba37
com.amazonaws	aws-java-sdk-translate	1.12.194		90411bd659dfdb3592e325c5f5ca96e9db3cb2d3
com.amazonaws	aws-java-sdk-translate	1.12.195		faa7e9079c722b74a9002dba77d80191fda11c83
com.amazonaws	aws-java-sdk-translate	1.12.196		8a843df9315204bb01a09876699e97164bf1d68e
com.amazonaws	aws-java-sdk-translate	1.12.197		e8d39a4b0eb5a870d2c4f1f563540adeda8727cc
com.amazonaws	aws-java-sdk-translate	1.12.198		36c16550dff7742627a0edaae38a59cc13d54eba
com.amazonaws	aws-java-sdk-translate	1.12.199		b018c50de146bb43b748f335395287b9a9bb7456
com.amazonaws	aws-java-sdk-translate	1.12.2		e00a1ded3453175ec0d67c290856fdb5cc8ebe99
com.amazonaws	aws-java-sdk-translate	1.12.20		bf00171bbfdcecf8b05c25b060f89730a2a8acb6
com.amazonaws	aws-java-sdk-translate	1.12.200		a8b53d8f2199a713053b74f6c46e1e96f3c59fad
com.amazonaws	aws-java-sdk-translate	1.12.201		491d2b50dc78955fe0ed1f7af4c1afea308e7dc7
com.amazonaws	aws-java-sdk-translate	1.12.202		2c6fe09bab7e8e49a746748a1374cd55000a25b4
com.amazonaws	aws-java-sdk-translate	1.12.203		e38a1d25d1483b7e0efb7df5100c8e72169252e0
com.amazonaws	aws-java-sdk-translate	1.12.204		1a8195879dbe5205cfa57b84842deb2c491bc9d9
com.amazonaws	aws-java-sdk-translate	1.12.205		b8f0490c8ce1ca8ab1d56e66c465d57c8d07e8bb
com.amazonaws	aws-java-sdk-translate	1.12.206		5d645e3b7e7b83b9e9157819a147649a758fcadc
com.amazonaws	aws-java-sdk-translate	1.12.207		5cc8d49466422bdb81ae35d3561bb6df45fe17b1
com.amazonaws	aws-java-sdk-translate	1.12.208		49359c801a6f3b5d88c90998b8fb114903a1267e
com.amazonaws	aws-java-sdk-translate	1.12.209		10e413e61024c9baf472a303a2192c7dc61d0304
com.amazonaws	aws-java-sdk-translate	1.12.21		0bf70977cbe5e16debfc151a93aec53b07937763
com.amazonaws	aws-java-sdk-translate	1.12.210		815b8f9ed86180fd0c8a7bea9fbff7eeb7ef0dd8
com.amazonaws	aws-java-sdk-translate	1.12.211		37213977c895dad57e04cc69fefa44c4e24adfbb
com.amazonaws	aws-java-sdk-translate	1.12.212		15c50373deb5eac5e41e28ea410065a6c7e9beda
com.amazonaws	aws-java-sdk-translate	1.12.213		9ca05069ac0ef90eadd609124150d436f1181b1c
com.amazonaws	aws-java-sdk-translate	1.12.214		d70c51161a457493151d9a9d8f37f3377185c50a
com.amazonaws	aws-java-sdk-translate	1.12.215		f067c24a1343a0d0963c99e654e281d4c35d4646
com.amazonaws	aws-java-sdk-translate	1.12.216		600b8804d5b5cf0e285822ff7bbf40272f19bee4
com.amazonaws	aws-java-sdk-translate	1.12.217		cbdb1490fd04c93d28174ebdee807a725282b6aa
com.amazonaws	aws-java-sdk-translate	1.12.218		e990ec8434eb8a8c02a555f37a4ebc5122350874
com.amazonaws	aws-java-sdk-translate	1.12.219		cd9bcc1bef873e20b5f2a9e9bd3b214f85157e9d
com.amazonaws	aws-java-sdk-translate	1.12.22		7b8fefaad2fdee0962d2bc81093be1b43c14857e
com.amazonaws	aws-java-sdk-translate	1.12.220		8e3f234314d1e8af35cc936a3acca2d881d628f4
com.amazonaws	aws-java-sdk-translate	1.12.221		dce79012e5ab22a1fdec23df0f59b9fc13602e7f
com.amazonaws	aws-java-sdk-translate	1.12.222		d5a201ded5aa24bd0264e379fd4bb81daef1e096
com.amazonaws	aws-java-sdk-translate	1.12.223		f03fdccfb39a31af91e5be3d27a6436c3eeb3523
com.amazonaws	aws-java-sdk-translate	1.12.224		c9a1ebf6372d2e11c8e824560e8d26ef3679561d
com.amazonaws	aws-java-sdk-translate	1.12.225		06b7f828e152d6e96a11cf52c2ccc4845b8491bf
com.amazonaws	aws-java-sdk-translate	1.12.226		75f6cbc966cf2a8e2663e380aaf18920f5062237
com.amazonaws	aws-java-sdk-translate	1.12.227		75bceedb2e73f81c15d2e45c52413596896f4b82
com.amazonaws	aws-java-sdk-translate	1.12.228		c2ac7b55518b01d5d6b10a3342bf6a1228b48999
com.amazonaws	aws-java-sdk-translate	1.12.229		93f0088a52b943f3b35bf4079047c1942e896976
com.amazonaws	aws-java-sdk-translate	1.12.23		14c537562abe50ee012cc039b8ffacbcb7f1fc67
com.amazonaws	aws-java-sdk-translate	1.12.230		03d22f20b10f2955a511cb5652f0e2155d0cdf06
com.amazonaws	aws-java-sdk-translate	1.12.231		a95eb0c3f01d97fca60588a0123e4a2f6e12681f
com.amazonaws	aws-java-sdk-translate	1.12.232		0135682c696243e1447ef7623b19da5a79344aec
com.amazonaws	aws-java-sdk-translate	1.12.233		53c21fb03f1edffa89a75abc4c6d5743c23d7093
com.amazonaws	aws-java-sdk-translate	1.12.234		72b1c1c27bcd41c297d915ac7f9319ba419661af
com.amazonaws	aws-java-sdk-translate	1.12.235		084e248ad85a6db7f7a1304b2da63d16edd69f94
com.amazonaws	aws-java-sdk-translate	1.12.236		e7d95b86afbb84d369de5c8113cc374fee71f0ca
com.amazonaws	aws-java-sdk-translate	1.12.237		72ac9c8f0e7ab77d5234964297c32ee9a733f009
com.amazonaws	aws-java-sdk-translate	1.12.238		f559cf14879f6973ec10ef6ed299d8987ec72a62
com.amazonaws	aws-java-sdk-translate	1.12.239		4ed7aae051fa92043167a4ba6a27091089025b74
com.amazonaws	aws-java-sdk-translate	1.12.24		037f380f76a7aa97604183f5bae7102074b4f129
com.amazonaws	aws-java-sdk-translate	1.12.240		b5ed4f48d74d5a8aa980e689c831ce4920324450
com.amazonaws	aws-java-sdk-translate	1.12.241		37e9ab5818215f9a9018ca9911ee47043a0f349d
com.amazonaws	aws-java-sdk-translate	1.12.242		01c91b34bb6114b42129871d712cb6d43b76e6ee
com.amazonaws	aws-java-sdk-translate	1.12.243		cf7974d7d5168d554846c614ec74e32ab63f3e50
com.amazonaws	aws-java-sdk-translate	1.12.244		57566a81dfaf6482b4a8a372520e737359b71067
com.amazonaws	aws-java-sdk-translate	1.12.245		c61294cd3ff2750f32a874085db9fd9e294d9717
com.amazonaws	aws-java-sdk-translate	1.12.246		28f6b339c0b355007fbb3e6913891a6048de4670
com.amazonaws	aws-java-sdk-translate	1.12.247		f2c16eba21eab812b0e0b9cae90adf54e52a4169
com.amazonaws	aws-java-sdk-translate	1.12.248		101c4a09349d37fd4dbd6a129942d00abdbf6411
com.amazonaws	aws-java-sdk-translate	1.12.249		2956fb69eddaf849b4a8efdbe5ed4ee4e0c2fb3b
com.amazonaws	aws-java-sdk-translate	1.12.25		71739888c0624a6c05618ef3d3295858b2a99708
com.amazonaws	aws-java-sdk-translate	1.12.250		529ef932a5dbd0df9ee96ab8187dd12211e8c2f2
com.amazonaws	aws-java-sdk-translate	1.12.251		98370085bfd644e949419f1bb99a79140d7531d7
com.amazonaws	aws-java-sdk-translate	1.12.252		de1376a8edc8e34e2b0dd287cd6363ab54cf4e3f
com.amazonaws	aws-java-sdk-translate	1.12.253		29c510afdaf188a6513cd3698a9d275853d0ce49
com.amazonaws	aws-java-sdk-translate	1.12.254		d8cc996133d4a238b9cb2c03e1f4dce41b867c5c
com.amazonaws	aws-java-sdk-translate	1.12.255		5103a2cd3171c47dacabc0a76f339302e2c336f0
com.amazonaws	aws-java-sdk-translate	1.12.256		7b0cd398d8a025d090a59df40dcaf6b7daa2cf77
com.amazonaws	aws-java-sdk-translate	1.12.257		3513ecb1b33916b2529d4d0146dd09fd6ec23427
com.amazonaws	aws-java-sdk-translate	1.12.258		ae568a52b28bc8f2d148061bdbdd27544cd5cd97
com.amazonaws	aws-java-sdk-translate	1.12.259		93cf9aaac4a385715540e802e6df536c7a19475c
com.amazonaws	aws-java-sdk-translate	1.12.26		30b4c318558c358330c0b1ae017c6ff100a8e486
com.amazonaws	aws-java-sdk-translate	1.12.260		08e6022a4b1e78b8308570d7149879d121980678
com.amazonaws	aws-java-sdk-translate	1.12.261		d0533ebd2fd10d22e1a704a2388687cdbf33c5c9
com.amazonaws	aws-java-sdk-translate	1.12.262		8159ef4ffe02db912ad8e4f34af1b49b4854585f
com.amazonaws	aws-java-sdk-translate	1.12.263		89e5479e9de0cb6db24583e485e8c90196be35ef
com.amazonaws	aws-java-sdk-translate	1.12.264		8e441d8d26a45a5720f624e9d23979ec0f6e667f
com.amazonaws	aws-java-sdk-translate	1.12.265		0bd68af1c96b48f94d96e445bef778641641bd87
com.amazonaws	aws-java-sdk-translate	1.12.266		3ef5457958bb6b66ec0d0ad6e180396d70a6783d
com.amazonaws	aws-java-sdk-translate	1.12.267		8ce4b89a605a1e92553d516457dbff16d3fb995a
com.amazonaws	aws-java-sdk-translate	1.12.268		9a9f550b800741308a38de01fb94b2f44a89724b
com.amazonaws	aws-java-sdk-translate	1.12.269		8cf2412d9a9e2e92f725de9b4e5c2079b1d1b9b5
com.amazonaws	aws-java-sdk-translate	1.12.27		704154e1598f12748423c8180a344fd80b66c0c1
com.amazonaws	aws-java-sdk-translate	1.12.270		49fedea9f78c40581ea25ce34875daafbc279cfe
com.amazonaws	aws-java-sdk-translate	1.12.271		c981d73dfe1f3457c4dfd56e9bc430d3acb24f92
com.amazonaws	aws-java-sdk-translate	1.12.272		0b0d50635a9c4acaf88e5f3f475bf83964dce998
com.amazonaws	aws-java-sdk-translate	1.12.273		71808bf904487892b99a4461165863087087ab31
com.amazonaws	aws-java-sdk-translate	1.12.274		e7de6ed2c0c1e00d5034b84cd7b38d0ffcf710e7
com.amazonaws	aws-java-sdk-translate	1.12.275		3ed6f6088fb66b19e0168b84da306636ecbbd4f3
com.amazonaws	aws-java-sdk-translate	1.12.276		5b213bca46b7fb39d0226135122be6c8b90df6b2
com.amazonaws	aws-java-sdk-translate	1.12.277		0bda50b9c24101226f8cfbb8798e3145a5910b77
com.amazonaws	aws-java-sdk-translate	1.12.278		da940871e8ccf6f5ea86eb040f82d452d34ab52b
com.amazonaws	aws-java-sdk-translate	1.12.279		b548f8857ff4bf11b6b9e4cd8f3e7ec42c4038b5
com.amazonaws	aws-java-sdk-translate	1.12.28		ffaadeb548fb24f115cd442c0bc7a798c4394c2f
com.amazonaws	aws-java-sdk-translate	1.12.280		bfe291cdc245f640da67618a60b7c0c373571eea
com.amazonaws	aws-java-sdk-translate	1.12.281		de7b256feb2591fda78fa66ef3d66faddf514ef5
com.amazonaws	aws-java-sdk-translate	1.12.282		7021d582c1cd8afb0ea1d89dcd55fae0632618fd
com.amazonaws	aws-java-sdk-translate	1.12.283		728e26e522b5d5e261252caadf349c8f4be247c0
com.amazonaws	aws-java-sdk-translate	1.12.284		264823db5df98fff6e41409d79cea492692a7a4e
com.amazonaws	aws-java-sdk-translate	1.12.285		9bdc69eca25301109a0a6773b000655c2f4efed6
com.amazonaws	aws-java-sdk-translate	1.12.286		db21891579caa56ebbeb8add809b64c5a94a41cc
com.amazonaws	aws-java-sdk-translate	1.12.287		8a79d1ff2856c9d8c23e2da26b14fb882b8f5603
com.amazonaws	aws-java-sdk-translate	1.12.288		d3ffecc409a99f2050799b5700816204a0001d77
com.amazonaws	aws-java-sdk-translate	1.12.289		62f81f9ee95086a45a1a7105ec5b6155b565e12d
com.amazonaws	aws-java-sdk-translate	1.12.29		7b0775e74a91b27c12da10cc0643bdd8c747012e
com.amazonaws	aws-java-sdk-translate	1.12.290		37598af08bde3df738154e8db9205fccfe61e5ab
com.amazonaws	aws-java-sdk-translate	1.12.291		ce93a76c465beea0a0f2d7262b55a56c4b69f488
com.amazonaws	aws-java-sdk-translate	1.12.292		bccb7949adf4c2d0d3f4a185fc06038b286fad4e
com.amazonaws	aws-java-sdk-translate	1.12.293		e5ef5f211f04791e03a2f23b9d5139ca50e26959
com.amazonaws	aws-java-sdk-translate	1.12.294		9e91c7950760fd0dcc231ded23e4e75bbaac64bd
com.amazonaws	aws-java-sdk-translate	1.12.295		4e1dd9dcf8f7ce4d497d0de7e5e03093336a7f05
com.amazonaws	aws-java-sdk-translate	1.12.296		f7ae10cc598d8fa8d87091a116b11a6276f81c31
com.amazonaws	aws-java-sdk-translate	1.12.297		30abb824f1806d4036d22fc72d535decf7c0ddce
com.amazonaws	aws-java-sdk-translate	1.12.298		e6ed89e1ce85d1d391da046ba9bdb4958a5081cb
com.amazonaws	aws-java-sdk-translate	1.12.299		c8e7038f6695fbb8a0a1419b5865402a26594dfb
com.amazonaws	aws-java-sdk-translate	1.12.3		de609314e3b94c1fa751e482339eb4df262d3587
com.amazonaws	aws-java-sdk-translate	1.12.30		e3319054a7ecf957873e4d6df0c6db2f2bf8090a
com.amazonaws	aws-java-sdk-translate	1.12.300		d1871c26b1d9d7a01c7ec06e639acef5457af0f9
com.amazonaws	aws-java-sdk-translate	1.12.301		c68871b99cec98d21de67cc2c3879d63acfd1a58
com.amazonaws	aws-java-sdk-translate	1.12.302		154760b542fff52e278200ffe26d2c952ed2453a
com.amazonaws	aws-java-sdk-translate	1.12.303		3314ec6bf4dadcfa4586834e395432f13969b007
