at.released.wasm-sqlite-driver	sqlite-binary-api-js	0.7		N/A
com.guoshiyao.rely	home-integrate-createconfig	9.0.3-RELEASE		069b4e6799387ed423de60768dc7a7ff6e3230d6
com.guoshiyao.rely	home-integrate-createconfig	9.0.4-RELEASE		4c45867b938cca31cac2b3e04b7e6f8c55537724
com.guoshiyao.rely	home-integrate-createconfig	9.0.5-RELEASE		ac6b9b421ba8f92ecc46fd0321ec1a97de097e95
com.guoshiyao.rely	home-integrate-createconfig	9.0.6-RELEASE		c9ffc7cfa84852bfa23ad5039052bd9b3a20359e
com.guoshiyao.rely	home-integrate-createconfig	9.0.7-RELEASE		fd9300deeb8221ff1a39645670aa5799eabe8794
com.guoshiyao.rely	home-integrate-createconfig	9.0.8-RELEASE		88e643bf7cd9077d1eb53a5903517b85b32aa0f6
com.guoshiyao.rely	home-integrate-createconfig	9.0.9-RELEASE		8ad333a0abadfb41b73397304b1279c4dee19851
com.kotlinnlp	dependencytree	0.1.0		da17d820daa3a8d2a935a11d84174e874ebd281f
com.kotlinnlp	dependencytree	0.1.1		f7c7a213d2837ec8ae2d74afdf8073c844ba5a94
com.kotlinnlp	dependencytree	0.2.0		71bf31b66e5ec2ce7e8646819f5687311d7b92e4
com.kotlinnlp	dependencytree	0.3.0		0878c96907dcb24a1dec74a8a64e179fcc2dc319
com.kotlinnlp	dependencytree	0.3.1		de173a5fb42852bd1649a0a1387aba2e6076898e
com.kotlinnlp	dependencytree	0.3.2		2f377a97594c71b64b8d67fc61a36bb263489eac
com.kotlinnlp	dependencytree	0.4.0		10cae3a94af05f5c3c9819904806d83c0252cfc8
com.kotlinnlp	dependencytree	0.4.1		78c5aee03f2fe80d11c76267df93163ac1243fe9
com.kotlinnlp	dependencytree	0.4.2		89b123d62e6c668bb25c7cc9fe452110ca5a5f11
com.kotlinnlp	dependencytree	0.5.0		80a13b14c2e7ec842afc59c2c7ba038d209eeafa
com.kotlinnlp	dependencytree	0.5.1		061a1009558ae7b8615c6866bd1e42a0bb2a9233
com.kotlinnlp	dependencytree	0.5.2		e17f7be283ba285e10be308e4bcfeb942ce0de11
com.manorrock.oyena	oyena-quill	2.3.5.0		de2aefe9538346d0dfeb8e61aff3a49a1104b4d1
com.manorrock.oyena	oyena-quill	2.3.6.0		d5f9a09d65c9466e103be821431f5aea003d5e19
com.neko233	socket233-core	0.0.1		5eb6f98614e4dedda8fb8b34fdc8892784f66371
com.neko233	socket233-core	0.0.2		78e51cfd9da0f5b5cc9d5d4bab11e0eba22cbc12
com.neko233	socket233-core	0.0.3		2e1773382706300ff12114bc5c090f838a1fb646
com.neko233	socket233-core	0.0.4		70c6130b46902e71513dd6a8c4ad75692212f17c
com.neko233	socket233-core	0.0.5		87f3d60c9ac6ef8f5663084214e8181bb1bc4f30
com.neko233	socket233-core	0.0.6		8a3845d5ce6c612eb157786b82b4206fc4510324
com.nerdvision.test	simple-test	1.0		527ab74cb338c8bb9ceaba14aae9f95e1a1d2ccd
com.networknt	cdc-common	1.3.5		5fdb6f98a997b438a3b7dc336ba5767094773d64
com.networknt	cdc-common	1.4.0		35dc1036c7420def00eb7013407cba8955755401
com.networknt	cdc-common	1.4.1		de0ed393d1f985c80bd8af28bb14f1fe7fc69aff
com.networknt	cdc-common	1.4.2		0b7840c90a7b047fe2645e4e546b47531255f86a
com.networknt	cdc-common	1.4.3		102d2d6f5ddb366a1bf6dd37017c8043ce4ab836
com.networknt	cdc-common	1.4.4		dbb7d00d43e7f44051dc4ac79b99f81b8eedd69b
com.networknt	cdc-common	1.4.6		d9127d0326a57d1fade8a53d50bb970f9fe53814
com.networknt	cdc-common	1.5.0		bbed918c2494a9b504c5d84f187746c8da061093
com.networknt	cdc-common	1.5.1		41551efb4ebc86e4e87a92d7f3ea6b0b30befbfd
com.qlangtech.tis	ibator_koubei	1.0.1		f38138e3d5840ab87f0c03621bd309113a825320
com.sap.cloud.sdk.services	services-parent	3.0.0		N/A
com.sap.cloud.sdk.services	services-parent	3.1.0		N/A
com.sap.cloud.sdk.services	services-parent	3.10.0		N/A
com.sap.cloud.sdk.services	services-parent	3.11.0		N/A
com.sap.cloud.sdk.services	services-parent	3.12.0		N/A
com.sap.cloud.sdk.services	services-parent	3.13.0		N/A
com.sap.cloud.sdk.services	services-parent	3.14.0		N/A
com.sap.cloud.sdk.services	services-parent	3.15.1		N/A
com.sap.cloud.sdk.services	services-parent	3.16.1		N/A
com.sap.cloud.sdk.services	services-parent	3.17.1		N/A
com.sap.cloud.sdk.services	services-parent	3.17.2		N/A
com.sap.cloud.sdk.services	services-parent	3.18.0		N/A
com.sap.cloud.sdk.services	services-parent	3.19.1		N/A
com.sap.cloud.sdk.services	services-parent	3.2.0		N/A
com.sap.cloud.sdk.services	services-parent	3.20.0		N/A
com.sap.cloud.sdk.services	services-parent	3.21.0		N/A
com.sap.cloud.sdk.services	services-parent	3.22.0		N/A
com.sap.cloud.sdk.services	services-parent	3.23.0		N/A
com.sap.cloud.sdk.services	services-parent	3.24.0		N/A
com.sap.cloud.sdk.services	services-parent	3.25.0		N/A
com.sap.cloud.sdk.services	services-parent	3.26.0		N/A
com.sap.cloud.sdk.services	services-parent	3.27.0		N/A
com.sap.cloud.sdk.services	services-parent	3.28.1		N/A
com.sap.cloud.sdk.services	services-parent	3.29.1		N/A
com.sap.cloud.sdk.services	services-parent	3.3.1		N/A
com.sap.cloud.sdk.services	services-parent	3.30.0		N/A
com.sap.cloud.sdk.services	services-parent	3.31.0		N/A
com.sap.cloud.sdk.services	services-parent	3.32.0		N/A
com.sap.cloud.sdk.services	services-parent	3.33.0		N/A
com.sap.cloud.sdk.services	services-parent	3.34.0		N/A
com.sap.cloud.sdk.services	services-parent	3.34.1		N/A
com.sap.cloud.sdk.services	services-parent	3.35.0		N/A
com.sap.cloud.sdk.services	services-parent	3.36.0		N/A
com.sap.cloud.sdk.services	services-parent	3.37.0		N/A
com.sap.cloud.sdk.services	services-parent	3.38.0		N/A
com.sap.cloud.sdk.services	services-parent	3.39.0		N/A
com.sap.cloud.sdk.services	services-parent	3.4.0		N/A
com.sap.cloud.sdk.services	services-parent	3.40.0		N/A
com.sap.cloud.sdk.services	services-parent	3.41.0		N/A
com.sap.cloud.sdk.services	services-parent	3.42.0		N/A
com.sap.cloud.sdk.services	services-parent	3.43.0		N/A
com.sap.cloud.sdk.services	services-parent	3.44.1		N/A
com.sap.cloud.sdk.services	services-parent	3.45.0		N/A
com.sap.cloud.sdk.services	services-parent	3.46.0		N/A
com.sap.cloud.sdk.services	services-parent	3.47.0		N/A
com.sap.cloud.sdk.services	services-parent	3.48.0		N/A
com.sap.cloud.sdk.services	services-parent	3.49.0		N/A
com.sap.cloud.sdk.services	services-parent	3.5.0		N/A
com.sap.cloud.sdk.services	services-parent	3.50.0		N/A
com.sap.cloud.sdk.services	services-parent	3.51.0		N/A
com.sap.cloud.sdk.services	services-parent	3.52.0		N/A
com.sap.cloud.sdk.services	services-parent	3.53.0		N/A
com.sap.cloud.sdk.services	services-parent	3.54.0		N/A
com.sap.cloud.sdk.services	services-parent	3.55.1		N/A
com.sap.cloud.sdk.services	services-parent	3.56.0		N/A
com.sap.cloud.sdk.services	services-parent	3.57.0		N/A
com.sap.cloud.sdk.services	services-parent	3.58.0		N/A
com.sap.cloud.sdk.services	services-parent	3.59.0		N/A
com.sap.cloud.sdk.services	services-parent	3.6.0		N/A
com.sap.cloud.sdk.services	services-parent	3.60.0		N/A
com.sap.cloud.sdk.services	services-parent	3.61.0		N/A
com.sap.cloud.sdk.services	services-parent	3.62.0		N/A
com.sap.cloud.sdk.services	services-parent	3.63.0		N/A
com.sap.cloud.sdk.services	services-parent	3.64.0		N/A
com.sap.cloud.sdk.services	services-parent	3.65.0		N/A
com.sap.cloud.sdk.services	services-parent	3.66.0		N/A
com.sap.cloud.sdk.services	services-parent	3.67.0		N/A
com.sap.cloud.sdk.services	services-parent	3.68.0		N/A
com.sap.cloud.sdk.services	services-parent	3.69.0		N/A
com.sap.cloud.sdk.services	services-parent	3.7.0		N/A
com.sap.cloud.sdk.services	services-parent	3.70.0		N/A
com.sap.cloud.sdk.services	services-parent	3.71.0		N/A
com.sap.cloud.sdk.services	services-parent	3.72.0		N/A
com.sap.cloud.sdk.services	services-parent	3.73.0		N/A
com.sap.cloud.sdk.services	services-parent	3.74.0		N/A
com.sap.cloud.sdk.services	services-parent	3.75.0		N/A
com.sap.cloud.sdk.services	services-parent	3.76.0		N/A
com.sap.cloud.sdk.services	services-parent	3.77.0		N/A
com.sap.cloud.sdk.services	services-parent	3.78.0		N/A
com.sap.cloud.sdk.services	services-parent	3.8.0		N/A
com.sap.cloud.sdk.services	services-parent	3.9.0		N/A
com.sap.cloud.sdk.services	services-parent	4.0.0		N/A
com.sap.cloud.sdk.services	services-parent	4.1.0		N/A
com.sap.cloud.sdk.services	services-parent	4.10.0		N/A
com.sap.cloud.sdk.services	services-parent	4.11.0		N/A
com.sap.cloud.sdk.services	services-parent	4.12.0		N/A
com.sap.cloud.sdk.services	services-parent	4.13.0		N/A
com.sap.cloud.sdk.services	services-parent	4.14.0		N/A
com.sap.cloud.sdk.services	services-parent	4.15.0		N/A
com.sap.cloud.sdk.services	services-parent	4.16.0		N/A
com.sap.cloud.sdk.services	services-parent	4.17.0		N/A
com.sap.cloud.sdk.services	services-parent	4.18.0		N/A
com.sap.cloud.sdk.services	services-parent	4.19.0		N/A
com.sap.cloud.sdk.services	services-parent	4.2.0		N/A
com.sap.cloud.sdk.services	services-parent	4.20.0		N/A
com.sap.cloud.sdk.services	services-parent	4.21.0		N/A
com.sap.cloud.sdk.services	services-parent	4.22.0		N/A
com.sap.cloud.sdk.services	services-parent	4.23.0		N/A
com.sap.cloud.sdk.services	services-parent	4.24.0		N/A
com.sap.cloud.sdk.services	services-parent	4.25.0		N/A
com.sap.cloud.sdk.services	services-parent	4.26.0		N/A
com.sap.cloud.sdk.services	services-parent	4.27.0		N/A
com.sap.cloud.sdk.services	services-parent	4.28.0		N/A
com.sap.cloud.sdk.services	services-parent	4.29.0		N/A
com.sap.cloud.sdk.services	services-parent	4.3.0		N/A
com.sap.cloud.sdk.services	services-parent	4.30.0		N/A
com.sap.cloud.sdk.services	services-parent	4.31.0		N/A
com.sap.cloud.sdk.services	services-parent	4.32.0		N/A
com.sap.cloud.sdk.services	services-parent	4.4.0		N/A
com.sap.cloud.sdk.services	services-parent	4.5.0		N/A
com.sap.cloud.sdk.services	services-parent	4.6.0		N/A
com.sap.cloud.sdk.services	services-parent	4.7.0		N/A
com.sap.cloud.sdk.services	services-parent	4.8.0		N/A
com.sap.cloud.sdk.services	services-parent	4.9.0		N/A
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.19.0		002fa6bc55bb80a62eda3c770e1e45eca9bb646a
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.19.0-M10		8308cb5b66e60a1f60649ec5cb4372fee16e2bf2
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.19.0-M11		d97bb3427f5aa0469ed1e2b4427b8a5ea7f45ec4
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.19.0-M12		abba0ade122e3545fda43a592e7562e9d81036f6
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.19.0-M13		3b4e1c2d5001e3f7c9b1bad6d81e1ecfadba9591
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.19.0-M14		453636116470de626fd7ae0f27b0d45f9c27c02d
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.19.0-M15		8712f510e4ded1f51d1054d44a0cea325bf9d127
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.19.0-M16		8f7459c81f381d2a7a76d617a9f22c80789292aa
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.19.1		4ed08d774a1e90898eef102e95aa826a2617f389
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.19.3		41a3ad249b2e2245edb9f3464571c9989a17d2d6
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.19.4		76f1e87ceb9058ef4ae1c356892a85efd0e83c59
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.20.0		9657bc6ba141e57297ccf7ccea8d19483a402074
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.20.0-M10		55006b7504c1406db6b6d0fd64f2c001220a0d70
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.20.0-M2		23c648071de48d76bac0adfcaf0bc90142ec611d
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.20.0-M3		8b646912de4c8dfa5f9c02e645916ff0030c58b6
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.20.0-M4		0a433a0cf651330d3ea7f6f4f7d6e07380aaa72f
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.20.0-M5		4e397c0e72cbd36144185775fb5cf49ee87405cf
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.20.0-M6		eaf88dfd292f4d21e275b5bbd01f97b4512af004
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.20.0-M7		4ee1e286fe1a25abcf2966fd31542a9f06b5f735
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.20.0-M8		9b6efdcc12273510a2b967bcc68e22d1e87b551d
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.20.0-M9		3dcbd6b4da3534b4c2c85932478f5003c0bd298e
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.20.1		f07c57eb12f8a1f4aeb1375f02ee85f0b499267f
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	0.20.2		97459dc576eb9c47770bc38b68fca45594b11fb2
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0		e49ee5b4ba7b2b89b122a8c03c458d60a9450f13
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0-M1		5ccda4b4633d8abe1768589d7769c3096a5182ba
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0-M2		937e483a45ac4db4994a08ad1d0437177bfdfd91
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0-M3		7964560faf96b4efb55aae867ef422206c125edc
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0-M4		9f98f267e0fb1c8273a963b2aa18aec3171dd0b5
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0-M5		4070a2a2b0fab6f4e554cb1e011b8598c2e780f5
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0-M6		d7e2ca87a37c4bd17f914a44df8a8c2dc5713f26
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0-M7		3b003682d4a7c5558f4751bfbd85667c1fd5db30
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0-M8		010492a02c75e48fa0f13839e5747c01ce29e9f1
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0-M9		88679b99e7ad98dc8adc3f09314a8a2070ff1d18
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0-RC1		4c8c76f32b4d32910afeebf94492b1cd92870180
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0-RC2		27b3d432d1753d5316aabeea4bda31a499f13528
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.0-RC3		7a321fd3921bc2a21cc6e1701ccc47e8f05dd86a
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.1		fbc925169254ee6783f645d7e7209ed293be9af3
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.2		40874b517711eb2d650cc02e86ca9e031774dd56
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.3		e671bdbcd66957855cbe8d1f6d2f84f33246ea66
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.4		f0025662f5397f40a512cdd23310a269161918da
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.5		e7bed7fd1292b00e43866a256b6f9dc9bb6297d9
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.0.6		d72dcbf0407f207c95efc47eaa21ffb6f373626e
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.1.0		b4c5e2d2ac1fe9182a13c7e071b7a8957281b7db
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.1.1		a651923545088aa2080d68bb892b61b10b79567e
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.1.2		40f484f0243e188e127cf7d902bd01b24efe78b0
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.1.3		a34506bab396528377f846798a7958b395830b69
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.1.4		1f55db323e130769a0324f25cf706bf8782ff1d5
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.0		5b75be024b0bce49bcba2e765e6ac8700da3dbee
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.10		8fe871ebada433163c7aba7b4a824171d095fcef
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.11		0d08a8d19e62335cef81dd6ca90e4dedd7d4f745
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.12		36fddb2987fc2c5334a60d29f1885a2713c0c303
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.13		4db79e591ba25e5d125dde381e70541cba43bfa9
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.14		79fd680ad4e0ae863ceb1a7b84633abb37b2ca90
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.15		9ee9772fc42286a051b234bee1265eced1717f69
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.3		af532454528d7640721680fe22af81e416b205b3
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.4		647de84b8559f423e10e36a42557630f7b531244
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.5		a1e97e954db6e55bbbcf4cade1be0b38432e0cd7
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.6		f82b49397041f758f9eaa1bfc7f4d23c85d810f8
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.7		23ea236d12ec33149f3577ee03324756e31c3a96
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.8		9f49a5cc6c1c59ae090ba3e9a0db0c25745e0f0b
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.10.9		78bfbf3078b9df29d1336ab02f23a88154199120
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.0		9e4c0647575332a04733840dae310e9989e9093c
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.1		f6f1a15635c2df7d578d9c15c2b2fc2620b58fb8
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.10		01861e1c6199e614bdc239d2d40ea97b361a8fff
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.11		415e11d6361edc50c8677c313caa9aa75ad52bca
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.12		a30e7cb71d0d6f54117c1ddf441c2c8add4427ad
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.13		bc6217090ac7df33c0efcab1c1122188f1c8b5d8
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.14		4db40fb6fdc5d52b52182c2851b8a91d39cfd9de
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.15		9882c3d4224e0b4b2870a16db703cfc0e185855f
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.16		73f6f16a0cc393237b9c40e524e8f01f13199812
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.17		fc684a29ebf75cb4a1c841ea6348f59fa2f232e2
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.18		4186d28ce140670395e69630a0d689eeaf8027f1
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.19		4d721e0c87f2fd28ef1fba6a388aa6dccfc9bec3
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.2		9f006c8b5e253fd43038db0ddb4b1a27b1bff77d
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.20		dcc8a6ab406effa1b48ecfb406da099b9b148558
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.21		8731b0034c00667ae5d4caa1b508749e8c90833e
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.22		7ded68448a22e02a26af7896ba90ad051c332a90
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.23		40868241b1ba412b18eb777e06535cd38afcaa5f
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.24		8401124cddc32d594469194f91e5970e3ce2fcf4
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.25		efedf7bb5e69e3e747b0f029021cd0c18a4fdb2b
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.3		f77d7b103428f93c2fbc4977fff44ce0c329c62a
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.4		56ee0779fb8ee96e0fd3dae3b880eb915ba79ebd
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.5		e522d451f09f2379551a74281c47713b009d20d2
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.6		dfab5748b7ca5a36e77b082c1525b5c3c034032c
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.7		8a6e3ca415a630f011a3a7e56fd123d13fce7659
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.8		6b4236504b9aadf1dea9cdb9f0cadf3318706123
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.11.9		9710b529ac2c8a62631266b914b378b0d7216426
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.2.0		fc0000983b2d018835bccfc9d58121459eced836
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.2.1		d84254232c68001490cf539e6bd7beff1ccf838e
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.2.10		1ada575f70440cea34ab2329515f45f096745f0c
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.2.11		55232dfac4f99afb2359d57d9324a6b1b36feab8
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.2.12		8c22d539d2ef257b67ab08ca36d1e745156ed3e2
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.2.13		0141afac65c30f9f1a9bfbe5233b9e4488505ae7
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.2.2		da5c3d462c897756e99c7a96ae235201dd9ee8cb
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.3.0		6abdf8d9e5c4f4f3b77804488103f95f365ac914
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.4.0		9b36fd0995c2c169af4e4ed699a789c52d4e6e21
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.5.0		c56d40aa7fc6221c46fa8e18e8f5960386f96585
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.5.1		589525ef8a9aac346d5c0bc9939fa1f69be0c675
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.5.4		48aaccc3ebca0c21a6454a231e07c337f1556ed7
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.5.5		0a5fb1c5c91f2a4eb063975b0d8bfa9097c891ba
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.6.0		fc3660b15f3f809610e788b669cf13c1b64dac21
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.6.1		d6392e1888d18e62eebd3ec5a3a834d3223499cd
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.6.2		2852a23de83ebf41a666224b75b77d442886a96c
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.6.3		722d1381c369563ca136857d0f26b9d77cfd524b
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.6.4		87acbde0d2f76d94097626f2e808a0362ee25c6d
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.7.0		5ff0cb0f92cbb121f2488529e480ee8b4f3d6b50
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.7.1		73a1cfc0b9a708e30ac3b21036286884aeaa1b71
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.7.2		a01985b9d0a9b6f2f024d4c9c98e39c42b8d246b
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.7.3		adbaac869350cf2d6b0f8a543c26e436ff11983e
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.7.4		c089dd27f0086be1187a2293e1a36411cd3b19fc
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.7.5		b4b4afdc90281c3d04dc99fd1b59b44f73c5b9b2
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.7.6		8df4c561aa78cc1c1843dbf91b117547ce5f0f83
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.8.0		72fd54a821bc171bd56588e3c55248bac38f45c1
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.8.1		5db87d82650953831569ebf25936d9bcd3dc99c3
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.8.2		fded0ad8b905f8913dd0ace55269e47dbfc08445
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.8.3		994177b64c6b37c9667bb1dac40d7cafffc9d0f6
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.8.4		d541e7ab4e69c09a3ae3945870e2aeae77590edd
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.8.5		4e96196c9a9df834680f0f7ae2cf69670bd35135
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.9.0		6fd96648742a3cb01f2c6c84a247982b8a11cfae
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.9.1		2f8aaa1fc0ebb9b035f738c87eb3f2b8a96032d6
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.9.10		84e5063966654fcf2af82d295f80f021d4c81425
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.9.11		6bf93917066e662a86fd376f21ffd7c0ae945526
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.9.2		789379e0c97d2fcd0e485086f5fc1eeae851c013
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.9.3		0f1b3de74688038824e6576e0fb9d928c1a0a58f
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.9.4		1a11e97220c6db09dd7ccaa4d07d79a5236c0377
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.9.5		297487241aee47ef48bb6fb4d1d29829dd5d4d0a
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.9.6		f953212472ae3daa0ea7540da460e29a9fa766c9
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.9.7		3ef30217aaedc3d06768955efd97aeafdbe8a509
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.9.8		2ad1e41fb4cdf5ecc079e03fbe69abfd89888e82
com.softwaremill.sttp.tapir	tapir-zio-http-server_2.12	1.9.9		801b02e766b30fc9c87c6f98162bb2d9ec24d0de
com.soywiz	korlibs-math-iosarm64	5.5.0-alpha1		N/A
com.soywiz	korlibs-math-iosarm64	5.5.0-alpha1	metadata	336a7165b19a32c7e42bec0d846e019745d7c714
com.soywiz	korlibs-math-iosarm64	5.5.0-alpha2		N/A
