app.mustats.apolostudio	color-picker-compose-jvm	0.0.0		eae5fc71e6d63b59a9fb9feea8b1a5cd926286d4
org.jooby	jooby-thymeleaf	1.6.7		58480cfd007b5a0d2066c3b97e4edb35b07b8108
org.jooby	jooby-thymeleaf	1.6.8		bfe1f14b8bbc1b998b4bb95eae04301352216e9d
org.jooby	jooby-thymeleaf	1.6.9		f026225dfa1a7baf121a5f6dbf9bf46f8014124f
org.jvnet.hudson.plugins	labeled-test-groups-publisher	1.2.4		f7f3d1b393d4d28624d19dd924eca3d6e81cbbff
org.jvnet.hudson.plugins	labeled-test-groups-publisher	1.2.6		cfb0fb2263b899c031c8521692f928c33b0c7f4e
org.lastnpe.eea	guava-eea	0.0.1		9ab8e4603da284e1b70571b8b82a037f0bd9dd78
org.lastnpe.eea	guava-eea	2.0.0		83165dbae86512b0d8710971bc4b7b94d7b6ad94
org.lastnpe.eea	guava-eea	2.1.0		a30070ff4d4f8427efe2ee870c800a6b948e2580
org.lastnpe.eea	guava-eea	2.2.0		1ace8935e11c8c16e4a8e7da276096d68a4ab1e7
org.lastnpe.eea	guava-eea	2.2.1		5062a2fc7ed545ba583680a5fde1c6fe0c7ab789
org.lastnpe.eea	guava-eea	2.3.0		bf0372e4e9a194a9093cf4b297f7b19bf0289857
org.lastnpe.eea	guava-eea	2.4.0		690c377c2bed4c24f1b3c948332b837e57ca1fe5
org.openpreservation.jhove	jhove-ext-modules	1.18.1		93d7e435412d2a42f473a7f3942cec08dbc9b71d
org.openpreservation.jhove	jhove-ext-modules	1.20.1		60ddbf1302109515f79112efa40dda7ce28a7eea
org.openpreservation.jhove	jhove-ext-modules	1.22.1		6a34e110842fe4551a854b9d958e19530154b4c3
org.openpreservation.jhove	jhove-ext-modules	1.24.2		8220cc87bb540d715b02de8431c8c93b52350398
org.openpreservation.jhove	jhove-ext-modules	1.24.9		16280235b55f8f09bdbaed2031e16ee79e762ab9
org.openpreservation.jhove	jhove-ext-modules	1.26.0		cfa0846b1657d8533cbd9f5651653f094ddbb5f8
org.openpreservation.jhove	jhove-ext-modules	1.26.0-RC2		cb80cf2a0d0c17f2072150105cee043d01f9501d
org.openpreservation.jhove	jhove-ext-modules	1.26.1		ab7baf534a6ecb4f23dd7bcb1dc1e77be273460a
org.openpreservation.jhove	jhove-ext-modules	1.28.0		f43482b833de22799cf7e9ecce4560835034986a
org.openpreservation.jhove	jhove-ext-modules	1.30.0		564d82ab46d38772bec63348530ebd04eb28e8f2
org.openpreservation.jhove	jhove-ext-modules	1.32.0		07b6e5338cf14b3435164a0513a341c6aaf197a3
org.openpreservation.jhove	jhove-ext-modules	1.32.1		6550c6c899c70e4956f027c086c3816b87e546da
org.scalameta	mtags_3.4.1-RC1-bin-20240201-95266f2-NIGHTLY	1.2.1		4b91457d3884f749c16630609cf6797289ff9c10
org.springframework.cloud	spring-cloud-starter-config	1.0.1.RELEASE		00a99cc908347ffac98bf82faed386f32caac781
org.springframework.cloud	spring-cloud-starter-config	1.0.3.RELEASE		9a3aef3b6676efec6cc3e8c6964d3fc4a23512ab
org.springframework.cloud	spring-cloud-starter-config	1.0.4.RELEASE		bd687e719ef3b9419d235f39422a7f57af54b01c
org.springframework.cloud	spring-cloud-starter-config	1.0.5.RELEASE		6bb89a5a20fa9ae59bc60f394b65eb88cf369697
org.springframework.cloud	spring-cloud-starter-config	1.0.6.RELEASE		cdc310f9781553130c031d34ff99f31149b87c20
org.springframework.cloud	spring-cloud-starter-config	1.1.0.RELEASE		ef6ebb217a6fd805116fc885fa2d704f18d692b5
org.springframework.cloud	spring-cloud-starter-config	1.1.1.RELEASE		5a0276c58215cfabac0ab80cf090091149732f77
org.springframework.cloud	spring-cloud-starter-config	1.1.2.RELEASE		f954c70bc4cce63211b58dc520f9cd9bb3e96ac9
org.springframework.cloud	spring-cloud-starter-config	1.1.3.RELEASE		4e01c4f1b5e54cd8e6f758011b585fc761c7d382
org.springframework.cloud	spring-cloud-starter-config	1.2.0.M1		eb177c944bc30be2076b59796fbc45344cc0ee05
org.springframework.cloud	spring-cloud-starter-config	1.2.0.RELEASE		c88d19c735f3844847b496b87442d1a0ee43096d
org.springframework.cloud	spring-cloud-starter-config	1.2.1.RELEASE		07d0faaf28e27a62a6b63e5d85ec4f24e6b9af02
org.springframework.cloud	spring-cloud-starter-config	1.2.2.RELEASE		6d9afaeb838988a382823e71c80eec4be28186ca
org.springframework.cloud	spring-cloud-starter-config	1.2.3.RELEASE		d5d42bbdea26a624a53e7595e102b4f0080e9b4e
org.springframework.cloud	spring-cloud-starter-config	1.3.0.RELEASE		239eb0548b7601430e7a050dd1bc1088f2af4b71
org.springframework.cloud	spring-cloud-starter-config	1.3.1.RELEASE		033a94fe20af41a9601b92d8a974c3a5caf3c7bf
org.springframework.cloud	spring-cloud-starter-config	1.3.2.RELEASE		fd9db6e0bf14832035b4eab07050903378c33448
org.springframework.cloud	spring-cloud-starter-config	1.3.3.RELEASE		0cd8e073cce859b2f748cd04083756de7825ce4c
org.springframework.cloud	spring-cloud-starter-config	1.3.4.RELEASE		f5c80339673df8edc6ec18d96a2e0d374ebfb904
org.springframework.cloud	spring-cloud-starter-config	1.4.0.RELEASE		11b80536ab533c073efbf85ff8f5d3772d585fde
org.springframework.cloud	spring-cloud-starter-config	1.4.1.RELEASE		2c053fff2d7792f3ae27d6e1ce841f43931a63bc
org.springframework.cloud	spring-cloud-starter-config	1.4.2.RELEASE		18a30a06cd13d784d6062c107d1f637bf1cc16a3
org.springframework.cloud	spring-cloud-starter-config	1.4.3.RELEASE		5ea6e8c5cdc5ba7c7f1bd1442c8b4d8838eae29f
org.springframework.cloud	spring-cloud-starter-config	1.4.4.RELEASE		7b6573acdd7120fc960ddc1486475f8f6ae88580
org.springframework.cloud	spring-cloud-starter-config	1.4.5.RELEASE		9dac3df0dff37a40901bed2a034bebaa2ce47c3f
org.springframework.cloud	spring-cloud-starter-config	1.4.6.RELEASE		e70b28cd1953b2dc707da612e4f5d28a35f00aa6
org.springframework.cloud	spring-cloud-starter-config	1.4.7.RELEASE		f760fb652c1cf5578e9d9791576e6700e0a55005
org.springframework.cloud	spring-cloud-starter-config	2.0.0.RELEASE		42f8c6a92ef1a09239e38a1cf65293ffde1b181c
org.springframework.cloud	spring-cloud-starter-config	2.0.1.RELEASE		0a800213c33fcfae3c1899a73a9e6756eab618dd
org.springframework.cloud	spring-cloud-starter-config	2.0.2.RELEASE		aaa3700a807c945e65e20a51994b4754a7444987
org.springframework.cloud	spring-cloud-starter-config	2.0.3.RELEASE		45826a6ac0275c5f129c164635910d32c61f2ea8
org.springframework.cloud	spring-cloud-starter-config	2.0.4.RELEASE		3a4f4a172aa3015e1c779b9745728165b9c82e93
org.springframework.cloud	spring-cloud-starter-config	2.0.5.RELEASE		789b0f767c16e06809e5e5628eacc7f7160d5eb6
org.springframework.cloud	spring-cloud-starter-config	2.1.0.RELEASE		cb39f6450267cf108bf1bd7276efddfe4d28bdd1
org.springframework.cloud	spring-cloud-starter-config	2.1.1.RELEASE		5a2d37db1915dff22941c5652ae380401675e731
org.springframework.cloud	spring-cloud-starter-config	2.1.2.RELEASE		b63924955f3428053695171ed6c8ac8400390466
org.springframework.cloud	spring-cloud-starter-config	2.1.3.RELEASE		9ccff8f51dcf284ed3e338b38ec58bdcdf22747a
org.springframework.cloud	spring-cloud-starter-config	2.1.4.RELEASE		d62ca6e8a997bae654297d0413bb2ad9c178fbb6
org.springframework.cloud	spring-cloud-starter-config	2.1.5.RELEASE		5dc857ac07188fd0378f158d8e1158551325b694
org.springframework.cloud	spring-cloud-starter-config	2.1.6.RELEASE		1c27f117e3e9d7f0456e2f29a2695e0918ee6a83
org.springframework.cloud	spring-cloud-starter-config	2.1.7.RELEASE		219217aca87539c1364d84470f0bc99d6986bcc3
org.springframework.cloud	spring-cloud-starter-config	2.1.8.RELEASE		83b85e0f3a49054aa70b31991a3747d2277f3a30
org.springframework.cloud	spring-cloud-starter-config	2.1.9.RELEASE		c253e4cef21a0db161aeb96ae7c9a9aecf5ca53d
org.springframework.cloud	spring-cloud-starter-config	2.2.0.RELEASE		8b02e67fcc379dd6a6d3892da4557a3a342982c0
org.springframework.cloud	spring-cloud-starter-config	2.2.1.RELEASE		1e7b161949f8eb7685a992bd0e96df8e392b7a55
org.springframework.cloud	spring-cloud-starter-config	2.2.2.RELEASE		81247f57eaefcd090675de422cf775f04f779c31
org.springframework.cloud	spring-cloud-starter-config	2.2.3.RELEASE		5a80216fe70492b2e1a513893008dbe845267ee8
org.springframework.cloud	spring-cloud-starter-config	2.2.4.RELEASE		5244d3f23551e387b6b9732a94f439e2dcc30cb5
org.springframework.cloud	spring-cloud-starter-config	2.2.5.RELEASE		7c45f30ad8c1071f48ef0ef5814f8b8cb7772af8
org.springframework.cloud	spring-cloud-starter-config	2.2.6.RELEASE		11ae4d0a41c96b15043ba336425f3fa943afd52e
org.springframework.cloud	spring-cloud-starter-config	2.2.7.RELEASE		f4d694db92d0e9abc23b72389aeb28bc85a1623d
org.springframework.cloud	spring-cloud-starter-config	2.2.8.RELEASE		9610d464fba6215ed5f615764e074af4370e4e4f
org.springframework.cloud	spring-cloud-starter-config	3.0.0		f0b23f335a8d15aa92657ba9fbc88e294eeafa92
org.springframework.cloud	spring-cloud-starter-config	3.0.1		129dc88a4366648e6a55ccd27a8760516f5220cb
org.springframework.cloud	spring-cloud-starter-config	3.0.2		34097580caa1f856984ad0695286d8556e027a9a
org.springframework.cloud	spring-cloud-starter-config	3.0.3		b6a2a7b77c15c1473a0196c8e16fd0a5ac572f4e
org.springframework.cloud	spring-cloud-starter-config	3.0.4		528c404b5396492b5d9d65007d710bec07cc4beb
org.springframework.cloud	spring-cloud-starter-config	3.0.5		15f2e268af607c3b7e11926537aac62ccc0fe145
org.springframework.cloud	spring-cloud-starter-config	3.0.6		c1542c0a05e46cc9f92dda670b6cd9d2ee19d58a
org.springframework.cloud	spring-cloud-starter-config	3.0.7		5dbf0a5034d2555ec7fa1b6dd71c244a95a2633f
org.springframework.cloud	spring-cloud-starter-config	3.1.0		d3c6fd2463dde46fbf59156360abd471fa49beb3
org.springframework.cloud	spring-cloud-starter-config	3.1.1		6d5adf5160c6c039bd57c02f50ce855b6440e06f
org.springframework.cloud	spring-cloud-starter-config	3.1.10		4e8317ca0ceb8427452466d4eb3eabf43da8dbf1
org.springframework.cloud	spring-cloud-starter-config	3.1.2		0bc6e327354190ccd3021d253742aabc68cc460d
org.springframework.cloud	spring-cloud-starter-config	3.1.3		06c6bbe007d6b950dce4aa7fd631a01f066dbccb
org.springframework.cloud	spring-cloud-starter-config	3.1.4		bccd132219bf367c48d6266ca13f6fc3fb15e7e6
org.springframework.cloud	spring-cloud-starter-config	3.1.5		436033b79a773a30370b78c497259a674d2d83aa
org.springframework.cloud	spring-cloud-starter-config	3.1.6		b15ee8d46d45ea1a2b195f70d6e5b60f7c0734b2
org.springframework.cloud	spring-cloud-starter-config	3.1.7		d029efeee40b5c9cb1ed462688aff2d042f96a28
org.springframework.cloud	spring-cloud-starter-config	3.1.8		f67d57be4a5cc19011a59a9ba6e604e9eec0314a
org.springframework.cloud	spring-cloud-starter-config	3.1.9		7200f2cf20157336fd3307da9dbf100578658604
org.springframework.cloud	spring-cloud-starter-config	4.0.0		2ce60e6459041b71c365f7db4ccc1ab219131a40
org.springframework.cloud	spring-cloud-starter-config	4.0.1		e809b219028824bcfe91b6a3b1dc50164fd3ce3f
org.springframework.cloud	spring-cloud-starter-config	4.0.2		b0a4ecd720c1094e3d198f028de8ebecdd86d965
org.springframework.cloud	spring-cloud-starter-config	4.0.3		8913811da8dfe0c36eb886d70857a2fbee462e4d
org.springframework.cloud	spring-cloud-starter-config	4.0.4		bc6b9fe9967f21b3ec23b416e51a2ab8e35b6d5c
org.springframework.cloud	spring-cloud-starter-config	4.0.5		599fd3120e19a7788c01680fc8b4607aaa4a672a
org.springframework.cloud	spring-cloud-starter-config	4.1.0		728c5582b0e142d8bd61d9fc82904e45b8544569
org.springframework.cloud	spring-cloud-starter-config	4.1.1		c90d7c91c5b422fc416f20a994b303074aa37388
org.springframework.cloud	spring-cloud-starter-config	4.1.2		46447729988d9002c3b4cf7826ee220ed8506c70
org.springframework.cloud	spring-cloud-starter-config	4.1.3		db83c140fb8493a05ceae42d999db7d4b45dcb63
org.springframework.cloud	spring-cloud-starter-config	4.1.4		4bb3e7b7395468923df288024032d0002dc7f7d0
org.springframework.cloud	spring-cloud-starter-config	4.1.5		8c2fa2e76a01840c1e060a8224fa26990b162fb3
org.springframework.cloud	spring-cloud-starter-config	4.1.6		d2104323c216b7b56d94e11fcee9bfdebf978a46
org.springframework.cloud	spring-cloud-starter-config	4.2.0		26ae50eb6a402c5b8f7d3763eaa27a6cd681b493
org.springframework.cloud	spring-cloud-starter-config	4.2.1		bc889dcd82b496e4f503b4491bf03d980020f2a9
org.springframework.cloud	spring-cloud-starter-config	4.2.2		321397cfacfcb0d8b18ddf07eb94a4093e324ecf
org.typelevel	alleycats-core_sjs0.6_2.13	2.0.0		184cd3ee2bb8be1ac4999b8125c4e9c57e45f57e
org.typelevel	alleycats-core_sjs0.6_2.13	2.0.0-M4		bb82c6473267a1e41e6c6649ef7acfa01dc4c676
org.typelevel	alleycats-core_sjs0.6_2.13	2.0.0-RC1		f233376dd93c7905455f16c2093e830dffb72960
org.typelevel	alleycats-core_sjs0.6_2.13	2.0.0-RC2		8486abf8f4f34eadce0622f5ed941ef728b682a2
org.typelevel	alleycats-core_sjs0.6_2.13	2.0.0-RC3		5e53708e66372bb9d1fb703cc58788b2639a360a
org.typelevel	alleycats-core_sjs0.6_2.13	2.1.0		4949e27f79a905425d2bcd08a3b1aed9171eff28
org.typelevel	alleycats-core_sjs0.6_2.13	2.1.0-RC1		387d29d1f99dff0f4bc95abc9fbde77feeeca268
org.typelevel	alleycats-core_sjs0.6_2.13	2.1.0-RC2		bef7bbcbb5ed04f5bf0c3b5e290731ee69149bd8
org.typelevel	alleycats-core_sjs0.6_2.13	2.1.0-RC3		efdf36936d8ca0bc629b59a499241872750c0189
org.typelevel	alleycats-core_sjs0.6_2.13	2.1.1		1158e6a08491c67b665ab54feb513763a0f7bad6
org.typelevel	alleycats-core_sjs0.6_2.13	2.2.0-M1		381e9a2102f54168df232e6147df6dfdd7cec49a
org.typelevel	alleycats-core_sjs0.6_2.13	2.2.0-M2		bcc85951a2fba32b4b717d9f35e2d48e5cfabc4a
org.webjars.bower	firebase	2.2.7		59d21e62db96036dc00c3478787e1ef3a414c48a
org.webjars.bower	firebase	2.4.1		9a057fa2e2f7519259b18008f0ff6bb2d1674034
org.webjars.bower	ngCordova	0.1.14-alpha		1e7c25d2b6b53dd0e319475b8ea71284b70b6648
org.webjars.bower	ngCordova	0.1.26-alpha		4340090e6f83a73c89c6569c0fddf8130c27de0c
org.webjars.bower	ngCordova	0.1.27-alpha		f0361c24eb04bc170d8e7217850fc99ea35658b0
org.webjars.bowergithub.gyrocode	jquery-datatables-checkboxes	1.2.12		a65131bd9936dd19183db66829f1eb90b2f32dbe
org.webjars.npm	jest-runtime	24.5.0		dec2be8e2911f81176af1908ab07d862a1232b84
org.webjars.npm	jest-runtime	24.8.0		405671d262521afc550e7d4e035ef01555a35723
org.webjars.npm	jest-runtime	29.3.1		9b82a55e5854455fdb20ab65ba704ba297bd3f89
org.webjars.npm	node-expat	2.3.18		f872bf1e3f7b26049628f1b2caf264cdc172d60c
org.webjars.npm	node-expat	2.3.7		24a4f580d580b74eee8782790e53d0c837865125
org.webjars.npm	node-expat	2.3.9		4d3cf317a2eff893ea922e386f7d81f1081d4189
org.webjars.npm	node-expat	2.4.0		1dbaab4dc7727c795bc66c0d0eaff8e8656c75a1
ru.pocketbyte.locolaser	runtime-androidnativex86	2.4.0		N/A
ru.pocketbyte.locolaser	runtime-androidnativex86	2.4.1		N/A
ru.pocketbyte.locolaser	runtime-androidnativex86	2.4.2		N/A
ru.pocketbyte.locolaser	runtime-androidnativex86	2.4.3		N/A
ru.pocketbyte.locolaser	runtime-androidnativex86	2.5.0		N/A
software.amazon.app.platform	presenter-molecule-testing-desktop	0.0.1		cbaaf07dade1bab694c928259c954f475f76235a
uy.kohesive.klutter	klutter-core-jodatime	2.0.0		b5c0ad70c2b2fb5293f48697468c7e411e04b70b
uy.kohesive.klutter	klutter-core-jodatime	2.0.1		98cc41f936211a9c806bf363fa157d1e451f827b
uy.kohesive.klutter	klutter-core-jodatime	2.0.3		b6daabb729eb57dba4bcbc17c0690e4995841e0e
uy.kohesive.klutter	klutter-core-jodatime	2.0.4		00b46583eff76fd0063c07feaaaeaf557eec79db
uy.kohesive.klutter	klutter-core-jodatime	2.0.5		ca42f753602879cfe2b1bed818a3c90af27178aa
uy.kohesive.klutter	klutter-core-jodatime	2.1.0		0fde54612af541941f7be7943b162323629014c3
uy.kohesive.klutter	klutter-core-jodatime	2.2.0		cf05a41deee5817355f89709a2b416f718525986
uy.kohesive.klutter	klutter-core-jodatime	2.3.0		f641313a7b6505e9f263c2151baa3100da13a3e5
uy.kohesive.klutter	klutter-core-jodatime	2.3.1		e7078d31201e84fb640c26bf8cdc3c8bb80e2ca9
uy.kohesive.klutter	klutter-core-jodatime	2.3.2		b41824fe857d9e53be139960f3999a1dea4c4081
uy.kohesive.klutter	klutter-core-jodatime	2.4.0		25a953a32e1898ab0386e79272a47f7d4e3a2c65
uy.kohesive.klutter	klutter-core-jodatime	2.5.0		348c9e81391204c09169c89be17e577102e71289
uy.kohesive.klutter	klutter-core-jodatime	2.5.1		4a7d52ba31a06a6be1b383a43bd96f4122cde664
uy.kohesive.klutter	klutter-core-jodatime	2.5.2		565e6b8895212e9cab3609d705768af99b5100cd
uy.kohesive.klutter	klutter-core-jodatime	2.5.3		0e9f1ab95e2bed4c2078cdba705f8c1cc168f61c
uy.kohesive.klutter	klutter-core-jodatime	2.6.0		557b9239c730391aa26139b7207c5c026f77ae4f
