app.mustats.apolostudio	color-picker-compose-jvm	0.0.0		eae5fc71e6d63b59a9fb9feea8b1a5cd926286d4
io.quarkus	quarkus-rest-jaxb-parent	3.18.3		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.18.4		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.19.0		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.19.0.CR1		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.19.1		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.19.2		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.19.3		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.19.4		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.20.0		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.20.0.CR1		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.21.0		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.21.0.CR1		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.21.1		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.21.2		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.21.3		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.21.4		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.22.0		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.22.0.CR1		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.22.1		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.9.0		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.9.0.CR1		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.9.0.CR2		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.9.1		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.9.2		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.9.3		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.9.4		N/A
io.quarkus	quarkus-rest-jaxb-parent	3.9.5		N/A
io.quarkus	quarkus-smallrye-health-spi	0.24.0		6b899fd94e7f0a7705fa24cae3275b8bc1f3c6fb
io.quarkus	quarkus-smallrye-health-spi	0.25.0		629572afdce0b6c6397dad0dc840d59bd4587654
io.quarkus	quarkus-smallrye-health-spi	0.26.0		5fe2bd8347cd5fe6471370d363055b37766812ed
io.quarkus	quarkus-smallrye-health-spi	0.26.1		ff666504c0ae035c15cb4d300f8188a9afb12dfc
io.quarkus	quarkus-smallrye-health-spi	0.27.0		d675a0df37170d5fe3d159564282ce441eb445c4
io.quarkus	quarkus-smallrye-health-spi	0.28.0		742e6967dac15b2d83a8072668ba66eb40c0dd12
io.quarkus	quarkus-smallrye-health-spi	0.28.1		6ccd354f79a3bf9aeba3300687179a7f4abdbd93
io.quarkus	quarkus-smallrye-health-spi	1.0.0.CR1		07d9dd05f67bfa3183a9253d32e7851eff21480b
io.quarkus	quarkus-smallrye-health-spi	1.0.0.CR2		23138d3ac2140fd1a40fc94abe7ee0a3d3501c9c
io.quarkus	quarkus-smallrye-health-spi	1.0.0.Final		fcca53591a3532c51eb43d1742186c8d6c13b1d2
io.quarkus	quarkus-smallrye-health-spi	1.0.1.Final		5ef7cf075d314f3093addc9ecb70cf9585c56d8e
io.quarkus	quarkus-smallrye-health-spi	1.1.0.CR1		0cf33116e3005606e4c9473ba5f04cf93292a0a6
io.quarkus	quarkus-smallrye-health-spi	1.1.0.Final		b43488bba0e4bbf8b49b0e468b130b3ef9f329a2
io.quarkus	quarkus-smallrye-health-spi	1.1.1.Final		98a3b93b71f6336dd2dc7eed8166f90458e686a8
io.quarkus	quarkus-smallrye-health-spi	1.10.0.CR1		05baca1cbdd684f32260d8a6421d45e8c05b5016
io.quarkus	quarkus-smallrye-health-spi	1.10.0.Final		8c015b19ef0e7676a23589e935a4f5d674b386a3
io.quarkus	quarkus-smallrye-health-spi	1.10.1.Final		e8566d04990c82af7dfcd1bcbfd142468c6a54b2
io.quarkus	quarkus-smallrye-health-spi	1.10.2.Final		1607b25b9b23d51800607d0b3301c5e4678c937a
io.quarkus	quarkus-smallrye-health-spi	1.10.3.Final		0a969930010d795e69908d2e5c6b046433684a00
io.quarkus	quarkus-smallrye-health-spi	1.10.4.Final		227c4281ca47b90c11c5d8b4bfe951b65778f26c
io.quarkus	quarkus-smallrye-health-spi	1.10.5.Final		5602884cad73de1cbea4c428400176aad9cf6ff4
io.quarkus	quarkus-smallrye-health-spi	1.11.0.Beta1		1eb0f1c2a5b6ede55aac89a347544c0ab1d39167
io.quarkus	quarkus-smallrye-health-spi	1.11.0.Beta2		2a9fabcf2a5b97c2f2c30890714a85e000e12882
io.quarkus	quarkus-smallrye-health-spi	1.11.0.CR1		7a59c04a6a4b59450f5b4afa7fe240a56c58d5f5
io.quarkus	quarkus-smallrye-health-spi	1.11.0.Final		2e47965d050583ba94e10e607c83f98b4d336fff
io.quarkus	quarkus-smallrye-health-spi	1.11.1.Final		dd2040bc80f7514bd5c99116bddc1d62434a3782
io.quarkus	quarkus-smallrye-health-spi	1.11.2.Final		18f6fe3cbfb709bf7fa14d1ece3adf5231500cdf
io.quarkus	quarkus-smallrye-health-spi	1.11.3.Final		7521c3c9ad6cff3cad94b102554e1136456fe781
io.quarkus	quarkus-smallrye-health-spi	1.11.4.Final		d3a42f6060878c6f696c330e3b79e1242aacc5f0
io.quarkus	quarkus-smallrye-health-spi	1.11.5.Final		d44a8c83a6fb3f198bb4451a7b5757ac8c3b041e
io.quarkus	quarkus-smallrye-health-spi	1.11.6.Final		6bea9b95efdaf6848d7012144f6e349a59832d6e
io.quarkus	quarkus-smallrye-health-spi	1.11.7.Final		f037d7da3f0e43d4ae92b60a11caacb783d04171
io.quarkus	quarkus-smallrye-health-spi	1.12.0.CR1		aa89e90e68a7ef2920228027e39a17b752c6da41
io.quarkus	quarkus-smallrye-health-spi	1.12.0.Final		715f7d8e919fc54e25268a5d3aef44f9136617e2
io.quarkus	quarkus-smallrye-health-spi	1.12.1.Final		4b03fb8c5b0fca5bcc0184eb2dbbfc1a709ee18a
io.quarkus	quarkus-smallrye-health-spi	1.12.2.Final		473e7e37999459d81bb9f7da687497c06181bba3
io.quarkus	quarkus-smallrye-health-spi	1.13.0.CR1		374edd8f0b224ba62cf083b9a382314f3466cb4e
io.quarkus	quarkus-smallrye-health-spi	1.13.0.Final		bfcb5bb0f846dbfc4c3870630726cec06beffc4b
io.quarkus	quarkus-smallrye-health-spi	1.13.1.Final		1a7d60c22ee5cfee200c69396459877721418849
io.quarkus	quarkus-smallrye-health-spi	1.13.2.Final		0d4e06993581c8938590cc61e5b57a15ba5ac7b6
io.quarkus	quarkus-smallrye-health-spi	1.13.3.Final		485d0653b526ed900c3b0a6b30aecff48ebe52a4
io.quarkus	quarkus-smallrye-health-spi	1.13.4.Final		3ff6fbc7d3f26a0d1182f4571085f9d858d1489c
io.quarkus	quarkus-smallrye-health-spi	1.13.5.Final		ac4a037013df69bb3bc6cc5e87ef5e32b9283ada
io.quarkus	quarkus-smallrye-health-spi	1.13.6.Final		9f99ba136f634645cb733e19cecc061daea03fbb
io.quarkus	quarkus-smallrye-health-spi	1.13.7.Final		0c9b987be477a701cd20d0fc4c793ef71d387205
io.quarkus	quarkus-smallrye-health-spi	1.2.0.CR1		f90c84b43d0501215a4e9283ba41adc706c8362e
io.quarkus	quarkus-smallrye-health-spi	1.2.0.Final		a20a61b6cf2c453bf3d38ec0e66bfd80aa572113
io.quarkus	quarkus-smallrye-health-spi	1.2.1.Final		a4ee7a4b3de989dbc6eef3aaf139f1c8d7b7adbf
io.quarkus	quarkus-smallrye-health-spi	1.3.0.Alpha1		01ccd1a3f4cd3dc79a396c713e7637f0d4636b88
io.quarkus	quarkus-smallrye-health-spi	1.3.0.Alpha2		bf2d1e51e36954a6faa6d150c82e2eb3993b70d1
io.quarkus	quarkus-smallrye-health-spi	1.3.0.CR1		f516777684e89141c7966f81e36daa353fefaf6c
io.quarkus	quarkus-smallrye-health-spi	1.3.0.CR2		5ad8aeeaf66d6dc14ce06a5dd97595484424884c
io.quarkus	quarkus-smallrye-health-spi	1.3.0.Final		026ed879ef9f370476d9d5c0b122357100f5b686
io.quarkus	quarkus-smallrye-health-spi	1.3.1.Final		d7ceb238bfdec52fa74207711f9b53ce261bf996
io.quarkus	quarkus-smallrye-health-spi	1.3.2.Final		2caba58b8aa37bfc002e780ad1d7767e00e39221
io.quarkus	quarkus-smallrye-health-spi	1.3.3.Final		a51ec8a6464d240dcd7e70fea17f3833c8bbfe4b
io.quarkus	quarkus-smallrye-health-spi	1.3.4.Final		f7c0d5fb623fa6f22d47e2911252289466a30815
io.quarkus	quarkus-smallrye-health-spi	1.4.0.CR1		b68423cfe44e6f51e00b243101c6681788ad2967
io.quarkus	quarkus-smallrye-health-spi	1.4.0.Final		86bc98a4def9d333c175de0d251e5a1a65416027
io.quarkus	quarkus-smallrye-health-spi	1.4.1.Final		9421732d96f30422b5d525736bdb3afd6d5f056f
io.quarkus	quarkus-smallrye-health-spi	1.4.2.Final		d80f0886c4c2a934430ca64a4cd3cdfaf9ff4e2c
io.quarkus	quarkus-smallrye-health-spi	1.5.0.CR1		8e1e3295ce126c5726dcce237377858adcf43db5
io.quarkus	quarkus-smallrye-health-spi	1.5.0.Final		01e5e77da8261d67eaa9cbcc9e70194bc9db5254
io.quarkus	quarkus-smallrye-health-spi	1.5.1.Final		861f3b9c18f5ce2f8f45649c0bcbfdc389ab57bd
io.quarkus	quarkus-smallrye-health-spi	1.5.2.Final		95f728156f02285c5e5ae65b5876a0b761b08d14
io.quarkus	quarkus-smallrye-health-spi	1.6.0.CR1		2a1dc92c10291c1ad109cf5b02b212b9be9fca9b
io.quarkus	quarkus-smallrye-health-spi	1.6.0.Final		3a60e66879f80b832447c766698bc70e66966c21
io.quarkus	quarkus-smallrye-health-spi	1.6.1.Final		d615693de4f2fe6cc14f3443e98efb1e0949da50
io.quarkus	quarkus-smallrye-health-spi	1.7.0.CR1		54b9b960c34b48d1f04faa85f48197220138de17
io.quarkus	quarkus-smallrye-health-spi	1.7.0.CR2		06b6d1f95c9182dc481ace61390daf14af965f0f
io.quarkus	quarkus-smallrye-health-spi	1.7.0.Final		e657f5d6efa36b3ce3e6609b31648c1615bde3f4
io.quarkus	quarkus-smallrye-health-spi	1.7.1.Final		17a44f12199542671d0f52207e386472f2a17df3
io.quarkus	quarkus-smallrye-health-spi	1.7.2.Final		95d612db28fe63847a608f3d14fabc54580c4756
io.quarkus	quarkus-smallrye-health-spi	1.7.3.Final		965dd972c4a98f6a56edb74e965c69474ee2ceea
io.quarkus	quarkus-smallrye-health-spi	1.7.4.Final		93df82eb7c160ce0a0704a2e591b70b585ffc446
io.quarkus	quarkus-smallrye-health-spi	1.7.5.Final		ba0c8888a94738b943dc2288ec93550d5af5612a
io.quarkus	quarkus-smallrye-health-spi	1.7.6.Final		9a02df653b28ba80fa12ad9fc436304e4617e980
io.quarkus	quarkus-smallrye-health-spi	1.8.0.CR1		300c59fd1be14b3ac9c917219af8ecc43f522f6a
io.quarkus	quarkus-smallrye-health-spi	1.8.0.Final		91b808283eea4f3ed1b584037099d460ea107b0c
io.quarkus	quarkus-smallrye-health-spi	1.8.1.Final		b61b16118c302964b1f31278840a07d4cbc34d84
io.quarkus	quarkus-smallrye-health-spi	1.8.2.Final		e3f8dd9dbb9c133c6076c7bb6c08c013b61c0ce2
io.quarkus	quarkus-smallrye-health-spi	1.8.3.Final		8085535b09e17810f332ba19c3237a673187fd84
io.quarkus	quarkus-smallrye-health-spi	1.9.0.CR1		305094d7510b2f13255004ee0b5c2047465b0c44
io.quarkus	quarkus-smallrye-health-spi	1.9.0.Final		97b4d814d8b087338e65973f6d63c8445d288c24
io.quarkus	quarkus-smallrye-health-spi	1.9.1.Final		52d1f43c31c4035c779b2ea8f8348b1bb144fa0f
io.quarkus	quarkus-smallrye-health-spi	1.9.2.Final		2aa45b012d9179425f33c63512a4ef9608b81f46
io.quarkus	quarkus-smallrye-health-spi	2.0.0.Alpha1		eacc1d370b29be63f53430d0b7eae06aecdc3672
io.quarkus	quarkus-smallrye-health-spi	2.0.0.Alpha2		40b467edcf503dbe5beb7cf8443b9ca9202fe048
io.quarkus	quarkus-smallrye-health-spi	2.0.0.Alpha3		f6cb87cc74136b7253ecbce286783797eb630386
io.quarkus	quarkus-smallrye-health-spi	2.0.0.CR1		2cd5eade3451de7e5096eeb7a1f81bd723c5c39f
io.quarkus	quarkus-smallrye-health-spi	2.0.0.CR2		6cd318aa42d67e0fd355e5da9e8f5aabd4e2752a
io.quarkus	quarkus-smallrye-health-spi	2.0.0.CR3		e7494bb40b35a525cc2829c3ada568f59910389a
io.quarkus	quarkus-smallrye-health-spi	2.0.0.Final		cbe1359905795a2cadcfca26fff50112e42b7640
io.quarkus	quarkus-smallrye-health-spi	2.0.1.Final		6f0b06555c365c2d100ef0ffd18c936c1e93f0d9
io.quarkus	quarkus-smallrye-health-spi	2.0.2.Final		3d8425c7674681e0105acc26a9f8f88ebbfd61e0
io.quarkus	quarkus-smallrye-health-spi	2.0.3.Final		fd98b9c0faafc9e894d1b27b021728ba8ac84b26
io.quarkus	quarkus-smallrye-health-spi	2.1.0.CR1		3bf3f4b7d9f9ab2e5e6c274ca262f414ba56632a
io.quarkus	quarkus-smallrye-health-spi	2.1.0.Final		ecb7bef610f033baa9b63d636858fa1751afe9b8
io.quarkus	quarkus-smallrye-health-spi	2.1.1.Final		df0c1c159b4003d257bfcc174fa566f04d90d02b
io.quarkus	quarkus-smallrye-health-spi	2.1.2.Final		6e61780d3d2866923859cbfdcbdc45cb852a7d25
io.quarkus	quarkus-smallrye-health-spi	2.1.3.Final		4c1dcb41b4a6da00a7bae966b16ed33f00740db8
io.quarkus	quarkus-smallrye-health-spi	2.1.4.Final		159baa15e2490ddcc6030e6bacbdab94b790d8a4
io.quarkus	quarkus-smallrye-health-spi	2.10.0.CR1		709ff3688560542489a3664871201c6b5a081fa0
io.quarkus	quarkus-smallrye-health-spi	2.10.0.Final		7df830c14f9b512789ab737f6232ca829d3e2f22
io.quarkus	quarkus-smallrye-health-spi	2.10.1.Final		38e5bbf6af3747d524704cf010ffa015aaaff68f
io.quarkus	quarkus-smallrye-health-spi	2.10.2.Final		1a92c61c431f6731ee90ba81e3014f78126c6da4
io.quarkus	quarkus-smallrye-health-spi	2.10.3.Final		3b8df2c44ea1c0f78622936abac01b9d75dc90f8
io.quarkus	quarkus-smallrye-health-spi	2.10.4.Final		9bb90e25408625dd0948ec1a5d43b4100edd85b9
io.quarkus	quarkus-smallrye-health-spi	2.11.0.CR1		27fd172f509b0078cc6904ee011590537b1e603a
io.quarkus	quarkus-smallrye-health-spi	2.11.0.Final		a0a43a5ff7d8fa1e0ce29fa382630e6199270879
io.quarkus	quarkus-smallrye-health-spi	2.11.1.Final		34d3a2f2cd574f5ed2f56b8553b5d711491fc8e0
io.quarkus	quarkus-smallrye-health-spi	2.11.2.Final		27f8b0844d369b9cf0003dc6b26a0343660c9099
io.quarkus	quarkus-smallrye-health-spi	2.11.3.Final		903df1cd526963c634624e0e9c63a1206db127e5
io.quarkus	quarkus-smallrye-health-spi	2.12.0.CR1		86db382557219ecf6d94dc35341543bcae2adebd
io.quarkus	quarkus-smallrye-health-spi	2.12.0.Final		cd59d72798364869fc582ecd115d3c248e1de5ab
io.quarkus	quarkus-smallrye-health-spi	2.12.1.Final		5a0782176a901d28a7d3c2ae3f759ee1ec2b71f9
io.quarkus	quarkus-smallrye-health-spi	2.12.2.Final		e7f8861c11cc9dc1a22ec382daa79af939d695d4
io.quarkus	quarkus-smallrye-health-spi	2.12.3.Final		8e2023cd5d7a4dd28024383ad5dfec2f5cd5dca8
io.quarkus	quarkus-smallrye-health-spi	2.13.0.CR1		ab5058f68b3d8ccbee024cfb09535b7199795a7b
io.quarkus	quarkus-smallrye-health-spi	2.13.0.Final		88218b7f016e700a208bc55add1e7c6ec1aa61ef
io.quarkus	quarkus-smallrye-health-spi	2.13.1.Final		740985a4f1e5cfd2b6941cb248186b222ee1589f
io.quarkus	quarkus-smallrye-health-spi	2.13.2.Final		2a592c4efdc4aefa573c2d4ed2f3534a888fedfb
io.quarkus	quarkus-smallrye-health-spi	2.13.3.Final		96ba12702f98170bff2b59713a97615341cd90e0
io.quarkus	quarkus-smallrye-health-spi	2.13.4.Final		1406fbeb2d89148703901b1fa7908c4df700d553
io.quarkus	quarkus-smallrye-health-spi	2.13.5.Final		b435e816b81eabfdf2bcafcdb0afc49b4cccc3db
io.quarkus	quarkus-smallrye-health-spi	2.13.6.Final		214e85c449dbf67d4e0e7b56ea87691f3664adcf
io.quarkus	quarkus-smallrye-health-spi	2.13.7.Final		5cbdae7e37181128c171d8344a7c5b927ab3534a
io.quarkus	quarkus-smallrye-health-spi	2.13.8.Final		54720398eec18a47d942e27b66f71bbf71e3929b
io.quarkus	quarkus-smallrye-health-spi	2.13.9.Final		eb1897fdfa87841975051c692a3adbd74ab73f9b
io.quarkus	quarkus-smallrye-health-spi	2.14.0.CR1		e424016361b102d4c755473f4347b1e6ed291f72
io.quarkus	quarkus-smallrye-health-spi	2.14.0.Final		d9ebeccc9856b34efba767e257640cf49565fc95
io.quarkus	quarkus-smallrye-health-spi	2.14.1.Final		97d34f8b74a022dc5e7f683e26af7e0ac6143874
io.quarkus	quarkus-smallrye-health-spi	2.14.2.Final		788138164a09fb3658bf8c3b280c83d791a0e05b
io.quarkus	quarkus-smallrye-health-spi	2.14.3.Final		c753409721c7094745c329079c07dbbb7f46e3db
io.quarkus	quarkus-smallrye-health-spi	2.15.0.CR1		a2430e6c67e0b6f03c8d546643e8bc4bc0e6d874
io.quarkus	quarkus-smallrye-health-spi	2.15.0.Final		9ba6f85b3672d6892f8e3ea44ccb0b82b4310115
io.quarkus	quarkus-smallrye-health-spi	2.15.1.Final		c8362c4f257c31f2fd4655426c2aae5a6127c94c
io.quarkus	quarkus-smallrye-health-spi	2.15.2.Final		5b509c1aa97e2f334ed168bdac78503fbde1737f
io.quarkus	quarkus-smallrye-health-spi	2.15.3.Final		592534c766eac4b2ee3a326c31b24c7895a69cab
io.quarkus	quarkus-smallrye-health-spi	2.16.0.CR1		1d5ba8ac6779c218069293afdbfd8b1e8674c8d4
io.quarkus	quarkus-smallrye-health-spi	2.16.0.Final		4a26786f82c38a6d10daa84c1a8c7025d3aa230f
io.quarkus	quarkus-smallrye-health-spi	2.16.1.Final		9a458eed339a0d565f3e327e2b7ddf4d851a3368
io.quarkus	quarkus-smallrye-health-spi	2.16.10.Final		e49bee1e46ac6183dac5c44e61694fc719d61d38
io.quarkus	quarkus-smallrye-health-spi	2.16.11.Final		5346957e0b21a560c259a0d5041e2379b741c0de
io.quarkus	quarkus-smallrye-health-spi	2.16.12.Final		465d1aef4af3975ee43c3fc0e45203a0b8237140
io.quarkus	quarkus-smallrye-health-spi	2.16.2.Final		9cae15c9be8adc96a10381a0bd97856efca96299
io.quarkus	quarkus-smallrye-health-spi	2.16.3.Final		a02afe7e3d522146b28f12c74e195c3d55d372f3
io.quarkus	quarkus-smallrye-health-spi	2.16.4.Final		83db4d5c7e7f695bcd8c3f67d210f937cd49fcd5
io.quarkus	quarkus-smallrye-health-spi	2.16.5.Final		cf43969d8fb4b730516d331de391ab0dfcbb7a30
io.quarkus	quarkus-smallrye-health-spi	2.16.6.Final		1b4c2460d418fef172fa6d4049de81234ad421b8
io.quarkus	quarkus-smallrye-health-spi	2.16.7.Final		868ef225b5644d08e5db433379ea2c5b19b80153
io.quarkus	quarkus-smallrye-health-spi	2.16.8.Final		6094d785ed08384967ea8e035c7645efc36f443a
io.quarkus	quarkus-smallrye-health-spi	2.16.9.Final		49baa01c1a4ae026c036c4e8fd73f95e59037107
io.quarkus	quarkus-smallrye-health-spi	2.2.0.CR1		7cd62231c7bfe29b3a6ffe41c330e9398384a7e6
io.quarkus	quarkus-smallrye-health-spi	2.2.0.Final		dfcd50df55073ff3a527287d9416eb8937eb1a5f
io.quarkus	quarkus-smallrye-health-spi	2.2.1.Final		8057defa1d9aee7e6f97184644cb5ea6abddc8e9
io.quarkus	quarkus-smallrye-health-spi	2.2.2.Final		f6749b75fe7ce1589104af683432fcb8272e3ad5
io.quarkus	quarkus-smallrye-health-spi	2.2.3.Final		44e9e0fc61fa3168101eee10ab4e257c833031b7
io.quarkus	quarkus-smallrye-health-spi	2.2.4.Final		17ec091b1a6d285a6a2e1d3f859d4fc8659d7257
io.quarkus	quarkus-smallrye-health-spi	2.2.5.Final		35e7a24f7cb32cc7af3f0b168f104d80faec546a
io.quarkus	quarkus-smallrye-health-spi	2.3.0.CR1		8b8e4e0bd2fddf152f911f461f005bcd45a13f08
io.quarkus	quarkus-smallrye-health-spi	2.3.0.Final		711b0b4e255e8715e229b843a341b42b724d2ffc
io.quarkus	quarkus-smallrye-health-spi	2.3.1.Final		e6c62cf4749f2dfab2fcc95d2a0ff2e7f165289b
io.quarkus	quarkus-smallrye-health-spi	2.4.0.CR1		450a8599de05938b37856e65a74e7216089b8602
io.quarkus	quarkus-smallrye-health-spi	2.4.0.Final		69d7f2183e5a86f2cd4c218c120e7e0f0bba25c3
io.quarkus	quarkus-smallrye-health-spi	2.4.1.Final		5c3796bfdce9e9a85c37c12304a968f1b02f4b58
io.quarkus	quarkus-smallrye-health-spi	2.4.2.Final		b168fdfd22eb16d3c7e9c83b4fc765e06080afed
io.quarkus	quarkus-smallrye-health-spi	2.5.0.CR1		fc1517c0d754ebf945c0c281bad8a3ab0f289c83
io.quarkus	quarkus-smallrye-health-spi	2.5.0.Final		a86d7cb5e2f66ff4f431f5633dcf8cfb06e94c29
io.quarkus	quarkus-smallrye-health-spi	2.5.1.Final		352494e7d5e68df028d1406911aae35fdd863584
io.quarkus	quarkus-smallrye-health-spi	2.5.2.Final		35843cb0557ae61bbd6bb91c2b5101b3e7f0ed32
io.quarkus	quarkus-smallrye-health-spi	2.5.3.Final		d4412ffd3b74d40a7eb6188a6702cc64d3ba0062
io.quarkus	quarkus-smallrye-health-spi	2.5.4.Final		c5915fdd0102625563fa1ec5a19edad73137f936
io.quarkus	quarkus-smallrye-health-spi	2.6.0.CR1		b00b8357db46d6ec5acd9df07bfdb92cccd9c7fb
io.quarkus	quarkus-smallrye-health-spi	2.6.0.Final		7ef381dd88d432a82f72ab987a1c29a6b45018f4
io.quarkus	quarkus-smallrye-health-spi	2.6.1.Final		72e2ac8ca1637baa2e0ba67f190e5c76ca3dfdf7
io.quarkus	quarkus-smallrye-health-spi	2.6.2.Final		b47fcbbc9380bf037dffc1027790e21a7a14c55f
io.quarkus	quarkus-smallrye-health-spi	2.6.3.Final		aa2f9d695836c37e8d4709c5c90386cdf90917d0
io.quarkus	quarkus-smallrye-health-spi	2.7.0.CR1		fdfae6a64809df433b8a37bd7e7117cf6b7e7a78
io.quarkus	quarkus-smallrye-health-spi	2.7.0.Final		8199291c389c6dfb188b96911c04f9bfaaa9ceea
io.quarkus	quarkus-smallrye-health-spi	2.7.1.Final		02b79ef2a572695e6c28569360c3c5f9cd244536
io.quarkus	quarkus-smallrye-health-spi	2.7.2.Final		f2939f0ad7fa2d3a916073b521be59aa8b2d2e49
io.quarkus	quarkus-smallrye-health-spi	2.7.3.Final		4b4fb962fcc20021c012628c24e8f21114eccf93
io.quarkus	quarkus-smallrye-health-spi	2.7.4.Final		dca69dace14fc87d2d906c225785510d288ba56e
io.quarkus	quarkus-smallrye-health-spi	2.7.5.Final		b4ae64e0a889502bf790f058229c1a04e37f45ce
io.quarkus	quarkus-smallrye-health-spi	2.7.6.Final		84f09979ce8798e55186a6167e7952f5fac3c2a8
io.quarkus	quarkus-smallrye-health-spi	2.7.7.Final		4204dd49ac44fc0dd80753c78f31448e0c7dc319
io.quarkus	quarkus-smallrye-health-spi	2.8.0.CR1		0d34b27269d3a2998e7f3215baad3d9b5ef1ee4c
io.quarkus	quarkus-smallrye-health-spi	2.8.0.Final		f998a9fe8d83bae256ada1bb876b2b97c7f0e013
io.quarkus	quarkus-smallrye-health-spi	2.8.1.Final		3e5932ebdc1af76dad4e13c0378538dcff8d9de1
io.quarkus	quarkus-smallrye-health-spi	2.8.2.Final		0a930b497674f60f73b22e51b0aef3ab50b04a8f
io.quarkus	quarkus-smallrye-health-spi	2.8.3.Final		4d57c2101165b67769ffcd1d61338cb8aab6011a
io.quarkus	quarkus-smallrye-health-spi	2.9.0.CR1		cee7a33363a0dcf3356d88edd679821ab63ae2ef
io.quarkus	quarkus-smallrye-health-spi	2.9.0.Final		3d935e828d233fd598290131746aec3a4af01213
io.quarkus	quarkus-smallrye-health-spi	2.9.1.Final		be1c65110fe6f9aafd751ec7dc3415e32e7be89a
io.quarkus	quarkus-smallrye-health-spi	2.9.2.Final		b2a1f61f03ac80a21d514614218365ba38f6b1dd
io.quarkus	quarkus-smallrye-health-spi	3.0.0.Alpha1		b7ec297b1963e9323f8493e04e2fb37d3008d4d7
io.quarkus	quarkus-smallrye-health-spi	3.0.0.Alpha2		0b41370464a3755c5eace3f1fcbfd7d49f0f23f3
io.quarkus	quarkus-smallrye-health-spi	3.0.0.Alpha3		a187b75ccf1a314d9f23c613731a5802811faaa5
io.quarkus	quarkus-smallrye-health-spi	3.0.0.Alpha4		f2f0490ba78f46ee010d990cba2412aefa638454
io.quarkus	quarkus-smallrye-health-spi	3.0.0.Alpha5		3a9776c11145930ee18b5597f3edf52158acbfd7
io.quarkus	quarkus-smallrye-health-spi	3.0.0.Alpha6		65322883026819c25c4bc36f171d3adffaeb92b2
io.quarkus	quarkus-smallrye-health-spi	3.0.0.Beta1		c307300ab1b0834617f702955573238c1ca16da8
io.quarkus	quarkus-smallrye-health-spi	3.0.0.CR1		237d44766550913fb88f163375f5392138804d7d
io.quarkus	quarkus-smallrye-health-spi	3.0.0.CR2		c38909e092bb91a69f219960006a881c58871209
io.quarkus	quarkus-smallrye-health-spi	3.0.0.Final		033ee98ce5fcc2b938cf0e2faf1831f5c3c3cc29
io.quarkus	quarkus-smallrye-health-spi	3.0.1.Final		a1f51d7cd55f50c58f8bf3039d1d572ace562583
io.quarkus	quarkus-smallrye-health-spi	3.0.2.Final		43fdf5fbf69d6a114e90266a669fd447cb9dc795
io.quarkus	quarkus-smallrye-health-spi	3.0.3.Final		e6447b927c899dc6117c12f435674fee2ca246a9
io.quarkus	quarkus-smallrye-health-spi	3.0.4.Final		826e02f480ec36d6eea32a8a1ed7574661d9e0f3
io.quarkus	quarkus-smallrye-health-spi	3.1.0.CR1		dc03bd6c9eb9c618d171e302b3f2159d2087546c
io.quarkus	quarkus-smallrye-health-spi	3.1.0.Final		2238435f51acbef6d32ea026fa2f0b1eb17a6e8a
io.quarkus	quarkus-smallrye-health-spi	3.1.1.Final		061fba5439d885c88e2de9b0b84205d82c91f8f5
io.quarkus	quarkus-smallrye-health-spi	3.1.2.Final		85311a1c11850cce9a7701c024bab8e6eea9fd55
io.quarkus	quarkus-smallrye-health-spi	3.1.3.Final		00f25a98c954a4529939813aa19bd7539bb3c4f3
io.quarkus	quarkus-smallrye-health-spi	3.10.0		c728119be05399cad94722ca617cab1b1e068acc
io.quarkus	quarkus-smallrye-health-spi	3.10.0.CR1		61a5d7f3ac6e6aa5c5e97507a95f4ba16ac7ab10
io.quarkus	quarkus-smallrye-health-spi	3.10.1		78117ab0ee5ce8f3b7f07460f3b516ced8d635dd
io.quarkus	quarkus-smallrye-health-spi	3.10.2		cffe3d8753f585c89aed0b3541493722666b5b0b
io.quarkus	quarkus-smallrye-health-spi	3.11.0		f25752033ef6ee3b59b3eec62f0f86637309f5a4
io.quarkus	quarkus-smallrye-health-spi	3.11.0.CR1		182a5ad85b2d3070427c6310370aefa578eec5f5
