cn.p00q.dblogin	client	1.0		967f73a69779c97fd50d818baa78fd210ad95388
eu.europa.ec.joinup.sat	jdplus-benchmarking-base-r	2.0.0		b8043c4afd2ed2723d9661380627c6498fb52065
io.airbrake	logback	0.1.0		f64261cd6959fd5b57f3ac3f017fb368d5dd0888
io.airbrake	logback	0.1.1		d6177dad8b3cbcc31ed6acd0f203a28d48f039f5
io.airbrake	logback	0.1.2		a159192d5b9962908875c356d5441e1c1943cdce
io.apicurio	apicurio-common-app-components-test	0.1.1.Final		0f920e415bb96a424809237b3bf8a317a35b8a51
io.apicurio	apicurio-common-app-components-test	0.1.10.Final		8ff508d6cc7bfd5518759cbbc3c321cd857a4beb
io.apicurio	apicurio-common-app-components-test	0.1.11.Final		25d4e9608f1de6152adfe3772b7737697a56e76f
io.apicurio	apicurio-common-app-components-test	0.1.12.Final		05a467d95b9fc7dca91847f086e1b9e8dee50939
io.apicurio	apicurio-common-app-components-test	0.1.13.Final		f5a97571aa9aa5530b93c2fe02ef7f0a63469978
io.apicurio	apicurio-common-app-components-test	0.1.14.Final		ff5385575734d48dfdf264c82c71c37057555346
io.apicurio	apicurio-common-app-components-test	0.1.15.Final		8d6d72e15f1dbd47bcb44902758d7b3ecbf11b3f
io.apicurio	apicurio-common-app-components-test	0.1.16.Final		571d7dd9fd7d599e38e4a9999144b8c30b9ef9a4
io.apicurio	apicurio-common-app-components-test	0.1.17.Final		31979289ffe95a0dd032f573e121148881bdf273
io.apicurio	apicurio-common-app-components-test	0.1.18.Final		344686c88357e0f2d2c42f272d0c341d99d733e3
io.apicurio	apicurio-common-app-components-test	0.1.19.Final		18c2fb6947035101081f28d935927d4254be7e78
io.apicurio	apicurio-common-app-components-test	0.1.2.Final		d0863b11fff1df94b805a237d90172016939d0b8
io.apicurio	apicurio-common-app-components-test	0.1.20.Final		e172284e930857f817aec5152b07da07aea50282
io.apicurio	apicurio-common-app-components-test	0.1.21.Final		50fe7118f7b59d77dfe77376702233ed3337a5be
io.apicurio	apicurio-common-app-components-test	0.1.22.Final		62331c6d5079ab0f13f7a795badd6179433fdd7e
io.apicurio	apicurio-common-app-components-test	0.1.3.Final		168924d9d1fbe8c666bc34b86e6033092f6e48bf
io.apicurio	apicurio-common-app-components-test	0.1.4.Final		50ffd6e2516e562d94a81ab358f10f0dd780dbcb
io.apicurio	apicurio-common-app-components-test	0.1.5.Final		29fa5798e165b032330fd21c2bb5f37a620b0f7a
io.apicurio	apicurio-common-app-components-test	0.1.6.Final		2fa4e5556ce3e6318da155cd11547602fd493a29
io.apicurio	apicurio-common-app-components-test	0.1.7.Final		359fdf2db9a1722f9518163b203116ff2b9f1cc5
io.apicurio	apicurio-common-app-components-test	0.1.8.Final		d101b49c147fa6fcf9e025ce74dddff0b7497e71
io.apicurio	apicurio-common-app-components-test	0.1.9.Final		3c8d85b31a46ec6bc8943cc3f7d12fe76b1d437f
io.apicurio	apicurio-common-app-components-test	0.2.0.CR1		15b3dda91708e66ecde3529fe083743a83d9ef95
io.apicurio	apicurio-common-app-components-test	0.2.0.CR2		a97f1c97b54ff7d81207050c6e86ac001b51530e
io.apicurio	apicurio-common-app-components-test	0.2.0.FInal		527f92bfa9641e44fcd2e43fc2e2c265a820bd3f
io.apicurio	apicurio-common-app-components-test	0.2.1.Final		7e85a155743d91d5945d58e7e9db158ad189bfba
io.apicurio	apicurio-common-app-components-test	0.2.2.Final		856a772097674025e3dc50938b389567fb1affc6
io.apicurio	apicurio-common-app-components-test	0.2.3.Final		5d53ddbaa1c2d6f663ea3557ebadd49fbbb4ffe2
io.apicurio	apicurio-common-app-components-test	0.2.4.Final		4b8088fcf82bdfc04735cef131911ab02b70f91b
io.apicurio	apicurio-common-app-components-test	0.2.5.Final		a0dee3c6f11937109e6031fcd2f9990e713e2ce3
io.apicurio	apicurio-common-app-components-test	0.2.6.Final		594e3e11f7afa244b9e1522a9c153e85f3f1ae4b
io.apicurio	apicurio-common-app-components-test	0.2.7.Final		1a5f3f67285f4acfdfd9ab8dcabaeafb6cf0cabb
io.apicurio	apicurio-common-app-components-test	1.0.16.Final		c054a3aab46d698d6f48c9e09ddd7f862e818e72
io.apicurio	apicurio-common-app-components-test	1.1.0		05afb06c3877b906fbe50302b974f0ac8766fee6
io.apicurio	apicurio-common-app-components-test	1.1.0.CR1		949b0bee7e3b46c09de72f12fef0d1975aa7d713
io.apicurio	apicurio-common-app-components-test	1.1.0.CR2		564b9d62c7cf8a79a7454211d6f4af3a0074de9a
io.apicurio	apicurio-common-app-components-test	1.2.0		b5506823f821c96a30c9fd5889b31a5b611120f9
io.apicurio	apicurio-common-app-components-test	1.2.1		769f505eb759dd304b3697c48c902a4ebfc943c6
io.apicurio	apicurio-common-app-components-test	1.2.3		e6e28ce099bdf7823bd67fb6bc6c7c640ca96c23
io.apicurio	apicurio-common-app-components-test	1.2.5		30e615b9f0d4d3015a6a628395a62da783d0d777
io.arrow-kt	arrow-fx-reactor	0.10.0		14abf8dcd4ce4dfdd40e30a36f12f4af9c7cd863
io.arrow-kt	arrow-fx-reactor	0.10.1		a844a706f154f56440a23ab1da9f4147ec2c818f
io.arrow-kt	arrow-fx-reactor	0.10.2		6dbe4700760c29eb55d2c12a359e0bbe40d88739
io.arrow-kt	arrow-fx-reactor	0.10.3		975a2ee9f1827cfb492f1654f44516d72e17392d
io.arrow-kt	arrow-fx-reactor	0.10.4		31ffacc8708daf5bafbeec355e9312657607080d
io.arrow-kt	arrow-fx-reactor	0.10.5		273d4671b057d361a583361a5c0991cebc0708b4
io.arrow-kt	arrow-fx-reactor	0.11.0		9985fb722f9a7e055a45778ef173db9c0be738d4
io.arrow-kt	arrow-fx-reactor	0.12.0		9d8baa493bf29d51ce3f7a7fd0337fe4305346b0
io.arrow-kt	arrow-fx-reactor	0.12.1		bd4a9f0904f3759fad8f72c48b3ce33759028a0b
io.chrisdavenport	whale-tail_2.12	0.0.1		2a048992509a1e80dfb9ca5e4aaf14f561ace3ee
io.chrisdavenport	whale-tail_2.12	0.0.10		f6188ea37839c77727d9bc800f6681174c2f108c
io.chrisdavenport	whale-tail_2.12	0.0.11		86287e9727bec3ac263ff12a8aaa6a96c9feb442
io.chrisdavenport	whale-tail_2.12	0.0.12		535f184c4833e0949c42709c43cc7e56ed7542fa
io.chrisdavenport	whale-tail_2.12	0.0.3		c5e3fdb030227857036d9de01aed3ad12e7be423
io.chrisdavenport	whale-tail_2.12	0.0.4		0ceb6a5237df3d9bb391dfddd7b224fb22242a94
io.chrisdavenport	whale-tail_2.12	0.0.5		08cb7ae95370347d04ee86d369ce4f9e9b18d8df
io.chrisdavenport	whale-tail_2.12	0.0.6		462509f129679794934a3eba87f95b287b06b74a
io.chrisdavenport	whale-tail_2.12	0.0.7		80e944c4399508a3ad6abe7dc88ffef5ffb98188
io.chrisdavenport	whale-tail_2.12	0.0.8		caf508e229dfd9d5383ff708614b35944844ee6d
io.chrisdavenport	whale-tail_2.12	0.0.9		cd1ad6e658e25e6452407a1d3c0847204082ba3b
io.gitee.dqcer	mcdull	0.2.0		N/A
io.gitee.hihopeorg	RxAndroidBle_rxohosble	1.0.0		N/A
io.github.805369979	async_QY	1.0-SNOTSHOP		904e0fb8a03be494731891983fda0c2defcfa5a0
io.github.alexarchambault.tmp	scalajscli-1.10.1_2.13	1.1.1-sc6		c90d8ce6fb1b4d68add1fc37bbbc6d314625b158
io.github.alexarchambault.tmp	scalajscli-1.10.1_2.13	1.1.2-sc1		e10ce24d242cf96d814aaf1f312b3202b117c005
io.github.alexarchambault.tmp	scalajscli-1.10.1_2.13	1.1.3-sc1		c85ffcb81490075d0406eace86eaca198c26cb37
io.github.alexarchambault.tmp	scalajscli-1.10.1_2.13	1.1.4-sc1		9db208f102ef03db65fe2c5cdfeb02258c5ef724
io.github.alexarchambault.tmp	scalajscli-1.10.1_2.13	1.1.4-sc2		70d8933c646d4fc89bbd797d33a95909579edd77
io.github.alexmofer.drawable	drawable	2.1.0		N/A
io.github.algorixco	adapter-admob	3.5.2		N/A
io.github.algorixco	adapter-admob	3.5.3		N/A
io.github.algorixco	adapter-admob	3.6.0		N/A
io.github.algorixco	adapter-admob	3.7.0		N/A
io.github.algorixco	adapter-admob	3.8.0		N/A
io.github.algorixco	adapter-admob	3.8.5		N/A
io.github.ipipman	cache-man	0.0.1		cf8c85117a797509f40ed44e68273b457bbf2b39
io.github.ipipman	cache-man	2.0.0		N/A
io.github.ipipman	cache-man	3.0.0		N/A
io.github.liangke21	jjm	1.0		27d0a6473a2b9a5f28587c5c9799e06c8db13b78
io.github.liangke21	jjm	2.1		afb2d03e9e0f8d416ded35c15c7ff708212615e8
io.github.liangke21	jjm	2.3		d894dc19014c0f77fac14f6de69fc7bf16b8d1c1
io.github.liangke21	jjm	2.4		63d700dee2c45cd673ac8465836f55d1e23a1f32
io.github.liangke21	jjm	2.5		0b8f4299f6984507440db78ccce011520f0b5c72
io.github.liangke21	jjm	2.6		1235b675af87daf619f487fd2417c6ffbde3eeed
io.github.liangke21	jjm	3.4		5fa680abdd1994d98773e5720d53437fcc807ea1
io.github.monaihuix	nacos-auth	2.4.3-Apex		508fd11e8636adfdbd2e017437c67fb209be4f49
io.github.pomzwj	database-export-core	5.0.0		541f668161bd8e34b3d20129ffaae57e012f8206
io.github.the-best-is-best	TBiometricStorage	1.0.0		N/A
io.github.the-best-is-best	TBiometricStorage	1.0.1		N/A
io.github.the-best-is-best	TBiometricStorage	1.0.2		N/A
io.github.yibird	wuhu-starter-json	0.0.2		81df13ab1f0a77e5d0affd2fdfb8fafa1e94a957
io.github.yibird	wuhu-starter-json	0.0.3		3f7ae4c2923d56aa2698b065aaa9d14ae2097741
io.monix	minitest_3.0.0-RC2	2.9.4		56bf202c31be5f74edc0d9e4ebe45af8f1785d9a
io.monix	minitest_3.0.0-RC2	2.9.5		7e53bf7f7de34cc3ace782b4bce92f187a15b96c
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0.Alpha1		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0.Alpha2		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0.Alpha3		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0.Alpha4		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0.Alpha5		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0.Alpha6		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0.Beta1		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0.Beta2		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0.Beta3		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0.Beta4		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0.Beta5		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.0.CR1		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.0.1		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.1.0		N/A
io.quarkiverse.mcp	quarkus-mcp-server-parent	1.1.1		N/A
io.soabase.structured-logger	structured-logger-core	1		5811895ea9249e0ef177d00edecc3168d00ee1f8
io.soabase.structured-logger	structured-logger-core	2		5bbdba3f49e075ba4edda711a6f8634a206feb08
io.soabase.structured-logger	structured-logger-core	3		b50005c3ce12aa1c9f974e6eaa1e67effadd6b2f
io.zipkin.zipkin2	zipkin-collector-activemq	2.15.0		795bae1eb7a619ad97c2e0a95954316bfd2276ee
io.zipkin.zipkin2	zipkin-collector-activemq	2.16.0		a5d0a8c6e21668529ca9a8417b1d6852c0424144
io.zipkin.zipkin2	zipkin-collector-activemq	2.16.1		476cef6e547fd51e3541f9dc185bd497345bae1f
io.zipkin.zipkin2	zipkin-collector-activemq	2.16.2		3f5b6a9dc0bea343e7de6cba2b363c3103d2e7e8
io.zipkin.zipkin2	zipkin-collector-activemq	2.17.0		88c4d274e126b1738b129d715285c14ef725801a
io.zipkin.zipkin2	zipkin-collector-activemq	2.17.1		aa88b6ad803f4d4c10a6e85e4b9842f13db2bf45
io.zipkin.zipkin2	zipkin-collector-activemq	2.17.2		de33e6de14b4770a0a3ec53bfd71b0535d09e11b
io.zipkin.zipkin2	zipkin-collector-activemq	2.18.0		be65668b25cdaa720b8b7772d1af45fd569bdb14
io.zipkin.zipkin2	zipkin-collector-activemq	2.18.1		285bfbbc695a4faa8801c87d76344783e9642d31
io.zipkin.zipkin2	zipkin-collector-activemq	2.18.2		1845eba7c0da42c319449d24df52ae3ae9efef4a
io.zipkin.zipkin2	zipkin-collector-activemq	2.18.3		8299d3c824f4a9d6094dad0ad2ac8e65c4e4826a
io.zipkin.zipkin2	zipkin-collector-activemq	2.19.0		527421a790972a34aa7f290d56dbe449b20b8dfe
io.zipkin.zipkin2	zipkin-collector-activemq	2.19.1		f4b0cd8a09af46f939777b57dd62b8362f2245aa
io.zipkin.zipkin2	zipkin-collector-activemq	2.19.2		c4d4c5332ada2c9657c7c213dc53df6f32218e2b
io.zipkin.zipkin2	zipkin-collector-activemq	2.19.3		dcb2b02c6899880ca5d793af459979263b26b412
io.zipkin.zipkin2	zipkin-collector-activemq	2.20.0		93eac83efaf916e50f0b8d77af20cd4c8152d7ab
io.zipkin.zipkin2	zipkin-collector-activemq	2.20.1		93d4c064b3fd1c69104990da0f283c64865bb7b9
io.zipkin.zipkin2	zipkin-collector-activemq	2.20.2		e580fc7b278184d652b8c5605b47f582ff411001
io.zipkin.zipkin2	zipkin-collector-activemq	2.21.0		16f173889f25258cc539bffc9e27f3b178475fd0
io.zipkin.zipkin2	zipkin-collector-activemq	2.21.1		15d3464dabf3c3feda8bebba0e79e02048c3463b
io.zipkin.zipkin2	zipkin-collector-activemq	2.21.2		63b776ad1f204d92c79112d7d088441d3818e123
io.zipkin.zipkin2	zipkin-collector-activemq	2.21.3		bb7095b36c5ffc2cbd2fc36d0b9017ab5da9091d
io.zipkin.zipkin2	zipkin-collector-activemq	2.21.4		d8b2b2a5ce994f4a9db04a224ed7f70651b07b57
io.zipkin.zipkin2	zipkin-collector-activemq	2.21.5		502ff05d28e6ae85c39d7a314960e696e383ad60
io.zipkin.zipkin2	zipkin-collector-activemq	2.21.6		0a8d8950c5b8469c94a1779e55cff020f9f45b65
io.zipkin.zipkin2	zipkin-collector-activemq	2.21.7		fd1435ddf5608352c467967a644a49612d5b359b
io.zipkin.zipkin2	zipkin-collector-activemq	2.22.0		36fcb36648f1c0c5e03e95176e60540b59463ce3
io.zipkin.zipkin2	zipkin-collector-activemq	2.22.1		3335398e937f4b7dfce13f14614a0dda6d958a1d
io.zipkin.zipkin2	zipkin-collector-activemq	2.22.2		bd0dbbb10c9764d8a9a469199c01163578767af7
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.0		01fcdbbf34c517d8c47d1551d455e26ebfaf28f0
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.1		c4d9df6a266c11dc488e658061b1e702b2fa7b27
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.14		e8a49831d806143e2bc47ff6df8312f4d644b22d
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.15		7be974f32c22a4a9229a56fb10cfdfa49f07c969
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.16		8041d1214a2f91c3c393789d95debe0e89d230df
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.17		ce017bb2d45a2d718856b03772f4dda52e8e2e19
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.18		ed048864afc931ab3d09100010eebeb2bfe60d3a
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.19		ae47dbcca69737b53a15fbf08999c97b7c6d9194
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.2		d19cbcad5ec9d3504c01c565b556bb5b3cc97d81
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.3		7adf51386e3b9f2238563646f331adcdcb82e83e
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.4		f32746f04b223e63a24a3597fb5401af0bd131e2
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.5		457a97c20d7eaecf4152c1d4c23cf262e0a7cb80
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.6		0e23f252cc050ea99ac79ef26ed943470bb57b16
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.7		290b123c17d57abad250ae2ce36f3d3ba83006c9
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.8		c7f81380bee87f38d892b875eafaeb83653c59bd
io.zipkin.zipkin2	zipkin-collector-activemq	2.23.9		d9e240eb395f8db1a97578022e17fb0444804ce7
io.zipkin.zipkin2	zipkin-collector-activemq	2.24.0		51d5e16979ac7fb936a664914caef70cd2420921
io.zipkin.zipkin2	zipkin-collector-activemq	2.24.1		ac547517f18ad7b9643e88f09d0f33417c2ad761
io.zipkin.zipkin2	zipkin-collector-activemq	2.24.2		d96bc4eacb2047587faf494b7765dba4717c0d93
io.zipkin.zipkin2	zipkin-collector-activemq	2.24.3		e15a1719c62a529976458633fe94396fa6752e48
io.zipkin.zipkin2	zipkin-collector-activemq	2.24.4		a6644b65446bb0cc55c640f058e854d49c49847e
io.zipkin.zipkin2	zipkin-collector-activemq	2.25.0		9720d7a7207d218d0f4775659571d20b2312dc82
io.zipkin.zipkin2	zipkin-collector-activemq	2.25.1		ff2402e5ac437591f8a093446c823d03f3b966e2
io.zipkin.zipkin2	zipkin-collector-activemq	2.25.2		1639de5bc276275fcc861f0ed15478a6acb18410
io.zipkin.zipkin2	zipkin-collector-activemq	2.26.0		516a8900800e1d8769e8811b1e000c89ef258a12
io.zipkin.zipkin2	zipkin-collector-activemq	2.27.0		1958d3e7cbb93a57e7cb131dcfe5c4bbc0f3fb21
io.zipkin.zipkin2	zipkin-collector-activemq	2.27.1		66127c93509283b1e038f5c343b1590858f21810
io.zipkin.zipkin2	zipkin-collector-activemq	3.0.0		18c2988adb6a2666b41a30b7430e96a31cb9feee
io.zipkin.zipkin2	zipkin-collector-activemq	3.0.0-rc0		8b733fd99a6689ea31b88746b3458c7320767bb1
io.zipkin.zipkin2	zipkin-collector-activemq	3.0.1		7b507690046c7a3682299a7f4f8ea0a87aa2d6b4
io.zipkin.zipkin2	zipkin-collector-activemq	3.0.2		45063bcc0b72e81710c540b0b9259d08c56bf4f7
io.zipkin.zipkin2	zipkin-collector-activemq	3.0.3		ac9e75853d69ef93d1db955580f6f11c1f43618a
io.zipkin.zipkin2	zipkin-collector-activemq	3.0.4		8c8f38a6a5f11e7242c8d2f65c7502a3f3716caf
io.zipkin.zipkin2	zipkin-collector-activemq	3.0.5		619444076cc8f16e37dafea8f8f8a5070b6c7d7c
io.zipkin.zipkin2	zipkin-collector-activemq	3.0.6		83c5ed67bf31e462cee300dcafb7e4e15bd44186
io.zipkin.zipkin2	zipkin-collector-activemq	3.1.0		809633c20fa05bafd638fb0c3e9ccc0be226cbbc
io.zipkin.zipkin2	zipkin-collector-activemq	3.1.1		19090714a473405bb21040fe5eefee4c34a38088
io.zipkin.zipkin2	zipkin-collector-activemq	3.2.0		247cb80f865d1cda4ad62b88001b092da44b0450
io.zipkin.zipkin2	zipkin-collector-activemq	3.2.1		a555d47f88dfd3b6e1f1738e9248179df7e74107
io.zipkin.zipkin2	zipkin-collector-activemq	3.3.0		a6069b3d08307737e3a14101a7d88c0dac201dc6
io.zipkin.zipkin2	zipkin-collector-activemq	3.3.1		3e7b43cdd12c25c8b2257112b1069e6d8315e8de
io.zipkin.zipkin2	zipkin-collector-activemq	3.4.0		0e86b783189e515b96284047adfda593cf5dd912
io.zipkin.zipkin2	zipkin-collector-activemq	3.4.1		f5d0e2962fae9bde549b33820b511bccb65d5907
io.zipkin.zipkin2	zipkin-collector-activemq	3.4.2		0480e74c19270b8e43a1d4150f0ef8ce3e331742
io.zipkin.zipkin2	zipkin-collector-activemq	3.4.3		dfc026919e5d27fe95fec9258ecfb54604caf40a
io.zipkin.zipkin2	zipkin-collector-activemq	3.4.4		c5053de01a933cecbd3bd388796c54f30b2d07c0
io.zipkin.zipkin2	zipkin-collector-activemq	3.5.0		379b9ac43eedaf69114b311c2a3b94779dcd8667
io.zipkin.zipkin2	zipkin-collector-activemq	3.5.1		a730412523079cb47051de4418680de10af61490
net.guerlab	sdk-qq-core	1.0.0		3e6821e12ca7c916fd64dbf4858e58ec8fe1f701
net.guerlab	sdk-qq-core	1.0.1		7509c9394e0e726a93a54b178fc4a3b20e3cdd8e
net.guerlab	sdk-qq-core	1.0.2		2be832745323d396b91852d7aca0d0479669705e
net.guerlab	sdk-qq-core	1.0.3		73fc8a231f6feffa7d95ddbe631a8f39528e698b
net.guerlab	sdk-qq-core	1.1.1		92478a7cbcb1eb1f4af06d2b5315bec17b1a38b5
net.guerlab	sdk-qq-core	1.1.3		ebbb4204e9c2f2ab306878444925d3f9d6d237d6
net.guerlab	sdk-qq-core	1.2.0		2b3eb8611eebf8cb55914d7c1754231cfe79577e
net.guerlab	sdk-qq-core	1.2.1		18970eef7d8b92aca83db291c24a2d92b2b030ee
net.lingala	zip4j	1.3.3		db33805d63c2fdfde314b658c4184c1686e5f493
net.tirasa.syncope.wicket-enduser.ext	syncope-wicket-enduser-ext-saml2sp	2.1.10.0		500ae8b9d4f84f174989d522b323282dc462fb84
net.tirasa.syncope.wicket-enduser.ext	syncope-wicket-enduser-ext-saml2sp	2.1.11.0		7e0042fe27bbfb00640f1e6fbee07075e6e2aa18
net.tirasa.syncope.wicket-enduser.ext	syncope-wicket-enduser-ext-saml2sp	2.1.11.1		fca22cfc206a6480ffeecd625d793def9b32d6a3
net.tirasa.syncope.wicket-enduser.ext	syncope-wicket-enduser-ext-saml2sp	2.1.12.0		a6dd855ebf5f09987058322a0940735fc468b920
net.tirasa.syncope.wicket-enduser.ext	syncope-wicket-enduser-ext-saml2sp	2.1.13.0		a55f58683e55e80e9993489a0169c3e358d39aab
net.tirasa.syncope.wicket-enduser.ext	syncope-wicket-enduser-ext-saml2sp	2.1.13.1		b1796971af6af9166e3db3a693533d8f7b75c8d2
net.tirasa.syncope.wicket-enduser.ext	syncope-wicket-enduser-ext-saml2sp	2.1.13.2		f080f69dbe110e2c3960a22af7921e3a18de07c0
net.tirasa.syncope.wicket-enduser.ext	syncope-wicket-enduser-ext-saml2sp	2.1.14.0		c4d93f3437cc2b4e2865277e862c51ee710fb4b3
net.tirasa.syncope.wicket-enduser.ext	syncope-wicket-enduser-ext-saml2sp	2.1.8.0		b956ba44c8464ba946e8cb1922ea31fc3acd0a20
net.tirasa.syncope.wicket-enduser.ext	syncope-wicket-enduser-ext-saml2sp	2.1.9.0		49469ec3ccbfaa63e128cfbb23ac45d391c62228
org.apache.continuum	continuum-legacy	1.2		bcc42e22f20351414fa57a78c08dda0e8cedc5a0
org.apache.continuum	continuum-legacy	1.2.2		8b801ec1c94787a1d0c0a387e0a751460f725217
org.apache.continuum	continuum-legacy	1.2.3		ea027d10f488c26834f2ea23e45a65813007d6f0
org.apache.continuum	continuum-legacy	1.2.3.1		4a49bbb34995e255d25ef1344676b9510d8d5eec
org.apache.continuum	continuum-legacy	1.3.1		b59caa41ebcdf6eed5bce67b8780b88c7e6b82cc
org.apache.continuum	continuum-legacy	1.3.2		287e03b8021b4f79cd332112e8347de86f6b3814
org.apache.continuum	continuum-legacy	1.3.3		c117e700a2f8f9ea1619485c956a0d7b05457e79
org.apache.continuum	continuum-legacy	1.3.4		df406ba1b793dac03dc1523d2ef2a3ec185a84c6
org.apache.continuum	continuum-legacy	1.3.5		aee4d14e1186ba09a8a2fdd0326d4de5235a0b85
org.apache.continuum	continuum-legacy	1.3.6		9c7a9c44332daf2146ab4212330dc5c3fe311469
org.apache.continuum	continuum-legacy	1.3.7		e49a2aa1157e2fa89995cda6c34ab8f0dc89ba6f
org.apache.continuum	continuum-legacy	1.3.8		99a7d4cfc5bb90044aabce7c333380da3626d1fd
org.apache.continuum	continuum-legacy	1.4.0		80e743597c08b841d67760bb829ba5f219d7d8a5
org.apache.continuum	continuum-legacy	1.4.1		05cb0e798bbb33c4b4090a056c89af65755bddb4
org.apache.continuum	continuum-legacy	1.4.2		908edab8a0131b4eb9cb307882a2307710abe687
org.apache.ozhera	ozhera-demo-client	2.2.2-incubating		N/A
org.apache.ozhera	ozhera-demo-client	2.2.3-incubating		N/A
org.apache.plc4x.examples	hello-cloud-azure	0.2.0		f6d8a68f6a17abea53cfd29fb0ad1b5ab913c904
org.apache.plc4x.examples	hello-cloud-azure	0.3.0		885368413b473be643947a6dda555274368b1392
org.apache.plc4x.examples	hello-cloud-azure	0.3.1		9914c5ffee8604153fcfdd84a1b714d2c83f53df
org.apache.shardingsphere	shardingsphere-infra-algorithm-message-digest-core	5.5.0		f38ee31b1abda4d8a0378eaf81533051ed16cf29
org.apache.shardingsphere	shardingsphere-infra-algorithm-message-digest-core	5.5.1		1be602897f533970609c51c4de1a2bdb8e82ce73
org.apache.shardingsphere	shardingsphere-infra-algorithm-message-digest-core	5.5.2		46318e516f63e3eb2fe377df7e4cf7e1b9c08912
org.bsc	jvm-npm-rhino	0.3.1		78e514da6a44b687f66b7f10758c4493c169014e
org.bsc	jvm-npm-rhino	0.3.1	jdk7	89c08421b90e2d8941341aa16ea51f92e93c0bc8
org.bsc	jvm-npm-rhino	1.0.0		7e43e679df552b08eba26016df1bf9d6be3b1a0a
org.bsc	jvm-npm-rhino	1.1.0		7861078be795775bb64f151fd018516d94d71937
org.calrissian.accumulorecipes	blob-store	0.1		6556e5be1ce414af2d4795acaba79bd9e25d1dc7
org.calrissian.accumulorecipes	blob-store	1.1.0		8b7efd38198fb87b1a263b6388ed91c0075c37c9
org.calrissian.accumulorecipes	blob-store	2.0.0		4d3688ab8ff0ec9727b4069810ea0167724f4dd0
org.corpus-tools	graphannis-api	0.1.0		62f957e73e2450e1eebebd906a0b5516c4888afc
org.corpus-tools	graphannis-api	0.1.0	linux-x86_64	c15835263a943b7ba865223acf68746e6bb26e75
org.corpus-tools	graphannis-api	0.1.0	macosx-x86_64	72249f21ce225d3357aeabd68c30d55f2d17e67a
org.corpus-tools	graphannis-api	0.1.0	windows-x86_64	628648a0001d5aea2246af7493ad494f04984c6b
org.corpus-tools	graphannis-api	0.10.0		bf59e0d25909db69683be8a64d6920e0f679118b
org.corpus-tools	graphannis-api	0.11.1		1f3d03d52db60b4d4023ac3d7e9aabdbe65583f1
org.corpus-tools	graphannis-api	0.12.0		8fb175604d6bba86fc9f7f4d68b0d3b7dd647926
org.corpus-tools	graphannis-api	0.13.0		80dfad839ed1a03fc16c82b56679364324c3d276
org.corpus-tools	graphannis-api	0.14.1		729c5432afbb1fc1f2cb99d5b32b67ef57d397e2
org.corpus-tools	graphannis-api	0.14.2		7e3ad19461bccbcb608a40b0cc5473900dc61eb3
org.corpus-tools	graphannis-api	0.15.0		98da339197910afcbdc5b3a69ce849f0ff6a3b51
org.corpus-tools	graphannis-api	0.16.0		d673fc30de3ca04ae4fc335c897c3d3ceee8b0e4
org.corpus-tools	graphannis-api	0.17.0		09c26556cdfd40258570d885ad57e84c4a7b49cf
org.corpus-tools	graphannis-api	0.17.1		beae58f193a165f738cd2a0cfb94c228f478e43a
org.corpus-tools	graphannis-api	0.17.2		328b56c60087bebc391d4ef298a58b72eacac710
org.corpus-tools	graphannis-api	0.18.0		725c39d1faca484169f587dcb72da69a04ddb921
org.corpus-tools	graphannis-api	0.18.1		da3889ec22a5093b19e1d07dc139257e25869602
org.corpus-tools	graphannis-api	0.19.0		83034ca6ddc7d52e90d42cde84f152f617242e21
org.corpus-tools	graphannis-api	0.19.1		dd1069b67e381268de61bdc245f3db78634431a6
