au.net.causal.shoelaces	shoelaces-jersey-client-integration-tests-common	2.0		N/A
com.github.svenmeier.wicket-dnd	wicket-dnd-examples	0.6.1		N/A
com.github.svenmeier.wicket-dnd	wicket-dnd-examples	0.6.2		N/A
com.github.svenmeier.wicket-dnd	wicket-dnd-examples	0.7.0		N/A
com.github.svenmeier.wicket-dnd	wicket-dnd-examples	0.7.1		N/A
com.github.svenmeier.wicket-dnd	wicket-dnd-examples	0.7.2		N/A
com.github.svenmeier.wicket-dnd	wicket-dnd-examples	0.7.3		N/A
com.github.xuwei-k	msgpack4z-jawn_sjs1_2.13	0.7.2		2c797748e54c22cab72121b9c55cbb45511039f9
com.github.xuwei-k	msgpack4z-jawn_sjs1_2.13	0.7.3		045eab229f1f763141c5ae3fc889f9db883fcbd4
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.27.0		dd86ce3077972cae1add0c016e14c2cd48ff8ee4
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.27.1		89fa914cf2116b55356fb7bfb2f0267773f3e259
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.28.0		b2cacf4982294f20125917c3f513e621ab3a4ce1
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.28.1		c5e5ab64f0debf70617e0e58f7c750f2ba9e624a
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.29.0		a55428c30a4a71e8a6071cae04e31dedec1ce3a3
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.30.0		0bc64e3050677f064760f6414b5958d8481ced4f
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.31.0		c04da42b9a2668f7b152356035d16327f0ebba10
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.31.1		2f6261dca35f283770241d1bc813409910bcf438
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.32.0		8584b5568484a3a6ae77ecabddea47cad3ddb2c3
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.32.1		993346de3e261c3a3d4e189e8c42bac348cdea90
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.32.2		b3d726ca4d75a54ee02ad177e29bd66e94d4fb4e
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.33.0		2c83b7fa7decd8e57fad9b786fa2e4e9c6891e95
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.34.0		6cb6700f1586ce7cfbbdf378e326eaefdc6241f5
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.34.1		0a048105121d29be994936dec038ec1d02a3fb66
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.35.0		b8a22b673bc7463c689ef63b0aae28609cfb3ae3
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.35.1		4b7100e55045a32e1108f8fc209debe42ead8344
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.36.0		86a004d52b7f0aefde1dec8f513f98ee49b1dea0
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.36.1		f824fb981947bcf0847238eeb3aace15a7a6c419
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.36.2		ec238a707217d90fb79aae64ca140e21f9d5d638
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.36.3		84aa5cc7f4313e03f708fd48712a1703435631c8
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.36.4		ee79741f59b7ef26f1d810bcf743d9bb3736f8bb
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.36.5		cfbe7e1de30b32c65ce0453c8901d27a9f3db635
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.37.0		afac0f264784f3f70cbb8d396cf1ece65c67a6b3
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.38.0		f5abb852e6b117a5fd6c58e885d3bab7db3a32a1
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.39.0		5753310e8540842bb534326af9b3d24dcae8df11
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.39.1		5f5a875282758aa0cbdb4ea07d7a57004e55ccca
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.40.0		d00c0872816bed29d3bef1aecab0d1df5a8bb75b
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.41.0		70e06fed79ac975ad4955f4d92d2d995fa634c0f
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.41.1		ba199488df627bd059e7bdf04b94c4163e5d8886
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.42.0		023dfbc37980b02bcd9bcc07bd97901074af1f0d
com.google.cloud.spark	spark-bigquery-with-dependencies_2.13	0.42.1		af15061d16cb0c79fbcec02850510f2ce11b9661
com.huanshankeji	kotlin-common-ktor-client-iossimulatorarm64	0.5.0		N/A
com.huanshankeji	kotlin-common-ktor-client-iossimulatorarm64	0.5.0	metadata	226fa408f69f1e0716f5d35753d34110d2d555cd
com.huanshankeji	kotlin-common-ktor-client-iossimulatorarm64	0.5.1		N/A
com.huanshankeji	kotlin-common-ktor-client-iossimulatorarm64	0.5.1	metadata	de0ed90c95df83335831c51488bb4967ee1b52f1
com.huanshankeji	kotlin-common-ktor-client-iossimulatorarm64	0.6.0		N/A
com.huanshankeji	kotlin-common-ktor-client-iossimulatorarm64	0.6.0	metadata	f82e2217b0ef0115b27210d3b0cb90bf94f6f31d
com.huanshankeji	kotlin-common-ktor-client-iossimulatorarm64	0.6.1		N/A
com.huanshankeji	kotlin-common-ktor-client-iossimulatorarm64	0.6.1	metadata	8174c3d6b0a1fc813993a94dbf2df0f4eca7925a
com.louiscad.splitties	splitties-bundle	3.0.0		7009973c0981cde24656a93b4b30bef5c5585def
com.louiscad.splitties	splitties-bundle	3.0.0	all	d8607e257ad5c9d82205b65cf43afc99d01481d8
com.louiscad.splitties	splitties-bundle	3.0.0-beta02		0f142137356b05e3c999e84de0909a70d4140924
com.louiscad.splitties	splitties-bundle	3.0.0-beta02	all	9ec837d74bbcbbcb06c1c8e007487adcc68535fa
com.louiscad.splitties	splitties-bundle	3.0.0-beta03		655d56cd19db5a94140e1d2f41c3b72a6a00fbbb
com.louiscad.splitties	splitties-bundle	3.0.0-beta03	all	85c46d5d468c617880fafb167442452b36609f5d
com.louiscad.splitties	splitties-bundle	3.0.0-beta04		c70fabd3606a53a9c5e659e8d4068ebb7cfd9952
com.louiscad.splitties	splitties-bundle	3.0.0-beta04	all	aeb6789c1172fb4639761ac59e6e7fa6398f5f1f
com.louiscad.splitties	splitties-bundle	3.0.0-beta05		ec537ec40388326d307ffe076f9b0b7f96d41e10
com.louiscad.splitties	splitties-bundle	3.0.0-beta05	all	9b18cef3f45c31a8ce1c93cec12d69ee2f22325e
com.louiscad.splitties	splitties-bundle	3.0.0-beta06		f0b4bb44f78f7a40b11762732c73228d04b8b62e
com.louiscad.splitties	splitties-bundle	3.0.0-beta06	all	e2cfc1916b0e47d558a200fd4b30e7c81bdf18aa
com.louiscad.splitties	splitties-bundle	3.0.0-rc01		d191a73da13de829d4244c78d7282516f264c5fe
com.louiscad.splitties	splitties-bundle	3.0.0-rc01	all	a594d8362f7f7eec14e41c26a2bc17926aef1769
com.louiscad.splitties	splitties-bundle	3.0.0-rc02		8f81b7809aa6216905df56bef11c25248be5ffd8
com.louiscad.splitties	splitties-bundle	3.0.0-rc02	all	d30d764dadd075613bb8d58b5dafc301b6f21da6
com.louiscad.splitties	splitties-bundle	3.0.0-rc03		e0b1c871c2d3b5db85e6e34d7869fb25c14f2549
com.louiscad.splitties	splitties-bundle	3.0.0-rc03	all	a13cac40c14ecc3f8885596ea20e7683cc1a0295
com.nrinaudo	kantan.regex-scalaz_sjs1_2.12	0.5.2		fe254598c27cf2ef9a5d513f8a42957c4f494b74
com.nrinaudo	kantan.regex-scalaz_sjs1_2.12	0.5.3		4306a43bec5f80679dde5a056c5ca2746092e377
com.nrinaudo	kantan.regex-scalaz_sjs1_2.12	0.6.0		7da26959c0cbb9f2d3740cd695d816d0a71cb570
com.quicklib	quicklib-calendar	1.0		N/A
com.quicklib	quicklib-calendar	1.0.1		N/A
com.rocketfuel.scylladb	spark-cassandra-connector-test-support_2.12	2.5.1-scylla-1		0a8166532d8c1b30995be4f125aa8eae59024f24
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0		eaa61505b022d810de6a3a024ddc59687ab0d5e8
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M1		a8a3447ef8feb4e0b89d39c9c760a7c5bfaf3fb1
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M10		8d41683f988365a0bba0721b83a4fdfccf92775e
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M11		0465ed7410045885ccd88947db816b76b05b90d7
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M12		4bd43e6eaf8cd70d465a8aac3104fca7c2ffc9c1
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M13		065063dcc57953b660c75361af81351c58724993
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M14		fd2950440d666138478ceffcf58a5ce5d6c12a7a
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M15		3259bb453fcf811c67378f599fb46201fa200c77
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M16		502c2a13832cb70dab59aa1d3b39a1e8c6190c81
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M17		08c83e348303decfacd67e90a9cafedd0fd03ed1
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M18		a03dc48e76380bf532151bc51155cd57cb00a97f
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M19		acc00a3b33233b52c9bd7871b03bcf3581f0f230
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M2		d1fc27a5a2eebcdeb50ceeb9bb90a12ce8750344
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M20		a93b4a5f3b6b36b411c565fe0d24a3d68537a223
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M21		b998fad18b541ac12824d1f8621bbfa88624f001
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M22		af7ad20fa08344b4a4b58d57f2f0d315a1aa92c6
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M24		375ecca0e08aa4dad35a2fb702689591ae678e30
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M25		b6c918a15114a4694a7be8ae73973e99dfd9cfca
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M26		6985c62db27631080e936eef20428c8a09880af9
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M3		174aa085e504237f2f2289213791252d3b74e8b0
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M4		88ddccde18425847e2f429f856868b6353ca3e38
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M5		f911de6b2f67824064c94c67d4ecf2772735e9a3
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M6		ec1d7105cfd1da5573491cd4c4c50e2e54ebf92b
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M7		cce816a1917e6caf175a27612b97d73b31261e8e
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M8		5f072ee72b4a699a74bfddc0e8d7d988b3245369
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-M9		1bfdd25069e29a73a69e39a674cae48e2392b29c
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-RC1		c790471421c4fda02dd8f77eff6f93d10165d729
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-RC2		710472876578100751896db0c91e78c976f09219
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-RC3		8d29bb225847b60f962875a7ae35721ca15c3d00
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.0-RC4		d17d7235cde345b712b0ffa4e8a02c389755697f
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.1		9208fa23473190dacacf7a5e1ba1bc3bb2c4d8b9
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.2		39f81e53e61b15ad090c031fd495698b8243365a
com.softwaremill.sttp.client4	zio_sjs1_3	4.0.3		0c7a1d4f09573769d47143f50bc63a8f7bcf1a80
com.supalle	easyexcel-wrapper	1.0.0		f8deb0e423b87f3ca33de09ec9553dd8fed6b7b5
com.thesamet.scalapb	compilerplugin_2.12	0.10.0		7361b4e34556f16cb846b050245b3186db26019f
com.thesamet.scalapb	compilerplugin_2.12	0.10.0-M1		aa01ab553156377cb30069aed7d332757c185178
com.thesamet.scalapb	compilerplugin_2.12	0.10.0-M2		6226bea8d8db5370a40100eb2bee5eb66172d007
com.thesamet.scalapb	compilerplugin_2.12	0.10.0-M3		143a3cb09ad895433d45d2b064491662598abfa6
com.thesamet.scalapb	compilerplugin_2.12	0.10.0-M4		0bd6c995084a230912080843496a886aef76b262
com.thesamet.scalapb	compilerplugin_2.12	0.10.0-M5		5364398179c00b83a8d0f7dc6f273c831f1b8c1b
com.thesamet.scalapb	compilerplugin_2.12	0.10.0-M6		89e1d945d28a7f3d6ac49c1552931161e31d764f
com.thesamet.scalapb	compilerplugin_2.12	0.10.0-M7		d34439364e29564fb8273eae7f9503fc312b445f
com.thesamet.scalapb	compilerplugin_2.12	0.10.1		11b57e70cce384160f71ca7d3e4868e081bda286
com.thesamet.scalapb	compilerplugin_2.12	0.10.10		e1838ea856803a93b232a4845439ec4f11a3eacc
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview1		841e383654f6750909d544b887548ef2891850c1
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview10		07bfc1bc961c4bb69ba3d1c05ce1aed727b3ea8b
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview11		ee895b4f9f02a3e0307a7c77cac28f393d1a4bcb
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview12		e18c985e316b854da64adffedaa59ee2e081ee03
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview14		710ccdf6551ab145d778e7dd099056e3a0be19d0
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview2		fe14964c96357e9e17a05890784b8414aeffeb74
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview3		7bb3a3bc175fcd55e5002d28555b642bf42d38c9
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview4		46c24dc4c1037cffa602806588b052239f9e70ad
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview5		76dcf0c6156eb88ccaad71a5394c07aa86dd3ba6
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview6		bb3bc9f3923bcafe14b1b57599c4e7ce7838a212
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview7		c0fad09e04642c2b79dca0371d9e1b883f262a35
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview8		4fe01ec4431e89589a12057ee058125313211337
com.thesamet.scalapb	compilerplugin_2.12	0.10.10-preview9		a36636f726f10b61f96f3d87638f0a05b43d31eb
com.thesamet.scalapb	compilerplugin_2.12	0.10.11		9a5a74d5349de6f25691c660da552ace000aa9de
com.thesamet.scalapb	compilerplugin_2.12	0.10.2		35c84c738dd1ab9645f74e32a0c426a8af917614
com.thesamet.scalapb	compilerplugin_2.12	0.10.3		817f1fcd49582d6e095d16447b394814667f648c
com.thesamet.scalapb	compilerplugin_2.12	0.10.4		4d4862fe5b9a99ac1088da40cf443c7be659dba7
com.thesamet.scalapb	compilerplugin_2.12	0.10.4.tmp8		1585b96e3171c4bc85521148af5261fc357443bc
com.thesamet.scalapb	compilerplugin_2.12	0.10.4.tmp9		87207cf145d9e0584e49522624510fa27fb8a964
com.thesamet.scalapb	compilerplugin_2.12	0.10.5		7a879ae176b36715fa88df6193a18fc05beba9bc
com.thesamet.scalapb	compilerplugin_2.12	0.10.6		3823d1b09855dd0b6c6f3ad5ab49441d6a39066d
com.thesamet.scalapb	compilerplugin_2.12	0.10.7		df4a3002a7f2863bcab872a50fb667b06e3c4b82
com.thesamet.scalapb	compilerplugin_2.12	0.10.8		69c3b6b6bdd81e0ce7c9159a94b8536228b131c9
com.thesamet.scalapb	compilerplugin_2.12	0.10.9		9fe5c4e8a3d9d0e96c5e3ab7046e0c66934019e0
com.thesamet.scalapb	compilerplugin_2.12	0.11.0		0f5c594ee3952bbde103585a630c5369c7a0092f
com.thesamet.scalapb	compilerplugin_2.12	0.11.0-M1		e6414d5094530f923d60954f1caffb561bd20d81
com.thesamet.scalapb	compilerplugin_2.12	0.11.0-M1.test1		a01893855f2cce569a706a7183af307e9d92abea
com.thesamet.scalapb	compilerplugin_2.12	0.11.0-M2		8e8d53cfd078c4dff674f0c6d249a789319c947e
com.thesamet.scalapb	compilerplugin_2.12	0.11.0-M3		ad544d4d44fecf8b7c3440a899e396a8c6c1029a
com.thesamet.scalapb	compilerplugin_2.12	0.11.0-M4		adce7270ccd2c64320122bdf2c041f123b7ccce5
com.thesamet.scalapb	compilerplugin_2.12	0.11.0-M5		29bb3308f404b8b0ce4e800604919cf4b11b8382
com.thesamet.scalapb	compilerplugin_2.12	0.11.0-M6		bb2ace560416fbeba2ea54f7749c86103b6c5472
com.thesamet.scalapb	compilerplugin_2.12	0.11.0-M7		10cf33b8ee76c95594b05e94b823f5527cb98487
com.thesamet.scalapb	compilerplugin_2.12	0.11.1		85593e0b3f0aeb54ce6d4cf5607015c325293819
com.thesamet.scalapb	compilerplugin_2.12	0.11.10		123572c4c712f871bd1bfc7278e6615a0a215272
com.thesamet.scalapb	compilerplugin_2.12	0.11.11		9bfdf902f1cd2f7a32db9fcb66da367133569252
com.thesamet.scalapb	compilerplugin_2.12	0.11.12		40152ebda5c180c65fede3cea2fcabe5ab571f50
com.thesamet.scalapb	compilerplugin_2.12	0.11.12-tmp		ec18bbc038c716165f2b877f364911b05cdc9131
com.thesamet.scalapb	compilerplugin_2.12	0.11.13		db3e2c9fad2c0bc8aa868764b0b7f1fea2345794
com.thesamet.scalapb	compilerplugin_2.12	0.11.14		d39fcd2bca5422eb6555051196237dba06c8e582
com.thesamet.scalapb	compilerplugin_2.12	0.11.15		682348fe5054e7f08eddf0346ebca7c5d3a4521c
com.thesamet.scalapb	compilerplugin_2.12	0.11.17		43a82b420d970fe6a0c98b1df83423b54737fdb8
com.thesamet.scalapb	compilerplugin_2.12	0.11.2		50e19f706a9c1bb956982d23e94a00b784bcbb81
com.thesamet.scalapb	compilerplugin_2.12	0.11.3		8b693a2f1cef888cab5c36ac0998a1b1292a2ce9
com.thesamet.scalapb	compilerplugin_2.12	0.11.4		89739df74e81e6b34048ba18bd8910e0d43670b3
com.thesamet.scalapb	compilerplugin_2.12	0.11.5		21e33f05f0a22a9f8513774bf8cac9aa6a25b048
com.thesamet.scalapb	compilerplugin_2.12	0.11.6		1a3bf8f4ae9e16388575b94b1f16ae1dd11adccd
com.thesamet.scalapb	compilerplugin_2.12	0.11.7		92362ed29c6597139d5515d1d4da4d8ca5bf060f
com.thesamet.scalapb	compilerplugin_2.12	0.11.8		36ef482889d7a5cfd5ae6da0bee73b964f815734
com.thesamet.scalapb	compilerplugin_2.12	0.11.9		c819a80ab4ace37974187e664201b5bfab24de98
com.thesamet.scalapb	compilerplugin_2.12	0.7.0		268b10d173ae34a7fe27f8424868c92a0b20b8c7
com.thesamet.scalapb	compilerplugin_2.12	0.7.0-rc1		e01e9505f25989c92f77128118a822e09e17d7c9
com.thesamet.scalapb	compilerplugin_2.12	0.7.0-rc2		574e82ec10e50d02efe50409cc1b7cf2b3370d83
com.thesamet.scalapb	compilerplugin_2.12	0.7.0-rc3		0ef7c99ef325d8e67bcb35fcea5d95a397d3bdea
com.thesamet.scalapb	compilerplugin_2.12	0.7.0-rc4		a0cfe0ff28622092f56faf3dbab268be08e64a20
com.thesamet.scalapb	compilerplugin_2.12	0.7.0-rc5		2a1bf82c2f0fcbd10fffd89820fa2b2ee8a2f1e1
com.thesamet.scalapb	compilerplugin_2.12	0.7.0-rc6		56aaa796a2f8f5f243904b6e1c8d2de761b5b7b8
com.thesamet.scalapb	compilerplugin_2.12	0.7.0-rc7		69a4b657dc0cf740f67fb9d0d9c4d16046591135
com.thesamet.scalapb	compilerplugin_2.12	0.7.1		8a9aaf4d92a9fb64d0cdb55d0b1b5ac2929f1d05
com.thesamet.scalapb	compilerplugin_2.12	0.7.2		4bb59974e2599bed1680c2c96bf9c48bdfa863a6
com.thesamet.scalapb	compilerplugin_2.12	0.7.3		d69beea38ed784c5c05b65d6cae78a2e94d0047f
com.thesamet.scalapb	compilerplugin_2.12	0.7.4		f97e88ec73797c75f5a177e3976ff98b57db70b9
com.thesamet.scalapb	compilerplugin_2.12	0.8.0		d4dba6996b276e560449037b8959033efe2745b4
com.thesamet.scalapb	compilerplugin_2.12	0.8.0-RC1		fc8da90f3b46ced1d0a4f09e8237c0e219d9ade3
com.thesamet.scalapb	compilerplugin_2.12	0.8.0-RC2		36c7f66f310a648d74603d9889ed07f8074cdcdc
com.thesamet.scalapb	compilerplugin_2.12	0.8.1		0984f2046728c1c05346ba1543610ac52166ef19
com.thesamet.scalapb	compilerplugin_2.12	0.8.2		c8b1fa91b4f50a7af84e849a51f0e68066b22ae5
com.thesamet.scalapb	compilerplugin_2.12	0.8.3		25147376f921f670a23803e947bcb9312690ddbf
com.thesamet.scalapb	compilerplugin_2.12	0.8.4		2f4a9be118020cc79def26ca9f40198c1bd8b450
com.thesamet.scalapb	compilerplugin_2.12	0.9.0		5d9c5520147b96dd9c252b3806e32fbdeb95457a
com.thesamet.scalapb	compilerplugin_2.12	0.9.0-M1		8f9655eea267ecd6761cdfa64eb922f0314443cc
com.thesamet.scalapb	compilerplugin_2.12	0.9.0-M2		4c0db5ddab3638c21e698e37a7508067021277df
com.thesamet.scalapb	compilerplugin_2.12	0.9.0-M3		5b2732ad64020652b7c3176f0d75476aae611f4d
com.thesamet.scalapb	compilerplugin_2.12	0.9.0-M4		cc2c1f8a61713557e83119cfe2f4a6c5b0f66126
com.thesamet.scalapb	compilerplugin_2.12	0.9.0-M5		3baa9ec110607074918ce036780c2857781cceb0
com.thesamet.scalapb	compilerplugin_2.12	0.9.0-M6		82728705a28737a2b57b904fe03cd5e66dfeb4c2
com.thesamet.scalapb	compilerplugin_2.12	0.9.0-M7		3ba93cf3d98bc02d59d12fe1291bc43d20de9c2d
com.thesamet.scalapb	compilerplugin_2.12	0.9.0-RC1		2b0c1b680c7c85ad316f4bd6667e7a26f1a85b8a
com.thesamet.scalapb	compilerplugin_2.12	0.9.1		c22fd39471321f6508b5543b1380f4789a635840
com.thesamet.scalapb	compilerplugin_2.12	0.9.2		d3dbb7cc68dec17f5f05a7361903382ea042e688
com.thesamet.scalapb	compilerplugin_2.12	0.9.3		3c50ca5f2516b103552e41e888c29f522fd42312
com.thesamet.scalapb	compilerplugin_2.12	0.9.4		2d46ce94725d210fe388b0676ac502cdb432e8b3
com.thesamet.scalapb	compilerplugin_2.12	0.9.5		38c017c4354c724262057ee1dcda333c1f2f5c4a
com.thesamet.scalapb	compilerplugin_2.12	0.9.6		5760d9c5f52fc959dd69c9ae422eaeb5efa5d5f9
com.thesamet.scalapb	compilerplugin_2.12	0.9.7		36495a3182d0a0c774aac5d24b5114ca2fef438c
com.thesamet.scalapb	compilerplugin_2.12	0.9.8		73cee0058b696cffdc5b7ef79b771e497e66da62
com.thesamet.scalapb	compilerplugin_2.12	1.0.0-alpha.1		c027f931cd1460426b94ffe3f4895437f8278478
com.thesamet.scalapb	sparksql30-scalapb0_11_2.12	1.0.0		6e3b0f1734c88ab0de9845c1098f91f3123d74e3
com.thesamet.scalapb	sparksql30-scalapb0_11_2.12	1.0.0-M1		5e06400069d1fa12f1934838e74a161024fed0b4
com.thesamet.scalapb	sparksql30-scalapb0_11_2.12	1.0.1		a043fb8100dbbc7408869e94b181d67a0e117a7c
com.twilio	kudu-sql-cli	1.0.17		f9740ad1d6538fe43b0881e7e590f32be0a24267
com.twilio	kudu-sql-cli	1.0.18		b8c22ec095d27f6037927a856c069144d0b04011
com.twilio	kudu-sql-cli	1.0.19		6570fef8da649266a110b213ea8247f782ffdc4e
com.twilio	kudu-sql-cli	1.0.20		172e9955b14a0d46c7ee0b0527d80ef9ab9c7baf
com.twilio	kudu-sql-cli	1.0.21		b25064f56d1aac41690a6d15e2c798355415f39c
com.twilio	kudu-sql-cli	1.0.22		ea51fb83914ce69284c69b7a57b9d878d6e080e8
com.twilio	kudu-sql-cli	1.0.23		55f5dcc935e13aad400f916e31fd020d1eab8d20
com.twilio	kudu-sql-cli	1.0.24		f0efc4ce0833c820c9e34cbe17b924fff1bb5ff1
com.twilio	kudu-sql-cli	1.0.25		7bb071e2cd3d6223503f7480a2e43d1a2e5a8eaf
com.twilio	kudu-sql-cli	1.0.26		2867446b6c065faf03f6cb2c4371951067450e30
com.twilio	kudu-sql-cli	1.0.27		fad8002db13107cd7eb63c4918319e18d3b296c6
com.twilio	kudu-sql-cli	1.0.28		1508b4bc1253fc457f0195929b22dc3e50d90e3b
com.twilio	kudu-sql-cli	1.0.29		659e6851ef92332bb2573a43623cd9c93dc056df
com.twilio	kudu-sql-cli	1.0.30		0462399143ae8bbbd94015de242e5cb0920502cd
com.twilio	kudu-sql-cli	1.0.31		ac06073c6e399cdbce1775f962c6a48ac436cffa
com.twilio	kudu-sql-cli	1.0.32		c791f0d30a5fb35bebfb90e46e124f5f96f33072
com.twilio	kudu-sql-cli	1.0.33		5cfdccfebf586c9952587e5ef6a5ab733afabfb6
com.twilio	kudu-sql-cli	1.0.34		f17ef7512ec62b50707c3c0e72ccceeaba218ac1
com.twilio	kudu-sql-cli	1.0.35		5c0bc6ddb793da067791af40bb51432a99645567
com.twilio	kudu-sql-cli	1.0.36		cd9b6999cce58deef7d8047aa6213c201b12ad78
com.twilio	kudu-sql-cli	1.0.37		374ec3f2f0985354b5fb6869fc2fb80bb8fa8481
com.twilio	kudu-sql-cli	1.0.38		eadfedd160532e967ceea8a21360b3ad588d9038
com.twilio	kudu-sql-cli	1.0.39		260acb21d99abeeaa6b622876a9a6fc0fcd71f23
com.twilio	kudu-sql-cli	1.0.40		154fde3b2e54ea26571ea18b8fb0e3c142798b12
com.twilio	kudu-sql-cli	1.0.43		b527a388b332f9f3a4e657c687c5a1d32e6ad5bc
com.twilio	kudu-sql-cli	1.0.44		f50731c9680db5b1224329808b217d64e5a72031
com.twilio	kudu-sql-cli	1.0.45		70db77917ed3c7547c3d0ddfe47e215dcd42fe8c
com.twilio	kudu-sql-cli	1.0.46		693408d0787fd01ffb26de66719128e90b5b97a8
com.twilio	kudu-sql-cli	1.0.48		cc085586dfc0f37de29e950371faa7e16382e471
com.twilio	kudu-sql-cli	1.0.49		aa442e0c800c0fa87fd83f052ffe3ef85bcb9711
com.twilio	kudu-sql-cli	1.0.50		7feb6ef1e84d061b3717be4582104207bba805c7
com.twilio	kudu-sql-cli	1.0.51		2ee01b2735229660e2055b02e68fbe43b25d76ac
com.twilio	kudu-sql-cli	1.0.52		a9fdaf310d009a5678ccad61b62d52a068f4ce3c
com.twilio	kudu-sql-cli	1.0.53		2004707c8cd8e0a638b08a46a2902f6645a3b9c3
com.twilio	kudu-sql-cli	1.0.54		c9a43817ffe208091b3b22bf97b0e47d154729ed
com.twilio	kudu-sql-cli	1.0.55		eb176095ccbde39b14f0acbd9e969fa2ceb63287
com.twilio	kudu-sql-cli	1.0.56		1cab09aa5e178ff8a81ccc3cdea5b0b84ff853ac
com.twilio	kudu-sql-cli	1.0.57		565cb546599e96c6c40c0b1b438236baf051e673
com.twilio	kudu-sql-cli	1.0.58		b8c31d67061e44c949c1586973d006951431a77d
com.twilio	kudu-sql-cli	1.0.59		2e2422ccaeca074462257bbabb861c2666d3962b
