au.net.causal.shoelaces	shoelaces-jersey-client-integration-tests-common	2.0		N/A
org.wvlet.airframe	airframe-canvas_2.13	2025.1.6		a647102e64f6437f7f6e29f34a729a84f2fee458
org.wvlet.airframe	airframe-canvas_2.13	2025.1.7		b31316a298dfc69a011c439898da9c5fde626d15
org.wvlet.airframe	airframe-canvas_2.13	2025.1.8		5bbd3a1dc900d79b1091363d71d91ac8352eee52
org.wvlet.airframe	airframe-canvas_2.13	2025.1.9		be1e0628e7bb2c9ea8b6aa248457bc7b9d51a141
org.wvlet.airframe	airframe-canvas_2.13	21.1.0		c5e5591169c896f99343c189157000c8d9f9194c
org.wvlet.airframe	airframe-canvas_2.13	21.1.1		149df04e3bce8892da119a7a2e442ce275b8e126
org.wvlet.airframe	airframe-canvas_2.13	21.10.0		400bcb0157dddd3e700e1778164916126c83590f
org.wvlet.airframe	airframe-canvas_2.13	21.11.0		00c9a6fca39cc6d6f8509c5075b6bce31b8b09ae
org.wvlet.airframe	airframe-canvas_2.13	21.12.0		9c2205cf4dc5a21cecf2f67f8501fbd6a0728c88
org.wvlet.airframe	airframe-canvas_2.13	21.12.1		6cec315747f28a5adaae299f6ffe968a50487ce7
org.wvlet.airframe	airframe-canvas_2.13	21.2.0		1cd25dc8b6fa3693ffef55506e29d5061e4f53dc
org.wvlet.airframe	airframe-canvas_2.13	21.3.0		6d4f38c47daeb7a1255ef80b6638e86fd4a140bc
org.wvlet.airframe	airframe-canvas_2.13	21.3.1		1f77ebbb0e73944e43ffae618a7c79e01291302d
org.wvlet.airframe	airframe-canvas_2.13	21.4.0		3370911d2dee43b27379162889f2c39ced34069c
org.wvlet.airframe	airframe-canvas_2.13	21.4.1		a12ad36c68c395eb1b11fc4b385b7ae81fe0050f
org.wvlet.airframe	airframe-canvas_2.13	21.5.0		84f3d6fa7e1a7e53acde1f3444065258192b4413
org.wvlet.airframe	airframe-canvas_2.13	21.5.1		07b96f891c65fd6c37ab31c737741b7b4b0ced15
org.wvlet.airframe	airframe-canvas_2.13	21.5.2		57ab875b8fc747a9dfdb2f245f9519b43a579c56
org.wvlet.airframe	airframe-canvas_2.13	21.5.3		3198e6447d4a38d95c654135a56e9d88a0e47232
org.wvlet.airframe	airframe-canvas_2.13	21.5.4		86675862a26886426f4365bf4d05501c005799b1
org.wvlet.airframe	airframe-canvas_2.13	21.6.0		b70bcbd6a6e0e0dc485ec5f93d15617758af511d
org.wvlet.airframe	airframe-canvas_2.13	21.7.0		4227972864f1510c207642c01069d2742b576e67
org.wvlet.airframe	airframe-canvas_2.13	21.8.0		e59d7e0ab7ed0011d786df7fdfb394becec34cf7
org.wvlet.airframe	airframe-canvas_2.13	21.8.1		9899c138ff7c078d3d3d611d32705db6ebba7b2b
org.wvlet.airframe	airframe-canvas_2.13	21.9.0		17e1de5e3e917e7515af72553a0d9aa269e9fffa
org.wvlet.airframe	airframe-canvas_2.13	22.1.0		8e82caefcbfca41554c7ca43210e5aa96b2a9d1f
org.wvlet.airframe	airframe-canvas_2.13	22.10.0		09557a6b374d85280d811f8b1179e0599bbf35d5
org.wvlet.airframe	airframe-canvas_2.13	22.10.1		9c18e3a3d03b0fac3f3f2dd2ebd71bcfc0dcd544
org.wvlet.airframe	airframe-canvas_2.13	22.10.2		fa14f236e0902a8939efa737f033d194ae0bff4d
org.wvlet.airframe	airframe-canvas_2.13	22.10.3		3b2b400cfef3998bd411bc038022fb12edd18ed7
org.wvlet.airframe	airframe-canvas_2.13	22.10.4		b29de2c681a47ac30652f6beab5c61c75d54be39
org.wvlet.airframe	airframe-canvas_2.13	22.11.0		97f0ba08273dca7f8bd6bd4fa876d5bc93b4ecdc
org.wvlet.airframe	airframe-canvas_2.13	22.11.1		1c7ef42a8f81c247ae3c8cbc475824525afcd193
org.wvlet.airframe	airframe-canvas_2.13	22.11.2		e09bb71e1d1dd6b0a6fc4f443429d947f2b98c5b
org.wvlet.airframe	airframe-canvas_2.13	22.11.3		6824d1048fa8e0a7e36168b9705dae19fed58515
org.wvlet.airframe	airframe-canvas_2.13	22.11.4		bf021d614dea125f5cbb9d6461220487f0158e1e
org.wvlet.airframe	airframe-canvas_2.13	22.12.0		6865c4f049a974c3421fc2d0cb520abbef64dd03
org.wvlet.airframe	airframe-canvas_2.13	22.12.1		fd2c40661ae018d11504534bf26b9445d21e10a0
org.wvlet.airframe	airframe-canvas_2.13	22.12.2		7234c5b68872c716675535e799e3049db283a3a9
org.wvlet.airframe	airframe-canvas_2.13	22.12.3		9ffbdf8617127eb8c04f33f23c8df8357059cb9f
org.wvlet.airframe	airframe-canvas_2.13	22.12.4		492bf56bf2429544eb2addea8d98e041212f0ff3
org.wvlet.airframe	airframe-canvas_2.13	22.12.5		3243ee79c1c4ad457a89ff32a3b1fba247faff52
org.wvlet.airframe	airframe-canvas_2.13	22.12.6		b3a8286f13b1a8c38c1f1d30f9ba8752a30e998f
org.wvlet.airframe	airframe-canvas_2.13	22.2.0		ae2323006d1ba750b7576804628213016c506cc2
org.wvlet.airframe	airframe-canvas_2.13	22.3.0		7efd79946b4b99e1ae073a2d10a973f19059f37a
org.wvlet.airframe	airframe-canvas_2.13	22.4.0		7c4abc7dd3ae18cec0f7a4c22a5fcfaa7c3e9ae6
org.wvlet.airframe	airframe-canvas_2.13	22.4.1		026b0ae9f58e929b0d730eb6da58499e9cc99620
org.wvlet.airframe	airframe-canvas_2.13	22.4.2		46ba96334f679139036abf8611c35362bc8ce81f
org.wvlet.airframe	airframe-canvas_2.13	22.5.0		cb6a2662796ccc9e36c04ee19190e380646cd612
org.wvlet.airframe	airframe-canvas_2.13	22.6.0		9d1145a48ee3e269cf4ac3fa302f7335db51e425
org.wvlet.airframe	airframe-canvas_2.13	22.6.1		697f3e732602146fa6cd60901e54366ef897864a
org.wvlet.airframe	airframe-canvas_2.13	22.6.2		1ebfac1848e77e4a90f4d35e684d3b3d4518b8a5
org.wvlet.airframe	airframe-canvas_2.13	22.6.3		56f1a4a1e4c504bc56bd44aa8b6cdb17d51e540e
org.wvlet.airframe	airframe-canvas_2.13	22.6.4		84da06e3ab5763ea55510c2f2d4839a7f52e3319
org.wvlet.airframe	airframe-canvas_2.13	22.7.0		106a2241a89f77024babd015feb394565be0f864
org.wvlet.airframe	airframe-canvas_2.13	22.7.1		34c07571e77b934d72eac544f57a966081f87939
org.wvlet.airframe	airframe-canvas_2.13	22.7.2		e1bb50298e147f81b1914992d88412fa97ef2f2a
org.wvlet.airframe	airframe-canvas_2.13	22.7.3		fee26598daf48ae18f02b059ef59289322f9f99e
org.wvlet.airframe	airframe-canvas_2.13	22.8.0		375cd13ffdd24fbdd26b8e73959bbdbe10f017e4
org.wvlet.airframe	airframe-canvas_2.13	22.9.0		e4bb655ff6e9fd325725aa863e770d26ae19172b
org.wvlet.airframe	airframe-canvas_2.13	22.9.1		a602372ec8875dc00e0c45c8e60f1771c5099ed3
org.wvlet.airframe	airframe-canvas_2.13	22.9.2		dfdb9552f41e13f778168c8fc68571e1cebabf3e
org.wvlet.airframe	airframe-canvas_2.13	22.9.3		7074b246b2847d36284f99ed393d78093ad6527c
org.wvlet.airframe	airframe-canvas_2.13	23.1.0		e9b0a0a3b4d9a82780f0f8133ad9b3e3db27d4be
org.wvlet.airframe	airframe-canvas_2.13	23.1.1		980cb8a94204a548ede5ee134198aeb95f8ad7fe
org.wvlet.airframe	airframe-canvas_2.13	23.1.2		3585a410703061fd5a3fd51479ba4df94bad4775
org.wvlet.airframe	airframe-canvas_2.13	23.1.3		b8fd33ebd2e15a579885abe90c6cd5b7fe65c43f
org.wvlet.airframe	airframe-canvas_2.13	23.1.4		8219db1f34ef02e5582df2104c237ccd42203595
org.wvlet.airframe	airframe-canvas_2.13	23.10.0		36a8ac45c07d7725ef00e53fc105f11c9b7a28af
org.wvlet.airframe	airframe-canvas_2.13	23.11.0		4a7a5bbe44b847b38b60f8796ea8e08034079f8b
org.wvlet.airframe	airframe-canvas_2.13	23.11.1		1389393f6fa781056f4011262dc0cdaa03bd0736
org.wvlet.airframe	airframe-canvas_2.13	23.11.2		ce99421136830118e9307407302b4cdef6d87076
org.wvlet.airframe	airframe-canvas_2.13	23.11.3		77f74eb25e9e3296149f4bb13dc9bb39b65a6270
org.wvlet.airframe	airframe-canvas_2.13	23.12.0		44b54049eaaffaab5d12dd27e90c4887b4374464
org.wvlet.airframe	airframe-canvas_2.13	23.12.1		dfce167fff7967e0e1023e5090e05a0402193540
org.wvlet.airframe	airframe-canvas_2.13	23.2.0		6f675387b70d5e3934a3fe7803901220f9236156
org.wvlet.airframe	airframe-canvas_2.13	23.2.1		3bc490c5cc271eead84ace2515e2590c4a5f1a5d
org.wvlet.airframe	airframe-canvas_2.13	23.2.2		35029826e4fb3ccdd287900da16068394c375095
org.wvlet.airframe	airframe-canvas_2.13	23.2.3		9f65e7f5c108c1aa88ec9759a5fbc2f94fee25cc
org.wvlet.airframe	airframe-canvas_2.13	23.2.4		5ffa89fffb84380fed0f23b0729937a75cc2628d
org.wvlet.airframe	airframe-canvas_2.13	23.2.5		9f448ede1269a3e68aaa94b27d9726d942b69854
org.wvlet.airframe	airframe-canvas_2.13	23.3.0		037a78e8bf58b9c77e497310e7ac67ab037eec78
org.wvlet.airframe	airframe-canvas_2.13	23.3.1		672775d0002400f462fc4802d3006cc1f10be5f4
org.wvlet.airframe	airframe-canvas_2.13	23.3.2		b75cd6f7dae631af082648a147955740f6e80d9c
org.wvlet.airframe	airframe-canvas_2.13	23.3.3		ff074808ad1cd62cb712ac3e31c27543f2749222
org.wvlet.airframe	airframe-canvas_2.13	23.3.4		f2b03d632bfc575d959d9eb286948309f46bb49b
org.wvlet.airframe	airframe-canvas_2.13	23.4.0		1039c3e65782354faa64e4509bda1a86ef486df4
org.wvlet.airframe	airframe-canvas_2.13	23.4.1		854a6961fd960bf095c7fc8c2eb4a9297f500d1d
org.wvlet.airframe	airframe-canvas_2.13	23.4.2		2b93836695eae08bd93328a681cb6d12f1f52bf8
org.wvlet.airframe	airframe-canvas_2.13	23.4.3		4d910d627a5762986bfc76093d55ef28dc013e27
org.wvlet.airframe	airframe-canvas_2.13	23.4.4		5977b8fa656d2f39c2d38bc9360a743f2cf8945f
org.wvlet.airframe	airframe-canvas_2.13	23.4.5		4294ad1f9f41002f8fd5c4082369aa1b6edda7ba
org.wvlet.airframe	airframe-canvas_2.13	23.4.6		4e742f838814a18acf6a76d160cf4364b26e5eba
org.wvlet.airframe	airframe-canvas_2.13	23.4.7		af811f6dd7da7dc65eddfd24d27bb6c3f39bf0f1
org.wvlet.airframe	airframe-canvas_2.13	23.4.8		4ea230a44ccdae20757a1bb80dd6b6a688320d48
org.wvlet.airframe	airframe-canvas_2.13	23.5.0		664f94fbd698a0587402713e1c1c66b9f8d29848
org.wvlet.airframe	airframe-canvas_2.13	23.5.2		4cfb5c1f81a53ab8b1bc32a75e75d584fe44c83a
org.wvlet.airframe	airframe-canvas_2.13	23.5.3		4d28c9bda12f8e2fb33ae7ae4bcf254e416879b9
org.wvlet.airframe	airframe-canvas_2.13	23.5.4		da96c33a67bda9d84dd40b9adc0d6d8b998248db
org.wvlet.airframe	airframe-canvas_2.13	23.5.5		06a06b00671f8ff462f3408f9cb8159c11ad1b7d
org.wvlet.airframe	airframe-canvas_2.13	23.5.6		1b3c0a794f466df7268c8249ab6d7d1adc1751ea
org.wvlet.airframe	airframe-canvas_2.13	23.5.7		4f23b9393ec3b81f966db044b09098b26d41fb5f
org.wvlet.airframe	airframe-canvas_2.13	23.6.0		5200e089d0090d336508a2005a4f59e388aa8f3c
org.wvlet.airframe	airframe-canvas_2.13	23.6.1		86a53b5003288f96547aafb3edb02e3612e35a23
org.wvlet.airframe	airframe-canvas_2.13	23.6.2		cec473eeae9453bf0fffaf5093ef0db28f81c246
org.wvlet.airframe	airframe-canvas_2.13	23.7.0		ddad2d90968f34870d575a95a324cf12dcd38275
org.wvlet.airframe	airframe-canvas_2.13	23.7.1		6438cec55ca11f9ec51177f2604b740ff868ee9d
org.wvlet.airframe	airframe-canvas_2.13	23.7.2		2f9dc51cd4eaaaeb43fd077cc9cc2a2e5a5a9b9e
org.wvlet.airframe	airframe-canvas_2.13	23.7.3		f1ad8504c8a0c9688ca2fe0837450f0353d17a4e
org.wvlet.airframe	airframe-canvas_2.13	23.7.4		c266d8f2980dad6832262506a60bea14b86d2313
org.wvlet.airframe	airframe-canvas_2.13	23.8.0		3a3768768e0d16f25e6bb552eaf24e1b6ba5a025
org.wvlet.airframe	airframe-canvas_2.13	23.8.1		57fc981d8b6f5d743dd9f1227991f064ca358e47
org.wvlet.airframe	airframe-canvas_2.13	23.8.2		563337a073ee8b9c10b2586a4e7a250775dc0b90
org.wvlet.airframe	airframe-canvas_2.13	23.8.3		406b6a1643bfdfa44f5fce9124d22b1e80ba52c4
org.wvlet.airframe	airframe-canvas_2.13	23.8.4		d8d93102d998e85292d36d6a904c9fdc573ee370
org.wvlet.airframe	airframe-canvas_2.13	23.8.5		f02bdff5d5ab4358f09ebd82ec4a01f50cf85a55
org.wvlet.airframe	airframe-canvas_2.13	23.8.6		8682a3098782bf0df482701583816c5aaa789404
org.wvlet.airframe	airframe-canvas_2.13	23.9.0		82f68904441739aaaa96cf41fb2372fc91164143
org.wvlet.airframe	airframe-canvas_2.13	23.9.1		cbd0fa521814c4ab43b9f27484421bbbcf912fe6
org.wvlet.airframe	airframe-canvas_2.13	23.9.2		7928c737cceb7b98d8700615cf66e1c48f010b91
org.wvlet.airframe	airframe-canvas_2.13	23.9.3		bb535aff5b7aff97a45546fb618c24e2f5e7221c
org.wvlet.airframe	airframe-canvas_2.13	24.1.0		e2a882f34100867d7c74b1ad9647facecd6bd1a2
org.wvlet.airframe	airframe-canvas_2.13	24.1.1		aa1417fb00ccf18e982c3d62eb0f5ed7226d836e
org.wvlet.airframe	airframe-canvas_2.13	24.1.2		685d2a3b27b1de67cb266da492abc1b63a520cb1
org.wvlet.airframe	airframe-canvas_2.13	24.10.0		a15607c3f07c49f3e6da3e3acb0662571a41162a
org.wvlet.airframe	airframe-canvas_2.13	24.11.0		e1a25b7ac774a5f2919d9d9d43f8c4fbd5acdf36
org.wvlet.airframe	airframe-canvas_2.13	24.12.0		bab42efd65195dbf9a174edff76331f8f9f9ce66
org.wvlet.airframe	airframe-canvas_2.13	24.12.1		ecbe826b8579c046f005cbd73324b9dfb12f71dc
org.wvlet.airframe	airframe-canvas_2.13	24.12.2		91f9db0e92c9522b4f19ab7f4f74923fd39dcbf9
org.wvlet.airframe	airframe-canvas_2.13	24.2.0		9a6409a54a649c22e322996f41dc3b6f0f2421a2
org.wvlet.airframe	airframe-canvas_2.13	24.2.1		69b3aaf418832e4083932716edc2c02e5bb9d614
org.wvlet.airframe	airframe-canvas_2.13	24.2.2		59721b6bb02d50905677327bb48d68a77f7dd86c
org.wvlet.airframe	airframe-canvas_2.13	24.2.3		354ff1c42ca4ce2e6c23882eb5ab1d73c1443409
org.wvlet.airframe	airframe-canvas_2.13	24.3.0		3c9dcec1794af7cb17de08a2503ae894312ee924
org.wvlet.airframe	airframe-canvas_2.13	24.4.0		8afd642a5c2a5cff4977931ea41344daedc760df
org.wvlet.airframe	airframe-canvas_2.13	24.4.1		42201538cb464f4005ca282f3373ef56ccbf865d
org.wvlet.airframe	airframe-canvas_2.13	24.4.2		29f32202a625b8b1fe747c61fc9d4f951937949f
org.wvlet.airframe	airframe-canvas_2.13	24.4.3		8fc959c8dc4f1f3450c444b19e6129a95c8a5a1c
org.wvlet.airframe	airframe-canvas_2.13	24.5.0		1bffc09a77839229792ba6c677702db74a638a55
org.wvlet.airframe	airframe-canvas_2.13	24.5.1		89482987e5caab09bc2e24fd0b4214f63fc45ed5
org.wvlet.airframe	airframe-canvas_2.13	24.5.2		b2430d3f6c48c460ec982d2c271924a990957c41
org.wvlet.airframe	airframe-canvas_2.13	24.6.0		fa9f11ba8d3888899a9d0046d2c446c30a4a6414
org.wvlet.airframe	airframe-canvas_2.13	24.6.1		7f3a0c7ff4dfd509db133f359b78714e1e60f23a
org.wvlet.airframe	airframe-canvas_2.13	24.7.0		d0f751e29c9c3c423050c0fe09af3ca7dca1a88a
org.wvlet.airframe	airframe-canvas_2.13	24.7.1		418faf30aec44eee5a233203fcfa68c532da3750
org.wvlet.airframe	airframe-canvas_2.13	24.8.0		1c1eef07bfac3efc40d15259a5659ce86df7d6d6
org.wvlet.airframe	airframe-canvas_2.13	24.9.0		157c4b3551922b7f959e768acaa81c04d07ede4c
org.wvlet.airframe	airframe-canvas_2.13	24.9.1		94497c9fdfec72576f87f7cb1bd79415a9cd59ab
org.wvlet.airframe	airframe-canvas_2.13	24.9.2		f6bc643554947a7ba8e3033844a1935882734bf8
org.wvlet.airframe	airframe-canvas_2.13	24.9.3		52a199700ac4322a0313052a73ba8163afbf0308
org.xbib	interlibrary-common	2.4.0		ec19cf48ea3853d022a4d7467bd8bfffb520d56c
org.xbib	interlibrary-common	3.0.0		df0c7eee17e2e6d9ca62cdff11f27ae4019912a2
software.visionary.cli.archive	base	2025.03.28		N/A
software.visionary.cli.archive	base	2025.03.28	cli-archive	149bebb31f9c22ae57b88cd83a75425d027f13a0
tech.ibit	ibit-mybatis-springboot-starter	1.0		c939669803ece8917dc3d9ab92fe2b19b9a4d641
vn.viettelmaps.vtmsdk	vtmap-android-services-core	1.0.0		6600b57fa24adddf45e958358c4a5451e013edca
vn.viettelmaps.vtmsdk	vtmap-android-services-core	1.0.1		1ea7dae03dcd0e9122010a4d56d5903f4b8aae8c
vn.viettelmaps.vtmsdk	vtmap-android-services-core	1.0.2		08786bcb3bce094c63b6835237922243832153e6
vn.viettelmaps.vtmsdk	vtmap-android-services-core	1.0.3		8eb282e56eede0f60ec74a3a97181e180b60cb83
xyz.nickr	jomdb	3.0.0		c111b3b7584267589f7eb5e4a8d475c87c0ed598
xyz.nickr	jomdb	4.0.0		f258769da4693b3eae4df515b63a717d5f518967
xyz.nickr	jomdb	4.0.1		f04aa566ee42e3f23e8b14d732a5309a4838e0ba
xyz.nickr	jomdb	4.0.2		3a54cdb0b3423f408a633ac37977b32de4b45f17
