be.vlaanderen.informatievlaanderen.ldes.ldi.nifi	sparql-interactions-processor	2.12.0		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.4		fa319374485235a03fa059530193b877c6c9f357
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.5		bdd8b16262fd77904811ff8cacfffafc422d1d9a
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.6		15aeb886b732716c18e4e15b0c71ad28328a7e83
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.7		61a10a1169708a30a0ba13b735110bc7682d3082
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.8		320486d10d7be7365eecbb8a371fe0ee2caa52c9
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.9		ef5419260adbc2d8a15f592244e11d5e9f80e142
org.kodein.di	kodein-di-erased-native_kodein_di_erased_native_mingw_x64	5.0.1		N/A
org.kodein.di	kodein-di-erased-native_kodein_di_erased_native_mingw_x64	5.1.0		N/A
org.kodein.di	kodein-di-erased-native_kodein_di_erased_native_mingw_x64	5.1.1		N/A
org.kodein.di	kodein-di-erased-native_kodein_di_erased_native_mingw_x64	5.2.0		N/A
org.microprofile-ext.health-ext	quarkus-example	1.1.0		27b7d8957ba727eafc7faa8ed85b0725adcee9a4
org.microprofile-ext.health-ext	quarkus-example	1.2.0		55d130061d92e78579ab26d3d8ac36df6d6b9fd1
org.mvnpm.at.swc	wasm	1.5.4		161af1325fdca54d7be18346ccf9aaf71a75153f
org.nuiton	nuiton-decorator	3.0		74c42f0e8ba07d79e369fe9ddb1e0114fc58d209
org.nuiton	nuiton-decorator	3.0-alpha-1		637728bb725bcae06b7c715b81d7a4bf340ee7b4
org.nuiton	nuiton-decorator	3.0-alpha-2		3532f192634c6b27c379b6283464b3396dd20f07
org.nuiton	nuiton-decorator	3.0-alpha-3		42f3d58a849ab9fcfdae23908b35bb9af44cb4d8
org.openbase	bco.registry.class.remote	3.1.1		51e36b609823e64b90b6a0c0b361a0d58b2ff941
org.openbase	bco.registry.class.remote	3.1.2		cb6e0f94cea519c1f449a45c588e47009c9ee735
org.openmole.endpoints4s	algebra_native0.4_3	1.8.0+n		5a9f7fa1feded1cafcffb545ccb4c2f06ddfd669
org.phoebus	core-framework	4.6.7		a0d8ad4782c0049dc43f93bae6f03101fba71e67
org.phoebus	core-framework	4.7.0		5ff643626bda1c3c018b70c3c47a84d976cc98c0
org.phoebus	core-framework	4.7.1		e2114bcc976f6cb4e60aaed976e051d6b2d40fee
org.phoebus	core-framework	4.7.2		7e161b9c84ca4094ff9d489066fe5cb3182530be
org.phoebus	core-framework	4.7.3		3fa8e385532d5bdda0b9bf761abe2b98710b2cf4
org.phoebus	core-framework	4.7.4		f09327a45eee14798aa8d41b15329a6ef0984c5f
org.phoebus	core-framework	5.0.0		626438ea4056c0248afb20573a2dfbce840dbadd
org.restcomm.commons	restcomm-statistics	2.0.140		498de38c72b33b39f66eb63686e607276d3d8a24
org.restcomm.commons	restcomm-statistics	2.0.144		a13774c886847c78ec20c9b4f445e9d9d900bbf9
org.restcomm.commons	restcomm-statistics	2.0.145		7dd3757a6150c33876ccc15a9de448d5bb4c2207
org.restcomm.commons	restcomm-statistics	2.0.146		50fd6c7fa4b26a0f3971623305d9cc89c196b559
org.restcomm.commons	restcomm-statistics	2.0.147		96dcb99e8e4c5c5c50f3164d5a6deffa6b751352
org.rhq	rhq-database-plugin	1.1.2.GA		a816e4fd9a4c76854c26d546747f5835d05c539f
org.rhq	rhq-database-plugin	1.2.0.Beta1		954e30f285fe77e5b074fd633da52b20d2d045aa
org.rhq	rhq-database-plugin	1.2.0.GA		f87ffea3bc2080c9b6785f36dc0d851563f82957
org.rhq	rhq-database-plugin	1.3.0.EmbJopr.1.3.0-4		63aa1d92e8626b99489c4d2479c0e2900e3d2c46
org.rhq	rhq-database-plugin	1.3.0.GA		8514e0283bae7ec1925f33c10b310011c057ed0e
org.rhq	rhq-database-plugin	1.4.0.B01		b8b71cf1514c6e7b22bd04da6b09a30502d321b0
org.rhq	rhq-database-plugin	3.0.0		b8f8b0bdab4718f935a414be10c34651c294f0d0
org.rhq	rhq-database-plugin	3.0.0.B06		e836e8985bc5b4c58fe42925d1b9f83632a8276a
org.rhq	rhq-database-plugin	3.0.0.EmbJopr2		b27981e2085345aed7162b3300e8f7a87e931c29
org.rhq	rhq-database-plugin	3.0.0.EmbJopr3		8a4cda4c913f46079467fc228c241d2ac1779418
org.rhq	rhq-database-plugin	3.0.0.EmbJopr5		221b717dc7bddf7c03c316dd453172bea355ff6a
org.rhq	rhq-database-plugin	3.0.1.GA		fb2c2a489a6abd4eeeaafb3c462cda2e20f5ce38
org.rhq	rhq-database-plugin	4.0.0.B02		f73a1f60d5b9c8c7709dfedf7562ec29dcbfb930
org.rhq	rhq-database-plugin	4.0.0.Beta1		9bc25b7fe2ec9d98b9568db192ba0426912b5abb
org.rhq	rhq-database-plugin	4.0.1		0858394b38721b7c68c7c618a171e59624cfc055
org.rhq	rhq-database-plugin	4.10.0		473278504a7ccfec5658052fd4ad6ce9078721bc
org.rhq	rhq-database-plugin	4.11.0		2c96847754e98e8de6d84e220f537fd34fa973da
org.rhq	rhq-database-plugin	4.12.0		a17ce6844e530741dc7c90a684f3579cf3b50a64
org.rhq	rhq-database-plugin	4.13.0		767384fe7f50d5cd8dd0f1c0eccf1aa2284b0185
org.rhq	rhq-database-plugin	4.2.0		072c7cc6ebf858695b2226353f093772290dd5c1
org.rhq	rhq-database-plugin	4.3.0		db32bfaf783fd637ccb54520d197d1594d262d55
org.rhq	rhq-database-plugin	4.4.0		f44ac5f334e9724de074b11bcd6cdb9904cdf869
org.rhq	rhq-database-plugin	4.5.1		4618de1c391f65c435f4f47ff0de3dadf992c1ca
org.rhq	rhq-database-plugin	4.6.0		21d6a471062205d24067dd8c2df687a7773e6bd2
org.rhq	rhq-database-plugin	4.7.0		5dbafd66c368e2a29dded216ced33deece1ae864
org.rhq	rhq-database-plugin	4.8.0		c57ebb8eb6327c497375e99bec03a5839a386a46
org.rhq	rhq-database-plugin	4.9.0		555a3fb01d2f813d43399753e59e2bf01d15943b
org.teiid.web-console	teiid-console-app	3.1.3		N/A
org.teiid.web-console	teiid-console-app	3.1.3	resources	20f726c62536162774e42d7360d832ff629ef1c1
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.1		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.1	metadata	eec8313cc5bcda96fcc2b732cc4e20ed47369450
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.10		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.10	metadata	688749aabf393664263249944a6418bc4ae5cffe
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.12		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.12	metadata	3d4e14d04d6e7d9156c7748699570f84a179270c
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.13		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.13	metadata	b239d07bc79fcdfa2e32583f7eee4284200bca24
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.14		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.14	metadata	9093ac53943edcaa20350e6860d1db00a656875f
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.15		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.15	metadata	2ab2ebca364ec5637b101b61d7c5976686a81988
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.18		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.18	metadata	80309e9e087dbc201f10b55986c91f8364c0b3f6
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.2		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.2	metadata	7e8f28a0c10b4efdf2d95cbf0de0742cc641d86b
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.4		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.4	metadata	4fc44c9d4de04139abfe7092fa308ced81551208
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.6		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.6	metadata	a82cde116924f430ed467eb162d4ee735c5d5d83
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.7		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.7	metadata	a583f96f3baee2868100b8cda0dd1334324f8953
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.8		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.8	metadata	42f9920b32633b1ad0065b551dd4f1fc1f2d0f46
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.9		N/A
org.ton	ton-kotlin-block-iossimulatorarm64	0.2.9	metadata	fafb5521ea7add5c9a279172bfb45b695c28ae88
org.webjars.bower	ace	1.15.2		1a278f03efa9484729284ec874adf1e1528fe311
org.webjars.bower	ace	1.2.0		aced5dd00b1169754fa3fd4623d9dab2c76bd3ac
org.webjars.bower	ace	1.2.3		31a6261a2c45cd5dbf477a424793bbee2f31f03a
org.webjars.bower	ace	1.2.4		e950e27dc6a952522fdbc2bf9fcb683cee9d32e7
org.webjars.bower	ace	1.2.5		0fe295c93e742c0eff32a1bce0f7acdc65014a5e
org.webjars.bower	ace	1.2.6		ac9c47e52e2e7cb52fe66f91c23e30eb8aed6214
org.webjars.bower	ace	1.2.8		f97861bff83c9c716acabd7c79ad52c9aef6227e
org.wicketstuff	wicketstuff-security-wicomsec	1.5-RC5.1.1		8de36843123fda949a6916858131748edbacbe55
org.wicketstuff	wicketstuff-security-wicomsec	1.5-RC7		21d547db25faba13ed8dbf4cd2b093dd5cbec81d
org.wicketstuff	wicketstuff-security-wicomsec	1.5.0		ff711c2a36a1677384d6e5f7761fce6318cb1af6
org.wicketstuff	wicketstuff-security-wicomsec	1.5.1		866b69785ac8b7b6f177a9a3a71d447ccc554cab
org.wicketstuff	wicketstuff-security-wicomsec	1.5.10		ea973b770db330b50c7a091c8a17eb9fa7d96cc3
org.wicketstuff	wicketstuff-security-wicomsec	1.5.13		2010e5003a4e0aecfc1e03fc9d6802dfd750a046
org.wicketstuff	wicketstuff-security-wicomsec	1.5.2		25db00fcdb3192b21e8c5fbb71b3880002ce0870
org.wicketstuff	wicketstuff-security-wicomsec	1.5.3		464952800ec6358cb74d0dc54834a01b70d0158d
org.wicketstuff	wicketstuff-security-wicomsec	1.5.3.1		6083ddba1fd4c62d778cdbee2bf79b0891d217b3
org.wicketstuff	wicketstuff-security-wicomsec	1.5.4		c20560f84d3a19ef3940c33d23f1df1716b2799c
org.wicketstuff	wicketstuff-security-wicomsec	1.5.5		f19af1501fd964d3a5b1e8fbd4df0e62ab488976
org.wicketstuff	wicketstuff-security-wicomsec	1.5.7		20485ee32b1e80e89bb03fc5f49a0fc4556a1285
org.wicketstuff	wicketstuff-security-wicomsec	1.5.8		a31ee91559cfcc3f862f54808c0b65e15a0e9ad1
org.wicketstuff	wicketstuff-security-wicomsec	1.5.8.1		f83a494889d588eab5c9546325efb4e08b12600b
org.wicketstuff	wicketstuff-security-wicomsec	1.5.9		0dbb7cb9ec7756ad38c27ca9b963d676f2b03cfa
org.wicketstuff	wicketstuff-security-wicomsec	1.5.9.1		552b91ec338065c83870e0b1bd5d950b6e494fb6
org.wicketstuff	wicketstuff-security-wicomsec	10.0.0		f98f700d163101d3abf2a9290043798b92eb9fdf
org.wicketstuff	wicketstuff-security-wicomsec	10.0.0-M1		8d7d920ad576a398fabea396f9e3d9917c1c9fa8
org.wicketstuff	wicketstuff-security-wicomsec	10.0.0-M2		c93bf78b65ea3f0ec9a113e1d84cdccef2e3c739
org.wicketstuff	wicketstuff-security-wicomsec	10.1.0		6188422f7838ae419a8153575b19ef041da2c330
org.wicketstuff	wicketstuff-security-wicomsec	10.1.1		4a4c26e23eef0773f2155fe74788e1c6bfbba4cb
org.wicketstuff	wicketstuff-security-wicomsec	10.2.0		7151c3ddf335b1bc5727bdbed6de69d707e66e8c
org.wicketstuff	wicketstuff-security-wicomsec	10.3.0		72d8729c6e95bdf28cb3da17a46120aa29d4022e
org.wicketstuff	wicketstuff-security-wicomsec	10.4.0		df4eea2a55d8f90df9db06fdbe63ac9e417c8c9f
org.wicketstuff	wicketstuff-security-wicomsec	10.5.0		f94f9bb86a654e33bc375716805ebdfe07b928c2
org.wicketstuff	wicketstuff-security-wicomsec	6.0.0		58698ad2d468ef6f84a6242a0e07f84d3401fbc4
org.wicketstuff	wicketstuff-security-wicomsec	6.0.0-beta1		b6f69608ab849c4e33c5cad8ccdf71a62f06c05e
org.wicketstuff	wicketstuff-security-wicomsec	6.0.0-beta1.1		1ad77225e13bcef420727214e30365e5fc68f192
org.wicketstuff	wicketstuff-security-wicomsec	6.0.0-beta3		d740b5110c1b32c64db07e785d80f5500c8bb041
org.wicketstuff	wicketstuff-security-wicomsec	6.10.0		e580b351b703725cc0735bae92e4b1f67839b22f
org.wicketstuff	wicketstuff-security-wicomsec	6.11.0		a8b8b74ee8d5415260a9ce84bc05cbd96c9dc093
org.wicketstuff	wicketstuff-security-wicomsec	6.11.1		b6da5581afa413a77c1bf42eeec3648442d9a2f0
org.wicketstuff	wicketstuff-security-wicomsec	6.12.0		18d056dd5160ab0bea3a09e60d6f5707c7efe344
org.wicketstuff	wicketstuff-security-wicomsec	6.13.0		20862d6748dc6c9babdd37c9a53f6294caa84d01
org.wicketstuff	wicketstuff-security-wicomsec	6.14.0		cc895781bf460003c3e171e8f089b8ef02d695ac
org.wicketstuff	wicketstuff-security-wicomsec	6.15.0		c9d1bf494aedd5d3bbb3e9ff9c3da0a4be141e6f
org.wicketstuff	wicketstuff-security-wicomsec	6.16.0		7624fb883f7eacd6e5af17aacad7cf87def0f252
org.wicketstuff	wicketstuff-security-wicomsec	6.17.0		76dad0dc2f39b46ea6d1796a71222f8802e89615
org.wicketstuff	wicketstuff-security-wicomsec	6.18.0		09801579ce6703ee94e22d197da7af51baf33249
org.wicketstuff	wicketstuff-security-wicomsec	6.19.0		c94c6cc66d19b45332baffc0ab216784b6c686b0
org.wicketstuff	wicketstuff-security-wicomsec	6.2.0		5fc5c02d6dd36b0a81ac09f06875a761c8ec824c
org.wicketstuff	wicketstuff-security-wicomsec	6.2.1		308228b354683273394cd5eecbb3a1f7c36c7652
org.wicketstuff	wicketstuff-security-wicomsec	6.20.0		25076f00fa3e53a40151337b25fe9b05b664d3e0
org.wicketstuff	wicketstuff-security-wicomsec	6.21.0		2c055cef6043284e73aebde598fee1c9ece12c06
org.wicketstuff	wicketstuff-security-wicomsec	6.22.0		609c8998e4d2a74ceaac34b1dfba03a3bf303cae
org.wicketstuff	wicketstuff-security-wicomsec	6.23.0		9c1b3e7f227acf339fbe2228f71896af46436b37
org.wicketstuff	wicketstuff-security-wicomsec	6.24.0		e93ce3f8a5800c9f6a1ea82d87434efa548f02dc
org.wicketstuff	wicketstuff-security-wicomsec	6.25.0		20e2baaf9912cea098c6460c7b3c8f02be2af4c0
org.wicketstuff	wicketstuff-security-wicomsec	6.26.0		5fb63e5d4ed57f82c3c758c7d3963c2763ead6a6
org.wicketstuff	wicketstuff-security-wicomsec	6.28.0		0e303c65a77ebaf99df62e31654849ab73bc2472
org.wicketstuff	wicketstuff-security-wicomsec	6.3.0		769ee933dcdd0f4ab0f2948a79a490243bc103b2
org.wicketstuff	wicketstuff-security-wicomsec	6.30.0		f1703013d6304099e0b73cc4477dad2643296d52
org.wicketstuff	wicketstuff-security-wicomsec	6.4.0		d20002ddde7c909f2093c072c560e3c109c48e22
org.wicketstuff	wicketstuff-security-wicomsec	6.5.0		4fed3f21d5dfb695ac7d1eae539645b156c62588
org.wicketstuff	wicketstuff-security-wicomsec	6.7.0		52edc5017d8ba0a056c6d226e538430f080eac64
org.wicketstuff	wicketstuff-security-wicomsec	6.8.0		897e883658efdf384bacee6f82c2273f3629cfc9
org.wicketstuff	wicketstuff-security-wicomsec	6.9.0		ad4ccf84e0c9b0b74b5f6799ad7db74a4c248456
org.wicketstuff	wicketstuff-security-wicomsec	7.0.0		d493e3a31be352b2623e1471d493ee24a6e02d57
org.wicketstuff	wicketstuff-security-wicomsec	7.0.0-M3		cce0616fb102e2b47013b45c9e7f46d901d52faa
org.wicketstuff	wicketstuff-security-wicomsec	7.0.0-M4		c681ac304b05909d95b69806ac98a12ece258933
org.wicketstuff	wicketstuff-security-wicomsec	7.0.0-M5		69ef4b0b5331da7c05c9ee39a4222f7eeae666af
org.wicketstuff	wicketstuff-security-wicomsec	7.0.0-M6		da8c6b8d14e26e1c8c79ad53af068923795ec478
org.wicketstuff	wicketstuff-security-wicomsec	7.1.0		08ee2674d20a6bcd4b9cb0b34fd3c8717cf94209
org.wicketstuff	wicketstuff-security-wicomsec	7.10.0		c1bc2bc3a6284918af411e68b026c5181435449b
org.wicketstuff	wicketstuff-security-wicomsec	7.11.0		4ff26c02f3a66fd00016f17d705ea2833a1f61b5
org.wicketstuff	wicketstuff-security-wicomsec	7.12.0		053ae05b14095e747470b99deb7d85bc23bfdc73
org.wicketstuff	wicketstuff-security-wicomsec	7.13.0		b817c4fd923c16f4a859a0f40c2a45ee4109f792
org.wicketstuff	wicketstuff-security-wicomsec	7.14.0		817c40928ed077785347048e87b9d1299be927d0
org.wicketstuff	wicketstuff-security-wicomsec	7.15.0		7d33852e7d9b7776f1db18921e37b032dc6b04ed
org.wicketstuff	wicketstuff-security-wicomsec	7.16.0		f672bfe41c5547efefab6970387a1985976884a5
org.wicketstuff	wicketstuff-security-wicomsec	7.17.0		cb55d357128466791e138b2a9a458b919cab72a1
org.wicketstuff	wicketstuff-security-wicomsec	7.18.0		cbf77943799ea84059fe59718bb5b4531bbdb448
org.wicketstuff	wicketstuff-security-wicomsec	7.2.0		e8ccbc4f808fa2113180d5acfa05183070ef1f73
org.wicketstuff	wicketstuff-security-wicomsec	7.3.0		97e74f93886b61a12c8f5743d58b464c251b958c
org.wicketstuff	wicketstuff-security-wicomsec	7.4.0		29e48255ee9328bfe3c84172b80657aaeb83a446
org.wicketstuff	wicketstuff-security-wicomsec	7.5.0		b2dcb90a4c947cc1be97cdc5c36140a9a4dfd375
org.wicketstuff	wicketstuff-security-wicomsec	7.6.0		1220f60ff42edc8380b854ebbbc0912416a08014
org.wicketstuff	wicketstuff-security-wicomsec	7.7.0		18bcf89020abaf0538de77a61f701ce1dc2cbea6
org.wicketstuff	wicketstuff-security-wicomsec	7.8.0		febcdd7508ecd538be26640fb352c55583dfa797
org.wicketstuff	wicketstuff-security-wicomsec	7.8.1		9c8f449cf73ef0c1a5138bae7e0b35400329a6ab
org.wicketstuff	wicketstuff-security-wicomsec	7.9.0		766c275e8872e210639985b2d8d04b1459fb3052
org.wicketstuff	wicketstuff-security-wicomsec	8.0.0		5bd02bca8ca81443e4cf654d89cb036b46632eb5
org.wicketstuff	wicketstuff-security-wicomsec	8.0.0-M1		9fcdb75eb8dc2fbcb081080ef54e1ec1f08847c3
org.wicketstuff	wicketstuff-security-wicomsec	8.0.0-M2		b1c27be12ebdfc38250b4bec200e1372ab8e1c4e
org.wicketstuff	wicketstuff-security-wicomsec	8.0.0-M3		02a1bfa5aacdb0c5fe46adcababb34404e9f17bd
org.wicketstuff	wicketstuff-security-wicomsec	8.0.0-M4		7437e10f0518021718c96deca42ea1aa7ea959a7
org.wicketstuff	wicketstuff-security-wicomsec	8.0.0-M5		1dbed118768942b67420f93563c9c9698f806d50
org.wicketstuff	wicketstuff-security-wicomsec	8.0.0-M6		d542f9cf3868d036c90d7b2e3859ab85ff03435f
org.wicketstuff	wicketstuff-security-wicomsec	8.0.0-M7		1c14d055e1a1b2a1234ad3fe19eeec0e22f675cb
org.wicketstuff	wicketstuff-security-wicomsec	8.0.0-M8		0f132dda0beaee80b6fbc04752b31f8c053ba59b
org.wicketstuff	wicketstuff-security-wicomsec	8.0.0-M9		7c227dafa1490c5b8966ae8500f35d1369c595ca
org.wicketstuff	wicketstuff-security-wicomsec	8.1.0		9408027f56cde835ab890cdf3be2f91f77ed5c32
org.wicketstuff	wicketstuff-security-wicomsec	8.10.0		bf4cca8055ad36129cd60cc90a68899a1a31bc96
org.wicketstuff	wicketstuff-security-wicomsec	8.11.0		be9fce4c2e4e25516dc5f21f3c9c96bf6db85d5a
org.wicketstuff	wicketstuff-security-wicomsec	8.12.0		2d12a1b9b5dfe92bd84274b771c8021f2118a8b4
org.wicketstuff	wicketstuff-security-wicomsec	8.13.0		fd4b6c38eaba901698299cbdf21166044544c923
org.wicketstuff	wicketstuff-security-wicomsec	8.14.0		0ecbee0da2a8176f82efbf7990b1e2cf61a97a80
org.wicketstuff	wicketstuff-security-wicomsec	8.15.0		fdccf9263a08eb7ef186e9efb51bff726e927439
org.wicketstuff	wicketstuff-security-wicomsec	8.16.0		992cdff4378e7dd618eb7c423b1367c94d05a02f
org.wicketstuff	wicketstuff-security-wicomsec	8.17.0		3d7260d20662d159a5e0869a6243c2baae6a2f0f
org.wicketstuff	wicketstuff-security-wicomsec	8.2.0		88d01204b81936b4403475a53efafc53cb79037a
org.wicketstuff	wicketstuff-security-wicomsec	8.3.0		725b28c35a5db6104230a1c1de16781bff2e0148
org.wicketstuff	wicketstuff-security-wicomsec	8.4.0		d17ced532f874ae3b9b9a8fb0da164f02656b5f7
org.wicketstuff	wicketstuff-security-wicomsec	8.5.0		ce8ed7b7d316718754dfca07eab387836eb06667
org.wicketstuff	wicketstuff-security-wicomsec	8.6.0		afaa65f2ec2ac0b0c9a7342cea065aa0b7206837
org.wicketstuff	wicketstuff-security-wicomsec	8.7.0		2ee73c1ace0971b973c0b8c4d98c5dfecd71519d
org.wicketstuff	wicketstuff-security-wicomsec	8.8.0		2cc021527b26ffdf76777f6102ccdb7458e90e24
org.wicketstuff	wicketstuff-security-wicomsec	8.9.0		ee0c38b1b9406d91ee102bb824d5424cbc88df3c
org.wicketstuff	wicketstuff-security-wicomsec	9.0.0		bcb879ded85bc8cf002dd50fed783497f030557e
org.wicketstuff	wicketstuff-security-wicomsec	9.0.0-M1		0e56b3e00d969eb9473fe22ce407e90c17bbf28e
org.wicketstuff	wicketstuff-security-wicomsec	9.0.0-M2		dfd6eb21893f69e30c8780f853d9b23a2bb82ba8
org.wicketstuff	wicketstuff-security-wicomsec	9.0.0-M3		ddb581ad44c9546362bda2111e30daba16441603
org.wicketstuff	wicketstuff-security-wicomsec	9.0.0-M4		5a0f5b50431b71bcf42957fb34e459ae04eb47de
org.wicketstuff	wicketstuff-security-wicomsec	9.0.0-M5		80c6cb70bfb74ebb82f15220baf1a6d43a9f0bc8
org.wicketstuff	wicketstuff-security-wicomsec	9.0.0-M5.1		ff4ddbe53bf66325a61c7a2fb91bc1a604d17bab
org.wicketstuff	wicketstuff-security-wicomsec	9.0.1-M3		5904f7f84adcd3cbb22856e5152416bda25cac0f
org.wicketstuff	wicketstuff-security-wicomsec	9.1.0		0806a4c615a4539e157e77af16faf2818eeb3e64
org.wicketstuff	wicketstuff-security-wicomsec	9.10.0		e01f25d4f3a963d0a64cd21d54ee94a484e265c0
org.wicketstuff	wicketstuff-security-wicomsec	9.11.0		73cc7189cc137a790f0fca602b94e2bed780cd3a
org.wicketstuff	wicketstuff-security-wicomsec	9.12.0		dfc26837413493896a7de99bc46ce19b54c6acd7
org.wicketstuff	wicketstuff-security-wicomsec	9.13.0		e6a304bec316ec2ba5336d729a8b04723e915c03
org.wicketstuff	wicketstuff-security-wicomsec	9.14.0		2f42305e2cdc08ac844b53182d9aafa8fd6073a9
org.wicketstuff	wicketstuff-security-wicomsec	9.15.0		918cfdd41e19c81bcfa8b1f6a8f10118054c45ee
org.wicketstuff	wicketstuff-security-wicomsec	9.16.0		b6043b24364868d31ecb79f69110e38c4b2c13e4
org.wicketstuff	wicketstuff-security-wicomsec	9.17.0		658578924bd294035249f900572cff42ee841212
org.wicketstuff	wicketstuff-security-wicomsec	9.18.0		135776348e22e90010931ce54785051313a522a8
org.wicketstuff	wicketstuff-security-wicomsec	9.19.0		6f80fb8b0f76bfa09eca3925e21c8d3903f2bd48
org.wicketstuff	wicketstuff-security-wicomsec	9.2.0		56399b343cd9394b5263cc88b265b4b064293b69
org.wicketstuff	wicketstuff-security-wicomsec	9.20.0		09283da5b2a356e617e827ec989c735741dc82b7
org.wicketstuff	wicketstuff-security-wicomsec	9.3.0		3b49951148bbe2078d499ea18fe6e9553c51fb53
org.wicketstuff	wicketstuff-security-wicomsec	9.4.0		d1cbd6575183d223c677782805a20b966f82481e
org.wicketstuff	wicketstuff-security-wicomsec	9.5.0		2acce28f632e55add11df8e9fadd02cefe25633e
org.wicketstuff	wicketstuff-security-wicomsec	9.6.0		2dd3bdc1f2a9c40dea38d5dad704d158fc9c1b93
org.wicketstuff	wicketstuff-security-wicomsec	9.7.0		34b6e95407eb8bad891948bf79709fc0a1c82f2a
org.wicketstuff	wicketstuff-security-wicomsec	9.8.0		86ec41ebd4a1c3858239c9252447182527967b06
org.wicketstuff	wicketstuff-security-wicomsec	9.9.0		80ba36ac7fc2a00df9cf4d2845ccdc09afe381ad
org.wicketstuff	wicketstuff-security-wicomsec	9.9.1		68f668bdc5b388f37aa8512532cd1761cb0c5de3
org.wikibrainapi	wdtk-storage	0.3.3.shilad		5d273951a3ec229dca8acabbbdbc567bc6872d72
org.wikibrainapi	wdtk-storage	0.3.4.shilad		f20fae120106e67fb487860c324173e58bf4370c
org.wildfly.swarm	webservices-test	1.0.0.Alpha6		c966c4f181869245b840144ea85a759c8752eb82
org.wildfly.swarm	webservices-test	1.0.0.Alpha7		2bc2907a06d9ec7b0fa18e57505a2744e7e49f3d
org.wildfly.swarm	webservices-test	1.0.0.Alpha8		aad72e5dc5fd534e47fb0c2361faf8ff2982651b
org.wildfly.swarm	webservices-test	1.0.0.Beta1		a4da10d94c4a3635d60b7206484ed21baf32bc2b
org.wildfly.swarm	webservices-test	1.0.0.Beta2		c55d7435be938b1c10f134f49de55a3d0fdc329b
org.wildfly.swarm	webservices-test	1.0.0.Beta3		86376f362dacef7c5030dc872ec00e092214a23a
org.wildfly.swarm	webservices-test	1.0.0.Beta4		9689d3be08449deb14554065fc6a1fd23475be93
org.wildfly.swarm	webservices-test	1.0.0.Beta5		eee058d4c29c9ca1e08d9598fa398e6ad22efc66
org.wildfly.swarm	webservices-test	1.0.0.Beta6		74bc981fd3dea279f6222ac5e396e6a52127dc1c
org.wildfly.swarm	webservices-test	1.0.0.Beta7		485f4ba80c96cf1d373b118a4c378e9a4aac0de8
org.wildfly.swarm	webservices-test	1.0.0.CR1		c6681b5d0c36a9bbf93a9a7520d94c12fe250701
org.wildfly.swarm	webservices-test	1.0.0.CR2		7a01855219434ed66e8731d843c266feb571dca5
org.wildfly.swarm	webservices-test	1.0.0.CR3		bc92094e92ff5ef9818c0cd266a77f0d24f2a860
org.wildfly.swarm	webservices-test	1.0.0.Final		e68598358b23e6492a9d8e8c234eaf8de079bee0
org.wildfly.swarm	webservices-test	1.0.1.Final		2b2d329b3b948dc9f2ec56e82683b8cba1e22f2d
org.wildfly.swarm	webservices-test	1.0.2.Final		9bbe6ee2ec6088097152eddaf4e729e2d72f9a43
org.wso2.carbon.consent.mgt	org.wso2.carbon.claim.metadata.mgt.stub.dep	1.0.19		b3f0777a83366d5a7acbff0935cc15a9712e7352
org.wso2.carbon.consent.mgt	org.wso2.carbon.claim.metadata.mgt.stub.dep	1.0.20		550b95d717f9c3e771ad336e5ef7fbc86d77a0ba
org.wso2.carbon.consent.mgt	org.wso2.carbon.claim.metadata.mgt.stub.dep	1.0.21		2ca551a46fab4e747150539e7e32566065fe59ed
