be.vlaanderen.informatievlaanderen.ldes.ldi.nifi	sparql-interactions-processor	2.12.0		N/A
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.23.0		3c13a04a8141666f5e28ce797e58d67f5252001c
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.24.0		47d19e0428f13f79a1ec72959b10e175da905751
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.25.0		64e913524f0f4c4b47c32fad3d408d8776fe7765
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.27.0		888e30854cb64964998c2a72b1916e6b5f2ff502
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.28.0		8ac71b9b60ae5d2140e7085a1594ddd297ed08dd
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.29.0		f308abc13ba87b428942e5fc3cdaedabc8a943c0
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.30.0		a01e3d5d5beaedeb33c06027607bbe2c424d5047
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.31.0		efa27148bbea6d07afd114304d9b8a1bb7adb382
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.32.0		4d08589e253aed04b2957575a3a455468b2b05a9
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.33.0		4f7d023aab42cd5fc9212ba21d90e8054f61837b
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.34.0		11ea5ee9e91720099e5adf71583cd1a42ddc7ab7
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.35.0		9e61c6491b4ca40faa28940211c93374d581cb49
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.36.0		50c5f6eacd706e79b55e9d5436ad2ac0f1865fee
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.36.1		8fe107842ac2f1596d46d0718acadf9208dea8e7
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.37.0		dd40c4d2a0df7dd1c6c3590a7eeae1b63833893a
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.38.0		c8d862db399afc12580a16ebfa304635c81e33c5
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.39.0		0247b9d2c56d7d2d6b3adc68b47295844a3307d9
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.40.0		dce9a0f93681edd7000a4c6a9274dc80fc9802d4
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.41.0		3b2bed7cc19e8f4fb10e180e4c8616724a46dabb
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.41.1		00d602514e188870dba5f4671d4a55f00470f02e
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.42.0		ed7b49439e75c2e404f8d1a96039a25a1c4fb327
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.43.0		a8854a6bbfe03ff39ce0b4e63961a603fd750084
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.44.0		f09967234fe101c0ad3c28fbbdba7c61ebab7a7a
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.45.0		c92a0fc23486e7c33ec08c99dd1c2be811413f3f
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.46.0		fb92084d606474dc3bfe00daa9b9ee858e779529
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.47.0		bcd3c5abcd099224dc7a69491dd0255e4fb9bcab
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.48.0		534d226f3876177321d0665d8ab167f589b29e1e
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.49.0		507217198fb469bd581c7610221d41b2d4cd7ad4
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.49.1		ce08b2dd8278617ec918a5240468ea76ea057fd8
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.50.0		8a2142cd3e347fdce5e7109a371ab23b95a0bc26
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.51.0		101dccb637254e8a0314ebe186e77ae72b995133
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.51.1		49387fd0ad6dc525c520a33c42547c798fdd6555
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.51.2		da25010189fac81ee7a651152e7737cb8845e106
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.51.3		4863bd62e3896093a513ba64d6eab742f1a586a4
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.52.0		d596055e0f1cb44d329f8ebe3e3b628ab6f3af49
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.53.0		fe244f4a7cfcb1bda0e19eebe9d2a052b0afdd74
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.54.0		90400dfdb2e00ddd7a86fcfcf15551b2fca7bc3d
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.54.1		3d61a3dc2c3e73b07ccf83b7f26382551a6657e4
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.55.0		38f7405aa9c538d6e62d8ea30a56087ac666dcf8
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.56.0		0e2764f6529b7d9ea62a5411d0cf107181adf945
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.57.0		6a6b421c922eba475506cd57139b295ab7919459
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.57.1		b8239d9af4f6fd259aac2085a942ceadc606f7c4
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.58.0		d78b5a536efe028ee20ffca9286244e98eaebef4
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.59.0		93b46923c9318e1af743468841622ec3b7329961
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.60.0		1b8bb5efc521ce93e87dca5251fd806beef26395
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.60.1		0396b61d7be5ae61a71530719770e6ddcd65eca3
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.61.0		8e3b9de70abb6b62466eb72a563a9d141ea2f3b0
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.61.1		872d9266e82883b0535797e896fe7239ba8e7512
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.62.0		ee535b7d8c8d28e83f61a816ca1486f9b55d6685
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.63.0		2cbe39dbfe6fc4f6ade69706e6a72ba0e0a56b32
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.64.0		d0a42c81881fe632da6dc1aa43b0c2583922340c
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.64.1		0d0269d0e08143fc9edd29bad4cb6e2235de6e57
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.65.0		39768eb7c3d568c4211ec6eb2728c82894e8381a
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.65.1		8639537a4bae37513888db831db3952d3359239b
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.66.0		6fe2e612d1d10e8cacb73557d55750d3013f0113
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.72.0		8bfeb798f5a5189f3d14aeda95a06f10de49d480
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.73.0		bd3a8d32000844150ed1501c9f94735e39703ef3
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.79.0		f32441533712b6581a5c533bbbe78e2bc8093da9
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.81.0		b640a29009a5d93ce09cbb37d1a64a7223cdd881
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	2.82.0		9a1e3836f04649a57e1fed90d07670e2701bdeaa
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.0.0		5886f4a98075e8eee1cb42d9d3515d9fbf721ac1
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.0.0-beta1		8a148c3d4bfe332d26ec9487445386bd053e874d
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.0.0-beta2		159e70dad47a5201627113aea9742d14196c57ee
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.0.1		6c1036555e95cd213022c9e8e5933c12f49b7557
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.1.0		3e7829e3d2147240db3685e127936530e1002c30
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.10.0		f4d8df62e1f685e6249daa3c76495a3d1fa5ecd4
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.11.0		c9ed679d871adf5aff56ea507a3fbac3651dd7b7
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.12.0		d9b143473a338032e48a6546e4f6944532626b3d
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.12.1		8aaef557129381a40b02d6f2614ab52156cddf13
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.13.0		59792e5e774d8d18809930ef96c271624194d6ab
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.13.1		672275d0fc05926bc29fc68ea06d146ff699e096
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.14.0		64b7c9b029c4a9e77ebfd839beb92772b9575757
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.15.0		b31164ffe4c389de8ef8c1d3a8406f32caf9ed2c
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.16.0		5d8bf5a193bfdad5334058d350db703fc953c735
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.16.1		15e97167a88f330f96aa1c6b9886c80294c1ac64
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.17.0		958c0e80ac12446ab7f365078e3546e186a30185
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.17.1		38b51d97cf7c519a80bf8333c5a51dabc03dbb6c
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.18.0		49f2ffb50b8fc6dd8aaef4c4484e6deee5a73718
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.19.0		dbabce02d013ced638265d6362de08c199571bc7
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.2.0		3f2c49727fda9ee91f05c39ee496c967c50773bd
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.2.1		89dbc3b486be48e65d41089de4e4f206450cd0a1
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.2.2		6fdc047d29b13fe2e362527cf48b0282c0bcdaed
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.2.3		58e64b74be7943102a3f1341ee5f6672428236a1
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.20.0		d133b246e1cadb47d727098752b25e77658d90c7
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.21.0		19db9160d56792f19d1d80274e2e3ade2b9ee776
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.22.0		bd7a85ad89766502fbb3d92b9c298afbea9b8e2c
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.23.0		faa9293c6702df230b5a0d4b002483bb1a5d2159
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.23.1		3023ba5baf09ad5814e9084ada3a24bfa3950013
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.23.2		f6b4e8f5df7200ba99253eb15dcdeca9d6716743
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.24.0		f467c33b6830183c346e5a53870849633fec3cfd
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.25.0		db0cff7187f70fec5f3213c86adb766adcdbbd48
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.25.1		0b6b1a1c93795a854aba4d0fb04227acbac897cf
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.25.2		b955e3432a5f37aaa1f8a63c9be489d3efd072d3
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.25.3		d3b900e59c4838ee3823ff10824b146d3eb69369
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.25.4		a20c2523a56a563bb893dbe9b4d26b13ce9ff6d9
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.26.0		a31bc858586659d745c7309097e9a958dd24e32d
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.27.0		da5b1ff5ad65918a160b63736020e3ec3f007d75
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.28.0		02f8225dfef65e06d08a6e544bcb5ea4298f5886
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.28.1		0ccb6744df9ea5b4a75b691697e28072ed9939cc
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.29.0		244e815ebe7ff237443462066580c7196dfe6f7b
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.3.0		bd48f0c898c783719542bf85af907ce35df3220b
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.30.0		de2692802aa119c9a9d9113d8e07c32051deaf36
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.31.0		7418452b45fa83b746885a589247d39c6768f105
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.31.1		70fb8433eecdcec7d378be4b40e531f239262ffa
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.32.0		4390dfdf282604656a5a390d6ca29d0dc66b50d6
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.32.1		be57e1ec792b89fefceeaa22fbeb591daf79d8ba
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.33.0		807c2d87889be14d5a0262aacb0b95ee699e7595
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.34.0		59378afb6b5b2868430a83f472a40e46ad863791
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.34.1		0fc607c68ba8c760e8efefca103b2465ebb58c59
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.35.0		e3aa28f21a8529b8220a588d262ea2ad58ceb2ee
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.36.0		38a90a52997eecfdf0022fabfe267e5b68853de3
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.37.0		be4ba8011972078b8ee3580fd470e7fc0a413c12
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.37.1		180e21a6399521cf6cebed2f2983418c4c505cdd
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.37.2		16995dc6bb450511b308dc0dccb095b95b5637ca
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.38.0		aba36e8717c2bd35be2fc91f54f3b0342b15f998
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.39.0		94c1434d0f87683134e412b966889146769c14e1
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.39.1		de6859d45febec5b67e31aaab8105b93e05d6200
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.39.2		d1959d2f13e4582a6d514b028234ff2bbe01d9dd
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.4.0		e7624bc49e0843081ba444201e7500c2b3c3ff3b
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.40.0		e19d16f013ef707fc7d36761fb8ef009fb550528
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.41.0		2d66481c46b2e1e166931b9f3e864ce40a35b32a
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.41.1		19d5e6240cf09024fe1a85ae1dd1e30f666a98fa
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.41.2		3b421a86fd9ac519cd413e9233c85d76d553b6bc
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.41.3		8ae3f92978f11587330f9645fa1351bb690d5f06
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.42.0		f47760073279b5e2d0367e1de0822b7b83fcf772
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.43.0		d315a8d0ef1b8459e3f03db69640fdd464d72745
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.43.1		46945855c0d26b99d570d0d725e1956ee93f419d
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.43.2		966c9ee1d3407e3bcd35051821673b3a43413727
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.44.0		67164cada50937bcc084fb198a52972d327343d0
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.44.1		a3ba403923167ae3175b0269a30cf3341fe088a2
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.44.2		6b7f9fe93cabaa90e5c987b602addcfd07202247
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.44.3		204d954855280e8a4137ba43b016f56c27321658
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.44.4		c64a3eb50642248f09c507744917a0e404b72b2c
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.45.0		0633ce3bf1dd8dd72f7c51a83ab4708fff4147f7
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.46.0		0b5a14e4be83ad63c23d9ec55405b3f3ea8a4763
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.46.1		2cb3c985067c2ade023c31436455ca8cf61832fa
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.47.0		04959a25c777060fe51c923b1edda883ec160e23
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.48.0		252f1a4901cf82bf101e7e4b701e046354335eb0
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.49.0		fa65fe6626f8f7f440c68222e20813b08883d947
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.5.0		b2a9479c8437d5c1766509a8ff6fe77541c3e883
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.50.0		a3e0c339df6ccaf84171f4c994de660601c80422
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.50.1		f7609ec91fd23d40d8bb39ee54556901d19f280c
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.50.2		be73f3d59726c31077801d6f8e65a22606059f92
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.51.0		4fd7909ae5935d946e94829a8a69d0d4454e714f
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.52.0		3104c7a71331651029ac61b1fc8b1dfcf1275afc
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.52.1		1f9f8abcb7cb0dbdbd42da2901c1696486a36e97
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.53.0		93dc823434311ccd4c90d3def2b1e60b323f3ea7
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.53.1		2ef610b85dfddbbef10bddd09a46a869c3dbcf4c
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.54.0		5a41c8e9486af53df0f1c296c4255e594afb1bdb
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.55.0		b59fe0365b08915b838df3be9545e2f0dff2d5c9
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.55.1		297e3f717640cdc94c2a50fdeadb2aceadd93b93
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.55.2		c161af23bff6180bd1846d2447b2103b43e4cbe9
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.55.3		9b9fbb2d5585e5de47c06cf2428a7960d9575674
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.56.0		1fa350a28fd7e8cd39fe8bb86fdb8988c6330896
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.57.0		480d075396cce3499553b1e1bb9232ce920b166f
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.57.1		17e7d0b413bf35ce5f57c60b081272179907b20b
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.57.2		5d999ee8ced72417499c0bb0352993a814c6e20f
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.58.0		4db7b36d1cb19f48d98d48fedaa6ec496337717a
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.59.0		0ed86969d99630d2bce0a29fd2654f748b946fd2
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.6.0		525636405e11b613037ac7959fddbcb1a5cf2dc2
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.60.0		9bcce912e69ed9c17437ed936b0a0649bf59e54f
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.61.0		971671508654286dc2a42525014d3d330264c46a
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.62.0		0eb0b6cdcbb045fe5dcab7d05d8449a48e7bfdcb
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.62.1		34bfc87977987b2204ebd28906b6f55b577cc249
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.63.0		c3587cb6cffe02e977c2d4c2179a4ab1bc2b9040
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.63.1		c3a858bb950c53bea71c4376cfbba8d2a436eb3f
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.63.2		766a3598a0cfa22c47cc06b9a92d32b8fa818323
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.63.3		4a610f19b8125e7123e243f311758c233afaf68d
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.64.0		d91b838e301920679f7b75494bd866555ba42787
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.65.0		7bc5e022867b8fffa909acfc3407de40b41d4db1
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.7.0		331e2608057c2d8c99520e780daa854d0354cac3
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.8.0		c47559ce37cb391d833bef51429a75d9ce548f96
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.9.0		1fe534da895bfd9759507e02d7fdea36d53c27cb
com.oracle.oci.sdk	oci-java-sdk-identitydataplane	3.9.1		e7a4500061545f58969d8189b1c8c0b54c24bc11
com.piniacloud	spring-pinia-component-jackson	3.4.1		9b746eef2f6c5b3e0f5baa5fc8ae512b3c8069fc
com.piniacloud	spring-pinia-component-jackson	3.4.1-M1		05b31867b24a05302581677448f68125677828b5
com.tencent.bk.base.datahub	kafka_2.11	0.10.2.0-bkbase.3		85cd8ce5bf49f0196b6285810a22e7a3624d3ba1
com.tencent.bk.base.datahub	kafka_2.11	0.10.2.0-bkbase.3	scaladoc	2ea346f52f1745779777db205da46e364e7840c2
com.wordnik	swagger-core_2.11	1.3.10		b9ca0f37d95d371f3a340e21c8a5ff41632961f0
com.wordnik	swagger-core_2.11	1.3.11		84cfbb9cdd83a3ead210138f08ab583d682ed036
com.wordnik	swagger-core_2.11	1.3.12		54f0cd63f2315eb637d2955e1f83fe8e967a11fb
com.wordnik	swagger-core_2.11	1.3.8		ceb75ea581445312a6952c7115df606dc1e5c6c4
com.wordnik	swagger-core_2.11	1.3.9		5b47b66d035655ce8b01cf170776c8eb3956de4c
dev.g000sha256	material-color-scheme-jvm	1.3.1		6032e9029006729238697adf7c0b8b51024c460e
dev.g000sha256	material-color-scheme-jvm	1.4.0		4781c063e9d885e7065dfa47bb6d06486cdf5617
dev.zio	zio-cli_2.12	0.1.0		d2d7a15d832a4464be4685f29220bf3727eecc65
dev.zio	zio-cli_2.12	0.2.0		2e982ce0bc1b9e43e9f07d53ac758b4323d2d89d
dev.zio	zio-cli_2.12	0.2.1		d2c007234e16373354132e9831a9646f3085a29a
dev.zio	zio-cli_2.12	0.2.2		43f03ca2f907a8425686384535d67142f5a4e2df
dev.zio	zio-cli_2.12	0.2.4-1		c9995b5c72f2c93f5cb0ffab699c7e84dd2cc516
dev.zio	zio-cli_2.12	0.2.5		dbc6a184e2ce14a8d4b911bd1d123ac68cef4d20
dev.zio	zio-cli_2.12	0.2.6		b87b7261355c7835d6730abaab74d4b8a41a02f8
dev.zio	zio-cli_2.12	0.2.7		9a201a6f48c08a50163cc9ee1fabf09add6c01b9
dev.zio	zio-cli_2.12	0.2.8		d1f685b395f7fc9eda0c1911a4ccd1a3a7b2516c
dev.zio	zio-cli_2.12	0.2.9-M01		21b883cce8fc559e45a8c93b8a67dcad19a72743
dev.zio	zio-cli_2.12	0.3.0-M01		3afd40aa363485b23871e21fadc9b55a45221bfe
dev.zio	zio-cli_2.12	0.3.0-M02		d3a75f4e7f3fd3f7908c2af3ebc680d02be98b62
dev.zio	zio-cli_2.12	0.4.0		1afea56112a36789613ee09ab3b2dd1177a53204
dev.zio	zio-cli_2.12	0.5.0		c2d4270ae407920667f67c404b050f10b2e87474
dev.zio	zio-cli_2.12	0.7.0		acce1a04006549a535920f26a030090b22bb59a9
dev.zio	zio-cli_2.12	0.7.1		7b271cba0ccab590a286aedd7652744cf02f644a
edu.stanford.protege	de-derivo-sparqldlapi	2.0.0		c7a2e55b61225256b4af4bfeee29d64eca91f458
im.mange	shoreditch-api-liftweb_2.10	0.0.4		0dfd97d0b5ebd5819a72bcfd8cba78f323ecfe9e
int.esa.nmf.core	helper-tools	1.2.0		92ad144004e8baf8a6afd6de3a05a63fd6b20db7
io.atlasmap	atlas.java.module	1.10.0		97790b37771045a44b1e444ca4d12cf91d38cde1
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.12.0+0.0.1		ce2ae2286e3871617d9f0e7849499c00f7003518
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.12.0+0.0.2		3e2fb9148393ce2b758368a9539c6950be286883
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.13.0+0.0.2		ff5e0baf68c20e0644cd43d09b55f5e9344bda98
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.13.0+0.0.3		1e19b1b3f126ab3f76321250b45c01a02f4a3282
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.14.0+0.0.4		3ff80f8dd77c080aa7eaec8228489411daa4124c
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.15.0+0.0.4		4fdbe819276b7d2b411146c97073e6f09eb4dc49
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.15.0+0.0.5		f2d2934c133aa9bee5de9d04bcba14ad92df4bb2
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.16.0+0.0.5		2b9a631357b08e753ae7a040f4a186dde7f407c6
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.17.0+0.0.5		e9425c5eecf7e254eaf537dbffafe6d3cdd457b2
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.18.0+0.0.5		e26f461cbd0f72c7f4986d8fa5e720239c762945
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.19.0+0.0.5		b048b05c95ff2e34c31be513de25e2f332bc803f
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.22.0+0.0.5		342a35dce1b783e5c09681fc2083c1b51422f033
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.23.0+0.0.5		0fbf12da28a698f99ed3376ce1a176db2b92f74a
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.24.0+0.0.5		0915fe51b2a2a1ac7abb817b9870a08218b1ed81
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.27.0+0.0.5		7877e025c0b17fff7faff5a6ab0c33f33691e4da
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.28.0+0.0.5		4c482dec5a428401bd05337bb5e730925857451a
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.28.0+0.0.6		399b1aebfb011e9a64e4ab21073fbbc188491fb4
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.29.0+0.0.6		3301acd6c9222f45b5489cdc815f0da29ed4ac6f
