br.com.objectos	metainf-annotations	0.4.0		ff706e50d3e2f8c52c63cedf96b67b124e1ceee3
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250331.13697.0.vef800592		cc909f80afc4a00f68783611bb48568c6e8c8fdc
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250401.13704.0.v4decfc03		cc909f80afc4a00f68783611bb48568c6e8c8fdc
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250402.13706.0.v4bc8905c		eee89d85fba2aa0282b1ec24adb03b9fd2b6243a
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250403.13709.0.v7688098c		eee89d85fba2aa0282b1ec24adb03b9fd2b6243a
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250404.13714.0.v1095c9b0		b291aa094a42e5272d4d5bb1db9073d5474b80eb
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250408.13716.0.v9419d70f		f5d28985e37a84a76907402ecfc0cb9d7b851ff9
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250408.13724.0.v26c31e8d		c0848ef5fda53c637eaab6e1155ed05ac495c080
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250409.13725.0.vf1a3bb22		b21018b0f43cb5df253db79339044d911437dfe6
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250409.13730.0.v6972616a		b21018b0f43cb5df253db79339044d911437dfe6
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250409.13732.0.v6b38b804		b21018b0f43cb5df253db79339044d911437dfe6
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250411.13739.0.v9266ad3c		360e79517a5ed565c7b4aac2a79e8d0c736c852b
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250411.13746.0.v590c3204		a0ab96fad906521fabead47926f99700a91f4d05
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250414.13748.0.va2312729		a0ab96fad906521fabead47926f99700a91f4d05
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250414.13752.0.v0c202990		4a9a9c56d927b48ff22b4769de0affb493ce9437
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250414.13754.0.v6f99815d		4a9a9c56d927b48ff22b4769de0affb493ce9437
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250415.13756.0.vafc5c867		4a9a9c56d927b48ff22b4769de0affb493ce9437
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250424.13760.0.v90d51dbb		5ba5059e9b7b1afcd5ac11b4748ffd1eee9dc078
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250502.13767.0.v2fc6c7e2		ed90ba272ecde58a0b7e2f2ae209ff40cef9fc18
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250507.13770.0.v8a383258		ed90ba272ecde58a0b7e2f2ae209ff40cef9fc18
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250509.13773.0.v7f71343b		ed90ba272ecde58a0b7e2f2ae209ff40cef9fc18
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250515.13776.0.ved4899eb		ed90ba272ecde58a0b7e2f2ae209ff40cef9fc18
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250415.13757.0.v8ac8af98		4a9a9c56d927b48ff22b4769de0affb493ce9437
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250415.13760.0.vea143716		4a9a9c56d927b48ff22b4769de0affb493ce9437
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250416.13764.0.vee0fc5b1		5ba5059e9b7b1afcd5ac11b4748ffd1eee9dc078
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250417.13766.1.vef057e66		5ba5059e9b7b1afcd5ac11b4748ffd1eee9dc078
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250417.13774.0.ve1001b97		5ba5059e9b7b1afcd5ac11b4748ffd1eee9dc078
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250418.13775.0.v79817894		5ba5059e9b7b1afcd5ac11b4748ffd1eee9dc078
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250422.13778.0.v2de0966d		a9a79644afa304466291333f0ab628932a77813a
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250423.13779.0.v4c39132a		a9a79644afa304466291333f0ab628932a77813a
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250424.13786.0.vb68dfcad		727f52c7c16f89931c61920b3d84d301ad52f367
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250425.13791.0.v1d751043		5a82f287688aea8bdcc6a22bf743d73891a97466
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250428.13794.0.vb7f162ae		5a82f287688aea8bdcc6a22bf743d73891a97466
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250429.13798.0.v0a9ac077		1404aa9b40d4fe033df7ebf1fdd4ebfc8bd08b84
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250430.13801.0.v62e9a71a		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250430.13804.0.vecb995a9		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250501.13805.0.v6dcc9347		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250502.13811.0.vc9342f2a		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250505.13814.0.v8f469e2a		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250505.13816.0.v6ffb8da8		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250505.13817.0.vf79dda6c		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250506.13820.0.vb449114c		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250507.13824.0.v7bf1a9f8		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250508.13828.0.v6124cac0		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250509.13829.0.vc24ce1fd		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250509.13832.0.vcfc1ba78		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250512.13837.0.v78d1b88c		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.daml	canton-community-ledger-ledger-common_2.13	3.4.0-snapshot.20250513.13844.0.vbc99348c		a6f51ac6febd50fe44b45a3bbd9a10b512f19c34
com.diglol.crypto	crypto-watchosarm32	0.1.0		N/A
com.diglol.crypto	crypto-watchosarm32	0.1.0	metadata	87c83d851170271e3bb8baabe1b32b7fd1106d98
com.diglol.crypto	crypto-watchosarm32	0.1.1		N/A
com.diglol.crypto	crypto-watchosarm32	0.1.1	metadata	c2644e2f6e634a240749847ec3353e5c0298657f
com.diglol.crypto	crypto-watchosarm32	0.1.2		N/A
com.diglol.crypto	crypto-watchosarm32	0.1.2	metadata	5b8f86fea035328fc9e8c660773037a3401ce25f
com.diglol.crypto	crypto-watchosarm32	0.1.3		N/A
com.diglol.crypto	crypto-watchosarm32	0.1.3	metadata	5b8f86fea035328fc9e8c660773037a3401ce25f
com.diglol.crypto	crypto-watchosarm32	0.1.5		N/A
com.diglol.crypto	crypto-watchosarm32	0.1.5	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
com.diglol.crypto	crypto-watchosarm32	0.2.0		N/A
com.diglol.crypto	crypto-watchosarm32	0.2.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
com.eygraber	ejson-gradle-plugin	1.0.6		153ab74d926af0c3b0a5fd754a80f85441db0644
com.eygraber	ejson-gradle-plugin	1.0.7		1391a7ea2ab154f45bc6cbcf9b90a8d83d64a542
com.eygraber	ejson-gradle-plugin	1.0.8		dadbddfde4d292b931a5f4bb25ad546e04659742
com.fresco-kitchenos	kitchenos-client-sdk-iosx64	0.0.0		N/A
com.fresco-kitchenos	kitchenos-client-sdk-iosx64	0.0.0	metadata	769cbed400738d88c73ea79db1c5b7e21e260e46
com.github.alexarchambault.tmp.ammonite	ammonite-interp_2.12.1	2.3.8-125-0c2846b7		9526a0c7b64880f1a6034db8421b6bd1ff095a8b
com.github.alexarchambault.tmp.ammonite	ammonite-interp_2.12.1	2.3.8-126-b13d995b		807389a500eb4f02888781097b654eafcd36d556
com.github.alexarchambault.tmp.ammonite	ammonite-interp_2.12.1	2.3.8-91-0bf267c2		004570d4467ce50f127de7055960980b769f5941
com.github.alexarchambault.tmp.ammonite	ammonite-interp_2.12.1	2.3.8-93-f3ac22ce		f6a3fdec9f6afbbbb3e09b7de26d840719812901
com.github.rmannibucau.jel	simple-jel-proc	1.0.0		f652463595b14cc6047110ed6ed13dc394c17b25
com.github.rmannibucau.jel	simple-jel-proc	1.0.1		e00bc74d5b5a4d808f542effeec8aa255cff7a31
com.github.sergeybudnik	smart.config.data	1.0.1		78fdb1d266a8c4dbf675926db13fffc0c790fb10
com.github.sergeybudnik	smart.config.data	1.0.6		84c1e5d96ece2dfbad8fd7abffafbdba1d43732e
com.github.sergeybudnik	smart.config.data	2.0.0		79016e5aec803d5cb6ec5276c195ab4148b7fd32
com.github.sergeybudnik	smart.config.data	2.0.1		f985e56122d2b6d15b9ef2d66a0288e0ed42cecd
com.github.sergeybudnik	smart.config.data	3.0.0		e6f3d4a1d8fe18b00a4d1f0bf003a9410194d776
com.github.sergeybudnik	smart.config.data	3.1.0		c40df763747779a46f4742192109bb81c3eef02c
com.github.sergeybudnik	smart.config.data	3.2.0		d52b273d3d0b42122ba57e6d56c690f66a52333b
com.github.sergeybudnik	smart.config.data	3.5.0		8ddfc41fffeea275c0ef78295d7b351f7edcd8da
com.github.sergeybudnik	smart.config.data	3.7.0		851c12f18fd1f9f702fda47351665aca70cd8eed
com.github.vital-software	scala-redox_2.12	1.1.0		2d25adfa53d76a694f00791f70d42e1311182066
com.github.vital-software	scala-redox_2.12	1.3.0		9280ff534c8f4af19a2ce27248cba2881c22fbd1
com.github.vital-software	scala-redox_2.12	2.0.0		6773ff75701b55ed4558241c6d555c635d014b92
com.github.vital-software	scala-redox_2.12	2.0.1		ccbb9e67178da926ab4c73c6cac872d533a6c02a
com.github.vital-software	scala-redox_2.12	2.0.4		d5aec86b94e7c650fef484e77634bf0cb2e43cf7
com.github.vital-software	scala-redox_2.12	2.0.5		d8f1ef5ddbe6a892abcbe50ea2f0edcf4d7baeaa
com.github.vital-software	scala-redox_2.12	2.1.0		31d6c2f2789c4252de43a1d8d6336efcb05195d4
com.github.vital-software	scala-redox_2.12	3.0.0		5b3fc03ceaac2900ac96bd5ce15a02ca9f651404
com.github.vital-software	scala-redox_2.12	4.0.0		b42272f17a642a989454afac04d1d07f9a6c49ce
com.github.vital-software	scala-redox_2.12	5.0.0		68acf0813b3e1c6ae0076a44f02c4b03ea54ea99
com.github.vital-software	scala-redox_2.12	6.0.0		74df8513d082995de7999f0dd84b328fc66b3576
com.github.vital-software	scala-redox_2.12	6.0.1		e79e0a4b9342ef93281be3b68777c6e047ca8605
com.github.vital-software	scala-redox_2.12	6.0.2		88966ed9426b3a393d24846be77b63bbdd7e2555
com.github.vital-software	scala-redox_2.12	6.0.3		2e84ba8772c6308b1e4260f57a2396d16b364d22
com.github.vital-software	scala-redox_2.12	6.0.4		b4a699afd276442ab92a7bd7aa49012effbc35e5
com.github.vital-software	scala-redox_2.12	6.0.5		a45a10a90ca88e0afa310701de313090c8243986
com.github.vital-software	scala-redox_2.12	7.0.0		ab3a25bfe512c3f1a04f0e923f26f2cae7c3d7b0
com.github.vital-software	scala-redox_2.12	8.0.0		827f5bd021e4b37f3de7c2950f2356e17ee00e9a
com.github.vital-software	scala-redox_2.12	8.0.1		5fd6a50f170e23a94269886e6e5219c5be10823b
com.github.vital-software	scala-redox_2.12	8.0.2		370b255d71528c526baa88720696f31705d35280
com.github.vital-software	scala-redox_2.12	8.0.3		4a0722496692c7f9712abe6b6cd8c24030e1673c
com.graphaware	neo4j-dto	0.1		4b4912e14d0c295cea71564e5a3fbe048532b40a
com.graphaware	neo4j-dto	1.9-1.0		2893d46b0e85a0d00b92b70c3170fdb5dbb6d849
com.graphaware	neo4j-dto	1.9-1.1		c598a3296532baa25b6d6d74976f0b7d19f19a26
com.graphaware	neo4j-dto	1.9-1.2		8d4de819ada7bbab32b754407d33cc7d8dd4bfaf
com.hortonworks.registries	schema-registry-common	0.1.0		fee98cf20bca396b46a0402a70870ad2ae2b4312
com.hortonworks.registries	schema-registry-common	0.2.0		8961580472d3a20deb9da8246c02972767a7fb24
com.hortonworks.registries	schema-registry-common	0.2.1		804ef121e98599b70b20a2cd966e4a3f2f3da81b
com.hortonworks.registries	schema-registry-common	0.3.0		41849293f3744faa62c4471f1f5f54615330be55
com.hortonworks.registries	schema-registry-common	0.3.1		749051b5b558ea416cba5eec760b11031923fc93
com.hortonworks.registries	schema-registry-common	0.4.0		ce2c19e4ef84dc0289860b1f6f551bbc9eb020af
com.hortonworks.registries	schema-registry-common	0.5.0		a980b6268bb9b6b384b7c3e9a8ff689a6d73c87f
com.hortonworks.registries	schema-registry-common	0.5.1		ceb57a2e555517e438bfbcf8fffb13a456b424eb
com.hortonworks.registries	schema-registry-common	0.5.2		66119c296f19a813fde7339eef330b063812910f
com.hortonworks.registries	schema-registry-common	0.5.3		9febb5017ce219eca4aeb55f5048c753d832798b
com.hortonworks.registries	schema-registry-common	0.5.4		5e9c9c5ad9c128917bdf22adea503582db66d770
com.hortonworks.registries	schema-registry-common	0.6.0		95452e3114b5a40b193bc01322d682b3384b7270
com.hortonworks.registries	schema-registry-common	0.7.0		908679289c6d866983857dd724a2f55ae036bafe
com.hortonworks.registries	schema-registry-common	0.8.0		13d4ce4263e5cb4740b3b23f8e43b11a83cbf681
com.hortonworks.registries	schema-registry-common	0.8.1		299f8441c9af17f0539589cfca6c8d2034b99868
com.hortonworks.registries	schema-registry-common	0.9.0		4c7c0c4176e335fd9909c68bd491afe476fc2ef3
com.hortonworks.registries	schema-registry-common	0.9.1		357c90082eb69069cb49655f6be198af1a990c35
com.hortonworks.registries	schema-registry-common	1.0.0		831bec608e2ddabb1fc4677c272468c51f180e08
com.izettle.wrench	wrench-prefs	0.1		N/A
com.izettle.wrench	wrench-prefs	0.2		N/A
com.izettle.wrench	wrench-prefs	0.2-RC1		N/A
com.izettle.wrench	wrench-prefs	0.2-RC2		N/A
com.izettle.wrench	wrench-prefs	0.3		N/A
com.javiersc.either	network	0.0.1		caa6e94dfeb565b5f4e81bb963a5dc1694a6af8e
com.javiersc.either	network	0.0.1	all	929554d51d70acfdbb4ce2c445ae03939f7cfac3
com.javiersc.either	network	0.0.2		3433fe4f7390917beaf063d9547a8757c3810cea
com.javiersc.either	network	0.0.2	all	d250fd9704a0fbd7de7f1d5f747f8e997f1065be
com.javiersc.either	network	0.0.3		a0dceec30da051cf212d93a69199bfa3e6bfbebb
com.javiersc.either	network	0.0.3	all	01b8f80ead6e25dea5e1cc1c7d6dfe91db2c19a4
com.javiersc.either	network	0.0.4		d3055d37661c86c805f12c609ffca8bc049fe8ee
com.javiersc.either	network	0.0.4	all	42fc7105bca7f3e46f7c0e595827853c72a21273
com.javiersc.either	network	0.0.5		628c7c2cee48793ed8aa790dd04f44f8a1e891c0
com.javiersc.either	network	0.0.5	all	bbaf716d4723b656521dc86dd89249b612a7478b
com.javiersc.either	network	0.0.6		8467bf35884c4b5f783bdae9ecc43e2e694fe098
com.javiersc.either	network	0.0.6	all	8076bed63e624097f6cb35de2833782014aae960
com.liferay	com.liferay.site.navigation.language.api	1.0.0		1dd91714a94eb7931117961fa0a89d12d86cc3b2
com.liferay	com.liferay.site.navigation.language.api	1.0.1		e2128335ed0ed1372fd96806cc24bb176d86af49
com.liferay	com.liferay.site.navigation.language.api	1.0.2		66d7c190acad51bc463a666492776ab7e9395732
com.liferay	com.liferay.site.navigation.language.api	1.0.3		14f2866bf29898aa51ff936450f207a2b618d57e
com.liferay	com.liferay.site.navigation.language.api	1.0.4		5bd2611440eb7eec31611082e8c747119d17cf34
com.liferay	com.liferay.site.navigation.language.api	2.0.0		a5f56f566dfc98092de587e2614d5e8ac46c1c90
com.liferay	com.liferay.site.navigation.language.api	2.0.1		f7c1c06c5154c1ee2d125e66e5d0d258f9fadf74
com.liferay	com.liferay.site.navigation.language.api	2.0.2		3c63f16e769e1874539d11feaa6ea79cff73dd6b
com.liferay	com.liferay.site.navigation.language.api	3.0.0		a3fc069288c119c89ba2c1ba96cae117338fce7b
com.liferay	com.liferay.site.navigation.language.api	3.0.1		46c1324688a5a4618a81922b9cee5ad6e7fdaaf9
com.liferay	com.liferay.site.navigation.language.api	3.0.2		8c4d8dc6a7b181c8139871dfd6421f717c112693
com.liferay	com.liferay.site.navigation.language.api	3.0.3		7845cdb616e58a1d291e0ae29e900f1d04195063
com.liferay	com.liferay.site.navigation.language.api	4.0.0		41c7ac2c73b349c896572933ca63056979a4be59
com.liferay	com.liferay.site.navigation.language.api	4.0.1		ddb98467a7d285d13b91382b288be571d094a178
com.liferay	com.liferay.site.navigation.language.api	4.0.2		49110715e1903a57245a6a4c8e1e56cab8608e5d
com.liferay	com.liferay.site.navigation.language.api	4.0.3		43cd76c2dc6a82ff975aefa784a2cf3b9edb14af
com.liferay	com.liferay.site.navigation.language.api	4.0.4		4e43b553d3a4d47d484f60e5b42338ded4ca13cd
com.liferay	com.liferay.site.navigation.language.api	4.0.5		c1fd8a34a521eb038c39f1496808819c0c95bb00
com.liferay	com.liferay.site.navigation.language.api	4.0.6		241439d9cc5bc3a02eb9f72a97fa41edd6f59ee6
com.liferay	com.liferay.site.navigation.language.api	4.0.7		19559b744aa4665ab9468640eca89335d3148f16
com.liferay	com.liferay.site.navigation.language.api	4.0.8		296d0e1dd120de66ad57b28c7de43f7466669d5f
com.liferay	com.liferay.site.navigation.language.api	5.0.0		7c82341b3ce373c9258a8fa7d0687a17da8ac23c
com.liferay	com.liferay.site.navigation.language.api	5.0.1		790b42134168f5c125b577ed41d3474b7325df0a
com.liferay	com.liferay.site.navigation.language.api	5.0.2		ce9e1d7f712f72bae74a73cc203668dad0138bb4
com.liferay	com.liferay.site.navigation.language.api	5.0.3		3c2e7efc375944abf9ced75025fa62993ffbd8d5
com.liferay	com.liferay.site.navigation.language.api	5.0.4		395c705c809e6e2227d0e193a1c58184cf09207e
com.liferay	com.liferay.site.navigation.language.api	5.0.5		d5df6ac1d16fb6fcfaf7d653d1cf7b6ef0fdb0d5
com.liferay	com.liferay.site.navigation.language.api	5.0.6		d0111e6e7dc01e057f5c30c1bf1c247b4370c73f
com.liferay.workspace	com.sample.minimal.workspace	20230208.2104		N/A
com.lihaoyi	upickle-core_sjs1_3.0.0-RC2	1.3.11		0331a88963e51c638c7bc5d5d0f22694808b62f7
com.puresoltechnologies.purifinity.plugins	repository.directory.test	0.4.0		8a532c8cdf0bb5b6259c41d740d0dee4b8dcb360
com.puresoltechnologies.purifinity.plugins	repository.directory.test	0.4.1		1f34322eace5cd5907ce19eb5f2c1494a5e561fb
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-1		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-1-kotlin-2.0.0-RC2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-10		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-10-kotlin-2.1.21-RC		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-10-kotlin-2.2.0-Beta1		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-2-kotlin-2.0.0-RC3		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-3		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-3-kotlin-2.0.10-RC		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-3-kotlin-2.0.10-RC2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-3-kotlin-2.0.20-Beta1		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-3-kotlin-2.0.20-Beta2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-3-kotlin-2.0.20-RC		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-4		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-4-kotlin-2.0.20-RC2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-5		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-6		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-6-kotlin-2.1.0-Beta1		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-7		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-7-kotlin-2.1.0-Beta2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-7-kotlin-2.1.0-RC		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-7-kotlin-2.1.0-RC2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-8		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-8-kotlin-2.1.10-RC		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-8-kotlin-2.1.10-RC2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-8-kotlin-2.1.20-Beta1		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-9		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-9-kotlin-2.1.20-Beta2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-9-kotlin-2.1.20-RC		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-9-kotlin-2.1.20-RC2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-linuxx64	1.0.0-BETA-9-kotlin-2.1.20-RC3		N/A
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.14.0		34ce31b4541d47f358e47655e6b97a86e1cbcde3
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.15.1		3c8faff8994b35398f8e37fae43e285a1b07b2bc
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.16.1		bcecc955828c2b307295d2f5e848e85373654731
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.17.1		15b5c5631cdb811cca45cfb7ba94ca2b9ed33b39
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.17.2		17b8383c0c3a450796adec61bf5d1d3e781b6536
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.18.0		f92b9a2948d082d1e9dc32497044b963629e88a8
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.19.1		26d29b70dacc14d8b3be24e9ed82009f217bab6a
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.20.0		8ea3ed3a28812edede6e290a60fcbc17a1685e0c
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.21.0		78593399782b01c31b0b866827f92424bbfadace
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.22.0		d38ba73722f7e084a774428774236ed28cdf2b83
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.23.0		fd5ed441610630f98c1d44ffec2e21efdb97bb13
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.24.0		0a4f74cdc126897e657061047b959733912a2b62
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.25.0		fed032bf154e3e3909c58e739e187b43f6d16432
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.26.0		117d3f18dc53914880a6cff8657c5e8547c51c47
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.27.0		6cf0e5693c83944b01817ab6a386993f452b9de7
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.28.1		f520359585a5a36a0c59af6c62dee86cecfd43cc
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.29.1		eabe3ce07954b3a378c44d1d8b0ad274c330c590
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.30.0		d365cb357f1846459ef2e8b731798e6b57d4e2a7
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.31.0		9d7a9538d55307c2119460fbfd77cdd4c30b0615
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.32.0		8d216eb23f07e8b9f05999db58b5a7ce8ea2bca2
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.33.0		8f0abd51786913a4b9547af1eb9a21514cd2b9bc
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.34.0		3e22eeb8299f672b74e1e2c93f6167491449aa4e
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.34.1		ee308726ad547042e8334c5cba14fa07be34f041
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.35.0		da6446ca124f49a6f343e24d9779b9710dea4901
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.36.0		bfd9db8ba5ab5865afd9e14ac4afe6442d522524
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.37.0		ae2434d69b707c8d8ae9283fb9ce191a6be8f131
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.38.0		c93147be386df5951943a5763b7301f11d8b0341
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.39.0		02c6efd24a80b60a64b8be3af05cc140b6d41b57
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.40.0		f38897ad73747e6f141c95cca162652d92e47c3c
com.sap.cloud.sdk.datamodel	odata-v4-generator-maven-plugin	3.41.0		7c07da59dc007218c1581bc7c28c7761b060320e
