ai.djl.android	pytorch-native	0.30.0		N/A
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.70.1		88585eaabb7a5e0c984dd60f8729fb66dd1ae0fa
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.71.1		2d4784c39016e5db3162c2e04f42f37623a01f0a
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.71.2		cf0798b548555b662cf0abf2878a222c87a47fd1
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.71.3		daa508f3cb6522ef23d3b28935b5398f2ddc0fe2
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.74.1		c2bee08bc133f3380744f8acfce6331c3e7261df
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.75.1		c341041cb6084b93e58e9da5b25b3c4aacd72222
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.76.1		23066a7529ebf78abe9c5f2d14914084a7ec0193
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.77.1		d34b8be4cdfc6c1b42544c7d53c5b6f99608383c
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.78.1		b5ec76bf6a8d42a06dbbc298136f9d67303f0b7c
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.79.1		64596fe023c72437b43eef9e59f8cbfb2954e6ae
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.80.1		421d399858fb605e05685ad5116201b517108ba0
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.81.1		33fff6c5dbad39a6d960c54b6375fca174580d25
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.87.2		c8abf9a6104a974a411c4399261152d26fe33823
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.88.1		1317321d10836175823bbbf47cd47631663ed13a
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.90.1		8911998ca7139d61dafd74cd019c04571810dd2b
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.94.1		6b43e83c4d15ff1443650298db3119a174664807
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.94.2		b5d65bdb9e98d1c0239a2059caa11787fef5bca9
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.97.1		9936ecc64e50e5378cc6a069b86f2d97ddce9480
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.98.1		771673085512ff3048ee166e8d65cef3d3c0df6b
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.99.1		23f253fe3df4fc54abb78fbdd0bda9bcbcd8a9c3
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	4.0.2		d61bffb10766010c73b4d98306990e356b35e7b5
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	4.0.4		21d57c78a0c400233e0db13e1b36404c4fbced13
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	4.0.5		a300b3c445c591b5443ef029e5676eb1967c32c0
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	4.17.104.1		9ea000dd133b6f7c2c9d51ba2f30521eb9e1148f
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	4.17.104.2		61bb19cd77a75a607588c6460ddf9dd010a2bd1a
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	4.17.280.4		ae0407b2dcf499b4490e4dbde4211f0824b87c06
io.hotmoka	io-hotmoka-remote	1.0.0		a8b381a8fd6a40e2e4b1a83de4199f3abbf4272a
io.hotmoka	io-hotmoka-remote	1.0.1		9b2bb2b0c4ab014c650678d9981070c482346be9
io.hotmoka	io-hotmoka-remote	1.0.10		b3cfaddd5031468fde2d5a23ddbf52b8824ee0ec
io.hotmoka	io-hotmoka-remote	1.0.11		7a7e5007ee208f1ea1588880240135c2d7cadda3
io.hotmoka	io-hotmoka-remote	1.0.2		32984e53254634b04dfab897aeda69ab7072851e
io.hotmoka	io-hotmoka-remote	1.0.3		3ce67ec8b28c42d4eada492abfbafa45811777ec
io.hotmoka	io-hotmoka-remote	1.0.4		154767dadbc8de18cdde7cf6861247114e061d70
io.hotmoka	io-hotmoka-remote	1.0.5		d676c2a4a444edbdeb460fd04c623f74c3094af9
io.hotmoka	io-hotmoka-remote	1.0.6		57a1410f26ffcfff6c0a5275be1c42bd48f131cc
io.hotmoka	io-hotmoka-remote	1.0.7		5582939d447d9cffb4747645307babc56d73c0a6
io.hotmoka	io-hotmoka-remote	1.0.8		7caa715b1bc10a416611e9196565a0ab7c470e45
io.hotmoka	io-hotmoka-remote	1.0.9		ce57f250829acf3043eede4e9072e66a7f69c44c
io.hotmoka	io-hotmoka-remote	1.1.0		a925195ec488b757f198e039a52b35d2a40f9eee
io.hotmoka	io-hotmoka-remote	1.1.1		42179077257f9a560035dc3bab97707ff1a06d08
io.hotmoka	io-hotmoka-remote	1.1.2		04708bb17eb5b416843ad78606bd6b64a8dc7ff8
io.hotmoka	io-hotmoka-remote	1.2.0		9efa993bf3e5f5bfd38bff3ed2b3bda17d7faa95
io.hotmoka	io-hotmoka-remote	1.3.0		63447dd58cd9b464f4925b04df8399c2572417c0
io.hotmoka	io-hotmoka-remote	1.3.1		95ab34b639262e38120dbc2640ae60b7ab1b2cab
io.hotmoka	io-hotmoka-remote	1.3.2		7a4252f8d470d986fa23fe4b348b1b35b675348e
io.hotmoka	io-hotmoka-remote	1.3.3		fd6e32d375c4718e244733fe55e29927fa5d7b1f
io.ktor	ktor-client-encoding-watchossimulatorarm64	1.6.5		f2f26b1544162a8576940c59419ab31b7c7f0e99
io.ktor	ktor-client-encoding-watchossimulatorarm64	1.6.5	metadata	48f0a6f710a6de6ae7b10c9eaef7a42cff2feae9
io.ktor	ktor-client-encoding-watchossimulatorarm64	1.6.6		aa4bb8bd05c50d0db417549d0320b172ddccd8a3
io.ktor	ktor-client-encoding-watchossimulatorarm64	1.6.6	metadata	8800350135ae2a8f28fb67026d8f2952884b44eb
io.ktor	ktor-client-encoding-watchossimulatorarm64	1.6.7		6233686fe6d3104d3fdcbe491ae6870a1ee2d3b3
io.ktor	ktor-client-encoding-watchossimulatorarm64	1.6.7	metadata	409294ef5585e75aaded20a1751029b2a324d9ca
io.ktor	ktor-client-encoding-watchossimulatorarm64	1.6.8		4fcd6afd6959018600e690d8e0dd7a9f8e643691
io.ktor	ktor-client-encoding-watchossimulatorarm64	1.6.8	metadata	fddcc2c8c44b0eef486e5916a6cda6a1a9af7a68
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.0.0		b0b76ef99da30e2e95580334f5b634bed1cee359
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.0.0	metadata	6194bf4fce7537295ac5d1692194d25a4ccc3f94
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.0.0-beta-1		b05f42453646d5ea7a36b60ff1f65d72f085cbe1
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.0.0-beta-1	metadata	bb826f13e5d0bc9f648c971e7f1d33d78c897406
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.0.0-rc-1		5f94a5f6c676351f3867ef3edb58079e562ca5ba
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.0.0-rc-1	metadata	c8bf2e9887da6565560f1be994a79814331e4168
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.0.1	metadata	b77df846eb048235394eef5740aa5a8ebff2cf03
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.0.2	metadata	05a994fb1531c30a6e67cdd58598e12edd3eae72
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.0.3	metadata	f365d78f7e805ef7ba059f8b2517a5c4e7f89739
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.1.0		e4280ade4c8a6813954728ac77cc349ad1883336
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.1.0	metadata	255a9edb3d582b184571bcafb0473bdb14c361f8
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.1.1		198c1337633a2413d6044462639c3dd1f3a0bb4e
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.1.1	metadata	520223f81b72c1db1532f4d00dfe88daa9916abf
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.1.2		5a69257dd37f361e5f030333bc7e5ff6684dd3ed
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.1.2	metadata	677fa1e0128a537d2bfb3c838ed7e9f212adcdbd
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.1.3		8918baf0e54afef8c8b1fbf5951921e36a31079d
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.1.3	metadata	7d95ca4b21425f1241e8e83a7728fa80679d84b1
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.2.0		215188ccb6bcaced909b9fff89b746c0a7c024c9
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.2.0	metadata	652fbb157f6e74e88fa470ea53af16a49c26f95f
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.2.1	metadata	547e56812857edf85b47457e70798c97c8eca43b
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.2.2		c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.2.2	metadata	066d628693aa8663475862a8994097ecfc7c59f6
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.2.3	metadata	0827171f60657ce784ead242c56fb0dfb98fd656
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.2.4		829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.2.4	metadata	0ff78571b94cdb1f43b1a3794227a607d3a46507
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.0		60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.0	metadata	0044b04940eca75777c38130e22e8fe93a873f1d
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.1	metadata	f23ec2b634f7bc9e16cf7936815264e45e20df4a
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.10		7f4f1840526c4a265bcd71ec247b971e5c396663
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.10	metadata	6af9ce5e5220b6411bd4652bf1f2ea7518d70154
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.11		eaaff96a7637ae8d7471f6bc558ebae0e9d259de
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.11	metadata	cbdf18161bcda56682a2842bcc203533960e6a5c
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.12		af4cc3910cfeda59da49e1207beea0b7968baa4d
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.12	metadata	dc85d690ad12b0cd18ce20c4eb243ca8827eb6f3
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.13		644930f05e45b1955204216ef1ace5fdd6fc90fa
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.13	metadata	3453102262587a5e973b9155275fb5d848608fc6
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.2	metadata	e31b90aaf95c17560ada9027407bd713c3bf028b
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.3		addac3b5f50942cf4a2d24b8c7e1b2ba0d63125f
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.3	metadata	484697814e25e7b28d4cc2b2b14916af1e3b9527
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.4	metadata	42252818243b8a17262546c0e1ffa422c13115f1
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.5	metadata	55a30f0a7d429d55c193baf2359b6e80f9663b66
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.6	metadata	518da7b4cdc8378f7c46dedd73fb086954e8277a
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.7	metadata	e74d4fdcf2addc67f0af4da864af0cd0af4061be
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.8		9fc5ed0a6314d16fb88ec97d202283591ba52f9b
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.8	metadata	3028285b62f1bff57d71625f82c0da29d86a329f
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-client-encoding-watchossimulatorarm64	2.3.9	metadata	faa4be18c8984c01cc7f2de52e85daa72a09d393
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.0		c852fca91e110a7e173c0022c985377e5d384927
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.0	metadata	04bc248005514d22bea8477f4b1878bdc59d3a48
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.0-beta-1		2335eb38c9d9abd46ee068aebd3bbc63401aad27
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.0-beta-1	metadata	31a599ffc4a96ba14b7701c687cf49bf2aa9e89d
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.0-beta-2		b4bd5cfef0901ba919910dbd97765628d56363c5
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.0-beta-2	metadata	ec47463be963fb813deae4a53cc29f739e2d862a
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.0-rc-1		8da956cda5b6d7fb194075153007823498e63c61
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.0-rc-1	metadata	d2900a393620356ba48ceea0df2306c05172a433
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.0-rc-2		cf80f9c406e908505d75a645e4b3675474d1666a
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.0-rc-2	metadata	d35be3282c92882155586e2d78c91351e7193a28
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.1		f2f118694d8dec31ce4fd444924c56ddbf032443
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.1	metadata	e481590fe4f801d8bebe611fe61a2617e514deb8
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.2		c6868adc4824b6886fa57a7bf49f7dcdad9b74a7
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.2	metadata	36f0c2f8e7df7c46ea2a34f94ef302a4dea6c1f4
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.3		7cc8adf376db90163128ae77265073e30faa895c
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.0.3	metadata	f7b6b9275eae1ab1a8f0a8289930e6bdb89ac9e3
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.1.0		7e94bac63fba4cef6229adc9802c58607946c79b
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.1.0	metadata	e29d49a267783b058635a8b8aba7ad96161ccc46
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.1.1		65c1de9edb3794cc8315ff044fd76b608b947627
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.1.1	metadata	8622f1406d17c4313d1118d3ac45ed38fc4935cc
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.1.2		62a3ea7f24df41d092098b11a10e9040ff01d300
io.ktor	ktor-client-encoding-watchossimulatorarm64	3.1.2	metadata	d281f37618d2db79a27854a97ccf726c37445403
io.leopard	burrow-beans	0.0.2		f82f0d082a38744f5085749e8ce93264a014af94
io.leopard	burrow-beans	0.0.3		7b4bb0d59d990137b53a0b314e94d11db4512102
io.miragon.miranum	miranum-deployment-proxy-starter	0.1.0		a5922adc80c18a81d5a77344166685bc04a53d6d
io.miragon.miranum	miranum-deployment-proxy-starter	0.1.1		03ac9e01a0bfa24ba91151e20e635b8fcfee6698
io.miragon.miranum	miranum-deployment-proxy-starter	0.1.2		715be477361803cf09fd063fe477fbe05bb02552
io.miragon.miranum	miranum-deployment-proxy-starter	0.1.3		c3d913ac42bc4d17bcd1b9cab65d1e33c10ae40a
io.miragon.miranum	miranum-deployment-proxy-starter	0.1.4		215947fe76b6ee034f18dc7f7e0c0ba5b14b9462
io.qinarmy	army-annotation	0.6.0		d5558b392fea123aadbd953ff3cafeddb450ea77
io.qinarmy	army-annotation	0.6.1		3a7e4e982881d5725948521cb8a2f1533e903bc8
io.qinarmy	army-annotation	0.6.2		f85619dc72fa20e5d4b3c9251fa1d23d47f9dc57
io.qinarmy	army-annotation	0.6.3		ef7aa0742e139096cde14ff75c450f483b04c14c
io.qinarmy	army-annotation	0.6.4		9d05c033fb1da55cd8b886d8bd3d6e8a071dab30
io.qinarmy	army-annotation	0.6.5		ddc8cb879a1a411f877abede9d7600695d1fea38
io.qinarmy	army-annotation	0.6.6		e0c72dfdd04cdffdcd8ae8ba492d7e004a251f5e
io.radicalbit	flink-streaming-spec_2.10	0.0.1		1a772fb36d0a935349e64251e4e264c58291e331
io.shardingsphere	sharding-jdbc-transaction	3.0.0.M1		ecbd3e04af91d66afe3a6fe459575ba34b88cd1c
io.shardingsphere	sharding-jdbc-transaction	3.0.0.M2		523524ca3dd0e24adccfa95821ca5b9f457093a8
io.shardingsphere	sharding-jdbc-transaction	3.0.0.M3		d2b559c2b7a9ef362234944bcc69785383a415b5
io.sphere.sdk.jvm	models	1.0.0-M10		6fb20a7e5722400f2a68a9be374fdb2731496f6b
io.sphere.sdk.jvm	models	1.0.0-M11		76991e8938f52a595a16d879b37ddb0e6cfe5a1d
io.sphere.sdk.jvm	models	1.0.0-M12		50b8cd672e06b431098befa277e7e170bc6bd322
io.sphere.sdk.jvm	models	1.0.0-M4		a13232054b0d362540c2b6a8928e383d402006ab
io.sphere.sdk.jvm	models	1.0.0-M5		d0211cb8ea6dea2c989392cf5275ee2f5683517e
io.sphere.sdk.jvm	models	1.0.0-M6		1b508eaa7187ba8b3c247903cbacd3fb086a7823
io.sphere.sdk.jvm	models	1.0.0-M7		421f915b0fd9311623dc3b0c68b034cbc25b1274
io.sphere.sdk.jvm	models	1.0.0-M8		e0f46ac9c82980647f70c094aee8cb85561ae014
io.sphere.sdk.jvm	models	1.0.0-M9		3f19fea9339f5fab161b12b4fa3bb8d4f0a84775
io.taig	taigless-hashing_sjs1_2.12	0.1.11		811a29d87d2502592ee9c123be9ff93dca1157a4
io.taig	taigless-hashing_sjs1_2.12	0.1.12		3493341104ecab8d74030bd763cafef1c46c7bd1
io.taig	taigless-hashing_sjs1_2.12	0.1.13		128cc0751fab4b142b776270e372303569f266c2
io.virtdata	virtdata-docsys	2.11.32		85f5027e1697360cdb0fe6d35cb42f40f942cec5
io.virtdata	virtdata-docsys	2.11.33		bb6d32265bc9ca7734dfdade3319b2346362cd37
io.virtdata	virtdata-docsys	2.11.34		26b371edb491af4be4e33cd04175d0ad4177f2c7
io.virtdata	virtdata-docsys	2.11.35		bc2f9abb432756bed63044f8c8d0994dc51a79ce
io.virtdata	virtdata-docsys	2.11.36		75cb83e77ab7390fefcb6d69c0449d5ff5d333d6
io.virtdata	virtdata-docsys	2.11.37		3f1de7b453f9728eba71e5b2f7f4f126606c0a5b
io.virtdata	virtdata-docsys	2.11.38		753c3a0045a6f5c38d5f41283231a3069005d7fe
io.virtdata	virtdata-docsys	2.11.39		031a6382be67f174ff5f4d4af816bd93c318163e
io.virtdata	virtdata-docsys	2.11.40		dcb760f51f07da113f106eaba269129f62db347d
io.virtdata	virtdata-docsys	2.11.41		49916c341495f95542ff495bf09465a238aba6d7
io.virtdata	virtdata-docsys	2.11.42		33d6c76a53373c635df8759ea634f8c7f698f364
io.virtdata	virtdata-docsys	2.11.43		43bd58e9358ccff6869cc423ad35b1a463d0bc3a
io.virtdata	virtdata-docsys	2.11.45		162dcb856f452b571f7eda1a9ba70cd44a7afdc1
io.virtdata	virtdata-docsys	2.11.46		e574e4f7cdb5be5ec79f5b74e4e0004226cfb369
io.virtdata	virtdata-docsys	2.11.47		a49cf417ff025dec94021b587821b0eb482c4d46
io.virtdata	virtdata-docsys	2.12.1		41c46c2f2f448c95b93138ad7ce895711be901b7
io.virtdata	virtdata-docsys	2.12.10		fc90ae9040d11d6e449296f0ffd1cc8a393716e9
io.virtdata	virtdata-docsys	2.12.11		7f01174e00fbe13c04bf210d8dd923cf12044aea
io.virtdata	virtdata-docsys	2.12.12		2b8f71463307ebd67312864fe2e7dbd981c3587c
io.virtdata	virtdata-docsys	2.12.14		1ac83e830376121620bc33645671e2b860bd4a28
io.virtdata	virtdata-docsys	2.12.15		8139ad288e2d9192d4cadbf5c6ea8c27e1e605a1
io.virtdata	virtdata-docsys	2.12.2		7700d44e8bede5330e55c6d428bc943b38b45fe2
io.virtdata	virtdata-docsys	2.12.3		a0b2a6af37f9839fbdbc34c2d9f0050309744e9c
io.virtdata	virtdata-docsys	2.12.4		2987526b48e7778a8a92b036d236beeaa2e22891
io.virtdata	virtdata-docsys	2.12.5		c4b8e7e82e0da55404c3b1896b5876dbb5b8871c
io.virtdata	virtdata-docsys	2.12.7		2f2fedec0e1f7d0fc5290559ae1d761c43ab6e90
io.virtdata	virtdata-docsys	2.12.8		d37dc163c0b1ca0d20fa58ab594057f7502d49f8
io.virtdata	virtdata-docsys	2.12.9		7a1526871e8b40cab076802bf54d47e95e70c505
kg.apc	jmeter-plugins-hadoop	1.1.3		0c2d987671724778968d29fb2db0d79c63a3f8d0
kg.apc	jmeter-plugins-hadoop	1.2.0		c2ce4450ae293cb509613ad2dd9e9030e15d4ca0
kg.apc	jmeter-plugins-hadoop	1.2.1		405888cdce0e4b55f65418d07759554fbc3a7a36
kg.apc	jmeter-plugins-hadoop	1.3.0		e621a4883d7a5a8f5e1c40f48f720caa4d22976c
kg.apc	jmeter-plugins-hadoop	1.3.1		e9cbbcef03cbf6f9f79d0c585aa77b2a6e48a6de
kg.apc	jmeter-plugins-hadoop	1.4.0		2d37d31eb7ba643d5c94ec122296d1c1c87726ff
kg.apc	jmeter-plugins-hadoop	2.0		29d8de9195c0e0389c81378770e97ee5960d5160
me.him188	kotlin-dynamic-delegation-watchosarm32	0.1.0-160.1		N/A
me.him188	kotlin-dynamic-delegation-watchosarm32	0.1.1-160.1		N/A
me.him188	kotlin-dynamic-delegation-watchosarm32	0.2.0-160.1		N/A
me.him188	kotlin-dynamic-delegation-watchosarm32	0.3.0-162.1		N/A
me.him188	kotlin-dynamic-delegation-watchosarm32	0.3.0-162.1	metadata	b1ef0c947df89b1ba1b1931968df1b0ec25082cd
me.him188	kotlin-dynamic-delegation-watchosarm32	0.3.0-162.4		N/A
me.him188	kotlin-dynamic-delegation-watchosarm32	0.3.0-162.4	metadata	62972e6979e455d2b46695cd2950425a1c4983eb
me.him188	kotlin-dynamic-delegation-watchosarm32	0.3.0-170.1		N/A
me.him188	kotlin-dynamic-delegation-watchosarm32	0.3.0-170.1	metadata	fc1851b5b13db9c055a8fecda3c838aadf014f17
me.him188	kotlin-dynamic-delegation-watchosarm32	0.3.0-172.2		N/A
me.him188	kotlin-dynamic-delegation-watchosarm32	0.3.0-172.2	metadata	5169b4c14912720f0345d4850a3cc56cbc27fa74
me.him188	kotlin-dynamic-delegation-watchosarm32	0.3.0-180.1		N/A
me.him188	kotlin-dynamic-delegation-watchosarm32	0.3.0-180.1	metadata	43bc5d776393eb2fac6c8ffcc69dae8a5dfa1a4d
me.him188	kotlin-dynamic-delegation-watchosarm32	0.4.0-180.1		N/A
me.him188	kotlin-dynamic-delegation-watchosarm32	0.4.0-180.1	metadata	519eb908c61811f8f6bd2fa5374b2a0cf7f2f7bb
me.magicall	web	1.1.0		76452b13aa72205454b97c9210087abb2ed7a2d8
me.magicall	web	1.2.2		8c49be4fd03e0492279c796e969623fa6dcee93d
me.magicall	web	1.2.3		99881939f6af8c64f36438500f594bc7ffd99f04
me.magicall	web	1.2.4		cab6aea7fb83eeb1ede9dbe6206df32390ae0256
me.magicall	web	1.3.0		ea12f6eaa121577670908d0f192ca468f8b11ded
me.magicall	web	1.3.1		150de0feb552c0f0b761eda6082266833e727140
me.magicall	web	1.3.2		c62cb0797a72f9e5b4c3f63f0064ca3a12e15b1d
me.magicall	web	2.0.0		7b814dffa5870ea6220df32c2ebb44495eae7175
me.magicall	web	2.1.0		d93863d509eee6435098522598dd4cedebf15841
me.magicall	web	2.11.0		09bfe7730d214df37989b5c574b05f01b1430994
me.magicall	web	2.13.0		7dbb45fd8a8e520df6dd2fe4f4b0277b33f65bce
me.magicall	web	2.15.0		a34af924be845114c124a3d31ae7023301395b21
me.magicall	web	2.2.0		59287a4d6e225d53ef18f9ca7d0b3dcfbed949b3
me.magicall	web	2.5.0		8727ba9fb2ab73b477390e2e4d237cf0b914c029
me.magicall	web	2.6.0		1a40a75f96ce67ddded56bd308a64a1f12c6d3a4
me.magicall	web	2.7.0		31b9dc9f0d44e0e9e7f1b553ea1de3e3693f9ce9
me.magicall	web	2.8.0		7adf925ec4de09b2fb05c2bdb875090903cce990
me.magicall	web	3.0.0		dbaf3926823b38482f5516e4a81e7b397d056808
me.magicall	web	3.0.1		c6611ddce87022400035c83aac8585c08fee9556
me.magicall	web	3.1.0		dddd1d6beca0612a9e5a64d9dbf7fce11f702b98
me.magicall	web	3.2.0		6079c315434ec9a10f89a4341fe15f52ebb84353
nekohtml	nekohtml	0.6.5		06d5cf06e3864f4dd0c344522ee893ca3b9828dd
nekohtml	nekohtml	0.7.1		f6fde07c0e601637ffac0949af5e98a9876ac9cb
nekohtml	nekohtml	0.7.4		35e6d4116e3a43e3682c7c11fe3021e3be26c3dd
nekohtml	nekohtml	0.7.6		5b48144c9da036acd2a6bc23ebd2bc723243231d
nekohtml	nekohtml	0.7.7		af5b78d912b1d52740d15bed17b1287af0d86115
nekohtml	nekohtml	0.8.1		74de091452eff9ea46df2d89d06bde36c6439289
nekohtml	nekohtml	0.9.1		92bb706860d4b6848fecdd538cde6b5c58c8b89c
nekohtml	nekohtml	0.9.3		05de8be4130b3295cf730c43eeb47e1c404ba34f
nekohtml	nekohtml	0.9.4		dae8ff28a8db8394ca79247fbd4327f35c1fda0c
nekohtml	nekohtml	0.9.5		b0f87d91163974e11d33aca35bb01c680506c985
nekohtml	nekohtml	1.9.6		f50037cebd1d3d9f216fc16c6d0f5eef41283571
nekohtml	nekohtml	1.9.6.1		ca3496b24715cbe39ddfae79729cf9725fc07cdd
nekohtml	nekohtml	1.9.6.2		2d960be7b62ae6622dbbbe49ab4ffdc609f85c80
net.sf.smc	library	7.0.0		d3a1f18df35285c40cdda2c3f09cd3ea9f9aee2f
net.sf.smc	library	7.0.2		28e5ab3ddb309926fb7cd037dd6bd0354e53af52
net.sf.smc	library	7.1.0		842e8ded1507b74a3eaf6f79a327bad5f7a61bfe
net.sf.smc	library	7.2.0		8a0955bff6b25c457dcb44ff926cd79b2c4f3e51
