ai.djl.android	pytorch-native	0.30.0		N/A
com.lmaye	lms-cloud-starter-email	1.2.29		25372d9063e3c5a6be419ce4bfaef787d40f88c2
com.lmaye	lms-cloud-starter-email	1.2.3		7b99b8ece753489203ca90ecb61360f802a50ad0
com.lmaye	lms-cloud-starter-email	1.2.4		c3e82466abbe927519481c0b6ab44ade49db3f63
com.lmaye	lms-cloud-starter-email	1.2.5		7ad450877fd220a6d2f6484a7a848d624067acdb
com.lmaye	lms-cloud-starter-email	1.2.6		b6c6d5bc7ec46314714d0439ecc6e893cf039dc9
com.lmaye	lms-cloud-starter-email	1.2.7		5e0423b44cdaac7c97fc225666323152dc9217e5
com.lmaye	lms-cloud-starter-email	1.2.8		78a49099bc5d83b2a8a9b25c25b6c7c9b400e643
com.lmaye	lms-cloud-starter-email	1.2.9		64a4ca7643f75d06ec1e52300ca4e2d4d99c9455
com.lmaye	lms-cloud-starter-email	1.3.0		732aa8ef071a931ca60927fe2b02205ff1e612ac
com.lmaye	lms-cloud-starter-email	1.3.1		7f9e1370852cee38266af8cef1d387294836f6e3
com.lmaye	lms-cloud-starter-email	1.3.2		d2009620029e1abb9d3b205d6c03e9f345442dcc
com.lmaye	lms-cloud-starter-email	1.3.3		9322842c73754fa9d29549c8e4cd78051881f3af
com.lmaye	lms-cloud-starter-email	1.3.4		ea8ea90006ee7b8faf1491ad6adf43bdfe574bdb
com.lmaye	lms-cloud-starter-email	1.3.5		35783a03778b96d93e40797d0cf4bee93c836003
com.lyloou	component-mq-kafka-canal-common	1.0.75		5d632c7be22f87cc0f3fd5da8026c5ca583d78f2
com.nativelibs4java	jnaerator-rococoa-runtime	0.10		78030220fc663f690b2d983b06e7de2efe1918a6
com.nativelibs4java	jnaerator-rococoa-runtime	0.11		13dcbeae26c10137d0eb3e58b0891eda488b887f
com.nativelibs4java	jnaerator-rococoa-runtime	0.12		fa58aec83a8255f6089c8b9086692213f7f18ff1
com.ngarihealth	openapi-sdk-java	1.0-RELEASE		b4e053d4fe2f04fc79530ce40708ee1955164020
com.ritense.valtimo	openzaak	10.0.0.RELEASE		N/A
com.ritense.valtimo	openzaak	10.0.0.RELEASE	plain	23156f3695bcf6323717b731b68d4b2b03ee2cd2
com.ritense.valtimo	openzaak	10.1.0.RELEASE		N/A
com.ritense.valtimo	openzaak	10.1.0.RELEASE	plain	7086fc9506b6ad9e8596f3ef626f9a0138ff35b5
com.ritense.valtimo	openzaak	10.2.0.RELEASE		N/A
com.ritense.valtimo	openzaak	10.2.0.RELEASE	plain	68b6c71938caf0843491f0c17a29beb87acdb3a1
com.ritense.valtimo	openzaak	10.3.0.RELEASE		N/A
com.ritense.valtimo	openzaak	10.3.0.RELEASE	plain	d445cb0a387414996878d38d7f96003e7d50edeb
com.ritense.valtimo	openzaak	10.4.0.RELEASE		N/A
com.ritense.valtimo	openzaak	10.4.0.RELEASE	plain	7541c9ea5efc1607203e4b38b2a645cd47fe37c4
com.ritense.valtimo	openzaak	10.4.1.RELEASE		N/A
com.ritense.valtimo	openzaak	10.4.1.RELEASE	plain	5ba9813904cf31d94aa12e0d83aaa8d7a427f25b
com.ritense.valtimo	openzaak	10.5.0.RELEASE		N/A
com.ritense.valtimo	openzaak	10.5.0.RELEASE	plain	0fef780f8e401d3d134c2b9d05c73c0b1cd08131
com.ritense.valtimo	openzaak	10.5.1.RELEASE		N/A
com.ritense.valtimo	openzaak	10.5.1.RELEASE	plain	6734606ff5abacf4a27c548b763eea07483af48e
com.ritense.valtimo	openzaak	10.5.2.RELEASE		N/A
com.ritense.valtimo	openzaak	10.5.2.RELEASE	plain	13b8e35abea2e644f7e01055c5eeb6f9de5463cb
com.ritense.valtimo	openzaak	10.5.3.RELEASE		N/A
com.ritense.valtimo	openzaak	10.5.3.RELEASE	plain	0735e912755c9a1b98f86ce00b95d1ca916b9c9d
com.ritense.valtimo	openzaak	10.6.0.RELEASE		N/A
com.ritense.valtimo	openzaak	10.6.0.RELEASE	plain	98c08ce3c2a3cd3020817f3e73630b6c9f8076fb
com.ritense.valtimo	openzaak	10.7.0.RELEASE		N/A
com.ritense.valtimo	openzaak	10.7.0.RELEASE	plain	37ab44bad61c5d05ed611a74b169af64b110c9c3
com.ritense.valtimo	openzaak	10.8.0.RELEASE		N/A
com.ritense.valtimo	openzaak	10.8.0.RELEASE	plain	12cf0c34f3dd40262c77f073a15ffef033a7967f
com.ritense.valtimo	openzaak	10.8.2.RELEASE		N/A
com.ritense.valtimo	openzaak	10.8.2.RELEASE	plain	d730a5bf3d62eda5757e3d458ba27c7efa746f88
com.ritense.valtimo	openzaak	10.8.3.RELEASE		N/A
com.ritense.valtimo	openzaak	10.8.3.RELEASE	plain	bfa09f5a06605ff1f3b9d7e295bfa2a9f6dd7814
com.ritense.valtimo	openzaak	10.8.4.RELEASE		N/A
com.ritense.valtimo	openzaak	10.8.4.RELEASE	plain	cb5c590f19d71577a81f593fdca6b7e42ea84505
com.ritense.valtimo	openzaak	10.8.5.RELEASE		N/A
com.ritense.valtimo	openzaak	10.8.5.RELEASE	plain	32baff0a7b0c675626e67a0b6744a20ddc0cb784
com.ritense.valtimo	openzaak	11.0.0.RELEASE		N/A
com.ritense.valtimo	openzaak	11.0.0.RELEASE	plain	da75d83d9cc2654f39736fab3d2eb073f86bb113
com.ritense.valtimo	openzaak	11.1.0.RELEASE		N/A
com.ritense.valtimo	openzaak	11.1.0.RELEASE	plain	3f55178666f586598edaeafd5726e4993b069cb8
com.ritense.valtimo	openzaak	11.1.1.RELEASE		N/A
com.ritense.valtimo	openzaak	11.1.1.RELEASE	plain	7c2ece2256966f695d4179bfe3a4c53c8eae8379
com.ritense.valtimo	openzaak	11.1.2.RELEASE		N/A
com.ritense.valtimo	openzaak	11.1.2.RELEASE	plain	e7a4c820f48a89536f12733f5bca749c451ceda7
com.ritense.valtimo	openzaak	11.1.4.RELEASE		N/A
com.ritense.valtimo	openzaak	11.1.4.RELEASE	plain	becaa298af78a1d5e7cb196c9f9f7250d9acc217
com.ritense.valtimo	openzaak	11.1.5.RELEASE		N/A
com.ritense.valtimo	openzaak	11.1.5.RELEASE	plain	7ad8c81be45ad0be7d4a4d4e652b2e343118d0ad
com.ritense.valtimo	openzaak	11.1.6.RELEASE		N/A
com.ritense.valtimo	openzaak	11.1.6.RELEASE	plain	f9c7963649af414b6ec064c543c4c04e2cdbfdb2
com.ritense.valtimo	openzaak	11.2.0.RELEASE		N/A
com.ritense.valtimo	openzaak	11.2.0.RELEASE	plain	7724908965700266bd88cc6a7aa7115b773dea81
com.ritense.valtimo	openzaak	11.2.1.RELEASE		N/A
com.ritense.valtimo	openzaak	11.2.1.RELEASE	plain	c7fb67b219eb7255c149d38aea047f9e35c89af4
com.ritense.valtimo	openzaak	11.2.2.RELEASE		N/A
com.ritense.valtimo	openzaak	11.2.2.RELEASE	plain	e5f92e75d32a6c06c8759d5b1ae894130071bc11
com.ritense.valtimo	openzaak	11.3.0.RELEASE		N/A
com.ritense.valtimo	openzaak	11.3.0.RELEASE	plain	497cb11958f20206aee30bdc10a67540c637981e
com.ritense.valtimo	openzaak	11.3.1.RELEASE		N/A
com.ritense.valtimo	openzaak	11.3.1.RELEASE	plain	a3c3a94d1a9b36f396a3b052040e2c56d5cf9e24
com.ritense.valtimo	openzaak	11.3.2.RELEASE		N/A
com.ritense.valtimo	openzaak	11.3.2.RELEASE	plain	07dd422dd64fe5af04d007118fa910613e292257
com.ritense.valtimo	openzaak	11.3.3.RELEASE		N/A
com.ritense.valtimo	openzaak	11.3.3.RELEASE	plain	bfd3507e7e698c09f97e1ed6fa5d4573a6f4cc5e
com.ritense.valtimo	openzaak	12.0.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.0.0.RELEASE	plain	90c018c2214ed10629f479418e9544e7f4a3e9de
com.ritense.valtimo	openzaak	12.0.1.RELEASE		N/A
com.ritense.valtimo	openzaak	12.0.1.RELEASE	plain	96a8c16774f4d11b4cc67ad3242002d781b3c52c
com.ritense.valtimo	openzaak	12.1.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.1.0.RELEASE	plain	30f7f2c543ed071d02c088d543ff0daf289b8218
com.ritense.valtimo	openzaak	12.1.1.RELEASE		N/A
com.ritense.valtimo	openzaak	12.1.1.RELEASE	plain	3dbe7e4f981ed2bd562537cb9c18a396a6d22e89
com.ritense.valtimo	openzaak	12.1.2.RELEASE		N/A
com.ritense.valtimo	openzaak	12.1.2.RELEASE	plain	c5500ec34532e625e63ecb457b3cf5e1f30cdad7
com.ritense.valtimo	openzaak	12.1.3.RELEASE		N/A
com.ritense.valtimo	openzaak	12.1.3.RELEASE	plain	aff09debad6acdaf3d47277270315c1e413d33d1
com.ritense.valtimo	openzaak	12.10.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.10.0.RELEASE	plain	01877f76dba31103106ce51a0723fafbca28c358
com.ritense.valtimo	openzaak	12.10.1.RELEASE		N/A
com.ritense.valtimo	openzaak	12.10.1.RELEASE	plain	ad70baa601045b56e9b06abf8a43238032de488b
com.ritense.valtimo	openzaak	12.10.2.RELEASE		N/A
com.ritense.valtimo	openzaak	12.10.2.RELEASE	plain	e5c725182631ac82855833a13c55a770f3806336
com.ritense.valtimo	openzaak	12.11.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.11.0.RELEASE	plain	f9a55fa86e0417f20c09e4401b52e54724a023f5
com.ritense.valtimo	openzaak	12.12.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.12.0.RELEASE	plain	ee3ce37a8455d1ebdc8d5643e0fdb4c18db5b2d9
com.ritense.valtimo	openzaak	12.2.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.2.0.RELEASE	plain	875d3cccd840629658643e686406316fd1d1e6da
com.ritense.valtimo	openzaak	12.2.1.RELEASE		N/A
com.ritense.valtimo	openzaak	12.2.1.RELEASE	plain	7df0c4a1723674a1c8884017c2793b83da0dc135
com.ritense.valtimo	openzaak	12.3.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.3.0.RELEASE	plain	e0c931dd771b65f10ae42c5d1e7802da3c03f795
com.ritense.valtimo	openzaak	12.3.1.RELEASE		N/A
com.ritense.valtimo	openzaak	12.3.1.RELEASE	plain	99b19572c60328e6dc98179547f5a561c55dad6b
com.ritense.valtimo	openzaak	12.4.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.4.0.RELEASE	plain	2900da2380696979a05886adfa222352ff33ee12
com.ritense.valtimo	openzaak	12.4.1.RELEASE		N/A
com.ritense.valtimo	openzaak	12.4.1.RELEASE	plain	dabd32f322e5ee399dcd192afe320f0e18ecb08a
com.ritense.valtimo	openzaak	12.5.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.5.0.RELEASE	plain	6ea8e264c98d2e24e83e48aa7df725f278ae75da
com.ritense.valtimo	openzaak	12.5.1.RELEASE		N/A
com.ritense.valtimo	openzaak	12.5.1.RELEASE	plain	e9e47815c5c5e3ebdf561d536d3905daf9c17cf2
com.ritense.valtimo	openzaak	12.6.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.6.0.RELEASE	plain	8ecaca0a90481dfec5cffc8840315c0c00310b47
com.ritense.valtimo	openzaak	12.6.1.1.RC		N/A
com.ritense.valtimo	openzaak	12.6.1.1.RC	plain	06d54788c0fd1f45396074b16275ca0326a677f3
com.ritense.valtimo	openzaak	12.6.1.RELEASE		N/A
com.ritense.valtimo	openzaak	12.6.1.RELEASE	plain	95486e59c679d55fed22543c7ebbc687c004551e
com.ritense.valtimo	openzaak	12.7.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.7.0.RELEASE	plain	8fcfdbc294e55a9244c957eb8adb4b9710e9871c
com.ritense.valtimo	openzaak	12.7.1.RELEASE		N/A
com.ritense.valtimo	openzaak	12.7.1.RELEASE	plain	5887ff8a86e2daf8ed9d05a68a98e7de5e412f95
com.ritense.valtimo	openzaak	12.7.2.RELEASE		N/A
com.ritense.valtimo	openzaak	12.7.2.RELEASE	plain	090fcbc9b7a7f80da1a7478dc9ab6b54a3b2afd3
com.ritense.valtimo	openzaak	12.7.3.RELEASE		N/A
com.ritense.valtimo	openzaak	12.7.3.RELEASE	plain	68af71803f9d58f2a946618e8cfd053b01c402cc
com.ritense.valtimo	openzaak	12.8.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.8.0.RELEASE	plain	77cb0918caebc40df652ea1ec3ab4aea4ad351cb
com.ritense.valtimo	openzaak	12.9.0.RELEASE		N/A
com.ritense.valtimo	openzaak	12.9.0.RELEASE	plain	663c9bac3751701e3a30f829b4e8bd8688eb0436
com.ritense.valtimo	openzaak	9.1.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.1.0.RELEASE	plain	f20513bdfd600b6ad253814727997471bf9eb387
com.ritense.valtimo	openzaak	9.10.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.10.0.RELEASE	plain	451717636f3de2da10a2774e345c9a456c13b0da
com.ritense.valtimo	openzaak	9.11.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.11.0.RELEASE	plain	a5b56764519bf680e1bc006460584f036274e0e8
com.ritense.valtimo	openzaak	9.12.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.12.0.RELEASE	plain	297fa7c763c31522e00bd69b66ecc16b5d23faa5
com.ritense.valtimo	openzaak	9.13.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.13.0.RELEASE	plain	2d69c3a61875ab6f6a9b207f78142ad5094a308f
com.ritense.valtimo	openzaak	9.14.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.14.0.RELEASE	plain	2215eac84cdd4470385867c1a2292ed20de6436c
com.ritense.valtimo	openzaak	9.15.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.15.0.RELEASE	plain	f919c9eefaaa1ef09cb3a7b025696bb1008d1966
com.ritense.valtimo	openzaak	9.15.1.RELEASE		N/A
com.ritense.valtimo	openzaak	9.15.1.RELEASE	plain	c57307751e1208179181f9f90f1396d926592bf0
com.ritense.valtimo	openzaak	9.16.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.16.0.RELEASE	plain	4c2ece23d143c70c4afda928d74fb70c33bed420
com.ritense.valtimo	openzaak	9.17.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.17.0.RELEASE	plain	f3928c2278ef29042cfc4bcda6c45b94aba1dc0a
com.ritense.valtimo	openzaak	9.18.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.18.0.RELEASE	plain	27a323b42a6e5e2b220807dd19eab399d7626603
com.ritense.valtimo	openzaak	9.19.0		N/A
com.ritense.valtimo	openzaak	9.19.0	plain	3d9dc106a6f2a4c0bd3e49c1b958bd977cf2ee6b
com.ritense.valtimo	openzaak	9.2.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.2.0.RELEASE	plain	f7c8131d0581febefd4a2234c6c54a1eaae4b1f3
com.ritense.valtimo	openzaak	9.20.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.20.0.RELEASE	plain	5a1e6fcfec9e80b46fcea21cff547a078ccf01b4
com.ritense.valtimo	openzaak	9.21.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.21.0.RELEASE	plain	fdb966da401e352c8b67e772ddd9a6eab10db7c8
com.ritense.valtimo	openzaak	9.22.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.22.0.RELEASE	plain	eb5da67ef547e0e500cc24771012d6f8b71e532e
com.ritense.valtimo	openzaak	9.23.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.23.0.RELEASE	plain	dff1b826802650b8933446034a086bcf94dfb0e7
com.ritense.valtimo	openzaak	9.24.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.24.0.RELEASE	plain	54bf7f977d8a50b597fe54ddd87c3f58dbfce879
com.ritense.valtimo	openzaak	9.25.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.25.0.RELEASE	plain	5b26b19128a80aa17c772318702e0ab536381a01
com.ritense.valtimo	openzaak	9.26.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.26.0.RELEASE	plain	c0c9011cdd0418dfbdb804f79360b8333cf3bb17
com.ritense.valtimo	openzaak	9.26.1.RELEASE		N/A
com.ritense.valtimo	openzaak	9.26.1.RELEASE	plain	c1316c44b451f813846d1739687a0e58c3369b22
com.ritense.valtimo	openzaak	9.26.2.RELEASE		N/A
com.ritense.valtimo	openzaak	9.26.2.RELEASE	plain	bd8d7541a32874ef7104750ad82ad9d86eb5acdf
com.ritense.valtimo	openzaak	9.3.1.RELEASE		N/A
com.ritense.valtimo	openzaak	9.3.1.RELEASE	plain	cb779b3e3fc7bc9665f217500b6e441d14b53598
com.ritense.valtimo	openzaak	9.4.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.4.0.RELEASE	plain	3f86bef89da827fbdc8b19fe69b920e9d18e95d5
com.ritense.valtimo	openzaak	9.5.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.5.0.RELEASE	plain	8d6a108c2ee2884d727ee88e36ca1e56cb6b075f
com.ritense.valtimo	openzaak	9.6.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.6.0.RELEASE	plain	7beb212e09aea37a898893cb97600e2a3e4fca51
com.ritense.valtimo	openzaak	9.6.1.RELEASE		N/A
com.ritense.valtimo	openzaak	9.6.1.RELEASE	plain	b9022f1d9d2a72251b503e0174566c362c7e2dd7
com.ritense.valtimo	openzaak	9.7.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.7.0.RELEASE	plain	582787a74253ef005703feeaea3c26348533752f
com.ritense.valtimo	openzaak	9.7.1.RELEASE		N/A
com.ritense.valtimo	openzaak	9.7.1.RELEASE	plain	3716bb8a19d727f1745a36cb2cebd327e801e9c5
com.ritense.valtimo	openzaak	9.8.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.8.0.RELEASE	plain	2531dbe4ec5f36ca216ee741c07cf78b0586542b
com.ritense.valtimo	openzaak	9.9.0.RELEASE		N/A
com.ritense.valtimo	openzaak	9.9.0.RELEASE	plain	8340ddae244e92a7392a1357ae47bae0b34b2fc2
com.springsciyon	syncplant-core-flyway	1.1.15		5834dc8e5a4cff59dda83a6fb029dd9d69dd62cc
com.wavefront	wavefront-dropwizard-sdk-java	0.9.0		cb55846ab9762ac4340c5691aefcca83e68700e3
com.wavefront	wavefront-dropwizard-sdk-java	0.9.1		3a506b2fcf3247734e88c4560fc7f12155602f19
com.wavefront	wavefront-dropwizard-sdk-java	0.9.2		20431d1fb8c718c2ede3ddbbf29f564da11db417
com.wavefront	wavefront-dropwizard-sdk-java	0.9.3		564b976252497690d3d3943e0e0916445b5157ee
com.wavefront	wavefront-dropwizard-sdk-java	0.9.4		b80f5f7ac5f74d6494ce287e697986faa50bb5be
com.wavefront	wavefront-dropwizard-sdk-java	0.9.5		36d2c088144fc961c007deef28ac05acd6baf18a
com.wavefront	wavefront-dropwizard-sdk-java	1.0		3b7109404d387a0b163c0dde423ef179fc008a1a
com.wavefront	wavefront-dropwizard-sdk-java	1.1.0		c73916428069bc324a178fb56374e7bd5c177f30
com.wavefront	wavefront-dropwizard-sdk-java	1.2.0		e2789a24b336c8caaf44be54964a5103f358be40
com.wavefront	wavefront-dropwizard-sdk-java	1.2.1		f598b3476185f947a0f9ceaa6eeab4b5debfb544
com.yammer.tenacity	tenacity-core-legacy	0.2.0		33e28945aa887e7f48772085d1d839aeded41cf9
com.yammer.tenacity	tenacity-core-legacy	0.2.1		31f8d4f1c6020d4a7d8f86108c2d19cac36b01fc
com.yammer.tenacity	tenacity-core-legacy	0.2.2		d8f282a469815b79484ab96b20109bb230d2f44c
com.yammer.tenacity	tenacity-core-legacy	0.2.3		66222f2b0b4ca972a00493a44d603ecd99a2796e
com.yammer.tenacity	tenacity-core-legacy	0.2.4		cb2ded2588b7d296beca0729eb5243019809dd01
com.yammer.tenacity	tenacity-core-legacy	0.2.5		e0c82fdd98b49fcc367764ff101c54bd7db9f433
com.yammer.tenacity	tenacity-core-legacy	0.2.6		d515c96e5fb3521af07f7236dee1a1c5e42c9662
com.yammer.tenacity	tenacity-core-legacy	0.2.7		b6edd277c0b1cd5339dd91818b5c15c2826e8856
com.yammer.tenacity	tenacity-core-legacy	0.2.8		81404ae2057fb9278b9461c723d26b0fbc7df842
cool.happycoding	happy-code-starter-sentinel	1.0.3.RELEASE		206e1177b02b213b199f05dc55bcbb2dad8b6f03
de.sciss	scalainterpreterpane_3.0.0-M2	1.11.0		a9e801bc88c386f5f41213bc8073bbab3c0aa396
de.wayofquality.blended	blended.security_2.12	2.5.0-SBT		dc78d879426f9e05fe853050ae2405e5c47a47e9
de.wayofquality.blended	blended.security_2.12	3.0-M1		cb51828b421f3c241aa1974b68d6c309b347771a
de.wayofquality.blended	blended.security_2.12	3.0-M19		3102bccec891953e1607ae12b104c6cef96e02d0
de.wayofquality.blended	blended.security_2.12	3.0-M2		12351b30222ee1c08f97dc43b8078a3ac1fab7b3
de.wayofquality.blended	blended.security_2.12	3.0-M4		d2c3a9a4b4b533b3310a0bdb30b687b4cb9776d5
de.wayofquality.blended	blended.security_2.12	3.0-M5		9fbc4087d0662ac68f916e4f0da9424fb8170473
de.wayofquality.blended	blended.security_2.12	3.0-M6		e2883aaa9bae9687ea0e16a50400b00dd011179e
de.wayofquality.blended	blended.security_2.12	3.0.13		36de7b4f4d6964ef47a5ce89a5ac1bc119d6e3da
de.wayofquality.blended	blended.security_2.12	3.0.3		6574326904cf31bd98f3b992d75138db21a6e1a0
de.wayofquality.blended	blended.security_2.12	3.0.5		a2a0ea26c345f242c5a4ef330b79a9c8106c7133
de.wayofquality.blended	blended.security_2.12	3.1-RC2		865b6989ed7cff158f4d5b536ce8f1bd6b413cb9
dev.programadorthi.routing	core-watchosarm32	0.0.10		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.10	metadata	bf0181640fcdb619dc63bfc1eb54b63886cc98f0
dev.programadorthi.routing	core-watchosarm32	0.0.11		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.11	metadata	a5db9d555ded1ae9551b2d4615dff604b99dfdb4
dev.programadorthi.routing	core-watchosarm32	0.0.12		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.12	metadata	c689b32b695c3627b4687f05e121d5e982c7b682
dev.programadorthi.routing	core-watchosarm32	0.0.13		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.13	metadata	27d79e6c84d8a5a114add60b581d92767ebbfc60
dev.programadorthi.routing	core-watchosarm32	0.0.14		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.14	metadata	b65be4779d8bae24571a587018ac9500e62b87e2
dev.programadorthi.routing	core-watchosarm32	0.0.15		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.15	metadata	624770635832ff89a19c5bfb564a8bfa93c536d9
dev.programadorthi.routing	core-watchosarm32	0.0.16		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.16	metadata	d3a2f625966a2d29a3d3d4ac031140ba70a9406a
dev.programadorthi.routing	core-watchosarm32	0.0.17		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.17	metadata	09f448496452251d9a1e8bbe2de76d096aa45a46
dev.programadorthi.routing	core-watchosarm32	0.0.18		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.18	metadata	70e37511a86676e7dca0c696f5c87b72ffb74f4f
dev.programadorthi.routing	core-watchosarm32	0.0.19		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.19	metadata	9b603598ef1025fa4fa3bb32221c8dcee415385f
dev.programadorthi.routing	core-watchosarm32	0.0.2		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.2	metadata	f4468921eb3d9b2a4489a3c79441ac40fd8dd565
dev.programadorthi.routing	core-watchosarm32	0.0.20		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.20	metadata	01b6b33712c052e0b302875331c51670fc60bae2
dev.programadorthi.routing	core-watchosarm32	0.0.21		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.21	metadata	6d2205392835aa039fa9590a739312480b72b70c
dev.programadorthi.routing	core-watchosarm32	0.0.3		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.3	metadata	82d367d61ec91696026df9bd15663e423a8e3b98
dev.programadorthi.routing	core-watchosarm32	0.0.4		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.4	metadata	5d16334147c610703ccb5a1322f34935abc89ce7
dev.programadorthi.routing	core-watchosarm32	0.0.5		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.5	metadata	de148bb3cf9a28bb8254218b15988b20dde76ad4
dev.programadorthi.routing	core-watchosarm32	0.0.6		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.6	metadata	0dfc05f93005572932913d373753d07e4cc2e812
dev.programadorthi.routing	core-watchosarm32	0.0.7		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.7	metadata	5c6c8a0f7bd566d889f9e141cdc2e8a990f34bde
dev.programadorthi.routing	core-watchosarm32	0.0.8		N/A
dev.programadorthi.routing	core-watchosarm32	0.0.8	metadata	7767bf1badcf302c6b2cd933b84b2088526c7ee6
dev.programadorthi.routing	core-watchosarm32	2.0.0-alpha01		N/A
dev.programadorthi.routing	core-watchosarm32	2.0.0-alpha01	metadata	db2e3dd699e70f4e3337699dbd6f06c68042b979
dev.programadorthi.routing	core-watchosarm32	2.0.0-alpha02		N/A
dev.programadorthi.routing	core-watchosarm32	2.0.0-alpha02	metadata	a1064549897484aee3715a0b4aa1725732e46746
dev.programadorthi.routing	core-watchosarm32	2.0.0-alpha03		N/A
dev.programadorthi.routing	core-watchosarm32	2.0.0-alpha03	metadata	3d34cc427f404b0bfc657c9f60165b9776da3c1e
dev.programadorthi.routing	core-watchosarm32	v0.0.1		N/A
dev.programadorthi.routing	core-watchosarm32	v0.0.1	metadata	915fa67a8a1ce8f48fa0034fce039576d28ce4b8
dev.yidafu.amphibians	amphibians-ksp	0.1.0-alpha.0		0da8680112fc0722c1821f720018c0ce037f1ff1
dev.yidafu.amphibians	amphibians-ksp	0.1.0-alpha.1		56ee5ff83d1caaf5b9b6b97fc30684081c74a69b
hu.bme.mit.theta	theta-cfa	4.2.3		40af970581c61e268dd1d96214e11f99c1c6a949
hu.bme.mit.theta	theta-cfa	4.2.4		b25898a24b6bd3e43f1f27f2938d0cabc837a32a
hu.bme.mit.theta	theta-cfa	4.2.5		2df3bd55033615f922e5c37ed47d55a0c9c54802
hu.bme.mit.theta	theta-cfa	4.3.0		4b8e082653872ed8f870efcfd9036996175bb945
hu.bme.mit.theta	theta-cfa	4.4.0		8eb4759fbfa3fef707640ece355460d4dbad229b
hu.bme.mit.theta	theta-cfa	4.4.1		e1f6327f2115f55b6fc7301663a173b612991f9f
hu.bme.mit.theta	theta-cfa	4.4.2		4515086e3c680db2c92950a6854bc850705e6a37
hu.bme.mit.theta	theta-cfa	4.4.3		8981daf29a9be7cf8c6b410928f7a192b8daab7f
hu.bme.mit.theta	theta-cfa	4.4.4		584219ac8c951764f0e941207d916251d5f0a53f
hu.bme.mit.theta	theta-cfa	5.0.1		c458021db07d3107dbf1d3e7211c48485decbb29
hu.bme.mit.theta	theta-cfa	5.0.2		a6ed235f134a95ef7f3627abfa24e107f8f68860
hu.bme.mit.theta	theta-cfa	5.0.3		c5f79fb31ce506e0b58d0da575aa84699f75559e
hu.bme.mit.theta	theta-cfa	5.0.4		98a2e52185e3d4304a8c5ef250ec1f05d5d1aece
hu.bme.mit.theta	theta-cfa	5.0.5		66f6bfdc21d0aa2961e1866aae93a38292ed4f30
hu.bme.mit.theta	theta-cfa	5.0.6		64014ad3b28838eb0dded213708bcd614fba0ef9
hu.bme.mit.theta	theta-cfa	5.1.0		d8a7ebadf71d7c8d4f78696b80e512419555a351
