org.wicketstuff	dojo-api	1.4.17.3	-	14cc72313616b1d0f6753e496c490a8996369486
org.wicketstuff	dojo-api	1.4.18	-	4ba1b1a310ccbfd2c7c68e7962eedc2adf459af1
org.wowtools	catframe-servicebase	1.0	-	6dc581fd52b21247736a1468bf17db207e01408e
org.wowtools	catframe-servicebase	1.02	-	5f74ad8713adec1bd233a8ea010330c5f2a47c93
org.wowtools	catframe-servicebase	1.03	-	f7eeb320d91af1358ce84fb1a7e333f3baec08d9
org.wowtools	catframe-servicebase	1.2STABLE	-	76f59e343c29daea413297d8ebe24bb05372bdaa
org.wowtools	catframe-servicebase	cell	-	a6e8fad09794b1c30bf6dbb3b3797e6322d425a4
pl.nk	spring-social-nk	1.0.0	-	a5aaaef70d6d1d21f6081c52db18e4c390b0917c
pl.nk	spring-social-nk	1.0.1	-	e028c9d03106dcb0350dd1fca96a2b209dfcfd6b
store.kalvan.framework	kalvan-starter-db	1.0.0	-	505d887cb5df1b6a1dbf171ab532cb55102675dd
top.jshanet.scorpio	scorpio	1.0.2	-	19a8901393f1d7cbda311040a32ebe68e39ed7cc
top.jshanet.scorpio	scorpio	1.0.3	-	3cd6b5d47222e731618975ace1634e9ec5b8934a
uk.bot-by	slf4j-aws-lambda	1.0.1	-	6296e66213eec8c8f2422d0733b388899bf7b889
uk.bot-by	slf4j-aws-lambda	1.1.0	-	c7ed033fbe6373b184606172c5da193298a2ff01
uk.bot-by	slf4j-aws-lambda	2.0.0	-	a0eace1a4dfbfd7238fd53015f6cef172bf6f5f0
uk.bot-by	slf4j-aws-lambda	2.1.0	-	6b2cf77d6788c16033a9feb0ee1867fb5a23e484
uk.bot-by	slf4j-aws-lambda	2.1.1	-	4ae8ae2f7d8394c6d741c226e99c388c6114d6af
uk.bot-by	slf4j-aws-lambda	3.0.0	-	d1d41fdae19ef9b71439de5e958b03098c10b75e
uk.bot-by	slf4j-aws-lambda	3.0.3	-	a1a90f259a32fdd4fff4aebd8fdbf884ae7481b5
uk.bot-by	slf4j-aws-lambda	3.0.5	-	b9efce74ed350268926d2ffde6e5d4e7deb2790e
uk.bot-by	slf4j-aws-lambda	3.0.6	-	d570dc8730f727f1d393bfcf62a185142800992e
uk.bot-by	slf4j-aws-lambda	3.1.0	-	30617c1e7553e4318ef4cd5089938d89fab39c57
