cc.zhaoac	faith-tool-common	1.1.0		a0bbc02e1610f6aa7a0fceb9f7b035a20d7734ba
com.google.sitebricks	sitebricks-jetty-archetype	0.8.6		015e4158f6d8e23fb2aaf2049bcf680a56789137
com.google.sitebricks	sitebricks-jetty-archetype	0.8.7		53d264054cf064cdb39f9c80be26d1278e9f6d93
com.hack23.cia	service.data.api	2011.05.31		a3d7707eea096a95075a5a2bde5f0e2da446cb71
com.hack23.cia	service.data.api	2015.12.01		3a242c75842f428763f995d5d157b3af5e62b94d
com.hack23.cia	service.data.api	2015.12.20		8ca4e4bcdf67ba8b56751afed7187765992fba66
com.hack23.cia	service.data.api	2016.1.10		f4b6e6c740e8a126c4c29c4b535fcf4218c62da6
com.hack23.cia	service.data.api	2016.10.2		e9a7385a1260d46b7a1e126d36b5fd4b2b4dd744
com.hack23.cia	service.data.api	2016.11.13		c5edd38d1a68762f2e04cef8a5d58e008fc3a6db
com.hack23.cia	service.data.api	2016.11.15		a687e6db1ef49b062f25796b20cd6b503532d3c4
com.hack23.cia	service.data.api	2016.11.22		9cd400c99a5f9b889c0635e96a5fea23c54d17c2
com.hack23.cia	service.data.api	2016.12.13		be7811510c6b73afcadc6b085581b6e64e6ebcc5
com.hack23.cia	service.data.api	2016.12.22		3fad4efcfe10f91fdb131610fff9a6da72e32884
com.hack23.cia	service.data.api	2016.2.7		0f2479290c58a491fa532b76e1c9444a8d272fae
com.hack23.cia	service.data.api	2016.3.7		c53e3f6d095c82d18eae449b09357baa4debd17c
com.hack23.cia	service.data.api	2016.4.3		5fa76311680c82411d5644d309f6fd51efc234bf
com.hack23.cia	service.data.api	2016.5.7		ed476484773a0eb1e50fb164d75408d466c62873
com.hack23.cia	service.data.api	2016.7.28		4d934e30f9f8b39c453c717fb4b63d0288d88c3e
com.hack23.cia	service.data.api	2016.7.5		ec351bb9d9bdc0a58e8bd4f416f3533493ac279d
com.hack23.cia	service.data.api	2016.8.17		ef0def74cf8f5c2e16009134970869f914c164de
com.hack23.cia	service.data.api	2016.9.17		717416758ca7f8199fd37a03cc084bda73c0470d
com.hack23.cia	service.data.api	2017.1.1		13bc2dab7715cca15b3456c5c2f5ba9a61dd2d2d
com.hack23.cia	service.data.api	2017.1.21		3449d1a083bfe3c5d94178d9e5d4a3e18ea830eb
com.hack23.cia	service.data.api	2017.11.12		7be2713790d140c7127122b9227a6531eddafffe
com.hack23.cia	service.data.api	2017.11.28		0ff17462a70122e9a990f8092c787f87e747de8d
com.hack23.cia	service.data.api	2017.12.24		38e55187ceca52160aff87f883d37550d1084ccb
com.hack23.cia	service.data.api	2017.2.24		2d6293d011e0981ed504e53c7042138db0e29900
com.hack23.cia	service.data.api	2017.4.15		26dc07d9cf915ee74717ece158c50fe5d6770ff1
com.hack23.cia	service.data.api	2017.4.23		f5f9bf91831fe79423fb5171dd71bfb4aa06df9f
com.hack23.cia	service.data.api	2017.5.17		a5bb99969d743b42e0dbcb4186bd101c4bfb2274
com.hack23.cia	service.data.api	2017.6.6		b48a0e51c5d72cd6318a44efdc24247b803ff865
com.hack23.cia	service.data.api	2017.7.24		eb4e1f0b402da7a77627b8217f917dd854269849
com.hack23.cia	service.data.api	2017.8.27		3d0d159960326c02f9894057f7fbcb5cb26d2403
com.hack23.cia	service.data.api	2017.9.15		47237c462b356afc297638700d480098339ff7a1
com.hack23.cia	service.data.api	2018.1.20		4426e898da2c7fc460f25ead100cf43e0cf00a26
com.hack23.cia	service.data.api	2018.1.27		1d3d3852bf27bdae04758da2a949cd3182d4f346
com.hack23.cia	service.data.api	2018.10.17		9bea5fd5d87bbeaddaba0be9aa543f32389c15a7
com.hack23.cia	service.data.api	2018.11.16		246eb77f259493481f3acd2fa625d827594d78a3
com.hack23.cia	service.data.api	2018.12.15		2ef5733e9f15afbb217d63b944a36a12b79b36c9
com.hack23.cia	service.data.api	2018.2.25		550c61f34877d7a0805d1223a367445aa1051208
com.hack23.cia	service.data.api	2018.4.3		9c71ffe3841b680cba2ff941452719f91697f37f
com.hack23.cia	service.data.api	2018.4.30		7eb799d2eafa92da2da8a5fcdf00d2417f6bd49f
com.hack23.cia	service.data.api	2018.5.21		38e4f959865eca3384c4f09f60516f0c2fb2fc01
com.hack23.cia	service.data.api	2018.5.8		718e4309e7f8d4c6c3bffc84d84e36d13008c969
com.hack23.cia	service.data.api	2018.7.31		1ad96cd288f758c3e2e64a38efee9e660abb76f7
com.hack23.cia	service.data.api	2018.8.17		f066e4c30e082f68757d6164288001388c372bec
com.hack23.cia	service.data.api	2018.9.23		4bd1671b3f0edcf6c564559b24d2b032a4ffd38e
com.hack23.cia	service.data.api	2018.9.8		b7c16b8da7c1e84231f17278f177b283b1ce5c92
com.hack23.cia	service.data.api	2019.1.26		323affa9d1244b9115dbea09d9022d5335d634b4
com.hack23.cia	service.data.api	2019.10.3		a40019028d04c1c87a82565ec183f82e1c0fd5c0
com.hack23.cia	service.data.api	2019.11.27		55188eeed71efa9c703b2a06063c30b98866cd36
com.hack23.cia	service.data.api	2019.12.21		1a0fc4ab9be0777e2d483656346d5467b32a2cbe
com.hack23.cia	service.data.api	2019.2.23		78cf412c03b35d7e4e2ab44e2ddbec0365caea8e
com.hack23.cia	service.data.api	2019.3.24		9295f49ba10829bf837e6d600447c6fd682eaedc
com.hack23.cia	service.data.api	2019.6.13		9835aca79bd6fd1d947df47faa1e6f6c27786538
com.hack23.cia	service.data.api	2019.6.23		3a5534916de423cea34200bac3c104ee70cbbeb9
com.hack23.cia	service.data.api	2019.7.23		e128b3b785ca996f77f4897954aee452680693d7
com.hack23.cia	service.data.api	2019.7.26		5997927e4244971a8555e2768a686ed25394bbf4
com.hack23.cia	service.data.api	2019.8.17		15239702a00abc83af4108b91185801cef3a30ab
com.hack23.cia	service.data.api	2019.9.14		5151d6dc66bf908fbb20554a27bd37d8dc4080c8
com.hack23.cia	service.data.api	2020-10-29		2c4cfa557b1e21545c1223b9ec668aad158e6c4c
com.hack23.cia	service.data.api	2020.1.14		05e1c7c3d2494e777f813f60a4d7d600ada72f49
com.hack23.cia	service.data.api	2020.11.21		12bad78b1d6a98825b3bfb6870870501670ef3ff
com.hack23.cia	service.data.api	2020.12.20		3fc1704b75f72928fd60877b5684ae557edd2217
com.hack23.cia	service.data.api	2020.2.9		80235b350e7314b5be291c97b2f1705ad051887f
com.hack23.cia	service.data.api	2020.4.19		868341a377d38fce53b6fe693d5fa44834e79480
com.hack23.cia	service.data.api	2021.1.23		27bddb780797740c36090632c0920d0de8b15dde
com.hack23.cia	service.data.api	2021.10.23		4492788554c39815770c8647af20c3377c084f67
com.hack23.cia	service.data.api	2021.11.24		ffce42e2a833a9a5f96f98367065efbf0ce207eb
com.hack23.cia	service.data.api	2021.12.21		2ae7091837e323009cd8fdddc2fcce1fa69f8e90
com.hack23.cia	service.data.api	2021.2.21		464d165f0f8121aa0fcfc7c83fcf35f744252d66
com.hack23.cia	service.data.api	2021.3.21		ea9e4ef53c2e676b2300faa1b227a618e9b9e467
com.hack23.cia	service.data.api	2021.4.24		53ad6ec0e1e97e73b668c5b9ff0d46c3162312a1
com.hack23.cia	service.data.api	2021.5.23		fa2e76d5f64ac0bf4d52990f20b365d18d0c8039
com.hack23.cia	service.data.api	2021.6.20		042197a68d333addfa6045392ddeab48ffb707b7
com.hack23.cia	service.data.api	2021.7.20		7434e9b1e4c605038bc3cc8150438353cf38b6e0
com.hack23.cia	service.data.api	2021.8.22		37fffb30b05af33476144d432b2e153543718254
com.hack23.cia	service.data.api	2021.9.24		8bca72415b242740c677bfb74fc7b5e7fca78074
com.hack23.cia	service.data.api	2022.1.24		2d35bfb393f7b9763f84e2e15ccf435c49abb481
com.hack23.cia	service.data.api	2022.10.9		fcc867da0eceb84fb5b864cc542546bfb06f9663
com.hack23.cia	service.data.api	2022.11.19		5784a0d3a77af582b785e377ba132849dc95972d
com.hack23.cia	service.data.api	2022.11.5		a419db80dd5cc94648d085d2d9bb22b9fd6afc3a
com.hack23.cia	service.data.api	2022.12.10		0e7a64ef704a8ea921fa09608924662bc58f32e6
com.hack23.cia	service.data.api	2022.12.26		130b433cf7a792b8aabacf24cdfd1f9ca4cf0de0
com.hack23.cia	service.data.api	2022.3.12		cc8158abe62339f27d76d91330547133a0706fa8
com.hack23.cia	service.data.api	2022.4.14		861818d6699b6ad6b57fc25d7ef7aed67f10e113
com.hack23.cia	service.data.api	2022.4.2		29921362974f59343f4343afeedfe5b93c0875a8
com.hack23.cia	service.data.api	2022.4.20		71b53a8cd559e4779079db88ee0e1e000f62172c
com.hack23.cia	service.data.api	2022.4.9		e0e0e90e364d35842b70522614b1eb9242adc3e0
com.hack23.cia	service.data.api	2022.5.1		087cbda73dcf4790e5f9e3fb256ee26afbf5f1ac
com.hack23.cia	service.data.api	2022.5.15		959efd2f1990af8b8bba5a4df985f753103c546b
com.hack23.cia	service.data.api	2022.6.15		92cc0fbc6a95e31a2c3f2082336b000416e4dcc3
com.hack23.cia	service.data.api	2022.7.1		40acc93f90be56ce5be2482c990dafcaac430854
com.hack23.cia	service.data.api	2022.7.23		654e6d62b7802ecae2426a79c802b13c17c7c3f2
com.hack23.cia	service.data.api	2022.8.28		e8d0ecdeb153196cb08c8ac6a71f05994c1dead2
com.hack23.cia	service.data.api	2022.8.4		e1054ea6381819c5b0235056783db5abaa66fa03
com.hack23.cia	service.data.api	2022.9.10		88c21109b37e948f196249f616b8a65e6cac542d
com.hack23.cia	service.data.api	2022.9.17		6d494d3c44c0c61ec6d9102c9832f638b524b61d
com.mastfrog	subscription	2.7.0		19cd786e07d22e58352056feaf467762ed952ee4
com.mastfrog	subscription	2.7.0.2		ba0828d838cd0aaf4cb330e2d600d2be7f4e8821
com.mastfrog	subscription	2.7.1		38631d74ee76f7e9abaa1c008d2f60da9150cf49
com.mastfrog	subscription	2.7.2		3149c8311e36a0edfc786f38367799cda91adb41
com.mastfrog	subscription	2.7.3		54865b17673d1e3bf0c558d98d6bab4ad2055842
com.mastfrog	subscription	2.8.0		cb1d5e26607564aef3bff64f891e2e9c992e20bb
com.mastfrog	subscription	2.8.1		fc27ee7e6a5a49e0bf6de18042ea797d6faf499d
com.mastfrog	subscription	2.8.2		c0e7720c64a1f23f00a8233af88e96bbb35b20af
com.mastfrog	subscription	2.8.3		86bffade827543475bc36a2c91610756a6c522b7
com.mastfrog	subscription	2.8.4		f38ad623d1212eb48a64cc6e1ccfb677b5df1292
com.mastfrog	subscription	2.8.5		bc652fe9775f3333aefbabdd00b18a731746e97e
com.mastfrog	subscription	2.8.6		cc47e9bb377ae59d3fabab0f002040a2998337d2
com.mastfrog	subscription	2.8.7		a459e23c64ef26e3e204f392916cf1144113458c
com.mastfrog	subscription	2.9.0		42e7308827d36c6cee537d2cd295374984ce4665
com.mastfrog	subscription	2.9.1		de128ad2124a8124150bee73a41336d52c4c4c3f
com.mastfrog	subscription	2.9.2		e622331cb6fc1e5ba71f43e8c5b915a4c9e220fe
com.mastfrog	subscription	2.9.3		2aea6f0d20a9ace942531706949f58f4b15b8cf3
com.mastfrog	subscription	2.9.4		17d4c366782977768903e10819b90a28583576ab
com.mastfrog	subscription	2.9.5		49b29a3eb4d33c391d9f1d4e5ee6355c6e77e029
com.mastfrog	subscription	2.9.6		f3b34d20787427015836487ac839913a0e6b968e
com.mastfrog	subscription	2.9.7		7403d95089bd238e98434f9100dedfce40999a2e
com.outr	testy_3.0.0-RC1	1.0.0		1b9e13c540fbe2e9d9d2414b55570f03717e4e7a
com.outr	testy_3.0.0-RC1	1.0.1		93523505abacb8df7ebd465ce6b06de5855760ba
com.outr	testy_3.0.0-RC1	1.0.2		4e7c6b3619d50ec56f249f4014f8ce6b53af9e57
com.outr	testy_3.0.0-RC1	1.0.3		c9098f19fdcdb788273e486ec83925663249485d
com.razie	base_2.10	0.6.7		20c9e8102eb7bb261f67c8cfb2a8d8ddfa73b305
com.sixsq.slipstream	slipstream-maven-plugin	1.0		ad353f32227454a1d00c035d1e9b7b182185f259
com.sixsq.slipstream	slipstream-maven-plugin	1.1		a3e217b94ae365de02fe34e62ea7d51ec07a2117
com.sixsq.slipstream	slipstream-maven-plugin	1.2		7837e51a6d5995de23432472b74450313de3c853
com.sngular	scc-multiapi-converter	3.4.0		5de7016fe87b3ee96910eb4c6b718e07d474120c
com.soywiz.korge	korlibs-time-tvossimulatorarm64	5.2.0		N/A
com.soywiz.korge	korlibs-time-tvossimulatorarm64	5.2.0	metadata	9a71258b64b5bb0596d0a1f774113b71ed5fc01e
com.soywiz.korge	korlibs-time-tvossimulatorarm64	5.3.0		N/A
com.soywiz.korge	korlibs-time-tvossimulatorarm64	5.3.0	metadata	cf809a78fcaf1453ff441d4b52ba9171d0782117
com.soywiz.korge	korlibs-time-tvossimulatorarm64	5.3.1		N/A
com.soywiz.korge	korlibs-time-tvossimulatorarm64	5.3.1	metadata	afb4dfd6ab9ad4a20f90b89f89964122b90c1ecd
com.soywiz.korge	korlibs-time-tvossimulatorarm64	5.3.2		N/A
com.soywiz.korge	korlibs-time-tvossimulatorarm64	5.3.2	metadata	3abf6bc51c7afc7982c8087965d3a8a5bb86489b
com.soywiz.korge	korlibs-time-tvossimulatorarm64	5.4.0		N/A
com.soywiz.korge	korlibs-time-tvossimulatorarm64	5.4.0	metadata	6b012d0bd3ae9f1ae1282e8eea21b83f3fbd695a
com.thoughtworks.raii	resourcet_sjs0.6_2.11	1.0.0-M1		5e01f71661ca8c0b3837283008cfa107ab580117
com.thoughtworks.raii	resourcet_sjs0.6_2.11	1.0.0-M3		7e4dd0233ad389d2f3b137f704f29cb53141cc44
dev.whyoleg.cryptography	cryptography-serialization-asn1-watchosx64	0.3.0		N/A
dev.whyoleg.cryptography	cryptography-serialization-asn1-watchosx64	0.3.0	metadata	870bca1ee3863ee944a3c995f42c69d370a196f2
dev.whyoleg.cryptography	cryptography-serialization-asn1-watchosx64	0.3.1		N/A
dev.whyoleg.cryptography	cryptography-serialization-asn1-watchosx64	0.3.1	metadata	85a01e8453b9ac11b14327e1e0b1b43fa5135187
dev.whyoleg.cryptography	cryptography-serialization-asn1-watchosx64	0.4.0		N/A
dev.whyoleg.cryptography	cryptography-serialization-asn1-watchosx64	0.4.0	metadata	ce1c3c00b333a5c34f1f8b80c3db691574360358
dk.dma.commons	dma-commons-util	0.5		d65a979ff1758a161641535b75a16be8e998bdbc
info.cukes	cucumber-pro	1.0.10		29f1e612ddfb0346d4961b15bac1890a45f184c1
info.cukes	cucumber-pro	1.0.11		a1104d6ce7f41c9e62469f6339c1b6396052248f
info.cukes	cucumber-pro	1.0.13		49f026ee8ca205c51baf2c93c0275f0ed298227c
info.cukes	cucumber-pro	1.0.14		1dd7546dbbb08b9ea09cef62505936daaad33864
info.cukes	cucumber-pro	1.0.15		bf190e3e35544bded551189aa204d013266b5134
info.cukes	cucumber-pro	1.0.16		76cd4657f3a8e095cd685871606f1c9b833a0719
info.cukes	cucumber-pro	1.0.2		73528a74583d96b070b9996039dd312567cce04a
info.cukes	cucumber-pro	1.0.3		617aec062d54e2a891ddc100300b73f18ff59b17
info.cukes	cucumber-pro	1.0.5		a1864d2c86878de5717be974b94943f39e7d6420
info.cukes	cucumber-pro	1.0.6		0085adcb56263f237977b47cf9c10a98ced8107b
info.cukes	cucumber-pro	1.0.7		0a297aed4b35c2a6c9c379632ffcedc56523e245
info.cukes	cucumber-pro	1.0.8		290d064bee3270dcf88a96ef4398c3bd7d812f9d
info.cukes	cucumber-pro	1.0.9		19ee5d9191a574a7ca8a79ebefa2a1ef910f5778
io.codemonastery	dropwizard-views-handlebars	0.9.2.1		dfd665bc6db5dccfd9976c38a825597a59b7771a
io.codemonastery	dropwizard-views-handlebars	0.9.2.2		4311d2e8f166729d7a68be440498e68e85cd6813
io.codemonastery	dropwizard-views-handlebars	0.9.2.3		fbea8bb78760fb79bee40e7b889a357d2132546b
io.codemonastery	dropwizard-views-handlebars	1.0.0.0		91ac7b041319fa0c0b801011da83a24ab096392f
io.crysknife	tests	0.1		7e45d91f567d636cc2abad557b1c67a56fa71ef2
io.crysknife	tests	0.2		b27cd371f03e796387a0232b7150a87ef3265199
io.digiexpress	quarkus-stencil-composer-pg	4.278.119		02056bd0716b7fac12d7ab5f6c688c6259b74002
io.digiexpress	quarkus-stencil-composer-pg	4.278.120		4659262e2f8bd53316e712b2cfea517ce40905f0
io.digiexpress	quarkus-stencil-composer-pg	4.278.121		3de9b04293e9d7c60cd296e01965921545248eb6
io.digiexpress	quarkus-stencil-composer-pg	4.278.122		91f1cd1baef8b4dd0538629418697a71a70ebe9d
io.digiexpress	quarkus-stencil-composer-pg	4.278.123		2502e589ca444f68847d4c42e5c8c7ebc353a4d9
io.digiexpress	quarkus-stencil-composer-pg	4.278.124		c9a285436f0d8941f52cec2dacfc1e6a1a05ec72
io.digiexpress	quarkus-stencil-composer-pg	4.278.125		73252af5bf79747f19e9326037b6a616d70ad9f6
io.digiexpress	quarkus-stencil-composer-pg	4.278.131		b9adda882248abfb6fec154ecb430c376f33c4c7
io.digiexpress	quarkus-stencil-composer-pg	4.278.132		ed24d7d30003a838dde5b9c947beb8be3aa3647d
io.github.copper-leaf	ballast-undo	2.2.0		bf1be91ed86caf2434afe5b3b803e5d5743afaa8
io.github.copper-leaf	ballast-undo	2.3.0		9b9faa8d87cf42e4b3fda1321407d135be3fe902
io.github.copper-leaf	ballast-undo	3.0.0		b695e551adafc866cb8322bc127c533fb2c1b67f
io.github.copper-leaf	ballast-undo	3.0.1		b695e551adafc866cb8322bc127c533fb2c1b67f
io.github.copper-leaf	ballast-undo	3.0.2		b695e551adafc866cb8322bc127c533fb2c1b67f
io.github.copper-leaf	ballast-undo	4.0.0		7c0405a6832b27f8d91e489140859100ae4741ff
io.github.copper-leaf	ballast-undo	4.1.0		9b56e79193fe952fc05987b97317e0bc1abde60b
io.github.copper-leaf	ballast-undo	4.2.0		69cfbb8a9f50765346b48d8eb706bc5253dc6a96
io.github.copper-leaf	ballast-undo	4.2.1		69cfbb8a9f50765346b48d8eb706bc5253dc6a96
io.github.gilbertparreno	arithmetic	1.1.2		d0ae4b244ac728f1deaf80053c62f0958ffaa1fc
io.github.ligasgr.blocks	couchbase-block	0.1		b24735a8f73e68b1fe574330ba0b72da1f40b822
io.github.ligasgr.blocks	couchbase-block	0.10		f7cb86b35e3586ec605fcb8d4d8ff232428bd743
io.github.ligasgr.blocks	couchbase-block	0.11		727b6da85642a48c2a9626f4af3174c4954d7b6f
io.github.ligasgr.blocks	couchbase-block	0.12		0025be46a87899a5fbb605ac3d3bbbb17aff43c1
io.github.ligasgr.blocks	couchbase-block	0.2		ad76a235881a503a2e23591446785f440c2c8384
io.github.ligasgr.blocks	couchbase-block	0.3		ce419d0593b64ec6568ce1c1ec0a67f47cabe871
io.github.ligasgr.blocks	couchbase-block	0.4		1b025213d3ec7870310ce6bebbb76b92e77b0ebd
io.github.ligasgr.blocks	couchbase-block	0.5		62205611b7790298ad1717a79f5ef073b36cca32
io.github.ligasgr.blocks	couchbase-block	0.6		cc6bbfb076fafa648ff9cca498365ade9611e5fb
io.github.ligasgr.blocks	couchbase-block	0.7		0f86cd821a2a8377a741473f774f589701646f80
io.github.ligasgr.blocks	couchbase-block	0.8		62dfee47038b5dfe68d92c37d7ff89c48865c751
io.github.ligasgr.blocks	couchbase-block	0.9		927b1744d8ef0c10b52445fc35fc82fae1f7649a
io.github.nixiantongxue	nio-http	0.1.13-beta		c4ce8fd78b838a0434a93329f95458a5741fbea2
io.github.nixiantongxue	nio-http	0.1.14-beta		1a843206d3c40a95ac89819a36c5bbfed1513ef3
io.github.nixiantongxue	nio-http	0.1.15-beta		7bb21bc33bf74cf632d332f22c23fd56c6988b8a
io.github.nixiantongxue	nio-http	0.1.15-release		c9139f26369a6b570d3601677a5db39f2a39438d
io.github.nixiantongxue	nio-http	0.1.16-release		b3de5a5cb724fa7995f7372a49a84ef0b77ef812
io.github.nixiantongxue	nio-http	0.1.17-release		0f278ba46f659ac3befe96a0fdb7e9d3e368a1aa
io.github.nixiantongxue	nio-http	0.1.18-release		13ebf38f88378f52e2ed9c7c82ccc1845cb7f258
io.github.nixiantongxue	nio-http	0.1.19-release		97d21214fcbbbbd0643364c2ba79497364b6f2d3
io.github.nixiantongxue	nio-http	0.1.20-release		57a8fe7e266423566fdeb52b7ea0bd79c4f42243
io.github.nixiantongxue	nio-http	0.1.21-release		a27b6650d226d0120d03a197f33adf8c45a7ac13
io.github.nixiantongxue	nio-http	0.1.22-release		7f57485b05e59dc1e196b53edfebbcfcb4d67c07
io.github.nixiantongxue	nio-http	0.1.23-release		1d94ab6a584a018b33c7b03d4f51eab90e75f9f1
io.github.nixiantongxue	nio-http	0.1.24-beta		79f0e6025992ce0ee9fe5e8e0bdd27622bcc6c29
io.github.nixiantongxue	nio-http	0.1.24-release		acc51a610f5f5c1562b61f6a2f0c07a5ce0bd18f
io.github.open-accelerators	trust-services-client	1.0.2		0ecd708fe9bcc07992020ea4f99796a2984d8f60
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.100.1		60971f35de27ea1706e18e4d095c3add95ffe84c
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.101.1		3edb22d4aee19537e850969ed1066b50502ec43f
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.102.1		a3a4157c904e0ae7e12e26c40ada45e8b643bee8
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.102.2		84cba4e3203f38b2adec0b8253d0b2affc29580d
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.104.1		c6972fa734b8111d7a9236c595c455a551a71e3a
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.13.2		c5c91de7dd0ef75fa5eae9c919d8b5924506f949
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.14.1		4981d41ea5752a610be3d387fe2107fd838fdaa1
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.14.2		ad7b43df10b999724d3846e295b0b7d96a329e74
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.16.1		23da548398b58975e1bfea5f784df40cae1bbf47
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.17.1		c141a72e431342468b60e4246e7d3bc655f9bf96
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.17.2		b0a3a3c9e49c51998f459f3f0d80af4c35f24776
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.18.1		e1f90e1d5fcabe9e68dd91dd84416f498d469715
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.18.2		3cd07c9e43b5eb996d87ba1255cb2a2b357dc748
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.18.3		afd944bfedc4e8b2ccd9299a7e55c0a3390d94a7
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.20.2		6c2235f36ffa534d0da67db30f28d8a81198c83e
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.20.3		f484639f518445c7272bbce071d52d8d90b54e85
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.20.4		8db4308aab57c44984d2d6d2a3e02edf3a462402
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.20.5		ee0b903bc52f109335566c5aa5f3f2913d46bb6a
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.20.6		cf9747bb35f55be39a0ba37cb414db63658ea7af
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.20.7		19fa971e17bb57b88207fe3d62f0ec7ee74b3d3d
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.34.1		7828a58021afd2c934c2f5117d0e37a86258e1d8
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.34.2		e6a10064322e84d12d0b3e3c0bb2b9cc00b8c88a
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.35.1		07da824d094a3e58bf33c6970db10b00a5a5d97e
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.36.1		416565a9e70e2fba6cb84d38be53c4f495051e4e
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.36.2		756f50c39309a79aa801b6bc46f01e8dddd00716
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.37.1		34413a179e5c398de782aa52a23135fb5181ccac
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.37.2		ff254d1a0ccc97ec7a4036060aa8694ad50cd521
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.38.1		49f84ed1fd7cf51dd1ea6bb6c32602c83a1805f3
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.39.1		a21541347a374fcfb2c3019b772e458943bebc4d
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.39.2		afd2ec101cf6eafe333872be0a059689ae698e4c
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.40.1		ba4babd9627c0bcf096f9e56d9ee5673538f33a0
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.42.1		4463cb59c79ee771b28ca7bd444008c883f44216
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.43.1		fb337e7e3ac6942b08f13654d67ddde85f277d63
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.43.2		bd0828475f0b8bbebf8e4fb23067f6d7b0ddde76
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.44.1		cae65d844d803ca7b417be61bd2b0cffc3d4432f
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.44.3		c852d3dd190e65019f68c8fa576d3273398cef58
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.45.1		4abdfc66a8ce27b92c6651bb11909554a022dbe4
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.46.1		d834d17920f6e00568147d4c55073cb05c3d6a33
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.46.2		9c74633f012919090584481ef545426b47b6f8a4
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.47.1		16ae3a071d417765abe27fb365fcf12a0971b31f
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.47.2		520844de97dada252292e633d27f693aa7f08577
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.48.1		79171000a18d6bdd350b00ae242c3d0343d7e412
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.50.1		59bdc5c6e3968c820429ffefc57700a120503027
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.51.1		28c1faa75a6c3189b8c4fe97caed7f254d1ed526
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.52.1		20af6c2f1738f1bec172a6d6475dba037a821fef
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.54.1		35d7f05ee8001fd88b3e15e0387df3427aeaa34a
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.57.1		0cab0e1d46195a9dddcfee0aa83b88689d5928c9
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.57.2		497709153f4119147d2165f1e27b74b374165096
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.59.1		f96d7dc10856f08f52fa94a728a472ad170bed8c
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.60.1		3a7a34cff3f2601336b48aaa9e54733afeab2f1a
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.60.2		d58a745526f065ff5ec4991001f4e634edc9aa13
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.61.1		33e0e7733b4f132c00cdb19d7ff4b18871847cb5
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.61.2		984c17b26c6d17c9c44d89b9a1723758351df244
io.github.vigoo	zio-aws-lexruntimev2_2.12	3.16.62.1		d1355b4dca94e91615a32dc5a9f3dbff27d07744
