app.softwork	ratelimit-linuxx64	0.2.1		N/A
com.google.apis	google-api-services-people	v1-rev20190411-1.26.0		617503935ef11fcba9e531b1bc6f1584c591f0d8
com.google.apis	google-api-services-people	v1-rev20190411-1.27.0		b31f4bf65ff2e754ae9b77e85c9de17823b9ac74
com.google.apis	google-api-services-people	v1-rev20190411-1.28.0		f2087c04a5b91b39e3b78f89a899ea227575f08d
com.google.apis	google-api-services-people	v1-rev20190416-1.26.0		a23a5af8b1dbe81015c6265b5e5a74de9a3de268
com.google.apis	google-api-services-people	v1-rev20190416-1.27.0		543d92bfd0fbc26aed2beedf96c0e6c2ee673cce
com.google.apis	google-api-services-people	v1-rev20190416-1.28.0		3dbb146de7aba25db54498bae3fc4462f48a0bd0
com.google.apis	google-api-services-people	v1-rev20190422-1.26.0		594fe5cbb06e7bcb22b3fbf1a4386286109f25f8
com.google.apis	google-api-services-people	v1-rev20190422-1.27.0		8b6d9032e088ec23be514b9f48763ae5816f2888
com.google.apis	google-api-services-people	v1-rev20190422-1.28.0		bc51ac532144e36c53f649967cfdfb69bb3ce76c
com.google.apis	google-api-services-people	v1-rev20190611-1.26.0		4c5376b8eadb24d6cb9c0f535a606bbfaeba8fa2
com.google.apis	google-api-services-people	v1-rev20190611-1.27.0		8dbe218e279cb0b71b10a899ab1004c3494d0a9f
com.google.apis	google-api-services-people	v1-rev20190611-1.28.0		5bdb75bbbaad3203d42bd899a844fd4f1fa017db
com.google.apis	google-api-services-people	v1-rev20190611-1.29.2		f1b126d64ca03e1c67c57946383850720d5510d0
com.google.apis	google-api-services-people	v1-rev20190611-1.30.1		bcc6d013aa0b35e2d7fc2066d341e0ea1db76de4
com.google.apis	google-api-services-people	v1-rev20190716-1.28.0		f2663694aadbd28ccd9facb062483c268a7ec22c
com.google.apis	google-api-services-people	v1-rev20190716-1.29.2		e967705efbdfa00c70cd2bd9fb70cc8391844ff7
com.google.apis	google-api-services-people	v1-rev20190716-1.30.1		747b99805aa5bb82857571f6bf51938c915c71eb
com.google.apis	google-api-services-people	v1-rev20190727-1.28.0		1d0f292c8aedf2bf118b575cd2fe55d00df10f5b
com.google.apis	google-api-services-people	v1-rev20190727-1.29.2		a8e5023aee8b8af9e7663c10c97de14652e43297
com.google.apis	google-api-services-people	v1-rev20190727-1.30.1		32853f1c8b3035dd5c3633c2da714f239dabf47d
com.google.apis	google-api-services-people	v1-rev20190822-1.28.0		2c318c7882771a788797f44707f8636af327776a
com.google.apis	google-api-services-people	v1-rev20190822-1.29.2		c5548e3b73d7dd0e8d66d9e297845a3d582193b9
com.google.apis	google-api-services-people	v1-rev20190822-1.30.1		2d8434c90a224685b229557a6426e352e88b5764
com.google.apis	google-api-services-people	v1-rev20190910-1.28.0		7c2bea3b5665aa9319c52268c26b1ee6b7701146
com.google.apis	google-api-services-people	v1-rev20190910-1.29.2		3433aa3256351700d46d5a94f37635e64de2670c
com.google.apis	google-api-services-people	v1-rev20190910-1.30.1		0dbb0340bc477e2fde85f15a26bdc2328cef9a3d
com.google.apis	google-api-services-people	v1-rev20191030-1.28.0		d93d80c7ad912114540135dbbfe0747bb0d82031
com.google.apis	google-api-services-people	v1-rev20191030-1.29.2		fd62acb56b08907c3faa7c92dc6acdd112e08edc
com.google.apis	google-api-services-people	v1-rev202-1.18.0-rc		c8d7cfc113ea86afafb59985c9549dfe26a46149
com.google.apis	google-api-services-people	v1-rev202-1.21.0		b870e22ae2b77e533c4777893d84d0df41c9e207
com.google.apis	google-api-services-people	v1-rev202-1.22.0		f8c9739cf856b52393d3e38dc6822a51e52f1d22
com.google.apis	google-api-services-people	v1-rev202-1.23.0		bf048b4cfcce099b2b777d9deb084279cee971fd
com.google.apis	google-api-services-people	v1-rev20200122-1.30.8		ffd0a3eb16010e705fbcd4127445fa93047a73bd
com.google.apis	google-api-services-people	v1-rev20200210-1.30.8		0c1c4c5553c8ab61bebc0be52e43fd53cd5a50a0
com.google.apis	google-api-services-people	v1-rev20200212-1.30.8		79c3478b10c21913f68b69188397f1f4550ccc81
com.google.apis	google-api-services-people	v1-rev20200215-1.30.9		e81aa440c66dbe5d3c2e03e2e9b8d9b0166d692c
com.google.apis	google-api-services-people	v1-rev20200317-1.30.9		58d23a202314fa1b15ee0c4817824f60ebf89324
com.google.apis	google-api-services-people	v1-rev20200325-1.30.9		0a7bb334dd69ac11925e28de127c9a36df40f268
com.google.apis	google-api-services-people	v1-rev20200407-1.30.9		940da98721ab31e1bbe6a3ace38cb306cd28c973
com.google.apis	google-api-services-people	v1-rev20200427-1.30.9		fdfe27d6232ff581ea7097b4930e2b5a045db930
com.google.apis	google-api-services-people	v1-rev20200513-1.30.9		f9bd0ace794053a2c3db460120c820f20ba66390
com.google.apis	google-api-services-people	v1-rev20200601-1.30.9		7a38c91e94e08ba51425a33e73cbadcdcf3095ce
com.google.apis	google-api-services-people	v1-rev20200604-1.30.9		056d98aa57d70d23c5e1a8a2059bba14c6d1cd13
com.google.apis	google-api-services-people	v1-rev20200608-1.30.9		62325e24e59b429bec0aebc09cff48ff13d2feb3
com.google.apis	google-api-services-people	v1-rev20200615-1.30.9		39752f8c31c37c5ded9bee652673a67f0c09ca46
com.google.apis	google-api-services-people	v1-rev20200624-1.30.10		418189079a22f5d2bed8ce36351dfd3989976a3e
com.google.apis	google-api-services-people	v1-rev20200624-1.30.9		6d733686203a39a8fcb1a6aa4babd5e656cd3726
com.google.apis	google-api-services-people	v1-rev20200720-1.30.10		2c52ca08f447017092c466982c0eb65d18f97a32
com.google.apis	google-api-services-people	v1-rev20200727-1.30.10		b47ac41f7c9ab5c87e1994dcb3e58f38f6eedf98
com.google.apis	google-api-services-people	v1-rev20200730-1.30.10		b52fe980536b9577ed394ceb8510733edfdfa3f2
com.google.apis	google-api-services-people	v1-rev20200805-1.30.10		de36e3f3143a7d73eec2541529c3b1cc1245489f
com.google.apis	google-api-services-people	v1-rev20200813-1.30.10		5a8ba76e504bac55f8ef1f07f0fe666528683b86
com.google.apis	google-api-services-people	v1-rev20200923-1.30.10		d202d79b22aec33554a1278c45e02bc0ab88a7f3
com.google.apis	google-api-services-people	v1-rev20201004-1.30.10		0f9d14ed2f96dbad04d657fdf2f2244d720bdade
com.google.apis	google-api-services-people	v1-rev20201006-1.30.10		6e82e5d681803789b24fcffe604db8ceed6a203a
com.google.apis	google-api-services-people	v1-rev20201013-1.30.10		4dce343ae4ce4b8150180c53f2a3c8c14d609ecb
com.google.apis	google-api-services-people	v1-rev20201026-1.30.10		036ddc74916cb45b9abd16c81638331b402dbc3c
com.google.apis	google-api-services-people	v1-rev20201111-1.30.10		2a8e09610119b3e27123eaae56adcd79572c3a5b
com.google.apis	google-api-services-people	v1-rev20201117-1.30.10		d0a9311e86f008bf73de08959504f783c8c38545
com.google.apis	google-api-services-people	v1-rev20201117-1.31.0		3935410446caa9b6f7030d761d8c34432ba0a6e8
com.google.apis	google-api-services-people	v1-rev20210120-1.31.0		947940b7095ff71dc016b91f0de2d3326a8901c0
com.google.apis	google-api-services-people	v1-rev20210218-1.31.0		3ce508a48b77fb9414603024d18de348d818a1ae
com.google.apis	google-api-services-people	v1-rev20210222-1.31.0		1cfc2f423ebb14a4367a0ead230a5f7788ca32d2
com.google.apis	google-api-services-people	v1-rev20210223-1.31.0		09a3be58d8cec48d92373d00dc43c7f5bf117b8e
com.google.apis	google-api-services-people	v1-rev20210302-1.31.0		a01060e41a5ead3e3a952d2ef30e68e78525458e
com.google.apis	google-api-services-people	v1-rev20210315-1.31.0		9a830e7ec5f67ad622bace0dde23018adde4ecce
com.google.apis	google-api-services-people	v1-rev20210322-1.31.0		fccec00cbe3c7624fdf3c6fe9b7d48aab55483b7
com.google.apis	google-api-services-people	v1-rev20210330-1.31.0		6c1a9487fa7e371b1a992ee244f54a64904aeb37
com.google.apis	google-api-services-people	v1-rev20210406-1.31.0		7ae78125fe00c75c6bbc361fe1bcc1755e4b13fd
com.google.apis	google-api-services-people	v1-rev20210419-1.31.0		27f91bc26b6bf5f49a5f5a8dea4369da9a8d1aea
com.google.apis	google-api-services-people	v1-rev20210515-1.31.0		4c55b6d38e25dc79daeca2eaf343864425ccc9dc
com.google.apis	google-api-services-people	v1-rev20210526-1.31.0		2b11d0315f07c2201f4503d208c1ad2ddd025dca
com.google.apis	google-api-services-people	v1-rev20210607-1.31.0		6eefc75a4ef35772413f16b411ac01bf52dc67b3
com.google.apis	google-api-services-people	v1-rev20210613-1.31.0		71bcb93d0b57f45d95995df040400a7ee1414e6b
com.google.apis	google-api-services-people	v1-rev20210616-1.31.5		f912f9f279bb600079f1c13c0db1e5b05d615507
com.google.apis	google-api-services-people	v1-rev20210617-1.31.5		82830e828389dc662db0ef102ea43ea2509cb605
com.google.apis	google-api-services-people	v1-rev20210621-1.31.5		1ebefaaa2f287a292cdbc533ffc2a005b06831f8
com.google.apis	google-api-services-people	v1-rev20210623-1.31.5		09de953d72df48ad1e482eb2c76514a9b9aafa44
com.google.apis	google-api-services-people	v1-rev20210623-1.32.1		10826d933a6e4b617465bf40cbaa62826a825e69
com.google.apis	google-api-services-people	v1-rev20210712-1.32.1		6aebe69d0752b9d3454331fd8e4202988d39b7a5
com.google.apis	google-api-services-people	v1-rev20210714-1.32.1		1c89edcb26c5fc69e6a187c5ac07eb67b16dcc94
com.google.apis	google-api-services-people	v1-rev20210718-1.32.1		68e912a800a4ed3636be99c996a30aaa51bbddab
com.google.apis	google-api-services-people	v1-rev20210720-1.32.1		696f676b2089c94c78198361d64437a08c527390
com.google.apis	google-api-services-people	v1-rev20210726-1.32.1		c8056eff19484385cbbf93ff7d959f756f9f6cce
com.google.apis	google-api-services-people	v1-rev20210803-1.32.1		7a8fba7ce0ed159794872cfcaef3d214f5df45cd
com.google.apis	google-api-services-people	v1-rev20210809-1.32.1		7e24062a5f267b22760b795b048be3ce911118f5
com.google.apis	google-api-services-people	v1-rev20210815-1.32.1		3606cc09afdab06fc2c2bf3834c9ad8b0b3d34ba
com.google.apis	google-api-services-people	v1-rev20210823-1.32.1		23d46b39fc7e7dc0e60746f2601beef749da26b7
com.google.apis	google-api-services-people	v1-rev20210830-1.32.1		b1b37714f6b2b8de4c82b818fb7ba5046689590a
com.google.apis	google-api-services-people	v1-rev20210903-1.32.1		18af02c8b4043ad74b9a0545b1e1d951819defd9
com.google.apis	google-api-services-people	v1-rev20220111-1.32.1		45395d7fac844750e283c6cf31436a882fa19d56
com.google.apis	google-api-services-people	v1-rev20220202-1.32.1		6e9c1df91938b6672707364ad5aa9034930e7008
com.google.apis	google-api-services-people	v1-rev20220301-1.32.1		f2294da04b34291ab93284c88c7c749826c50c74
com.google.apis	google-api-services-people	v1-rev20220321-1.32.1		5c8691e82cf0a4a126c0e86bf5816d7e7a841f1c
com.google.apis	google-api-services-people	v1-rev20220420-1.32.1		ab6759a11c784de85eca1760e0d7441eb32c3455
com.google.apis	google-api-services-people	v1-rev20220522-1.32.1		4123c98ba428e9e590c77314f13f34fe57d3d02c
com.google.apis	google-api-services-people	v1-rev20220531-1.32.1		e991dc480cff467a25eaa913e87448367f8b58aa
com.google.apis	google-api-services-people	v1-rev20220531-2.0.0		7ee663710c510b190950c64bf9a0e51f68e0c0a2
com.google.apis	google-api-services-people	v1-rev20230103-2.0.0		1dd2c8ba0619b8ac7baaf5dbf523122389bb104f
com.google.apis	google-api-services-people	v1-rev20230621-2.0.0		52a8c32d9273fb58c98314761f313ab434d1e64c
com.google.apis	google-api-services-people	v1-rev20240310-2.0.0		25796abeeb25e9997d5a98512dd817b28fc49414
com.google.apis	google-api-services-people	v1-rev20240312-2.0.0		06a879277f79616dfcff5bbb04d9608113dde7c7
com.google.apis	google-api-services-people	v1-rev20240313-2.0.0		d0601b50edaf6f1dc7dea6a06e387305474c3cba
com.google.apis	google-api-services-people	v1-rev203-1.18.0-rc		85aad75127a717ff52696eeed5a96933f6a3faa9
com.google.apis	google-api-services-people	v1-rev203-1.21.0		cb6919b92db3a2b3464f0b7fbadce5b5d654361e
com.google.apis	google-api-services-people	v1-rev203-1.22.0		33558cd86e50f212582456bf2c2ade568e266b09
com.google.apis	google-api-services-people	v1-rev203-1.23.0		a51dab0b276286d8ad1144286d8e42c38eee0e74
com.google.apis	google-api-services-people	v1-rev204-1.18.0-rc		6044b5bdf54e05f0cdeba04a93b2aaf3b0d169dd
com.google.apis	google-api-services-people	v1-rev204-1.21.0		74f90ebcb1b3a11fb160d1d903c6f38fa222afb9
com.google.apis	google-api-services-people	v1-rev204-1.22.0		6f1d18ff708fecd99d734cd0bd2ecb3b73ab9d7f
com.google.apis	google-api-services-people	v1-rev204-1.23.0		14f8f0f53e37d36e99f296cbc1825a45f1f8d993
com.google.apis	google-api-services-people	v1-rev205-1.18.0-rc		17ae9b2a90486e52e576693df842cc68b1641710
com.google.apis	google-api-services-people	v1-rev205-1.21.0		f665154a6825e16a6207b724d1042bed56cdbcd3
com.google.apis	google-api-services-people	v1-rev205-1.22.0		cbbc4a8efb6c5b082fd812a53c481347e757698e
com.google.apis	google-api-services-people	v1-rev205-1.23.0		1fcd6455fa6b6ea898c21538a16d49b2d7b2e285
com.google.apis	google-api-services-people	v1-rev206-1.18.0-rc		b2c69548cb5c3ec6334b40490f1cb8b6c88f6478
com.google.apis	google-api-services-people	v1-rev206-1.21.0		e621e1c42e886147ebd8c228013acd8abeb690fa
com.google.apis	google-api-services-people	v1-rev206-1.22.0		ac67e4c5faf16c165999fac57b0b1ee027389439
com.google.apis	google-api-services-people	v1-rev206-1.23.0		6123efb0394f17fbee38988132b6039a3e488651
com.google.apis	google-api-services-people	v1-rev207-1.18.0-rc		64a0ea3d1fce4f007fb179d45d41c2cf9cab0e9f
com.google.apis	google-api-services-people	v1-rev207-1.21.0		3e3ea429a3af04ed5e14b570a96e3d5f4212a3bf
com.google.apis	google-api-services-people	v1-rev207-1.22.0		3d4c8fc63da9b1bcc562026095c5847828b0936f
com.google.apis	google-api-services-people	v1-rev207-1.23.0		95520b13f660dc79c7c4ee584c2f5b9b2bb72296
com.google.apis	google-api-services-people	v1-rev208-1.18.0-rc		55e3101a3241078698992ca26f2d041bc9502b2e
com.google.apis	google-api-services-people	v1-rev208-1.21.0		c4e6c5e0069b08593735a7c0457fa7c0b7f912b6
com.google.apis	google-api-services-people	v1-rev208-1.22.0		115701ea3367d448db3a88e291c65db4450f1b8f
com.google.apis	google-api-services-people	v1-rev208-1.23.0		85d55a27c9938e1829195907795c933d26f801a8
com.google.apis	google-api-services-people	v1-rev210-1.18.0-rc		8213a839dabe04b37b82188ac372470e1b4bb10a
com.google.apis	google-api-services-people	v1-rev210-1.21.0		9fb9ac69d1cf6dcd3dfe76b489cdb167fe3722b1
com.google.apis	google-api-services-people	v1-rev210-1.22.0		90e3dfd69dace060252d3fdd0dbf1bc3ae2f2ba7
com.google.apis	google-api-services-people	v1-rev210-1.23.0		83c176a90b29da3e0a46a3733c9dc848e6b275db
com.google.apis	google-api-services-people	v1-rev211-1.18.0-rc		ec8b863cf305b0ef12ae2c212eb7d80a6fb549ad
com.google.apis	google-api-services-people	v1-rev211-1.21.0		f281e6c46635c239f3ebc67cbb059bc1eb0f8dc2
com.google.apis	google-api-services-people	v1-rev211-1.22.0		139f2e2e082eabcfd3277262833d00575b7ac2d3
com.google.apis	google-api-services-people	v1-rev211-1.23.0		83c85f97ba431098599d8ab017825b9e4074a127
com.google.apis	google-api-services-people	v1-rev212-1.18.0-rc		2bcd05ca2f17630b5b74935c85ebb52a9a7506c1
com.google.apis	google-api-services-people	v1-rev212-1.21.0		267c4cc6637d91cdcc28c443f2b80356344890b6
com.google.apis	google-api-services-people	v1-rev212-1.22.0		4e58af1a705ef3e04749137ab2f5a68fb8d97a0a
com.google.apis	google-api-services-people	v1-rev212-1.23.0		86d9e242a62e3747604704e8a6daaca57383d748
com.google.apis	google-api-services-people	v1-rev213-1.18.0-rc		72dad6ad465617446f4f8cd7f01c3116b25ad698
com.google.apis	google-api-services-people	v1-rev213-1.21.0		edd302a8c0e3dd095221cf38e3f939045af9e5ea
com.google.apis	google-api-services-people	v1-rev213-1.22.0		85da10ab839ab2ffe73324fd8402527eda4ef637
com.google.apis	google-api-services-people	v1-rev213-1.23.0		3d53fccaac3399bd582d2654aaea156f885dca1f
com.google.apis	google-api-services-people	v1-rev214-1.18.0-rc		3cc85720117daf480b259e547bea6b3140c77a0c
com.google.apis	google-api-services-people	v1-rev214-1.21.0		1d3ef6c1dc3f927e1e746e1dc26c1168478c6ee9
com.google.apis	google-api-services-people	v1-rev214-1.22.0		29219e9dbefd983ef98cba0b28903ab0fa034b75
com.google.apis	google-api-services-people	v1-rev214-1.23.0		630f720cd777ab440933d12374c65b3a57642876
com.google.apis	google-api-services-people	v1-rev216-1.18.0-rc		462fe1dd37a522691e02bf61539ef77481daaa95
com.google.apis	google-api-services-people	v1-rev216-1.21.0		5ecec07ad76d0d36ab89052bc7cce3464c47ca6d
com.google.apis	google-api-services-people	v1-rev216-1.22.0		307ac9d5cc097d7a9d306b01a0f980cb46dc1688
com.google.apis	google-api-services-people	v1-rev216-1.23.0		d5b7d8a9a42a518677ba5a7c24672b5ecc70dcb1
com.google.apis	google-api-services-people	v1-rev217-1.18.0-rc		a08b716f73c62695f72fab329d6967819ecd65cf
com.google.apis	google-api-services-people	v1-rev217-1.21.0		e79097c67c91802efa205924dfb7b741f084ae5f
com.google.apis	google-api-services-people	v1-rev217-1.22.0		7daf99b12e39dfb1d222a6d93545280a474fdac3
com.google.apis	google-api-services-people	v1-rev217-1.23.0		7ef9ca71e753451c2cbf069aaf02372f32ebd0c2
com.google.apis	google-api-services-people	v1-rev220-1.18.0-rc		9c6223526de8a128ad93407fc806372b171d266d
com.google.apis	google-api-services-people	v1-rev220-1.21.0		a5c0dbb8c078ecd3848bcf7fc3ff708c80b3159c
com.google.apis	google-api-services-people	v1-rev220-1.22.0		1596d1881b943466599cc4c04c60b3fff0ed3335
com.google.apis	google-api-services-people	v1-rev220-1.23.0		9d06e07036324e3853126ba465ed8cdcd07305bb
com.google.apis	google-api-services-people	v1-rev221-1.18.0-rc		0f4c81ab692a97b6abb7a9b8dc1c4c1efbe5ca20
com.google.apis	google-api-services-people	v1-rev221-1.21.0		cf308cf4a67e73f7c1e013512c0ec6065b29b06b
com.google.apis	google-api-services-people	v1-rev221-1.22.0		8e783ca859283bbe36624437c65a9a045c048c5e
com.google.apis	google-api-services-people	v1-rev221-1.23.0		c50fcf2edb08467aa06d4ce8e51ebdafef47cccf
com.google.apis	google-api-services-people	v1-rev222-1.18.0-rc		af4ab33db2c1599282f7e64274388533fc4505e7
com.google.apis	google-api-services-people	v1-rev222-1.21.0		9ce60891246e33257cf4d20c08c7740bdc773d8f
com.google.apis	google-api-services-people	v1-rev222-1.22.0		be765d06fc75d6405ec18560ab87e1290f82ddfe
com.google.apis	google-api-services-people	v1-rev222-1.23.0		7c0487b5e494ca5ed166d17455491922b2f1778f
com.google.apis	google-api-services-people	v1-rev223-1.18.0-rc		f3d812363ae2d338a2fd4ce7dbf93c43f8406185
com.google.apis	google-api-services-people	v1-rev223-1.21.0		267fe36ed72cc178674cd6ccd79b360a1fb2c303
com.google.apis	google-api-services-people	v1-rev223-1.22.0		dc4ae0c53587c86b61157830bb55ea6e72879351
com.google.apis	google-api-services-people	v1-rev223-1.23.0		8f8b28f185d9585ba79629c575e6a25b5734dde7
com.google.apis	google-api-services-people	v1-rev224-1.18.0-rc		732c31c4772b7ac96a444b0997784ee1f31b8fd6
com.google.apis	google-api-services-people	v1-rev224-1.21.0		e2454d5ec1c196bea8784130e229658c615ddbd0
com.google.apis	google-api-services-people	v1-rev224-1.22.0		67108de25c6bf867f126543fcd535597a7eb3484
com.google.apis	google-api-services-people	v1-rev224-1.23.0		c415f8eb71c7df7edc26380e230c23c0f41345a1
com.google.apis	google-api-services-people	v1-rev225-1.18.0-rc		775e81d0e181f8f64e93ebe3dbaba1cca6ed2bf1
com.google.apis	google-api-services-people	v1-rev225-1.21.0		93f446c268167b0a5cd5bee4339928a0f5a5e574
com.google.apis	google-api-services-people	v1-rev225-1.22.0		6888adb730d0f3a827a10f977ac353a1d5241bec
com.google.apis	google-api-services-people	v1-rev225-1.23.0		014e228a1fbec57187c7d9361d211605618a7565
com.google.apis	google-api-services-people	v1-rev226-1.18.0-rc		7ac8265829a2e8f8417305dc511f25e8b7cc5b13
com.google.apis	google-api-services-people	v1-rev226-1.21.0		5a9bd0a1f272959427fe0325be4f13b4a0a1a7e0
com.google.apis	google-api-services-people	v1-rev226-1.22.0		1dd3d010041deaccb78ebc36ae26969fc5c86db4
com.google.apis	google-api-services-people	v1-rev226-1.23.0		d9d2a404664a85577013d1c65631a6b4f7fefd60
com.google.apis	google-api-services-people	v1-rev227-1.18.0-rc		1e404325f8ee7543dcf73d3574d7e9bff08c28d9
com.google.apis	google-api-services-people	v1-rev227-1.21.0		ca9a5a25712514ba3b3288fd74fe0815beb5dc0c
com.google.apis	google-api-services-people	v1-rev227-1.22.0		16f84bf1345b10db38f4e7122f6cce361e318897
com.google.apis	google-api-services-people	v1-rev227-1.23.0		6f384813cc8c05a015968ab786ad90aa00411481
com.google.apis	google-api-services-people	v1-rev228-1.18.0-rc		c58e903414dd4bc5d8aeacb294989eab1985016c
com.google.apis	google-api-services-people	v1-rev228-1.21.0		cfe4fdefd160816381f9b4415732312dcc7741b0
com.google.apis	google-api-services-people	v1-rev228-1.22.0		481ae4688100c7141f684d64cdfb1e314efc19c0
com.google.apis	google-api-services-people	v1-rev228-1.23.0		28bc55db6b03f792f8a162692d398d196a907de8
com.google.apis	google-api-services-people	v1-rev229-1.18.0-rc		413d29e1690cef88e0c403e820f4ed27f9be8414
com.google.apis	google-api-services-people	v1-rev229-1.21.0		7ab38b814cd8054aa8d53c75d7ed6d95cdfef36d
com.google.apis	google-api-services-people	v1-rev229-1.23.0		f5dd90136da41bf8f0047e9a0ff3f70e4a570082
com.google.apis	google-api-services-people	v1-rev235-1.18.0-rc		74353d6589dc168afa1bbb26db5bccbac40a5561
com.google.apis	google-api-services-people	v1-rev235-1.21.0		140efd585f2e9b0a86763b75ff506c6a02c60b3b
com.google.apis	google-api-services-people	v1-rev235-1.22.0		4ad025ef0d2598553aa1b9d1f203f90358a7388b
com.google.apis	google-api-services-people	v1-rev235-1.23.0		1ed8f728f4fc80bd61423e72daea4a9248666d91
com.google.apis	google-api-services-people	v1-rev236-1.18.0-rc		ced64d1b2ec0be88187b1611761b2dbfae9f4198
com.google.apis	google-api-services-people	v1-rev236-1.21.0		8eefc5b2bdba9f29fa5308ccc0eae601d1b77e1c
com.google.apis	google-api-services-people	v1-rev236-1.22.0		8af00f5847cb14e6752512eeea7eced826f5f595
com.google.apis	google-api-services-people	v1-rev236-1.23.0		c1eae063d7afaba2cc77578a21ccc31d212e2dba
com.google.apis	google-api-services-people	v1-rev237-1.18.0-rc		2c268f48b5cfe7220ee0ce937e698f28a891290b
com.google.apis	google-api-services-people	v1-rev237-1.21.0		bbea7992feb7db0c517188c10d8167867c6631f0
com.google.apis	google-api-services-people	v1-rev237-1.22.0		8d7368ccf3e220506623d11f9946d373d73fed29
com.google.apis	google-api-services-people	v1-rev237-1.23.0		2c64cab29c0937ab92a361ce913937562175d700
com.google.apis	google-api-services-people	v1-rev238-1.18.0-rc		255f6ad169a3a2426b97b370a5b04a1409fdd57b
com.google.apis	google-api-services-people	v1-rev238-1.21.0		6f7dc3729c4f6e9006e33dda6b8dbba7e3d05d76
com.google.apis	google-api-services-people	v1-rev238-1.22.0		848944161d4034cfb79c7995768f7fbaf22e2ee0
com.google.apis	google-api-services-people	v1-rev238-1.23.0		5be85165682c9fa784092508be0973cc9d6ede2b
com.google.apis	google-api-services-people	v1-rev239-1.18.0-rc		0827a5fd987d12189bf54f0a9598fee43dc9686d
com.google.apis	google-api-services-people	v1-rev239-1.21.0		d9c63751208f0b7b28cf81c9ae1e792528f8bded
com.google.apis	google-api-services-people	v1-rev239-1.22.0		99bb7ae3b2494bf5c28a889934ad9e5a04ff2bb5
com.google.apis	google-api-services-people	v1-rev239-1.23.0		84e9adb8701084650871920451ca8a5a327c355c
com.google.apis	google-api-services-people	v1-rev240-1.18.0-rc		d039f1e9688d87b73e6a0ec9321317b9b43c28b2
com.google.apis	google-api-services-people	v1-rev240-1.21.0		c4776a56c5731044ad981bccac489958b196e398
com.google.apis	google-api-services-people	v1-rev240-1.22.0		8e6a5a187d9fbd6c3eec6a4ff50c08c97b6c9a31
com.google.apis	google-api-services-people	v1-rev240-1.23.0		6d5c0c3bdbca55e2fb8202bfe492df82086263ed
com.google.apis	google-api-services-people	v1-rev243-1.18.0-rc		0d9b7576a0c0ff8e33206fde4991992afd8e9383
com.google.apis	google-api-services-people	v1-rev243-1.23.0		3938c5d29e520a98c06f9eeee28c9186df6d8ea3
com.google.apis	google-api-services-people	v1-rev244-1.18.0-rc		c49e0d476335f7e65ea6a5504c52910cc86dc85b
com.google.apis	google-api-services-people	v1-rev244-1.21.0		db977066b2b4cd22f0e6099c04392a9d39b85166
com.google.apis	google-api-services-people	v1-rev244-1.22.0		0e9092592157e7c68da3b7359f42889552df2f90
com.google.apis	google-api-services-people	v1-rev244-1.23.0		169f0bc0a7d68d8a483c8641406504b0e036ca5b
com.google.apis	google-api-services-people	v1-rev245-1.18.0-rc		1a59d55731719fd85bb3724d1af6054fff987367
com.google.apis	google-api-services-people	v1-rev245-1.21.0		8e253e0f74d16a5f9b708aa02166b70e49c383e2
com.google.apis	google-api-services-people	v1-rev245-1.22.0		c067a0fc2b7fda386080fa43eead50fc2190bef3
com.google.apis	google-api-services-people	v1-rev245-1.23.0		600274a56e03db0e1f48ce0ce3323e4026483ca0
com.google.apis	google-api-services-people	v1-rev246-1.18.0-rc		51a916a9f8e4c6ea925a01e1f60c425d49e09a64
com.google.apis	google-api-services-people	v1-rev246-1.21.0		ce7683f5890daa0ca34218fbc344faa6b856ca7c
com.google.apis	google-api-services-people	v1-rev246-1.22.0		fa17aa9ba5fd9c5474c5d1954d40a7e65a9d1cb3
com.google.apis	google-api-services-people	v1-rev246-1.23.0		44137a7097cff263a9104f80d4d3a0ca46804e9b
com.google.apis	google-api-services-people	v1-rev249-1.18.0-rc		5ef65453b20d53def482a92a569c231c2900768c
com.google.apis	google-api-services-people	v1-rev249-1.21.0		17222d036d35968f2f9cc0156f632520cf9f6a81
com.google.apis	google-api-services-people	v1-rev249-1.22.0		fca85dde9ec01b4edd7c40895eed58ae93b324af
com.google.apis	google-api-services-people	v1-rev249-1.23.0		544fbf4f8ffa2922f01670b4d04c9eb1fe31ea13
com.google.apis	google-api-services-people	v1-rev250-1.18.0-rc		3cb15ccaa7fff86ec89901c2929b652fba252ac5
com.google.apis	google-api-services-people	v1-rev250-1.21.0		634677611aecb71f884d96869df6d1eda1147820
com.google.apis	google-api-services-people	v1-rev250-1.22.0		e0922b4423cdce7f1658db10d59eb8f8f1315d4b
com.google.apis	google-api-services-people	v1-rev250-1.23.0		16438acf1fa091777033e152e448638f5563b9af
com.google.apis	google-api-services-people	v1-rev251-1.18.0-rc		fae82c0f2b3fb3f2bb7213b7a15aaf0eaa5fdb49
com.google.apis	google-api-services-people	v1-rev251-1.21.0		5b2db3a59b406d6c8cd18c0fca43621677e37751
com.google.apis	google-api-services-people	v1-rev251-1.22.0		a26e11ca75b774fb9cd753ca4bb4510cd65f772c
com.google.apis	google-api-services-people	v1-rev251-1.23.0		4d63fe3dec40522d0dcb1348e2bc233a87a7a4a9
com.google.apis	google-api-services-people	v1-rev252-1.18.0-rc		1055db49c03519133c4616279ddfc1fc3a44e1be
com.google.apis	google-api-services-people	v1-rev252-1.21.0		446b6becf84ec4e11ea93c52573aa9c6476fa355
