cc.fanlei	optima	0.0.1		N/A
io.github.vigoo	zio-aws-guardduty_2.12	3.15.35.5		8dacb4a24842dae49818a289894c02c92ddbee26
io.github.vigoo	zio-aws-guardduty_2.12	3.15.38.1		dd0609e18e1d2e2989daa462a47270c8f5c3f9d8
io.github.vigoo	zio-aws-guardduty_2.12	3.15.40.1		5ea97fa82ee64942e81cc27a6cbbff3639cf34b4
io.github.vigoo	zio-aws-guardduty_2.12	3.15.40.2		b592b548023e84e5ba4845dc7e2d8046a943a2fe
io.github.vigoo	zio-aws-guardduty_2.12	3.15.40.3		bf60743ef05677d858d1c630d8546bdfeb3938c6
io.github.vigoo	zio-aws-guardduty_2.12	3.15.42.1		fd5516b1f14f7c4fb292062edf168846ecc55a28
io.github.vigoo	zio-aws-guardduty_2.12	3.15.42.12		c83f57d89222d78ade49562317fa455122f878cc
io.github.vigoo	zio-aws-guardduty_2.12	3.15.42.2		5f2777d70a210189478e23d9b0ca4a40dc8afe05
io.github.vigoo	zio-aws-guardduty_2.12	3.15.42.3		948a6e07622589b198a23634e1952f9affe33979
io.github.vigoo	zio-aws-guardduty_2.12	3.15.45.1		6ad822aee9bb5410ce1a734a6e063b610033686f
io.github.vigoo	zio-aws-guardduty_2.12	3.15.45.2		1337588c778d8260e14d1cca768547e17cc88b26
io.github.vigoo	zio-aws-guardduty_2.12	3.15.45.3		01e66789268b46440d3a89f8b4983416beddad27
io.github.vigoo	zio-aws-guardduty_2.12	3.15.48.1		c499976cda120f740533e4e1180844b83b789042
io.github.vigoo	zio-aws-guardduty_2.12	3.15.48.2		ebf663b7f86d26256b7d5cf647fb8cfe264a4418
io.github.vigoo	zio-aws-guardduty_2.12	3.15.49.1		3577c6206a9bbc2841e271082620e12b374dec07
io.github.vigoo	zio-aws-guardduty_2.12	3.15.49.2		c54e8d70f5c9e18d959d33d0f2a23af8d6221fef
io.github.vigoo	zio-aws-guardduty_2.12	3.15.50.2		1444377dbbd5cfc9404a8a1c15400843173f1921
io.github.vigoo	zio-aws-guardduty_2.12	3.15.51.1		e936bada8869a595bcc19eace92e2c4556d1bb46
io.github.vigoo	zio-aws-guardduty_2.12	3.15.51.2		a533481cac353460412394f4064092a0952a9d50
io.github.vigoo	zio-aws-guardduty_2.12	3.15.53.1		faf74213872b2da4cb3f8073cc152e4f8c2154eb
io.github.vigoo	zio-aws-guardduty_2.12	3.15.53.2		54a8c053b7389dd94b8d932a00414fe669219dee
io.github.vigoo	zio-aws-guardduty_2.12	3.15.53.3		8308cd653f7dfd5758badf2e3ea7bcef3de2a481
io.github.vigoo	zio-aws-guardduty_2.12	3.15.57.1		c2f965a8f7c575d99004d6d3ecfd303f0da3bd96
io.github.vigoo	zio-aws-guardduty_2.12	3.15.58.1		d224b3dffd654084b87066d04e936621883ec4fb
io.github.vigoo	zio-aws-guardduty_2.12	3.15.60.1		02d8275e8f6fd5c2033412f45afd0013cd8ed3e6
io.github.vigoo	zio-aws-guardduty_2.12	3.15.61.1		3d7d9ba82fc68f82e8ca108ef28ff5a1f030bc62
io.github.vigoo	zio-aws-guardduty_2.12	3.15.63.1		a290793956509b3aa39272a741e701dc634ff6e8
io.github.vigoo	zio-aws-guardduty_2.12	3.15.65.2		627fcb0ab06c90a7a9578d01badb304010ddd0e4
io.github.vigoo	zio-aws-guardduty_2.12	3.15.65.3		646c3af281f0c8000909556c13d80124c6f7a41e
io.github.vigoo	zio-aws-guardduty_2.12	3.15.66.2		aded2c8b3d99ab47fc62dfdce12dec0f393b3b5d
io.github.vigoo	zio-aws-guardduty_2.12	3.15.66.3		cb2853819e2d048199b586c8b85794409664d63a
io.github.vigoo	zio-aws-guardduty_2.12	3.15.67.1		fb66a6f3b13751c46e245abd33501db4bd59258a
io.github.vigoo	zio-aws-guardduty_2.12	3.15.68.2		fae595d8c070f2eaa801d03d2bc87401ed79259c
io.github.vigoo	zio-aws-guardduty_2.12	3.15.68.3		4c071a0b5ef5591964833078aa9be2c0d62b1ad9
io.github.vigoo	zio-aws-guardduty_2.12	3.15.69.1		8880ca1159040940aa71f23d54ddbcc8b8c94c9c
io.github.vigoo	zio-aws-guardduty_2.12	3.15.69.2		7659664e2894c8b511c8fdbc2859d36f36405768
io.github.vigoo	zio-aws-guardduty_2.12	3.15.69.3		2685a8f01f1650eced0e15c5f3ceb6d5dd354e6b
io.github.vigoo	zio-aws-guardduty_2.12	3.15.70.1		8f7cc0f1922b41391e57ad39bd921ec0c5aeea2e
io.github.vigoo	zio-aws-guardduty_2.12	3.15.71.1		12b9252d8f996ccddaacc42252bca48943ee9ed7
io.github.vigoo	zio-aws-guardduty_2.12	3.15.71.2		4c6b3555165cc2df333091c86b36e73474fcba54
io.github.vigoo	zio-aws-guardduty_2.12	3.15.71.3		576cb9e07fcdb4255293f7e7b31642f868bb11f7
io.github.vigoo	zio-aws-guardduty_2.12	3.15.73.1		b1a832d3e7e0ce6d285edb5cd7ee4ddfa628975b
io.github.vigoo	zio-aws-guardduty_2.12	3.15.73.2		305c15834054d160f40cf7fcd2ee00b188dede2c
io.github.vigoo	zio-aws-guardduty_2.12	3.15.73.3		c43453d53ae5d3482824cbd61085fdd757f9793d
io.github.vigoo	zio-aws-guardduty_2.12	3.15.73.4		9e639b010da9ea29359626d089144007d95fd0f1
io.github.vigoo	zio-aws-guardduty_2.12	3.15.74.1		0b6b8fba807b876b50776e6cfbee455554f4be77
io.github.vigoo	zio-aws-guardduty_2.12	3.15.74.2		91e6f8adade8f6acc3483986cc7b6d27376cbfb1
io.github.vigoo	zio-aws-guardduty_2.12	3.15.77.1		353670bdf5a3805d47dcef41f87e64649a97912e
io.github.vigoo	zio-aws-guardduty_2.12	3.15.77.2		a56f75bf8335f4c7e9ea06f6406f7f1fc906494f
io.github.vigoo	zio-aws-guardduty_2.12	3.15.79.1		87ca4b98340cc5e5bc5523a08faa792574859dbe
io.github.vigoo	zio-aws-guardduty_2.12	3.15.80.1		2eabb936b962a8fcd2cd6a1af84558aecd0add8f
io.github.vigoo	zio-aws-guardduty_2.12	3.15.80.2		0c29e015186191f8a71fb6dd7ccfa1efef76da78
io.github.vigoo	zio-aws-guardduty_2.12	3.15.81.1		a7f96c9ccafb35aa2c22634f483c48ca5b5c117f
io.github.vigoo	zio-aws-guardduty_2.12	3.15.81.2		438edd58b1b3bc54337bc27a57461400978b0622
io.github.vigoo	zio-aws-guardduty_2.12	3.15.82.1		2c81e5d390162769f1c4cc701065be8ee375a61e
io.github.vigoo	zio-aws-guardduty_2.12	3.15.82.2		d9b4ae799abcceb3744f4df6825b8f8d3eb39d55
io.github.vigoo	zio-aws-guardduty_2.12	3.15.82.3		0ae4f4f391dd0329b7c19d4242187ff60f4d7961
io.github.vigoo	zio-aws-guardduty_2.12	3.16.0.1		25a55fb0572bd54683b78df8374b075ac394f42f
io.github.vigoo	zio-aws-guardduty_2.12	3.16.0.2		0d94e29b257b7deef0242063f800ecb00ac43d7d
io.github.vigoo	zio-aws-guardduty_2.12	3.16.1.1		6ca9f2f7b2c974a72fae6103d06d481a25b3845a
io.github.vigoo	zio-aws-guardduty_2.12	3.16.1.2		f7db5827cabed8d36a1ae7b2669e7f9846bc4820
io.github.vigoo	zio-aws-guardduty_2.12	3.16.100.1		b6b2bd25face5e07abd0e094a6c1d1b0c8fd03ca
io.github.vigoo	zio-aws-guardduty_2.12	3.16.101.1		17906ea5f2c109696bbd7af9c36669c20a6a1f3b
io.github.vigoo	zio-aws-guardduty_2.12	3.16.102.1		9d4bc038832f6473eebe0e49d15d56d57d053eb4
io.github.vigoo	zio-aws-guardduty_2.12	3.16.102.2		0afabb16770ba2b48985b5fd6d8748dde5b874ac
io.github.vigoo	zio-aws-guardduty_2.12	3.16.104.1		646162aebd5e3f72b35a3f7019584eac5413fba8
io.github.vigoo	zio-aws-guardduty_2.12	3.16.13.1		f2d558cd5e260fd3619c9dd048165ba43a3a8d42
io.github.vigoo	zio-aws-guardduty_2.12	3.16.13.2		b40446b84a10a6954df5555a88a068dec70dcdc4
io.github.vigoo	zio-aws-guardduty_2.12	3.16.14.1		e1e2470eb30c0c96d61382d89c3ef2f801e46086
io.github.vigoo	zio-aws-guardduty_2.12	3.16.14.2		a69dae27aeaace99d6cc4a437490fcf5a568a817
io.github.vigoo	zio-aws-guardduty_2.12	3.16.16.1		e2c4913ad3e4102824e1a04f592d401ba73673ba
io.github.vigoo	zio-aws-guardduty_2.12	3.16.17.1		6cbda8cfb83eb04e83c1530c6d599f9efcc90ed1
io.github.vigoo	zio-aws-guardduty_2.12	3.16.17.2		e583a703b6d971abf582de55d5dc21e61addf666
io.github.vigoo	zio-aws-guardduty_2.12	3.16.18.1		76528285265372b17ba0ed998ad068cd368d123b
io.github.vigoo	zio-aws-guardduty_2.12	3.16.18.2		975a781f7b4210fd85ded23f3fc564a211099275
io.github.vigoo	zio-aws-guardduty_2.12	3.16.18.3		f8d83fc5c78b33fedde5d365603eb7485e5abf56
io.github.vigoo	zio-aws-guardduty_2.12	3.16.20.2		1bc93e22eb4f8a33003bd312f5440ac19fdea707
io.github.vigoo	zio-aws-guardduty_2.12	3.16.20.3		f89446a63ece40387fac4f0c00aa468c251b5f64
io.github.vigoo	zio-aws-guardduty_2.12	3.16.20.4		d38d2d68c8188dec71635e76b54f8c2effb5089c
io.github.vigoo	zio-aws-guardduty_2.12	3.16.20.5		22defc2b41e9d0139d1c470cae238f86c370b8fb
io.github.vigoo	zio-aws-guardduty_2.12	3.16.20.6		229f295c4d76642e82b5a0afa84020d0ef1c850c
io.github.vigoo	zio-aws-guardduty_2.12	3.16.20.7		9f1f65db4796a4b88ed0a85a3eca2863c4a21ec3
io.github.vigoo	zio-aws-guardduty_2.12	3.16.3.1		be2d411e87d63765830e7312bbbd8c36f974d8ca
io.github.vigoo	zio-aws-guardduty_2.12	3.16.3.2		4c40e233fbdbf85cd60ef386c81bb4eda74be405
io.github.vigoo	zio-aws-guardduty_2.12	3.16.34.1		b8fe7b31228805a944a22033a5488b41ba7968b8
io.github.vigoo	zio-aws-guardduty_2.12	3.16.34.2		df36560990040bd1828c0b5eacaeae74e2a31a2a
io.github.vigoo	zio-aws-guardduty_2.12	3.16.35.1		18753bbe7dc027d30e4b83c70971cfc17e9642dd
io.github.vigoo	zio-aws-guardduty_2.12	3.16.36.1		aad55ba255d8e38178eb3fd58d4093a35df87bdb
io.github.vigoo	zio-aws-guardduty_2.12	3.16.36.2		aaf8eb896a6f481903338b522994a712c02f57b6
io.github.vigoo	zio-aws-guardduty_2.12	3.16.37.1		b32d3d272e0503916608a25635bed734776af1cf
io.github.vigoo	zio-aws-guardduty_2.12	3.16.37.2		875fefe8b507f9b981d20f6d16c8726a2b2d63b8
io.github.vigoo	zio-aws-guardduty_2.12	3.16.38.1		e1e67afaecd492c76099f0c9a25441a9bc61d5ec
io.github.vigoo	zio-aws-guardduty_2.12	3.16.39.1		0d205c977c4b1f400adfecad245b71bf8fbb1b83
io.github.vigoo	zio-aws-guardduty_2.12	3.16.39.2		7bd0848ae4aa8fdd6da6ba5f8bc9c617160c6456
io.github.vigoo	zio-aws-guardduty_2.12	3.16.4.1		46418005d352f31edbcc62f34118cfc4d8118a06
io.github.vigoo	zio-aws-guardduty_2.12	3.16.4.2		719b6b0595479aca8560cb8ca2a844bab2e9695c
io.github.vigoo	zio-aws-guardduty_2.12	3.16.40.1		bea04c4d545499d8935a7a18b06934571070a02b
io.github.vigoo	zio-aws-guardduty_2.12	3.16.42.1		68dce133f2bf1f23fb856e84c7cac417ee4a5290
io.github.vigoo	zio-aws-guardduty_2.12	3.16.43.1		560bc1fb97f5b6549474ba225bb3cd569d5e4405
io.github.vigoo	zio-aws-guardduty_2.12	3.16.43.2		bc26f9709fa3021a769ca859e77314c0498161ee
io.github.vigoo	zio-aws-guardduty_2.12	3.16.44.1		08703d6578bd236be6d4f755e85d7daec28f5a6c
io.github.vigoo	zio-aws-guardduty_2.12	3.16.44.3		9bff0c0f3c912dffa8c23f81fa9c1be4fd691e84
io.github.vigoo	zio-aws-guardduty_2.12	3.16.45.1		d30e1f68e5ac4de543dc9536b6d50aa529a6a3eb
io.github.vigoo	zio-aws-guardduty_2.12	3.16.46.1		ff103fd47448aa8b79d6a12d32906c5b98c500eb
io.github.vigoo	zio-aws-guardduty_2.12	3.16.46.2		202400d2577c704b324a1da53accfe781b9b557d
io.github.vigoo	zio-aws-guardduty_2.12	3.16.47.1		73467db4b4881df56d9251a75b2c7fc010e2d80d
io.github.vigoo	zio-aws-guardduty_2.12	3.16.47.2		8e5b465ed334e2e6134bea3bb50369ad03001a6f
io.github.vigoo	zio-aws-guardduty_2.12	3.16.48.1		430c6ef250314f699d91f3dd3af6d4e5c64594aa
io.github.vigoo	zio-aws-guardduty_2.12	3.16.5.1		6c2affdc30cd0aac61146c1ab736b1774c2e06cd
io.github.vigoo	zio-aws-guardduty_2.12	3.16.5.2		11ab1468e00cdfd9246add8b1c815c9fad5179a7
io.github.vigoo	zio-aws-guardduty_2.12	3.16.50.1		7fd5773e294911b7563b1a6a5b2873f0b44fa287
io.github.vigoo	zio-aws-guardduty_2.12	3.16.51.1		fb4a0b69bf81bb098e2f866232bb9b45dac8e6d9
io.github.vigoo	zio-aws-guardduty_2.12	3.16.52.1		826ee2ce34a59f69d59fe5c03c18c51584124435
io.github.vigoo	zio-aws-guardduty_2.12	3.16.54.1		4793ebba08347d88c89110b655e4d91370318778
io.github.vigoo	zio-aws-guardduty_2.12	3.16.57.1		9881739a5ef22533184ed713b23fea4a2fd15887
io.github.vigoo	zio-aws-guardduty_2.12	3.16.57.2		4b1be67cd1332f5dacf93adefef5e5aa14636f8e
io.github.vigoo	zio-aws-guardduty_2.12	3.16.59.1		7ca8d8d6a9444bb72b438f9abcc6c7a14f7508fb
io.github.vigoo	zio-aws-guardduty_2.12	3.16.6.1		3641a2cd1c55dece76fb353b90d9ee5d9a6c252b
io.github.vigoo	zio-aws-guardduty_2.12	3.16.60.1		aa0ea0844cc47e5fa999cf1cb4153d04e2a2bb6b
io.github.vigoo	zio-aws-guardduty_2.12	3.16.60.2		9476c87907c4c0abc474483178c4a616b4937bc0
io.github.vigoo	zio-aws-guardduty_2.12	3.16.61.1		cd2e8ec7f1c937bad237b66fc9a70230f8fa40d6
io.github.vigoo	zio-aws-guardduty_2.12	3.16.61.2		73dd7fdc3eac8fdceb22ec3b9039ce2d86b0715b
io.github.vigoo	zio-aws-guardduty_2.12	3.16.62.1		0a233b71294f66b9f644939ad38edbe42ff9263b
io.github.vigoo	zio-aws-guardduty_2.12	3.16.62.2		b323b8c4c255edca360067c613981231e6a03025
io.github.vigoo	zio-aws-guardduty_2.12	3.16.62.3		f0720768e6c1c60fbe8d5ee1b6df5e6d9e11488b
io.github.vigoo	zio-aws-guardduty_2.12	3.16.66.1		7ea0dc742bbead967fa00ed4cede840553a3d37c
io.github.vigoo	zio-aws-guardduty_2.12	3.16.68.1		fcabdf1c389fb5fc8f1c571a3e7b1077d611c186
io.github.vigoo	zio-aws-guardduty_2.12	3.16.69.1		949e5263238f5b955de0eb2316d21afb88c827d9
io.github.vigoo	zio-aws-guardduty_2.12	3.16.69.3		931652cdccbca2934ff3c4ee8d7344c15d994d79
io.github.vigoo	zio-aws-guardduty_2.12	3.16.7.1		02838376551f809bf1b622936bc94929859c0c20
io.github.vigoo	zio-aws-guardduty_2.12	3.16.70.1		d25e231534208e6547087475443f9079fb3c9492
io.github.vigoo	zio-aws-guardduty_2.12	3.16.70.2		8b4f20bebdae6f6813634c56219331ba1cc52c8d
io.github.vigoo	zio-aws-guardduty_2.12	3.16.70.3		32ecea730b3d59c7a249317a10429a3f09bdb887
io.github.vigoo	zio-aws-guardduty_2.12	3.16.72.1		023360f9fb3066f1d31571ff7a676db7cb557aab
io.github.vigoo	zio-aws-guardduty_2.12	3.16.73.1		013dbd1805960bc5803bbb8f06542e709d7d9a4e
io.github.vigoo	zio-aws-guardduty_2.12	3.16.74.1		3ec0578891fa5e3d3a2e94505a8a6872defa63fb
io.github.vigoo	zio-aws-guardduty_2.12	3.16.74.2		de4aaf9b6a4e6c1989b5dded2ba8eab1a06cd046
io.github.vigoo	zio-aws-guardduty_2.12	3.16.74.3		903f3b98b40cc429e033bbbc500194486f794787
io.github.vigoo	zio-aws-guardduty_2.12	3.16.74.4		15cade4f83bea1af65c312243326e97124d7b21f
io.github.vigoo	zio-aws-guardduty_2.12	3.16.74.5		30129f9aa08776ec2c923c95f1a7221f5e40eccf
io.github.vigoo	zio-aws-guardduty_2.12	3.16.74.6		00152d0fbe4137c5e2871a48f3cc30ccfc89cadb
io.github.vigoo	zio-aws-guardduty_2.12	3.16.76.1		a3f49d98e58fcdc832088401565441e0a081d37c
io.github.vigoo	zio-aws-guardduty_2.12	3.16.77.1		81fd08aa7318be755fb3bf9b55a0afb0c1f34b6f
io.github.vigoo	zio-aws-guardduty_2.12	3.16.78.1		33148896cb78e8a0a63e6ca259a74c4630a77f76
io.github.vigoo	zio-aws-guardduty_2.12	3.16.78.3		eda4b1d795ccc324880ef6ae85fd1b7e3dd9c87e
io.github.vigoo	zio-aws-guardduty_2.12	3.16.78.4		73ea87b3bc36f7526a1fad25e90fd5e50316ef69
io.github.vigoo	zio-aws-guardduty_2.12	3.16.78.5		6a81054bd4f0e15c386d707fd9d6e15b92b3cbfc
io.github.vigoo	zio-aws-guardduty_2.12	3.16.78.6		95de15049ccf15ff3fddbaeb6e7a18889535ed8a
io.github.vigoo	zio-aws-guardduty_2.12	3.16.79.1		1d6da735b5de8d83f49f5fe8e6919429f3efcf4e
io.github.vigoo	zio-aws-guardduty_2.12	3.16.79.2		ede29926c5089fe6eeae93212f5984a35f74a518
io.github.vigoo	zio-aws-guardduty_2.12	3.16.79.3		19720dc95cd528f7770f83546ef4e666220bf32a
io.github.vigoo	zio-aws-guardduty_2.12	3.16.8.1		223f7ae23673024d1a5a87cf1b244869cb4881e4
io.github.vigoo	zio-aws-guardduty_2.12	3.16.8.2		4594824fa975126f9c79ab5da2b2a0344c2898a7
io.github.vigoo	zio-aws-guardduty_2.12	3.16.87.1		16b6aeed37b80310794442f12274f6bda63e18d6
io.github.vigoo	zio-aws-guardduty_2.12	3.16.88.1		189c883df0fb2f9e9f5cd96fd88e6d6c2e50cd12
io.github.vigoo	zio-aws-guardduty_2.12	3.16.89.1		f551af83316f5c9872bf838b225b9c5490f0c4b2
io.github.vigoo	zio-aws-guardduty_2.12	3.16.90.1		636a9905077175a778bd044a0ea3a1b9f97c4435
io.github.vigoo	zio-aws-guardduty_2.12	3.16.91.1		a2b96396ed5108e4997969e311d284fec3485842
io.github.vigoo	zio-aws-guardduty_2.12	3.16.92.1		eea9efa8be75eb9dabfd02c294498e520933e86b
io.github.vigoo	zio-aws-guardduty_2.12	3.16.92.2		2de9ae024edf3c904f5f39e6f255c94199a76ada
io.github.vigoo	zio-aws-guardduty_2.12	3.16.94.1		f6f24bec4b0c8d3b54ab89392c6b3677289c7bc9
io.github.vigoo	zio-aws-guardduty_2.12	3.16.95.1		498700f2972d61a43871a10baba284e72d9f5972
io.github.vigoo	zio-aws-guardduty_2.12	3.16.95.2		44fc6642c1e4649d37e2c027a3f9c7d142e1ac43
io.github.vigoo	zio-aws-guardduty_2.12	3.16.96.1		3e491244c22d07f39fdf1cbacd0838e0905ec7bb
io.github.vigoo	zio-aws-guardduty_2.12	3.16.97.1		50f30c75d43bfa2fea9f2eb4bb718473bc94d2bb
io.github.vigoo	zio-aws-guardduty_2.12	3.16.97.2		ee13ea282b6c3d51563c546249444c475194e574
io.github.vigoo	zio-aws-guardduty_2.12	3.16.97.3		5b9528a50fd03e4f8b997f3366bcc8bce2f8a400
io.github.vigoo	zio-aws-guardduty_2.12	3.16.99.1		c497424514bd36fbfa7a0cfcaa28df0ae4265c56
io.github.vigoo	zio-aws-guardduty_2.12	3.17.1.1		37d95f333ede475f8f4e38a419678682125f9be4
io.github.vigoo	zio-aws-guardduty_2.12	3.17.100.1		46edf612d15c0beb6644d4ce48f515eb3840db17
io.github.vigoo	zio-aws-guardduty_2.12	3.17.100.3		20bf6094d523e3a96c11967531305363dfa9118d
io.github.vigoo	zio-aws-guardduty_2.12	3.17.101.1		34816eaa842dcacc31a6a309fc3c7bd9f12b981e
io.github.vigoo	zio-aws-guardduty_2.12	3.17.102.4		08a828f380807e3c6812f2eacfdd157feb0a2ae2
io.github.vigoo	zio-aws-guardduty_2.12	3.17.102.5		2a791e4e11f8074c4478a34ca8c403e1814537c1
io.github.vigoo	zio-aws-guardduty_2.12	3.17.102.6		0be8206744c58e78050159b6018075ca13086a95
io.github.vigoo	zio-aws-guardduty_2.12	3.17.103.1		6ca1afe0bb0c4c1ec74a980ca5f90b1111c1136a
io.github.vigoo	zio-aws-guardduty_2.12	3.17.104.1		553b85712223b6e548711e846c79e35cda190c58
io.github.vigoo	zio-aws-guardduty_2.12	3.17.104.2		f471f2a31eb83e63c7366d7d7c990c074e9b1fc8
io.github.vigoo	zio-aws-guardduty_2.12	3.17.104.3		39fb790aad2cba4a59eea65cf90690c2ed06da17
io.github.vigoo	zio-aws-guardduty_2.12	3.17.104.4		4df4f0027959e7f1bb15cbcc0848d13b6e9763c5
io.github.vigoo	zio-aws-guardduty_2.12	3.17.104.5		03c9a88c5ee71a9ebe59d2dfee6c1425ed3dcdb9
io.github.vigoo	zio-aws-guardduty_2.12	3.17.104.7		71ad18cbecdea7c3813f9c88e99230cb9ec7b01f
io.github.vigoo	zio-aws-guardduty_2.12	3.17.11.1		3de2f53fd0ce85ef8020c9cceeb2779e9bc4e41d
io.github.vigoo	zio-aws-guardduty_2.12	3.17.12.1		fc50c1004931ba03150e984431ad8f1e418a6442
io.github.vigoo	zio-aws-guardduty_2.12	3.17.12.2		bdb3b2d240f2100db56a11830d0327b019949bd2
io.github.vigoo	zio-aws-guardduty_2.12	3.17.12.3		b66d980a0b10c67b2d36254007a28e2c83c06de0
io.github.vigoo	zio-aws-guardduty_2.12	3.17.19.1		9557bb642f628b784d3ff16aac8d6badf87fd8ff
io.github.vigoo	zio-aws-guardduty_2.12	3.17.2.1		078bc37594b9b62639496fba594311d1ea7c0238
io.github.vigoo	zio-aws-guardduty_2.12	3.17.20.1		f0b6cd896fc47110aadd9d2a418f77c3b381615a
io.github.vigoo	zio-aws-guardduty_2.12	3.17.21.1		c996c14ec8134c2cac7e17ba5dd2b2049a537bfc
io.github.vigoo	zio-aws-guardduty_2.12	3.17.21.2		8a86d53c640048159eea3feca922ca04870545de
io.github.vigoo	zio-aws-guardduty_2.12	3.17.22.1		a3c99dfac2d87f91b25e3a929d848fe8dd44cdfd
io.github.vigoo	zio-aws-guardduty_2.12	3.17.23.1		19afc955fc0db02f3047441dce9d1df245968480
io.github.vigoo	zio-aws-guardduty_2.12	3.17.24.1		6d13d5d620b6fc8842841d92f3cd50c2c94a19dd
io.github.vigoo	zio-aws-guardduty_2.12	3.17.24.2		e45f4713d878eda6e21d6990b1909de95f0d94c7
io.github.vigoo	zio-aws-guardduty_2.12	3.17.25.1		6547169bb5e7118cb60e80781e70dad305f88cba
io.github.vigoo	zio-aws-guardduty_2.12	3.17.26.1		ad6fb7e1d77f2e3009fc8dd0eadb4db9ea71cede
io.github.vigoo	zio-aws-guardduty_2.12	3.17.26.2		63797543ddf330f0328adec22a8b5c4061332878
io.github.vigoo	zio-aws-guardduty_2.12	3.17.27.1		522060ae9985e7f6c8ae061fda3e76f00f9ac80a
io.github.vigoo	zio-aws-guardduty_2.12	3.17.27.2		130358decab931641250ec8717e8dd6a0f99d788
io.github.vigoo	zio-aws-guardduty_2.12	3.17.29.1		7953e76159f29d2e4075be778a9da745462edd2b
io.github.vigoo	zio-aws-guardduty_2.12	3.17.30.1		69e3d52eb5ba4318beb8b6a843a7076570779876
io.github.vigoo	zio-aws-guardduty_2.12	3.17.31.1		c65e439167aab621911ef88347d8941506237955
io.github.vigoo	zio-aws-guardduty_2.12	3.17.31.2		5dc5fc9a687490f8f05f33a0f59831000d52e5fe
io.github.vigoo	zio-aws-guardduty_2.12	3.17.33.1		01543482dd42853b4afdfa9374905528bc55d157
io.github.vigoo	zio-aws-guardduty_2.12	3.17.34.1		d392b63e44521ab54acc3b79c24dec303415de6b
io.github.vigoo	zio-aws-guardduty_2.12	3.17.35.1		530a2ed109896d620997d9b9d06b872580fde1a5
io.github.vigoo	zio-aws-guardduty_2.12	3.17.36.1		8b585d692f852df6bceabd15b52f5971c45f8f42
io.github.vigoo	zio-aws-guardduty_2.12	3.17.37.1		65e330ac79bf4a4f6ba288e9af15f285ae09d99c
io.github.vigoo	zio-aws-guardduty_2.12	3.17.38.1		3de47ede8d6554b886b23a29301b884e35a88ff8
io.github.vigoo	zio-aws-guardduty_2.12	3.17.39.1		a8e00f7149fb8026dae0180e2f811dc8f4db3dfb
io.github.vigoo	zio-aws-guardduty_2.12	3.17.40.1		31b5a13bb7c6bd7a5ed8ef9309cf7f888d8dd77f
io.github.vigoo	zio-aws-guardduty_2.12	3.17.41.1		fb6484738ce1e14f4c3e77e6f8ea598598c6eae8
io.github.vigoo	zio-aws-guardduty_2.12	3.17.41.2		1ecf76ce405dca1a9c7aec7c78b68c8dd8b940a8
io.github.vigoo	zio-aws-guardduty_2.12	3.17.42.1		21a742e86acffb6de2145750a29d4415775e5b53
io.github.vigoo	zio-aws-guardduty_2.12	3.17.42.2		f3b4dd48956e9081d8e7aff1fb853a7cf0e4a9c6
io.github.vigoo	zio-aws-guardduty_2.12	3.17.42.3		187cf780750263ed49c8d5c11f9a50a483805d6b
io.github.vigoo	zio-aws-guardduty_2.12	3.17.42.4		e85cd29f1ac1f9f10ef940469191f89e943256cf
io.github.vigoo	zio-aws-guardduty_2.12	3.17.42.5		4c8116e9f9cdc70b77c0d3d4228345ef6c4cf480
io.github.vigoo	zio-aws-guardduty_2.12	3.17.42.6		ddebcd4474e9c7afacbc54e3b67d8aac63151844
io.github.vigoo	zio-aws-guardduty_2.12	3.17.42.7		be91fef40c42c2285c21b15a53ea89855179bbdc
io.github.vigoo	zio-aws-guardduty_2.12	3.17.42.8		093ea0dcfe189406849422bb45af6048daf44d02
io.github.vigoo	zio-aws-guardduty_2.12	3.17.42.9		ba5300f0c3a932f74f16f43c64a547d430057050
io.github.vigoo	zio-aws-guardduty_2.12	3.17.5.1		3679e95a1c9362826348cc0b675d6a55cb0fe4f9
io.github.vigoo	zio-aws-guardduty_2.12	3.17.56.1		2a375e1640ed228d41bf4c7f9fdaa926e5585173
io.github.vigoo	zio-aws-guardduty_2.12	3.17.57.1		9e2bc0d9b60a9752959f4cea4bcdaf71532f9116
io.github.vigoo	zio-aws-guardduty_2.12	3.17.57.2		67ada9fbbac96d417fb0d190a46e8036fc6508cc
io.github.vigoo	zio-aws-guardduty_2.12	3.17.58.1		fe1f3b012ac5b0eb0ddfcb53393b5e8820c134ab
io.github.vigoo	zio-aws-guardduty_2.12	3.17.59.1		b3b292ed6056a67d9ce4abe9dbe02a979a574209
io.github.vigoo	zio-aws-guardduty_2.12	3.17.61.1		796305444904329fe6c04d7cb946b88054aa63c0
io.github.vigoo	zio-aws-guardduty_2.12	3.17.61.2		1e4ca5e06a27fca72fdc6dc043c44ed94b9a57ea
io.github.vigoo	zio-aws-guardduty_2.12	3.17.62.1		9dd3886096ea3956aaf1afedcb377acbe491a491
io.github.vigoo	zio-aws-guardduty_2.12	3.17.63.1		6e4493db6a028c14497e42a912fd6dda99586333
io.github.vigoo	zio-aws-guardduty_2.12	3.17.63.2		ab76f79ccec08c0c0d220b77844bf508f3e39411
io.github.vigoo	zio-aws-guardduty_2.12	3.17.64.1		84c486e503b53a1ef28ec8b729a3d026beca7982
