activation	activation	1.0.2		N/A
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.611		2f0adb54cd01eb0c4fa84196f00ea00384bd0b89
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.612		e3e74c9685abcd497bb8aa2534885f6c6a4d5e5e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.613		ca6e85abaa3a5ee19c30d33cd9c2da10707476dd
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.614		e08d39327fb44784c4a08c1ec0a30d399a06cfcf
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.615		d714c531fc2635f41db2595adaaa1cbfab13846f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.616		6441707ddbd96684aaee62f8523588f74307cbef
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.617		6d11afbd578fd88fb22fff8d18c98496fb1c418a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.618		aacb201dcdb09c33747a0436172099e62ff1d74c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.619		c76db77c7f47af281056e8f8b5050c95a55528eb
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.62		cb56a3c436a09705d847f0ef4a5bcedfda213252
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.620		3255d3df48b0fe6e49ca77822d0f65463de82ab6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.621		e7365c1c6505a339cee04739ff702dbbb0d8a243
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.622		cc522e6a20e9b0781eb6165b62cb3e54afa73438
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.623		7affea6eb3c197746ea2631b8f581507ad514706
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.624		a52dbd7a76b4b4bf79c617e776e53c2ab493f6f5
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.625		b1636c65e62dfb2bbb9293a387b5bd3d090b6053
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.626		9ce8b3b5cc0e163c981c5934bf05e574b8e8c44d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.627		412292057dbaaf7499aac1f26ee2e527404cf36e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.628		f5161cb1eb338b8dc9934928985e056ea2979fd0
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.629		50118845c58ff329a327f09ccffd370a03ad4550
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.63		3900eb6e4305780f871be22e05de6efba03534b4
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.630		388c02fc0007f26c9b7681fff5c58e32d56e74df
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.631		23301c9908a9cec9209c6bc48429ac2b8af491fe
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.632		94ab8f3a952815849f9b20dc0858ec86d1dfaeb0
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.633		56179c6c8ca2ba1cce91402b9df4f52c60ed8275
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.634		5a52a44ceddc81b63be315a659a7b9312a1c86b8
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.635		132de5c5e67ed84617a745e6e081abc365fe9f05
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.636		ce568430124a00db277d341116efcfee06618e22
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.637		2b82122d9d119424e38762c131361848d3665c02
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.638		36dd982c4772e57758bca7c7be31563f47fc38b3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.639		dc7a72b5f93b5527596005ca6f88ccb121292dd7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.64		d8d9325f6df163377af0bd526b86aedc9cc73b5c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.640		7a8c341f0029962e76dfaa12c6eabb1afe17da89
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.641		64814dd1c15ec0749f0da7bbb60e0302693c3e91
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.642		b09f96d75b9732a5d33fce565dbd9f98c0b8b462
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.643		3963af9d3af690f8e60b060000845a6ddc40894e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.644		3ddc4b17f8ff91bf1c4d9370c57bd50d6cbfda4f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.645		605fcc48c5d7d5cc80efdfc9538bcbe59d9cd830
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.646		36694e2e979f211463e0a7386c3ad6b7bc1203ee
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.647		ebf591345540cc3790b66c20c0b6893a56a466ad
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.648		ccf473b7a0300c319727a7e91e90c9a939f7c0d3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.649		7929abe6e9bdf177ad099d1a99d608e7c1bf280b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.65		1273e8b454d9a9967f9e194e7db80244c9d3e099
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.650		9433f81c3615f0caaaaa667dd064bf3fdc24d1ca
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.651		d6cb5f37183ca929645e408549175dcf7d847d56
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.652		a3d705062b8048032ce68781508009b936c7ad1a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.653		b1b51b8352939d44db48b297d312a168423b5712
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.654		699f59793e4dfeb554c3163cd28d0c5a027e4122
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.655		2bcd01b6aaf9bc24e0674d8e2c0f6d2497a17e3f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.656		affa269c4e373e2ab3b8c5ac238f0bc6f7b4484e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.657		f04cfd48af6c7001ec88421f06c83bfc70b89e63
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.658		0a16a15097e6b6d2cf33ca0b6cfc09b2a81f26be
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.659		72604173416cd412410bdc29c5d1d764c1e20374
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.66		f19db289f99ea0fab282fd8a496c34a804fc3bb6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.660		6a08eec1c4d5348a006575ba47b51c16f7a11f08
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.661		4e3dbecc19a9c6b55a8fa43126fadae3553669e1
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.662		b00949b67012b282ab7bb9038a0a87d2a144acd1
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.663		5bb3a9c85605086a416afeb610f685a675e932c3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.664		e6b10705df92aa8e1fd5347bbd106a1d99bd4974
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.665		2863ce5a6eaa77833437e6ccd0749240074c1982
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.666		37a6524c2c7b8ce0f43450d4beca4c74643d39b5
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.667		d814eca0e65f5770c43d8f465c6f6b540824f9c2
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.668		64f02826e3a4d840c7577930980f5465b2095c28
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.669		5bcd84b64fbe2805ced7204ecd5bd258acd82a67
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.67		58faf55241e6c46267664a30982f35b7117ee6c2
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.670		316ee1e37679c30fb238c3c4d3ff768403130355
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.671		6961fbd6e5c80af66f6e5f34583e13a4538e354a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.672		f4c9fe1825cb401927a057d40524f1d40c2fd0e7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.673		6a5855123b3b1d5bbb21936b86d3d79515ee88d4
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.674		5f059c810eb3fcbb05bd42bab695db1ddb8d9286
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.675		63921644116b7882a8cd2f1790c7f1b0ec49abc0
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.676		929f3ea4502bb25750365ebca5644e57e07b9435
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.677		9ef22392127dcca1ef75506bceab542cf147168c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.678		dae9308b4a36c60ff31fa7732c3e77128554fe77
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.679		e21e11efeebc3799b09594a8e7c67b3e80980444
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.68		eb2e0c3a4387437fe1a893373a242cf37878e780
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.680		bfc246d872196d522148213e5dd0c81a2d4fc18b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.681		d590830395165fd44024d67b5074fc631fed4335
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.682		fb75a0f7159dc2382eeb61bcba8874302283a120
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.683		725e206382771aebfaf10de75b2ac06a2f9e09a9
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.684		bd02ce038047e61f5c7583bce782a1138ead45e0
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.685		68753768f21c72abca3002cf4b61e33b9c225d72
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.686		8e424ab9eafbe294293951f1a90290802cc78279
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.687		002eab5896b6f59850223e397743f0be44a73929
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.688		ae25d19489b1dc1135e1e603682439aa6ce5aa04
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.689		6fa8df1bb670b60fea578a997d108b07d5306280
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.69		f60dfa4af0702b4401785889206a62f936292797
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.690		4dc88c707b3c1c11d1e5c9ea529f83be1505db8b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.691		21f8f4b1f4896b3d0a2c725a418bd353e75d25c2
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.692		d83016d294462f0ddb8be6f08b756764d26970f1
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.693		189b4e5cd8b44b42bff1140fbe086d07368b10ba
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.694		17d15228fc401e2c2fd6a57656e3773d008a0f13
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.695		4aef932bc0e7b1f4b21de3729c82ebbcb7b5bc7a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.696		946ba69cfc833c767d7dc213fc7b33d9acb42b39
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.697		0fa3a4d6070bb803c647c1461148cc8fbcc9fd83
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.698		fed1dc9d2a8654fdeb2468cc36aeac3d8e9b9da3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.699		10cd0f7d214728ac56232aabf66724966d63bd5b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.7		88f8e49ae68b3e4e1d1537a7b3de17f33d819748
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.70		d3de887c6a43865723021c24688bbfaeba0a1fce
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.700		0052dbd1c09e989934c0bff030841f6205c5d66d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.701		01a4bd0b678100a96668481b376f29114c334bd6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.702		3c00495f5a47835736bb829efa6c7f4240c50bd2
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.703		81aa28f3fb405e4ab27d0aaa6328ea39be2477eb
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.704		12f3814b51dd2b78904d0a74728c922b9982e3ae
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.705		56ff645f8909026070bd08d9f755fb0f6ceeb09a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.706		d4486b2e290be667e9380d49d39ac4d1f3a52ac0
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.707		72400e2059893fd9094db0cdf947280761da99b8
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.708		d16ab7c567f5bed8ec00b11971f949c38b60da54
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.709		a7acadbbcddf4f3cd456e737f65229ba2f8588fe
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.71		0d711ce124a1a02fa685ed938256767812c5a219
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.710		dcbea48a640d337ca49b332c3308f2b3f5ca9631
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.711		38ccf33bd9255c6f06ad634edf8691396b9fdb69
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.712		05be23ed4f352ca2b33ddd05ab90b2bf825c0316
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.713		eb85209f397bb4d2294e2ee16ac030868a2a8d3f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.714		476462ea3aaa9da3052deb3f6a0a4cece0e8c12b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.715		81f9fb1466cae7237093e92e0593c5fad4162edb
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.716		2202cb2cd053c57f75fb18c147a4e5193e801d31
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.717		7ca2000365cacb4d1d979c609c8952225c476480
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.718		0145b1266ca52e81ed3b4ac66c3835598bc30f3a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.719		069c5e532319be98323ff28d3d9bcc68a3a7ce89
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.72		15986ad55a7d1153c5313797a36836f425d4aa97
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.720		8292ac7578235b10dd1c5bba40b19c3147194538
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.721		6240dae1a9f2d464ae6feb07b332b1d78a2ab183
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.722		4fbd1dca342a322f0b883335ffb057336de236f8
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.723		9c8ad6a17c9c2003b91db2aa3df50d9ccbff403a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.724		fd67b49baa21627093372aaf99eb9676b24090a2
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.725		3db6e2ca4f88225cbc0362f708b3a6e6d6b8d88f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.726		377b64b391dbbb483ac4fa01be1839815c25a3c7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.727		36f69f793a6abf0486f7903d392eb9ba01b07efb
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.728		6e823c17960099c485329a9091ef2be54a19b5b6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.729		4e3cae7934bab447c7c1e7dba2a360253265b16b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.73		376d4b11c3ef4aa5840f70931291bbf609e596e6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.730		d019f82dea0ebd15a8be1805ade7d0e256c9a6f3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.731		b4a4cc4cf399621d190319be3f3b1398ce691628
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.732		033dc2ac5518efa6112a176f5adc4122accc87de
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.733		bb39e8059aebfac99748e1c21a2a6ab2d961060b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.734		8e6a3bf60833217f8e13d51be6e9739b10b6e977
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.735		931e34320f4247a7ed231f8e29d3d92d8c8b653d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.736		15fe7f76d2f4f6c80c726de6bf9084ce2c01da92
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.737		83a9a652e5252bd08b2b866ef7c52979b67b8df8
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.738		e37c74677578c52ef2959f049a35e67a68500b6f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.739		6a5e737c55114270fcc01438c5b7c20f537e0dbc
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.74		1a991d3aa8dca4d2d804805e3c5e257421852b1f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.740		399af7100a1ff3bbee701fb9b1352b7732ac2df2
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.741		9b830b3fb407a8920a12ed2ac3f639bab346ba7a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.742		6711a0a8c8845d21cc1d05d607c891f6fea03ccc
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.743		2d56ed909bd1dfad3352640f6cfea753f60975e3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.744		0d28b3eb563ba9b39ba4698882199445f64f7845
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.745		506d154e9f4caeb4282b378aebbae25a65978e21
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.746		9303a78518bd7a4c16daf8aec27a2e0cdbd8dd7c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.747		8eed018e2dce23d63e74e5e2572ececb110cdba4
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.748		2715c6d13092e085d560ffa37fd3f771664a1d7b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.749		9848ad27b858f60fb64c7b1b0ba75bf72bfc8a08
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.75		685ba4ec5c06d338ebb403353085283f4a568897
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.750		90a53556af14dd259836a2119a167a1eb0dd3e90
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.751		3104dcd1e7bafb177b9a006eba6bb24573efbbce
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.752		a1773107f36a73a2960cbf35486833b8cda99a76
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.753		c61e9bc0b14db991d72441f70a067cc4e73feff3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.754		a166172f2dcdf1e21be9c6e19eebdb556bd25bf1
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.755		6d4440512fca59cf092abb9c724d8121742c7be8
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.756		fd56d70a6eb8e979f73fb9c20bc7427addaa6792
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.757		1b18976811501e9771d4fbe75b0e5580f4036505
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.758		05be189783f70bb00df90df9d7ff7e03af0dd77c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.759		19466d0177c26f5bec97750e86505fd5b191afaa
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.76		f8ed06ef5d25d4d3eb1ebc673a49c637ee454366
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.760		bf6eca6867c599a2c8cb0482a6b1a4e62d009e91
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.761		79bfbb54ae78db781913017b22d6babff89fe6f2
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.762		37289a07b9f54eb8093222603d1fedf3dda90acd
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.763		3e86fe22ca1810650ed620fd165a6d5711c51193
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.764		10063e9bf66473bc1e2d57a0ab29c8ac611973bf
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.765		6aec320cc4edd0d1243a53fe5420f52b5f3d5542
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.766		696f81f0453a92f2b3c12dc1b0d1a30e040633d8
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.767		f536be4c8dec75531bd379ad5a31bd646d58cecf
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.768		60992117000900649e05400aeb2928c64fa85a47
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.769		262215ad2d8b1b56778c06aff7216c6884d0cd0a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.77		4207574f00c3baf04c83c77b7e7753b29a035eb7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.770		71b08dbf7e7307be9b54719daa398a27e5297d7b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.771		fcd84edcb245bc2549ab4ed0877419c5225dbd02
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.772		98426307d7604c2e7452ffbb43bce96e76e750dc
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.773		488704e3bc880396e5f77afdc00dd177cc4f91e5
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.774		cbef4565f4e1663eea9e223ecec980d73afa807e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.775		df5b1e18675a83e24e4a09114a348c290da337cf
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.776		ba267e263d432b28aff69a5439a251c5a10bf73b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.777		7588f550fdf7cf80efbb95fcd78018f8c73a75ec
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.778		148e0aa260377dd1802e52d31d6ffe2c5e2209d3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.779		1d45fe2c85227b187197267408831e59ec5e9557
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.78		ca21546fcf8081ff4613f96cc4e145c3168e3f00
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.780		8ed0d4475b9e3e8f678e733b97c317bc983e7aa3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.781		4b760a46dce877417bbc7edf1a24d788dbfb2518
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.782		25608be9fe569a7e4a83c536876b89f07d925427
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.783		c95da07b3f9942e7fda87e83e7e3c19981ff8c7d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.79		902bfb011eabd4b816687b35d8cab15f537f1b78
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.8		4db905c6418f176fd233419729ac941a601cefc0
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.80		e8056e812fca83a7d2b7fe9124c8d5bf2d4978eb
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.81		b93492fe08d3d6220a3f0cfabb4a6978c93b0b2d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.82		8167d5345f9a4c4993702a8472b93a6a98abb7ba
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.83		ca66b88489f742a281ca928c413aba6a277b48d9
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.84		e811bd974d913a5e464b4e7a549faa9a08a4f066
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.85		b897699b151ec64268bda697b220ba55e1efcb1f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.86		a62653f2cb994f5e67ac02d6b1f98f1f3c15b988
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.87		d44a6eb21c7e8704fdb6333eb52bdf667ef3101a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.88		1fa0b3030b8a360e0b8720b3955bb9de7c5ad85f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.89		0ab0c4e5e43a8e54947acb014f0e601675634219
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.9		5e038efc6dae2ee5af92a3f362c7410f6edb7279
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.90		77deff18db3822e1ca26a6c8dfd739c6ebdf490b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.91		249b76845e7ddd239e647ef4241a2007c6e8457f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.92		43fdb064ab2111830291341e860718d1edbf8f43
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.93		1ae1b951332738aaa4769800d9d433020496e6d5
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.94		da59bffe95c18c64e694dc00ab74078ce8d710b9
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.95		c52366a3d5f8930bed69a20ec1efa455f437812b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.96		52201bdc9053a52f51569d3441114847579ec54f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.97		d5bdf0dd8ee97bdaee0e15e8010209a673bd07ee
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.98		050022ad6f01140278e6b7ae5233e2457b295c62
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.99		bb117ffcf5e1d2a6eb572966a622d3fcec53c53f
com.appier	geofence-android	8.1.0		N/A
com.appier	geofence-android	8.2.0		N/A
com.appier	geofence-android	8.2.1		N/A
com.appier	geofence-android	8.2.2		N/A
com.appier	geofence-android	8.2.3		N/A
com.appier	geofence-android	8.2.4		N/A
com.appier	geofence-android	8.2.5		N/A
com.blazegraph.sample	sample-rdr	2.0.0		282d1ec9581520e1d60aa636e767e14cc43b6ab5
com.eclipsesource.jaxrs	jersey-min	2.17		75d1c6e18b71ca8d540b6aed5e51f2a0f680fd91
com.eclipsesource.jaxrs	jersey-min	2.18		1ee4ffea710758b4b782535fe2219ce3b0046aad
com.eclipsesource.jaxrs	jersey-min	2.22		4d6d40bcd644c6098999b6f3261ebf09d1d755a7
com.eclipsesource.jaxrs	jersey-min	2.22.1		651c5ee0c4b6136ba9f309f5b726c81b507e7c5e
com.eclipsesource.jaxrs	jersey-min	2.22.2		fe61d2ca5b5207e5632fd335cae19f49cbb3438c
com.fleeksoft.ksoup	ksoup-io-androidnativex86	0.2.2		N/A
com.fleeksoft.ksoup	ksoup-io-androidnativex86	0.2.3		N/A
com.gitee.kamismile	akkaEx	1.1.0		633e93e0fc7d74e106bff35f637b0980953c8543
com.github.jcustenborder.kafka.connect	kafka-connect-parent	0.10.1.0-cp1		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	0.10.2.0-cp1		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	0.10.2.1-cp1		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	0.10.2.1-cp2		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	0.11.0.0-cp1		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	0.11.0.0-cp2		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	0.11.0.0-cp3		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	0.11.0.0-cp4		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	0.11.0.0-cp5		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	1.0.0		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	1.1.0		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	1.1.0-cp1		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	1.1.0-cp2		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	1.1.0-cp3		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	2.0.0		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	2.0.0-cp1		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	2.1.0-cp1		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	2.1.1-cp1		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	2.2.1-cp1		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	2.4.0		N/A
com.github.jcustenborder.kafka.connect	kafka-connect-parent	2.6.0		N/A
