at.asitplus	android-attestation-versionCatalog	1.5.2		N/A
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.22	jsdoc	a7660eddf7bcda46545d96c3108d44a0b1bc82a9
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.23		f29e3d5c7734a814e1a49bbdcfccdefd472a597f
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.23	jsdoc	8034a83ead1390a312238560c177ac32f23be984
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.24		7d9e41aa966851e39ded3bc8ba9d8217e36f1de5
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.24	jsdoc	40e17dd1dd742efe16ff13ef224fd3dacacc002b
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.3		565d572f544967e7409437479fdb0e91d8877a43
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.3	jsdoc	1d9fa2908cb6f1dbb497dc087c1dcf38135aa27e
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.4		7462fd0133bf55d77c2ffc33c14702d85d55e9f2
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.4	jsdoc	0933e84338d8fcd8312971c4c0bbfd003794ef43
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.5		e65d49f14a2ed39e5eb5cbe2148575f89b074c14
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.5	jsdoc	3d73fdafc209c5fa4bfdfc9b8dc58273585032b4
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.6		9a7848183777cc5af9c44e3a05ef0ee198aad764
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.6	jsdoc	a4478f99e18673794ee75a69a075a428874aa0e2
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.7		6397a0c5a77f6665b4de2a3e950700814d977672
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.7	jsdoc	d32975db1e191ce6af2f376d168e7dabcef3ed3c
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.8		faff28b59606479af41a660a9c60eac28dd8b1dc
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.8	jsdoc	74d781839fdbc82d573528ee5156161771e9f907
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.9		a56586b9b87bc02cc990a7b783b981b4b35b3a94
com.liferay	com.liferay.frontend.image.editor.capability.resize	2.0.9	jsdoc	26331aa98d6b719597b44b1be50c990a20fa8fcf
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.0		6b5ce6c54df36e70331313dea2bcb33845dba5f3
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.1		558186936ff589f0ec20a061883bba02653eae69
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.10		390049f87d74ae75559f02c36275bee609fbf01d
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.10	jsdoc	efdb4f44ca6b3a347066fedefc72a4ddddc937f3
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.11		18655a2f1b0c7d5fc89a6eeb0bb9eaaf76d661a2
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.11	jsdoc	1b832ef068d56e42627dd16a9f4e32018b25f3cf
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.12		89bfd670caa53a5718493417fcda19828edb6213
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.12	jsdoc	3a9ba0a85dcd87e098480541450ee120de63ea8a
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.13		a6d8db90dbddb5973d676eab57af60e10cd9f214
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.13	jsdoc	7c437a56df8c246056bbdfb26856b15dc76e6e43
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.14		75f8df16bf98d034dc197e9a106106e8f1bb5b89
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.14	jsdoc	1ab95fb6206740417362c5c5a2cb0ae60c1547ae
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.15		5411fa9c4673b248d5831352eec81352d491c6d5
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.15	jsdoc	9bfa6a07a42ab146f32b95dfa5b50388ec9e097e
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.16		a190d68c59d0836b394351e8520727ea78b1693b
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.16	jsdoc	fda1fce252e4887acd596ae84f63daf06cde5272
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.17		f10a912210d1a5abdc340dd112233e887af84edd
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.17	jsdoc	1d17821ad77dd326653f60bdc2ec64c0ec53aaaf
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.18		6a9eae500bfb738f5dbe6dd2acb9bc9c337b7f32
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.18	jsdoc	f274c9756bd0bef811750e10e55622184413e86b
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.19		d5d8d19466722f572cb58d44aaa2bec562a3ae46
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.19	jsdoc	4e639ab7e9396d0d5b4f0e55c20deda561907982
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.2		801d92458ccd7b5380edbcccb37db32acefc8e29
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.2	jsdoc	30c7ccf976afeaf225757d870709f101b305aea0
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.20		b0430ffaa6a6f78e2394161d5510c6c6f220a0ad
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.20	jsdoc	e617d7a928d2398fa9ee8908fe4621617fa23311
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.21		4d25b1b13f90a233c13521a3d3bf85e9dc5ece96
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.21	jsdoc	509d1349ed2c9dd4c80daee1bfa636b33f386314
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.22		434f6be2455b867c8db287ab4f0119bb14ad2dd5
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.22	jsdoc	bfbfe7d977f4787c9dcafc2262978398b2ae2b42
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.23		9457515f890d52d7b425434a2e396c74be59460e
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.23	jsdoc	0f09d3470b72ff1f318a3948ac13ebe5f3a3e359
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.24		e8807ccb2592e00bf265e00abbec132d0f0bad7e
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.24	jsdoc	ab1423242fa1e0a3b181f12fe273120e518eba72
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.25		a6ada89c3284377c7f1eef1cab25a6311d271705
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.25	jsdoc	2bae57ebf131f4787f99a3ae6fce0ec7fa041c4a
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.26		eccf2aa14f72fabe55b208bf4b501f98999aca06
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.26	jsdoc	375e27b02982f85f3ce495553d5ad82e614dab2b
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.27		273846663b7789ff9c0d1814fa02bc208acf0371
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.27	jsdoc	28a2eb01fbbb122acdd0b24cff1dbb71ce4295b3
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.28		99d1320d4d35e426fd60e87d878e6a450b585183
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.28	jsdoc	303335532c6fcaf6c2b8ccecd38b9a572aab1f59
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.29		e2bcc7b8d60b7a8cabca4060da8624232c56535c
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.29	jsdoc	3fa8031b2e871fc50f9de85319cb3a3ead1350ae
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.3		cd74e148a88ca9f26bdfe729ce870f29f7ad56ef
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.3	jsdoc	687a0984a7d77caf895004de913fe3b58e36b168
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.30		a4fe96039a8d7c54d696b2d93bc8890217cc9a49
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.30	jsdoc	48846959601e19e697eb1090982e84b28f50f66f
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.31		a9c163dd292e03c5af1cc0c79e08b8d07444d507
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.31	jsdoc	484ee9a0673a72ce703643fec8a1e2be1560c780
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.32		9394591e9735d37e8c120258d19e2d1b5c5356b8
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.32	jsdoc	d7f740dd1126aebb43241a35dfec8eb157e5a3a9
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.33		3c03339ddaeeea08a2cc9651ed13cdb067a06039
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.33	jsdoc	61b42599d7c04b9e86575e9b74c3d4436c61d92b
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.4		f0196382ef00034e062b0e0d97f4893bf8492c59
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.4	jsdoc	8c350e20a48152662a56ebdd926122a02f720137
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.5		486083b4baffc0c523d75a906815cd7955c92bb4
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.5	jsdoc	c1c1eabe0eba275b53a0692b0d5ddd7d00ad4a63
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.6		63d463bc4a54ee01a0f6bf5cd29ee44c85f58b01
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.6	jsdoc	99e31fedca94dffbd6304670af3b13e80681c242
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.7		e7794082ab2634dd2dbce135bf46b550f9750e8b
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.7	jsdoc	6662207b3a5ae926b96c19fae52ad6381d933333
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.8		55bec69a994ce6fbab6e6f225e8d51f63eaf4059
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.8	jsdoc	418aacc5f193cfa608828ae3d4bf310ae5d9bc97
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.9		7d2248681323259c5843a59e458cb464727ab0a3
com.liferay	com.liferay.frontend.image.editor.capability.resize	3.0.9	jsdoc	3c7540774db2f7ae8ae85d9caa32e9c0298e6f71
com.liferay	com.liferay.frontend.image.editor.capability.resize	4.0.0		8b96b640df3160853a2139836decab6611317a66
com.liferay	com.liferay.frontend.image.editor.capability.resize	4.0.0	jsdoc	c7eaa4e4a725bff12ae6b8bcfee9bb7a83cc7493
com.liferay	com.liferay.frontend.image.editor.capability.resize	4.0.1		d9e3e9d39e18cd41aed7afd38a7a353e3a764fde
com.liferay	com.liferay.frontend.image.editor.capability.resize	4.0.1	jsdoc	87397eff85febcc594b1513c84e4c1a46fb79511
com.liferay	com.liferay.frontend.image.editor.capability.resize	4.0.2		f27825039e2dbcdf4a0416015665e3eaba8119a9
com.liferay	com.liferay.frontend.image.editor.capability.resize	4.0.2	jsdoc	f44eabac570d73bf1fbf046db81f60ed09ba9ee7
com.liferay	com.liferay.frontend.image.editor.capability.resize	4.0.3		81e8cd003b679640a3da28e8c370d290f12c9db2
com.liferay	com.liferay.frontend.image.editor.capability.resize	4.0.3	jsdoc	bb7d9fe992e70c78b57cbbc6bd08c3c7ead95e12
com.liferay	com.liferay.frontend.image.editor.capability.resize	4.0.4		be287dfdc3fc8ef9e12cfc01139b0e63974a963c
com.liferay	com.liferay.frontend.image.editor.capability.resize	4.0.4	jsdoc	cf1ede02d3fec8a52d8e4cb20cb4d81ba437d937
com.lihaoyi	scalaparse_sjs1_2.13	2.2.4		841d1d927b6338b12973ba1d8103ad265a7aac40
com.lihaoyi	scalaparse_sjs1_2.13	2.3.0		e7bb00473e7643e22e726345c88cb75511f1081b
com.lihaoyi	scalaparse_sjs1_2.13	2.3.1		70b7dfb8877c23f6f6529341df25a3c3927b0175
com.lihaoyi	scalaparse_sjs1_2.13	2.3.2		40b2659a47060d1644ff6491eaaaf706db8c473d
com.lihaoyi	scalaparse_sjs1_2.13	2.3.3		fccb3a89878f2860932af81e3cf1ecff130a85d5
com.lihaoyi	scalaparse_sjs1_2.13	3.0.0		9473daa9c3e6042b4701a527637ea36be9c28147
com.lihaoyi	scalaparse_sjs1_2.13	3.0.1		8b52b3dcaed836618d9b7d563b6c33ec29e37720
com.lihaoyi	scalaparse_sjs1_2.13	3.0.2		fbdac5a84bc2630fae61cd947ae1bff2cd78129b
com.lihaoyi	scalaparse_sjs1_2.13	3.1.0		25dbc071f872771c6162beb367279887eee0018e
com.lihaoyi	scalaparse_sjs1_2.13	3.1.1		dc941181bc0c331bcd218ce10c322968571155ad
com.ms-square	debugoverlay	1.0.0		N/A
com.ms-square	debugoverlay	1.0.1		N/A
com.ms-square	debugoverlay	1.1.0		N/A
com.ms-square	debugoverlay	1.1.1		N/A
com.ms-square	debugoverlay	1.1.2		N/A
com.ms-square	debugoverlay	1.1.3		N/A
com.mytechia	robobo-sound	0.2.0		N/A
com.mytechia	robobo-sound	0.2.1		N/A
com.mytechia	robobo-sound	0.2.2		N/A
com.mytechia	robobo-sound	0.2.3		N/A
com.mytechia	robobo-sound	0.2.4		N/A
com.mytechia	robobo-sound	0.2.5		N/A
com.mytechia	robobo-sound	0.3.0		N/A
com.mytechia	robobo-sound	0.3.1		N/A
com.mytechia	robobo-sound	0.3.2		N/A
com.mytechia	robobo-sound	1.0.0		N/A
com.mytechia	robobo-sound	1.0.1		N/A
com.mytechia	robobo-sound	1.0.2		N/A
com.mytechia	robobo-sound	1.0.3		N/A
com.mytechia	robobo-sound	1.0.4		N/A
com.netease.yunxin.kit.karaoke	karaokekit-pitch	1.1.0		N/A
com.seanproctor	accompanist-flowlayout-android-debug	0.28.0		N/A
com.seanproctor	accompanist-flowlayout-android-debug	0.28.0-0.1		N/A
com.sshtools	maverick-synergy-group	3.0.0-FINAL		N/A
com.sshtools	maverick-synergy-group	3.0.0-RC1		N/A
com.sshtools	maverick-synergy-group	3.0.0-RC2		N/A
com.sshtools	maverick-synergy-group	3.0.0-RC3		N/A
com.sshtools	maverick-synergy-group	3.0.0-RC4		N/A
com.sshtools	maverick-synergy-group	3.0.0-RC5		N/A
com.sshtools	maverick-synergy-group	3.0.0-RC6		N/A
com.sshtools	maverick-synergy-group	3.0.0-RC7		N/A
com.sshtools	maverick-synergy-group	3.0.0-RC8		N/A
com.sshtools	maverick-synergy-group	3.0.1-FINAL		N/A
com.sshtools	maverick-synergy-group	3.0.10		N/A
com.sshtools	maverick-synergy-group	3.0.11		N/A
com.sshtools	maverick-synergy-group	3.0.2-FINAL		N/A
com.sshtools	maverick-synergy-group	3.0.3-FINAL		N/A
com.sshtools	maverick-synergy-group	3.0.4-FINAL		N/A
com.sshtools	maverick-synergy-group	3.0.5		N/A
com.sshtools	maverick-synergy-group	3.0.5-FINAL		N/A
com.sshtools	maverick-synergy-group	3.0.6		N/A
com.sshtools	maverick-synergy-group	3.0.7		N/A
com.sshtools	maverick-synergy-group	3.0.8		N/A
com.sshtools	maverick-synergy-group	3.0.9		N/A
com.sshtools	maverick-synergy-group	3.1.0		N/A
com.sshtools	maverick-synergy-group	3.1.1		N/A
com.sshtools	maverick-synergy-group	3.1.2		N/A
com.vaadin	vaadin-renderer-flow	22.0.0		035e34bcf7f917ba680c8cc7f04ca74169aa1e60
com.vaadin	vaadin-renderer-flow	22.0.1		e9e65fa8f2fbc3d6a900e7ef5e58790811d7cec8
com.vaadin	vaadin-renderer-flow	22.0.10		a50020bd5afd6739055a590c7a4f215769652d3f
com.vaadin	vaadin-renderer-flow	22.0.11		939292fee337e019580d5799365caed126c79e53
com.vaadin	vaadin-renderer-flow	22.0.12		e0368cb7f76dbc89bc63462e92e42a1ff0d8524f
com.vaadin	vaadin-renderer-flow	22.0.13		46cc4740808abfdc4df6473bc9560cbd68d7c7ce
com.vaadin	vaadin-renderer-flow	22.0.14		1e36a5ab9d2e7d382ff90f752d1944c11c2e11c3
com.vaadin	vaadin-renderer-flow	22.0.15		65a5766f6d0e885007e8b3476379c7a91314225f
com.vaadin	vaadin-renderer-flow	22.0.16		b6b3a3b86ced9875dd2a298212279727ce8c5ee3
com.vaadin	vaadin-renderer-flow	22.0.17		2e28bbc9165f7351eed095ac82cd1713001d5eda
com.vaadin	vaadin-renderer-flow	22.0.18		abaf499af43caeeece982a8b5f71163e5b908018
com.vaadin	vaadin-renderer-flow	22.0.19		b1d6af6149bb1a5d7d5be0a3b16e8775ff401b84
com.vaadin	vaadin-renderer-flow	22.0.2		c72f26e8beb0b3c6d5b61e82853018287fd26e96
com.vaadin	vaadin-renderer-flow	22.0.20		3c5b57aa6cd6d24a5471283791108a21793e7a26
com.vaadin	vaadin-renderer-flow	22.0.21		bf4d65ab153188dcb09417adf7aa19914898e0b5
com.vaadin	vaadin-renderer-flow	22.0.22		665b42dfb1f282a090ee1e4ba17a3197232c0243
com.vaadin	vaadin-renderer-flow	22.0.23		9c1df056ff0ed45f318da42e167a24cc53bf2993
com.vaadin	vaadin-renderer-flow	22.0.24		321656c949312e1237451a1ffd3d216c6ed9fe2a
com.vaadin	vaadin-renderer-flow	22.0.25		b1434d6b1b46e0ec639614bc81230aff916553e7
com.vaadin	vaadin-renderer-flow	22.0.26		304ea9534860f8c5c0468da63fe77abd9724ad2e
com.vaadin	vaadin-renderer-flow	22.0.27		5637879b362bd199b398bba33fe2a8d01c2b6062
com.vaadin	vaadin-renderer-flow	22.0.28		6a0fb895731fc8105bbd582371f13b665a4eec04
com.vaadin	vaadin-renderer-flow	22.0.3		e12d25bdf203532a5b38d0c530b43ae14b880da1
com.vaadin	vaadin-renderer-flow	22.0.4		f83536761bc3b9e0ae9d1160e155db2550320fae
com.vaadin	vaadin-renderer-flow	22.0.5		41468a6c1ca37577dfa9df2f8b9512d585e49239
com.vaadin	vaadin-renderer-flow	22.0.6		1eddc8e08133efc372387b433c066bd334228f03
com.vaadin	vaadin-renderer-flow	22.0.7		0057ac6152fe50e7dc2b173112b79ca1090c072e
com.vaadin	vaadin-renderer-flow	22.0.8		5f77bab7908230a4cc8ce32a9208ab320e6f991b
com.vaadin	vaadin-renderer-flow	22.0.9		18aef18aca9be983fd28a8419a8950d887ac9ee0
com.vaadin	vaadin-renderer-flow	22.1.0		9175a942b406a14abb9b027928224da338d58be3
com.vaadin	vaadin-renderer-flow	22.1.1		bc3aa76e7beab59454ced43d77df0c301651dcc8
com.vaadin	vaadin-renderer-flow	22.1.2		047f3b04450d9f6eec856da6b0feeb3a530b9b95
com.vaadin	vaadin-renderer-flow	22.1.3		49783dde10d7ac8dfa68f9f95d0746dc85394cc1
com.vaadin	vaadin-renderer-flow	22.1.4		82ce36a075648b87d74b79e4698087b2bcebbe1b
com.vaadin	vaadin-renderer-flow	22.1.5		74cc6e6a161e419f1945ed5d3bb92a57d72e12cb
com.vaadin	vaadin-renderer-flow	22.1.6		bce917d1b63853793c17e1d19f2fc6e1dd3c2e7f
com.vaadin	vaadin-renderer-flow	22.2.0		d2ff3b5f5935b92be379b7b53e53f8fffac5fdcc
com.vaadin	vaadin-renderer-flow	22.2.1		448fc62309a37ce8547e8ac8b8cde6f382f29053
com.vaadin	vaadin-renderer-flow	22.2.2		23a7b2c4489e6f54419247187122c0b18a905a9c
com.vaadin	vaadin-renderer-flow	23.0.0		6685e97b47959440112f271fa28fec7ec8b34731
com.vaadin	vaadin-renderer-flow	23.0.1		2315c3ad16173931828fd96134ad1df9b3986bbf
com.vaadin	vaadin-renderer-flow	23.0.10		f8db9ba5e5bc1909a7bbf0efe4e034999b6c734b
com.vaadin	vaadin-renderer-flow	23.0.11		2ec6cf4493c214b2ef58cd1c8bc7fe178561dd9f
com.vaadin	vaadin-renderer-flow	23.0.12		0c9cd4fbf16668ced43be804d7904e61c9de8dde
com.vaadin	vaadin-renderer-flow	23.0.13		7dcfafff7a1d263ae458c1ee8945ce28757631a3
com.vaadin	vaadin-renderer-flow	23.0.14		f65e47c129b48f44fe149ebc635e7462db6e4ebc
com.vaadin	vaadin-renderer-flow	23.0.15		4bbfc1128b689b7f3e7ab658935168ad71d1affd
com.vaadin	vaadin-renderer-flow	23.0.16		948caebdbf357fd6bfa1cc724339f7cee6bd5974
com.vaadin	vaadin-renderer-flow	23.0.2		cdc451357d941a399117973336a7d3c8fad4677d
com.vaadin	vaadin-renderer-flow	23.0.3		8703498e2f09458a62a665302e86d8bb68bd9bc7
com.vaadin	vaadin-renderer-flow	23.0.4		e2c9837eaebda33b3305b266a59796b4138d5a7d
com.vaadin	vaadin-renderer-flow	23.0.5		539cefa1172c1184b103909a0637fd0f8f416c05
com.vaadin	vaadin-renderer-flow	23.0.6		64b7edbf8b11b2b182005dc54f63a43d9050747c
com.vaadin	vaadin-renderer-flow	23.0.7		5e5d78ddc6f521ec817dd56c50206d4725b4696f
com.vaadin	vaadin-renderer-flow	23.0.8		08fe4b92c1006a6d43d86dae8546d0fa0d93215a
com.vaadin	vaadin-renderer-flow	23.0.9		44e8ccf83941a0318040255221390864cbc38b7d
com.vaadin	vaadin-renderer-flow	23.1.0		e22f943068ca723ba641fecdcbc588a0dbaa12d1
com.vaadin	vaadin-renderer-flow	23.1.1		377f2c8dcc9f8f2895de7416f57d5d295902bef5
com.vaadin	vaadin-renderer-flow	23.1.10		69c34e8ccd7454429eb7a3069b035a9b70a7b57d
com.vaadin	vaadin-renderer-flow	23.1.11		2005e562b036446a67be8938479e1312a837bc99
com.vaadin	vaadin-renderer-flow	23.1.12		c2d40d9b6cb9eafda3e0ddcbd85ad29a2f3e7f65
com.vaadin	vaadin-renderer-flow	23.1.13		8d5de65539f5e776b2f65023b2e3e84ccdfb96e7
com.vaadin	vaadin-renderer-flow	23.1.14		99a465920dde9eccb0645eef23ebb6980c2114ec
com.vaadin	vaadin-renderer-flow	23.1.15		4567b871d8e7a9185ce20198a69b9f4a951f40db
com.vaadin	vaadin-renderer-flow	23.1.16		66407b2996753ebc4b230af4f151c847d7ab2247
com.vaadin	vaadin-renderer-flow	23.1.17		64073bfceef65a78a403483558ccc6c8bbdf9d37
com.vaadin	vaadin-renderer-flow	23.1.2		2b01542c098146013843b1830fb1826058cba60d
com.vaadin	vaadin-renderer-flow	23.1.3		980118747c0c7f519adab8954aa447a5c07e0c7c
com.vaadin	vaadin-renderer-flow	23.1.4		d455193051f3cab0fd9eb564ae8a33f0fbab81f4
com.vaadin	vaadin-renderer-flow	23.1.5		6141569affee81efc0928b62b721175b3304b13d
com.vaadin	vaadin-renderer-flow	23.1.6		14e8766c7084bb9bbd22e2f0f97229e551da5fbd
com.vaadin	vaadin-renderer-flow	23.1.7		a24bfc061234cf67b9b49f909e63583f85383c99
com.vaadin	vaadin-renderer-flow	23.1.8		21d1ebb68d1ae7bd726b10e0a631428748e54ba0
com.vaadin	vaadin-renderer-flow	23.1.9		6265ae46925975bf8ba4b46c0d131e1153d0a4a5
com.vaadin	vaadin-renderer-flow	23.2.0		1cd09c0936d5cfa9129a4308cb84824ac9e5feae
com.vaadin	vaadin-renderer-flow	23.2.1		efba2b029ad34b9ce27fa7f57c5c18e98061c10b
com.vaadin	vaadin-renderer-flow	23.2.10		ddda9e75068005285f1d736c3be4476f54fecd78
com.vaadin	vaadin-renderer-flow	23.2.11		3e50c45732b845f9b9949718f3fb7dfcef57031e
com.vaadin	vaadin-renderer-flow	23.2.12		b8181ad1fc0bf48c72762ad4c066fa5e64ae771e
com.vaadin	vaadin-renderer-flow	23.2.13		82a847b410a511c0d23fab60b29508a7b82a2104
com.vaadin	vaadin-renderer-flow	23.2.14		15d709401f468af629e32f5cc4014836fd90fa4d
com.vaadin	vaadin-renderer-flow	23.2.15		5b7034eb0f08465ea7be7517e586aa291eb4356e
com.vaadin	vaadin-renderer-flow	23.2.16		ea4f0b8e14cd89f50c9e33f4d10eb0648475128b
com.vaadin	vaadin-renderer-flow	23.2.17		c775b26ff99e1ede7b2039b320acadd45619fede
com.vaadin	vaadin-renderer-flow	23.2.2		83999a80bd44567949a69db4d446657d31932006
com.vaadin	vaadin-renderer-flow	23.2.3		45185512c528a7e1378229eba59a927a738476b8
com.vaadin	vaadin-renderer-flow	23.2.4		44ad5bbc6131e89eb22b00b4f3113948e3c26b10
com.vaadin	vaadin-renderer-flow	23.2.5		2cba79e113e1589ea601be2610098d8bbfe925f0
com.vaadin	vaadin-renderer-flow	23.2.6		212481b9b753c9db81d6d5ca442ac52dc3c75fa9
com.vaadin	vaadin-renderer-flow	23.2.7		d3d3b37f8944f3d9bb4a7327eb3c3a8f350292de
com.vaadin	vaadin-renderer-flow	23.2.8		053084e23a53b29650fafdb7e19ad7e60ddc3f30
com.vaadin	vaadin-renderer-flow	23.2.9		97358308998311785eda286ef66b3309df7de99d
com.vaadin	vaadin-renderer-flow	23.3.0		bad3c8ceda9f4e1021277c9e546f3122e1324327
com.vaadin	vaadin-renderer-flow	23.3.1		9b014b2be27de0d6a7421c08a2dbc0608f4002ac
com.vaadin	vaadin-renderer-flow	23.3.10		1a506ad99b868bbf32e16e6db0a2169c959c224c
com.vaadin	vaadin-renderer-flow	23.3.11		34add38530f44ef94aee16b04bb5954274e2b94f
com.vaadin	vaadin-renderer-flow	23.3.12		f53b4cb4dde9064bd0d5882b42a1587eb8a30160
com.vaadin	vaadin-renderer-flow	23.3.13		d3c6902d2b0a0c7d8b3cd8b3daaaa505e297bfaa
com.vaadin	vaadin-renderer-flow	23.3.14		09d7fa6cc3b34cb5fba668cdb4161d6c1be5c609
com.vaadin	vaadin-renderer-flow	23.3.15		371a56703f65e1239da9fa845b15495bd4eea8ad
com.vaadin	vaadin-renderer-flow	23.3.16		930be3874f1b163518064a41b5a30fd1d651b919
com.vaadin	vaadin-renderer-flow	23.3.17		23b199e6aa571ec91664785a12b44f6bb6adec4d
com.vaadin	vaadin-renderer-flow	23.3.18		316bdaa15e5e2f884fc000f8d2440e8af6c646b8
com.vaadin	vaadin-renderer-flow	23.3.19		a92e458c1624d58bc112d8fd4c25fbae91d50016
com.vaadin	vaadin-renderer-flow	23.3.2		f4503ccde28871152bb0ef9382d45fd8ce79e079
com.vaadin	vaadin-renderer-flow	23.3.20		0dc2ca635ae7fbbb12dcb8d30b2e337a377009b8
com.vaadin	vaadin-renderer-flow	23.3.21		c9a51017e7e9405f63dd72d30cf66bbcb6a43fef
com.vaadin	vaadin-renderer-flow	23.3.22		c2c49a9d70acc1be48c0eaa2322335ff2c6fc868
com.vaadin	vaadin-renderer-flow	23.3.23		387eefd93efe3657e4abc907cc94c8e83781df75
com.vaadin	vaadin-renderer-flow	23.3.24		a1e16d4a842ebc9577394e6278a9e5e3a2fea6e5
com.vaadin	vaadin-renderer-flow	23.3.25		8d8c5cd0bae2aa44641fa00dbbc1546f697cba50
com.vaadin	vaadin-renderer-flow	23.3.26		aa63b0c30c7d07e2d652f92d1562e1edabc258ba
com.vaadin	vaadin-renderer-flow	23.3.27		953723dddf477068619bcbb79fad51bd787b055d
com.vaadin	vaadin-renderer-flow	23.3.28		6298a64606a0260f2fbba10ce44d473b62ae5c63
com.vaadin	vaadin-renderer-flow	23.3.29		9392876854ec36eb20241a59c191def18fe536af
com.vaadin	vaadin-renderer-flow	23.3.3		d2dda6f9fc92d5bba372ad22d07eb944daa4e8e0
