at.asitplus	android-attestation-versionCatalog	1.5.2		N/A
aws.sdk.kotlin	iottwinmaker-jvm	1.2.7		2f8cc7fb8c93854261adc2737e96bdb07d7a94d7
aws.sdk.kotlin	iottwinmaker-jvm	1.2.8		b615020b90876cc63b71b1a381345612824e46c6
aws.sdk.kotlin	iottwinmaker-jvm	1.2.9		5748530761cd8276b1be707aac52b6602289f02a
aws.sdk.kotlin	iottwinmaker-jvm	1.3.0		004b4e4cb5a08b46f1d84e58c85681651f54c225
aws.sdk.kotlin	iottwinmaker-jvm	1.3.1		444389a02bb4e92da25eed98dc1b8d1bd8620b39
aws.sdk.kotlin	iottwinmaker-jvm	1.3.10		9d97525a23c4fca31c12d1758759c0105a871880
aws.sdk.kotlin	iottwinmaker-jvm	1.3.100		6c10173a4037eefc9234d8494b0fe0566be0a25e
aws.sdk.kotlin	iottwinmaker-jvm	1.3.101		1bc034a04c186ed96821e24e8b66078d6b966d93
aws.sdk.kotlin	iottwinmaker-jvm	1.3.102		aec8ee94205a6c64c2bf4e12d0c5a1fb6c9430fa
aws.sdk.kotlin	iottwinmaker-jvm	1.3.103		ccb7e730c74cc3e41788e6743b0dc1bd8b5b986f
aws.sdk.kotlin	iottwinmaker-jvm	1.3.104		0793af127d961c058e89d2ad2babee65bb6e1d72
aws.sdk.kotlin	iottwinmaker-jvm	1.3.105		fe1038676f73a475f76466a07da40a30632e99b5
aws.sdk.kotlin	iottwinmaker-jvm	1.3.106		224baf245aa337a4515fe49679359cc4d5901c5e
aws.sdk.kotlin	iottwinmaker-jvm	1.3.107		d488edc6d6641319ce3c957776f166a35c26e5f1
aws.sdk.kotlin	iottwinmaker-jvm	1.3.108		cfd96defdcf5b080818604a09ff5954dae733abd
aws.sdk.kotlin	iottwinmaker-jvm	1.3.109		55f83dc1d602e4c8b78e8f133a1d6e88cfea5cde
aws.sdk.kotlin	iottwinmaker-jvm	1.3.11		e19f27819fd7619a68fcb765504c2ea161c62b05
aws.sdk.kotlin	iottwinmaker-jvm	1.3.110		0b6791bb5a1e45cc6325106cf24fe5d38d2bc568
aws.sdk.kotlin	iottwinmaker-jvm	1.3.111		b268725d45fc3f67a91e3f8086862157bfb919d0
aws.sdk.kotlin	iottwinmaker-jvm	1.3.112		1ab408d5e6dc4a6d0526e9250690d18cbd943808
aws.sdk.kotlin	iottwinmaker-jvm	1.3.12		94651d25f15d0647f07f00c5fccb7d2b15dbee20
aws.sdk.kotlin	iottwinmaker-jvm	1.3.13		0c068b1e34bcd68d5a8cd874c6fb5a6162a1da37
aws.sdk.kotlin	iottwinmaker-jvm	1.3.14		9b08ba8a66bfb690fd78e725081738bd3466d259
aws.sdk.kotlin	iottwinmaker-jvm	1.3.15		2b41c83abc9a642b2c30a4b3eced1abd55a9203c
aws.sdk.kotlin	iottwinmaker-jvm	1.3.16		5f93600d47d1b90e75ccabe96104a1913a9f961a
aws.sdk.kotlin	iottwinmaker-jvm	1.3.17		542f965cefddb07ee02179282ae7d8bdd7f1eab7
aws.sdk.kotlin	iottwinmaker-jvm	1.3.18		8ccb6f8c0303846c40d8eb37052f8ed60ad6aa56
aws.sdk.kotlin	iottwinmaker-jvm	1.3.19		f278faa847b72f2b3ed68b83a072982a734e4f6f
aws.sdk.kotlin	iottwinmaker-jvm	1.3.2		de84145ffb927ca4382bcdb5d2daf4a853a76339
aws.sdk.kotlin	iottwinmaker-jvm	1.3.20		70e3d10e3e6070e9e07ad9ec417a4d791c10d282
aws.sdk.kotlin	iottwinmaker-jvm	1.3.21		2ac4617d61d765abdf98731f2494dc220f102d79
aws.sdk.kotlin	iottwinmaker-jvm	1.3.22		b5972b8ce72a18309f55f0e4c4c6b1b88a3a39a8
aws.sdk.kotlin	iottwinmaker-jvm	1.3.23		b5b604bfa2d1ad041837336dea66e6cd87d20aac
aws.sdk.kotlin	iottwinmaker-jvm	1.3.24		a2de35810b6179e2a4441d94dab4f9feaab5dffa
aws.sdk.kotlin	iottwinmaker-jvm	1.3.25		6eb6274307981d783e0ce8e32ae271b1ab02444f
aws.sdk.kotlin	iottwinmaker-jvm	1.3.26		a9c7b86761385afdefed8d3c7e9288737d6b86c8
aws.sdk.kotlin	iottwinmaker-jvm	1.3.27		b97cf9aaa5ebfce5a4b99b1218ce0f94e9fe6492
aws.sdk.kotlin	iottwinmaker-jvm	1.3.28		e3641d7d637d841af935006c07ae28314e936ab0
aws.sdk.kotlin	iottwinmaker-jvm	1.3.29		c0499ccff2871f4d1e7430812707a5d7bd93eb19
aws.sdk.kotlin	iottwinmaker-jvm	1.3.3		04ebd93d234955f4a0d75d22514b305f672f1c82
aws.sdk.kotlin	iottwinmaker-jvm	1.3.30		f102d60a1c6cb1f6e8087ce94a18872d2d2f1a74
aws.sdk.kotlin	iottwinmaker-jvm	1.3.31		1ce3ce8505ae4cd56fe4bdd5950e4dc4085b4233
aws.sdk.kotlin	iottwinmaker-jvm	1.3.32		6492ed7c1b3502be3d384d84bb5890c076a00ff2
aws.sdk.kotlin	iottwinmaker-jvm	1.3.33		14a9443ca4529b82995d0718f36a4a7c7ba830a6
aws.sdk.kotlin	iottwinmaker-jvm	1.3.34		6a18809e073084030f9e8c3f5c531e5e0c6fc623
aws.sdk.kotlin	iottwinmaker-jvm	1.3.35		d1004ee0940d3b633dfb869f40972221b6956b72
aws.sdk.kotlin	iottwinmaker-jvm	1.3.36		78d110c4c471898cfc86e9f2ccd3bca6bec79304
aws.sdk.kotlin	iottwinmaker-jvm	1.3.37		77387ea6a66f24568880d7ccb04795e4f3ed10e9
aws.sdk.kotlin	iottwinmaker-jvm	1.3.38		6704033d4c344eed4c0f721910ae106ea00a84ab
aws.sdk.kotlin	iottwinmaker-jvm	1.3.39		5c3c1d52d7596ae268590aa813431e340b360404
aws.sdk.kotlin	iottwinmaker-jvm	1.3.4		cfad91913ed683f76705045d9ecc254f3e3b9211
aws.sdk.kotlin	iottwinmaker-jvm	1.3.40		12fa80721aaaf4a2f7565758cbfebaf915ca8b4d
aws.sdk.kotlin	iottwinmaker-jvm	1.3.41		2aec222207ef2101e9e8aeb77d67d71530710041
aws.sdk.kotlin	iottwinmaker-jvm	1.3.42		957722ffb6470e9cb548d2219f38fadbcde9e644
aws.sdk.kotlin	iottwinmaker-jvm	1.3.43		7acb27154c4ac0c08dfe2c05968e232a000db1c6
aws.sdk.kotlin	iottwinmaker-jvm	1.3.44		a2d7f457e164aaa76f9d638ae1cd1b2493c49e06
aws.sdk.kotlin	iottwinmaker-jvm	1.3.45		14a3e1050aca742e9c2874fd9ce5a51a38618b27
aws.sdk.kotlin	iottwinmaker-jvm	1.3.46		3b30368a2d78ecb5685582b38a301261bf78b52c
aws.sdk.kotlin	iottwinmaker-jvm	1.3.47		b713e478d4bc8bb4658866ef8a181016bb142f4e
aws.sdk.kotlin	iottwinmaker-jvm	1.3.48		d0c0b3f9559dd25e0411f5cbe68aab3f911fd116
aws.sdk.kotlin	iottwinmaker-jvm	1.3.49		f364747db33910b49a4e05bbb19704a7e8862702
aws.sdk.kotlin	iottwinmaker-jvm	1.3.5		bac719f62b793441480049f44e5149deba6016a2
aws.sdk.kotlin	iottwinmaker-jvm	1.3.50		a9090d613d9a12b0da8271289e0cf6fe53c069ee
aws.sdk.kotlin	iottwinmaker-jvm	1.3.51		1e0f5e3b150acc1d35e4797fdce0d1e814ff3255
aws.sdk.kotlin	iottwinmaker-jvm	1.3.52		4764277ed28b39e56d98fbfad434b50ed3af2c40
aws.sdk.kotlin	iottwinmaker-jvm	1.3.53		a9275d466b9ff862594457fdb502cdec8368e544
aws.sdk.kotlin	iottwinmaker-jvm	1.3.54		742cbeb21e0f91d3d34db3af2fa2eeab5312dec7
aws.sdk.kotlin	iottwinmaker-jvm	1.3.55		b1b7f5510b741d2e921479f3684db3a3d877c8f9
aws.sdk.kotlin	iottwinmaker-jvm	1.3.56		f3d8507c19fa0117a29e9d5032a459d7347b4fd3
aws.sdk.kotlin	iottwinmaker-jvm	1.3.57		a59e2b5b7741c69793cf68d321d099f4a628786e
aws.sdk.kotlin	iottwinmaker-jvm	1.3.58		15388071039124148ceabe24683941c29e2e276b
aws.sdk.kotlin	iottwinmaker-jvm	1.3.59		e5526493ba6352c38a609ec008e70cec10a42b1e
aws.sdk.kotlin	iottwinmaker-jvm	1.3.6		331f566483248611a55d5b8791851f7d939de067
aws.sdk.kotlin	iottwinmaker-jvm	1.3.60		0101a764bdb409e560f0a0ed3285a14c54277509
aws.sdk.kotlin	iottwinmaker-jvm	1.3.61		d3eb8cb4ed03dcaa0040e90e1a75ba82b4e548ba
aws.sdk.kotlin	iottwinmaker-jvm	1.3.62		9d030cb0b649dbe858ab9df3276bfb6f16da16ea
aws.sdk.kotlin	iottwinmaker-jvm	1.3.63		052e6afaf0e64e2831f682b624412873aa6c42c8
aws.sdk.kotlin	iottwinmaker-jvm	1.3.64		32aed7d8ee130323f8e6da0e7d8c72605f4cd09e
aws.sdk.kotlin	iottwinmaker-jvm	1.3.65		5ae040b9e0415d450353c5b28efa58caf984fc34
aws.sdk.kotlin	iottwinmaker-jvm	1.3.66		a7f41153a1cae39d99406ba91203d8211df0f1f8
aws.sdk.kotlin	iottwinmaker-jvm	1.3.67		dd8f14c5530fa3854b93ed7d1bab0125fcef1c04
aws.sdk.kotlin	iottwinmaker-jvm	1.3.68		048b9befcdb0b6948545f950de616d9b920214bc
aws.sdk.kotlin	iottwinmaker-jvm	1.3.69		a65c731ba43587ff4f10ec8bf3abb7e70d0358dc
aws.sdk.kotlin	iottwinmaker-jvm	1.3.7		4891cc110ca72e53ba05df4dc4be77ed22b71f49
aws.sdk.kotlin	iottwinmaker-jvm	1.3.70		beb86b762b4ed3dd7e7f76920658c9492225d645
aws.sdk.kotlin	iottwinmaker-jvm	1.3.71		fc43095a3e33d6a31700c34ad09f8509b5877017
aws.sdk.kotlin	iottwinmaker-jvm	1.3.72		ed84be1bf34884a04b7c7cad34a11f87b180497d
aws.sdk.kotlin	iottwinmaker-jvm	1.3.73		31df3b771e0711c627bfed6268df7148d52750ed
aws.sdk.kotlin	iottwinmaker-jvm	1.3.74		40386874c30037345154820ad560b9d411c69db6
aws.sdk.kotlin	iottwinmaker-jvm	1.3.75		89baa4503a4ba0c46977167573ae06f451c89ca4
aws.sdk.kotlin	iottwinmaker-jvm	1.3.76		c41bb2c0974e500c1e1fe72255cbcf74e5bccac5
aws.sdk.kotlin	iottwinmaker-jvm	1.3.77		9fe02cfd670afa34a3d6d5351a9398afb8c48760
aws.sdk.kotlin	iottwinmaker-jvm	1.3.78		6db1986db789d2f7d59d3346dc8e4f69475ca09a
aws.sdk.kotlin	iottwinmaker-jvm	1.3.79		ddf08339a15d3e4c4e4bddfc861cacc7309ac42e
aws.sdk.kotlin	iottwinmaker-jvm	1.3.8		1f0df45a78a7d5f835219bc457768e17bb0df149
aws.sdk.kotlin	iottwinmaker-jvm	1.3.80		312c4948422d2dece770844e41c8befd40f88ad0
aws.sdk.kotlin	iottwinmaker-jvm	1.3.81		502c46d2a55c3bec7c74d9bc9d2001dd29a99130
aws.sdk.kotlin	iottwinmaker-jvm	1.3.82		aec0e8ce1794e92a93440efcf19b432a5d63434f
aws.sdk.kotlin	iottwinmaker-jvm	1.3.83		79bd5c4ffc750f269433496aee1863fa7f9aba5f
aws.sdk.kotlin	iottwinmaker-jvm	1.3.84		04b9b065777fe38a6ab4a1d32dae049d64fa3ded
aws.sdk.kotlin	iottwinmaker-jvm	1.3.85		ed3beb426118ad8b94c6034e93a2136608585c32
aws.sdk.kotlin	iottwinmaker-jvm	1.3.86		4920aaf6786053158225f3df30ef0c6fc4f7f2c2
aws.sdk.kotlin	iottwinmaker-jvm	1.3.87		61bf2eb02f5ac609e78574e5b2b025cc60fbcebf
aws.sdk.kotlin	iottwinmaker-jvm	1.3.88		262f9297b7b9051a2fa2e1c3e17f469daa8a75c9
aws.sdk.kotlin	iottwinmaker-jvm	1.3.89		8c7458137fbf1788a092fb0295bd8a212693a500
aws.sdk.kotlin	iottwinmaker-jvm	1.3.9		95269bf495896b3e9f830fa9e089604c8d8bbdf6
aws.sdk.kotlin	iottwinmaker-jvm	1.3.90		26b8bf112c9dcab07a588f3a9409bfc4399d3df6
aws.sdk.kotlin	iottwinmaker-jvm	1.3.91		bcaaa62706b7747e069e37bc007e2904a95aade8
aws.sdk.kotlin	iottwinmaker-jvm	1.3.92		3a0392dcb54beab1df4eabc02e77e3f8b8633bf6
aws.sdk.kotlin	iottwinmaker-jvm	1.3.93		ff0f0537f7d7264a4613ecb314776190c20e02f8
aws.sdk.kotlin	iottwinmaker-jvm	1.3.94		55261803db558577e5724a2cef765c69fbb65150
aws.sdk.kotlin	iottwinmaker-jvm	1.3.95		e0585c97a0d9caf880572b17e01da0c10ecdc172
aws.sdk.kotlin	iottwinmaker-jvm	1.3.96		c644bee74f8fe3eeb84ba61e7f436dd296cb2d79
aws.sdk.kotlin	iottwinmaker-jvm	1.3.97		5e2560d78c0d31b33a995fe6fb278cd88db8c2e0
aws.sdk.kotlin	iottwinmaker-jvm	1.3.98		e83705d57ae8974ee1adf96180de744fb6965237
aws.sdk.kotlin	iottwinmaker-jvm	1.3.99		e8e456d0f6d6910472a9aeef20e120c1640ea6c2
aws.sdk.kotlin	iottwinmaker-jvm	1.4.0		4630c06af1bd4751ff4883f081b186176d4027af
aws.sdk.kotlin	iottwinmaker-jvm	1.4.1		72412e1e5405896ed620820066880e63d08ee9a8
aws.sdk.kotlin	iottwinmaker-jvm	1.4.10		d33ad2dfe5c836f938679bc03cea35eea06fec9b
aws.sdk.kotlin	iottwinmaker-jvm	1.4.11		aa42a28f26948a1857c8539b64a2d19ffe7f0ce1
aws.sdk.kotlin	iottwinmaker-jvm	1.4.12		f70f1d03bc475331d65fc74e4c0ee3a270beb0ad
aws.sdk.kotlin	iottwinmaker-jvm	1.4.13		ee85446c0ac24992d1be2e6229825a03824a69b6
aws.sdk.kotlin	iottwinmaker-jvm	1.4.14		cf7d0ab6ace0953dfb7abef66d647b3c4bdc93ff
aws.sdk.kotlin	iottwinmaker-jvm	1.4.15		6ed6e24c888e8c057d3a353a8ce1c646991e199b
aws.sdk.kotlin	iottwinmaker-jvm	1.4.16		4945a2e58dcaaa66cbde7efc0fc8913c5b031132
aws.sdk.kotlin	iottwinmaker-jvm	1.4.17		e5b0478a903b7dc915a83cbb55c3364bc4a12b9d
aws.sdk.kotlin	iottwinmaker-jvm	1.4.18		c033d648198f15d161f71212446eec5f7ca5cb7f
aws.sdk.kotlin	iottwinmaker-jvm	1.4.19		8bb1ddba23c79ea640b06af6516f9c20f9c1f2c7
aws.sdk.kotlin	iottwinmaker-jvm	1.4.2		c7779f5b55d5525b8cc96d4eef1481d995f98069
aws.sdk.kotlin	iottwinmaker-jvm	1.4.20		32f3e2e29e5296fefb625374c49d1d567cdb8748
aws.sdk.kotlin	iottwinmaker-jvm	1.4.21		1d6f66a81732163a1143701e3346c0c35dc13db7
aws.sdk.kotlin	iottwinmaker-jvm	1.4.22		fd1447af4b4d45d593892a17f90457b29bf7c5dd
aws.sdk.kotlin	iottwinmaker-jvm	1.4.23		1efee1d3168c4f6dff9266abf1cab1e5ee9443be
aws.sdk.kotlin	iottwinmaker-jvm	1.4.24		3a8dd83e9212d94948f7356ca52c8f4c75bf03f7
aws.sdk.kotlin	iottwinmaker-jvm	1.4.25		9ff328b49fea9e52996a3b7295c971b86825bb24
aws.sdk.kotlin	iottwinmaker-jvm	1.4.26		7b01147196771a4b4303f49d9850f79caf07a3b7
aws.sdk.kotlin	iottwinmaker-jvm	1.4.27		9a502c24a4a1233ded08b73ac805dedbedf2b476
aws.sdk.kotlin	iottwinmaker-jvm	1.4.28		075fdd0de6b4f6e14122b74c9a82a76a28150ac9
aws.sdk.kotlin	iottwinmaker-jvm	1.4.29		eca70ee90aa6b07da426f3e0d623775b2fa637ab
aws.sdk.kotlin	iottwinmaker-jvm	1.4.3		a10c6d6726557b144b50dfa54033eaf23afaeb11
aws.sdk.kotlin	iottwinmaker-jvm	1.4.30		d56dd1226380fcec0e6cc858cbe9ce3e360a2025
aws.sdk.kotlin	iottwinmaker-jvm	1.4.31		e5a4838d90968bba549f7f5cce21626f6538adae
aws.sdk.kotlin	iottwinmaker-jvm	1.4.32		f8a1c87220452df007aa0aff41cf64f0524fc7b7
aws.sdk.kotlin	iottwinmaker-jvm	1.4.33		7f1017a50ab75bd5e0aead973c149db0ed9f4323
aws.sdk.kotlin	iottwinmaker-jvm	1.4.34		c1f332b2e8e3032dd1be03da2d8508d3fd3223a7
aws.sdk.kotlin	iottwinmaker-jvm	1.4.35		5ad7a00230305894d75ecdffaf2a3fc543acefc6
aws.sdk.kotlin	iottwinmaker-jvm	1.4.36		9b90e8b18b7d12a1bc56f51a793078312c78d890
aws.sdk.kotlin	iottwinmaker-jvm	1.4.37		2fd7cde1bbe2f6735eb1fe3a23b233d5d097d2ea
aws.sdk.kotlin	iottwinmaker-jvm	1.4.38		e3b44ee934ebba1a141431474a3ce36dcda42dfa
aws.sdk.kotlin	iottwinmaker-jvm	1.4.39		52c8325e19ec85992793a04bcf06166b4a0c9182
aws.sdk.kotlin	iottwinmaker-jvm	1.4.4		9c1803fb15e3065a0e8f04d05eb43e350f905a2a
aws.sdk.kotlin	iottwinmaker-jvm	1.4.40		3511b7736e0eca08e594d7bd7d648c68ffb8f06f
aws.sdk.kotlin	iottwinmaker-jvm	1.4.41		6eb13d05791ad81f75fc06adcd2d55ec81cd9839
aws.sdk.kotlin	iottwinmaker-jvm	1.4.42		f719ac0239c7420d043c01795c41ce9065a4b4ab
aws.sdk.kotlin	iottwinmaker-jvm	1.4.43		ff054027bfa46cc484ab643875662fa7ef39ba37
aws.sdk.kotlin	iottwinmaker-jvm	1.4.44		f4a6d5f967063d79c76cd6c7563a19235e558ae9
aws.sdk.kotlin	iottwinmaker-jvm	1.4.45		cf4daccdc86e638a2d539630306df8db1f81bdcb
aws.sdk.kotlin	iottwinmaker-jvm	1.4.46		4febae6c911b12d44cf0b6c51b23ff048777d3ea
aws.sdk.kotlin	iottwinmaker-jvm	1.4.47		9ed237b8a2f0e9993d3644518d18aa45a30bf2a3
aws.sdk.kotlin	iottwinmaker-jvm	1.4.48		5fb11048e7a4aa7d3bb449dfcb2d967954661591
aws.sdk.kotlin	iottwinmaker-jvm	1.4.49		b05f39822a345e20890110413b3ff8b99ea2d5a1
aws.sdk.kotlin	iottwinmaker-jvm	1.4.5		117ceb688cb10ab04499f3a8e57694e48d546a8e
aws.sdk.kotlin	iottwinmaker-jvm	1.4.50		97679702eedec9e7b539a336a20a1d742126b0d2
aws.sdk.kotlin	iottwinmaker-jvm	1.4.51		dcfe94a1cc85d2d7445e179ec2c227f4aa102e47
aws.sdk.kotlin	iottwinmaker-jvm	1.4.52		f50072eecb59e88a3ed83e78edd82456d9295910
aws.sdk.kotlin	iottwinmaker-jvm	1.4.53		cc7f6c04b6b5b1756d02ac6fe427cb2ec84f4830
aws.sdk.kotlin	iottwinmaker-jvm	1.4.54		b37d2c8cd3f45921975ac8b4ef73ad78978adcf7
aws.sdk.kotlin	iottwinmaker-jvm	1.4.55		cbde708f5cd9944e630ab73c00329b757b01c25d
aws.sdk.kotlin	iottwinmaker-jvm	1.4.56		54ea17dfe9ed28669fd7fa4d2f534d81d76d014e
aws.sdk.kotlin	iottwinmaker-jvm	1.4.57		5f6f455a6b13508a72dcb60f00504afa8ce9a532
aws.sdk.kotlin	iottwinmaker-jvm	1.4.58		e4d8738f0f181c12266866d87f8f944388970dd0
aws.sdk.kotlin	iottwinmaker-jvm	1.4.59		836af7d8961a87bbffc1dd703dc49a8ccf6e5521
aws.sdk.kotlin	iottwinmaker-jvm	1.4.6		96d125d337c44dc74b9879fe23806267fae05a8c
aws.sdk.kotlin	iottwinmaker-jvm	1.4.60		ab87bca6db881e1cf122bf8bdf6b56d484f6e9e8
aws.sdk.kotlin	iottwinmaker-jvm	1.4.61		68952254547a83b6f2f7edec03a0c030f61cd1ff
aws.sdk.kotlin	iottwinmaker-jvm	1.4.62		4bc39a555ab43b789ad086ee54449a64d51354ee
aws.sdk.kotlin	iottwinmaker-jvm	1.4.63		842d6b9fa315839fa2eae9fa66101e039b2b16b1
aws.sdk.kotlin	iottwinmaker-jvm	1.4.64		16607cf0002b0dbdbe6344148038e64edfc6581b
aws.sdk.kotlin	iottwinmaker-jvm	1.4.65		073ebddb63811742e1c2a21ee9341bc5a0a9a371
aws.sdk.kotlin	iottwinmaker-jvm	1.4.66		b9b3a98198307edc44ec231c3ebb50ea6a485e41
aws.sdk.kotlin	iottwinmaker-jvm	1.4.67		e411ce6ce49d8d20b1656427f43a79c9bcd26475
aws.sdk.kotlin	iottwinmaker-jvm	1.4.68		495ac887ecfd1c600cc33ce37c38f50c821d076e
aws.sdk.kotlin	iottwinmaker-jvm	1.4.69		69a6841521a4dfc77df5aa1d8442ea6b95acbf70
aws.sdk.kotlin	iottwinmaker-jvm	1.4.7		a80ec2c0fbc202da72e2ca5841788dc43eafe05a
aws.sdk.kotlin	iottwinmaker-jvm	1.4.70		208c17b153d956362b2e22487d9f3ca425871efb
aws.sdk.kotlin	iottwinmaker-jvm	1.4.71		131b5333194c5a975c36f82df6eb7df594c4a8e5
aws.sdk.kotlin	iottwinmaker-jvm	1.4.72		a29d8a18e7bb04e7c5f47be16d7ea9227df89305
aws.sdk.kotlin	iottwinmaker-jvm	1.4.73		a70b4ef35ab445df3d9849cd3775874f57d68d7a
aws.sdk.kotlin	iottwinmaker-jvm	1.4.74		06dedeca1e1fb6b9b50132b7162a90ecfd09b8f1
aws.sdk.kotlin	iottwinmaker-jvm	1.4.75		e77bb95c4a31ca367bd610b94c3f097aebdb6d07
aws.sdk.kotlin	iottwinmaker-jvm	1.4.76		0c51bba2f736635ef76e1671012d0cb33dec6f7b
aws.sdk.kotlin	iottwinmaker-jvm	1.4.8		f6b3cd025c4d1ed399a20d18d86abe449f105b30
aws.sdk.kotlin	iottwinmaker-jvm	1.4.9		fa12146cc07935db3fde99f31951db9674284ea4
ch.randelshofer	org.jhotdraw8.base	0.1		7dc804b428e1eb8b51bdfcf0ce647830aebaf974
ch.randelshofer	org.jhotdraw8.base	0.2		8e8819ec496b5b0ef55c8a536264f8cc37878ed7
ch.randelshofer	org.jhotdraw8.base	0.3		4f1c6600fe3780767fd0bcf5ef256ee3b6310d2a
cn.fraudmetrix	cloudservice-client	1.0.0		fb62a7c74f0960b4b5197dabac396d850f8edbc5
cn.fraudmetrix	cloudservice-client	1.0.1		69a3dd498dce61d14fd7a82acad143803bea2674
cn.fraudmetrix	cloudservice-client	1.0.2		fdbc699976424079750446cc7cd66af888c8cc7d
cn.fraudmetrix	cloudservice-client	1.0.4		7e1a9aef6012014d548d5448dc02b912bcc10c66
cn.fraudmetrix	cloudservice-client	1.0.5		c03d97bfa51e31afa2ca01b1fe09832128111ded
cn.fraudmetrix	cloudservice-client	1.1.0		f44b87f6c601d2800e305ad0af97f4e44d834806
com.alibaba.nacos	nacos-log4j2-adapter	2.4.0		1ff8a0324b2d16cb0de317e679074a7f17cdf8ac
com.alibaba.nacos	nacos-log4j2-adapter	2.4.0	pure	200eefe1ee2cbab01e0e8091a1b4561052bc3130
com.alibaba.nacos	nacos-log4j2-adapter	2.4.0-BETA		06fa9a88ad118a6ba9e0d3e48f541a171a6d6ad8
com.alibaba.nacos	nacos-log4j2-adapter	2.4.0-BETA	pure	7cf9df6fc43812866a9365e90391616f50adb46f
com.alibaba.nacos	nacos-log4j2-adapter	2.4.1		f8ad4f8b1322d7e4036fa8f25ca84f238dfe8b30
com.alibaba.nacos	nacos-log4j2-adapter	2.4.1	pure	f8ad4f8b1322d7e4036fa8f25ca84f238dfe8b30
com.alibaba.nacos	nacos-log4j2-adapter	2.4.2		e3958accf7b8b989eea5a37ff13291482e2611c8
com.alibaba.nacos	nacos-log4j2-adapter	2.4.2	pure	2c455c58c5d4267d03e715a0e00f5e290cc4f2ae
com.alibaba.nacos	nacos-log4j2-adapter	2.4.3		f512ee2bf3ce0305db74e613afd67ebb34714f8b
com.alibaba.nacos	nacos-log4j2-adapter	2.4.3	pure	f512ee2bf3ce0305db74e613afd67ebb34714f8b
com.alibaba.nacos	nacos-log4j2-adapter	2.5.0		3c739809784e6fa9697d5fdb7c02e254d449f2ee
com.alibaba.nacos	nacos-log4j2-adapter	2.5.0	pure	3c739809784e6fa9697d5fdb7c02e254d449f2ee
com.alibaba.nacos	nacos-log4j2-adapter	2.5.0-BETA		ef47389abd778bdbc04b3508bbe065e02547c062
com.alibaba.nacos	nacos-log4j2-adapter	2.5.0-BETA	pure	e60e67a3f7904fe3f15be35aaa022e26864654f6
com.alibaba.nacos	nacos-log4j2-adapter	2.5.1		0064baa8cd21781ca5388de1c8235d78114f3386
com.alibaba.nacos	nacos-log4j2-adapter	2.5.1	pure	0064baa8cd21781ca5388de1c8235d78114f3386
com.alibaba.nacos	nacos-log4j2-adapter	3.0.0		01086ee75b7b03e1ddc06cfffbc1fb985ac51c79
com.alibaba.nacos	nacos-log4j2-adapter	3.0.0	pure	b58ffa029a5f49d6f701cc85840cb143b8343eed
com.alibaba.nacos	nacos-log4j2-adapter	3.0.0-ALPHA		fbf6b8aef672606e2475d3e08859913ff56ddab2
com.alibaba.nacos	nacos-log4j2-adapter	3.0.0-ALPHA	pure	fbf6b8aef672606e2475d3e08859913ff56ddab2
com.alibaba.nacos	nacos-log4j2-adapter	3.0.0-ALPHA.2		409a36a85fb74cd2df8ace80afd54223005d45d9
com.alibaba.nacos	nacos-log4j2-adapter	3.0.0-ALPHA.2	pure	9a475daa10e7accec6979011d82c861186454110
com.alibaba.nacos	nacos-log4j2-adapter	3.0.0-BETA		a8205dc33804656d7aa953e08e6df53ef437d243
com.alibaba.nacos	nacos-log4j2-adapter	3.0.0-BETA	pure	2e796f8209db5b107f603d488603268339c6a98c
com.amazonaws	aws-devicefarm-gradle-plugin	1.0		7a1b5f7b97d7b90e299e3048ad9497040b92d266
com.amazonaws	aws-devicefarm-gradle-plugin	1.1		facc9791337fbd1f844f49bf36691aa41874ed1b
com.amazonaws	aws-devicefarm-gradle-plugin	1.2		982947cdcafba3f3b441395833016d0c818054b5
com.amazonaws	aws-devicefarm-gradle-plugin	1.3		e39ff8d571b74a175b2085abc0fed878c17bd206
com.didiglobal.chameleon	cmlsdk	0.0.1		N/A
com.didiglobal.chameleon	cmlsdk	0.0.10		N/A
com.didiglobal.chameleon	cmlsdk	0.0.10.2		N/A
com.didiglobal.chameleon	cmlsdk	0.0.11		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.10		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.13		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.13.3		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.13.4		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.13.5		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.14		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.15		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.16		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.16.1		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.16.4		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.17		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.19		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.3		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.4		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.5		N/A
com.didiglobal.chameleon	cmlsdk	0.0.12.7		N/A
com.didiglobal.chameleon	cmlsdk	0.0.13.0		N/A
