city.smartb.ssm	ssm-chaincode-client	0.1.0		e132c28afe0e8e93bed4218e1e719c26057111b4
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.1.2-RC2		42435fc52c28095785ca37e0308f2539800ac24c
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.1.2-RC3		fd5d6d75536b7973d7a544c8ad973b20a9e6b198
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.1.2-RC4		71736b0bdf5ead727d0072c8272232aece1c3971
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.1.2-RC5		565f208ed3883dc8a0e7c73a51b496f283840b92
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.1.3		132af45b11373cee3b3f25d85eb9d97e2f2ca7b2
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.1.4		3d1529234744ec44f0d18ec72825da4b737ac9ff
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.1.5		48da4246df10c39aba4cd8409f661896b26fa226
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.1.6		0e4778824a434b9927284c73294498769082e707
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.1.7		89dfc789cb0f3a65af1883cf891deed957ee3c43
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.2.0		bab75164d5acb29a8fb264fec4f182e9e059db06
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.2.1		57b7645fcedf8d59569b91dcb71e2706c90dd654
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.2.1-RC1		16d6d324946cc2af03ad46b0d92dfd1e3623f602
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.2.2		36574b627c46dfbdb013129037311711b39d6053
com.pingcap.tispark	spark-wrapper-spark-3.1_2.12	3.2.3		2e927d80e00579ebf33da19b3a9c595255bcebec
com.pinterest.singer	thrift-logger	0.7.3.21		8c8c9331a715d2bf07e008d8344b296d1324d368
com.pinterest.singer	thrift-logger	0.7.3.25		fcd52d05a58d027b3b99ddfa69076b22e108a439
com.pinterest.singer	thrift-logger	0.7.3.27		32855cca658f28a7c6661b221f064de3d992b48a
com.pinterest.singer	thrift-logger	0.7.3.28		359d6cb9ea081753714fb0bb5d6649f2a81f1f43
com.pinterest.singer	thrift-logger	0.7.3.29		79a78c3ee71b009077a0b622ccf13ce89b350722
com.pinterest.singer	thrift-logger	0.7.3.30		6eb44e52c170c1a4b9809e51af4785e25835ad0c
com.pinterest.singer	thrift-logger	0.7.3.31		a84b7eae260a3c2f369b963dfddffb6d12041f0d
com.pinterest.singer	thrift-logger	0.8.0		623b384024c4dd5f1fd288f154adc29dfc1ec15d
com.pinterest.singer	thrift-logger	0.8.0-rc.1		af4fa513389291b68c21cb6072bbe7bc64e5852b
com.pinterest.singer	thrift-logger	0.8.0-rc.2		0cf5a6ec277a4daf372e9bcecfdbb93821795835
com.pinterest.singer	thrift-logger	0.8.0-rc.3		6584e1a33f824b9a4db6f925006a7922ac9ba4c7
com.pinterest.singer	thrift-logger	0.8.0-rc.4		f8488557fe321b7ad6275fe8c09dfca9e1c6b2cc
com.pinterest.singer	thrift-logger	0.8.0-rc.5		4dc4b702fc7a94ea1b52595eb08baa6dc41201de
com.pinterest.singer	thrift-logger	0.8.0-rc.6		83fd245d29dd2a9d93b5d081cbc01f2d7967e1eb
com.pinterest.singer	thrift-logger	0.8.0.1		553180540a7d8b0de1e71441d4b800dca848a026
com.pinterest.singer	thrift-logger	0.8.0.10		a83e8b24e0fd6305fe12562f8843c38f66e43fff
com.pinterest.singer	thrift-logger	0.8.0.22		78e3c23e6fe0e478c9ccad545d226498e01059fa
com.pinterest.singer	thrift-logger	0.8.0.23		59d60de7883b0f573da610b4546b6401635853c6
com.pinterest.singer	thrift-logger	0.8.0.24		e534c219f29b29140f14ab636c0d02178e367495
com.pinterest.singer	thrift-logger	0.8.0.27		8c4731d12f620b6b38e681fed0da055289b50002
com.pinterest.singer	thrift-logger	0.8.0.28		ab27e76ec7587719bdf212bf1edf8f1a22f8a728
com.pinterest.singer	thrift-logger	0.8.0.37		e732ae67ea3e384dfd5fae395e15cd2c5bdb81e4
com.pinterest.singer	thrift-logger	0.8.0.39		37d5f87bcf94b9d0e1bf675321bd1e2a85ed9a03
com.pinterest.singer	thrift-logger	0.8.0.40		f5ea03604e7335c055329d155283ae50e6f71cd4
com.pinterest.singer	thrift-logger	0.8.0.5		214f69bdaa401bb00dad3777bb7825011cf41c8f
com.pinterest.singer	thrift-logger	0.8.0.6		e4bfaa37d1fc9ced8d1b323b8b90f533ce93a94d
com.smartydroid	support-ui-core	0.0.1		N/A
com.smartydroid	support-ui-core	1.0.0		N/A
com.tencent.bk.base.datahub	iceberg-gcp	0.13.1-bkbase.1		5c241047257c62730ac960034d29ec3b17a95207
com.tencent.bk.base.datahub	iceberg-gcp	0.13.1-bkbase.2		5c241047257c62730ac960034d29ec3b17a95207
com.tencent.bk.base.datahub	iceberg-gcp	0.13.1-bkbase.3		5c241047257c62730ac960034d29ec3b17a95207
com.tencent.bk.base.datahub	iceberg-gcp	0.13.1-bkbase.4		5c241047257c62730ac960034d29ec3b17a95207
com.tencent.bk.base.datahub	iceberg-gcp	0.14.0-bkbase.1		e76ab1560bbe46701d4d865fae266b6a26207cf7
com.tencent.bk.base.datahub	iceberg-gcp	0.14.0-bkbase.2		112fed6659807cdb65752ed9eb7f2eba3387b827
com.tencent.map	we-map-lite-sdk	4.0.0.0		N/A
com.tencent.map	we-map-lite-sdk	4.0.0.1		N/A
com.varabyte.truthish	truthish-js	0.6.3		afadc583705b3e25d057a7c71adf5c130b9d0e6a
com.varabyte.truthish	truthish-js	0.6.4		N/A
com.varabyte.truthish	truthish-js	0.6.5		N/A
com.varabyte.truthish	truthish-js	1.0.0		N/A
com.varabyte.truthish	truthish-js	1.0.1		N/A
com.varabyte.truthish	truthish-js	1.0.2		N/A
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.30.0		35a9b4781ee5899bf6895290140a27e71706390f
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.31.0		e821d90d1d8e659dce8dc74d5c990a519ef6ea3e
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.31.1		57b20fab73b520618c10659cbf6cc085639deee4
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.31.2		de80e6022df774fa1a9159cea2b66fd4b47ec6f2
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.32.0		5806b5a7f0a5ae62c80ae0e12e9f139a741c655b
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.33.0		5d9a1b6ef4eeafc72e2e1819984140753a237e4a
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.34.0		0a8eca5f5ab6b5349258de0b93ce4536d9c6b56e
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.35.0		2d20e7026233e6d8ed3d57e06f4ce41c42b79a66
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.35.1		22128b24350df10b51490e65928563ad5fc312a7
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.36.0		9655ff0414711b319b046641f800d09ef3bc7cd6
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.37.0		cd2245a39d080f4c0e1c2328dc26c62ccc07dc27
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.38.0		99c82edd1a25fd097d32fce90f4a2ecf8d9447ee
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.38.1		53b73f99e61a0611336e6476cfc91495c375b92a
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.39.0		7ecfc7537ac0688ec60f35d0453cd3dda5c0738d
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.40.0		4514fce7d7c24282d01d50d9ea2417ff84712320
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.41.0		49fcf16434836bee1ba22b3e7f7d416c49665dc0
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.42.0		0518d1a3869c49c9734deb9b022a36ac1bf6f649
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.43.0		c74065baaafbb4720496f4d1443eddf489ff6d8f
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	2.44.0		fade6ce04e87f3f06f72a357477e52abd518d910
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	3.0.0		18da1cad506d0ff36eaf8bc495164daf2cfc5732
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	3.1.0		85e012dfd563e210592437fe6fa21a49f1251dfd
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	3.1.1		780a434431e83ca88bbccc5524c76cdf3de52edb
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	3.2.0		0f4c32ed2c702cef69767eb1e0a6d96a89211a88
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	4.0.0		620a782f1a4d56decf148c5c8476cfcab71ae87c
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	4.1.0		2d6e8908e909774cc1c7e5e7badf26453245a61c
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	4.2.0		f13435a0a61dbe880f22c46b842eba794f46dd2e
com.vmware.pscoe.o11n.archetypes	package-vrealize-archetype	4.2.1		dc2784ba12005d43bf021247288f94d68a350777
com.yammer.backups	backups-storage-file	1.0.2		ee8d0167af8ac8cd22ea2bb47b3c7e532230d13c
de.westnordost	osm-opening-hours-macosArm64	0.1.0		N/A
de.westnordost	osm-opening-hours-macosArm64	0.1.0	metadata	5ca09b310e58951ace4f4256ad73ce6232fafe7d
de.westnordost	osm-opening-hours-macosArm64	0.2.0		N/A
de.westnordost	osm-opening-hours-macosArm64	0.2.0	metadata	dbbc01ae56ab1d60de5fa7c03eb0ddadb78ce7cf
dev.gitlive	firebase-auth-android-debug	0.1.0		N/A
dev.gitlive	firebase-auth-android-debug	0.1.0-beta		N/A
dev.gitlive	firebase-auth-android-debug	0.2.0		N/A
dev.gitlive	firebase-auth-android-debug	0.4.0		N/A
dev.gitlive	firebase-auth-android-debug	1.0.0		N/A
dev.gitlive	firebase-auth-android-debug	1.1.0		N/A
dev.gitlive	firebase-auth-android-debug	1.10.0		N/A
dev.gitlive	firebase-auth-android-debug	1.10.1		N/A
dev.gitlive	firebase-auth-android-debug	1.10.2		N/A
dev.gitlive	firebase-auth-android-debug	1.10.3		N/A
dev.gitlive	firebase-auth-android-debug	1.10.4		N/A
dev.gitlive	firebase-auth-android-debug	1.11.0		N/A
dev.gitlive	firebase-auth-android-debug	1.11.1		N/A
dev.gitlive	firebase-auth-android-debug	1.11.2		N/A
dev.gitlive	firebase-auth-android-debug	1.12.0		N/A
dev.gitlive	firebase-auth-android-debug	1.13.0		N/A
dev.gitlive	firebase-auth-android-debug	1.2.0		N/A
dev.gitlive	firebase-auth-android-debug	1.3.0		N/A
dev.gitlive	firebase-auth-android-debug	1.3.1		N/A
dev.gitlive	firebase-auth-android-debug	1.4.0		N/A
dev.gitlive	firebase-auth-android-debug	1.4.1		N/A
dev.gitlive	firebase-auth-android-debug	1.4.2		N/A
dev.gitlive	firebase-auth-android-debug	1.4.3		N/A
dev.gitlive	firebase-auth-android-debug	1.4.3-alpha		N/A
dev.gitlive	firebase-auth-android-debug	1.5.0		N/A
dev.gitlive	firebase-auth-android-debug	1.6.0		N/A
dev.gitlive	firebase-auth-android-debug	1.6.1		N/A
dev.gitlive	firebase-auth-android-debug	1.6.2		N/A
dev.gitlive	firebase-auth-android-debug	1.7.0		N/A
dev.gitlive	firebase-auth-android-debug	1.7.1		N/A
dev.gitlive	firebase-auth-android-debug	1.7.2		N/A
dev.gitlive	firebase-auth-android-debug	1.8.0		N/A
dev.gitlive	firebase-auth-android-debug	1.8.1		N/A
dev.gitlive	firebase-auth-android-debug	1.8.2		N/A
dev.gitlive	firebase-auth-android-debug	1.9.0		N/A
dev.gitlive	firebase-auth-android-debug	2.0.0		N/A
dev.gitlive	firebase-auth-android-debug	2.1.0		N/A
ee.originaal.maven.plugins	individual-phases-maven-plugin	1.0.2		88a7c50c95416728b9ffcf315165f3394ebedbd5
eu.mihosoft.vvecmath	vvecmath	0.3.2		09f2fa82e48efcebe6571146b7b8272ed21bcc82
eu.mihosoft.vvecmath	vvecmath	0.3.3		c105354a5ae196fcc7b1cf94321d4d73c3d52562
eu.mihosoft.vvecmath	vvecmath	0.3.4		b9d3d5d2721ebb176fd65d9a719d22ab4d0f8e31
eu.mihosoft.vvecmath	vvecmath	0.3.5		c4b9cf27e535d6924cc2248fcf1a501bca9b511a
eu.mihosoft.vvecmath	vvecmath	0.3.6		68ba929ae7dca7efbc4fa59f79809a440f6baa16
eu.mihosoft.vvecmath	vvecmath	0.3.7		f9ca73020da1dae91bbe4031d739c051ac4c09fe
eu.mihosoft.vvecmath	vvecmath	0.3.8		2df02adafe6978e7df79428a839f08e5f286c99f
eu.mihosoft.vvecmath	vvecmath	0.3.9		2517edb6a52ee04ffc769781e3fac1088cfc18bf
eu.mihosoft.vvecmath	vvecmath	0.4.0		36929f181ccfbba3d706fd6dffec73a2d82d4291
fr.inria.eventcloud	eventcloud	1.0.0		N/A
fr.inria.eventcloud	eventcloud	1.1.0		N/A
fr.inria.eventcloud	eventcloud	1.2.1		N/A
fr.inria.eventcloud	eventcloud	1.3.0		N/A
fr.inria.eventcloud	eventcloud	1.4.0		N/A
fr.inria.eventcloud	eventcloud	1.5.1		N/A
fr.inria.eventcloud	eventcloud	1.6.0		N/A
in.ksharma	log4j-weblayout	0.0.1-BETA		69c641a8cacc3036d316906261dfbdb2505ee363
io.github.agmenc	rexspecs	0.0.3-pre-alpha		7eba95de7932b56b93c60c8f8800a93c99af6cb6
io.github.agmenc	rexspecs	0.0.4-pre-alpha		f28285fed6a9eafbf998baab94e0c436fa1ffc2a
io.github.agmenc	rexspecs	0.1.0-pre-alpha		793bfe316763ead33a5fc2afabca3e077d05b9e9
io.github.agmenc	rexspecs	0.1.1-pre-alpha		9fc538c83f5b2bd526a24877ece2ef6b9b255135
io.github.agmenc	rexspecs	0.1.3-pre-alpha		8cd23448d6fe23938d7fc2a3684e839cc4c12f07
io.github.agmenc	rexspecs	0.1.5-pre-alpha		67941030a1c3201eaef866b07d26442830a5038c
io.github.agmenc	rexspecs	0.1.7		98d6d89f19fd48a9a315e7197fdd833aba11ccbc
io.github.agmenc	rexspecs	0.1.8		fe8ebd560a0014fdfaa5f4e20099ed99ef72b752
io.github.anominy	uwutils-array	0.3-r0		dc6c16122bd29575540e3450d7eb9244a5d9ff15
io.github.anominy	uwutils-array	0.3-r1		4f0759833039d930cad85669d695168b3d53f16c
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.10		ffd85884478a959c76a93f83dcd5949c2b34fff0
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.11		a2498957bbf4acb38a7dff281774d30fbcfe9f1a
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.13		51fedf67f87bd54a3ee8f026741c3a248434c8f9
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.14		f3b33784c9ad59d9904ab2907d219e674889cc4c
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.15		af06dbeed15c36a0e45eb213660df095f0e1dbc4
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.16		c2fe8c9e2d7a16daeffb959a4dc962ee936e4652
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.17		dc5d856af83f87d529d471985fe4f5de14367d09
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.18		d966c7d87a8f007d6d494aed46e30bcd95468666
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.19		f348c90ade691df133e7c3c68dd42b19e5932c5e
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.20		19d71e470697b8dfecc70e396c5396443988d356
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.21		41d8394d3cf58ed8b71733614c55ced37bc5e639
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.22		532d6104cabd259ed8325887aa051d670d2325b9
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.23		9dd5c1d9fa3495866851e275488e48936fed3ecc
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.24		283b5a15968caade8d68a3286f4699c2df640f6e
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.25		8f2cd5c5335866401c44b5921c4dd636d3aab778
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.26		e965100fc6e3fe1cbe02c9bed59e87bea328de63
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.27		ba661488e585b1abb9f95eec565f92ba4d8f8a99
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.28		8db1a613c98f88ec36f72e9c1300a30da2851bd2
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.29		741760bec70b60c985ccfa902b357c5555934489
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.3		d4f859ea67cb1f052cf456971ffe2abf3a759a4b
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.30		d1e4ca8ba5ce34ff5b79f73f7af30cb16e2852d2
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.32		c8310d8cf29d7f4734e5aba126f5b8b65dd1e6dd
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.33		a48676113542fe4fb75a97660ee3645ee5993347
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.4		6920073394b5c88c8ab62391a88fbf744095e002
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.5		07925cf5391cc5153e79458d0accf18f9e2f3b59
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.6		98b281bc627b0ac84c53c21a6f5fffa9395af911
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.7		59765710bbbbff9bbca046890b95abba4a878cbc
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.8		33fed75975c4d3464764d3f6ad5daefe52acdf26
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.0.9		9596f37a1c827a270277d6933f5b5746ecf771cb
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.1.0		9a4559c2c123b64a76060b44a5b239180ce45700
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.1.1		15056c2f2f83e743de29cf2a5b3363e735b6599b
io.github.etspaceman	kinesis4cats-shared-circe_sjs1_2.13	0.1.2		c233e0052b50fdfd2302eb0b00671ad9a9dfdb53
io.github.funkatronics	kborsh	0.1.0		5072323ed7c509a6c61adf2d544f7f41e96f3260
io.github.jonasrutishauser	transactional-event-liberty-it	3.0.0		N/A
io.github.jonasrutishauser	transactional-event-liberty-it	3.1.0		N/A
io.github.jonasrutishauser	transactional-event-liberty-it	3.2.0		N/A
io.github.jonasrutishauser	transactional-event-liberty-it	3.3.0		N/A
io.github.jonasrutishauser	transactional-event-liberty-it	3.3.1		N/A
io.github.jonasrutishauser	transactional-event-liberty-it	3.3.2		N/A
io.github.onecx.quarkus	onecx-quarkus-it-parent	0.0.0		N/A
io.github.onecx.quarkus	onecx-quarkus-it-parent	0.1.0		N/A
io.github.onecx.quarkus	onecx-quarkus-it-parent	0.2.0		N/A
io.github.onecx.quarkus	onecx-quarkus-it-parent	0.3.0		N/A
io.github.onecx.quarkus	onecx-quarkus-it-parent	0.4.0		N/A
io.github.onecx.quarkus	onecx-quarkus-it-parent	0.5.0		N/A
io.github.onecx.quarkus	onecx-quarkus-it-parent	0.6.0		N/A
io.github.onecx.quarkus	onecx-quarkus-it-parent	0.7.0		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0-alpha01		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0-alpha02		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0-alpha03		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0-alpha04		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0-alpha05		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0-alpha06		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0-alpha07		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0-alpha08		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0-beta01		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0-beta02		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0-beta03		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.0-rc01		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.1		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.2		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.3		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.4		N/A
io.github.panpf.sketch4	sketch-svg-js	4.0.5		N/A
io.github.pdvrieze.xmlutil	coreCompat-androidnativex86	0.90.2		N/A
io.github.pdvrieze.xmlutil	coreCompat-androidnativex86	0.90.3		N/A
io.github.x-horizon	tool-template-engine	1.0		a9094e867175153390c77cd00390c74bbc072fa6
io.idml	idml-core_2.13	2.1.0		ea01cead8afc7fff8d34872dd79fc3cce8793509
io.idml	idml-core_2.13	2.1.0-RC10		db65e07fe4d1410bb800c060e513cb34a642ed65
io.idml	idml-core_2.13	2.1.0-RC12		8f9af7a41b5d9734890b903fc42d35ead3835d2a
io.idml	idml-core_2.13	2.1.0-RC13		402f8b9612a3b4ab5b0a8e4229f76ed437868f9b
io.idml	idml-core_2.13	2.1.0-RC9		81f5d306de3f3ec7f3a02ac4e3834c9c9018468c
io.idml	idml-core_2.13	2.1.1		133a2fda32848724407df054aebac105df61ae5f
io.kevinlee	extras-testing-tools-effectie_2.12	0.31.0		9cc38ca7ef5e3eb69580403c6b95b72965eb64a6
io.kevinlee	extras-testing-tools-effectie_2.12	0.32.0		8240b8e25b82f627e7fcf07c7dd45f0017ecbd93
io.kevinlee	extras-testing-tools-effectie_2.12	0.33.0		8fe06bf9a20f06c0c593bb44ecbbc7a2f37aa404
io.kevinlee	extras-testing-tools-effectie_2.12	0.34.0		229684d501723a60e0d47330cd6edcac1519dd01
io.kevinlee	extras-testing-tools-effectie_2.12	0.35.0		b68a73514b5c5e0487b7411a8811902ed73da1b1
io.kevinlee	extras-testing-tools-effectie_2.12	0.36.0		f8b158a84e0952f23637d7b9ecab24f7e7a8f754
io.kevinlee	extras-testing-tools-effectie_2.12	0.37.0		b84de37511f837721e2e3f9c85f9d7e7be19b2a6
io.kevinlee	extras-testing-tools-effectie_2.12	0.38.0		2cf25169abb1ffbdc2c24c57097c49e93f23bc41
io.kevinlee	extras-testing-tools-effectie_2.12	0.39.0		fd0b3a2d9a31f719becb89e482e569313851b1e1
io.kevinlee	extras-testing-tools-effectie_2.12	0.40.0		a7b2566574f97f8c122376d70b7471b286805f04
io.kevinlee	extras-testing-tools-effectie_2.12	0.41.0		a16052b6b9d2c23420b4217fcd1cae90e52ca709
io.kevinlee	extras-testing-tools-effectie_2.12	0.42.0		ea8c37f749f405da2aa269997f5bbc6856c3dc6a
io.kevinlee	extras-testing-tools-effectie_2.12	0.43.0		2c26995a4fdbe4a6bb5a88138b8dee3d1adef567
io.kevinlee	extras-testing-tools-effectie_2.12	0.44.0		90eff78d2425e10cb189f78abc1591cb307f9fb8
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.2.0	metadata	da7491256c6b0c7e2879d0993441cac0cbc0ad4d
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.2.1	metadata	bce650bf2eb57b2e24e03ba5fe52998b807a34fc
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.2.2		9b04dbb0e71eb12cbe1f4837254005a884199dc2
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.2.2	metadata	8058c73393d10e8691514426e032145095a01fe1
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.2.3		5a45960bd557fafb5aeeac0195947a717796b4d8
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.2.3	metadata	5d56381f9456239b3385a6e4a164a8479cf49c60
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.2.4		13f4ec1de76bc49ec397e4edfcc7c35ea1e7ab58
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.2.4	metadata	5c2a6447940805dd75bcbda080e94f58eb036e64
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.0		613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.0	metadata	9ba82ab928685f5992d221914816b8a3692266ee
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.1	metadata	c5349b9e8ea491f0cb4a4931429ed4af23cbd470
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.10		85975b28fceefb82c9d77320f8f00a09f9b4e8ff
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.10	metadata	e61c2d0533e980ece37194abd1d33ae95ec239eb
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.11		d6e02f9a769d5cbfb520546914dc4d6935b25b5e
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.11	metadata	0bfe6ac519c5b085cce20b2286d33115eeaae564
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.12		a505764b9e2c25abddf3c6b3c326b4233ba47db7
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.12	metadata	e1122bfc6192ce0e40165dbd6f3d9561f2cb1a32
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.13		b8a7abef4304a47ea300482df21f052c6a02aae5
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.13	metadata	8de049e8e0d884600805007fe38f85511907b373
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.2	metadata	f4450b9ffa8f191049b3ce9240cd81b74446d7a9
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.3		c1699da3589b0266a8938c43e4dc275ef78ace26
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.3	metadata	7f45c075ed7727f29a686dbdb03cc73c3f392005
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.4	metadata	84c659abe01e3512834927ff2971a4991e147292
