ant-doxygen	ant-doxygen	1.2	-	8c91953fb946245a7ab741353c26687c402319df
com.oracle.oci.sdk	oci-java-sdk-datascience	3.44.1	-	514e2063cfaeab8e27216d404d05a83f1aa91bec
com.oracle.oci.sdk	oci-java-sdk-datascience	3.44.2	-	9813434b9690f66e2ad56f0d52586c16490a4c91
com.oracle.oci.sdk	oci-java-sdk-datascience	3.44.3	-	230334068aece20ddfe2fecd8cb79a29930bb4d0
com.oracle.oci.sdk	oci-java-sdk-datascience	3.44.4	-	a77634a2485e0f136c99be448551255ff829e614
com.oracle.oci.sdk	oci-java-sdk-datascience	3.45.0	-	1644637d0f6e1ec8e7537f6da53f42688e86ad3a
com.oracle.oci.sdk	oci-java-sdk-datascience	3.46.0	-	0c71328b329af8ae68724e0ff55609482f5b03ac
com.oracle.oci.sdk	oci-java-sdk-datascience	3.46.1	-	7b3227b74aee6dff4ac891e3caae97d4a3be0f8f
com.oracle.oci.sdk	oci-java-sdk-datascience	3.47.0	-	cb9eac5b50edf907bd82ef44b21078b38b048090
com.oracle.oci.sdk	oci-java-sdk-datascience	3.48.0	-	0b98a4b782cbcd08daeb456deca7f29076c23f8d
com.oracle.oci.sdk	oci-java-sdk-datascience	3.49.0	-	c32b0e053ab354b4114f008cc7357f6032010952
com.oracle.oci.sdk	oci-java-sdk-datascience	3.5.0	-	47660083d73dd4c327da83dcd4fa6f7565361aea
com.oracle.oci.sdk	oci-java-sdk-datascience	3.50.0	-	19f6928a604f26ede90b02eacd929cbd5e0b1a30
com.oracle.oci.sdk	oci-java-sdk-datascience	3.50.1	-	f1eb91061a52b82c9b1525dbbce4ae4102f64718
com.oracle.oci.sdk	oci-java-sdk-datascience	3.50.2	-	cb66c8b4666d5bbb7241d3245b482c8831be3321
com.oracle.oci.sdk	oci-java-sdk-datascience	3.51.0	-	aa7c4afc770f34229ea8a7a68cc24a0621d5a0af
com.oracle.oci.sdk	oci-java-sdk-datascience	3.52.0	-	4aac8f4ee434470e22e4557187448f457390c24c
com.oracle.oci.sdk	oci-java-sdk-datascience	3.52.1	-	d17a95cf0c5ac5c94f70f9e008bc35ed90a405f4
com.oracle.oci.sdk	oci-java-sdk-datascience	3.53.0	-	903e8f1df0a4b6052cb46a607895e64510deb179
com.oracle.oci.sdk	oci-java-sdk-datascience	3.53.1	-	b093d94ab81e21a517057c9e13ea88377814de10
com.oracle.oci.sdk	oci-java-sdk-datascience	3.54.0	-	c13cabb6e9ca8b6654e607f60f970b71fe93be4e
com.oracle.oci.sdk	oci-java-sdk-datascience	3.55.0	-	4aafc80d5a565d07ebe949db1efb86d093f11b45
com.oracle.oci.sdk	oci-java-sdk-datascience	3.55.1	-	35914e3a85a7bdc127f2a928d2ab015b9103eaed
com.oracle.oci.sdk	oci-java-sdk-datascience	3.55.2	-	cdbf771811e265afb99352da65a1cf02f6140674
com.oracle.oci.sdk	oci-java-sdk-datascience	3.55.3	-	b5cfff6ccc9956f3fa2d68dd87f6ea68cc7b48bb
com.oracle.oci.sdk	oci-java-sdk-datascience	3.56.0	-	61ecbc144f8996bdf1ad2400fcbb76201f077987
com.oracle.oci.sdk	oci-java-sdk-datascience	3.57.0	-	03a10e7d404c235dcbc67be48b1e4fc42960e689
com.oracle.oci.sdk	oci-java-sdk-datascience	3.57.1	-	1b36f0961a6629a407702e872f005685bbf2a4ac
com.oracle.oci.sdk	oci-java-sdk-datascience	3.57.2	-	13e4229657f54c0e7b7e1278627fa1364c610363
com.oracle.oci.sdk	oci-java-sdk-datascience	3.58.0	-	61aa2f322fa6a54f63e49213f21cc108a26e0ada
com.oracle.oci.sdk	oci-java-sdk-datascience	3.59.0	-	4cb8bd85b094ebedd08b3d0c44988c59647352a4
com.oracle.oci.sdk	oci-java-sdk-datascience	3.6.0	-	9c15996f1c188a29d4b24fe169ad2c623c4c0b47
com.oracle.oci.sdk	oci-java-sdk-datascience	3.60.0	-	85500453da510e10c396933e95fa8e2720291258
com.oracle.oci.sdk	oci-java-sdk-datascience	3.61.0	-	c6d60611e82ef43b49d92af9da8b155f963cbe69
com.oracle.oci.sdk	oci-java-sdk-datascience	3.62.0	-	697d44c6af9b8576b85b5d95db8a40859b898865
com.oracle.oci.sdk	oci-java-sdk-datascience	3.62.1	-	48c3c896bee16adcd5af15df02765d8c6a65b88b
com.oracle.oci.sdk	oci-java-sdk-datascience	3.63.0	-	a519d53d422585936e9a26202aaf07204705c0e3
com.oracle.oci.sdk	oci-java-sdk-datascience	3.63.1	-	950b3cdc101dd3516bc6ecd4704ccb89f2f0da64
com.oracle.oci.sdk	oci-java-sdk-datascience	3.7.0	-	f7d54468c567deaf3b853f11b092792aa73bab26
com.oracle.oci.sdk	oci-java-sdk-datascience	3.8.0	-	07162d46a979dd29e823a972b1f65a641298f454
com.oracle.oci.sdk	oci-java-sdk-datascience	3.9.0	-	580a77847f09454cbb8e42873b4c98a78c376a33
com.oracle.oci.sdk	oci-java-sdk-datascience	3.9.1	-	695b292dc85513d2eeedae47dc89f12399ea10f7
com.paoapps.fifi	fifi-auth	0.0.11	-	173d1d4cf4c1d32e84325356d5fc8d0047086c3f
com.paoapps.fifi	fifi-auth	0.0.12	-	4ec9c0894d257ee26fc7368d441b835686e32caa
com.paoapps.fifi	fifi-auth	0.0.13	-	4ec9c0894d257ee26fc7368d441b835686e32caa
com.paoapps.fifi	fifi-auth	0.0.14	-	6e818e24842a4c77d5ef208f9080191d030946f6
com.paoapps.fifi	fifi-auth	0.0.15	-	3a118d0c6b512d7b7388a259e025bba51f63fdd8
com.paoapps.fifi	fifi-auth	0.0.16	-	3a118d0c6b512d7b7388a259e025bba51f63fdd8
com.paoapps.fifi	fifi-auth	0.0.17	-	3a118d0c6b512d7b7388a259e025bba51f63fdd8
com.paoapps.fifi	fifi-auth	0.0.18	-	fe143c311eaf11631e450ab8a7ac776142bda1c5
com.paoapps.fifi	fifi-auth	0.0.19	-	fe143c311eaf11631e450ab8a7ac776142bda1c5
com.paoapps.fifi	fifi-auth	0.0.20	-	1dd1c85bb6f081a9113b0e1ef6adc73674eb57bf
com.paoapps.fifi	fifi-auth	0.0.21	-	1dd1c85bb6f081a9113b0e1ef6adc73674eb57bf
com.paoapps.fifi	fifi-auth	0.0.23	-	b1f081b928e24facde07e4ccb99756608122a0d2
com.paoapps.fifi	fifi-auth	0.0.24	-	56007354911adbbd6b6ab8a29651adade3bcaa57
com.paoapps.fifi	fifi-auth	0.0.25	-	b1f081b928e24facde07e4ccb99756608122a0d2
com.paoapps.fifi	fifi-auth	0.0.26	-	9cd33ca3301bf0df940dd3bdb76b8765ba9fa86e
com.paoapps.fifi	fifi-auth	0.0.27	-	9cd33ca3301bf0df940dd3bdb76b8765ba9fa86e
com.paoapps.fifi	fifi-auth	0.0.28	-	1da4c22f74b8382d79932fae0fe420026d359e6f
com.paoapps.fifi	fifi-auth	0.0.29	-	1da4c22f74b8382d79932fae0fe420026d359e6f
com.paoapps.fifi	fifi-auth	0.0.30	-	1da4c22f74b8382d79932fae0fe420026d359e6f
com.paoapps.fifi	fifi-auth	0.0.31	-	1da4c22f74b8382d79932fae0fe420026d359e6f
com.paoapps.fifi	fifi-auth	0.0.32	-	1509b227d7f9022f7ea9683d4b002933ecdbbe45
com.paoapps.fifi	fifi-auth	0.0.34	-	1509b227d7f9022f7ea9683d4b002933ecdbbe45
com.paoapps.fifi	fifi-auth	0.0.35	-	1509b227d7f9022f7ea9683d4b002933ecdbbe45
com.paoapps.fifi	fifi-auth	0.0.36	-	1509b227d7f9022f7ea9683d4b002933ecdbbe45
com.permutive	prometheus4cats-testing_2.12	1.0.0	-	65b39702b65e16babfb0f2d64fd314a4b760e51f
com.permutive	prometheus4cats-testing_2.12	1.0.1	-	3ed4da6db377e62500894a1994e78a2c4e771d42
com.permutive	prometheus4cats-testing_2.12	2.0.0	-	9b6259806fb7c969f7fa6ed9c0cd1e23bb9de4ec
com.permutive	prometheus4cats-testing_2.12	2.0.0-RC1	-	6b95df1cb1232161a0cc2fc1ccf36039ad60d6a9
com.permutive	prometheus4cats-testing_2.12	2.0.0-RC2	-	a82ab2156ca7cf01760139e0ae6934e7c7a49179
com.permutive	prometheus4cats-testing_2.12	3.0.0	-	8c7feac848b8cfe177064bdbff2a5fde34af871b
com.pig4cloud	mybatis-plus	0.2.0	-	6750dd35e63dc3e62682b7cd3fd7384f1ca605af
com.pig4cloud	mybatis-plus	3.2.0	-	dc1f5857bf31e9bd3e76578b0e5cc8703cf6283a
com.promcteam	workflow-tests	1.0-R1	-	b679d390f7b93b5c8c539b9b6965fe85000528c0
com.promcteam	workflow-tests	1.1-R1	-	874ea41345cfb42dfa29ee4972bd14b2b3546ea6
com.promcteam	workflow-tests	1.1.0-R1	-	728c4e5606138419aabec8bea3c6c33629478ba1
com.promcteam	workflow-tests	1.1.1-R1	-	8caf2db035913f63ffb7a10b2b362fcea2853188
com.promcteam	workflow-tests	1.1.2-R1	-	7e152b82ba83c7900212c6ce3eff119e530d6d7d
com.promcteam	workflow-tests	1.1.3-R1	-	13f7807275ca6d42338aa00d2413a79c7f7c6d0e
com.promcteam	workflow-tests	1.1.4-R1	-	2df372a643680a5df48d0ecbd3173a7fc9e0444a
com.promcteam	workflow-tests	1.1.5-R1	-	3df859772ecf45ce4b2ef372c7858e1a46404db7
com.promcteam	workflow-tests	1.1.6-R1	-	da71e6816cb29b85f370ba41326a42cae336c12b
com.promcteam	workflow-tests	1.1.7-R1	-	9c5b463b6f7ff5fbf1464f3c19cb2f7a6ccdf276
com.promcteam	workflow-tests	1.1.7-R2	-	bce8557ede730d37531aebc8e63f35a5f757d887
com.promcteam	workflow-tests	1.1.7-R3	-	9865b0e19c24849ea7e30bc439480be4352a44c3
com.promcteam	workflow-tests	1.1.8-R1	-	06ee299c98db7a826a1d7f37495d8f27427a17f4
com.rbkmoney.woody	woody-thrift	1.1.19	-	8e7adc7fcdc1d1175110c0d85aefa4dcf82e4c68
com.rbkmoney.woody	woody-thrift	1.1.20	-	0e34c9a49d75debbaef6545bf5c12a79b5829afe
com.rbkmoney.woody	woody-thrift	1.1.21	-	73a498724e8269a9004419ca0b02e077f53672df
com.rbkmoney.woody	woody-thrift	1.1.22	-	2cc1ab58d0b597bb8a57b09e49fe003344c1629a
com.rbkmoney.woody	woody-thrift	1.1.23	-	895d34bd657e41c274a5820deb8dacc200b29dee
com.sap.cloud.servicesdk.xbem	emjapi-adapter-amqp10	1.0.0	-	dbd570010b9c9857bc48acc371b7c4ed89c9f9e0
com.sap.cloud.servicesdk.xbem	emjapi-adapter-amqp10	1.1.0	-	bfa12786b859afce0960c804fd512ab74fc24497
com.sap.cloud.servicesdk.xbem	emjapi-adapter-amqp10	1.3.0	-	b6e8f9a2f59e0d20b6852ec75ea2d27ce75789aa
com.sap.cloud.servicesdk.xbem	emjapi-adapter-amqp10	1.5.0	-	ac79e88e9f558b9098b58819f3f5f92095e1e43b
com.sap.cloud.servicesdk.xbem	emjapi-adapter-amqp10	1.7.2	-	4eabea38bc0a1c72436f671091dbf2b27553aa85
com.sap.cloud.servicesdk.xbem	emjapi-adapter-amqp10	1.8.2	-	8311828f2094b7e3d1ae11db502644c42c7e0af5
com.sap.cloud.servicesdk.xbem	emjapi-adapter-amqp10	1.8.3	-	fa8cca62474075f56477f5c527996a0686a2be43
com.sap.cloud.servicesdk.xbem	emjapi-adapter-amqp10	1.8.4	-	a61a7f4dbed62b7838c41096f3e17da3c133dfd7
com.sap.cloud.servicesdk.xbem	emjapi-adapter-amqp10	1.9.0	-	5243ba55703266567da0391d2f640422da10e2fc
com.sap.cloud.servicesdk.xbem	emjapi-adapter-amqp10	1.9.1	-	a6771eb8838c5500c1a74e99857390491f1c7ecf
com.saucesubfresh	open-starter-job-register	1.0.2	-	5d200d9bdea7666657854dd574ded14ed4469f9f
com.saucesubfresh	open-starter-job-register	1.0.3	-	1c15a7e11f715d84298a6fc20b535440fcbee050
com.saucesubfresh	open-starter-job-register	1.0.4	-	064a3e4421befa2cb41e4eac851d8c2f9176be01
com.saucesubfresh	open-starter-job-register	1.0.5	-	3875452cbace80b3cdf333b2af8c17563f34924a
com.saucesubfresh	open-starter-job-register	1.0.6	-	a76299a52d12b584302f0d45e718b3be5cc16d08
com.sherlocky	sherlocky-commons	0.0.1	-	3769fb2e9510574707b1a9c4145f62303e589499
com.sherlocky	sherlocky-commons	0.0.2	-	ce09ba06e5828f19b07d8a46d58671ca34625ac4
com.sherlocky	sherlocky-commons	0.0.3	-	3ecafd4ab80b894279cebdab63f08a402012c7bb
com.sherlocky	sherlocky-commons	0.0.4	-	c6b65a5f669bd8e89e2408c2d3839577b9e0b043
com.sherlocky	sherlocky-commons	0.0.5	-	a5fdab04d5606caee617f2b0ed5444dfafc550b3
com.sherlocky	sherlocky-commons	0.0.6	-	64b26c34cfe58a4a35c128626525df877c2e3914
com.sherlocky	sherlocky-commons	0.0.7	-	9acf1517eab2f6f176667515bef05d0f841f0538
com.sherlocky	sherlocky-commons	0.1.0	-	6298384dfc342bfd7666be056bd3cc4eb154287a
com.sherlocky	sherlocky-commons	0.2.0	-	11a60f8799b31536b845e13748a014bd2c7beb33
com.sinnerschrader.metrics	metrics-annotation	3.2.0.0	-	b8583f6684f4d1570bac45892dbb1d532e7b311a
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.1.0	-	1ee85988084cfda48476c564411f43bfe0b3d62b
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.1.1	-	157cb1a9371ceab722b64664a125ad6a139894ca
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.10.0	-	f77df38c4af3fd9bc73bf677dd4551a6e392b840
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.11.0	-	14fa15893034adda97c8fc7f6a6703d61aa0ba1a
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.11.1	-	0cc8eadd5fbe8c05d64cd5f446d7b01ad7201c4c
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.11.2	-	623a5b1d69f5eb2fa1a70d8b3afd7cb53acb6106
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.11.3	-	4a35d095a38cae9f697dc64ca754253cb018af18
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.11.4	-	7bb753d07d7e56ea0b1dd39ceffe82a895850b41
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.11.5	-	9bfdf2fae945f61b27e04ba055502efd22a3f8e0
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.11.6	-	ff6e0be918f6479ba5a9845d14d0cc1601d467df
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.11.7	-	b98c0aed95866b1bfaca29c357b004ae3ada402b
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.11.8	-	049d23abcc210a70d0e31b463f86e3e53fa8fa78
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.11.9	-	f01f3cfecbd4b9a847cf484d3a2618fe19bf799d
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.2.0	-	98acb63aad676175a798ffc9f580e475481a1efa
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.2.1	-	130ad8841710065bd22626f76f1c45cd1399a2df
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.3.0	-	d60906eaa1858043b06877dc5fc932c570ce3cba
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.3.1	-	4ef0eb894a49039be072b2af0105d602bce59b83
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.3.2	-	7ee8867e365d36050e7bd7e2875c606b989adbfc
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.4.0	-	00a5bfe70a45f424455688a4fdef1f8551bb8964
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.5.0	-	1aecc32622f508b2db86c2502b721ca9ea9a3552
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.5.1	-	f9377bf825ef077ca8065b3e1b4563df543b7ca5
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.5.2	-	e36d18b8455b28fb74522c8e00d3610d101b1fda
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.5.3	-	dd946d41238f38def3f46d3e032f2f78d5f6c94d
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.6.0	-	7831ba54dc7c6edadf1b4c937a63c7f4d3b91b82
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.6.1	-	04df6d03760efe949b5d043fc454496009700f57
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.6.2	-	17bfb45046962ae911dddceb98a9b7e79aaa3072
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.6.3	-	3bd53d26deab881ff6704a08fe9a94c140ffc27a
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.7.0	-	7c12f72804d0dd784ee6f31ca6858adf0b94248e
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.7.1	-	8a215aec77c1fec47be2e31f93b05f7626a4ec6b
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.7.2	-	a7bfcb9d95a68f84d3ddfd20523ce88537cfcf9c
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.7.3	-	68c005fcc18f5429c6709cb6ff9de4fa64e085bd
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.7.4	-	6c11ca2ed0b207367c8c675c9bba38cae84e496b
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.8.0	-	a6fafa7ece22380e167e4391f268b0ed5a931b51
com.softwaremill.sttp.apispec	openapi-model_sjs1_2.12	0.9.0	-	390673fa7957cdc3022605a96e164cd6400d2e82
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.0.0	-	a30576273bbf4e5c6f5e319303325184135ea501
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.0.0-RC10	-	222e5f1dffa27e5b9bfa64b62793a4cbbdb2259a
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.0.0-RC11	-	77101d3dd16457c3b61cef4965660a06c86a5c21
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.0.0-RC13	-	1a87f7916f2439eb244bc00c61358bcb5e09dc9c
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.0.0-RC14	-	d7bf859cad8e68d95f08aa94438ecd8abe15b77e
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.0.0-RC15	-	98c903cef2f5b697bab7e8cd3646502396f4e7a7
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.0.0-RC4	-	0d431a48f2d7fffe30e1d9f2dbc49727620d172f
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.0.0-RC5	-	30c1cdbe3c0139af1f7229732c1a7624e805e17d
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.0.0-RC6	-	7212c6328d3d659e916ce264838d51013b21c0ca
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.0.0-RC7	-	4a0c00b7ca3cae545c8cd53a1bff233208a36b5e
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.0.0-RC8	-	3f9b5cb9db0818fd8b9fbf9069f1bf858f06bb60
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.0.0-RC9	-	4605af0b42d15162d0b8000ac6864d49a1f6edfa
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.1.0	-	6793864f0865bfe55e42ec7ab1ee34efb8d44fc6
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.1.1	-	3e519869713153bc3abaf29441da49d43dad5495
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.1.2	-	4cc3580973d14e3bef26023dcac0c93951e7741f
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.1.3	-	ca55cf6ed6cb8eb69aacd3e1d405deabdfce24f7
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.1.5	-	c45d015ed4de181fc03da46f85c352c17c127dcd
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.1.6	-	04f8bc77d50c4d41c6448eea5f38479e50e6d414
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.1.7	-	8a98e08b0605bec62f94f9932debfa9c8ff857cc
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.1.9	-	eb7895e27e1923c554f34960495b24154deebaf8
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.10.0	-	133fa96e33ea3bb64469e96176d5740c5ffe0222
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.10.1	-	3d47d5eda4496f64225440ada295e19d190b5e84
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.10.2	-	6f7fa6557ccdd265d44e67fe4eadc94ac794d6d0
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.10.3	-	f4a559ba7192d37962346dc4dbb62d23d611b068
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.11.0	-	eb009a91f9a2e3b6a161246e1dfc593c52ed106e
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.2.0	-	33979f0f6289f2c2a0afff1bea65cf936292c6eb
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.2.3	-	cff5874158f5a4a22da18292a0f11f1ce946fa72
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.0	-	c595ec393576711ee94e18829f29480e5866c88d
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.0-RC1	-	21de9b98f15b09a32c5b2d79fe077b831989ea9b
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.0-RC2	-	d28938ff78050b6e9ca843641c6f8bfd51452c38
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.0-RC3	-	05f9eea82e61d8f65e540f173d89d39bec392b5c
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.0-RC4	-	348900da3a9ba54b7012340f3889fb090ea5ff83
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.0-RC5	-	b8c7905d5b9c78dbc9efd2371585f76fe540231d
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.1	-	b652f262a1fdd4b42a012a0b5f66aecc4016b96c
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.11	-	dd7d1c7234460842821e57ba481e8f7e83c2b209
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.12	-	0c9834acf20f790d6c4bcc287873e3ff3642428b
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.13	-	c9e486e1b33959abaadb954497ff91c3fa6f05ae
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.14	-	42c0e04ebc16eeb597121b266107aae1e824c5fa
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.15	-	7c8ddca97210fe7d5318f37630e88537adaf2424
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.16	-	dcfd709e76b8f914dcfe3ac24c585fe066c67759
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.17	-	83a8d9d467a4a5ec8c595d1b037a1e145fec464f
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.18	-	2dee25b9ab3908097942a9cac5a189549dd80957
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.2	-	dfe928aef49dff831a2bf3dd14f38d98d30d337c
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.3	-	07456b3d35a2c5f039e927005acccf8a9c275fa3
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.4	-	0cf8bc70a3b8a686fc167a1f0d97517103964365
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.5	-	3e8a05131f5aca5cd120f4a9604855e48226df24
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.6	-	f13d2187f07d27554e693d82e709d259b3664e62
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.7	-	0e3c399899835e159db02c410012cc5416029c37
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.3.9	-	e0364e4fc73e1a4e0690beb612b6d354f5811587
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.4.0	-	a2168f49b5c051c5fb2049e9a39c24c26695dbcf
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.4.1	-	7701777b889b811baf41d7e887f3c3eec337b8aa
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.4.2	-	ac3901effa063cb04dee1f79fde52ef22bd64242
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.5.0	-	c19f7cbda438a621e4f08441d8b0630319c0e34f
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.5.1	-	2c408c35b51b0593a549c56a77e8827bdaf3a230
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.5.2	-	dffb5c4391db662b451c156d964ca3d91ed436b1
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.6.0	-	be27f9f875d9a81e2849550549bf6b3d5120bd2b
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.6.1	-	5ccb1fb3e995313afd86d75393f7c6ef7b44e549
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.6.2	-	ebda7b816d294ade0a4068e7d0c7cff284a250e4
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.7.0	-	960946fdf168d736cd2ad202348252688f5ab5be
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.7.1	-	8679c6c31f3d596b66c453357687b0678010d04f
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.7.2	-	a45a7863a08a9bc600a1fb7b59e9e905c2675c49
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.7.4	-	f58b1a719f167c9cedf1879c3c4d1cbde28273dd
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.7.5	-	ed99d86b2ad48a593b92d60a154a41b389f457ed
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.7.6	-	5e375ef5d4832996631fb747dec9f380f50926da
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.8.0	-	16792a2bf17a36c67ce89fe62cba4e21fb96ee2b
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.8.1	-	510b24823af1e9e7a3327a4578b9dea944d6cb26
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.8.10	-	e331ed83dc12072676679545d9f5f21640e1b108
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.8.11	-	f8f7cc5087ce7ffc87f913d22b5f40ff03b92a0b
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.8.12	-	4c0f3777ca23d5ed5a442f4c5a380480219ff678
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.8.13	-	5988b34e4e3fe9d8cba60c5a087ec521721dd475
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.8.14	-	42e3d8185ffab0271069fdf3fb8514de26e93fea
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.8.15	-	e01e8c0cd5f2919352feb880451a6c8779686f76
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.8.16	-	f7d12a3ad62fd0908d0174a7354e405c2e86a310
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.8.2	-	270bf5d1017b3a3740d23f29a56a99e442e8b621
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.8.3	-	ebf2bbc9cef5d60237444cf64558abc8e0b7875d
com.softwaremill.sttp.client3	okhttp-backend-monix_2.12	3.8.5	-	397182796eb5aea5ed074cad1169d33298ecbd05
