biz.aQute	osgi.enroute.web.simple.provider	2.2.0		F373C59B2E7A4B2ECD33C6E0C17DE15F93546E31
com.lordofthejars	nosqlunit-vault	1.0.0-rc.4		bdf9f963e08b6979cd9956506628547599bbbcce
com.lordofthejars	nosqlunit-vault	1.0.0-rc.5		1e75e4d6804addfc6e02fd4384089bdc52bf5768
com.netsensia.rivalchess	rivalchess-vie-model	1.0.3		e9201c4d5fa23a0aa59bfb57577fd07e0554a277
com.netsensia.rivalchess	rivalchess-vie-model	4.0.5		bd93b03e10b1272280fa61cc60afbfe9ec81204b
com.netsensia.rivalchess	rivalchess-vie-model	5.0.0		a46cb56f60eab95376727948aa7a88fea51fa4c1
com.netsensia.rivalchess	rivalchess-vie-model	5.1.0		9df2a672a963c1da70e7064913a7628b68e9f780
com.netsensia.rivalchess	rivalchess-vie-model	6.0.0		15d33f196048927f14a05eb5fbe3664edd121018
com.nrinaudo	fetch-tagsoup_2.11	0.2.2		339279e284e516be7dbf469d5c78d72d7f9fc925
com.nrinaudo	fetch-tagsoup_2.11	0.2.3		ceda7d4bba098446c619ecea959f03f55873125b
com.nulab-inc	akka-http-oauth2-provider_2.13	1.4.0		bb5e5e1cd6d0948694306d25c4c750098dd89c84
com.olvind.st-material-ui	st-material-ui-slinky_sjs1_3	1.0.0		e445eced4760ee963943b4fed24853b11aebe1e3
com.olvind.st-material-ui	st-material-ui-slinky_sjs1_3	1.0.1		6f53e93d4e0c7292813e89c43d27b5d97df72b31
com.olvind.st-material-ui	st-material-ui-slinky_sjs1_3	1.1.0		6fd74892b0994f4acf273a7f04a3653f279acf0f
com.olvind.st-material-ui	st-material-ui-slinky_sjs1_3	5.11.16		04dc74f144ef00e17547c1a6f5f59ff14573ac14
com.outsidesource	oskit-kmp-android-debug	4.0.0		N/A
com.outsidesource	oskit-kmp-android-debug	4.1.0		N/A
com.outsidesource	oskit-kmp-android-debug	4.2.0		N/A
com.outsidesource	oskit-kmp-android-debug	4.3.0		N/A
com.outsidesource	oskit-kmp-android-debug	4.4.0		N/A
com.outsidesource	oskit-kmp-android-debug	4.4.1		N/A
com.outsidesource	oskit-kmp-android-debug	4.4.2		N/A
com.outsidesource	oskit-kmp-android-debug	4.5.0		N/A
com.outsidesource	oskit-kmp-android-debug	4.6.0		N/A
com.outsidesource	oskit-kmp-android-debug	4.6.1		N/A
com.outsidesource	oskit-kmp-android-debug	4.6.2		N/A
com.outsidesource	oskit-kmp-android-debug	4.6.3		N/A
com.outsidesource	oskit-kmp-android-debug	4.6.4		N/A
com.outsidesource	oskit-kmp-android-debug	5.0.0		N/A
com.outsidesource	oskit-kmp-android-debug	5.0.0-beta		N/A
com.softwaremill.sttp.client3	monix_sjs1_3	3.10.0		3896af504f11aa7ea159e2d9efafd605dfdfdcf0
com.softwaremill.sttp.client3	monix_sjs1_3	3.10.1		422d482e514c5902a2cab668177848c05eb66bef
com.softwaremill.sttp.client3	monix_sjs1_3	3.10.2		31cb02e1d206a90770dbec30cfe63af0394f6af9
com.softwaremill.sttp.client3	monix_sjs1_3	3.10.3		f2a6d8952301c2aea4ff1c649f9f980a50bb24e6
com.softwaremill.sttp.client3	monix_sjs1_3	3.11.0		e1ac3fa8799cacb419c093842feecbe92b95346e
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.11		9c048c1967df55cd7597b27ed4751a56df920a0d
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.12		2292074ac58b58218477963ff77c24404a4f9682
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.13		b64968198ca57d60fb33f2387be77c1107e3d09d
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.14		e65e359fba39c9ceac1790cf870f4fb276407533
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.15		e177aa2b052943fa236cfced9b443d53a3e7ce43
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.16		413b1a4fab9324ce79d26610cf6286839cb94d4e
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.17		ec4d114899f4079ee7b9b9a5891908be8b54b564
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.18		784cca655c52d5b2bc5991ba5630c77587863f06
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.3		1c20095854c2d41a49559d70959899c94dcf9882
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.4		045bfc2fc8d8c04cbe02e17fa70c5713d1e288b3
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.5		b2532cca21342a6d8a59875c25ebc221ef35c51a
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.6		28c04457093e17cd45484178636411cac49666a8
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.7		3c1ba958ab5340a648ba073598ad4b64c91769b4
com.softwaremill.sttp.client3	monix_sjs1_3	3.3.9		8970e633873abf4334644afa801e75b6aeda01ec
com.softwaremill.sttp.client3	monix_sjs1_3	3.4.0		90db6c45f098a59993f3bbb14f983e6fc75c0e11
com.softwaremill.sttp.client3	monix_sjs1_3	3.4.1		2388dc7890b87a729c5d6ff01131a7b799bde367
com.softwaremill.sttp.client3	monix_sjs1_3	3.4.2		d8758184208ccb2a841435cc4fdea41bdab83e27
com.softwaremill.sttp.client3	monix_sjs1_3	3.5.0		e670f6bc01c8aa47e5e47cb2049a2f011a48dc29
com.softwaremill.sttp.client3	monix_sjs1_3	3.5.1		ad76f51c86bdc9267da742e3e95e35f225698ab0
com.softwaremill.sttp.client3	monix_sjs1_3	3.5.2		ca287f043d2c240c73743593146b7f67372667db
com.softwaremill.sttp.client3	monix_sjs1_3	3.6.0		1cfc133886e69ecaa1a9c4984ebe2b9c706839c1
com.softwaremill.sttp.client3	monix_sjs1_3	3.6.1		8e1949fd16590165a6c4c004fbb68318e27b9003
com.softwaremill.sttp.client3	monix_sjs1_3	3.6.2		3441fd6d0c1912ee32791a35e413df3c33ea29e6
com.softwaremill.sttp.client3	monix_sjs1_3	3.7.0		be1eeffd92706f396fe9c2d532c94e46c3f96563
com.softwaremill.sttp.client3	monix_sjs1_3	3.7.1		e62d2d2ce296e44e0fa0a9bb5146ec57454497f8
com.softwaremill.sttp.client3	monix_sjs1_3	3.7.2		93ede519c0728191b7a49d81e6405f476210d4a3
com.softwaremill.sttp.client3	monix_sjs1_3	3.7.4		0ed50f4587497690c4e2b1a82485584337a733f9
com.softwaremill.sttp.client3	monix_sjs1_3	3.7.5		4a99ad758ed0ba04f1f52e9ca4cb2ff23eeff5dc
com.softwaremill.sttp.client3	monix_sjs1_3	3.7.6		b81c5fb687b67a4e715c56275af25316c668298d
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.0		a20cec75539051806dae52c9b36dfbd134b739b4
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.1		95e25c137b74dee88d1066d0b2a6e2df041f66d2
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.10		0d9125281af1490a68691ad012b25987d90f3b98
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.11		dac5b0390f0cd9c4ef3a1b8f077b3728e2fb41a9
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.12		d89ce19446dc62efc45544c19afce6bd4fdd9899
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.13		07ba1cc1b866cbdecd8c20e5edd1c317b9e360de
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.14		7e93a139a657f5af6777aa4041fbdc772aaafeae
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.15		60a87602c00f7d2d75b1094abe3c1992b7a91ff9
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.16		4341e865abdfa95f5963b7a72211a186a1a27850
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.2		dd55a976621d81544dd0c7c76ddf5c13cbb142bc
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.3		16d752bf528c99c6dd9e1bcc968f453fb8589257
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.5		4ab34a598640a4ca4d82ff42ac79093e31f592ad
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.6		f6d574b005eccaa5483202bb2e7c17da36e76f54
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.7		b89107fd36b715e55ee7018c50237a70e2cf7812
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.8		bbf40d3d31519927220af9ebd3d876f599b7d090
com.softwaremill.sttp.client3	monix_sjs1_3	3.8.9		6937a78ca375d8c446a007338b127928887b1997
com.softwaremill.sttp.client3	monix_sjs1_3	3.9.0		328fcd78c3594719cb7b3c79c7bff16f2ff93e7b
com.softwaremill.sttp.client3	monix_sjs1_3	3.9.1		197deb8fdecc186b8b15bf4c30a13dafbeb6f22e
com.softwaremill.sttp.client3	monix_sjs1_3	3.9.2		312c637593a3b18783b367e827ebb25df93751b0
com.softwaremill.sttp.client3	monix_sjs1_3	3.9.3		101fc3a5190afe10677c54e651001e15aa32bd30
com.softwaremill.sttp.client3	monix_sjs1_3	3.9.4		63e0e7e3bf689e798a5a80f4addfbd0d90206c9d
com.softwaremill.sttp.client3	monix_sjs1_3	3.9.5		e4f5ea96ad619a34b56c8d2a20645a3c05e9ee1c
com.softwaremill.sttp.client3	monix_sjs1_3	3.9.6		18c0980c02ef2b69dac5207c6303eb2ae7722c14
com.softwaremill.sttp.client3	monix_sjs1_3	3.9.7		f24ae6620476ed09f77d9bd37cc40258ff750608
com.softwaremill.sttp.client3	monix_sjs1_3	3.9.8		a22a994e183c02623b759540f014389a12dca1ff
com.vladmihalcea	hibernate-types-52	1.0.0		36c359e3ca4b8a071d35a7eb05820cfa9edd565e
com.vladmihalcea	hibernate-types-52	1.1.0		1f29cb51c3e126a4977708fde3b748301266f029
com.vladmihalcea	hibernate-types-52	1.1.1		d77248e33c000307336637ebddf4008fd0eae599
com.vladmihalcea	hibernate-types-52	1.1.2		9f245d58838e1e369f3e722d80fc156b718b8a6d
com.vladmihalcea	hibernate-types-52	1.2.0		6b2120e87bbfa11110a6ca9d4ffecd3cfc043e59
com.vladmihalcea	hibernate-types-52	2.0.0		f3560fe0f5d6be5cb271c7b1a4ae61f28c304b64
com.vladmihalcea	hibernate-types-52	2.1.0		80e4338c95851bee1f86f5c8b11584a8e2ea618e
com.vladmihalcea	hibernate-types-52	2.1.1		b0eb23a15a77a651a2dceea08a634a5d5ce241ac
com.vladmihalcea	hibernate-types-52	2.10.0		2bd03a5893b51a46426cb3cafe2293a04053df22
com.vladmihalcea	hibernate-types-52	2.10.1		88406a1b99454386ca1747bbf65d098872ad3218
com.vladmihalcea	hibernate-types-52	2.10.2		a3eea709ae5e3037670f37160095343be81363d7
com.vladmihalcea	hibernate-types-52	2.10.3		2c6f19b6421558bd5109205a7b127144027b1b74
com.vladmihalcea	hibernate-types-52	2.10.4		5f8cf52feb15b20d54556f6d3fb16ad58e3b54b1
com.vladmihalcea	hibernate-types-52	2.11.0		1b57cd6b664d49aea58cad91b324114c94d51efb
com.vladmihalcea	hibernate-types-52	2.11.1		a91a44d35f31e301f00246493fc176c2b460095a
com.vladmihalcea	hibernate-types-52	2.12.0		75fbb71ce43b3ff1f39a32bc6fc23a8905ba039f
com.vladmihalcea	hibernate-types-52	2.12.1		259a605962e65f8683aa34d2df2efd0c08b5a5cb
com.vladmihalcea	hibernate-types-52	2.13.0		28c329e58cc37a0efca22f3f4483da83518f7830
com.vladmihalcea	hibernate-types-52	2.14.0		721cafe136f42e2dfd5bd16a23809a0805d0c20a
com.vladmihalcea	hibernate-types-52	2.14.1		4c143afb6a2513850be56e4203ded8a38543d89e
com.vladmihalcea	hibernate-types-52	2.15.0		984b6dd8934d8ee7cf1798089301f9c29b8efd01
com.vladmihalcea	hibernate-types-52	2.15.1		f73cd3ec17d84c17db5c2f2078992c4c139ebbb3
com.vladmihalcea	hibernate-types-52	2.15.2		d2622b3030c12c75f5c28625a3a3ed4ec31de248
com.vladmihalcea	hibernate-types-52	2.16.0		12d80f46e6a2b4b8c016cdc5ce72823a137b8767
com.vladmihalcea	hibernate-types-52	2.16.1		f72a262716ebac55020b37f79cbdaa7e5999bf98
com.vladmihalcea	hibernate-types-52	2.16.2		583ed8639703d0172632087847837aac39d8f537
com.vladmihalcea	hibernate-types-52	2.16.3		94e4a255c52d6ba0d02015a5fce49731a91cbb85
com.vladmihalcea	hibernate-types-52	2.17.0		c566154006f7cf780bc9a0a5b619ce39a87d7078
com.vladmihalcea	hibernate-types-52	2.17.1		7e94b7de325e4f118b7f156f88f2e979991dcbf7
com.vladmihalcea	hibernate-types-52	2.17.2		38ca775d2ed6a9f4bb3984da0a445ff9b5563bf4
com.vladmihalcea	hibernate-types-52	2.17.3		876905ea9e6d008fc7e00eec491ed4331125ae0f
com.vladmihalcea	hibernate-types-52	2.18.0		3f232a8a122c4b03e81c84073f29df1e752b4418
com.vladmihalcea	hibernate-types-52	2.19.0		859abea412239c0335d35259e165468c915140c5
com.vladmihalcea	hibernate-types-52	2.19.1		7f7b9b62e96af67261220400828c44ac83fac7aa
com.vladmihalcea	hibernate-types-52	2.19.2		94b1bcda54476e00276c61dbacd09cc066bc738b
com.vladmihalcea	hibernate-types-52	2.2.0		40934e88c442167061aeaca7297110bf2422ff87
com.vladmihalcea	hibernate-types-52	2.2.1		3dbb92e9b62b4c28a85e23d9881362d4d71f6f36
com.vladmihalcea	hibernate-types-52	2.2.2		80e0818d70a1a9d1cc5de923cb1c8fe2184e90f2
com.vladmihalcea	hibernate-types-52	2.2.3		e70bca7a993fb925a68151095aac85f88edf1db8
com.vladmihalcea	hibernate-types-52	2.20.0		96bbd3c641fa6d16bb8a0e4dd3cf3ec995152969
com.vladmihalcea	hibernate-types-52	2.21.0		4b0cf6d5453320ca93cbbcf2498ac93fd227d7f2
com.vladmihalcea	hibernate-types-52	2.21.1		bb7fc6649667bee2cf45d875c5e31bdc2df29fcf
com.vladmihalcea	hibernate-types-52	2.3.0		146a42a43eaf508295dcac59544632eba5b3c179
com.vladmihalcea	hibernate-types-52	2.3.1		2a8115e97d6180ab50b0252c51991c54e82fee04
com.vladmihalcea	hibernate-types-52	2.3.2		ec0b7bf8cb5c46e47ac7c90e3a18f2a6379e2879
com.vladmihalcea	hibernate-types-52	2.3.3		71980a0001d6c491880a82138ca3f7884a6e4494
com.vladmihalcea	hibernate-types-52	2.3.4		ec7dd87b4f8f05767cec3b3fbad8e9dd2808cb43
com.vladmihalcea	hibernate-types-52	2.3.5		867098bbc1210dee354c1ec28f9b802da20ae9fa
com.vladmihalcea	hibernate-types-52	2.4.0		e79a4c5666be5c5a816f81d3a3de4c7d1077fd81
com.vladmihalcea	hibernate-types-52	2.4.1		bf485ba642d6ba0c7f1f75edfa6fc0e45e070dce
com.vladmihalcea	hibernate-types-52	2.4.2		fdd03a0e264405eb549861f4e9d7e901d078a906
com.vladmihalcea	hibernate-types-52	2.4.3		866e855c6678e8a4bcd80def370c82699a4e9587
com.vladmihalcea	hibernate-types-52	2.4.4		e18afd2edaf2984f7a0fa11dc0d53ff6456856ff
com.vladmihalcea	hibernate-types-52	2.5.0		10bbc72a9905b2f228aba52724805c95fe42d396
com.vladmihalcea	hibernate-types-52	2.5.1		872ca7d41bd920e5f5947d82f8bb2a66aeb5ed06
com.vladmihalcea	hibernate-types-52	2.6.0		a6213acaf58fe9328149457748463e9ea70de060
com.vladmihalcea	hibernate-types-52	2.6.1		95a8432665103eadd01e676ce86a639d587e0de3
com.vladmihalcea	hibernate-types-52	2.7.0		91f2ff274051aee4533a2f7eee440fc730c79e4d
com.vladmihalcea	hibernate-types-52	2.7.1		f081a7c7b17424f222de00894f223ee7ca16ee25
com.vladmihalcea	hibernate-types-52	2.8.0		71e14c0ea015e58ae1536d8fff3810f12739c900
com.vladmihalcea	hibernate-types-52	2.9.0		34f13b1f415cee52218c7eba949df5c22e2a7089
com.vladmihalcea	hibernate-types-52	2.9.1		e071a2ecc2b92f94d6e3d4f22de7766de209f023
com.vladmihalcea	hibernate-types-52	2.9.10		700a2b82c218b6d6e4ff61e5fd3d4a86b613cbaa
com.vladmihalcea	hibernate-types-52	2.9.11		1e168c5010ca613e19663bc19d75da6214265c84
com.vladmihalcea	hibernate-types-52	2.9.12		04f990432e12662cc9034029c93b5b6fded469c6
com.vladmihalcea	hibernate-types-52	2.9.13		f31b9d3a1fea56bcd2d23c16dc6d0eb87fe6375c
com.vladmihalcea	hibernate-types-52	2.9.2		f0222c7eea8d5c07d43463875518829e2fae77ac
com.vladmihalcea	hibernate-types-52	2.9.3		654660ce6cfc8df9d1e771e251cc619609253e3d
com.vladmihalcea	hibernate-types-52	2.9.4		810e3d528c3989387c10cfe167e44d06755db2d9
com.vladmihalcea	hibernate-types-52	2.9.5		2d60d80408779f344797d9e4aa233b2ae4754153
com.vladmihalcea	hibernate-types-52	2.9.6		3eb3c2d3f96fb636cfd3a2dfebc3357fd4c40eb1
com.vladmihalcea	hibernate-types-52	2.9.7		5ef4bd03028aaa1bc7c85ae4b7ca235ef6db605e
com.vladmihalcea	hibernate-types-52	2.9.8		7c7c708c65c0631b12e6cee09d057b2c826ba69b
com.vladmihalcea	hibernate-types-52	2.9.9		914161c5b30b0c8c424b4a683c83de366e2a93e6
com.xzchaoo.commons	commons-stat	1.0.0		d93ff6a39fd20a74deed67b8efb4d7310cb92947
com.xzchaoo.commons	commons-stat	1.0.1		d57861e1217abdd597a2b3c3de58519ea26a4344
com.xzchaoo.commons	commons-stat	1.0.10		ee75b7066aad6c8bae0d463b9f4abdc12648045f
com.xzchaoo.commons	commons-stat	1.0.11		a848fed5b45177578747cc0a74fde0d29e63df8e
com.xzchaoo.commons	commons-stat	1.0.2		187650bc24f2bf96e5f2140da4323f48c450fe01
com.xzchaoo.commons	commons-stat	1.0.4		6280c5414c4c82151de3e6236f19419fab31f8f6
com.xzchaoo.commons	commons-stat	1.0.5		420ee9d07cfdd188ecf67e8259543fb49a3b2033
com.xzchaoo.commons	commons-stat	1.0.6		bc93eaab1b5c1b4bada92536476501499b30e79f
com.xzchaoo.commons	commons-stat	1.0.7		c744e0515de273fc9df8d4c0c71f2699aa5f2b63
com.xzchaoo.commons	commons-stat	1.0.8		d64a8a73a6a40211004e6adc755949c7c507009d
com.xzchaoo.commons	commons-stat	1.0.9		2aba45ec95a2e3a85abe8ba44bc32dfadeda3f75
com.xzchaoo.commons	commons-stat	1.1.0		6bee64a73435617c47b8d5fd63d0378c2d317f05
com.xzchaoo.commons	commons-stat	1.10.0		4ca712037d67f57135181007c1436dc0491d8a28
com.xzchaoo.commons	commons-stat	1.10.1		8b57684e23831e70367a1234a6f91807f9d07394
com.xzchaoo.commons	commons-stat	1.11.0		d73a7a5880008e0a3845927458682187f183201e
com.xzchaoo.commons	commons-stat	1.11.1		6f3c558d778e81a2decb7f0fe8a0fdae66b84e59
com.xzchaoo.commons	commons-stat	1.12.0		819bd81313f13a2ff2797e827b54d6c31dfd2d78
com.xzchaoo.commons	commons-stat	1.12.1		faaa258496837e006c072b56201e5f50debfe96a
com.xzchaoo.commons	commons-stat	1.13.0		d29cfd99ae236343fd0c009e4951bd86893a59f8
com.xzchaoo.commons	commons-stat	1.2.0		dd80342245d0b29c00b7fcef07544f762bc27b63
com.xzchaoo.commons	commons-stat	1.3.0		ead0a353d9e30211eb543824b9694c5058e33502
com.xzchaoo.commons	commons-stat	1.4.0		2e8625810648dd7ee4d927e6243b7fe89bf77a54
com.xzchaoo.commons	commons-stat	1.5.0		aa718b7e325727f3a44196f46f4e840407539c4e
com.xzchaoo.commons	commons-stat	1.5.1		52325af3a794e7c92c9e7611e918c140f0228e0f
com.xzchaoo.commons	commons-stat	1.5.2		2ca7557cba2ccc065942a36791559c4ae3269a0c
com.xzchaoo.commons	commons-stat	1.5.3		9942527eff8e17f81949985a315d4b22adff9fcb
com.xzchaoo.commons	commons-stat	1.5.4		ee1ab023e496592ebbcf4619476916fd3b4dd4c5
com.xzchaoo.commons	commons-stat	1.5.5		6b5d4ff50309edfdf14c814c35d13380909c88a1
com.xzchaoo.commons	commons-stat	1.5.6		40b88accda057af7d4cb8cbebac873c2558a7fa9
com.xzchaoo.commons	commons-stat	1.5.7		90d07921daa685b8141d2a3895341aa33f8a6091
com.xzchaoo.commons	commons-stat	1.5.8		1ae08ede4b17f8150f7ccbae2eb625b28a33e0a1
com.xzchaoo.commons	commons-stat	1.5.9		3d82df233bdb325ea53e66fb8efcf755d80e0ae9
com.xzchaoo.commons	commons-stat	1.6.0		bf2050e071f9625d721b10b1e38f87c01567a732
com.xzchaoo.commons	commons-stat	1.7.0		96a9cfd6fab8f637f2a9c54144b07570ce314da0
com.xzchaoo.commons	commons-stat	1.8.0		a1057bd830fe8390a0c6aa0679015dc520999cec
dev.applibgroup	stripedprocessbutton	1.0.0		N/A
dev.applibgroup	stripedprocessbutton	1.0.1		N/A
dev.applibgroup	stripedprocessbutton	1.0.2		N/A
dev.inmo	micro_utils.repos.ktor.common-jvm	0.10.0		35d6fd264e438c13aa3d19f45d155600d4633f9e
dev.inmo	micro_utils.repos.ktor.common-jvm	0.10.1		bf10d7d9b42205bd9149d46956b27cc2439fc6e3
dev.inmo	micro_utils.repos.ktor.common-jvm	0.10.2		4636546d106aa11040c7e85053ef9e5aae6e4d79
dev.inmo	micro_utils.repos.ktor.common-jvm	0.10.3		65493b3ffcd6007d0f4cf7791f482ec0d8d17766
dev.inmo	micro_utils.repos.ktor.common-jvm	0.10.4		39c50c507564d1366ffc9b1bcd9d2d8158f2294a
dev.inmo	micro_utils.repos.ktor.common-jvm	0.10.5		f7824b742036cf4e532b74cf52ff7cbee5400444
dev.inmo	micro_utils.repos.ktor.common-jvm	0.10.6		76e94c47c80e2065c48f36a477b61dbbe4c4baac
dev.inmo	micro_utils.repos.ktor.common-jvm	0.10.7		3be4364f27258595d14bb372f92db850b05c4d79
dev.inmo	micro_utils.repos.ktor.common-jvm	0.10.8		e4787489943553bf064321ac67334a9054dbe0fa
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.0		a53f9f86df0ebc8300dfde41c594e995f5da316d
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.1		9f0e794c3a1e344c62126629c7f8f8166664231c
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.10		01f5aad1c188286c82e1d805c25e7ce393cb7077
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.11		02a690f04ae6b613bede3165169659459043507d
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.12		e03c8f77bd6f0819e08bc1e95e4e88c6ae05db48
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.13		3b7aeb98e94f29b0d5a9497075ca6330a08911c7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.14		d667ea0e21fa09f3f620da7993f3888464eef534
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.2		e6cdef0472220017aecf0d21bc4dd4c2fef04f71
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.3		fc2030938d250d2a60c774784e612468800fd1d8
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.4		a58060e64ed753e004374de22479dd76cf688df3
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.5		6150ad8e2b12729074e7f99fb6d4073febe9ef09
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.6		5aa367d80fb4b86e933c88f8c6ad2c7d7e7a6c66
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.7		685ae3e4b3ffac65e468fee4b0b61c5a65ec0ea9
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.8		c236a0af704c85f2049713aa83a38e159b4ec7f2
dev.inmo	micro_utils.repos.ktor.common-jvm	0.11.9		1fe548a4aac6805ee6a5ad2c95e67bbca68540d1
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.0		25ad2847956763cf7534b0d279bad354ff6d2f16
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.1		feba37a7eb89364ab6f8fabbc54e7d0e29d06462
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.10		893ce0244a2f4883e35e50738156cd14f99e9117
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.11		96d35532fe25905964a43c09b1214f925ee25a92
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.12		c05a92d1cd077613bf19d6b19cb495cdbffa6247
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.13		d16e28dc8d4f5f6c0801b428c57db75c9276ebf1
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.14		2b7ea0d6bafa7e7dd8e0d32c2100e1ceb81974b4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.15		a5a4c08ee4b1e4073fba28cb1a3561d801dcbfc9
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.16		6a319df53e93bc61d63be87ee23652b1b781836b
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.17		f8b2ccdbb6cbe4d4d021a2794a193273fa0aa5a6
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.2		6130b625241e5f37d96efb8f9c840dc99338dd93
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.3		a1db81b9b041e6c8daf182232a38f21934a19ffd
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.4		255b2a164101d45c23ff93465b75c76e0f917cd1
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.5		5a0df3c11661e7a62ad35f70a2e6a50c40ed1d80
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.6		932c0717301d9f85ca284624f9ea49eb85139fae
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.7		64a340615e2fa9414ae2e207a4b85bc86bce86d8
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.8		0c8ba2fcdc6a49d84b160156c9c394b018d3227b
dev.inmo	micro_utils.repos.ktor.common-jvm	0.12.9		0d7bfc176f6ca87e03c2384e544c84956966de1e
dev.inmo	micro_utils.repos.ktor.common-jvm	0.13.0		27d921a85f7d5fad60e008b3e0918354e22c1b66
dev.inmo	micro_utils.repos.ktor.common-jvm	0.13.1		03023c68c987bb62716dfb2fb9e3ababe2cae611
dev.inmo	micro_utils.repos.ktor.common-jvm	0.13.2		9b390489b5f819717661fef887e03917e96728ee
dev.inmo	micro_utils.repos.ktor.common-jvm	0.14.0		991477096c13e082412f62d2f7643ea997289c0c
dev.inmo	micro_utils.repos.ktor.common-jvm	0.14.1		991477096c13e082412f62d2f7643ea997289c0c
dev.inmo	micro_utils.repos.ktor.common-jvm	0.14.2		991477096c13e082412f62d2f7643ea997289c0c
dev.inmo	micro_utils.repos.ktor.common-jvm	0.14.3		991477096c13e082412f62d2f7643ea997289c0c
dev.inmo	micro_utils.repos.ktor.common-jvm	0.14.4		991477096c13e082412f62d2f7643ea997289c0c
dev.inmo	micro_utils.repos.ktor.common-jvm	0.15.0		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.15.1		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.0		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.1		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.10		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.11		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.12		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.13		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.2		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.3		3673826ec6459376704c0c796ea5c96766d66441
