biz.aQute	osgi.enroute.web.simple.provider	2.2.0		F373C59B2E7A4B2ECD33C6E0C17DE15F93546E31
org.apache.flink	flink-avro-confluent-registry	1.14.2		14d84f26bf10e69654f9ccd3897353a23027b223
org.apache.flink	flink-avro-confluent-registry	1.14.3		93f4e65ad5b6224b30b2da501be138042c170d7f
org.apache.flink	flink-avro-confluent-registry	1.14.4		fe0638aeeb5802b2728ebaa33d9be7a925642e95
org.apache.flink	flink-avro-confluent-registry	1.14.5		5499b334f9accb0f5de9ed1b98923497d9cecd95
org.apache.flink	flink-avro-confluent-registry	1.14.6		99364c1d41a17d3a8a241bc22ac053c98049bd1e
org.apache.flink	flink-avro-confluent-registry	1.15.0		352bd0d56a863d19ca5dabc3fcb1661d13445701
org.apache.flink	flink-avro-confluent-registry	1.15.1		4f1e3fb1b762ed5d46a2c77ecaa8ae46d11d9935
org.apache.flink	flink-avro-confluent-registry	1.15.2		120723a2a062574656a3388943baaaccc224f415
org.apache.flink	flink-avro-confluent-registry	1.15.3		66cae0d4715eb5876a8bf62271c9a002c78c715c
org.apache.flink	flink-avro-confluent-registry	1.15.4		8d9de8081b0b8c045ed9463fbda549c45ac249bc
org.apache.flink	flink-avro-confluent-registry	1.16.0		93995c1413636eff26855d50c94d683562dd3db1
org.apache.flink	flink-avro-confluent-registry	1.16.1		17eb254a5f82f495113bb581f1ce658887cb7cdc
org.apache.flink	flink-avro-confluent-registry	1.16.2		079977acbe191ab79e36a2858410b0b9c47efc9c
org.apache.flink	flink-avro-confluent-registry	1.16.3		ddec64665fc5b207d3896b076256066fd2dad734
org.apache.flink	flink-avro-confluent-registry	1.17.0		85b449c1807e4ec1c28402f56de521685f6856e4
org.apache.flink	flink-avro-confluent-registry	1.17.1		5178949f895f02fdb46ccdd3569bc45eae0f3ee9
org.apache.flink	flink-avro-confluent-registry	1.17.2		6c47557f89a4be07652688dddeef8adfc4f51966
org.apache.flink	flink-avro-confluent-registry	1.18.0		62bf19b9319833d003ce5eda192cb1a500eae0f4
org.apache.flink	flink-avro-confluent-registry	1.18.1		d0bd6852a5825cc84d09a807ab15ea1e6dbc2dde
org.apache.flink	flink-avro-confluent-registry	1.19.0		06f765aec8f21f8e28b5ef437806f38ade580ca1
org.apache.flink	flink-avro-confluent-registry	1.19.1		63e961b3a076eac9fe643f4053e4808fa810ae27
org.apache.flink	flink-avro-confluent-registry	1.19.2		e0593d51549a56631505a819879305ffee328e2a
org.apache.flink	flink-avro-confluent-registry	1.20.0		b876f6b73d57548b2bee6e83c883903c5f12428d
org.apache.flink	flink-avro-confluent-registry	1.20.1		dcc6cced71395a946a3acb623b736c91fb7d54c0
org.apache.flink	flink-avro-confluent-registry	1.6.0		5bcfe332232258a4613257b8a0715e4db31a45b3
org.apache.flink	flink-avro-confluent-registry	1.6.1		6f9a096089fe811270382d868fe67eef887c6943
org.apache.flink	flink-avro-confluent-registry	1.6.2		cdb859c8ccbc2ea77262654e38601d6b1dffe26e
org.apache.flink	flink-avro-confluent-registry	1.6.3		ba427b29c2a5f763bf1484cca8fe41f897f2ae44
org.apache.flink	flink-avro-confluent-registry	1.6.4		dca6d1028f6310dac52ca130dd640c8271a3d794
org.apache.flink	flink-avro-confluent-registry	1.7.0		197cbec33f6c6e739c5d25073acb0e7ec9bb4027
org.apache.flink	flink-avro-confluent-registry	1.7.1		26a5a5d3f1039014ec81e30d4e370605b887082f
org.apache.flink	flink-avro-confluent-registry	1.7.2		323540560e3a82952fe0a41e8bd86c57734cfab2
org.apache.flink	flink-avro-confluent-registry	1.8.0		8f9cc60d7162121aef3391db0961e54c0dd58992
org.apache.flink	flink-avro-confluent-registry	1.8.1		b138e50738db363df0ef42fafefe4436e28d5364
org.apache.flink	flink-avro-confluent-registry	1.8.2		041d37f92dd62b262af2ef2c478a843a5f08f73c
org.apache.flink	flink-avro-confluent-registry	1.8.3		22e9a8adbbfd3e918bb6369dbce63d98da398583
org.apache.flink	flink-avro-confluent-registry	1.9.0		43e00598e79bb92a5408dc663d5bf0ac7eb3ddd6
org.apache.flink	flink-avro-confluent-registry	1.9.1		d8d628607b18bca70eb9653d3e1b359cf683bacb
org.apache.flink	flink-avro-confluent-registry	1.9.2		12eb6f5b5ebddc8bedf48655dd592d2201e55505
org.apache.flink	flink-avro-confluent-registry	1.9.3		90e973772788bffe1145d5700eddbb5f7bc24701
org.apache.flink	flink-avro-confluent-registry	2.0-preview1		0789b4eba600d6a02a4c721a89927ceeeaacef9b
org.apache.flink	flink-avro-confluent-registry	2.0.0		530fbd497bc9930465cfff0a16a7e5c84dabcb4d
org.apache.ignite	ignite-rest-http	1.0.0		8e4abbc330e2815743b812c5f507c4e5dd60b2ce
org.apache.ignite	ignite-rest-http	1.0.0-RC1		1bb73ee44590a4b413382bb8f8b23de1413d6a1c
org.apache.ignite	ignite-rest-http	1.0.0-RC3		e8c6387fbcfa70a27a0ab881c88f69e07cf41b00
org.apache.ignite	ignite-rest-http	1.1.0-incubating		6a9148877228517070f0e47f222a1b3c8cf162b7
org.apache.ignite	ignite-rest-http	1.2.0-incubating		2814adc065ab9c17fd8dacfea873a3e57189c53b
org.apache.ignite	ignite-rest-http	1.3.0-incubating		83580aa3977d60400954d68896c2c935d8da927e
org.apache.ignite	ignite-rest-http	1.4.0		9fc21c5af73db853fd58554df448a93bc26c368b
org.apache.ignite	ignite-rest-http	1.5.0-b1		5308ffe5701f14c92c4d4b8c51c5f2416ee78a02
org.apache.ignite	ignite-rest-http	1.5.0.final		d5a08e004d387ad7361f675eadca6d6de429a122
org.apache.ignite	ignite-rest-http	1.6.0		2d8316515e1bdd456a1c4ccb9adc2ae273c18a86
org.apache.ignite	ignite-rest-http	1.7.0		1325b462054daed3d6b859d5213a0d453c1b43ab
org.apache.ignite	ignite-rest-http	1.8.0		12dae0b0e9f049e12298fea9c08b80b4595da8b8
org.apache.ignite	ignite-rest-http	1.9.0		8d8ae98205aaac04064e9568314c88e672fdd424
org.apache.ignite	ignite-rest-http	2.0.0		46ba3083e9aa0f209c330ba9aaaddaf0a11599fd
org.apache.ignite	ignite-rest-http	2.1.0		a34d46ab7dca96618df7be78bcb4969547303eaf
org.apache.ignite	ignite-rest-http	2.10.0		34ddbda0d919ef4d1fa4a856202f75b19341b920
org.apache.ignite	ignite-rest-http	2.11.0		4f0ee850ae5462d99b2d542acdd39d35f90d749e
org.apache.ignite	ignite-rest-http	2.11.1		3c13331b1e13f2605e15b836f8c80b70e54780f2
org.apache.ignite	ignite-rest-http	2.12.0		641f3025c04f509f81beac1a5bd1069436e1882d
org.apache.ignite	ignite-rest-http	2.13.0		e06973af4e65c1b8bb49c6a35c9b7840d260fec7
org.apache.ignite	ignite-rest-http	2.14.0		9cb062c34fec3c785f7bc527040b9360a378c719
org.apache.ignite	ignite-rest-http	2.15.0		44043301b6e75619b427cc053a3e5d18832a8408
org.apache.ignite	ignite-rest-http	2.16.0		8a47bf438a7a6cf6449a325a90238fb2f5f62e15
org.apache.ignite	ignite-rest-http	2.17.0		4e53a1ad8f9152e6e68e386ea6b52c175dbf5d57
org.apache.ignite	ignite-rest-http	2.2.0		61e05703fa56b91c75be7c2bdda4bb3693dff825
org.apache.ignite	ignite-rest-http	2.3.0		2eac4e2c30ac2f1c9244f7ed5f1e27da7fb3b989
org.apache.ignite	ignite-rest-http	2.4.0		b864c8cc0759e09770c3b2202718070e15902360
org.apache.ignite	ignite-rest-http	2.5.0		2c7129afdabb7374387bdfa2ed98a7e744809f0b
org.apache.ignite	ignite-rest-http	2.6.0		2adb481c6005425fc13dcd94849b02cdbbf1998a
org.apache.ignite	ignite-rest-http	2.7.0		0c2e149dd62a30cf007b1f6dad2e60a1de0ed759
org.apache.ignite	ignite-rest-http	2.7.5		1b8f545594357d5ab1ec339981193597aa150367
org.apache.ignite	ignite-rest-http	2.7.6		4b3b627ae3ab16ef7b0df80ed1c7db6dfbcad8e4
org.apache.ignite	ignite-rest-http	2.8.0		42fcebd71f2e287668c2780adfd2b07ba29d74b6
org.apache.ignite	ignite-rest-http	2.8.1		2c9624a1badc5ac74090b4cdf3498220d79a2cea
org.apache.ignite	ignite-rest-http	2.9.0		af4155a70ab6381317fa8b07839fe2bb6c72683f
org.apache.ignite	ignite-rest-http	2.9.1		64a174d84f8d8830b63f2f22b452e1651cce0efb
org.apache.portals.pluto	pluto-testsuite	2.0.0		N/A
org.apache.portals.pluto	pluto-testsuite	2.0.1		N/A
org.apache.portals.pluto	pluto-testsuite	2.0.2		N/A
org.apache.portals.pluto	pluto-testsuite	2.0.3		N/A
org.apache.portals.pluto	pluto-testsuite	2.1.0-M1		N/A
org.apache.portals.pluto	pluto-testsuite	2.1.0-M2		N/A
org.apache.portals.pluto	pluto-testsuite	2.1.0-M3		N/A
org.apache.portals.pluto	pluto-testsuite	3.0.0		N/A
org.apache.portals.pluto	pluto-testsuite	3.0.1		N/A
org.apache.portals.pluto	pluto-testsuite	3.1.0		N/A
org.apache.portals.pluto	pluto-testsuite	3.1.1		N/A
org.apache.portals.pluto	pluto-testsuite	3.1.2		N/A
org.apache.streampipes	streampipes-wrapper-standalone	0.66.0		ab17966f44d2653b910a0c85afd00d7d647b5625
org.apache.streampipes	streampipes-wrapper-standalone	0.67.0		95bb290ec986318f99caafc03c52215fa4807151
org.apache.streampipes	streampipes-wrapper-standalone	0.68.0		556409cb472c9faa6d34b5f9a224e20d622e97c2
org.apache.streampipes	streampipes-wrapper-standalone	0.69.0		43dbd84d859af5726fad6dfd63eaa75719ef9343
org.apache.streampipes	streampipes-wrapper-standalone	0.70.0		e61888088c03a5eaa0b03375795410be4d182d4e
org.apache.streampipes	streampipes-wrapper-standalone	0.90.0		0770f52fb31c10b2a63f81e2c4696d8c472bbafd
org.apache.streampipes	streampipes-wrapper-standalone	0.91.0		4a724ffc876266e115c0c3012074dbe2019780e5
org.apache.streampipes	streampipes-wrapper-standalone	0.92.0		682d81a17d26ef329823f3650396928062b5789c
org.apache.streampipes	streampipes-wrapper-standalone	0.93.0		d3889f3a48cf2e8134e0436944ef241e767f0707
org.apache.streampipes	streampipes-wrapper-standalone	0.95.0		31be2e1bf313a60fff233a0d1e4a6e219755a2ed
org.apache.streampipes	streampipes-wrapper-standalone	0.95.1		0c059c52b6684ffdee32dfed4b6136e36d9fc862
org.apache.streampipes	streampipes-wrapper-standalone	0.97.0		3348f144803bbc03dc349dc20714492134e6bc3d
org.apache.tamaya.examples	tamaya-example-minimal	0.1-incubating		b5cfc03101c81a5f615c91889f572ef60cef3422
org.apache.tamaya.examples	tamaya-example-minimal	0.2-incubating		5e059de4b404792588be70710a6de0398c6a7d5e
org.apache.tomee	livereload-tomee	10.0.0		ee7ba836e24cf00c294ab705792d7c248d5a1606
org.apache.tomee	livereload-tomee	10.0.0-M1		9d4565fca6f5737b83dc7c0e4c9a1ba9e7f0212b
org.apache.tomee	livereload-tomee	10.0.0-M2		5d954ae34802e8a191b4e78a30521fee79c48e15
org.apache.tomee	livereload-tomee	10.0.0-M3		839fb946261de6a3d2a59df734a01ef18a2e98c5
org.apache.tomee	livereload-tomee	10.0.1		14c4036d1d2c7bfa624b65953a4cede40230590f
org.apache.tomee	livereload-tomee	7.0.0		b558312a76a1867580a2a9c036ded75a8cbba8c4
org.apache.tomee	livereload-tomee	7.0.0-M2		168ba95e995f3ca614923bb3692905913fbd8126
org.apache.tomee	livereload-tomee	7.0.0-M3		6ba2ccd0f06634020fdcaecc04d4f8c657a59d41
org.apache.tomee	livereload-tomee	7.0.1		a4e9c28695370ecec8bf1641065a273cd3a102bf
org.apache.tomee	livereload-tomee	7.0.2		8462348704ff13926867b9cd8aae59d668047a45
org.apache.tomee	livereload-tomee	7.0.3		efe65c61613335b4fef716e5e634047849e7c69e
org.apache.tomee	livereload-tomee	7.0.4		2d44d64c7346b0594275ecc16fd81fff91a099ff
org.apache.tomee	livereload-tomee	7.0.5		b4866d6ec259cf3e35768b95476f3e0db42f66bc
org.apache.tomee	livereload-tomee	7.0.6		c3195e4ce1f57cb07d6cf9f9ec999b893f0e06e9
org.apache.tomee	livereload-tomee	7.0.7		0e8615f073eaea26227958f0cbfcd2081c9c2fcc
org.apache.tomee	livereload-tomee	7.0.8		ca3d072900cc005e5d1b34d396c0534f83b6e3f1
org.apache.tomee	livereload-tomee	7.0.9		e478cb14349039c27b67bc2130dd9cad1d914499
org.apache.tomee	livereload-tomee	7.1.0		6aa254bed1cc03986317a56c1581984315625ebb
org.apache.tomee	livereload-tomee	7.1.1		cfb98ead4b947b3ebfeece87c4f8338111b4df58
org.apache.tomee	livereload-tomee	7.1.2		964ab790371d940763812034b850c334dd0e39ee
org.apache.tomee	livereload-tomee	7.1.3		030c546fa7a3c7166f382aba2379877a0f0fdc9a
org.apache.tomee	livereload-tomee	7.1.4		3d563194878d83e063ac00b53dec6c1a463535f5
org.apache.tomee	livereload-tomee	8.0.0		375af879d33469516250a2bbd4d80bc7c4b854fa
org.apache.tomee	livereload-tomee	8.0.0-M1		497448c8e296c7dbfef029fcf13f1cb3c25325f5
org.apache.tomee	livereload-tomee	8.0.0-M2		f0bcf3ea2daa7d7c5c755fc5d483a050e21b0e5c
org.apache.tomee	livereload-tomee	8.0.0-M3		38c95ed4730d2e535e572150a35ead60ca8157fa
org.apache.tomee	livereload-tomee	8.0.1		96090d394e3b8e7845a492bd2c736c81bbd97a45
org.apache.tomee	livereload-tomee	8.0.10		fc67a876af8cc016db1fa6990caa8a011c470a27
org.apache.tomee	livereload-tomee	8.0.11		0fdbb1b4e8a4ff418d090da2543ffda1fd17ef23
org.apache.tomee	livereload-tomee	8.0.12		c32ed7eb6e60a12d590da21df3d0dcf58814f684
org.apache.tomee	livereload-tomee	8.0.13		d0281fa9e81c5b3e35fde2420ad228e76c88d584
org.apache.tomee	livereload-tomee	8.0.14		dfc18228efb7bc3ae3d57a09d128dc67d9592c16
org.apache.tomee	livereload-tomee	8.0.15		81335b9c2d8e4c70952ccacb24216196362885be
org.apache.tomee	livereload-tomee	8.0.16		8ffb3d176b66a3931f8c9b2133e8cfd12182a7c9
org.apache.tomee	livereload-tomee	8.0.2		3a1ffb59592f74f3aaa9f912a76d6561ae5a64b6
org.apache.tomee	livereload-tomee	8.0.3		b8dfc702ae097766375c58bda4d8bbb6c7602641
org.apache.tomee	livereload-tomee	8.0.4		d34a846ba0895cae4d21cc5ec507e56be6362638
org.apache.tomee	livereload-tomee	8.0.5		2f1a7b5e2cda82c9e4aa79b1641747bf75507ded
org.apache.tomee	livereload-tomee	8.0.6		6e11a50e4cb34b033bad5c4bf3160f91755e32b3
org.apache.tomee	livereload-tomee	8.0.7		a7b6d22c386f9f307d8763e52d8843e97eaceca2
org.apache.tomee	livereload-tomee	8.0.8		3bb0bff5a67836a876f2ce8788a9c0d83d7a0566
org.apache.tomee	livereload-tomee	8.0.9		74e90aeef4ec5549d0de56be950a8e0ce2038460
org.apache.tomee	livereload-tomee	9.0.0		3991383c098d5abe35953978866a5fbe3d6c2db5
org.apache.tomee	livereload-tomee	9.0.0-M8		ec7b827ea6b0e8de632fc71632aaf4bf07647e38
org.apache.tomee	livereload-tomee	9.0.0.RC1		aabac0ea4d14ee5d9aeb601a35f2a4aa1851fb1a
org.apache.tomee	livereload-tomee	9.1.0		14241f2f906078fec7037a0ef4572983cf2450b2
org.apache.tomee	livereload-tomee	9.1.1		59a0148023be860f625dc20c44853faaba28e534
org.apache.tomee	livereload-tomee	9.1.2		ae5858eb7763536215b175c1bc116fa2f58b43ff
org.apache.tomee	livereload-tomee	9.1.3		c8168c43e1d8ef0e6d0a5cbc5393373fbe490466
org.commonjava.propulsor	propulsor-undertow	1.0		0ce36985478f8cde424107c29aa3950bab931c38
org.commonjava.propulsor	propulsor-undertow	1.1		e75a386ff9aa162eeddb2765086ee0d8d2217c48
org.commonjava.propulsor	propulsor-undertow	1.2		a445a1bc4f62f4a67fa170f4788db7b60411b33a
org.commonjava.propulsor	propulsor-undertow	1.3		fc9a282ee2d3127e3a1e31e822ce2464ed4e3f16
org.commonjava.propulsor	propulsor-undertow	1.4		a4355d6936bfd7cdba60bf0f34923b2afb083b5a
org.commonjava.propulsor	propulsor-undertow	1.5		965d652ca358eef5121a3930db3d39221f75225f
org.eclipse.dirigible	dirigible-ide-workspace	3.0		2db71d0179edd01f206b7808face77c7a4cbdd10
org.eclipse.dirigible	dirigible-ide-workspace	3.0.1		b15bc4cfd2ab20e38af9783ff859fbfb9a3f4f01
org.eclipse.dirigible	dirigible-ide-workspace	3.0.2		a55c8397cbcba76efbfab50f19f15773162768d2
org.eclipse.dirigible	dirigible-ide-workspace	3.0.3		0cf74297003472bd908844f89c57f088e41e4ca6
org.eclipse.dirigible	dirigible-ide-workspace	3.0.4		3ed98300181584e27d08fe4e22e794dac1ef686f
org.eclipse.dirigible	dirigible-ide-workspace	3.0.5		537a9e9e998a341ef7e91aa916bb1d12657e2fb1
org.eclipse.dirigible	dirigible-ide-workspace	3.1.0		0a02f0d25ccbe41bb92c8526d9646582b017ef80
org.eclipse.dirigible	dirigible-ide-workspace	3.1.1		142d689a0bd7acebb10de54a63ed3463ff39d95f
org.hawkular.agent	hawkular-swarm-agent-modules	0.18.0.Final		e249ea103ae9fa2978bca9fbe984655d7afa875a
org.hawkular.agent	hawkular-swarm-agent-modules	0.18.1.Final		838b74eb9d8ed563b4a130db5c1756393b9122b4
org.hawkular.agent	hawkular-swarm-agent-modules	0.19.0.Final		7444d41451081b00ce475d22444b6fa36c3be24d
org.hawkular.agent	hawkular-swarm-agent-modules	0.19.1.Final		a8b5afc3f81949a200b5403aff1b15d80368b378
org.hawkular.agent	hawkular-swarm-agent-modules	0.19.2.Final		ff36737cfaf5f4068099b8cff3712af6607db8f8
org.hawkular.agent	hawkular-swarm-agent-modules	0.20.0.Final		f8e90a09d0e1743de6f1ff78e18ebcd879e04676
org.hawkular.agent	hawkular-swarm-agent-modules	0.20.1.Final		5629e56a52dc222ebfb3a90f376c285894b376da
org.hawkular.agent	hawkular-swarm-agent-modules	0.21.0.Final		c1a44a8dce7fd72fd576da4bff52729e3a93a025
org.hawkular.agent	hawkular-swarm-agent-modules	0.22.0.Final		207cf9d103cbacae4c6bd5f9b12b0363fd4488ff
org.hawkular.agent	hawkular-swarm-agent-modules	0.23.0.Final		f4055087379fab94c3281293bf716a5d4197e3d4
org.hawkular.agent	hawkular-swarm-agent-modules	0.24.0.Final		e0b958df16222b4c210db77a30af013f06c88cb0
org.hawkular.agent	hawkular-swarm-agent-modules	0.24.1.Final		90bb277bf3c7c9895236294d4029353342cb4955
org.hawkular.agent	hawkular-swarm-agent-modules	0.24.2.Final		2ea40f72f05f0c7bfaa68e39b6633c02c8bc3e6c
org.hawkular.agent	hawkular-swarm-agent-modules	0.24.3.Final		a3b80e8a75052cb25909709a0c7f18e95363cee1
org.hawkular.agent	hawkular-swarm-agent-modules	0.25.0.Final		d261a7e71f9f50a7c9bd6d9c34de62284cb6361a
org.hawkular.agent	hawkular-swarm-agent-modules	0.25.1.Final		d6c6043ebd70466aa49600a33635c964fe674992
org.hawkular.agent	hawkular-swarm-agent-modules	0.25.2.Final		63caea95602a3f006111cbc7fe105b07d70a3a92
org.hawkular.agent	hawkular-swarm-agent-modules	0.26.0.Final		f46b4d78277019a029bad8988802f247a7789a67
org.hawkular.agent	hawkular-swarm-agent-modules	0.27.0.Final		3cc7af43e3c98ccf9af0c54fc1d922520ab228b2
org.hawkular.agent	hawkular-swarm-agent-modules	0.28.0.Final		32309edc615aa6d63568894ac99a303cbaa6b45b
org.hawkular.agent	hawkular-swarm-agent-modules	0.29.0.Final		babc37fc33c49b97f0af3097d17d340d9686509c
org.hawkular.agent	hawkular-swarm-agent-modules	0.29.1.Final		456916e3f6f30c50b8af767f972afab9e7109244
org.hawkular.agent	hawkular-swarm-agent-modules	0.29.2.Final		7d3ed5bed82a623e723b14933c8ea4d1c71b8421
org.hawkular.agent	hawkular-swarm-agent-modules	0.29.3.Final		b395f14f7223cdbfc2d2a101f81e2113836ec8d9
org.hawkular.agent	hawkular-swarm-agent-modules	0.29.4.Final		d4072e2ec9cc069ac40a87d85117e4c11574948c
org.hawkular.agent	hawkular-swarm-agent-modules	1.0.0.CR1		bc648f48f7d7ed7ef4de54a93ff19aec968269d2
org.hawkular.agent	hawkular-swarm-agent-modules	1.0.0.CR2		63cb03dd28cd3e322630fd952b868627151771c9
org.hawkular.agent	hawkular-swarm-agent-modules	1.0.0.CR3		d568199418330a942753ba4be3c2f428c9e5764d
org.hawkular.agent	hawkular-swarm-agent-modules	1.0.0.CR4		00f712ffdd0819713a685ce7b4bb4afe41850240
org.hawkular.agent	hawkular-swarm-agent-modules	1.0.0.CR5		f92e54b0490eba7e85652ac64407ff2c9e794e43
org.hawkular.agent	hawkular-swarm-agent-modules	1.0.0.CR6		7464019f5cc2fa1232a274b1eee8f01a92b245d1
org.hawkular.agent	hawkular-swarm-agent-modules	1.0.0.CR7		7b9187f2e0b2a7a39995d249d7270094c8a909f4
org.hawkular.agent	hawkular-swarm-agent-modules	1.0.0.Final		2980d1b1da53781d22490fc80eafd30526be7ff7
org.hawkular.agent	hawkular-swarm-agent-modules	1.0.1.Final		136b353f1f242981169912de8f836f77670e24cd
org.hawkular.bus	hawkular-bus-test-common	0.0.5		3c1a43937ebaa3bdd7f6f91cbdd020082eb5c0b4
org.hawkular.bus	hawkular-bus-test-common	0.0.6		a00b7eb0d21adf105945316389fac5e134e0adec
org.hawkular.bus	hawkular-bus-test-common	0.1.0		d80fdbc39d95b1cc974d1f610ada00228444b9fe
org.hawkular.bus	hawkular-bus-test-common	0.1.1		85e662c2ddc8d21e56905c89ae2ef24cec8007d9
org.hawkular.bus	hawkular-bus-test-common	0.2.0		7b935e557959be1e44bc2157342d4ddf9ce5f5ea
org.hawkular.bus	hawkular-bus-test-common	0.2.1		ae6372aeb8bc9945c163ec00ed25f019e741f4de
org.hawkular.bus	hawkular-bus-test-common	0.3.0.Final		287ad91dc56446b3f12a656d16df1601e520910a
org.hawkular.bus	hawkular-bus-test-common	0.3.1.Final		6803cb333a3780a9dabc7ab02be25398c7a4f566
org.hawkular.bus	hawkular-bus-test-common	0.3.2.Final		4fe42029dafd161752391b201caf282d8e90b65a
org.hawkular.bus	hawkular-bus-test-common	0.3.3.Final		2a9d908e71893ba11f98dfb5065db40d3503112e
org.hawkular.bus	hawkular-bus-test-common	0.3.4		b672c5c7521db022d5741320c85d2e3b8ab67a52
org.hawkular.bus	hawkular-bus-test-common	0.4.0		3dcc722bcb604e75418781f5841a5ad6122ed9c8
org.hawkular.bus	hawkular-bus-test-common	0.5.0.Final		2aaaac0f7766aa16ec2b66691b210c834bcd1619
org.hawkular.bus	hawkular-bus-test-common	0.6.0.Final		b3126456df8371c1a1ba4b613d6406ee1921d0e1
org.hawkular.bus	hawkular-bus-test-common	0.6.1.Final		605c3f3088ae0f9638da7a193385098a26473d7b
org.hawkular.bus	hawkular-bus-test-common	0.7.0.Final		2704656c73b175895c90a89de5d1bc8b39e47b5a
org.hawkular.bus	hawkular-bus-test-common	0.7.1.Final		6b7431ce43c79220b18a6e3a13f400f0b1389d61
org.hawkular.bus	hawkular-bus-test-common	0.7.2.Final		26e30e18b2fb1b45e7321da171addc955bcf3ba9
org.hawkular.bus	hawkular-bus-test-common	0.7.3.Final		769ae5f60a9a1c76923c3493227562168111defc
org.julienrf	play-jsmessages_2.11	1.6.2		4b9ae5296784435e7b980336ec9a3e74cf491302
org.julienrf	play-jsmessages_2.11	2.0.0		175227b86b3865f90c3a8fb9062be970bd0f46e3
org.julienrf	play-jsmessages_2.11	2.1.0		e148d42da1966411ab4a0da3245bd2e5a871c357
org.julienrf	play-jsmessages_2.11	3.0.0		eafecb3f79ce910003f21c1635968b0ed2b37071
org.julienrf	play-jsmessages_2.11	4.0.0		aaf482061f76bb9fe1538b2da616d23c07cc7271
org.keycloak	keycloak-saml-jetty92-adapter	1.6.0.Final		3ec43e556ef8f98f8988eb18969e76155d9e4498
org.keycloak	keycloak-saml-jetty92-adapter	1.6.1.Final		92419e0fd654dd45d528d38a2b0feef5d8f34c0a
org.keycloak	keycloak-saml-jetty92-adapter	1.7.0.CR1		52d634a74c18e8225f16c3a6fb056134066f886d
org.keycloak	keycloak-saml-jetty92-adapter	1.7.0.Final		600110b7ce0088d4a16da9007df76d912716b86a
org.keycloak	keycloak-saml-jetty92-adapter	1.8.0.Alpha1		8436e87b8e3c8ec65e9a524d39eada84147c1c96
org.keycloak	keycloak-saml-jetty92-adapter	1.8.0.CR1		a27cb4b343a7551149fd60f57cf898b6d8753169
org.keycloak	keycloak-saml-jetty92-adapter	1.8.0.CR2		eb741e87ff4dc1d56f660ad4ea3ae99d7be1197e
org.keycloak	keycloak-saml-jetty92-adapter	1.8.0.CR3		0bd6ffce32899b8ca981ead78c03c384bb8ff6dc
org.keycloak	keycloak-saml-jetty92-adapter	1.8.0.Final		e76f4ef37b406d4ca4378bcf1b6c5410744a89eb
org.keycloak	keycloak-saml-jetty92-adapter	1.8.1.Final		d1ecb7a13f1da22456e24926981238ab29782317
org.keycloak	keycloak-saml-jetty92-adapter	1.9.0.CR1		a7204e439ed391a3a913d4b05a070d0760044c1e
org.keycloak	keycloak-saml-jetty92-adapter	1.9.0.Final		1b9e4d527fefe08564d7f2bcc115234b5d69fb38
org.keycloak	keycloak-saml-jetty92-adapter	1.9.1.Final		c3c3aa7c50202bc949e1072a8a169f2910f054e3
org.keycloak	keycloak-saml-jetty92-adapter	1.9.2.Final		d579c72983cb31a5432f2cb731bf17f898f8a8b6
org.keycloak	keycloak-saml-jetty92-adapter	1.9.3.Final		3d0e3ad67d827f3dec0b6fdcc8b61cc4f090f3f2
org.keycloak	keycloak-saml-jetty92-adapter	1.9.4.Final		3db8b3b94a2be2a036ef029b527842fb0e709f7a
org.keycloak	keycloak-saml-jetty92-adapter	1.9.5.Final		021fce577b552082731cc0298e846029917dad79
org.keycloak	keycloak-saml-jetty92-adapter	1.9.7.Final		f9e52e1695418701c981198d956c50090aa27c24
org.keycloak	keycloak-saml-jetty92-adapter	1.9.8.Final		1afe0a657eb4bb92f08399fbee8671d6fd2eb1b6
org.keycloak	keycloak-saml-jetty92-adapter	10.0.0		76d6168c44b54b675a4a1c621d12b4afa8e803c0
org.keycloak	keycloak-saml-jetty92-adapter	10.0.1		b5d0d545f81aee71a0a5a8fb17d8c9adb1405d19
org.keycloak	keycloak-saml-jetty92-adapter	10.0.2		53083aceac0665cdcc1ab989849819748e01b2c4
org.keycloak	keycloak-saml-jetty92-adapter	11.0.0		93b3f69e55a6bc32fe94e394ea8b5d960fdd84c9
org.keycloak	keycloak-saml-jetty92-adapter	11.0.1		2e7ebb8077dde0508e7009bdcbda0abadb30e216
org.keycloak	keycloak-saml-jetty92-adapter	11.0.2		7a85f3ca6fd5230e5761ab71bc45c79cd09f354b
org.keycloak	keycloak-saml-jetty92-adapter	11.0.3		b7ac2a940f14099f6c1d88ce5f7e9968f60f1a24
org.keycloak	keycloak-saml-jetty92-adapter	12.0.0		eba8aedc6ee763da9cb76a3cb118977d54993de5
org.keycloak	keycloak-saml-jetty92-adapter	12.0.1		8f81db2dd1f6d4ce29cdcaedde42b2b45a4e4928
org.keycloak	keycloak-saml-jetty92-adapter	12.0.2		8ceb599c4c81e331e8c22e80ea074cd920078ce2
org.keycloak	keycloak-saml-jetty92-adapter	12.0.3		3240f9a24f3022f6e66d62cecab380ab00545186
org.keycloak	keycloak-saml-jetty92-adapter	12.0.4		ab2e98055ec213740d3a8dbd2c005dd9b3736c4d
org.keycloak	keycloak-saml-jetty92-adapter	13.0.0		0aa50603c4dcce3eb96cdb4171175c0856a67fde
