be.cylab	snakeyaml	1.25.1		63d5ac1afd6618663d17bf7301a42bf748121d43
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.4	wsdd	2dd87d0e33cee8f8891c6fa07335e10cbc96196e
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.40		23536ff4505889e99503c05e534d7b460b1b82ab
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.40	wsdd	76b80d6db2384fd2a0cfeb621489d6d017cfe390
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.41		3d930d048a3159a37f87b95672bc69d100d20d78
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.41	wsdd	bd4e8f4395b60f0ca98b8cfd9c8d2c33564ed6b8
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.42		324109df37f2db74f7f5092544fd27deb94fdc0c
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.42	wsdd	65b34376e62a7e975f9ef1f494d096050d945ef4
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.43		cc600bb3ea07d7d5074da2489fe9542e552d0022
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.43	wsdd	0b5b6329db5b0a0700dd317cfdd29d051c4dc4a2
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.44		ba3c2ac883f9a46298a5131567ebf27c365d5d0a
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.44	wsdd	7e253166219dbdbcdd0db901d80231c84c637bd1
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.45		93064fa68e3de8f43d7570fb1b4074532ac53f86
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.45	wsdd	a0df73d00124e6e5c5cd63049462c199f91c4e80
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.5		1766b4b1c2c897864cebc2aee1cd7123371d5e34
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.5	wsdd	f7cd6a111d0cfbfe596931b1deebc266848e0aee
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.6		55feaa51619542b82a5962c1ffae7fa9009bea1e
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.6	wsdd	12eba866bbde719484a30d0a2c607e28d93ebea6
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.7		115197eae4a246a2463e3e16e469a3a3cc03d81c
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.7	wsdd	6b849971aafb19dd3bd84a6be92ff9b784497b71
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.8		c2e9789253fe4e26006cb50b4d12d956581a8a93
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.8	wsdd	f6168c102d1b8c7a0dddcd8d909db82dc2e2bc50
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.9		60800453a38cf13c44f543485bb2f6bc66af2181
com.liferay.commerce	com.liferay.commerce.pricing.service	1.0.9	wsdd	c496111b60516b87771b8e1cbe7d319bde7ce1ac
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.0		ef9ac4f0b4c45c95c10157913d60625982ab74c2
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.0	wsdd	7cf961aa50225bbc3d459c5ac7ddc54ed83194f0
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.1		7594e8c25c49ee70980d8f105ac35fac144df9d8
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.1	wsdd	49bd6a949116276a30ff1ac8af140c9e7807ee3d
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.10		8bcc2cf3f92b068d78b53bd38fe24db0ffaceb05
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.10	wsdd	aac2e6fdb0a4047a71e4a334e19cbcbed72e0592
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.11		60a8dfbcd75b3770cf117419d153c2550b1ecada
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.11	wsdd	dcb4d7ed049180a8bb50c81bef7926b689c8fb39
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.12		fbb8569c8614be0caeb3414d8cc2da48d3cd2739
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.12	wsdd	c6872327c39ef089fc4bc6091a7585eceac99a87
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.13		28895c567453392ed0195cafa96bb4a1c17ebb55
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.13	wsdd	1a42eb76efcc56c1f923fcdebe36a68bd670a02d
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.14		fb7ebe5d4ca746b54ea259c06d1c9ee86bc213d7
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.14	wsdd	adee6d5c8aa64d9b1f97421379c2ccafc4af25a7
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.15		86f08c83b957311a468cf5b7814ab1ff40955101
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.15	wsdd	2cb94821c352af3654d3e1fe55e31224ee5482d4
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.16		aa8bf170d0f531170292185f578adfbc3639f947
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.16	wsdd	603e03b3db48e0c16b60c9818aa973a27fae236d
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.17		721a67b6d49037c06b82f5e0c96d92a2083c6a9d
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.17	wsdd	78c78833f27eb63bed9cc667417ee4906809de8c
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.18		9ef5f38612c4212ff9b029f51e16f62e1a5c67ec
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.18	wsdd	02ef830404a8fba6f6e8bd1844baa10c5f2ef887
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.19		303ec2811ef27410a93148ff96b199ce2635df18
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.19	wsdd	9eeac66c92280c3544d37d958b265d2a42460059
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.2		56dc5bc0e6b4a7968905e9749eee9a0b804aabc1
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.2	wsdd	8c5f13884c73a9b7b5b5b6f96876616b3cdcbdda
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.20		f11eb387d5b0aba8a4efbca2c12f82595cd1e678
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.20	wsdd	2c7d23cddb05399862f6cf81dca19700a57f4351
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.3		a06816b728d7cf668844e14d2f6dcfcde43e19dd
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.3	wsdd	2cedbf9ec251689e20409951bc6105dec7dc4f4d
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.4		224e35e293835abf8088ec2869f1740e1740daa3
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.4	wsdd	27b013fd804d0c12ea36448cdeebc984889a3816
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.5		dd435924b9a0f31f9b001edc551d710318e5b986
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.5	wsdd	6fe4a65a997cfc5d3555342a36519eae81cabe16
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.6		18358f570ebc66ed644921f2085cea58c50d7d1c
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.6	wsdd	4fae70bed6f328857c8aedf99df3e29339033133
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.7		e7b50d4bd040fb9def4bfe4f4d6f6f008cbd015f
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.7	wsdd	b138f6e799303974cc087dea4421ca7d9f170eeb
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.8		626761b53c5b279f73735de63317d70540b472a8
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.8	wsdd	121b4723d340342611bc48b867290376dff4882f
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.9		a27ab54cdc413ebaa21a071a4758e20c48b2f0fe
com.liferay.commerce	com.liferay.commerce.pricing.service	2.0.9	wsdd	c07922fc510df1d0311a8a8cd8641c3bb32f805b
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.0		447431608710c5f9ffc909e16bf7d6e9045c5817
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.0	wsdd	455483cfbcf9704d8891b28079eefce91c4f0fcb
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.1		c52eb2decd9f50e294f3961a285ad1846bbd13b4
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.1	wsdd	536d802ad9989abc08706ab0a75b4e8d33ceddcf
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.10		9a9626009a603de2afac5490792ea5127fab2d44
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.10	wsdd	fd1f6451b9905b80aa73ae3f065b90eac17eceb1
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.11		953adadf6abd545fddd2324937eaef4fa9ccd05e
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.11	wsdd	25ddca97dec64980441f5974560ab60a6ccfc98a
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.12		e64dfa8ee8f2982211e28f67ef4286394ef185b4
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.12	wsdd	d3f92ef1b80a8c5572421dd6d32567a1f876e696
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.13		d867b69249776e0391046762a0d2cc783dd75ec9
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.13	wsdd	561ca06ed58bba506f62f717497e5b45e82dd6a3
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.14		82667cb47d784c8f5b329ce58bdb338990fc6aaa
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.14	wsdd	e8d8318ab2629233123df77dbb3d3c070abf24e0
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.15		1ead11cdd03e9f6438c237694a6e8d48421c00f4
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.15	wsdd	74e6de104fd41b916d893ee7c06a7d74e2a5f5ed
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.16		51690a471face32a7f18b7698330c5bc92e646e9
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.16	wsdd	5e42546c97e5f28fcb9ac0ff69ea028c66afc4c5
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.17		a82c44d6d79ca998fc4bf983ad6008456b1604d7
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.17	wsdd	ad82f0959256caabc28ba9e1520d447ff55a5ea1
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.18		9e70982df6daa96875d989329894f4948a1a8822
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.18	wsdd	00017d1bdaa1197b421736ef322816cf3fb37a5f
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.19		7826bdf1c890107391812fb9c5ce40ccabd7ed5d
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.19	wsdd	02ef31d84629fe94f1e7f0ab2b40ab3921a4fa33
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.2		6f85b5f53490db6cecfda2517bc53737e6443eb1
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.2	wsdd	b057573b6013f4e6558ddb6c82a132d70ee5465e
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.20		895786d862623c947de4ccb74242a8aea89237b8
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.20	wsdd	13f7fec990b7d29bc9b0dbd83ee3b9869b7d5adb
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.21		ce22dfe0c3b5edf7188507f3fa9eeb45b5eef68b
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.21	wsdd	66415b038bcd8497733547f90423eda806aad3bb
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.22		23b0a8123f8375023acc5018eeff37165b1dd768
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.22	wsdd	d2ce37b19f5447af648074690edaabcf3a7368ec
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.23		4ac171a08ea9ea836c0e40449b45e4bdaf07bad2
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.23	wsdd	c1c5c93595b8292b3cc4bfe2f4c38a7622db75f0
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.24		638e18fafbe00be2541208358882fffda6db73c7
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.24	wsdd	6236ae2560cc63e19195a69e87ab433530510061
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.25		f76d60c69d60e585fbb180a3e7909e8de2ff7243
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.25	wsdd	7374efbfce0b56187237fc521f380db6c1da6f5a
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.26		79b6b1734a998d9e49cc14b8ffd88a45de0328eb
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.26	wsdd	8a2afc33a14db7dd82a477ec724c736571de2677
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.27		d0845ae08b76bf337829d05146871248792ed5c4
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.27	wsdd	2c428426d4b6ed7b50b5536be8f64eeaa10b4035
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.28		d1d2ba9df901614acb3d5862feb49cfa5c194d78
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.28	wsdd	bf3690bc75dfbb014114825ec475cafed9c17dec
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.29		1bbe6a3535d61bbfec5b505f0a1904617632dc51
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.29	wsdd	1f98a8a0deb401e060dd5338e63fe71a57d5f201
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.3		6ba47b1a1668eb678fdf9a3e28ec2211b494b4fb
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.3	wsdd	ffaa9f74a000a9d04967a1c4ecd259c19d29da18
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.30		f4da10303fa5965696beb3cb8f931b629ed5a7fd
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.30	wsdd	4175d6b9e4431ce05e08dfa5500d40feeb9ff575
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.31		06411fd4f77982475b44c11e4659fb382c2b1ce0
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.31	wsdd	9c6b4adb3b85c84587f4cee88bce0ed913183693
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.32		c2e03e0747b6f34e1a64a39c26078ff996321b17
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.32	wsdd	0ea21cb4a804728bd8137f19b6d48962646442b4
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.33		8662a62092086a4f22511b97eba40b015c09a74c
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.33	wsdd	bae06affb83ad34d4229413fff73e5ab8302362b
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.34		1f49ef381c9139767babfb7c3ae3eeb0db859273
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.34	wsdd	c0d2e77d5ba2e2f6e7a76e061a33525296498488
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.35		c3c5e6489d6fb214ed0e67dbdf18558dfd101ba2
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.35	wsdd	9ed84fee9683b82e4e78daa3c616513101e19d57
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.36		1d561f321cd422d3ad91dc2eb63f14fe09206b06
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.36	wsdd	0f20b683503c9d5d7a93d0d73745700f8cfd49b8
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.37		3eae2c6e3537648b61339060965f069d73e22451
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.37	wsdd	c270783fa06920a779b33c06a420dccf8a3e4003
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.38		62aab62c9fef420231419af987bae9c6e7e3d800
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.38	wsdd	7224de8a4178d5c113383b764d3ba7ce96b6d40f
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.39		2c8758ea6e3d781737dc4c5c3879c37d0da0995b
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.39	wsdd	09812a8fa38a2f883937195c83872029a28f17ac
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.4		74fd37394404cd253f92f28f078bf1c8e0a3a275
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.4	wsdd	822db1bce13d303aecfcaa84c549e81a77a381e3
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.40		ff0a58f25d9189f0271d6345e9c99b33474ab05d
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.40	wsdd	feea0caac7b5a00359c93fa7b04a0b0acc4eb3da
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.41		6d6bcb3851ab9b0855e5b15a2ebc54722ca2e004
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.41	wsdd	c2bf9cbea38604ba310abbd56cea3c045fc2e5bb
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.42		dd6aa39a1eeba5a50efec7ce62ba8754df50cfc1
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.42	wsdd	11ccc22477c839886893dab12239349b1b57dd04
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.43		5b5ee2e33e61d6a36bf601ebab8f6437d104b025
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.43	wsdd	ac6abb589a5004e15a81d59fdbf5fb3b319f215d
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.44		fb1dc4521213a8adf45cf921955a1e0fa834e7af
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.44	wsdd	24dfec73d3cbf478939898b0870505aa62d37570
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.5		37c62c25acde95075361e7eda6a0c5b01bb16192
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.5	wsdd	458f3e46978e1860d41d28f8452eb1af3bfc7188
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.6		8972f5ae22cb98db3267212e2c292c6855fee444
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.6	wsdd	8a5268390400b4aa3256c6d8d17db7ed7e27b5e4
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.7		538a8827e9bdc075871659c214db71281510386d
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.7	wsdd	b815afd168642f6250ad4d01966b54df56a750ce
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.8		7321d0e0a9dcfb60ccf4ddf0f5c3f7eceeb297f6
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.8	wsdd	58c01cc3722df097d78dcf62aa96ee98cb32a672
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.9		41dbdbf04c4385d517195ec49fc6e19cbeb0d459
com.liferay.commerce	com.liferay.commerce.pricing.service	3.0.9	wsdd	6b69c1b18bca94f98ed2b808be4893b55c1d1d2e
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.0		0e9a1100d747fabd798ca59c8ec93fbc93aaddf5
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.0	wsdd	c78ce7f1fb9dfd2acaeb34df47d175ac6b9bb898
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.1		62bc1caad713d66b0bec754202ad2b2f8e7ac4f3
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.1	wsdd	f7d9bb7d9071876adc2c96a5deee49a81277b395
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.10		a3d2a3a8d61e4cf587d50f35a5974b18cdd2bc48
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.10	wsdd	6d66981ae412c7bb425a441cd9699cc2b88689b2
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.11		3c6c6212f54699aa1c579ed30078de93ad05122c
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.11	wsdd	f385106f7750620f0081da10930d06b3d08aaa58
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.12		cef859d92847166db0dc9685dd6a863db374d7ff
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.12	wsdd	d4a9024bd40df64a11f2c8c424492da481268208
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.13		a33d0cf152a9f01b626be8ba6bb871bbfd70baa2
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.13	wsdd	581393ce63f266e26f7ef7743a1fc08f641995d7
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.14		7c42eaf9548d909baab613d346b132d852664750
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.14	wsdd	f0a81179fbcf5eacecc79c3eba231299f871fe1f
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.15		93ddeee0464807d884fc1a7f72c3c1427dc7f687
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.15	wsdd	7f8af5e76bb7980da24b99cd6b5f0391bb0ee2b6
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.16		a6dddc5abbd6de107a1e82f0dcb38024f1aa8565
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.16	wsdd	168c512f822058999c7a112cb36778f46a2e5b95
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.17		6a34544a7375c1fe1ac8153ec61e11dbba8c08e9
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.17	wsdd	e2b091b88699583b69f18d847380f0fe53d3cd3c
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.18		299daa758ead858def2ef4b62c6bcbabc1b6ef08
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.18	wsdd	1e8a7ccee2eee91d1b05cce312270636634d7bf3
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.19		35d734553e05835b52be2867d156aacfc284e83b
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.2		be6e9bd6eadbf7874a84e893d9618ca17d86f581
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.2	wsdd	b8f29a460aff92be2a6b45e9b9923740aff6e1f7
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.20		d965bcdb03142a5adcd10821b6f1c6cb2149005a
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.21		6d6f89c6ed301660694a21030077a78861ec075e
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.22		9edf225d9caf9bbdbe62f9576ce8612894087097
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.23		00a9939feaa5510c7f37bc66e949e0e55400491d
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.24		c882aa6e4b5e4c2f2cb22d7e095a31e4c0ff2eed
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.25		1c820d3f425796bf839b9a605334ced0001ef9bf
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.26		eb3ed228f8ade0c72355541426aa36873533e974
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.27		7501c9c36fc5f4d2b29f40f0048f94edc849bff3
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.28		51d70ca1e6e3f803396c5019910c8d6477b8b08f
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.29		138675fe1c10628bcbb06ebe1b91283bbce1a8a7
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.3		31d6e8d30b539f99dd3c8ca14d1727e24143b38c
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.3	wsdd	c60519ccb5cd776c7b4219bd6a97f495975dae18
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.30		18e96b8299a47013895b73fa23c1ce8aa0e0546e
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.31		321ebf2a4548e9f3b801d17f3f831fd30a8af3ae
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.32		d0623529b12f5af36326147068e2063ba89ead5c
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.33		210774a62db724809d121a0143a1fda32e4d9346
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.34		7c4d3c2001302316f0f89a91c145d79be5b4e3e0
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.35		57caa57198a6b1cfbe157b2ae9128285189267c6
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.36		568ddba4f990fc30f8384624071811c77422df74
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.37		2a607559a7bb55620ac8c9e8b1719b1a82bcf43a
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.38		fe8ccdde0314cac6c696ff4376f03e4a4f65c1f6
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.39		160c6ca1435391d2eaa72c66ff722b459e6c071b
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.4		98126920c2a337304dd79fb2fccc16ceba499fca
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.4	wsdd	a0d28c6b1d7a5d8dfa3636044dfdc0ae78de06c6
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.40		f1d72db56c6242cfe45a18847e16252b33599e95
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.41		e899e04fb001cb24faa269274bf3a9e606d19852
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.42		bd614d8e1aed36db22ae8d387001dcd774895251
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.43		ce4044a0a7075e18a46263f4b139de1ef570fbd0
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.44		b66396e3bbb8935f0ec478135032ca4f2479772e
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.45		9132bde0351e61bd6e4abae091a5bf7eada66ef1
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.46		8fc533f1960719246b7594a2236a5784c855cac6
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.47		23c3116e01b8d7df54b699ca9a0d3e2042aab2df
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.48		dc4b95ca4227d224799457e637d2e1c0c95595ea
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.49		2bd61ade4c7434ba8c806396a91aa856b58552c9
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.5		70ec1565fd52c117d69299b8cc66b6cf46b01ffe
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.5	wsdd	05a7b05078625fef8592551fa3adeb48c6f6c7fa
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.50		c9b42678805c1a6f40a4bfbca0bd8819a39d8f55
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.51		257f9e8f74a523240fb4e253b26034b9281f3a15
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.52		d59790cbaf97198c0c7bb8695add42a1e20f5d59
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.53		bea06ce6cd8a17590d824cf25f0b0f04294c4a7b
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.54		77ce486b3e3733774f2e110a028fcb7ff48f718d
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.55		d58924afd1299f59e7b2859ebb7249f39f17ed5a
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.56		a2491a5a8e886f904bca439fd42b7de7fbffc055
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.57		80ff7875008347975285cb21dfd239355d380c15
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.58		7e7c0ab940a10d2ba42c05509ef29dfdc3168642
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.59		39f7430f74a83bfc54489782d02b328e9be3e125
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.6		103c9627774d3525e3d60b3ed6c1b9168073639d
