ch.admin.bit.jeap	jeap-central-publishing-maven-plugin	0.7.0.1		a8acf8589153660895afc691fb7f076993dfb209
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.44	jspc	09d12077e1149e41e0a2c760d4708d11c60e6409
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.45		1f8f960f4af05c192b9985edeefe560fbc48ae83
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.45	jspc	10653b1a717f798a9f9662ab362e96f03cbd5dad
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.46		0c39e7351a3dc35265ce3c0e1bebe6604c35d769
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.46	jspc	f7847cd66ec6a2f3c5dab8459162627c0c13063e
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.47		948eed70bb146f8117f5bce9207c6b94ef8534da
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.47	jspc	4763937e9ac4fb2935bd122dc9ed28f2a635c0f2
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.48		d805608f8901eb67dacb2d3972b958944dd8e893
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.48	jspc	826479654235abf85f2bb9f742df3af9af449f2c
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.49		b737035b993c743174c45304efeeb94e953cd017
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.49	jspc	bd220be5a8516ba424c2d8e1c1dac8e61ad8a349
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.5		7c631311ed8256404624edeaa0e51c3c917cba5d
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.50		b337b070459eabacdd0d3161afc363b53f9b8c57
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.50	jspc	0ad458a8579cd823019f34b1eb5a3249619bb109
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.51		9b16902bb6853e31a22389d8e9fa6d7afd877129
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.51	jspc	23a8c4f35209459724fc2220f2ca4f3d061e3b9c
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.52		125436f713556c94e1f37890ec72e4ef71a80092
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.52	jspc	255714c77a3e7616d0b4c9af12f8655ff372bf07
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.53		faf031c46f916dd478b7cc132e18b3c77575eb40
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.53	jspc	d4eb157b58d4cc31c252825aa9d5c74a7b4d535b
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.54		d765e805c16465bb185aeadb899720111cdd098c
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.54	jspc	91abef30a4e6d90da644d1446cfbd1834e4a52e5
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.55		691b3f14300eb22563b6ae8132dd7b4c84726c11
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.55	jspc	0875d2658df162acccce1f301756d5e4bb80404d
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.56		7340ac3128b6dfbc6a284527253b0e7c7aefa880
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.56	jspc	09fee7f1adc406887919381005230224982794be
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.57		fa637dd76e3cfa9787409beb748d907795ff7531
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.57	jspc	bf6b6b51fa7b9c1adfc42a13d47228bcf4710c6a
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.6		41bf050fdd65d8427aaf607f0102b2e5fe7fda14
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.7		5ee4bdcc832935199fad042524f7efc88c42dc2a
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.8		7324856c1237db63994cecc839083fb8f102b412
com.liferay	com.liferay.content.dashboard.document.library.impl	1.0.9		14142b93dd380a6e0db578bc8242911dd0c4161e
com.mayabot.mynlp	mynlp-jian-fan	1.0.2		73da1ff04461fea94c99d61ecf80ed970a8ce01d
com.nextapp	echo3-app	3.0.0		802c5bcffc14c8ca6ce60772d5effa9231e61026
com.nextapp	echo3-app	3.0.0.RC1		cc52a45773db5c16ad9258bd5e1f1a2081cbd051
com.nextapp	echo3-app	3.0.1		08ecc75ebd3200c1b2b5efc396bfc17336cbd72b
com.nextapp	echo3-app	3.0.2		9b77a81f4e5fc42b3026abb462c6ce9ac09f0eb9
com.nextapp	echo3-app	3.0.3		1326a9991ccc1725568eb47a76692deaf58e5954
com.nextapp	echo3-app	3.1.0		38bfa1a46556524c253cfd0e1efdbf373f5d1639
com.ramotion.circlemenu	circle-menu	0.1.0		N/A
com.ramotion.circlemenu	circle-menu	0.2.0		N/A
com.ramotion.circlemenu	circle-menu	0.2.1		N/A
com.ramotion.circlemenu	circle-menu	0.3.0		N/A
com.ramotion.circlemenu	circle-menu	0.3.1		N/A
com.ramotion.circlemenu	circle-menu	0.3.2		N/A
com.salesforce.einsteinbot	einstein-bot-channel-connector	1.0.0		N/A
com.salesforce.einsteinbot	einstein-bot-channel-connector	1.0.1		N/A
com.salesforce.einsteinbot	einstein-bot-channel-connector	1.0.2		N/A
com.salesforce.einsteinbot	einstein-bot-channel-connector	1.0.3		N/A
com.salesforce.einsteinbot	einstein-bot-channel-connector	1.0.4		N/A
com.salesforce.einsteinbot	einstein-bot-channel-connector	1.0.5		N/A
com.salesforce.einsteinbot	einstein-bot-channel-connector	2.0.0		N/A
com.salesforce.einsteinbot	einstein-bot-channel-connector	2.0.1		N/A
com.salesforce.einsteinbot	einstein-bot-channel-connector	2.0.2		N/A
com.salesforce.einsteinbot	einstein-bot-channel-connector	2.0.3		N/A
com.salesforce.einsteinbot	einstein-bot-channel-connector	2.0.4		N/A
com.salesforce.einsteinbot	einstein-bot-channel-connector	2.1.1		N/A
com.soywiz	korlibs-logger-android-debug	5.5.0-alpha3		N/A
com.soywiz	korlibs-logger-android-debug	6.0.0		N/A
com.soywiz	korlibs-logger-android-debug	6.0.0-alpha1		N/A
com.soywiz	korlibs-logger-android-debug	6.0.0-alpha2		N/A
com.soywiz	korlibs-logger-android-debug	6.0.0-alpha3		N/A
com.soywiz	korlibs-logger-android-debug	6.0.0-alpha4		N/A
com.soywiz	korlibs-logger-android-debug	6.0.0-alpha5		N/A
com.soywiz	korlibs-logger-android-debug	6.0.0-alpha6		N/A
com.soywiz	korlibs-logger-android-debug	6.0.0-alpha7		N/A
com.soywiz	korlibs-logger-android-debug	6.0.0-alpha8		N/A
com.soywiz	korlibs-logger-android-debug	6.0.0-alpha9		N/A
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.4.10		4ec5a5c9b6da2f013c57a73b7ed207d67b2042a6
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.4.11		6140134265d7895f203e9b55578946b662526be4
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.4.12		6e4bd05545b2da22732c6980a1502e3844f39b52
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.4.13		4cff53d469aa500068e325e95e92077dca67fec7
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.4.14		ad3190aa96bc380dd01cd97e3c86c844b24b7d0f
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.4.4		29e469cda36dd46d6c46537f450569af3aa517b1
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.4.5		0fc994d2f767d37595ebe605a87e1a63835b3f27
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.4.6		98332e99b7343ecd030165bf4ee7d2c4756fdbd7
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.4.7		3672413af691ca9d614f4662ab54f9544a7e0efb
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.4.8		3903a79ee65ee1b982d85f183d287610127994c1
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.4.9		3ac44c1acfc6a24d768f20f0cafb06a1394295d8
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.5.0		a97f92d48911fdff0f03e6f9bc2399a8f4e139a0
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.6.0		1cc21a99aff34fbd857b7c0dc42779a608a18f2f
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.6.1		535f0b8d62a4dfce26ebdbe8ee8525cd58ce5afd
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.7.0		580f8e613fe41c6c2046739eb62c4747338a95db
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.8.0		ac2413ae943c93608cb567a85bfbb2a721e8196f
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.8.1		58a5b8f4e668ba80ad5ba5f4b61b030eebcff739
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.9.0		48bb97da68ce60d13df6d553d5156298ce7ef76c
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.9.1		4d411a4629c99e376eea9a43900f741eb7195cbe
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.9.2		3c0b067266e1ec81476f6aca69ccbe9194d392e7
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.9.3		be11677eed7852de34da37f63c667befa103e3cf
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	1.9.4		5a1ab1e4c8df8e777b746b34e6b03b1be45b68bf
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	2.0.0		770669136970393b759e0134d083e065626b8498
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	2.0.1		3beba8da3cd96e1a3c6ec0da384d604e136683a5
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	2.0.2		1fe8676520e715b5eb1fbdca0a9f3b3490a78bb2
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	2.1.0		557cede8a96de27727e7fb53901f8b70d7c517c2
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	2.1.1		697a57df41d9b86c0c3e4bcf636f59d9de805d22
com.typesafe.conductr	akka24-conductr-bundle-lib_2.11	2.2.0		b3fffecfe6000c2ff5ee33f8c24a9754f9ac51b3
com.vmware.xenon	xenon-common	0.3.0		21f7227f0578ce8afc1d479ec41d19e578ef7980
com.vmware.xenon	xenon-common	0.3.1		58d5976eef46cfd865bc7cb23c32fbb5ebda3b2b
com.vmware.xenon	xenon-common	0.3.2		735ae5692074907c8a9aa3ce4d3980cebc7e1b77
com.vmware.xenon	xenon-common	0.4.0		15054ebcdb738e83f115841fd7351e010a2c38c2
com.vmware.xenon	xenon-common	0.4.1		453d9766557a6121311cfcc6ac2297d739a67c7b
com.vmware.xenon	xenon-common	0.5.0		4fa12715de51e1ba4efca1d03d205d846a024102
com.vmware.xenon	xenon-common	0.5.1		163866c81813ae12ab671143ae2de5f5086a0d17
com.vmware.xenon	xenon-common	0.6.0		08e9ddbb8404311cb4e226e74d93aad540a32488
com.vmware.xenon	xenon-common	0.7.0		f90627e4c8b4a391627606555deba16c549e957d
com.vmware.xenon	xenon-common	0.7.1		ea34a4701f23c99d8e32012eff1925add8b5a275
com.vmware.xenon	xenon-common	0.7.2		bb060c13e96287a3f0c4fc5823299adf0c1a010a
com.vmware.xenon	xenon-common	0.7.5		1cc6101d0aef8adeeba45a2e0e57b385d52d5298
com.vmware.xenon	xenon-common	0.7.6		1e07aecdbf0e386d311b84a5aef239a46ed5bedc
com.vmware.xenon	xenon-common	0.8.0		b3a569eaa7d74c382ae3e1c62f1cb025b310a733
com.vmware.xenon	xenon-common	0.8.1		78fc9813a0e8097f52dd92ddac6ff186eb76f871
com.vmware.xenon	xenon-common	0.8.2		a301811aa889ff51cf3f56eefd1859923cd17c7c
com.vmware.xenon	xenon-common	0.9.0		f8fb3561c43bef27a8c74fb82fc222e12c0fc99b
com.vmware.xenon	xenon-common	0.9.0-CR1		22eb333e8ec43430e30751e60d0ff38b2d13e45f
com.vmware.xenon	xenon-common	0.9.1		6ba0d42371ae6acf4d4c49ea166d957defb3376b
com.vmware.xenon	xenon-common	0.9.2		7d9ac04aea4299a02cacb84e24cb0ed835c3e5cd
com.vmware.xenon	xenon-common	0.9.3		fa09d4cdd03933568f06957d2b7f5c5e7268f3f5
com.vmware.xenon	xenon-common	0.9.4		a61bea990e6dacfea07005d3b96fc0761436c2db
com.vmware.xenon	xenon-common	0.9.5		59248a9389118b2067d5e67fae9adb4f1fa4780a
com.vmware.xenon	xenon-common	0.9.6		36bdeca8059e73811c0b97ce5a8b379775c21fbe
com.vmware.xenon	xenon-common	0.9.7		ef5f7ab607532c312d9645563cf40b288143c781
com.vmware.xenon	xenon-common	1.0.0		6a63e7ce05b5a8cc76ec2bb5f763321345f54153
com.vmware.xenon	xenon-common	1.1.0		22a0691fe43f13327b91732abb4ccf45daec4ee1
com.vmware.xenon	xenon-common	1.1.0-CR0-1		525718bb03b98b87ccecf1a883a5ad432d28dc81
com.vmware.xenon	xenon-common	1.1.0-CR0-2		6f03e375ef9c82b06b1bba00b7f62cfd791c59bc
com.vmware.xenon	xenon-common	1.1.0-CR0-3		a71ad7fb8b23e2b0ce3814da0bcfb9a45fac7b5e
com.vmware.xenon	xenon-common	1.1.0-CR1		61a021593460e72c5cf333474ca9f0b1dbf382dd
com.vmware.xenon	xenon-common	1.1.0-CR2		2c3850040c92e881370941c94e3ae81713d9e693
com.vmware.xenon	xenon-common	1.1.0-CR3		32d24faca5ebf6dc5bdaeaa5d3e7a6fd21450976
com.vmware.xenon	xenon-common	1.1.0-CR3_1		f9b2138297e1a57299d9abe37d765683e0534cee
com.vmware.xenon	xenon-common	1.1.0-CR4		7a5bff315a5cf6a0d61b278e0dc84a686a502cd1
com.vmware.xenon	xenon-common	1.1.0-CR5		7cdf18746aa882986a4c822e235215785c57d8a2
com.vmware.xenon	xenon-common	1.1.0-CR6		99778b3d0d47bde8637a9168ae5c986e6f75fb3b
com.vmware.xenon	xenon-common	1.1.1		44eda5cd35db7dee591bcbfae02120f68b5a254d
com.vmware.xenon	xenon-common	1.2.0		6c8244c1292f9ac740c72e9fc3d8e23f2ee6f1c5
com.vmware.xenon	xenon-common	1.3.0		ebdd4bab6eb4707d64a03a21bfcb7ac4cc055142
com.vmware.xenon	xenon-common	1.3.1		0a934206b913d1cb6fa84d8f8dd91c2585032f5f
com.vmware.xenon	xenon-common	1.3.2		ae655b45e6ad88a6b2245a57e6d97506f57f8d47
com.vmware.xenon	xenon-common	1.3.3		16854cdcd05ffce89650e1dff78d17ce1b90e172
com.vmware.xenon	xenon-common	1.3.4		6658d7d5d9856a35ef5145d60186ea16674872ef
com.vmware.xenon	xenon-common	1.3.5		b3832b45da0df0d68b60c617340c7bf6fd2f54e7
com.vmware.xenon	xenon-common	1.3.6		c27db17b074d1a3cb05fbaeb74b52e47e714ddc0
com.vmware.xenon	xenon-common	1.3.7		09a36b6c4c2ce2a6ffefea02634acfa2a0d0b41d
com.vmware.xenon	xenon-common	1.3.7-CR1		875fe8e3e0fa4a03098635813779fd5fc470f761
com.vmware.xenon	xenon-common	1.3.7-CR1_1		62c5e044121a78f2eb4121f719b6328fbf08934b
com.vmware.xenon	xenon-common	1.3.7-CR1_2		113bfae3720ebb29b29c382440614777d81950b2
com.vmware.xenon	xenon-common	1.4.0		ed8aa8d340d7eb0fd3d00fe6ba2c47ea7b5c8385
com.vmware.xenon	xenon-common	1.4.1		57dc323897650cec713213278cee9549f9044a45
com.vmware.xenon	xenon-common	1.4.2		48563e98a98849ed0038895593019132e8f3ef7e
com.vmware.xenon	xenon-common	1.4.2-CR1		90ecda055e998ce287949e12a722dbbc9a4be098
com.vmware.xenon	xenon-common	1.4.2-CR2		69e496d6d1dd1a706ea1bad6afa987524afa3f31
com.vmware.xenon	xenon-common	1.4.2-CR3		09d88a4697a6e4f722462c611a3774c7f5dc2aa7
com.vmware.xenon	xenon-common	1.4.2-CR4		272b5754868deeb43cf65ab83ea40a5442c50864
com.vmware.xenon	xenon-common	1.4.2-CR4_1		ad227f26d1f866184284bda9d56dc1fcb1ffb653
com.vmware.xenon	xenon-common	1.5.0		29ce76c2cd8c74a700c2d983f26691540eea4449
com.vmware.xenon	xenon-common	1.5.1		fc6eff0ee1f0968870f3ea09e4ca83217b6ede66
com.vmware.xenon	xenon-common	1.5.1-CR1		3b96be3658cfb66803d9b232f78336d55ab92b98
com.vmware.xenon	xenon-common	1.5.1-CR2		a25e7a750ff2977ff8b1d0db29fe7ee3f2f612c3
com.vmware.xenon	xenon-common	1.5.2		ae4f00c2d4e94ebb7f7a2fc3de1668879c907180
com.vmware.xenon	xenon-common	1.5.2-CR1		6a7606f1e9a0d4258584678b3fc0871aefb1d04d
com.vmware.xenon	xenon-common	1.5.3		6971d9f949db2078a279744b86801cdad2e3ba5a
com.vmware.xenon	xenon-common	1.5.4		99bf90fe46c0db70e5befb69019aececf4e28925
com.vmware.xenon	xenon-common	1.5.4-CR1		72a5b6d6f52cc1224e60ef71341fc42817276db2
com.vmware.xenon	xenon-common	1.5.4-CR2		208b3649edadd1b30f02701e43e741b00cebe4c1
com.vmware.xenon	xenon-common	1.5.4-CR3		9c39a20cce42394efa9e7939ebe6b65fbc3d6e39
com.vmware.xenon	xenon-common	1.5.4-CR4		a1cba9e6212f725430157b9cf2361dd4d0bae0ea
com.vmware.xenon	xenon-common	1.5.4-CR5		6e8d876ee2485db1bc442f1f933d0671c7e8ab64
com.vmware.xenon	xenon-common	1.5.4-CR6		d2094f7a2ef1e7dacde7715ee4c50a1cb640ffca
com.vmware.xenon	xenon-common	1.5.4-CR6_1		04571e2c0cc37bf3baad09921236bc27bf7bcefa
com.vmware.xenon	xenon-common	1.5.4-CR6_2		3dca61576666dcf3502b5c90546aab67149c80a3
com.vmware.xenon	xenon-common	1.5.4-CR7		9e3ae7c56f8762016b3a7ea5bbbbe3c2f5e2ec89
com.vmware.xenon	xenon-common	1.5.4-CR7_1		16d39ed4736b95ec6ec1a87ae7595d8ca9ad125a
com.vmware.xenon	xenon-common	1.5.4_10		8dd321bf5582dad584904bff0815106bd18c76d8
com.vmware.xenon	xenon-common	1.5.4_8		94b66b3aee2fc58c4c68d8f8d8735bf27ce8266b
com.vmware.xenon	xenon-common	1.5.4_9		e406d68c9b399a1b061eb8a881f7723fcf93a52e
com.vmware.xenon	xenon-common	1.5.5		5a483e79fdd5c381068c558af37087b56a1a4bdd
com.vmware.xenon	xenon-common	1.5.6		206a91ed47dd9c5de4fcd3aef1cc3e9f04331481
com.vmware.xenon	xenon-common	1.5.7		315ce613e20de71e817445681575a8140ffabb79
com.vmware.xenon	xenon-common	1.5.7-CR1		cd84d63055dd655dfc2555e2139beb66fb122e7f
com.vmware.xenon	xenon-common	1.5.7-CR2		98d224d0e8f90e7d27fe183c7731173bc1ef3b68
com.vmware.xenon	xenon-common	1.5.7-CR3		1b86d531f0014868a21bd0a9a480e9b3aa7c39df
com.vmware.xenon	xenon-common	1.5.7-CR4		07b56dd49406a23a05c5fb5138a0ff2ae8d22a2b
com.vmware.xenon	xenon-common	1.5.7_5		6b8282bc947d9954b4b2d4fe0f7fbb6d96735939
com.vmware.xenon	xenon-common	1.5.7_6		e65549012a06a05203f677878fd536975f470bdc
com.vmware.xenon	xenon-common	1.5.7_6_1		1336e385010a189a0bacf45663f0018efc8a8199
com.vmware.xenon	xenon-common	1.5.7_6_2		c005b62027836a97dc0ca8ad7034171eb5a15baf
com.vmware.xenon	xenon-common	1.5.7_7		bc9322599f907f192e6ea92fe29a8c7a4926ab28
com.vmware.xenon	xenon-common	1.5.7_8		4ae34b1cb43ba4912f13893595b11bb9897b784c
com.vmware.xenon	xenon-common	1.5.7_9		6b3126a74378f45ac50950d83d349c3e6aec5bf7
com.vmware.xenon	xenon-common	1.6.0		17914e16a6ff60dc267bc3e4f5f13fab74fccf58
com.vmware.xenon	xenon-common	1.6.1		b1846cb9a09216ef1c66ba3016602c2a90cfaf61
com.vmware.xenon	xenon-common	1.6.10		259d033f91f0747611409a14475f5b2adc8b827a
com.vmware.xenon	xenon-common	1.6.11		2dc6641ea204027160d0564fc9dd9b23f18727d9
com.vmware.xenon	xenon-common	1.6.12		4f4e5d0fd7e3251e2d6d3cb2decbd52fcd352497
com.vmware.xenon	xenon-common	1.6.13		f9151aaf4fe595426232dec2698fa1c09aa8ebf4
com.vmware.xenon	xenon-common	1.6.14		c16fa198a1a2ee2b6e6e74d3a46af45db27a476f
com.vmware.xenon	xenon-common	1.6.14.1		6bd669cdb667609955e3b64c48a04e1e2d691151
com.vmware.xenon	xenon-common	1.6.15		202b3e6d7e84a8b1cfba0cbef2d7fdbcfc76680d
com.vmware.xenon	xenon-common	1.6.16		41cac9741857aef2e4378978444fa33db2da021c
com.vmware.xenon	xenon-common	1.6.17		cafec71bc889715daa99d78574aae5d13b9ee41f
com.vmware.xenon	xenon-common	1.6.18		eae40833e379fdff49b0459c9cd53e3c91bd4748
com.vmware.xenon	xenon-common	1.6.2		18f25cada7940becd73d1b15b78dacaed88c8fa2
com.vmware.xenon	xenon-common	1.6.2.1		f081777559904a8c2e249e3510f914deb1106a10
com.vmware.xenon	xenon-common	1.6.3		3f1f85d048faeafd71df830f621b9ed6570c327a
com.vmware.xenon	xenon-common	1.6.3.1		ee03905b142eff3c66090aa1a9a9b145d32c1fd0
com.vmware.xenon	xenon-common	1.6.3.2		36423fa06d2896a3389aca9dd266ecc7221f392d
com.vmware.xenon	xenon-common	1.6.3.3		bc4529ac657930fb1dbc021636de636a6d0132ba
com.vmware.xenon	xenon-common	1.6.4		6e24edd2a13c00aea268b4166470f89a2f2feb2a
com.vmware.xenon	xenon-common	1.6.4.1		cc7830ec13ee737b8997d4f48422d54e967c835f
com.vmware.xenon	xenon-common	1.6.4.2		c3d2997c2e80fa230b1edb0022aeaaa0e3740393
com.vmware.xenon	xenon-common	1.6.5		07b3c20a8c5f2d1bf7133bc16740e9052213ffd0
com.vmware.xenon	xenon-common	1.6.6		c789f1aa46cf469db93d96ee822dfcb45efeff02
com.vmware.xenon	xenon-common	1.6.7		230dad9fc45a2c628440bcdc56ac15b321c67398
com.vmware.xenon	xenon-common	1.6.8		431592b3f1e18f44ec9742d43f07db584c3bee82
com.vmware.xenon	xenon-common	1.6.9		423a3c9eb44e07de502239bf59d7e1b6a9288b9c
com.zarbosoft	pidgoon	0.0.1		9ec9774b7a6ec7fb3d60ba35707dc176327068f6
com.zarbosoft	pidgoon	0.0.2		fbf5619b136b77253330552d3838d84d2546f5d8
com.zarbosoft	pidgoon	0.0.3		bc062732c3055fdf517028b5b8666016047e4268
com.zarbosoft	pidgoon	0.0.4		7dbcebd0148d6623242e10b28bebec6517b2ca67
com.zarbosoft	pidgoon	0.2.0		08fb9a721e9527aaec5b694d0e48bf47b8089937
com.zarbosoft	pidgoon	0.2.1		af1350b7f1164f0ec4bf166b693b897e0134e755
dev.icerock.moko	widgets-bottomsheet-iossimulatorarm64	0.2.0		N/A
dev.icerock.moko	widgets-bottomsheet-iossimulatorarm64	0.2.0	metadata	707785d220ac05d5148e6d91e6c7c3e2793f5418
dev.icerock.moko	widgets-bottomsheet-iossimulatorarm64	0.2.1		N/A
dev.icerock.moko	widgets-bottomsheet-iossimulatorarm64	0.2.1	metadata	cd6c1ed8979351f322cfbc19b9e750dbdaac6378
dev.icerock.moko	widgets-bottomsheet-iossimulatorarm64	0.2.2		N/A
dev.icerock.moko	widgets-bottomsheet-iossimulatorarm64	0.2.2	metadata	b3d56d7958cd739f32ba7d418572103264864375
dev.icerock.moko	widgets-bottomsheet-iossimulatorarm64	0.2.3		N/A
dev.icerock.moko	widgets-bottomsheet-iossimulatorarm64	0.2.3	metadata	e67fa00ec2acd5a58a4e3a486fbf8e66a36ea986
dev.icerock.moko	widgets-bottomsheet-iossimulatorarm64	0.2.4		N/A
dev.icerock.moko	widgets-bottomsheet-iossimulatorarm64	0.2.4	metadata	97f596c99b7b442e25e6fec409c428a8864828d7
dev.opensavvy.pedestal	backbone-js	2.0.0		N/A
dev.opensavvy.pedestal	backbone-js	2.0.0-rc.12		N/A
dev.opensavvy.pedestal	backbone-js	2.0.0-rc.6-post.5+8c1ce4a95b		N/A
dev.opensavvy.pedestal	backbone-js	2.0.0-rc.8		N/A
dev.opensavvy.pedestal	backbone-js	2.0.0-rc.9		N/A
dev.opensavvy.pedestal	backbone-js	2.1.0		N/A
dev.opensavvy.pedestal	backbone-js	2.1.1		N/A
dev.opensavvy.pedestal	backbone-js	2.2.0		N/A
dev.opensavvy.pedestal	backbone-js	2.2.2		N/A
dev.opensavvy.pedestal	backbone-js	2.3.0		N/A
dev.opensavvy.pedestal	backbone-js	3.0.0-alpha.1		N/A
dev.opensavvy.pedestal	backbone-js	3.0.0-alpha.2		N/A
dev.vality	fraudbusters-warehouse-proto	1.12-afdcd48		48ade03bcd8e0a745b5ab26b985263be48db8dff
dev.vality	fraudbusters-warehouse-proto	1.12-afdcd48	v12	cee9e0d3693a5fc1f89735b9c106a91505941adc
dev.vality	fraudbusters-warehouse-proto	1.15-65ddc6e		913a5d0d12291c7ff450982dac5f0eb12c2e3b32
dev.vality	fraudbusters-warehouse-proto	1.15-65ddc6e	v15	b0185c20021908767f93a22a413d23c820dc95b4
dev.vality	fraudbusters-warehouse-proto	1.16-b24d88b		e144b71d715e86c06de7867e5b87bef99bb517c8
dev.vality	fraudbusters-warehouse-proto	1.16-b24d88b	v16	dcd9bbc9e8318dd1aaed6a5f380081df0b352e81
dev.vality	fraudbusters-warehouse-proto	1.17-ad5d5bb		c994829248fb0fba1cc2597f15c181cbdcc27e90
dev.vality	fraudbusters-warehouse-proto	1.17-ad5d5bb	v17	775cc1c0d592021bd38088a9322a284a3efd0fda
fr.norad.visuwall	visuwall-api	0.3.4		c34c19bc24b983882fd0b45a1f539de8a33af5a7
fr.norad.visuwall	visuwall-api	0.3.5		e472800e201ae9db4a12bc6cede766aedcbb8fa2
io.burkard	aws-cdk-scala-cloudfront_3	0.1.2		e66eb8a1b23575f33863635d9ca9cb88061fbe0b
io.burkard	aws-cdk-scala-cloudfront_3	0.1.3		104e5887e6b61291ba6fc2b27d5b6a24e176ee40
io.burkard	aws-cdk-scala-cloudfront_3	0.1.4		a5a384c1074da04d1fc057c82199ad5896803b69
io.burkard	aws-cdk-scala-cloudfront_3	0.1.5		4b11a0135dff50896229e9476036522a21afe900
io.burkard	aws-cdk-scala-cloudfront_3	0.1.6		cfd5723b44ed216a59beaeac6f348931ecca6206
io.burkard	aws-cdk-scala-cloudfront_3	0.1.7		7fa4860ccd0b96a596b9f89ce006923b4c8374d8
io.burkard	aws-cdk-scala-cloudfront_3	0.2.0		cee6a32dbf3800e908490c7122617ee309b6e2e2
io.burkard	aws-cdk-scala-cloudfront_3	0.3.0		64fa2b7d86e956a1388a726e01348b0a6b218287
io.burkard	aws-cdk-scala-cloudfront_3	0.4.0		410154ebfc76fe1b913b7c11c107ab08351974e8
io.burkard	aws-cdk-scala-cloudfront_3	0.4.1		8e8890b8411abd6632e5f2ee9682697f5f4c2b2b
io.burkard	aws-cdk-scala-cloudfront_3	0.5.0		2a818325acf922df5cc0bca9372c8dae79959970
io.cdap.tests.e2e	cdap-e2e-framework	0.2.0		43e85fe4bd196a282378bb6b29366c9121176ee1
io.cdap.tests.e2e	cdap-e2e-framework	0.2.2		7a1e06227757562430527300f72c26380ba31122
io.cdap.tests.e2e	cdap-e2e-framework	0.2.3		c0ac4cb130b7ea98161f5a5e72c6be738b41b1a2
io.cdap.tests.e2e	cdap-e2e-framework	0.3.0		befbcd8e5bb4ee52776acdc0516348d719ebe759
io.cdap.tests.e2e	cdap-e2e-framework	0.3.1		1f2cb7f19de587ec7025e1ee7efdc43d4ce82f35
