ch.admin.bit.jeap	jeap-central-publishing-maven-plugin	0.7.0.1		a8acf8589153660895afc691fb7f076993dfb209
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.13	metadata	7122d677fc7ebc6b9709662c3892bedbc396dce1
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.2	metadata	42ee7ad6e941b4a4ebb9048f46357d80c68ebead
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.3		c1699da3589b0266a8938c43e4dc275ef78ace26
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.3	metadata	d6ad72c1f3c3b3cd49b8de5ef8ab9f5852e880f6
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.4	metadata	c199aacb8d07509c80d0eaf3e8c7d04df8b632f2
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.5	metadata	eb77ad735ee6fd1c9881822c0e91462c2f0c9086
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.6		0129c41bdbfb35616ac22aeca222f2f8c2c4599b
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.6	metadata	86f0a7bd62d57c2f9315b4d1b76bca474f577411
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.7	metadata	8be3b4c2a633f36b47deabf94f6fac13b1082e22
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.8		bfacb2e0cdc62782b1917409afb3fbcc2fc7c548
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.8	metadata	fd5c07f94bd8bec47229bf4e8ecbed00e16d7f8a
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.9	metadata	46cfaaaefcc29cd03fa200d9d27a79293e02341b
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.0		007246315ada89a079e8f805a372dbfcd30a3e19
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.0	metadata	e43ec391dd40746e7e72d55d9391cd11dc27820e
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.0-beta-1		a1984584d502a9611d068ad9cd461e4b5107bcd0
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.0-beta-1	metadata	6e2efd4b826731b9ff2340eee43a02df93541e92
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.0-beta-2		7351373697134104d796ee4da2b2d0fd926ccbf6
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.0-beta-2	metadata	187e5eb3a6ccba4e1f57bd8a40e795ae4d61c02e
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.0-rc-1		6996c0bfdd7db2850bc70598c85dda899dc90a76
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.0-rc-1	metadata	fa833393629895633e2bc96e6ac86e6ce8aa9de9
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.0-rc-2		9fd2e2c70c543aefd1d9eddf28899bcf52db138d
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.0-rc-2	metadata	4a0be45eb2296713a99eefddca477b05ea2eb1e9
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.1		3697b6fc6c8a3d132c0bedd0cde69ae2827f57fb
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.1	metadata	7656b3bf9a7bc4506a8500bacb477a61157ef324
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.2		1e59b8e22acc6762427469726ae42d9f5f9da35c
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.2	metadata	45b3366f70da45c8ff50d5225e4ac839c6ed1335
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.3		74da3ed92ca294dc409d9adb358b36a206d532dd
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.0.3	metadata	8ba34059a31f3cc47f919d04f5157516232de6e6
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.1.0		e8b185a9aac898f523ba86aeafb2e036094a081f
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.1.0	metadata	49715c5938507caf581d425919943d944752c00c
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.1.1		e25e8125fce8c1e00b6d0dbf387882d6278cd36d
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.1.1	metadata	5b48f8d5dee3a5736f3d1d8a7e672055e56fd913
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.1.2		6b73f35e9f032b8484d64ee18176009dcdf4ca8d
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.1.2	metadata	ba9f7e1141e54b5780c41c30713111feb075a93e
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.1.3		1452db3e960848a6b85451f3f71ad7dd2aee123b
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	3.1.3	metadata	3005325dfde022e9400ec6d1cacb36eb004ac9c7
io.lanau.framework.modules.backend.batch	lanau-modules-backend-bacth	1.0.0		9082d62bc7693ea6775e64f30dfa20811c87431f
io.matthewnelson.kotlin-components	kmp-tor-binary-extract-js	4.7.10-1		6fe3f8d0db172f9503c860ddce97e21ab369dc17
io.matthewnelson.kotlin-components	kmp-tor-binary-extract-js	4.7.11-0		383d44db08795f1a4febfdc5a4e47219d6162d0e
io.matthewnelson.kotlin-components	kmp-tor-binary-extract-js	4.7.12-0		ad9d4d0833d4aedfcb33661ef3ee538763e1e6bf
io.matthewnelson.kotlin-components	kmp-tor-binary-extract-js	4.7.12-1		20bec581907d68b266c904d3e4821248c4b0855b
io.matthewnelson.kotlin-components	kmp-tor-binary-extract-js	4.7.12-2		2adbdf5ee62e1937e80cf461030079cae4eb7860
io.matthewnelson.kotlin-components	kmp-tor-binary-extract-js	4.7.13-0		0657e522430a4beeecfeacc2aeafce88b86816bb
io.matthewnelson.kotlin-components	kmp-tor-binary-extract-js	4.7.13-1		c5e01a22316031f79df7b12b1a5daaa25153ef90
io.matthewnelson.kotlin-components	kmp-tor-binary-extract-js	4.7.13-2		e7f9cf23b1c2687d7bd9684952926ea559e84c83
io.matthewnelson.kotlin-components	kmp-tor-binary-extract-js	4.7.13-3		e7f9cf23b1c2687d7bd9684952926ea559e84c83
io.matthewnelson.kotlin-components	kmp-tor-binary-extract-js	4.7.13-4		f86df7cad196cf6568670836b6ed95ca0ed4a286
io.matthewnelson.kotlin-components	kmp-tor-binary-extract-js	4.8.10-0		N/A
io.matthewnelson.kotlin-components	kmp-tor-binary-extract-js	4.8.6-0		N/A
it.cosenonjaviste	jsf2-spring4-jpa2-archetype	1.0.2		7424c0888715213ef6ad97aee0df13d602f472bd
it.cosenonjaviste	jsf2-spring4-jpa2-archetype	1.0.3		b5e56f6e32e05e052cf733afc55ae9b11c32e4fb
it.cosenonjaviste	jsf2-spring4-jpa2-archetype	1.0.4		2d2033c5276d580348c052227d6c077c67c63f3e
it.cosenonjaviste	jsf2-spring4-jpa2-archetype	2.0.0		5df49abd91f1038ac8225e80b9717390f18ea335
net.akehurst.language.editor	agl-editor-common	1.5.0		a92d6cb2c3448a5225c66a257b8a02a4846b6670
net.twisterrob.gradle	twister-compat-agp-8.5.x	0.17		7cf900d7c22aec46d8344b9687be7920a9573baa
net.twisterrob.gradle	twister-compat-agp-8.5.x	0.18		7100ccc125b5d0a1bdc2dad4dd99969b44de18a0
net.unit8.enkan	enkan-component-s2util-beans	0.10.0		6f722be76d7517ce2b1a22207453e5e8c982536a
net.unit8.enkan	enkan-component-s2util-beans	0.2.1		defb2b8cf22f730c3ef71267543153e56cf2c673
net.unit8.enkan	enkan-component-s2util-beans	0.3.0		18acfb8b80de3c1542e0e5e11d2437f6f1ed578b
net.unit8.enkan	enkan-component-s2util-beans	0.3.1		2387e0d0584e2cb6f6d60ef5674f935026091859
net.unit8.enkan	enkan-component-s2util-beans	0.3.2		28c291422f04f07b535c5d8b2bf0b72b97dfc71b
net.unit8.enkan	enkan-component-s2util-beans	0.4.0		5f4e02af355a8bcb0e3075d77d787516e117f30a
net.unit8.enkan	enkan-component-s2util-beans	0.5.0		bfbe9c625a4ba268fff4b1b42f794d09f167fda9
net.unit8.enkan	enkan-component-s2util-beans	0.6.0		35d48db7a56a76924296e9a7a5db32094d766747
net.unit8.enkan	enkan-component-s2util-beans	0.6.0-beta1		e59d5ccfbc2940bd5202fe68ca0813f92cfa7e10
net.unit8.enkan	enkan-component-s2util-beans	0.6.0-beta2		87a3e85c11c2589835215d5216a70670e0680f42
net.unit8.enkan	enkan-component-s2util-beans	0.6.0-beta3		12c083b0a15800d311b89ea82b45ae98567c637e
net.unit8.enkan	enkan-component-s2util-beans	0.7.0		cfbaa46717ef285792fcf89c0e94d8c706164055
net.unit8.enkan	enkan-component-s2util-beans	0.8.0		ed7b6517375d967edb71d62c29f7c8ad665b2463
net.unit8.enkan	enkan-component-s2util-beans	0.9.0		fa70335f558ac4eab914d57af12493e67cbf6860
np.com.susanthapa	mockoon-android	0.6.1		N/A
org.apache.calcite.avatica	avatica-noop-driver	1.10.0		2f25a76ced4b57a5c1a82b1aee2e7e25fa886074
org.apache.calcite.avatica	avatica-noop-driver	1.11.0		502fdcb69d62ae4a97b565e86fe57a87f7343733
org.apache.calcite.avatica	avatica-noop-driver	1.12.0		57bdc67131db121bea74752ed490c331abab3e00
org.apache.calcite.avatica	avatica-noop-driver	1.13.0		60e1c0be3d157ed5caf69afb1273575b126b2743
org.apache.calcite.avatica	avatica-noop-driver	1.14.0		eeb7d5e4091c2e34ab68eaca81885d7c2282faf3
org.apache.calcite.avatica	avatica-noop-driver	1.15.0		c8cb15afaf3b1cdd5eb7750a697c1b7bb7bdd9ca
org.apache.calcite.avatica	avatica-noop-driver	1.16.0		fcafcf350c1fc33c36efffa0223fe6b096225b1d
org.apache.calcite.avatica	avatica-noop-driver	1.17.0		9a78de1f3067d47f5f70b6feee8171a7329dfdd8
org.apache.calcite.avatica	avatica-noop-driver	1.18.0		014216543fd351ef00a0555929c5979e40124f92
org.apache.calcite.avatica	avatica-noop-driver	1.19.0		ba97dbb7bed878ce7ba7d29de68e45c81bb3dbfe
org.apache.calcite.avatica	avatica-noop-driver	1.20.0		9a35a9ecc1f2d59d5c27a3038e7a70e15bbf5604
org.apache.calcite.avatica	avatica-noop-driver	1.21.0		5c5ffe7b297b53a1e7eb6ead888f91220bf06623
org.apache.calcite.avatica	avatica-noop-driver	1.22.0		960d81563153dcc5edb72eaa8b8dd6defce5a911
org.apache.calcite.avatica	avatica-noop-driver	1.23.0		3620ecba9506cc88f5cce37cea34264bdb5704ea
org.apache.calcite.avatica	avatica-noop-driver	1.24.0		0a5910ab07fd6691768e57bc41356cf56a668a6e
org.apache.calcite.avatica	avatica-noop-driver	1.25.0		122ec94a9e534ad08d30a570b85a841b657d7f24
org.apache.calcite.avatica	avatica-noop-driver	1.26.0		630c876578ef0a076310932608fac23c8578ee34
org.apache.calcite.avatica	avatica-noop-driver	1.7.0		301e11af842543a33c36b8a542ae4e7605cc112e
org.apache.calcite.avatica	avatica-noop-driver	1.7.1		794d49dabd9b7b18db344267fcec2c8c8f932a99
org.apache.calcite.avatica	avatica-noop-driver	1.8.0		073cc1909fb3eddca559e8d45cc0ce969cc0cab1
org.apache.calcite.avatica	avatica-noop-driver	1.9.0		b87fe4182b5552c664fe076a2fef8072c093c328
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	1.0.0		077348f9b7a4a524093511dce32014d523b033c2
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	1.0.0-CR3		5c68846f511b208197f4001837c206667b912922
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	1.0.1		0740f9883c8ea0c8b4afd9fbe14a2cb84067dbd4
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	1.1.0		1a7e4842903c6411c75edc02e40c34eafc03d0ce
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	1.2.0		fde353e4f246386e46643076e00918867195147b
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	1.3.0		00d55c02f10c3d1e20ca85957ec8277573b230da
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	1.4.0		c924e2a6b55c038c736dbafdecd08577b0edd797
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	1.5.0		8c0a1192c3282958aa87b907c0002ad8c57c6ea2
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	1.6.0		6ef2c0ab57c0f8a79032f97efac582b0760ea320
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	1.7.0		bfe35b911c3fa6b53cae4665bee0ee9433a1ebb2
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	1.8.0		438078c663c3493af49b9ae22c4b18972cd03244
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	1.8.1		1bb93b763daac4bf4dd0fd95ddb04bbfaae0ba40
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.0.0		da50d3895e5f988d288a039a6796cb8e928b74b3
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.0.0-M1		1f798eb37521fe1741c91185e7d785cde23ad69a
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.0.0-M2		7d775649e52611555985550c0c28c199c0f34e3b
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.1.0		62b989851187be4858c89333280ad1443e5a35b6
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.10.0		5299ff3ce28fbfaa35b448ea8b97dbafe5d2c5e6
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.11.0		b3771d0dcb453908da36b62b264f79a0f080d35e
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.12.0		d7d39e137cdc4122ba4fa145619232ca03e37879
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.13.0		f7039d49386c10c221471d1c2528256d12adbd83
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.13.1		c9f4d37a4156c222c8504333b77867ab68b80796
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.13.2		4ae166845e3b5c16604bcc09f44b9ea0eb9ad753
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.13.3		1b8cd34aabebabb85b341c6caa16418d9659487b
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.14.0		0796a4c02da34e6b7a0f1ea31f603a7b4c3ff8f1
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.15.0		ef5a1eda04559525ef6c623dcf929031b0fdfbb3
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.16.0		710707b4f380cda17c8c33bb200cecd37de630e3
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.2.0		59b6595b8a1e4d5518158b84897ba9a6aaeca690
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.2.1		98d4ab4bd3eea3ee6a4397c2d8495f5313799969
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.3.0		b43cb3ba841470eb6c82f74e521e9e4778d31673
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.4.0		1bb8f2f040fef70c10008c3e0a3e1bc360442b60
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.5.0		a505a1ba25ba73334f9869f9bbf8da288177f667
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.6.0		bdd8c3636c6e6f888666ef6d7fcde0fa7308d567
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.7.0		c6f34d2ed1d8a14ffae2196455d8274ec9137bb4
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.7.1		e4553f6b663d260aef14aafde7aa9f2733d27f53
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.7.2		8fcc13b9637b3ad0f7435d00ce3de2eb1ff599eb
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.8.0		20feabfe476dc19517f17b3fec6f65fec4434690
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.8.0-M1		5da5c79e701e53c6d461ce02127a0af2770b2833
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	2.9.0		7b73b5c49729f07a88ce27c5a66320fce8ce67d0
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.0.0-M1		5f661aa607fa04c15d9285b342a92b20c2c43b88
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.0.0-M2		c5179208b4780cbfd0e30a6b72ed7ec8f134391b
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.0.0-RC1		87c65e08495a4b68b33aff83ba78c6c91e9cb851
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.0.0-RC2		c480fb0d17c89c0249aed231a24f26ffabae2bb8
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.10.0		52484ece56ee08a52420962d52a481175e37f1c9
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.11.0		e9234ec72cde8e71462f0072fb6df3d044328355
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.12.0		f59aacc232f6bde35b8284614ed05c49acc9a764
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.13.0		68f2e2e860445af338c8a8c1d9c27bf95b1ed9f1
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.14.0		638560a4631b4ded764beabee949039278f73924
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.15.0		712c45e51c63fa87f7c39a27c553f3fa19c7109d
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.15.1		c4a48680facae0f92e03148f2f004891cce6c3d0
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.15.2		7debcb03e0751a9c7e618e26661c0886a5edd64a
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.15.3		c672fc0b015eb3750279ec1f18e3cfa768ca2c86
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.16.0		385ba3051110a581da7ada8274d8fe68dcae0fd0
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.17.0		246b62e2aadb69f05f1112003e37ea7044af4094
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.18.0		927cd8d3829863427b35cdd635af6cd38c06ac37
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.19.0		1053762d5a91884352cd5445de1f67f7c7667e1b
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.2.0		5d1db4221a8e250fc403c3bcf48f80aa7ac1d6fb
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.2.1		773b6369cc2477dfe4318e3ecf3f57580e49527f
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.2.2		31a20293ddcb09a74451a73de1242c1e78007203
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.2.3		97132804030b94e1cb6c674da2d4f69c414593ea
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.20.0		0b1396dd4a172bc95c8b1ce3ca1f67a9dc381d85
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.20.1		c9f748a7aeffde3127de50045f0086fbe67de689
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.22.0		269f1518aefb6f9d881140228340a92171697ee1
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.4.0		e9b04d1393377d5d6d140b28451e893147f40cc0
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.5.0		ad7056d30e517641e3c6d0a8d54fc76525bf146e
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.6.0		22fd83e87b44b95e7f33232a45131a4720a28f6a
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.7.0		7f9919e47de53cf96469092599089f37312f5f87
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.8.0		3112052c0c03b9e8e56c967f40c3847eb0619ce8
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.8.1		50973570ab2f9f4b276b849433b2fde46d2a142a
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.8.2		67cde3af7328da1980e8b5446465a74f6322e5c6
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.8.3		97a0e4b141cfb7013126b21d019f5a6f33c19992
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.8.4		50f43d74ee1499ebaaaffd4aed25a12e7c192f7d
org.apache.camel.quarkus	camel-quarkus-integration-test-jolt	3.9.0		e8a7a188dae8c224a836017fff3cec93246ece27
org.apache.flink	flink-connectors	1.10.0		N/A
org.apache.flink	flink-connectors	1.10.1		N/A
org.apache.flink	flink-connectors	1.10.2		N/A
org.apache.flink	flink-connectors	1.10.3		N/A
org.apache.flink	flink-connectors	1.11.0		N/A
org.apache.flink	flink-connectors	1.11.1		N/A
org.apache.flink	flink-connectors	1.11.2		N/A
org.apache.flink	flink-connectors	1.11.3		N/A
org.apache.flink	flink-connectors	1.11.4		N/A
org.apache.flink	flink-connectors	1.11.5		N/A
org.apache.flink	flink-connectors	1.11.6		N/A
org.apache.flink	flink-connectors	1.12.0		N/A
org.apache.flink	flink-connectors	1.12.1		N/A
org.apache.flink	flink-connectors	1.12.2		N/A
org.apache.flink	flink-connectors	1.12.3		N/A
org.apache.flink	flink-connectors	1.12.4		N/A
org.apache.flink	flink-connectors	1.12.5		N/A
org.apache.flink	flink-connectors	1.12.6		N/A
org.apache.flink	flink-connectors	1.12.7		N/A
org.apache.flink	flink-connectors	1.13.0		N/A
org.apache.flink	flink-connectors	1.13.1		N/A
org.apache.flink	flink-connectors	1.13.2		N/A
org.apache.flink	flink-connectors	1.13.3		N/A
org.apache.flink	flink-connectors	1.13.4		N/A
org.apache.flink	flink-connectors	1.13.5		N/A
org.apache.flink	flink-connectors	1.13.6		N/A
org.apache.flink	flink-connectors	1.14.0		N/A
org.apache.flink	flink-connectors	1.14.1		N/A
org.apache.flink	flink-connectors	1.14.2		N/A
org.apache.flink	flink-connectors	1.14.3		N/A
org.apache.flink	flink-connectors	1.14.4		N/A
org.apache.flink	flink-connectors	1.14.5		N/A
org.apache.flink	flink-connectors	1.14.6		N/A
org.apache.flink	flink-connectors	1.15.0		N/A
org.apache.flink	flink-connectors	1.15.1		N/A
org.apache.flink	flink-connectors	1.15.2		N/A
org.apache.flink	flink-connectors	1.15.3		N/A
org.apache.flink	flink-connectors	1.15.4		N/A
org.apache.flink	flink-connectors	1.16.0		N/A
org.apache.flink	flink-connectors	1.16.1		N/A
org.apache.flink	flink-connectors	1.16.2		N/A
org.apache.flink	flink-connectors	1.16.3		N/A
org.apache.flink	flink-connectors	1.17.0		N/A
org.apache.flink	flink-connectors	1.17.1		N/A
org.apache.flink	flink-connectors	1.17.2		N/A
org.apache.flink	flink-connectors	1.18.0		N/A
org.apache.flink	flink-connectors	1.18.1		N/A
org.apache.flink	flink-connectors	1.19.0		N/A
org.apache.flink	flink-connectors	1.19.1		N/A
org.apache.flink	flink-connectors	1.19.2		N/A
org.apache.flink	flink-connectors	1.2.0		N/A
org.apache.flink	flink-connectors	1.2.1		N/A
org.apache.flink	flink-connectors	1.20.0		N/A
org.apache.flink	flink-connectors	1.20.1		N/A
org.apache.flink	flink-connectors	1.3.0		N/A
org.apache.flink	flink-connectors	1.3.1		N/A
org.apache.flink	flink-connectors	1.3.2		N/A
org.apache.flink	flink-connectors	1.3.3		N/A
org.apache.flink	flink-connectors	1.4.0		N/A
org.apache.flink	flink-connectors	1.4.1		N/A
org.apache.flink	flink-connectors	1.4.2		N/A
org.apache.flink	flink-connectors	1.5.0		N/A
org.apache.flink	flink-connectors	1.5.1		N/A
org.apache.flink	flink-connectors	1.5.2		N/A
org.apache.flink	flink-connectors	1.5.3		N/A
org.apache.flink	flink-connectors	1.5.4		N/A
org.apache.flink	flink-connectors	1.5.5		N/A
org.apache.flink	flink-connectors	1.5.6		N/A
org.apache.flink	flink-connectors	1.6.0		N/A
org.apache.flink	flink-connectors	1.6.1		N/A
org.apache.flink	flink-connectors	1.6.2		N/A
org.apache.flink	flink-connectors	1.6.3		N/A
org.apache.flink	flink-connectors	1.6.4		N/A
org.apache.flink	flink-connectors	1.7.0		N/A
org.apache.flink	flink-connectors	1.7.1		N/A
org.apache.flink	flink-connectors	1.7.2		N/A
org.apache.flink	flink-connectors	1.8.0		N/A
org.apache.flink	flink-connectors	1.8.1		N/A
org.apache.flink	flink-connectors	1.8.2		N/A
org.apache.flink	flink-connectors	1.8.3		N/A
org.apache.flink	flink-connectors	1.9.0		N/A
org.apache.flink	flink-connectors	1.9.1		N/A
org.apache.flink	flink-connectors	1.9.2		N/A
org.apache.flink	flink-connectors	1.9.3		N/A
org.apache.flink	flink-connectors	2.0-preview1		N/A
org.apache.flink	flink-connectors	2.0.0		N/A
org.carewebframework	org.carewebframework.common	3.1.0		661df5aa60fd235e6379f36d24eaeb3344db4b0c
org.carewebframework	org.carewebframework.common	3.1.1		df3cfe60a122b3546bd86e384bfe63f7455dd0aa
org.carewebframework	org.carewebframework.common	3.1.2		d819e5be7420466650c23f6a677b8913002e0847
org.carewebframework	org.carewebframework.common	4.0.0		5081e7fd979aeabccbfc816ad1135566bce3d527
org.carewebframework	org.carewebframework.common	4.0.0-RC1		4bca3642a0a74320c10bb5ff47f2c6e55b4a3df1
org.carewebframework	org.carewebframework.common	4.0.1		fce1a3fa930b5442baa057033995678b93ca23d5
org.carewebframework	org.carewebframework.common	4.0.2		09da5710e649b3c592aa075078fdf23e62896922
org.carewebframework	org.carewebframework.common	4.0.3		539bee5858822763343d5387c138eccd44dd5b1d
org.carewebframework	org.carewebframework.common	4.0.4		0c798c9844c78e2dbdf65d52b84802eb6573dc83
org.carewebframework	org.carewebframework.common	4.0.5		5f8d7213c73e4740987fbe5f9107449752eaf51f
org.carewebframework	org.carewebframework.common	4.0.6		6fb59d2a83c44ddb1b04cdedb115144b69d23c9e
org.carewebframework	org.carewebframework.common	4.0.7		9baed25e2fe91a01aa0d68dc431c4df7730b8ff2
org.carewebframework	org.carewebframework.common	4.0.8		7598f8fc157927beeb754101cdb941179655c172
org.carewebframework	org.carewebframework.common	5.0.0-RC1		b92cfac5414bae060851ad94b66a82d619e57f0f
org.carewebframework	org.carewebframework.common	5.0.0-RC2		b746e4caa49de26cd5754c61b72fc73adaa4b9bb
org.carewebframework	org.carewebframework.common	5.0.0-RC3		6b265143178007c87895261179f62062d8965326
org.carewebframework	org.carewebframework.common	5.0.0-RC4		3c46af2e7cbc4e2792c196ec7e4ce8e0311387b3
org.carewebframework	org.carewebframework.common	5.0.0-RC5		c4090d7ade40d72feffdfd9217953862ad569971
org.carewebframework	org.carewebframework.common	6.0.0		fb23749bd4ce1d67b85a8445484ece21550fbd03
org.carewebframework	org.carewebframework.common	6.0.0-RC1		d4825f59930556571d1b201f63f51e6595c86016
