ai.yda-framework	website-retriever	0.1.0		2bb01b1a9326597d0358efd8eb7eaac56ea1eec5
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.22.1.Final		7abe1ce98c740a20699de59bcbbdb60607aebfb7
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.23.0.Final		3cf7acbc4d1c213e0c4e7d35591fe853f127677c
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.24.0.Final		907bd8e6f02769bfc7c08b7202a76c0404a55a88
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.24.1.Final		df8f6c2bb274ac09fe79aad2871ed042e82fed7e
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.25.0.Final		763ab0d736fcf591fbd9a9dd291694acf3dec860
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.26.0.Final		424ad856430d556e93676b903d25f7b592b26bab
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.27.0.Final		8a47e48f0ce4a97096005f308883277e086794a8
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.28.0.Final		587673bc474f60017765f4091b6e8e5eca7d686a
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.29.0.Final		610b379194fa6364b4d5abb8a21181058a95a737
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.30.0.Final		606a522187f524a7c86a3d7eaa23a6888e2eee64
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.31.0.Final		17e72370af54285907b43f61e87d7d1ff8288f82
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.31.1.Final		de45a966465e1175d56c14be350d35125efba01d
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.32.0.Final		e1eda985769c03b6467c2fa9920a64ad109fc6d9
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.33.0.Final		3055b5100b96b8c0ca4313d7dddf5fa291435015
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.34.0.Final		af39ade345ab1517c959dbfbe58bf95b89755bfb
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.35.0.Final		64003656dddd52a80a1fe97829a88ef9c9b3490e
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.36.0.Final		4eee4ff839b201e35b434b3b28d82c454e8c8065
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.36.1.Final		a284e0ec90ec8ad1a528ab5420058645df9f9ef9
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.37.0.Final		5202f269f29064e62cff8e2b892d03dc384df36a
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.38.0.Final		7797c4c4ffa9214301916a11735a72b032b12bab
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.39.0.Final		06563e6c7c4f09759dbd0835740453541931aa98
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.40.0.Final		f9f3c1f31fb14373bac0b06159915accf6754e9a
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.40.1.Final		893c8a8d3af3789a2027b03e1708ead458483ae0
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.40.2.Final		748fbf814ad8ae72e17807533d9dd04794fb0694
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.41.0.Final		ed1398c24b9391aafa1c47216aaa964e8a4cd952
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.42.0.Final		e262b65df188def3c31c01545ad8e42ae1a8f8f9
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.43.0.Final		97780bb56e5f22ce664b0d787804d5e095c4571a
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.44.0.Final		4ffaccaed1dfbe86ba945d706648f4601c5c4ab0
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.44.1.Final		76ccdf7281e9c95e2def8b586ce9e93130fb454e
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.8.0.Final		a5df092acd4f8cc88e3c40c5ecb9c75526e296dd
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.9.0.Final		070f8f3bede052d810aaccbd319bebc789a00814
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.9.1.Final		ec7a19daa15c6ed659a021238e612d46b437faed
org.kie.kogito	kogito-addons-springboot-tracing-decision	2.44.0.Alpha		64bdf7b773699a27fd398ab3439f9c9cc7366f69
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	3.2.0		1962f2c3e64387bee99f2ab1baa758394cd3a886
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	3.2.1		36bf6411e95fdcd5b3c1ac91a58866d7009d7185
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	3.2.2		0521ca11298ce8155fc5408fc316b807c7e0ee30
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	3.2.3		6efead3d3d0b0122ae9e8a33b6bd5d363d23afec
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	3.3.0		2fa8c32de8efe2353546be83a81522de1a24aa4f
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	3.4.0		4c360edb13c934d38d245d3cca7f8fae2154f5a2
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	3.4.1		c702a205c99ae90a7ea53a2ed81e38a306cb0234
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	3.5.0		b3de6c61868b158a4d894682f62bd522fdac5754
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	3.5.1		a00f59ac16d8d9e5ed8739038d5d967f3c228bcc
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	3.5.2		47d5171d8125ab780bd878a5d04311d9931904e4
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	4.0.0		795a8710c9905f4599b2a5e35d16a205181c28ac
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	4.0.1		81003325f489267f043d31d53cb24f5e7cda371d
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	4.0.2		fafac2032016385d6393852bdbc84bf90d93bfea
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	4.0.3		6349f2dc08052e1b5fbd6ab6d47d7a5cf1613785
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	4.0.4		281027ba73f52254f69135ac8e2bafecd9a315c6
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	4.0.5		ec12d1c82b688f3ddbee8e05b0bd3ff4b16188f8
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	5.0.0		843cb0826bc08cdaa0e6e994f52a5d8ae561fea0
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	5.0.1		1eb564084a8c5ffb57e87c15ac0a81932d0449a7
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	5.1.0		6351a072fde69214d1be40831db5cccd9bcec356
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	5.2.0		47737db40ccefd0219ef9b5457a2b4f6d71a5cbe
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	5.2.1		ddea7fd5179610f69039cf8436e992f142af5a04
org.locationtech.geomesa	geomesa-hbase-datastore_2.12	5.2.2		e363fe060d198b97a0b50f8b6fd86f33af632469
org.opencastproject	opencast-sox-workflowoperation	10.0		53ccc91f8c0d9c62bc2f10353841d03bd538733b
org.opencastproject	opencast-sox-workflowoperation	10.1		462720c32c2d8ef3effc055a41652afffd970def
org.opencastproject	opencast-sox-workflowoperation	10.10		ddb0998e83930b7973bcc60ac2a7736d2714ec5a
org.opencastproject	opencast-sox-workflowoperation	10.11		f90f4beed890dedfd9fb60d1e3338b7d7c145996
org.opencastproject	opencast-sox-workflowoperation	10.12		e8308f55379f04f99ebdc346cd65a08d9bde3ce2
org.opencastproject	opencast-sox-workflowoperation	10.2		db66ea64bd2743cd455e51c9d0b9d0f8a593439b
org.opencastproject	opencast-sox-workflowoperation	10.3		57dd7523ea97d52ec0a9b840d954430f8f0b3a88
org.opencastproject	opencast-sox-workflowoperation	10.4		004db5530416dad377310e8e1675c09b27fe261f
org.opencastproject	opencast-sox-workflowoperation	10.5		2a94a269ed167645617877f5ebdba6c34e7c7adf
org.opencastproject	opencast-sox-workflowoperation	10.6		d30a94461475b48d0288a7e6e172494afeb91a42
org.opencastproject	opencast-sox-workflowoperation	10.7		fb5cd29236dc8f3fa646fa4102448f403537286c
org.opencastproject	opencast-sox-workflowoperation	10.8		fcf99a3b6ebc20b75674b6894e072428ff48d80c
org.opencastproject	opencast-sox-workflowoperation	10.9		3e161a4b945f93640067c9516c78ac29ddca0899
org.opencastproject	opencast-sox-workflowoperation	11.0		5fdf0430da01db86f93c41cbb31418f795e79fef
org.opencastproject	opencast-sox-workflowoperation	11.1		fac104af8f3b99c59b4cf03294ac3e30327d2a5e
org.opencastproject	opencast-sox-workflowoperation	11.10		eba30264924bfae5ee50744fc5e011017363f40f
org.opencastproject	opencast-sox-workflowoperation	11.11		274e824e01bbaee1114f98c458eeff31d64fbd2f
org.opencastproject	opencast-sox-workflowoperation	11.2		634139ea9b8ac3b6a0040fa54062c7677b4f89df
org.opencastproject	opencast-sox-workflowoperation	11.3		863eef734bb1050df43520364db2a276d90fce21
org.opencastproject	opencast-sox-workflowoperation	11.4		b4297ef1dd79257448f71d4cff57d3675851b99a
org.opencastproject	opencast-sox-workflowoperation	11.5		8e9e4b187149f49fc368649f656f7ce2ebae0ef4
org.opencastproject	opencast-sox-workflowoperation	11.6		d61c57795bf08db02df6cee67af709ba84382f25
org.opencastproject	opencast-sox-workflowoperation	11.7		b2efa8991cb1106e33489e52c47f25ff6b795e16
org.opencastproject	opencast-sox-workflowoperation	11.8		2c922c1433a968f5026cfe481aaa828559b9f1b5
org.opencastproject	opencast-sox-workflowoperation	11.9		73ed75f71c1314f036957ddbb59d9606e2495b33
org.opencastproject	opencast-sox-workflowoperation	12.0		fc29b0963bf5a5b3433d2a3c15007c560193d0e6
org.opencastproject	opencast-sox-workflowoperation	12.1		3fe1ac0af548490e3d7d618896f2756b3f522fcb
org.opencastproject	opencast-sox-workflowoperation	12.11		4bd14d829066cbfb2523cb2f63ffb543fffad81f
org.opencastproject	opencast-sox-workflowoperation	12.12		879fdfacdad159dd6553de57322f57657a8b6ec3
org.opencastproject	opencast-sox-workflowoperation	12.13		9da467c439bda20f0ae8e6e28b8289a89d311343
org.opencastproject	opencast-sox-workflowoperation	12.2		24fbb3ef739c83bc8ecc9c247edefa5e407fdd54
org.opencastproject	opencast-sox-workflowoperation	12.3		2a1226647fefe63a7c353993c69119809cee9a35
org.opencastproject	opencast-sox-workflowoperation	12.5		c3cf577786303b247d060f7d2fd0fd8f9ca48338
org.opencastproject	opencast-sox-workflowoperation	12.6		e48585475996afad3452824e4719d02b930eaba7
org.opencastproject	opencast-sox-workflowoperation	12.7		c8b4c13e5134a1d592ce3ef33c22ded8c929d860
org.opencastproject	opencast-sox-workflowoperation	12.8		6e0f6ea064fb2837a415b77a772590e2212d7d8c
org.opencastproject	opencast-sox-workflowoperation	12.9		72084ea4047db6d60e18bd4b89c1f01dada2c3bb
org.opencastproject	opencast-sox-workflowoperation	13.0		4adf7847251f6ab2dca5d8f56fd6dfcfb8520d64
org.opencastproject	opencast-sox-workflowoperation	13.1		586f93f48a7e05acebd38afa817abbf2dc263359
org.opencastproject	opencast-sox-workflowoperation	13.10		bbeb8658ed455ec247288b19ce6a3aa61f140a56
org.opencastproject	opencast-sox-workflowoperation	13.11		aac0813a9c3f60261c28f8337d948d4e45c03479
org.opencastproject	opencast-sox-workflowoperation	13.12		9e7a844a9fe57c57da6129c13912ec3499066a5f
org.opencastproject	opencast-sox-workflowoperation	13.2		8e4daecc1c93a12322f582f2aea36229605ab61f
org.opencastproject	opencast-sox-workflowoperation	13.4		7c675a2c8e597fbc28df78313d99938e9719bd62
org.opencastproject	opencast-sox-workflowoperation	13.6		6646cdd2f6b94d3ab1b4a30c9783bddcc7240eb1
org.opencastproject	opencast-sox-workflowoperation	13.7		bb109cd468fd87ae69a753a524dc26564b8bd38d
org.opencastproject	opencast-sox-workflowoperation	13.8		ce6d78c19988a95a59227124ab8909a42956b0bf
org.opencastproject	opencast-sox-workflowoperation	14.0		2dff856233094b9fed75b510155aba9cb5941f92
org.opencastproject	opencast-sox-workflowoperation	14.1		13a1ea687c54a4a21925f845ab753e9aaa28cb1b
org.opencastproject	opencast-sox-workflowoperation	14.10		f4efe9eab377825a0a9b101aeee1ecf8eda5d635
org.opencastproject	opencast-sox-workflowoperation	14.11		75103829334d3ee15f6ad3bcde80b4cc711f553d
org.opencastproject	opencast-sox-workflowoperation	14.12		4b27b3df47383d9256435b22321e1512fdc6b168
org.opencastproject	opencast-sox-workflowoperation	14.13		0761ee6e20377940da9dbdf908e46613605908c6
org.opencastproject	opencast-sox-workflowoperation	14.2		addd5fee1b15b47a1e6aa55c381856da20ffbebd
org.opencastproject	opencast-sox-workflowoperation	14.3		d6e41f17bd3001c20a2e06abe062fef55804e738
org.opencastproject	opencast-sox-workflowoperation	14.5		f12cb27691fc936c4a5ee183826287ec484fbf81
org.opencastproject	opencast-sox-workflowoperation	14.6		8900c41d8cb7aab25d8013fffbaf6e4193eb8aba
org.opencastproject	opencast-sox-workflowoperation	14.7		6026bc25d29ba344df2a6f44604e7f18380c7870
org.opencastproject	opencast-sox-workflowoperation	14.8		032ef10a01624f73bea80f5d30e7d054a6c590da
org.opencastproject	opencast-sox-workflowoperation	14.9		b2d6cc8c059f92cc014cc43004205058987aed33
org.opencastproject	opencast-sox-workflowoperation	15.0		18521fe88aca94de9f7cad7dbc00db4545dea78f
org.opencastproject	opencast-sox-workflowoperation	15.1		f6960cb32822b0fde0756c1f1a4b3f2a57860aad
org.opencastproject	opencast-sox-workflowoperation	15.10		67ca44b735f6ec7708a677663f204efc2f981ced
org.opencastproject	opencast-sox-workflowoperation	15.11		745cf24597edd16344d1d56f0a2ca99ed4613540
org.opencastproject	opencast-sox-workflowoperation	15.12		6edaad6b4a1c917be53c742f85941398df04db5c
org.opencastproject	opencast-sox-workflowoperation	15.13		4ce68c07b61adccb20f0a4785c1da728f1911d08
org.opencastproject	opencast-sox-workflowoperation	15.2		a96d9cecc91f25260d11c23c89238b3275d417b2
org.opencastproject	opencast-sox-workflowoperation	15.3		b6c36d3cae73362cb1e597bcf312f8e44394037e
org.opencastproject	opencast-sox-workflowoperation	15.4		decef39e3f8f5f99a4f1ec66b3610742585c6247
org.opencastproject	opencast-sox-workflowoperation	15.5		e4734fd6e2ff45d700628993891ebb8404adf95d
org.opencastproject	opencast-sox-workflowoperation	15.6		f2cd255d233d1426d483fc3bdb57fb7e62dc1209
org.opencastproject	opencast-sox-workflowoperation	15.7		25a044ee70ee5832c5c3ea413114e84dea6c0864
org.opencastproject	opencast-sox-workflowoperation	15.8		8cca8e40231c81ea4a938d181d5a5a6cc81df51b
org.opencastproject	opencast-sox-workflowoperation	15.9		d76ac11616c3d7a57dfc286fea56df2281faf28b
org.opencastproject	opencast-sox-workflowoperation	16.0		f40903d1bdd140e2e100ec5e2fc11dda8c0bd816
org.opencastproject	opencast-sox-workflowoperation	16.1		12ca76c95c0681718fdb4777dbe24775bdb0b091
org.opencastproject	opencast-sox-workflowoperation	16.10		37abbaa222091df6bc104e62c1d8bcb527287a12
org.opencastproject	opencast-sox-workflowoperation	16.2		6dcbc6fb4aa12b6aa63ece7a55dc91fdec48c334
org.opencastproject	opencast-sox-workflowoperation	16.3		abc025edf93309b1c85c3811fb3932b83c9d2c2c
org.opencastproject	opencast-sox-workflowoperation	16.4		770cf9a895c8354895a9f3531d73cb48e2a5e5b9
org.opencastproject	opencast-sox-workflowoperation	16.5		ce6964dcf5b78ee8eafd9ec75474c3664e9c2a7d
org.opencastproject	opencast-sox-workflowoperation	16.6		f96198dd64fc1193d1f4274a32039dae1c0b6690
org.opencastproject	opencast-sox-workflowoperation	16.7		43f512d63ba857dd857fa34b4e73831f791463e9
org.opencastproject	opencast-sox-workflowoperation	16.8		b55f67cadd9873855e68d1a924f3f4f6c9f36a6b
org.opencastproject	opencast-sox-workflowoperation	16.9		06d362d333ae94c7e42476ca4d4545854f0dde3b
org.opencastproject	opencast-sox-workflowoperation	6.6		e598025b96fe5234b38a458b70bc4f076d0118d1
org.opencastproject	opencast-sox-workflowoperation	7.2		dca38c32301ff21c71a14cb79d7366b4dddb80d1
org.opencastproject	opencast-sox-workflowoperation	7.3		ccbdafc72bf184b055ecf4d2367725873376a3aa
org.opencastproject	opencast-sox-workflowoperation	7.4		5bde8012512d77cc8654fb2640dcc3ed6dc6eadb
org.opencastproject	opencast-sox-workflowoperation	7.5		4ff6c4393dd4eca23a5e8063aa55517bd9b531a3
org.opencastproject	opencast-sox-workflowoperation	7.6		57f6dd0a671c0a69b5a9f4bb8ffb1e2211d95c62
org.opencastproject	opencast-sox-workflowoperation	7.7		ff1d082c8a0f980208908c64d21c578d9577367e
org.opencastproject	opencast-sox-workflowoperation	7.8		e9d3605fdb8529df78c0a5d9d10efe869ad7bc5c
org.opencastproject	opencast-sox-workflowoperation	7.9		1f79af38c7aab909213754d13089543ecb03af61
org.opencastproject	opencast-sox-workflowoperation	8.0		c8c18e0d582c6f73928a62066ab3b9b15c7e6bcf
org.opencastproject	opencast-sox-workflowoperation	8.1		b4b485a0f5d7e4c6a35798018872429323c475cc
org.opencastproject	opencast-sox-workflowoperation	8.10		449e0f699fc5ae9b1e872634e486e8c0f2974c1e
org.opencastproject	opencast-sox-workflowoperation	8.11		16068930ae81f08c6476b2e3c1e82037c44eff19
org.opencastproject	opencast-sox-workflowoperation	8.3		518a1d667b487662eb6f3bc5321fd617b8acd94b
org.opencastproject	opencast-sox-workflowoperation	8.4		2137eb63de0d7e7e72af57493230438f0f99390f
org.opencastproject	opencast-sox-workflowoperation	8.5		12784306f11535cd96e20a10182469987ce13476
org.opencastproject	opencast-sox-workflowoperation	8.6		849a977970bdcf7f8c2148342cb8e6e692559bb7
org.opencastproject	opencast-sox-workflowoperation	8.7		3abd6f40f9d5d80f34a37cb1973687697c24f29f
org.opencastproject	opencast-sox-workflowoperation	8.8		6e70d92f0ab1c62ecc90181752db337597310481
org.opencastproject	opencast-sox-workflowoperation	8.9		c6248ef4f2ddcbf5923b1bfb8073d73c8bd73ddd
org.opencastproject	opencast-sox-workflowoperation	9.0		555faf9f03124004d36c7b91c2a17fbee71354b5
org.opencastproject	opencast-sox-workflowoperation	9.1		71741fa485b0c2a3d5a6f5f6a56939634b43b288
org.opencastproject	opencast-sox-workflowoperation	9.10		f9538862f25b67dacf7fbff3aa9ed58fe09d3a97
org.opencastproject	opencast-sox-workflowoperation	9.11		fa0b65882e146033dbdcb9f53fa64a6b85c46d14
org.opencastproject	opencast-sox-workflowoperation	9.12		eea95aa7b47bffaf4845a65611f079849183a8c4
org.opencastproject	opencast-sox-workflowoperation	9.2		9ece6d06bb138926a2d492843bdf562da66fff5e
org.opencastproject	opencast-sox-workflowoperation	9.3		b145b11e2db5c184014f06c986ca7d6213d528aa
org.opencastproject	opencast-sox-workflowoperation	9.4		d0f22d659076e23ee1ec2782f253ec8b48327b60
org.opencastproject	opencast-sox-workflowoperation	9.5		8c329e8a9b1fbb2d8adc437b9fb62c83bbfae2c5
org.opencastproject	opencast-sox-workflowoperation	9.6		be94a0166a1ef820a2e45b50391c4e9831133fa2
org.opencastproject	opencast-sox-workflowoperation	9.9		6075956dbd63d1e23f2167c0a5996b54fad8ea09
org.ops4j.pax.web	pax-web-tomcat-bundle	4.0.0		c97547b8f380f334c0eda0435c1a621dfc6053c7
org.ops4j.pax.web	pax-web-tomcat-bundle	4.0.1		8d0b5941a2b801f8ed87a3f6d328101f4016a6b2
org.ops4j.pax.web	pax-web-tomcat-bundle	4.0.2		fbed6eb68a0e950eb34cff3407d89b449dfb9d3d
org.ops4j.pax.web	pax-web-tomcat-bundle	4.1.0		d3d06b3b00de08054594cfc3b0be163476d313e5
org.ops4j.pax.web	pax-web-tomcat-bundle	4.1.1		6ac2ddec04bb771eff094ca30e5a7c011e60944f
org.ops4j.pax.web	pax-web-tomcat-bundle	4.1.2		04f9501491907b5429c4cf66c4d9bae634b8e00a
org.ops4j.pax.web	pax-web-tomcat-bundle	4.1.3		7933fa730eee381ed1617725925458ef05b3faf5
org.ops4j.pax.web	pax-web-tomcat-bundle	4.1.4		2f624ba11d7a0a4bb0c438db2e0b215670615693
org.ops4j.pax.web	pax-web-tomcat-bundle	4.2.0		9008fad819285e2cb0ef81062abe51c2060cfe42
org.ops4j.pax.web	pax-web-tomcat-bundle	4.2.1		929661ea174f9325534b06d7f3fd7e25feab56da
org.ops4j.pax.web	pax-web-tomcat-bundle	4.2.2		d9819ef932d463ae80d3668bb897e98bf8bfd404
org.ops4j.pax.web	pax-web-tomcat-bundle	4.2.3		92c48e5686140e3896d2b856f28b15678573204a
org.ops4j.pax.web	pax-web-tomcat-bundle	4.2.4		d915b355d27388873c6678d8c893b14e8482ae3a
org.ops4j.pax.web	pax-web-tomcat-bundle	4.2.5		2214b7b3eec6c7b3260ed66f71f2e9a87fb0a6a3
org.ops4j.pax.web	pax-web-tomcat-bundle	4.2.6		71a8eff54b9a9ea57beae5bb624b990202d137ce
org.ops4j.pax.web	pax-web-tomcat-bundle	4.2.7		8e7babe5762676ec3a9098dd428e3ae989af59da
org.ops4j.pax.web	pax-web-tomcat-bundle	4.2.8		eb3645ae13cc56dde7cd73ba331b115d84fa2ef7
org.ops4j.pax.web	pax-web-tomcat-bundle	4.3.0		1e1973219027ff955357b6df18c5d588f3e0f3a9
org.ops4j.pax.web	pax-web-tomcat-bundle	4.3.1		e51e864fcfaa9dc941433832f57bc514afa82d6b
org.ops4j.pax.web	pax-web-tomcat-bundle	4.3.2		1ac324e4583d9a78c625c1939368758f1a19e8b7
org.ops4j.pax.web	pax-web-tomcat-bundle	4.3.3		fa4b97e612979d6f86494cb85d366b6b3e8de4b8
org.ops4j.pax.web	pax-web-tomcat-bundle	4.3.4		31f1d28ad68fe9a91d9f671066ee217779ed57ba
org.ops4j.pax.web	pax-web-tomcat-bundle	4.3.5		6216e45ad985f4793d405693b298824374c16ab3
org.ops4j.pax.web	pax-web-tomcat-bundle	4.3.6		858c751a1bc39ee6eb21384e19f350a8e83e16ff
org.ops4j.pax.web	pax-web-tomcat-bundle	4.4.0		c1e858d4e0b1d5321fbc075aedd4bad6612c18b2
org.ops4j.pax.web	pax-web-tomcat-bundle	4.4.1		82945eae9cdde0b14ba5b67157a5f44b4e86a0e0
org.ops4j.pax.web	pax-web-tomcat-bundle	4.4.2		df306d9d23981e4f421ffe60e19333bd56dee15b
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.0		ef7f4b35d4dbe6c9151b61c8d17e8a90f6fefdc0
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.1		68a71b92744369e29600c35a9b499d639bb6c4be
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.10		223647506eb9a1c31985d725345403c15048e0ea
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.11		284f301c6c8eeb46e34ab0c98e27f3f13651f1ba
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.12		d5d416c2472d24963f8cc7da63f4176e52c7e068
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.2		1d5ab1a56844fdb9a28017b575d8ec5ec37adae4
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.3		d45832fd43428c4452567aa90978acb5b2a6cc1e
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.4		f8cb4cc12ec3aa8109470fafe98b89138e02db0e
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.5		301ae1b15b9fea1d2a13cfbfb5598ef8bbb19736
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.6		6d7c96f18f152e8fdc5a271e25a778ac5675db31
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.7		41c6643c4e3d5acb3fdd875610fa7931a4a919e8
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.8		784637c67f1aefbc5d2caad27f5a512cc27f337e
org.ops4j.pax.web	pax-web-tomcat-bundle	6.0.9		44acdaa3ba5636a413d312f463d4fecf11488f70
org.ops4j.pax.web	pax-web-tomcat-bundle	6.1.0		510bdb07f2297c238232063f9d1aa5ab132dd2ca
org.ops4j.pax.web	pax-web-tomcat-bundle	6.1.1		c21d5e73b54fb6cfdaaa75d2ab9bc7d0d2bdf85d
org.ops4j.pax.web	pax-web-tomcat-bundle	6.1.2		81ec243c7f3e44698ecc2da9f2ebc297087bd773
org.ops4j.pax.web	pax-web-tomcat-bundle	7.0.0		f891010941f8069fb08da69428f1829aee67d912
org.ops4j.pax.web	pax-web-tomcat-bundle	7.1.0		b0c51b4e9fa86e0245f08503075ddea9d13cfd23
org.ops4j.pax.web	pax-web-tomcat-bundle	7.1.1		d90b8e7e2ed15f7c6bd2b472ce8d95e32e64cc3c
org.ops4j.pax.web	pax-web-tomcat-bundle	7.2.0		069d2c3cece847ad0f770420f4958d67c5b65080
org.ops4j.pax.web	pax-web-tomcat-bundle	7.2.1		9de38a653c2eb4847a46f54d5833087ad2530eb5
org.ops4j.pax.web	pax-web-tomcat-bundle	7.2.10		a7eb8acdce113cc760734b03dcbf92c62d97161c
org.ops4j.pax.web	pax-web-tomcat-bundle	7.2.11		8d65d397f49de129adbec0c69f3a2acb3af7e189
org.ops4j.pax.web	pax-web-tomcat-bundle	7.2.12		4f9e809c8e53cf0b382a5bd960c1c8a6bc3c5e68
org.ops4j.pax.web	pax-web-tomcat-bundle	7.2.13		4a4a6b7f08fc1b811b49794710477c1adfcbe3e5
org.ops4j.pax.web	pax-web-tomcat-bundle	7.2.14		e0c3c9eb76c6e93dea954af0f8a34edd02e3647b
org.ops4j.pax.web	pax-web-tomcat-bundle	7.2.15		c1354329300d3fffe6e14bf771ddb0ccac5021dd
