beehive	beehive-netui-scoping	1.0-alpha		a9ed56a3e9cde8bd4ca3a976fbf76cb5f1dd1b5c
org.apache.archiva	archiva-webdav	1.3.8		eabc216e908a7a9170fd3b2f6de0a75d0dedb18c
org.apache.archiva	archiva-webdav	1.3.9		58ae7fb26d7b0688ec99d5948bf9ea4d07e3332c
org.apache.archiva	archiva-webdav	1.4-M1		18bf5a60bb840f896441b9d7ae3e0242cb0bfe2c
org.apache.archiva	archiva-webdav	1.4-M2		82f8a59e6f3628e6d2503732e54c443871ae5c55
org.apache.archiva	archiva-webdav	1.4-M3		80e78f82d9550019d5788e5ec6171aedd10b9010
org.apache.archiva	archiva-webdav	1.4-M4		37267abafd62ab2cd4cb988c3d02e65fae636966
org.apache.archiva	archiva-webdav	2.0.0		e9cdad29386c786ef97717bfb429edb2ce5cb5cd
org.apache.archiva	archiva-webdav	2.0.1		d28ec4412f09bde9d2daa3761a15fa64952717c1
org.apache.archiva	archiva-webdav	2.1.0		e5a9626f6d01c001d9526e2fc2f67bc48944999b
org.apache.archiva	archiva-webdav	2.1.1		f0c679de592ccb5bd6df0cbc0f17743eaece9613
org.apache.archiva	archiva-webdav	2.2.0		81e85fd9738ef4e256c1fe701b1f22ab0bbf7f9e
org.apache.archiva	archiva-webdav	2.2.1		8bb75e2a3d149d5b133861c2b35b4552a40fe4c7
org.apache.archiva	archiva-webdav	2.2.10		N/A
org.apache.archiva	archiva-webdav	2.2.3		786d5798af82544cd0464ad1cff531873912d1ae
org.apache.archiva	archiva-webdav	2.2.4		b5244b98f09c344cb156f8b46144f18f7754a3ee
org.apache.archiva	archiva-webdav	2.2.5		N/A
org.apache.archiva	archiva-webdav	2.2.6		N/A
org.apache.archiva	archiva-webdav	2.2.7		N/A
org.apache.archiva	archiva-webdav	2.2.8		N/A
org.apache.archiva	archiva-webdav	2.2.9		N/A
org.apache.camel.k	camel-k-loader-groovy-deployment	1.6.0		df0bee5ea9a96b029783e6bf6a3409eacbd7b5d4
org.apache.camel.k	camel-k-loader-groovy-deployment	1.7.0		13e4d216ad4c8b127b61f9d9f1316dcf5806449d
org.apache.isis.valuetypes	isis-valuetypes-asciidoc-applib	2.0.0-M3		41dbc4243fdfba488208abeaa432bff03c847d43
org.apache.isis.valuetypes	isis-valuetypes-asciidoc-applib	2.0.0-M4		0f6e781b435a4049df139acafc8da47d1dfcf9f8
org.apache.isis.valuetypes	isis-valuetypes-asciidoc-applib	2.0.0-M5		46ac9d8fb7f511838486480dea71e628d9eaf9ea
org.apache.isis.valuetypes	isis-valuetypes-asciidoc-applib	2.0.0-M6		e289fcccf3829686ba5e95b64ea26dac32dda8d1
org.apache.isis.valuetypes	isis-valuetypes-asciidoc-applib	2.0.0-M7		4793db6e19b8838f8fd971c0cf9b4807ae27c0eb
org.apache.isis.valuetypes	isis-valuetypes-asciidoc-applib	2.0.0-M8		96113ede24839ed13d3b08b601e765a037e0a1ae
org.apache.isis.valuetypes	isis-valuetypes-asciidoc-applib	2.0.0-M9		c89bc36351fa3bf80a65025901994449cd9ce89d
org.apache.openwebbeans	openwebbeans-jetty9	2.0.11		7964f254c6ba591024cde5b340b2caa7ef513e9e
org.apache.openwebbeans	openwebbeans-jetty9	2.0.12		7333962e3606006d60ac36927aac9572eaf63002
org.apache.openwebbeans	openwebbeans-jetty9	2.0.13		d84a516a65a9cfe714aa73d8b25f4f518f9c789d
org.apache.openwebbeans	openwebbeans-jetty9	2.0.14		6280f5539289d4b48f934ec7ac038fc699c8cacd
org.apache.openwebbeans	openwebbeans-jetty9	2.0.15		9df3dce959d5f3342c1518e6e367f96ba4438ff3
org.apache.openwebbeans	openwebbeans-jetty9	2.0.15	jakarta	74232d1e695a66bf2f3932748786afab8c818651
org.apache.openwebbeans	openwebbeans-jetty9	2.0.16		05889984b7d6c78bdc073220f2b62ced3c3967ff
org.apache.openwebbeans	openwebbeans-jetty9	2.0.16	jakarta	28a02be814f97e9c46ef4484d1ffb1c5b33dc587
org.apache.openwebbeans	openwebbeans-jetty9	2.0.17		d12407d0a1963088653865866cd8f3cab33f77e8
org.apache.openwebbeans	openwebbeans-jetty9	2.0.17	jakarta	ff8b05e87187269557b7d3f69adea2b81a621ad1
org.apache.openwebbeans	openwebbeans-jetty9	2.0.18		58d2954e4be1fb2e7087529c10aa5aac9cb622c8
org.apache.openwebbeans	openwebbeans-jetty9	2.0.18	jakarta	e6d608f5fc0345f0674a0bbffe533fe061727ccc
org.apache.openwebbeans	openwebbeans-jetty9	2.0.19		d2913ecf77b8bf4d59cb2b9d09594826a5ab7fe6
org.apache.openwebbeans	openwebbeans-jetty9	2.0.19	jakarta	1e0b2e95bcf495f64a18090f19d1bb584ff07362
org.apache.openwebbeans	openwebbeans-jetty9	2.0.20		8792905cadd6b5fbafdbec66cc11713ee093d1e2
org.apache.openwebbeans	openwebbeans-jetty9	2.0.20	jakarta	9b72135cf78f68cf3ca679654e3b7ebb37e8d592
org.apache.openwebbeans	openwebbeans-jetty9	2.0.21		f1ee233e2f6f23a3342ba5ee49166fb9a2f668ca
org.apache.openwebbeans	openwebbeans-jetty9	2.0.21	jakarta	d6b707487d7ede3d23d6b6a90d09077950507063
org.apache.openwebbeans	openwebbeans-jetty9	2.0.22		0420323c8d866a9e36c45b79b1952ccab4424a15
org.apache.openwebbeans	openwebbeans-jetty9	2.0.22	jakarta	f53a8bb373f1275c5a34982f147a325dd79205f7
org.apache.openwebbeans	openwebbeans-jetty9	2.0.23		62bb4582c1ff751b38c52a0266fdae962d92711b
org.apache.openwebbeans	openwebbeans-jetty9	2.0.23	jakarta	90c839fcc02ed46367ea309fd3aa29ac7f2e6a74
org.apache.openwebbeans	openwebbeans-jetty9	2.0.24		98f2fa93e3e0092a4ddc20b3d5219d4639459f7f
org.apache.openwebbeans	openwebbeans-jetty9	2.0.24	jakarta	7da5b2632014a3300514bf24a7f101bc99859ad1
org.apache.openwebbeans	openwebbeans-jetty9	2.0.25		31fd8ab2691d6769f131648a8521280c5a98330a
org.apache.openwebbeans	openwebbeans-jetty9	2.0.25	jakarta	fcce3461446f377d00e997c446500c3320a9f271
org.apache.openwebbeans	openwebbeans-jetty9	2.0.26		a52a6ecc9821503ee53798306ea022dbb9fe9b91
org.apache.openwebbeans	openwebbeans-jetty9	2.0.26	jakarta	4a8f2c5aabe10aa6ebfe91bcf8da9966042bbecc
org.apache.openwebbeans	openwebbeans-jetty9	2.0.27		343cda39c1dc4ea3d43fb495d334cf30c2bd43dd
org.apache.openwebbeans	openwebbeans-jetty9	2.0.27	jakarta	8347377536f12fe4094a659f07f83c0400d0cbf8
org.apache.openwebbeans	openwebbeans-jetty9	2.0.28		87c9c34d0d7024435c2ea61ea91b46481ae5d420
org.apache.openwebbeans	openwebbeans-jetty9	2.0.28	jakarta	d7389a9e1376b9b188a206a42e5305b44d8eaff6
org.apache.tomee.patch	tomee-patch-parent	0.1		N/A
org.apache.tomee.patch	tomee-patch-parent	0.10		N/A
org.apache.tomee.patch	tomee-patch-parent	0.3		N/A
org.apache.tomee.patch	tomee-patch-parent	0.4		N/A
org.apache.tomee.patch	tomee-patch-parent	0.5		N/A
org.apache.tomee.patch	tomee-patch-parent	0.6		N/A
org.apache.tomee.patch	tomee-patch-parent	0.7		N/A
org.apache.tomee.patch	tomee-patch-parent	0.8		N/A
org.apache.tomee.patch	tomee-patch-parent	0.9		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.0.0.Alpha7		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.0		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.12.0		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.13.0		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.13.1		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.13.2		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.13.3		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.13.4		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.13.5		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.13.6		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.13.7		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.14.0		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.15.0		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.15.1		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.1.15.2		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.2.0.0		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.2.0.1		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.2.0.2		N/A
org.arquillian.universe	arquillian-algeron-git-retriever	1.5.0.0		N/A
org.cloudhoist	pallet-common	0.1.0		a45f8f17f4305a76050e9eec8cbc095d72914768
org.cloudhoist	pallet-common	0.2.0		d05a9778e145e1db5cffed5f9365dfada875bda1
org.cloudhoist	pallet-common	0.2.1		e90764472337c5e91437040d12f436ddc699f9f6
org.cloudhoist	pallet-common	0.2.2		8af616ffbba999e09039f29278336c9e18e0020a
org.cloudhoist	pallet-common	0.2.3		d60d958a0f343288e71e92880eb43349aa57381d
org.cloudhoist	pallet-common	0.3.0		325e39b74e32661204c985fafcd4ef441234967d
org.cloudhoist	pallet-common	0.3.1		43609103cb1559363b299559cc904fad4c08c532
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	0.0.1		3f6b329bbac8c7f12c38b1b348c29ad4aab7e8bb
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.0.0		e72a41a9f48e51bd53c473d89ffa5fcc22adbf72
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.1.0		58833303a500d9d43698af644701cb78c964624c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.1.1		8e860b57bdaba48f1c2a595450c060eed99d91c8
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.10.0		6269d1e77c2f66eb53a2eff95c3a6455ad6a7bed
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.10.1		9150324881fa6f4c9e665a3bfe70162cf8741065
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.11.0		b0b86434ebb9d172d766a97902c0960bb10bfa02
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.12.0		ef1417a556f1b30a28771339e584a3847dd5c1db
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.13.0		f5851736da451c75f131fa02acdd728ff446f095
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.14.0		6e9674daba0702613641e74e0127cee3c6f558de
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.15.0		770b138f70dda0df694ec51eb70c7560e4226c4a
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.16.0		dfdfb38327713f4a18b16af3629e6bd29080e7dc
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.17.0		3e7df626c9f0389f0c0d1ae661ae80b68d840f99
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.18.0		8d8cd27dad4e9de5c92cdf9246137b70bc4faa22
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.19.0		9f3afaf89ea075b99285afbc69f8d57421a6502b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.2.0		b1b9b9acbc4ff20092d9fa25ab30f018caf03bf9
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.2.1		966a0f3a820ca75c028e29924662e28146bbf163
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.20.0		20da9a035bbeea76c5ae1d95633eefea0106815d
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.21.0		fb854721581977280743bef8022bfc062e1fa852
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.22.0		ac0517a0f2d29fca25eb795f240556c44bd066e7
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.22.2		befe4f1c14c1db1b89ed83bce25006276850f394
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.22.3		5f96915dbc84e39775efc1826884169962f39abf
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.22.4		3cb87149c952c597ff3a70e1629cf547390a1894
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.23.0		d7bb943ed65e32e8e8e67833d5e1d4c2e1c6449b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.24.0		2ab62fb251054d0f90dfd555c391015a73a0cde2
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.25.0		054bb9a86d626bef8a7c7d5c0e86af6e9a374db3
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.26.0		ebf1d887c896284181030a7ef43dc7fd68079f4a
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.27.0		068fa228facdefc1ed0e4cd3a756708da6cd9ef5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.28.0		6aa88ce70baaf632eee8c3b93ea42881fd0f095b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.28.1		38018c3103677285743fec0dde1752a788631901
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.28.2		23845fcfead7d91812e9963bee3cd0ea5941621e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.29.0		949789d17cd3fab2281401ad1a0e780ecfd9a0e9
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.29.1		d7b2392b77462cb71e679bf93b179536ee1c3e5e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.3.0		37a2292c5a2db7efe1bfb6053747136469534cf6
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.30.0		f94378418c84ecf5107dfbb2d5b9c398c38fb150
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.31.0		abe38d204d795c58e66b367a9a33a03c4fa8c81d
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.32.0		704a6304e2bb028f5af27f5742af782c5437348a
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.32.1		b1be343ec3ce03556c5aee442800ff091b6231c2
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.33.0		810494afbec77bdbad36be7b3d7fd5114a83dd4c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.34.0		3570242c323ed557e380398821e2ca6c7f84c627
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.35.0		3ebb5c7638091393eff56985412f4ced158ee745
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.35.1		055055a3c60d52120db8c7ec7e863d0ba6bdbcd8
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.36.0		072aa937faa1b9be188b7e467066681f45c802ca
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.37.0		024a9242b5061e8d6065b5e14f77dd23d7a50c48
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.38.0		065c8a73755e78a7286f1f521589e410796aba50
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.39.0		405f19ea5eb1461592fee3b7932d50531fd03a86
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.4.0		5138d89665c8256cd590b02eaf7dd52a8a8be4de
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.40.0		50c105418128e0d82bd3c3d3e9fd33534e518a03
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.41.0		f35fbfebe9a524091782c414a513aa190e4ce11a
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.42.0		12590307cd962e8ad80073653f1d0ac25ca86d07
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.43.0		af3c3d668a7b4e42e18b26fe7c43f01ed1a36393
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.43.1		98b4b0d6b90eb3308da49f83c52851125e0263e6
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.44.0		fddd6bda2cf28d5315f07ca0d2fceaff9ce56c4c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.45.0		1e6afb2b7e664aa4edf505ab845374ca8ab0761e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.46.0		571875135f0de8c97bd420bc09526a70f9aff982
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.47.0		de62fd6dac200cd4a27aefd6f13d172dc64e82fa
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.47.2		c022c733d50bd85a2513bb9e0e08b982d8ba83af
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.48.0		a920983201e53ab62e0e0c65a5a9359a2b28e9c1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.49.0		56aa06c3b721661f1c83b6f4f9f4cd52b9da1e2a
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.49.1		cc9dd4423eee56a69371144f7dbf183715c27dda
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.49.2		3ddfbd51433af57a57a1d497193d868c7f1d644e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.5.0		d8a493384ea1e2d7832bca3974e4dd7bb4261073
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.50.0		cb331be696b7036cf022304944a5311db94a2e54
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.51.0		3141c1a5cca37c2d887bc5bcf290b1876f52441f
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.51.1		106a514d11f3821b406828dd4884ea20b141a5c2
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.52.0		7f998f1e80482f318fa54a461238c7edee334391
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.53.0		faa50b07eb6bd70383429fe4e6e0f29bd6619d99
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.53.2		f4c786e7ec34e14d034edf5c5c1967cceb3d931e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.54.0		7050db527ce1f4b45543b077edd1c811c47f822f
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.54.1		351cfec7a3e922692c175431f98422c10ae51455
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.55.0		0abd9eb4751fb307e22b7ff6c59ab329ea0dfc2d
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.56.0		2d62821f86cf0d2b6f53c1fd732633aed655bb62
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.57.0		aec170babddec4a19888d67dba3999f6939a99bc
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.58.0		0642156586402d56f964a7ca09390e6f3a7eded8
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.58.1		afd14431a2a94f7167159771c30c57c1e2832679
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.59.0		727c9f8dbe596fa59aaa06ba01132e0cf561ba64
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.59.1		86d2a6f6547b74997b318b3dbc9537ac4de04c58
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.59.2		0d5ed59da88ad77a608ae08cede2ed1243636fd0
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.6.0		63ff6034ed5df189d4849a3abc0bb65dd2b434df
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.6.1		5549e9c47b537d802c090ef766c9e46b3e556cd0
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.60.0		967801778dcd845af82f96442ee0e86d22ae841c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.61.0		de41c2c71ae0ba9ad1fded40a0e7f2b23ec18497
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.61.1		a3a9b38ec8c35084bd46854f0de6456fe9f29cbf
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.7.0		a545bd57afe8251c6d30581e79dd888862947db1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.7.1		1980039b56ec9a593babbfb40754f2fb478d26aa
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.7.2		2178ba4476d3d785c8a53f6674120cb649af2cda
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.7.3		69d8ecf5480782be8a0cc655ef150d38c2af519e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.8.0		85dedca9385b02fcc025f9da36d9c70b0749e238
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.9.0		1b279099cd3f8a2c26e3d83196d6a537346512ac
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	2.9.1		8b54a3fa3eb5637c2bfbd15ab0338e405e52591a
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.0.0		93751bf068aac8e8646d30177ce8a04d2f93682f
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.1.0		12ab6a00186e3c922eab470761b88522bce74d86
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.10.0		f2f96c8874ff2b65ca93262cc3a0d7870940c753
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.11.0		9a60fa7221cf98a88454f648145c6efb10a9d4ad
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.12.0		96aba867e4487342006b4f9ae15a312ce216023d
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.13.0		1b94c5c82dcde32fb716a22bd23f04ce4f8cbc9e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.14.1		29da43d318d5454901059c12ee746a43453f3781
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.14.2		3d843204fdca2999230ba7528d95053807749fe3
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.14.4		7be9b048141c05e7f499b4224a646bc0cb57d832
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.14.5		26931e0d76a91712ff3b8673efb653a199eef7a8
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.15.2		91f493b869a694a14cda177be25959044e68f76b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.15.3		373a59e104010db8acb36107c430c740b44f1cb1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.16.0		907953737bbee2ef9be1a1e3497f095672673449
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.17.0		8adb01da485fe2e89e17df735acb6a97b7ea0221
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.17.4		eab8074a29acfea8d9d7adfe95f56ff61a267bbb
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.18.1		2261c8e75de9e72b387007a9dedd719180e98b0c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.18.2		1fc96bd76c9de6a0d69a72b58d83cf2526019af5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.19.0		be6241859d63ca4092014790e757a24ab6a8c562
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.19.1		e20d64c477a477434d909e5b98562acd722c5a28
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.19.4		3d1b5a8197498784e9eafaf3627383d9c0b4d9b1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.2.0		7ef35c2cf67dc9c3d0c54ad03b85e922d122da2f
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.2.1		763f79c78d56bc815d20c9748ee4465be8fa4ec5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.20.1		6aec20627a8ef6eb2476a8c3f2f9ec7caf09ecc1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.21.0		a3acdd8079dac2b4f65488af732e7846bf6bc0a7
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.21.1		dea82dc49d3adfbd7a35cbcffff7ca78cfde9cf3
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.22.4		53a578beaaed0bfc1d33e69359eb02ab3d0f8631
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.23.1		aa3860e882ec902893e9d014d85ef4afe8e4ff14
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.23.2		abd0ed960586e3872ec4f84152a7ccf7688e073e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.24.0		81681869d2aec2d34500c13dd4c46c4b140e7bcd
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.25.0		b533c5769a489911868e2d96802da9f5d52a1267
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.26.0		03d7184383fc7249bfef3bea80893e12f1a33c97
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.27.0		0d39efe2e9842dfbb9ede865847327ea470ac818
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.28.0		a3e59ad464b8d5e084a70c78d4ed3515f24a3d25
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.29.0		8bb5e648912b05be384a05206c43c8157cd6ef10
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.29.1		c5a8bad460a307d6845fda54f9c9e3ea735d692c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.3.1		d3b24c73dcc1e146f06d03265ab8361c767d21ab
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.30.1		d3a45d4a3699db25e58843a26c82a5c80d43f9e4
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.31.0		e10b57d4cbed2d75a86e3332b6cf4165070c103c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.32.0		8456089a7463ef934bd4ef8ab4144b7db1216b71
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.33.0		fcb68fe046a63b0d4484a9c96437d2dd54083c99
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.34.0		2734087f73f35c6c1eb698c08681a6635c336ac4
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.34.1		3f742d52ff6a6bdf7cbeaf5618e5ecc91ef41728
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.34.3		539f37af2a65548cf88ec16faeb363dd8dc7fc24
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.34.4		f636c5bb85c8b58be2cb03cde14ff4d94bc0bbcb
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.35.0		792c98b74bf574cf58b8246e43b45e764987334c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.35.1		f9c9b585e5780be26053da93c6b079a558fce366
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.4.0		1095212d2c9287a5ac436923f76517e174522c80
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.5.0		a0aae79424cf3c11f961d878914fed9f65a12260
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.6.1		262665bc82649968054040f91837db4353343fa5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.6.2		271118fba52842c7ae3775c72ecd710d64f9c56d
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.7.0		499f23e7ba35bd2a52509b553b3964578342fb7c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.8.0		ff555fefbb415eb1dbdf9990f9730322f43bd881
