ai.abra	abra-api	1.0.0		N/A
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240522.12798.0.v8cf80272		bceafe99d25b603d0676ca6c5ae0b743eeb5b0d0
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240523.12801.0.vde87fd3d		239e8eef45a278f428db5eb8e6bd527b94b80b6e
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240523.12802.0.v2a592425		bf5ff9fbfc3a07b52f64bb668d43764168919984
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240524.12804.0.v95398f13		523de8abc51eba0275df8de871702de2dbde38af
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240528.12807.0.v1a18b34d		20416c1ab080b4880a004b73f69fab0ba0185fea
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240529.12810.0.v128d595b		0be74a8a877fab8e1b4a54db71c877206beb6902
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240530.12814.0.vef26c3a2		7d89504c6256b36e4daffd6382d8a3ffe4b4e949
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240531.12817.0.va67a4490		8afcc1f605dccf59e800d54d90ae3a28013b9a55
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240603.12818.0.vad262e6d		6c50e07bb98dd0c719c245358d476b05d757987a
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240603.12820.0.v98b65512		036e4afa947adff96a20cb7bd0ee8590d72c2c80
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240604.12824.0.v0c170ce4		e4c01e40c0dc377c280493634418b80b8785a2f4
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240605.12825.0.vd780ddbf		837a2657dc97e2cf1d4b0557a1cb270bc72ae837
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240606.12826.0.v3d5f2a19		7597fb1171ea613c2802992f8ed5937639f43054
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240607.12828.0.vb083c469		1a0bb0b7440a9daed199f4cdaf8a81e565d9c538
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240610.12830.0.v6df66d98		c5817bdd4a868ef7c6e0b0bbaa797fa2e0ab53d4
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240612.12831.0.va188d6bc		7f3843e97b350ecbd4d232a8e97286d17a84e3f3
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240613.12837.0.v8ffbb4e0		d0c1ff0658fac9227acc64f28e2f508841c72cb7
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240614.12839.0.v7ace5543		0d05ef54d16d89ca87319cb7478e633704f3c258
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240617.12845.0.v7b4f6e3c		534b501720f9eb7285af85734e494e4781ded4d3
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240617.12845.2.v7b4f6e3c		92c9894f32bec09ca1a31cc2b5e0f3ca5d8072cd
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240618.12849.0.v80521fa1		6ba9e2c5edeca4fcb8c653f84fc34226264f1613
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240619.12850.0.v0cfddd39		a2b8e77d0d3147218ed4a35f01b52299ca385e85
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240619.12852.0.vfd0f2b57		84d1cfc504e80cb8588ce0328cdd79bbe6286326
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240621.12855.0.ve17980f5		1acf27e1137ef76c51e0085ba2141b9b96b3d29b
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240625.12857.0.v2aea6caf		0786cebb6de8ebba6ded7d148b224e0ea1e278ea
com.daml	test-common-performance-tests-java-1.15	2.9.0-snapshot.20240627.12859.1.v8721b34e		28f1aac852f4881d39aa9db872baaf24e3cdfc66
com.daml	test-common-performance-tests-java-1.15	2.9.1		efaa9ace62c3284804b0cf75460690e12e6ca3dd
com.daml	test-common-performance-tests-java-1.15	2.9.1-snapshot.20240711.12867.0.vbde55381		1fe9c55ff65ca9bc9ddb7a967b15adf90b1c5c16
com.daml	test-common-performance-tests-java-1.15	2.9.1-snapshot.20240711.12868.0.v71f67ec0		4eb700d2c8149056faa9a6f6d66889d684d67a15
com.daml	test-common-performance-tests-java-1.15	2.9.2		58b1988125377a3a32c80aa6ab2a348dfaa3ef44
com.daml	test-common-performance-tests-java-1.15	2.9.3		fdd3fe785d8a79839dd22afc8abff04e72e1eb3e
com.daml	test-common-performance-tests-java-1.15	2.9.4		06ace16a898f7c08fadf971ca662935ca7dcffa3
com.daml	test-common-performance-tests-java-1.15	2.9.4-adhoc.20240729.12882.0.v4ee22923		1c6a823021e3394d00f2cea4b44726636fd6c067
com.daml	test-common-performance-tests-java-1.15	2.9.4-snapshot.20240814.12888.0.vb3283a3f		a32e8b29aa6f7a7230f1fc1f531ae5ac8714bf44
com.daml	test-common-performance-tests-java-1.15	2.9.5		65fb9f931568a102a32ec39f84fb532ea72c365a
com.daml	test-common-performance-tests-java-1.15	2.9.5-snapshot.20240823.12891.0.vee04b471		d73f5902b842c1d4afa143293532a835c715b7ac
com.daml	test-common-performance-tests-java-1.15	2.9.5-snapshot.20240923.12896.0.va7af1e18		b932f2818d5c656bcd47ff55ee28ac4d1627a9ba
com.daml	test-common-performance-tests-java-1.15	2.9.6		13050c96da0c0164844b610a260771bc55f6c22c
com.daml	test-common-performance-tests-java-1.15	2.9.6-snapshot.20241030.12898.0.v1e848e2c		810fb049b0194402ede49d1b538cd86728a89d01
com.daml	test-common-performance-tests-java-1.15	2.9.7		a97a89970a5fd56304c3755b00864a3878012357
com.daml	test-common-performance-tests-java-1.15	3.0.0-snapshot.20240109.12547.0.v54009a41		4437491c0f610520eda44898490de0c772c1274c
com.daml	test-common-performance-tests-java-1.15	3.0.0-snapshot.20240110.12560.0.v57656042		9e5b2923699705e8636df9b45db3d0af87d8028a
com.daml	test-common-performance-tests-java-1.15	3.0.0-snapshot.20240111.12564.0.v88a271b5		b72b2a94600fca4f993d6eb6abaca198a72f864e
com.daml	test-common-performance-tests-java-1.15	3.0.0-snapshot.20240112.12569.0.v79107eff		8b97f63107eca51361cd681b1c13c28066caae47
com.daml	test-common-performance-tests-java-1.15	3.0.0-snapshot.20240112.12573.0.v1168e354		456fb2a1f00a066b8c6552f24dba1dfd88d66c72
com.daml	test-common-performance-tests-java-1.15	3.0.0-snapshot.20240115.12580.0.v179d8536		5f4d76825cb106fa56c2ca49d5c8acda86f8b662
com.daml	test-common-performance-tests-java-1.15	3.0.0-snapshot.20240116.12589.0.v73f4cdd5		d2079314d6da044ad084924b8ddf27efcb4fe294
com.daml	test-common-performance-tests-java-1.15	3.0.0-snapshot.20240117.12593.0.vc6cf5b78		820cbadc7563e35fb33299d3ef3f75a54eff06c7
com.daml	test-common-performance-tests-java-1.15	3.0.0-snapshot.20240118.12598.0.v39ea5890		a94ea7485630b4f5a79395305e80e9ebab3fdbda
com.fluxtion.extension	fluxtion-fu-text-api	1.5.7		88d177fcc2e76e217dadf63880c84088c896e5f1
com.fluxtion.extension	fluxtion-fu-text-api	1.6.0		db4ff58fa30048c7dacfe8c1995c49a2da09a0d3
com.fluxtion.extension	fluxtion-fu-text-api	1.6.1		4a59bd916933fc8b9968b4ed51c16a7c91946a9f
com.fluxtion.extension	fluxtion-fu-text-api	1.6.10		9f68d27cd1a1bd3353842cf8d0a69606f3088a52
com.fluxtion.extension	fluxtion-fu-text-api	1.6.11		9bd53a8bf911ea80acafdc88a0c6928a172b86d5
com.fluxtion.extension	fluxtion-fu-text-api	1.6.12		75453f75145c63d97b81b856ff26dc91d5ea8369
com.fluxtion.extension	fluxtion-fu-text-api	1.6.13		2bdb0c5f252be660715513bd7565f60b4cba03bf
com.fluxtion.extension	fluxtion-fu-text-api	1.6.14		a80ecacdcbe5d50506745906bca62784f2563595
com.fluxtion.extension	fluxtion-fu-text-api	1.6.2		3b2c766a867ca7274cbd330725fe14852fddf422
com.fluxtion.extension	fluxtion-fu-text-api	1.6.3		9f0919ba344f37646be4739a108f7d551eef1192
com.fluxtion.extension	fluxtion-fu-text-api	1.6.4		20030a2c89ea4465d3d8d09d4a36236302e5dbc1
com.fluxtion.extension	fluxtion-fu-text-api	1.6.5		79c2f83d2abaedc818eae21a1d71080d76685c83
com.fluxtion.extension	fluxtion-fu-text-api	1.6.6		d26e1cfadcd9d3cfd68e3cccb052fcce4b2058ee
com.fluxtion.extension	fluxtion-fu-text-api	1.6.7		c58fa12ef946c3f7d407e904eab00e84a35d6d3a
com.fluxtion.extension	fluxtion-fu-text-api	1.6.8		09c9650bde484f59b56c109ead2fa90b81ab2a96
com.fluxtion.extension	fluxtion-fu-text-api	1.6.9		38aae0c20991bebbb8089bc62e26b10f3fb759c6
com.fluxtion.extension	fluxtion-fu-text-api	1.7.0		e729b0df7a8953c116832680d7d399626e23bd1b
com.fluxtion.extension	fluxtion-fu-text-api	1.7.1		8af4ddba52dbacbdc5719d481a029a49372e432d
com.fluxtion.extension	fluxtion-fu-text-api	1.7.2		3d4aff038fcf39fd5e3613a24366928053f2bd98
com.github.CedrickFlocon	enumresource	0.1		N/A
com.github.CedrickFlocon	enumresource	0.2		N/A
com.github.atomashpolskiy	bt-parent	1.0		N/A
com.github.atomashpolskiy	bt-parent	1.1		N/A
com.github.atomashpolskiy	bt-parent	1.10		N/A
com.github.atomashpolskiy	bt-parent	1.2		N/A
com.github.atomashpolskiy	bt-parent	1.3		N/A
com.github.atomashpolskiy	bt-parent	1.3.1		N/A
com.github.atomashpolskiy	bt-parent	1.4		N/A
com.github.atomashpolskiy	bt-parent	1.4.1		N/A
com.github.atomashpolskiy	bt-parent	1.5		N/A
com.github.atomashpolskiy	bt-parent	1.6		N/A
com.github.atomashpolskiy	bt-parent	1.7		N/A
com.github.atomashpolskiy	bt-parent	1.8		N/A
com.github.atomashpolskiy	bt-parent	1.9		N/A
com.github.jmjlbmn	huiche-config	1.0.0		N/A
com.github.jmjlbmn	huiche-config	1.0.1		N/A
com.github.jmjlbmn	huiche-config	1.0.2		N/A
com.github.jmjlbmn	huiche-config	1.0.3		N/A
com.github.jmjlbmn	huiche-config	1.0.4		N/A
com.github.jmjlbmn	huiche-config	1.0.5		N/A
com.github.jmjlbmn	huiche-config	1.0.6		N/A
com.github.jmjlbmn	huiche-config	1.0.7		N/A
com.github.jmjlbmn	huiche-config	1.1.0		N/A
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.0		4be6b26c8409d7a844c96efbebe14b61d9558297
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.0-RC10		c0ad385012b7c4ff1a1d1fc01084f7cbfe9e81ea
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.0-RC2		ef8b0053f5d29209e98c06cf596d776bf2141abc
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.0-RC3		a83722093909298477c23217d06163ff0d690bb8
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.0-RC4		8b8421f7bd519cae2860b9f88b5a87fab4bab3b5
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.0-RC5		e5463de3f44032c6877a1922977f192e6ffd6d54
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.0-RC6		e6582ab8f11396ca93b641188c732a3d04b9c654
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.0-RC7		b629577e4c2a3c29251041ee8e38e162feb627d8
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.0-RC8		12e15f81dd0a1ba4dcd2a95b7a47c8128e8b4ce3
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.0-RC9		24d2bd59978862026434720a35344a5065f10a98
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.1		15f369b19528099ca0b7280fc0015a740bbae0ce
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.2		5365d3d6fd037597e9d76dc75ebb35d310282567
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.3		6b4936f29b00e97fba1d25b7c5a4f6c0369d0e0d
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.4		7acde5020c996eb3305723308d68ebee5b051eb6
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.5		4eadabec1507ac578d036d3ab6f21436edc80ec1
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.6		752d0b6b53088da2dbacaa8f139cd78ba58db47f
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.7		804f0c477ccb929beba105a85ad22fd841f65d6e
com.github.stephanenicolas.toothpick	toothpick-compiler	1.0.8		2bdd7551ef02d5aa716ba91d56c5345c67dd6b39
com.github.stephanenicolas.toothpick	toothpick-compiler	1.1.0		5ce4302583e33c3844c3f34539260f1d66996a7b
com.github.stephanenicolas.toothpick	toothpick-compiler	1.1.1		1a6dda14e31d6ecdab6ace29d5b515ae20b053f4
com.github.stephanenicolas.toothpick	toothpick-compiler	1.1.2		210ac66f54b1a45bc249230c521ccabe0ef1ef59
com.github.stephanenicolas.toothpick	toothpick-compiler	1.1.3		e1596cb5c0ce8dd909f98d9bb15728d453fb9a9d
com.github.stephanenicolas.toothpick	toothpick-compiler	2.0.0		17cf9127925be48474864eab51a274e4dad706d4
com.github.stephanenicolas.toothpick	toothpick-compiler	2.1.0		58ba515ff0414a455578a25b39ea6c8736b33451
com.github.stephanenicolas.toothpick	toothpick-compiler	3.0.0		f9ce92ff75c3922b640b0dc73ff1da6f0bcacf98
com.github.stephanenicolas.toothpick	toothpick-compiler	3.0.0-RC1		775aef86f6e729ac9fdb5f53d36fb3e96268ed06
com.github.stephanenicolas.toothpick	toothpick-compiler	3.0.1		8ddddd8994775dc62f29948b6e5f2a9f70917734
com.github.stephanenicolas.toothpick	toothpick-compiler	3.0.2		c96cfb43e1fb9ec034dedcc7a6ce375c226fe68e
com.github.stephanenicolas.toothpick	toothpick-compiler	3.1.0		102e16e612b4c37a2216a1a8d9398ab42e4fa7f9
com.github.tadukoo.maven	TadukooBaseArchetype	0.5-Beta		17337bbd43a0ea61fc8300a81878102dfa7a0edd
com.github.tadukoo.maven	TadukooBaseArchetype	0.5.1-Beta		d61e61040bae0024d05584f44b72f3181f34334a
com.github.tadukoo.maven	TadukooBaseArchetype	0.5.2-Beta		965f01b7136152996c57c7701a323b6227254f5a
com.growingio.android	tracker-core	3.0.1		N/A
com.growingio.android	tracker-core	3.1.0		N/A
com.growingio.android	tracker-core	3.2.0		N/A
com.growingio.android	tracker-core	3.2.1		N/A
com.growingio.android	tracker-core	3.2.2		N/A
com.growingio.android	tracker-core	3.3.0		N/A
com.growingio.android	tracker-core	3.3.1		N/A
com.growingio.android	tracker-core	3.3.2		N/A
com.growingio.android	tracker-core	3.3.3		N/A
com.growingio.android	tracker-core	3.3.4		N/A
com.growingio.android	tracker-core	3.3.5		N/A
com.growingio.android	tracker-core	3.3.6		N/A
com.growingio.android	tracker-core	3.3.7		N/A
com.growingio.android	tracker-core	3.3.8		N/A
com.growingio.android	tracker-core	3.4.0		N/A
com.growingio.android	tracker-core	3.4.1		N/A
com.growingio.android	tracker-core	3.4.2		N/A
com.growingio.android	tracker-core	3.4.3		N/A
com.growingio.android	tracker-core	3.4.4		N/A
com.growingio.android	tracker-core	3.4.5		N/A
com.growingio.android	tracker-core	3.4.6		N/A
com.growingio.android	tracker-core	3.4.7		N/A
com.growingio.android	tracker-core	3.5.0		N/A
com.growingio.android	tracker-core	3.5.1		N/A
com.growingio.android	tracker-core	3.5.2		N/A
com.growingio.android	tracker-core	3.5.3		N/A
com.growingio.android	tracker-core	3.5.4		N/A
com.growingio.android	tracker-core	4.0.0		N/A
com.growingio.android	tracker-core	4.1.0		N/A
com.growingio.android	tracker-core	4.2.0		N/A
com.growingio.android	tracker-core	4.3.0		N/A
com.growingio.android	tracker-core	4.3.1		N/A
com.growingio.android	tracker-core	4.3.2		N/A
com.growingio.android	tracker-core	4.4.0		N/A
com.growingio.android	tracker-core	4.4.1		N/A
com.growingio.android	tracker-core	4.4.2		N/A
com.huanshankeji	compose-multiplatform-html-unified-material3-js	0.5.0		N/A
com.innoventsolutions.birt.runtime	org.eclipse.orbit.mongodb_3.2.2.v20170222-2110	4.8.0		a3a257e84816eccc47718511758bf2a37cb90368
com.inomera.telco.commons	kafka-protobuf	3.0.7		N/A
com.inomera.telco.commons	kafka-protobuf	4.0.0		99718c9b7326c7e4020273e73ad9ab84622422b5
com.inomera.telco.commons	kafka-protobuf	4.0.1		35942d281a043e0233d5b8531eb16f1f94b1ddea
com.madgag	util-misc	1.21		1e6cdf4c1e897a4276214cfb55da695d6ddc0032
com.madgag	util-misc	1.22		d4c4775f61a40908929ed964746c3277197e2947
com.madgag	util-misc	1.23		e5536f4dbbcad608b0b68e1fefc0109f43f8a1a8
com.madgag	util-misc	1.24		608531213c6c152ffcb3a5873bccb65bf1ef9e17
com.madgag	util-misc	1.25		88c6163bb1161dd71e92672fe8cb031ec0e582ca
com.madgag	util-misc	1.26		ed94532bef62d3ed7055e16dc15f241f3b829819
com.madgag	util-misc	1.27		51d16e43e9060a0da03d084b6d89079d709f9da7
com.madgag	util-misc	1.28		8f45f1451a5eaa6ee4d480ca26cd263dfc10cbd6
com.madgag	util-misc	1.33		d080af226a4d880c8979f1e4dbad8e33a8d4a327
com.madgag	util-misc	1.34		225df182a2c8e965742bdba8b01c5f9037e429d2
com.madgag	util-misc	1.35		a742a76ca7f771b05a98c6b56cc6b72d32e978fc
com.morpheusdata	morpheus-apiutil-compat	0.8.0		5fc3771d829a84bcd8ff827af071848913102e47
com.natpryce	result4k	1.0.0		1f3d00325cbd86f79bf587c3f0a4d515e0af6fc1
com.natpryce	result4k	1.1.0		b780bcf7e05c05a12aee67925d484b01a515cdcd
com.natpryce	result4k	1.2.0		f242042a6c1d64ea0143a8a9c1e73825456a2fb5
com.natpryce	result4k	1.3.0		b30374124ed4ae69338858c7a53f47ee8363e501
com.natpryce	result4k	1.4.0		d481e6d5a0a5138b1ff9dd023346db4978a2b59a
com.natpryce	result4k	1.4.1		f4724e1ad92e0760c329bf0d2a3a4a2884eaea77
com.natpryce	result4k	2.0.0		256f8d677d0606a34b17023de6e9eca32a1bdad1
com.nhaarman.supertooltips	library	3.0.0		N/A
com.nierjia.flowable	nierjia-flowable-parent	0.0.1		N/A
com.oregor.staticfy	staticfy-core	0.0.1		97f5864a22460b597e7cf9cf4c8d9fa76100b97b
com.oregor.staticfy	staticfy-core	0.0.10		344a8289670a2f99f220caa7a6a73f79878cd0ef
com.oregor.staticfy	staticfy-core	0.0.11		33d2f7d008e412f0be8e3e9a53244a2f343811dc
com.oregor.staticfy	staticfy-core	0.0.12		e8aa3630c601ba9b21a5cd1e0b553cccde9c694b
com.oregor.staticfy	staticfy-core	0.0.13		a169b6f1f9592026774bfe8792cabf1a084a0921
com.oregor.staticfy	staticfy-core	0.0.2		216a2b284e3bd720ae58d39aaa23c2461e3bc7a8
com.oregor.staticfy	staticfy-core	0.0.3		862dfd4fde317dfa5f09c6ce9ee993d40e764807
com.oregor.staticfy	staticfy-core	0.0.4		2587e2e2d3d0ad7b6191e5d0f721b3a21477f5fa
com.oregor.staticfy	staticfy-core	0.0.5		5d1a2f5ffc0c5fbc6d7dbd8f7ec08a8b1905de45
com.oregor.staticfy	staticfy-core	0.0.6		6c2dce8fd2a773f9f4aad836dfbaf05d130e9157
com.oregor.staticfy	staticfy-core	0.0.7		e7e917965c29b20c27cf8faf6a884a004ab2ad82
com.oregor.staticfy	staticfy-core	0.0.8		e6170dfe51c91b9bec081738bbf860298cf1be8a
com.oregor.staticfy	staticfy-core	0.0.9		e0ad3cfa2ae02589fae8885ae37660bed1f46007
com.outworkers	util-parsers-cats_2.12	0.26.0		cd252a41af3e444015a2ae38be39cc5294e3a98f
com.outworkers	util-parsers-cats_2.12	0.26.1		0f789fc012ed042698293bf27ddc5f8518ad6031
com.outworkers	util-parsers-cats_2.12	0.26.2		fd2a02af46995b1ff30e2144e776538622f1d101
com.outworkers	util-parsers-cats_2.12	0.26.4		69601d6e6949e7281560ece42a95f5aba06aee69
com.outworkers	util-parsers-cats_2.12	0.27.0		250e06d6d667ede083754c9dd4a8507305618025
com.outworkers	util-parsers-cats_2.12	0.27.1		ae4108b23e5906482e93bdd83e30626be78315de
com.outworkers	util-parsers-cats_2.12	0.27.8		9d2153b960530ed3081ee3e66a5ccdb6940f3295
com.outworkers	util-parsers-cats_2.12	0.28.0		d96ad581da7ea91dc80723216230c6f120feeb5b
com.outworkers	util-parsers-cats_2.12	0.28.2		e2e96041a6e2e2504efb0d8f96aec89971cdc149
com.outworkers	util-parsers-cats_2.12	0.28.3		3f430145e0721e761e66b40ec443155662dd4824
com.outworkers	util-parsers-cats_2.12	0.30.0		04fd927d00732681d73a3814d1833d3e0a06aa9c
com.outworkers	util-parsers-cats_2.12	0.30.1		e0be5a31870361f4f3fe9c2ea9239f48207e09e1
com.outworkers	util-parsers-cats_2.12	0.32.1		f13ea13ab279fecfaf9134517e2f933fac3e5491
com.outworkers	util-parsers-cats_2.12	0.33.0		257e049a60401dfdd27d3c637905fbb22eff86c0
com.outworkers	util-parsers-cats_2.12	0.34.0		1b975d6651f67b7ceafd39c0ab76144bb199c3d2
com.outworkers	util-parsers-cats_2.12	0.36.0		79db0f95d93c06be73935b22eca9afec936563b4
com.outworkers	util-parsers-cats_2.12	0.37.0		037c7cc25891aa3e38651f9845d0e567352b73cd
com.outworkers	util-parsers-cats_2.12	0.38.0		abfccaf03fc9907c256d8130c191127b219c7821
com.outworkers	util-parsers-cats_2.12	0.39.0		bcc8df7440dbafdec25d591d0db835fe1cdea43f
com.outworkers	util-parsers-cats_2.12	0.39.1		01fd49e98ac1e8b8dc0ceabc8f82d24158bb2587
com.outworkers	util-parsers-cats_2.12	0.40.0		3df07d132245328110d913933dd7112f0a1dd3db
com.outworkers	util-parsers-cats_2.12	0.41.1		2fa31bfd08786e36e72faf98f125380d440a86d5
com.outworkers	util-parsers-cats_2.12	0.42.0		ccfc724075d1f90eaaa6981df551b15f43915bb2
com.outworkers	util-parsers-cats_2.12	0.43.0		7e9f70eb2b995b18323ddd6198a845cffec615a5
com.outworkers	util-parsers-cats_2.12	0.44.0		bb712c9c77d0eb0e841d7d7e1922e5ec31a24660
com.outworkers	util-parsers-cats_2.12	0.45.0		15659d3d8109cc45dec29db3d038dc8ef1b76a5a
com.outworkers	util-parsers-cats_2.12	0.46.1		3db051c7069ef865a804600fcee37b3a83ccd36f
com.outworkers	util-parsers-cats_2.12	0.47.0		bb8d6986684989cde1e558be2a3ac8ff5c485241
com.outworkers	util-parsers-cats_2.12	0.48.0		bf214a592b55d3bd331d7ab4a9d5a7b7007d55f5
com.outworkers	util-parsers-cats_2.12	0.49.0		14a868e9fc598c460473cd90b59f9a0a1da84f14
com.outworkers	util-parsers-cats_2.12	0.50.0		1100cf7036837fb43e58aad84cdc635a0395568e
com.outworkers	util-parsers-cats_2.12	0.51.0		3f76a98e9d26a12ef6f736123f0ba0cf38aa676c
com.outworkers	util-parsers-cats_2.12	0.53.0		67da72d01116b2144f6e4d985af3aced7cec0560
com.outworkers	util-parsers-cats_2.12	0.55.0		6d81ad1c39b22814536d7386161d1c00c1ab2adf
com.outworkers	util-parsers-cats_2.12	0.56.0		f28edd843f24f84e3dd6c6f4839b7849476e539b
com.outworkers	util-parsers-cats_2.12	0.57.0		c4c7ba20c760dd323d0be44f88b8d0c0bdc54de1
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1000.0		5e6831315e618c75bd78d27048bbc4c064bf4086
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1001.0		5fa26cd52646e7b7a98d287ebd90f1cfbb74524f
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1001.0-rc1		f162aaee72b061c075ee33f6f6623cb709276609
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1001.0-rc2		c9a5f0aebafa71e4c3ff8815ab90d2d141c023d7
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1002.0		35a553de7309610e3ecf3f20050d99c24ead31fd
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1003.0		c1597e1733fe2066c8dbb78b67c42cde394fec2f
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1004.0		ca784ed7a048998ba68c279101177771b199edc3
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1005.0		c9df0851e8e8966135b21162525e2bccb90292be
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1006.0		f461a69f1eda6bed7f8188cf1733b08856b0696e
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1007.0-rc1		c77ae4806b4bbc39cb64b1262d093a6b55bb7bd1
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1007.0-rc2		36aad9d633b9da0fd8723806f4c9503f4b0c8ea6
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1009.0		a1e988445042c7fdb8d07d6329c6f1aa4ca00913
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1009.0-rc1		9f75fdec6289238407a78265617267f5f83c7110
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1009.0-rc2		5288aa963e55112c025a89d5b06c9bd863e77848
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1009.0-rc4		cf2d39ffe4c7d4fdf3c63c667e9a8b80d8b276d4
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1010.0-rc1		a8d53500421f8d210e5cc52c274cd6790d5c0d1c
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1010.0-rc10		53d14792cfd1f8578485f82fb4ebf0411882cf7f
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1010.0-rc2		315528d335e90139569a1e0b7bc91ba514e97ce3
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1010.0-rc3		45725707026a2718c4e959e0abb78d8fc1f11f72
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1010.0-rc4		7fecfa60cdad1a536c3fa7360c29f757739b33ab
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1010.0-rc5		a606bbe19a5e0c9f046b12449b7b78ceb9eb5434
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1010.0-rc6		af3d06d0155e8432351933a7dd5e4c6e03695d9d
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1010.0-rc7		7286c1085b3b1179a818ccd0b5c05d58cdb08c6c
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1010.0-rc8		7d75af7d3e2fa5854694d20725b27a631bc3eec3
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1010.0-rc9		86e0c57d628c18c4aacabc61c0cf85ca69da24e1
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1011.0		e4ec0dbd9401f9ef7a370668a281b53e0863c5d2
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1012.0		cd2fc80e0fe45215e0612c36a8d133a758f38d63
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1013.0		823022fc55ce8fced49620f14d4a2d7758c7d996
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1014.0		0395ba11e8c4a043ac25164a5426ea622d38d808
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1014.0-rc1		68510dcd4ed1338333c85cc5bf713827082aa979
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1016.0		5cc40967d3b4de92d63caacdd8d8714e98adc219
com.palantir.atlasdb	atlasdb-workload-server-antithesis	0.1019.0		a5a61d5405870255873044edd543cb2ec62bb7c9
