at.released.cassettes	cassettes-base-js	0.1-alpha01		N/A
org.apache.activemq.examples.broker	instantiate-connection-factory	2.28.0		753f9e88bb1c41ecb7a4edc677e62f41a40a9a31
org.apache.activemq.examples.broker	instantiate-connection-factory	2.29.0		4955f62bcfc671518e8145b873370fa4d916dbb7
org.apache.activemq.examples.broker	instantiate-connection-factory	2.3.0		f41fa1ed0b63d205b10644445c46d9278ef0fef3
org.apache.activemq.examples.broker	instantiate-connection-factory	2.30.0		b6b80dea0e3bdb3843bd08263f617f222ac7b5a6
org.apache.activemq.examples.broker	instantiate-connection-factory	2.31.0		9f299775ef41a6941e0dd3b55ad0a4e029a0f15a
org.apache.activemq.examples.broker	instantiate-connection-factory	2.31.1		f4612e2c60a1217c14ff9c18c29dc45a4196a7e4
org.apache.activemq.examples.broker	instantiate-connection-factory	2.31.2		34a73aabd1d751522468edee58b9ad44689db376
org.apache.activemq.examples.broker	instantiate-connection-factory	2.4.0		b63edcf812244772b75895936ffeb624c68d328c
org.apache.activemq.examples.broker	instantiate-connection-factory	2.5.0		36057d9c9e3a5f09be1753c5fc1beaa30abdd06a
org.apache.activemq.examples.broker	instantiate-connection-factory	2.6.0		9d7145f5508562f5fac9fdbad130af05270806e5
org.apache.activemq.examples.broker	instantiate-connection-factory	2.6.1		52eaaf81094413740a31187d23885caa46d9e741
org.apache.activemq.examples.broker	instantiate-connection-factory	2.6.2		4e68118debc0bcb0fabd0490f5f21727771734e1
org.apache.activemq.examples.broker	instantiate-connection-factory	2.6.3		e5b63de25b327f44fd3e23fd93756233f42b0fa0
org.apache.activemq.examples.broker	instantiate-connection-factory	2.6.4		f95bd881cd30bee9f6462f2c2693937be19da824
org.apache.activemq.examples.broker	instantiate-connection-factory	2.7.0		0e87ef2e165b6d0766efd8ddafd081da25b9d32a
org.apache.activemq.examples.broker	instantiate-connection-factory	2.8.0		abb28dde6dc5779539fb2b002ff836a6eec2e70c
org.apache.activemq.examples.broker	instantiate-connection-factory	2.8.1		9a008f97be894b1e053a11fe69292e864b7d4572
org.apache.activemq.examples.broker	instantiate-connection-factory	2.9.0		46b8bca570b86302b2e015b6e7bcf4569f5a24c7
org.apache.james	james-server-mailets	3.0-M1		da3b2a72c81c8b1dc6f2aff8c5234f1f91734203
org.apache.james	james-server-mailets	3.0-M2		d47dc9e9af8d271da65092465301d16a5e46d582
org.apache.james	james-server-mailets	3.0-beta3		ce5aa5fbee859700eebedd557061cb42b4904aef
org.apache.james	james-server-mailets	3.0-beta4		5e64a8e9c714458160646acc8853318f7ebf1e3e
org.apache.james	james-server-mailets	3.0.0		fa7a01f16aefe9ce6ccfcd215e53988e7d535e6b
org.apache.james	james-server-mailets	3.0.0-RC1		dfae4ebcd06105c85226a25f547c7d5634922fec
org.apache.james	james-server-mailets	3.0.0-beta5		05c0d4067640a5f609c5c8d14b38acc19d74a13d
org.apache.james	james-server-mailets	3.0.1		4bc828acdaf1a0aa6825f2201ba1c84c78058f7c
org.apache.james	james-server-mailets	3.1.0		a53e1933f994b65bdf3426dcb1894c0864da3892
org.apache.james	james-server-mailets	3.2.0		f321f2067276d48905c203f8b4a4029f145d0a13
org.apache.james	james-server-mailets	3.3.0		77409ffe3ee154b5c836657522f69080315b279a
org.apache.james	james-server-mailets	3.4.0		3cdd55d9c561dd8b407f64e2d2bbffe233c3056e
org.apache.james	james-server-mailets	3.5.0		c46448b54ad6dd9ff92893922f93a5fba4049157
org.apache.james	james-server-mailets	3.6.0		151131a8d8514a239864a6f52d62f0584e0cd654
org.apache.james	james-server-mailets	3.6.2		070c48eca6199ad0f6ecde5846ba88d19daa2381
org.apache.james	james-server-mailets	3.7.0		3bb96f2f2d7b50357bf388749b2ce15de882710f
org.apache.james	james-server-mailets	3.7.1		eacccba9765d2772411705afbd87bd95c8a3be2b
org.apache.james	james-server-mailets	3.7.2		dad1380f70012419df0e9857f109272931811b61
org.apache.james	james-server-mailets	3.7.3		119e02413d604e0ace6ec5983624938a3c4000ee
org.apache.james	james-server-mailets	3.7.4		58b1bdde779dfce8c7bcf1342166fe2f35cf50d2
org.apache.james	james-server-mailets	3.7.5		20a3ca332e559b99822eb39bacb34c418317c601
org.apache.james	james-server-mailets	3.7.6		fa5e333c6618830cdc7d2d7e0c4eddf578ec8db6
org.apache.james	james-server-mailets	3.8.0		dc22677d545ce4a6bf8596d40b8d754102d5765c
org.apache.james	james-server-mailets	3.8.1		0ac6f7d1f5261f8fff48709d4897b05381c2a65d
org.apache.james	james-server-mailets	3.8.2		ce7a22174b4031eeed8452a52aa3dfbb60c71c89
org.apache.portals.pluto	pluto-portal	2.0.0		N/A
org.apache.portals.pluto	pluto-portal	2.0.1		N/A
org.apache.portals.pluto	pluto-portal	2.0.2		N/A
org.apache.portals.pluto	pluto-portal	2.0.3		N/A
org.apache.portals.pluto	pluto-portal	2.1.0-M1		N/A
org.apache.portals.pluto	pluto-portal	2.1.0-M2		N/A
org.apache.portals.pluto	pluto-portal	2.1.0-M3		N/A
org.apache.portals.pluto	pluto-portal	3.0.0		N/A
org.apache.portals.pluto	pluto-portal	3.0.1		N/A
org.apache.portals.pluto	pluto-portal	3.1.0		N/A
org.apache.portals.pluto	pluto-portal	3.1.1		N/A
org.apache.portals.pluto	pluto-portal	3.1.2		N/A
org.apache.shenyu	shenyu-plugin-httpclient	2.4.0		5b158aa231d9d52863c83951abe140972d8d51d8
org.apache.shenyu	shenyu-plugin-httpclient	2.4.1		6ff24700e195cae37bbf0a11de4fb6285ef72cd4
org.apache.shenyu	shenyu-plugin-httpclient	2.4.2		6d60c1dc10449e0ece0abee273a71add65bc4de8
org.apache.shenyu	shenyu-plugin-httpclient	2.4.3		e398ec5010b7710a79ea307495dc966d07a4634b
org.apache.shenyu	shenyu-plugin-httpclient	2.5.0		18f1988ab786419bf420697c982a29cd27878e4f
org.apache.shenyu	shenyu-plugin-httpclient	2.5.1		d83529f88e32cc19fb0a4a0e5c015e7bc9f5daa1
org.apache.shenyu	shenyu-plugin-httpclient	2.6.0		0bcf2487e4bd98858b6e2aa13764cb9718a5367c
org.apache.shenyu	shenyu-plugin-httpclient	2.6.1		b83268e1167e15a3dd7638635301954d0a9f274b
org.apache.shenyu	shenyu-plugin-httpclient	2.7.0		0bf32b7041c31ef2550d68b1eae6b27e8c4cf0a0
org.apache.shenyu	shenyu-plugin-httpclient	2.7.0.1		6726105502a6503c17291de421db74755f8400d8
org.eclipse.edc	data-plane-azure-data-factory	0.0.1-20230220.patch1		03020132638500c2a8e02df298859c9e4dcba80e
org.eclipse.edc	data-plane-azure-data-factory	0.0.1-milestone-7		8ef58f037049c16378f19e2ae2a3c8a8fb455c41
org.eclipse.edc	data-plane-azure-data-factory	0.0.1-milestone-8		3a4aea8c89500fbee2a4ed5bc39f4d4658d7fa0b
org.eclipse.edc	data-plane-azure-data-factory	0.0.1-milestone-9		e840c4331f795829ffc89983b8a5dade8a156799
org.eclipse.edc	data-plane-azure-data-factory	0.1.0		88f966b4544ecae49b1772c4a4d3ec583a833ae2
org.eclipse.edc	data-plane-azure-data-factory	0.1.1		95410a7156bce5d007648eb308241eaa76b2b445
org.eclipse.edc	data-plane-azure-data-factory	0.1.2		84b83cdec50a97f1e311a748f8dfa60b11cb71e2
org.eclipse.edc	data-plane-azure-data-factory	0.1.3		2e239a64338910c0b85899ed6c137c01ecaac02d
org.eclipse.edc	data-plane-azure-data-factory	0.2.0		e55188583ea1bcb9b091928a569b69de135cc8d6
org.eclipse.edc	data-plane-azure-data-factory	0.2.1		360df21019d72a28f94664909f19e02648114a83
org.eclipse.edc	data-plane-azure-data-factory	0.3.0		5e2283092fe6f34a6828b4679ed05c995f2c3b09
org.eclipse.edc	data-plane-azure-data-factory	0.3.1		d81b34993cc43ede551fb3f27a5f3a94d2db09ba
org.eclipse.edc	data-plane-azure-data-factory	0.4.0		08d0513ff9800fe6bc34aca170c801e43cead0f4
org.eclipse.edc	data-plane-azure-data-factory	0.4.1		6f5b6efb22a6fa0dc0d50b05d9cecf0d2114e9dd
org.eclipse.edc	data-plane-azure-data-factory	0.5.0		4d4959a90cba17fe0e877a88d43007794f1c4945
org.eclipse.edc	data-plane-azure-data-factory	0.5.1		66313571f108f72a77684dbbb8a2752e11ce7391
org.eclipse.edc	data-plane-azure-data-factory	0.6.0		845e064e17618fd9cc790be1f40b726e17ba0ee7
org.eclipse.edc	data-plane-azure-data-factory	0.6.1		5aa736976e59bcfa66c9af48fe74ed37feaa71fc
org.eclipse.edc	data-plane-azure-data-factory	0.6.2		77fd99fa1b7e0300511018bb5ffd23aae5f37039
org.eclipse.edc	data-plane-azure-data-factory	0.6.3		39070cee8ae2afc45557fc3ca41d2ca1a3f86b19
org.eclipse.edc	data-plane-azure-data-factory	0.6.4		b6e875dfb0c550717b0ef4bfec49ccbdc4317e68
org.eclipse.edc	data-plane-azure-data-factory	0.7.0		48d308a8c7f5a16517ada3b4651d3904a334aa48
org.fusesource.scalate	scalate-guice	1.0		556fb036f145c7bb4cca5d50ce2edcd2897c029c
org.fusesource.scalate	scalate-guice	1.1		043f86af9831559f9e0b9f48a7a1d547aa0eb581
org.fusesource.scalate	scalate-guice	1.2		0fcf8f6cbda78d19ad6747e857ff9ae0f0657804
org.fusesource.scalate	scalate-guice	1.3		be0ebbda8f82fc66c0ed9ffd6b5d568e512d5f7b
org.fusesource.scalate	scalate-guice	1.3.1		5f364cd346eb255808d7a194d12e137c38054d25
org.fusesource.scalate	scalate-guice	1.3.2		70f0659523cb9bc978fcfe52116f67523106240e
org.fusesource.scalate	scalate-guice	1.4.0		29bd01d94150a6bf66424bf9f50aeef760384191
org.fusesource.scalate	scalate-guice	1.4.1		46c6446e2f204867458cf0a31b12d621c0d7965e
org.fusesource.scalate	scalate-guice	1.5.0		570c5f656fea006e9784c0a5ef2f4c363cd9a882
org.fusesource.scalate	scalate-guice	1.5.1		ff6529cb715b4e4c7d4dad4ca50d464d07f8fc43
org.fusesource.scalate	scalate-guice	1.5.2		7fc860f16bb379c1c4b05642ca11dce9d1326db6
org.fusesource.scalate	scalate-guice	1.5.2-scala_2.8.1		318a618c04777321675c7d0832d1efd24aa8cabf
org.fusesource.scalate	scalate-guice	1.5.3		d15676e3f9de369cb4957f0c4479bf137bd342d6
org.fusesource.scalate	scalate-guice	1.5.3-scala_2.8.2		a7cc7d9e039c615683373f9a7cc49dcc9ab941df
org.jetbrains.compose.material	material-navigation-wasm-js	1.7.0-beta01		N/A
org.jetbrains.compose.material	material-navigation-wasm-js	1.7.0-beta02		N/A
org.jetbrains.compose.material	material-navigation-wasm-js	1.8.0-alpha02		N/A
org.jetbrains.compose.material	material-navigation-wasm-js	1.8.0-alpha03		N/A
org.jetbrains.compose.material	material-navigation-wasm-js	1.8.0-alpha04		N/A
org.jetbrains.compose.material	material-navigation-wasm-js	1.8.0-beta01		N/A
org.jetbrains.compose.material	material-navigation-wasm-js	1.8.0-beta02		N/A
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.10		69c0ac45755129d3b32b4a27d1a94ae530875b52
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.11		09dca653156185e702c372bb22d7eb17444cd6d4
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.12		e431054881ca583319f300bc6172ea5ebb18be9b
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.13		903a3c9c87281fe9b5f82957c6bcab1607be7308
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.14		5a9dbde74ca7d1932fdd64e122c0f8a632246155
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.15		a0537b951fc740e530200f0eb2b6f4b79a4a2a41
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.16		88593712fe1df22f6fc39b1f69b98b66f50d0552
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.2		bdb2ca3f96d8b836845805943e8129aa86f493cb
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.3		1fcdc65e47276c956bb3339f0cdeb9309add5c86
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.4		d48d99b46504bf5a14723265f1ee0245079fd545
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.5		49a87258f30cd9e708a2bcec689c8959ab30cd22
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.6		4b833afd2bb3734eb762ca119999eff07026ff24
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.7		5adf36eb83b4bfbc0a322424b254e8de0937e30e
org.jetbrains.kotlinx	kotlinx-io-iosarm32	0.1.8		25ffdb72ba9317a2569270fdd47dbca59ce47a78
org.jitsi	jicoco	1.1-139-gc42fce4		0a814da9327107bf0611056948bd629fd281222b
org.jitsi	jicoco	1.1-140-g8f45a9f		b12d8b94cbbedbc34ec3cdb8a81229da9462456e
org.jitsi	jicoco	1.1-141-g30ec741		5e7fd81894052516068cfdda04030bf78cc4fe20
org.jitsi	jicoco	1.1-142-gfed0320		e60ff8780cd3c9d7a1e12b39d8427ad32f9299c1
org.jitsi	jicoco	1.1-143-g175c44b		fb32a78f2114f71682aa529c1ebdd088c570347e
org.jitsi	jicoco	1.1-144-ga2c5ec1		68645ead4298d9f3c763b84479e8dd9adfd235d2
org.jitsi	jicoco	1.1-145-g9a3479a		57a6d1b9a3de7cc912ba86c0d6aa52d486a566fe
org.jitsi	jicoco	1.1-146-g96ed31f		b993c3e8224d7856c4a6025b0abd59a278c8d14f
org.jitsi	jicoco	1.1-147-g37c605c		9dcf364d4d168d5bf6f6e927e8cf132ce800f7bf
org.jitsi	jicoco	1.1-148-g3afa2ac		1aaf4a6c3e437cfc1723b14b3e58336b86506314
org.jitsi	jicoco	1.1-149-g9a9091d		7d98bb755c555ce00b1e289c557d88e979789b35
org.jitsi	webrtc	111.0.0		N/A
org.jitsi	webrtc	111.0.1		N/A
org.jitsi	webrtc	118.0.0		N/A
org.jitsi	webrtc	124.0.0		N/A
org.juhewu	juhewu-file-spring-boot	1.0.0		N/A
org.juhewu	juhewu-file-spring-boot	1.0.1		N/A
org.juhewu	juhewu-file-spring-boot	1.0.2		N/A
org.julianmichael	jjm-corenlp_2.13	0.2.0		061b40b7a8e8940d1606d262cc78eccfb91e9ac5
org.julianmichael	jjm-corenlp_2.13	0.2.1		5ece0ed6db0186c3915df26e08ee9fcb83c78fa7
org.julianmichael	jjm-corenlp_2.13	0.2.2		83eaa3f2e0bfe3cecc516db818c087c3c281fe81
org.julianmichael	jjm-corenlp_2.13	0.2.3		47e989e000f966bae4b4abc07b20023e5034ca14
org.kie	kie-addons-persistence-infinispan	10.0.0		d79e7b19eb17d713f54e3fd6d7ae272d2168e812
org.mvnpm	markdown-extensions	2.0.0		58689df7fb2ebb528024e4462ceb4bb9699212ec
org.nd4j	nd4j-jocl-parent	0.0.3.5.5.3		N/A
org.nd4j	nd4j-jocl-parent	0.0.3.5.5.4		N/A
org.nd4j	nd4j-jocl-parent	0.0.3.5.5.5		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc0		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc1		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc1.1		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc1.2		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc2.2		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc3		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc3.1		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc3.2		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc3.3		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc3.4		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc3.5		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc3.6		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc3.7		N/A
org.nd4j	nd4j-jocl-parent	0.4-rc3.8		N/A
org.ojbc.bundles.connectors	Bundle_C_Test	1.0.0		4c6f7cfbc5f8e628940a60e37ac4a4a087e833dc
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-142		36be40c06f728863999a95b7d6685873c1a854e9
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-145		af820453dba5cee3b78e924b8c1ce0c1a306f8d6
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-149		0c54e21cbbc40d58ee762a7df8adadf45c0fd4a3
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-151		1496b5683f768dcb3fe56cc3d709b9b1cf7bf3ae
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-152		3680ae3f8927ee147e5be696d296ebd5aee17fd7
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-153		daefed1e87df7039f0e0889ee8d7511a54e250ce
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-160		3148f8c16a29da2e1b70bf1f463d01a9765c76ed
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-161		d3126be9f0e0a9c905b3b2a8ef5aa4b70595540f
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-164		e85d0fe07637bf02363db04c8599def9fd45d176
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-165		b477806fece11bbdbaa4d85231af70831729ab0b
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-166		5dd5c29124cc25102b5d0691b24c5979e3565537
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-168		ab628a728cb73ea7a8bd3d677fdb5d8dc3da4129
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-169		2f9a22358fa6f683ee3a38f26528cbe6310e9a19
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-170		090acfffff92b18e312236cbdd6323e4f633a9f9
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-173		fae1c260385b5a2dac152d117dbfda934350878f
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-174		a1ddaaf58a6f0858516e560e947cfe24ab30473b
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-175		f1ac0b82485eb45656639db780a2d87461232c8f
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-176		f1e60677b73da30a399adc41f93954a03bcb2f90
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-177		4b42b0e5ff600b98cdce0c78ef4770f3a011d044
org.restcomm.protocols.ss7	restcomm-ss7-service	8.0.0-179		5f4e7b63ec0a08f52763a766f42d316fcc301875
org.scala-js	scala-junit-mixin-plugin_2.12.0-M5	0.1.0		376c1a9e07378b4d8b60ca83ac33bafb032b0308
org.switchyard.components	switchyard-component-camel-parent	0.7.0.Final		N/A
org.switchyard.components	switchyard-component-camel-parent	0.8.0.Final		N/A
org.switchyard.components	switchyard-component-camel-parent	1.1.0.CR1		N/A
org.switchyard.components	switchyard-component-camel-parent	1.1.0.Final		N/A
org.switchyard.components	switchyard-component-camel-parent	1.1.0.M4		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.0.Alpha1		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.0.Alpha2		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.0.Alpha3		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.0.Beta1		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.0.CR1		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.0.Final		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.1.redhat-620133		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.1.redhat-621084		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.1.redhat-621090		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.1.redhat-621107		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.1.redhat-621117		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.1.redhat-621159		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.1.redhat-621169		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.1.redhat-621177		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.1.redhat-621186		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.1.redhat-621211		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.1.redhat-621216		N/A
org.switchyard.components	switchyard-component-camel-parent	2.0.1.redhat-621222		N/A
org.switchyard.components	switchyard-component-camel-parent	2.1.0.Final		N/A
org.technologybrewery.fermenter.brett	brett	2.8.0		N/A
org.typelevel	alleycats-laws_sjs1_3	2.10.0		642138ad9548d697c23f991c2a9eb286d0d6f92c
org.typelevel	alleycats-laws_sjs1_3	2.11.0		cd15f242d55496cd1c779dbb83b5b62d402f7137
org.typelevel	alleycats-laws_sjs1_3	2.12.0		4701f7cb98c05ad9bb36b8d2b35a5a81e5786668
org.typelevel	alleycats-laws_sjs1_3	2.13.0		b9d0bf916299c4bb16998fdef7899923d3f4a9f5
org.typelevel	alleycats-laws_sjs1_3	2.6.1		2756d816d2eafb86665f6d58e67e9640c54115d4
org.typelevel	alleycats-laws_sjs1_3	2.7.0		df4e7687f296ea00e274f381abf4f05efc281573
org.typelevel	alleycats-laws_sjs1_3	2.8.0		2bddf79bcd3b3f0e0cb90bee91a21fc268c8a2b5
org.typelevel	alleycats-laws_sjs1_3	2.9.0		b1f7f2c4eac11834d022745123da75cf93f73e58
org.webjars	bootstrap	1.3.0		fa8a98b5a7201b1f384196abd585056781d75792
org.webjars	bootstrap	2.0.2		7fc3c685d06c27b9c2c027b926abd74a797e14d3
org.webjars	bootstrap	2.1.1		9520a219a138219eab4e1405e177d3b9ccdb29ad
org.webjars	bootstrap	2.2.1		fa8de0f39a966d1bf743a5d8f0ec836799b4ab2c
org.webjars	bootstrap	2.2.2		325f407fa93d8de72a2cb3a39f24b9b3c4449fa3
org.webjars	bootstrap	2.2.2-1		e733fb3677aa345f5772df60924ee8616a8bdfaa
org.webjars	bootstrap	2.3.0		4a66a771d9f74027b55e8707df0221bcd5f8d5a1
org.webjars	bootstrap	2.3.1		d6d4484e5f8c9dec74da13a6310a232ecc27117f
org.webjars	bootstrap	2.3.1-1		5ddc57b13eaa72f7acb5a5781541ea0b1eab30b5
org.webjars	bootstrap	2.3.2		5c0106448aeeac9186879ef385cd1606aec9dc69
org.webjars	bootstrap	3.0.0		686f5e3752a01c7cd222c14fb1841060d6bfbecb
org.webjars	bootstrap	3.0.0-rc.2		7fc31760e379b4f9ae94bb4280d357743614c766
org.webjars	bootstrap	3.0.0-rc1		8cd2b3e8af58e5e36bcfc00366324df904239030
org.webjars	bootstrap	3.0.1		9a1569e9f9bdedb1e4f8677003ce6076a3a78259
org.webjars	bootstrap	3.0.2		dc1a6577b70045c2d03feb8f38aa31419513cc3c
org.webjars	bootstrap	3.0.3		7297fe81dc0e82c44e15232014fd8e1180c0a3bc
org.webjars	bootstrap	3.1.0		77bdf71035a0944376b3cab19d746f4eb069b8a2
org.webjars	bootstrap	3.1.1		a11ab29de60b76fa111a2ca583de57abdbbcad26
org.webjars	bootstrap	3.1.1-1		282be07598004c33d769d267eccb48b5c503c38b
org.webjars	bootstrap	3.1.1-2		f2969d4c9cd60afe7eaee2b5db69fdea04a4caa6
org.webjars	bootstrap	3.2.0		aadbf822539bc170014701382cff887094c4c3df
org.webjars	bootstrap	3.2.0-1		adeafb449563ba025ef00da47e92158a953f0d9e
org.webjars	bootstrap	3.2.0-2		cd3ad71e1eac796e09a9fbcc405a391bcae9675d
org.webjars	bootstrap	3.3.0		41ee57a1ca06c7114509e79e205396f7f4717e44
org.webjars	bootstrap	3.3.1		7c05266f8d94fc5f300d46a76c912b650b4afc2f
org.webjars	bootstrap	3.3.2		b760db69c8c673731cf46f729c680cec0d94df15
org.webjars	bootstrap	3.3.2-1		305a9865dd65055de6adaea765fc18123bb8d883
org.webjars	bootstrap	3.3.2-2		e0a3b814b3b6e409cb580b3e92e1dd28ecd9b754
org.webjars	bootstrap	3.3.4		13c43352e042f431e9454b2518ed55513c504eb9
org.webjars	bootstrap	3.3.5		bb8a2e1d0a86ee67e36e4816422d2d7bd36243f2
org.webjars	bootstrap	3.3.6		1360e2bcd3016ce44a273d2a3b6569963bb0bd68
org.webjars	bootstrap	3.3.7		d6aeba80236573ed585baa657dac2b951caa8e7e
org.webjars	bootstrap	3.3.7-1		990657dc94f7921d46aae4e54d46ab76a4d1c3b0
org.webjars	bootstrap	3.4.0		e6f832b9df902734c94cf893b0c927b23d9e7f3b
org.webjars	bootstrap	3.4.1		2c6a8508a4f1484abcaf334cf2fe3df97cf93eac
org.webjars	bootstrap	4.0.0		20210c05caaf7f953e17996214cea70a58bd7397
org.webjars	bootstrap	4.0.0-1		b4b3d2f1e0043f0a2aa6a146dff51567fd984be0
org.webjars	bootstrap	4.0.0-2		c3632d5ff33ad2e7f36b5682daccae4563364595
org.webjars	bootstrap	4.0.0-alpha		0da6301dd8dd4ea814277463639423a2c88aebef
org.webjars	bootstrap	4.0.0-alpha.2		da65a1151291bc5c5907fd2e5ad0b3bc1cead25a
org.webjars	bootstrap	4.0.0-alpha.3		a80aa1365a786fa49985b69294afd1ec1d8bc5b7
org.webjars	bootstrap	4.0.0-alpha.5		7f831df956c91d2e28bd10faaf610cff9423551c
org.webjars	bootstrap	4.0.0-alpha.6		6b655a48306951daca41ad258ff9df2e405820a9
org.webjars	bootstrap	4.0.0-alpha.6-1		cd674ccd68f0bcf4040d98e5201413b6e80501d3
org.webjars	bootstrap	4.0.0-beta		e890dc387a17fc40368f8de34f8e1567ca1cf0da
org.webjars	bootstrap	4.0.0-beta-1		f9067d8ae19a7d684a777acd9d3b5129bb6153b5
org.webjars	bootstrap	4.0.0-beta.2		6fd02102b1d3c2106197b98eb6f14eed47d7aa54
org.webjars	bootstrap	4.0.0-beta.3		46dd8890d80981d038472d60dfbc9ed81a8dd6b8
org.webjars	bootstrap	4.1.0		9fca1e85718609e135dda6f8c78f459f945438dc
org.webjars	bootstrap	4.1.1		cf2c181ebc4c1b0ce34705355d17fa2828fede99
org.webjars	bootstrap	4.1.2		ef195743620fd66f379b64cddd5c92b8395a6e9e
org.webjars	bootstrap	4.1.3		9d56b244ee26918d9431c2b446d97bf2042ebc78
org.webjars	bootstrap	4.2.1		9232ca47a0603626b0a32b7f8d67bcfe046da604
org.webjars	bootstrap	4.3.0		497d92740a85b94defff598a7bff1c24a98ef1ee
org.webjars	bootstrap	4.3.1		7d80575fae2ef2881fe97c6a050876ceae3380cd
org.webjars	bootstrap	4.4.1		3235ad9a283b32ebf1a385f90c41e03869de5ba9
org.webjars	bootstrap	4.4.1-1		b11b38e19557b65021324d136bbed7095c5a2151
org.webjars	bootstrap	4.5.0		80c472598acca90a848e35731f95d2f806617c58
org.webjars	bootstrap	4.5.1		57332b84c8ca6a3a62f7ca6ad280b9922b00b642
org.webjars	bootstrap	4.5.2		452e490d9ce76466ec7c0baecff19d7be891bcce
org.webjars	bootstrap	4.5.3		bc2695e3378127158d3efdddd01774ce915e2dde
org.webjars	bootstrap	4.6.0		05c2349f69df03313c63f1b77bd796da7d1bedb6
org.webjars	bootstrap	4.6.0-1		008864fa5884b3ec01f250e2846d80802c9079d1
org.webjars	bootstrap	4.6.1		181fc67d868685d8e5f5668e3f68728b2b1e9dae
org.webjars	bootstrap	4.6.2		5df4d12486414008831dfc902f39c59b8b462f8e
org.webjars	bootstrap	5.0.0		9ac341811561ed5117980312872987810a62b477
org.webjars	bootstrap	5.0.0-beta1		9f1bc8e66ac26c7fd5666da91d89dcd75b17ebd7
org.webjars	bootstrap	5.0.0-beta2		5eec051c398e5a21c283cd5eb6f803e618b8be55
org.webjars	bootstrap	5.0.0-beta3		d3f64a3bc24eedb1ab3c9050e65c9cc8cff8a6dd
