au.net.causal.shoelaces	shoelaces-jdbc-integration-tests-standalone	2.0		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.2.0	metadata	50b75f49d42e66e824ccb828569b671e8c121e5b
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.2.0-a01		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.2.0-a01	metadata	4b21483e808942d0e1513aab609e0ea21e252c36
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.2.1		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.2.1	metadata	3f3611dac593791ce4c8120c979629d9b7b25def
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.2.2		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.2.2	metadata	760f942c341c17cdbda570e35689b8ba57b1df5c
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.2.3		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.2.3	metadata	a96220f2264d983b3ff8bd1470b8846008b78adc
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.3.0		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.3.0	metadata	4d439d97bdc624905d58a7fa6c153c15d1d5b314
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.3.0-b01		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.3.0-b01	metadata	263a1db2805a26b4914e2bcb59ac85afcb7040fe
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.3.0-rc01		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.3.0-rc01	metadata	ad8bdc651d5011065aef842141f36f88ad9ab7bb
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.3.0-rc02		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.3.0-rc02	metadata	5c5fd05ceea7eef81803b610e5cb5ffb9ee32bc7
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.4.0		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.4.0	metadata	d311d5e7598e02a44d3c7b1300a2bba6414613b4
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.4.0-b01		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.4.0-b01	metadata	3c7c87b2bec22600b1caa3c28da47df745d8dc44
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.5.0		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.5.0	metadata	78f8928badb2f59e21acac67c658146619eeb73c
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.6.0		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.6.0	metadata	eef9200b3328acd446ab8a78d45dfd21890e9edc
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.6.0-rc01		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.6.0-rc01	metadata	cdf5b3be9fb6809fe5aa285280a01af35f819bd3
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.6.1		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.6.1	metadata	272ea7775ae65b1a4691092b9f2d994ead0c4908
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.6.2		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.6.2	metadata	fdc75db98bb133605e9025e3def84c803932b86a
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.6.3		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	11.6.3	metadata	2d322c1cbdd9f673ee4e246706e6aed31bc906cf
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0	metadata	e331e260fc84d0fe8ae74baae6bc9c7299f9da31
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-a02		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-a02	metadata	c9fde58804150a454340a25c024443c4a18ac25e
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-a02+compose_1_8		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-a02+compose_1_8	metadata	fea0ddc7c6a32af55b715e477ccbb6fa7de84cd1
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-a03		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-a03	metadata	340b44d2ed6b2f729a85f50d4ccf76253784c985
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-a04		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-a04	metadata	ade38274ce3d5b736dca5e23aa4a4c7d781cabe9
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-a05		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-a05	metadata	a096b5aa5510abbe85f87eac6447d5bd5a44010b
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-b01		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-b01	metadata	90248c31876b54c508d51931f432d9e1a66cf936
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-b02		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-b02	metadata	cc5166aadf5437dc1a99852b1c4651a82f6b7af0
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-b03		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-b03	metadata	df6262cb7a7cbc86ce2781127741a04465481e04
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-b03+compose_1_8		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-b03+compose_1_8	metadata	a7bf6c27d675fb10142f54a6522b6ec3b0973fbc
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-b03+compose_1_8-2		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.0-b03+compose_1_8-2	metadata	f729249736cd6df14d94e407a50b11d0d34bf5f4
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.1		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.0.1	metadata	4d4825fa40fae1213dbdfce6a78c2acea8e8b399
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.1.0		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.1.0	metadata	3e302daa5e84c90feec1cb80a1dde7462e530d3d
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.1.0-rc01		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.1.0-rc01	metadata	ba7061079807f372b9f4f443d52103b6d99b58f8
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.1.0-rc02		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.1.0-rc02	metadata	0059bfe752b030de3a4de8c026ecfd9301f73ffe
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.1.0-rc03		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.1.0-rc03	metadata	5afa9a0a0336ede65cc88c4675fc16c50e8dab6b
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.1.0-rc04		N/A
com.mikepenz	aboutlibraries-compose-iossimulatorarm64	12.1.0-rc04	metadata	28286390fe5a14cf025b64d5ecc5d08297b0047e
com.navercorp.pinpoint	pinpoint-uristat-web	2.5.1		9a17dc7dfeb8b313a26c22ec065ec65b320fd5ff
com.navercorp.pinpoint	pinpoint-uristat-web	2.5.1-p1		c2bc358619eee56013a09d7a250993b56e071baa
com.navercorp.pinpoint	pinpoint-uristat-web	2.5.2		864c905b5bf4122a9ea3c74e1df143c4a27e2a50
com.navercorp.pinpoint	pinpoint-uristat-web	2.5.3		7f69338ccd20db0229dea33826b7d32302250449
com.navercorp.pinpoint	pinpoint-uristat-web	2.5.4		ee25bb26c446cfa67e58a6fc9e574044b716dd31
com.navercorp.pinpoint	pinpoint-uristat-web	3.0.0		b40f173239ad33be130223897cf46c76c078b8d2
com.navercorp.pinpoint	pinpoint-uristat-web	3.0.1		b01cfa24682f540c7db4bc39d0f95a1ba0cc1c9b
com.navercorp.pinpoint	pinpoint-uristat-web	3.0.2		6ba5f5b255499a598ecc6a8dbf7449bc5687dd3a
com.restfb	restfb-project	1.6.1		N/A
com.restfb	restfb-project	1.6.2		N/A
com.restfb	restfb-project	1.6.3		N/A
com.restfb	restfb-project	1.6.4		N/A
com.restfb	restfb-project	1.6.5		N/A
com.restfb	restfb-project	1.6.6		N/A
com.restfb	restfb-project	1.6.7		N/A
com.telenav.mesakit	mesakit-extensions	0.10.0		N/A
com.telenav.mesakit	mesakit-extensions	0.11.0		N/A
com.telenav.mesakit	mesakit-extensions	0.12.0		N/A
com.telenav.mesakit	mesakit-extensions	0.13.0		N/A
com.telenav.mesakit	mesakit-extensions	0.14.0		N/A
com.telenav.mesakit	mesakit-extensions	0.15.0		N/A
com.telenav.mesakit	mesakit-extensions	0.16.0		N/A
com.telenav.mesakit	mesakit-extensions	0.17.0		N/A
com.telenav.mesakit	mesakit-extensions	0.17.1		N/A
com.telenav.mesakit	mesakit-extensions	0.9.10		N/A
com.telenav.mesakit	mesakit-extensions	0.9.11		N/A
com.telenav.mesakit	mesakit-extensions	0.9.12		N/A
com.telenav.mesakit	mesakit-extensions	0.9.13		N/A
com.telenav.mesakit	mesakit-extensions	0.9.14		N/A
com.telenav.mesakit	mesakit-extensions	0.9.15		N/A
com.telenav.mesakit	mesakit-extensions	0.9.16		N/A
com.telenav.mesakit	mesakit-extensions	0.9.17		N/A
com.telenav.mesakit	mesakit-extensions	0.9.18		N/A
com.telenav.mesakit	mesakit-extensions	0.9.19		N/A
com.telenav.mesakit	mesakit-extensions	0.9.20		N/A
com.telenav.mesakit	mesakit-extensions	0.9.21		N/A
com.telenav.mesakit	mesakit-extensions	0.9.22		N/A
com.telenav.mesakit	mesakit-extensions	0.9.23		N/A
com.telenav.mesakit	mesakit-extensions	0.9.24		N/A
com.telenav.mesakit	mesakit-extensions	0.9.25		N/A
com.telenav.mesakit	mesakit-extensions	0.9.26		N/A
com.typesafe.conductr	play26-conductr-client-lib_2.12	2.0.0		6028b8e360f841db8f9df5e59b5e9c2f07e9f912
com.typesafe.conductr	play26-conductr-client-lib_2.12	2.0.1		386c0e683e2dcc1dc80907dc595f8f1942f6e962
com.typesafe.conductr	play26-conductr-client-lib_2.12	2.0.2		537815edd8816257900a9ea1548958acfac128e1
com.typesafe.conductr	play26-conductr-client-lib_2.12	2.1.0		1a4524a40fdb9478f38bdd687acd24a65168e219
com.typesafe.conductr	play26-conductr-client-lib_2.12	2.1.1		511d3567d2ab3311253230d6b7e30f4f7a0c98cb
com.typesafe.conductr	play26-conductr-client-lib_2.12	2.2.0		8c614a7a358d1858fc11f4e62936cd05d27b967a
com.wavesenterprise	wrc20-contract-app	1.0.0		1b0b2295b04eae73727c46c85563f81842094b17
com.wavesenterprise	wrc20-contract-app	1.0.0	all	a5e3f56a6b782cfce3a6291e5fc45f0fb4f7b005
com.wavesenterprise	wrc20-contract-app	1.0.1		32e46d6c088536dfb6a22a93daa8ac5261d04960
com.wavesenterprise	wrc20-contract-app	1.0.1	all	b96dfd10bff367ef2c861945488074f7fb171ce3
com.wavesenterprise	wrc20-contract-app	1.1.0		c9111fe1b5589a67b81ee11a50a3eea3adfa8b3d
com.wavesenterprise	wrc20-contract-app	1.1.0	all	7b976862e4dce3bc96ef05d519bf207f1a0f7a12
com.wavesenterprise	wrc20-contract-app	1.1.1		1ce25577e31c458c35a56938e7b58c9b45715c9b
com.wavesenterprise	wrc20-contract-app	1.1.1	all	0ffe77b5ee526284f22bc268f6261c51d9a4e346
com.wavesenterprise	wrc20-contract-app	2.0.0		8e253d3fdce04d236f3cb67801f889256bd994ca
com.wavesenterprise	wrc20-contract-app	2.0.0	all	43f5f39a5186e4792a5ba3e69f2c04b9057265a0
com.wealdtech.hawk	hawk-server-jersey	0.13.0		ef21d406621b8fce2fb93833dacf4fae41463b4a
com.wealdtech.hawk	hawk-server-jersey	0.13.1		f0bde6a682d6d147e394694f47cc70f229a2833a
com.wealdtech.hawk	hawk-server-jersey	0.5.0		4232daf949d67b84336b44ffac2f46a5852a05c3
com.wealdtech.hawk	hawk-server-jersey	0.6.0		6fe8566fb63e4eabfbdf6ca95b771ca9ee04e128
com.wealdtech.hawk	hawk-server-jersey	0.6.1		d34a6b0cd6d9d91ecee81a4b41e22c4de3613fb0
com.wealdtech.hawk	hawk-server-jersey	0.9.0		ac257b678d8682a3284a72e92167d9bfc84dc59f
com.wealdtech.hawk	hawk-server-jersey	0.9.1		36bbeb7db968ce873d91a9d3207c355ff223b585
com.wealdtech.hawk	hawk-server-jersey	1.0.0		36c44c2cb1be5dbf946f6dabd8dcf2fb3d0ec304
com.wealdtech.hawk	hawk-server-jersey	1.1.1		923f428f25087c9c20a11576107eb4e94a652dab
com.wealdtech.hawk	hawk-server-jersey	1.2.0		b7441c0335ee1b072d72411bc1fcdf3a2fc95a08
com.wealdtech.hawk	hawk-server-jersey	1.2.2		91f0d9fc69abf97b9792c16a98ce7247d3436c55
com.wealdtech.hawk	hawk-server-jersey	1.2.3		3d7783586aafa36d76ff0e063ad2106edb20db44
dev.chopsticks	chopsticks-kvdb-codec-primitive-value_2.13	3.10.0		145036458ba7bef4a86b69e3565a754b53980ed9
dev.chopsticks	chopsticks-kvdb-codec-primitive-value_2.13	3.11.0		163eb0462b5e40023f9e80763e4376cf5d3dfdee
dev.chopsticks	chopsticks-kvdb-codec-primitive-value_2.13	3.12.0		829c8aa93105613fd9e8e1b96cd444d37b73d231
dev.pumpo5	reporting-testflo	0.8.39		99fb2750e9e7a007642b013de6b733051e3fc161
dev.pumpo5	reporting-testflo	0.8.40		7d679ddaccea2cc8b7e9a35169d7fe714ce3a920
dev.pumpo5	reporting-testflo	0.8.40-SNAPSHOT-KAFKA-HEADER		52bab570a7788d3211faa8039bccba4e5bb11488
dev.pumpo5	reporting-testflo	0.8.41		96ef7d86093ce976634a86c58f67668c69ad0270
dev.pumpo5	reporting-testflo	0.8.42		24ce99d33cc6e3b16bc751459d0e70959077e0e5
dev.pumpo5	reporting-testflo	0.8.43		ba6960c5975054358ec86120bd35515dd7e7341a
dev.pumpo5	reporting-testflo	0.8.44		a3fc7c59cdc6fb45c65bf9186a1aab6dc7efbdca
dev.pumpo5	reporting-testflo	0.8.45		9dccb5f855ff6d8fcc097f5b9446c41afe74ab0f
dev.pumpo5	reporting-testflo	0.8.46		11d364269a4d39a9fdc963df65d6c8917321453b
dev.pumpo5	reporting-testflo	0.8.47		f9e036656c72849bf7282be728efe08f24ff9d48
dev.pumpo5	reporting-testflo	0.8.48		59961bc48ceae692626d8ca79b754d52c8db9129
dev.pumpo5	reporting-testflo	0.8.49		13b614c2ffe5c4b2d3e825ed2548fa6eba8c2ad8
dev.pumpo5	reporting-testflo	0.8.50		a176c0c50c03ce6899f2d5fcf9a37cee95a06954
dev.pumpo5	reporting-testflo	0.8.51		5238992dca9e86c279ed7adddfe766f4fc6458a1
dev.pumpo5	reporting-testflo	0.8.52		29aa9cd6c760700bc730f9656b990e00d927fa0e
dev.pumpo5	reporting-testflo	0.8.53		4f672b8e03e4b230cbf2565a371b369fafe279df
dev.pumpo5	reporting-testflo	0.8.54		7cd3600a9bc6be78f0120af2efe1dedfde87f1a5
dev.pumpo5	reporting-testflo	0.8.55		2d12709ab573e29317a5af166371e2df6bf3f12e
dev.pumpo5	reporting-testflo	0.8.56		f7df0a726dacaadaf7576e93585026d3311d171b
dev.pumpo5	reporting-testflo	0.8.57		c62536fa7096c642e075864e80c17c824f8080a5
dev.pumpo5	reporting-testflo	0.8.58		4ab6cc817e999eb3f5ea78056a74e33dc8a4066c
fun.adaptive	adaptive-lib-markdown	0.7.0		58186e1c773ff80528306ef55acd33524927245f
hu.icellmobilsoft.coffee	coffee-bom-jakarta	2.10.0		N/A
hu.icellmobilsoft.coffee	coffee-bom-jakarta	2.6.0		N/A
hu.icellmobilsoft.coffee	coffee-bom-jakarta	2.7.0		N/A
hu.icellmobilsoft.coffee	coffee-bom-jakarta	2.8.0		N/A
hu.icellmobilsoft.coffee	coffee-bom-jakarta	2.9.0		N/A
io.github.kitlangton	terminus_3	0.0.10		f39f94b9c57d210fba57c8b2505aeeed7b3c547a
io.github.kitlangton	terminus_3	0.0.9		8e4ef2cc0db79bbbfdca2f71f46064f2480cea62
io.github.shield-jaguar	maven-testing	8.8.21		f4b761a537947e1e986e1124e9f9e20c70983b45
io.github.vigoo	zio-aws-lexruntime_2.12	2.14.3.0		5c9853cffcbad5157b2608f3bf67bf94318a951c
io.github.vigoo	zio-aws-lexruntime_2.12	2.14.7.0		fa2f4a5c5600ba6b7636cf1dc56b2682deae0ac1
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.16.3		52fbc9b9f215599af302750ca850e2f74ea2d188
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.16.5		8bb2beddca3ad3f50b2b4b555c91992fdf8cd267
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.16.7		5a8221bafa7333f09a54af7ba5b2c0419a4d374c
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.16.8		5af9766faeaea68889fb03f46b12c207f0c0d79d
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.19.1		ad189c021d060a7bf8fa55d9e3a5fb3ccffc6784
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.19.10		88dbef4b60ffbd4815680a83902fca71f84f4e6a
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.19.11		f9badb9632fc48e38fa3e143fe96ec4fe7fdf380
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.19.2		5a49320da9fdb3edb66d8892b389466d0784fde2
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.19.3		023eb689fe29e5a1efb587a6c11b2f6af0dc77fe
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.19.6		93d12c1a517d24d9be9fc9119c065db753265ffd
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.19.7		240df85407f3159d307cd35b265c461a2127bfe2
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.19.8		9b73d4d83d98bb277b68d1c0af2bf5f3bdc17dfb
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.19.9		007b26dadc1bf78476ee256fe8e8f668778d4658
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.31.3		6f46e2016fd36b1abd265642343fdc1980f0f777
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.32.1		99d951ba864dc53a324a37650b6de4ab3292b6e1
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.32.2		2c2bd78d33ee0223b4d7c2c8bf8437671da5b5dc
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.33.2		5fbe3b86b4d7584e50bad41079d56d2ef60bd43c
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.33.3		c478bd27a4fb33bb7f820e443cd3010549629b33
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.33.4		03ce66602cd4ef8eaae21ad3821c4b7c244ee3c7
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.34.1		aef5c27dd27df11f0ee1e07a5eb36db74c340a17
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.34.2		b6239b95e33a22c19c1a212d22de820867bcb993
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.34.3		f975d2850710a675eb1cced01a4f77f6b5fdd64c
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.35.1		1b17604c0e721b065e69d958423c0e4da451a5cb
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.35.2		eb3827853ecf5bf397815f83c0dcddcc27fc97b9
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.35.3		fddaed874e01ad9edeac128c7296f50d7797b2dd
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.35.4		fdb85b1b04972898651f3f413d8daa146554df25
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.35.5		506afc1f3ae757c0c5c0e7f163e304fbed540cfc
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.38.1		f79e4d3e43eb23c36629b3fc19878ab9c9a4f6b3
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.40.1		189f1ffa636047a2bf85105f27f9395b2916c496
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.40.2		af55265a2a4eb47e6a03d9083477e41a7b0eea85
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.40.3		e58bc4ceb64a3df86bca23339de446bac483b2cc
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.42.1		fbfbc351e6ed0deac72794a4ee05f66140dcb0fc
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.42.12		8d7593a32fc862dc81e4b5a7d59e1f01987927ab
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.42.2		ea1053a6c478ca05660653ffe52aa3d4659ba484
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.42.3		d91ef63f3832c4a8572ad67a9a3e431b883a0cf4
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.45.1		5c29f833d9cf9800faba6392d7cce0165a16564b
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.45.2		b5867ed60983b31c85fc0db8b6f2a4f5ffa16fa2
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.45.3		364db59530b4dc4372b67a1ae7425440a723328f
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.48.1		f03b1e492847c7095de03b197014c9702d1e8540
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.48.2		fb7a73d4fef0d54b88fcdb4bbb1cc7477a01b58b
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.49.1		77626700ae4cc83f754e6be1dba16f7e47a4a0d6
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.49.2		f75b66222fd0148b35f62a6ea835ed63cf575b2e
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.50.2		6f6f7de51967945dc6731b8140f549cc79d88e4a
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.51.1		007557961d06bcba77d464fe704ea8382f4b4266
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.51.2		22dc7205aebb0768a26be51f788f95fee6a6d96d
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.53.1		a8a86fd20f4df11613f181f30f338291d4f1d5ed
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.53.2		087955dae4de6de901a8fc23b4df64438b6ac3d6
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.53.3		8d701da6efabdd08b4a920d624a87321bb23d443
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.57.1		5ba8e892b65df6f8c630672d26d0c08e694e40ac
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.58.1		b76f90d9c607d7447be30d3fca78f77ce393b2e5
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.60.1		28dc235f36b70fbd75ee8a7439aae0e6d63f63ed
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.61.1		14f97bccd712dec09eefd3e2f009549fbf19d3ba
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.63.1		2dc8c90c5de0ef196e48973b9b7d8aeac9f4d3f0
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.65.2		1587814433f9425e5fc76c964ea0fa76feaaf8bb
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.65.3		b8d9715c221cd43254c4454e8815e1f5afc36282
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.66.2		2ecb0711a9f2fbcff5f0cde2a5cc324fc37f3137
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.66.3		5b7920bba61633bc28ee59243bded6161112f35c
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.67.1		0cbd056a2da70fb902bc85a897a5a72a78932d76
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.68.2		13afdc717cce223496f9d4188945d8c95dca43aa
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.68.3		743941ca8241d7aa3636702aea407377d32b1cc8
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.69.1		faf3e4a2ea8fc00f0be8212ee2a99bf09d59d940
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.69.2		9bb749665c4fb6f541e1e6e9008bcd90de11a862
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.69.3		35daa99c039c4cbcb479bfb3a42f5c4c3f7429a6
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.70.1		2339002274ac2318cc58db91433ef1d0ba63b408
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.71.1		aae54d08e9eee5b40db67a2693248f4681faca61
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.71.2		b0665127d2875777836c8b2a6c6a6c684e28a244
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.71.3		3834e46df02a4193a5f62209b709d6ac44c09c91
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.73.1		7904908588d3348c4e9447cfff105c27a03a3b3f
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.73.2		1a63250a713f83e3b59293df617916706e15cdde
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.73.3		00572ebb429a96263845b15ac593a599c051f0db
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.73.4		59a4420535aa2fa00cd6a92fdaad07afdf114233
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.74.1		57c0213f8cf9ea2a4b3f2511e7ff09d878c41c1e
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.74.2		109a487cdaf7915ddad4a6f8a86a17b12f212941
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.77.1		a23f09c680688e17a7f1688790629edcf9e3b758
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.77.2		49aef5cce13b9bd0b532883716e2fe9cc5b87247
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.79.1		d91478cc943285f1cbaa50b3137132ac0f7466ab
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.80.1		82342fd247d3c3e6350be388e8ac130a85732bd4
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.80.2		261e1889fddd347515107e109187d124eb656910
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.81.1		bda81026b528a51a1dbac71e915a8da0afcd9174
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.81.2		40687252e90ee70b5c35057fbe3f809b7e4486b5
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.82.1		2858b62b3a02e97019d7930fc85559c2168d15d6
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.82.2		291a4026fd9957fd0875f9b1143d0b4b971d34b5
io.github.vigoo	zio-aws-lexruntime_2.12	3.15.82.3		7f4aa4a721252c43248ffb78dc23449e0f9b0b16
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.0.1		e82e90afb276fb3a2e9d1f05fec47294c2483d26
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.0.2		046f1906c9581a190f9fffea6898fab6f7fc37b2
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.1.1		c6c510985490e777b1165ac0586c9ee96a4b21a9
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.1.2		09fb55a7a4e6d359cff2e19e4aab4666bf9b34f2
