au.net.causal.shoelaces	shoelaces-jdbc-integration-tests-standalone	2.0		N/A
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.62.3		128338fdbe7f8320be2a6c088c73dbc9835ae67e
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.66.1		f1e00f36e9f1e10be4034cd0a634a8da6a37b458
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.68.1		6b81c51b4e3dc4ea2743dca1f97b5d08421f6967
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.69.1		c4f85fa75268b6d88dec37fd6585f4602f1addea
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.69.3		101642db1b42a6e0b0c26ca0b8ac354c057acf09
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.7.1		8e3cdcdc1e6559ef79a8707550cb28c6ff12939b
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.70.1		9cdd84181f22a14ac9f475a5db90f3e2afef0825
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.70.2		d611f35ded0d8f83669dbae97779b3442405005b
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.70.3		428e74a6d9912b406f3f7b887a5c0760ba3a6393
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.72.1		f03e98ae4235a737bafb329ec855b08a69640bb9
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.73.1		d9ff7423689ff10a5eb98b1f0893c9d3d19e1464
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.74.1		e583232f0eb5d4d282ae13188709338aec49379d
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.74.2		8623d7eb60b7f4fd890b25630814626456f1b58f
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.74.3		a5a5ae8bbcbb6c4c9921db261e6d144bb86d21b4
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.74.4		a0fa4e3386d5649b2a1b98d191e2a0d3ab0e4efd
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.74.5		8ef954793fe2dd316ce11c8df7c36b92178f019d
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.74.6		5015a4c0c3a3275d1933d1e1d76bf8ba9d2f9606
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.76.1		d4e1ae3653dddcd4065abcd3762e372fcb74a27d
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.77.1		77b6e00372b74915553cf2b368f6d7fa5ef45897
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.78.1		4c03233835fbdf72ffe4f5aac984b5c3ce2ca590
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.78.3		b3488ff045485d7f02d58df41e00d04eb279f817
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.78.4		cd3b1d04985aeda6e2d6f4f5cd9576d42bb55c4c
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.78.5		1b7cf2abd8d85ad8ef233ef05a5a923fa80b5720
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.78.6		15ca5b1f28f32c51fe68c93562e1eeab351cde54
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.79.1		0b1f295d3459905540fc06a41362a424de751ee0
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.79.2		db9d5524b2a357a1617dae4513b234ffd868cd97
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.79.3		cf10e846f6fe5ab1dcbdc6c78a5d29b77feeacbc
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.8.1		f3d0582b672f23c399641cf464d6d152b13556cf
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.8.2		62f0705c007942b07f999f42a8c848be8f5efc7b
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.87.1		6aa4b87f0e65d54c5df4250635d7b8f41555420e
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.88.1		273563abcccdcd789cf64b2dad832d4f6ba55a42
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.89.1		4201288ee8cbe2b00455df70889354ddf0cfc891
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.90.1		2abec082549ade8732f6a9143f54b7239cca5b01
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.91.1		7cc020cab8e75876f885f48eb392dab07070d14c
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.92.1		1b57213a2c3286bdd0926d1b302c12b19561f32b
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.92.2		5c6b11ff8f2b8259a23b76a5d850b9dd8e5c5834
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.94.1		62edb49be7ac344f06d5295e8622f5ddceb24553
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.95.1		1a5df10125b7a8dd6315504943de5840273c9646
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.95.2		a7418a708c8f845e16fa3d0b6d42738f7b978c8f
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.96.1		1fa9822c234881b93750828ef36f5b9f634943b1
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.97.1		5d906895fbcd62ab7cb8997f1e7fd20ea158dfee
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.97.2		c7b946792fd199585ebf09a5f3198e81250bf246
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.97.3		81ddf4ccadb8f0fb47d018f16224644494043b5f
io.github.vigoo	zio-aws-lexruntime_2.12	3.16.99.1		878244fce715750ba30ceb91a8d8bfd249a22015
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.1.1		7fe8c4e12f9e06b0304e6e0386e905862578df5f
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.100.1		58c5d8c206f0e7a903b88f2be78d5b89c38a315d
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.100.3		c34f1a6bc1b4e693d5d6518c3606277272dd2ed8
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.101.1		94dbbbacd19da8efdf7741a6d9834317de5909ac
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.102.4		82b2d6edd2b7247c7cdf69f3c0fb8c98458b0f62
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.102.5		c2436a1d97d87d7da00d4ae96fe33d52011cc568
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.102.6		8f5c83214d56a417d9a0a123be932dfb7097b9a5
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.103.1		a02fffa8e171a84217544a765a7287e3fb24264a
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.104.1		50a6154afdf6c758900ff88a329d1e80847c9554
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.104.2		c2745daeaa2559c116199d1ec7ef6b06012b7147
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.104.3		5ee97dcccba1429db507bc5fa6ab6f9f987e1f21
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.104.4		1aab403c227d6fcd1734cbd59341cab8e170091a
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.104.5		3d2efc383c8e22e725148412f54884533327970c
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.104.7		235930fdf580cea2d48ca3b57b757ed0d0a21afc
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.11.1		7f5bb67933a0922ec3d59954b3e37e38ef842f69
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.12.1		cc8eb4e0b167dda35d1851b3ca07d6eb4a5aef7f
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.12.2		6ea8f3b3b0e039858560dccf2e2d79fd3f97302d
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.12.3		eb390d5425d687112a289f7d09b8d734a9b21214
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.19.1		edbc19fb9a05fe0ef71a92368159e2079932d5bf
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.2.1		d1afff36a70310b9e61edde29952db4580f396ee
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.20.1		1ab842c31e291966c99a1e644590bd47e54ed5ce
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.21.1		f9800cd0a6e02ca4e14e74384faca00454a9d210
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.21.2		bdea720cb30a9d4d69e7ee2198242d532061f016
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.22.1		e3421ac4c81cc3f1c39643ac633d7fca91d5a439
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.23.1		53600e0b46850a5ff0427a531a381d57f9b941e1
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.24.1		7f8896a834196e7d7ef1022902bb35f749cad62f
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.24.2		d493483a689149c39059cf67cf65e2b35c3562c6
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.25.1		d5871c66bceb64c7cd7ed70afe703541e70c0f1c
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.26.1		6d3c1e03df801f9a7a73d6ebe211cfa3df131d5d
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.26.2		c683564ba4ba5bb4792523780495091bf4febef9
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.27.1		5c9a6fff2242afce91b22fc9fe5a801e1ddee35b
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.27.2		6d5dbbfbd806a9f58771103ca9abd8becfe38aa8
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.29.1		992b1d09d9e6bed76316d34e03e4886a17979b21
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.30.1		de813429ea292e1c53716ef9db5a12f0134c3542
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.31.1		df64ce57e5e48bf36464ecc58832ef68aa9cabc9
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.31.2		af4fbc62f556ec86c6788def81d81888c1119643
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.33.1		0ee51442eaa409a955cac816752bb44f58b24288
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.34.1		4b64568c6d811b8f45415c4cea8fa0f3bb3c72ad
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.35.1		4ac03e505ad7f16cd43187b3558154a59ca9f21f
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.36.1		d81cb57fd5b888147353643a0c318d9fdbad6f8f
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.37.1		0371a0de33f54a299b9c7a07a8075ace3bb3be90
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.38.1		32fb051c3c4332d583ae0a54caa1ac68544d90b4
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.39.1		71fe0ad1670f158627819d36a035f418ada1c914
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.40.1		666f37e6a398522ea4f34e82e98e47f69e871db7
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.41.1		cb855f41c3ab8ae00eb0c44b5046a30b2cb7af64
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.41.2		8d19fceb89240f7e8a3a67db1fe9d643daf0dddb
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.42.1		6d53d8eb78306b3e5c5f2527ef2b21e18d85b10f
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.42.2		c98d0d2890e5042701331a25ffb64ffa569bf793
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.42.3		a69b240901720b9f6965473b92ddad2c24756e0a
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.42.4		bea5098558d9979158aa455aac87f949b9621d11
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.42.5		d3ded3b59a7ef36bcf5b8c8ca85c40ac11c37e73
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.42.6		7c2d06326d5c362d4f924a61ce1fe9f7c9e7fea4
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.42.7		aaaa356b7da13fdaa1c1e9020f061b146d5cc2b7
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.42.8		2f08aa33e3729f73d486a5fb935c1e0a8a1ef10d
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.42.9		e52d29ff795c3e72a8e8a2c134600a9448711934
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.5.1		932532b92ef75640061e9d45a8f57a81108a9636
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.56.1		e4dbbfd96e75fe409de6155b3a2ea0a7f7c89d75
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.57.1		b0476e8f83cbc31766bdc42c04d90512c84c59b2
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.57.2		2edffa0192337e8a4b776bc414370a4c804aee13
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.58.1		10d8ed3f0a0fc3a68ac76815da28c2a4e9b030a4
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.59.1		65732facd61b530ce5ed6959997b5bdc9c0d8267
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.61.1		0308c262ac06a7d3317afc15a38cec88ba420ec3
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.61.2		fd585d2bda6f15189de7660e6e74d5cf93d67085
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.62.1		cb1609bc1c2b3e9d1b63ea07d506dc537f1a93e2
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.63.1		b2052416398cf29f00ee903bf70a45f074172e5a
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.63.2		2120b7126c4cf3d4c54d5b237d76e1d4385f466e
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.64.1		51ed9559af014baf01927c9832cc132fc1fe7e37
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.65.1		affee72cd76f7fccd18a23b3ef299b200f281984
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.68.1		99fb3b0543d5453babe86a6e33e94f8d4da4d612
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.70.1		fcc9f449b07aab26e322d061c4bf9d7b1fe7b1a9
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.71.1		1cfc88db021f384f498f80d2a62083f135c5ed60
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.71.2		231b47c481b5fbc64b6083f2d7b769155ae5e97b
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.71.3		d828b5acbef733d1d4c29042dc5c50a5aea6bff0
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.74.1		2bd8ae1da639d985de35d5b7dc948b71646045be
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.75.1		24de98d1a4908445900f4ddf4c7aebab8bdf25f8
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.76.1		fbe8fd3c32f7f3554d1b74ae285a1d293ebdb096
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.77.1		8cc0603d8ce115a5d80301ddc2c673d772523b06
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.78.1		2559c379a985445e85360d259204c8d4f1004969
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.79.1		ba943082f2b47a9e2bb79434f3bd3a12bab9fc6c
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.8.1		b2ca492d3e8976ec609a2dd19a00f1a7569a7233
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.8.2		5d011db960bc0e87e5582c7c87a6db5d06fbfa5f
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.8.3		ed400eb168125b982d9113992898282fbb2098b1
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.8.4		3179d9b858abba836826dde3c595c16b207c4d93
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.8.5		015468bda38f9942fe1397f4045f4ca247b7b3cb
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.80.1		ca3f4a3ca0f6b06ebe3c313b5dc82249ccf79c79
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.81.1		dd217987b166cc55846927c2bee1f3434bfb538e
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.87.2		fd107b2f7de742a5fae1b3eeedc31f804ddce2ae
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.88.1		97be17e78acb26b6ec38d8325241cf96a89550c0
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.9.1		61e31db1987b8c2b29787d6075a0ab5f2d910db4
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.90.1		4bca18be57242f28bf9808d5c6f2481e331b666b
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.94.1		26bcdca2d1cf75f7202cbf71303f5170ff36310a
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.94.2		e137e6b6648fa34e6ff5e3232e30de25b9461bb3
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.97.1		9f7705768f0346a208d0bcad69b6f1e28cb01751
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.98.1		67a5b77f320d7c0f3cba4a9a70b01e06406b9099
io.github.vigoo	zio-aws-lexruntime_2.12	3.17.99.1		40dcdb350d40436ac67785de9ab92f91283273d6
io.github.vigoo	zio-aws-lexruntime_2.12	4.0.2		83010e1e4877d1d37a9edeb7b033be1571af5c84
io.github.vigoo	zio-aws-lexruntime_2.12	4.0.4		e34195399eeebea77bf718163198bcd42f4d4feb
io.github.vigoo	zio-aws-lexruntime_2.12	4.0.5		ad6cb739de51007341d99629409620fb5202ff5a
io.github.vigoo	zio-aws-lexruntime_2.12	4.17.104.1		2834ace91db41f555613eafcc895e9d92220a49b
io.github.vigoo	zio-aws-lexruntime_2.12	4.17.104.2		f183f2700ad88720bcc054690f463a5ed6a5ab0f
io.github.vigoo	zio-aws-lexruntime_2.12	4.17.280.4		1e1a82bfa4209bc60cea6b36ca6f915507cefb5b
io.github.xlopec	tea-navigation-iosx64	1.0.0-alpha8		N/A
io.github.xlopec	tea-navigation-iosx64	1.0.0-alpha8	metadata	cfc71f220323949541c3805c2354060d82138cae
io.github.zakiis	zakiis-starter	0.0.4		7e0eef0b5d18b236f4811f0161995f5fd6601436
io.github.zakiis	zakiis-starter	0.0.5		e286f3bd3f1f6393e99dbf78dea2def66d5d9255
io.joynr.smrf	smrf_parent	0.1.2		N/A
io.joynr.smrf	smrf_parent	0.1.3		N/A
io.joynr.smrf	smrf_parent	0.1.4		N/A
io.joynr.smrf	smrf_parent	0.2.0		N/A
io.joynr.smrf	smrf_parent	0.2.1		N/A
io.joynr.smrf	smrf_parent	0.2.2		N/A
io.joynr.smrf	smrf_parent	0.2.3		N/A
io.joynr.smrf	smrf_parent	0.3.0		N/A
io.joynr.smrf	smrf_parent	0.3.1		N/A
io.joynr.smrf	smrf_parent	0.3.2		N/A
io.joynr.smrf	smrf_parent	0.3.3		N/A
io.seata	seata-distribution	0.5.0		N/A
io.seata	seata-distribution	0.5.2		N/A
io.seata	seata-distribution	0.6.0		N/A
io.seata	seata-distribution	0.6.1		N/A
io.seata	seata-distribution	0.7.0		N/A
io.seata	seata-distribution	0.7.1		N/A
io.seata	seata-distribution	0.8.0		N/A
io.seata	seata-distribution	0.8.1		N/A
io.seata	seata-distribution	0.9.0.1		N/A
io.seata	seata-distribution	1.5.0		N/A
io.seata	seata-distribution	1.5.1.1		N/A
io.seata	seata-distribution	1.6.0		N/A
io.seata	seata-distribution	1.6.1		N/A
io.seata	seata-distribution	1.7.0		N/A
io.seata	seata-distribution	1.7.0-native-rc2		N/A
io.seata	seata-distribution	1.7.1		N/A
io.seata	seata-distribution	1.8.0		N/A
io.seata	seata-distribution	2.0.0		N/A
io.smallrye	power-annotations-common	1.0.17		e3b9bb671042ed52a0f5676be731bdb6fee97d55
io.smallrye	power-annotations-common	1.0.18		ed745fcb78916a0baab4a9fb2be0033acb8d8ce1
io.smallrye	power-annotations-common	1.0.19		067f4b560b6b2307d1d4a88bf2b49dd84ac9e124
io.smallrye	power-annotations-common	1.0.20		90449d7f0103c7b2edd3a177f5a50afa53d8899b
io.smallrye	power-annotations-common	1.0.21		bcf77a83240f886c2fcd188ed1ce161d1907f6ca
io.smallrye	power-annotations-common	1.0.22		9917a41536e1640ff4ac0606862b518179c82564
io.smallrye	power-annotations-common	1.0.23		9a3edb87a1a762b8e6216cbaa6015767de389b23
io.smallrye	power-annotations-common	1.0.24		d0cd086bb7f6d08eceee93063a61fc076014c4b8
io.smallrye	power-annotations-common	1.0.25		e07d10829cc3584fb43f8b10fb8f50567c4a0124
io.smallrye	power-annotations-common	1.0.26		034377c52a530c198d5f729cd207da2d77438884
io.toxicity.crypto	rsa-tvosarm64	0.1.0-alpha02		N/A
io.toxicity.crypto	rsa-tvosarm64	0.1.0-alpha02	metadata	594d714cfe32b7e79f6b191a753a694c8092ad7d
io.toxicity.crypto	rsa-tvosarm64	0.1.0-alpha03		N/A
io.toxicity.crypto	rsa-tvosarm64	0.1.0-alpha03	metadata	b086f8ba62cdca641ac3323c4b262aa934f41dbb
io.udash	udash-css_2.11	0.8.0		92ec6e15bd339c50a182d5ef7e50c4035450b845
io.udash	udash-css_2.11	0.8.0-M11		2e227d944fef30018491df72982e0bf02568693e
io.udash	udash-css_2.11	0.8.0-M12		b0174ceeb4ad436a9dbc64c8a02bed5a10f814ee
io.udash	udash-css_2.11	0.8.0-M14		b34ab51296055c9d96e86cedb75ff404ddd3566a
io.udash	udash-css_2.11	0.8.0-M4		4edf02f0578895622997e856187054e195b0a375
io.udash	udash-css_2.11	0.8.0-M5		c672b555fbb63abec532f4cd1c6ef98253838099
io.udash	udash-css_2.11	0.8.0-M6		3b7bce71f06146965e64573e601700b73e101f1d
io.udash	udash-css_2.11	0.8.0-M7		e6b26726097a364be4aa851dd47e56619d335a77
io.udash	udash-css_2.11	0.8.0-M8		e48cd1c224f1b98738f06a066a07ef9381cb787d
io.udash	udash-css_2.11	0.8.0-M9		887d82ff840f744c53f64366bba8f203ea295eb8
io.udash	udash-css_2.11	0.8.0-RC1		9f48c43f2877af0a1f3b7f2b360101c4177a1934
io.udash	udash-css_2.11	0.8.0-RC10		59e018e07089be56f829f9521e5c9bae9a3862ea
io.udash	udash-css_2.11	0.8.0-RC2		384baa542b5f5ac8819add310aaf92daf651a0bf
io.udash	udash-css_2.11	0.8.0-RC3		d578e5520069751e63d99d8a25a44309461653db
io.udash	udash-css_2.11	0.8.0-RC4		df13617019059004686db33821dc3b5bf6a91fe3
io.udash	udash-css_2.11	0.8.0-RC5		8271860581f61d3159b992a3d2c2aa357961a86e
io.udash	udash-css_2.11	0.8.0-RC6		8641133fa6811667f514c5bb3169adfa4fdba563
io.udash	udash-css_2.11	0.8.0-RC7		23be62bb93a7b60e6842da2c31083b473ac1304f
io.udash	udash-css_2.11	0.8.0-RC8		d274d3ab1331afe08e109394f13b0d72697c0434
io.udash	udash-css_2.11	0.8.0-RC9		bd0c6e49051e21d28ac9467879dbef1702bf95cf
io.udash	udash-css_2.11	0.8.0-releasetest		bb424f97ea4957875498d45576130327fec64281
io.udash	udash-css_2.11	0.8.1		6f1b9cba33021cbcefb509f40927b63ab1b08656
io.udash	udash-css_2.11	0.8.2		5f5ef94cc98a2891c71552affb7d586cb77300ae
io.udash	udash-css_2.11	0.8.3		6cce994846cbec52bb1aea6e79c126941c79c5c7
io.udash	udash-css_2.11	0.8.4		5aa27189aa4cdb14141c605d10dcb58f2d53c1d5
io.udash	udash-css_2.11	0.8.5		40ef8acb55f4a41ba10d73203c74528d2e373a20
io.udash	udash-css_2.11	0.8.6		4e590088953906ea73354b19985a62a753cf25e5
io.v47.tmdb-api-client	quarkus-deployment	1.0.0		48fbc65e8706f294de09678aa1be07af4e7a021b
io.v47.tmdb-api-client	quarkus-deployment	1.0.1		bc98c10d01597c9439f86560910b63e6756b7be2
io.v47.tmdb-api-client	quarkus-deployment	1.1.0		1dbaffb0ceee9f9661ea3646aeb5eedb4fb7e39a
io.v47.tmdb-api-client	quarkus-deployment	1.2.0		0dea5633f135ab7212f1f5d9af54518fdcedddf3
io.v47.tmdb-api-client	quarkus-deployment	1.3.0		304923e5d4797c1d2dfbcd7064d239234e2ab18e
io.v47.tmdb-api-client	quarkus-deployment	1.4.0		648787f398645da4bd28235822b33aebc18eb1b5
io.v47.tmdb-api-client	quarkus-deployment	1.5.0		b70a720073b69b4f0824b16abaf2711d3ff727f2
io.v47.tmdb-api-client	quarkus-deployment	1.6.0		cd2b5cbbd17041bc0452eca6a5a39f43a1a363de
io.v47.tmdb-api-client	quarkus-deployment	2.0.0		e31ab00222910d5d90945f9d9745da2c5d7bb30b
io.v47.tmdb-api-client	quarkus-deployment	2.1.0		9481a1e12bd9f3167a9e17cf9ecedfcbee6b3656
io.v47.tmdb-api-client	quarkus-deployment	2.2.0		96288173925b5c4541fdcc3df410858bd534c375
io.v47.tmdb-api-client	quarkus-deployment	4.10.1		N/A
io.v47.tmdb-api-client	quarkus-deployment	4.3.0		5d03fa8ba0b64f56b532153029030b888f3a41dd
io.v47.tmdb-api-client	quarkus-deployment	4.5.0		1651c099fa9a510b092c91735b4f2deba70bdb19
io.v47.tmdb-api-client	quarkus-deployment	4.7.1		a2fa7fc83e803cdfd1ff96273212e41d66920da9
io.v47.tmdb-api-client	quarkus-deployment	4.8.0		3c7a515f3efbab72930c17f38fef47bf49bb7f35
io.v47.tmdb-api-client	quarkus-deployment	4.8.1		d3618f81d4047c86dd7e151df2a733d955f354de
io.v47.tmdb-api-client	quarkus-deployment	4.9.0		d8ba3d66e37419069963866bd4e38ef70253baf2
io.v47.tmdb-api-client	quarkus-deployment	5.0.0		N/A
is.cir	ciris-core_2.11	0.1.0		f86ac0de231b9b46116c628135d47cb12c6e8b73
is.cir	ciris-core_2.11	0.1.1		7c74027d20cb1ef00ba54ccd5bf760e101d81bbf
is.cir	ciris-core_2.11	0.1.2		c6838aaf4173c06bee0d0ec96fb20caf8222c241
is.cir	ciris-core_2.11	0.10.0		963cb482b0d7cfec4d4d189402cbdfbe94672132
is.cir	ciris-core_2.11	0.10.1		92b92d74aa84f71f5f69e3c65732e85e19ae7944
is.cir	ciris-core_2.11	0.10.2		34a7d5acc2e548d0db3f03822f01a6c36aa0e93c
is.cir	ciris-core_2.11	0.11		83d89ceddbef1ca8b2efa0e6d068db80c7a97d6c
is.cir	ciris-core_2.11	0.11.0		a5b10c494f8f7dec5d9ab48cb62ff7ec990cc67c
is.cir	ciris-core_2.11	0.12.0		49627650a21daecc93f236c476755d93995308b0
is.cir	ciris-core_2.11	0.12.1		0c25b3ff58a4d4fe40f16148818f66b8361d7589
is.cir	ciris-core_2.11	0.2.0		8f52a27113ba5056e1ce4f069652f6c9384f6772
is.cir	ciris-core_2.11	0.3.0		860712a1541ac364d3b4616140735bc600fa253a
is.cir	ciris-core_2.11	0.3.1		7311bba0aa3aaae143dc8f01f78dee97fdb70f5e
is.cir	ciris-core_2.11	0.3.2		fe1b8af2cc5d9b280110d56c35db63439ea26400
is.cir	ciris-core_2.11	0.4.0		82515e4251779270762db248b7e0d11213245afb
is.cir	ciris-core_2.11	0.4.1		0d836933eb60b731232b0beb84f27989e0101e99
is.cir	ciris-core_2.11	0.4.2		2ca4a09fd78121cfe284175d27edf48dc36a1457
is.cir	ciris-core_2.11	0.5.0		4e68471994ea30daa4a6f803879469a2490a637d
is.cir	ciris-core_2.11	0.6.0		9a43da99584df9f3b6c220e7689b9a0936153581
is.cir	ciris-core_2.11	0.6.1		a3684daa65da5621df1847397141cbe9a0fc9c68
is.cir	ciris-core_2.11	0.6.2		51499a74981f4171e412379ada9f13b9d085ed5e
is.cir	ciris-core_2.11	0.7.0		4925062f1c4878f1f4d16b5f13c343756979cff2
is.cir	ciris-core_2.11	0.7.1		77e793ed22f17b025542af9509e3f774b294c68b
is.cir	ciris-core_2.11	0.7.2		088fcca5d5d10a306fa832187e8fb638aa27d9b9
is.cir	ciris-core_2.11	0.8.1		5d00909d4256aed5b53f8e00d2ce6b2df25a7af4
is.cir	ciris-core_2.11	0.9.0		902f895ee4d37d5fec9e224f222e0c481b0fcdff
