city.smartb.fixers.gradle.d2	city.smartb.fixers.gradle.d2	0.2.0		N/A
com.github.pengrad	java-telegram-bot-api	7.9.1		18f6a5974672c6ce5d0a0cf7165b9c89d9d43784
com.github.pengrad	java-telegram-bot-api	8.1.0		8c13c0905f233157ec449ab123000098553d5be7
com.github.pengrad	java-telegram-bot-api	8.3.0		c74f77c24843686053f3d356cd9fd92c3a30459b
com.globalmentor	calendar-calculator	1.0.0		efff63de1bfc30d2a34683a996333b60cfc8b880
com.globalmentor	calendar-calculator	1.0.1		dda8e3275757dea44de8e679259037d3eedd6a45
com.globalmentor	calendar-calculator	2.0.0		3af2a3f206527a40d5ff69f7c6c3d09f4d26dd2b
com.globalmentor	calendar-calculator	2.0.0	exe	4254dcb1f504be57ee7d88381e64b8a2f8415a72
com.inrupt.client	inrupt-client-webid	1.0.0		bb456d857f61cf21cdf173781ec0b8ec0e1e4986
com.inrupt.client	inrupt-client-webid	1.0.0.Beta2		c6160ace4888897574ab9a0a9b8b9cf67c8ce8b8
com.inrupt.client	inrupt-client-webid	1.0.0.Beta3		bf142100d37a23e3c972b5783e14354ce5da2f6e
com.inrupt.client	inrupt-client-webid	1.0.0.Beta4		792972e1eb62aa5488bd499ba7f6809f527c86f2
com.inrupt.client	inrupt-client-webid	1.0.1		0b40a45dff923ad260452c1f1b7b55f5fcd96be0
com.inrupt.client	inrupt-client-webid	1.1.0		bc755f64b5f0087866a3e55a65af568ff5434900
com.inrupt.client	inrupt-client-webid	1.1.1		b3ce33caaa34781a7510611bb30829fd78576e12
com.inrupt.client	inrupt-client-webid	1.2.0		7fdecebd15cc81850c10c17133954e9f6bb025c0
com.inrupt.client	inrupt-client-webid	1.3.0		31a1c396df0077fdbb792f63aab3f8b459e10809
com.inrupt.client	inrupt-client-webid	1.3.1		e69eeed9e9c71b8ba7843c34683bb96274dd0bcc
com.itxiaoer.commons	commons-upload	2.2.10		41be7ff1a3c9f059c63ba25ec820f2b11cb3e36f
com.itxiaoer.commons	commons-upload	2.2.11		bb75899eaad12ec502dd2e301e5652388f33c445
com.itxiaoer.commons	commons-upload	2.2.12		7ba00078be81ee1524addadaa2bc9373dfe041ef
com.itxiaoer.commons	commons-upload	2.2.13		fb55931c9dead7893e166f3a1476f84db92bfb71
com.itxiaoer.commons	commons-upload	2.2.14		9c4c8bf65cf4c02d55c19a5b42acbc06120de648
com.itxiaoer.commons	commons-upload	2.2.15		b2642bf678f61678dbc381e03eb18272078ff149
com.itxiaoer.commons	commons-upload	2.2.17		4774e8ab07ebf42c76e5c59c97ac0338f3e7242f
com.itxiaoer.commons	commons-upload	2.2.18		8e5128f598372262058ef3bf80e64e63e784ec32
com.itxiaoer.commons	commons-upload	2.2.19		f7df05b4ffac74308bc798177f46cc2850d96fa1
com.itxiaoer.commons	commons-upload	2.2.20		4915c7d120b79795a3b93fcd79af11e1931a9393
com.itxiaoer.commons	commons-upload	2.2.21		0851f2878924c7958af80ac5d9f61dee60935714
com.itxiaoer.commons	commons-upload	2.2.22		bc0e880dd7957dc8b1490ca3f9a1f14b559ecc97
com.itxiaoer.commons	commons-upload	2.2.23		cc12edbe4fa135dca68e6ea2b895456a155417d1
com.itxiaoer.commons	commons-upload	2.2.24		491bb39573589eaca38f9dd6c16305dc2f339fb0
com.itxiaoer.commons	commons-upload	2.2.25		1ccfa286ee5062e5dea9fd75914885bc17c4a444
com.itxiaoer.commons	commons-upload	2.2.26		cb167ce2d3e517b302b1937407c874b10ea02032
com.itxiaoer.commons	commons-upload	2.2.5		fedfce63f74930fd14d5df8da9c1d62e2cb9e83e
com.itxiaoer.commons	commons-upload	2.2.6		1621430c3319381dfdcf5e507fd8e9f70947387e
com.itxiaoer.commons	commons-upload	2.2.7		d50614d8174a23e75487da6e6d82830f29c8b3a6
com.itxiaoer.commons	commons-upload	2.2.8		ace290921ff4ca3acc97c3b34a3afb58fe8c02cb
com.itxiaoer.commons	commons-upload	2.2.9		91621f3cfb30ea22ba65248edd0e07c7ff4f2380
com.itxiaoer.commons	commons-upload	2.3.3		ccdf039e7fe03c2dc377c6e17c1f9e34f5f4d7fc
com.itxiaoer.commons	commons-upload	2.3.4		20faa9691928ea3019b6698c1a9fa753cab41abb
com.javaguns.roses	wrapper-sdk	8.1.2.1		dc7a18bb2da8710d53227e33534d03fbd89d4985
com.javaguns.roses	wrapper-sdk	8.1.8		2d051bab58109ba930e9a430747681c07174af61
com.javaguns.roses	wrapper-sdk	8.3.0		acb1bc7863d52fd57f27a2c390e9d6e5449893f5
com.javaguns.roses	wrapper-sdk	8.3.1		96b0399ff08a1b26afc03ae1e46a3711090700b4
com.javaguns.roses	wrapper-sdk	8.3.2		3409b9163bfb28920039a55ce5c10166b460ff2f
com.javaguns.roses	wrapper-sdk	8.3.3		50ff20c11b5aed13ba3ff1465fd805421bdfd97f
com.js-lib	js-rest-client	1.0.0		a4117b4452d681f04f3294a0de80506baa421d4c
com.kubukoz	drops-core_native0.4_2.12	0.0.5		d1d431b400aaf8e1891ab2efbb737d1f34b98cf9
com.opentable.components	otj-serverinfo	1.6.0		cee4ee177a744e9fa8533cc66c22ab685d107c23
com.opentable.components	otj-serverinfo	1.7.0		0b29a5c2a26c8744a07358dd5b162a4f36de2ce5
com.opentable.components	otj-serverinfo	1.7.2		7c481c0e0f406a92e48bc43396f6fc4e44905166
com.oracle.database.jdbc	eclipselink-project-archetype	1.0		925112fa6ae62d72818fd37c7a1e8cb27429bc0b
com.pulumi	google-native	0.18.2		e529c72d3ebc2b4aea639ff2da63b3dee44a0005
com.pulumi	google-native	0.23.1-alpha.1660864032+197be504		7a8e7871c07aa8f2623f51efd529c1629b70e669
com.pulumi	google-native	0.23.1-alpha.1661287286+a909ba7c		2f7980d1417aefb609c8b71645bb6d0c1744a420
com.pulumi	google-native	0.23.1-alpha.1661357554+3a330ac4		9c339d09856d6604a5734f9f352da9154ccd9344
com.pulumi	google-native	0.23.1-alpha.1661361149+19ba7f39		a07c5c80d562b7c9372e7eb62060bb3c354e8922
com.pulumi	google-native	0.23.1-alpha.1661447203+c02690d8		d120cf1527e8c318c530af6ff5461c4c3277d717
com.pulumi	google-native	0.23.1-alpha.1661448222+8101b3a2		1e452b2762f6f59eca56b86efceaff10e3ad0885
com.pulumi	google-native	0.24.0		6eee18283e654a1193db10ed0203f08b5152f464
com.pulumi	google-native	0.24.1-alpha.1661493085+78314f57		403abb8440668bf726592d87816a7922fe1ce8fd
com.pulumi	google-native	0.24.1-alpha.1661752227+402267c9		1800ea502bfa6ac77d50451bb88282021794be51
com.pulumi	google-native	0.24.1-alpha.1661795173+90db6ad2		93eb1051d08db2c9e8c1b92717e28e24dba3644a
com.pulumi	google-native	0.24.1-alpha.1661803106+5b1e3104		9590dad044b5b1c3fe48f792a1127e15eb053aee
com.pulumi	google-native	0.24.1-alpha.1661803585+be653b5e		f7ce1edd4fb717a78bd8b42822882efeb9fc3130
com.pulumi	google-native	0.24.1-alpha.1661806003+ba6c442c		e07af1d34eb87180b827b29b54c276f6be140a80
com.pulumi	google-native	0.24.1-alpha.1661838711+1478a851		3d5e7ef13217eecd2f3161ea0d2deb69acc15736
com.pulumi	google-native	0.24.1-alpha.1661925317+a6ef171a		477f82cb8e8cbee64fc614e9fc696e15a27ef207
com.pulumi	google-native	0.24.1-alpha.1662040742+b4b2a28e		ac8ce12dced5eea6b5e0bb13faea107cbad754db
com.pulumi	google-native	0.25.1-alpha.1662644103+cf4ac08f		fbfbe6bd680cbe77b6712493d20aa0fb3b971dac
com.pulumi	google-native	0.25.1-alpha.1663106986+8cb5f440		13bb312c869aff9c3ac5e8e600e9b4ad08684113
com.pulumi	google-native	0.25.1-alpha.1663134660+2c68121b		dd9896a88e0de84d14c26f987f557f509d550ef4
com.pulumi	google-native	0.25.1-alpha.1663271571+5710f0e0		9d51700264c16140e8e1be8ef460dc819f8a1097
com.pulumi	google-native	0.25.1-alpha.1663279310+785912a4		9f703e31355dcdad848b1741a18126c021b11b4f
com.pulumi	google-native	0.25.1-alpha.1663307513+137a9406		d1423ed3b27a5bb5a5f2ecd0d64955b42a3abc9d
com.pulumi	google-native	0.26.0		727a2372fe4c7d1864fcf16ee636d41d7dd5df5e
com.pulumi	google-native	0.26.1		333aec238087e56bce771a78578ccdf1fc63f83c
com.pulumi	google-native	0.26.1-alpha.1663566818+f74f1af6		5d0695f5329f66a8aba1dc4d2f86df6b46c45f21
com.pulumi	google-native	0.26.1-alpha.1663629162+92969345		0ac91453ae2a5fe1678ddeb35552c5059495e44e
com.pulumi	google-native	0.26.1-alpha.1663853788+3f6d2da2		78ba700addf46f2d8cbc58cb9b220da5ac4dfc74
com.pulumi	google-native	0.26.1-alpha.1663874182+467093c5		6add92e9afd261cf628a629c13d7ba348a6f9d69
com.pulumi	google-native	0.26.1-alpha.1663967179+6d76c428		0b3202a481d93ab9abf2f871ae66bbde46eef0b2
com.pulumi	google-native	0.26.1-alpha.1663967516+607808a3		a48f44fef121e91415562954a6deb2daaffa6491
com.pulumi	google-native	0.26.1-alpha.1664458462+9e3605c2		8d2856cda6cde75a971753b74b65d5d53de3e3b0
com.pulumi	google-native	0.26.1-alpha.1664465322+c2507c6a		df7458463708e284129f24e8444d8e3ba4e034b0
com.pulumi	google-native	0.26.1-alpha.1664465393+52db7a0e		5fd3173c10d8eb5f951f84568e6fb59c53c845c6
com.pulumi	google-native	0.26.1-alpha.1665092341+164a788c		9bd9e470ea65ebe2c6e420a9dce9bfbe66d5f4f0
com.pulumi	google-native	0.26.1-alpha.1665096029+f60e582b		59e776d16feb7e87af4a0525a73052703f56fb5e
com.pulumi	google-native	0.26.1-alpha.1665161742+5bca6b87		99877e5cbe3b46cfe59a15492ff53cc707626897
com.pulumi	google-native	0.26.2-alpha.1665426757+587b944b		6009679899751ee52ca596cb96db3f704f51f40c
com.pulumi	google-native	0.26.2-alpha.1666024305+859fb557		0882701c46bee9ef461f6113ea186791f29c2d00
com.pulumi	google-native	0.26.2-alpha.1666221206+0372dc2f		b9e1c74734a19b5378846c195b5426ec5c931cdb
com.pulumi	google-native	0.26.2-alpha.1666282670+8bc9e41b		cc737d79350651469b4416c3933c015abb0cb21c
com.pulumi	google-native	0.26.2-alpha.1666285814+69f1ab28		df412dc8fd847bfce6861dee231a9f7a6f4c8cd3
com.pulumi	google-native	0.27.0		a3e3a8f23ade77ecf5b8647833be2b398666aff9
com.pulumi	google-native	0.27.1-alpha.1667338260+68510596		523bb67cc7ab1c4dccf96cdc41fdf257799b83c2
com.pulumi	google-native	0.27.1-alpha.1667485646+3511013d		23ff65ff93cf9531a934f166eb12bd7efa69ccd9
com.pulumi	google-native	0.27.1-alpha.1667940339+7c487e51		54f1ac7e032d1499cc180e2df777bc4ac29acdb2
com.pulumi	google-native	0.27.1-alpha.1668199884+346692df		ece26a503c327c1906bd35d8cadfcdba88f86f60
com.pulumi	google-native	0.27.1-alpha.1670870526+37b12462		cbbe04823a7bcb0f5622767fa721f352f330a346
com.pulumi	google-native	0.27.1-alpha.1673424430+14f8663b		0d6a56ab948f1e741f2097932e6c24d68d489de7
com.pulumi	google-native	0.27.1-alpha.1675346889+4aedb7e7		314640791869f9a97323289ca6a68e4cbe9a9d1a
com.pulumi	google-native	0.28.0		927a095f157b6402b8a7746e3cd3a5ff95d0caaf
com.pulumi	google-native	0.28.1-alpha.1675699262+c940b461		55444acc60b5f6939a8e3f1cf1e51e36955a6153
com.pulumi	google-native	0.28.1-alpha.1675782759+6f82efd2		8a6e2993ae119d7dd0c5f6dbcdaec035da6042b1
com.pulumi	google-native	0.28.1-alpha.1680700880+f10af53a		93a603d6b47c0c280cad70bfa9b0c791af342530
com.pulumi	google-native	0.29.0		58657ebe9048132d415e3fc955cdf3a65ab932d1
com.pulumi	google-native	0.29.1-alpha.1681483804+1bbcb6ab		67ddc60cc37189fbc71d70e357e3ef873df16ef8
com.pulumi	google-native	0.30.0		d115b9a52f108331f9ba73b6ab8138542b4f254d
com.pulumi	google-native	0.30.1-alpha.1681492944+5d845649		e60212f5d68f84a34eebcc25eb650b5d175ebda0
com.pulumi	google-native	0.30.1-alpha.1683144774+894acfca		9a80f06831f850cceb1c4ed5ba9aa6f6dbedb8a3
com.pulumi	google-native	0.30.1-alpha.1684258273+ea9c5dcd		011f3c12912274637749c3d409d9c3a5618ade59
com.pulumi	google-native	0.31.0		9ab23fec565ee925d7eb6b3791acd4ef9e112e42
com.pulumi	google-native	0.31.1		6fd162eed322c71843eb79b3bcbc9e7717f82cc8
com.pulumi	google-native	0.31.1-alpha.1684412645+cbeb7f04		66ca11c8aab5f68a6d697f58cb487d4c97aa736f
com.pulumi	google-native	0.31.1-alpha.1684522021+9c1493e2		5fca3c5e1e1b8b32faa3bf018c5e2d7f15aacc63
com.pulumi	google-native	0.31.1-alpha.1689773490+87740ca7		2a093a989bb9e6aabf01bdfd4e289c7382f639ed
com.pulumi	google-native	0.31.2-alpha.1689827148+124d255e		823700e17f15f32769816b3a0b251199285bc99a
com.pulumi	google-native	0.31.2-alpha.1694203469+ffe821d8		3666a314bf90ac46de4c610ebc0f8c9393356e84
com.pulumi	google-native	0.31.2-alpha.1694212657+94134f13		63dd722cdd0a75e19275c808fe9072c035587d76
com.pulumi	google-native	0.31.2-alpha.1694564883+21d2fbd8		5712895b5cabae629fc93f67b241748744df971e
com.pulumi	google-native	0.31.2-alpha.1694770191+30d103f4		01e3d3ba9beb552dac38cf0564b5a09e6fe860a1
com.pulumi	google-native	0.31.2-alpha.1699625198+4d728a77		c11e08805d5799cce8db0cfa394b02a02c8a8087
com.pulumi	google-native	6.21.0		4c1cd79dd01ee6aee06d71c2477e88fb4fad7fa9
com.sksamuel.tabby	tabby-jackson	1.0.0		1f92308430376cd04faec62251d7c9d0414853f0
com.sksamuel.tabby	tabby-jackson	1.0.1		7df1ea6d877eb21485f85c471de0cb3f0da66780
com.sksamuel.tabby	tabby-jackson	1.0.10		455977f4984429aefb6fde97a1251e7edc009cb6
com.sksamuel.tabby	tabby-jackson	1.0.11		ee4a7117376e4914c8a97e1ab7c9b6dd5b96a276
com.sksamuel.tabby	tabby-jackson	1.0.12		722ae06735ec16a82cf4654136a75ecebc1dec92
com.sksamuel.tabby	tabby-jackson	1.0.13		46ef1c5430811aadbfcfafbb3e4bfe5e698c7acf
com.sksamuel.tabby	tabby-jackson	1.0.14		4a2b6ef2c562bfcb5ed319f61f5f899ad0fb0ff3
com.sksamuel.tabby	tabby-jackson	1.0.15		205a7984256a3c72fdf2722acc2fef26f3de5068
com.sksamuel.tabby	tabby-jackson	1.0.16		1df5dd01e136bc3870fe3c2a7b40889b96e83eb5
com.sksamuel.tabby	tabby-jackson	1.0.17		cd2fd38a9dcc1e08a4e354f3f61c04b7cb63a6f6
com.sksamuel.tabby	tabby-jackson	1.0.18		d514c272881b2670b37dcc791a5ed7ab51a6a6cc
com.sksamuel.tabby	tabby-jackson	1.0.19		411d5233b13259965ca2058de7f869f5034cbf3f
com.sksamuel.tabby	tabby-jackson	1.0.2		542efa37bf38440b50a30c7f84a1f5178ba4376f
com.sksamuel.tabby	tabby-jackson	1.0.20		90ee1ca73293a5f898f99e7ab145f91e847c13a2
com.sksamuel.tabby	tabby-jackson	1.0.21		266bcfbf23e9558f6157cbda1da401cf76ed5634
com.sksamuel.tabby	tabby-jackson	1.0.22		114d0987cc1f87a8a1b7fa5c3d6f23662f1ebf83
com.sksamuel.tabby	tabby-jackson	1.0.23		d145d9d1216138b6c375964f35abf1b04eb8f30b
com.sksamuel.tabby	tabby-jackson	1.0.24		246f3e3d52d071788ab32f662b7c69fa3363f96d
com.sksamuel.tabby	tabby-jackson	1.0.25		9765d16ba318ddd28a452bc785710d80184bf0d0
com.sksamuel.tabby	tabby-jackson	1.0.26		5138eec6d1b02198f44ea19c10d3a692c18c8395
com.sksamuel.tabby	tabby-jackson	1.0.27		fc6ddc1a03d20122e6f14a3068be26ad1bf83890
com.sksamuel.tabby	tabby-jackson	1.0.28		ac6576e7aaa8b656e052c37d9c17bfdd8ac31edd
com.sksamuel.tabby	tabby-jackson	1.0.29		dbefd83394513970fbcfd80ac2601ecfda4ca641
com.sksamuel.tabby	tabby-jackson	1.0.3		4d92f7c59200db9dddf4f36d939c9ff126eaf29e
com.sksamuel.tabby	tabby-jackson	1.0.30		dad6a86ef3eaa5de1b6fe3fe99ab9e55dc285b70
com.sksamuel.tabby	tabby-jackson	1.0.31		4878b17d714bfd03c119a7e6071299b5ba95d6fb
com.sksamuel.tabby	tabby-jackson	1.0.32		2bf4339d7f847511aeeb4e262afb608afaaafd54
com.sksamuel.tabby	tabby-jackson	1.0.33		050ec7f993dfffb34d29505a7e977d0c63469baf
com.sksamuel.tabby	tabby-jackson	1.0.34		c329682a426c3ed071315c78f5cf84c0abd97979
com.sksamuel.tabby	tabby-jackson	1.0.35		2f84922b6f99c8886b91bb9582a1ba305e9d3938
com.sksamuel.tabby	tabby-jackson	1.0.36		b404ece6ee292310de5aa81c26283a3fc83f40a8
com.sksamuel.tabby	tabby-jackson	1.0.37		142acffa9f43d33cf47779b6ba299dd9cb67a041
com.sksamuel.tabby	tabby-jackson	1.0.38		e1380292b999f2313a4cf81807dd1abd6869b3be
com.sksamuel.tabby	tabby-jackson	1.0.39		45303a1507849867a59ef8dec19428c50d927e43
com.sksamuel.tabby	tabby-jackson	1.0.4		cfe8ff02e6c7d620e53c4f4146f9b10cab53e240
com.sksamuel.tabby	tabby-jackson	1.0.5		567a536fd111a7ea192ff0aac9b4089900fcce0f
com.sksamuel.tabby	tabby-jackson	1.0.6		173afd2f2957541bb1c561eaeebbf32ee592ce73
com.sksamuel.tabby	tabby-jackson	1.0.7		d2a1ee3364bcd52e40e9de1a3a88d016a50315cb
com.sksamuel.tabby	tabby-jackson	1.0.8		20fdf9b1f23509454c37ea64a7be257c3e5db653
com.sksamuel.tabby	tabby-jackson	1.0.9		f6baa7813f1d4a6528e64688fd02c96c377265cb
com.sksamuel.tabby	tabby-jackson	1.1.0		846dd21466320d5f5a6b3446f5af26fd5a648e66
com.sksamuel.tabby	tabby-jackson	1.1.1		0bfa5df215c6ae6d62b77a3e132ac46c8d4c4952
com.sksamuel.tabby	tabby-jackson	1.1.10		1be1f9fea7513dbcc5a7691cc150bd4c5367834b
com.sksamuel.tabby	tabby-jackson	1.1.2		744926bd9f15d5e674893512b1bf033a88da3439
com.sksamuel.tabby	tabby-jackson	1.1.21		11fbb72e30573e08e2817a46e72c98a53687c042
com.sksamuel.tabby	tabby-jackson	1.1.3		82a59ddd34229a61015670f2375b2d037ed9dea1
com.sksamuel.tabby	tabby-jackson	1.1.4		b377455e6dd974663799e78fbbaac301ea0b1368
com.sksamuel.tabby	tabby-jackson	1.1.5		51d16ff42175c19d4314256a3702094429a9fe25
com.sksamuel.tabby	tabby-jackson	1.1.6		f1ee6276ef847dcf97cc48437424083327bed123
com.sksamuel.tabby	tabby-jackson	1.1.7		06badea7c767dfcbdf6083805f272b71a56d64de
com.sksamuel.tabby	tabby-jackson	1.1.8		bf441b9865a74497ea699444b77dc3ab61cb65d5
com.sksamuel.tabby	tabby-jackson	1.1.9		6925f0e2f00bd8a494f6856db170641e2904d47f
com.sksamuel.tabby	tabby-jackson	1.2.0		512f9eb11d04e08eb0ed7aa853f6277e183fc78f
com.sksamuel.tabby	tabby-jackson	1.2.1		2cad9d4b4f9c1053de4ed5346711443107193ede
com.sksamuel.tabby	tabby-jackson	1.2.2		2d87ca47573834c326e36f57545ebb49b67eb17e
com.sksamuel.tabby	tabby-jackson	1.2.3		708c3aa12d46092b6dc35f650a6f51a6958416ec
com.sksamuel.tabby	tabby-jackson	2.0.0		76fca1cd577c4a2fb6a1cc9518d5fc462a38db2a
com.sksamuel.tabby	tabby-jackson	2.0.1		a184fa733e8ffafee864361fc1fb95fef37b644b
com.sksamuel.tabby	tabby-jackson	2.0.10		06fcb0692189011e993b20b618d402e53176d9ae
com.sksamuel.tabby	tabby-jackson	2.0.11		dee9375ab812618038ab026ec7fba11c39a8e4c1
com.sksamuel.tabby	tabby-jackson	2.0.12		1d12f3ac6f600e54709f94cfb7fc995a143a193e
com.sksamuel.tabby	tabby-jackson	2.0.13		295edd26e0910ee81643859f30c2a48a35ec9daa
com.sksamuel.tabby	tabby-jackson	2.0.14		f472c49555e37547509dde9354af90a30162aea7
com.sksamuel.tabby	tabby-jackson	2.0.15		28894f5cb1a66f9f5db09459bb7352261e3b65e7
com.sksamuel.tabby	tabby-jackson	2.0.16		6cc0773db1118beacddd70300b0bfd4a94705c1f
com.sksamuel.tabby	tabby-jackson	2.0.17		4e4d3630476854006929bfa8ca8624ba7785df8c
com.sksamuel.tabby	tabby-jackson	2.0.18		7389336c6fc67304746d2d8c9862ebc443f23911
com.sksamuel.tabby	tabby-jackson	2.0.19		e6eb224a39e3172506455a3b3f22fee0932f9f36
com.sksamuel.tabby	tabby-jackson	2.0.2		7b3f484dba5ed861bb693319a819f2dd9d0a9808
com.sksamuel.tabby	tabby-jackson	2.0.20		f128aa878c024c8d7307065fec8f0b5391d7886a
com.sksamuel.tabby	tabby-jackson	2.0.21		1051f625303c0a1abd5905857a6c0c7dd09f2c61
com.sksamuel.tabby	tabby-jackson	2.0.22		ad111ecce9c8e2a58a297fb6c89dff2f56870dff
com.sksamuel.tabby	tabby-jackson	2.0.23		c56d73a1ed54a566a7275e972ca9fd76f3bac1fd
com.sksamuel.tabby	tabby-jackson	2.0.24		1b12e285fd6d1c7463efe98023050105ddbb76dc
com.sksamuel.tabby	tabby-jackson	2.0.26		3e9933b5989c8fa64318ec9d634255df12857ffe
com.sksamuel.tabby	tabby-jackson	2.0.27		e708d4b0f062624fcc67e5288ff0889a29850ed3
com.sksamuel.tabby	tabby-jackson	2.0.28		b788206a7f811897679ffeced8be4a9ff1d688dd
com.sksamuel.tabby	tabby-jackson	2.0.29		692cdeaaa51b21804b319e301bed7c41bee0266c
com.sksamuel.tabby	tabby-jackson	2.0.3		059462054d276fe74fd9da2f467e87df71e71fe3
com.sksamuel.tabby	tabby-jackson	2.0.30		12b740c865077f6cfadcd9cbed15d94f2de70ae2
com.sksamuel.tabby	tabby-jackson	2.0.31		f1bfc884be2f887437b9d53719b860ef73990213
com.sksamuel.tabby	tabby-jackson	2.0.32		b75cb40f78b6ea150d827a5af89cfd48297ab3ed
com.sksamuel.tabby	tabby-jackson	2.0.33		26a8b7bfcaf2f98a94b2b5a8724ad8f4c0f3432c
com.sksamuel.tabby	tabby-jackson	2.0.34		8b1d577a3309ccf0c30c5fc071c4512347be888d
com.sksamuel.tabby	tabby-jackson	2.0.35		92712272c515b93ec5185fcce6d6f2f7752c3743
com.sksamuel.tabby	tabby-jackson	2.0.36		0a89cd85349d050b3cb8c074375bd0b7d36813e8
com.sksamuel.tabby	tabby-jackson	2.0.37		ff501e201c9f250c07c07f86bba8123c25e6eead
com.sksamuel.tabby	tabby-jackson	2.0.38		9fded4fb609bbe97dbf3bbdbbaaaef754de2c209
com.sksamuel.tabby	tabby-jackson	2.0.39		013349befb925772c853b369418af37933a3cf0f
com.sksamuel.tabby	tabby-jackson	2.0.4		1fe12b4c63aa0b0865a9473437733f8c28eb9684
com.sksamuel.tabby	tabby-jackson	2.0.5		fed3c75510f25fe2ce8c084b04eece17f4d02a32
com.sksamuel.tabby	tabby-jackson	2.0.6		750b1373765322cdc52d99d5b0881d24a7da82b4
com.sksamuel.tabby	tabby-jackson	2.0.7		2a83d1ef3d10f2c714259235e71aca73e217a8ea
com.sksamuel.tabby	tabby-jackson	2.0.8		dffd08cee7015dbd5047584863131161662c41d8
com.sksamuel.tabby	tabby-jackson	2.0.9		2e419662997b7cce7d9e56ce9c60e3de34080b5a
com.sksamuel.tabby	tabby-jackson	2.1.0		38098d3b8b73b8e8b598b44e1a7fee48c810649c
com.sksamuel.tabby	tabby-jackson	2.1.1		f3f2947fad486c66a71f34d3783247d8ed7f514d
com.smartbear	har-java	1.0.0		c861f7fbcdb669632b697797702983f6cd23fb9e
com.soywiz.korge	korlibs-util-wasm-js	5.4.0		N/A
com.tddworks	gemini-client-darwin-macosarm64	0.2.2		N/A
com.tddworks	gemini-client-darwin-macosarm64	0.2.2	metadata	620d1f13191b5645ec513a4174f659ccbf473ce4
com.weoohh	request	1.0.0		1a2781ddb8139f15457ffb87c1c77167f8d7b1b1
de.bytefish.elasticutils	elasticutils-elasticsearch5	0.4		ca44d5b0462e90b27ba4b847e9a39b4cb33e59fc
de.bytefish.elasticutils	elasticutils-elasticsearch5	0.5		b976aff58b5dd27656efc1714b691972d3a68e62
de.bytefish.elasticutils	elasticutils-elasticsearch5	1.0		c28de541371f4aa4ba6501ed99148ba7c44965fb
de.bytefish.elasticutils	elasticutils-elasticsearch5	1.1		6436542af3ca8846a1babe2b124aed3d836f0e29
de.bytefish.elasticutils	elasticutils-elasticsearch5	1.2		681674145b931ecc1e4e1bda5731d79e5113c539
de.bytefish.elasticutils	elasticutils-elasticsearch5	1.3		1decb933bc6b8b0739365e0eb49eb9afad4e6f74
de.jensklingenberg.ktorfit	ktorfit-converters-response-ktor-3.0.0-beta-2-iosx64	2.0.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-ktor-3.0.0-beta-2-iosx64	2.0.1	metadata	adbf7e3242544e65bb5af0d80a9faf97f22a6929
de.jensklingenberg.ktorfit	ktorfit-converters-response-ktor-3.0.0-beta-2-iosx64	2.1.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-ktor-3.0.0-beta-2-iosx64	2.1.0	metadata	38d9d2e0819993460e119df6635eb53855d29483
de.sciss	desktop-mac_3	0.11.3		5f366889f209b4f9c7f79772f56a81abdc0c2a4d
de.sciss	desktop-mac_3	0.11.4		feadda49a7ff77986c15bffb638bcaf53ccec51f
dev.zio	zio-constraintless_native0.4_2.12	0.3.2		481e0dadf2b2155f0d6380dddb8a6f9471617452
edu.gemini	fs2-data-xml_sjs1_2.13	0.1.0		66427ef72194204119e8203d4cd2bab0947d0c76
edu.ucar	unidataCommon	4.2.20		e93e551d738e9f4d1aaecc4ef14beaef42822566
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.0		cc873fe6f6a18908e764e7c51d6149520438926b
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.1		46bdf2baf51ed170695d679e8a75760c6ca00e96
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.10		052300a499be9d3fb79160f429ae5c80d84b2db6
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.11		dddaeb30a2d2cebd4004445056ecd695bd55fe4b
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.12		b688662fe8469da50c77f1b119654b3527364eaa
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.13		b5d2cee3b84114ffd4a71c9b5ccb0724513b5d1a
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.14		10e5003f88d15783a36726e498bbe4af42c28b37
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.15		a9dfe1dc22fa3cd6f94748157ce845040eb42bd0
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.16		b3f396f2deed297cf33d9d028ee020ae4b2d8e0b
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.17		79fa781465875fb4d4e3deaa779d8280acc73b47
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.19		f16448597f67a57fed4fd96437f028181d5aa208
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.2		11a6602d80d78f89fec469584a3403b8d840282e
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.20		3838ab2f36dc2dbc22d38a715dce580ba606ee42
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.21		9d2538a13ad3fb8e4464d536f1142d3958b9eff4
