cc.wecando	SuperDecoration	1.0.4		N/A
org.apache.cxf.systests	cxf-systests-rs-security	3.1.5		01c20f31016bb8e1ed19d63fe4b921105d0bdff2
org.apache.cxf.systests	cxf-systests-rs-security	3.1.6		8eed22466f9c8c588c2ae3f3723bd256e9adf0cc
org.apache.cxf.systests	cxf-systests-rs-security	3.1.7		a9a979552ef0b23d946730f50bbd1522580cabe2
org.apache.cxf.systests	cxf-systests-rs-security	3.1.8		cad7a429191e517b92458764cd2219d92fbcc1c9
org.apache.cxf.systests	cxf-systests-rs-security	3.1.9		7ce28d689fb47cb1463c2a82ec7204858fa5b7c6
org.apache.cxf.systests	cxf-systests-rs-security	3.2.0		2b74b48cb28c1e2f5092ecb8fcd0e9d70d1bb469
org.apache.cxf.systests	cxf-systests-rs-security	3.2.1		86350a7e2c5a1e8545ee69f7310d8c9a108871bd
org.apache.cxf.systests	cxf-systests-rs-security	3.2.10		dac8098fa8d84dff44b4e42a3d0059e72372d73d
org.apache.cxf.systests	cxf-systests-rs-security	3.2.11		a6580938a65919b7fc96869febdea65a4bb0b337
org.apache.cxf.systests	cxf-systests-rs-security	3.2.12		7257826a5bdb44f8264629f458f2e8a824d0b827
org.apache.cxf.systests	cxf-systests-rs-security	3.2.13		05ae90dd3736758d579d0f901223ccba91be6bdb
org.apache.cxf.systests	cxf-systests-rs-security	3.2.14		1e32bf85a068f46643d9a91b4d2672fbbe397d97
org.apache.cxf.systests	cxf-systests-rs-security	3.2.2		5fb8d9064ac7da5c86106be5cd4dc18279c323a8
org.apache.cxf.systests	cxf-systests-rs-security	3.2.3		3ab2660036d8bd79e5713cf72fe858010fc38fe4
org.apache.cxf.systests	cxf-systests-rs-security	3.2.4		787a143fc21459394cd3d46ad4aeae7349559b75
org.apache.cxf.systests	cxf-systests-rs-security	3.2.5		bc4df1299f9a9e0e57cd22e1593b7d365f40b3d5
org.apache.cxf.systests	cxf-systests-rs-security	3.2.6		c86a906f6f68a64203c135150a5b0aa7ef8794f3
org.apache.cxf.systests	cxf-systests-rs-security	3.2.7		c9572a31506b3ed48b72496262c15eb9592f54de
org.apache.cxf.systests	cxf-systests-rs-security	3.2.8		d6cae9b52a50f0894c6d999d356d0ec0084a9754
org.apache.cxf.systests	cxf-systests-rs-security	3.2.9		3899c3a003dd413d1c7548243d9d6eac71c2f548
org.apache.cxf.systests	cxf-systests-rs-security	3.3.0		caa97f536a751715ff51bd5873bd936b2b66bb3f
org.apache.cxf.systests	cxf-systests-rs-security	3.3.1		ddebf6bc05e041b8503a5829853517eb0e58b36d
org.apache.cxf.systests	cxf-systests-rs-security	3.3.10		b26eb747d9cd6feb7320dfc1ddd658c6cb8016e4
org.apache.cxf.systests	cxf-systests-rs-security	3.3.11		efe4cd3ded467fae5169d205d1429ea3a912616a
org.apache.cxf.systests	cxf-systests-rs-security	3.3.12		f47f1fc550346af0fb499f6fba1eb43e0e735a94
org.apache.cxf.systests	cxf-systests-rs-security	3.3.13		739616ce42958e6db12e422f0982778cc46c2710
org.apache.cxf.systests	cxf-systests-rs-security	3.3.2		e295b7e5636a23eb6a96dcce71f0a334dd616e47
org.apache.cxf.systests	cxf-systests-rs-security	3.3.3		cb052bfbe03faf1408e2bed66978a5e09a1f2dd8
org.apache.cxf.systests	cxf-systests-rs-security	3.3.4		527e791db86c8374e8cc039298cfd765f4481c3b
org.apache.cxf.systests	cxf-systests-rs-security	3.3.5		87720b805c9c80b07dd85d74ff62b2ddec066021
org.apache.cxf.systests	cxf-systests-rs-security	3.3.6		560928dcdf7936f116a2931fdeebd231cda6cb3d
org.apache.cxf.systests	cxf-systests-rs-security	3.3.7		0b31e0834833950dd1e1fad2461d45cfdb41f752
org.apache.cxf.systests	cxf-systests-rs-security	3.3.8		9d62ff8f94991f58d9bf9622d779ae0867c5a409
org.apache.cxf.systests	cxf-systests-rs-security	3.3.9		eb7156452cb0e00a72930254dd855e4a6ff200ad
org.apache.cxf.systests	cxf-systests-rs-security	3.4.0		dc4434df8fd9446d17bdbce64dace89db52824ea
org.apache.cxf.systests	cxf-systests-rs-security	3.4.1		baffc497a11de9207d033c8675f471a886c401e4
org.apache.cxf.systests	cxf-systests-rs-security	3.4.10		06b5232a79753a75df74bf9616e7ca1bad7dbd37
org.apache.cxf.systests	cxf-systests-rs-security	3.4.2		caca73be48310fb74241fca39736f7789ae7c405
org.apache.cxf.systests	cxf-systests-rs-security	3.4.3		259a82a1e41ed576e18216abc81590eafc01ec5f
org.apache.cxf.systests	cxf-systests-rs-security	3.4.4		2573b449dffe2a7a1d5888added772695d9e8c11
org.apache.cxf.systests	cxf-systests-rs-security	3.4.5		05f77de56cfbeb504caab622eac9f333057a72d9
org.apache.cxf.systests	cxf-systests-rs-security	3.4.6		0ea64fa55a7088b5203d87bab7ea11a5fa3a6d9b
org.apache.cxf.systests	cxf-systests-rs-security	3.4.7		4b9bb3739b097cc363368734c20162521ba1c3ec
org.apache.cxf.systests	cxf-systests-rs-security	3.4.8		6e864e11fff631ff866e619ab62091aa712945b6
org.apache.cxf.systests	cxf-systests-rs-security	3.4.9		0db05bd4b668e766b5828a6802b8ef3f5fd9933f
org.apache.cxf.systests	cxf-systests-rs-security	3.5.0		d4fc55123060ecf3383242be4f770de312bf0bcf
org.apache.cxf.systests	cxf-systests-rs-security	3.5.1		6e4f740a32dc57f08c0cbf4d643afb07bc464c76
org.apache.cxf.systests	cxf-systests-rs-security	3.5.10		c43d06cc2c985a5ced5393217c09d6a111bf9777
org.apache.cxf.systests	cxf-systests-rs-security	3.5.11		172b5552f4b0dad8b1cf069042fc97feccd1a396
org.apache.cxf.systests	cxf-systests-rs-security	3.5.2		71c6520d02ae50ceb7e17d10ff5d4bfbbcd174c4
org.apache.cxf.systests	cxf-systests-rs-security	3.5.3		617a9d735256c6f314e5a5efdee38f578aa7a4c7
org.apache.cxf.systests	cxf-systests-rs-security	3.5.4		f857c0b6dbaf8016e5d68fa2c0e6f35e1440b654
org.apache.cxf.systests	cxf-systests-rs-security	3.5.5		01c4095fded14d160139a1ba2173f5420e384002
org.apache.cxf.systests	cxf-systests-rs-security	3.5.6		b65bf62e22280d3913feb39b5f8258dca61ab3b9
org.apache.cxf.systests	cxf-systests-rs-security	3.5.7		8e5933f9508c7772bd14fd2113ab1aeb547b8105
org.apache.cxf.systests	cxf-systests-rs-security	3.5.8		5cd96a5adab465cbe00c1051eb4d724a03abe4ea
org.apache.cxf.systests	cxf-systests-rs-security	3.5.9		39631f3c5b324577a5873e4af71f6ac621790dd0
org.apache.cxf.systests	cxf-systests-rs-security	3.6.0		4df3749018a7145bd35d1c48da51636e36adf7f3
org.apache.cxf.systests	cxf-systests-rs-security	3.6.1		7b97d2cf00bd5f96d82afc4c374194321fbc3e76
org.apache.cxf.systests	cxf-systests-rs-security	3.6.2		c35db75a55971d3bc3e3de710f584ab0b3fbb23e
org.apache.cxf.systests	cxf-systests-rs-security	3.6.3		53c4d47db593bc1feb87e022a75cd984b86a803c
org.apache.cxf.systests	cxf-systests-rs-security	3.6.4		3595cb6bc1e666cc9a414bc88b5abb6b0cb630e4
org.apache.cxf.systests	cxf-systests-rs-security	3.6.5		f74e6f7e5fcdef4990caf9d173a7038066916057
org.apache.cxf.systests	cxf-systests-rs-security	3.6.6		1c8c9fe3b9f7bb4c8bf416d8d14a36bb37b1d4d3
org.apache.cxf.systests	cxf-systests-rs-security	4.0.0		615314261edeaba5f4390d236591a928c85ba3f4
org.apache.cxf.systests	cxf-systests-rs-security	4.0.1		c881028d053a7c7df0861e7a4aa09300c3b0322f
org.apache.cxf.systests	cxf-systests-rs-security	4.0.2		52b1e5da02ddda6570945583b07d9dbc1878ab51
org.apache.cxf.systests	cxf-systests-rs-security	4.0.3		a9fed5988b92b80882299cea6b4c0dd7d5296605
org.apache.cxf.systests	cxf-systests-rs-security	4.0.4		de40ef04a9b145cf90b45b831090a9c9a516d41f
org.apache.cxf.systests	cxf-systests-rs-security	4.0.5		2f6dc7a8472666505f5ef4634d9c5811dcda18d3
org.apache.cxf.systests	cxf-systests-rs-security	4.0.6		4bee0f4c82c2ae279df7b0559d4d72541e4e668a
org.apache.cxf.systests	cxf-systests-rs-security	4.0.7		df0557094bbedd8088e3e4dd99737b9e5b60598a
org.apache.cxf.systests	cxf-systests-rs-security	4.1.0		b1ebff73e955fcb5358b58b544642f288426307f
org.apache.cxf.systests	cxf-systests-rs-security	4.1.1		56c34032e6e4696a7106d0469ea234b46daa4942
org.apache.mina	mina-integration-xbean	2.0.0		7edf961fee062bc1d8288526a02400098e84fef8
org.apache.mina	mina-integration-xbean	2.0.0-M4		37bd553060abcf75225a4d1829b9c1b76294e0d1
org.apache.mina	mina-integration-xbean	2.0.0-M5		5022eac6e8e404da5532d9c3f4fa650300a9dfb2
org.apache.mina	mina-integration-xbean	2.0.0-M6		a55bc0d8a83b298ccf4603d85b1c62c92c282a03
org.apache.mina	mina-integration-xbean	2.0.0-RC1		db200611063d35d2f35469a778b97d8ef8fc3a50
org.apache.mina	mina-integration-xbean	2.0.1		de11e39b59ee3290a8bf47a85427b7d8f8b8134d
org.apache.mina	mina-integration-xbean	2.0.10		e47f6847f77b9c5ffb9f44574847fd746e9b368d
org.apache.mina	mina-integration-xbean	2.0.11		f83b426daf82fa1d6a53d864ebe7b7de5e21e1f6
org.apache.mina	mina-integration-xbean	2.0.12		da4d6922674582695018b8e24844b03047c351da
org.apache.mina	mina-integration-xbean	2.0.13		021cd3e12f40c3e3cd4d85d9f76e5027aa6b7f4c
org.apache.mina	mina-integration-xbean	2.0.14		997c3b75f7693da60b4f772cde53a374fb3a8856
org.apache.mina	mina-integration-xbean	2.0.15		d2d41f4604812c72328125409ba92f73f6883af6
org.apache.mina	mina-integration-xbean	2.0.16		fd81abf139ceb0ca195e1957091d4ffc68200c25
org.apache.mina	mina-integration-xbean	2.0.17		dd72fe979a207bd751797acb6514f0dd27424cdf
org.apache.mina	mina-integration-xbean	2.0.18		48e9b1bcc5d69be1a97282b946556942c3938829
org.apache.mina	mina-integration-xbean	2.0.19		a7896b4c2aa8dae75aeedfe1dd811dfb8cba2422
org.apache.mina	mina-integration-xbean	2.0.2		a6fc8f2de43449fc36261c17e67565f3a8c34653
org.apache.mina	mina-integration-xbean	2.0.20		7e8d95cb9f8ce4343385934fc1d6c3f9c4a50731
org.apache.mina	mina-integration-xbean	2.0.21		32d9f47951ac4f23564dd4d24393de875346e382
org.apache.mina	mina-integration-xbean	2.0.22		f8a51006ba4c4ebb4060ca2a20eb58eea416bc35
org.apache.mina	mina-integration-xbean	2.0.23		710d32b60b8bda7d0355bf902e26ee6cfef7731e
org.apache.mina	mina-integration-xbean	2.0.24		6226a6794c0202930143429079f00660e91bd464
org.apache.mina	mina-integration-xbean	2.0.25		b1e7d04e0449a99df3d135b3360008ee0932729b
org.apache.mina	mina-integration-xbean	2.0.26		61e7eae10c476cefb4a9a20f0e10664e0d1e51b5
org.apache.mina	mina-integration-xbean	2.0.27		db4aead322c9470e3afd6c313557edabea991963
org.apache.mina	mina-integration-xbean	2.0.3		064833d93d4f78dab518c2cc9935909e8149181a
org.apache.mina	mina-integration-xbean	2.0.4		c9a4ce67b115d9460a1364d129bf2e55e062ae4d
org.apache.mina	mina-integration-xbean	2.0.5		7e3bde509b5d2762d65d8fad04420871fd3414ff
org.apache.mina	mina-integration-xbean	2.0.6		30563fcea8b18a76e5baa837f344d3d0280a550b
org.apache.mina	mina-integration-xbean	2.0.7		57c9537c7d34c4d0b469dca191a14dcaf8a32f23
org.apache.mina	mina-integration-xbean	2.0.8		370cbbcdb43da7f444cc7a7a2299dfa978751b8e
org.apache.mina	mina-integration-xbean	2.0.9		93b2acf84d9639fef827ecddf965f7de3cd95586
org.apache.mina	mina-integration-xbean	2.1.0		91a44a89c92f4ed1aa273916819e2dc58abe5bed
org.apache.mina	mina-integration-xbean	2.1.1		f10ecccfa9de2d14bb9f393791b9c0f9cfdcdcd8
org.apache.mina	mina-integration-xbean	2.1.10		5b40e192506d8144f77e6486b1e43d63bb4ff2ee
org.apache.mina	mina-integration-xbean	2.1.2		fe028b3d58b4960201c24483b8add40394778dd7
org.apache.mina	mina-integration-xbean	2.1.3		caf48f94c401c75a4efddf7f3351b3f5a318f174
org.apache.mina	mina-integration-xbean	2.1.4		cfc52428f5865c7a31b6f74cfcc946c88de7d629
org.apache.mina	mina-integration-xbean	2.1.5		88f8f74e8795cd86c7f1d3f15998f1146968c678
org.apache.mina	mina-integration-xbean	2.1.6		1382af82ce56b8d4459346419304346e9e254eef
org.apache.mina	mina-integration-xbean	2.1.7		c27c18027e31ad07c57f682800ec431aa731b8ac
org.apache.mina	mina-integration-xbean	2.1.8		08efd0e050c275e6a46dc2e9239438c0464e7c6d
org.apache.mina	mina-integration-xbean	2.1.9		8597692d2e14338ee615f6efdff6c6bec8ad63ec
org.apache.mina	mina-integration-xbean	2.2.0		36b822bb29da751b4f053bf156783c1759087b14
org.apache.mina	mina-integration-xbean	2.2.1		413cbe5519ca32153466c9213026868e2c77374c
org.apache.mina	mina-integration-xbean	2.2.2		12e19b940f219d6dfae18b95fb191a2724a64544
org.apache.mina	mina-integration-xbean	2.2.3		67f057050c2a06a23a5c02fbf226a1b1542a7c5f
org.apache.mina	mina-integration-xbean	2.2.4		b5792ff0f3ef94baffb678ffcc85839055b0b63c
org.apache.servicemix.cxf.bundles	bundles	4.0-m1		N/A
org.drools	drools-addons-quarkus-events-rules-parent	10.0.0		N/A
org.eclipse.zenoh	zenoh-java	0.4.2-M1		N/A
org.eclipse.zenoh	zenoh-java	1.2.0		2fc7417d913fc6753c1e5c8ab0798fdbd91520d7
org.eclipse.zenoh	zenoh-java	1.2.1		6f17babb23a1965ad8e57259b28de222bb67a088
org.eclipse.zenoh	zenoh-java	1.3.0		11bfce253ba9fed452c8a1095eca0635fbd0342e
org.eclipse.zenoh	zenoh-java	1.3.1		2abaa5ef7d68e26b4ac7a275519f37be811e4ca2
org.eclipse.zenoh	zenoh-java	1.3.2		48b33a1206b8a76954cbea57a714b4793f5a5b88
org.eclipse.zenoh	zenoh-java	1.3.3		3c99c59a410918800b1fc20efff251e8fce17f7e
org.eclipse.zenoh	zenoh-java	1.3.4		e71ed3a70a4f2afe94e703afb21f98f189229e64
org.graalvm.visualvm.api	org-graalvm-visualvm-host-views	2.1		bc4cec7d39331a2f4a9d4cc631db5d4412dec710
org.graalvm.visualvm.api	org-graalvm-visualvm-host-views	2.1.1		71c6c75168168351e0f552da360e92a653c7fb13
org.graalvm.visualvm.api	org-graalvm-visualvm-host-views	2.1.10		4cbfe2c0240153d5a1d84467788dbd4a4d260291
org.graalvm.visualvm.api	org-graalvm-visualvm-host-views	2.1.2		3059cb1d0467f689dab1695d41fe25b75e8e1d2a
org.graalvm.visualvm.api	org-graalvm-visualvm-host-views	2.1.3		12b718c2556fbb28c4a0fafcdcbf97c79721f66c
org.graalvm.visualvm.api	org-graalvm-visualvm-host-views	2.1.4		5683422e4824dd3af6249ace7340dd98460dd97d
org.graalvm.visualvm.api	org-graalvm-visualvm-host-views	2.1.5		f27615a64d04cc7e3f5e31bd522d8cffc8c77170
org.graalvm.visualvm.api	org-graalvm-visualvm-host-views	2.1.6		ad8e84e3db8e913037afbd1d314d9a6aa1751e63
org.graalvm.visualvm.api	org-graalvm-visualvm-host-views	2.1.7		8715546907f72a923da7fabb19eeef4e28bb2433
org.graalvm.visualvm.api	org-graalvm-visualvm-host-views	2.1.8		30f013035bf8a22efd791312bba050c6edc79932
org.graalvm.visualvm.api	org-graalvm-visualvm-host-views	2.1.9		1d2b58b645f802c0354a56e7c7b14337b4daf6b5
org.jboss.pnc	causeway-client	1.3.0		8d2b08a052bf81e9a7ff8698a2996bd5cd931a81
org.jboss.pnc	causeway-client	1.3.1		dcc88494bb629a8574d9490f4285d190def624bb
org.jboss.pnc	causeway-client	1.3.2		60c115c2df49bc4594ac6f42af434b5286c5ce19
org.jboss.pnc	causeway-client	1.3.3		3854fef7307d5e6973eeee02d0c2d7c8335bfece
org.jboss.pnc	causeway-client	1.3.4		ea7da64b5c30b7927e2b7c536353f062100a0817
org.jboss.pnc	causeway-client	1.4.0		5f2f3cfcd7227917622b3eb2b38cc91a42957b25
org.jboss.pnc	causeway-client	1.4.1		200ca9d362b4427416ce069d9db6ff0a5e296576
org.jboss.pnc	causeway-client	1.4.2		9cbf42be25c703291fbde04f168721687d309606
org.jboss.pnc	causeway-client	1.4.3		51a0fc20d360761a03c90ae8bd5aadfddac77b43
org.jboss.pnc	causeway-client	1.4.4		b8dfc52a2a4425ce55149125886315629edcbe65
org.jboss.pnc	causeway-client	1.5.0		485a48ccb46072d66c02089fd9a5ec8f7759dcb6
org.jboss.pnc	causeway-client	1.5.1		f346dc85927ce350eaf36927f0ab230cd5b517b2
org.jboss.pnc	causeway-client	1.5.2		0e2978d9a4cba67966fbe703f72523caf26b588e
org.jboss.pnc	causeway-client	1.6.0		4a0500b9f37433c9a2029983c98b76d56921a21e
org.jboss.pnc	causeway-client	1.7.0		d242c6f42597316caddd438aa8491fd562743aef
org.jboss.pnc	causeway-client	1.7.1		d904b0d3335cb4db0a68ca41a30308c7631b2b87
org.jboss.pnc	causeway-client	1.7.2		173f2ba94b4cafb6eb19624574dfaf8fee7ac73c
org.jboss.pnc	causeway-client	1.7.3		2e89ffe70e97cfe9e1adcf71bfcd573a5930fe58
org.jboss.pnc	causeway-client	1.7.4		b881b7f7523837e703395fe48743d9d2c2669957
org.jboss.pnc	causeway-client	1.7.5		91c1683b857697b23c1135594dbaf7148b1f2b6d
org.jboss.pnc	causeway-client	1.8.0		70e9d7947a6b868d691d4319a9768f26c43db077
org.jboss.pnc	causeway-client	1.8.1		a6798f62527638d0d5fe62b5073271d91fe3f5f0
org.jboss.pnc	causeway-client	1.8.1.1		c4f1d94bc6c4aeeb107d56e15aeb371a9265eca2
org.jboss.pnc	causeway-client	1.8.1.2		1ee9409dfc03ce72874d4460b602f9c7916b9e72
org.jboss.pnc	causeway-client	1.8.1.3		4eb502c3931b0ae1d8013b66094288893f6a19f8
org.jboss.pnc	causeway-client	1.8.1.4		a0fa78e9fe47819463bed76f00cbae4be2d1b5c3
org.jboss.pnc	causeway-client	1.8.1.5		3688e51f180b16c82100e414a5101a86b8373bb4
org.jboss.pnc	causeway-client	1.8.1.6		03ea739c6914ce0b1c17c000ecdc23a8c4647f0c
org.jboss.pnc	causeway-client	1.8.1.7		4d9b80ae897305fa4e9196d43ace03b76e78d961
org.jboss.pnc	causeway-client	2.0.0		2308731320d15309c1528301918394bfb2933321
org.jboss.pnc	causeway-client	2.0.1		7452b22e22fadb9cd0607cc7f0360f1511ff8c6f
org.jboss.pnc	causeway-client	2.0.2		c301f30ad9d5f8e1900501065a2b993463e838c0
org.jboss.pnc	causeway-client	2.0.3		d56d98b99b705d6a37ae57d1bb0715427273a7d0
org.jboss.pnc	causeway-client	2.1.0		e05bb8d91c2024093a074df6f5d3ffa9be43850a
org.jboss.pnc	causeway-client	2.1.1		a77830798c6b74ecd73c04fc6c00791b50843495
org.jboss.pnc	causeway-client	2.1.2		25aa6d422704c2bc6c507a167ff2c52e49aec58c
org.jboss.pnc	causeway-client	2.2.1		d6877c73b814828def3ddcd7df119c173e85842a
org.jboss.pnc	causeway-client	2.2.2		e8f780a44ee2aa243394e3cbdc2327e871aabec8
org.jboss.pnc	causeway-client	2.2.3		5a763797153aba1ef09bfac49d4cdc550d18d10f
org.jboss.pnc	causeway-client	2.2.4		b77a4eb9457447d2a3e685d0cf0c614f9e5b2129
org.jboss.pnc	causeway-client	2.3.0		d1c2858a85b2a6d32ac7bfcf2ebaa52ce7917b6a
org.jboss.pnc	causeway-client	2.3.1		e1b7ec35dec305cd4bc3ea293b20bd8f3f2944bf
org.jboss.pnc	causeway-client	2.3.2		7ba09b7ebb8dc31e3ad791317395da8c45934032
org.jboss.pnc	causeway-client	2.4.1		1d7b5c0310ff1b10a6e01bcf78fdecef816bbc9c
org.jboss.pnc	causeway-client	2.4.2		2eabee8090871b28e2c96a0343662060d8df9da8
org.jboss.pnc	causeway-client	2.4.3		d5f425055c7903675436693892153978dd5beb44
org.jboss.pnc	causeway-client	2.5.0		d334efa484f70c3d9eb453cff055112c56363892
org.jboss.pnc	causeway-client	2.5.1		9a6f03fb2915f341013792d409bc748d05e275a0
org.jboss.pnc	causeway-client	2.6.10		bf6504922dca88260ae294778c6b8799813f71ce
org.jboss.pnc	causeway-client	2.7.3		5d2a1804a8f4c367701f8ccae1cea53995f1a73a
org.jboss.pnc	causeway-client	2.7.4		33f9d9d67764652c8943c79d6c3c019946201f0a
org.jboss.pnc	causeway-client	2.7.5		00e0a07d71515bfc7295bb787ea778dfa2c07fc6
org.jboss.pnc	causeway-client	2.7.6		da8b8342133df5964207c1889139e87d49600015
org.jboss.pnc	causeway-client	3.0.0		0abe6056c3ee342ce0ff31099c7ee7d27228369b
org.jboss.pnc	causeway-client	3.0.1		859ad141a05964345b0e7fc8ae9d00eeaf165c00
org.jboss.pnc	causeway-client	3.0.2		1f7ff2bd8793aa0665881d7440e27c83fa4ec93e
org.jboss.pnc	causeway-client	3.0.3		2e67594b9e91739e3ebd6dadfda959569694a887
org.jboss.pnc	causeway-client	3.0.4		43ca31a0b802355c8f09e2b7657225b9c70dbf8d
org.jboss.pnc	causeway-client	3.1.4		4ca9ec42c5b89d040f6954c89f7f00d78f419bf0
org.jboss.pnc	causeway-client	3.1.5		5452eb67bd2b302dfdac9a56d0a0c88b8e53f51a
org.jbundle.config	org.jbundle.base.model	1.0.4		cfffd2c0872ed6103608aba9e6457a56b2656890
org.jbundle.res	org.jbundle.res.data.test	1.0.1		da7a18f0b1d19384e536a7ff4060fd496f238645
org.jbundle.res	org.jbundle.res.data.test	1.0.10		7fb80e0e773c825bf8d0230f1c77b3746b237c26
org.jbundle.res	org.jbundle.res.data.test	1.0.11		93f9632603c1a98a99e474d974ddaa24f015c4eb
org.jbundle.res	org.jbundle.res.data.test	1.0.2		f5c112ae271a7bd5953fa83744c69e011c5991c9
org.jbundle.res	org.jbundle.res.data.test	1.0.3		734d0d51c5f519a2e469fc5da5ce2ba071899055
org.jbundle.res	org.jbundle.res.data.test	1.0.9		317ac8ca1a48b8e6b68779beb3cd0b220eabccb6
org.jvnet.hudson.plugins	viewVC	1.2		0798a930d36c436d34689f1e45747cf0fda45588
org.jvnet.hudson.plugins	viewVC	1.3		2d127b4b5eb570b2e363191a8627644e34ad7240
org.metawidget.modules.json	metawidget-json	3.3		626a7fd85e5b2005a4c195fa8967c7f33b50ddd8
org.metawidget.modules.json	metawidget-json	3.4		2c91e8c166c49c0c29998ad79fb8dd8ed057fc82
org.metawidget.modules.json	metawidget-json	3.5		7631afb14fcb9bd3d37f6fbf29602d9f36bac0cb
org.metawidget.modules.json	metawidget-json	3.6		128285431adad3be15bde31edbfad340eb3ee276
org.metawidget.modules.json	metawidget-json	3.7		a128dccbcefa90cd17fd43bfc955a046b27ccf75
org.metawidget.modules.json	metawidget-json	3.8		d5654485c333c7f459f219c5ea32a333e05d4909
org.metawidget.modules.json	metawidget-json	3.9		08492d4f92670d060a7151b6f3a4844c147a6623
org.metawidget.modules.json	metawidget-json	4.0		e9978769efd30449c33f574363f1c56516aba908
org.metawidget.modules.json	metawidget-json	4.1		02aecfd15194c94fb668b7c60d0cec8d14ec70b7
org.metawidget.modules.json	metawidget-json	4.2		88627f076ccb6193737c0e796b19569784853ba2
org.moduliths	moduliths-events	1.1.0		N/A
org.moduliths	moduliths-events	1.1.0-M1		N/A
org.moduliths	moduliths-events	1.1.0-RC1		N/A
org.moduliths	moduliths-events	1.1.0-RC2		N/A
org.moduliths	moduliths-events	1.2.0		N/A
org.moduliths	moduliths-events	1.2.0-M1		N/A
org.moduliths	moduliths-events	1.2.1		N/A
org.moduliths	moduliths-events	1.2.2		N/A
org.moduliths	moduliths-events	1.2.3		N/A
org.moduliths	moduliths-events	1.3.0		N/A
org.moduliths	moduliths-events	1.3.0-M1		N/A
org.moduliths	moduliths-events	1.3.0-M2		N/A
org.moduliths	moduliths-events	1.3.0-RC1		N/A
org.openbase.bco	manager.location.lib	1.1.1		770664fbe4d634fbefe6ca1364dca8c73b40bdc4
org.openbase.bco	manager.location.lib	1.1.2		8e2a53d618091fd48b3d591b50b0c57097fc0be5
org.openbase.bco	manager.location.lib	1.1.3		e322f2455dd3a6fd370ff5cc7ae511916e74b047
org.openbase.bco	manager.location.lib	1.1.4		6d153f7612932abac983ac61b3fe1ec4b3521de5
org.openbase.bco	manager.location.lib	1.1.5		3e72c0d24129ce5688415dd25ecebbdc7b12d8fd
org.openbase.bco	manager.location.lib	1.1.6		360284caf0859bd0e31e3c7f6224ab3d90a4355b
org.openbase.bco	manager.location.lib	1.2.0		1e8e6932ec9adb57e16751ead4f6e490265c243c
org.openbase.bco	manager.location.lib	1.2.1		776807392dcf1dff574bff9aeebfa29098d74b56
org.openbase.bco	manager.location.lib	1.3.0		baac34e04eb1e7156a98e12bd58eef77d56b3ce2
org.openbase.bco	manager.location.lib	1.3.1		ec8211b85cda55ab34ee2105f009c85cae378e39
org.openbase.bco	manager.location.lib	1.3.2		22a7933f5850a9acfd0dce9a90a35f2f1022995d
org.openbase.bco	manager.location.lib	1.3.3		d073092a02f6fa5c836e88cabc404593db73f9c8
org.openbase.bco	manager.location.lib	1.3.4		48c6f0535ffdbcbee3a3d89d34d43019c8a918cc
org.openbase.bco	manager.location.lib	1.3.5		94fa1e18e63e4dfd35835e3c29ba51bcd18cd092
org.openbase.bco	manager.location.lib	1.3.6		0acc3da717007afdec9c707fa926b9efe8aaf463
org.openbase.bco	manager.location.lib	1.3.7		80127cc748ccf1902129b55b9a90c74ac50059ab
org.openbase.bco	manager.location.lib	1.3.8		fe6f30db878090305a833cc5a81ea1196ce8fed3
org.openbase.bco	manager.location.lib	1.4.0		08e41f3ef315f1423336360dfbe07e18c077741c
org.openbase.bco	manager.location.lib	1.4.1		0b836753a5dfa480326cfb6eed036746abd76897
org.openbase.bco	manager.location.lib	1.4.4		0cdf0803ad150540b188b63ca19c2cf4acdae226
org.openbase.bco	manager.location.lib	1.4.5		98a7e94ad4508fadb3e6c637ab6a08a2bc15aff8
org.openbase.bco	manager.location.lib	1.5.3		aea41a47d6344038c30371b56f66566083502ddb
org.openbase.bco	manager.location.lib	1.6.0		97e4fd77d576a59f9652eb2f202a40410166fcf7
org.openbase.bco	manager.location.lib	1.6.1		dbf9d9266926837d953e78a5daf4b3d937ba306d
org.openbase.bco	manager.location.lib	1.6.2		596c961e3278d862313324770d22480ff5bb8446
org.openbase.bco	manager.location.lib	1.6.3		66c71f7f9ac1e6ead301c58372dcb1d25a26fe55
org.openbase.bco	manager.location.lib	1.6.6		0799f2a1dc0dcc5ff9a9b38d29a7147fd726ebeb
org.openbase.bco	manager.location.lib	1.6.7		02d9b54cb8488faefd0632e29a9b86f2ce131ca8
org.openbase.bco	manager.location.lib	1.6.8		4780f09ad82ee50055fe206f3df3569fb96e7bc2
org.openbase.bco	manager.location.lib	1.6.9		1d15893ace81705cba87fee3aa2b77eb648b3ada
org.openbp	openbp-common	0.9.10		2d3c7a63bb176a4d30698b6ef44950d48071b85e
org.openbp	openbp-common	0.9.11		25481479506642a1cc8e96d6230f9bf032bf3e0e
org.openbp	openbp-common	0.9.8		7e92615cad6b2f673b501a5e05685ee35d457368
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-stu3-pixpdq	3.4-20170926		5f7671afb04e9b1582658ab77839ea34f8b331c9
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-stu3-pixpdq	3.4-20171025		a7500e4aaff6623684f93c36c9834e14150e3a2d
