au.edu.uq.rcc	nimrodok-interface	1.0	-	e270dd79e3921f5b9c40a0f7c0c785ae5b4aa44f
org.scala-native	test-interface_native0.5.0-RC1_2.13	0.5.0-RC1	-	584a445a59c9b36d72a59e45891a5aaff4d3ba31
org.scalameta	mtags_3.4.1-RC1-bin-20240210-6efcdba-NIGHTLY	1.2.2	-	5849eab53819ff02e28fb49a909e4a966d602c82
org.scalameta	paradise_2.11.8	3.0.0-M5	-	95756a8e30a7d85b24bfdd1ec669682e0098f4fb
org.scalameta	paradise_2.11.8	3.0.0-M6	-	aac343c25b3e26ee2bfab73fdb8e6188f8a7500d
org.scalameta	paradise_2.11.8	3.0.0-M7	-	d162b913a41812b1180a49cff0bbf5812aab3b66
org.scalameta	paradise_2.11.8	3.0.0-beta1	-	546ed3ed6f65f27d15a5059be28014f28d5e8bb5
org.scalameta	paradise_2.11.8	3.0.0-beta2	-	fc1b13946fb82f82b4627f6663ed25e8dfd21792
org.scalameta	paradise_2.11.8	3.0.0-beta3	-	5bae8d5cf62818f7b2b87580d89d56db71360aad
org.scalameta	paradise_2.11.8	3.0.0-beta4	-	7e2356c9e02c0fe8a5087f262ac77513a08501f7
org.scalarelational	scalarelational-postgresql_2.12	1.3.10	-	2ddb20bc2b6c2349b28322a94b8cd58bb051773c
org.scalarelational	scalarelational-postgresql_2.12	1.3.11	-	6d7a4930d4eea2875dfebb7b1704f8022fc83b51
org.scalarelational	scalarelational-postgresql_2.12	1.3.12	-	8a1d957d19add441d90070af1616f0c44a8255ff
org.scalarelational	scalarelational-postgresql_2.12	1.3.13	-	a1b4e69b181d380da4d5ee803c417312a56a7e38
org.scalarelational	scalarelational-postgresql_2.12	1.3.14	-	d78218c7a0f119de2e0bd9233d5a095b9655aac2
org.scalarelational	scalarelational-postgresql_2.12	1.3.15	-	4fab20d5b07336aded64a7e2fc9412324a6a24a2
org.scalarelational	scalarelational-postgresql_2.12	1.3.6	-	5c69e1c25036569e71eea24d994aae88c2b643f3
org.scalarelational	scalarelational-postgresql_2.12	1.3.7	-	e24ee13bffd0da0464ad6fcc0a6bcf3469f08934
org.scalarelational	scalarelational-postgresql_2.12	1.3.8	-	3d04e7b65235f7ca26cdbed845ef61e09a4ff187
org.scalarelational	scalarelational-postgresql_2.12	1.3.9	-	11300ac5591cdce9c4edbfa3b2145e990fcd00b5
org.scalaz	scalaz-iteratee_sjs1.0-RC1_2.12	7.2.29	-	e9abdafee6f76691e3f1a52a86577cf93b4684be
org.scalaz	scalaz-iteratee_sjs1.0-RC1_2.12	7.3.0-M31	-	93e6c792feaa194d626261b5eaec92c262eea007
org.skinny-framework	skinny-factory-girl_2.12	2.3.0	-	b35285aa0f588c652be03307110a9e64aab0b62d
org.skinny-framework	skinny-factory-girl_2.12	2.3.0-M1	-	2c2d3a1c23de71592e6dbed01763cca7598f96f1
org.skinny-framework	skinny-factory-girl_2.12	2.3.0-RC1	-	ee05a4ed064ef99f06357889bfe86ffd69e22988
org.skinny-framework	skinny-factory-girl_2.12	2.3.1	-	85bfca4490230feb49f7b32ae787e3b7a6637b10
org.skinny-framework	skinny-factory-girl_2.12	2.3.2	-	d8ad9ed140881d98aebc7bba8c3f528d686bc31f
org.skinny-framework	skinny-factory-girl_2.12	2.3.3	-	92947b38f9ca1ed0de964c635ba69d4516be21c1
org.skinny-framework	skinny-factory-girl_2.12	2.3.4	-	0149f5c452aae3536ca5c581466832534d1be17c
org.skinny-framework	skinny-factory-girl_2.12	2.3.5	-	0a160f762ab23e8a98a69193acd4907b0058bab7
org.skinny-framework	skinny-factory-girl_2.12	2.3.6	-	65cf2acd329130b30d9e9410fb7ac34979c5e9c8
org.skinny-framework	skinny-factory-girl_2.12	2.3.7	-	06d919ac4255391257ee736b6873b5a2cdc490c9
org.skinny-framework	skinny-factory-girl_2.12	2.3.8	-	a361ee0aba004ed55b197d5380e04068bf0811d0
org.skinny-framework	skinny-factory-girl_2.12	2.3.9	-	5e0f56a16e1bbb5dec885de7c835b870147f7eb7
org.skinny-framework	skinny-factory-girl_2.12	2.4.0	-	b6e38f2b49919809ca95d8e11f2b63b7ee544911
org.skinny-framework	skinny-factory-girl_2.12	2.4.0-RC1	-	5bbb33f14fdcdc994fcdab15114d6c63b8cb69d7
org.skinny-framework	skinny-factory-girl_2.12	2.4.0-RC2	-	4437495eccbe3c651372c75d2abf38eb07bc3166
org.skinny-framework	skinny-factory-girl_2.12	2.5.0	-	7e1d7241e1ffae7d0d249688bb490e0467806024
org.skinny-framework	skinny-factory-girl_2.12	2.5.1	-	188cf2f38e023d8f9dc9b58ab63b16e115a88f78
org.skinny-framework	skinny-factory-girl_2.12	2.5.2	-	eb4d57243fbe5dc6e9e2ba206722805b9ea2a1ee
org.skinny-framework	skinny-factory-girl_2.12	2.6.0	-	c5373760d09a2d82cf49094ac2585e321ec04737
org.skinny-framework	skinny-factory-girl_2.12	3.0.0	-	32d962073c9116aeb8fca660b9b89a585c31ad1a
org.skinny-framework	skinny-factory-girl_2.12	3.0.0-RC1	-	e37ec41118c8f7cca69062f59cbaf63d76b80eb7
org.skinny-framework	skinny-factory-girl_2.12	3.0.0-RC2	-	5bc6af77a7d6552ce77dc611c1af8cd8a0b56a6e
org.skinny-framework	skinny-factory-girl_2.12	3.0.0-RC3	-	93f42f0f6ffbf5d3637bfc0e43729c98a4e5187e
org.skinny-framework	skinny-factory-girl_2.12	3.0.1	-	f9320a91fa67a0c0953e32476a810d46067518b1
org.skinny-framework	skinny-factory-girl_2.12	3.0.2	-	cd90d457025d11ac38acb58186cb4a6ef61d47a1
org.skinny-framework	skinny-factory-girl_2.12	3.0.2-RC1	-	a0229a222f551a55ce516d31969803db8674ee68
org.skinny-framework	skinny-factory-girl_2.12	3.0.3	-	1a72bf1d136bdc91ab10b584ed0508b9d456cb2a
org.skinny-framework	skinny-factory-girl_2.12	3.1.0	-	9e9268546943f4a16bb7a816ffb85faddd5a9f4b
org.sklsft.generator	generator-model	4.0.0	-	4387b2dc121c4e1b3a9e6fc591a672bdc5507b0f
org.sklsft.generator	generator-model	4.0.0-M1	-	75b25bb1a7ef38483e7b1616b2c26fab8fb045d1
org.sklsft.generator	generator-model	4.0.0-M1-1	-	6c8da757915f352cf84fcfa08c50aff452ef2b37
org.sklsft.generator	generator-model	4.0.0-M2	-	44057958f7e7d46eed2e714c9c29a7492ce9b53d
org.sklsft.generator	generator-model	4.0.0-M3	-	ab823ac8e531314507b9b9ac7629bee219790c4c
org.sklsft.generator	generator-model	4.0.0-M4	-	07bea3936a43724bd25c46393fcd5bd7ff476a62
org.sklsft.generator	generator-model	4.0.1	-	97ebcd7b6137bca914fb0bdc7864ad77fb532a14
org.sklsft.generator	generator-model	4.0.2	-	3134f13855e464b340b1803554b67192c20bff4e
org.sklsft.generator	generator-model	4.1.0-M1	-	00b44c5655e6f59fa4187a70f20790b2bf42a1b6
org.sklsft.generator	generator-model	4.1.0-M2	-	ea3aeeebfe7b4c4dbaa398dd7c7494de198b4d1f
org.sklsft.generator	generator-model	5.0.0-M1	-	f20a2af0cd1202d381dcbbd892f4b5cd095c8a96
org.sklsft.generator	generator-model	5.0.0-M2	-	35071f0a8b28a4f3b110aa03e124bba404cee2b5
org.sonarsource.sonar-runner	sonar-runner-dist	2.5-RC1	-	8f42b4460218e3979b03d48f672d70ae94160010
org.specs2	specs2-junit_2.10	2.3	-	10baa3bb79b5028255f1c828d5c279c4da29dfcc
org.specs2	specs2-junit_2.10	2.3-scalaz-7.1.0-M3	-	47f162d50dddff5a0acd0dd010ae97f270e7ead6
org.specs2	specs2-junit_2.10	2.3.1	-	c669ef4fb289d02d5f9e46df5c07002ca56d7468
org.specs2	specs2-junit_2.10	2.3.1-scalaz-7.1.0-M3	-	86564925e0f3059fd0d4f6821b62a55a5f38df40
org.specs2	specs2-junit_2.10	2.3.10	-	e3f3591be3a4a77585bc5bb319ce7da395341e6e
org.specs2	specs2-junit_2.10	2.3.10-scalaz-7.1.0-M5	-	f5ffe372428a8bcb70e86b8270fcf6c52d7a1dfa
org.specs2	specs2-junit_2.10	2.3.10-scalaz-7.1.0-M6	-	f217a431e73fb76be012ef9ee723a41120194297
org.specs2	specs2-junit_2.10	2.3.11	-	c0cdc0619bbd4ca5842ad0fd13cb78354e77a8f3
org.specs2	specs2-junit_2.10	2.3.11-scalaz-7.1.0-M6	-	394dd710569110b343c260602846e6c0c7370da9
org.specs2	specs2-junit_2.10	2.3.12	-	ce65d623a3c46d1b1b453b4c263502ccf2f0bf05
org.specs2	specs2-junit_2.10	2.3.12-scalaz-7.1.0-M6	-	a724a67587c3931212a313d9a887c29c3cd24ae0
org.specs2	specs2-junit_2.10	2.3.13	-	b3a3a945318e426ec797c449988b6e446490a360
org.specs2	specs2-junit_2.10	2.3.13-scalaz-7.1.0-RC1	-	b510216dfea296cc17b89ac9b5fdb708dadcd21e
org.specs2	specs2-junit_2.10	2.3.2	-	857eccec29be4e983e33683e469cab436b7411e3
org.specs2	specs2-junit_2.10	2.3.2-scalaz-7.1.0-M3	-	3e5aa4b615bfa4b3c3ada8f87bec9f361188cb65
org.specs2	specs2-junit_2.10	2.3.3	-	54f312ee8d27010f7a15e88980591c9ba9ce9657
org.specs2	specs2-junit_2.10	2.3.3-scalaz-7.1.0-M3	-	7da196167469d51a79bbd553ac1b0cd79f8fac16
org.specs2	specs2-junit_2.10	2.3.4	-	198c6ab625f5b9ba64d1d9735b85b99373f55de3
org.specs2	specs2-junit_2.10	2.3.4-scalaz-7.1.0-M3	-	140824a73976b83caafa89c3f5fbbc1cb8d118b6
org.specs2	specs2-junit_2.10	2.3.5	-	04ddb5ce43337057acc682f18e7a82a33eca8ff3
org.specs2	specs2-junit_2.10	2.3.6	-	a3b7e7ab3b94b43b928cdefbc4f4770293d555e5
org.specs2	specs2-junit_2.10	2.3.7	-	f7d073506c537c45b6b9ada3d52afea20324e8db
org.specs2	specs2-junit_2.10	2.3.8	-	7034013e343eb74cee227a8be700b78cfbe00c8f
org.specs2	specs2-junit_2.10	2.3.9	-	d12d27d1c1e3d83a7a4d077c3a2c22cce76f873a
org.specs2	specs2-junit_2.10	2.4	-	b986cef3546f829e30cde0b1dd58e5e188d09048
org.specs2	specs2-junit_2.10	2.4.1	-	171ebff51be33d85458ea325699538b6ede18ffa
org.specs2	specs2-junit_2.10	2.4.1-scalaz-7.0.6	-	593ba574ff836133a3fed371dd2c8085c44aad81
org.specs2	specs2-junit_2.10	2.4.10	-	2534b3503d94192191ef475b01827f854de448cc
org.specs2	specs2-junit_2.10	2.4.11	-	dc29e4c61f3493e8ec80e57ecf9e2448ed7a3a9c
org.specs2	specs2-junit_2.10	2.4.12	-	3c4abf3bbf4d028d3fa1cf9771ba41abac732721
org.specs2	specs2-junit_2.10	2.4.13	-	98e147865e8bf3dcdff057f9b42dad737a8e0ff5
org.specs2	specs2-junit_2.10	2.4.14	-	ee92f1783fab04fc44da1fdcf9617fa33c59800d
org.specs2	specs2-junit_2.10	2.4.15	-	104dcc570c699de5afb62924f4c820d9b8a6590e
org.specs2	specs2-junit_2.10	2.4.16	-	129bd727ec8b79403e5867a7c919b69797b7c95b
org.specs2	specs2-junit_2.10	2.4.17	-	50ba0afb1dff6e07b88e300bf31a45f6bff832ac
org.specs2	specs2-junit_2.10	2.4.2	-	a5220780ab1a4d96f910523772a312d495aa704b
org.specs2	specs2-junit_2.10	2.4.2-scalaz-7.0.6	-	8de923a6bbc7aacef8417045aa7bd5c4d1d7eb7a
org.specs2	specs2-junit_2.10	2.4.3	-	6c6e7afeeb4b818cf1349e8f67020a26e8c11223
org.specs2	specs2-junit_2.10	2.4.3-scalaz-7.0.6	-	74b41e2fc0c1844aadddaccc72df281301a6c2ef
org.specs2	specs2-junit_2.10	2.4.4	-	ede890947904764bd484bdd7b4abe5fdb0dcc967
org.specs2	specs2-junit_2.10	2.4.4-scalaz-7.0.6	-	e510abe710d6c7063b54dde8d988f721c60d8d20
org.specs2	specs2-junit_2.10	2.4.5	-	0c1cfcd9ad9fe21619dd83288dbfdc55c4643810
org.specs2	specs2-junit_2.10	2.4.5-scalaz-7.0.6	-	7ffc1499e0de68b3842ec7833fb93d172ecc5ca8
org.specs2	specs2-junit_2.10	2.4.6	-	803e3a1d2b7162a68b3bbbc348c9bd842b89ee74
org.specs2	specs2-junit_2.10	2.4.7	-	a7efc3ba064132517545ee9e1b0f7362a2df47d5
org.specs2	specs2-junit_2.10	2.4.7-scalaz-7.0.6	-	2b428d23bd1b0b1208122d8aa35aa1cf6926fbdb
org.specs2	specs2-junit_2.10	2.4.8	-	f634fb32f517342690a320c252e43b8591263a93
org.specs2	specs2-junit_2.10	2.4.8-scalaz-7.0.6	-	06ab561ea1f5eb41287fcbbce95226fb81b9aa7b
org.specs2	specs2-junit_2.10	2.4.9	-	4e886583e65797628b7a55080260584e2170bdd2
org.specs2	specs2-junit_2.10	2.4.9-scalaz-7.0.6	-	988a19cf285e7c47b600501ee6ff175f94436b60
org.specs2	specs2-junit_2.10	2.5	-	43084900b836667c13e9875df8c47ceec2ccfde8
org.specs2	specs2-junit_2.10	2.5-scalaz-7.1.6	-	c72ecdec1c3ce14f858b05f3eaa885954bc1750b
org.specs2	specs2-junit_2.10	3.0-20150306080900-4d03363	-	73938b45afb972f15c47df40e268d42683ec055b
org.specs2	specs2-junit_2.10	3.0-20150306133021-ac0f819	-	8c96c0aed56cea682305707b2d898be13509f70f
org.specs2	specs2-junit_2.10	3.0-M0	-	5a00bf77e08bbd926c8d146cebff71a64114984a
org.specs2	specs2-junit_2.10	3.0-M1	-	b5bfa7b9d40a3a77071f664e49c871d221f78128
org.specs2	specs2-junit_2.10	3.0-M2	-	a13bbdb056d3f90fd305b8ca02daf38199b88d22
org.specs2	specs2-junit_2.10	3.0-M3	-	9eca6624b27ebe8a1dac492afae87f81beff93b9
org.specs2	specs2-junit_2.10	3.0-M3-scalaz-7.0.6	-	a6eb1899d72864ab05beb11da2ee20e3782295f0
org.specs2	specs2-junit_2.10	3.0-M4-20150227014550-82f068c	-	892ba8da2286a8bc10069ab6799f0a53f2441d12
org.specs2	specs2-junit_2.10	3.0.1	-	d41abcaddb6daee27bd09f05c70c258a6a807e15
org.specs2	specs2-junit_2.10	3.0.1-20150312050040-3893a53	-	284960833bba675f3455927eab5094c43465b5f3
org.specs2	specs2-junit_2.10	3.0.1-20150312124001-4835e88	-	5e416e029fcb1c20c067a3f6a69e47b6d751ba9c
org.specs2	specs2-junit_2.10	3.0.1-20150312234701-cce0166	-	14e0551360e3c5f5e9bac73a174239f99d7145d6
org.specs2	specs2-junit_2.10	3.0.1-20150316014504-0371a05	-	0df2dfe66e458c186436f594f5075b0c3b2c1a73
org.specs2	specs2-junit_2.10	3.1	-	afc474949b746bcdbd01bacf18531897d3502fe1
org.specs2	specs2-junit_2.10	3.1-20150319225601-f3a8cbb	-	136b0b572f45b15f2638675f92e7fed5384405a5
org.specs2	specs2-junit_2.10	3.1-20150321223007-81e756a	-	b272f5051df3456ab2d83b852adeefcc240e8728
org.specs2	specs2-junit_2.10	3.1.1	-	085cc532fd740634366087d4419b724a1e919943
org.specs2	specs2-junit_2.10	3.10.0	-	9ba70b338e2ddbc3b2eb679d2b15c80cc575e858
org.specs2	specs2-junit_2.10	3.2	-	ba625168d0ab220ddeb3c8c2ffaee0d95d5958b4
org.specs2	specs2-junit_2.10	3.2-20150326231645-b6fc1db	-	dde3d6e79680044c55c30fd748d518a0563d4bd2
org.specs2	specs2-junit_2.10	3.2-20150328050811-d146044	-	0bc9d44875a0f270d56302d33e60bf5bce404353
org.specs2	specs2-junit_2.10	3.2-20150329233502-0653950	-	1dff64b820512f28b379404955e7d5ba8387b64b
org.specs2	specs2-junit_2.10	3.3	-	a5beb2ec8d4e13395b12e8857f151dbd9c4e6a25
org.specs2	specs2-junit_2.10	3.3.1	-	dc0954b974ae81c6e3744571aa6666150d438c21
org.specs2	specs2-junit_2.10	3.3.1-20150405231649-9410ef3	-	dfe7c5bb1f7d9721df286fd8c7bfbc216ec8e8e2
org.specs2	specs2-junit_2.10	3.4	-	287d8c15a57846adeebacc36b7351c2093506aff
org.specs2	specs2-junit_2.10	3.4-20150416001459-48da756	-	98fc2ee72f3240d6e23b554b7a8bf932f76ad969
org.specs2	specs2-junit_2.10	3.4-scalaz-7.0.6	-	2e1b5f7a3cc797b470ef3cf1e86093c9eaedfac3
org.specs2	specs2-junit_2.10	3.5	-	f203698ab884a36a23079355fc8365f5c96f8ea8
org.specs2	specs2-junit_2.10	3.5-20150421030134-582d033	-	8fca61943397e355eafad1c8364b127f83b9df5b
org.specs2	specs2-junit_2.10	3.5-20150426232103-e164d12	-	d733e1aec4eccfc6771938425065fe3b959462f4
org.specs2	specs2-junit_2.10	3.5-20150428120937-48c299f	-	0ee09f65e5840ef933d0bf9ed0006162b506038a
org.specs2	specs2-junit_2.10	3.5-20150429005731-d441bf4	-	3236a316a0fa70dbac627388d7c31cb9c02533d3
org.specs2	specs2-junit_2.10	3.5-20150429115212-9152a24	-	2bdb751a22b3a52bb90e99252972fd978e131ec6
org.specs2	specs2-junit_2.10	3.5-scalaz-7.0.6	-	c818f1a943761c1d2e821e086b2edb32a071d05f
org.specs2	specs2-junit_2.10	3.6	-	fc98b35da28fa03971066d1577d48a89f3bf3bb2
org.specs2	specs2-junit_2.10	3.6-20150519234533-6476871	-	590087146b9c1561f5f391428e5ff5e6f6b3ee8f
org.specs2	specs2-junit_2.10	3.6-scalaz-7.0.7	-	09315c1750551a20c04939adf436b274d7f9ea93
org.specs2	specs2-junit_2.10	3.6.1	-	a3c7994d0e38f77bae1412b6eea1a256c1aa204e
org.specs2	specs2-junit_2.10	3.6.1-20150618235732-d4f57e9	-	924bee04de748950293e9c72258aaab5f2795b5e
org.specs2	specs2-junit_2.10	3.6.1-scalaz-7.0.6	-	9fd8b7bc513442539482f622280fff9213101daa
org.specs2	specs2-junit_2.10	3.6.2	-	44b49e947da1d4ebd0137e36f5242f93abaa713e
org.specs2	specs2-junit_2.10	3.6.2-20150703053452-023900f	-	2682957577b82fd0ae97fdafdc7dc817fc83d324
org.specs2	specs2-junit_2.10	3.6.2-20150714111537-9b1ffcc	-	9a3751b7f226c416090f4d0a1dd762d0be76667d
org.specs2	specs2-junit_2.10	3.6.2-20150716123420-ac2f605	-	fcc9d22af4a450b091d38a39505d26c156ba4e2d
org.specs2	specs2-junit_2.10	3.6.3	-	6dbcdd1d3784844b2c192cd37388d971f8903cfe
org.specs2	specs2-junit_2.10	3.6.4	-	7e9fd4df75c2f1567dd83ba0c744783a185bf76c
org.specs2	specs2-junit_2.10	3.6.4-20150901013911-1f41c5e	-	6c0fcb82cc2ed2e4af7fc6b53bbd82e293d2308a
org.specs2	specs2-junit_2.10	3.6.4-20151016053644-0ca99ef	-	4e3866416392e500d650cb02379d67629c41841c
org.specs2	specs2-junit_2.10	3.6.5	-	5b3a9916010785b076ae5e0203f18c6651f2bf06
org.specs2	specs2-junit_2.10	3.6.6	-	0a2ea059afc90c05d9ab21248d985e4d698d0752
org.specs2	specs2-junit_2.10	3.6.6-20151201013135-8906ed9	-	cfb63af132136adb2bbfb091018f874fff78057c
org.specs2	specs2-junit_2.10	3.6.6-scalaz-7.2.0	-	c89f127482e7bcdce7702a1e254742d4b488210d
org.specs2	specs2-junit_2.10	3.7	-	787dd9c41ac6975e6d065a1826409c5bd9f4f561
org.specs2	specs2-junit_2.10	3.7-20160205100647-4591208	-	8f423d734ac6fceaff09950c14228128d0487baf
org.specs2	specs2-junit_2.10	3.7-scalaz-7.1.6	-	e2157a9a81594b8a5061db062cb1ca177cf23119
org.specs2	specs2-junit_2.10	3.7.2	-	ff42f6acffe6ce3aef159beadef80fb198d6596e
org.specs2	specs2-junit_2.10	3.7.2-scalaz-7.1.7	-	1c64755746877d1ac073e4a9af6281f7ea551a2b
org.specs2	specs2-junit_2.10	3.7.3	-	6eb996d06c55558116fd009abcd0953accb0bc58
org.specs2	specs2-junit_2.10	3.7.3-scalacheck-1.12	-	f9d21eb530fe5f96880290c1ef6ade34952efb25
org.specs2	specs2-junit_2.10	3.7.3.1	-	781d4276733ca1692697b50b93e0040c15c840b0
org.specs2	specs2-junit_2.10	3.8	-	0264fa7fd6e39099cca1daa8a8b12ee08d752713
org.specs2	specs2-junit_2.10	3.8-20160505133221-f62fb45	-	1701d695031244dcfc88533fef0ae4cb2d00de67
org.specs2	specs2-junit_2.10	3.8.1	-	56a1e141df04972129ee0c93e23d9954a35b2e9b
org.specs2	specs2-junit_2.10	3.8.1-scalaz-7.1	-	7c956dcd3ca5701f11de7c4c448c5dbf2e08b6a5
org.specs2	specs2-junit_2.10	3.8.2	-	8e3f6277b539af886584db6af29f3bbc6e0e24cb
org.specs2	specs2-junit_2.10	3.8.2-scalaz-7.1	-	a9babc3587e3447e86c03016b0b9e830101c551f
org.specs2	specs2-junit_2.10	3.8.3	-	0e70ce465a0e07d747aa6257d34e0dfda7c50d1b
org.specs2	specs2-junit_2.10	3.8.3-20160524134053-8145e17	-	9ae8ac932123f8cf7b31767b58a34bdd4f69bfac
org.specs2	specs2-junit_2.10	3.8.3-scalaz-7.1	-	12658f8df99bb44eb40b7710aa920adb35c57ed7
org.specs2	specs2-junit_2.10	3.8.4	-	831f359ca3c0de132ddce20ff6a8a7f8a8a4b3c4
org.specs2	specs2-junit_2.10	3.8.4-20160819060225-dfcb73e	-	c91a74d913c4c1437160b6245e8cdde08d3dfa3f
org.specs2	specs2-junit_2.10	3.8.4-20160825165200-b474dc3	-	8e1753ad185e0804c2538fc06bc7d0eacdbcb042
org.specs2	specs2-junit_2.10	3.8.4-20160909214031-92b5f32	-	42304ddf7b36795241cb3dc387300adbccc98c15
org.specs2	specs2-junit_2.10	3.8.4-scalacheck-1.12.5	-	ce36b508c726347b316431ddb0021e623e41e403
org.specs2	specs2-junit_2.10	3.8.4-scalacheck-2.12.5	-	401dc7287b3d14be309dcd230f24637d95c7dc67
org.specs2	specs2-junit_2.10	3.8.4-scalaz-7.1	-	0af58996db8b213d11c3c845a9cc6d2d785a2691
org.specs2	specs2-junit_2.10	3.8.4.1-scalaz-7.1	-	f884198ec448efe809b6bbeb34a96084369b725f
org.specs2	specs2-junit_2.10	3.8.5	-	fd89c6b4b97afea458a1045212d582472e81660c
org.specs2	specs2-junit_2.10	3.8.5-20160914090233-50e99f0	-	6cf6b9589cddda132ac5d216d539681721980d01
org.specs2	specs2-junit_2.10	3.8.5-scalaz-7.1.10	-	3f1037f78311423d6168c5d2f565422b5241e736
org.specs2	specs2-junit_2.10	3.8.5.1	-	d82cce31561a1dadb80f15a7a681619d70228521
org.specs2	specs2-junit_2.10	3.8.5.1-scalaz-7.1	-	6d01a1d0cf90f59a79aef2e231001b6858701b84
org.specs2	specs2-junit_2.10	3.8.6	-	1c0057a29deb5714ce962bfa06f00d364d485e04
org.specs2	specs2-junit_2.10	3.8.6-scalaz-7.1	-	1850407ea6c5291f39466d5f01b8211295d7c6b4
org.specs2	specs2-junit_2.10	3.8.7	-	989fe4eb6ac861750ee632a016b8c2529416b876
org.specs2	specs2-junit_2.10	3.8.7-20170130231531-f808b61	-	848c47a921c8ff9d04d8f97fa8b7d45fe40f61c1
org.specs2	specs2-junit_2.10	3.8.7-20170202003034-3739406	-	5573ce0857e24a3b8781ef3f7e48db88f3293d9b
org.specs2	specs2-junit_2.10	3.8.7-20170202221116-f32a298	-	7685c26373aa882bdbba36d80858fd4b6e382a85
org.specs2	specs2-junit_2.10	3.8.7-20170203233805-3b836b9	-	9ce93f155eb3cbe65ddb72de2c058de9f6c25b4f
org.specs2	specs2-junit_2.10	3.8.8	-	d50781cd93facc92f82998af0d52cbec53958099
org.specs2	specs2-junit_2.10	3.8.8-20170228162720-a7d4c14	-	46c3bca0b2dc114aa0ef7b674b4a2a4a1fd9cd3d
org.specs2	specs2-junit_2.10	3.8.9	-	71c5f4e910bf3afc5b88692bbb96af634c0839dd
org.specs2	specs2-junit_2.10	3.8.9-20170330160759-0665464	-	86906ecd0445c4ae6354b9fcbc94ad4c1597511e
org.specs2	specs2-junit_2.10	3.8.9-20170404161946-46dd4cb	-	218048a7e235718458882faef40610310e497f53
org.specs2	specs2-junit_2.10	3.8.9-20170416215732-badcded	-	2d997e117f75d78e9908cee70f73711eed82050c
org.specs2	specs2-junit_2.10	3.8.9-20170513130911-c42a6fe	-	5372f99ec34fba4dd88830791cef6542181791ac
org.specs2	specs2-junit_2.10	3.8.9-20170519080524-c1457d5	-	6b25473bb4d804774f21d1a9e08b0cd25f916a8c
org.specs2	specs2-junit_2.10	3.8.9-20170522072813-3d83c92	-	84dcd85f9001f3cb32bf83b483457f29141cea61
org.specs2	specs2-junit_2.10	3.9.0	-	bf51a4465130386e4644df8074a909a8178bd801
org.specs2	specs2-junit_2.10	3.9.1	-	91a0c029b8bddeeafb8275bf5705502560a3ccf3
org.specs2	specs2-junit_2.10	3.9.1-20170622122021-eeeb976	-	0765deadae28a0d148000a07f08d838dd78d8031
org.specs2	specs2-junit_2.10	3.9.1-20170622201057-2a7bf79	-	68f3a9f294054e51e773843ab6b02e5661ce7d54
org.specs2	specs2-junit_2.10	3.9.1-20170623125925-0807b39	-	b54a9c111240084493b2157185ca1768d836fe4f
org.specs2	specs2-junit_2.10	3.9.1-20170623193746-58cbe74	-	27c56c58e7d8b37ff5c673c63617ef2ec1203480
org.specs2	specs2-junit_2.10	3.9.2	-	27dd038eedea51a9ffd9e10cc3b88002012e23a6
org.specs2	specs2-junit_2.10	3.9.3	-	4248df763b958d53d6260eaaaa9fd7bd7006d157
org.specs2	specs2-junit_2.10	3.9.4	-	a0cf51b769794b9c5b4b7a264ee2784b4b17387b
org.specs2	specs2-junit_2.10	3.9.5	-	d85f4484114655197d3b098499418b64b4da4285
org.specs2	specs2-scalacheck_2.11.0-RC1	2.3.10	-	eb82dc1257aa91ac85b594d4d5daf72f0b8a14e8
org.specs2	specs2-scalacheck_2.11.0-RC1	2.3.10-scalaz-7.1.0-M6	-	25c9b774094e4deb5d0403698130e3d4ec751456
org.specs2	specs2-scalacheck_2.11.0-RC1	2.3.9	-	a43d41619aba245f3f740340704f026d2384af9b
org.springframework.security	spring-security-aspects	3.0.5.RELEASE	-	3a9bd09a5c51e67c5b60984c6df80231ed5058f1
org.springframework.security	spring-security-aspects	3.0.6.RELEASE	-	eda9e0654064d331f6afdd1002e9b4c05c849706
org.springframework.security	spring-security-aspects	3.0.7.RELEASE	-	2db844bde893123dcfe0e20a103c2f2da29f40de
org.springframework.security	spring-security-aspects	3.0.8.RELEASE	-	9b3372df1b3ceba79d5d19c4f0de08d58870f96a
org.springframework.security	spring-security-aspects	3.1.0.RELEASE	-	feecbe6c7a0b0d3347a64e5ee3bcc8cfdb7b026d
org.springframework.security	spring-security-aspects	3.1.1.RELEASE	-	385be81aab1732dbeb988861939b116c87efa877
org.springframework.security	spring-security-aspects	3.1.2.RELEASE	-	7bec0db4d36bf5e7d8d6b28c140582dd9a3eda42
org.springframework.security	spring-security-aspects	3.1.3.RELEASE	-	8376e39bdbbdaa0864dc9ab512c799cf0f958dd8
org.springframework.security	spring-security-aspects	3.1.4.RELEASE	-	9a5345a5240ce24e16b64ea12bb87ac1a8d18401
org.springframework.security	spring-security-aspects	3.1.5.RELEASE	-	b89e2c552619598478a73ca1c8d39d7bf2c48864
org.springframework.security	spring-security-aspects	3.1.6.RELEASE	-	87271dbf8258fe87c9dbd9d03559ef157a8fdb97
org.springframework.security	spring-security-aspects	3.1.7.RELEASE	-	88f4016e7e554f1b5b9fc2cbef5af173086676f1
org.springframework.security	spring-security-aspects	3.2.0.RELEASE	-	fe1fe92b3772f791945aaf3d9449f48e7279904e
