at.released.cassettes	cassettes-base-wasm-js	0.1-alpha01		N/A
com.liferay	com.liferay.site.my.sites.web	5.0.10	jspc	203da9a38cf78e4216bc231fc9b3a98662f0f819
com.liferay	com.liferay.site.my.sites.web	5.0.11		278e8023e71794afa7747ba111468e7369d97886
com.liferay	com.liferay.site.my.sites.web	5.0.11	jsdoc	5d1d20dc714bc1e12430a09ed0f23aa059f6d4d7
com.liferay	com.liferay.site.my.sites.web	5.0.11	jspc	d41b8260de7c5a00bf26835ed13b8456e8e9402b
com.liferay	com.liferay.site.my.sites.web	5.0.12		82e2a9f6600bf3140d286155271830e30b75959d
com.liferay	com.liferay.site.my.sites.web	5.0.12	jsdoc	c6a14b3180b0123608716b0e1a832cb1d64937f2
com.liferay	com.liferay.site.my.sites.web	5.0.12	jspc	972983bcbbc7141dd73d61c806076a8291fae5aa
com.liferay	com.liferay.site.my.sites.web	5.0.13		0a14125af0eca39f70cac150b3582f75dd89079f
com.liferay	com.liferay.site.my.sites.web	5.0.13	jsdoc	89a2316885f7461fc2134d84f9a32e7f2a7a085d
com.liferay	com.liferay.site.my.sites.web	5.0.13	jspc	6ac11f1ef22fe2cb73b166eeabf77f1d06c4b255
com.liferay	com.liferay.site.my.sites.web	5.0.14		1cc6d06d26e8f9893fd95ad5c979b38dfd746f64
com.liferay	com.liferay.site.my.sites.web	5.0.14	jsdoc	91f44562262798fdee9d4f6b4303004383945b99
com.liferay	com.liferay.site.my.sites.web	5.0.14	jspc	8104193b648071a2db191e1b0c7caa43a2f6aa03
com.liferay	com.liferay.site.my.sites.web	5.0.15		723ae906207a3066274deb685232028ed7c85333
com.liferay	com.liferay.site.my.sites.web	5.0.15	jsdoc	3f141de1561e1fdd4ddd1d20a630c49101a47d2f
com.liferay	com.liferay.site.my.sites.web	5.0.15	jspc	c6421d69c2db7ad178dbc9fefb742a5fe82c9779
com.liferay	com.liferay.site.my.sites.web	5.0.16		96feaf011c53dc8b45d3cc0663bcb9221c9b9b97
com.liferay	com.liferay.site.my.sites.web	5.0.16	jsdoc	fad6c1f37acec7ea082bd951334f70d80962206a
com.liferay	com.liferay.site.my.sites.web	5.0.16	jspc	05911d86ef55930f5b90eeb98dd285a1bd1e8868
com.liferay	com.liferay.site.my.sites.web	5.0.17		fe707e1430a4fc767d97929784ce4d792e6eb618
com.liferay	com.liferay.site.my.sites.web	5.0.17	jsdoc	1cf28eb273532acee1ebe7dd450408bffe063614
com.liferay	com.liferay.site.my.sites.web	5.0.17	jspc	fe51d4832221a9e5dbbf7c6e3831a300653d58d0
com.liferay	com.liferay.site.my.sites.web	5.0.18		165b2def5f7eb65c4bf4cd86db270e41a79fa7b5
com.liferay	com.liferay.site.my.sites.web	5.0.18	jsdoc	fa941ecc392cdce94908c43756272452ff4911b1
com.liferay	com.liferay.site.my.sites.web	5.0.18	jspc	b378336232625884cffd5ea6fd61974546233b4e
com.liferay	com.liferay.site.my.sites.web	5.0.19		1226717ae260ef9f970db110986ec7b2d4192b12
com.liferay	com.liferay.site.my.sites.web	5.0.19	jsdoc	5e55c088f11f31ac8f29b305f70e0990500cb29a
com.liferay	com.liferay.site.my.sites.web	5.0.19	jspc	fe5e29ad46bb423ddc3b6c4e0de0ac047ab9bff2
com.liferay	com.liferay.site.my.sites.web	5.0.2		f68c870761a8c5149e0e8898540bdc00010241ec
com.liferay	com.liferay.site.my.sites.web	5.0.2	jsdoc	50f7fc6d5001390d4939b048f6e8653bd1544ec0
com.liferay	com.liferay.site.my.sites.web	5.0.2	jspc	1178cf4db75285f8012ad96cc8775247dd12d317
com.liferay	com.liferay.site.my.sites.web	5.0.20		32f701fb2efcc5497bc327ea835d0b17fba82bbe
com.liferay	com.liferay.site.my.sites.web	5.0.20	jsdoc	ec5ce118475240dbac6990c31c2f70917516b908
com.liferay	com.liferay.site.my.sites.web	5.0.20	jspc	b0cb6e1989e412c7b4f91f3f0134c31a8e167c7b
com.liferay	com.liferay.site.my.sites.web	5.0.21		e82d08f61fc8e472541340c2f9bf643910f1c26c
com.liferay	com.liferay.site.my.sites.web	5.0.21	jsdoc	e40815006f7724395afa720ffb8955864449edec
com.liferay	com.liferay.site.my.sites.web	5.0.21	jspc	5f9b4e764e7504ccd1b5d95e20bda75b8d3a8c02
com.liferay	com.liferay.site.my.sites.web	5.0.22		9e6324b67a15b9a60678de1897d939e025fafed9
com.liferay	com.liferay.site.my.sites.web	5.0.22	jsdoc	7b9bd240ab80d9705c190ab88bf9d9bac5a1b7b2
com.liferay	com.liferay.site.my.sites.web	5.0.22	jspc	51b3e9457fd669b5bbdd73ecb613981671d5d075
com.liferay	com.liferay.site.my.sites.web	5.0.23		df1d2aebfb2dafc293b06ff25413c385118c3054
com.liferay	com.liferay.site.my.sites.web	5.0.23	jsdoc	98434f48b75159d768e599455951c23da91841c4
com.liferay	com.liferay.site.my.sites.web	5.0.23	jspc	71b8d439cdb76650dd6924e3f695d76e1f46ab8d
com.liferay	com.liferay.site.my.sites.web	5.0.24		f8c3bb1dd75b006c51ff0a5f0891e836d7d3b6d6
com.liferay	com.liferay.site.my.sites.web	5.0.24	jsdoc	b6c5677a3befa8b36bc385b4ae138795a0b97d77
com.liferay	com.liferay.site.my.sites.web	5.0.24	jspc	8cd73e150ffbf5017c5410fc059331dffa737214
com.liferay	com.liferay.site.my.sites.web	5.0.25		044864bfb158074ff98ce4421d168fe4fea9146d
com.liferay	com.liferay.site.my.sites.web	5.0.25	jsdoc	44e2c0b2ac47d4bc67a63a547b617aa73c3c79f2
com.liferay	com.liferay.site.my.sites.web	5.0.25	jspc	2ca694ec8ded1afbff7486122a78602ca2256cc2
com.liferay	com.liferay.site.my.sites.web	5.0.26		5a332cc45f307ad85013ce28b1a2e002221589e9
com.liferay	com.liferay.site.my.sites.web	5.0.26	jsdoc	9a65af1de4c7d8deffb15ecf5ab2f1759f194325
com.liferay	com.liferay.site.my.sites.web	5.0.26	jspc	5459f72fed18355cb692bd9de7dcdabbd55ab0ec
com.liferay	com.liferay.site.my.sites.web	5.0.27		f7582367ef738d70a27257c6ab77dcaf1fae5374
com.liferay	com.liferay.site.my.sites.web	5.0.27	jsdoc	49536f7b478b2e297bd17c024d79a9ec08d50d14
com.liferay	com.liferay.site.my.sites.web	5.0.27	jspc	8585c8a0561582db5ddfa2979120df5b17ba5b0a
com.liferay	com.liferay.site.my.sites.web	5.0.28		6d083632e3614bc2b060fe19baac544536ebb0cc
com.liferay	com.liferay.site.my.sites.web	5.0.28	jsdoc	a7e736c7c687f669e341e2ff0deac837b4636f54
com.liferay	com.liferay.site.my.sites.web	5.0.28	jspc	060cf24a5bc14ee48ea5cae7a73ebd2c7e883f5b
com.liferay	com.liferay.site.my.sites.web	5.0.29		7f9b1c57a41c96bdd4ba66e5a767e49e70723494
com.liferay	com.liferay.site.my.sites.web	5.0.29	jsdoc	afe3443cc3c12946081c7fce531c7b3c34455cd1
com.liferay	com.liferay.site.my.sites.web	5.0.29	jspc	6a307cb63852e645cc7b7b61f350333a0cec6046
com.liferay	com.liferay.site.my.sites.web	5.0.3		b7ffc95c2a8a42131b8693c7ef96ff640720213c
com.liferay	com.liferay.site.my.sites.web	5.0.3	jsdoc	4eb56366bb36b11c568bc4bbab1784ca96506d99
com.liferay	com.liferay.site.my.sites.web	5.0.3	jspc	a3000210d818a2e9b0b0480be0074812e090c703
com.liferay	com.liferay.site.my.sites.web	5.0.30		82dcbd319b2e0b4b0a71478f2487ef1cb5437915
com.liferay	com.liferay.site.my.sites.web	5.0.30	jsdoc	91cdd8142534763454dcc98b9624e7e86a4dc8ee
com.liferay	com.liferay.site.my.sites.web	5.0.30	jspc	6cf4b730f4c774c418b4a34f6739b50640bdf80a
com.liferay	com.liferay.site.my.sites.web	5.0.31		3ab3dc51ae3c05943edeed4f93114bf0864c6d19
com.liferay	com.liferay.site.my.sites.web	5.0.31	jsdoc	60ced9abc615eb38e379efe998ec9df762156b67
com.liferay	com.liferay.site.my.sites.web	5.0.31	jspc	eafd261acd623fcbb9213097ccea4b370a87b86f
com.liferay	com.liferay.site.my.sites.web	5.0.32		d8793f52093815e066dab3ebb779204e49001838
com.liferay	com.liferay.site.my.sites.web	5.0.32	jsdoc	6f212be60387393819bfcf6d82d5aaa3577ac5a2
com.liferay	com.liferay.site.my.sites.web	5.0.32	jspc	e8b74e36772125724949d1f105592478b0cae5c8
com.liferay	com.liferay.site.my.sites.web	5.0.33		7066b779eb96900d8856d22a21f4de1b77ddabc6
com.liferay	com.liferay.site.my.sites.web	5.0.33	jsdoc	afcc5f93ae75a7a8da7ac6fd21bd3471266fb7bb
com.liferay	com.liferay.site.my.sites.web	5.0.33	jspc	d470e083fcaa3f029168d0ea55e0af411a0720d3
com.liferay	com.liferay.site.my.sites.web	5.0.34		d7f2e2c0a2a1aed2c5f3c17ee7d2d1c23bc662a8
com.liferay	com.liferay.site.my.sites.web	5.0.34	jsdoc	2a60b4a0978b32e9d7543a2a3ce3c449641bad34
com.liferay	com.liferay.site.my.sites.web	5.0.34	jspc	46e8a95ed14e757e6b6ea52b5dda881665d26b18
com.liferay	com.liferay.site.my.sites.web	5.0.35		01f459f97dd53dd8621e5c950d5012a256e74e32
com.liferay	com.liferay.site.my.sites.web	5.0.35	jsdoc	3cb017e0babe67864485d94f730e2298d2e0aa4d
com.liferay	com.liferay.site.my.sites.web	5.0.35	jspc	cbd462aa523fea43d27ad21b314f1d6d947f0530
com.liferay	com.liferay.site.my.sites.web	5.0.36		12e80048440083297245bd58aacb72b1940d817a
com.liferay	com.liferay.site.my.sites.web	5.0.36	jsdoc	525ba469557b57b572d6d06fa8662998cd46574e
com.liferay	com.liferay.site.my.sites.web	5.0.36	jspc	a8f46373eec3983055bc5f6dc763471f982b8e2e
com.liferay	com.liferay.site.my.sites.web	5.0.37		60b88771b8e6ffc808fc2394e5632764bcf67add
com.liferay	com.liferay.site.my.sites.web	5.0.37	jsdoc	76692aee160d1f67e6b19138fef34adb231108a8
com.liferay	com.liferay.site.my.sites.web	5.0.37	jspc	d0154fc1ed9ac07b4642996798e850fd9987e9ed
com.liferay	com.liferay.site.my.sites.web	5.0.38		e5d34228b062266e1898f947f63f764924326049
com.liferay	com.liferay.site.my.sites.web	5.0.38	jsdoc	7f00e667f8bcf195058baf6d5dbebf1780a48acb
com.liferay	com.liferay.site.my.sites.web	5.0.38	jspc	38cc64608e6d47e5140c9d98c1be2289370007fc
com.liferay	com.liferay.site.my.sites.web	5.0.39		51d85df04d707220f6a4dad59282e0520ad65d75
com.liferay	com.liferay.site.my.sites.web	5.0.39	jsdoc	2495f1588aadff467911931ee196b0be0c0f12e2
com.liferay	com.liferay.site.my.sites.web	5.0.39	jspc	39b7d63fcad562959f234a6f0a81cc631b771fdb
com.liferay	com.liferay.site.my.sites.web	5.0.4		14bf4f3ed899e4b925305a94e5655db8c3b42737
com.liferay	com.liferay.site.my.sites.web	5.0.4	jsdoc	690e171e079bf513c53da17847af1b3ba6c7d9c2
com.liferay	com.liferay.site.my.sites.web	5.0.4	jspc	878b626213a198da304f0cf4402374ace2e32cdf
com.liferay	com.liferay.site.my.sites.web	5.0.40		e91b2e3b89e57537b0ee546405d905143224e47f
com.liferay	com.liferay.site.my.sites.web	5.0.40	jsdoc	4cc49a35d0a77df46989bbd554d6baf49bb47c72
com.liferay	com.liferay.site.my.sites.web	5.0.40	jspc	6961df694a5d7a9c52fc4ba7aa7237ce1089785e
com.liferay	com.liferay.site.my.sites.web	5.0.41		481eb79b14ce6da8ddbc68f85b1eb4d4aec7eee2
com.liferay	com.liferay.site.my.sites.web	5.0.41	jsdoc	75f1356c32d27d20213465559d26ce90d480f0e9
com.liferay	com.liferay.site.my.sites.web	5.0.41	jspc	0731881015b9d8273714f919e661cc2a1dd18159
com.liferay	com.liferay.site.my.sites.web	5.0.5		06c001e381c4186f8cca35b7d90a65bfc015c482
com.liferay	com.liferay.site.my.sites.web	5.0.5	jsdoc	d98bc259673a3d2cdcfced171b0c93451472dbb4
com.liferay	com.liferay.site.my.sites.web	5.0.5	jspc	e0cfa07c47e4cf6ec38553699daa63a9cdd2e6a6
com.liferay	com.liferay.site.my.sites.web	5.0.6		f86a349bcdace6f22e44953a5bf8cd87e1ef1255
com.liferay	com.liferay.site.my.sites.web	5.0.6	jsdoc	cb246784bf80fca6c2d8e07721e05b7e9aa110d3
com.liferay	com.liferay.site.my.sites.web	5.0.6	jspc	4e894131149e7091e25baf98486301b4fca1465a
com.liferay	com.liferay.site.my.sites.web	5.0.7		c89a161baa09011f2137eb9acddab9cc7621ee66
com.liferay	com.liferay.site.my.sites.web	5.0.7	jsdoc	6a26fcb06901cb933d505362be7fd651fb802003
com.liferay	com.liferay.site.my.sites.web	5.0.7	jspc	ee4416e053b7a7551d96d3bb5612190874813a03
com.liferay	com.liferay.site.my.sites.web	5.0.8		926b87a032fd63ac1163014ae4773f7a115395d7
com.liferay	com.liferay.site.my.sites.web	5.0.8	jsdoc	40052dded30e22b7487b74b523cdf3736114d29f
com.liferay	com.liferay.site.my.sites.web	5.0.8	jspc	777bf45c82833d141ae25f54a31956f8a705ec3b
com.liferay	com.liferay.site.my.sites.web	5.0.9		5affcced8457870f4b4596a98a82a8ceee1e8b4f
com.liferay	com.liferay.site.my.sites.web	5.0.9	jsdoc	01d2e20a5f291d0371f44a312d45fb96419f6788
com.liferay	com.liferay.site.my.sites.web	5.0.9	jspc	ed12519c5659507db5401572db782c74f075b8dd
com.liferay	com.liferay.site.my.sites.web	6.0.0		545aff43ba7656001940ab5997bcdf33c61768c1
com.liferay	com.liferay.site.my.sites.web	6.0.0	jspc	361c5477aa3d1c2ce4eacb2c959829711d47d8bb
com.liferay	com.liferay.site.my.sites.web	6.0.1		27691d037b1f6a23f802900aa49127ce1babe386
com.liferay	com.liferay.site.my.sites.web	6.0.1	jspc	0faa801a06635a9e4d46207b6e4e52554f77747d
com.liferay	com.liferay.site.my.sites.web	6.0.10		598cf97fb69c07f0fd92296d4e6bb2d3b0f7198b
com.liferay	com.liferay.site.my.sites.web	6.0.10	jspc	9de0cc2bc50e0fde4ec155ad90e8ba38bf4a8c4b
com.liferay	com.liferay.site.my.sites.web	6.0.11		93673b5dbb6f269095e391f452cec39baebd794b
com.liferay	com.liferay.site.my.sites.web	6.0.11	jspc	4d98bd2e022362f0c1a1af00a1828645d8b59340
com.liferay	com.liferay.site.my.sites.web	6.0.12		15bc5cd80e13a37d6b175f7a92a46f5c656128d8
com.liferay	com.liferay.site.my.sites.web	6.0.12	jspc	2372ab9f1324b2733fa262e3aee53559183c2612
com.liferay	com.liferay.site.my.sites.web	6.0.13		22f3bfee0f5bb4d2b0ebea7f284dab49bdbf4cb6
com.liferay	com.liferay.site.my.sites.web	6.0.13	jspc	f5cb05121ccb02d38f229f7a0e2acf4e47f8393f
com.liferay	com.liferay.site.my.sites.web	6.0.14		73cd5c6c936ac587970708ca2e5adbc3cd2354dc
com.liferay	com.liferay.site.my.sites.web	6.0.14	jspc	8e877c48466179e26d67e6875eaa19281f2dcc83
com.liferay	com.liferay.site.my.sites.web	6.0.15		706c9cbeb4c7aec8fe666978d4fdc51e56b7818b
com.liferay	com.liferay.site.my.sites.web	6.0.15	jspc	44bc8fba012eb040d9135e8e2003f5c8eeddfcc5
com.liferay	com.liferay.site.my.sites.web	6.0.16		a10523db3e40e3f518b5f363acaf0f24481ca2e3
com.liferay	com.liferay.site.my.sites.web	6.0.16	jspc	9e026ef4501c6e9c5e34edd56c2b35ae32dd67b1
com.liferay	com.liferay.site.my.sites.web	6.0.17		cda5add6dc4c11f5889cd49f13822240ea64515b
com.liferay	com.liferay.site.my.sites.web	6.0.17	jspc	89bf847802ac34500c3b78f27541df7ff140471d
com.liferay	com.liferay.site.my.sites.web	6.0.18		9b1d69ac62fb5d1adf8aacfc0785f6427d22143e
com.liferay	com.liferay.site.my.sites.web	6.0.18	jspc	ead91a81504fa8089330587594d49caaec141e03
com.liferay	com.liferay.site.my.sites.web	6.0.19		5b933d517eedc8183aede520f74762f99cb70dbd
com.liferay	com.liferay.site.my.sites.web	6.0.19	jspc	c0a752ad719e260ad322ea1bd46dac11325b3f36
com.liferay	com.liferay.site.my.sites.web	6.0.2		9096a0e39982a4d1ff7aeeb27aa3ba3052a2a61c
com.liferay	com.liferay.site.my.sites.web	6.0.2	jspc	e36e880c2708dad4445936aeb8c0961d6b49afc1
com.liferay	com.liferay.site.my.sites.web	6.0.20		2ccaa2e4e064433bd7d2c14cc2b873242fc965d0
com.liferay	com.liferay.site.my.sites.web	6.0.20	jspc	710201967f6f70733fd09ffa592d17c7181618b1
com.liferay	com.liferay.site.my.sites.web	6.0.21		2905dd3ac9c6bb47ce079f00b6f1b2a7d2bb6534
com.liferay	com.liferay.site.my.sites.web	6.0.21	jspc	6e62fe72087d71c65d03b2a53b3b63f3e369b8ee
com.liferay	com.liferay.site.my.sites.web	6.0.22		4b2cbea477275323f8eddded6b934fa5f3241fb7
com.liferay	com.liferay.site.my.sites.web	6.0.22	jspc	df25707514fecbd0b1087cb8bef8b5918f1d6d6d
com.liferay	com.liferay.site.my.sites.web	6.0.23		8286d95a40ff6703b4a0a19acdb3375d610ea1b2
com.liferay	com.liferay.site.my.sites.web	6.0.23	jspc	b3eb4c25d00df4b0fb334e98d38d9e4fc04f6021
com.liferay	com.liferay.site.my.sites.web	6.0.24		e2c1e6825d87d4e958f5ba74933cb72393caa615
com.liferay	com.liferay.site.my.sites.web	6.0.24	jspc	29e013e78c749c81b8383955ad58be04a87ae8ca
com.liferay	com.liferay.site.my.sites.web	6.0.25		567a9c307ba8c652b1f068bf4600336d34d81717
com.liferay	com.liferay.site.my.sites.web	6.0.25	jspc	af3373da9999c4f58f44f4237ef51e40eda67293
com.liferay	com.liferay.site.my.sites.web	6.0.26		dc9442bc85ee23852dd661801d35347743a27df6
com.liferay	com.liferay.site.my.sites.web	6.0.26	jspc	5309dfbb8774075cb6d04f782ed18c67f82bb424
com.liferay	com.liferay.site.my.sites.web	6.0.27		4b3bff4f0b774c339affc9968743a0cdbda340d7
com.liferay	com.liferay.site.my.sites.web	6.0.27	jspc	1492117f6caeb67f25b62ece34233364c0f7c63a
com.liferay	com.liferay.site.my.sites.web	6.0.28		048ba45df3255a9d44ae1939e020cd937008dcd2
com.liferay	com.liferay.site.my.sites.web	6.0.28	jspc	a17038b0a4238f6b7c604003ce77742425d36c6a
com.liferay	com.liferay.site.my.sites.web	6.0.29		f48b42a7d836cfad7f903033c09489697ec4999a
com.liferay	com.liferay.site.my.sites.web	6.0.29	jspc	29e260ff7c754806a9d8d055df8dd1f9fcd3156f
com.liferay	com.liferay.site.my.sites.web	6.0.3		0096d082b6d70968c57df7e83bb6d6bbee1f55ed
com.liferay	com.liferay.site.my.sites.web	6.0.3	jspc	8506898a42c2116f4d85be3acfcbb7d1586f7f81
com.liferay	com.liferay.site.my.sites.web	6.0.30		b15ad226b00e4faf91b311987783e6bafb7f6326
com.liferay	com.liferay.site.my.sites.web	6.0.30	jspc	87c7d724101ad5dc8e91359cd392266dc049dfe4
com.liferay	com.liferay.site.my.sites.web	6.0.31		126230e3028cfb70eb050c75b4023c4010371a10
com.liferay	com.liferay.site.my.sites.web	6.0.31	jspc	29d87c2569d78f4db86999baf4839c3105ed1711
com.liferay	com.liferay.site.my.sites.web	6.0.32		8f3c3656953ed91fa948c722f95d7e17c5282952
com.liferay	com.liferay.site.my.sites.web	6.0.32	jspc	4b14ee7f9dbe410e3ec72fdad6b532640fd0e48f
com.liferay	com.liferay.site.my.sites.web	6.0.33		b7111710716f1c12a7299ae17d7c1985a9f6f8e5
com.liferay	com.liferay.site.my.sites.web	6.0.33	jspc	d57b08e3e3627d5ec8eb9b89e92ec091bbac649a
com.liferay	com.liferay.site.my.sites.web	6.0.34		f3879d7cce74544c467c5c2128a885e97f4df754
com.liferay	com.liferay.site.my.sites.web	6.0.34	jspc	59e31bd9e43bd49641d3608370d22c33426c84dc
com.liferay	com.liferay.site.my.sites.web	6.0.35		735cda62ef4ac6c0655beb47fdb786b2ea25edf8
com.liferay	com.liferay.site.my.sites.web	6.0.35	jspc	c28cd4f414b147f848e2f023694ad7df9d3e085b
com.liferay	com.liferay.site.my.sites.web	6.0.36		2ddeadf568448900114d1b5870edf12f32ccad07
com.liferay	com.liferay.site.my.sites.web	6.0.36	jspc	684b04996ef33436b069599e7a06caf104c87272
com.liferay	com.liferay.site.my.sites.web	6.0.37		3b1dea23e3ba5d61485ce34015bdd92cd0ef0081
com.liferay	com.liferay.site.my.sites.web	6.0.37	jspc	c77dbdf4c2488f7f2d7d7f689dcd42cc18fdae2f
com.liferay	com.liferay.site.my.sites.web	6.0.38		556d5a5b48cb23dc3a3c7ecb8219d54397d6cb1d
com.liferay	com.liferay.site.my.sites.web	6.0.38	jspc	22d62842d3a08abe53ffb70d30c99d414af9df1e
com.liferay	com.liferay.site.my.sites.web	6.0.39		e66f531bb65c39d09497981c3ed2aa29f31e2f53
com.liferay	com.liferay.site.my.sites.web	6.0.39	jspc	828810d65ad7a97a08ec045bd640eadf8d552187
com.liferay	com.liferay.site.my.sites.web	6.0.4		eef6a4abd8c56e0a5e1a2d2c97f3d3c4a8804ca6
com.liferay	com.liferay.site.my.sites.web	6.0.4	jspc	198da5eb363d588e38a59d51e6e64eae4ef2fc53
com.liferay	com.liferay.site.my.sites.web	6.0.40		f98d7ba5956d913ff161cc1a1b01e55eda12b1b5
com.liferay	com.liferay.site.my.sites.web	6.0.40	jspc	398d5db409b0c2009bcb1be4526b6d289cf8dc17
com.liferay	com.liferay.site.my.sites.web	6.0.41		23bff5956b0a511f545ab07f9bc29f4923410302
com.liferay	com.liferay.site.my.sites.web	6.0.41	jspc	33f98ba5b77f34e3e2bb4e29f355afcdc1cf8d34
com.liferay	com.liferay.site.my.sites.web	6.0.42		915109d3f3875f1c0780f79dcb97111ed5b9398a
com.liferay	com.liferay.site.my.sites.web	6.0.42	jspc	ab8ea9fed23111f05d6b8ca1a9b52aadf80584a9
com.liferay	com.liferay.site.my.sites.web	6.0.43		51d16d7e2731eba6c7b28aaa84c6bd72380a5305
com.liferay	com.liferay.site.my.sites.web	6.0.43	jspc	07f12c125822da9ee646b9ee3de0c9506f808bbe
com.liferay	com.liferay.site.my.sites.web	6.0.44		feade432dc78133f370a1801d0219f2176652d80
com.liferay	com.liferay.site.my.sites.web	6.0.44	jspc	78e0f1bde7ebcb101e7c96fd961bc5b009c5b248
com.liferay	com.liferay.site.my.sites.web	6.0.45		37cf6d159fcbd655e153f3746b90eca40cd89e2b
com.liferay	com.liferay.site.my.sites.web	6.0.45	jspc	fbbb2a03b7bc4d2048d4dcd2aaffe685f47a5cb8
com.liferay	com.liferay.site.my.sites.web	6.0.46		1a7aed2e4c959057c3004c64cfca2eb4e23bd3ab
com.liferay	com.liferay.site.my.sites.web	6.0.46	jspc	1d41eed238035109399d8e13c70cbc1675675979
com.liferay	com.liferay.site.my.sites.web	6.0.47		86514ff128839c1fcc532c79e08bab0e2ed326e6
com.liferay	com.liferay.site.my.sites.web	6.0.47	jspc	fb299663273bae23e78944b1f1410dcf3295de6b
com.liferay	com.liferay.site.my.sites.web	6.0.48		8488c073eff50231e7d0a9daefa91d7b13a44788
com.liferay	com.liferay.site.my.sites.web	6.0.48	jspc	371a85726f2a172e9b39a045562b144ef9773d89
com.liferay	com.liferay.site.my.sites.web	6.0.5		f1f20e82b1a2fc23292d87699a27827d2d692a9e
com.liferay	com.liferay.site.my.sites.web	6.0.5	jspc	a37590b2b4c8ab4baef5b06e6ba1d17ae52295c4
com.liferay	com.liferay.site.my.sites.web	6.0.6		26f99d4784edf00085098cc9f15a915f1201c356
com.liferay	com.liferay.site.my.sites.web	6.0.6	jspc	c51741fecfd120e967492e3aaab687d0804845f6
com.liferay	com.liferay.site.my.sites.web	6.0.7		395b5044e3839b40f9bbf746eec427a68d4f8985
com.liferay	com.liferay.site.my.sites.web	6.0.7	jspc	794144ac1468ed207d2eb3e4f11668e711d2ff09
com.liferay	com.liferay.site.my.sites.web	6.0.8		8ec1892ae30607a896da0362444e989e31bbaaeb
com.liferay	com.liferay.site.my.sites.web	6.0.8	jspc	bdf2b54e5fcd6a313df2a775e12781f4756bb149
com.liferay	com.liferay.site.my.sites.web	6.0.9		786f53cf5e61675281206b274a10810e74ef77fe
com.liferay	com.liferay.site.my.sites.web	6.0.9	jspc	15ef6f5e080cd779ed8ff25790e1b0b614924881
com.lrenyi	jacoco-maven-plugin	1.0.0		1246ad4222befb1fce4760fa2f6f43407d91f060
com.myodov.unicherrygarden	common_java	0.1.1		fc95a36336df3a1c2d18fefee5749b1835aa4cc4
com.myodov.unicherrygarden	common_java	0.1.2		9db70d0e3f2390079bfb98c8e802d500cafebe04
com.myodov.unicherrygarden	common_java	0.1.3		a1a4f1879fe088878ccc63e41952105a20ff2d35
com.myodov.unicherrygarden	common_java	0.1.4		0727fae063803040072c3255674275d7ec32b71e
com.myodov.unicherrygarden	common_java	0.1.5		2b018648a9f5b67b1e7bad4e3839c512864cf08b
com.myodov.unicherrygarden	common_java	0.10.0		1fb9e9ec0b108842d8a0a90606e6d43346ea335c
com.myodov.unicherrygarden	common_java	0.10.9		7f82054ec8bfbe2365c2587c1ca0e64964d50ea7
com.myodov.unicherrygarden	common_java	0.8.0		a6b8aa419ad4f3172d56321c76a61657a43714f6
com.myodov.unicherrygarden	common_java	0.8.1		81dcb5ac0bb7d6adf1579853bdc99ef54c92feae
com.myodov.unicherrygarden	common_java	0.8.5		0ce4b2bee5e93fc8b0fe59fba6d27a50ffca1258
com.myodov.unicherrygarden	common_java	0.9.0		f8bec9c29dcbd65a5dfd3d5d5d6ff2ed7a675773
com.myodov.unicherrygarden	common_java	0.9.1		2fbc3900ab2997082b6983992b36cde9b3890e86
com.myodov.unicherrygarden	common_java	0.9.2		1527d178a8768606ece96458eb39bf16e0437f57
com.myodov.unicherrygarden	common_java	0.9.3		d9b62fad32f65a9d8e627e1aea569b56ab79b915
com.myodov.unicherrygarden	common_java	0.9.4		ea8540d99b960b3988efcf45b41f86024612b268
com.myodov.unicherrygarden	common_java	0.9.5		68c989c7b232c46b5709c20ea8923d1cb9f7b5ae
com.myodov.unicherrygarden	common_java	0.9.6		ba92053aa4d0cde27506035458f0dcd3b4a3ecfc
com.mypos.smartsdk	mypossmartsdk	1.0.2		N/A
com.navercorp.pinpoint	pinpoint-cassandra-driver-plugin	2.3.0		fb3149547d583ad4e3f373135145954174a02c49
com.navercorp.pinpoint	pinpoint-cassandra-driver-plugin	2.3.1		3df061652e99fd14f72f335ffa17a022277c9bfd
com.navercorp.pinpoint	pinpoint-cassandra-driver-plugin	2.3.2		bb53e086f1288f87a5a14b472e4521ee8e095f05
com.navercorp.pinpoint	pinpoint-cassandra-driver-plugin	2.3.3		963279cbdfe159e6675c9fdc563cc6ff118a0821
com.navercorp.pinpoint	pinpoint-cassandra-driver-plugin	2.4.0		f91bcd68e55007035887cd984ae75c207b0df7e7
com.navercorp.pinpoint	pinpoint-cassandra-driver-plugin	2.4.0-RC1		5de63ee6687e06883aa18f2757da285a78c176cb
com.navercorp.pinpoint	pinpoint-cassandra-driver-plugin	2.4.1		b64628aae96cb49f005f4d2c8182712af09c95a0
com.navercorp.pinpoint	pinpoint-cassandra-driver-plugin	2.4.2		e443d7017f94b8bd56e78ce940c03aa2d073bb59
com.navercorp.pinpoint	pinpoint-cassandra-driver-plugin	2.5.0		81fee7b5441404580b6986ac4d7a2e6a18c15e4a
com.navercorp.pinpoint	pinpoint-cassandra-driver-plugin	2.5.1		f22d84c8c6fa4747f58a0de5b3d317ae5361653b
