acegisecurity	acegi-security-resin-lib	0.6.1	-	22dce0c8b8c89169364e78b3ffb74e03e661185c
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.50.0	-	b93cf60bc3000efd5798bf03928529ecac95078e
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.51.0	-	3fd3e6c242c88143ca4181ec2624bc52b7335542
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.52.0	-	b97937f1ed1833d9970163bb838f50155d6070fe
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.53.0	-	3f3edf8431c069738642dc9d4f728f0ef65c8ff3
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.54.0	-	e805e28b422583e9784fd76bca6351f92f4530f9
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.55.0	-	62b7777ad91066b562b8fd9b0af3d3494b186dde
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.57.0	-	9096486dd5f65d18fc035269e9c3e391be4122f1
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.58.0	-	ce57e84a78d5e26798584e53d7013ebf451b2955
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.59.0	-	d03430b1edaf9ae19e7f303d9cbd9c581109b84f
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.6.0	-	84bf0728280eeb1a08929c9e3cc18726d6d4daaa
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.6.1	-	081908fecf1224f19a726cd46c7b504eb269b069
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.6.2	-	2f12e3dbad0ad4aec1808132fbd301f7aefb71fe
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.60.0	-	6d099749f03ac70e82d5576c4be316bd120ad03f
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.61.0	-	a0a73159a4fde8ebeb11ca0af81225cd35f1389d
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.62.0	-	a3d719974885793b7596393cd88e358dfe27dbfd
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.63.0	-	5929aedc00557a806dee0a29783a4ba40bdd5945
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.64.0	-	e05e81b8b03f8194a4e544fe08ae36c90a3267c7
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.65.0	-	242f0b18117116dd46a5f1664bef7d4d235da84a
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.66.0	-	5b688689d365086ac19e2b6f29d5cd80220b92fb
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.7.0	-	a89b4ddf2c953d50e66ba142a1e2501da01dc893
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.7.1	-	e8e2c77b804c6c539c27fc4fa6f17fbdc4ca4ebe
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.7.10	-	0904f257d0ca66cc1634c8963d7eec2c7d06b1ff
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.7.11	-	933ce2b4f4da30ad66911907ca09a1f2ce2856c8
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.7.2	-	3dffde14e434ac7a4a883b49a307dbf84e1cbe65
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.7.3	-	ea9a61b2cdc9702aad1938387e363f3f28045ca8
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.7.4	-	3383cc17b10f4dad8ce958bd017ff660259aee17
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.7.5	-	5a5aa110b2da8d07a85e36912a6a7be289c328eb
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.7.6	-	897347da20e01ad2e0f395b1ba297cfcc46b55a7
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.7.7	-	51febf09cb8356405922e41b6fb161a46b26491e
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.7.8	-	2faca479ed98c1f6ede294aba87bea12bf3a5474
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.7.9	-	215ca12a9f26a16292c67d013924a214ed997499
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.8.0	-	e7e291b14d32e68bfd84c86f07aeb2fb27bf0837
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.8.1	-	7362d4c0dae5a3b804e8f1ac4fd179340ac32270
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.9.0	-	b0e9de720ca26df0548b33e9ca80907044fa58a9
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.9.2	-	0731f5874ac061ca7526b673aee112d6a20f54e2
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.9.3	-	982dc06535c85a98fc5ce54cdbcbdd4692b50081
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.9.4	-	e0905ea634e1dfea2c47bc4872205f8d455af230
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.9.5	-	a6d3ba79a588d26dc647e1aeb2b1772a113366c6
com.google.api.grpc	proto-google-cloud-mediatranslation-v1beta1	0.9.6	-	32265b8f8b23a65db40a9b94d4144e0e2ed03cf4
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.0	-	e521aaaa7409907c7c5a445dd3efe4bc7092cff8
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.0-RC1	-	0b5c7bfdad2e96e971cb4665f187cf5e3404f5fd
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.0-RC2	-	ea98e38277234d544786c8bda115901ec846b414
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.1	-	6915b9394e30f1b463e4fa86fbf93417aa841287
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.10	-	810f9255c70fe4451ed23b87422cc6dd4cef25ac
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.11	-	dadc798c97046eaf39edb45fa16e22dfac9b9658
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.2	-	dfe16685e4943f9e3d8672077bc490c289cae6a6
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.3	-	d639944166ee284717b9e48953e9077e5b3a3aa2
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.4	-	c73c0be86773baa2a6ce2840ef466409b814e8db
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.5	-	e0e3dd8a49767809f1518eea6fe622af93ceca65
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.6	-	a52091a716f3a7bdfeeea50ff8e9d5f2d8542511
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.7	-	5905331c7e84e9b786bf50590c16acd4c29f6404
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.8	-	7e3ae47bbd8e7afd3b12a72feb50e5303e38bf9b
com.google.cloud	spring-cloud-gcp-starter-storage	2.0.9	-	6f5220273963e81a178b41efb1bb6dfb705f1d3e
com.google.cloud	spring-cloud-gcp-starter-storage	3.0.0	-	e702dfd7b6b60a38735db9f53acf4cade037eb87
com.google.cloud	spring-cloud-gcp-starter-storage	3.1.0	-	8c9ba75528a389038a08936cb412fa764ffbfe82
com.google.cloud	spring-cloud-gcp-starter-storage	3.2.0	-	d2f79f6a88b22a4b7dc5c4da4630f9c3753eb16d
com.google.cloud	spring-cloud-gcp-starter-storage	3.2.1	-	6c74fff8dd2d0afd240b459ee020c1d414be6252
com.google.cloud	spring-cloud-gcp-starter-storage	3.3.0	-	db300f5e6de58ff6137a2c14bd69f87e2d783aa8
com.google.cloud	spring-cloud-gcp-starter-storage	3.4.0	-	c80cb0b9870b9be1b47bd76cdabe98b04dac1bae
com.google.cloud	spring-cloud-gcp-starter-storage	3.4.1	-	1538020bbbcb08571f7e4575eab857893b823cc1
com.google.cloud	spring-cloud-gcp-starter-storage	3.4.2	-	dd585c209867b818b442592a8e882a781582c8cf
com.google.cloud	spring-cloud-gcp-starter-storage	3.4.3	-	d42e4a60d01573619b82552ed5c7824691ef5ce6
com.google.cloud	spring-cloud-gcp-starter-storage	3.4.4	-	afe6610065a019c9775972ebbdbd88fc8dfbe13c
com.google.cloud	spring-cloud-gcp-starter-storage	3.4.5	-	bd9f77634fcba5a5c72248a170c36e32eb17a15c
com.google.cloud	spring-cloud-gcp-starter-storage	3.4.6	-	552a0c80fbf6f7e4be34fa0c18ef547c8c32fe44
com.google.cloud	spring-cloud-gcp-starter-storage	3.4.7	-	ea32bb2c8d5a89d2e071f1038580d0c7c8262356
com.google.cloud	spring-cloud-gcp-starter-storage	3.4.8	-	621c8818e63b58afbd9e35779e3d06206077fbbf
com.google.cloud	spring-cloud-gcp-starter-storage	3.4.9	-	ece54683cc63c492bed5fdc4143efecf3db8de65
com.google.cloud	spring-cloud-gcp-starter-storage	3.5.0	-	20186116a13a0510c8b5cf17d74aff19827f3454
com.google.cloud	spring-cloud-gcp-starter-storage	3.5.1	-	f396e8f4767cabaea6aead04460637dd6cede2d5
com.google.cloud	spring-cloud-gcp-starter-storage	3.5.2	-	db682989e10e324abe1d05492f9fd37f9ae75c35
com.google.cloud	spring-cloud-gcp-starter-storage	3.5.3	-	f6ccce87239e7c95d129ed7dabff017abe15308a
com.google.cloud	spring-cloud-gcp-starter-storage	3.5.4	-	5d1b1aeb98dd5859e6688aaf4ff9a31e210dabfe
com.google.cloud	spring-cloud-gcp-starter-storage	3.5.5	-	a94ab3500fd7452ff472dc4d956223848a305899
com.google.cloud	spring-cloud-gcp-starter-storage	3.6.0	-	83948c2bb08090584fe122d91cf666454119f3d0
com.google.cloud	spring-cloud-gcp-starter-storage	3.6.1	-	e8bb7e6d4e28973c1bbc76a3a2114bd9f5c40d74
com.google.cloud	spring-cloud-gcp-starter-storage	3.6.2	-	6c9afa3e0700f1066516cc46916ee98794e14ba5
com.google.cloud	spring-cloud-gcp-starter-storage	3.6.3	-	7c73a3fcd761bb0cca2b1699de97205097e90c29
com.google.cloud	spring-cloud-gcp-starter-storage	3.7.0	-	940933663ce27d0fc7f103ab7c69103a20eef8dd
com.google.cloud	spring-cloud-gcp-starter-storage	3.7.1	-	329f29942c0b2c177a520fff6d51f28f3c6e8ed7
com.google.cloud	spring-cloud-gcp-starter-storage	3.7.2	-	a6b806b949c789789bf5eec802a0ec764974fc15
com.google.cloud	spring-cloud-gcp-starter-storage	3.7.3	-	64e020f99c81a3073efdbd5a8c2ea0f8a05cde62
com.google.cloud	spring-cloud-gcp-starter-storage	3.7.4	-	63a86118996c06edf835e5c6e6eaf6ad7e6f6776
com.google.cloud	spring-cloud-gcp-starter-storage	3.7.5	-	9f25fc667a0b15c197e03cc9be7bef66829f2e89
com.google.cloud	spring-cloud-gcp-starter-storage	3.7.6	-	0d5965f0fe40bd3af593aed9c3c82d0fc26024c0
com.google.cloud	spring-cloud-gcp-starter-storage	3.7.7	-	a9efda19f17d408005b2b4363303e9e5dbb95f33
com.google.cloud	spring-cloud-gcp-starter-storage	3.7.8	-	5a0a0f706540e5a4106458eebe45f93f1147fa85
com.google.cloud	spring-cloud-gcp-starter-storage	3.7.9	-	46a5138a1bd10f609e1964101921872f383bf8ac
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.0	-	ad5519c71716cdf2734e6866dd32282802dc8f1b
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.1	-	5384ea16a27526531c14affbd93097747cd75fe2
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.10	-	513fa3eeece9f6e93eb01cc668eb80aa571d9577
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.11	-	833e9bb766109f8e0db4e48fb4dcdfa0e50f1606
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.12	-	c8bf447a8103ab56396365c2cabefd44dbd31d86
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.13	-	82ff3bfa6bbdab639bf145556c8caadcdd2878ef
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.14	-	09cce04aeb73a565fbf1bec83d54d5909ddeb83e
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.15	-	b87dafb4c2dea89859372ff4dddd7535d7371dd1
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.16	-	6156f6a7c5938f84bc1c138aec56b42fd5fbd822
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.17	-	e05542cf6969d3019981ec4241e4cc6d1f3a4c25
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.18	-	ea9393e7ad602584cc9af033ae03f8d7eb4d4527
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.2	-	c13748e1a6a3ae2cf102fa7f359be08b1742ad5f
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.3	-	5ee17f4d1fb954ca4d393050babad33aeac31011
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.4	-	4cf69e93704795cd2ce44b17271bfb67b5920404
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.5	-	15ecdf09e4b477ee80aaefb31ce59fba5c55e393
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.6	-	6d2847342bd6c46b749a3b392d44a2af4405fb29
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.7	-	ea7b5ac43c5b161293c166481383e18faa5c8b86
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.8	-	425ab9712b8aa4bc61c6d23f291a264ab1d5310d
com.google.cloud	spring-cloud-gcp-starter-storage	3.8.9	-	b6bf6c1b8b23261d86d8070fd544a87e3d2b9e4a
com.google.cloud	spring-cloud-gcp-starter-storage	4.0.0	-	0d57bf30b5858a2fa261104783ce84e9ab16d254
com.google.cloud	spring-cloud-gcp-starter-storage	4.1.0	-	5aa9b008c61ea05d8cf7267e8f9b4e1df4760856
com.google.cloud	spring-cloud-gcp-starter-storage	4.1.1	-	4ce4cbe554ee236458ad28d03d1857cbacdff058
com.google.cloud	spring-cloud-gcp-starter-storage	4.1.2	-	b5e0c4384a66ceaa6d3bca96e0174dae2e7166fc
com.google.cloud	spring-cloud-gcp-starter-storage	4.1.3	-	20a3fc401429ea17a27799ba6d125ba6a2d804e3
com.google.cloud	spring-cloud-gcp-starter-storage	4.1.4	-	c00217f143ef497e9607f99f30d528ddcfa61f9d
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.0	-	07809d61a9006f932646ac532068ae668db9d665
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.1	-	5926cdcdb02db19e3aa5c099beb07b4f55ce898b
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.10	-	7c8564f77538ec938aa5274b91bd57ef76494039
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.11	-	cefb5184da5d1d4914f7f2aaac5de2d9e446c3f3
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.12	-	c4276313eead246956bf8a6da9c447a3f76fec1a
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.13	-	c67e73fc5029ffa85e5946a116252608f34cbd7d
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.14	-	14c428c252f07e101ae63f834b3ffde7a611a7b5
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.15	-	75b875697b71b8ea427ece8822fe4184e4b33521
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.16	-	0ea4e7ff2f4deb0ee4451ded5c19dc9fb46aa06c
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.17	-	4139447c13b6275b143b7d85d0984109f002d91a
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.18	-	539bd7392ddfd1e4f24ccaace34fe340e0cd6bdb
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.19	-	bf857358cfb7b4eceb1dc0bafaae989e5ba45451
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.2	-	c80db1215912a6b44c9125fe261072b61f4cf036
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.3	-	52756df8bc894247bc411e8a2e38cd115a7f2433
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.4	-	28b30b788029520eb735cd34e28971084e2d67e0
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.5	-	b290070c2e19890dd6b6d274532077738cc9fbb0
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.6	-	df4283b5b40b8b6ce977391993eeb42173ac07e8
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.7	-	ab68f15804fe7aa2e9038cbd4aaa40e6af8785c1
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.8	-	68978f0f1ebefae9204f49f52effa64c187afb9e
com.google.cloud	spring-cloud-gcp-starter-storage	4.10.9	-	e1ac13cc39c684f96275040b0385677505428564
com.google.cloud	spring-cloud-gcp-starter-storage	4.2.0	-	c791243ce6471b2dbbe09448da665f52abf72f96
com.google.cloud	spring-cloud-gcp-starter-storage	4.3.0	-	07d7276899bc5d4b7747ff6b26057b7d13bab1a0
com.google.cloud	spring-cloud-gcp-starter-storage	4.3.1	-	4c3b70ddcaf0a0c0df5f71de4f191f29b81e4695
com.google.cloud	spring-cloud-gcp-starter-storage	4.4.0	-	581b97578d5a280ed54d494ecd316301e1ac03d2
com.google.cloud	spring-cloud-gcp-starter-storage	4.5.0	-	9a86d72ad03bbe815f751424ec3fab4485660ed5
com.google.cloud	spring-cloud-gcp-starter-storage	4.5.1	-	ea447d27be4d9a09e5aacafa60cd7cf73c9b040a
com.google.cloud	spring-cloud-gcp-starter-storage	4.6.0	-	c9ff1ea01e4de425a7411641d5de7cbf5a6eb8e3
com.google.cloud	spring-cloud-gcp-starter-storage	4.7.0	-	76e107c5b0a7630758e09ba89ea17dbb35c6f344
com.google.cloud	spring-cloud-gcp-starter-storage	4.7.1	-	1ffd86f05ffb60f1fed555691b97ce18d050ef1e
com.google.cloud	spring-cloud-gcp-starter-storage	4.7.2	-	04eb02eed6f4abd01aa88bd0595b4583028d278f
com.google.cloud	spring-cloud-gcp-starter-storage	4.8.0	-	4d09e36d44e7b2151e2b2a9b72a596c581b6e15b
com.google.cloud	spring-cloud-gcp-starter-storage	4.8.1	-	6ee8771650ced3aab5d7c4cf37d554b8a494dc96
com.google.cloud	spring-cloud-gcp-starter-storage	4.8.2	-	c586ff0712fab59c4fabc02e0196fb18ad7595ee
com.google.cloud	spring-cloud-gcp-starter-storage	4.8.3	-	ed486e2d2ba20d03b7f975f90141ce3788eaa8c5
com.google.cloud	spring-cloud-gcp-starter-storage	4.8.4	-	115447700c19d77b4eb0db881379a01fd989bf61
com.google.cloud	spring-cloud-gcp-starter-storage	4.9.0	-	b4f3cee85675dc424cd1309424eb3d6de699d307
com.google.cloud	spring-cloud-gcp-starter-storage	4.9.1	-	c3544d9bdae7c9cafd7c20fb5044582df3ec3ac2
com.google.cloud	spring-cloud-gcp-starter-storage	4.9.2	-	0708464be428f8806cf971f4f31ff2bb8d45bb1f
com.google.cloud	spring-cloud-gcp-starter-storage	4.9.3	-	bad33093ad673828e426800126eac337324f5e87
com.google.cloud	spring-cloud-gcp-starter-storage	4.9.4	-	8c1ee54bc7a6743f74c76674b0fd43258af5855d
com.google.cloud	spring-cloud-gcp-starter-storage	5.0.0	-	bfa51c46574cd982992a64042152f52396eae7dd
com.google.cloud	spring-cloud-gcp-starter-storage	5.0.1	-	d66b244d7f2df27b89f46c06ea40e79586de843e
com.google.cloud	spring-cloud-gcp-starter-storage	5.0.2	-	d752bd04aefc782ee4274bc5cf7ac0145bb40257
com.google.cloud	spring-cloud-gcp-starter-storage	5.0.3	-	0cfabf2f551798d1997ca463c92e1ef6a6cb252a
com.google.cloud	spring-cloud-gcp-starter-storage	5.0.4	-	2191d0667cc196ab7b002603106a39bdc3d4635d
com.google.cloud	spring-cloud-gcp-starter-storage	5.1.0	-	e18d95708650aa103aca59c2dccb8c249b1ed1eb
com.google.cloud	spring-cloud-gcp-starter-storage	5.1.2	-	5cbc17857e6182f0726e6282f8dc3ce1dc55f184
com.google.cloud	spring-cloud-gcp-starter-storage	5.10.0	-	65ccf1225b69f757cf710a959e4efb6186c47c31
com.google.cloud	spring-cloud-gcp-starter-storage	5.11.0	-	a70134b3dd54f983349465fdeaad63e984d75653
com.google.cloud	spring-cloud-gcp-starter-storage	5.11.1	-	e79dc20263bb11166ae594fc3d432b4f6a384893
com.google.cloud	spring-cloud-gcp-starter-storage	5.11.2	-	3a6b3d29172249c834d420cae37433867c646c86
com.google.cloud	spring-cloud-gcp-starter-storage	5.11.3	-	0ae8dbc817f06bc71ce1e7e08baf77b59a0f323a
com.google.cloud	spring-cloud-gcp-starter-storage	5.2.0	-	23d53c5320460651fcf5d55ad114b1bf55c3fd46
com.google.cloud	spring-cloud-gcp-starter-storage	5.2.1	-	f87d3a70a5b7c84ae90e3f1e92b4fae9e204e1c1
com.google.cloud	spring-cloud-gcp-starter-storage	5.3.0	-	ae3a76533848e2405a00f6fe8c7d705f2fdf2c5f
com.google.cloud	spring-cloud-gcp-starter-storage	5.4.0	-	f0a2f11d83452b11c6451096ef0bac0d7138c4ae
com.google.cloud	spring-cloud-gcp-starter-storage	5.4.1	-	8b2fc970eb2640ed4130d69b7a60f6f27bf9e43a
com.google.cloud	spring-cloud-gcp-starter-storage	5.4.3	-	a719c4d5b5b485bc81c9b526851ce282afeb049d
com.google.cloud	spring-cloud-gcp-starter-storage	5.5.0	-	87e47c93461f7149125ecbf48ce93c8060c79ace
com.google.cloud	spring-cloud-gcp-starter-storage	5.5.1	-	96fbeadfda5bbd81b94fe1c51219091ad5cddaef
com.google.cloud	spring-cloud-gcp-starter-storage	5.6.0	-	c761b5b81a64b7b571ecafb0ca9c87a5d4a4c6d2
com.google.cloud	spring-cloud-gcp-starter-storage	5.6.1	-	f23d72986ddc95231a12fef5cef2adb33066fa97
com.google.cloud	spring-cloud-gcp-starter-storage	5.7.0	-	6f2a7e547ef529613bbd910a63f2e8f8edd1d0c7
com.google.cloud	spring-cloud-gcp-starter-storage	5.8.0	-	67b5eb6322e1fddc1f5869d2a22676684dda4120
com.google.cloud	spring-cloud-gcp-starter-storage	5.9.0	-	05684faaa1c1b0dfad53f29ed983a5c4e1ce31ec
com.google.cloud	spring-cloud-gcp-starter-storage	6.0.0	-	236c3ecc6331e8150f07b32468b255170528a5aa
com.google.cloud	spring-cloud-gcp-starter-storage	6.0.1	-	074bf3f99e3aec75ce3fdefbe26bb7668b612dde
com.google.cloud	spring-cloud-gcp-starter-storage	6.1.0	-	d4de0b012b5f5122e9ecfbc9cbf6060d85f8f680
com.google.cloud	spring-cloud-gcp-starter-storage	6.1.1	-	717dbe0417a5227a0f0f9363c26e0ae44c6c4e44
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	1.0.0	-	6a01dba6a1397c17629cf36ddebb0877d7840268
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	1.5.1	-	ac3712a0b65c258ed3196ce6f396f5f6e80214a0
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	1.6.0	-	29275934efe17cb4af7715229dc0b4c76845b303
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	1.9.0	-	b84903ac69cafb7d53d33820915f10db807e051e
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	1.9.1	-	8e4d96a3370b362ae6c329145268e82f8a1839c3
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	2.0.0	-	681f72dca265da2226d87342585fdf6718320b79
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	2.0.0-beta1	-	58238020c90e607636b359c979187b60809061e4
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	2.0.0-beta2	-	dee1207b21fdf86b25b8d24e2d3d7f8678c813e4
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	2.0.0-beta3	-	235c38766d9be0895ef7b07e0f5ba0323d7c3318
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	2.1.0	-	f6b5013c783a4e1b9a33f174108a434038b61756
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	2.2.0	-	67f0b8fec03b3418cf5d0a471f944fe7e0f5cf26
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	2.3.0	-	2fe589af86a34e85c5dab80eb21942e0c2daf22a
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	2.4.0	-	8c53d1af14ae1419f91a521f1595f417b8ee8bb9
com.google.cloud.dataflow	google-cloud-dataflow-java-archetypes-starter	2.5.0	-	c799febe7fc0116ae06412e09c2fd4b770457e23
com.groupon.sparklint	sparklint-spark160_2.11	1.0.10	-	4052f4b0fff6c78f0497e9a6f68ded59a3a68564
com.groupon.sparklint	sparklint-spark160_2.11	1.0.11	-	f95051fb83852b9a33da423533a6fced29efbc8d
com.groupon.sparklint	sparklint-spark160_2.11	1.0.12	-	949ad0865aed7db0941111bc00918fd816deb491
com.groupon.sparklint	sparklint-spark160_2.11	1.0.4	-	e30ab23c67f074fc63f6cd59acb7af0cf015cb70
com.groupon.sparklint	sparklint-spark160_2.11	1.0.5	-	7775de104e13f2bd38b01fd493dbb3871d68d655
com.groupon.sparklint	sparklint-spark160_2.11	1.0.6	-	748174ea031914c93481c16d933f83680433338b
com.groupon.sparklint	sparklint-spark160_2.11	1.0.7	-	425d68c442c975dad75de0c44c4d8460c54c6db0
com.groupon.sparklint	sparklint-spark160_2.11	1.0.8	-	d4e0c56f68390a723f43d5f29d115618a3967a45
com.groupon.sparklint	sparklint-spark160_2.11	1.0.9	-	bb867aa1ae6fee76e6913c607a6c2b60ded9872e
com.guizmaii	jwt-zio-json_2.12	10.0.5	-	4e24d61133e043cf79cacbadc0ffffb3d19dd886
com.heroku	webapp-runner-redis	10.1.16.0	-	6598cd47b235cc477e21a2e6bd3f8c135faabd9b
com.heroku	webapp-runner-redis	10.1.17.0	-	50499e3eaf432e5062408300d1dd5183e3b769e0
com.heroku	webapp-runner-redis	10.1.18.0	-	167a5c39170d1de7b56e95d1cc9122c2b9403374
com.heroku	webapp-runner-redis	10.1.19.0	-	4483050e5ccb734d9f29d4ef7ba4f5d553e92905
com.heroku	webapp-runner-redis	10.1.20.0	-	dcbb6b3719a84b17ea84932c6f411efa01167089
com.heroku	webapp-runner-redis	10.1.23.0	-	4eac1ac7da0935e23bd6a44b21895d40dca5c61a
com.heroku	webapp-runner-redis	10.1.24.0	-	f8d8d1f73cf31b28297ae6763c33eba5ab2d0b9c
com.heroku	webapp-runner-redis	10.1.25.0	-	0b237f60d6943d482a1fa2df27c07e1f7111e945
com.heroku	webapp-runner-redis	10.1.28.0	-	060500832ad2cfc8e8fe40e45ba5404700a950f6
com.heroku	webapp-runner-redis	10.1.31.0	-	d3078ef7c3b03b1561c40fb049846584a43d0606
com.heroku	webapp-runner-redis	10.1.33.0	-	ef79662d281c85b5d6d75cb2e8a7fea201d4e709
com.heroku	webapp-runner-redis	10.1.34.0	-	50b7634ab91a0c9e74d59559ea6c993527599ccc
com.heroku	webapp-runner-redis	10.1.36.0	-	92e9e1784818a602fb85ad611edaa07b981693ac
com.heroku	webapp-runner-redis	8.5.50.0	-	f3f38b9ae99d07547b19182b01011834da40d422
com.heroku	webapp-runner-redis	8.5.51.0	-	7e79b94b6e77b6cfca2d822b7a50096aca8b896c
com.heroku	webapp-runner-redis	8.5.56.0	-	7c1c7bfec6ad81b3ce4c9aa2002b211d70e1a4e8
com.heroku	webapp-runner-redis	8.5.57.0	-	25b31c5a53b49167d5f2d717a5dcf18b72c22dd9
com.heroku	webapp-runner-redis	8.5.61.0	-	73755867ba979b1bb695235f7dbcd8a532ab2370
com.heroku	webapp-runner-redis	8.5.68.0	-	9355eb9dffa6d6ae974b3c2f114fed7019625552
