be.yildiz-games	engine-client-addon-parser-xml	2.1.0		363622bc711fc44bf99cea02803cf6aa683ae1a2
org.openurp.edu.textbook	openurp-edu-textbook-api	0.6.0		6a66861db92917f3f869707c6a02897abfbfe58b
org.openurp.edu.textbook	openurp-edu-textbook-api	0.7.0		b826678c397384511d0f1b1ebb7f9cf50c4c68e6
org.openurp.edu.textbook	openurp-edu-textbook-api	0.8.0		bce81cba469e12a384c275f8e7605a6073897b5a
org.openurp.edu.textbook	openurp-edu-textbook-api	0.8.1		0394f608444336c8063132c583c37a0c5efd5f8d
org.openurp.edu.textbook	openurp-edu-textbook-api	0.9.0		5da2d7f53bba89c31e5f93e590bdc5798d4c2d98
org.openurp.edu.textbook	openurp-edu-textbook-api	0.9.1		8db2529d171f1f6c9d65804fb1a70521ed532048
org.openurp.edu.textbook	openurp-edu-textbook-api	0.9.2		ab7040f9cecf9842bbc7e99216261442149dc6e4
org.openurp.edu.textbook	openurp-edu-textbook-api	0.9.3		c4491dd02d6e40001f78d3b8ef77681599a577aa
org.openurp.edu.textbook	openurp-edu-textbook-api	0.9.4		d94736a87b3a2edc29f52208296256d01cee1304
org.openurp.edu.textbook	openurp-edu-textbook-api	0.9.5		f83553cc36737c30bea36a5e46053422a340b041
org.ow2.kerneos	kerneos-flex-archetypes-module-fragment	2.2.0		92e2b99c61c70286d5c127a6a8dd1f30ebcab1ea
org.ow2.kerneos	kerneos-flex-archetypes-module-fragment	2.2.1		ce930c8cdfe0575e6af00244c0df3a3359a1dcb2
org.teiid.connectors	mongodb	10.0.0.Alpha2		N/A
org.teiid.connectors	mongodb	10.0.0.Beta1		N/A
org.teiid.connectors	mongodb	10.0.0.Beta2		N/A
org.teiid.connectors	mongodb	10.0.0.CR1		N/A
org.teiid.connectors	mongodb	10.0.0.CR2		N/A
org.teiid.connectors	mongodb	10.0.0.Final		N/A
org.teiid.connectors	mongodb	10.0.1		N/A
org.teiid.connectors	mongodb	10.0.2		N/A
org.teiid.connectors	mongodb	10.0.3		N/A
org.teiid.connectors	mongodb	10.0.4		N/A
org.teiid.connectors	mongodb	10.0.5		N/A
org.teiid.connectors	mongodb	10.1.0		N/A
org.teiid.connectors	mongodb	10.1.1		N/A
org.teiid.connectors	mongodb	10.1.2		N/A
org.teiid.connectors	mongodb	10.1.3		N/A
org.teiid.connectors	mongodb	10.1.4		N/A
org.teiid.connectors	mongodb	10.2.0		N/A
org.teiid.connectors	mongodb	10.2.1		N/A
org.teiid.connectors	mongodb	10.2.2		N/A
org.teiid.connectors	mongodb	10.2.3		N/A
org.teiid.connectors	mongodb	10.3.0		N/A
org.teiid.connectors	mongodb	10.3.1		N/A
org.teiid.connectors	mongodb	10.3.2		N/A
org.teiid.connectors	mongodb	10.3.3		N/A
org.teiid.connectors	mongodb	10.3.4		N/A
org.teiid.connectors	mongodb	10.3.5		N/A
org.teiid.connectors	mongodb	11.0.0		N/A
org.teiid.connectors	mongodb	11.0.1		N/A
org.teiid.connectors	mongodb	11.0.2		N/A
org.teiid.connectors	mongodb	11.0.3		N/A
org.teiid.connectors	mongodb	11.1.0		N/A
org.teiid.connectors	mongodb	11.1.1		N/A
org.teiid.connectors	mongodb	11.1.2		N/A
org.teiid.connectors	mongodb	11.2.0		N/A
org.teiid.connectors	mongodb	11.2.1		N/A
org.teiid.connectors	mongodb	11.2.2		N/A
org.teiid.connectors	mongodb	11.2.3		N/A
org.teiid.connectors	mongodb	12.0.0		N/A
org.teiid.connectors	mongodb	12.0.1		N/A
org.teiid.connectors	mongodb	12.0.2		N/A
org.teiid.connectors	mongodb	12.1.0		N/A
org.teiid.connectors	mongodb	12.1.1		N/A
org.teiid.connectors	mongodb	12.1.2		N/A
org.teiid.connectors	mongodb	12.2.0		N/A
org.teiid.connectors	mongodb	12.2.1		N/A
org.teiid.connectors	mongodb	12.2.2		N/A
org.teiid.connectors	mongodb	12.3.0		N/A
org.teiid.connectors	mongodb	12.3.1		N/A
org.teiid.connectors	mongodb	12.3.2		N/A
org.teiid.connectors	mongodb	13.0.1		N/A
org.teiid.connectors	mongodb	13.0.2		N/A
org.teiid.connectors	mongodb	13.0.3		N/A
org.teiid.connectors	mongodb	13.1.0		N/A
org.teiid.connectors	mongodb	13.1.1		N/A
org.teiid.connectors	mongodb	13.1.2		N/A
org.teiid.connectors	mongodb	14.0.0		N/A
org.teiid.connectors	mongodb	14.0.1		N/A
org.teiid.connectors	mongodb	14.0.2		N/A
org.teiid.connectors	mongodb	15.0.0		N/A
org.teiid.connectors	mongodb	15.0.1		N/A
org.teiid.connectors	mongodb	15.0.2		N/A
org.teiid.connectors	mongodb	16.0.0		N/A
org.tpolecat	skunk-core_native0.4_2.13	0.4.0		67cd392a57385e0a9edf95850197d7cf602375e6
org.tpolecat	skunk-core_native0.4_2.13	0.4.0-M1		e0f68e61c6927b78c2ae8eeafd5ff61c0a0219c6
org.tpolecat	skunk-core_native0.4_2.13	0.4.0-M2		7f4066007323266850d3f49bbd50672e44e94318
org.tpolecat	skunk-core_native0.4_2.13	0.4.0-M3		5e04fbd9859c7eb9bd4bb6b42554855022962af4
org.tpolecat	skunk-core_native0.4_2.13	0.5.0		af7eca691adc6b24c8550bf75ee003623659749d
org.tpolecat	skunk-core_native0.4_2.13	0.5.1		3cb7825824c45edaa83f8affd864d9cb5644a33f
org.tpolecat	skunk-core_native0.4_2.13	0.6.0		41eef0bc485366379d4f61f507957c95c4b94eb0
org.tpolecat	skunk-core_native0.4_2.13	0.6.0-RC1		4340001e7ca5495ba21bf85db5fd4c157e48863f
org.tpolecat	skunk-core_native0.4_2.13	0.6.0-RC2		571fba6759ede34c52cbd9ac1671b407ad3c0749
org.tpolecat	skunk-core_native0.4_2.13	0.6.1		be309221896e5e7762632c7f05b1f6bfc4888278
org.tpolecat	skunk-core_native0.4_2.13	0.6.2		200c471c720e066e91103bc5c2b9e3cfb709d283
org.tpolecat	skunk-core_native0.4_2.13	0.6.3		3aa70a497507e02de6e1330afd4be81dfd80dc6b
org.tpolecat	skunk-core_native0.4_2.13	0.6.4		4142c15abb707e607b3dbd22fb55d32d0e7abe82
org.tpolecat	skunk-core_native0.4_2.13	1.0.0-M1		e9e5d865c35df82ccec6de0825571fdd3d176340
org.tpolecat	skunk-core_native0.4_2.13	1.0.0-M10		ddec724fb97e684ceeea8e5e796ccc0240cdd285
org.tpolecat	skunk-core_native0.4_2.13	1.0.0-M4		6500ae96623548a9efd033554c5d77f1d709bbff
org.tpolecat	skunk-core_native0.4_2.13	1.0.0-M5		4f7d3e64631b95b5ce5489575de44852ee605b54
org.tpolecat	skunk-core_native0.4_2.13	1.0.0-M6		aa01c772ed86879606a6a13e551ff4bd27025dee
org.tpolecat	skunk-core_native0.4_2.13	1.0.0-M7		5e6c132f28fe39d5faed733865d311bf7d789f40
org.tpolecat	skunk-core_native0.4_2.13	1.0.0-M8		523652dadaef2f109a9af41ef8924a648d437dc7
org.tpolecat	skunk-core_native0.4_2.13	1.0.0-M9		3e3d7b277e50689fb11289cfacda6d9c24d85232
org.tpolecat	skunk-core_native0.4_2.13	1.1.0-M2		07a78c128ee59df4a279542eee384134ec470af5
org.tpolecat	skunk-core_native0.4_2.13	1.1.0-M3		4349a70e66187dd9d614c1af342bdf95f4a0033d
org.vx68k.bitbucket	bitbucket-api-client-cli	5.0-alpha.1		10d630cea1dbf17973a3562b70d167dc0aadab84
org.vx68k.bitbucket	bitbucket-api-client-cli	5.0-alpha.2		5656feb8fa2b50e9a1a6158f60dec315b19455a9
org.vx68k.bitbucket	bitbucket-api-client-cli	5.0-alpha.3		a56b8b563c26459d8d8ff186292104df81d7da0b
org.vx68k.bitbucket	bitbucket-api-client-cli	5.0-alpha.4		f9c656d8d5f022f4a3c601305d6d01d974bbcc85
org.vx68k.bitbucket	bitbucket-api-client-cli	5.0-alpha.5		cddd58129eadd4c75b7b515874240b4eb6293cc7
org.vx68k.bitbucket	bitbucket-api-client-cli	5.0-alpha.6		f87488c86d5098dfc602b014c2cb09374185b0e4
org.vx68k.bitbucket	bitbucket-api-client-cli	5.0-alpha.7		04b736c5d7391140c25ffc8a4b37c45b4284cc9d
org.vx68k.bitbucket	bitbucket-api-client-cli	5.0.0		f5e3c9b5840f013a5fb0054384aed77f799ba7b4
org.webjars.bower	JVFloat	1.1.0		da9f2c14d01bd60c7d7b8c8d51ffb7177bfa6e8e
org.webjars.npm	comunica__bus-rdf-metadata	1.8.0		bcc72188e35ceca7e7ea9eaecc68f27a877a1a69
org.webjars.npm	cytoscape-panzoom	2.2.3		89007a5de0c5faacbc7f0f03ff3d649fced81200
org.webjars.npm	cytoscape-panzoom	2.4.0		2b38c0dcfba3884611d29a36cc5c746ce8969299
org.webjars.npm	cytoscape-panzoom	2.5.3		e7c9f680322902794f31348104b4798dbfe6ccee
org.webjars.npm	exifr	5.0.2		c4ff45b6b5de03b0b381e62552aa0b2d89efc6f7
org.webjars.npm	exifr	5.0.6		e4ddb90b53b4c1e3c5b08238fa9ec6daa33be9fb
org.webjars.npm	exifr	6.3.0		59c961d4598793a7f1e3ef91126d0ce1d553d83a
org.webjars.npm	exifr	7.1.3		5cac5e194eddeedce54cb04ccd5d5bdd9a114417
org.webjars.npm	note-parser	2.0.1		ecaa22b45017b707267c04889df0c5f46d7a22e2
org.webjars.npm	regex-cache	0.4.2		274764d6dd96def624919c5644383cdc981e45af
org.webjars.npm	regex-cache	0.4.4		379c5cc9a42a372380c3987b2a2fec3fc3ee5a98
org.znerd	znerd-oss-parent	2		N/A
org.znerd	znerd-oss-parent	3		N/A
sh.almond	test_2.11	0.1.10		49253127d9d975fe1e2d41a0a7f72e5d45ad16ce
sh.almond	test_2.11	0.1.11		4894cd48abefe2dbdb6b876382af75c8d02a1de2
sh.almond	test_2.11	0.1.12		24e21250927bfcc2362b508ced9add2ad6fa725b
sh.almond	test_2.11	0.2.0		3f94faa680c5e7df696068bf9fd75ab70c3402f2
sh.almond	test_2.11	0.2.1		bd8edaaf69beef3c34ed1b8ec3989830c9af987b
sh.almond	test_2.11	0.2.2		8b78be11e08fd2845e41273b41d690d77692c47b
sh.almond	test_2.11	0.3.0		fbf09a88d3718fa9a172bea3b5df9ec4f30af398
sh.almond	test_2.11	0.3.1		34421c4bbbddcfd65a83ef37f076fe3e7e6af837
sh.almond	test_2.11	0.4.0		228bf460eb57b815daa373131f5b0b64036fcff9
sh.almond	test_2.11	0.5.0		65b2995264a277b31e4ec1bd7d07b6bd2f4a3073
sh.almond	test_2.11	0.6.0		7c94c9f67e9f4e062071adf91ee612aff8d6fba5
