be.yildiz-games	engine-client-addon-parser-xml	2.1.0		363622bc711fc44bf99cea02803cf6aa683ae1a2
com.wizzdi	flexicore-boot-swagger	4.1.1		fefd0d3ecefcdaf19e679866fa85fb6e5b486efd
com.wizzdi	flexicore-boot-swagger	4.1.10		56248669b9b9e6753a6609cc897ff15481e79764
com.wizzdi	flexicore-boot-swagger	4.1.11		57367166b8b297946cd9a25970bcb6a8f3b18d1d
com.wizzdi	flexicore-boot-swagger	4.1.12		d943f9778053002510bcd1227487ad542fd97eaf
com.wizzdi	flexicore-boot-swagger	4.1.13		dd633f2fe4227a16667f6bd2477e5f25cd0d1328
com.wizzdi	flexicore-boot-swagger	4.1.14		c9520dd92a705582f73da3ecb9600af214d2221c
com.wizzdi	flexicore-boot-swagger	4.1.15		c97b6ff3cbaeda44f5b7eed4a320d6dfc730886f
com.wizzdi	flexicore-boot-swagger	4.1.2		5e703a70893a8e2d2b069312ba323d29116d41b9
com.wizzdi	flexicore-boot-swagger	4.1.3		0b956c527bdb5db3872e6620b3f5aeca7586ff8f
com.wizzdi	flexicore-boot-swagger	4.1.4		6d22804ad75f58ae88391875d815eceb7d7e1871
com.wizzdi	flexicore-boot-swagger	4.1.5		f8c24b4c27ae1fcf2692ad10d692f61fdff65d02
com.wizzdi	flexicore-boot-swagger	4.1.6		7f977b0ef4031a90fd1366845ce092d6d5de21e2
com.wizzdi	flexicore-boot-swagger	4.1.7		b3653c8a857cf7684ccb298c319d17ecff54f18e
com.wizzdi	flexicore-boot-swagger	4.1.8		ea97791f5f2127808499281b2e496b35ade2821b
com.wizzdi	flexicore-boot-swagger	4.1.9		e265e546527628f857cf9cf3a46bdde182c894b4
com.wizzdi	flexicore-boot-swagger	5.0.1		51b8ac38c0b0c562deb8ead3e79d00c2a7680ed2
com.wizzdi	flexicore-boot-swagger	5.0.2		41f3a13edbcd692cd60d75a1699bb38be0aa841c
com.wizzdi	flexicore-boot-swagger	5.0.3		c78a5bbd40947fb57d6113abbaa8f327881fde79
com.wizzdi	flexicore-boot-swagger	5.0.4		a01841d9ed1886a8bb0b64a095b2df897efae377
com.wizzdi	flexicore-boot-swagger	5.0.5		31d788c07dd84ca5f0b35e43e1cc8014c69111f8
com.wizzdi	flexicore-boot-swagger	5.0.6		87545fbabff673955e4afbce0f2dc302f3fb38a1
com.wizzdi	flexicore-boot-swagger	5.0.7		5b9605e78d0928a70bc382eef1e57ed3d3db47e8
com.wizzdi	flexicore-boot-swagger	5.0.8		a5ee78901ee28e743983a0c869c6ef0906eec1a0
com.wizzdi	flexicore-boot-swagger	5.0.9		292a1dcc45350fdb68d7c55d3f1a139520c8c6f8
com.wizzdi	flexicore-boot-swagger	6.0.1		e92375797bc05f91bea7e4f116d20deb6863eaa7
com.wizzdi	flexicore-boot-swagger	6.0.2		b263d8d5d4ebae86754fe98ad14967690f089d12
com.wizzdi	flexicore-boot-swagger	6.0.3		9edf77c5b335cf1db823901b1b241fb71581969c
com.wizzdi	flexicore-boot-swagger	6.0.4		975827abd53736b609db3315ca95055a53645156
com.wizzdi	flexicore-boot-swagger	6.1.1		2c2bd3b2259e81a1cd6d9a366a9efd3d1ad8368c
com.wizzdi	flexicore-boot-swagger	6.1.2		35bdd7fd536a0b3308f1f55e4180ce735dfccc64
com.wizzdi	flexicore-boot-swagger	6.1.3		9baeea663c7582ade312bce18a1d2414c598e526
com.wizzdi	flexicore-boot-swagger	6.1.4		9ba5cb2533d1a100ee940bdfee2a44f3626279d7
com.wizzdi	flexicore-boot-swagger	6.1.5		38de114ae076149531029887da841f78964cc359
com.wizzdi	flexicore-boot-swagger	6.1.6		0d96efa751894cbf560bbefb138a5af0b183bf80
com.wizzdi	flexicore-boot-swagger	6.1.7		4dcf058a4baf8df54c0e116d8dd3579c297cb50b
com.wizzdi	flexicore-boot-swagger	7.0.1		bb0ee66aa617ef367f015b26fc0f2e7042261d66
com.wizzdi	flexicore-boot-swagger	7.0.10		d71a38f7333b061c9d5791909518393bfeb0e628
com.wizzdi	flexicore-boot-swagger	7.0.11		eac0252b3fff29908ee380e947f6ac06d7b421b7
com.wizzdi	flexicore-boot-swagger	7.0.12		2db89d15563189e620e05e7357982452ad2d687a
com.wizzdi	flexicore-boot-swagger	7.0.13		c911369847094e2792b0b8272a0c85b6724e26d0
com.wizzdi	flexicore-boot-swagger	7.0.14		927b057b64abe1f1e1c72bf5a0a5704f2df530b8
com.wizzdi	flexicore-boot-swagger	7.0.15		570f7cf9a352bf73f752ef6c93c0a20859bcf8fe
com.wizzdi	flexicore-boot-swagger	7.0.16		a41b5bfc0577bc33b963a68e83768233a20c72ca
com.wizzdi	flexicore-boot-swagger	7.0.17		5ce8253adffcfbedde27272d720c0756dd931d51
com.wizzdi	flexicore-boot-swagger	7.0.2		af65febc450e0fb994ec47d671a5a368742167e3
com.wizzdi	flexicore-boot-swagger	7.0.3		18d20865d927d5dac49def5264a977e35ce1240f
com.wizzdi	flexicore-boot-swagger	7.0.4		2416c4dc32bd202020b08fb1eea9b037626e63c2
com.wizzdi	flexicore-boot-swagger	7.0.5		beb59ca88c77208cba078f56cbc2eedd1a0723ad
com.wizzdi	flexicore-boot-swagger	7.0.6		43bc7effc4b492d149658140b6ead1476e8b3142
com.wizzdi	flexicore-boot-swagger	7.0.7		3e57ca20fefa9d9a7d4cab3b0ffede4643910d1e
com.wizzdi	flexicore-boot-swagger	7.0.8		7ad2047776266abf5f61820abd674537260027ac
com.wizzdi	flexicore-boot-swagger	7.0.9		6a986b619f3e177acaac2ece364dc9372a95464f
de.gwasch.code.escframework	escframework	0.0.1		9a3845fca302485ab098e57cf2e0831d131aeed5
dev.zwander	kmpfile-tvossimulatorarm64	0.4.1		N/A
dev.zwander	kmpfile-tvossimulatorarm64	0.4.1	metadata	97c0e6401df866febffc6e18c9b063e10d7b8033
dev.zwander	kmpfile-tvossimulatorarm64	0.5.0		N/A
dev.zwander	kmpfile-tvossimulatorarm64	0.5.0	metadata	a2426f2d3cf654a12c26dd6efa008aa9252fb6af
dev.zwander	kmpfile-tvossimulatorarm64	0.6.0		N/A
dev.zwander	kmpfile-tvossimulatorarm64	0.6.0	metadata	7fd6eb84a495d457b7652914f377e9447dadbeee
dev.zwander	kmpfile-tvossimulatorarm64	0.6.1		N/A
dev.zwander	kmpfile-tvossimulatorarm64	0.6.1	metadata	debabc957cdb29cd3f1a7ed7e7a7853ee962ccc2
dev.zwander	kmpfile-tvossimulatorarm64	0.6.2		N/A
dev.zwander	kmpfile-tvossimulatorarm64	0.6.2	metadata	c6cc82f66969bced38950e25419b9eed181feace
dev.zwander	kmpfile-tvossimulatorarm64	0.6.3		N/A
dev.zwander	kmpfile-tvossimulatorarm64	0.6.3	metadata	3fe5555a51f8b2c970384ad981fecb4425cfc45e
dev.zwander	kmpfile-tvossimulatorarm64	0.7.0		N/A
dev.zwander	kmpfile-tvossimulatorarm64	0.7.0	metadata	4f0784b924d0d7f7e6eaeaf835c9e79344d07b34
eu.easyrpa	easy-rpa-openframework-email	1.0.0		c13a8ec880f4f83c51717e764d0557fe1dabf1d2
eu.easyrpa	easy-rpa-openframework-email	1.0.1		a08560fb072fd86f92aede5a06052316d1a74561
eu.easyrpa	easy-rpa-openframework-email	1.1.0		3ae35bc2f6d648ae0657c1f80170020c47c65590
eu.easyrpa	easy-rpa-openframework-email	1.1.1		ca36e052c56cf30810695267b32a5453fe9e0ea0
eu.easyrpa	easy-rpa-openframework-email	1.2.0		b27b01827c3a7d627bfb25f822bf3ff1aefa4eb3
eu.easyrpa	easy-rpa-openframework-email	1.3.0		8b5b5dde9b12612de40de57b5e0f84cbba7ea0a5
gr.cite	queue-outbox	1.0.0		431bbc1b6ddda5a7b08e21fc8d43396c1edbd7da
gr.cite	queue-outbox	2.1.0		bf0be572c3a8a603d2eaed60e33d3a502e886941
gr.cite	queue-outbox	2.1.2		6d9ee413bd3f9c0856775fe54d6d1c0e8a4272c7
io.digified	tflite	1.0		N/A
io.floodplain	replication-impl	0.10.0		4f48a26e036cd8d342d4353012187aebb90860f0
io.floodplain	replication-impl	0.10.0	dokka	770ba16766ca74d516e7d819b7c1c87494001703
io.floodplain	replication-impl	0.8.17		4d19266febad20466e2806ce0323bde98e5fae4d
io.floodplain	replication-impl	0.8.24		76a487326549d68a897641af046a9e18cf4ef310
io.floodplain	replication-impl	0.8.26		50d34430b5d39cf853057cba9ea47bf19b5bc104
io.floodplain	replication-impl	0.8.28		4f818192354a7300febe29e560719a1d03ecc762
io.floodplain	replication-impl	0.8.30		2c449c9c37bab64b304d1b783deb5345e8affea4
io.floodplain	replication-impl	0.8.32		ce0dae77023419a908d555a357464baf7b4810fb
io.floodplain	replication-impl	0.8.34		048e74c2852c23715ee64f5c8b0e31be4bbf6110
io.floodplain	replication-impl	0.9.0		2a68e7914018254bb76d9da8cf0306d76a705f69
io.floodplain	replication-impl	0.9.10		d5a698a366ff6c5374e4fac93ba2e4262ea1fa54
io.floodplain	replication-impl	0.9.11		040a200103f116009ffb209c0744d083c3205d72
io.floodplain	replication-impl	0.9.12		4557da839b2ca55f47ac99e88b32fe2a1c6ae252
io.floodplain	replication-impl	0.9.14		73638c83ee29d48aca01dd6fec93e1cb23198a19
io.floodplain	replication-impl	0.9.16		3e95e82228298b131a4c211669c7405a9723e58c
io.floodplain	replication-impl	0.9.17		31e9bfc0ef2208208961239ff0970ad2d9e7e49f
io.floodplain	replication-impl	0.9.18		5ed9e37f49858e12834cc1a3eb3d3337061a72b9
io.floodplain	replication-impl	0.9.19		c64f014323972964fc1d38752709f4fcde121110
io.floodplain	replication-impl	0.9.20		4f9e3bf9dcd5a8c18dbd9d745875d1b033ee2f14
io.floodplain	replication-impl	0.9.24		f9a0cfcd7cbfe4ffa2b0820af4f3be900b700c9a
io.floodplain	replication-impl	0.9.24	dokka	029c028923c5b43fcea7f2dfb64ddbd229c99c2a
io.floodplain	replication-impl	0.9.26		b2b2862f43a1b3fb3182a6a91746af8b64d62e4d
io.floodplain	replication-impl	0.9.26	dokka	f0ecdb8c59bec52787509c569e8eec0c9723f6fc
io.floodplain	replication-impl	0.9.4		2bfbad5f8e505689835c8c65536b324724f9548f
io.floodplain	replication-impl	0.9.5		4a0a38e368f17fa85de540b79b6c5ab902b96397
io.floodplain	replication-impl	0.9.7		be037b51d514d85c49ceb1566cb2c1b2dcded187
io.floodplain	replication-impl	0.9.8		d2df188db09d6fcbc15e4666eb7f184896e87eb1
io.floodplain	replication-impl	1.0.0		61042cdb9f0715e563d7595ece176efe7f764e99
io.floodplain	replication-impl	1.0.0	dokka	5de658fc078450e0c5905df620391a227b08d20b
io.floodplain	replication-impl	1.1.0		121d7a8b06509be03972d2edb83ee294ed0d3164
io.floodplain	replication-impl	1.1.0	dokka	7cbc7ff3d6b481e1aa19175ded4a03dd07813003
io.floodplain	replication-impl	1.10.0		521e7406491dbbc88c756eab3951388decb47109
io.floodplain	replication-impl	1.10.0	dokka	977d7b226796de2bc6c8152328c6fc89784f2e12
io.floodplain	replication-impl	1.10.10		d0e10aa759365db3b89d8e1164729f7b83213791
io.floodplain	replication-impl	1.10.10	dokka	f80763ba0a90e9489b13077902dc266a17727edb
io.floodplain	replication-impl	1.10.11		0f70b8446689f25f04c72eb3268b0d40cc5b41f4
io.floodplain	replication-impl	1.10.11	dokka	ed99b110eff94b291d2e16d41c6ec195b6dd050a
io.floodplain	replication-impl	1.10.2		625e43e70e7ee7fec230e2d3b52f68f9a8c52744
io.floodplain	replication-impl	1.10.2	dokka	2667f9fb0a30c853eb8d52e043cca7ac5a84bd67
io.floodplain	replication-impl	1.10.4		762751a738cb84e562d3d785da0173843039a220
io.floodplain	replication-impl	1.10.4	dokka	95887d3c42aded7c8f117092d9619f76b0e00088
io.floodplain	replication-impl	1.10.6		e6bd0cfd18f6152920a430c99d1d80902594d4b4
io.floodplain	replication-impl	1.10.6	dokka	0df060cad71ab607b0f4047ace82e5074b6cfc90
io.floodplain	replication-impl	1.10.8		a02b0bcda4ead2e47a44d478c2182f0ecacc3fed
io.floodplain	replication-impl	1.10.8	dokka	16c516976206338771b29b67aba407831909297a
io.floodplain	replication-impl	1.11.0		537a6cd55cacefbaba3cd15792c34249655fdf4c
io.floodplain	replication-impl	1.11.0	dokka	e29a61ec7457010fac52c0ba19122862af817bfd
io.floodplain	replication-impl	1.11.2		45f6417cb57faa9efc763ed17f1b80937e1f2d03
io.floodplain	replication-impl	1.11.2	dokka	52b0f9e9a7de111e24a6aff5744c82171bdc182b
io.floodplain	replication-impl	1.11.4		7de6c88310e33050b152de1b4804988830335399
io.floodplain	replication-impl	1.11.4	dokka	f7048e410e63626d6f528b24efda61af928e9aba
io.floodplain	replication-impl	1.11.6		bed73050a077f0b471a2690f3b151864f2db3642
io.floodplain	replication-impl	1.11.6	dokka	5c1f26c4c042d776181c31dd54cc284a0d91f187
io.floodplain	replication-impl	1.12.0		ee88dd4fad02b4c4898a3c7512b583bc3cc54116
io.floodplain	replication-impl	1.12.0	dokka	d0d8466c65acbe0c64833083cef9cfe55040c88b
io.floodplain	replication-impl	1.13.0		07ea7cca1b25a522d20cb324765ef4feefbfb292
io.floodplain	replication-impl	1.13.0	dokka	ac7258e2cdb70a94256822f18ac27f4a2e170b1d
io.floodplain	replication-impl	1.2.0		f58d1ff9d8be4b09243aeb8030e3474ea048264d
io.floodplain	replication-impl	1.2.0	dokka	70f052222940d8afa5d5c40e0f32ea468eb2cc93
io.floodplain	replication-impl	1.3.0		df603dd47ab4c5426e1964cb6fae219eacbcdb3c
io.floodplain	replication-impl	1.3.0	dokka	2130c6549c3398cffeb4d1fd9807fe3b0b8d0e0a
io.floodplain	replication-impl	1.3.1		493d335449a2721ac32bcc77e9d0ebb2e27bd153
io.floodplain	replication-impl	1.3.1	dokka	25b03029aec28b91921aefabae15bc997ba46aa0
io.floodplain	replication-impl	1.3.10		189a560755f4ff3b99f037140f7a2fa5b3b7a2d1
io.floodplain	replication-impl	1.3.10	dokka	526158805fc8cbb4227ee67198aa56f3b5812ef9
io.floodplain	replication-impl	1.3.12		038dc071a2d8ebf5ec7b32af5986d136a9b61eb4
io.floodplain	replication-impl	1.3.12	dokka	58a3632719f6d666564daf55a1a45d99842bce24
io.floodplain	replication-impl	1.3.3		54b3decd969daca71f392420401d135bf202ad78
io.floodplain	replication-impl	1.3.3	dokka	4b17e8a71b6c967991342111a2ad7cc9546da72b
io.floodplain	replication-impl	1.3.5		bd85f30c010f3f39fd3fb050100780a15d23db14
io.floodplain	replication-impl	1.3.5	dokka	ea5d195dfc9aff8a46078a1765a8afbfaae7d542
io.floodplain	replication-impl	1.3.6		2c3b59d8054707024bdaa105fc43b55b95342633
io.floodplain	replication-impl	1.3.6	dokka	611cfc2ce235c566f15aa54aa92521866bcb8264
io.floodplain	replication-impl	1.3.8		6d64558e34bcc81df15073d69e785ba4c12c06a8
io.floodplain	replication-impl	1.3.8	dokka	b9ccdedf399fd25c158a76c59b0f61b4d334ffb0
io.floodplain	replication-impl	1.4		0e19b9097db1fa07360ae3d6ff466975be737f55
io.floodplain	replication-impl	1.4	dokka	af93455615a1fcef6716b5f5f454e2ea513f8f12
io.floodplain	replication-impl	1.4.2		40fc98f6179193b3f039066bf944768fc4bc3ec7
io.floodplain	replication-impl	1.4.2	dokka	91dba12033b1982673105bff370e38ebbfc81af4
io.floodplain	replication-impl	1.4.5		efb558bd43e507e278c4bad5c933091b0194ff87
io.floodplain	replication-impl	1.4.5	dokka	fe10dc1aaaf0ffedeaa64be43fb5f8a355fc6119
io.floodplain	replication-impl	1.4.7		b008f500a6111aab9fade49a7243cba1a076d9f3
io.floodplain	replication-impl	1.4.7	dokka	a1ccf7ef0cb6508b1c24586a5b16fb71322cb724
io.floodplain	replication-impl	1.5.0		ba19ce6e196f050a24598a74fa5d0b74ad08c784
io.floodplain	replication-impl	1.5.0	dokka	01884402cce485de1b3c0ca578bad72861b58909
io.floodplain	replication-impl	1.5.10		a5fcfff73189144d5a9f3f7a9e17b27adc6f4489
io.floodplain	replication-impl	1.5.10	dokka	d7318dfc7cc859ec25d26225fbfdc7f67430e0b9
io.floodplain	replication-impl	1.5.12		4ff93a26fafd66296770dbc9f4c4bb97f94b796f
io.floodplain	replication-impl	1.5.12	dokka	72efa8f64e95519811f935787f91ed47eebe3002
io.floodplain	replication-impl	1.5.14		fad20902a8787cd374d1c3ebf36de8870cd204f9
io.floodplain	replication-impl	1.5.14	dokka	a1cbba60291bdee4f2b05a0ae745d03b07d5fdaa
io.floodplain	replication-impl	1.5.16		bc8d17e149641cda23320c458ac1f1cfa3d420b5
io.floodplain	replication-impl	1.5.16	dokka	9e1523f84725dadeb7f56546ed4877646d137a1b
io.floodplain	replication-impl	1.5.18		6f5f67368214653fb6b3d9fa6bed0c0378a7c7f8
io.floodplain	replication-impl	1.5.18	dokka	cc42d2a824621fc5d9f2e72a47bc2870fd7a6300
io.floodplain	replication-impl	1.5.2		d8bf38ac6bcd4c42d1602e120d40ed03676b675f
io.floodplain	replication-impl	1.5.2	dokka	0ed0a9fcd7453c1bc62ff39679998ff0fb41b209
io.floodplain	replication-impl	1.5.20		de501775f81facf7fecb518d8cfede588578088e
io.floodplain	replication-impl	1.5.20	dokka	bed1791c91a2b66b915af785d9d1c13212fd9f72
io.floodplain	replication-impl	1.5.5		34dc5c5d8b7ec8acc03a30a7029e379b9899e2bc
io.floodplain	replication-impl	1.5.5	dokka	fe97da4cdffc8ce5ebccef2a7182cdcfef284399
io.floodplain	replication-impl	1.5.6		82830c0ece3afbff89b6631494d95f6a3cde313c
io.floodplain	replication-impl	1.5.6	dokka	4333f3d92466672a5f1f5408c3192fa1228068e2
io.floodplain	replication-impl	1.5.8		4702bc1adc2fbad70e7d2bd97f7cc08e8404ddc2
io.floodplain	replication-impl	1.5.8	dokka	387332c135b7dc83b655d2059c2cbbf12e84f030
io.floodplain	replication-impl	1.6.0		6aed11a7e9fe650a72d6b9f5a1b5d6e17a5c3e48
io.floodplain	replication-impl	1.6.0	dokka	f8566595b9d4f5c2faccd525af386bfefbd3dbcc
io.floodplain	replication-impl	1.6.2		2c9f927b7a29ba2e7c39593fec0282612491cb46
io.floodplain	replication-impl	1.6.2	dokka	aad6ebeba7c7007d126d59dfe88e6d99c2f4b53b
io.floodplain	replication-impl	1.6.3		025628b7cc481d272a2c21a51d37b3a8aa35374b
io.floodplain	replication-impl	1.6.3	dokka	3c5daf14b37c4f1b2ba9a0066b7d8eb31638ff5a
io.floodplain	replication-impl	1.6.5		f7ffe768a3b9e5dd943285b84e3db365d0afcc41
io.floodplain	replication-impl	1.6.5	dokka	8b9b5b7e4febec693c21d472e22c2269c3192cfb
io.floodplain	replication-impl	1.6.7		b8b8aacfb305192dd28c456b2f967c0922b604bb
io.floodplain	replication-impl	1.6.7	dokka	4b298a96cd7ee01877c3e6d4bc90fcfc4d536d86
io.floodplain	replication-impl	1.6.9		eed1f222b0009d01e4da7f73331779e1cb6b63f5
io.floodplain	replication-impl	1.6.9	dokka	6742b8d999159fbb0de2fcd7e7ad5ffd252c75c8
io.floodplain	replication-impl	1.8.0		173386e7aec09f41e66550cffc99a68019bbb786
io.floodplain	replication-impl	1.8.0	dokka	ba1f664199730a291a24ae4ce2d48d2b5fe67752
io.floodplain	replication-impl	1.8.2		f87c4b1f0c91b05a749c8a0320a4566e9c5666b3
io.floodplain	replication-impl	1.8.2	dokka	fe0cf9c0942563969d21afcb9a289779d51c8754
io.floodplain	replication-impl	1.9.0		aef251725fea36010fe4c9d39debdd652794e9f0
io.floodplain	replication-impl	1.9.0	dokka	fd12b574844395233cecde5c3a89a17712d6bf3f
io.floodplain	replication-impl	1.9.2		e07e81e265a49cb6e4046c7b2ec4d5551b18a2f8
io.floodplain	replication-impl	1.9.2	dokka	92e926eac7259bfbbc9475234cc173c4c89bac1e
io.floodplain	replication-impl	1.9.4		7f9f34980545972c2c26a04c813904fadffb32f7
io.floodplain	replication-impl	1.9.4	dokka	7733b4caa2903c0b5392ad2e355f61cd35bd06a5
io.floodplain	replication-impl	1.9.6		6a87212bd0aba69e0f0b711ad5391d907cad1b1a
io.floodplain	replication-impl	1.9.6	dokka	3bb7627a4add38146349fc8d2775735514c8ba48
io.github.animatedledstrip	animatedledstrip-client	0.1		34ed7f8a7b430061b2b6d044ac6d6821bf249f05
io.github.animatedledstrip	animatedledstrip-client	0.2		5be5046b60e57dbd2d52b2e850917922f8f0bcf9
io.github.animatedledstrip	animatedledstrip-client	0.3		33fe3d3a84e833b90af368a9db4627acf5e8273b
io.github.animatedledstrip	animatedledstrip-client	0.3-alpha		fe0b369d0f2906618882ae484eb3171de3600cd3
io.github.animatedledstrip	animatedledstrip-client	0.4		b8d4badcdbc6f05b718d7ea71d98be04ac5f54d8
io.github.animatedledstrip	animatedledstrip-client	0.5		ee27e2bedf0ac5d817377b012121e4eae87e025d
io.github.animatedledstrip	animatedledstrip-client	0.6		937f74b5f46999be8713c08d7095d5334586df3c
io.github.animatedledstrip	animatedledstrip-client	0.7		d17fc9e539cfe6c0c8d9cb85e7c09367095909b9
io.github.animatedledstrip	animatedledstrip-client	1.0.1		d1b7666f2813afabfd4f871e6245b192700faa06
io.github.copper-leaf	ballast-firebase-analytics-iosx64	0.13.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	0.13.0	metadata	88dff640e3e237360e9ef33af081031524942eeb
io.github.copper-leaf	ballast-firebase-analytics-iosx64	0.13.1		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	0.13.1	metadata	ebbaebae8fd7da4eab2702125a1f8c2f27dc5d9e
io.github.copper-leaf	ballast-firebase-analytics-iosx64	0.14.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	0.14.0	metadata	98cc98f750721850ccb32896afc600dadc8eb512
io.github.copper-leaf	ballast-firebase-analytics-iosx64	0.15.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	0.15.0	metadata	393f1098f93f21951843ce15a0e9073fa1a50986
io.github.copper-leaf	ballast-firebase-analytics-iosx64	0.15.1		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	0.15.1	metadata	c594b73d5de22b92c6bdf418025d9572edb2c9a3
io.github.copper-leaf	ballast-firebase-analytics-iosx64	1.0.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	1.0.0	metadata	2c3ecd0321f602606bf3a67f9fe447b434f2b65a
io.github.copper-leaf	ballast-firebase-analytics-iosx64	1.1.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	1.1.0	metadata	0f15118baadea8d3b253b0fa599db87e3cdb91d1
io.github.copper-leaf	ballast-firebase-analytics-iosx64	1.2.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	1.2.0	metadata	fc156b6779347a7d550446164288807ccec1ed0f
io.github.copper-leaf	ballast-firebase-analytics-iosx64	1.2.1		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	1.2.1	metadata	fc3b236fdef441892bfe5d7cc5d872b48de3a2bb
io.github.copper-leaf	ballast-firebase-analytics-iosx64	1.3.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	1.3.0	metadata	2c6d0b6acd991e191afad24471a6ad92e4a00dea
io.github.copper-leaf	ballast-firebase-analytics-iosx64	2.0.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	2.0.0	metadata	0d04ec1c7747e74f3c24e54332aee2711687fb1f
io.github.copper-leaf	ballast-firebase-analytics-iosx64	2.0.1		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	2.0.1	metadata	e872c353633c3c422ec9f06bb511ef094c37d8e6
io.github.copper-leaf	ballast-firebase-analytics-iosx64	2.1.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	2.1.0	metadata	c09e1db720ad63ecbb68222064ac561b688bcef1
io.github.copper-leaf	ballast-firebase-analytics-iosx64	2.2.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	2.2.0	metadata	2762283b7230cfb1a2488a8b5884bc787709eff1
io.github.copper-leaf	ballast-firebase-analytics-iosx64	2.3.0		N/A
io.github.copper-leaf	ballast-firebase-analytics-iosx64	2.3.0	metadata	414e40e1151123fae407476e4c483444781dc4b9
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.2.2		6ef4ee4bc6f4bf180893c1fea0d011357ccd654a
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.2.3		6bafbf7880383346a4899d462e2531bc839cd0b8
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.3.0		b60773afe517d83559387ed77da40a6e69a80ebc
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.4.0		3e1ee7c01ea7225cebe24cf13ccab5b5bc3aae1b
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.4.4		df7ecea20b75c1ffe2522707737ce09695d0a362
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.5.0		8d96510b52176c2f834ba151167eafa87360b0c3
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.5.1		a0c82611b95a7c03701c74805b5515815fff0973
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.6.0		17d95da5d310938845730a48978cf78a5bb4e1a4
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.6.1		980f04553219e935f1b9315335168b7f0e3e8ffd
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.6.2		25922b3dbbf04cb0b8c45b6cf654c2f018bcbdf5
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.6.3		6b229317c61cf2b0a1bcc2ce84362cf47669496a
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.7.0		880d8d2631fefb086575c59763be212a7f177e06
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.7.1		7cca2a28bb34847c042387203bcf2b3aebfbaeb5
io.github.play-swagger	sbt-play-swagger_2.12_1.0	1.7.3		47b33e45dc57d787a15ac4830fc3392db5b73e69
io.github.play-swagger	sbt-play-swagger_2.12_1.0	2.0.0		a85001fd8fa1522151282db323c71ad2b384bad5
io.github.play-swagger	sbt-play-swagger_2.12_1.0	2.0.1		b4d66bd7341024d8a0b419214e1577faa2643728
io.github.play-swagger	sbt-play-swagger_2.12_1.0	2.0.2		f1a986ed850d906c38841938bec925d4c2cf4fba
io.github.play-swagger	sbt-play-swagger_2.12_1.0	2.0.3		9f9ec385fa6a5a2c3caab3ef6e8a4c097e3b686f
io.github.play-swagger	sbt-play-swagger_2.12_1.0	2.0.4		d983a9109865ea90764b8bd26b6b3b0e8efeb30b
io.github.qdsfdhvh	material3-iosarm64	1.0.1		N/A
io.github.qdsfdhvh	material3-iosarm64	1.0.1	metadata	f10e1af5267eb3bb284b334d00f9f10f2cd65f49
io.github.qdsfdhvh	material3-iosarm64	1.0.3		N/A
io.github.qdsfdhvh	material3-iosarm64	1.0.3	metadata	bf07fa98cd5e5eb4dfb316642db765143f3efc09
io.github.qdsfdhvh	material3-iosarm64	1.0.4		N/A
io.github.qdsfdhvh	material3-iosarm64	1.0.4	metadata	0d755b38853fa49b641cda8c645fb6bb2efecb16
io.github.qdsfdhvh	material3-iosarm64	1.0.5		N/A
io.github.qdsfdhvh	material3-iosarm64	1.0.5	metadata	4f2fb0c933a6a58cbcee25f72adcb90645ac6398
io.github.qdsfdhvh	material3-iosarm64	1.0.6		N/A
io.github.qdsfdhvh	material3-iosarm64	1.0.6	metadata	88d01a908883a42059e359e4f3454c71cb77f3a9
io.github.qdsfdhvh	material3-iosarm64	1.0.7		N/A
io.github.qdsfdhvh	material3-iosarm64	1.0.7	metadata	771ffab7a110415bdc7ce1127c1c0257b7851f64
io.github.qdsfdhvh	material3-iosarm64	1.0.8		N/A
