br.com.zup.beagle	beagle-yoga-layout	1.19.0		N/A
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.33.4-alpha		3466c84644ddd5654dbf73f57a9d5ccd30ea168e
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.33.5-alpha		652c78153ad620f14f8c9fdf0530fef0c7e1a45f
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.33.6-alpha		2ed22804175e5f54c1516e90cb8431de1c61fd7a
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.7.0-alpha		e58e3430b4d5d012020e6f155c311a642a6d1f85
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.7.1-alpha		6b03224dc69068c8a94f93c5fb01ce8bda4d5b60
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.7.2-alpha		3669ecaff58b4a585ce792b6d32e0ea70cb24805
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.8.0-alpha		3cfeedb229b799c53e9138bb1c7d82f91b66fd53
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.9.0-alpha		302b5113f520d66ab4ed8e9e11ac88ef4c75e792
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.9.1-alpha		f514ce75877de52b5f65c1697fe685909816efe9
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.9.2-alpha		0eb0f82dd5e1b35214bbf1ceb5cb343bf4d28dbb
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.0.0-alpha		5a473dbc2e687ee0d4389d0a30bd3cd8e8be61b0
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.1.0-alpha		74057a1f52d880a46e5c416e18bc521280acb6ec
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.10.0-alpha		8200d2bd4d0d6248456e10933e883e1c8e47f739
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.11.0-alpha		d663c1849ad35a915e1f52e554b18562213b3270
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.12.0-alpha		bd04a5fe17d6babeaff83cd0982c2bca12aebc43
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.13.0-alpha		1d30a6508b6542b3d31400add67739c2d38a6cc9
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.13.1-alpha		af8cf33e97f2bcd32b72351ee134d7b913c089f8
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.13.2-alpha		59e4c68356393fad33978f41ec9482206d40a025
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.13.3-alpha		cc3deb01f01c5937f6c283324fca67a335804713
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.14.0-alpha		c342dc7c756c13e1ea20844ea73999d772013f6d
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.15.0-alpha		6a1390bf1e34123768593a72b7d18df7d13467c7
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.2.0-alpha		dddce9654e87b4b3eb06c50db5c95a526ad88e3d
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.3.0-alpha		2628c663746eb8fd9f52526b6a83dedb0dcb1a90
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.4.0-alpha		13f2d075840e372734b77308cba6017ae77bf8ee
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.5.0-alpha		b543aade938aadb9db349c3f93153b291e762011
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.6.0-alpha		6ac9b0578f8972b0177acba3b385c0b6d477bab0
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.7.0-alpha		324a5e008746d5a8997e09e584a3bc9adb6a9b65
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.8.0-alpha		98afd221f9dbf5adfb54585e103adf01ff98410d
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	2.9.0-alpha		7232ed5846728f93599c482f85e273e5e7c23774
io.qtjambi	qtjambi-webenginecore-native-linux-arm64	6.7.3		cf2b97a3b3d5d28a3ebcf231d55ae0cbc2b93866
net.exoego	aws-sdk-scalajs-facade-dax_sjs0.6_2.12	0.24.0-v2-473-0		13d4f6c0b19d49730b0f9ca178dafc243590cc7e
net.exoego	aws-sdk-scalajs-facade-dax_sjs0.6_2.12	0.24.1-v2-473-0		41e405e3b3029590cca865f88fe0087231c56c91
net.exoego	aws-sdk-scalajs-facade-dax_sjs0.6_2.12	0.24.2-v2-437-0		33026c1614de6d29bf17d146213588599350ce30
net.exoego	aws-sdk-scalajs-facade-dax_sjs0.6_2.12	0.25.0-v2-518-0		6d160250a882c6ce062931beb1e1914fb79d0254
net.exoego	aws-sdk-scalajs-facade-dax_sjs0.6_2.12	0.26.0-v2.524.0		29173f69942dcb56cc13245f269931059daf9024
net.exoego	aws-sdk-scalajs-facade-dax_sjs0.6_2.12	0.26.1-v2-524.0		af87575401458156df10a7b4eee8a0f087322e62
net.exoego	aws-sdk-scalajs-facade-dax_sjs0.6_2.12	0.26.1-v2.524.0		775c66a1d9be051c1a5d4714510e06aa8daf3e62
net.exoego	aws-sdk-scalajs-facade-dax_sjs0.6_2.12	0.27.0-v2.571.0		48e7062a64ee475f83bf7fa725365ae120dff27b
net.exoego	aws-sdk-scalajs-facade-dax_sjs0.6_2.12	0.28.0-v2.596.0		e221d00f80659e3471219bc10b91f939ba83139f
net.exoego	aws-sdk-scalajs-facade-dax_sjs0.6_2.12	0.29.0-v2.624.0		1d9ea7f748316e52edcf40d0eb94d0b9fb80f007
net.exoego	aws-sdk-scalajs-facade-dax_sjs0.6_2.12	0.30.0-v2.715.0		d8c3285d100e52e89284b37ec37578e9bcc7543f
net.exoego	aws-sdk-scalajs-facade-neptune_sjs0.6_2.12	0.24.0-v2-473-0		6ce94ac4e7fb26bfd8a39f0150259493c1bc760a
net.exoego	aws-sdk-scalajs-facade-neptune_sjs0.6_2.12	0.24.1-v2-473-0		d8fbf2379c702cb9a0422f69c103bb8317c150a1
net.exoego	aws-sdk-scalajs-facade-neptune_sjs0.6_2.12	0.24.2-v2-437-0		f6e32edc23d9d15efe866bc5b9f05f9cf4bf59a3
net.exoego	aws-sdk-scalajs-facade-neptune_sjs0.6_2.12	0.25.0-v2-518-0		364cc44439fcad23d26ee749d3da3f01a9005dbe
net.exoego	aws-sdk-scalajs-facade-neptune_sjs0.6_2.12	0.26.0-v2.524.0		9045a2e2608150aa44f738e48afe3d4fc7919696
net.exoego	aws-sdk-scalajs-facade-neptune_sjs0.6_2.12	0.26.1-v2-524.0		72ffc86c56d223261f5fc64e74241e096bab37cd
net.exoego	aws-sdk-scalajs-facade-neptune_sjs0.6_2.12	0.26.1-v2.524.0		175ee7bccc00d46ddc2c7177f28063ed382bde74
net.exoego	aws-sdk-scalajs-facade-neptune_sjs0.6_2.12	0.27.0-v2.571.0		6f01a09a3b5e146bfde494973110707dc7905bae
net.exoego	aws-sdk-scalajs-facade-neptune_sjs0.6_2.12	0.28.0-v2.596.0		0bb0ae342b310810bce28862a2f37c04e03c2356
net.exoego	aws-sdk-scalajs-facade-neptune_sjs0.6_2.12	0.29.0-v2.624.0		376128ae9e5f62d025f04e2131edad753e70d0d1
net.exoego	aws-sdk-scalajs-facade-neptune_sjs0.6_2.12	0.30.0-v2.715.0		fdd0e41c9f429c521feb698cb5691c355d73ae7f
org.apache.openwebbeans.samples	ejb-sample	1.0.0		N/A
org.apache.openwebbeans.samples	ejb-sample	1.0.0-M4		N/A
org.apache.openwebbeans.samples	ejb-sample	1.0.0-alpha-1		N/A
org.apache.openwebbeans.samples	ejb-sample	1.0.0-alpha-2		N/A
org.apache.openwebbeans.samples	ejb-sample	1.1.0		N/A
org.apereo.cas	cas-server-support-thymeleaf	6.2.0		066a9a263b4769a6340e74afc5a8919db024f3d2
org.apereo.cas	cas-server-support-thymeleaf	6.2.0	resources	32d3c1b7517618af6aa1bbb64708ae32a1b7c90f
org.apereo.cas	cas-server-support-thymeleaf	6.2.0-RC3		0aba1e2b8989bbdb2176ad7501f5eb7b60dd8ea7
org.apereo.cas	cas-server-support-thymeleaf	6.2.0-RC3	resources	9af23b6914991c15cf34441b07777bd4058637ef
org.apereo.cas	cas-server-support-thymeleaf	6.2.0-RC4		844ec5d262a911fcbbd401cd3d4d5dbcb176e4f9
org.apereo.cas	cas-server-support-thymeleaf	6.2.0-RC4	resources	f3c59417283b9757effbb07e547fe76bc267d79f
org.apereo.cas	cas-server-support-thymeleaf	6.2.0-RC5		6bc8903c9517c7c89a878684bd85397ac437b5eb
org.apereo.cas	cas-server-support-thymeleaf	6.2.0-RC5	resources	cde8bf79476d6236da347e56970bbe44d96f4ed1
org.apereo.cas	cas-server-support-thymeleaf	6.2.1		112cddeae81d6545e9c15f27021318ff7523d86b
org.apereo.cas	cas-server-support-thymeleaf	6.2.1	resources	58a513726666880dfa9e9a02126dcf14b39dc407
org.apereo.cas	cas-server-support-thymeleaf	6.2.2		bcd0a73abe87d87829801849af38b48ed8432772
org.apereo.cas	cas-server-support-thymeleaf	6.2.2	resources	fde38a7b938f3e6373128ff8dd04519ee66c9d8d
org.apereo.cas	cas-server-support-thymeleaf	6.2.3		6dadb70b384890346cb9dcda33407091c6f4b8af
org.apereo.cas	cas-server-support-thymeleaf	6.2.3	resources	85346878857738763eef49d69d8c6bb8148be10e
org.apereo.cas	cas-server-support-thymeleaf	6.2.4		9d470f3c7fe2881bf3eea792cae2f00bdd831d8a
org.apereo.cas	cas-server-support-thymeleaf	6.2.4	resources	8e1102d836f984903b8caa71298df6e8b9923349
org.apereo.cas	cas-server-support-thymeleaf	6.2.5		9e236213528f3c9d702f319afb3de61f69ee34ee
org.apereo.cas	cas-server-support-thymeleaf	6.2.5	resources	21169ef59cd97ab6c2c7838bc6f5b3c2201a4e26
org.apereo.cas	cas-server-support-thymeleaf	6.2.6		31570b20f2e626e6d0c0198424ee8b03a9615dc8
org.apereo.cas	cas-server-support-thymeleaf	6.2.6	resources	1ddfc7ec0229c503b154b4506d5afbba90248a78
org.apereo.cas	cas-server-support-thymeleaf	6.2.7		5b30c84a4d730d3dd62b5ba6605f7a2de9701f61
org.apereo.cas	cas-server-support-thymeleaf	6.2.7	resources	20d464c79d7a0cdc44355d8f32d3956b0f9cace3
org.apereo.cas	cas-server-support-thymeleaf	6.2.8		42f303aa62de5ac6b863ffe48fa125ce5120b816
org.apereo.cas	cas-server-support-thymeleaf	6.2.8	resources	31fa9090348ee3c56743c4ee9d86a2eee5601e9c
org.apereo.cas	cas-server-support-thymeleaf	6.3.0		1a7bb10c3c086ea3899164091ac1b054974d8684
org.apereo.cas	cas-server-support-thymeleaf	6.3.0	resources	b0d9d802a0d8f8c488206e5b92ef5ad85a75b9c0
org.apereo.cas	cas-server-support-thymeleaf	6.3.0-RC1		a04e945d19d5701fcf38922edb40234c1160f5d7
org.apereo.cas	cas-server-support-thymeleaf	6.3.0-RC1	resources	720ec450b1f0454f93a7d33f37665b4c58fbe989
org.apereo.cas	cas-server-support-thymeleaf	6.3.0-RC2		2d88329f8d69fa7125d8876f5761c2d4984b29e7
org.apereo.cas	cas-server-support-thymeleaf	6.3.0-RC2	resources	23a409772a2495d8f96ad46d469168c7bd42ed03
org.apereo.cas	cas-server-support-thymeleaf	6.3.0-RC3		49845c300d2611ed47f238e6b995da477710270b
org.apereo.cas	cas-server-support-thymeleaf	6.3.0-RC3	resources	2fe236d76ee5f7fd00b1c5b879ea9e2dc036b649
org.apereo.cas	cas-server-support-thymeleaf	6.3.0-RC4		75762732b444b3d62ae53d7d719788fc60d8e14b
org.apereo.cas	cas-server-support-thymeleaf	6.3.0-RC4	resources	f3987aa66a4e50fa406a50a14be87249f16bb419
org.apereo.cas	cas-server-support-thymeleaf	6.3.0-RC5		82d3dd66a6daa59023aa95c5698e8bb779c2a408
org.apereo.cas	cas-server-support-thymeleaf	6.3.0-RC5	resources	0c7566371197948cdb6a3bf39e79dc56796d2f50
org.apereo.cas	cas-server-support-thymeleaf	6.3.1		a18ad9a2601bf71b938dcd7f52b3c1963e737816
org.apereo.cas	cas-server-support-thymeleaf	6.3.1	resources	faff9cd81a0d5402fe841d825ab6dd704a594182
org.apereo.cas	cas-server-support-thymeleaf	6.3.2		88e807605fe7703114f2d55eff22666e777dd734
org.apereo.cas	cas-server-support-thymeleaf	6.3.2	resources	eab216ff8bef2a3aa53b9c375632686cfb21fa32
org.apereo.cas	cas-server-support-thymeleaf	6.3.3		351f18f8a898435ced80f536b52d61c40feba0eb
org.apereo.cas	cas-server-support-thymeleaf	6.3.3	resources	00fe2b36fd3ebfc6d169effc08eb129b800d82bc
org.apereo.cas	cas-server-support-thymeleaf	6.3.4		f41951b5e9833373be13101a7effa669844c919b
org.apereo.cas	cas-server-support-thymeleaf	6.3.4	resources	19044f4d50cc3087a60f878f5cceffd6f83ba8ce
org.apereo.cas	cas-server-support-thymeleaf	6.3.5		5d264346ee542097f8b28f97728f35c4ae385dd2
org.apereo.cas	cas-server-support-thymeleaf	6.3.5	resources	8f51206292dac1c7446636f262d5bb6177192cf8
org.apereo.cas	cas-server-support-thymeleaf	6.3.6		e68b0480e1b16a980bae86eb233c0549c2593629
org.apereo.cas	cas-server-support-thymeleaf	6.3.6	resources	29b7551d28fbb8710206a9fe990d4dbc3650fc9d
org.apereo.cas	cas-server-support-thymeleaf	6.3.7		cce6d4cc485f01cc0eeb938bcd89c138a34e207e
org.apereo.cas	cas-server-support-thymeleaf	6.3.7	resources	51abe5c425dee8c73fd9c4fd721e4a7217f6352c
org.apereo.cas	cas-server-support-thymeleaf	6.3.7.1		45f45b804dd5c9523ecb824bb7cd9e0c8646cbef
org.apereo.cas	cas-server-support-thymeleaf	6.3.7.1	resources	dbc3d2aae2df4217f685f6c94a4963a02da78f94
org.apereo.cas	cas-server-support-thymeleaf	6.3.7.2		0e5d369606034a754d2b9b378d51b3fee49573c6
org.apereo.cas	cas-server-support-thymeleaf	6.3.7.2	resources	a0b498615726eefebb904993c309a5824e94713f
org.apereo.cas	cas-server-support-thymeleaf	6.3.7.3		9dcfb841369b2bb1921f10898f6f97e3c7d2b6a1
org.apereo.cas	cas-server-support-thymeleaf	6.3.7.3	resources	37b24f32d2f13e1e9cddfa95afdfca0065bbc5e5
org.apereo.cas	cas-server-support-thymeleaf	6.3.7.4		ebe1ac2bdc96ba1212d3b2905f21c6137ac7e7d0
org.apereo.cas	cas-server-support-thymeleaf	6.3.7.4	resources	1c36644a3a153ab007e560c67ab3393984e9efc8
org.apereo.cas	cas-server-support-thymeleaf	6.4.0		46aaf8215c491f7bd6da512a2d8ae234ea90e009
org.apereo.cas	cas-server-support-thymeleaf	6.4.0	resources	ad49fa74cf6dde522a2b9811df2da85ecbebab86
org.apereo.cas	cas-server-support-thymeleaf	6.4.0-RC1		9b76c65285dd3a35a3b5b86f3f7cc205b5627acd
org.apereo.cas	cas-server-support-thymeleaf	6.4.0-RC1	resources	1a6dcb5f2f049b2f3117e6e96929f16f30e02d01
org.apereo.cas	cas-server-support-thymeleaf	6.4.0-RC2		8319b9846f62460e705bbe70c51775f929a74acc
org.apereo.cas	cas-server-support-thymeleaf	6.4.0-RC2	resources	d0a23ef6850a19741be3e1657ec0416322e07f53
org.apereo.cas	cas-server-support-thymeleaf	6.4.0-RC3		febbb27f5779e6bd2bcb7efbe55881237df46198
org.apereo.cas	cas-server-support-thymeleaf	6.4.0-RC3	resources	e1dadf4d48b7a8337f90faac07ced2d7a04f3d3d
org.apereo.cas	cas-server-support-thymeleaf	6.4.0-RC4		c56e33f802d8645d21a75306bf83e9fa13ba450b
org.apereo.cas	cas-server-support-thymeleaf	6.4.0-RC4	resources	21a2feb9e8b3e0720943c8a9fb60b4c9800a21d4
org.apereo.cas	cas-server-support-thymeleaf	6.4.0-RC5		84f4194c3c553c90003277923938d5d970bfac74
org.apereo.cas	cas-server-support-thymeleaf	6.4.0-RC5	resources	e41c2b1b908e1b2c56b7a128d6cf21d3ce1fb127
org.apereo.cas	cas-server-support-thymeleaf	6.4.0-RC6		72611e1055e4f270150d0f2498962573a4057d40
org.apereo.cas	cas-server-support-thymeleaf	6.4.0-RC6	resources	154af9d22dfc0a076de8544582a24fa29c6fd492
org.apereo.cas	cas-server-support-thymeleaf	6.4.1		1e6a7e23898615cb97f2fc1533604de81b381f98
org.apereo.cas	cas-server-support-thymeleaf	6.4.1	resources	b91af7bfac90efb7f495ae2b96d2a8f97a74e7f0
org.apereo.cas	cas-server-support-thymeleaf	6.4.2		4aaa3b867450360933858d6f5ec4076f66ebe7bb
org.apereo.cas	cas-server-support-thymeleaf	6.4.2	resources	079eba9cf81b7e292780295857f7a1828fdcac92
org.apereo.cas	cas-server-support-thymeleaf	6.4.3		64a35adafe2608e708918d61c6304c1ebe8e5739
org.apereo.cas	cas-server-support-thymeleaf	6.4.3	resources	1d60a02a3f74562d8a720c696af55e4abf004ad8
org.apereo.cas	cas-server-support-thymeleaf	6.4.4		ea7120037890ef39f39ec5abba3f69a70dbc8124
org.apereo.cas	cas-server-support-thymeleaf	6.4.4	resources	e99e438221c04943c142b89e3bfe48ca76888ed3
org.apereo.cas	cas-server-support-thymeleaf	6.4.4.1		ef2d9ee4a04649c1f9f44f6f59786311db8cd807
org.apereo.cas	cas-server-support-thymeleaf	6.4.4.1	resources	a3b34e86d6631b96f310c4dd50ab5d53832dd9fa
org.apereo.cas	cas-server-support-thymeleaf	6.4.4.2		10dbb78d90a33554cdc72ed65baf32bdb3b40153
org.apereo.cas	cas-server-support-thymeleaf	6.4.4.2	resources	303ae742af2f01bd0baa8ae35d6d4ed4d767c1d3
org.apereo.cas	cas-server-support-thymeleaf	6.4.5		7b346af7715f804db076732a79c57884cc737ee8
org.apereo.cas	cas-server-support-thymeleaf	6.4.5	resources	000b067064a00c46192eecbe86749b392b29795a
org.apereo.cas	cas-server-support-thymeleaf	6.4.6		43430f9ecd159fe716dbb8d3707bf3be9fdde975
org.apereo.cas	cas-server-support-thymeleaf	6.4.6	resources	74ff59a507949a4785d58331e96f708627928e8e
org.apereo.cas	cas-server-support-thymeleaf	6.4.6.1		00e3bdbdd9fe32c6151f8125346db120645e245e
org.apereo.cas	cas-server-support-thymeleaf	6.4.6.1	resources	d11a638604c556cb40f590c9c5b1c1a8580a3343
org.apereo.cas	cas-server-support-thymeleaf	6.4.6.2		e06229a5879b53392f5038c173f4fabddae0497b
org.apereo.cas	cas-server-support-thymeleaf	6.4.6.2	resources	d17f9b27de4e69491cccfbd040d00ae8294e6697
org.apereo.cas	cas-server-support-thymeleaf	6.4.6.3		f87f81dbd27e96ce63cd2d8e6d2a52e60e1da785
org.apereo.cas	cas-server-support-thymeleaf	6.4.6.3	resources	71345afde63bfcbbe4d4499bfcbfbf755c4d1d93
org.apereo.cas	cas-server-support-thymeleaf	6.4.6.4		a4a0941f7969c3f6a05c92307b05ce8b0903817d
org.apereo.cas	cas-server-support-thymeleaf	6.4.6.4	resources	befc81635b66fc8b93bdb5ac23a51ba4ae690097
org.apereo.cas	cas-server-support-thymeleaf	6.4.6.5		c46b3aa0d22c948fcf58d11a8783ff7529db24d3
org.apereo.cas	cas-server-support-thymeleaf	6.4.6.5	resources	f67f5e3e736a5810d9520465a77502489c2a5d3b
org.apereo.cas	cas-server-support-thymeleaf	6.4.6.6		619968b702a78bf221c8529caeda0049b368c8af
org.apereo.cas	cas-server-support-thymeleaf	6.4.6.6	resources	9cbc145a8ea6f649bb3aedcd36fc178d661af7ff
org.apereo.cas	cas-server-support-thymeleaf	6.5.0		cc08b7b5f566479b395187ed3930c86157f5045d
org.apereo.cas	cas-server-support-thymeleaf	6.5.0	resources	f2f95da2c2fad649ff26351d521806fab22a4274
org.apereo.cas	cas-server-support-thymeleaf	6.5.0-RC1		4d7489a0983834eeffdabc0b451b37924c6fc30d
org.apereo.cas	cas-server-support-thymeleaf	6.5.0-RC1	resources	9174cf19fcd4616942b65f27894492f9d3dfa4e4
org.apereo.cas	cas-server-support-thymeleaf	6.5.0-RC2		1e6bd9dbbb287f0c032a299ef4fb674d32156a99
org.apereo.cas	cas-server-support-thymeleaf	6.5.0-RC2	resources	d5979630c3dba7cdcc576c9af4b60766f10549bc
org.apereo.cas	cas-server-support-thymeleaf	6.5.0-RC3		df2b740f4ada8a989be1b01ec99168248b22104e
org.apereo.cas	cas-server-support-thymeleaf	6.5.0-RC3	resources	6db93bb2450c48a7b8dc5e74a82e546160c2447c
org.apereo.cas	cas-server-support-thymeleaf	6.5.0-RC4		dc2a6f6183cbd8b05de4b2311e2af96fa25760ff
org.apereo.cas	cas-server-support-thymeleaf	6.5.0-RC4	resources	8f1d92dc2474ccea22fa32db2f6f07be47ebb3de
org.apereo.cas	cas-server-support-thymeleaf	6.5.0-RC5		2febb3d702dd0e897419539116632d81fdd3530b
org.apereo.cas	cas-server-support-thymeleaf	6.5.0-RC5	resources	8dcac893e3fed61a688a83d7c6fb3f0996eaa8a1
org.apereo.cas	cas-server-support-thymeleaf	6.5.1		8f6a3a787299f02919eeb9f7b9d9eab2fa73ce16
org.apereo.cas	cas-server-support-thymeleaf	6.5.1	resources	202a9cea96aa55d4126438ca8eb7b9ba2d0498b8
org.apereo.cas	cas-server-support-thymeleaf	6.5.2		628c3ed5ab553f585098f439b699d4b31bac40eb
org.apereo.cas	cas-server-support-thymeleaf	6.5.2	resources	3c130e7e1184296469a3999d1c7010641ee4083b
org.apereo.cas	cas-server-support-thymeleaf	6.5.3		8929b42f5088142b518656b904c2485654e05277
org.apereo.cas	cas-server-support-thymeleaf	6.5.3	resources	a804d301bcdb6ca87744a1e0fd888f48c412af94
org.apereo.cas	cas-server-support-thymeleaf	6.5.4		e58579e6a80312b7e587901c5c2567aa06783144
org.apereo.cas	cas-server-support-thymeleaf	6.5.4	resources	84ec40ff9b283ae2403a93cb34328d28e33a2e90
org.apereo.cas	cas-server-support-thymeleaf	6.5.5		108481fa835110bd5a56775bad2919b3d7fac43b
org.apereo.cas	cas-server-support-thymeleaf	6.5.5	resources	98b64d5423e8be81e2682730834610d6ba6afa58
org.apereo.cas	cas-server-support-thymeleaf	6.5.6		942fcd814d131593c2c732065b0e6863912a2fa4
org.apereo.cas	cas-server-support-thymeleaf	6.5.6	resources	7146e173d9859148eba41c3eac158d0519aaa44f
org.apereo.cas	cas-server-support-thymeleaf	6.5.7		a5530cd1ef3ce7f039ab62f6c6d9462d8035d33a
org.apereo.cas	cas-server-support-thymeleaf	6.5.7	resources	221d24ee0a2f74cb5799f53d6fce35e60d6ea958
org.apereo.cas	cas-server-support-thymeleaf	6.5.8		88b591b7d16e230a8f39bd550e56201c11b63c3a
org.apereo.cas	cas-server-support-thymeleaf	6.5.8	resources	521bb2921f4cc6ea745a08fba35128775940d593
org.apereo.cas	cas-server-support-thymeleaf	6.5.9		9b60c0d3e3ab65c9288312ae34d5ecef01ed83ea
org.apereo.cas	cas-server-support-thymeleaf	6.5.9	resources	5636c28e1e0281525192c34e39066c2f3973377e
org.apereo.cas	cas-server-support-thymeleaf	6.5.9.1		f332c436b9e6f640cfbe9f8bb3bdc615dbc63bfb
org.apereo.cas	cas-server-support-thymeleaf	6.5.9.1	resources	1712d2172b8bdf3d72c8656ccd8427803d14b242
org.apereo.cas	cas-server-support-thymeleaf	6.5.9.2		60d28a1b08fef8b0893c44fa7418d6aef16f4a16
org.apereo.cas	cas-server-support-thymeleaf	6.5.9.2	resources	685b708d2232bbd602f258320f65c13fa7da9a7f
org.apereo.cas	cas-server-support-thymeleaf	6.5.9.3		26d04726d6efbf86f067395f7f6880d86170f73f
org.apereo.cas	cas-server-support-thymeleaf	6.5.9.3	resources	49cf69abaae39654c80f6e4911ef545819cbd754
org.apereo.cas	cas-server-support-thymeleaf	6.5.9.4		951398102194562b7fe5030af286591254d88e00
org.apereo.cas	cas-server-support-thymeleaf	6.5.9.4	resources	115acc854c03bbf9949438870e6aad9b73af649a
org.apereo.cas	cas-server-support-thymeleaf	6.6.0		16f9532d46d8ca2331b594b39fc46648e1e332d2
org.apereo.cas	cas-server-support-thymeleaf	6.6.0	resources	15ef9e5a8a1ea823b930051c2a41166a95b89d43
org.apereo.cas	cas-server-support-thymeleaf	6.6.0-RC1		bbc3214de26d85c0f9501625a3540b58ab4144b3
org.apereo.cas	cas-server-support-thymeleaf	6.6.0-RC1	resources	8085caaebcfb878ad45b1f14cd759c9d7242aea6
org.apereo.cas	cas-server-support-thymeleaf	6.6.0-RC2		8da0c0e25926cf47de5b408e38f638f788e1b612
org.apereo.cas	cas-server-support-thymeleaf	6.6.0-RC2	resources	6b6eb39371ab26c2dea2c747653b78002118e026
org.apereo.cas	cas-server-support-thymeleaf	6.6.0-RC3		bc1398922b8f934571e47502cb107b1869f17344
org.apereo.cas	cas-server-support-thymeleaf	6.6.0-RC3	resources	3e83525ec329512d36c4cc871f8721857612db0e
org.apereo.cas	cas-server-support-thymeleaf	6.6.0-RC4		5d6234a869d215ffe3b90c384b21967bf54e164d
org.apereo.cas	cas-server-support-thymeleaf	6.6.0-RC4	resources	8b23fc121b695747273747c10cbdfd1e760ce6c8
org.apereo.cas	cas-server-support-thymeleaf	6.6.0-RC5		3a3bf79fb5562019f809655aec30c9a0b55f9924
org.apereo.cas	cas-server-support-thymeleaf	6.6.0-RC5	resources	38c59d9223710258944d8b0bae41c34c9c9b22b6
org.apereo.cas	cas-server-support-thymeleaf	6.6.1		7c907e449e5f8425b0a846c92063a6bf2ef40c87
org.apereo.cas	cas-server-support-thymeleaf	6.6.1	resources	5b53350d342e29f44c9eeeac93969be7536b55bb
org.apereo.cas	cas-server-support-thymeleaf	6.6.10		0e3d83a51ade3fd55b4f397eb3e58bcd088b2e6b
org.apereo.cas	cas-server-support-thymeleaf	6.6.10	resources	222a4bfe808154685682d4184505ca851a102e42
org.apereo.cas	cas-server-support-thymeleaf	6.6.11		0b8075172fa609964e5c53dc9eb09d9a3888290e
org.apereo.cas	cas-server-support-thymeleaf	6.6.11	resources	cec4cb6e3b201e0cff0cc2c8b33e5ec3f69aa482
org.apereo.cas	cas-server-support-thymeleaf	6.6.12		868a42af6e29071f38f9c95f5381c8f2518d34c3
org.apereo.cas	cas-server-support-thymeleaf	6.6.12	resources	9001c002a1e08df2d69a0d398af652c680d6fe23
org.apereo.cas	cas-server-support-thymeleaf	6.6.13		66eacae37b0d83d0b95efdad3c8f4a8bfc0ce0fd
org.apereo.cas	cas-server-support-thymeleaf	6.6.13	resources	b371af8e30bf4b806498eeb0d2c90e76ce935bfc
org.apereo.cas	cas-server-support-thymeleaf	6.6.14		2072759b64497c5c5e3b0b4e64358e462c0b7e2e
org.apereo.cas	cas-server-support-thymeleaf	6.6.14	resources	1f3cfc4e1f07cfbc71c1d7104b1e25d381aee932
org.apereo.cas	cas-server-support-thymeleaf	6.6.15		fb95ed9f69490302c17a13a62de2330af96ad6a4
org.apereo.cas	cas-server-support-thymeleaf	6.6.15	resources	5f7cd6c478fd7d60d4e24817d644af8e126a38e2
org.apereo.cas	cas-server-support-thymeleaf	6.6.15.1		af712dbbf2e41fe33e6ba95d97315319e1d5548e
org.apereo.cas	cas-server-support-thymeleaf	6.6.15.1	resources	243793414fee1d869536dfcdcb09997785eb9fae
org.apereo.cas	cas-server-support-thymeleaf	6.6.15.2		922978d52a708605cb3fc178403d9e27551bfce8
org.apereo.cas	cas-server-support-thymeleaf	6.6.15.2	resources	27209dbb0b3553922ec605b2c889d093e4da966b
org.apereo.cas	cas-server-support-thymeleaf	6.6.2		69eb1833b1c9b23c1eeb0d1a3f2946204f472f9b
