ai.kognition.pilecv4j	opencv-install-jar	0.16-opencv4.5.2		N/A
edu.gemini	lucuma-catalog_3	0.121.1		51d2f1d14abcc6288245244603cd9bd4c5dacf2d
edu.gemini	lucuma-catalog_3	0.121.2		c3d5c81d3912e7d7f82362bc23f6728e9c9da771
edu.gemini	lucuma-catalog_3	0.123.0		6d7a26dd57e2274ebba29d2a4754d5f9289fe9d4
edu.gemini	lucuma-catalog_3	0.124.0		6ae7d9fbc15e0bf450b83af8a66189251c58cbbc
edu.gemini	lucuma-catalog_3	0.125.0		8e0cbd95db4c85c69d418a7bec0b0ac08a445e86
edu.gemini	lucuma-catalog_3	0.126.0		6d9f03aacb81e57d076ea9836e306f1e7e3fbec6
edu.gemini	lucuma-catalog_3	0.127.0		95b56284ba7f9193f97d6611505ea25807fb2dbd
edu.gemini	lucuma-catalog_3	0.127.1		95436826d540eae1f5cdf4b3bf346faae1cb5d75
edu.gemini	lucuma-catalog_3	0.128.0		e73cfc89d16131ccf754c78b9bdebe12537fed64
edu.gemini	lucuma-catalog_3	0.129.0		722d704efd5a0a4dbfb0d51ee34d795f353afb18
edu.gemini	lucuma-catalog_3	0.26.0		ecac03bd2dfb994443d03369ed768e59f444a889
edu.gemini	lucuma-catalog_3	0.27.0		ec81899e4f81b3cfdbb93ad06ec72a16becc4483
edu.gemini	lucuma-catalog_3	0.27.1		d1ed87b68f63d7beb4b498aecb8040844d1a0cc6
edu.gemini	lucuma-catalog_3	0.28.0		8c9b20c0d7e4bb87d15714d36c8017c48b751bc4
edu.gemini	lucuma-catalog_3	0.29.0		c65c43427bf9c75eee815a61c307cee9bccc3080
edu.gemini	lucuma-catalog_3	0.29.1		dbd19e2445fd55a223ea13fab9a47f511d3f8644
edu.gemini	lucuma-catalog_3	0.29.2		c17586692cdbc0abd8d3ac599b50ed3f237b6454
edu.gemini	lucuma-catalog_3	0.29.3		02c6082418feb87eda03cc63d08cd4b2c5d75db9
edu.gemini	lucuma-catalog_3	0.29.4		abdee4f577bb5791a058ccdeac8ac42d96e274fa
edu.gemini	lucuma-catalog_3	0.29.5		e3b2b5d3395db90a8248308c7a67c68110fe0a1e
edu.gemini	lucuma-catalog_3	0.29.6		a3cbb6178bffca759e99d09b9e559e93110bee73
edu.gemini	lucuma-catalog_3	0.30.0		a96fc060d17084a23d6538b71c09f54c375e6697
edu.gemini	lucuma-catalog_3	0.31.0		5b7775a3c4d26a4ba4160e42668efa014929a562
edu.gemini	lucuma-catalog_3	0.32.0		94220bb1f0b63c6830cdaca9ee3520a5235fdbc7
edu.gemini	lucuma-catalog_3	0.33.0		0694e8ee2c83754c1f45fc888b7868097e1a0665
edu.gemini	lucuma-catalog_3	0.34.0		4327ea0a95a1dfd7687fc9df8b060e654f5fec8f
edu.gemini	lucuma-catalog_3	0.35.0		66ba47ebd701f1afaa965995ca9db4834a81e636
edu.gemini	lucuma-catalog_3	0.36.0		1aa177410760752458c10a35f96572665c31483b
edu.gemini	lucuma-catalog_3	0.37.0		64cf9410e81914208b677d9e0b6d0361e1cc5752
edu.gemini	lucuma-catalog_3	0.37.1		7266187a55d80091041927a9e2b1dc89f12001b6
edu.gemini	lucuma-catalog_3	0.37.2		89bd7edbebe25d757bd6950ae74bf257499bfa4d
edu.gemini	lucuma-catalog_3	0.37.3		9490b1ebeda6e9314f9cd611c46a4be06ec89480
edu.gemini	lucuma-catalog_3	0.37.4		be5b9c158545891c5bdc35596528de69443addcd
edu.gemini	lucuma-catalog_3	0.38.0		a6f10226ed1d47b56034d7e5d78bb58ce8226996
edu.gemini	lucuma-catalog_3	0.38.1		c00bf70633bdc6f693b851e688a6e22f32d1eb8c
edu.gemini	lucuma-catalog_3	0.39.0		f1faba6237385875b5cdf05781cfcee3d0045b1d
edu.gemini	lucuma-catalog_3	0.40.0		d65229394eb325a6870fce9a4bf1fe01686b52fb
edu.gemini	lucuma-catalog_3	0.40.1		981eb780395b84f07ab117d90a35ae74019cd2d8
edu.gemini	lucuma-catalog_3	0.40.2		1e629b0ebcec9b73d6efb82c8b7e435b65dce179
edu.gemini	lucuma-catalog_3	0.40.3		52578f14755fa728de4049fa0a979893c34b942b
edu.gemini	lucuma-catalog_3	0.40.4		4c84b9c41921d7fdb7ae69c20c677783708c6099
edu.gemini	lucuma-catalog_3	0.40.5		baaaf43d03c47a5b3ba99579a9c25f6e306d7713
edu.gemini	lucuma-catalog_3	0.40.6		872d05cd11448578e8f68ab7aa9ac486bd9faa7d
edu.gemini	lucuma-catalog_3	0.40.7		855fdfd9501a4c3f1aa278941349869a90292bdb
edu.gemini	lucuma-catalog_3	0.41.0		1c9b93925ff8fcdfa4b5e9158d77004658926761
edu.gemini	lucuma-catalog_3	0.42.0		1b250fb71afee7d3d52f35176d8a2c19033ad262
edu.gemini	lucuma-catalog_3	0.43.0		a37ca298611fa7795328496cf2d53816b0583d58
edu.gemini	lucuma-catalog_3	0.43.1		8a8c03429c4c7da94b91c2859b0b20a118765719
edu.gemini	lucuma-catalog_3	0.43.2		870ad0f78c74eb3a8f7dd89bcfe3a2e32bbc7377
edu.gemini	lucuma-catalog_3	0.43.3		357653f082aac23eb4d3c02d9ad42bc6e8474e49
edu.gemini	lucuma-catalog_3	0.43.4		8cd136432c2d22890428dacebffcfaf1fd4ba705
edu.gemini	lucuma-catalog_3	0.44.0		e09f36868bddc107c96279d7647cd94398366942
edu.gemini	lucuma-catalog_3	0.44.1		894bf65b2bca8ee3c007df1fe98a7fd558bba5d0
edu.gemini	lucuma-catalog_3	0.44.2		b67d5e5cc35177d6ea2d2e7a1dcfe737a1759ea0
edu.gemini	lucuma-catalog_3	0.44.3		009268e1660600601560115e15cca99b133c5f47
edu.gemini	lucuma-catalog_3	0.44.4		593d3587eb9b5a2d03190b5886cbbf98e93468cd
edu.gemini	lucuma-catalog_3	0.44.5		049ff6bd26a016aa45248b8c15f8210bd9c6d1a4
edu.gemini	lucuma-catalog_3	0.44.6		f162dbaacc912591aacd505928665a6fa1a7850e
edu.gemini	lucuma-catalog_3	0.44.7		069549aff687831a001f3f66128fad7f8606c098
edu.gemini	lucuma-catalog_3	0.45.0		93d049233a0a3106ae27c25a25ab040f1324d57e
edu.gemini	lucuma-catalog_3	0.45.1		d2a5b83ff925b089a12fad195ea364d92d8ae25f
edu.gemini	lucuma-catalog_3	0.45.2		398fdba01e9d03b5347bb8fe0550d3504cf1b872
edu.gemini	lucuma-catalog_3	0.45.3		9a867376f14e81fea492beeeaf62d90487484ef1
edu.gemini	lucuma-catalog_3	0.46.0		2b7ac73d22a4c21bcfb639667f20de77bd895dc2
edu.gemini	lucuma-catalog_3	0.46.1		12230b4710f2a7923d58b070a179090de6751bac
edu.gemini	lucuma-catalog_3	0.46.2		038f8a681ef0c8e0a10349752f34f5096d7aa42e
edu.gemini	lucuma-catalog_3	0.46.4		ff28184cb965fc1a24029abf8851b71d09f0768c
edu.gemini	lucuma-catalog_3	0.47.0		eaf00b09079890b50385a3b1ba345666a393da1a
edu.gemini	lucuma-catalog_3	0.47.1		3e4d104fe0433fd113cc06d22c49d0e94418f3f9
edu.gemini	lucuma-catalog_3	0.47.2		5b6a9d73380a2cc7952c64ae8e3574d8ce9c7a8f
edu.gemini	lucuma-catalog_3	0.47.3		0c4bddb679083960802b86f4c38588d3eb9b7a93
edu.gemini	lucuma-catalog_3	0.47.4		8c75825e6bdfe783e9025ad737e0a3254ba3f4d1
edu.gemini	lucuma-catalog_3	0.47.5		7cde498f7164d2f18aa27c2bcbb92ccdfa37b1db
edu.gemini	lucuma-catalog_3	0.48.0		b373ee9802e62467c2b20b63b69f6a230afd53ce
edu.gemini	lucuma-catalog_3	0.48.1		4e6cd9de98bba588b703eb63a6ae35bb8d53cec6
edu.gemini	lucuma-catalog_3	0.48.10		d0187b73eff728ec8a663b060721b29100ebeb8d
edu.gemini	lucuma-catalog_3	0.48.11		262e1bc9eb1712b259d96a47c4c53a28f40b267c
edu.gemini	lucuma-catalog_3	0.48.12		e4f8d1b17844464048dc6db8717244d07a3ee2ec
edu.gemini	lucuma-catalog_3	0.48.13		f6530aa417068f6410edf0a435a6b2386a62af1e
edu.gemini	lucuma-catalog_3	0.48.2		0238c28c2b6e0d0684ab00d9a858d4ecd187c1dc
edu.gemini	lucuma-catalog_3	0.48.3		12e8e61e860f0f2178ad638ce82ecf2cd3fdc420
edu.gemini	lucuma-catalog_3	0.48.4		bb8df91fe6205f1c35bbd7d43b3ab1015fe0fdca
edu.gemini	lucuma-catalog_3	0.48.5		7d2ee476829eb28e2a6a4b10d256fde34c4742b9
edu.gemini	lucuma-catalog_3	0.48.6		d4be581738435ee216b087c5167387386c84d370
edu.gemini	lucuma-catalog_3	0.48.7		288943831c5b81871ddaa59ec25e242eeb5aad2f
edu.gemini	lucuma-catalog_3	0.48.8		a712ec929a3b37819764215ce1c446a22a468d2c
edu.gemini	lucuma-catalog_3	0.48.9		ff213fb3834c8e489ce327c7908712574bda8496
edu.gemini	lucuma-catalog_3	0.49.0		f839879d6b9d66f2c23b82ed29bb13d2b112bf92
edu.gemini	lucuma-catalog_3	0.49.1		56f43bad050da46dc6b49e4b691aed8fb149babf
edu.gemini	lucuma-catalog_3	0.49.2		8b20a6fa7361f65ca4b931d72dbd722ee8c9b2a3
edu.gemini	lucuma-catalog_3	0.49.3		51fb38e71e81e066c9d71b95668a9af806a68807
edu.gemini	lucuma-catalog_3	0.50.0		a7fe61b1de2a512603a57afd50628914d308541b
edu.gemini	lucuma-catalog_3	0.50.1		0a29f2b98888663cc74e633060795e90ee336c92
edu.gemini	lucuma-catalog_3	0.50.2		1d8ac6bfc892235dc458ff440c69d4807fd827d6
eu.digitisation.utils	text	0.2		7fd234672af51d77e409e1b51748616cc5813d91
eu.digitisation.utils	text	0.2.1		2638c962bf7b707c4ef259c0c8f5339a124d0ac9
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.10.0		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.10.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.10.1-alpha.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.10.2		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.10.3-alpha.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.10.3-alpha.2		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.10.3-alpha.3		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.11.0		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.11.0-alpha.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.19		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.2		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.20		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.21		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.22		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.23		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.24		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.25		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.26		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.3		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.4		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.5		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.12.0-rc.6		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.4.0		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.4.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.5.0		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.5.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.5.2-alpha.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.5.2-alpha.2		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.5.2-alpha.3		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.5.2-alpha.4		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.5.2-alpha.5		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.5.2-alpha.6		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.6.0		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.6.0-alpha.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.6.0-alpha.2		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.6.0-alpha.3		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.6.0-alpha.4		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.6.1-rc.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.6.1-rc.2		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.6.1-rc.3		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.6.1-rc.4		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.6.1-rc.5		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.6.2-alpha.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.6.3-rc.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.7.0-alpha.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.8.1-rc.2		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.8.2		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.8.2-alpha.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.8.3-alpha.2		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.8.3-beta.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.8.4-alpha.3		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.8.5-alpha.4		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.8.6-alpha.5		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.9.0		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.9.1-alpha.1		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.9.1-alpha.2		N/A
io.arrow-kt.arrow-gradle-config-versioning	io.arrow-kt.arrow-gradle-config-versioning.gradle.plugin	0.9.1-alpha.3		N/A
io.carml.jar	carml-runner	1.2.0		2236b1e562300de8a4c1997402748584ce2d3bdd
io.carml.jar	carml-runner	1.3.0		7b5dbde55a332f2b9f39d581acbaa682147c41f4
io.carml.jar	carml-runner	1.4.0		a1fe2e0a3df78221dd49c5209b1420cb5f112bac
io.circe	circe-jawn_3.0.0-RC3	0.14.0-M6		1762b3cc419c18693f286e15ee4049cc04d24fa9
io.domainlifecycles	types	2.0.0		41252eb19fc341a0385ce2e77e7a50a60cb62f92
io.domainlifecycles	types	2.0.1		7e56ebd83de2b3d8b2d1807db9b9edf9d2dc9e31
io.domainlifecycles	types	2.0.2		9bdf00a49dd0e2938ad185d88b76d029b490b67d
io.domainlifecycles	types	2.0.3		e5c316c6b2cd355dc09b7d0ccfb877cfb6b321a0
io.domainlifecycles	types	2.0.4		e083290476cc416ffbb6f9f2c99c227b23c24262
io.domainlifecycles	types	2.1.0		2f3cff4c12dc39717f5e60c63645c8aa47ce1dea
io.domainlifecycles	types	2.2.0		0a8836b62114331be023b2b7e3574c664073dd57
io.domainlifecycles	types	2.2.1		1a1f30d157a31750cc6234e60e0c4a14787b78fe
io.github.Kloping	JvUtils	0.0.1		5b967d50cebcde1f1bf9a63a1d7f58d2e18b8c26
io.github.Kloping	JvUtils	0.0.2		6668b1accdecef5116927390c9bdee685b843b40
io.github.Kloping	JvUtils	0.0.3		118d7f8ebc3008bfe91039ca46516f2aeeed4629
io.github.Kloping	JvUtils	0.0.4		7b978e24dd454a4e7d733fcc3b766565e4eda4f0
io.github.Kloping	JvUtils	0.0.5		9f3f2e9b9c28f6be68119db7bb7b6ed4388f9f48
io.github.Kloping	JvUtils	0.0.6		622b97d5610d09ce329c235486ac6b5dec1c6e59
io.github.Kloping	JvUtils	0.0.7		66b4bd595763767f7832b020ca9db71ac3b9f328
io.github.Kloping	JvUtils	0.0.8		478b39df4e0b8333d475ef54ce3733924f424c1a
io.github.Kloping	JvUtils	0.0.9		c285219b9fdee2043f7f563fd78219119b8ebf71
io.github.Kloping	JvUtils	0.1.0		a928b3a331135bfa9dd7a4dbaf0e81f9d07ef214
io.github.Kloping	JvUtils	0.1.1		5c037030d37b1a591b38d0fd1f37a79cd835ac02
io.github.Kloping	JvUtils	0.1.2		73d3eba7cff0a007925f8e4d7ea643af50ea9927
io.github.Kloping	JvUtils	0.1.3		526200e58f3cb3c1ace5f3ed738c2327928a3f38
io.github.Kloping	JvUtils	0.1.4		29221c160758bd6893a966fa8c1d6aace8d09a6c
io.github.Kloping	JvUtils	0.1.5		e259c7b72a80707f8dee64cd392f6302acad9587
io.github.Kloping	JvUtils	0.1.6		feac63218ff5978063280b10570188310c61e5ab
io.github.Kloping	JvUtils	0.1.7		d1df5a4f85c8df99dc1ea618172e41bc18c50f82
io.github.Kloping	JvUtils	0.1.8		722657d3bfa6c32ee76a0b979fcd806f80c3bffa
io.github.Kloping	JvUtils	0.2		36e0dac0f86beee86d43183abc38aa7413d2e84a
io.github.Kloping	JvUtils	0.2.1		f969b8c5b4e3a431008ae046d20f122098750fbb
io.github.Kloping	JvUtils	0.2.2		3b7693ee1567a8fdb15db12eea1e3cc55c6bd610
io.github.Kloping	JvUtils	0.2.3		a0d3db4a0a215a5a5551d0fad95bae746906e56e
io.github.Kloping	JvUtils	0.2.4		74cfd167df9ce5efdd49c30912269e6f6131eed9
io.github.Kloping	JvUtils	0.2.5		3c4a4415fd61a5c6c06fe561bb1f30fa123ffb5c
io.github.Kloping	JvUtils	0.2.6		b9a871e63625f28692bc42811ed58ae5eb7f5053
io.github.Kloping	JvUtils	0.2.7		bd37c1fdaceb6e798e6ab65c70b7c4cae6ef3888
io.github.Kloping	JvUtils	0.2.8		bb0a0bd119d4df45bf6c1565ba40164586fa8bab
io.github.Kloping	JvUtils	0.2.9		88ed0d17be3800ac1e7b84b6a10ff5a14c110791
io.github.Kloping	JvUtils	0.3		734614d1f71cfc3144e58434d050c5e32891af9a
io.github.Kloping	JvUtils	0.3.1		7e7532c5164bc2c329cde93d1e5e823ece3911f4
io.github.Kloping	JvUtils	0.3.2		ca8840fd4765acb5ed698229e04c70358e57d9aa
io.github.Kloping	JvUtils	0.3.4		487f79324bb6186cedcc6d146aff2d51eb9d8e0b
io.github.Kloping	JvUtils	0.3.6		5dc49dbd8b5b5b44e069ae6358d971513e5d116d
io.github.Kloping	JvUtils	0.3.7		cfb74f75c172c1aafb4b1d9e442150310e36d46c
io.github.Kloping	JvUtils	0.3.8		0ba8c3e04b08b2b8df09cb75955508e44dc36500
io.github.Kloping	JvUtils	0.3.9		3ff4f62ed20780d93efb20e8521a54d22594842b
io.github.Kloping	JvUtils	0.4		a3562a1727360fb5c67eb57ab9732218887734a5
io.github.Kloping	JvUtils	0.4.1		8cfbfc5557f1c2f2075798558353418161fc63b4
io.github.Kloping	JvUtils	0.4.2		cebb133086bd091e210cfe94bb69451dceb3a0fe
io.github.Kloping	JvUtils	0.4.3		e206f063960b6fb6e62682407c794815b99eb561
io.github.Kloping	JvUtils	0.4.4		efc991441acdb91ca91625c7ab90bbad243ee49d
io.github.Kloping	JvUtils	0.4.5		0df233c395c3075753ad8571ecdc2fd3cf83b161
io.github.Kloping	JvUtils	0.4.6		e82d5180c83f5723197ef7dca6ab2cc3ed0fbcbe
io.github.Kloping	JvUtils	0.4.7		5fac932ed6694788c326eeb32edf1fc41efebb88
io.github.Kloping	JvUtils	0.4.8		c06508c475309758476f2b8695f983691c94e955
io.github.Kloping	JvUtils	0.4.9-Beta		97759a50f1e7f4acb9c8e56a8037c670b3ed20b1
io.github.Kloping	JvUtils	0.4.9-Beta1		072930b3afed11d406bab70f6656922261398b15
io.github.Kloping	JvUtils	0.4.9-M1		429a9635f5bbf6d734888646a2a3b3051785058f
io.github.Kloping	JvUtils	0.4.9-M2		bc8b4ca123a1ead5300160b422eb776eb00ea715
io.github.Kloping	JvUtils	0.4.9-R1		0e036b75444d9d8c6b7cce4a02deab81d453d9a5
io.github.Kloping	JvUtils	0.4.9-R2		e48f369f23313f1e321cc6fdd938fb67f5ec3934
io.github.Kloping	JvUtils	0.4.9-R3		274e92500d1450ece88afafbab5e4051d95d5235
io.github.cloudstars	lowcode-bpm-vendor-flowable	0.1.2-RELEASE		b7946fcf7c6c7652759ac3f6058751305a9df38d
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.0.2		bb4b4466b4d6b2f49be1159d445bd886ac313bea
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.0.3		883fa39b4df7b3fe451481e9a5489eab6ce8ce55
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.0.4		c4c9829b80c63b2954cc58925ba76bfe58acbc66
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.0.5		49bce8b00354adb7c0847f52af93cadc0615880d
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.1.0		f4207fe2472c719dcc52f77da5b54c90f623f16f
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.1.1		aecd611b18f4e06a1ccb5f3ee1421281558cd682
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.1.10		0932c5b3132c643ebe1c14c31c4bf1a179b7928f
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.1.11		d5c5e4c3084010cf30f7f4db761dbc7a2d03c8a6
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.1.2		9f797ba315ca8950d6a4ab789c811682a8318392
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.1.3		10d3fb50275309fc5ad902341a204b5e733a1744
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.1.4		58416df6b19726fd583c1c1e2aa77c153341d9e2
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.1.5		da0681b455f054c87c6d6e5983b7c0eb696b1997
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.1.6		76e2e3d220e2f1a8a09cc1ebb5f031f187c794ef
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.1.9		5df35c5d578ef47e3e48cf833728151df81da5d2
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.7.14		665b33fb6210305cdcdd0e951116296a1f5240b0
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.7.14-1		701cb921bd64307a82f82163faeec96a58e099fe
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	2.7.15		a8e6ba20bc35b5f892d4f92c7e737f977d0b2114
io.github.daggerok.example	liquibase-r2dbc-spring-boot-starter-h2-file-example	3.1.3		ec753756172fda34575661211c66041cfc5c3b8a
io.github.devopsutilities	artifactregistry-auth-common	2.1.6		484553becdbcf0b3162616a6246dbe7ac50b1788
io.github.electronic-mango	zipper	1.2		125837f8a235e0140bd6f6077cec8fc907f79944
io.github.electronic-mango	zipper	1.2.1		c9abcc16ba1217f2aba4dd286e59ea2355bfec40
io.github.electronic-mango	zipper	1.2.2		4ce9769902d69712de8844d97a01d78fca40eb19
io.github.electronic-mango	zipper	1.3		2c62c301eb6e99c70d6515072d8b662be40c7cde
io.github.electronic-mango	zipper	1.4		3f9289043c8e476d00ede1d8fa62eba967af0659
io.github.letitb	selenium-test-agent	0.1.0		1c66c74e40069052ea39e7e5777c480a72a8f8f0
io.github.letitb	selenium-test-agent	0.1.1		79e22a0b61ccfa27d9ce2faaca74e9e5fd414368
io.github.letitb	selenium-test-agent	0.1.2		819f0135853201beded376b3fc7ec28bb25a022a
io.github.letitb	selenium-test-agent	0.1.3		442d6f93c0bd034971db81a2ced22b18bfce26a9
io.github.letitb	selenium-test-agent	0.1.5		d88f7086b0c9af353c3850ec582952d88b6e4ce3
io.github.letitb	selenium-test-agent	0.1.6		972c5dd2ca00de25565b30d69425d0ddbbc45463
