at.yawk.valda	valda-dexlib2	1.0.0		45a36e11d8d3a41d9a3d2e1d32a2c1f81e5ebf99
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.100.1	scaladoc	6247920fc89e57ca160430888b1046fe8067737c
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.100.2		29a487bd3a95468c38a883ca9cf86efac9032b0b
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.100.2	scaladoc	548cf580e83c5db7bf6f7acc06cff56535c9333a
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.100.3		b8f81ab5b493c31e2fd0f78f368d8556c95f9a98
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.100.3	scaladoc	09fc45bea2fa91eceeecaadf0895d4bfd51f5a54
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.101.0		6cf1743b2479b5818726ddb28fd64cd684f42873
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.101.0	scaladoc	ef289bc4523c30bc66e25f1bcf270c63ff69d7cc
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.101.1		be8115bb1b46277721a56ac523eed2a756496373
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.101.1	scaladoc	6ae667ba0af3c9727a4bd6985032522d1dbf4de1
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.101.2		d12d51c7194c85a8cf0ff7b29391bc8152b65638
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.101.2	scaladoc	0f60ac0b940c3371f5de7fe75a9afa06a397947c
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.101.3		8da242a0915bef3bd549f8de36f4d776c4d9f17f
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.101.3	scaladoc	ed97d42b31336b48ddc9b43174590a97a8a55ed4
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.102.0		c95fb09b242abd15cd3b6c52ad3e354634a49a5d
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.102.0	scaladoc	44e44e7d0ad497ef5e728d4bdcaf649ef9b84daa
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.102.1		3dfeaa5654913dba58cc81ed10e34ef21b9d0c39
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.102.1	scaladoc	0b480a4596fa130a488e2de11309a6abe47107d5
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.102.2		de1335ca630d64de684cf30fd8e91e358e50229f
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.102.2	scaladoc	57becca1a3f0b82cd570732426b998fceea92e21
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.102.3		5483d37668428b8ed813409be54de6c685cc8eca
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.102.3	scaladoc	c42133d4f67bcc9a5fd5a320bb91542b79039299
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.102.4		f1ff56e0ad2e48476367f1ff9a0f653777ab7503
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.102.4	scaladoc	f96aa8d209e9778d978d8931dfb07e78073c3335
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.102.5		109bdeaf497602074871bcabd212880e4c4fdd87
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.102.5	scaladoc	750daad30911ab7b902b876df18d5edbed29a455
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.0		4a234860570a4f532e71d04ce5bbba0c2b4bfe67
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.0	scaladoc	041967d6263a030437561b50148b80df3ba1b4a1
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.1		3ad639d13a76f3dbb0154108fb5f249a8001da1c
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.1	scaladoc	7a8acb9b91f943a3ab53d9afaff323268c8c1d56
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.2		a7a1a860f28c5990458cba54e8f9e694c0d18db2
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.2	scaladoc	b9af8d41e534065bd57d5719c4e0022aefb5a138
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.3		d37072be8de805ee1e293a4484aa35daf8713a5f
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.3	scaladoc	b1498138cf4b211e023c0b7f4c63a73fdcc3df01
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.4		7f7643cc2ee5c0922ece12c807d7f94a2ad36c58
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.4	scaladoc	d76ed02441a709bfa3134ca9dcf2f6ef3a34f5da
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.5		e722ef54bdfbdd1611f17f6c2a02ebbb2791a25d
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.5	scaladoc	b24d88bb1f053af7fdb5d0c6661e932d24c8ec0c
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.6		e7df1872dcc6fb90d34078e58155c8e2529b446f
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.103.6	scaladoc	a644c9c9a75d70169f1d408321caea4db2ff0134
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.61.0		e911051f61fcec09690a4b47d6374419d3255a06
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.61.0	scaladoc	b649ff69eb2c8a0dc440aaa768284908d5256547
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.62.0		e8b31009aed9499a62bf56d634bed9fec636c38f
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.62.0	scaladoc	cf337d67262726960b73911755f9b3555884bcde
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.62.1		9c0f214b2fa0f7c707748bbb615f0ea0d7b491fc
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.62.1	scaladoc	e2efba7236b2c4497fbaba98a75013066b5ddadf
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.63.0		2eec110e8080a75889ff9727930e3d67900d92a3
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.63.0	scaladoc	15da9222d9226f2f98eba22fcf5ac37a2fc69173
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.64.0		3518216294ad7eb98ede3a4e4aaf2143295b8c78
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.64.0	scaladoc	827f72856d5f5b782becf90a417765ec3661c205
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.65.0		95653f5baea5a213af8578d9f778550629a73aef
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.65.0	scaladoc	021f8539c9f2c4426982acedf9f7612ba9405f97
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.65.1		50769bdc6a58b1feef07831a0fe18441025f765b
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.65.1	scaladoc	06f4ee565dd33da3b9d0a251da398480ee54a003
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.66.0		5d4aba0c5c89bfd232b1a89a3f561ef6c6eb6437
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.66.0	scaladoc	5e83737aff9fcdd4f356932946612e89c66afcf3
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.67.0		cfee05bfe48c657c95a5c8746d02d2ec8b490360
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.67.0	scaladoc	2c1173f5a0790b476ddc800bf2e350bc2f4fd3b3
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.68.0		cb659b964664148f39a650f82b4d11de2127f60b
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.68.0	scaladoc	5af9507401d91cec6deec0185b9a1bf60f87a89e
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.69.0		36fa6b2bfc5434fc164f7b91befc8f23a5b09ed5
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.69.0	scaladoc	48ee535127e82494c6c00eb74769a56d95932696
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.69.1		ccacf6e8e80770b27ae1c92d436cb9ffcf936bf9
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.69.1	scaladoc	a151b083e1924bd6fc6ce10154dca0af54cd30a0
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.69.2		6747292f791ea381d2884580be2fa679302caafc
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.69.2	scaladoc	b6dfa9beb35886902999fcfc58efc4f2e9e1b2c9
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.70.0		f591197b1b3bfc35c6f5a3d5e2f9efe149892702
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.70.0	scaladoc	c7bb390b62ec5b710e7e69f821436393b25e467b
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.70.1		1d5e13bf8b6f98ea8268fef5c18dc2587b04db32
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.70.1	scaladoc	b83410021a3eecedb2b872c81968f45c59294d13
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.70.2		2e33853862361fd0a3d9bab8fd943854af8d5a5d
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.70.2	scaladoc	d7e1dfcea10babe0ae27acfec99cc9066109305d
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.70.3		3ebf77e64153ab77eb9b5088d0e029e2cdc09247
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.70.3	scaladoc	323b04e7e70c3d8abf1976eb1aa398c29d2da9e5
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.71.0		c53d0117b57f98eabfef0d04fbdf27a1cf7e6602
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.71.0	scaladoc	4a0ed23c8bf66f3d828851ff2b156e2539ee9df9
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.71.1		f793227c448052b6424d47858ce141098dc53daf
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.71.1	scaladoc	7eb2ea52e07966f008214d548501bc088f2b3399
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.72.0		e589f510d629ff0ef204c894bba3a1a46271c8b8
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.72.0	scaladoc	816311496211b7bd1db99643fb7c0e2cfd19e92d
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.72.1		65a0bab81ce90d47fdfe12a4a9033748b01434f3
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.72.1	scaladoc	99cab9abf2058d78406ea08ae86075a3bd464b85
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.72.2		f230ad2ad6a099593dd621c50f104be5798fa6ce
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.72.2	scaladoc	6ab53ae7657cd3bb409cd665274cefbdab7efef2
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.72.4		a6a2521ab8735cc25d0a379b5ed4970399844da9
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.72.4	scaladoc	e6ffe7cd951b837668403b0d54cc696976338681
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.73.0		32add979f30b3a849e08da712d04fee4f9dc1ab5
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.73.0	scaladoc	a0610760d5492d216efb76ddf19ea31f0201dc16
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.74.0		8056c33295297917f2d25176fc400e6016a34a4f
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.74.0	scaladoc	2ad93c4bab93ea9b24d476e39e279f39c769e8fc
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.75.0		986ba167a860c9d2a3998fa01fc9d5cb0597b963
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.75.0	scaladoc	87766ba273b7680880eb3ab85c975f3cbd0e3989
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.0		3efedbea994483bb3b8ba1791cb54f940079fa1e
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.0	scaladoc	b2c274b19c6b7e5e99a8412608feac528e4783df
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.1		3e7e855c8f53042101c1f025d8fee3507417f09b
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.1	scaladoc	b36a9f637b012e3404435c341684e9d332cfa55f
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.2		234710311b779f6ac20b7994d949c9f2cee5589b
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.2	scaladoc	e087548df70d6a72a84c1091f128c3e34d7e34d5
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.3		2285e25bf6957caa493c47dee13e93e2ea93afdf
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.3	scaladoc	a112974a98eaa60b64ede5d54adf89e9b0f48b7d
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.4		fa815b37fa09b9bbac2e8668a914065797268e44
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.4	scaladoc	b283de9002fca86495a00ae0dc5bb583951534b1
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.5		cc7ed12797da1343972765fe3dcde1a99d4788ad
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.5	scaladoc	b4c1c5fa18be1bc083dfd916e449a4c69ff932ba
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.6		a2003062a7d4ba2b685b6b63589d8ed6ed5f02c0
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.76.6	scaladoc	a23583951fe2ba51608b577668c40b35d177cc92
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.77.0		7f939a43fb435f56bc13271644cec0842aafcd99
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.77.0	scaladoc	24a71c92bc376848860ded76270e953ff1d800b1
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.77.1		af5822fa98bfa5a37dc79bb6067364b0139f3a7d
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.77.1	scaladoc	c5e92a09fe5e19853a21a88f3f4465f8bc6e46f8
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.78.0		4e742f6efb133cc5eaa3c4d60529080222ccf9da
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.78.0	scaladoc	98dd35afa1628871df48b821cf92f9e8030ca1c1
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.79.0		1cc5318c9b5d0e8d611975a7bacc4fb10aa26ab8
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.79.0	scaladoc	bd44226ac06476e7c06f78ca9c5d62939db5bae0
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.80.0		2ddfa3781871c467f58b2c953f1d8bc4afe76c85
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.80.0	scaladoc	c384bd82012de19e332a87fc7e13c87178d4bdc1
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.81.0		0116b01beeedcd53af550397802ec362d0cb67a0
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.81.0	scaladoc	b15e7a25a575604e96878a3054a4c92b720d8c00
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.81.1		f7132281a1aacedcdd1323072d69febbd4a6c0dd
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.81.1	scaladoc	819f4ad75841cc31822f2e1089b9928330daf945
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.82.0		fea6a3be0c6ee38f9b8c67e05cbcbc714155cb91
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.82.0	scaladoc	dcfb39d54f8e5f8f7f2db5f6432ac28d892e766f
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.83.0		cca2eefa388d2a8b1ec550da6f1468268afcd444
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.83.0	scaladoc	57a52b2baef9394d55cdb76786e26d56ffe7f7cd
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.83.1		805254c5fa107591426a7f05dbab9b85d410a7cb
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.83.1	scaladoc	6b4e4c618d49e3a136fe3ecd9d4a94363dae6a1e
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.83.2		8f5802a1a53b877d2938609fba93673bb727395b
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.83.2	scaladoc	fbd40e874200e125c4c8f56dc29684f1622382bd
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.90.1		6610d458cb74189da49883b7255b3a58574137cb
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.90.1	scaladoc	75f030370ac50e55e64ee69f16a1cc0825a9b339
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.90.2		0f2d641219155bfc5821205d61567f42b8bd2d5b
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.90.2	scaladoc	51b8a0f4f772e32b82b63f00382a208a2a22e6d8
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.90.4		7c253e5e60368733672cbbf6622cac69ec6978e4
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.90.4	scaladoc	8b8aeb8bb32f2b98bc658abc2fe451ecbc34b2dc
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.91.0		10fce804bd541e951eeac6aa3e100789eaae4ac3
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.91.0	scaladoc	0b144aaa3474349ba1cb59e335b11977e11ca967
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.91.1		da164f32d75dc217c715b78f276b9ab70c389fda
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.91.1	scaladoc	67df2320b8a395d81df7d213400610cb0cec05cf
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.91.2		c424bf57022046ac082d34383c9e5f6a035b20f8
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.91.2	scaladoc	f31d13b0319508294523cb41a3bd8ceab699202e
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.91.3		ae3c903eaa11ffb081a35994f51ca217ebedc5e8
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.91.3	scaladoc	3209a796539874ad3befa5b67aae5853d345bf63
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.92.0		8419a439a2c40638c79e400617f593ff10fba52d
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.92.0	scaladoc	362f7afc90aeb8aec5e7bc99334954565e86e511
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.92.1		14e7d114a16fee8f81f229e180d7234908a15fed
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.92.1	scaladoc	2ed6bab8a3e002e8d4402ba79d54e858803814fb
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.93.1		ba0389b66c61ae2303163ac4f088c6ff69ceccd7
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.93.1	scaladoc	bc6891aa64041f699e0ec5d550bb6146e08278e0
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.94.0		5ae0d9dbd6bd5a70d7df0a02f81491eec1794391
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.94.0	scaladoc	2a9fcf6a4a22334f35c4bdf9d8c63688796f47ff
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.94.1		e355063b9eb9ee2d22b6a02f8eb50795f3ae80ff
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.94.1	scaladoc	dd1c5732dc1f3b24ea357b2335840a3d5ed8db1a
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.94.2		60fba464024cbd45c74d3ef61e3536a0e843bded
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.94.2	scaladoc	418a5b8aa1717f923ca862a7c6811550f31acf84
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.94.3		cce8329ff4280580e7cd2371b6960a6d93ba292f
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.94.3	scaladoc	7d8c517383a4f7fe68599ce864a747438dc740f6
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.94.4		c42a848901b5bd497e34212e2288a95e009994d0
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.94.4	scaladoc	5b7cf67b4f6841c60049dce114602aa81e011775
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.95.0		42b3e51173d0c9b494f23f94a45f98837dced652
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.95.0	scaladoc	f199b150b68601920668e7b9114f3ef04f10eb41
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.96.0		ebfd265a86edaf543e161a259107db59c96da54c
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.96.0	scaladoc	776eb234cdbe01c086ca481890f03b87c1be16cd
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.96.1		239d3e9f0b6cbe51ec86e77b0ee3397fd250a7da
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.96.1	scaladoc	6578dc64b719a47eca148d1fc6c11879c1f363f1
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.97.0		0e5104adff51c0d13741fc0f696a8bd9a24639a1
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.97.0	scaladoc	2b595e3057b8c0296163d91c025ee626750c4361
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.97.1		f5e649b77f315198b61531c5dab605aa85ec893f
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.97.1	scaladoc	f21d7a6544ce0ced33f1a7ce0d8fd2bc308274e5
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.98.0		c21350102b63ca3acbd566ad60e1549d3ea7b925
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.98.0	scaladoc	38528c8f1c73eda6918355d5f6a7310e6d209950
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.99.0		c65e11107d2e873ff3a2349cdb6bcdfcb88637c8
org.projectnessie.nessie-integrations	nessie-spark-extensions-3.4_2.13	0.99.0	scaladoc	55666de81643469c3a2580c7cb90795499a13bb1
org.rhq	rhq-jmx-plugin	1.1.2.GA		11b6683ba083a8aba2bee855ce83e809718277a1
org.rhq	rhq-jmx-plugin	1.2.0.Beta1		39f23da6423426fb25d0067547216c3ac494bfeb
org.rhq	rhq-jmx-plugin	1.2.0.GA		98c6aadc3cfbadca7fdc8558ea4821e52a2dbbf9
org.rhq	rhq-jmx-plugin	1.3.0.EmbJopr.1.3.0-4		a01b4dbd3e5e52d2494a7ef64feaf5139b7ff671
org.rhq	rhq-jmx-plugin	1.3.0.GA		8cea543967426f86de911788798dbd82db264986
org.rhq	rhq-jmx-plugin	1.4.0.B01		2503b27cff0eab7c7e7cdc5e0218df096134a70e
org.rhq	rhq-jmx-plugin	3.0.0		16add120920c35296f3ef295c6b258568a358075
org.rhq	rhq-jmx-plugin	3.0.0.B04		6f773bb47e42264eda08c1e94b93f9a56a52ebb4
org.rhq	rhq-jmx-plugin	3.0.0.B05		3db77353710392cc37dc8e6bb91167bc48d274a0
org.rhq	rhq-jmx-plugin	3.0.0.B06		806de24c40f78be1c5ea3c8e6b9a00eaa3f35f0d
org.rhq	rhq-jmx-plugin	3.0.0.EmbJopr2		95be7fbfa12ed52ae99142cfe531d11ae7415f41
org.rhq	rhq-jmx-plugin	3.0.0.EmbJopr3		88d9a464cd36a123276dd7e790267643bcdef2f4
org.rhq	rhq-jmx-plugin	3.0.0.EmbJopr4		5274982d6ee11cbb8480ae95f21945fb3241f09c
org.rhq	rhq-jmx-plugin	3.0.0.EmbJopr5		4a2d42e8ec189a7d76c9bc8904661b813e379b1a
org.rhq	rhq-jmx-plugin	3.0.1.GA		ad1b2794fcd82c4645a9ee700d6274124222bb20
org.rhq	rhq-jmx-plugin	4.0.0.B02		dba0e6e3bb6190cbda43d8fd5e4c2d3f1abb873d
org.rhq	rhq-jmx-plugin	4.0.0.Beta1		cfc02dc5b58ea107f06f1aa158df868b952f48fe
org.rhq	rhq-jmx-plugin	4.0.1		866f375a354e6e611c27be6dd06d64641c1000e0
org.rhq	rhq-jmx-plugin	4.10.0		2e100bc001b33aaa280bb842952e6d3e43ba70c3
org.rhq	rhq-jmx-plugin	4.11.0		fbe71018244377908e44ad01b6fb019af1d8525e
org.rhq	rhq-jmx-plugin	4.12.0		60c8a62befb9e62042cd6bceca8c853d7e3ff0c2
org.rhq	rhq-jmx-plugin	4.13.0		ef9a4cd37e013ce0a29a37aac384a3f4e7ff9e22
org.rhq	rhq-jmx-plugin	4.2.0		37d3a2720964d94a3bed14a16c4b14142cdf5a1e
org.rhq	rhq-jmx-plugin	4.3.0		5ecba6509960eeea1b0096e82478250a1fa61537
org.rhq	rhq-jmx-plugin	4.4.0		4206f0252231b0f7556589b2a7dae0376065a300
org.rhq	rhq-jmx-plugin	4.5.1		6247796e6640f6a89346668d4773d934f3da4736
org.rhq	rhq-jmx-plugin	4.6.0		4adc5e0ef9ad273d4267cece1290322ba3c3b537
org.rhq	rhq-jmx-plugin	4.7.0		ba770c1e4fa3aad6f7390e9c66edf0dc46d27891
org.rhq	rhq-jmx-plugin	4.8.0		253125ce8212c75f9df3c951970eefa86bf22e79
org.rhq	rhq-jmx-plugin	4.9.0		d3ad5d1bafa4b71c9a50b6af7107f108e90890b8
org.rust-nostr	nostr-sdk	0.32.0		N/A
org.rust-nostr	nostr-sdk	0.32.0	release-sources	7ed2912377eaf443313472d93ac1bc35e8c04fc4
org.rust-nostr	nostr-sdk	0.32.1		N/A
