at.released.cassettes.plugin.base	at.released.cassettes.plugin.base.gradle.plugin	0.1-alpha01		N/A
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.20.0		7fd64c068a5270cce4f1771d78657c72f512b623
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.20.1		f420f1980f67efe46da01e1b5e2c0dad849acbdc
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.20.2		0be949edec69eda24917be971674a6e5412c9486
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.20.3		d6ccb70766adcffdeee877584b3019703708fe39
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.20.4		72bb757e86ec000e26169942da365e94da6ddc14
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.20.5		04f49c4cb4b05aa139fc7a3db6e12c265cceac0e
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.20.6		1a9b20fd957bee3295c38facbca41b6471e9e093
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.20.7		8e885b30d1ca1080df166ba15098b039e43afb41
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.21.0		cf30460e6b7624240dcb7a4faf57202f0fdeb12b
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.22.0		6a409f0df5991672d4a422518b34e4a905a4d02c
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.23.0		bee01d635a7d1da1f6082673d3e0c64d103daa01
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.24.0		a147012e88fdd8beba5d127eebc4af9da1fcccbb
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.24.1		7c4ec94709aaae030768a360c893c9f8f7b82bc1
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.24.2		09f370f2211ca3b386faefa70b7f8ee5c61986f1
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.9.3		221571264d5a00eba96f65182c7c49c1e2b1a6d0
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.9.4		aa52fa5674398db68059afcdb57ccca74797fa31
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.9.5		30403fabe1f3b7d55faa248b9913c99cb7c86a12
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.9.6		bd38d70ca9ac45f08c150bc0b56b7d1c692a434a
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.9.7		e234f418a344d2caaeac3356a223df4d5ee81b00
org.json4s	json4s-ast_2.8.0	3.1.0		193136979df3ddbdd657da0b6b40a5ecf3db6fa0
org.linkedin	org.linkedin.glu.script-jetty	2.1.1		ebbf7128dbbdf0a1c393979dda32c1364c88a78e
org.linkedin	org.linkedin.glu.script-jetty	2.1.1	groovydoc	c0419c04b4fca10a1e38fd2f7b49683db40310ac
org.linkedin	org.linkedin.glu.script-jetty	3.1.0		21ffa7e49a4b60df24a4ccd9ae3cc9428f123425
org.linkedin	org.linkedin.glu.script-jetty	3.1.0	groovydoc	416e74250382ea481e39333aefd4b1cd8a6d7e41
org.linkedin	org.linkedin.glu.script-jetty	3.2.0		4ac0edeea3acdd71e76f9531ff5ba60973cb3d91
org.linkedin	org.linkedin.glu.script-jetty	3.2.0	groovydoc	f01d816562013ded30ea1d4e98978589b64bea6e
org.linkedin	org.linkedin.glu.script-jetty	3.3.0		ac449afbbdce732f91d053aa22e2c8b3ef95dedc
org.linkedin	org.linkedin.glu.script-jetty	3.3.0	groovydoc	fd43cfa218f86f08b994aaebc4294dcc7188ad61
org.linkedin	org.linkedin.glu.script-jetty	3.4.0		d766e960219416b4e38978edbd583fa95fa7afe6
org.linkedin	org.linkedin.glu.script-jetty	3.4.0	groovydoc	5edf28b376f67639a2b9fcd4f23c286455ff5eea
org.linkedin	org.linkedin.glu.script-jetty	4.0.0		b4537eb62250997bfa72b333979274cc920548b3
org.linkedin	org.linkedin.glu.script-jetty	4.0.0	groovydoc	6120ed985b818a73213ea59977aedd6aecfc99cc
org.linkedin	org.linkedin.glu.script-jetty	4.1.0		7b21e13cdc577304fa17ae106021b9cb3ea585e8
org.linkedin	org.linkedin.glu.script-jetty	4.1.0	groovydoc	f1584f35ca5402060627718398f1e53f5f61ad58
org.linkedin	org.linkedin.glu.script-jetty	4.2.0		d40ccb78d194365eecc6dc9fbfcac7b227087834
org.linkedin	org.linkedin.glu.script-jetty	4.2.0	groovydoc	41142baad459cd5baa8c89f72f85c1df843f68c2
org.linkedin	org.linkedin.glu.script-jetty	4.3.0		60dfa5db39536c47d82cda77733835eb475291dd
org.linkedin	org.linkedin.glu.script-jetty	4.3.0	groovydoc	63107f74c609f796382d4b892883a2568c5bcd68
org.linkedin	org.linkedin.glu.script-jetty	4.3.1		513cd7e8e0dcfc9b004a62b0edb04f6dff935705
org.linkedin	org.linkedin.glu.script-jetty	4.3.1	groovydoc	fa3658222b7f50d452cc5e8472efacacb8bd6b7f
org.linkedin	org.linkedin.glu.script-jetty	4.4.0		a16658e37f74cb42e26dc1f4e5732c40f072fcba
org.linkedin	org.linkedin.glu.script-jetty	4.4.0	groovydoc	14cc38fabd9c467c90057d6fb3d58b379da5d397
org.linkedin	org.linkedin.glu.script-jetty	4.4.2		4a884409d5728eed4ae3a4fdcbbd55a4bdfc0b7f
org.linkedin	org.linkedin.glu.script-jetty	4.4.2	groovydoc	2bf1d05688400e9320079cbe5fbdd810fd99111a
org.linkedin	org.linkedin.glu.script-jetty	4.5.0		bd4f5a1d7fd36a2f802a1a7e240b4f3342cc2d21
org.linkedin	org.linkedin.glu.script-jetty	4.5.0	groovydoc	80e36fde094fbf2faa73d071f6d5a9f3e2d88709
org.linkedin	org.linkedin.glu.script-jetty	4.5.1		690b69df428efb5e7da5be740d254166e31e476c
org.linkedin	org.linkedin.glu.script-jetty	4.5.1	groovydoc	1729f6f5125f5f55fe38cfbef1c53e2f4b773fed
org.linkedin	org.linkedin.glu.script-jetty	4.5.2		c4b5d1229ea3c5a7b594ff111d0bad53c42d593d
org.linkedin	org.linkedin.glu.script-jetty	4.5.2	groovydoc	9d4503908bace6e2486b760fe5b1013636fb6b5f
org.linkedin	org.linkedin.glu.script-jetty	4.6.0		844ec4b3820475c59672d12d904be85406f68aeb
org.linkedin	org.linkedin.glu.script-jetty	4.6.0	groovydoc	ed335045df50a224b549b84639d61df082435746
org.linkedin	org.linkedin.glu.script-jetty	4.6.1		34f539caee4961fd6375a37a4bf33d46b797ff38
org.linkedin	org.linkedin.glu.script-jetty	4.6.1	groovydoc	26dc24738cfcfcc1415b65827c622bf327d830a6
org.linkedin	org.linkedin.glu.script-jetty	4.6.2		9bebb94fa8a1bcba6aaa351ad2f579bb33dca936
org.linkedin	org.linkedin.glu.script-jetty	4.6.2	groovydoc	b220927e265cbc39cb91ea7230005a678ce444e9
org.linkedin	org.linkedin.glu.script-jetty	4.7.0		19965f7c7d770d769d3e373b227caaab249e7148
org.linkedin	org.linkedin.glu.script-jetty	4.7.0	groovydoc	33d1fb88e04c205a2f4f2e1ad253a147d915323a
org.mvnpm	exponential-backoff	3.1.2		968032c04308060d12222746609b8db3ccfa5eef
org.nasdanika.core	common	2020.11.0		e3b1a6c04ad709cc6a0c6ba9ee249b997649f01b
org.nasdanika.core	common	2020.12.0		a71fe2d6b8e723ebe46bc24f56f03bc83e2124ee
org.nasdanika.core	common	2020.8.1		83f654cb880ab905dbef84235ccae639084e3d2c
org.nasdanika.core	common	2020.8.2		9ce8cc10c31e4319b543dee43c245211824c23dc
org.nasdanika.core	common	2020.8.3		94263eb5bc59cc525ac1c68036d6b208a37ac7ef
org.nasdanika.core	common	2020.8.4		f540dc46df712efdb35dc0d18625690137739cb1
org.nasdanika.core	common	2020.8.5		8de7897463b615cfb0af64c5f597b22c0de84ae9
org.nasdanika.core	common	2020.8.6		49ed5bec69ac3f1844e78acd522963c0c816ae2b
org.nasdanika.core	common	2020.9.0		04f526d8e7b706078e589468cd9b86779cc6d268
org.nasdanika.core	common	2020.9.1		0d2ec630f41cc20b6022deeadf2a85cd4152d4f6
org.nasdanika.core	common	2020.9.2		723a4a2ae284e82798092bd5a9274e805abb7580
org.nasdanika.core	common	2020.9.3		506b9c4a8c2f966efa25fdcbc5d6f032b373fbf9
org.nasdanika.core	common	2020.9.4		0957fe31f45b37676d0828eecb4451705e10b2f9
org.nasdanika.core	common	2021.1.0		10536dd333198d2c3f3c439d92ce2f2d3dea6cee
org.nasdanika.core	common	2021.1.1		c34fe2fdde1fdb3995bc21e19b27eac7311955d9
org.nasdanika.core	common	2021.1.2		a0878dde5ce5434a1532cf70f2b1b0b0386502d2
org.nasdanika.core	common	2021.10.0		ac6b5c9fa09650ad84bf4f408a9e1f5e10050b71
org.nasdanika.core	common	2021.10.1		454517cffdec1ab6bdccfb6f9cb9471e03dda9b3
org.nasdanika.core	common	2021.10.2		588a26e7e876cc1a41173aada2423dcebe219563
org.nasdanika.core	common	2021.10.3		aaa65e73b1ca60d6cc51fc0a02af362c5cb14bb6
org.nasdanika.core	common	2021.10.4		0a1de824ca7c9f50bb5d958ed33185f6c9c11ba5
org.nasdanika.core	common	2021.11.0		25e38315d3459feb676b867638853843d4c68a50
org.nasdanika.core	common	2021.11.1		848c58b9a61b32de73b73f0e98c6773be507a76c
org.nasdanika.core	common	2021.12.0		99a46f6cd782c8b252385cc3bbc1fa5ffc6a036e
org.nasdanika.core	common	2021.12.1		b60966df909732a8c5400641e5b2a4d4206c867d
org.nasdanika.core	common	2021.12.2		cd1326793bddab10354a468b82b223fcd58a705d
org.nasdanika.core	common	2021.2.0		64831824af77f54ab667ecaa26428095c639a0de
org.nasdanika.core	common	2021.2.1		b9fc58f1695118ff1f0d30fc74c9bd1b0bcc57e0
org.nasdanika.core	common	2021.3.0		397b1d7585e9134e18d3bc9f92bef7ff669df287
org.nasdanika.core	common	2021.3.1		4f97970499bbfded131f0674bd19eff3bd9bbe1c
org.nasdanika.core	common	2021.3.2		328f577b4735a7af8454603b4fc631c54b2b99dd
org.nasdanika.core	common	2021.3.3		14bd9b10c8d7c025c37dad0e6da37217e5922be7
org.nasdanika.core	common	2021.4.0		8a2d512f01b168f22a23305e8ac254f088f15974
org.nasdanika.core	common	2021.4.1		08e84ff20dcd332251d676f3aa638d4eaadb35e9
org.nasdanika.core	common	2021.4.2		07c0707a7bf7f331923f47457231fb858dad2eb0
org.nasdanika.core	common	2021.5.0		430b9ce67c5af031921f98c38597cf7c066e74d2
org.nasdanika.core	common	2021.5.1		99000dba3931fddff4d835cc81bb925b413af4a1
org.nasdanika.core	common	2021.5.2		2a45679425236031571f792be62dcca2b344b180
org.nasdanika.core	common	2021.5.3		65c6e238e782146fe425f5e30f83c51f4333eacb
org.nasdanika.core	common	2021.6.0		4a810fff63ab57fc7ce6752e5a75ea5269e89465
org.nasdanika.core	common	2021.6.1		bbea4c1f7fe3be86258b22aa681a896844eb1f58
org.nasdanika.core	common	2021.6.2		376fd790a6c490ee4b6f544c88ec23b0b1a62844
org.nasdanika.core	common	2021.6.3		12a3d016717816b0ea43d48785a237fbaa60da1a
org.nasdanika.core	common	2021.6.4		cdd573f66908c9adb84e5cecaf41657f0ee633bf
org.nasdanika.core	common	2021.7.0		67befb58019a5327180ed2a17bf44a2c13ad6a67
org.nasdanika.core	common	2021.7.1		ed73977fdb32124d8571eb82dcf01821dd55f200
org.nasdanika.core	common	2021.7.2		e4e2f9429b9b949d5555e33fc3cc0988f7853b96
org.nasdanika.core	common	2021.7.3		cf49c21a6f141a3cf16f144054784aaa8cf49fde
org.nasdanika.core	common	2021.7.3-java-8		a86cd98107c557384d3409d1ecc84d48d9a113a0
org.nasdanika.core	common	2021.9.0		024372fe56c222a68a0394babd4ab45ed7414189
org.nasdanika.core	common	2021.9.1		94e12f5c106a8375e7122194fd3395f2c98062eb
org.nasdanika.core	common	2022.1.0		73fff6c11cbe10d31cc6463b544cfc02afd579fc
org.nasdanika.core	common	2022.1.1		9f6ba97fe3da562644ce95d416fdc3d8fadc77c1
org.nasdanika.core	common	2022.1.2		18693e91e8071a06f0b8b867f747460db386feb8
org.nasdanika.core	common	2022.1.3		06097be1ff1f13ccc8343bb4eaff9a5d3a3bebb1
org.nasdanika.core	common	2022.1.4		ffcabb17f81244632596d6542cddfa28e256ca41
org.nasdanika.core	common	2022.10.0		11ffa2c65218de33d71e160acddbfcbd44d742c4
org.nasdanika.core	common	2022.2.0		482d6576b58978844ffacf9d538af4e92177df0b
org.nasdanika.core	common	2022.2.1		abc391117c20ccbd9bbd844d82b8f587e856aa41
org.nasdanika.core	common	2022.3.0		8e657b1050c7992085a7a722fe699dffcce11180
org.nasdanika.core	common	2022.3.1		aca90f98be7be5c8eea118d9c404e2c583a42082
org.nasdanika.core	common	2022.4.0		4e0a71032151fd25fee92bef681c2548c2f98e14
org.nasdanika.core	common	2022.4.1		6c0f01ba1329b3787777eaf7fbb631fdfe5ab40d
org.nasdanika.core	common	2022.5.0		dc0c0351edd6bfe37fdb5362469d1f5812bd5dec
org.nasdanika.core	common	2022.5.1		99034d4a4f4620e008f87bc04aefb0d12abc1550
org.nasdanika.core	common	2022.5.2		6dc67a4571c136db5b17c93324d934310a4ea7d6
org.nasdanika.core	common	2022.5.3		331ecbded8d03591eda3138bbe08c4712619e879
org.nasdanika.core	common	2022.6.0		8ea371ab786195423941cc6a7fef1fcae0347940
org.nasdanika.core	common	2022.6.1		eee547b9308000942f549a7d4049dec1d2ffb021
org.nasdanika.core	common	2022.7.0		a8476c8f24ad7a6f9c66cb3f3d260c502326030b
org.nasdanika.core	common	2022.8.0		f936f6daf77cb5aa53795f78f52aac8ba19fb78c
org.nasdanika.core	common	2022.9.0		e7a15705ed99340ecf06f7034eae9c326d6730eb
org.nasdanika.core	common	2023.1.0		1f332790d25baab9f3a9e82c42a175a11ddcbdbf
org.nasdanika.core	common	2023.1.1		c46ce32e5fb5dd19c00e7afe10901d8f1e3f7dcc
org.nasdanika.core	common	2023.1.2		3947091b464a9319f95d3969bb271fc23ff6205e
org.nasdanika.core	common	2023.1.3		4aa33ad803901850fc6a675058f5a111edb736c2
org.nasdanika.core	common	2023.10.0		f2a877cae24e1910a3abf16e3270a366a632a8b1
org.nasdanika.core	common	2023.12.0		86c9da89c23440d154e7eefb54a2600c2baef5c5
org.nasdanika.core	common	2023.12.1		0dc955e46b81f1818e4f9851d32ce1108c1bcac9
org.nasdanika.core	common	2023.2.0		df2dfc3f018eec358eb24a4a4d93374c7674d162
org.nasdanika.core	common	2023.3.0		aefd4d1dd9cb6921ddae1385854259aadcd92b9d
org.nasdanika.core	common	2023.4.0		ee3d748edd8abb6e00f39b6c8f9e3bd31dad03f4
org.nasdanika.core	common	2023.8.0		921bdf5f7f5e88afb279dc2cddeab123d81877a4
org.nasdanika.core	common	2023.9.0		45c4d266c3d9db7a9dc701573f527d1163bf2980
org.nasdanika.core	common	2023.9.1		7398cc266d82dc887aa7743b656ea5661d4eef05
org.nasdanika.core	common	2024.1.0		9d6e8ff34311524acc7d9b82182611030d30e488
org.nasdanika.core	common	2024.10.0		e2c0a40823ada9a3f711f6ea99f7e4937f7adb22
org.nasdanika.core	common	2024.11.0		0a3bc8dc506ed60af7e8b527d8dac0d056f4cb3f
org.nasdanika.core	common	2024.11.1		ee62f1269132293fcecbffa6124bd82424f9a06a
org.nasdanika.core	common	2024.12.0		067c02752ffce62feabc95d3c43355fd9fd58c84
org.nasdanika.core	common	2024.3.0		cc95eec135e004735d6e24a77a1edb87f68490b9
org.nasdanika.core	common	2024.3.1		4ae30036091f1b0509dc44c0b9f4c8a59203c5ea
org.nasdanika.core	common	2024.4.0		90824634b92d8abc08ea88826f8c2621982daec1
org.nasdanika.core	common	2024.5.0		44f2341a00db5f8ccb065276ce0a2b14ac757431
org.nasdanika.core	common	2024.5.1		ca386c2f7f7de0d60c48a08dad63553649a3fac3
org.nasdanika.core	common	2024.6.0		92166e7d0c26d7040622cd795959bc902f2407d2
org.nasdanika.core	common	2024.7.0		26f97ad178eb6596836efeef33e441019b56ac7c
org.nasdanika.core	common	2024.7.1		7db54e9366ae6e43783a340f53d720a8110f67e1
org.nasdanika.core	common	2024.8.0		989507295b8eff9b61b54eb0175fa0124a01eaf5
org.nasdanika.core	common	2024.9.0		c20c7090f09da5e18850188c47d7462b7e58ad46
org.nasdanika.core	common	2025.1.0		e65e2cbcfffdab03a2e2af2420c144551dd33927
org.nasdanika.core	common	2025.2.0		3d16c19d559996092c9ab7bba10bee7e6a2101f1
org.nasdanika.core	common	2025.3.0		1d843ef4240414ace152255edd6a1c3d96d9e36a
org.nasdanika.core	common	2025.4.0		bec2a41a9e42cbb3e0e63f4632d8f95ef7b1cf6d
org.openengsb.core	openengsb-core-usermanagement	1.1.0.M1		848a62c2ac3fedae8c300f912e8f228535c0abd3
org.ow2.petals.sl.ejb	petals-sl-easybeans	1.0.2		N/A
org.ujmp	ujmp-examples	0.3.0		36418eaf752219808ec432142f0dbc36e684a507
org.virtuslab	scala-yaml_2.12	0.0.3		cc98ff795ca23022bdc16a4f88ac15f6c6af7fc9
org.virtuslab	scala-yaml_2.12	0.0.4		a3932159c03ab2e836e291e2b1703679ee0e7422
org.wildfly	wildfly-microprofile-opentracing-smallrye-jakarta	27.0.0.Alpha1		e5d384020a0e33e790e4c82cd0f55b99495ba22e
org.wildfly	wildfly-microprofile-opentracing-smallrye-jakarta	27.0.0.Alpha2		efe5c4c0016a61301488eadcb67ef3e86d67bb60
org.wildfly	wildfly-microprofile-opentracing-smallrye-jakarta	27.0.0.Alpha3		1eee9829589a78bc7878e71aea41e7dfb538542a
org.wildfly	wildfly-microprofile-opentracing-smallrye-jakarta	27.0.0.Alpha4		339181eb74bc8c7aa9f069749818082b08301292
org.wildfly	wildfly-microprofile-opentracing-smallrye-jakarta	27.0.0.Alpha5		bdf3c2fea49150fbe649801ea6c5183e417de67e
org.wildfly	wildfly-microprofile-opentracing-smallrye-jakarta	27.0.0.Beta1		0725d4789e88b3ce3a748b0ed84fa4ec52a0e91d
org.wildfly.plugins	wildfly-plugin-tools	1.0.0.Beta1		8ba93d65f1653852f5eed13b1c017a3606dd6413
org.wildfly.plugins	wildfly-plugin-tools	1.0.0.Beta2		6a91348cb47dad80c14d11f0e174280abfbcbe83
org.wildfly.plugins	wildfly-plugin-tools	1.0.0.Beta3		68c3e644d188f85c2247667078e5e87cde59ff75
org.wildfly.plugins	wildfly-plugin-tools	1.0.0.Beta4		9b54b6fe967afbaf6f33bf663af69f3ab07c3815
org.wildfly.plugins	wildfly-plugin-tools	1.0.0.Final		b926bef70766effd33d7acdae54335320d4996b3
org.wildfly.plugins	wildfly-plugin-tools	1.1.0.Final		72ac3222067213b728aa640f27b6ff9be1b00110
org.wildfly.plugins	wildfly-plugin-tools	1.2.0.Beta1		2f005d1711d224af9d7a9f6d888f4c1723c5301f
org.wildfly.plugins	wildfly-plugin-tools	1.2.0.Beta2		a8992b6516cf434630f23f1cdcc7a7d91c171626
org.wildfly.plugins	wildfly-plugin-tools	1.2.0.Final		5987ff5ff11e1106d92946b713dce323d28114dc
org.wildfly.plugins	wildfly-plugin-tools	1.2.1.Final		99aeab4b6a1816795e9fee16e8582507fac4c355
org.wildfly.plugins	wildfly-plugin-tools	1.2.2.Final		1485af1bb39ed8af815b46f1119befb34a6f8ddb
org.wildfly.swarm	wildfly-swarm-runtime-jpa	1.0.0.Alpha2		92191029df80955d62dd6e6971d76b09bbfb3dd0
org.wildfly.swarm	wildfly-swarm-runtime-jpa	1.0.0.Alpha3		726f3adf481116870b5325daa1a2dd2e66157ac3
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.0		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.1		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.10		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.11		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.12		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.13		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.14		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.15		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.16		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.17		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.18		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.19		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.2		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.20		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.21		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.22		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.23		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.24		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.25		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.26		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.27		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.28		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.29		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.3		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.30		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.31		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.32		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.33		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.34		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.35		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.36		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.37		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.38		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.39		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.4		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.40		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.41		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.42		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.43		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.44		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.45		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.46		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.47		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.48		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.49		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.5		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.50		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.51		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.52		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.53		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.54		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.55		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.56		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.57		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.58		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.59		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.6		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.60		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.61		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.62		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.63		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.7		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.8		N/A
org.wso2.analytics.solutions	org.wso2.analytics.solutions.is.analytics.widgets.user.preferences	1.0.9		N/A
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.1		7605416484ac9b911c4a2898dc8063f780fab98c
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.10		d044889154583917eb65f3d204869f41cab7cea0
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.11		d98f79512c35e6c014493969e4adae7e1eac67f2
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.12		dde52e054f928e8242bf8fa4914049b8413e5661
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.15		fab17842b02c4d738b5287cde58c47f90e308701
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.16		a18416ea09eac4af034820d8f19b4a83e5ec6a5e
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.17		a05b841b49c33f904669743a1f3df4e2a4e82aa9
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.18		26b07396b4b0f8823f411375366282fcb173a5b1
