axis2	axis2-jibx	1.0		d9606be24c8500f9a33e39cfe45b4015d2a1b121
ch.epfl.scala	bloopgun-core_2.12	1.4.13-78-8397160d		91881d87abf46ed419a43ab7d99f46a788e5ae62
ch.epfl.scala	bloopgun-core_2.12	1.4.13-8-db0eac20		56f1bbbae762d5853d3785daf3f05eaa23f5a393
ch.epfl.scala	bloopgun-core_2.12	1.4.2		cb2ba4fb7ee4183a3b83c78c2437d728a8bc0867
ch.epfl.scala	bloopgun-core_2.12	1.4.2-10-3e621513		63d383ba75d37ecb483ff1465ba434908d83be96
ch.epfl.scala	bloopgun-core_2.12	1.4.2-2-6c269f1d		fcd7b92b448b0b75c6ad3d5e623e48e979409fa5
ch.epfl.scala	bloopgun-core_2.12	1.4.2-4-495000e4		7e058844aad56f54eceb80644d1af6cd7058045e
ch.epfl.scala	bloopgun-core_2.12	1.4.2-6-34110ad7		f95c201c1cec2dba8701b77828bc7e643c26c97b
ch.epfl.scala	bloopgun-core_2.12	1.4.2-8-93086c4c		caefc96cc65e14c76fe44b150b330333b78570e5
ch.epfl.scala	bloopgun-core_2.12	1.4.3		711d52b680e092f856a5e3142f718056a145d43f
ch.epfl.scala	bloopgun-core_2.12	1.4.3-1-b96374d7		7aec0203b75e4dd76366c381c9abb545fe0c3688
ch.epfl.scala	bloopgun-core_2.12	1.4.3-11-9b9a9235		615c43654bad2fdcff005ded50992d072685e1c5
ch.epfl.scala	bloopgun-core_2.12	1.4.3-13-f0539edd		a06f615e76ff609ce41ab0d203954b81b4b62fc5
ch.epfl.scala	bloopgun-core_2.12	1.4.3-16-cfd142a0		5f76b61cb50d59c1a25943ba2b0acb05c596fdf9
ch.epfl.scala	bloopgun-core_2.12	1.4.3-19-833b1c98		b8a79abb2e1e0c1ad32c14a1d550cf6686ca4233
ch.epfl.scala	bloopgun-core_2.12	1.4.3-23-550c6c0a		3c740ce7d68f3a3f82ba13a34be21a680147a6bf
ch.epfl.scala	bloopgun-core_2.12	1.4.3-25-4423884c		a3f7309a4c65e5e6e7fb00edc34260388ded7ec7
ch.epfl.scala	bloopgun-core_2.12	1.4.3-27-dfdc9971		e90e649460c0e1eadd6d25f68b45fd9f6485068b
ch.epfl.scala	bloopgun-core_2.12	1.4.3-29-ec0fb861		0189dacfff8fdf661fa168756325870b54d40680
ch.epfl.scala	bloopgun-core_2.12	1.4.3-3-2e49bd22		67373452f80bbd54824fbd91cc7193ba538da0b9
ch.epfl.scala	bloopgun-core_2.12	1.4.3-31-b16d7e50		d4a4b430d5d8ef1b3371e5da26e42825f42d50cd
ch.epfl.scala	bloopgun-core_2.12	1.4.3-5-3c3d8dba		2fe026202bd41dcf19d43d5ccac87b446fc4af07
ch.epfl.scala	bloopgun-core_2.12	1.4.3-7-25e572eb		c52a0acb2cd17641ffc045adbf35bf7d0ada9a5c
ch.epfl.scala	bloopgun-core_2.12	1.4.3-9-39a19687		56a4c6d1e2c6931e50a0a8493de1f21b825fc230
ch.epfl.scala	bloopgun-core_2.12	1.4.4		d1974015f50034fb97043278e4b7e2ecd50f18a1
ch.epfl.scala	bloopgun-core_2.12	1.4.4-11-c3c89b40		76d5b75543d3a20fab9ebcaf611231e60a622ecd
ch.epfl.scala	bloopgun-core_2.12	1.4.4-13-408f4d80		11aee4dafadabe22c37b233658b03b8ec90e7ab5
ch.epfl.scala	bloopgun-core_2.12	1.4.4-15-56a96a99		5ecf58c3b60dd39e61b06b9268d2f5c4e07fab8d
ch.epfl.scala	bloopgun-core_2.12	1.4.4-17-6e43cbfd		cee5f90d35745a8c5df6b6ddbe1e615285a91c7f
ch.epfl.scala	bloopgun-core_2.12	1.4.4-2-f9fd96b8		e7560b83054478fc4e54943fc419bd2053a71d25
ch.epfl.scala	bloopgun-core_2.12	1.4.4-21-dc52d6c0		2a9e636eb026192750984865e6b352e0a0f8859e
ch.epfl.scala	bloopgun-core_2.12	1.4.4-23-dbacf644		859ce9b847ced3aaa26760f0ff415adfd5c687da
ch.epfl.scala	bloopgun-core_2.12	1.4.4-25-7e876299		5d3300cd83fd10324e4f30fe0bf15e5c01410015
ch.epfl.scala	bloopgun-core_2.12	1.4.4-29-86b60939		e7599ad388e64fc6927468413624091637875c1c
ch.epfl.scala	bloopgun-core_2.12	1.4.4-33-02356ea3		93e2666f2d3a1eb321b35e650ad4bb18694330e6
ch.epfl.scala	bloopgun-core_2.12	1.4.4-4-0bbd0d92		aa155a79ff840b3562a94fd541cd3d69f2368d76
ch.epfl.scala	bloopgun-core_2.12	1.4.4-9-cc04d903		ce2cca4fc330625d7f4acea4a30a8d40bee4ca4d
ch.epfl.scala	bloopgun-core_2.12	1.4.5		d4abf6cdc510e3a51ca9c11116c5166e915e82a7
ch.epfl.scala	bloopgun-core_2.12	1.4.5-2-eb51d668		2c30c5cf02ac42ed3a7b9ff73ccbf6d701ddec7e
ch.epfl.scala	bloopgun-core_2.12	1.4.5-26-58062830		75e687d62ea1fcbef4e009af6a00e291c8e8a642
ch.epfl.scala	bloopgun-core_2.12	1.4.5-28-e52cd3ad		a4eacc5f42f980403fef168f0a9b6175181ae446
ch.epfl.scala	bloopgun-core_2.12	1.4.5-4-07d519dc		f9607a6ea556c115f8c6182bd30237dfdad7c907
ch.epfl.scala	bloopgun-core_2.12	1.4.5-6-4768184c		2b7a250cc0ee8b71db7f760b532adfdee824fd73
ch.epfl.scala	bloopgun-core_2.12	1.4.5-8-6cc6911d		b3869fd181473e1fc60a215d4e617b91fa1cac8c
ch.epfl.scala	bloopgun-core_2.12	1.4.6		ed61e984d6ddb89fb2efe9dfc206e62b410f9e29
ch.epfl.scala	bloopgun-core_2.12	1.4.6-11-3efac4fe		9bc2aa540ad93bc148924d58174ffafd8ff2c38c
ch.epfl.scala	bloopgun-core_2.12	1.4.6-13-ea5283b7		5f56e2f6bf69e6973a4ea666947eb82a8e162a00
ch.epfl.scala	bloopgun-core_2.12	1.4.6-15-209c2a5c		59ebefc46be329701f159aa3dee1e4508cef6ca0
ch.epfl.scala	bloopgun-core_2.12	1.4.6-17-e69a811e		a04c95008d10d47a00dc0f0ae19b89de341928e0
ch.epfl.scala	bloopgun-core_2.12	1.4.6-19-5e1eda5f		592631ac7c85277e89cf06f69594545a5523ffc7
ch.epfl.scala	bloopgun-core_2.12	1.4.6-2-c6435935		2df6690d4dbf4f48129a9c1631c89bce16f53d12
ch.epfl.scala	bloopgun-core_2.12	1.4.6-21-464e4ec4		79433b11c976aae84525630ab34fc502f3bc7bff
ch.epfl.scala	bloopgun-core_2.12	1.4.6-31-5026843c		aa92b3591fc019d4114f9bc159563308e1848033
ch.epfl.scala	bloopgun-core_2.12	1.4.6-33-1c6f6712		0d60b6f5c76b1a5ec7a2ba83e279866dd111fe30
ch.epfl.scala	bloopgun-core_2.12	1.4.6-35-09d45cbd		99fc38b6b78a3dadcd7f05f182bea5f5113f1dcd
ch.epfl.scala	bloopgun-core_2.12	1.4.6-38-2f6fdcba		d1add0161df5881ce242aa03da59edece23725fa
ch.epfl.scala	bloopgun-core_2.12	1.4.6-39-13e14ee3		571d4e9c5df45098eb64ef29fbb4b1f5dae0a7bc
ch.epfl.scala	bloopgun-core_2.12	1.4.6-40-6418e91f		d34e8c860bf374d5a762a9af2728fd102991903a
ch.epfl.scala	bloopgun-core_2.12	1.4.6-9-b67aa6af		c073a8049b0f0b1de0dd6c86206b5769d752dd4d
ch.epfl.scala	bloopgun-core_2.12	1.4.7		078b654414f9b0dc28af319578a89b2a3cd2b640
ch.epfl.scala	bloopgun-core_2.12	1.4.7-1-3aa2451d		09bd9234d77b28f755ec6080ae9d06976ea55c87
ch.epfl.scala	bloopgun-core_2.12	1.4.7-2-fc71d335		e5a24522fd70ff226a5cf450bb16da3e3148412f
ch.epfl.scala	bloopgun-core_2.12	1.4.8		13a4df47d67e5cd2eff834f2b4ac2a473b67ebab
ch.epfl.scala	bloopgun-core_2.12	1.4.8-1-ed221a26		0b164e520ad43a4047cbbb9b2f58a49cd5152d2d
ch.epfl.scala	bloopgun-core_2.12	1.4.8-100-648b0c7b		c7c6de294133d019533970c12aeffbce307f634f
ch.epfl.scala	bloopgun-core_2.12	1.4.8-102-f87cac78		823f2f244c35895ca3b40f316f55895a7ac18133
ch.epfl.scala	bloopgun-core_2.12	1.4.8-104-0c118455		f00c7606a9ee6001bf416f32a2658d90f3128aab
ch.epfl.scala	bloopgun-core_2.12	1.4.8-106-8722ebfd		0436094a2a6fc025f1f3f86b3b42fb80e30c12ae
ch.epfl.scala	bloopgun-core_2.12	1.4.8-108-08687eb6		ecaacc3ca33d274aeac5b6b623823cc5908c2717
ch.epfl.scala	bloopgun-core_2.12	1.4.8-110-3d7bbe2c		553634e6ed68f40ed88e7934a4740e198dbfa2eb
ch.epfl.scala	bloopgun-core_2.12	1.4.8-112-64d8184c		ffd96430c44e4966235dd260b6ddcbdbacccdc9c
ch.epfl.scala	bloopgun-core_2.12	1.4.8-114-e47368ed		44ac6396f09d43a5862eba06f19dc91774b75930
ch.epfl.scala	bloopgun-core_2.12	1.4.8-116-8837c896		fa2cb78fbbdcdf8b654c056ae9b933426f20989a
ch.epfl.scala	bloopgun-core_2.12	1.4.8-118-eb32b8c3		856a7cb3a6b989cf7525b04075a812ce7aeb8bc7
ch.epfl.scala	bloopgun-core_2.12	1.4.8-12-76362d9d		112dd67ed7e95d4b799048ec78340ea7b659b67d
ch.epfl.scala	bloopgun-core_2.12	1.4.8-120-4e5e69a0		fdc29c16f2ce9ce70c948e396cb15b375e0e6250
ch.epfl.scala	bloopgun-core_2.12	1.4.8-122-794af022		011ead636d0a6bcab39d8b7054a4d97f16f67a07
ch.epfl.scala	bloopgun-core_2.12	1.4.8-124-49a6348a		43139b569f1af4fae9d5b2113c482cd63032af80
ch.epfl.scala	bloopgun-core_2.12	1.4.8-126-57329401		36c4afd8f29926d8b0a5aedfa492f2272cd45cf5
ch.epfl.scala	bloopgun-core_2.12	1.4.8-128-35ba5298		06f7c2439bc43e3b3549dbf680949b2fe4e36720
ch.epfl.scala	bloopgun-core_2.12	1.4.8-130-7f2a72de		16529fca5865798d7588d313b0c5f4d990283c2b
ch.epfl.scala	bloopgun-core_2.12	1.4.8-132-d550747e		38c5057bea95b87c15d8705c6b14310de381c0e4
ch.epfl.scala	bloopgun-core_2.12	1.4.8-134-ec4e1aaf		df7815b738627c2aa462952b15ec08e628e752f9
ch.epfl.scala	bloopgun-core_2.12	1.4.8-136-302de4d6		e9eda5c72e646e3524ff87c18487ef17718bd231
ch.epfl.scala	bloopgun-core_2.12	1.4.8-138-08b46239		1288717a75d82637b1693094f5113a5e53734140
ch.epfl.scala	bloopgun-core_2.12	1.4.8-15-10dc7269		a213e2b19a7dd92361003205378c474cb0a090b3
ch.epfl.scala	bloopgun-core_2.12	1.4.8-17-3eab1f80		4edc868acd9f3ee1e23dcc0ca3d2638880f34988
ch.epfl.scala	bloopgun-core_2.12	1.4.8-19-4d9f966b		5042d8cebc0b21258fe58c169db56111cf2cd4f9
ch.epfl.scala	bloopgun-core_2.12	1.4.8-26-cbddb8ba		c4b0bc24e46a9ae4d220a6a5dccb9bff8059b9dc
ch.epfl.scala	bloopgun-core_2.12	1.4.8-34-e9ac3a0d		a76e673fb605d2d77cabb678f5656904a8beff49
ch.epfl.scala	bloopgun-core_2.12	1.4.8-39-c44bf129		cb60771d26741f85c717aa69e18cf828cf08e20a
ch.epfl.scala	bloopgun-core_2.12	1.4.8-41-f599f9bb		7a7a7bd5566289759e7fe37eec67fa3501d547b7
ch.epfl.scala	bloopgun-core_2.12	1.4.8-43-c2d941d9		11fc60fcbd94f9d762e314c604f98dd51682b84a
ch.epfl.scala	bloopgun-core_2.12	1.4.8-45-8b51bdd9		80d1ffbb74e09fec840b37226ad1af157ebd2352
ch.epfl.scala	bloopgun-core_2.12	1.4.8-49-bb3c741e		f5592b81e07249f65465391ddf11394339a4b134
ch.epfl.scala	bloopgun-core_2.12	1.4.8-51-889addb6		b8c72f8bfc5a58516ea70ac7bfadb70a42963f96
ch.epfl.scala	bloopgun-core_2.12	1.4.8-53-d3c20f68		b5885c8826626456f893de4402abeefe5d7e1c3f
ch.epfl.scala	bloopgun-core_2.12	1.4.8-55-b32fe8c9		97126838ecd25329a2a73d5a57089dccbce68883
ch.epfl.scala	bloopgun-core_2.12	1.4.8-59-f0557e99		fe6ee9cb80ee7026dfaf848bda02e1797e4d2d25
ch.epfl.scala	bloopgun-core_2.12	1.4.8-61-1cf97a4a		4532c70a91c26881e096689a4cf70030f53ad7b4
ch.epfl.scala	bloopgun-core_2.12	1.4.8-63-80fdb462		ddb0ea6876fde436dc5e69174c2dd00ad985feaf
ch.epfl.scala	bloopgun-core_2.12	1.4.8-65-b1dc4f8c		364cdcc07d1b4d39225599b9c013afcb117e8d00
ch.epfl.scala	bloopgun-core_2.12	1.4.8-67-6ec484db		9308a69abcb2f125ecdd45ba0253c60450584802
ch.epfl.scala	bloopgun-core_2.12	1.4.8-69-93b5aa87		59fd6bf766a26064becab0b325c464bf74b30523
ch.epfl.scala	bloopgun-core_2.12	1.4.8-7-339e5306		2df9a4b62825dad736f34a15ad081981cd2edcda
ch.epfl.scala	bloopgun-core_2.12	1.4.8-71-f979cb5e		06bcda6f0b6e0197e470a3124e136e2f4d95caa2
ch.epfl.scala	bloopgun-core_2.12	1.4.8-73-ce63e03d		fe062d94b8039c375d24ec139dbffdba953f4c58
ch.epfl.scala	bloopgun-core_2.12	1.4.8-75-381f435c		db5ff9b9f9a59422c9abdfbdf3c4d6549deedf3c
ch.epfl.scala	bloopgun-core_2.12	1.4.8-77-4cf80abd		8d7a51baa9b34d4199f2e6860a453d8073496cf0
ch.epfl.scala	bloopgun-core_2.12	1.4.8-79-c2a68ac6		8bebee511f432ef2b970dc58fcaab77dc8248b8f
ch.epfl.scala	bloopgun-core_2.12	1.4.8-81-e170cd66		d7039a8d6c3c6c24f0c1087fd1173dfb23424115
ch.epfl.scala	bloopgun-core_2.12	1.4.8-83-27d9d739		e5bb56239610843fd74c56bbaf552912b61a262c
ch.epfl.scala	bloopgun-core_2.12	1.4.8-88-a707e8ba		bbeb166b373fe1efdb9fc17d42d9e624244be5c9
ch.epfl.scala	bloopgun-core_2.12	1.4.8-9-4adea728		b6542d6c6e39c1b8d58861f9c69dbe33f92107f9
ch.epfl.scala	bloopgun-core_2.12	1.4.8-90-77e59d70		4973ff31287b8e7331be76d51a000b51ff1679f4
ch.epfl.scala	bloopgun-core_2.12	1.4.8-92-ed4fd6c0		659f140917dfe583ccd01bfbce552f8c327cca56
ch.epfl.scala	bloopgun-core_2.12	1.4.8-94-1cfdf0bd		c77b05f3fd9409607599f496685489b3165f071f
ch.epfl.scala	bloopgun-core_2.12	1.4.8-96-baecbec7		9f75ddddd6620d5c8d1bdd020a90f599be3face4
ch.epfl.scala	bloopgun-core_2.12	1.4.8-98-e7d4e01e		6154ff449e18511452aba9acde01903e142bee2b
ch.epfl.scala	bloopgun-core_2.12	1.4.9		4407e77c0654c3a6d61a0b76bf8ffe603f80cdaa
ch.epfl.scala	bloopgun-core_2.12	1.4.9-11-d320050b		6934c9f553473604f7440f460d0b84ae618292a9
ch.epfl.scala	bloopgun-core_2.12	1.4.9-14-67e8541e		a404314b90da36ad9523b981eca74570ebdb8337
ch.epfl.scala	bloopgun-core_2.12	1.4.9-16-ce6ffcb1		c3295f8c697bb5c82b33d5b6d7729fe7ec01b0a1
ch.epfl.scala	bloopgun-core_2.12	1.4.9-18-1ef3bf32		258c472868906d712a52b1773a06468635707445
ch.epfl.scala	bloopgun-core_2.12	1.4.9-20-2c23b6ba		6f7e14f069cfe614ef16a844f259a715e7c5399b
ch.epfl.scala	bloopgun-core_2.12	1.4.9-22-2d02726c		5ad0e32cba110d80fb118afbde255ca42655d060
ch.epfl.scala	bloopgun-core_2.12	1.4.9-26-24f0bbad		60fb5c2c4d77c8f7cdc9657fb4a4b2f60f8c4d2b
ch.epfl.scala	bloopgun-core_2.12	1.4.9-29-2da26326		a78f2cd22e99264f520e72820c73a0c23f058417
ch.epfl.scala	bloopgun-core_2.12	1.4.9-31-1df4194d		38e709ea33f7ec20dfe1df34c24ceb98f83c0582
ch.epfl.scala	bloopgun-core_2.12	1.4.9-33-c93326ba		2f43802aa5d09519080149756bafb0eb0803bff9
ch.epfl.scala	bloopgun-core_2.12	1.4.9-35-c73106fd		36ec0203715ae73239073c54a114e5619518c831
ch.epfl.scala	bloopgun-core_2.12	1.4.9-37-00cf8805		b573216614cb7b2b0518638428477b78688f055e
ch.epfl.scala	bloopgun-core_2.12	1.4.9-5-657832eb		3a8b0e405b4e40749636bfbf30bef4c3958f8939
ch.epfl.scala	bloopgun-core_2.12	1.4.9-7-1d6b3c75		6827c7dd472be3ffd98f7d20eb9d3876c7173011
ch.epfl.scala	bloopgun-core_2.12	1.4.9-9-7be9791e		11adba30ceee416b163560e8eaeb0d60aa82da06
ch.epfl.scala	bloopgun-core_2.12	1.5.0		d66d3fcc077c9357fa54d4eb196b999cc4f23d51
ch.epfl.scala	bloopgun-core_2.12	1.5.0-10-2d576c18		b197be0fb287004ffa7a0387feb793befdd3d54f
ch.epfl.scala	bloopgun-core_2.12	1.5.0-12-f9d29d4f		442f62fac07303b611824925da9463496f141bc3
ch.epfl.scala	bloopgun-core_2.12	1.5.0-14-f4caf586		fa95c5da23fef1cbfd83e54c2cf180a3ff4425b4
ch.epfl.scala	bloopgun-core_2.12	1.5.0-16-515f9954		a8f8f221ff8838a0e76c39bdc8944357930815a3
ch.epfl.scala	bloopgun-core_2.12	1.5.0-18-003e6c7b		927445bfc508671a0465e5c18aac8afebd6d6ed2
ch.epfl.scala	bloopgun-core_2.12	1.5.0-20-bd0f2179		722c825156bf0cf50451000345cc9c2082e3738c
ch.epfl.scala	bloopgun-core_2.12	1.5.0-22-91111c15		eab6841700ea52655e00eb58f34b10c45740b7f4
ch.epfl.scala	bloopgun-core_2.12	1.5.0-24-d65d9761		8f4d9028b3ed48e7edd9a00f8dd9dca6efda1b2d
ch.epfl.scala	bloopgun-core_2.12	1.5.0-26-a132042c		265c65ef00dd23a0075307e45236ec103446a317
ch.epfl.scala	bloopgun-core_2.12	1.5.0-28-2c4ea387		526aaf429b14145394c6b72ac1ee38e7e5e39f89
ch.epfl.scala	bloopgun-core_2.12	1.5.0-30-571d4c74		65236442eb44ba2058d74fd28fd23a0a57f8da09
ch.epfl.scala	bloopgun-core_2.12	1.5.0-4-324c6c4c		c373397e551f9b8d62f967c63894d23e62b31439
ch.epfl.scala	bloopgun-core_2.12	1.5.0-5-2a743608		a3fc4d211779a19dea2771673700b965aeeadbce
ch.epfl.scala	bloopgun-core_2.12	1.5.0-9-0dbff6a3		fdb3df869f2a596c1778416c88962f04cfb1fc91
ch.epfl.scala	bloopgun-core_2.12	1.5.1		7fc76afeafea4a1114b6ebd5700874d564064e8d
ch.epfl.scala	bloopgun-core_2.12	1.5.1-2-2cb26b01		04d9a5da4517d2ffbff50c022fba542d0e672bda
ch.epfl.scala	bloopgun-core_2.12	1.5.1-4-de121a34		7761fde3597c0a6c0b4a73d7e80ed60a62519eb4
ch.epfl.scala	bloopgun-core_2.12	1.5.10		e86ec20af42229304cdde176bcb8fbdcbca3b03a
ch.epfl.scala	bloopgun-core_2.12	1.5.11		14831c7a70599ff883372e2cdd38cb9e85e9e8f0
ch.epfl.scala	bloopgun-core_2.12	1.5.12		1529ef75d67d719bdecc2ff965fc6c4a17fc631c
ch.epfl.scala	bloopgun-core_2.12	1.5.13		0c159df8b73077a5c9932e8261f95949195c1167
ch.epfl.scala	bloopgun-core_2.12	1.5.14		57df261494412eabff72229137fd6414f8c59f6f
ch.epfl.scala	bloopgun-core_2.12	1.5.15		12e0c3b4665f863a0b751aaf424ae3501045667f
ch.epfl.scala	bloopgun-core_2.12	1.5.16		c07131a47419b3bcb8303e7861f7af41dad2473e
ch.epfl.scala	bloopgun-core_2.12	1.5.17		11a662d9143397701493ab85657e5ca6d12269ac
ch.epfl.scala	bloopgun-core_2.12	1.5.18		c7370bee90263daaa37513fb3336881565daea0c
ch.epfl.scala	bloopgun-core_2.12	1.5.2		b1d38374319ae8d0342dd0ec4d3f3a589bcc021b
ch.epfl.scala	bloopgun-core_2.12	1.5.2-10-02877e3b		fac6620b5b2e15a58fb90a1cbed8eb1256865e89
ch.epfl.scala	bloopgun-core_2.12	1.5.2-11-c1fd321b		33bd83db69b1706ced4e969f34034d425851f97f
ch.epfl.scala	bloopgun-core_2.12	1.5.2-12-a4a940eb		0b4887042c88d0fbb95f1dd7ed7b57630658252a
ch.epfl.scala	bloopgun-core_2.12	1.5.2-13-15ded987		c334c2cebe5c7f4aa1d026c21925c703b54c2a22
ch.epfl.scala	bloopgun-core_2.12	1.5.2-14-4fb685f2		ec19be3d825de62770d474013b458ceef6c0f1a4
ch.epfl.scala	bloopgun-core_2.12	1.5.2-15-554bc607		62a9ab1d533266190f492ceef5f2086fc60f7144
ch.epfl.scala	bloopgun-core_2.12	1.5.2-2-6197f550		023bfcaaca713ee00c335ff4b6b0069764444b22
ch.epfl.scala	bloopgun-core_2.12	1.5.2-3-2b7064d8		9f10c7260d859145388e9827b0df67421e629067
ch.epfl.scala	bloopgun-core_2.12	1.5.2-4-68105d96		0d314944f2a1900cc7792e45a51a735278598c60
ch.epfl.scala	bloopgun-core_2.12	1.5.2-5-f309e463		96a9c7f4c7e2d9ffebc02751278ca32cd2cc1aeb
ch.epfl.scala	bloopgun-core_2.12	1.5.2-6-08c81b72		7dc8f457bdd99aa7612903a4baa04ca581af0eec
ch.epfl.scala	bloopgun-core_2.12	1.5.2-7-12f8faac		37d07d853eb24ed32839833dd02d889b45fe39c5
ch.epfl.scala	bloopgun-core_2.12	1.5.2-9-b190bd39		d2fc83c8fb8c99db1c10f65c49d73842366860b0
ch.epfl.scala	bloopgun-core_2.12	1.5.3		71bb934b53a54ebee2f56c046ce40502cdf0c548
ch.epfl.scala	bloopgun-core_2.12	1.5.3-10-7ff53684		79a2c85fab14758332b278c9f3cf5596c3a5517c
ch.epfl.scala	bloopgun-core_2.12	1.5.3-12-a0ca82de		882290bf8a8f3d04d453f886e4682db615b3f9d9
ch.epfl.scala	bloopgun-core_2.12	1.5.3-16-8f18368b		2c1344c6d34d6ab44e7d7664261f09823af18a4e
ch.epfl.scala	bloopgun-core_2.12	1.5.3-2-117b7e05		f8768b5aec80840706bffcdf6ee1893c041064e2
ch.epfl.scala	bloopgun-core_2.12	1.5.3-26-ee0b253d		612abcd81546d2e75420905575a6616e2d4c4c2c
ch.epfl.scala	bloopgun-core_2.12	1.5.3-28-373a64c9		de2b177017e7b49984ece3d62cd0d1f50435419b
ch.epfl.scala	bloopgun-core_2.12	1.5.3-30-31ba8b4b		ab0e78853455ee4b42fd81f87436fe6070688449
ch.epfl.scala	bloopgun-core_2.12	1.5.3-35-c51f8d96		e1dee77b190833b66b9a35f1e63ae1791680909f
ch.epfl.scala	bloopgun-core_2.12	1.5.3-38-586cfbff		d3bd83b031d650a632bd52f812b6295980f2e83c
ch.epfl.scala	bloopgun-core_2.12	1.5.3-4-b5cf7cc4		6606d6f412bd533d0719435fc6b3aa7900123e25
ch.epfl.scala	bloopgun-core_2.12	1.5.3-40-0bd25506		ec6fb17cd4e1743152f458d418bfe304a0210963
ch.epfl.scala	bloopgun-core_2.12	1.5.3-42-75a0d6ee		f389f4d293d425fc8b2db67e198ff70508f0da90
ch.epfl.scala	bloopgun-core_2.12	1.5.3-44-03658369		5f27fe8df3214d04b9bf968aa7e52f4890f0294a
ch.epfl.scala	bloopgun-core_2.12	1.5.3-54-ed1f9c82		96847cb90bb7a9087b2538207d36d61cb37dd891
ch.epfl.scala	bloopgun-core_2.12	1.5.3-56-8630f73c		5c32d4b7c96dcfc7a1f7331039bfabfb4dd8bd1f
ch.epfl.scala	bloopgun-core_2.12	1.5.3-58-678864a0		8da6653b8fa191227aba045ecdc93d37fcabd2c2
ch.epfl.scala	bloopgun-core_2.12	1.5.3-6-13310fda		544257cfe3b8c1a78f3865745e987cfa55c500d6
ch.epfl.scala	bloopgun-core_2.12	1.5.3-60-3de5fb9f		203f46e797f79ac3e258c47a9a899ab3358d2d3b
ch.epfl.scala	bloopgun-core_2.12	1.5.3-62-2093ddd1		811bdb6e502b5be782bb91f5924476fe1b79f949
ch.epfl.scala	bloopgun-core_2.12	1.5.3-65-72f9449a		9dfc8165d10f05befbfe6b93fe17db51b732d353
ch.epfl.scala	bloopgun-core_2.12	1.5.3-67-6c91b225		bb5874e6f88185e48ff619ca9c5f84b73449d5c6
ch.epfl.scala	bloopgun-core_2.12	1.5.3-8-c47dcb02		8a0d01f41a4f9cc1f2abd44627865f075df82ee4
ch.epfl.scala	bloopgun-core_2.12	1.5.4		8e5cdb109ab2abe26c986e87363f91ff35edaa3c
ch.epfl.scala	bloopgun-core_2.12	1.5.4-10-10f7f92f		c649921af9fcb38d801a4a873703bdda421d7b41
ch.epfl.scala	bloopgun-core_2.12	1.5.4-100-7919d5df		a00f485238d7616c8168808b22277af812950bb1
ch.epfl.scala	bloopgun-core_2.12	1.5.4-102-9ec8b51f		c0050b1239ec22183bee093b25f831b12037b611
ch.epfl.scala	bloopgun-core_2.12	1.5.4-104-913fdf67		3f8a3def0faabdb62cd5acb57a8d00e8ef2ba426
ch.epfl.scala	bloopgun-core_2.12	1.5.4-106-1624d01f		0ea7f2ed8b19f47a6d341d8d8a8266b909d32f33
ch.epfl.scala	bloopgun-core_2.12	1.5.4-108-733c9e18		311dcdd1a5ef160c050f67f8a3fbac231de627c1
ch.epfl.scala	bloopgun-core_2.12	1.5.4-110-f63b53b9		fe26a86a97f128188736f9aa7a5b3540d1600805
ch.epfl.scala	bloopgun-core_2.12	1.5.4-112-770c68ba		cc85f49e0ff49d6e691b74f8cdc0ab8b75505b7e
ch.epfl.scala	bloopgun-core_2.12	1.5.4-114-4779ffa8		24d39f071007b4ee80e5ea5fc321272373c31288
ch.epfl.scala	bloopgun-core_2.12	1.5.4-118-e5d4fad6		4bb20aceb8e0186d4c70af3c8b5628caaccb512b
ch.epfl.scala	bloopgun-core_2.12	1.5.4-12-302d8a99		890a906d9b84c27e99910ac00327f27fe8524644
ch.epfl.scala	bloopgun-core_2.12	1.5.4-120-11bb3d90		da103f0caf37b374a8c11981fe1a14f66b19b61c
ch.epfl.scala	bloopgun-core_2.12	1.5.4-123-cd0b4b94		50c896f085a64dfaa4712ec71dfa73a6d5765eff
ch.epfl.scala	bloopgun-core_2.12	1.5.4-125-b611c20c		3df4e69a138bb61807d14bc020a789f28efe917c
ch.epfl.scala	bloopgun-core_2.12	1.5.4-127-7845ad93		d89754b64eff679fcbebd5098692aef0584eb83a
ch.epfl.scala	bloopgun-core_2.12	1.5.4-129-e9a5c243		a9cb4abfdfd9b86cba0c2ae60ce581db0333b3ba
ch.epfl.scala	bloopgun-core_2.12	1.5.4-131-bb8f02c7		f162f78eee6eb00198f73b3e13daedf5182ff33e
ch.epfl.scala	bloopgun-core_2.12	1.5.4-133-3fa37211		07dcc061cff06f4e4b95f29342b28ad7266ba517
ch.epfl.scala	bloopgun-core_2.12	1.5.4-135-1207e8eb		7f26a37af83be31857184521c8163f47ec83aa9e
ch.epfl.scala	bloopgun-core_2.12	1.5.4-137-96793cfb		5e58a019683d744e877e7eb7d6ea235be532f3d0
ch.epfl.scala	bloopgun-core_2.12	1.5.4-139-9a1a6a5e		8f23755e1bd0739e4cb43933c117c35d8be5e6b7
ch.epfl.scala	bloopgun-core_2.12	1.5.4-14-7cb43276		7cfe10beab110add2b474355c3641cf44c67f8a6
ch.epfl.scala	bloopgun-core_2.12	1.5.4-141-5008d367		1de3a4b880f7b765a29852d1c2b44772db722a91
