biz.netcentric.cq.tools.aemmjml	aemmjml-initialcontent-package	0.1.0		N/A
com.yahoo.elide	elide-datastore-aggregation	6.1.3		b6a44d68bcddd81e12818d31250889706b918157
com.yahoo.elide	elide-datastore-aggregation	6.1.4		d99841e3959782a51a48d88cc6f656ca52d559e7
com.yahoo.elide	elide-datastore-aggregation	6.1.5		c0ae016294bb3aae16ea215cfedfbc128e4bf613
com.yahoo.elide	elide-datastore-aggregation	6.1.6		97dc9e4d9c139db1562a3b1d61f6f908c663f088
com.yahoo.elide	elide-datastore-aggregation	6.1.7		c69b5ab18355f714b00e0236b8c9f03dfeb13d30
com.yahoo.elide	elide-datastore-aggregation	6.1.8		67b862f74ca0b283a0dc0786639ad9ddcdf12e13
com.yahoo.elide	elide-datastore-aggregation	6.1.9		aeedc7601ff0992693287ad35988d096e4e301bc
com.yahoo.elide	elide-datastore-aggregation	7.0.0		f9b13a1d36442ed21a5a3bdaeac4645108c27532
com.yahoo.elide	elide-datastore-aggregation	7.0.0-pr2		23fda18d85392e9d9934a351dd15347b6e3a3936
com.yahoo.elide	elide-datastore-aggregation	7.0.0-pr3		0a63e52bfdf0d9e99ca7a691e70af93bc5d610f9
com.yahoo.elide	elide-datastore-aggregation	7.0.0-pr4		32f32dc49af6d95cb00a42435573eb92ef250cda
com.yahoo.elide	elide-datastore-aggregation	7.0.0-pr5		7838e294e808fc240a2f41a061c9492df7a77417
com.yahoo.elide	elide-datastore-aggregation	7.0.0-pr6		61d4a29f522e5a041df67cfce8fb2d3dd2a945fa
com.yahoo.elide	elide-datastore-aggregation	7.0.1		dc8d196aff31819d81073a03c4569d363fa983dc
com.yahoo.elide	elide-datastore-aggregation	7.0.2		5972bbc2f827ac5db803ace8230ebe2ca0e48b4f
com.yahoo.elide	elide-datastore-aggregation	7.0.3		c77ec42e3784c4e8334f387cf9b01075f110ee54
com.yahoo.elide	elide-datastore-aggregation	7.0.4		2dd12f9a1b12c85b764bf2b482a8d809b9e3a01b
com.yahoo.elide	elide-datastore-aggregation	7.0.5		422b31d9ec30449c7cd2c2e6f2d3dc3a62687027
com.yahoo.elide	elide-datastore-aggregation	7.1.0		fe545b70d1d640aa1b2919c0d812d3b23eb83944
com.yahoo.elide	elide-datastore-aggregation	7.1.1		10083418e7899fcdd916973fa4839903d9b7263d
com.yahoo.elide	elide-datastore-aggregation	7.1.11		dbebc482af7701af9497ba90bc882bd058877f00
com.yahoo.elide	elide-datastore-aggregation	7.1.2		6aa92ab0ff1d94842e6fa4d5fe7ce63b261ed9e9
com.yahoo.elide	elide-datastore-aggregation	7.1.4		c2493b55d0a6db6e44e99f450f6a6225431d3c42
com.yahoo.vespa	container-core-config	7.340.22		65b285be31ed1c38d583e4ad2406690668ff9e20
com.yahoo.vespa	container-core-config	7.342.40		e365515ceb761023154ebc8a8547fb5aef9ec60e
com.yahoo.vespa	container-core-config	7.343.18		e36ffe3714e4386dd3b4c5069e95e2249a3fab0d
com.yahoo.vespa	container-core-config	7.346.59		a1aef0b452851909adacd2afa9e1c4fdd376eb39
com.yahoo.vespa	container-core-config	7.347.28		cd2e8a9639092c2fef85a2144c5eec7377988770
com.yahoo.vespa	container-core-config	7.349.32		7e230037710b5d301ee95225e1fc222b7bda9c51
com.yahoo.vespa	container-core-config	7.350.53		464fcb9b147394d99d76cc546663ae797c76bce1
com.yahoo.vespa	container-core-config	7.351.32		bf0708140d126017c3032845b36ba33b1c00bc95
com.yahoo.vespa	container-core-config	7.354.14		b6c0e3e00932d44c6650d05e7378636d7b8272dc
com.yahoo.vespa	container-core-config	7.355.22		419a3aea4b71c67c21f7c409910cd6bc7dd8c06a
com.yahoo.vespa	container-core-config	7.356.23		388c7bee19609021b583a2898f7473aa538c1536
com.yahoo.vespa	container-core-config	7.358.44		7bf444980c80eedfe84cc30d867d692bc2f3b158
com.yahoo.vespa	container-core-config	7.359.24		e9c4b6250353fb55801e3a78f146e3cbb044335b
com.yahoo.vespa	container-core-config	7.360.24		9b6c56834a337a3e89281b1d71df086f63a83b42
com.yahoo.vespa	container-core-config	7.361.22		82f99a40a701f41e5da58a90a63e259850562ebf
com.yahoo.vespa	container-core-config	7.362.70		7290deb4eca273e95d7855cef3786ca758dd241b
com.yahoo.vespa	container-core-config	7.363.17		559088a90421b63aed38a21ddd401900bb0d5c2b
com.yahoo.vespa	container-core-config	7.364.19		8ddf5f5f26c5dfdb491b7fd54cd0420745679cae
com.yahoo.vespa	container-core-config	7.365.20		9e546d0abfd21993c52c6bb9a630ac25e60fa8f6
com.yahoo.vespa	container-core-config	7.366.33		f84ec9c1ab3a854a094430e393e9ac67468b1069
com.yahoo.vespa	container-core-config	7.367.19		2b8fb5a3496131339d9b45fae6e55115010977fe
com.yahoo.vespa	container-core-config	7.368.3		acaac58a7b2c197810d1b68fbffbb1121a00100f
com.yahoo.vespa	container-core-config	7.369.27		4aa26cfba605260edf08932c3eed0883f64cb2dd
com.yahoo.vespa	container-core-config	7.371.20		017c8665bc26d6d1b932f9ad3f96391bf0f2609a
com.yahoo.vespa	container-core-config	7.372.13		69eeb7b70f095a9e6364b785fd3ff019fe90e23f
com.yahoo.vespa	container-core-config	7.373.22		5299e0f0c4c98c35db479d1cdfd33fc46fe7bdb4
com.yahoo.vespa	container-core-config	7.374.52		4d82e9ca22afbecdc9050c5c2f25b4f38fdd978a
com.yahoo.vespa	container-core-config	7.375.22		a7e005526991f96c524810af191cc45d5525d5f1
com.yahoo.vespa	container-core-config	7.376.25		9eef3fb090c410987c92d8374489e594d63b5967
com.yahoo.vespa	container-core-config	7.378.53		6759e04a42de488100ea65eb70c87bfb17eda8e9
com.yahoo.vespa	container-core-config	7.379.1		18804ae73d930bf9c42533d5e8305dd85b4bb5c5
com.yahoo.vespa	container-core-config	7.380.25		770bc2f2151a219574feba74c0a9a056b29b4c64
com.yahoo.vespa	openai-client	8.159.53		7bba39c1c16a04b3d6d836d44c1a0cdc0de4e796
com.yahoo.vespa	openai-client	8.161.74		dddb20b25968647d1e136081252594d3b526a62c
com.yahoo.vespa	openai-client	8.162.29		9e68ede1803c3e24e0ed475d8de1cc85499c7842
com.yahoo.vespa	openai-client	8.164.52		346972e93b98d4c1e7168fe4c340c13180dece7f
com.yahoo.vespa	openai-client	8.165.119		b9d45cbdf105cb1c049af0bf7e2ac09d1cfb7bc7
com.yahoo.vespa	openai-client	8.167.17		202373713f606070d329a5df1fcc2021748bd8bf
com.yahoo.vespa	openai-client	8.168.43		c043d9944c2ac06b1a59c47ed0ead0bc72d7d34a
com.yahoo.vespa	openai-client	8.170.18		1badd3c4fc2817cfec16f63bf1a3040169ab0804
com.yahoo.vespa	openai-client	8.171.43		42863f12ce2ae9ce679a1e5db9debebbb786835b
com.yahoo.vespa	openai-client	8.172.18		891869814791082116f796a30ee4ec1aa34d36e8
com.yahoo.vespa	openai-client	8.173.24		b33b6d35940fee729bcbeaaddfbda0e05f34c7eb
com.yahoo.vespa	openai-client	8.174.17		1c973d043427a761c2873f3577365dd6f8de8aad
com.yahoo.vespa	openai-client	8.175.37		43c620e11a8691073f6a725e6bc574d02affa56a
com.yahoo.vespa	openai-client	8.176.13		7c600924554a9e32d4511a5baf04b82450821cf7
com.yahoo.vespa	openai-client	8.177.24		798941c520292892de3eec1345d9f5fb4594cce2
de.gal-digital	kmm-logger-android-debug	1.0.1		N/A
de.gal-digital	kmm-logger-android-debug	1.0.2		N/A
de.gal-digital	kmm-logger-android-debug	1.1.0		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.2.0		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.2.1		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.3.0		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.3.1		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.3.2		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.4.0		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.5.0		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.5.1		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.5.2		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.6.0		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.6.1		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.6.2		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.6.3		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.6.4		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.6.5		N/A
dev.datlag.tooling	tooling-country-androidnativex86	1.7.0		N/A
dev.nokee.pom-dsl	dev.nokee.pom-dsl.gradle.plugin	1.0		N/A
fr.inria.eventcloud	eventcloud-translators-wsn	1.0.0		c3068996249b16f12121165c9f0da4aaf1574b2a
fr.inria.eventcloud	eventcloud-translators-wsn	1.1.0		0ccdf74c992a4acc17ddfc6b2c184fada9d8721d
fr.inria.eventcloud	eventcloud-translators-wsn	1.2.1		e97c7ec0910bd50916a78b2ea8ed58cb6b1bf2bb
fr.inria.eventcloud	eventcloud-translators-wsn	1.3.0		b2ccf2e7dd22bfbea54208c2963fe1af417f7086
fr.inria.eventcloud	eventcloud-translators-wsn	1.4.0		adaa9c9f4eb0d2c64a886601fc9c5e3faa2cd0e9
fr.inria.eventcloud	eventcloud-translators-wsn	1.5.1		473220a66dc5f57ec91bc8af793511f6f6ae21b7
fr.inria.eventcloud	eventcloud-translators-wsn	1.6.0		673a57ee26b567472eae114b916ac031c9fec46d
info.novatec.testit	webtester-migration-guide	2.10.0		d3246d20fcb77178d4cecb7bbc2240b097f477fa
info.novatec.testit	webtester-migration-guide	2.10.3		705d9b8e4cfa4d95a8608731e2bce180a67afb04
info.novatec.testit	webtester-migration-guide	2.6.0		7547ef1fb3f7b702ab77c83e2502f8f42bd060ea
info.novatec.testit	webtester-migration-guide	2.7.0		b808783deb9452753dd6f5d2595d85210e964fe4
info.novatec.testit	webtester-migration-guide	2.8.0		71e97363d5bac23a4dea36ba88cbc8b06de7b25c
info.novatec.testit	webtester-migration-guide	2.9.0		697b3446133ce150d7b722258ac2cd82198f63b6
io.btrace	btrace-maven-plugin	2.2.5		8a6467d0967c45b3561b67919316d4d2e1d2aac1
io.btrace	btrace-maven-plugin	2.2.6		54387de78e58b5ed40265ec516d692f5d0ce592d
io.burkard	aws-cdk-scala-backup_2.13	0.1.2		15c3a5d0e03266ec965727034ea21b61a69cf6ff
io.burkard	aws-cdk-scala-backup_2.13	0.1.3		40161bc665d57e0f10998aa8d6e4d06198cc56d0
io.burkard	aws-cdk-scala-backup_2.13	0.1.4		48153023de254956acc8f9503d0633258690dba0
io.burkard	aws-cdk-scala-backup_2.13	0.1.5		ca082783dfc68b7662cfdfb4e01f76403ee7f670
io.burkard	aws-cdk-scala-backup_2.13	0.1.6		d1c7c9b8181c4b8c65ec7bb66880c90a4977cbf7
io.burkard	aws-cdk-scala-backup_2.13	0.1.7		63e455008eea7fd06d453f7d77de599f6e399446
io.burkard	aws-cdk-scala-backup_2.13	0.2.0		94e4379fd66e47e30501e9bd3e2cf9a16df3a260
io.burkard	aws-cdk-scala-backup_2.13	0.3.0		a218dc9b72b7f9a5b3d9ea1d2c4fb8283b374ced
io.burkard	aws-cdk-scala-backup_2.13	0.4.0		57b80be7fcd44510311644d04e502ab4cc10b98c
io.burkard	aws-cdk-scala-backup_2.13	0.4.1		1d7fac5ca04f562cb4dc88cf642b9d4e13f55c81
io.burkard	aws-cdk-scala-backup_2.13	0.5.0		ba265ac4ed4f9a291161374e9d9b81efce0858b0
io.circe	circe-jackson217_3	0.14.1		df3fd6b6fae415d4675025350d3e07724141f88a
io.circe	circe-jackson217_3	0.14.2		06a1ba7820601f12df463faf5506408d9b1a9a46
io.github.alexmofer.widget	wraplayout	2.0.0		N/A
io.github.boswelja.menuprovider	material3-macosx64	1.3.2		N/A
io.github.boswelja.menuprovider	material3-macosx64	1.3.2	metadata	eca2003ccc301a7b8496baccf9e0e5d1214334e0
io.github.boswelja.menuprovider	material3-macosx64	1.4.0		N/A
io.github.boswelja.menuprovider	material3-macosx64	1.4.0	metadata	4e328cd1d00a053fc8f484d29129ed5a525ab389
io.github.luokangyuan	util-spring-boot-starter	0.0.1-RELEASE		3610515da6b4d58d60f1f494d464af8797505ffe
io.github.panpf.tools4j	tools4j-zip-ktx	1.0.0		66bd211588fd9c10cbf45700c5d206c502bc9a70
io.github.panpf.tools4j	tools4j-zip-ktx	1.0.0-rc02		f798aad07bf93c7ccbe5384123ae53bead532eea
io.github.twonirwana	dice-evaluator	v0.0.1		372c45cdba10adead9999d168238cec3ca4ec8ab
io.github.twonirwana	dice-evaluator	v0.0.1-beta4		fd46fb70364cefd6dccab700323fad312b4fb7d6
io.github.twonirwana	dice-evaluator	v0.0.1-beta5		1e7301335e2f852869b2cd915aaf52414aa09e07
io.github.twonirwana	dice-evaluator	v0.1.0		12b91f6888784893b0805e33f6d8e8fa96cd865b
io.github.twonirwana	dice-evaluator	v0.1.1		62582b454fa6b34d318df1d084fe15787af22266
io.github.twonirwana	dice-evaluator	v0.1.2		bd0061966a230d4f83b9a3fcef417ea7e996b331
io.github.twonirwana	dice-evaluator	v0.1.3		677129e116c91f8221e3a2c6198ba954aee821da
io.github.twonirwana	dice-evaluator	v0.1.4		75081968ef768208d70ca665d68b3cc5b1292b4b
io.github.twonirwana	dice-evaluator	v0.1.5		fa8d1200e7d6a7c0e56a03589d2cb9aab2c987fb
io.github.twonirwana	dice-evaluator	v0.1.6		d3e7cc0da3396fb7af22804dbc472f0b8fa7fa6d
io.github.twonirwana	dice-evaluator	v0.1.7		c0906d6d119d74867684c11d0def2d5eedda0854
io.github.twonirwana	dice-evaluator	v0.1.8		94b4707ccbad5bffc5d36964ed6f8115c314978c
io.github.twonirwana	dice-evaluator	v0.2.0		2be91c62a6f41e67bc197f0500b5cb3edf88b5be
io.github.twonirwana	dice-evaluator	v0.3.0		423ea549930931853327bd30a0f3c004cf758add
io.github.twonirwana	dice-evaluator	v0.3.1		ef7b2e238b5fee38bd7ae9a047b03a4f1570132c
io.github.twonirwana	dice-evaluator	v0.3.2		e5626ddf4637057912f700d0cc89dc11f576c013
io.github.twonirwana	dice-evaluator	v0.3.3		057596e378eeefeae569c5409bcd088ccb40d6d2
io.github.twonirwana	dice-evaluator	v0.3.4		99a201cfa77185160bd6984fbb8fcb2027abf5d3
io.github.twonirwana	dice-evaluator	v0.4.0		5db2b4374f580b45ac9bcfff4fd6e6f771d2c78b
io.github.twonirwana	dice-evaluator	v0.4.1		10e0908441d1a080592b61dd38f48b143613b8ea
io.github.twonirwana	dice-evaluator	v0.4.2		ea5922c8b5dbd58fd294c9a7a11c7a00b5b46d79
io.github.twonirwana	dice-evaluator	v0.4.3		9c7abd275d49c0a70ce17dcc315a3ff4c5cd69d0
io.github.twonirwana	dice-evaluator	v0.4.4		1a914d3707ea9c2e31c1312af08307e1a4277394
io.github.twonirwana	dice-evaluator	v0.4.5		2f636a19dfec881307b0fc92db7fafc0ac411eb0
io.github.twonirwana	dice-evaluator	v0.4.6		b01e7f39fa651615edc731d154440be3a3995840
io.github.twonirwana	dice-evaluator	v0.5.0		8324d49bd648440081237e82cec93004615592df
io.github.twonirwana	dice-evaluator	v0.5.1		5012f49f152fbe5980970134c54841c73bbbb99f
io.github.twonirwana	dice-evaluator	v0.5.2		776fda3e9ef03062afe251ea3828f45cf792babe
io.github.twonirwana	dice-evaluator	v0.5.3		5543bd37122160a294e9ce34406a50963370a2c3
io.github.twonirwana	dice-evaluator	v0.5.4		af96782fd13117179eb61784b1389c6519ffa715
io.github.twonirwana	dice-evaluator	v0.5.5		cf5b76b8a222fbd6bed4376874534947a7647d36
io.github.twonirwana	dice-evaluator	v0.5.6		4920e888700a160a71c881652596612c5d8dab53
io.github.twonirwana	dice-evaluator	v0.5.7		b5db3b055e5211810f02ea40f727d874f3f69ff8
io.github.twonirwana	dice-evaluator	v0.5.8		2b87196f0f7acea3aff9f705efaa77fe97f796d3
io.github.twonirwana	dice-evaluator	v0.6.0		e93072f7e3e2b79071be9d2e5b334c4b1ce43257
io.github.twonirwana	dice-evaluator	v0.6.1		d66c6026ab17bddaa865c51610c3a330828c379d
io.github.twonirwana	dice-evaluator	v0.7.0		c7e7c6816ce1959f0375e3c8365c24f772ddc574
io.github.twonirwana	dice-evaluator	v0.8.0		c83ec4156a2fd894bf15f82f9903fbe8ea3ba59c
io.github.twonirwana	dice-evaluator	v0.8.1		e4a8bc5333e3bd9a956d4b2fda856023d0edd4d2
io.github.twonirwana	dice-evaluator	v0.8.2		b3b3a8a016517ee80d560322c9f050c2db8d7a6a
io.github.twonirwana	dice-evaluator	v0.9.0		827abc756449c9c1786fe6074aaea38d17fc6019
io.github.twonirwana	dice-evaluator	v0.9.1		c04b42e311b9fb3160055293b542e4431291f25b
io.nemesis.platform.module.payment	nemesis-module-ideal	2.3.19.RELEASE		8c7d2599170082361b2d62b5a1792ac670f5c3f7
io.nemesis.platform.module.payment	nemesis-module-ideal	2.3.20.RELEASE		d777212fea5595a8860fafa904c9a5f4905d424d
io.openremote.ui	openremote-insights	1.2.0		3e92708df660823bfbff8d010fa48e28cd674056
io.openremote.ui	openremote-insights	1.2.1		6c6cb4ac540cac1082a9e192b071e36dea81ec9a
io.openremote.ui	openremote-insights	1.2.2		6572965a3585c66f9d24de8dc2eaf5b072ee7cef
io.openremote.ui	openremote-insights	1.2.3		46bfbeb1c70f114cf423bcc5e7c2b70f5ad07072
io.openremote.ui	openremote-insights	1.2.4		de1c67ab721d3fbfe92c23fae4f609ff2ff612d8
io.openremote.ui	openremote-insights	1.3.0		428f91ce11b8c87998aa70781b7b89a3c91925e0
io.openremote.ui	openremote-insights	1.3.1		1a5688bdb48387f23c7a5f81a4c2f0a46e5af712
io.openremote.ui	openremote-insights	1.3.2		578bfb91c6d10e561287f90ea034a03203c178bc
io.openremote.ui	openremote-insights	1.3.3		f262c5d2391cd38691e53f78b7a447aeb9ceb7f1
io.openremote.ui	openremote-insights	1.3.4		7310ba330a5bdd46247cf3cb332cc9f4198b2fc6
io.openremote.ui	openremote-insights	1.3.5		71d603b6fbecf36a2b63a0c60ebc5ea2b1415a1f
io.openremote.ui	openremote-insights	1.4.0		bad972b0680777d3330c4cc76d3c79ebbbf4dd1a
io.openremote.ui	openremote-insights	1.5.0		06ce10dd052a153c3dce2d17db6bc176484a8490
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.10.0-alpha		94988c30ee58a8b9d90548bc59d6f7b3e5c34308
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.10.1-alpha		93a896bf698be83863879e1c605da5350549e584
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.11.0-alpha		90fafc2c3f682a0f6fe6617def6432fdb751687a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.11.1-alpha		62ae27d8ddeec1d40754b68f8ad6d157baefbcc8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.12.0-alpha		ed4ad14d913d6ab9d4c5cc0908d2e566f1d10d8c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.12.1-alpha		6a86232c28ac62f5d115880c1559b629cdad23b7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.13.0-alpha		c295fb3ad415bb338448c054f04c547242638b63
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.13.1-alpha		40580eb0e7546fb24caf430086bc4e535277c2d1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.14.0-alpha		e0c55658ecda4d8993149612e682c03ea5b19e9e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.15.0-alpha		129cf7c5720a561a27410f884123ab18cbdff598
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.16.0-alpha		22d1b4f0ec6524b8a07c8537e6c4c38bf171d842
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.17.0-alpha		6bd49f190d313750c6a09daa01e262d7aed9c10c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.18.0-alpha		df1456079573ae6efaedfdb62e975c5d6fc9f041
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.19.0-alpha		f991b7d5679c0bbab4792482c278135b293892f8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.19.1-alpha		7e1f55e95facf7486fa5d729d8ad15735eb992be
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.19.2-alpha		7da823d6b1845c16a5a3de53dec614854bb088fd
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.20.0-alpha		f1bbb464237e9abf7e45313e1a706e67ae4b27f5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.20.1-alpha		a0140968f91f62f305f54df72a54d3e71e043071
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.20.2-alpha		82e05aad49b6924d1a0906f929410889570ef0a7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.21.0-alpha		834abcd195888f5f0ce5c42541c1fa379e707cae
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.22.0-alpha		0f4f20dd2ad126eb73bbcbaaa9fc9c81b944b172
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.22.1-alpha		c1273d7edb7227663a1b512fbc8286dc1366638c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.23.0-alpha		39efd5a12501f8015a02f6e2a22e130e217e7702
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.24.0-alpha		734d3d2ef3a679b517d52c9b5b8ee39ad4688996
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.25.0-alpha		8dcf5a3b114066f4fceb15a0f27e97d9750715f8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.25.1-alpha		77963aef3d689475335aec8baa896d076dcf5dd6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.26.0-alpha		01388b99ee72664b5e7da06d2532ad3b84fff1d9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.27.0-alpha		5b950ba44e661f92df16a2207ff4f1d4338117b3
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.28.0-alpha		023673eaabcb87aeb60947487f2f411bd6ef2815
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.29.0-alpha		e23653c995f4b0faf7bedce8ebf73d7a6eb8ca99
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.3.0-alpha		38a1800b364795480586d6d63cf9695287a25598
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.3.0-alpha	all	46fe0c276b05d6c55b516e7a88d65db89adee6d4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.3.1-alpha		N/A
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.3.1-alpha	all	d0e178dc9a01af2059e0d368ee6c415c689c3b48
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.30.0-alpha		c2be07f6999551b7099896e6d47472f3aaf6d095
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.31.0-alpha		74f5f65fe5c727c781a1191695f2b1a4c4f4d4a0
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.32.0-alpha		edcecce36139f1f854335ee652018acb564930d1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.32.1-alpha		51d5394c4cdb25c0e5ce67b0e892d4870065bca8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.33.0-alpha		79cddf566f488786d0f2da1cb8294eeceae7d8c0
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.33.1-alpha		017ddb9e4604d288cbaf1a8929edff0bde7eeef8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.33.2-alpha		d8ec4b043442343da783a9209020560ad791a24d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.33.3-alpha		663f10518b09f14c1eb3991196b0b84eb0eed5fd
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.33.4-alpha		1211e408677dcd7999aba46cdc3b09a55981e829
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.33.5-alpha		a20d0cf9c0f6f39c0846ff36a368980bb6edc472
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.33.6-alpha		c2f9e23a551cb45c5377952e0d63af865d687fbd
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.4.0-alpha		e8e16f248dc09789c8db0ff30d3acb22863bd098
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.4.1-alpha		7e71ddf204f6cfbafba939a822a5d11fa5c65d00
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.5.0-alpha		2ffcedb3d1d554cd51a0e431f3180a5c13dcd045
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.5.1-alpha		68e1423d5be3dc61535db389b9726add6ea76f81
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.5.2-alpha		2f8450b7554ee95d2b253392704e821e9408e418
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.5.3-alpha		9e127269be344c26e62acaf38037579ed4c92834
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.6.0-alpha		c98b7ddb133410d49743733c7a8b4b64cfd30b1d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.6.1-alpha		a47d594da6af4effa6cc6ba3cc39d732f292f068
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.6.2-alpha		e4281761a91e12026ab89e01dc0aeecae9278664
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.7.0-alpha		0f454c6a26ce16f3ba510eaed6c44b885f3f591f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.7.1-alpha		0f1e0637ca82ef8a283aa91093d74b4f0662fb4d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.7.2-alpha		ab1777bac9ce51fd1a5e9679223df67127502d85
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.8.0-alpha		8ea43de0692f878c5705c6fa2d266d67fd2284a7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.9.0-alpha		8469133d4d834041e0a543b80a7b214f03cb40a7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.9.1-alpha		e62dab56f47b064b2cca11a6a05f8e83593fc1ee
