cafe.adriel.lyricist	lyricist-core-wasm-js	1.7.0		N/A
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.1.RELEASE		c7870ed13245b276d3fdf254e61a5e43106bc18d
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.10.RELEASE		5bd26e511efd1067eda33b222a35b245e9f852ba
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.11.RELEASE		dcfe0a8bca3c1d46032fa7da733812bd4a542c7f
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.12.RELEASE		d67a791bded36e14fe1006264252905f5cdd3324
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.13.RELEASE		56eb9dee41add4d2e22a298f8245ad163a8d953e
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.14.RELEASE		7fd0d64b007be2f45efe24e2b622b51d950025d4
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.15.RELEASE		a35a5d5de65f4ec8013fcd42870a69c7ca7737f3
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.16.RELEASE		9a93142b84933e31842aa013bf4a26fb2d2fdb37
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.17.RELEASE		f05a0438c135dcee6068488fa638d389c7ba2607
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.18.RELEASE		72c73f05007b8c37c45c4df625ac922dbe808beb
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.2.RELEASE		e593a52d0121832902189a452024c8ac2bcc2ece
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.3.RELEASE		bc23b78ec054c3e7a8f0cfd4eca233f514db0f1a
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.4.RELEASE		50c3f145555ab71fcbe359575da5aba03372db87
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.5.RELEASE		03f10dda9ef78471f9ad02cdf89ed5c69cbd2b7b
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.6.RELEASE		2474b0d70d4dc2d01ace3bfea476ef52048d679d
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.7.RELEASE		dec1c1ed3c062fa451f5a3abbee990ecf739ee7c
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.8.RELEASE		bdb2101f9296f0da5b890d86374839faa0acc484
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.9.RELEASE		454c2985c723d575a77e2192b12b36d83439226b
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.0.RELEASE		c6cec931c76070b4b6ca28c5bb33a869641309bf
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.1.RELEASE		0bce741c8743407cd5f855e7ab79b966f6e06268
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.10.RELEASE		660d7e22c6223ff4dc7fde389bf198a954f64f98
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.11.RELEASE		27911aebdefbf6452c4f4673d6e770d9bab7442b
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.12.RELEASE		25fc9f9aa0f7d3445d8482344f07ee3570f3a9aa
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.13.RELEASE		29755bef63006c08e4f0d9a70aac5be6c2d0658f
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.2.RELEASE		8ea4907df44d23b23aae26f48527b087d965f11d
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.3.RELEASE		c27fb6f50094c02a9297d0aed08d39ed1fadd741
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.4.RELEASE		15a33d0be9d86a68220d280af403938ebbea7f11
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.5.RELEASE		ca33a99f09161c140fa4ffc7d155b8b5312e7e95
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.6.RELEASE		3402e8632d915236234e9f38a2c5f84f9a9ce2f3
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.7.RELEASE		849783cd7d29ec9c1b17fa5fa7f29ab72739f2df
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.8.RELEASE		23c05c99f173b41b791f1fc2413d8b652a899459
org.springframework.boot	spring-boot-starter-data-mongodb	2.2.9.RELEASE		28d499ff1ad2e85cbd9b4e5eb1424bef72bbffd1
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.0.RELEASE		90f8d26bddde5cae5b0d776571a8ea846f741dd4
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.1.RELEASE		073bb8d9b6b21f13ae042f9173a91dfb21f52442
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.10.RELEASE		db63199ba794bc6a812f8ba478e662ec3730067f
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.11.RELEASE		56e90e4f5e2f72c4c61d3556b8c37e54d9a38e3f
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.12.RELEASE		1449ca77662565a4c2bdb7be24b12552abc7d8be
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.2.RELEASE		c93898c04491081063add0b443b328d2e78dd16b
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.3.RELEASE		22d04158637739282dc96441f8d83e4dadda03a1
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.4.RELEASE		743a4afcc348ad53ea2e5423b309d9d5d865d4e6
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.5.RELEASE		04decfddaf6c6359774aad7ff68e6d404fc99585
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.6.RELEASE		e86d260212de52da0cae0a5cbb859adf83399236
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.7.RELEASE		e51230e577ebcc9a0f4accb18e3f005f54d22bda
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.8.RELEASE		b92b09e5e4828ad16818d0088800bcc3e316caac
org.springframework.boot	spring-boot-starter-data-mongodb	2.3.9.RELEASE		e845849040f9f4a988f14ac31b1b6a05edf8fdba
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.0		defb275bc2fe239b8c6150a53e00e89922104196
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.1		51ae98b6912c9e5dc9988060709a2dd486a19458
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.10		2f274042d4804efbbe6a8ce92b16c0fd388e8e73
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.11		2ca4bde28bd44eafdf0bfbb9c60f1772d229026e
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.12		05d81e23c1a3028ffbc0d160ae3c88e9a2954b49
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.13		bcf49944187a6d16467250488400d175854bc960
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.2		32842a5399b4be850004b798e175a862c8c79f8a
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.3		85b1951e412adecf44db29373be626fcdf33eaef
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.4		6ce298fedd33c90c709a13731957f9f9a3d159a4
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.5		e7f81269b345fdba3feb7d307f5a95c7f6c833cf
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.6		734665d04ab85b2358c774034594874508e02cf7
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.7		c4ac40f054e4a74de7ecb9279a570c8923355410
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.8		bec6589679d478fa4f5c84ff09b03a3ffc8dc2fa
org.springframework.boot	spring-boot-starter-data-mongodb	2.4.9		c1f75f4b61c11cc2433cdc2c5ef2f25920a926a5
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.0		13e7c17004e7c6a8c66daf1acb96fa8e756b41e2
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.1		752fe3f4265d2e75809f7ac14e14d2056bec6afc
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.10		73826aff9dead6c23122b56517bedd95bd723677
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.11		7d668a2149b5c215de5f62660961c282e1198046
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.12		fd34b6e4d9d25079b32138546f9f0652c48ce9d7
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.13		28c0b4a10ca0ed2a1478c377a6ee5b7b7d94c010
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.14		81be40c0a66be7d6221ac2ca4dd3670790892e14
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.15		56cc1514e923462df85b8612222b7bb9122c926b
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.2		8a318ba3123c81f94845cf407c9f6664fd721ae4
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.3		16166380b08155e79505a61d534396d59e0630d4
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.4		0c7c9e5373e05fa888a4dc1efd2321651758dc9c
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.5		57706cf25d99d6603649d4ad106213385c32a358
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.6		af67c0cffc2d03d9bca0b3c9e038638551ca4ce3
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.7		54a9ca0a16597d6621f08e3e27ea260c65da3cca
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.8		c357653271329df6a145c0ac1456894f24e3f09d
org.springframework.boot	spring-boot-starter-data-mongodb	2.5.9		77f9e7a83faef53a95dbe225b48120ada126f6e1
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.0		7b6ab51dd8f38b9d8723afaf6f0605e6f360bbbe
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.1		175351d62a084dab0078e4d513855d74d6adecaa
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.10		4470b4524f7af05d36bcc7ae352967adbadee263
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.11		5153fcf863e8b498324e22ed9eb516596733cc03
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.12		ec1ded2cd8a8bed58080b7e6fe3282c3f68641c5
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.13		9b0ac1c5b1b82e178b9a9376ac2757e666b481dd
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.14		4103d50f33655c4fa4218171d378439bfb9137b2
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.15		da4f6ce4f0e67dd26d248c503735470feeb38134
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.2		cbb1a325e5a35faa92d5ccce398a7f86d980f664
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.3		3066165d339b9dca2c762bb115c23e6c0c6e193f
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.4		a81c2198235a957bc1c5ae2165a527c7e21a036d
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.5		c9222ff30c2fa34e101d62a89fae97a5eed0951a
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.6		63101e651283cdc46244fde77321a2a94ba1638c
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.7		cecbe1d3ec813a6cc358eb664c4f696a6b8a0b17
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.8		26719fa0b00e6db4a53ae058a185a305a103cf77
org.springframework.boot	spring-boot-starter-data-mongodb	2.6.9		88ebf753e169f335b86ebe8eb718dddf43eca99b
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.0		f333231930bc06f429bdc5e20baf18ddc82004e2
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.1		6a4f9fc21e47b1262786e94ea3bf2fcb3d121604
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.10		166a815beb1f29f816a832b7754aec96e412cc07
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.11		7854e2c08c912ec0d4a54b606ffec6deab1eaa26
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.12		090269ac71c7cb614a2b2d6e58f888c91b80343b
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.13		edf5a3707b60087f47ae83301fdd5ac9bee30c0f
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.14		d4e804ab8c7313cce88d7cb7b6e019464a4d2c8a
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.15		5335940056aabb902999773004eba07f810f1ad2
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.16		f502ae1a046c0187785fb7479470fce6e1951e57
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.17		411c347531b17e520103245f37ec070056af06b2
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.18		e5302db173dee1bf38b1d2265ca6f023be590bdb
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.2		6d1289d03f41870b5b2448ec5a3a3c2341c8bc39
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.3		0baf6a0e4bfae68b87692479fc24b4ee3b060e4f
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.4		159be4322b6f9795eab10dfaf6b04ead7b1db32b
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.5		5137c4a72ef49517812a695863e12b7a070e06d2
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.6		71cf24e1b301e52fdefeea5cb73b893039f9fba6
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.7		6b5a944811da9447cca49a9eb157a36c71511e18
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.8		86b40542368060c7bc1a56c52d69e2adc09e2d65
org.springframework.boot	spring-boot-starter-data-mongodb	2.7.9		1b894142e559961f7d7902bac7fccf44fcc8062a
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.0		9054c9ff4bf4a49cd85ca507e766a5d9f7a7dd0e
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.1		35e7d682b361815d64f127d2ed3063c58a0c2e6a
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.10		b65058b378c64317b047975ae82d857de9a8eeb0
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.11		b7e4e324a4dec020808595ca455c63a8b88c72a1
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.12		ad558a2b2e5496a0532364a211ce9993cbe837e0
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.13		7674887bae412617c7b9405caf7eb6ca7bf3e376
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.2		c322e7ac41a133ec8357cf7b7c631de9f766af35
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.3		25a8ca268bd054860e260dbc69e653b8049a4fb8
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.4		a081918946ec2ef652a323a4f623d1cd5c62145a
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.5		70c1a188c6e88ce1f4dd46dff748a3b562d22b97
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.6		56b38455807ffc0a2186caeefed2fc777c196948
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.7		7842f9f046302da637e4583b289970ae9615a29a
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.8		70344b86063aebae0d04bdf3e01ab5c06b364e00
org.springframework.boot	spring-boot-starter-data-mongodb	3.0.9		dd7dd491409262c2d3c9cba8b1395b698ee74f0a
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.0		76c5a0ab09f031c5a030aa09a679c9d9212195bc
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.1		1ff3dcab3613a10a32d1fa7839d21cb7ea603454
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.10		3a1559390c947c5a4bcac14f4b11d2ee5e431df7
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.11		92a19da5c68508420ae6954be5ff0badfb3fe6ad
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.12		748be81257e597e51c7851e843636f11465a92a0
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.2		c4e923e2b88be21eb589947b7fee5eb265cd225c
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.3		dd2aa25ba8849d24c592736640a4a265ac8eae80
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.4		957854a690b5ae667510667599ef5ad29476aae4
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.5		8f76c5c1493a0a2d7becd12c71342717f95e557b
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.6		13d3b13f5079fc9028b83a8e3c486d095efdf5ed
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.7		312435b0c2510871adf61a68641ec8c9e2d89967
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.8		7910894fc2aa45be176db97550aea6b875a7e48a
org.springframework.boot	spring-boot-starter-data-mongodb	3.1.9		5f16a1b6f94c56e4a92824c15a5e883eefc84d3d
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.0		0d9050bd0a22f7c337103ccb47deb7f9da7683db
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.1		57a3e8cc84d6634208e93737265a96b90fe844f8
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.10		c1954c248e6e8103473ed9f45a9c73d8255fca53
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.11		968a5f505b0b7a54b032e4b2440a0d579682f527
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.12		f2b483f33996e7a1f5f820e096a247114dae34fc
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.2		690131c078e7ab5258f11a2816c0f1b433e88a90
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.3		f694a3e4b7cf60003cdb152a19b0fd3fdec11c60
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.4		1b5b84b6df189035a62578cca9cf4304c0c6769b
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.5		091c31d97a9ac23544edec4f006de41eca220a24
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.6		4d4363eb26a0c2cf2a8fed63da8d9892bb36b80f
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.7		fba69dbd979947362e67c3acad1c4e7ec43c96e0
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.8		7da1cdbefb6b24f2aae40391e7391dd994daa0ef
org.springframework.boot	spring-boot-starter-data-mongodb	3.2.9		a787cc6c2368f536a34c40c2be85365df3848eb9
org.springframework.boot	spring-boot-starter-data-mongodb	3.3.0		0f1ae3e91b26dd5019a8314b353f099ba00ae371
org.springframework.boot	spring-boot-starter-data-mongodb	3.3.1		bd029755a3c4c9289f7b4d6fc8c18ffbd11a7234
org.springframework.boot	spring-boot-starter-data-mongodb	3.3.10		dd4eede58c61a9c40e2b064989c285bd03f628c5
org.springframework.boot	spring-boot-starter-data-mongodb	3.3.11		f86347951bf7f2d2c1e2bac832f6770c94822fd3
org.springframework.boot	spring-boot-starter-data-mongodb	3.3.2		0ece0d68c3d29102dc693162d48bb7a8ed0ce0d6
org.springframework.boot	spring-boot-starter-data-mongodb	3.3.3		d0167ed2fc7e44e615a10bf91dda56a2b536bbeb
org.springframework.boot	spring-boot-starter-data-mongodb	3.3.4		f910b6b90174a60f6961ebc82e1e4584d6423c45
org.springframework.boot	spring-boot-starter-data-mongodb	3.3.5		3d49bb179f91813222ecb968554a7024d5fa296c
org.springframework.boot	spring-boot-starter-data-mongodb	3.3.6		da9196f308e93c74c84442ea98cc705ebb1efc76
org.springframework.boot	spring-boot-starter-data-mongodb	3.3.7		5be0e9a387d3651e54f0aeb4aac479f2fa7fc21c
org.springframework.boot	spring-boot-starter-data-mongodb	3.3.8		8bad0ff9a6d99b522a2c3cdcf1e5813e50f527f1
org.springframework.boot	spring-boot-starter-data-mongodb	3.3.9		81eec161057ebfeafabd4aa3408f5101dddb29ea
org.springframework.boot	spring-boot-starter-data-mongodb	3.4.0		7285aa863f5d8f075dbb273674409fe0013a62a0
org.springframework.boot	spring-boot-starter-data-mongodb	3.4.1		8367b51419ab0bc517db143709661dc2743293ab
org.springframework.boot	spring-boot-starter-data-mongodb	3.4.2		460df9ce8a5b73aa22ff59eb058f67f24d16e2f0
org.springframework.boot	spring-boot-starter-data-mongodb	3.4.3		d4d08e06b061eb9e6bda53deec22858fedf16cfa
org.springframework.boot	spring-boot-starter-data-mongodb	3.4.4		941461c15abdaf78422c72d3d363c041fa4fbe2a
org.springframework.boot	spring-boot-starter-data-mongodb	3.4.5		50f03c7b8b12ac58686e6417b5eade31ca936e7d
org.springframework.cloud.task.app	spring-cloud-task-app-generator	1.0.0.RELEASE		N/A
org.springframework.cloud.task.app	spring-cloud-task-app-generator	1.0.1.RELEASE		N/A
org.taymyr.lagom	lagom-metrics-java	0.0.1		0aabe9cb6b102ebca8391b8bd26141b4ab616bd4
org.taymyr.lagom	lagom-metrics-java	0.0.2		51981037515c96d5e3908bc7839ff4b09589ff4f
org.taymyr.lagom	lagom-metrics-java	0.0.3		18b4fa2bf928849de2add201bb305cd114c2a8f2
org.taymyr.lagom	lagom-metrics-java	0.1.0		ed109a0cbe5c01852aac16b4b87a0b94a79c6436
org.typelevel	catalysts-lawkit_2.10	0.0.2		cbd6cf082e5704e987436a8f62ce23364318289b
org.typelevel	catalysts-lawkit_2.10	0.0.3		fe07bf6f624e56c153e197b905a644331167754e
org.typelevel	catalysts-lawkit_2.10	0.0.4		d32cf2bef9a1f7c4afbbc939a42f153d53eb0ae5
org.typelevel	catalysts-lawkit_2.10	0.0.5		df9eeb2450f4e37c2d94b000d4079b465b676948
org.typelevel	catalysts-lawkit_2.10	0.6		267baaad2b7e7ece68a20b54ffd21410868c7cc2
org.webjars.npm	jquery-i18next	1.2.0		b97f3c59bb9f435a7008afe93407097cebdda08c
org.webjars.npm	jquery-i18next	1.2.1		670f5c841b27b11f2b7edef4400ba5af5eb6a8fe
org.webjars.npm	supports-hyperlinks	2.2.0		60b4783954ecb0b04dd7ec1ee431b22d0a8ccc8d
pl.grzeslowski	JBambuAPI	0.2.0		4d1655fa4b28943e864da6f6de44362e8f7ff565
pl.grzeslowski	JBambuAPI	1.0.0		c67db185e8e3e1a4e14d0b70920a68ac2ccd239b
pl.grzeslowski	JBambuAPI	1.1.0		87d206314db523dd589f332df6e38e95163cbc4f
pl.grzeslowski	JBambuAPI	1.2.0		0156fd219ea1a09036bda565c5da7686e39b794d
pl.grzeslowski	JBambuAPI	1.3.0		d52a5fb99dbd230e2e2f2bba0111692a89f8abae
pl.grzeslowski	JBambuAPI	1.4.0		14dc37ffc5d4c088457434bdff5c60c5ca9dc401
pl.grzeslowski	JBambuAPI	1.5.0		239aeea5fd538dd4107f1f67842f0433453273a1
pl.grzeslowski	JBambuAPI	1.6.0		da28af795368a1c9abe4d7fec07caa5a326673d3
xyz.ramotar.catjam	catjam	0.0.1		2f39181da4deb913b941a561909f1b8d6021abdd
xyz.ramotar.catjam	catjam	0.0.2		d524fa77d435852ede03034f4b01c9a3f4fbfd5e
