ai.ancf.lmos	lmos-router-hybrid	0.1.0		aad2c8da54715d500e01f0f7d84e3bb51567a473
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.6	resources	762947497144eec44e2d5c26fd924cd31a12d165
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.7		1f510d35a0af39e22f3ab19340b3e2c31fd66e48
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.7	resources	c440518adafa306a675eda864291bd1d1996c3e9
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.8		7e94b3374785226b4f149f8da65d603bdd83421e
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.8	resources	e6a1e807bd7ac6c796e9cdbe2f0bbd77e4409ec4
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.9		3fcb622d8cd889d6c9f1a062a90aa3193bf4c0b6
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.9	resources	bfb8c05efe3c88c5c7650693581496e77fefe878
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.9.1		357b652ac8c8d6c45ad27e4278946701f5a650dd
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.9.1	resources	d29e60aab3181ccd1b06a782a18e7365600f7bab
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.9.2		aa8b42543249a981162f38277959cd2ff430c399
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.9.2	resources	049e22c235aa16af575ed04daac9ce4a820348c2
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.9.3		407224b1ff34d53f648a7e45ae33f5f6a6f9e910
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.9.3	resources	f52b58c372a4a67521abe804c61f986eb359642e
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.9.4		08a2f89ae3fa727e4b56e4d0218c151fadd67c3c
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.9.4	resources	2a64675b6570ebe8079da920c75165387b9cff3f
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.0		18044280ce65834e795aaf2dd2d5fc628613e368
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.0	resources	14439440ca8630904ea4a707dbd183a34de0158e
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.0-RC1		737f3c6875664f5ba29949bd3f212c50fdd69312
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.0-RC1	resources	e4693e6651411c22dbe9e654bd552601a3f33c23
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.0-RC2		840b1ecc2189fbdcf4aabc512df2c900a806df82
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.0-RC2	resources	88f8430425ded5e2a1d8067b766eb3298a412b41
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.0-RC3		64cd9bf47ece764ee2c0d0830096ad7765e7a30f
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.0-RC3	resources	d2a5b218c915840f686fb6f2ddcbf02dd1b3be4f
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.0-RC4		031702b0478070e397675df2e5911d1be452f143
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.0-RC4	resources	10d9e6b2c7468bc004d411c2d762bc7adeafe5e5
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.0-RC5		3871d390b8123f19a1989c8e340dd9bf734c8ee6
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.0-RC5	resources	435a7cc95f867d21f0f31e664d520d56cb2d02cc
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.1		4f69f7184dceabb6adb837565666f8ba2b11ad01
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.1	resources	434017d97baa8e2b7411d574e82b49821ad1eed9
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.10		0a124ceb926dca543a2f4795f9672bce32ae5957
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.10	resources	b13f5f52029ae3c6a7fb33fa28e0ac11fcfc72a9
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.11		b645eff2d693f63f18f756140e1de0c700424eca
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.11	resources	cfcae041f848d3777afda69b0f59c4a2c9545ca9
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.12		cb2daa1e6105f680c1ed3e22c13fb6ab570ca46c
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.12	resources	793e5f80b3787ca5013733955f3ad64692b59725
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.13		7b26c5b193120125de8a83d5747cab915803c884
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.13	resources	bb075f06fe21affd20013a5c7d2cdaca6ab1b011
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.14		f7c226833bb66d3adbff09568763d854e0b65123
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.14	resources	589e00930318782a53db0f18c59e588e722ccdf0
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.15		c35d311079504b910ebf4c9ca73c911d01d7ba85
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.15	resources	7f7a6604f417cc5ddf56562ddef2ac72c610b449
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.15.1		e3d7a2c0c50d045d83333f60956c061607b75a2c
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.15.1	resources	a66b2dbaa43a6658116b442442af51ba1ce10240
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.15.2		37a950653762286de97140cca6c141abc2332dfa
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.15.2	resources	6fd57284b9a3bbd63bda6e6c1f37f790e0227e65
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.2		99cd6a37d719503381371142a1958214bc8dfd79
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.2	resources	7f84d95ee531be0a6535cce150090ec4119ab6dc
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.3		63c8b71d3f906b0cb81da740a7bddae0bdb9e44d
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.3	resources	2855ddc1cff30ce0e945793833ca065bc6f2eb3c
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.4		1a032e6d2992aa7fce2f3ae89de7bca36b7e2fc3
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.4	resources	56ee50d6f565974247bf460f589ed97274579da9
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.5		bb7ded3daf10f20f30a96c10f83eda4701224a31
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.5	resources	f958d60886685e96c6ea5c445eacc5bd9337e95f
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.6		835079bc722a7a0f57b8bb8901702e547c393d1b
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.6	resources	1a4dfe11f2d6e39715a027a12c1ed7f99a9a5499
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.7		7d626559b6a7270f0a1f5c4cea891c1c70a55d5f
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.7	resources	8b904cabbc417b7a315b71392439cfa1ea59cc4c
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.8		9a8d5d6185bb8aff3b41dac94c45525525a21abc
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.8	resources	839b95d1b12d18859176191a155685af3940a1cc
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.9		3e7b258a6c9629b5fbb46c689306fd7280707881
org.apereo.cas	cas-server-support-mongo-service-registry	6.6.9	resources	981d50af501d954165d3e358ea32729b1ba42b87
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0		1ecbecfcf78f7d195e6edbd5d58c0d531cdaad3a
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0	resources	fe504c13aea35155213232e99b2b56ef78822ce5
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC1		f82a1747a8f9fa53bae9ffd802dea398451a817a
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC1	resources	b86ee0ef3b154292e4b28eb66e67325633db8741
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC2		95caaeab5aaed22c4dc4d74a7f9c56937a3cb10a
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC2	resources	3f909bce6ce6e6a24e5398e8cbc0e52ff1d5fc8f
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC3		2a0f3b48fa1125eea2ae400f7e68e530c3856eb3
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC3	resources	0bf88507b4fb97cf02bd9519ff1523bcbdfb6e45
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC4		90b69ee391292e5ea8b6d2502f9031750648e698
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC4	resources	a50d9bd8ac76a4f145d45769522fa2fa181b2ea2
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC5		a50bc5a2de37d59cd5a7a8e1808f655eb2756c5b
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC5	resources	86d4114cf72a1c9872abbd06422e7c7f5219fe92
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC6		5ff93a4fcd52c31862f17f210ce05a2131157a30
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC6	resources	c0d13f2e37eb64a42ee5e44a688ed5f0ee3d3e9e
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC7		305e189a6bf048493749c7e4bd0215624d9d9678
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC7	resources	50ad866833cb669bfce1460fe9cf712f2fa2c950
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC8		642fa9471febb984c76d29d703bf93124cb8e73e
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC8	resources	824b9bcc87afe306e9ab2e3d4d00b5c02bb0bacf
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC9		804445fd8d29fedb59c8c66f500c243da6bf4c22
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.0-RC9	resources	d81be0e69ce6533d1cb323f9c74c54977ee1e55a
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.1		7d8c3998f8e876c16f3329db81ccbe5ce93679ca
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.1	resources	97c7748cbd3e950be211d4a1ec4bfaa99e5ef12e
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.10		c6263d8cc77f15e946ff246721094135787992d3
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.10	resources	0c9017c05e54b034da6fea054f0e201f70dc4540
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.10.1		cc3463852833cc6b0a1db14a34b0ab4b41bfb231
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.10.1	resources	d3f4f0598119389b2f4251963e5f19318455a41a
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.2		748ece22aa87b179fa5a5c6a122338d6de7ab071
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.2	resources	94aefd2d433a2c661067a6e6370f4212194a6ef6
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.3		dc5b4bd7b75b1d8d6fd68480eedb47a600fe43b4
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.3	resources	31fd6904c6554a3ad5ac8631215cd12c9fe31f74
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.4		d692dc9fa1fef032208c25f78884f35e35da07c6
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.4	resources	db99d2660315b9bffafa24af9af98d3442f4a712
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.4.1		a62240f867b1da487b4e5eb672111650986c0446
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.4.1	resources	2f749ae8362c20788a2e475eb1b6b981457613da
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.5		22125507264322324ca163369a6323c2e01495e1
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.5	resources	5ce96bd3e98168c596b24128015dc3add95e9ce2
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.5.1		52c4897327124761e3b1b503edce9cac078cc770
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.5.1	resources	a997b87b51084d1c92411795d58d9e2617fb84f9
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.6		6a78bb2e012ff07de7c4dfaed475c992a0358312
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.6	resources	c4c866a1e749d1ec14f2063f3026d135d304abbe
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.7		6a9d2d628714393dd61cf89f0f8cbcc5a33f2c9d
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.7	resources	2d69863d96d125b3cd1ae6838cabb35b9a4a0c0f
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.8		72cb1d69086c38fc18d21aa253402b7c435a8b57
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.8	resources	e49bff44644bd1694e790ede0b68138ca6b0ac53
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.9		9351b20110696cda767e0e34af42be412b604ac1
org.apereo.cas	cas-server-support-mongo-service-registry	7.0.9	resources	da4373ca898c022242043c074b1c0c91f6e4fc55
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0		95925ad40040d43c206cf57ac8e4218df3386f6a
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0	resources	7ada9dd0419457d16a5c23bb437b10a74f126f92
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0-RC1		4da4edb785ec004de01440ca54939a09615c48f5
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0-RC1	resources	04ecc90b9cd7bda00d0143e3af25d0d3bf54def2
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0-RC2		4e84bc36eee08aef563e415cac383b45193d4450
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0-RC2	resources	a5770afd9135a1e41524ca3c8d52e593d553392f
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0-RC3		e07ef33d75e0ebd763e4625ad2322cd24b21c336
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0-RC3	resources	c3ec82436ed430a23e2f43b419f4457fa268671e
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0-RC4		5847d43c2d4f784cc7fdfd605813aaf339250bf3
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0-RC4	resources	1de0f069383e5f12d013d8439c2a0a62a4accd79
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0-RC5		e30b4f124922a2426c95ba6278f0e980c583e7f3
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0-RC5	resources	f03f83085fa54a560b5deb8b412d945fe15dd23f
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0-RC6		fe2b25f1ce1758b37d718014d92d84df257a2d7d
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.0-RC6	resources	6afddbb64e39f35a80973d7cb1281ffce0bf0ceb
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.1		23d81d76a594977818f17c7397c4ab66291c04db
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.1	resources	bf40f3ebddda6ecaab4332471e87eaaf6e2b3736
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.2		dcef09b840bb75099e0faed238a0b16092bf1878
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.2	resources	d594446ca28703e24a70dadb2fb8e495165a01fa
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.3		9c128a66c1419a66bd3d48ffdbe04a8240787e9e
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.3	resources	df81e98ba5360a3295ce5b2b8b8de17a81bab648
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.4		f24731f56fac0ac5fb1eaaf3ccbf3f7b88a23366
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.4	resources	1a88c100e75b975ead077455ddd8bc7235039cfe
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.5		4a2fa95eefe0eb3a96c8e84f4a6de5d32d26e1d8
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.5	resources	bfb14d327a678005af93d2b5c7d8f6072740c95b
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.6		633d54e4463dd3a4bfed4d1963dbe79e0142eb0a
org.apereo.cas	cas-server-support-mongo-service-registry	7.1.6	resources	823bda962993998144b4a64b58b6e54d21ebe684
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0		d5c20f65ddd15f25e5b81aa837cac5bbc30532ce
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0	resources	7ebaee6aed0cc6ea0c3b9696b461f8e034364e18
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0-RC1		77a54de18a980c648d82936e89120db2d5e46c51
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0-RC1	resources	b30338e59dc1f287ae704145737e118d112a91bc
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0-RC2		ea8701696a1ed34245f597ec69b0279871a62ac2
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0-RC2	resources	dc9f7625077439b1668dab6e8054293e1d20b0de
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0-RC3		4a2e0827045bc4a9dc83886d0a97fb76dd5a7688
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0-RC3	resources	748bdc16bdbf47425a5a153a54a9d734473a1b47
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0-RC4		90d0923fc88b40cfc70a7dd6aad84ddd7b757cb4
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0-RC4	resources	fb6312b398327827008b1d2a07f424cd54024bb7
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0-RC5		121e7c9949e4bf0a48af0b378977410c307c4098
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0-RC5	resources	625dea984e87e8da45e5b5b1d26525ee204cf8cd
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0-RC6		dab9811e3ea8f4b65d025c2898ea1ccc436267ba
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.0-RC6	resources	561da3c5a91d6b0ffa07d0266084012c52f71368
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.1		50958e25fab0ba953ee2d8197f74bcf2c891dbf2
org.apereo.cas	cas-server-support-mongo-service-registry	7.2.1	resources	69dcec63bdacc32ba62035392dcaffae7d8f0698
org.apereo.cas	cas-server-support-mongo-service-registry	7.3.0-RC1		e1691677feffeced0f24cbe3c981d2ac17a7236a
org.apereo.cas	cas-server-support-mongo-service-registry	7.3.0-RC1	resources	653bbffa9772cd3bedf95d78fc76e814e979e2af
org.apereo.cas	cas-server-support-mongo-service-registry	v6.4.0-RC5		4d1b01db8eee9b777c4f32c94d7b2baff4ccc002
org.apereo.cas	cas-server-support-mongo-service-registry	v6.4.0-RC5	resources	3957c7ebef54df95df7cbc3abaa525bd107213ee
org.apereo.cas	cas-server-support-mongo-service-registry	v6.4.0-RC6		4b0caa613ada720e73241a74959df59f463f83ce
org.apereo.cas	cas-server-support-mongo-service-registry	v6.4.0-RC6	resources	1dcae5e26040742769598671ecdc342893192473
org.avaje	avaje-datasource-api	1.1		a422d43a76308f7b52f8aff5e4ea12121b506e49
org.avaje	avaje-datasource-api	3.1		f55297ead252c585dea40e95474442971afbeb67
org.avaje	avaje-datasource-api	3.2		3c2db7c3f3fc645d300bd34cd9330c7d41b01306
org.avaje	avaje-datasource-api	4.1		4855e4dc3e30d87166d8b91e6fa268a8ee6f1503
org.danbrough.ktor	ktor-server-locations	2.1.1		c6ca9fd66e91d4ecf34d7f6ecd97140eb8412843
org.danbrough.ktor	ktor-server-locations	2.1.1	all	10d4d4ce1f12f50e512af618315984b2ca3ee678
org.danbrough.ktor	ktor-server-locations	2.1.1a		812732c186e51fbca56aec0696acc170263cbfbc
org.danbrough.ktor	ktor-server-locations	2.1.1a	all	e140ed859b9d1e5e1e744216390ec444e9fcbc64
org.danbrough.ktor	ktor-server-locations	2.2.3		48ab5656c2af64e1ad641bfba3b777aa640eb7d2
org.danbrough.ktor	ktor-server-locations	2.2.3	all	9437d183964e62002cd44fa7bc8a9e44e0e704a7
org.danbrough.ktor	ktor-server-locations	2.2.4		78ada8fae48069fc6c1bb34a3a885e37d4d45eaa
org.danbrough.ktor	ktor-server-locations	2.2.4	all	9437d183964e62002cd44fa7bc8a9e44e0e704a7
org.elasticsearch	elasticsearch-parent	1.5.0		N/A
org.elasticsearch	elasticsearch-parent	1.5.2		N/A
org.elasticsearch	elasticsearch-parent	1.6.0		N/A
org.elasticsearch	elasticsearch-parent	1.7.0		N/A
org.elasticsearch	elasticsearch-parent	1.7.5		N/A
org.jooq	jooq-jackson-extensions	3.17.0		ced57a231894c24d453d73182b837c1d5177403a
org.jooq	jooq-jackson-extensions	3.17.1		3b3d9320b5e26779e8b3943e02d322dc9d42bc61
org.jooq	jooq-jackson-extensions	3.17.10		e22fd5a7e76dd1b180d623f141d305a4bc3d47e9
org.jooq	jooq-jackson-extensions	3.17.11		c29d0a015e733df263503d77a23c10238ce698a1
org.jooq	jooq-jackson-extensions	3.17.12		e0fed0b82bdb31b3829ec2d550084ecbd95ff17a
org.jooq	jooq-jackson-extensions	3.17.13		a5b771f43d41355e57b8497eded24238f00fe9cf
org.jooq	jooq-jackson-extensions	3.17.14		c1edd1795bd811cbc114e4549703a8758c2a7136
org.jooq	jooq-jackson-extensions	3.17.15		cb466ccab5859eae03d2051ef99778b87341ce32
org.jooq	jooq-jackson-extensions	3.17.16		ff43815a184ccedcd4ca666a4b788d73a2db6564
org.jooq	jooq-jackson-extensions	3.17.17		24d6013bfbfd9be22a62157b3cc7774af1745b62
org.jooq	jooq-jackson-extensions	3.17.18		c4904a6793f2c31675777815a9eef54ecab86e18
org.jooq	jooq-jackson-extensions	3.17.19		827620773e09c3066fdf9ced4de7614e6d13d02c
org.jooq	jooq-jackson-extensions	3.17.2		233c0e8fdf951ad35673fbb91c5797e846892c69
org.jooq	jooq-jackson-extensions	3.17.20		d69114a2792340a384daed40f0e3986331283749
org.jooq	jooq-jackson-extensions	3.17.21		9b2b1d1877410d755bc191632e93a750d8e86ac0
org.jooq	jooq-jackson-extensions	3.17.22		a2d0e88da47db89de0d687cffcf75cd9deaa141a
org.jooq	jooq-jackson-extensions	3.17.23		9f12c273ac56899e6936af06aefc3562cb7a6d65
org.jooq	jooq-jackson-extensions	3.17.24		458af5f520bf12943a7d0cc1f1c8e010ceb4b8cc
org.jooq	jooq-jackson-extensions	3.17.25		81eda579afbb019515962139951da11c91358637
org.jooq	jooq-jackson-extensions	3.17.26		175e377c724612534a716874cf6ba4b2fbab9905
org.jooq	jooq-jackson-extensions	3.17.27		33eb92f89fe8b7286b31c408bf1f27c1fc0eaa39
org.jooq	jooq-jackson-extensions	3.17.28		0cbe61d01b73954c9c4e29c367c35319e7ea928c
org.jooq	jooq-jackson-extensions	3.17.29		7a59bd30f049383c6ace23202f54928d0d3b0a4f
org.jooq	jooq-jackson-extensions	3.17.3		f1b49e879a54da093e78d64170fca465d5c17dbf
org.jooq	jooq-jackson-extensions	3.17.30		d5fbb3a8754e484f522f47c258d77c9f43d46f52
org.jooq	jooq-jackson-extensions	3.17.31		f9ceca22d826c2757558ce6e2520d0da31729e88
org.jooq	jooq-jackson-extensions	3.17.32		c226d84c7b7acac67e596207df040917e3fdb66b
org.jooq	jooq-jackson-extensions	3.17.33		befb647dd870b9129b5ba6fbeeb7edb5cc6cad9b
org.jooq	jooq-jackson-extensions	3.17.34		eab1f5fe0e5ae994f18bd2f7f4526c5881cde03e
org.jooq	jooq-jackson-extensions	3.17.35		47f2c3821453ff38bd46a613b5169ffbcb9b6ae2
org.jooq	jooq-jackson-extensions	3.17.4		682a35158f2fff34fe49d29003838a279aada45e
org.jooq	jooq-jackson-extensions	3.17.5		2e76d90fe30492c3e984217698378cf415f41b75
org.jooq	jooq-jackson-extensions	3.17.6		8c5b0d3a235eabe953a739aa7705c14f0cf3eb53
org.jooq	jooq-jackson-extensions	3.17.7		e740cea6f1352e25b0e34186857b29e4e2baade8
org.jooq	jooq-jackson-extensions	3.17.8		09af9b568b112e712a31846a504c34301d95937d
org.jooq	jooq-jackson-extensions	3.17.9		7cad74c6d8fb396673be5a68ab026fb195283a57
org.jooq	jooq-jackson-extensions	3.18.0		efa3acd3520c85b7569b6d5d2e2fa9f90d6fda91
org.jooq	jooq-jackson-extensions	3.18.1		0de23f132564279588590418f508e62a9a45899d
org.jooq	jooq-jackson-extensions	3.18.10		1d2d51e8e630b065497ff39fbe9b46e21789e73d
org.jooq	jooq-jackson-extensions	3.18.11		85af79d4f22bf3639fcbf70d0738f1cd5c854588
org.jooq	jooq-jackson-extensions	3.18.12		6a87b56d2dabc9f5ddcaac9722a14b2fd9b8a997
org.jooq	jooq-jackson-extensions	3.18.13		369fd59f13160e2622083768154923e270979dba
org.jooq	jooq-jackson-extensions	3.18.14		e64ef144429993090d3b11e934478a9ed4fa7d25
org.jooq	jooq-jackson-extensions	3.18.15		74fc115211b5a69153bf809a34932bb83c26a2bd
org.jooq	jooq-jackson-extensions	3.18.16		8a711778f77aa89f150c446a19dbc549e4f4bd92
org.jooq	jooq-jackson-extensions	3.18.17		c525ced2c32c7975038b3da06bc610d0b5e5d655
org.jooq	jooq-jackson-extensions	3.18.18		5e1fb9f9c8e7a5448760ec68587a02bfb10401c7
org.jooq	jooq-jackson-extensions	3.18.19		054b309b8b99f1377586df1f14e545fb16a1fd2c
org.jooq	jooq-jackson-extensions	3.18.2		29c26d8fcf9eeeaefa49e18f58ae985c9f4b3be5
org.jooq	jooq-jackson-extensions	3.18.20		d02ffb43db70a5d9ed829b7f9d5c9eb8764a4060
org.jooq	jooq-jackson-extensions	3.18.21		963feac42e5850b18eb90197e2570ea303259c21
org.jooq	jooq-jackson-extensions	3.18.22		a3df5bddfb3e0739d00c9d3423114d910007102c
org.jooq	jooq-jackson-extensions	3.18.23		a584da74af7ffd7f38337a928bb6f92227756cf0
org.jooq	jooq-jackson-extensions	3.18.24		1e456bc7df06021ad8b9f23fe08dc162370f3dfe
org.jooq	jooq-jackson-extensions	3.18.25		77e2c1dd0d8a5b3f0764332528c236b2b4341572
org.jooq	jooq-jackson-extensions	3.18.26		a30eb454f4a80937f35b4abffb81da94cb2ebc15
org.jooq	jooq-jackson-extensions	3.18.27		3f472d5a656cb9fe9c4b59f36a37d12cdc67b66d
org.jooq	jooq-jackson-extensions	3.18.28		95a423c61d11f42b046553ac4d83d815a1a2f9f8
org.jooq	jooq-jackson-extensions	3.18.29		3c9d37ae3752a955af1c03d30a100ef4223fcff1
org.jooq	jooq-jackson-extensions	3.18.3		f13ea0bcdf78e7c257e4b336e3c5cabc03fda799
org.jooq	jooq-jackson-extensions	3.18.4		bf6d49c1b347422a9a4709cceb0f3f6ec98b3c58
org.jooq	jooq-jackson-extensions	3.18.5		05ef5870742d82eeb929ec9425862ce7aff425d1
org.jooq	jooq-jackson-extensions	3.18.6		e078939252d4d8ac11dab97688e8f58fffa4af84
org.jooq	jooq-jackson-extensions	3.18.7		41e5ee467454a66fedf85f99b36d8c43ca4baf6b
org.jooq	jooq-jackson-extensions	3.18.8		95c69ee4b1d37ffeee5e2c4cfc58de910e34886b
org.jooq	jooq-jackson-extensions	3.18.9		efc123601c248daf2c6c5eb8541f1ef4bac45b7d
org.jooq	jooq-jackson-extensions	3.19.0		1abb73679bc1c80dd73749de535efb3eeeb37ddb
org.jooq	jooq-jackson-extensions	3.19.1		51da707c15a3e4044b036ece9870f00435cf773a
org.jooq	jooq-jackson-extensions	3.19.10		b8246042f1bf07a1b1ee462ad6509536dde84b43
org.jooq	jooq-jackson-extensions	3.19.11		7aef8ef8367dcddf678e8767484b86d09a41e0ae
org.jooq	jooq-jackson-extensions	3.19.12		937b582ab6719bed52a81b2857783f3787e4af43
