be.vlaanderen.informatievlaanderen.ldes.ldi.nifi	skolemisation-transformer-processor	2.12.0		N/A
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.75.0		e73368f5a98b889189fc2409408fad45a88be593
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.75.1		6ca8b2d4dc07c43c16b0d0e1ef2b20134663dfea
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.75.3		06d3ed6cee5518bde36a0a7cce50ab7b85dd5259
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.76.0		23c5fabb22aab6eea5f5f31a6ab9f8db7c7d14e9
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.77.0		f65522178e3bf28a67775bcda9ba18131138fe46
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.77.1		d7c475ef5ecbde6a26cf435b57871878d8da3398
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.78.0		fa770a717d42ee2647cafc7afb0446ef374ee7c0
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.78.1		d8d295e00dae9193a8b514c0e9e0931b099d96c9
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.78.2		b97245a51ad59618313fc16a096db4fa730f27b4
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.78.3		f5dc0b20122623a8ec2386737a0b0fba9c7dc6b9
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.78.6		6b91eed64cd3ca870dc8190bf5a7ea564b884b98
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.79.0		de7583508e4207452d71de1f994ef6c8cefb827f
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.80.0		54cf8288d2eae9afed29ddeae222738c2671abcd
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.81.0		c6c1ea6aaf9fdf05e6674a1dff2ea68dfff1a972
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.82.0		333f24eb1cf47f9622bd29e092177b42fca2e2c8
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.82.1		6475ddf8e0a412b21c14ba91628be90b5740549c
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.83.0		ee73ef0d48fbe30bc70c0e67d2f7707685169265
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.83.1		77d4a822f7604618dcc74715f021574514a422f3
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.83.2		9475ef9d3b403c481dea3aed4fc58f39c183db00
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.83.3		569504df623d8d5a2f90d66bf61398b22412c2a7
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.84.0		bccbc20c570f5e423d7ba50cd3a1c322457b7494
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.84.1		46cb535d9d72d03f2998f57eaac95f658dd269ec
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.85.0		d82a9672d242faa0d034cb318bd198a7eb358216
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.85.1		952399415f7853a063a2d760c1c59178ab454916
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.85.2		27b8ebc5e9555a5c47b13ecc4020daa070b53b34
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.85.3		b0010cfd096403e46d4f395422d3cce7f48e77c6
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.85.4		4f8ce7f9abc2ac67c3fd5aa2fc0c961a60b09ed6
org.glassfish.main.persistence	persistence	3.1.2		N/A
org.glassfish.main.persistence	persistence	3.1.2.2		N/A
org.glassfish.main.persistence	persistence	4.0		N/A
org.glassfish.main.persistence	persistence	4.0-b33		N/A
org.glassfish.main.persistence	persistence	4.0-b72		N/A
org.glassfish.main.persistence	persistence	4.0-b90		N/A
org.glassfish.main.persistence	persistence	4.1		N/A
org.glassfish.main.persistence	persistence	4.1.1		N/A
org.glassfish.main.persistence	persistence	4.1.2		N/A
org.glassfish.main.persistence	persistence	5.0		N/A
org.glassfish.main.persistence	persistence	5.0.1		N/A
org.glassfish.main.persistence	persistence	5.1.0		N/A
org.glassfish.main.persistence	persistence	5.1.0-RC1		N/A
org.glassfish.main.persistence	persistence	5.1.0-RC2		N/A
org.glassfish.main.persistence	persistence	6.0.0		N/A
org.glassfish.main.persistence	persistence	6.0.0-M1		N/A
org.glassfish.main.persistence	persistence	6.0.0-RC1		N/A
org.glassfish.main.persistence	persistence	6.0.0-RC2		N/A
org.glassfish.main.persistence	persistence	6.0.0-RC3		N/A
org.glassfish.main.persistence	persistence	6.0.0-RC4		N/A
org.glassfish.main.persistence	persistence	6.1.0		N/A
org.glassfish.main.persistence	persistence	6.2.0		N/A
org.glassfish.main.persistence	persistence	6.2.1		N/A
org.glassfish.main.persistence	persistence	6.2.2		N/A
org.glassfish.main.persistence	persistence	6.2.3		N/A
org.glassfish.main.persistence	persistence	6.2.4		N/A
org.glassfish.main.persistence	persistence	6.2.5		N/A
org.glassfish.main.persistence	persistence	7.0.0		N/A
org.glassfish.main.persistence	persistence	7.0.0-M1		N/A
org.glassfish.main.persistence	persistence	7.0.0-M10		N/A
org.glassfish.main.persistence	persistence	7.0.0-M2		N/A
org.glassfish.main.persistence	persistence	7.0.0-M3		N/A
org.glassfish.main.persistence	persistence	7.0.0-M4		N/A
org.glassfish.main.persistence	persistence	7.0.1		N/A
org.glassfish.main.persistence	persistence	7.0.10		N/A
org.glassfish.main.persistence	persistence	7.0.11		N/A
org.glassfish.main.persistence	persistence	7.0.12		N/A
org.glassfish.main.persistence	persistence	7.0.13		N/A
org.glassfish.main.persistence	persistence	7.0.14		N/A
org.glassfish.main.persistence	persistence	7.0.15		N/A
org.glassfish.main.persistence	persistence	7.0.16		N/A
org.glassfish.main.persistence	persistence	7.0.17		N/A
org.glassfish.main.persistence	persistence	7.0.18		N/A
org.glassfish.main.persistence	persistence	7.0.19		N/A
org.glassfish.main.persistence	persistence	7.0.2		N/A
org.glassfish.main.persistence	persistence	7.0.20		N/A
org.glassfish.main.persistence	persistence	7.0.21		N/A
org.glassfish.main.persistence	persistence	7.0.22		N/A
org.glassfish.main.persistence	persistence	7.0.23		N/A
org.glassfish.main.persistence	persistence	7.0.24		N/A
org.glassfish.main.persistence	persistence	7.0.3		N/A
org.glassfish.main.persistence	persistence	7.0.4		N/A
org.glassfish.main.persistence	persistence	7.0.5		N/A
org.glassfish.main.persistence	persistence	7.0.6		N/A
org.glassfish.main.persistence	persistence	7.0.7		N/A
org.glassfish.main.persistence	persistence	7.0.8		N/A
org.glassfish.main.persistence	persistence	7.0.9		N/A
org.glassfish.main.persistence	persistence	8.0.0-JDK17-M10		N/A
org.glassfish.main.persistence	persistence	8.0.0-JDK17-M5		N/A
org.glassfish.main.persistence	persistence	8.0.0-JDK17-M6		N/A
org.glassfish.main.persistence	persistence	8.0.0-JDK17-M7		N/A
org.glassfish.main.persistence	persistence	8.0.0-JDK17-M9		N/A
org.glassfish.main.persistence	persistence	8.0.0-M1		N/A
org.glassfish.main.persistence	persistence	8.0.0-M10		N/A
org.glassfish.main.persistence	persistence	8.0.0-M11		N/A
org.glassfish.main.persistence	persistence	8.0.0-M2		N/A
org.glassfish.main.persistence	persistence	8.0.0-M3		N/A
org.glassfish.main.persistence	persistence	8.0.0-M5		N/A
org.glassfish.main.persistence	persistence	8.0.0-M6		N/A
org.glassfish.main.persistence	persistence	8.0.0-M7		N/A
org.glassfish.main.persistence	persistence	8.0.0-M8		N/A
org.glassfish.main.persistence	persistence	8.0.0-M9		N/A
org.glassfish.metro	webservices-tools	2.1		c5476138021e26589fcde404894d480dd1d70a39
org.glassfish.metro	webservices-tools	2.1-20		38f78eb2dd739b290bb047e72755ffb19bee3e4c
org.glassfish.metro	webservices-tools	2.1-b17		acab44adb9d199fa9b1b4b7fd1323f7592650c46
org.glassfish.metro	webservices-tools	2.1-b18		b74974e731dc076271e87fb4d7f3d4b2d81faed1
org.glassfish.metro	webservices-tools	2.1-b19		a8a35795613c3f8cf3f2aabe6e1742031e9ea727
org.glassfish.metro	webservices-tools	2.1-b21		56e01ed9ee2d60caef6b32a323e84b32b26eb405
org.glassfish.metro	webservices-tools	2.1-b22		e98af846870439b79e837c377376893c7975d2aa
org.glassfish.metro	webservices-tools	2.1-b23		32f8cc560997394f1dff0547cb077dd5dd1107dd
org.glassfish.metro	webservices-tools	2.1-b24		5c8bf6b1191b4a944b94161883d7576eb2117e4f
org.glassfish.metro	webservices-tools	2.1-b25		cfe67bfd7a1b36a37611f8e3bc727b2ed15e6f55
org.glassfish.metro	webservices-tools	2.1-b26		4ad12f90c3a13b162a4993903cbb5f46ae42c0be
org.glassfish.metro	webservices-tools	2.1-b27		e069d98cf9af56dcbbbfb83ae3dcf4b8b5944809
org.glassfish.metro	webservices-tools	2.1-b28		2117778839bedfa42637e1cf12f7d9b5c11e17ed
org.glassfish.metro	webservices-tools	2.1-b29		c9269aeb25689584824f077178584dacbcf04d6d
org.glassfish.metro	webservices-tools	2.1.1		63f7aa22ce8654c1ba085da4715ed0917f8535df
org.glassfish.metro	webservices-tools	2.1.1-b01		4f792314b51bd9b39be4f9b9fd4dc09a2e97ff50
org.glassfish.metro	webservices-tools	2.1.1-b02		0802b6ad8cead73c7e7d0a31259dfbb832049cab
org.glassfish.metro	webservices-tools	2.1.1-b03		eeecb2b7cbf1036bd5f2460de7ba34312c9f20b0
org.glassfish.metro	webservices-tools	2.1.1-b04		a076def1bf2b6290ee54906127e27aff99344201
org.glassfish.metro	webservices-tools	2.1.1-b05		0c0eb144a2c8ab5eabb49894e65f2181128fa174
org.glassfish.metro	webservices-tools	2.1.1-b06		991c5172bc4eaf10afb5d35d0b419d39199d0630
org.glassfish.metro	webservices-tools	2.1.1-b07		12972091c3942196ced70ee93b3dd3a019905709
org.glassfish.metro	webservices-tools	2.1.1-b08		53c8346042a88dd86fca51662e7480e3d23942a2
org.glassfish.metro	webservices-tools	2.1.1-b09		79d5664a80bc76199c41d4eb5cc7a37856b3543f
org.glassfish.metro	webservices-tools	2.1.2-b01		75ebdbea318fe43568ab4e84e40bff4dcd9f1189
org.glassfish.metro	webservices-tools	2.2		953d48d37a92b21ad5534909a8d87a989516c003
org.glassfish.metro	webservices-tools	2.2-b01		d0965164e375033c2479548c81ba2e4eca981518
org.glassfish.metro	webservices-tools	2.2-b02		dc9ff5f92e6ad28a1283d5768c362835158a2c20
org.glassfish.metro	webservices-tools	2.2-b03		4a84eceb951319dae3fe62838dc59116a73e46a8
org.glassfish.metro	webservices-tools	2.2-b04		e7509fd540d602229e91f128ef49766754617c5d
org.glassfish.metro	webservices-tools	2.2-b05		b8ccc39dd039109cff41153f70885ddf5487451c
org.glassfish.metro	webservices-tools	2.2-b06		a99874683c056a26e1fc900209ba4ae9e74e9708
org.glassfish.metro	webservices-tools	2.2-b07		0e9c2fff4a96f9d2d98898e0b53266d2fd6ca05d
org.glassfish.metro	webservices-tools	2.2-b08		cb1c945b880bf04c0b327be90d383d03de062758
org.glassfish.metro	webservices-tools	2.2-b09		4316c693678a354760a3f5820162bd0873d7e390
org.glassfish.metro	webservices-tools	2.2-b10		046ca43f4a75ff33e954b0f8fd45d9b56c2d25f1
org.glassfish.metro	webservices-tools	2.2-b11		60aeec412f6ec4ad1899e3997cfa747a411b9d6e
org.glassfish.metro	webservices-tools	2.2-b12		05563e748110ddd8408400af4628726e1d1f560f
org.glassfish.metro	webservices-tools	2.2-b13		a080696a613d4631031c5c8e4939f4671fe42a68
org.glassfish.metro	webservices-tools	2.2.0-1		1e2b71d262e7baf26a59b14849747322ce8fe983
org.glassfish.metro	webservices-tools	2.2.0-2		f7e5d69718f6ba286cc9a0437ed910c72a2ed5c8
org.glassfish.metro	webservices-tools	2.2.0-3		994fff774771b9bb2b847e3dba6ae05b68e30332
org.glassfish.metro	webservices-tools	2.2.0-4		ec2d6f366182e72bb9188b8bfa4bb4decffc67ec
org.glassfish.metro	webservices-tools	2.2.0-5		1658f00b339e35566b5eeccb8784e9b4bedd6ba1
org.glassfish.metro	webservices-tools	2.2.1		caa95ac8455bf0e0885c030d5ffaf221e5d26b64
org.glassfish.metro	webservices-tools	2.2.1-1		3391d681646f2de1b6aaa7df5df2eeda6bab4353
org.glassfish.metro	webservices-tools	2.2.1-b144		d29845fa6beae9cdc586fe8fa9aa19fd7c1a7064
org.glassfish.metro	webservices-tools	2.3		921ffc4fdde418ad015e175f56b3216134ef14dd
org.glassfish.metro	webservices-tools	2.3-b01		d8d735a7434c4c94a62b226446fc39ae60588c00
org.glassfish.metro	webservices-tools	2.3-b02		3995e8a3f8b6b160b7c3360cbbc0b73a5cca3d3e
org.glassfish.metro	webservices-tools	2.3-b03		55fd4cb1afe0cb8c368e01556951e6744094ac74
org.glassfish.metro	webservices-tools	2.3-b04		1aa71883dbaa9b767613f2ee659168671f69f6f7
org.glassfish.metro	webservices-tools	2.3-b05		9575c3941f2f302eabc37de8c4a95da6999f5ac7
org.glassfish.metro	webservices-tools	2.3-b06		0afc78b0216a30e57c4a354599bea192dbb6c879
org.glassfish.metro	webservices-tools	2.3-b07		94ff29b1bf7da2a8ed38abffe80ec1d8668f4182
org.glassfish.metro	webservices-tools	2.3-b08		f3b810c6630b67ab98123d33c35885bf25de3d21
org.glassfish.metro	webservices-tools	2.3-b09		04aa7f3ea712c6f7508b55ad05ea082c23369703
org.glassfish.metro	webservices-tools	2.3-b10		bf766a8fcec48228f4c12b35e5809396709321c8
org.glassfish.metro	webservices-tools	2.3-b100		af2fcd5d4f794bfa54897f576553ab45f14ae037
org.glassfish.metro	webservices-tools	2.3-b189		84c418a8b9c5ced730d99ae39d1196a5dd2d1c3a
org.glassfish.metro	webservices-tools	2.3-b202		4e5d7bf8a4ff0193d9fbfef7fbfdeee77482d2f8
org.glassfish.metro	webservices-tools	2.3-b210		61bf03f6efb66ed7633b86d6bc77e14d4b2d6ab1
org.glassfish.metro	webservices-tools	2.3-b229		ad16d35502cf4bd2523b51bd96e293c4d656649f
org.glassfish.metro	webservices-tools	2.3-b24		6b2684665ee49bec2f42aaf197faeab9a1d81f18
org.glassfish.metro	webservices-tools	2.3-b240		1695872e0c0396eb9c651f18031d06587ec4d61c
org.glassfish.metro	webservices-tools	2.3-b259		2ffd6bc7e432a3846c3a1fec5f2df2dfeab0d13b
org.glassfish.metro	webservices-tools	2.3-b55		2e50a2c981b4bf58694474e55334e76edd53278d
org.glassfish.metro	webservices-tools	2.3-b77		6c8d18541f30c72e4c9ac87cdf85c0908f853209
org.glassfish.metro	webservices-tools	2.3.1		83eb6e44f85d7308f9401829af73330240a8c578
org.glassfish.metro	webservices-tools	2.3.1-b104		ca71e5aa186ba173a0910ade3b7f9133908aa8e5
org.glassfish.metro	webservices-tools	2.3.1-b411		ca5c51b576978544ffe54da64f9e5835752fb6b8
org.glassfish.metro	webservices-tools	2.3.1-b419		c8562e42ed204d3e736ea377a0a07e4abe6fcb6c
org.glassfish.metro	webservices-tools	2.4.0		21c84f01698e11b0edf716ce88fe94dca863ba36
org.glassfish.metro	webservices-tools	2.4.1		a4e6d282e13b337a52a8cd2597970bdf5ee9a82b
org.glassfish.metro	webservices-tools	2.4.10		7cc06c31f7cb01234e35f43582ee99c3bf0e8595
org.glassfish.metro	webservices-tools	2.4.2		e5ac726732465fd9753648c2bae442220cfe2c28
org.glassfish.metro	webservices-tools	2.4.3		7ce140a98a4c5dda46d27956fc04203c7e18aa52
org.glassfish.metro	webservices-tools	2.4.4		339cbade626f7c4b6db3ad3b243a6e076579e8a7
org.glassfish.metro	webservices-tools	2.4.4-b01		21cd0a927c5588cca8c9fcec9108634c56211f0a
org.glassfish.metro	webservices-tools	2.4.5		c64e0e43d406556d9d501fd68af0716a46d6879d
org.glassfish.metro	webservices-tools	2.4.6		8b4520a097d0e1d6dfb1cc08a9a894c716cf2523
org.glassfish.metro	webservices-tools	2.4.7		40acda59ed39ea9ba26d87f1d27631b6bfd166ee
org.glassfish.metro	webservices-tools	2.4.8		b0a0484a019f17d76a445f8ddc868b444037465b
org.glassfish.metro	webservices-tools	2.4.9		06e6bd9feaaa64bdef9686370344dd1e1d8f76c3
org.glassfish.metro	webservices-tools	3.0.0		7bc5464e5a3efb1654f9314ac7d4df04a630a956
org.glassfish.metro	webservices-tools	3.0.0-M1		126549224a8686813a2597462908579bc74f8796
org.glassfish.metro	webservices-tools	3.0.0-M2		217aab724bb0877ac52a38276d38739a4db4eab0
org.glassfish.metro	webservices-tools	3.0.0-M3		f7a5d5b196107e28c19450d3cc44a3a8eca55e6f
org.glassfish.metro	webservices-tools	3.0.1		e4f25cf40963b925f3c8112d5e64d5d1374e5ae1
org.glassfish.metro	webservices-tools	3.0.1-b02		7fa86048724cf941fb33056ac2126ad2a147dd47
org.glassfish.metro	webservices-tools	3.0.2		4e6a622b53953b673c74b2a44e461dfed4dded2b
org.glassfish.metro	webservices-tools	3.0.3		4cc5db5862081eff53a4052f9b7935ebcfab09b9
org.glassfish.metro	webservices-tools	4.0.0		f32134ecdbe95bde2598bf754103a795eb052180
org.glassfish.metro	webservices-tools	4.0.0-M1		9dbbfb7b41c1aaa323c8f7affa1b780d1d792bd3
org.glassfish.metro	webservices-tools	4.0.0-M2		20f0cf49cf155d3fcab42cbb94fb366a14223a14
org.glassfish.metro	webservices-tools	4.0.0-M3		50240fe11d73e48f007e4171f8f624cd6a387c20
org.glassfish.metro	webservices-tools	4.0.0-M4		9fa8c265ae656a124ec1c6fa0155ecd8889921b5
org.glassfish.metro	webservices-tools	4.0.1		0fa1df9ea272fe5f76d70d90b63a32c4f6dd64ea
org.glassfish.metro	webservices-tools	4.0.2		ddf44e9b1fde3ea3a9b8f628cd3d37c7d487d2bd
org.glassfish.metro	webservices-tools	4.0.3		b1c3b7bd840e3203c664b6f58855ec80cba418f7
org.glassfish.metro	webservices-tools	4.0.4		16bd85ffea12a3995c2a331a75d412ec506b9568
org.jooby	jooby-frontend	1.2.0		d287c26ffbc10160c6684d8dcdd58175067426e1
org.jooby	jooby-frontend	1.2.1		eef972f4a05c91fcd83735d4dceff549251c85de
org.jooby	jooby-frontend	1.2.2		93df3b13ce1a9f64a3b942372707cae77e6379ec
org.jooby	jooby-frontend	1.2.3		206cd19424704cfbbde9af615fe95e9ee1eaad76
org.jooby	jooby-frontend	1.3.0		c368e88c1a94c14e80d035252bbde5629604c22e
org.jooby	jooby-frontend	1.4.0		482c34735d8b15dee4c92b4d172a30e7f466e6aa
org.jooby	jooby-frontend	1.4.1		f081a6dcf99983f50238701b0f47bb439d60fe43
org.jooby	jooby-frontend	1.5.0		57dad10eacc3b54502211270174c7d79162c9a54
org.jooby	jooby-frontend	1.5.1		500790bd491ef99d04d8278b650f5693a57834ed
org.jooby	jooby-frontend	1.6.0		22228496663629c712d84f7f9faca3caab541f63
org.jooby	jooby-frontend	1.6.1		476fad43727203938d1f0c446c46a0850b8ce150
org.jooby	jooby-frontend	1.6.2		41f0574d88e0133c1fefcefbe492e6e44587e4a6
org.jooby	jooby-frontend	1.6.3		46d64556c8c2b21f903f19fb41e602c3cd9cba97
org.jooby	jooby-frontend	1.6.4		2e8b528a07eac4094833494cd0a336ca1106490a
org.jooby	jooby-frontend	1.6.5		5a04bb74c5f826cf7eabb0a2139dc0c4190c7ced
org.jooby	jooby-frontend	1.6.6		68c4ff574e04e41dc0d51bb0363fcac289b53ccd
org.jooby	jooby-frontend	1.6.7		4c056ff86c23d13e15c89a757242db82d4a9ddb8
org.jooby	jooby-frontend	1.6.8		4ca33bd342162aee9f5cd6b84afdc41b6f322386
org.jooby	jooby-frontend	1.6.9		eee779975d07a9c8ff1b0d16ea17067149b0a5b3
org.kie	kie-service-spring-boot-archetype	7.10.0.Final		29a67265b29905285ad7cb0fc089f068883db8a3
org.kie	kie-service-spring-boot-archetype	7.11.0.Final		ee936abb438e0a9bf4b9da5b838db13244acdd88
org.kie	kie-service-spring-boot-archetype	7.12.0.Final		7eaa3ef99a7fdeff7cbaf5a526f34d48fd6d6a02
org.kie	kie-service-spring-boot-archetype	7.13.0.Final		ed6817792a4a10251323919f28223e543a70c9ad
org.kie	kie-service-spring-boot-archetype	7.14.0.Final		fefadf24fed98852b8eca84183d1b81d1044b27f
org.kie	kie-service-spring-boot-archetype	7.15.0.Final		0d0605ac763b803386fcefc9bfbad67f281b5046
org.kie	kie-service-spring-boot-archetype	7.16.0.Final		75032f9c44b60ac6b5a8fc49f0a766ce2b0b4e53
org.kie	kie-service-spring-boot-archetype	7.17.0.Final		98871f62c2da116321a7058f99e7903f07f55fd5
org.kie	kie-service-spring-boot-archetype	7.18.0.Final		b233dc732b9bd890d8539507a95c3004a1bfb91b
org.kie	kie-service-spring-boot-archetype	7.19.0.Final		fa52df972d7e5be6fd5b8ab73e644411630f57a7
org.kie	kie-service-spring-boot-archetype	7.20.0.Final		9de68dfb62e915b94431b2081e9b3e1b3e37121c
org.kie	kie-service-spring-boot-archetype	7.21.0.Final		335c76b8f95e9750a2c3e5d65adf94e2359f0299
org.kie	kie-service-spring-boot-archetype	7.22.0.Final		9c8f1f546e4416c87aaf41b2c77e684dc77a9588
org.kie	kie-service-spring-boot-archetype	7.22.0.t042		a49cb927a2b5ead6043b67147246b3979e24b238
org.kie	kie-service-spring-boot-archetype	7.23.0.Final		6510a66e899456e1b97f41dfcfcc75c33b0fddc2
org.kie	kie-service-spring-boot-archetype	7.24.0.Final		846fa1bef34a0c475b913addb05cca56a2cb0ab8
org.kie	kie-service-spring-boot-archetype	7.24.0.t043		397722790a29728116aafda50cee14d3849937d4
org.kie	kie-service-spring-boot-archetype	7.25.0.Final		fe729e0880307222794c47492baf03b61dfd752c
org.kie	kie-service-spring-boot-archetype	7.26.0.Final		ff43c86614648dd88664a2978601f6a4a0d3d1e9
org.kie	kie-service-spring-boot-archetype	7.27.0.Final		3554937e5bd2ab45f1ebf8ffc0794be50d620c9e
org.kie	kie-service-spring-boot-archetype	7.28.0.Final		f77983b8d04af3d87f5260598f765ebf8e45f488
org.kie	kie-service-spring-boot-archetype	7.29.0.Final		c51445829bc89257119dd9eb7bed910a9a8c6d34
org.kie	kie-service-spring-boot-archetype	7.30.0.Final		7c097fd72666df87bfd34730f0ea23c6538c54ff
org.kie	kie-service-spring-boot-archetype	7.31.0.Final		2965079317e5af5df8f2c1bf4ed227a89fa00dc5
org.kie	kie-service-spring-boot-archetype	7.32.0.Final		15cbd6fbf57ed4182298a23b5e3cffc103dcc004
org.kie	kie-service-spring-boot-archetype	7.32.0.k20191223		8f037623ec002239f111d0707577d8442b076140
org.kie	kie-service-spring-boot-archetype	7.33.0.Final		63861f13ebb34ecbc3b44e49b82826b46ebdd4ee
org.kie	kie-service-spring-boot-archetype	7.34.0.Final		b27947786de3fb2ae56777eac7195502aedc075c
org.kie	kie-service-spring-boot-archetype	7.35.0.Final		f828df51fc1dfb27bd03983f82d7a029ffe208be
org.kie	kie-service-spring-boot-archetype	7.36.0.20200330		9f0b903127107380fc7359e042689f7c49ca917f
org.kie	kie-service-spring-boot-archetype	7.36.0.20200331		7d4b0a9b4dac9a23b6ee916348f38e3f3b6573b5
org.kie	kie-service-spring-boot-archetype	7.36.0.Final		8f0cb3d7971cebce335c7cf6d90ba10b4681a07d
org.kie	kie-service-spring-boot-archetype	7.36.1.Final		cdf846297a3a3481633e52ad46d02d10749b323e
org.kie	kie-service-spring-boot-archetype	7.37.0.Final		cada85806f49dcda5dd6691555ef5188ff8a5da7
org.kie	kie-service-spring-boot-archetype	7.38.0.Final		486da80c5b466d904c6cce16a6dc226f5c097808
org.kie	kie-service-spring-boot-archetype	7.39.0.CR1		f3ceb5c4078fd556d630944552943b165efb58df
org.kie	kie-service-spring-boot-archetype	7.39.0.Final		ce2bb18c6b8d0f98cf2f9547820f8641c6ecb00b
org.kie	kie-service-spring-boot-archetype	7.40.0.20200703		9eeb7b1d4af056701e43b4fdccb0318c167b72dd
org.kie	kie-service-spring-boot-archetype	7.40.0.Final		f38834f6f184b9b22d1bee66961690d4664d9d8e
org.kie	kie-service-spring-boot-archetype	7.41.0.Final		e5883e06a08b63228c75fbe9bf01cb52bf53cc68
org.kie	kie-service-spring-boot-archetype	7.41.0.t20200723		cff9336fb01eec42541a336faa80cdd4ae96e861
org.kie	kie-service-spring-boot-archetype	7.42.0.Final		77eced41b67d7383818e1b242b39dcde7a5d49c8
org.kie	kie-service-spring-boot-archetype	7.43.0.Final		43dde5f9b628f185b64e75aadc5996d941559053
org.kie	kie-service-spring-boot-archetype	7.43.0.t20200824		810d4aaf39285dcf40ac5fccdf354ca8157beedc
org.kie	kie-service-spring-boot-archetype	7.43.1.Final		849d845091a9d0773caf85cae1b4ba7c7b6e5b0e
org.kie	kie-service-spring-boot-archetype	7.44.0.Final		bead53ae14fecd2bce95b1202d69b90dd17ba358
org.kie	kie-service-spring-boot-archetype	7.45.0.Final		1037ad89b7ac59e15ac9cbf58695c017888f4723
org.kie	kie-service-spring-boot-archetype	7.45.0.t20201009		12d1c03854b531b06f0759f21b90e976d17ef9a7
org.kie	kie-service-spring-boot-archetype	7.45.0.t20201014		d26a6b29ef55b519e83bd103be7ef947a6390af1
org.kie	kie-service-spring-boot-archetype	7.46.0.Beta1		4ac13a79a256da10aaa424ccb19e99bf368c9563
org.kie	kie-service-spring-boot-archetype	7.46.0.Final		6bf3c16c10798b4e75f933fe7079f6ebc52aa246
org.kie	kie-service-spring-boot-archetype	7.46.0.t20201030		c26e94e03469291d0f7f30718292e1c98a5a7ff3
org.kie	kie-service-spring-boot-archetype	7.47.0.Final		431bb0d81b9e29bb4773fc8450b8c6b2f5fe3d4d
org.kie	kie-service-spring-boot-archetype	7.48.0.Final		ecbb8a9c4b58c896d168ea3355aaa9a65d5fc8f5
org.kie	kie-service-spring-boot-archetype	7.49.0.Final		f2a3e7a328664847bd2864e60b6a2d0f6a4ad899
org.kie	kie-service-spring-boot-archetype	7.49.0.t20210118		f8acc05f9672a34d710c0cdd93576b4707260e8a
org.kie	kie-service-spring-boot-archetype	7.50.0.Final		d67725b744403f36b22de2e2f428174e5908e8ba
org.kie	kie-service-spring-boot-archetype	7.50.0.t20210209		4341a20cac016f9e06ce822c2630f4bb75faf6a6
org.kie	kie-service-spring-boot-archetype	7.51.0.Final		c772499d70f166b1b4e4860299ac5936e0b0263d
org.kie	kie-service-spring-boot-archetype	7.51.0.t20210303		be89424d7aa55922a01d3bba9f082f68dd4ce616
org.kie	kie-service-spring-boot-archetype	7.52.0.Beta1		647b434ef33ac2e346fc62f449f57cc9cd5c0577
org.kie	kie-service-spring-boot-archetype	7.52.0.Final		5f5f476be2e012d88bed3b8d63fff73a081e8dc7
org.kie	kie-service-spring-boot-archetype	7.52.0.t20210322		0abea09338508aba1136cb150f9c71aa71d962f0
org.kie	kie-service-spring-boot-archetype	7.53.0.Final		219095476d298964c97062113d1ab071e0b149a9
org.kie	kie-service-spring-boot-archetype	7.53.1.Final		83ee2314128f08863fbbff69ac0ba9856c596c1f
org.kie	kie-service-spring-boot-archetype	7.54.0.Beta1		f24fae2925d0ed45350fbe3d1331451fd8bbaee6
org.kie	kie-service-spring-boot-archetype	7.54.0.Final		487ac897446c11ac019bce98823ebdea5890af9f
org.kie	kie-service-spring-boot-archetype	7.55.0.Beta1		06e9f783946f52d176fc1e2f5f28f95af40b966a
org.kie	kie-service-spring-boot-archetype	7.55.0.Final		52efe0f5de5efe8072a26e96c0010ed88898a5f6
org.kie	kie-service-spring-boot-archetype	7.56.0.Final		5b17f47ed56c204405b320f468babc626386308b
org.kie	kie-service-spring-boot-archetype	7.57.0.Beta1		dcddfe14cbe40be3ce9351c77770cfbd5b7d69c9
