be.vlaanderen.informatievlaanderen.ldes.ldi.nifi	skolemisation-transformer-processor	2.12.0		N/A
com.sun.jersey.ri	jax-rs-ri	1.9-ea02		N/A
com.sun.jersey.ri	jax-rs-ri	1.9-ea03		N/A
com.sun.jersey.ri	jax-rs-ri	1.9-ea04		N/A
com.sun.jersey.ri	jax-rs-ri	1.9-ea06		N/A
com.sun.jersey.ri	jax-rs-ri	1.9-ea07		N/A
com.sun.jersey.ri	jax-rs-ri	1.9.1		N/A
cool.taomu	taomu-groovy-runtime	0.0.3		125b31c4d7402421ff5c98f7b838b9335f570f04
cool.taomu	taomu-groovy-runtime	0.0.4		5743b4143c5cffb1409a907010b32d8c4582e760
cool.taomu	taomu-groovy-runtime	0.0.5		6f075450b794c32e6688fbc2586c5adb1cc599a6
cool.taomu	taomu-groovy-runtime	0.0.5a		a09bfe25edf31cb805e235856aeec80dff212b71
cool.taomu	taomu-groovy-runtime	0.0.5b		2aacf9d3846a61e573793fe3f416d5c7de10f626
cool.taomu	taomu-groovy-runtime	0.0.5c		fc6440ade790264fc530dea4ded40eccf96c986d
cool.taomu	taomu-groovy-runtime	0.0.5d		e54376ad49c0ac9efcfc97aa1b3123b4d69a77ad
cool.taomu	taomu-groovy-runtime	0.0.5e		1949d309ddac9b7e2eb284191695431f8303b5c3
cool.taomu	taomu-groovy-runtime	0.0.6		1ce32de8189fccd86824e167d58a37b77fa312d1
cool.taomu	taomu-groovy-runtime	0.0.7		e062be1d38c75f903fb07b15cb47abab84c11621
cool.taomu	taomu-groovy-runtime	0.0.8		55db05baf8fe1b823540e81eff1439cf2bbe2434
de.muenchen.oss.digiwf	digiwf-email-integration-service	0.18.1		b9442e4d049776091877f5c7dd285ceef8947e38
de.muenchen.oss.digiwf	digiwf-email-integration-service	0.18.2		571b3971c81f4af6ebdffa4a0f8a260311c46d33
de.muenchen.oss.digiwf	digiwf-email-integration-service	0.18.3		522a9262e7ff3e5fe6b877bdb52e389a0c634037
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.0.1		50bedb7998e81866b60f61181b8e9b8d3ee25ea2
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.1.0		7d8e28357a4238857c4c22ed3d1efe5d62a2d4b2
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.1.1		fb983de0fb8a7a3ca9f5d564b726aeee14dd7143
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.1.2		de44fc35270750bee5b11880b7375daf714f357d
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.2.0		be565f435e15b939f2eabcebf972984b74de16a1
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.3.0		78b37835382ff22718fd33bd658c4cccc3d741e1
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.4.0		e0fd1dc96bdcda252da210c58f711325a6d31317
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.4.1		b8631c5058363569e4487bd427e43bc7582cddfe
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.4.2		27f2942af26f114a7e092a7a25cba170737635ea
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.4.3		e3e5fc6eac32e0448e3e622ef227a247eafbe336
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.4.4		717786145b189e2e4f5059b915963eb514a4110e
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.4.5		cea3556a4c6d257660652aa1f6c5c128be000779
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.4.6		c19fde3dc4bf1bc52879e9b7f7eb3470745b63cc
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.5.0		c503ab128f675f7d9777528f7e73acc56bcdab22
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.5.1		ad664c4d1e931842557405a39bcff981456a0b83
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.5.2		ed3e8ab5a550224f1b8845f22ad8883e63a96696
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.5.3		fd4c8e0f4961edbad19fbc6774d2b114d2c9d19b
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.5.4		3fe3ebcf3b94fc9e70365b9e3eb9bbe60cc40ecc
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.5.5		85929304ac08319a37cab526d88ca143fa84ce31
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.5.6		20cff8166c239ef70d9ded3e8aba59f8f65c572f
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.6.1		282e875087c066c5a43f2d8c3030522dd0779284
de.muenchen.oss.digiwf	digiwf-email-integration-service	1.7.2		ea1a8c6cead26ec097c9b8014d7e61a10ebf661f
de.sciss	scalacolliderswing_2.13	1.41.3		N/A
de.sciss	scalacolliderswing_2.13	1.41.4		N/A
de.sciss	scalacolliderswing_2.13	1.41.5		N/A
de.sciss	scalacolliderswing_2.13	1.41.6		N/A
de.sciss	scalacolliderswing_2.13	1.41.7		N/A
de.sciss	scalacolliderswing_2.13	2.0.0		N/A
de.sciss	scalacolliderswing_2.13	2.1.0		N/A
de.sciss	scalacolliderswing_2.13	2.2.0		N/A
de.sciss	scalacolliderswing_2.13	2.3.0		N/A
de.sciss	scalacolliderswing_2.13	2.4.0		N/A
de.sciss	scalacolliderswing_2.13	2.4.1		N/A
de.sciss	scalacolliderswing_2.13	2.5.0		N/A
de.sciss	scalacolliderswing_2.13	2.6.0		N/A
de.sciss	scalacolliderswing_2.13	2.6.1		N/A
de.sciss	scalacolliderswing_2.13	2.6.2		N/A
de.sciss	scalacolliderswing_2.13	2.6.3		N/A
de.sciss	scalacolliderswing_2.13	2.6.4		N/A
de.sciss	scalacolliderswing_2.13	2.7.0		N/A
de.sciss	scalacolliderswing_2.13	2.8.0		N/A
de.sciss	scalacolliderswing_2.13	2.9.0		N/A
de.sciss	scalacolliderswing_2.13	2.9.1		N/A
de.sciss	scalacolliderswing_2.13	2.9.2		N/A
eu.vendeli	ktgram-botctx-redis-mingwx64	7.4.0		N/A
eu.vendeli	ktgram-botctx-redis-mingwx64	7.4.1		N/A
eu.vendeli	ktgram-botctx-redis-mingwx64	7.5.0		N/A
eu.vendeli	ktgram-botctx-redis-mingwx64	7.6.0		N/A
eu.vendeli	ktgram-botctx-redis-mingwx64	7.6.1		N/A
eu.vendeli	ktgram-botctx-redis-mingwx64	7.6.2		N/A
eu.vendeli	ktgram-botctx-redis-mingwx64	7.7.0		N/A
eu.vendeli	ktgram-botctx-redis-mingwx64	7.7.1		N/A
eu.vendeli	ktgram-botctx-redis-mingwx64	7.8.0		N/A
eu.vendeli	ktgram-botctx-redis-mingwx64	7.9.0		N/A
eu.vendeli	ktgram-botctx-redis-mingwx64	8.0.0		N/A
eu.vendeli	ktgram-botctx-redis-mingwx64	8.1.0		N/A
fr.flowarg	flowupdater-optifineplugin	2.0.0		383115bdb74895762725969c4da54ad8377c9b41
global.namespace.fun-io	fun-io-delta	0.11.0		f4782d0399aac09c40135aeb1f4c88cd2aa7edbc
global.namespace.fun-io	fun-io-delta	0.11.1		4077a009b44de127d24b8e766061c1924e06db8d
global.namespace.fun-io	fun-io-delta	0.11.2		dcab9ee53c8d7886539a3287b68b627c5fbcfd0c
global.namespace.fun-io	fun-io-delta	0.11.3		4be604cb5d4d0952af1c1e433d5f844713e871cd
global.namespace.fun-io	fun-io-delta	0.12.0		6bc670fa26dd8b421e55ebed4b9fbf8c5c8c6e44
global.namespace.fun-io	fun-io-delta	0.13.0		ef4e0e183ba4b66a4b757aab897f6a45a4aa744b
global.namespace.fun-io	fun-io-delta	1.0.0		4780141bab3ac8115d6768a06a29c981276cb819
global.namespace.fun-io	fun-io-delta	1.1.0		f288804b07de8179503ad5409ad96a431204209a
global.namespace.fun-io	fun-io-delta	1.2.0		b293da1408968d2df24dbcd1b66c50e075ef0437
global.namespace.fun-io	fun-io-delta	1.3.0		c0cf7615a6f13f66fad5b13ca4c3cb5f3d884a71
global.namespace.fun-io	fun-io-delta	1.3.1		e3a7f0cc3fc398e9f72f507cba3e26520898b9df
global.namespace.fun-io	fun-io-delta	1.4.0		92c0f1e9103d5692547a883ed5ea71cd6d7976b3
global.namespace.fun-io	fun-io-delta	1.5.0		d02761dda9a743d79b5d1c0f26f417fe1957c695
global.namespace.fun-io	fun-io-delta	1.6.0		414c2bb85fba68c12855a40d7af19059a02acb65
global.namespace.fun-io	fun-io-delta	1.6.1		3ab806ce752328bcd9179b4f0dfea88b9690e72a
global.namespace.fun-io	fun-io-delta	1.7.0		8e6cf09352295e966e7eb4ccb356a2f2d4c3984f
global.namespace.fun-io	fun-io-delta	1.7.1		1ce260356a68fb32355e794b2b6c13a050039b69
global.namespace.fun-io	fun-io-delta	1.7.2		6c699eea4c70ec5d910a3ab69c5f72a5ee4907c1
global.namespace.fun-io	fun-io-delta	1.7.3		1cefd9126711e3e711736b6e97ae38e3961d2b23
global.namespace.fun-io	fun-io-delta	2.0.0		8e84026867977e619eb9ca878ced096939ea789b
global.namespace.fun-io	fun-io-delta	2.0.0-M1		0c5133a2d06e93d0eef4bb00cca9007e880c0a9c
global.namespace.fun-io	fun-io-delta	2.0.0-RC1		8325d7fcc3e1283a9108faa309b2f350aa6f9bd5
global.namespace.fun-io	fun-io-delta	2.1.0		cd488fd3c4c9fdce5d61c7f81e974c22e6972ee6
global.namespace.fun-io	fun-io-delta	2.2.0		330539e7367e4f8f2932d7940c608206c0b9d48e
global.namespace.fun-io	fun-io-delta	2.3.0		4fba47de570de128d46f67d33a7acd894b88a7dd
global.namespace.fun-io	fun-io-delta	2.4.0		e0a66eb2a9d57f2984656ab43c837fbd374160b1
global.namespace.fun-io	fun-io-delta	2.4.1		f787dd6fb6f21b3cd8c8198b03716f35c5eb2b1d
graphics.glimpse	glimpse-processor-java	1.0.0		1e289c668f2800d98ce23c20c0e8b4557c1fcbb4
graphics.glimpse	glimpse-processor-java	1.0.0-ALPHA1		b50024785178c437636445581006d3c6809f0931
graphics.glimpse	glimpse-processor-java	1.0.0-ALPHA2		5f18a121f7d3b082bb1bd1c10a67cc21cb9faff7
graphics.glimpse	glimpse-processor-java	1.0.0-ALPHA3		579eccd9d4261f07a9cd752efa13c8f5a0bd4c81
graphics.glimpse	glimpse-processor-java	1.0.0-ALPHA4		2f842e9c62a685b3f678342c4b019a9704564526
graphics.glimpse	glimpse-processor-java	1.0.0-BETA1		d9f0a4b264116f861cbce617c72a6869115273db
graphics.glimpse	glimpse-processor-java	1.0.0-BETA2		a429cf213d5fa41ea44a6916b0cf49384e172154
graphics.glimpse	glimpse-processor-java	1.0.0-RC1		4e68b82aff7ba47b795759f6e803c1dd578e004c
graphics.glimpse	glimpse-processor-java	1.1.0		dcbd79d2457eeb7b38e7678f30f0e266e0b9279d
graphics.glimpse	glimpse-processor-java	1.1.0-ALPHA1		ed367a99c043b6c8b0f1494c6bbc30bfa50f1969
graphics.glimpse	glimpse-processor-java	1.1.0-ALPHA2		886aac936d6213d64c9d519f4c1ed90b7528e018
graphics.glimpse	glimpse-processor-java	1.1.0-ALPHA3		761eb21dddd78985359c28abbc4bfb73ca6aeaed
graphics.glimpse	glimpse-processor-java	1.1.0-BETA1		bf45ba945b93bdcae047c3a091bac434c4d234ba
im.arena	streaming	1.0.0		N/A
im.arena	streaming	1.0.1		N/A
io.cdap.cdap	cdap-proto	6.0.0		cbcf75e8e51afc1cb146851e315dc5cb55cb3458
io.cdap.cdap	cdap-proto	6.1.1		a633f075eb8f943336da047bc27fd582454f546a
io.cdap.cdap	cdap-proto	6.1.2		048c5e010d9ba21d1efc420a03db920d74cab6c7
io.cdap.cdap	cdap-proto	6.1.3		f0a6857f1b181f14e4c64cc794a9dd7897f16c12
io.cdap.cdap	cdap-proto	6.1.4		a19356e70c96e98ec02b18242c2fac4ff51c91aa
io.cdap.cdap	cdap-proto	6.10.0		f41a5aff644e7e9369fd50e9c19dafa11b65f26f
io.cdap.cdap	cdap-proto	6.10.1		d3c32b08f41f3440f561c347f15387623764098e
io.cdap.cdap	cdap-proto	6.11.0		15a4c2c2f4bbb0bdc914b6cd9915c9f0442dab1d
io.cdap.cdap	cdap-proto	6.2.0		87169ef4a30a77eef8138d227f8572685b0f1fcc
io.cdap.cdap	cdap-proto	6.2.1		d9b82b32c9ba4de303858876a66b2c51cc43efde
io.cdap.cdap	cdap-proto	6.2.2		3c2d5bc5124f7697c423c3c6bcab0ee01446655a
io.cdap.cdap	cdap-proto	6.2.3		b64d20efa60af6ec25e47f15d2c0fed3298b8fed
io.cdap.cdap	cdap-proto	6.3.0		074bc895acef509a2300af31e67a7787625fd6c8
io.cdap.cdap	cdap-proto	6.4.0		63fbf43ccb27171184dac1475c36f77258d0cd06
io.cdap.cdap	cdap-proto	6.4.1		440ea820fcce94b60ffcf9592fac9b8f634aeb23
io.cdap.cdap	cdap-proto	6.5.0		42dc13d32760ca5ccbf333bc42fe72a2a3022528
io.cdap.cdap	cdap-proto	6.5.1		857ed5124a3de481065f7dc23dc00a1a89262612
io.cdap.cdap	cdap-proto	6.6.0		ae7ef5129d7db304444cf24daf0962ee5d180c84
io.cdap.cdap	cdap-proto	6.7.0		4b10764fbf29e656528ce722e190cb5a931162d1
io.cdap.cdap	cdap-proto	6.7.1		60f302fca3951eea59a19f50c2a681613fd3dc92
io.cdap.cdap	cdap-proto	6.7.2		8b39299e0a9bfe5f12ee32d72ee3268ca46e1dea
io.cdap.cdap	cdap-proto	6.7.3		7500142a52edbb69cae58cab3abef2e097215810
io.cdap.cdap	cdap-proto	6.8.0		8ce2f43b1a4f2f99c7741d9233447df1a02c49e0
io.cdap.cdap	cdap-proto	6.8.1		e0fc1195d70b85eb790135de17a28c3e5fee766b
io.cdap.cdap	cdap-proto	6.8.3		5546dad0db4ca50e84945fad4176c95ea1c7f4f9
io.cdap.cdap	cdap-proto	6.9.0		2fa94c4c565bfad2a969d53c6fd363864629b0f7
io.cdap.cdap	cdap-proto	6.9.1		90892b2bd6a36ad68f167305e93c9bfd9868fa98
io.cdap.cdap	cdap-proto	6.9.2		8e85808df1b352e231f153f52281a12818e5bce6
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.0.0		N/A
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.0.0	metadata	269269fe1225889bcb8aa70b451fdaf5939b101a
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.0.1		N/A
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.0.1	metadata	0951223e3ce491550c83c1431c562595f4b6e722
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.1.4		N/A
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.1.4	metadata	6adfa2d12f041282273f04262e678925fabe2d4f
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.2.4		N/A
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.2.4	metadata	b4797538010cb8470d19610374d349693e84b0b2
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.2.5		N/A
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.2.5	metadata	073f311cca1cc3dbe835eb547890573101318263
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.3.5		N/A
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.3.5	metadata	951d8f4959fb6f79b9043b0a7b18c370a391556c
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.3.7		N/A
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.3.7	metadata	81111d05c38dc57f3b9a89b723b179778e711bd9
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.4.0		N/A
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.4.0	metadata	70016fccd2118b0f1c0d28509fcd60d071189232
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.5.0		N/A
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.5.0	metadata	ef3ea1889258569d9ae42c6c649874a51d591ec7
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.5.1		N/A
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.5.1	metadata	23c20f163c66dc94da453fc8f7e40929bcd4b1d8
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.6.1		N/A
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.6.1	metadata	25c0055f66b6bee52311e01ccf28fe08cb594b63
io.github.ahmad-hamwi	lazy-pagination-compose-iosarm64	1.7.0	metadata	0d0258b318827281a4d8049b82006d19f946bb07
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.0		7f2e0bc22d7181cf4e5a5d82e9554e0fdc4a5cab
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.11		eefec5e77ff34cc41dc82e71e48f7dabeacfc735
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.12		43946dc9c30de1685f1387345bd234178f331be6
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.13		2cd59bf823effe935d325c77a78193510e6742d4
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.14		2cf2cca8c668a6e045c70a2906c21b1d33843e9f
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.19		a4accbe27e1453eef88213934821050cddf2ce05
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.24		6a9cc035e510c3b0961e53366d0eeefda9994c30
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.25		e8829f84fb60da2631df49e5fb0336aa3a9d6304
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.4-dev01-73b9a9a		c8f531e99fef13a71f867d9566d08492016b3af1
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.4-dev02-03d35b5		9bed716545652fdd33d943993dca0913e0948a77
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.5		f2c8b7074d20508b976b7b383ebbae42081d00c9
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.6		2f62d94953329d840425fefb1f9c17f2f7a6b38a
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.8		e04d7a961c3872d7ba1c1b71f1e0c3cdeeac8d24
io.github.andreabrighi	RetrofitProtobufJsonConverter	1.0.9		1d4bba4e6d27d78b995ad2e0ac08f44558ced44d
io.github.danicma	connectivity-http-wasm-js	1.1.4		N/A
io.github.fkz	rewrite-imports_2.12	0.3.0		b4c447b24a38bb86bb4f7e469b1dc574030452b3
io.github.fkz	rewrite-imports_2.12	0.3.1		1637eb0e281c8ff212adf6e53351137cc8c2bc4e
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.10.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.10.0	metadata	19d0d99d2509f664ffead72f63ab2fdf5bf87d84
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.10.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.10.1	metadata	8e8d01dd05cdaae6fe329f60bab0e8c795a00e9d
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.11.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.11.0	metadata	043b536732ea1486a23732e6564cd3ee24877de1
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.11.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.11.1	metadata	06c43d9863a82cd8f1018090c3b15de0abb0a012
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.11.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.11.2	metadata	8c60168a7f59fd924c4482b197646c3f7275d10d
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.12.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.12.0	metadata	32911b2d50f4e3b6a84b8ad322dace9377bcf164
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.12.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.12.1	metadata	9b3a5e5a17047792b9b17c36b19c21970a24076d
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.12.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.12.2	metadata	4f14048b063b4a62e8f64ae482e5c7ad2785f28b
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.12.3		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.12.3	metadata	705537fdb739b5e1afadeab35ba23a2fb6d2f2bd
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.12.4	metadata	ce68c3d14bcc171b217427b226c7bb44194abd58
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.2.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.2.0	metadata	e916f84ee10c30a535e9423203756304d6f18ef3
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.3.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.3.0	metadata	c92f0f2e992e21b192dbd4ef4a1093d0e5bb4f2f
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.3.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.3.1	metadata	b776fb2aa511ed9c71253ef1f9cc299234bcf087
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.4.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.4.1	metadata	01008fc6a0e3ec53c3fb50fe572e4f069787a625
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.5.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.5.0	metadata	75dff6c3ee80d98518f3ba0e4ad7808f76416d7a
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.5.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.5.1	metadata	5966215cf786645dacb8473675ac51c5cb8c6add
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.5.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.5.2	metadata	ecef80d46d5324090094972ca76474a4a3d435fd
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.0	metadata	ad41f0afe872b96b6efbb0001f992a4036336ad4
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.1	metadata	079d85efb1d4bce00e566017d0db43d9cf33a272
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.2	metadata	0d0f90fa4a4ada78332b2bd2f5127de2edcf6eb0
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.3		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.3	metadata	0a48958e2ddd79dff616fe9faac68bc8a934ad1c
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.4		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.4	metadata	c98eefe6886ccfb0d659b1df365b1c6229ad6e7d
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.5		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.5	metadata	b99eefefd20639369fc7cf229557192877feebcb
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.6		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.6.6	metadata	9cd9fc5bba0a5d5b1822e3d1f62012af92d1023a
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.7.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.7.0	metadata	86170a21d3cd391e1223d8758e9bd43080ea5008
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.8.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.8.0	metadata	8cfd3d61b7946121e95650dc41d16f421c298657
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.8.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.8.1	metadata	a2234554ed328a18b5ae65c8c2baa8c2b46d12ca
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.8.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.8.2	metadata	409b281d0f24dc40cfac1c46f531aef4f29bff04
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.9.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.9.0	metadata	24852b355e0e0a4f2d15ba2069d08bf5fb8f5ccc
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.9.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.9.1	metadata	aafd47d297ab80a87e73851ed982f9ec3e63a740
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.9.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.9.2	metadata	eae49ebf633845a9b68618c31a501d4d220a5b3f
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.9.3		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.9.3	metadata	6e257863acfb0d27984414b76dc3c013bacad563
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.9.4		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-core-iosarm64	0.9.4	metadata	ab0e5c74d45d33f1b361d803cebcc19c8dd1ed0b
io.github.laplacedemon	numjar	1.0.0		05f2504877e2ff514fd3bafec1ba71f2d061a40d
io.github.mangocrisp	spring-taybct-tools-dependencies	2.7.0-alpha.1		N/A
io.github.mangocrisp	spring-taybct-tools-dependencies	3.2.0		N/A
io.github.mangocrisp	spring-taybct-tools-dependencies	3.2.0-alpha.1		N/A
io.github.mangocrisp	spring-taybct-tools-dependencies	3.2.1		N/A
io.github.nafg.scalajs-facades	mui-lab_5_sjs1_3	0.18.0		f6a9b83b95f4e7d85e47066b0adf38e40a667358
io.github.nafg.scalajs-facades	mui-lab_5_sjs1_3	0.19.0		db9592efc0e3812c55e4a9d47fd9019f4fbcdc90
io.goeasy	gn-uniapp-android	1.0.19		N/A
io.goeasy	gn-uniapp-android	1.0.24		N/A
io.goeasy	gn-uniapp-android	1.0.27		N/A
io.goeasy	gn-uniapp-android	1.0.28		N/A
io.ktor	ktor-server-default-headers-js	3.0.0		N/A
io.ktor	ktor-server-default-headers-js	3.0.0-rc-1		N/A
io.ktor	ktor-server-default-headers-js	3.0.0-rc-2		N/A
io.ktor	ktor-server-default-headers-js	3.0.1		N/A
io.ktor	ktor-server-default-headers-js	3.0.2		N/A
io.ktor	ktor-server-default-headers-js	3.0.3		N/A
io.ktor	ktor-server-default-headers-js	3.1.0		N/A
io.ktor	ktor-server-default-headers-js	3.1.1		N/A
io.ktor	ktor-server-default-headers-js	3.1.2		N/A
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.0.0-alpha		98ccd44738ad23d9708c12adacd35962304032e8
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.0.1-alpha		f2349b1b4ac53917c4d655412fe27f5ecab8403e
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.1.0-alpha		11e9e2bc261d53252756d240de43944a51016cea
