ba.sake	sbt-build-extract-core_2.13	0.0.1		dc786ca8a51fd3aab071c7feb22643b08b19660e
com.zegreatrob.testmints	action-annotation-mingwx64	10.3.5		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	10.3.6		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	10.3.7		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	10.3.8		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	10.3.9		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.0		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.1		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.10		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.11		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.12		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.2		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.3		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.4		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.5		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.6		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.7		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.8		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.0.9		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.1.0		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.1.1		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.1.10		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.1.2		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.1.3		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.1.4		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.1.5		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.1.6		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.1.7		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.1.8		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.1.9		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.0		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.1		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.10		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.11		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.12		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.13		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.14		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.15		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.16		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.17		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.18		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.19		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.2		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.20		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.21		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.22		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.23		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.24		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.25		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.26		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.27		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.28		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.29		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.3		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.30		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.31		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.32		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.33		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.35		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.36		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.37		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.38		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.39		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.4		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.40		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.41		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.42		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.43		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.5		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.6		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.7		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.8		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	11.2.9		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.0		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.1		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.10		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.11		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.12		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.13		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.14		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.15		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.16		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.17		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.18		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.19		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.2		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.20		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.21		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.22		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.23		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.24		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.25		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.26		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.27		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.28		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.29		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.3		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.30		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.4		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.5		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.6		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.7		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.8		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.0.9		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.0		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.1		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.10		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.11		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.12		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.13		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.14		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.15		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.16		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.17		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.18		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.19		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.2		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.20		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.21		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.22		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.24		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.25		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.26		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.27		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.28		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.29		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.3		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.30		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.31		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.32		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.33		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.34		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.35		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.36		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.37		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.38		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.39		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.4		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.40		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.41		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.42		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.43		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.44		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.45		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.46		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.47		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.48		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.49		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.5		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.50		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.51		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.52		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.53		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.54		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.55		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.56		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.57		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.58		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.59		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.6		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.60		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.61		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.62		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.63		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.64		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.65		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.66		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.67		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.68		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.69		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.7		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.70		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.8		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.1.9		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.0		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.1		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.10		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.11		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.12		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.2		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.3		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.4		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.5		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.6		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.7		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.8		N/A
com.zegreatrob.testmints	action-annotation-mingwx64	12.2.9		N/A
de.wayofquality.blended	ziojmx_2.13	0.0.1		7c8e50e675bffe4184c12a8587fb597b7a08930d
dev.tclement.fonticons	font-fa-regular-iossimulatorarm64	1.4.0		N/A
dev.tclement.fonticons	font-fa-regular-iossimulatorarm64	1.4.0	metadata	f181d7eb8950f45a53c5f91959ccda098e61b664
dev.tclement.fonticons	font-fa-regular-iossimulatorarm64	1.4.1		N/A
dev.tclement.fonticons	font-fa-regular-iossimulatorarm64	1.4.1	metadata	77bf1ea1ed037881b8c2a5bd9123a86515a699e8
dev.zio	zio-sql-jdbc-hickaricp_2.13	0.0.3		e186292bf02da6f023060435fb9935392876e993
dev.zio	zio-sql-jdbc-hickaricp_2.13	0.1.0		f782df2a33c65b93883d9547041443f386951271
dev.zio	zio-sql-jdbc-hickaricp_2.13	0.1.1		08d46e8048fa43879cd8a86b8b762965b09bb3d4
dev.zio	zio-sql-jdbc-hickaricp_2.13	0.1.2		9e17338efba30786169f65a6c1e23a54fadce0a1
edu.wisc.my.portal.angular	angularjs-portal-frame	4.1.1.19		N/A
edu.wisc.my.portal.angular	angularjs-portal-frame	4.1.1.20		N/A
edu.wisc.my.portal.angular	angularjs-portal-frame	4.1.1.21		N/A
edu.wisc.my.portal.angular	angularjs-portal-frame	4.1.1.22		N/A
edu.wisc.my.portal.angular	angularjs-portal-frame	4.1.1.23		N/A
edu.wisc.my.portal.angular	angularjs-portal-frame	4.1.1.24		N/A
edu.wisc.my.portal.angular	angularjs-portal-frame	4.1.1.25		N/A
edu.wisc.my.portal.angular	angularjs-portal-frame	4.1.1.26		N/A
fun.pplm.framework.poplar	poplar-starter-restful	1.10.19		0cc5e188073a279e54b87399780f029482bfca74
fun.pplm.framework.poplar	poplar-starter-restful	1.10.20		f4ab26c24a70ef39a0b35e999070102458e73b60
fun.pplm.framework.poplar	poplar-starter-restful	1.11.21		6124499ea0f6bd18fd5746e7de01763f78d73b69
fun.pplm.framework.poplar	poplar-starter-restful	1.2.1		4fa5489a46990779b3acdc26e1d7a90203aad783
fun.pplm.framework.poplar	poplar-starter-restful	1.3.1		0ea57b28d2d4ed994e8b75214c72da738bd31192
fun.pplm.framework.poplar	poplar-starter-restful	1.3.2		df59be420c1b06bf269c747c58a080bbf952eeca
fun.pplm.framework.poplar	poplar-starter-restful	1.3.3		f30c20a7cd3cd9d8e100ad1af88eb84cb1192af7
fun.pplm.framework.poplar	poplar-starter-restful	1.3.4		87989c5a18968b5d062cbf7441f07be589e2b172
fun.pplm.framework.poplar	poplar-starter-restful	1.3.5		3699a171edc78d1601b6061f4e947036dba25881
fun.pplm.framework.poplar	poplar-starter-restful	1.4.6		231682c1a820e01002be5e901627c2dd5c23cddd
fun.pplm.framework.poplar	poplar-starter-restful	1.5.7		2d52b518dd126a6eb1bb64e46da6c398c179831a
fun.pplm.framework.poplar	poplar-starter-restful	1.5.8		0feb2a42ebd570156f5ffacd248aa80c7dbd4312
fun.pplm.framework.poplar	poplar-starter-restful	1.5.9		82804ef9b39c1e2446fb526196768b72be4e950d
fun.pplm.framework.poplar	poplar-starter-restful	1.6.10		c978a0dd8e781f2da2eac5a9ac8b272d29407ea3
fun.pplm.framework.poplar	poplar-starter-restful	1.6.11		cdfcedb615a7a0ecacd1b26d0de9bb28edcd2b23
fun.pplm.framework.poplar	poplar-starter-restful	1.6.12		8ccc6f06a8125d9ab5ebc4c4a6a514f2fb355ec4
fun.pplm.framework.poplar	poplar-starter-restful	1.6.13		0b72120c422a78a3d64e36257cfba38749013624
fun.pplm.framework.poplar	poplar-starter-restful	1.7.14		bb51c4c3a9ba6c28e11bb9c5a50e50d14fd8695f
fun.pplm.framework.poplar	poplar-starter-restful	1.8.15		3dc3a89649ebbbb3fc141f581beacc51930e0be6
fun.pplm.framework.poplar	poplar-starter-restful	1.8.16		274e54ca0004c3d4605dbffaa2e1d91f98122b2b
fun.pplm.framework.poplar	poplar-starter-restful	1.8.17		e75bf9c95331b953f6bd896a966ed7667538e550
fun.pplm.framework.poplar	poplar-starter-restful	1.9.18		55d5d683ea8f75fce735efff65cbd5781218044a
games.spooky.gdx	gdx-notifications-desktop-jcommunique	0.1.0		5953f28963d0b5a789a1fbe2204073a9396cda1f
games.spooky.gdx	gdx-notifications-desktop-jcommunique	1.0.0		14e46e922f0755b8c97d3d2da3601333ff7e27cf
hr.laplacian.laplas	elastic4s-testkit_2.11	6.5.2		098acb6a840868dfa1eb3e5901af686cde9e5d91
io.github.ashutoshgngwr	plutus	0.1.0-rc		N/A
io.github.ashutoshgngwr	plutus	test-rc		N/A
io.github.guosuweidev	arouter-compiler	1.5.3		e8d6a09d1566a2a617954a5bd18e71c4a8ac8276
io.github.karlatemp.mxlib	mxlib-annotation	3.0-dev-16		63bed4da613f68863c6d41040a6d30aa2d777c82
io.github.karlatemp.mxlib	mxlib-annotation	3.0-dev-17		72d60db96b5525b63445cad3c48e3a3d78370fca
io.github.karlatemp.mxlib	mxlib-annotation	3.0-dev-18		03ea3e4d6239850969d97b55a04e78676b9a2595
io.github.karlatemp.mxlib	mxlib-annotation	3.0-dev-19		b72d1fb7399debc40c5193409d1a88eb120c4a55
io.github.karlatemp.mxlib	mxlib-annotation	3.0-dev-20		d8c8a94132f616eb1861257b81e433666fd051aa
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.100.1		073e6592eac549054941f837182a53dff3ed5312
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.101.1		792a5d7798be6ffbb8028f2330e0682b89fa7472
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.102.1		cbaf01445fc9862d1d137de05aaba74cd60b35db
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.102.2		6ec5107d8a268c42b78cab7b13f015b82356765f
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.104.1		8cc94162016ac8ae113b2d4e2a07bc556f906c9c
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.78.4		2ff327fb8149933b17a08e0e9a0bba437c7bb3aa
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.78.5		b8f807fb5baf84dd042ead55d25f2d08fa60a331
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.78.6		b7ed06d1234d7f7ed9694ba512a81d632da96d6d
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.79.1		1c193476bfa5a08cc37547662a114be79523bc7d
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.79.2		e0463de7186455593a067746035885c81399fa66
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.79.3		ff553023e3f6cf03fdfb28439179fc2ef8c18a6c
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.87.1		d03b9530c2581e72dfa7c87a851ab8e6032a17b5
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.88.1		8fcfd0ee147ae206a0f562dce0e32eeda8e74c93
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.89.1		760282c9bc5fa34e3dbc78fb65e235f2a7fc8fa0
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.90.1		4cb8d2103d1760a599c341b08d722ffbb4a291cb
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.91.1		e5c4a6ef451b92c72242640d22ba3486dfd460fc
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.92.1		1f6a15a0080357b691cab1b721fe7863a27c99f6
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.92.2		513937281751de4d575a07229838a13c127121e6
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.94.1		d030f480b3c2610b0b2350feb2874e9fb6e89a70
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.95.1		f35a004a2d04f62c90ed904d7a7a1ac30bf6d59a
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.95.2		9cef75bf288122b4e9374e739f811a67fc45385c
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.96.1		c5135aa6743f046dc807cb0c3efb37c9287034d1
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.97.1		2d928c4255aede87272b931958dcdfaf9e31d212
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.97.2		29c5ad81ae400da6117bda0db8aaf7273b8ea003
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.97.3		97cec1421c1eb833e57d3124fbfeedb928fc7121
io.github.vigoo	zio-aws-applicationautoscaling_3	3.16.99.1		04c6df9930feb56f740e98acbd8cfc0ae68b6251
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.1.1		85f926e5879b5914b28a6763734c0d9f93961c4a
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.100.1		eb1b5cf8cfb7981fdcc0c6ec786bccc494c6b316
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.100.3		58aa22515cb4f1a6e2879efb364ce09adb8311ce
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.101.1		c1a06656acf5a15798451f2bdd160c1a7ca46520
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.102.4		13d80639eae4efdf08fbe099f8b179effae51e77
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.102.5		95090d53b99ad39d663557d36370750e15d9023c
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.102.6		05cf45c9ffee618ef60d2215386165ce9dc7c199
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.103.1		f8439be8d1d1c36ed862c9c0a742f05256dba0f7
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.104.1		e2122ea7d99c424919d3b811ab65f32d7e248369
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.104.2		0be83a5ab9972c51ab5fb786695229bf61f60a3e
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.104.3		8a56ead68b342f85b4944056b772e92971336860
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.104.4		c329a48d50558a239a4ce832d6f3d24b0bc7b304
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.104.5		eae2aa90c9dbbb0fc6525890df61d1e2f11f1598
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.104.7		de9fd59590ce301bab2caacfc3381c922083fbe3
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.11.1		e8dc6418977af09697bf1f29090aa8e96370b4ce
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.12.1		b453f289e3712010a2bf8d59d120688bbc7d46f9
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.12.2		d68d35a0adcca5972bd7ca7e5854458a103c735b
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.12.3		c8df1845e7270dac541e0253e87d2377501c57be
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.19.1		5b5e09bd35a2eca6e83df20fb6449a5b5edd6bc2
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.2.1		33760561eaa2470952aeae7a04bdfe3b50f407f8
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.20.1		e165beb55620a35917e0759e6166062d9e0ddb85
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.21.1		f7ca70864aa7813dbff40555c4d5ef57a06814af
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.21.2		ae27ba7071d4b0582c9a20e80be6e8532ab6b3f1
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.22.1		34883053027ce3ba506a2b54c7392c6083e726c3
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.23.1		e38be385baa6377fdae1bc1f6b4d26dc78fd7a6c
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.24.1		f585b243156d061e8370261199e4faddafe3f6a8
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.24.2		5781d17c3fe5a540a63c18f68985fcc73a5e1ab0
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.25.1		11df753c3ecc1d857bf525223a1ed1a9662322de
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.26.1		1b369eb641f89c87edeea32f7d5f3f852917a3a6
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.26.2		69c8eab51835e799c90d027917452b640a47b9a5
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.27.1		d5832b47416afef3b7781c85955cd6aa74421015
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.27.2		919ffb0757d625a4346f7c95f7d4e488928244f9
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.29.1		53258f6730a236c9c465553f2040dc83fd1f7801
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.30.1		e756e2a7c57704a1f5309f243742e3de9c894ffd
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.31.1		29883e38404541cc5234fb18aa8afb61c1d6cd55
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.31.2		b1d60ddee905f33a5fdee8a502adaae704a8480b
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.33.1		344cc3a03fb88f9fe52b9a4d6ffdcf19d2d405f7
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.34.1		e4638ece961130d98d27b12af470f947f9cde3ab
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.35.1		46e49c2f6eaf7315fa3b3a2c507176dcb1fff3a1
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.36.1		2fa3783a8725094ebd6524f22bb72b2e9e2f284a
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.37.1		22da63e869acbb13fc9ff0927c0c10255ad7f46f
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.38.1		60f555cfee2a45b94a735e3fb258266ebe8edd90
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.39.1		ef51d748e0ce436e83c16504e92eb3dfe65522b5
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.40.1		f819463928eebb3257fde53b8deab6c794a9f921
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.41.1		c8d2b7199b943b53ef9c9798cca6b9f16927fcf0
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.41.2		01c5607d26439fba011b4d07b30b57214552ca74
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.42.1		58709927ca3f68012511cdf185b0ec9031c26328
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.42.2		dc8adf9275fd647a9d94422bef76b130da7321e4
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.42.3		5e23b7ca17b98ac18c262838169948267d95476d
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.42.4		83441c54c4be269f628d3da3f2c83e87390b8ef7
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.42.5		f15b26e02687c095b389a26c3e5c8534da400535
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.42.6		affa9d5a757289f6d966df8d1b36222ff82d269c
