br.com.objectos	preconditions	0.2.0		041446723d949a35fdf7fe2b09be05b382094d74
com.google.shopping.api.grpc	proto-google-shopping-merchant-notifications-v1beta	0.22.0		c8b4cdc848f3cca5bd3fb791388dcd5c3774d4ca
com.google.shopping.api.grpc	proto-google-shopping-merchant-notifications-v1beta	0.3.0		3f39c000a5b513420d937d0ac5e2cdaf3662fff1
com.google.shopping.api.grpc	proto-google-shopping-merchant-notifications-v1beta	0.4.0		9768b65547e762896bdb898afa9972ef1027b664
com.google.shopping.api.grpc	proto-google-shopping-merchant-notifications-v1beta	0.5.0		6cf63035af7251e626d26969da419257b5e61777
com.google.shopping.api.grpc	proto-google-shopping-merchant-notifications-v1beta	0.6.0		9e7e64abf5b0ad4f27cd790b1f5cafd8807314c6
com.google.shopping.api.grpc	proto-google-shopping-merchant-notifications-v1beta	0.7.0		e0fe20230955c888ad464af3c2ff303236a3d2f1
com.google.shopping.api.grpc	proto-google-shopping-merchant-notifications-v1beta	0.8.0		c60dbc8053e6aa28efa7d6b1e16c162cc48ae49c
com.google.testparameterinjector	test-parameter-injector-parent	1.10		N/A
com.google.testparameterinjector	test-parameter-injector-parent	1.11		N/A
com.google.testparameterinjector	test-parameter-injector-parent	1.12		N/A
com.google.testparameterinjector	test-parameter-injector-parent	1.13		N/A
com.google.testparameterinjector	test-parameter-injector-parent	1.14		N/A
com.google.testparameterinjector	test-parameter-injector-parent	1.15		N/A
com.google.testparameterinjector	test-parameter-injector-parent	1.16		N/A
com.google.testparameterinjector	test-parameter-injector-parent	1.17		N/A
com.google.testparameterinjector	test-parameter-injector-parent	1.18		N/A
com.google.testparameterinjector	test-parameter-injector-parent	1.8		N/A
com.google.testparameterinjector	test-parameter-injector-parent	1.9		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	4.4		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	4.5		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	4.5.1		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	4.5.2		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	4.5.3		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	4.5.4		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.0		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.0-BETA-1		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.0-BETA-2		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.0.1		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.0.2		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.0.3		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.0.4		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.0.5		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.1		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.1-BETA-1		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.1.1		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.1.2		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.1.3		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.1.4		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.1.5		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.1.6		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.1.7		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.2-BETA-1		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.2.0		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.2.1		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.2.2		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.2.3		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.2.4		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.2.5		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.3.0		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.3.0-BETA-1		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.3.0-BETA-2		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.3.1		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.3.2		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.3.4		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.3.5		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.3.6		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.3.7		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.3.8		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.4.0		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.4.0-BETA-2		N/A
com.hazelcast.jet	hazelcast-jet-hadoop-dist	5.5.0		N/A
com.liferay	com.liferay.users.admin.api	1.0.0		6b0d461cada32e221571505ca9a55b1d871ac32b
com.liferay	com.liferay.users.admin.api	2.0.0		f56d32816ba58f710a341d9e2388be46d3ab5e75
com.liferay	com.liferay.users.admin.api	2.0.1		3a42d8c32563c2c7c08c6f4aecd081161d94a461
com.liferay	com.liferay.users.admin.api	2.1.0		37e323dc6f3ba171a51ac90197b8298fbd2c8bcd
com.liferay	com.liferay.users.admin.api	2.1.1		4940f981cb08f21127e0c214d47c00576f0b1cab
com.liferay	com.liferay.users.admin.api	2.1.2		5df2084f6e29d1e7ae5e666c9496a26a0ce8d842
com.liferay	com.liferay.users.admin.api	2.1.3		213015d1f8b63813c6860dd9d29c0916c7be3c44
com.liferay	com.liferay.users.admin.api	2.1.4		bf48a94147d68a7300c86cc52cb5db8cd5b9e059
com.liferay	com.liferay.users.admin.api	3.0.0		1b194c95861641341ff77442a9142dce8558804d
com.liferay	com.liferay.users.admin.api	3.0.1		9765e9f5816a61f7592e8f9f7bb7e16519a108c8
com.liferay	com.liferay.users.admin.api	3.0.10		9e7627c81bb5c604d91b927a83dc5661369bcca3
com.liferay	com.liferay.users.admin.api	3.0.11		8e0fe9dad54623b86036dea3b96911eb51a37ed9
com.liferay	com.liferay.users.admin.api	3.0.12		a8b62ef64830a16e1aeaa3aa5d39d2ba558cd610
com.liferay	com.liferay.users.admin.api	3.0.13		addce2d79dc81c57dacc29b3626fed7b0005a521
com.liferay	com.liferay.users.admin.api	3.0.14		c18df7fd8bb22e575c325cac396cc39f783a1102
com.liferay	com.liferay.users.admin.api	3.0.15		c60b35f532754ce1614f4c50d64550315025184d
com.liferay	com.liferay.users.admin.api	3.0.16		c43b94ab64142aad295e6e2014e483f0863b1ca3
com.liferay	com.liferay.users.admin.api	3.0.17		343e2be7c1e315c42f32bdc155e4c7621eea75fa
com.liferay	com.liferay.users.admin.api	3.0.18		0a4131d4e24d238be8bd25c829fa9d1503aac52a
com.liferay	com.liferay.users.admin.api	3.0.19		719fa9dd6473a881d9a6b05518a25dd49afe6653
com.liferay	com.liferay.users.admin.api	3.0.2		3c5b21eeeb1708e5b3df143ed7fa047be2bfea2b
com.liferay	com.liferay.users.admin.api	3.0.20		08bb2e82517ec843b3e0f0f45b004bd4a142c858
com.liferay	com.liferay.users.admin.api	3.0.21		77493dbce722e69506a9c0c45192c20ed7894107
com.liferay	com.liferay.users.admin.api	3.0.22		97177afbb41fdd62b5c111797fdb4c4d122f6724
com.liferay	com.liferay.users.admin.api	3.0.23		cdb34ab63ecf05903e7ea1c440077bae4167355b
com.liferay	com.liferay.users.admin.api	3.0.24		9253955e6642270456baaca146840a650741f5ab
com.liferay	com.liferay.users.admin.api	3.0.25		2ff3bd94bc47ebca7ed9afff6e983cd8d4c33b79
com.liferay	com.liferay.users.admin.api	3.0.26		a863252d7869ba5f9f4de71a01fd8dfd70863bcd
com.liferay	com.liferay.users.admin.api	3.0.27		fa3efea81e2cda2c9d029ec27baa374ec7e7736d
com.liferay	com.liferay.users.admin.api	3.0.28		c07b3218df6578a6a30cc4245a1c62a79959aef3
com.liferay	com.liferay.users.admin.api	3.0.29		56ca3d603acf4eca9800dfb37413836d0baa45c9
com.liferay	com.liferay.users.admin.api	3.0.3		6e985f16bdfcfcd148305ea80a4821ce02a760f0
com.liferay	com.liferay.users.admin.api	3.0.30		537f6542f6b37b8321218f708100c494fb04e205
com.liferay	com.liferay.users.admin.api	3.0.31		5af2a40d78e7c0092bb6e799945f19aeac04bde6
com.liferay	com.liferay.users.admin.api	3.0.32		0e5aa66907550275913e1752794b3409a48ba85b
com.liferay	com.liferay.users.admin.api	3.0.33		60cbd3bbd0c98f256cc8d303801f96f265f0af2b
com.liferay	com.liferay.users.admin.api	3.0.34		9305fc21a9d6171d11aaaadc11d4af56ece4b63a
com.liferay	com.liferay.users.admin.api	3.0.35		73075d318ddf5e3a848a578236af27548f4abf0b
com.liferay	com.liferay.users.admin.api	3.0.36		69e147b8da48eec871c65d9937684de46f0ae80c
com.liferay	com.liferay.users.admin.api	3.0.37		545591e58bf793609e3b8a3079ae3061e370a31f
com.liferay	com.liferay.users.admin.api	3.0.38		7a616ed82d2d4dfb88dd5659f0b49a4693ed905e
com.liferay	com.liferay.users.admin.api	3.0.39		60c8c044bafe5dc60601a8eade2aed28c251ba95
com.liferay	com.liferay.users.admin.api	3.0.4		cad71eb1ea1898aea325b35b98591cc19534cb48
com.liferay	com.liferay.users.admin.api	3.0.40		c589549595f4b8d4a73bc65caef31e0051ad38b3
com.liferay	com.liferay.users.admin.api	3.0.41		72939adc10c5c8dcca52b0c2438d8ddcc83901e4
com.liferay	com.liferay.users.admin.api	3.0.5		d0b8ce3439ac75cf47308b1af5a2ed7cccb1bb3e
com.liferay	com.liferay.users.admin.api	3.0.6		a041f21615f149ef3536e2777a1dcfe326b2578a
com.liferay	com.liferay.users.admin.api	3.0.7		fb502e1b8bb5f058be12fb0a6ea787bb176812a4
com.liferay	com.liferay.users.admin.api	3.0.8		603502d1ac71df584acaa04cb3e4bf7224323670
com.liferay	com.liferay.users.admin.api	3.0.9		424d8bfef42bba5cd569ab3433e63fe4171a9375
com.liferay	com.liferay.users.admin.api	4.0.0		92a66abb3b7977b29f3302d95b2551b220de1b3c
com.liferay	com.liferay.users.admin.api	4.0.1		4442ff92bf9e28fc521e86b7a9275e7a53b1b5d6
com.liferay	com.liferay.users.admin.api	4.0.10		8ebd7754e2cef7541589696b36c1b776a116fe74
com.liferay	com.liferay.users.admin.api	4.0.11		fa3db8d446a2d1e473869fd64cf77932b6baaadd
com.liferay	com.liferay.users.admin.api	4.0.12		019fd3e69e20be2077e446cb671dbdeab0a27049
com.liferay	com.liferay.users.admin.api	4.0.13		369dd6e3bfc904f223bc9c9dbdf30ba82d87df2f
com.liferay	com.liferay.users.admin.api	4.0.14		f3f2f2854da6e493f418f1ff1198f848dee884a9
com.liferay	com.liferay.users.admin.api	4.0.15		7e4a643579de856f3af9db2372ff2497313b6565
com.liferay	com.liferay.users.admin.api	4.0.16		76f3f71573cbfe7d0fd9c6e1300fabe9ed0d3146
com.liferay	com.liferay.users.admin.api	4.0.17		377dbd65e9cd0f3411512456c3415b2e8d50b7c4
com.liferay	com.liferay.users.admin.api	4.0.18		c6556c88f08422401b60ac39f3a0e71db47e1c29
com.liferay	com.liferay.users.admin.api	4.0.19		f96176b05328cdb5dd090cca3ce607881be78e8b
com.liferay	com.liferay.users.admin.api	4.0.2		595e8a2fd19cec657cb6a9eb06d4a81353d4d0be
com.liferay	com.liferay.users.admin.api	4.0.20		133d0ccf2e2caf9b4acd931f336a1d6cc9e5298c
com.liferay	com.liferay.users.admin.api	4.0.21		eba66c08ef4938b8733652291448240ed7a97cc8
com.liferay	com.liferay.users.admin.api	4.0.22		e1683bcff2eb80523bd76c32e06b53dbfc743ae9
com.liferay	com.liferay.users.admin.api	4.0.23		34495492a65295adccd7a6a4deb5880d842d5534
com.liferay	com.liferay.users.admin.api	4.0.24		de9ecddce667d8e9362098004903802d55bded56
com.liferay	com.liferay.users.admin.api	4.0.25		d8303d7a46e6ca85d520db500438887491d82e70
com.liferay	com.liferay.users.admin.api	4.0.26		6a6ec2c2d9c09b1db2a97c4cf3117a469813b45a
com.liferay	com.liferay.users.admin.api	4.0.27		b5b61ce056c943f287569cb5709419e1a18d34d8
com.liferay	com.liferay.users.admin.api	4.0.28		5fc68fd9e80907111d9394dac33d83a99a0757dd
com.liferay	com.liferay.users.admin.api	4.0.29		d016cf99f9d7ef75580d9e8eac44ff1554dc26da
com.liferay	com.liferay.users.admin.api	4.0.3		4d17c11645c05534e1a23e352c6de2379b1ba2fe
com.liferay	com.liferay.users.admin.api	4.0.30		43f62d8b6b6083de26c885b6da87a7ddd1f13ecb
com.liferay	com.liferay.users.admin.api	4.0.31		eb0d718477a6d40c4a2ceccd403436bed9423265
com.liferay	com.liferay.users.admin.api	4.0.4		5dc7635eec1e65875c5342cb8b9986b911a78506
com.liferay	com.liferay.users.admin.api	4.0.5		c9010ceb2dc06abbd5015c5ea9a5df95996c6228
com.liferay	com.liferay.users.admin.api	4.0.6		f63ec2c555cd58b87bdecb9ee2db4e9add87ba31
com.liferay	com.liferay.users.admin.api	4.0.7		256726e9f153e928129ea4d9e1962e04c23c38a3
com.liferay	com.liferay.users.admin.api	4.0.8		9a1ac00390b30a908315f9918d721f8fb0728d00
com.liferay	com.liferay.users.admin.api	4.0.9		2e953e584af17f58b4a85f8ab5ebc7aed15dc9cd
com.liferay	com.liferay.users.admin.api	5.0.0		5a4b46a11438c2362f32f43206b928a1f1ea8a0a
com.liferay	com.liferay.users.admin.api	5.0.1		b950f919fd219ce44305ee9115c8741c79a8aafc
com.liferay	com.liferay.users.admin.api	5.0.10		e6d358fc385cfcd1e46c19c2f34003642b351b1d
com.liferay	com.liferay.users.admin.api	5.0.11		750d48ee414088a1021457c81b3d5afcf560de13
com.liferay	com.liferay.users.admin.api	5.0.2		758e56db2c3c7085b123c35996432b87457595ad
com.liferay	com.liferay.users.admin.api	5.0.3		0d1beeaecf01fb52e7b7e19ba336e8e74e7b5c87
com.liferay	com.liferay.users.admin.api	5.0.4		a51bfc4a75146608becdb4031330c5add371b9b8
com.liferay	com.liferay.users.admin.api	5.0.5		7dc76155761cfd4c7cd48eeb6b029088224788b4
com.liferay	com.liferay.users.admin.api	5.0.6		d49bc5ba12433228606c31ae3edee849a09bd814
com.liferay	com.liferay.users.admin.api	5.0.7		ab6903ff95e1c77a43364a1c4bb2397a9861e493
com.liferay	com.liferay.users.admin.api	5.0.8		5517811655773b46b7fe6943d6cf0693ad169a0e
com.liferay	com.liferay.users.admin.api	5.0.9		eff279b1f6762a018620a45e2d1bea4c89a72b88
com.liferay	com.liferay.users.admin.api	5.1.0		6bb41e00084f454544c3fec05c0660ce306476b4
com.liferay	com.liferay.users.admin.api	5.1.1		1c8a04ef7d356191aa774ca66c90b9e6b906c4de
com.liferay	com.liferay.users.admin.api	5.1.10		2f93e6b014c56902cbfaf87321211a2ececdfbbe
com.liferay	com.liferay.users.admin.api	5.1.11		b2b23d141fd5590a6ad093bd7a557095d75cc55c
com.liferay	com.liferay.users.admin.api	5.1.12		931a984a0023080afc9531a318c89b4b4f7b6ee6
com.liferay	com.liferay.users.admin.api	5.1.13		e35745d8eb4423710db586af20ab90dddbdb0e3d
com.liferay	com.liferay.users.admin.api	5.1.14		07b8deb85592dfe9f83ba3791bb19204fc4969b7
com.liferay	com.liferay.users.admin.api	5.1.15		892a34d4850a5c46179fa9dddb906cd7d1225dc0
com.liferay	com.liferay.users.admin.api	5.1.16		d541dc797e9c59fe2a6e15f6c9de445c297550d8
com.liferay	com.liferay.users.admin.api	5.1.17		349c83d99b12d4ba028c8a2dc2f2cff86ccd6b10
com.liferay	com.liferay.users.admin.api	5.1.18		dfda57e128577e566108aff7b3c35f334c10db77
com.liferay	com.liferay.users.admin.api	5.1.19		f80ab6f4cd73d41c7147aee5cd812b5cdc46d4c1
com.liferay	com.liferay.users.admin.api	5.1.2		f426151a657e39de814c2a4f9a31eb8a0c1a3d89
com.liferay	com.liferay.users.admin.api	5.1.20		e745526b8afd2d4522d35ef68a262705cdf50e40
com.liferay	com.liferay.users.admin.api	5.1.21		5c4401ebab91b347eac6ca95fd2aac23786ab61b
com.liferay	com.liferay.users.admin.api	5.1.22		1ef0316869b13806f0217facf9f974322264be59
com.liferay	com.liferay.users.admin.api	5.1.23		42a09a41e2f3de1826002478cbfea05e071b7c45
com.liferay	com.liferay.users.admin.api	5.1.3		5e8b50de5dd23221c9c23019334787cab4479f4a
com.liferay	com.liferay.users.admin.api	5.1.4		1dca502e28a654671dddd557e68938fac4532b19
com.liferay	com.liferay.users.admin.api	5.1.5		02cb3bba9b1e9c3259bb528db55eb3bd01066221
com.liferay	com.liferay.users.admin.api	5.1.6		f23e0780a543254ad2d96e16d1f98dfe00d692f8
com.liferay	com.liferay.users.admin.api	5.1.7		d44f0764c338f7b728e59cd20d759a59d6bf686a
com.liferay	com.liferay.users.admin.api	5.1.8		5f5e98d84045040198151ce605214c05a7c9477d
com.liferay	com.liferay.users.admin.api	5.1.9		543224bc68e53d86c2c2f977e96fedabd6f17070
com.liferay	com.liferay.users.admin.api	6.0.0		50ee56cd4c8fba11195d528240abe196b0fffc26
com.liferay	com.liferay.users.admin.api	6.0.1		667a08d6553d3855114ab4f605cfcd7492bd86b2
com.liferay	com.liferay.users.admin.api	6.0.2		ad50eef4bc6fdfc88b3b86a737d252a7a383913f
com.liferay	com.liferay.users.admin.api	6.0.3		fd2a8d5b60e9e3728c1d2c84d5dba41cff629c89
com.liferay	com.liferay.users.admin.api	6.1.0		d6bc226954ecc7be1138e501920b289a48750332
com.liferay	com.liferay.users.admin.api	6.1.1		831e7c30785601c394f24a534fd4987d6517d986
com.liferay	com.liferay.users.admin.api	6.1.2		14e42ed9cd34aea93bbbacc1a6a325077fab06ce
com.liferay	com.liferay.users.admin.api	6.1.3		1e15b2b2a60301dc59a1c254f2d522851104a148
com.liferay	com.liferay.users.admin.api	6.1.4		2b269ddf555f8de16124cd5ec880ba2afd07fdfd
com.liferay	com.liferay.users.admin.api	6.1.5		731bd5a2f5ca4ac3ede1784d6588740897801d00
com.liferay	com.liferay.users.admin.api	6.1.6		7ff1c429072030c551dd02fe757f7045cac9270d
com.liferay	com.liferay.users.admin.api	6.1.7		556bc55244f6e975e605cc04dbdf4fe6e78d38cc
com.liferay	com.liferay.users.admin.api	6.1.8		1214270a242af5a0dbeef6dbb7c51543aeec1a9d
com.liferay	com.liferay.users.admin.api	6.1.9		cae21bd8d184909cefaa230223649860d303dc09
com.liferay	com.liferay.users.admin.api	6.2.0		ca91b2731f28251d3b7361dbaa59f7381aa88388
com.liferay	com.liferay.users.admin.api	6.2.1		71628c0310cac6e22dd9055c43d970d844ebdb5d
com.liferay	com.liferay.users.admin.api	6.3.0		2ab0de8f6fc7bd9e4d69ed28b1d69a182c48e899
com.liferay	com.liferay.users.admin.api	6.3.1		b5be55861debd575ba5575770522142d22ea4857
com.liferay	com.liferay.users.admin.api	7.0.0		0e5d5ae64858254b5053d88cf534d92271733217
com.liferay	com.liferay.users.admin.api	7.0.1		7267cc9148dbaf100cf484eb14ad954ed3141cbb
com.liferay	com.liferay.users.admin.api	7.1.0		0717422a30ad949729171df2f27c5deba0c465e3
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.0		5545edf094bcc49c6fe82bde046f0d23747c9644
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.0-M3		bfa13deaae096961486f15865aba40bf7add6da4
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.0-RC1		57b9c8a81e97e40b130441dc6c208888803f0b50
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.1		a8bc8a9076b71b8af45bcc2862d7ba6149729232
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.10		83535e153cbe4e8741495f8f07471ca5f953fc73
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.11		1f9f520cf9b12d766525111bc104b90ae50e9518
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.12		923e24e5cb5569c3fa5acc38f2e2606be7b9d759
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.13		150daa7da8e50ffaff46a7b278c8346fd5ca99b1
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.13-a5bd71c7		1c8dc22c8f442dd8f200fc9a525fbadb7ef48102
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.14		ad702553f09be208232eb6b6281354f085f4bfc6
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.15		2d94cb25649519fd5c09826c28d0a91e95f8526e
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.2		f85c2e9593bca58bbaa6bafd1174d0b9d419926b
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.3		946260932c0f4d6a6cea42199732c7d812ecafe8
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.4		243a27844ce67e5f71d10c9444921ea85383f0f5
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.5		7af71b239cac2ea8fd73647a472f21551e49af64
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.5-M1		06eb9e16f08b74a5230201a2cfcd5c57bb2cefe9
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.6		3a5faaabb8942cdaf842a4542c8f67e78d66d661
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.7		2843c9f7e96b974350d72b7f7123cb444348032c
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.8		a78adeb6232bad7f59756de1df329f85d6efe078
com.lightbend.lagom	lagom-kafka-broker_2.12	1.4.9		f519544af8221847dd0e9794f63395fb1b09b625
com.lightbend.lagom	lagom-kafka-broker_2.12	1.5.0		d43fa579cc0afe074b939e21e7a3e2bd72cda700
com.lightbend.lagom	lagom-kafka-broker_2.12	1.5.0-M1		3c4bc18b279c7372d08c61f6782722fe17bc7e41
com.lightbend.lagom	lagom-kafka-broker_2.12	1.5.0-M2		7d01d9ae9998d2f6a83eb362ac4c947c2bef9aa1
com.lightbend.lagom	lagom-kafka-broker_2.12	1.5.0-M3		cce6eda4d2250a71365c81ca719c706955d06f30
com.lightbend.lagom	lagom-kafka-broker_2.12	1.5.0-M4		71174e48c7d5d113c91d4cbfff47875916167fc3
com.lightbend.lagom	lagom-kafka-broker_2.12	1.5.0-RC1		537dcfd77fbef28998d83bc06028f191098a3484
com.lightbend.lagom	lagom-kafka-broker_2.12	1.5.0-RC1-26-g7d68234		2275ea0394369cf82066a1cc71b299bea0837288
com.lightbend.lagom	lagom-kafka-broker_2.12	1.5.0-RC2		fa0a37cd9dc2d53801e39717b97b1332e2d985e4
com.lightbend.lagom	lagom-kafka-broker_2.12	1.5.1		a8738e989a07c100371d5ac0d6368d414871fd6d
com.lightbend.lagom	lagom-kafka-broker_2.12	1.5.3		3f4c7873ccdc0ad6bf6b53b63c31ade27ee2db5d
com.lightbend.lagom	lagom-kafka-broker_2.12	1.5.4		c55c98c987eaffb4d348167e23483346f36b98fb
com.lightbend.lagom	lagom-kafka-broker_2.12	1.5.5		f4bd650d76fefc89cc6cf1dc4c2414d71c10c4ca
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.0		2b285a3aab2f6efcdb79d76e442258fa99684836
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.0-M2		c7b4cbd53025ee95638af166f33ad52be24e4ddc
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.0-M3		a80d4d062bd020ad410d486852d0f3efd03ad735
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.0-M4		cb1118d9e2ee40a59942749ebaff7fd79dde1173
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.0-M5		7ea4f45c77613a27ec064f25b89f4109ed17e287
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.0-M6		c484fbb932125de3c1d06281d0989a425af16be4
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.0-M7		c34287e53b9084c25295609cad880a1dcb200d86
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.0-RC1		86c0aca72fb5a31e64136700c07b8483dc284951
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.0-RC2		faaae6540ac6e3853ab91be831111b3abd9cd86d
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.0-RC3		3782720f426339ac948f55c0515d87a9f5509566
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.1		aadaca9fec1096a07c83c41e2c870bad43e9fcf7
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.2		f732899ab38fcbdb01f259e482bf78a74967922e
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.3		d70d796c09ab8409c4400b943fde6a11fa8e31c6
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.4		3dc9f0486e8a4f645143bf25fe2a0fc2bde3d0a9
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.5		d311ec59410b70d7f25095d5d7dc2439eca96fd9
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.5-RC1		924cfdcc5becd8807daba80162794ed3972f79fc
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.5-RC2		b78cf6841d0c2d72e1aea73f25459f4c0f0a44bc
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.6		8ec0c59b91cefdb7f2a23a577c47a9419929756a
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.7		57c32b4add91e7d3dd0e5700951a4ce75dc1ade1
com.lightbend.lagom	lagom-kafka-broker_2.12	1.6.8-RC1		5e25ad5a6349a55f2c7e08bbd6458bf044a02fef
com.networknt	gateway	2.1.1		146607521ef65508a2b298ac1ffaab7d0bbf0962
com.networknt	gateway	2.1.10		456a60e9fe87cae55406ce51b1631144542e917a
com.networknt	gateway	2.1.11		dcd2b89881c788882310d6f2292b45454a849491
com.networknt	gateway	2.1.12		bb0aa95461a4edfc8900f7825d446c5880a0873c
com.networknt	gateway	2.1.13		37da91b2352e2377eea8c493ba83741c29d5250e
com.networknt	gateway	2.1.14		741b84a7ae3428ee32304834c8e9273e2fa72044
com.networknt	gateway	2.1.15		d15e1d285bf8643de7eb4c2432f2e5c92c01592c
com.networknt	gateway	2.1.16		15c7c12091b869daf4dba4f63e8b3d584cf33b9c
com.networknt	gateway	2.1.2		86413bd81d93eff628b89016935546b630fd94b2
com.networknt	gateway	2.1.3		cbaf0ba732ccccd0c93809832b53981ee89b675f
com.networknt	gateway	2.1.4		f1ead593fbc2e3e39c29cba29b502cdd02f7d5b3
com.networknt	gateway	2.1.5		80b636a2087af50165b4ab4c9d2f5a1a4fd2d0e3
com.networknt	gateway	2.1.6		4632f7fb672b680215356bfbc19b06fd09d293eb
com.networknt	gateway	2.1.7		83ccd519954bb917d4b442ee36e2472c70888ff1
com.networknt	gateway	2.1.8		cb9b46d6bd73f0b68f02d247248e27ffe9a20113
com.networknt	gateway	2.1.9		490fea56f3a469d2bfbeff2cb1f3bd853273bdfc
com.nhl.bootique.jetty	bootique-jetty-test	0.13		b6d9836515ff6d298511f656dbaba2c21e479dce
com.nhl.bootique.jetty	bootique-jetty-test	0.14		4c0ab7bbbbe594aafce09086a1f8ec42a8e0f8ab
com.nhl.bootique.jetty	bootique-jetty-test	0.15		4e6c8123fbeca40d8153fd330f531bbf857ec04f
com.nhl.bootique.jetty	bootique-jetty-test	0.16		f3a6776e7212b29a6fbc0e0e5443d33d87e742e2
com.opensudoku.setgame	set-game	1.0		N/A
com.planet57.gossip	gossip	2.0.0		N/A
com.rbkmoney	fraudbusters-proto	1.44-6db2558		8a62275d2de95e1e6f812115cbdb7c3fb1de4036
